,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
couch,1.0657029,1.3235829,0.58838844,1.1458594,1.0376818,1.1009543,1.2526336,0.69318604,0.95601255,0.19920784,1.3262615,0.4854995,0.58929884,1.0597228,0.4330551,0.93487823,0.9506922,1.4208536,1.4089326,0.8686501,1.0567019,1.3633711,1.3533666,1.3171808,1.2356651,1.0416456,0.8480165,0.33686447,1.3362072,0.6076316,0.6687567,0.9233754,0.93911064,1.280669,0.0,1.2682452,1.4525231,0.49720365,1.4447961,1.1968031,1.0219581,0.68416893,1.1349716,0.6647672,0.6650955,0.6862973,1.10839,1.3491063,1.1501648,0.99208313,1.278391,0.5934166,1.2698708,1.1790541,1.279446,1.2868152,1.083478,0.7581963,1.0798713,1.2592148,0.7509459,1.4437333,0.6535222,0.86139536,1.3623521,1.0343776,1.2519388,0.38978404,0.5578214,0.8196462,1.1000782,1.3335707,1.0323787,0.98928684,0.74673694,0.5887079,1.1980462,1.3580916,1.1620773,1.2338979,0.91492176,1.1844977,1.054405,1.0583551,0.570366,0.8346039,0.75820005,1.3355898,1.2492719,1.1714694,1.1349229,1.0203438,0.8811113,0.98406494,1.3786807,1.1014754,0.99000144,1.0122682,1.355628,0.74725205,1.2176958,0.8326455,1.1849512,0.36555994,0.9045915,0.86042917,1.3034036,0.6719158,0.9528397,0.779375,1.4730766,0.8366563,1.2893437,0.87372994,1.2255166,1.4426137,1.167542,1.1127927,0.8231148,0.36842895,0.5697353,1.4834166,1.2579358,1.2977519,1.449616,0.9754147,1.0131438,1.1616943,0.91911817,0.8236895,1.3170066,0.56355613
cracker,0.57986164,0.9313418,1.0841157,1.0726243,1.1938299,0.8675605,0.90390307,1.2549946,1.1431803,1.2366534,0.7919462,1.1374692,1.1817279,0.71866715,1.2517114,1.0628316,0.90488863,0.9632851,0.9404572,1.0522299,0.9188734,0.98070115,0.80201066,0.98762566,1.0092376,1.0933425,1.1921479,1.2371709,0.7157383,1.2223263,1.1805735,0.9727308,1.0923877,0.95082057,1.2682452,0.0,0.8590555,1.134043,0.97362816,0.87287503,1.0985272,1.0715503,0.80881137,1.0928854,1.1657465,1.1064917,0.8053906,0.95135427,1.0333573,1.14428,0.93978095,1.0862408,0.9898055,0.736147,0.86950016,0.78342223,0.78875333,1.1698993,1.2168653,0.98331434,1.1603315,0.79176396,1.154829,1.1489044,1.0412282,0.97775453,0.8405059,1.2009777,1.2444515,1.0603772,0.98291934,0.87734485,0.94845366,1.1187913,1.1869104,1.1199354,0.9060216,0.96539676,0.91826916,1.0033287,1.1067004,0.9234369,0.9168854,1.0453664,1.2557597,1.0969309,1.0333354,0.90132356,0.93050796,0.8448374,0.91701055,0.8719377,1.0402541,1.0383108,0.8479557,0.9902734,0.90366346,0.9707274,0.9501354,1.0893949,0.82825977,1.1194699,0.88280886,1.2075007,1.0293754,1.1368332,0.9267753,1.1900387,1.1664488,1.20662,0.92400974,1.0764009,0.9588322,1.0743442,0.93428075,0.76904786,0.9682847,0.88558185,1.1198573,1.2648515,1.1938872,0.8092067,0.9835545,0.8968512,0.833269,0.9951388,0.93659973,0.68089134,1.061195,1.0300558,0.9369119,1.1780317
crayon,1.0472963,0.75555027,1.3688018,1.0037141,1.1761125,1.1822487,0.88602805,1.4166851,1.2515689,1.514706,0.44627005,1.4087329,1.5989861,0.989252,1.4747531,1.3433644,1.2000598,0.18712938,0.6456864,1.2462095,1.0469197,0.7024585,0.5684596,0.30154693,0.77863497,1.0444924,1.0468458,1.4531155,0.65217006,1.3634983,1.2733321,1.0278049,1.1304123,0.9959512,1.4525231,0.8590555,0.0,1.489102,0.25466955,0.8003493,1.272743,1.4026536,1.0418415,1.2201672,1.3354485,1.2660314,1.0384665,0.37834078,1.0966418,1.1361244,0.4806124,1.2249788,0.3890705,0.9907455,0.8329434,0.6763729,1.3193724,1.3026276,1.2693658,0.24793541,1.3691194,0.46981037,1.1378192,1.2921305,0.5708307,0.8552308,1.0001155,1.4359043,1.3980036,1.3329396,0.8326503,0.63188165,1.1699836,1.3728855,1.4861205,1.3577397,0.6823509,0.13513517,0.81729615,0.38851774,1.0333949,0.92650133,0.7389058,1.2301388,1.5155213,1.2428546,1.4512342,0.070170164,0.115373254,0.8987554,1.1838259,1.2223815,0.9978053,1.2922845,0.40949047,1.0585736,0.81881046,1.1179768,0.39011562,1.1497914,0.7137936,1.2854155,1.098296,1.492296,1.2829521,1.2307849,0.6966288,1.370389,1.2927974,1.4368378,0.297778,1.283694,0.72678614,1.2833124,0.6514025,0.49195236,0.84604746,1.0581139,1.2815146,1.4917271,1.5376658,0.4685166,0.48787463,0.1666761,0.3887871,0.9406896,1.2569063,1.1585548,1.164864,0.91195536,0.13466185,1.2394829
crib,1.0196705,1.3904165,0.75116825,1.2485534,0.97197986,1.0425615,0.8512788,0.58337104,0.97424483,0.31866944,1.2887911,0.23809135,0.736654,1.1011819,0.5763442,0.7092923,0.73955864,1.4325619,1.1826787,0.64415556,1.1656281,1.1034644,1.2624114,1.2071007,1.1373153,1.0944293,1.0527849,0.17686427,1.1922743,0.50697064,0.8816555,0.88141525,0.8428252,1.203488,0.49720365,1.134043,1.489102,0.0,1.3864473,1.1905653,1.0441648,0.89716095,1.1030579,0.63339484,0.38185644,0.96697885,1.1694456,1.3548923,1.2141066,1.0966676,1.3837159,1.0084445,1.4420917,1.2324471,1.2019262,1.0377759,0.979253,0.75522476,0.9767092,1.451935,0.8218252,1.4588302,1.008955,0.9516809,1.4096667,1.1832879,1.0111312,0.75298536,0.786782,0.7453604,0.892616,1.1710485,1.1081166,0.87978846,0.82048464,0.6504202,1.3500836,1.5210929,1.0231395,1.4270957,1.1502626,1.2506856,0.85810864,1.0393237,0.71812797,0.85019374,0.6831811,1.3937824,1.3240159,1.1519636,1.0008423,1.0686191,0.8089998,1.0018245,1.3513404,1.0454062,1.181602,0.96726644,1.2115288,0.65599287,1.2016108,0.892956,0.83934534,0.779575,0.80968964,0.96079373,1.181839,0.6294352,0.84502035,0.69101816,1.4061029,0.81613517,1.2333618,0.7983954,1.1615129,1.3303614,1.0709789,1.0938416,0.62562895,0.7341881,0.39870453,1.3886149,1.4770974,1.432795,1.264798,0.8804764,0.7036789,0.9176911,1.0263186,0.6523282,1.4326849,0.623405
cup,1.1871812,0.8184291,1.4102248,0.8889494,0.9235737,1.1079551,0.83347654,1.2621949,1.2359399,1.5122918,0.58845544,1.3569086,1.568278,1.1327934,1.4945443,1.3020664,1.1847678,0.18929815,0.3446777,1.104442,0.97479796,0.49049962,0.6825353,0.2273072,0.6779616,1.0394878,1.0892178,1.3084093,0.611211,1.3102707,1.2588217,0.8963087,1.1305791,1.052356,1.4447961,0.97362816,0.25466955,1.3864473,0.0,0.8124436,1.318105,1.4655194,0.9552353,1.1000845,1.191048,1.2651489,1.0243626,0.5286988,0.94023067,1.1401799,0.6781888,1.2621084,0.5859578,1.1230408,0.89278555,0.7917519,1.3008301,1.291164,1.1426995,0.459431,1.3091596,0.59030557,1.2265463,1.3234998,0.44034433,1.0095975,0.8719723,1.4799598,1.443046,1.3638492,0.6954378,0.47267473,1.2755625,1.2977735,1.4658055,1.2949249,0.81404257,0.3012539,0.67448074,0.56407475,1.0579752,0.8421409,0.7444713,1.2458458,1.5327051,1.1694516,1.4210869,0.32376993,0.39014536,0.9078711,1.0468144,1.2874291,0.88289404,1.3485928,0.45297492,0.9830162,0.91618925,1.091343,0.43652773,0.978503,0.7105271,1.311825,1.1158036,1.503959,1.2722007,1.2588432,0.7055663,1.2480936,1.0949868,1.3822992,0.32098752,1.2770431,0.5118627,1.3072814,0.65936935,0.4160992,0.85784817,1.0985879,1.2197063,1.4780929,1.4732947,0.42151463,0.5889709,0.4196174,0.550866,0.8589057,1.2092414,1.13272,1.1914579,0.85297775,0.36399066,1.1702602
deer,1.0425128,0.9984252,1.1720589,1.1329639,1.1420712,1.180137,1.1291096,1.1679474,1.1152142,1.2191211,0.9262886,1.1326212,1.2776351,0.99485373,1.2160807,1.2348303,1.1120744,0.75866866,0.82328737,1.1633545,1.0769325,0.9742839,0.91366255,0.83088255,0.81841546,1.0178727,0.98895884,1.1452228,0.7589592,1.1383234,1.0416158,1.0929763,1.1561352,1.0729421,1.1968031,0.87287503,0.8003493,1.1905653,0.8124436,0.0,1.1033118,0.64306515,0.8576311,1.0384172,1.1401392,1.1299323,0.7181288,0.8820049,1.0966285,1.0667268,0.88966393,1.1055505,0.96024334,0.92110157,0.8589778,0.9828471,1.106214,1.1250442,1.1558084,0.8362296,1.214361,1.0025859,1.1042626,1.1856362,0.9071316,0.8701849,1.0455405,1.2399052,1.23531,1.3358614,0.7481766,0.7856683,1.0457292,1.2325102,1.265773,1.1969054,1.018462,0.8201996,0.87218493,0.93576777,1.0806402,1.0027473,0.98077506,1.0733377,1.2002239,0.7103107,1.2315807,0.8099346,0.8608808,0.79204214,1.1232035,0.98900944,0.98433393,1.1028233,0.6794906,1.0863043,0.9292188,1.0566205,0.8035097,1.001218,0.7522849,1.0912229,1.1289079,1.2279385,1.191267,1.1811578,0.72938347,1.1706294,1.1347371,1.2175611,0.75387263,1.0084639,0.83463424,1.2911245,0.972072,0.78645724,0.7764126,1.0970697,1.0845302,1.2575531,1.1600585,0.81048477,0.9505247,0.8657617,0.9131122,0.9626925,1.1901904,1.116861,0.9797565,1.0460066,0.8612948,1.0482054
dish,0.94417554,0.97444564,0.99267256,0.74734926,0.7706972,0.9571123,1.0782077,0.8952998,0.8418244,0.9440687,1.293763,1.0385147,0.7080071,0.81651014,0.8905055,0.8305563,0.82769644,1.2812823,1.082691,0.9112757,1.0748442,1.1919224,1.2111162,1.4420476,1.0177497,1.0733708,1.0336367,1.1117414,1.1279334,0.903336,0.829725,1.0907753,1.0668517,0.92256045,1.0219581,1.0985272,1.272743,1.0441648,1.318105,1.1033118,0.0,0.69593287,1.0726681,1.1709359,1.0693129,0.92633,1.0722072,1.3325129,0.7280988,0.8792158,1.1600544,0.958148,1.2589141,0.84424555,0.82200754,1.2460992,0.69677633,0.88050956,0.89033175,1.3129065,0.9755206,1.0295995,1.0887758,0.9859788,1.1916537,1.1310682,1.2062217,0.8098359,0.92320675,0.81596506,1.2144127,1.2188431,0.4168713,0.7934983,0.8718743,0.868901,1.1308596,1.1779505,1.2800949,1.3228183,1.1373086,0.9429443,1.255465,0.7343404,0.8394708,1.0548875,0.7197839,1.2824175,1.2622638,0.9882968,0.9465219,0.85425055,1.1841431,0.13098264,1.3130779,0.56079185,1.1618979,0.96938145,1.242312,1.1610665,1.1704338,1.0135638,0.9476653,0.8272033,0.76824003,0.93216574,1.2006263,1.0220522,0.8706815,0.7283894,1.3637227,0.7996072,1.1807102,0.904997,1.2060373,1.2106365,1.1927358,1.0330632,0.99136615,0.9323499,0.717364,1.0657525,1.2410736,1.2552916,1.0814396,1.2119486,0.75444233,0.9579641,0.88936394,1.2574875,1.3203434,1.1505564
dog,0.94137454,1.1732599,0.7428788,1.0774884,1.0536845,1.0068392,1.2225276,0.9561684,0.8094934,0.7038396,1.289483,0.91516197,0.6800048,0.97804064,0.686061,0.94429505,0.9709371,1.3904039,1.2895062,1.0116143,0.9722,1.2860898,1.3310654,1.4524279,1.0854914,0.9998105,0.82518214,0.8917918,1.1955402,0.9196439,0.817191,1.1211166,0.9976271,0.94299924,0.68416893,1.0715503,1.4026536,0.89716095,1.4655194,0.64306515,0.69593287,0.0,0.8605005,1.063616,1.0017214,0.8497367,0.75290626,1.3145376,1.1074922,0.8300188,1.2536261,0.8389981,1.2940834,0.73800224,0.937466,1.2719488,0.8052434,0.7995776,0.94351494,1.306611,0.8677106,1.3042943,0.87298626,0.8647597,1.290813,0.8795896,1.2345299,0.7304258,0.7683838,0.984982,1.1553725,1.3315462,0.6943371,0.92895085,0.81578565,0.8867527,1.2048758,1.3209687,1.2023451,1.2861977,1.041807,1.1008459,1.2520888,0.7551038,0.6632705,0.6866263,0.86438626,1.3677436,1.3366228,0.86576396,1.042485,0.7695795,1.0542397,0.60660857,1.2182329,1.0513967,0.9316363,0.97947234,1.3429096,1.0251752,1.1590058,0.79554546,1.0444292,0.6822459,0.8953889,0.9455473,1.1130257,0.9935051,1.0696179,0.8238841,1.421994,0.80450684,1.2712669,0.9887767,1.2896194,1.3302236,1.0595781,1.1503978,0.8425263,0.71580124,0.7216785,1.3422784,1.311312,1.3628861,1.2994728,1.113933,0.92082804,1.0689089,0.8328359,1.2112397,1.3897892,0.9854381
doll,0.8957798,1.0009412,1.0899467,1.0181199,0.9882233,0.9357601,0.8074572,1.1848689,1.1916047,1.0863441,0.96729684,1.1314367,0.9589366,1.0591854,0.991912,1.2377013,0.7530024,0.9484569,0.98520815,0.8808924,0.7683146,0.82621866,0.9967873,0.95143086,0.9511996,0.9794135,1.4189869,1.0262184,0.7908658,1.2077513,1.0105909,1.0780425,1.158473,1.0598859,1.1349716,0.80881137,1.0418415,1.1030579,0.9552353,0.8576311,1.0726681,0.8605005,0.0,1.1162788,1.1536428,0.990323,0.7063531,1.1221704,1.0072591,1.2751641,1.1747409,1.1225617,1.0470252,0.7048638,0.62742376,1.0807204,0.7222275,1.1708376,0.9599804,1.1357254,0.70250463,0.95698947,1.1634885,0.9027271,0.7460668,1.0761058,1.0388829,1.0752424,1.0029544,1.2751071,0.749899,0.8984231,1.0404516,1.1147557,0.8492087,1.1123098,0.9888756,1.0776422,0.78453004,1.0782486,1.1098031,0.90714467,1.128577,1.2075515,0.92798185,1.1880304,1.0161318,1.1080912,1.1373867,0.7833007,0.8823,0.81057805,0.79260105,0.95186496,0.77401704,1.3051213,0.89309585,0.82864213,0.99906635,1.0804532,0.8404433,1.162524,0.8422529,1.0293704,0.88839215,0.9756914,0.871916,1.1025016,1.1968238,1.2138379,0.8428144,1.1417164,0.8021924,0.961346,1.1091646,0.8460003,0.85360813,0.9855686,0.84328324,1.0534971,0.962482,0.86028683,0.8790405,1.1300178,0.9211246,0.7901367,0.7373551,1.0796466,1.1391695,0.9640046,1.1217582,1.2244886
door,1.1488283,1.1948342,0.88715637,1.1759531,1.0500062,1.1001316,1.1385504,0.6194668,1.1311438,0.6749679,1.2266895,0.58007926,1.1029109,1.0713866,0.91603404,1.0109231,1.0678173,1.0743719,1.1592023,0.89519614,1.1716334,1.1593577,1.178719,1.0407382,1.0351732,0.9494645,0.9786536,0.6020179,1.0342534,0.56679213,1.0179292,0.89384615,0.8956255,1.1667408,0.6647672,1.0928854,1.2201672,0.63339484,1.1000845,1.0384172,1.1709359,1.063616,1.1162788,0.0,0.52267486,0.9850721,1.1355525,1.1079955,1.1040026,1.122354,1.17908,0.86388946,1.2142025,1.2372673,1.1327584,0.98419523,1.1866976,1.0510265,1.1304768,1.1391351,1.0901256,1.3152831,0.87456787,1.0850952,1.2330035,1.1728135,0.8417159,0.9918805,1.0507754,0.9485345,0.74800426,0.8863249,1.1582909,1.0672088,1.0843767,0.73347354,1.2200333,1.2310737,0.9479576,1.17654,0.99980736,1.1086812,0.8750587,1.1432483,1.0431734,0.7389717,0.9951656,1.1421225,1.1251459,1.1182456,1.0075324,1.1048787,0.94078547,1.1433316,1.0058033,1.1113687,1.1220202,1.17223,1.0404443,0.30628908,1.0517524,1.0641705,1.0378497,0.95645106,1.1586967,1.0838517,1.04425,0.55271643,0.8511417,0.8251851,1.1935357,0.97048324,0.9498459,1.0852838,0.9587223,1.0772995,0.92690766,1.0636315,0.92689407,0.9325373,0.83727485,1.2505352,1.219133,1.2110298,1.2872326,0.967388,1.1414242,1.0501988,1.0083954,0.57804805,1.186446,0.38628012
drawer,1.0446534,1.2728505,0.878151,1.1958346,1.0580257,0.95942456,1.0058637,0.47638166,1.1104466,0.62740755,1.2635771,0.3993368,0.9798697,1.0525061,0.8420874,0.80601805,0.84665275,1.2787554,1.0580431,0.58155,1.2072694,1.0759394,1.2153974,1.00192,1.045492,1.0069057,1.0818315,0.46010506,1.1634291,0.38685185,1.0080904,0.758356,0.9332143,1.1366105,0.6650955,1.1657465,1.3354485,0.38185644,1.191048,1.1401392,1.0693129,1.0017214,1.1536428,0.52267486,0.0,1.0613718,1.0660249,1.2535875,1.0834161,1.1870474,1.2394768,0.9291462,1.2945784,1.1508658,1.2036594,1.054445,1.0768592,0.8188535,1.1023589,1.2774249,0.97002006,1.2814974,0.9541916,1.0179145,1.3112135,1.2998757,1.0088421,0.8771101,0.8476424,0.7843826,0.91802824,1.1219553,1.1324363,0.854635,1.0034835,0.80123174,1.241424,1.3898635,1.0144497,1.3067825,1.0094526,1.133916,0.60549307,1.2017192,0.94988614,0.86702585,0.80574834,1.2474946,1.2036875,1.1232448,0.8730386,1.1253986,0.9521605,1.0941721,1.2985222,1.0065566,1.0936267,1.1292292,1.1185695,0.5235295,1.1143544,1.0088457,1.0043621,0.9295806,0.98575824,0.8430686,1.1499385,0.61123437,0.7067668,0.7622521,1.3144226,0.92694217,1.1086226,0.9361576,0.9981862,1.2195241,1.0809436,1.0860127,0.73976624,0.81517124,0.62330997,1.2940757,1.3430104,1.3080795,1.2173301,0.99303573,1.0307072,0.99072444,1.0427237,0.6816373,1.2746418,0.6585139
dress,1.1637657,1.0939039,0.8405354,0.93012625,0.8679198,0.98529345,1.2303761,0.89729434,0.8534657,0.7902402,1.2380954,0.9341695,0.64683,1.0954388,0.7962345,0.9174888,1.0118284,1.1744901,1.1751453,1.0400602,1.0481893,1.1627822,1.2234436,1.3080122,1.0955422,1.0093977,0.94273883,0.9438008,1.0908456,0.91484034,0.8439626,1.1868382,0.92615855,1.0516449,0.6862973,1.1064917,1.2660314,0.96697885,1.2651489,1.1299323,0.92633,0.8497367,0.990323,0.9850721,1.0613718,0.0,1.1391385,1.2013245,0.97317934,0.86544096,1.1482856,0.77174187,1.1935499,1.1297218,1.1090626,1.1503601,1.0635418,0.89237624,1.0007682,1.1884134,0.9348631,1.2331209,0.89836574,0.91972136,1.1665812,1.0962583,1.1020672,0.7203052,0.791219,0.9539795,1.0197085,1.1091553,0.9935639,0.99224097,0.8147224,0.8711431,1.1356823,1.1558591,1.1272631,0.9708762,0.9967629,1.0111834,1.1866584,0.9317288,0.643,0.91848224,0.88111025,1.2079686,1.2029423,1.1316524,1.0611556,0.88354915,1.0561715,0.9160173,1.2554576,1.0287445,1.0090129,0.9277955,1.1742061,0.9930612,1.2080868,0.73751897,1.0909696,0.4831823,1.0628864,1.0141898,1.1115816,0.92966366,0.9300438,0.8424181,1.2997828,1.0199422,1.0879079,0.9667039,1.201942,1.1379681,1.0587724,1.0543889,1.0317084,0.50648,0.91937065,1.2378978,1.0991194,1.2038949,1.212911,1.0409319,1.0047905,1.0247244,0.86651933,1.1012585,1.2325038,0.9266227
duck,0.76608074,0.9312079,1.115654,1.033613,1.1650519,0.9818271,0.92424345,1.2406639,1.1570745,1.1898718,0.9223924,1.1263075,1.141305,0.891834,1.1537462,1.1484029,1.1155162,1.1018248,1.0067145,1.000529,0.95872426,0.95026195,0.92770827,0.9823431,1.0738479,0.9769405,1.0737166,1.1295938,0.97263247,1.1715163,0.9595623,0.9503866,1.0732232,0.87410784,1.10839,0.8053906,1.0384665,1.1694456,1.0243626,0.7181288,1.0722072,0.75290626,0.7063531,1.1355525,1.0660249,1.1391385,0.0,0.9929712,0.9956945,1.142818,0.91948587,0.9829505,0.95951414,0.38031006,0.8361325,1.142023,0.75536203,1.1131737,1.0140542,0.97943336,0.89136803,0.920347,1.0414618,1.016073,0.95300585,0.912773,1.0387801,1.0776893,0.981516,1.2551186,1.0425715,1.0871999,0.9099288,1.0229962,1.003257,1.0356059,0.881171,1.0496422,1.0452877,1.0398887,0.8683127,0.88381743,1.0352736,1.0383453,1.1083217,1.0605607,1.2253789,1.1043633,1.1130669,0.70404565,0.9759332,0.9809253,1.0704458,1.0307721,0.90614855,1.2212772,0.82294434,1.0222988,1.1472884,1.1605519,0.8271529,1.0453813,0.9831658,1.1205281,0.9005581,0.9045905,1.0280448,1.1136786,1.1692917,1.1434152,0.95051515,0.9918663,0.98655075,0.99095905,0.9986545,1.0367087,1.0222596,0.9576207,0.89406335,1.0416404,1.1265488,0.8984204,0.9570831,1.0324,1.08828,1.0740587,0.96379733,1.0264695,1.0920931,1.1450114,1.0161861,1.1590104
ear,1.0768496,0.83838576,1.1447028,1.0292993,1.0804474,1.136815,0.9722256,1.2677486,1.2424021,1.4423535,0.60145384,1.2811322,1.4074014,1.13516,1.3439802,1.2656567,1.3165233,0.52290595,0.8471431,1.3135517,1.0137635,0.8497189,0.6870403,0.5405035,0.91167766,0.978894,0.9282858,1.2855679,0.8610042,1.3708916,1.1470376,0.9409127,1.0318074,0.8601167,1.3491063,0.95135427,0.37834078,1.3548923,0.5286988,0.8820049,1.3325129,1.3145376,1.1221704,1.1079955,1.2535875,1.2013245,0.9929712,0.0,0.9493017,1.0918367,0.50378525,1.1561476,0.3339895,1.1203674,1.0532789,0.6852997,1.3997517,1.3412763,1.1136,0.35359472,1.2231251,0.65919423,0.9077455,1.0113474,0.6545541,0.6474258,0.9374264,1.3034004,1.154681,1.274288,0.99650806,0.7651621,1.1991584,1.2504867,1.3137754,1.3314269,0.6959616,0.46907854,0.8199092,0.31819856,0.7904986,0.8814966,0.83150727,1.1709268,1.3486576,1.1343069,1.4254786,0.46841037,0.52399206,1.0136639,1.1149992,1.2096891,0.9949104,1.3576956,0.6314821,1.0969911,0.8110613,1.0713153,0.64522797,1.107051,0.8573997,1.0293516,1.1117007,1.3316615,1.3637215,1.0289103,0.90038747,1.3073746,1.126557,1.3299224,0.41444802,1.2716801,0.7978571,1.152799,0.75685096,0.76595604,0.9314334,1.0152799,1.2293394,1.2690763,1.5211991,0.7308588,0.42641866,0.3648759,0.71959114,0.93869185,1.3539042,1.051817,1.1720802,0.936937,0.37137175,1.1049883
egg,1.07084,0.5849461,0.9661613,0.29107726,0.5869757,0.84675586,0.9409563,1.0678676,1.1296217,1.2252468,1.1292605,1.072925,1.019671,1.0510381,1.2127309,1.0601344,1.0592512,1.0816036,0.9019875,0.9889148,0.9032056,1.0401052,1.0746807,1.1484017,1.1797471,0.9237566,1.1343119,1.1506665,1.06414,1.1574161,0.95417964,0.88988435,1.1033847,0.9115984,1.1501648,1.0333573,1.0966418,1.2141066,0.94023067,1.0966285,0.7280988,1.1074922,1.0072591,1.1040026,1.0834161,0.97317934,0.9956945,0.9493017,0.0,1.0929747,0.91588944,0.947635,0.81697726,0.9527741,1.0280873,1.0856503,0.85933566,1.2468692,0.8157059,1.0388511,0.9008545,0.5994396,0.9070857,0.82956094,0.8995712,0.96170175,1.0013542,1.1100681,1.0193107,1.0497787,1.2382741,1.047592,0.9686303,0.8770398,0.9359329,1.0720687,0.8010129,0.92715526,1.0607039,0.90647036,0.69623744,0.49356258,1.2252786,1.1330509,1.0505209,1.0740265,1.0297884,1.1891783,1.1928002,1.0655199,0.72609925,1.1101512,1.1423116,0.9205339,1.153921,0.7998353,0.8748611,1.1501956,1.1208153,1.1968058,1.0910519,1.0939306,1.0205694,1.0680374,1.0501403,0.8813071,1.2270056,1.0548321,0.89365554,1.0350032,1.0218992,1.1047006,0.9002531,0.967089,1.0030267,1.0555915,1.1829969,0.81258285,1.0611842,1.0367534,1.1089846,0.904385,0.66114116,0.9684323,1.0083841,1.1441213,0.9484221,0.90928,1.1343762,1.1634097,1.0731139,1.1449764
elephant,1.1083972,1.1158721,0.9766391,1.0255018,0.9900658,0.9066797,1.1837113,0.9946062,0.121530354,1.0033301,1.0129945,1.1370323,0.9255978,1.0582922,0.91074294,0.7503035,1.2327566,1.1474895,1.1038007,1.2439563,0.82109284,1.1422341,1.114477,1.2031697,0.8738818,0.86061156,0.34567046,1.1513865,1.1223973,0.9586605,1.0566919,1.2024165,0.68542504,0.77353114,0.99208313,1.14428,1.1361244,1.0966676,1.1401799,1.0667268,0.8792158,0.8300188,1.2751641,1.122354,1.1870474,0.86544096,1.142818,1.0918367,1.0929747,0.0,1.0908998,1.0752901,1.0481188,1.2023181,1.1838028,1.0776694,1.118026,0.61312306,0.9057799,1.0595998,1.12328,1.2593876,1.0361805,1.008834,1.0079458,0.76234937,0.94510657,0.9007752,0.9345126,0.8113587,1.1663393,1.0648918,0.7849009,0.9884602,1.0126401,1.0640912,1.1013515,1.0911479,1.2907116,1.0350199,1.0729978,1.1191187,1.1827731,0.24986899,0.9249612,0.9225445,1.0679114,1.1047647,1.1363451,1.110366,1.0950239,0.96791935,1.2419429,0.8747494,1.1801745,0.86952984,1.0260053,1.0736517,1.1616474,0.9939955,1.221387,0.67360497,1.1786044,0.9431412,1.1059101,1.1317074,0.96748483,1.0748478,0.9879134,0.8099115,1.1437271,0.7935194,1.2059546,1.1110637,1.1156496,1.0793691,0.98677206,1.2342447,1.1294074,0.9575333,1.071486,1.1641284,1.1448582,1.1182048,1.1874948,1.2672222,1.1350664,0.94884455,0.71989465,1.174716,1.0898284,0.9768979
eye,1.1050785,0.8074721,1.1670225,0.9880067,1.2378471,1.2050415,0.99673593,1.3588924,1.1808908,1.3695557,0.7804146,1.2995083,1.2969055,1.0180795,1.3327239,1.2846267,1.2767922,0.65022653,0.90748537,1.2461884,1.1087933,0.99983084,0.7547219,0.74388397,1.05257,1.0117018,1.0520834,1.3526897,0.86991346,1.2652811,1.1714195,0.81307894,1.0928246,0.9192247,1.278391,0.93978095,0.4806124,1.3837159,0.6781888,0.88966393,1.1600544,1.2536261,1.1747409,1.17908,1.2394768,1.1482856,0.91948587,0.50378525,0.91588944,1.0908998,0.0,0.91340554,0.4756865,0.9773465,1.0500635,0.88416016,1.182523,1.2453824,1.1495245,0.2398591,1.199396,0.49941194,0.84503204,1.0305042,0.78467655,0.7868671,1.0516067,1.2317286,1.2239527,1.1948398,1.0589552,0.92279625,0.9549137,1.2941678,1.2381967,1.2239418,0.38168693,0.44900882,0.99139273,0.4362775,0.51834553,0.9823261,0.8658837,1.1667237,1.2641599,1.1240611,1.3210049,0.60730875,0.6104874,0.9309865,1.1791306,1.0182527,1.1158158,1.1827235,0.7459547,1.0771217,0.8997568,1.0185615,0.7995656,1.2527807,0.9271302,1.1161573,1.1462318,1.2107788,1.1503212,1.0244548,1.0435313,1.2583076,1.2272768,1.2940959,0.5931443,1.2085854,0.89126015,1.1360971,0.8260306,0.82258,1.0984309,0.97658634,1.2407652,1.2286539,1.4346108,0.6345819,0.48546433,0.4039315,0.82835144,1.0253749,1.2359256,1.0938789,1.1336505,1.1767566,0.42842674,1.1503711
