,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
face,1.096764,1.0070745,0.8230033,0.9262229,1.1290246,1.0400705,1.2241567,0.9694383,1.0783756,0.8511658,1.2155454,0.88969505,0.87686783,0.9231454,1.0153642,1.0012074,1.0403035,1.2009068,1.2481657,1.0713078,1.1525083,1.283015,1.2008047,1.2677109,1.2690356,1.058277,1.0389881,0.9853228,1.1563222,0.9212083,0.93163663,0.97682154,1.0326173,1.0941794,0.5934166,1.0862408,1.2249788,1.0084445,1.2621084,1.1055505,0.958148,0.8389981,1.1225617,0.86388946,0.9291462,0.77174187,0.9829505,1.1561476,0.947635,1.0752901,0.91340554,0.0,1.1271638,0.96309155,1.1024609,1.2045758,0.8569673,1.0600259,1.035114,0.9111987,1.0206066,1.0812787,0.42267227,0.9017206,1.2232969,1.0137837,1.1982119,0.73476624,0.90959847,0.8884845,1.2093046,1.2503507,0.84008324,0.9617695,0.9720099,0.67541426,0.88918406,1.0837767,1.3178147,1.057702,0.5927156,0.99810135,1.0929407,1.128467,0.9073259,0.9183594,0.90551937,1.1862186,1.1255324,0.9506873,1.0593596,0.8259603,1.2524385,0.9383778,1.1436732,1.0628486,0.9639022,1.1019402,1.2231559,1.0180105,1.0532731,0.96340334,1.0499324,0.5649996,0.99601734,0.940473,1.2348925,0.9142052,1.0109622,0.8993184,1.3499751,1.050309,1.1694583,1.0414107,1.1031886,1.2084682,1.1571474,0.89247733,0.9652022,0.57267356,0.98217344,1.1393862,1.0150883,1.1154897,1.2422961,1.2744677,1.0272368,1.0987122,0.8589159,1.1294302,1.1343163,0.83793795
finger,1.0961605,0.7092678,0.96056414,0.9226317,1.1641116,1.0877063,0.8862554,1.3946362,1.1733469,1.3983456,0.61929643,1.3728893,1.316877,1.175068,1.290763,1.410696,1.2410285,0.6054122,0.94219273,1.2628915,0.8430718,0.961175,0.8136319,0.5858563,1.1304185,0.8699769,0.95008355,1.325685,0.9681718,1.4130567,1.1699034,0.8535018,1.0738653,0.866189,1.2698708,0.9898055,0.3890705,1.4420917,0.5859578,0.96024334,1.2589141,1.2940834,1.0470252,1.2142025,1.2945784,1.1935499,0.95951414,0.3339895,0.81697726,1.0481188,0.4756865,1.1271638,0.0,1.0705156,1.017204,0.89621955,1.3412006,1.3098929,1.0417246,0.31895238,1.0767106,0.39766335,0.8658205,0.71181536,0.70863456,0.59717447,1.0890062,1.2225913,1.0266267,1.1895647,1.1002791,0.9756221,1.1929077,1.2457645,1.1921737,1.3509253,0.48210406,0.40584636,0.91165715,0.29601526,0.5652327,0.87421346,0.8828897,1.2040315,1.20568,1.2965469,1.3387017,0.49763906,0.51350474,1.0663304,1.062768,1.1959319,0.9988119,1.3183534,0.7036447,1.1354344,0.7280665,1.1535778,0.7349373,1.2412677,0.92225754,1.0562674,1.2041458,1.2316966,1.3015411,0.82534903,1.0090592,1.3026569,1.2683451,1.4274466,0.468786,1.2594568,0.8674852,1.0822744,0.87664026,0.8268807,1.052013,0.97074664,1.2126527,1.1690012,1.4453988,0.7682241,0.14858603,0.2761712,0.7193836,0.9998876,1.2987559,1.1322361,1.2147906,1.0726341,0.31487918,1.21836
fish,0.4389444,0.75848645,1.0836195,0.85865223,1.0463295,0.9225768,0.9494746,1.28042,1.2064654,1.1803856,0.904329,1.134241,1.0586939,0.48304063,1.1345092,1.0718336,0.9370739,1.1225433,1.0742581,0.92388034,0.9292879,0.9988775,0.84247196,1.1184859,1.0958232,1.0049609,1.1511003,1.2230632,1.0070183,1.2054859,1.0831004,0.9807109,1.1139617,0.7800556,1.1790541,0.736147,0.9907455,1.2324471,1.1230408,0.92110157,0.84424555,0.73800224,0.7048638,1.2372673,1.1508658,1.1297218,0.38031006,1.1203674,0.9527741,1.2023181,0.9773465,0.96309155,1.0705156,0.0,0.7627058,1.0091811,0.5504434,1.0569822,1.0683993,1.0349361,0.977693,0.8097012,1.0618145,1.0957245,0.99476796,1.0374199,1.0715595,1.1193049,1.105369,1.0972483,1.2158495,1.1593099,0.7177144,0.8769393,1.0154667,1.0214765,0.8982129,0.9969595,1.0590553,1.1254247,0.9822468,0.88024807,1.1419523,0.9350609,1.1492221,1.0990446,1.011199,1.0696808,1.061434,0.6157407,0.8814572,0.9239438,1.0900148,0.7841269,0.92384213,1.1259208,0.85204315,0.9539439,1.1543828,1.2964816,0.87672997,1.0870806,0.9374545,1.1328987,0.81751585,0.959065,1.0532372,1.1640966,1.2282407,1.0577884,1.0618528,1.0101573,1.0736086,0.95265895,0.9209345,1.099643,1.1068165,0.8005885,0.986359,1.1334822,1.1200826,0.8860326,1.0322604,1.055785,0.99124,1.0940883,0.93817073,0.9730311,1.0870824,1.2257917,1.0485237,1.2163527
flower,0.9250481,0.7770679,1.2326589,0.9766444,1.0208744,1.0211997,0.79383373,1.2698243,1.1153387,1.2427475,1.0829314,1.2535197,1.1401693,0.9160658,1.1632597,1.2080127,0.8808846,0.798569,0.9531811,0.9386822,0.9703995,0.92924714,0.9681024,0.93819994,0.8756418,0.99291915,1.259664,1.2265725,0.8179439,1.2211852,0.99655867,1.0810815,1.1463263,0.9017308,1.279446,0.86950016,0.8329434,1.2019262,0.89278555,0.8589778,0.82200754,0.937466,0.62742376,1.1327584,1.2036594,1.1090626,0.8361325,1.0532789,1.0280873,1.1838028,1.0500635,1.1024609,1.017204,0.7627058,0.0,1.0537257,0.6819704,1.2357483,1.0639256,0.9938333,1.0029033,0.7839212,1.1616333,1.1449436,0.9652058,1.0714151,1.1998398,1.1971356,1.2540755,1.2109294,0.88653535,0.90525204,0.7395226,1.0321194,1.0057514,1.0004654,0.9928987,0.8543191,0.8970589,1.0727385,1.2129662,0.8591809,1.1196417,0.9955349,1.0710145,1.1096847,1.0913949,0.89831173,0.9152996,0.878465,0.9492448,0.8665711,0.9799903,0.68375105,0.47932976,1.0629328,0.99750614,1.0433991,0.82080865,1.0458068,0.81751406,1.2258266,0.892488,1.2117373,1.0198925,1.1587802,0.79649067,1.1907519,1.2534726,1.2211431,0.9659318,1.0548537,0.9107296,1.0575801,1.0832508,0.79567635,0.86005807,0.87370694,0.8989336,1.260396,0.99120814,0.85437846,0.9876396,0.95690084,0.8104105,0.9444813,0.78339267,1.101614,0.9039333,1.1093547,0.95715714,1.102036
fork,0.8448819,1.0398768,1.1288218,1.1079687,1.1157669,1.0826043,0.99111617,1.0131649,1.1300523,1.2995985,0.6262301,1.069177,1.3498067,0.8079153,1.299237,0.9673698,1.1066421,0.7893679,0.87172973,1.1678371,1.0926611,0.9537457,0.7398241,0.7671355,0.76776564,1.031432,0.9552726,1.1305401,0.8953832,1.1230555,1.2670842,1.0242738,0.8720916,0.9249747,1.2868152,0.78342223,0.6763729,1.0377759,0.7917519,0.9828471,1.2460992,1.2719488,1.0807204,0.98419523,1.054445,1.1503601,1.142023,0.6852997,1.0856503,1.0776694,0.88416016,1.2045758,0.89621955,1.0091811,1.0537257,0.0,1.2220688,1.1016912,1.1526753,0.78928155,1.2657546,0.9293112,1.0375749,1.1599199,0.8256836,0.9726113,0.6304581,1.3691635,1.3273773,0.90815175,0.8460411,0.5557318,1.2194648,1.1257527,1.3195145,1.1795044,0.9901263,0.90652466,0.78013825,0.84690714,1.0707501,1.0937307,0.8841327,1.0490304,1.3727484,0.8933346,1.168324,0.6780932,0.7895227,0.9716352,1.1012592,1.1450895,0.9734337,1.2818537,0.7086761,1.0449669,1.0567412,0.9698381,0.5901996,0.9693588,0.845073,1.0161109,0.85008574,1.3500668,1.1552594,1.1874248,0.83358413,1.1341918,0.9885742,1.148818,0.6187031,1.2054392,0.84798217,1.1372776,0.6070533,0.58936304,0.8615888,1.0540277,1.1493715,1.3464885,1.3088324,0.92092496,0.925693,0.82760644,0.64785284,0.9183092,1.1914831,0.83392113,1.1490272,0.70618963,0.76132834,0.9513302
frog,0.72062874,0.85471636,1.0235616,0.8042401,0.91784984,0.71035457,0.7695098,1.1104674,0.9717517,0.9678156,1.1880064,1.0232939,0.78032917,0.7667303,0.9811477,0.8211602,0.7285748,1.3493718,1.0640984,0.8362024,0.9792104,1.0152144,0.9092205,1.3261882,1.272541,1.1485709,1.2563198,1.0547919,1.0000862,1.052138,0.9759682,1.0039421,1.1235803,0.93863964,1.083478,0.78875333,1.3193724,0.979253,1.3008301,1.106214,0.69677633,0.8052434,0.7222275,1.1866976,1.0768592,1.0635418,0.75536203,1.3997517,0.85933566,1.118026,1.182523,0.8569673,1.3412006,0.5504434,0.6819704,1.2220688,0.0,1.0118405,0.80138516,1.3193359,0.7789943,0.9820054,1.1029507,1.0201427,1.0359559,1.1751072,1.0237544,0.9839309,1.0348029,0.95070845,1.2794092,1.2334406,0.6361147,0.73133224,0.7510444,0.8219518,0.98547864,1.3047957,1.2538388,1.4071941,1.0750399,0.839169,1.2508941,0.9511013,0.9114502,1.0388505,0.75812185,1.3347692,1.296901,0.79311025,0.80706847,0.8428968,1.1692353,0.6429741,1.1051047,0.87883675,0.8694868,0.94989526,1.3263459,1.2745956,0.9870507,1.169646,0.6237124,0.9706535,0.542807,1.0185071,1.2038968,1.0071257,1.0096313,0.8990079,1.3023343,0.85210794,1.2236998,0.8726403,1.1084362,1.1285272,1.1985428,0.80359155,0.8128067,1.0120053,0.7788954,0.88169324,1.2839665,1.2911271,1.0788517,1.1878406,0.42297506,0.8796644,1.0507776,1.2454596,1.3388603,1.2540843
giraffe,1.0253651,1.2654861,0.94751287,1.1978209,1.022503,0.9508384,1.1425785,0.78307337,0.5769555,0.67967206,1.1283083,0.8970777,0.6819765,0.9111382,0.6205683,0.6811728,1.0498698,1.2946994,1.1275183,1.0008038,1.0038555,1.1823987,1.1971282,1.1897131,0.8906223,0.8835459,0.68667525,0.8411206,1.1727923,0.75243175,0.95457923,1.1632564,0.81755126,1.0069958,0.7581963,1.1698993,1.3026276,0.75522476,1.291164,1.1250442,0.88050956,0.7995776,1.1708376,1.0510265,0.8188535,0.89237624,1.1131737,1.3412763,1.2468692,0.61312306,1.2453824,1.0600259,1.3098929,1.0569822,1.2357483,1.1016912,1.0118405,0.0,0.9542162,1.2858268,0.91038686,1.4233677,1.1265664,1.0317671,1.205208,1.0875462,1.1307377,0.64326,0.78241,0.72984666,1.1769812,1.1908038,0.90575147,0.84895396,0.8552624,0.8577688,1.2430451,1.3085868,1.0679364,1.2840918,1.2105559,1.2665125,1.0629447,0.62903094,0.7322989,0.93069136,0.83152544,1.2211132,1.2076118,1.0910869,1.0444328,0.92506707,0.9727331,0.87054265,1.3073559,0.8884529,1.1375806,0.90644747,1.2736895,0.9701373,1.219031,0.6195879,1.114365,0.7282271,0.9104895,0.9739704,1.0686163,0.8478191,0.84364694,0.74231875,1.3114613,0.7208204,1.2640066,0.911819,1.1404431,1.2237693,1.0987408,1.1804554,1.0140048,0.7366872,0.83759797,1.2701907,1.4070845,1.2928215,1.2152798,0.9054742,1.0946659,0.9487588,0.8466019,1.0472739,1.257011,0.95978355
glass,1.1082057,0.9806102,0.84009,0.8649442,0.8876632,0.8596301,0.82121366,0.98345435,0.8195974,1.0319976,1.1348524,1.0911075,0.8208872,1.2692901,0.93392473,0.8602579,0.9215765,1.1905631,1.0538337,1.0062939,0.8129972,0.91767836,1.0784861,1.2357912,1.1472126,0.90212584,1.0243157,1.0007987,1.1897995,1.0721488,1.0036389,1.0493898,0.86612004,0.81918854,1.0798713,1.2168653,1.2693658,0.9767092,1.1426995,1.1558084,0.89033175,0.94351494,0.9599804,1.1304768,1.1023589,1.0007682,1.0140542,1.1136,0.8157059,0.9057799,1.1495245,1.035114,1.0417246,1.0683993,1.0639256,1.1526753,0.80138516,0.9542162,0.0,1.2658652,0.7201675,1.0440403,1.0398047,0.64098763,1.0120629,1.0379789,0.9446796,0.9651262,0.80709475,0.9354435,1.1567863,1.2023523,0.93526477,0.78256917,0.6875383,1.0431491,1.0323085,1.2173927,1.1673214,1.0654082,0.9109762,0.9393538,1.1965667,0.89226973,0.8062947,0.9744973,0.88404083,1.3145255,1.2728121,1.082617,0.92696077,0.87271476,1.093318,0.95526147,1.2293763,0.981925,1.0127753,0.98553383,1.2726314,1.1754194,1.1768775,0.84995097,0.8388047,0.9992827,0.85407853,0.7776419,1.1347823,0.9084412,0.8937372,0.921131,1.1141832,1.05656,0.97360295,0.7723369,1.152111,1.1927041,1.1120387,0.93589187,0.8820697,0.9020543,0.9244328,1.0496188,1.0285661,1.2358402,1.0734427,1.117462,0.72319746,0.92610496,1.0899327,1.2083704,1.2574607,1.1602588
glasses,1.1524583,0.8148183,1.2811859,1.049019,1.2734592,1.2796454,0.98313105,1.4088595,1.2029127,1.4261744,0.56780416,1.359982,1.4808197,1.0130075,1.4260907,1.365762,1.3256347,0.4044069,0.83283293,1.316292,1.0734168,0.93084735,0.6422044,0.43483424,0.9843432,1.0153749,0.9296104,1.3969543,0.839638,1.3082557,1.2063533,0.8532006,1.0919011,1.0001366,1.2592148,0.98331434,0.24793541,1.451935,0.459431,0.8362296,1.3129065,1.306611,1.1357254,1.1391351,1.2774249,1.1884134,0.97943336,0.35359472,1.0388511,1.0595998,0.2398591,0.9111987,0.31895238,1.0349361,0.9938333,0.78928155,1.3193359,1.2858268,1.2658652,0.0,1.3385944,0.55696034,0.7698634,1.1659083,0.59527475,0.7051957,1.0333946,1.2969095,1.3015132,1.3003422,0.98410183,0.7875364,1.072145,1.4227296,1.4505986,1.2560877,0.475245,0.28665078,0.95921206,0.26910675,0.6007448,0.99505997,0.81164974,1.1754991,1.4410264,1.2147666,1.4687239,0.306513,0.36617327,0.90156156,1.275143,1.1298559,1.0470186,1.3141749,0.52002484,1.160562,0.7768825,1.1310558,0.5904864,1.1531115,0.8074692,1.1605563,1.2328635,1.2761672,1.3047683,1.1807106,0.87877434,1.3314373,1.2863141,1.4536126,0.39424008,1.2409178,0.8047506,1.3374957,0.73400164,0.6587447,0.9446054,1.0617537,1.2547985,1.2676768,1.5344682,0.6191179,0.40401793,0.20812452,0.74265695,1.052966,1.3411922,1.2317126,1.113073,1.0029778,0.13646346,1.1127186
glove,1.0189631,1.1730428,0.6852541,0.9999589,0.85830116,0.85578716,0.82583106,1.0645885,1.030794,0.680268,1.1854616,0.89916736,0.424703,1.1805205,0.44795954,0.99234056,0.8988456,1.4169114,1.3305997,0.8104384,0.85978925,1.0470636,1.2665112,1.2955028,1.27339,0.93043876,1.2139518,0.70243204,1.2876337,0.9878609,0.679652,1.0891591,0.99756384,1.0646726,0.7509459,1.1603315,1.3691194,0.8218252,1.3091596,1.214361,0.9755206,0.8677106,0.70250463,1.0901256,0.97002006,0.9348631,0.89136803,1.2231251,0.9008545,1.12328,1.199396,1.0206066,1.0767106,0.977693,1.0029033,1.2657546,0.7789943,0.91038686,0.7201675,1.3385944,0.0,1.0818726,0.987347,0.6159811,0.973626,0.9907159,1.1877147,0.6361923,0.54984075,0.95518553,1.1492515,1.3168769,1.0253962,0.865578,0.16317195,0.84855044,0.97177756,1.3421187,0.8330954,1.1336358,0.9182327,1.0492318,1.1831058,1.110151,0.3484943,1.069404,0.8027709,1.4149092,1.374737,1.063517,0.9194599,0.78297436,0.7158234,0.94731665,1.3391662,1.235914,1.0253837,0.7759949,1.355178,1.153969,1.1245106,0.90305454,0.818207,0.6893419,0.5583162,0.6617005,1.3358479,0.949579,1.1588918,0.9066001,1.1652079,0.92645884,1.2143381,0.40618753,1.2102747,1.3544911,1.2625583,0.971886,0.8268343,0.6879871,0.7472022,1.2528554,0.9787683,1.2512435,1.1890255,0.6455834,0.65825975,1.0340177,1.1891339,1.0066139,1.3314708,1.111177
gum,1.0021186,0.5254394,1.1031224,0.6723738,1.0369861,0.85620993,0.7218085,1.3911351,1.2998644,1.4903338,0.80511034,1.3643364,1.3400337,1.0177126,1.4180465,1.3101192,1.0086192,0.65597284,0.766075,0.9704371,0.85401624,0.781482,0.83436227,0.7476089,1.0570912,0.9018859,1.2802145,1.4550399,0.84402966,1.4405423,1.274382,0.8791152,1.095431,0.7593375,1.4437333,0.79176396,0.46981037,1.4588302,0.59030557,1.0025859,1.0295995,1.3042943,0.95698947,1.3152831,1.2814974,1.2331209,0.920347,0.65919423,0.5994396,1.2593876,0.49941194,1.0812787,0.39766335,0.8097012,0.7839212,0.9293112,0.9820054,1.4233677,1.0440403,0.55696034,1.0818726,0.0,1.0048133,0.89450365,0.7504339,0.8905795,1.1280609,1.3806444,1.2384536,1.0925964,1.1248698,0.98519564,1.0556747,0.93303394,1.1713592,1.2777395,0.38599956,0.44797426,0.9123727,0.56789756,0.7007848,0.71629506,0.96398664,1.2756245,1.2981265,1.3175297,1.1749842,0.64339286,0.63636494,0.98025775,0.71426535,1.1382551,1.1034238,1.0865413,0.7330382,1.0008101,0.87671554,1.1334918,0.748574,1.3442695,0.90804726,1.3104776,0.96579266,1.383615,1.1262932,0.8611824,1.0172229,1.3043717,1.220236,1.2605908,0.6518788,1.2805868,0.8775027,1.0043895,0.8505628,0.78208023,1.1083533,0.8586075,1.1726621,1.3572457,1.3583221,0.5936742,0.37053764,0.4301299,0.5389663,1.055119,1.0111629,0.9864613,1.2245587,1.2287269,0.5603202,1.3176467
hair,1.0863196,1.0746049,0.75150853,0.9785857,1.074524,1.0791595,1.203336,0.94367933,1.1105533,0.8700132,1.1952221,0.9353315,0.90277207,1.0114664,0.99898595,1.0421339,1.1105272,1.160037,1.3197972,1.1271197,1.1216387,1.3033848,1.1725343,1.2148695,1.2666273,0.9386276,0.9154526,0.95553744,1.2768209,0.95632136,0.8989001,0.9226156,0.9396657,1.012117,0.6535222,1.154829,1.1378192,1.008955,1.2265463,1.1042626,1.0887758,0.87298626,1.1634885,0.87456787,0.9541916,0.89836574,1.0414618,0.9077455,0.9070857,1.0361805,0.84503204,0.42267227,0.8658205,1.0618145,1.1616333,1.0375749,1.1029507,1.1265664,1.0398047,0.7698634,0.987347,1.0048133,0.0,0.7428158,1.1165638,0.7416126,1.1596862,0.74531347,0.8417283,0.93410116,1.2212714,1.2288079,0.9521714,1.0034508,0.9725201,0.8502951,0.8512432,1.0287226,1.2303109,0.83974844,0.54362243,1.0039036,1.0970813,1.0928268,0.8815894,1.0149561,0.984932,1.1223991,1.06968,0.9821256,1.0833616,0.90031475,1.1747893,1.0724418,1.115476,1.1388932,0.9247674,1.1347835,1.2056501,1.0537152,1.0059018,0.887458,1.0659938,0.6732136,1.0468292,0.8138036,1.3097492,0.9233279,1.0142556,0.9612814,1.1538391,1.0522952,1.0938781,1.0097077,1.1027995,1.271062,1.1983252,1.0470457,0.9521031,0.62979555,1.0126816,1.2309297,0.80369973,1.0145847,1.1756645,1.2017484,1.1575806,1.1515265,0.9340351,1.04524,1.0126412,0.7942963
hand,1.1137034,1.065537,0.39062405,0.94633317,1.0666553,0.88992316,0.9813719,0.98195624,0.9863772,0.90029496,1.1355925,1.0189443,0.63319254,1.2728784,0.8173608,1.0534885,0.8954295,1.3572423,1.2893455,1.0042125,0.8211621,1.1791773,1.2763842,1.3511446,1.3367556,0.8277997,1.0369804,0.89994603,1.3151265,1.1079607,0.9436594,0.9707765,0.92232305,0.8771089,0.86139536,1.1489044,1.2921305,0.9516809,1.3234998,1.1856362,0.9859788,0.8647597,0.9027271,1.0850952,1.0179145,0.91972136,1.016073,1.0113474,0.82956094,1.008834,1.0305042,0.9017206,0.71181536,1.0957245,1.1449436,1.1599199,1.0201427,1.0317671,0.64098763,1.1659083,0.6159811,0.89450365,0.7428158,0.0,1.2159383,0.87420857,1.0781718,0.74304986,0.5770229,0.73432875,1.2471936,1.3713036,1.102606,0.7938634,0.58653146,1.0658395,0.8696228,1.2388257,1.1344224,0.9134773,0.6695784,1.0411985,1.1238902,1.0840149,0.5125172,1.0555425,0.71211064,1.2977865,1.229403,1.2515473,0.894459,0.87959534,1.0862992,1.0339348,1.3312336,1.1070412,1.004907,1.0040123,1.3345262,1.2230277,1.2123361,0.7412356,0.84216535,0.69609654,0.9692731,0.44875097,1.2982993,0.94115853,0.98736346,0.87961996,1.2144167,1.0902829,1.1937628,0.6954837,1.2219819,1.2823694,1.2106736,0.9749816,0.89587843,0.64007425,0.8342819,1.2983332,0.69214606,1.1084641,1.0637288,1.0629212,0.9148141,0.888053,1.0850571,1.1423328,1.198754,1.0627183
hat,1.1260984,0.822618,1.3845913,0.8534146,0.7796292,1.0042875,0.78915024,1.3602762,1.0522125,1.3753355,0.5674577,1.3537121,1.2859392,1.1081362,1.1975664,1.1194719,1.1822231,0.5926596,0.6185017,1.1102277,0.76142836,0.5584745,0.6107517,0.45280802,0.7039107,0.9654227,1.0004321,1.320226,0.7777436,1.2936105,1.140377,1.0591877,1.1106663,0.946936,1.3623521,1.0412282,0.5708307,1.4096667,0.44034433,0.9071316,1.1916537,1.290813,0.7460668,1.2330035,1.3112135,1.1665812,0.95300585,0.6545541,0.8995712,1.0079458,0.78467655,1.2232969,0.70863456,0.99476796,0.9652058,0.8256836,1.0359559,1.205208,1.0120629,0.59527475,0.973626,0.7504339,1.1165638,1.2159383,0.0,0.9363203,0.86581063,1.2913492,1.1975257,1.3952833,0.81608117,0.69079113,1.1544274,1.1419506,1.164555,1.311595,0.7338393,0.6194048,0.7748074,0.65753573,0.9744024,0.8306185,0.9712547,1.0359436,1.3262292,1.2026227,1.4191893,0.6525135,0.806037,0.9470895,0.9974046,1.2577,0.7901804,1.2150894,0.67048234,1.1416446,0.8763871,0.9050668,0.6539675,1.1621149,0.764842,1.152161,1.0853397,1.3557038,0.92226344,1.1691515,0.7684975,1.3875782,1.2215382,1.3542757,0.29289937,1.1612494,0.77439094,1.193095,0.7287656,0.64447993,0.9038118,1.036499,1.2036093,1.3206635,1.4524254,0.5142304,0.6574196,0.70019424,0.80300546,0.8530991,1.036553,1.1619421,1.2248204,0.99395406,0.58230233,1.3081781
horse,0.968486,1.0062308,0.9323613,1.0836465,1.2108088,1.1658751,0.9782407,1.2895508,0.85090524,1.1147833,0.7909955,1.2089384,1.0227813,1.009939,1.0746436,1.158127,1.2333217,0.9790365,1.253493,1.2839596,0.923732,1.2026303,0.95993096,0.98412406,1.1427836,0.9652787,0.7069222,1.1400251,1.049306,1.1875967,0.9046747,1.069523,0.9926264,0.93165976,1.0343776,0.97775453,0.8552308,1.1832879,1.0095975,0.8701849,1.1310682,0.8795896,1.0761058,1.1728135,1.2998757,1.0962583,0.912773,0.6474258,0.96170175,0.76234937,0.7868671,1.0137837,0.59717447,1.0374199,1.0714151,0.9726113,1.1751072,1.0875462,1.0379789,0.7051957,0.9907159,0.8905795,0.7416126,0.87420857,0.9363203,0.0,1.1008939,0.9772808,0.8998333,1.0306569,1.1835691,1.0959913,0.9623739,1.2317065,1.0464354,1.0405931,0.7795163,0.8220607,1.0573478,0.6993749,0.8284074,1.0591743,1.0442352,0.8471139,1.0273322,1.0414537,1.1784666,0.8993427,0.8944831,0.90300536,1.2256521,1.0222127,1.0430118,1.1257017,0.89475024,1.1128197,0.9280088,1.0130736,1.0065573,1.1448777,0.88003576,0.8080019,1.1330994,0.99574614,1.0890296,1.0095661,1.1083636,1.0987278,1.2519022,1.2172166,0.8307095,1.0183038,1.0740463,1.0205245,1.0840524,1.0774776,1.0696776,1.0343562,1.1180328,0.9739407,1.2042085,1.0550876,0.6395885,0.7376423,1.0534061,1.0667807,1.2182603,1.031318,1.0477135,1.1300732,0.75019777,1.0278484
hose,0.89909935,0.9419814,1.1018096,0.9864701,0.91531926,1.0502336,0.9815094,0.8782545,0.99201584,1.2138844,0.7522582,0.9653117,1.2408926,0.9681375,1.2086673,0.8733782,1.1176687,0.967751,0.79190844,1.145875,0.96089494,0.8591398,0.69676524,0.9162157,0.88527066,1.0185163,0.9261471,1.0272688,0.88846517,1.0537523,1.2353654,0.8214079,0.91682285,0.94691557,1.2519388,0.8405059,1.0001155,1.0111312,0.8719723,1.0455405,1.2062217,1.2345299,1.0388829,0.8417159,1.0088421,1.1020672,1.0387801,0.9374264,1.0013542,0.94510657,1.0516067,1.1982119,1.0890062,1.0715595,1.1998398,0.6304581,1.0237544,1.1307377,0.9446796,1.0333946,1.1877147,1.1280609,1.1596862,1.0781718,0.86581063,1.1008939,0.0,1.3243749,1.2211416,0.971211,0.888662,0.57297856,1.1306396,1.1310734,1.184563,1.1790023,1.1175746,1.1095432,0.94124794,1.000317,1.0476453,0.9944648,0.9589868,0.9748642,1.2760761,0.8856581,1.1311388,0.9729795,1.0383966,1.0434612,0.9698252,1.1473142,0.97178626,1.271892,1.0205051,0.99330246,1.0914187,1.0127537,0.9446346,0.89245635,0.92426455,0.9799139,0.8173702,1.3018894,1.0928233,1.2104828,0.86775845,0.914666,0.7200758,1.0369327,0.78644073,1.1023126,0.83849704,1.0839369,0.616536,0.6593101,0.87478566,0.95053744,1.0275537,1.2460682,1.172375,0.9634367,1.0989717,1.0653348,1.0568882,1.0415647,0.9979094,0.85783416,1.1026132,0.7296928,0.9783419,0.96329874
jacket,1.0714048,1.3192098,0.7458993,1.1798,1.0406048,1.0323102,1.1852257,0.8333913,0.860994,0.46250522,1.2725801,0.7808433,0.41138226,0.97586805,0.484681,0.7754457,0.9007446,1.4201488,1.4344678,0.9083804,1.1201555,1.2686707,1.3108697,1.3696015,1.239031,0.9748981,0.85166454,0.6962085,1.2898741,0.6947853,0.5083363,1.1479607,0.94387305,1.1593959,0.38978404,1.2009777,1.4359043,0.75298536,1.4799598,1.2399052,0.8098359,0.7304258,1.0752424,0.9918805,0.8771101,0.7203052,1.0776893,1.3034004,1.1100681,0.9007752,1.2317286,0.73476624,1.2225913,1.1193049,1.1971356,1.3691635,0.9839309,0.64326,0.9651262,1.2969095,0.6361923,1.3806444,0.74531347,0.74304986,1.2913492,0.9772808,1.3243749,0.0,0.41576028,0.7568149,1.2517946,1.448416,0.8461355,0.94420636,0.6009368,0.71971637,1.1356653,1.3458545,1.2355374,1.1714268,0.9898407,1.2426698,1.1122111,0.8994331,0.45284218,1.0251753,0.6700928,1.3523722,1.2807838,1.1054716,1.1567521,0.9200044,1.0326676,0.7989894,1.4422894,1.0249804,1.1221981,0.77011955,1.3777525,1.0030661,1.194716,0.6852016,1.0566127,0.16669196,0.8193464,0.7672788,1.3715433,0.84634244,1.0165733,0.73591566,1.4823093,0.8598488,1.332501,0.7487309,1.366344,1.4598155,1.2605859,1.1146339,0.93433136,0.20552307,0.62491995,1.4191344,1.2384809,1.2941213,1.3477608,1.0150088,0.9420671,1.1019804,0.85602367,1.0570579,1.3014555,0.888208
