,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ladder,0.831607,1.1711271,1.4340703,1.1208372,0.78484774,1.3920007,1.3226383,1.3564756,0.77758473,0.8574667,1.0141755,0.615321,1.143105,0.4238813,0.95024455,0.9606495,0.7080511,1.032608,1.0308821,1.1605661,1.1117638,0.8125944,1.3936247,1.1214771,1.2598941,1.2394958,0.9995214,1.047292,1.1177286,0.81818974,0.39450306,1.1858526,0.50110674,0.69227386,1.0347654,0.77103513,1.1857316,1.1084054,0.59280527,1.0881624,1.299737,0.32860732,1.1508156,1.0162184,1.0729955,0.85439426,1.0294948,0.475568,0.8932367,1.0717541,1.1281056,1.3835614,0.97713506,1.3324709,0.9119479,1.2236799,1.2078856,1.1535558,0.9617071,1.2576842,1.2015253,0.7962116,0.7265582,1.236265,0.9731202,0.97697854,1.3179709,0.9240953,1.0685921,0.98795825,1.1154914,1.0012428,0.91199124,0.83749837,0.8011204,0.7360723,1.1564628,0.0,1.1156627,0.84306335,1.0260613,1.3215156,0.91997015,0.90587765,0.9607035,1.1071279,1.2858987,1.2905697,1.1115105,1.1580021,1.2723501,1.3608239,0.5873573,1.2043481,0.81865877,0.73274416,0.88988113,1.2776817,1.2995533,1.119692,1.2349226,0.9981227,0.7350568,1.0885493,1.0669035,1.1866597,0.9337641,1.2069292,0.97581524,1.0305363,1.1494093,0.38812602,0.7967003,1.1884817,0.86331666,1.0651661,0.79261154,0.87683606,0.8724105,0.942148,1.0780303,0.930266,0.8020718,1.217149,0.78597903,1.2943971,0.92805153,1.1260104,1.2176278,1.1925735,1.3275322,0.7499492,0.8419035,0.9478873,0.6549546,1.2839104,1.3159932,1.2210494,1.077861,0.87500393,1.1006427,0.992602,0.77522707,1.0584488,0.7103162,1.3008828,0.5748256
lamp,1.370886,0.92910784,0.7954859,1.1992792,1.4060048,0.8414326,0.64234996,1.0451087,0.7725629,0.9244279,1.2019204,1.4100611,0.742821,1.2639519,1.4471033,1.0948524,1.4583087,1.1924946,0.98833877,0.5367261,0.8484725,1.1938672,1.0658772,0.82471406,0.66602206,0.8832923,0.61144674,0.7637639,1.2050619,1.1654363,0.8788598,0.4866516,0.8515552,1.1757368,1.034104,1.0780855,1.0424173,1.1284347,1.3895984,1.2885952,0.55444586,1.2296805,0.47362,0.90041316,1.2225761,1.2874554,1.1474304,0.75025654,0.94431823,0.88638204,0.93796563,0.5364527,1.2536081,0.7128243,1.2341503,1.009125,0.8537157,0.59325516,1.246378,0.4418308,1.1517893,1.0471141,1.142206,0.66168475,1.3462168,0.94790083,0.98031175,1.1997718,1.3677213,1.3384416,0.92024267,1.0191064,1.0975674,1.3911009,0.8803719,1.4883285,0.7267768,1.1156627,0.0,1.0675381,1.3383898,0.79067075,0.8977569,1.5018761,1.1681494,1.1779877,0.9175125,0.7015021,0.653531,0.9272103,0.80998564,0.808691,1.1158303,0.95194685,1.4315859,1.359801,1.2994654,0.5036845,0.49821484,0.96650314,1.1721087,1.1340493,1.0571578,1.2753991,0.5618643,0.8554473,1.0795763,1.0531542,0.7150169,0.56696784,1.0001639,0.97391,1.1693511,0.7219918,1.4283233,1.1729015,1.4967499,1.1129228,1.319573,1.1303424,1.0272665,0.8816079,1.2236792,0.73702574,1.2903521,0.72676677,1.1997273,1.1930671,0.6444739,0.34422135,0.7678033,1.2588029,1.3129945,1.1105573,1.319898,0.90727556,0.83170813,0.72470284,1.0355899,0.9385165,1.0558298,0.9641149,1.0023099,1.0145705,0.55639136,0.6737582,0.8213179
leg,1.1390753,0.9937466,1.1043313,1.214803,0.9023312,0.9846381,0.92511785,1.2221291,1.0817511,1.124742,1.186617,1.0140179,0.650283,0.8849655,1.0545552,1.0675405,0.8636724,1.1704426,1.1517332,0.9570112,1.2392076,1.227495,1.0911332,0.6521009,0.90125185,1.0546262,0.69731164,1.1326697,0.6927224,0.9701838,0.7694248,1.166101,0.93799794,0.7681597,1.1153647,0.87660635,1.1930537,1.287291,0.9861137,0.99581206,0.83122814,0.9583992,0.9990406,1.1733798,1.2004869,1.1332062,0.8805156,0.84577775,0.9311848,1.1577804,0.5894319,1.0536814,0.8894604,0.8908464,1.1157036,0.699598,0.7520051,1.1096513,0.7177427,1.0511247,1.2911866,1.1943291,1.1395353,0.7762445,0.50455016,0.9379597,1.1114438,0.95408845,1.0847225,0.8514571,0.8467377,1.1534249,0.97196484,1.1020927,0.9208772,0.7451837,0.9025513,0.84306335,1.0675381,0.0,1.0894457,1.1186256,1.0931911,0.7156234,1.3304956,0.90361434,1.0960642,0.8679943,0.9549072,0.58214355,0.9134841,1.1380563,0.9346571,1.1267662,0.8301783,0.64862734,1.195137,0.8460655,0.9050902,1.0251517,1.046834,1.0688343,0.53236353,1.197406,1.0663553,1.2589414,0.87007415,1.1213864,1.0236418,0.83513165,0.8851069,0.9366295,1.0086366,1.1259559,0.9960075,1.1335866,0.8193606,1.0567393,1.0888736,0.96022373,0.96720177,1.1567732,1.2078714,0.7068498,1.0393004,0.8952477,0.56820005,1.2058513,1.1645776,1.0390834,1.0173112,0.79915184,1.1281192,1.221217,1.1294305,1.2690822,0.68392265,0.8020246,1.0534804,0.6385324,1.095498,1.3804476,1.0787135,0.9957163,0.7749643,0.7979648,0.901784
meat,0.5349495,1.0258025,1.0024065,0.8544522,0.9266151,1.1628335,1.250567,0.8218987,1.1261823,1.2093902,0.8539492,0.9739141,1.3251983,0.9878,0.9521948,0.7903467,0.9270937,0.87263596,1.2120205,1.3004777,1.0247225,0.9862151,0.8915795,1.3023436,1.3875835,0.8473115,1.3825046,1.2318774,0.8836134,0.919268,1.1624416,1.1612984,1.0419974,0.93487984,0.9441779,1.048588,0.7696606,0.9773724,0.9163106,0.80492675,1.3882284,0.9419157,1.3311234,0.68721944,0.86981034,0.57391626,0.9290935,1.1870718,1.1974515,0.94216174,1.1602317,1.1545938,0.99835247,1.2384393,0.866451,1.0723021,1.010424,1.0831149,0.8457483,1.2235384,0.63211006,0.7478289,0.92036134,1.3740163,0.90101933,1.2208846,0.98658764,0.9999221,0.8328045,0.8539098,1.2091937,0.81372654,0.9659734,0.92004037,0.9989098,0.93097883,1.2773485,1.0260613,1.3383898,1.0894457,0.0,1.1929766,1.063151,0.7855171,0.9144815,0.88469297,0.8045156,1.3094772,1.0898327,1.200336,1.089673,0.98225224,0.9754708,0.78184295,0.9484109,0.95981467,0.9121752,1.3834281,1.3420905,1.0041251,0.8067805,0.699343,1.0363805,0.5769708,1.1276163,1.1437464,0.71675825,0.57562757,1.0311007,1.3436302,0.9623851,1.0785317,1.1108682,0.7116102,0.66264856,0.77331054,0.76695895,1.1038436,0.91610813,0.9741956,1.0897883,1.1434338,1.0665277,1.3386555,1.0334729,1.1995256,0.994873,0.7669886,1.149404,1.245224,1.0319061,0.94771737,0.91048974,1.0331943,0.9047017,1.1342081,1.1854075,1.2837993,1.0558345,1.0597175,1.1178185,1.1384184,0.9649012,1.0390145,1.2829874,1.3120857,1.1334755
melon,1.238962,1.0038733,0.44421375,1.0252321,1.2213042,0.70864767,0.58607614,0.65669537,1.0828525,0.99941456,1.1443813,1.2754683,0.76328754,1.2721648,1.1648345,1.1604447,1.300475,0.982599,0.8743343,0.8278498,0.8510407,1.0440264,0.86079425,0.81430674,0.6891375,0.85013235,0.81998134,0.9695232,0.92689884,1.1311853,1.2825364,0.82376146,1.100802,1.2157693,0.8420352,1.1658857,0.82958376,0.9282939,1.3255714,0.8617241,0.6245755,1.3613151,0.77552927,1.0056804,0.91914845,1.2574198,1.2989517,1.0995613,1.0177696,0.9380927,1.0643702,0.67534775,1.1016877,0.8057703,1.1560568,0.9847325,0.72438574,0.78571177,1.2785852,0.8833529,0.93122476,1.1247485,1.1272507,0.75247127,1.2382116,0.8171889,0.6699631,1.1989381,1.1513722,1.2103988,0.99977416,1.1280491,1.1276661,1.2246245,1.057761,1.3086872,0.8786729,1.3215156,0.79067075,1.1186256,1.1929766,0.0,1.0527427,1.232615,1.0767323,1.0941703,0.8347157,0.6798859,0.97369665,0.93061477,0.860759,0.4121424,1.1931423,1.0935227,1.3296721,1.3079288,1.114806,0.7662659,0.7521993,0.9901966,0.71899295,1.0904659,1.1895494,1.0245991,0.885515,0.77236235,1.1337088,1.0302875,1.0164093,0.7994343,0.9352945,1.2292302,1.0885638,1.0116043,1.1431999,0.97896254,1.3060676,1.072451,1.2436996,1.2101855,0.9957688,1.0236963,1.1643606,0.82145214,1.2070379,0.7105516,1.252593,0.9190906,0.9150263,0.91406614,0.6439912,1.3824358,1.2633023,1.0321687,1.2105248,0.65621585,0.8872298,0.6138029,1.0946332,1.1454217,1.0201759,0.92422926,1.0436006,1.0051908,1.1115035,0.82316923,1.086178
milk,1.1886612,0.97300714,0.9797418,0.8022457,1.0356863,1.1327581,1.0655309,0.9961737,0.77643657,0.9529941,1.0700867,1.1129588,1.0618737,1.055658,1.0591463,1.1164926,1.1259084,1.1130277,0.9353837,0.6369908,0.77202183,0.77831286,1.060567,1.120559,0.79426116,1.0448587,0.95614535,0.9787325,1.0420493,1.2472113,0.8783215,0.9890084,0.9849043,1.0629501,0.8849642,0.9606904,0.9795833,1.0539984,1.0635791,1.0658731,1.0647047,0.92324865,0.7033957,1.0136565,0.9259609,1.1072885,0.9392413,0.9512885,1.0553614,0.98314583,1.1282933,1.0461614,1.1215457,1.1877455,1.095454,1.121764,1.2449136,0.8556569,0.9633637,0.9396161,1.0092647,1.038993,1.0026968,1.1497924,1.0864515,1.1583053,0.84255457,1.0909253,0.87579495,1.0638547,1.0792308,1.1074306,1.1313438,1.0586532,0.88755536,1.1611537,1.0301467,0.91997015,0.8977569,1.0931911,1.063151,1.0527427,0.0,1.0773177,1.1602839,1.0826635,1.0253245,1.1564441,0.8599819,1.1112702,1.1760632,0.9481201,0.9596474,1.0383799,1.1038404,1.1699688,0.91836786,1.0434769,1.0250875,1.013027,0.9138816,1.0865161,1.0685117,1.0151021,0.86781317,0.8965213,1.0617803,0.95009273,0.6846336,1.0451251,1.0807556,0.97383213,1.1296985,0.97827375,0.9114964,0.9389128,1.0515583,0.99351364,1.0874846,0.9510128,0.96488506,0.8585231,1.0490544,1.1639514,1.1566412,1.0567182,0.9941818,0.8452165,0.8590674,0.95382476,0.87968624,0.94143194,1.0616546,1.0509056,0.94340163,0.93531275,1.1654538,1.1641741,0.92738676,1.0203255,0.85768074,0.85931176,0.9862365,0.94532806,0.8918284,1.0694866,1.0213225
mitten,0.7346399,0.97475594,1.1653752,0.9295225,0.5399522,0.9497904,1.0885019,0.8793632,1.302677,1.07267,0.8033868,0.6384901,1.2800739,0.7734064,0.5756611,0.8916301,0.48502827,0.98871535,1.1693262,1.3928791,1.3163197,0.92227083,1.0334048,1.2037119,1.3371727,1.2144536,1.3734916,1.3135321,0.7478049,0.8452489,0.9938016,1.4318984,1.1216434,0.8275194,1.0347447,0.75283456,1.0813817,0.88233906,0.6023723,0.6973813,1.433995,0.77249855,1.4729125,1.216193,0.92360187,0.8511449,0.73442096,1.1040975,0.9638927,1.1784372,0.948033,1.251254,0.77788115,1.3067861,0.8660195,0.9226772,1.1878066,1.3963034,0.5727086,1.4345808,0.8054285,1.0095325,0.8659152,1.3667309,0.26111042,1.067478,1.0037678,0.8640593,0.72825867,0.5503031,0.98935485,1.0589945,0.76851183,0.63702124,1.1744559,0.49192607,1.1514988,0.90587765,1.5018761,0.7156234,0.7855171,1.232615,1.0773177,0.0,1.0304867,0.8476638,1.1934056,1.3622406,1.1751537,0.9946332,1.0892034,1.1815884,0.92910266,1.1132249,0.49998552,0.6184926,0.7818873,1.4244251,1.4580483,1.121309,0.9080845,0.961806,0.76225847,1.0076426,1.3587971,1.2934113,1.033143,1.0233175,1.1623528,1.4350386,1.034169,1.0217935,0.8262048,1.2841833,0.68110406,0.89964485,0.49759924,0.69564414,0.8139502,0.7852293,0.98361015,1.07135,0.80884755,1.2365927,0.7910268,1.3392544,0.41819346,0.98837256,1.215931,1.4750142,1.1971664,0.6371212,0.835105,0.9516077,0.79604536,1.1022469,1.0305749,1.3713369,0.7875688,0.72559655,0.73228705,1.184805,1.0825558,0.9309478,1.2740386,1.3400135,1.0875144
motorcycle,0.5901272,1.1229044,1.0858153,0.9295962,0.85542035,1.1095008,1.1561482,1.0085618,1.163051,0.7736168,0.83894765,0.8121265,1.2519804,1.0313412,0.72781146,0.70578325,0.8844241,0.7952889,0.90247506,1.271251,1.0891643,0.88735366,1.1340277,1.2393483,1.296777,1.1444249,1.3542473,0.8210528,1.1660025,0.73283046,1.206847,1.0800117,1.1021463,1.1947675,1.0381603,1.075479,1.0928829,0.8080743,0.94859517,0.9784701,1.2371019,0.96853435,1.2804816,0.812109,0.8718226,0.7236177,1.1895941,1.0976657,0.9488642,0.92224663,1.2679001,1.172646,0.79100204,1.1850005,0.86733204,1.2831614,1.1461821,1.1105132,1.2618752,1.2135463,0.7809489,0.76580125,0.6396521,1.2074469,1.267748,0.8693546,1.1233008,1.0617617,0.96572626,1.0621145,1.1651876,0.63113296,0.9412273,0.79931754,1.1636096,0.9807686,1.2327021,0.9607035,1.1681494,1.3304956,0.9144815,1.0767323,1.1602839,1.0304867,0.0,1.0618312,1.1468647,1.165232,1.2411989,1.2950325,1.1999061,1.0539926,1.0053499,0.88431364,0.8813161,0.93981665,0.76101017,1.2584597,1.2551992,0.94570136,1.1097792,0.7235291,1.3565122,0.8463528,1.1819592,0.9912943,0.8855145,1.0267851,1.1460992,1.2553759,1.1534877,0.9563174,0.8571476,0.96405756,1.0243233,0.8927754,0.8906593,0.71883845,0.8564375,0.9537667,1.1293652,0.8790206,0.70798826,1.2669382,0.7029959,1.1679134,1.2889601,0.95717543,1.1607269,1.148666,1.1603396,1.1209036,0.8443608,0.80813855,0.82253337,0.94622934,1.3194871,1.1566595,1.0360494,1.2404785,0.9869458,0.8394239,0.85603154,0.9455068,1.3154905,1.241897,1.0278981
mouth,1.0824966,0.8768406,0.90791744,1.0545107,0.999252,0.91835725,1.0013475,0.96148044,1.1877534,1.161246,1.0353384,1.135131,1.0075333,1.0016075,1.1123865,1.2186068,1.1533327,1.0685469,1.1371284,1.075299,1.1418221,1.0957943,0.9365043,0.8238665,1.0629561,1.1073723,1.0335816,1.1470542,0.66500986,1.1554493,1.1743286,1.2060814,1.1525507,0.9531301,1.0192317,0.7830031,1.0697675,0.99236006,1.0347694,0.9496957,0.96063477,1.095655,1.1160926,1.0858544,1.0603788,1.0696089,0.9561093,1.1199515,1.0969797,1.1132448,0.65537083,1.0000434,1.0656115,0.7279886,0.73285544,0.5347871,0.9463348,1.1313871,0.7873001,1.006615,1.1265144,1.0883312,1.1135769,0.78917736,0.8221493,1.0762736,0.89121825,0.65753937,1.0724546,0.72621137,0.7117194,1.121763,0.90681857,0.97014475,1.1573046,0.99001706,0.9550488,1.1071279,1.1779877,0.90361434,0.88469297,1.0941703,1.0826635,0.8476638,1.0618312,0.0,1.0675113,0.8414539,1.173764,0.59372586,0.6286509,0.9985313,1.0970918,1.0537449,1.0334415,0.96084845,1.1468365,0.94533145,0.9765875,1.0971918,0.9638496,0.9979056,1.0781665,1.0456369,1.1374377,1.1369478,1.0022595,1.008223,1.1053095,1.1258838,0.6362845,1.1859131,1.1495476,1.1922361,1.0545529,1.0225456,0.88376516,1.0026503,0.9977717,0.9060089,0.96914583,1.1527159,1.0847002,0.87094265,1.2636204,0.9812347,0.7629504,1.0165056,1.0513543,1.193748,0.90434045,1.0290449,1.059122,1.1010226,1.1721302,0.97857594,0.5974538,0.82913005,0.84318817,1.1221383,1.0513127,1.2154617,1.0888984,0.8878918,1.0307614,0.84458554,1.1375443
muffin,1.188927,0.9748784,0.6230044,1.1283721,1.3649595,0.76698923,0.76635444,0.7610142,0.95583713,1.2595141,1.1305728,1.4175594,0.86095154,1.3467362,1.3129644,1.0843426,1.3610947,1.1052961,1.1586033,0.8210448,0.9553781,1.2010438,0.37567377,0.9294035,0.804222,0.18084782,0.902915,1.0402243,0.8503197,1.1404816,1.3172178,0.7355352,1.1708924,1.1489029,0.9609519,1.2112006,0.37645644,1.1811963,1.366566,0.6906692,0.82108015,1.413079,0.86785525,0.92144144,0.99003714,1.0963744,0.9969216,1.1964526,1.1373122,0.92596555,0.88213104,0.67782676,1.1817936,0.7647743,1.2058494,0.8949956,0.750576,0.78538835,1.0343897,0.8458017,0.8034079,1.0493389,1.2527342,0.8350998,1.0810424,1.0151702,0.8793556,1.085633,1.000219,1.1755546,0.9571956,1.1625448,1.0582848,1.3149623,0.9036331,1.3494916,0.99472857,1.2858987,0.9175125,1.0960642,0.8045156,0.8347157,1.0253245,1.1934056,1.1468647,1.0675113,0.0,0.76464784,0.89277554,0.8764059,0.7413185,0.5637517,1.0592576,0.712497,1.3787184,1.3085208,1.2764518,0.8281472,0.81718594,0.86093897,0.8080437,1.0105625,1.1654829,0.50776565,0.8159207,0.9383099,0.95443,0.5877822,0.9785189,0.9390627,0.8267143,1.3052832,1.1637546,0.6288268,1.0663518,1.0068909,1.2338729,1.2431544,1.3179643,1.1463987,1.0869606,1.2349143,1.3731061,0.8285192,1.2446005,0.64594215,1.1447047,0.96807796,0.9146719,0.7834354,0.60129,1.1842704,1.3155024,1.1748412,1.3208516,0.88212776,0.78299725,0.8523946,1.2053303,1.2179587,1.0127733,1.1018358,1.1129231,1.0729849,1.0231493,0.73528457,1.2420789
nail,1.4935309,0.95149124,0.6546788,1.3383737,1.4568474,0.5956265,0.44840908,1.1755394,0.9986493,1.1792502,1.3190433,1.4421163,0.4663899,1.3518283,1.5131013,1.2990432,1.4741588,1.2725415,1.0222174,0.37413722,1.0225534,1.4738104,0.6223212,0.411147,0.4601487,0.8197677,0.35861897,0.8999873,0.7905071,1.1597291,1.2179064,0.7322428,1.1081735,1.1678767,1.162997,1.2332156,1.1341457,1.2001932,1.3853868,1.2329963,0.1800223,1.5049403,0.48470616,1.1108526,1.3112152,1.3371336,1.0295832,1.0737263,1.0299971,1.0831026,0.4308638,0.53660905,1.1880138,0.31971878,1.1074836,0.5519298,0.5521321,0.5680518,1.1628581,0.6829322,1.3583575,1.173132,1.3401284,0.15594494,1.0878114,0.8658195,0.94928765,0.9678715,1.3293811,1.242537,0.5557827,1.2391999,1.2574688,1.3122367,0.9171927,1.3555975,0.807436,1.2905697,0.7015021,0.8679943,1.3094772,0.6798859,1.1564441,1.3622406,1.165232,0.8414539,0.76464784,0.0,0.8424699,0.53523266,0.41884637,0.8133097,1.2948948,0.86842746,1.4639871,1.252708,1.523767,0.29889083,0.29601747,0.85427517,1.1188709,1.1855831,1.06773,1.1918684,0.73633236,0.9925638,0.99617887,1.1376458,1.122502,0.47882986,0.62950456,1.2321106,1.17335,0.906852,1.3747002,1.2341428,1.3451166,1.257066,1.3547277,1.2772877,1.0940208,1.2505176,1.3380482,0.3441857,1.3042514,0.43233228,1.1222646,1.265433,0.9649604,0.57671607,0.6886384,1.3192463,1.389132,1.1724946,1.5794189,0.95783776,0.28882623,0.12318319,1.2351273,1.104792,1.104782,1.283999,1.1905919,1.0040895,0.7318945,0.17589498,1.1031787
napkin,1.3003898,0.81832063,0.97941875,1.096567,1.3073406,0.99163795,0.9741832,0.83961797,0.5939686,1.02132,1.1164869,1.2870499,0.704607,1.2166594,1.2995129,1.0554802,1.1554059,1.1880261,1.1057403,0.6458709,0.6590706,1.226847,0.75630814,0.940966,0.7029789,0.86901695,0.67082834,0.8699219,1.0410552,1.1786257,0.8231101,0.8463268,0.93672115,1.1597136,1.0874827,1.1919875,1.0479431,1.1263638,1.3038869,1.1125354,0.724508,1.1792449,0.5455145,0.8562134,1.2031735,1.1600801,0.95328957,0.99392235,1.1471184,0.80219793,0.9710535,0.7581363,1.1368306,0.9547281,1.3945702,0.9605642,0.85194343,0.7901866,0.95988995,0.5221971,1.1763576,1.1336206,1.1404722,0.8310012,0.918643,0.95948154,0.96288395,1.3042204,1.1422626,1.2485244,1.0500402,1.0091083,1.248513,1.3845063,0.62026423,1.2784692,0.64460766,1.1115105,0.653531,0.9549072,1.0898327,0.97369665,0.8599819,1.1751537,1.2411989,1.173764,0.89277554,0.8424699,0.0,0.96658635,0.9395267,0.9054805,1.1432902,1.0037379,1.2772629,1.2153947,1.2645918,0.6823722,0.6656431,0.912634,0.9342934,1.1171337,0.66119677,1.0628344,0.82217455,0.7776532,1.021339,0.658036,0.656549,0.7423062,1.0446365,1.1815156,1.1609032,0.7996502,1.0427464,1.0916121,1.2658819,1.193944,1.3820589,0.99446905,0.88435113,0.9399078,1.3269079,0.72298294,1.1951475,0.65633494,0.7772622,1.0774579,0.5877258,0.6899648,0.92279047,1.073867,1.3431456,1.2917938,1.2052853,1.0497677,0.81410575,0.87141573,1.0642896,0.43316847,1.0774549,0.98240256,1.1568905,1.1310539,0.80749404,0.7145819,0.92446005
necklace,1.4199123,0.8783005,0.9212272,1.2504716,1.2382833,0.86546093,0.71190196,1.1573964,1.030267,1.284488,1.3087121,1.3784049,0.4709903,1.1055115,1.333238,1.2866364,1.3017201,1.2717099,1.148197,0.77498114,1.1593183,1.4146247,0.84321284,0.3570019,0.74965906,0.84269685,0.51174587,1.1486487,0.5593789,1.1062157,1.0526253,1.014418,1.1636268,0.97428656,1.0123945,0.9708618,1.0872017,1.2142391,1.2539994,1.0713282,0.54170287,1.3120816,0.83192366,1.1601266,1.2466143,1.2882601,0.91227067,1.0362111,0.9784572,1.1213751,0.2872417,0.8614856,1.0601652,0.51546305,1.0815529,0.40568072,0.5354945,0.9600647,0.80467683,0.72279996,1.3334088,1.3084161,1.3241026,0.33920646,0.69303703,0.87821156,0.9674741,0.83786064,1.2151635,0.8997538,0.5227761,1.2677941,0.9059096,1.2916844,0.98762935,1.1167042,0.68894976,1.1580021,0.9272103,0.58214355,1.200336,0.93061477,1.1112702,0.9946332,1.2950325,0.59372586,0.8764059,0.53523266,0.96658635,0.0,0.41213584,0.94511247,1.1816437,0.9894156,1.2222317,1.0534648,1.4649446,0.50306845,0.52832747,1.1166815,1.0150511,1.037622,0.77812994,1.2554767,0.9905357,1.111599,0.94122076,0.9948772,1.0030051,0.7500913,0.5890935,1.2714834,1.1687615,1.0410562,1.2882215,1.2257489,1.0930953,1.0849885,1.2561679,1.0130044,0.8473264,1.2846354,1.3716732,0.37487757,1.3242145,0.76624113,0.7441933,1.2018609,0.94327575,0.89141786,0.9142065,0.9413742,1.334157,1.249951,1.4423649,0.9963872,0.3504343,0.5001303,0.9625918,1.0013896,1.0187451,1.3077652,1.2326161,0.9526197,0.6406366,0.4070961,1.1067297
nose,1.3303866,0.82073855,0.6935087,1.2628472,1.3034134,0.6240859,0.5545355,1.0479726,1.1111856,1.2621402,1.2252352,1.4770504,0.8023284,1.3352678,1.4380974,1.2850741,1.4443496,1.2659638,1.2073218,0.74607474,1.1298103,1.4160253,0.6579679,0.54102886,0.8037787,0.86244655,0.6656014,1.0816108,0.64133036,1.0379498,1.2165111,0.92028964,1.0947909,1.0599626,0.93642044,1.0796275,0.99334896,1.1068887,1.3260211,1.057062,0.6356499,1.4221907,0.73105305,1.0737739,1.2252665,1.1483923,0.9510239,0.9958618,1.1124973,1.0932822,0.33290076,0.506378,1.167085,0.28794175,0.93937355,0.41118395,0.70013165,0.8722264,0.8556472,0.7628893,1.2240093,1.149177,1.3167136,0.3680004,0.9192633,0.86063683,0.89195603,0.7499117,1.2945995,0.89912236,0.46870077,1.2715974,1.0186293,1.3512505,1.0095186,1.3118055,0.85740584,1.2723501,0.80998564,0.9134841,1.089673,0.860759,1.1760632,1.0892034,1.1999061,0.6286509,0.7413185,0.41884637,0.9395267,0.41213584,0.0,0.7863077,1.2133027,0.96443105,1.3551495,1.2175963,1.4820406,0.61872256,0.6140672,0.9958446,1.0391226,1.0192945,0.97084737,1.1805855,0.9457098,1.1230693,0.9177756,0.9523564,1.0684804,0.7996438,0.5006422,1.2574916,1.1515191,0.97129136,1.300199,1.2198439,1.3187563,1.2700589,1.289928,1.1246033,1.0886317,1.2319813,1.3563302,0.55246824,1.3753436,0.7641361,0.8748336,1.1996058,0.9512955,0.6890964,0.8036908,1.2174224,1.3459094,1.1957684,1.5318004,0.94885206,0.23715198,0.5938703,1.0875632,1.0568084,1.1354398,1.2797085,1.1866274,0.9697044,0.81823325,0.5027287,1.0734036
orange,1.2560908,0.99895126,0.31779337,1.0392014,1.3648696,0.64296305,0.5829059,0.558405,1.0402086,1.1587642,1.1366808,1.4194419,0.8681023,1.3640382,1.2558081,1.0496981,1.4009582,1.1443717,0.95363265,0.8573621,0.8813142,1.023767,0.6867395,0.94975436,0.71735615,0.5735724,0.9511236,1.0290703,0.6802381,1.2586777,1.3435421,0.81399584,1.1847756,1.2700092,0.67960334,1.1661506,0.6118978,1.0472091,1.4219453,0.7321884,0.791554,1.4461865,0.84482425,0.9267707,0.95593244,1.2281474,1.1971924,1.1767143,1.101662,0.8638061,0.9931526,0.52630466,1.1976389,0.8140631,1.2118682,0.95117825,0.8204209,0.8568436,1.2003336,0.8770776,0.75405234,1.149395,1.1878335,0.9138297,1.1374894,1.0089555,0.5134851,1.2010125,1.135633,1.2275349,0.9573739,1.108068,0.9397816,1.307462,0.9828073,1.3877258,0.9276098,1.3608239,0.808691,1.1380563,0.98225224,0.4121424,0.9481201,1.1815884,1.0539926,0.9985313,0.5637517,0.8133097,0.9054805,0.94511247,0.7863077,0.0,1.0804043,0.88757294,1.4297655,1.3468518,1.1399899,0.8421201,0.8624419,0.90462595,0.56974053,1.0678476,1.2648736,0.74951947,0.9075097,0.8098313,0.9980023,0.66697454,0.96236,0.9828311,0.7870177,1.3044565,1.1481446,0.81880426,1.112212,0.9572682,1.2683783,1.044606,1.3552927,1.139727,1.0536402,1.1263598,1.2800303,0.8790821,1.3127072,0.6326436,1.1719356,0.9242122,0.88349247,0.8568286,0.44647133,1.3014654,1.3469467,1.1449963,1.3368036,0.66540253,0.8273859,0.85822,1.10855,1.1737889,0.9605266,0.9794327,1.1199205,0.9622164,1.1737442,0.84350723,1.1826435
