,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,0.90856886,1.154321,1.2483306,0.97838646,0.87270385,1.3554114,1.2955663,1.0547336,0.8518057,0.9197305,1.0260023,0.85981536,1.0712621,0.574876,0.9643727,0.8576271,0.86349773,0.9775069,0.9385291,1.2185856,0.9396648,0.7449557,1.1743965,1.1799874,1.1919298,1.0895064,1.041297,1.0232987,0.9374825,0.83500564,0.6958772,1.1614183,0.80054486,0.8649974,0.889137,0.7412664,0.94354653,1.1691643,0.8565533,0.8292414,1.2458696,0.6189573,1.1138109,1.0599664,0.85291106,0.9295416,1.0715455,0.7307316,0.70637375,1.0243038,1.1159842,1.3318155,1.0750104,1.247393,1.0078156,1.2304848,1.1181796,1.206984,0.972988,1.1938627,1.0282767,0.9411491,0.81064343,1.2383646,0.9426246,0.99738836,1.110729,1.0275298,0.9366418,0.9908348,1.1576275,1.0539702,0.82856476,0.9741164,0.9565362,0.86881906,0.9710147,0.5873573,1.1158303,0.9346571,0.9754708,1.1931423,0.9596474,0.92910266,1.0053499,1.0970918,1.0592576,1.2948948,1.1432902,1.1816437,1.2133027,1.0804043,0.0,1.0447298,0.95073044,0.8661586,0.8479327,1.2099996,1.2402539,1.076709,1.0111147,1.0274945,0.8296947,0.861397,1.2024779,0.9997718,0.9293771,1.0480825,0.9314413,0.9756114,1.1256603,0.5766344,0.876479,1.1425015,0.8287276,0.925613,0.9199853,0.8118303,0.9905819,1.0274718,0.9938847,0.961583,1.0164198,1.152746,0.8506899,1.1049775,1.0455778,0.96769667,1.0654023,1.1193312,1.1881442,0.8362092,0.96586174,1.0011966,0.7664527,1.1230099,1.3229172,1.2116593,0.98243225,0.9379587,1.0865561,0.8129792,0.9283439,0.95291245,0.8939469,1.283392,0.8385131
owl,0.8436811,1.1129481,0.851499,1.1939969,1.3107377,0.9350934,0.8825489,0.9963026,0.8840178,1.3156416,0.9164859,1.1962663,0.8647538,1.2060641,1.1017275,0.71920025,1.1422443,1.2177078,1.0621129,0.8131603,1.2352225,1.1305492,0.8049178,1.0057967,0.9788441,0.59083796,0.9468267,0.9962051,1.035496,0.90477836,1.2339098,0.712679,1.1273319,1.1162494,1.1638228,1.1772088,0.91958797,1.2024263,1.1607668,0.9591627,0.88221043,1.2627728,1.0421637,0.82107043,1.2035553,0.8125896,0.79699516,1.1347486,1.0367298,0.8512987,0.9185644,0.9827778,0.9937635,0.9291337,1.0350146,1.073974,0.78539497,0.72803694,1.0751642,0.9551676,0.56184345,0.93806183,1.051744,0.8864493,0.9854146,1.0472724,1.0250814,1.0327604,1.0088501,1.1826507,0.9131918,0.9012685,1.0534806,1.0523357,0.91949624,1.1808856,1.1670007,1.2043481,0.95194685,1.1267662,0.78184295,1.0935227,1.0383799,1.1132249,0.88431364,1.0537449,0.712497,0.86842746,1.0037379,0.9894156,0.96443105,0.88757294,1.0447298,0.0,1.2176661,1.1693164,1.126991,0.8817821,0.84066594,0.60580987,1.0765961,0.8560271,1.151752,0.7786798,0.7274565,1.216022,0.7826006,0.7186954,0.969129,1.0012096,0.9265965,1.1391205,1.089205,0.39504516,1.1224209,1.1423485,0.9155754,1.0247912,1.1683804,1.0841483,1.2500322,1.3139238,1.2542572,0.90732604,1.0572251,0.9778885,1.1873789,1.1953996,1.1232228,0.77342236,0.80760944,1.026167,1.1414006,1.0736411,1.2776108,0.88418436,0.9594054,0.89788723,1.2685342,1.2269163,0.9227718,1.2363603,1.1546301,0.9211631,0.98063785,0.7496707,1.1661627
pajamas,0.6763257,0.9771457,1.4520988,0.8626598,0.25409472,1.244744,1.4108436,1.0971134,1.2718573,0.8283877,0.7039398,0.28253043,1.4238627,0.71715665,0.17139149,0.8542782,0.19723737,0.7831874,0.9810057,1.4976417,1.2854319,0.8074175,1.3672763,1.3231342,1.4843868,1.4332134,1.4837494,1.1495347,1.1762422,0.73565805,0.8450147,1.3426692,0.92424935,0.8038354,1.1629862,0.8393216,1.1763494,0.8590705,0.40923464,0.9003857,1.5445961,0.56642014,1.5372715,1.2110807,0.8765608,0.78956765,0.887363,1.0017774,0.93604934,1.1996396,1.2538837,1.4354935,0.49681282,1.4076262,0.77127194,1.1550908,1.4822165,1.4708527,0.8064942,1.4832215,1.027901,0.8908299,0.74672836,1.4892911,0.78577447,0.9834265,1.2747023,0.88067234,0.6819471,0.5561029,1.2055826,0.9073544,0.9549999,0.39306158,1.2732255,0.27982426,1.3205061,0.81865877,1.4315859,0.8301783,0.9484109,1.3296721,1.1038404,0.49998552,0.8813161,1.0334415,1.3787184,1.4639871,1.2772629,1.2222317,1.3551495,1.4297655,0.95073044,1.2176661,0.0,0.4059074,0.523532,1.5406892,1.5310309,1.2716045,1.2122494,0.95703536,0.81152254,1.0447156,1.4023018,1.2376788,1.0995581,1.170656,1.1435645,1.4148896,1.372854,0.78638303,0.6812905,1.4013698,0.6516494,0.8796334,0.42103517,0.8709124,0.33921504,0.7855521,1.0889866,0.86694956,0.5449561,1.4739089,0.46625233,1.4732264,0.73652184,1.0077136,1.2894776,1.4845572,1.4091396,0.7609931,0.34525788,0.6409723,0.49280185,1.2386154,1.3588146,1.4317887,0.8032404,0.7377914,0.96187675,0.9679245,0.9222703,1.0044552,1.3902693,1.5126904,0.83505505
pants,0.8195458,1.0341929,1.3598619,1.0635166,0.5515796,1.1850986,1.2485733,1.275893,1.2062838,0.7138877,0.89638823,0.43331587,1.1807725,0.59983814,0.61926085,0.8421845,0.43755955,0.8065386,1.1522642,1.3685973,1.2359407,1.0149758,1.3136278,1.1290338,1.3878189,1.3407531,1.239367,1.0683452,0.9752373,0.7109194,0.65973824,1.339174,0.86956185,0.75250244,1.1169736,0.8652268,1.2411395,0.9761406,0.45049226,1.0292287,1.3506712,0.6116332,1.3973387,1.2102468,1.0208546,0.88748276,0.9567433,0.8863409,0.78507555,1.1908573,0.99316293,1.3318157,0.7121479,1.2613468,0.7858011,1.0611999,1.2613559,1.3943903,0.8926954,1.3901918,1.2523434,1.0589495,0.8768073,1.2500813,0.7052493,0.91504097,1.4233284,0.7991742,0.9241548,0.82105756,0.9885005,0.8917403,0.87469745,0.5205442,1.1623111,0.20136958,1.1873587,0.73274416,1.359801,0.64862734,0.95981467,1.3079288,1.1699688,0.6184926,0.93981665,0.96084845,1.3085208,1.252708,1.2153947,1.0534648,1.2175963,1.3468518,0.8661586,1.1693164,0.4059074,0.0,0.808683,1.3670344,1.3897982,1.1751494,1.2085626,0.9211578,0.6704425,1.1172419,1.3624666,1.1927662,1.0214301,1.1782883,1.1906985,1.2402002,1.2016077,0.69350535,0.81103987,1.3084424,0.8172288,0.99496925,0.5444127,0.9357039,0.5339664,0.83143467,1.0639089,0.7965154,0.6814656,1.2187371,0.6954754,1.3018984,0.7080318,1.0721164,1.288667,1.4069542,1.3200302,0.7227393,0.51200294,0.9453237,0.66665435,1.3174659,1.1839523,1.2385055,0.9498612,0.68696535,1.1926465,1.0966575,0.94225883,1.0201695,1.1173613,1.3011283,0.7951063
paper,0.59955573,1.1493646,1.2003169,0.7146208,0.48943818,1.2254314,1.3559062,0.9116149,1.1621611,0.6665516,0.7684573,0.47796023,1.5190794,0.79576373,0.30559623,0.90315974,0.5053085,0.656139,0.47975528,1.4116094,0.9863529,0.3274567,1.2283854,1.427762,1.3382809,1.2664686,1.5462234,1.1067189,1.290291,0.97803146,0.95157766,1.2116709,1.0009017,0.91691464,0.9673004,0.8699242,0.8927822,0.62035125,0.65745336,0.82431686,1.5341628,0.614906,1.3902236,1.1538943,0.7033601,0.89107704,1.1499007,1.0875865,0.91910434,1.1312977,1.4641564,1.3333464,0.8761251,1.4609408,0.87785643,1.3582164,1.4315906,1.3001063,0.9852038,1.3451369,0.6827531,0.8961681,0.70787686,1.5962193,1.1511302,1.185227,0.86079645,1.0260968,0.6841746,0.7766707,1.3777822,0.83126754,0.95061564,0.59759295,1.2332362,0.67710966,1.2636257,0.88988113,1.2994654,1.195137,0.9121752,1.114806,0.91836786,0.7818873,0.76101017,1.1468365,1.2764518,1.523767,1.2645918,1.4649446,1.4820406,1.1399899,0.8479327,1.126991,0.523532,0.808683,0.0,1.528424,1.5304912,1.243268,1.0121027,1.0743932,1.0781854,0.632014,1.2541716,0.8781346,1.1985546,1.0447304,0.9191972,1.4586902,1.376565,0.866347,0.7315287,1.2390814,0.58758104,0.7723363,0.76307684,0.7930198,0.57939565,0.88140047,1.0288966,0.66442,0.5990912,1.5843954,0.6102578,1.4230682,1.0615312,0.8058179,1.146201,1.437583,1.1794418,0.95985305,0.57233673,0.70153666,0.25657654,1.0654218,1.5517832,1.4923558,0.78690505,1.0338056,0.8940402,0.56746596,0.8576887,0.9396588,1.440604,1.6153051,1.0150437
pen,1.5421183,0.93458986,0.7494923,1.2899055,1.5089273,0.7495613,0.58372176,1.0819556,0.80320436,1.2453566,1.3372176,1.5792012,0.32097358,1.2883098,1.5918758,1.2389281,1.5537016,1.3074102,0.9078039,0.36152005,0.9734337,1.4144813,0.77091366,0.42616826,0.40700465,0.7923721,0.32409072,0.8283353,0.7371372,1.2842848,1.0835413,0.6542271,1.175939,1.2218008,1.1260567,1.0606338,1.1838722,1.1422048,1.526553,1.2271117,0.061447978,1.4877796,0.47389203,1.0762749,1.3827081,1.4315099,0.99478686,1.0466971,0.97926354,0.9668374,0.54267603,0.6404903,1.2641871,0.4143176,1.2900265,0.57767445,0.41814542,0.5372174,1.1420984,0.30340075,1.3046055,1.2817354,1.2969615,0.2173369,1.0171945,0.91354793,0.850511,1.0947312,1.3211131,1.2141173,0.6596274,1.234952,1.1256875,1.4625328,0.88668114,1.4653614,0.41404283,1.2776817,0.5036845,0.8460655,1.3834281,0.7662659,1.0434769,1.4244251,1.2584597,0.94533145,0.8281472,0.29889083,0.6823722,0.50306845,0.61872256,0.8421201,1.2099996,0.8817821,1.5406892,1.3670344,1.528424,0.0,0.028849602,0.8094963,1.0130881,1.2008008,0.9963866,1.2580369,0.5993978,0.879613,1.0438558,1.1006329,0.98612726,0.36434078,0.6857027,1.2971585,1.2146162,0.79739285,1.4232321,1.347309,1.4229434,0.9667127,1.5070434,1.1795092,0.8420181,1.2655313,1.4540981,0.25201917,1.4118271,0.38898295,1.1133924,1.3167254,0.65966904,0.46497244,0.6892996,1.1965717,1.5226665,1.3181144,1.6010058,0.8774979,0.4399295,0.30987084,0.9442149,1.0089484,0.9844823,1.1612375,1.1872036,1.0162439,0.48226076,0.16529572,1.1420417
pencil,1.5277843,0.920258,0.7592102,1.2382997,1.4821565,0.79138404,0.6136648,1.0535381,0.7989447,1.2607881,1.33402,1.6024443,0.3632419,1.3310988,1.5870955,1.2520255,1.5810376,1.30006,0.9200205,0.33706737,0.92344546,1.4288039,0.77090645,0.44278312,0.43132246,0.79775095,0.33822882,0.8316854,0.7868458,1.276652,1.1098893,0.6275472,1.1864277,1.2247866,1.150277,1.109448,1.1765833,1.1271408,1.5485669,1.2324935,0.07770407,1.5165744,0.44824743,1.0358601,1.3654119,1.4122493,0.9946093,1.0720685,1.0084996,0.949343,0.5661719,0.65407425,1.2288331,0.4584238,1.2812904,0.58150065,0.44158852,0.5025263,1.1552688,0.27755642,1.3008637,1.2577189,1.3002687,0.23204064,1.0549994,0.9116512,0.8742973,1.1069336,1.3160945,1.1713631,0.6713385,1.2298563,1.1567253,1.4604437,0.8772296,1.4776305,0.40981293,1.2995533,0.49821484,0.9050902,1.3420905,0.7521993,1.0250875,1.4580483,1.2551992,0.9765875,0.81718594,0.29601747,0.6656431,0.52832747,0.6140672,0.8624419,1.2402539,0.84066594,1.5310309,1.3897982,1.5304912,0.028849602,0.0,0.81885576,1.02076,1.1733088,1.0345476,1.2436954,0.58988655,0.8600341,1.0209996,1.0519344,0.97330904,0.38966787,0.71625197,1.3112093,1.208894,0.7667494,1.4127269,1.3015249,1.4485028,1.0167701,1.4722685,1.2135341,0.8150899,1.2649637,1.4829085,0.2950077,1.4331293,0.3970214,1.1521823,1.2682813,0.6025696,0.46127564,0.6982864,1.2401464,1.487427,1.3106366,1.6031191,0.8770437,0.4522189,0.30292702,0.93571806,1.0481052,1.0298765,1.1448734,1.1973267,1.021827,0.52100503,0.17466551,1.144267
penguin,0.9021877,1.140968,0.81546855,1.1660075,1.3450446,0.8777994,0.8824663,0.97212154,0.8630644,1.2254093,0.9043325,1.169005,0.81104475,1.1266595,1.2301195,0.7614069,1.13773,1.1844512,1.009059,0.81631947,1.1630336,1.0900629,0.8259672,0.94514847,0.8135998,0.7787726,0.8918321,0.89945865,0.9789506,0.8954867,1.1752255,0.83912706,1.126162,1.1077989,1.0455626,1.1228864,1.0640259,1.2394536,1.1627592,1.003158,0.78815603,1.2325684,0.9093456,0.8277878,1.2403287,0.8725676,0.7275988,1.1301247,1.0269607,0.8710411,1.0238515,0.90756446,1.0282321,0.8291367,1.0609951,1.0663003,0.73653275,0.80228543,1.0725629,0.9687516,0.7233457,0.9699468,0.9824704,0.8510522,0.9131336,0.9876917,0.88983727,1.0239983,0.97123337,1.2361873,0.92954284,0.9608318,0.98071617,1.1072283,0.8102975,1.1487637,1.0665144,1.119692,0.96650314,1.0251517,1.0041251,0.9901966,1.013027,1.121309,0.94570136,1.0971918,0.86093897,0.85427517,0.912634,1.1166815,0.9958446,0.90462595,1.076709,0.60580987,1.2716045,1.1751494,1.243268,0.8094963,0.81885576,0.0,0.93022954,1.0060743,1.1050328,0.993242,0.8200325,1.1879989,0.85471416,0.99020255,1.0400608,0.90257514,0.8257537,1.1152605,1.0781395,0.679633,1.1157024,1.28988,0.9750459,0.97192484,1.2182714,1.1203654,1.1761241,1.2614458,1.1581142,0.8216228,1.0111173,0.81531274,1.1590552,1.2496687,1.1219425,0.6787215,0.8321409,1.0048431,1.1784403,1.0901997,1.3482677,0.86810595,0.9238288,0.8749795,1.2776968,1.0760868,0.88025856,1.1977953,1.1518447,1.034871,0.9610766,0.7492795,1.1432358
pickle,1.1179655,0.9460356,0.61409736,0.5547596,1.0893494,0.8906134,0.9793712,0.44261503,0.9825659,1.1867849,1.1034976,1.2704749,1.0077724,1.1807462,1.0821556,1.1103396,1.2215221,0.8153332,1.0020556,1.0612569,0.64908785,0.8357272,0.58401096,1.0871525,0.81999505,0.8354666,1.1374565,1.2316464,0.71208173,1.3169339,1.2512453,1.1715007,1.2720428,1.1243362,0.76512694,0.9888872,0.734581,0.9808736,1.2514908,0.67746115,1.0057123,1.1984986,0.9462375,1.0300522,0.80746114,1.1064888,1.0173281,1.3021406,1.1539065,1.0252591,1.1015395,0.91061085,1.0156767,1.134325,1.2247645,0.9400915,0.95093405,1.0120577,0.9151655,0.8647541,0.7745795,1.1839424,1.018622,1.1739603,0.8762854,1.111175,0.4642626,1.1832125,0.686134,0.95483875,1.1229761,1.2102234,0.923996,1.1803364,0.91587037,1.161025,0.7941706,1.2349226,1.1721087,1.046834,0.8067805,0.71899295,0.9138816,0.9080845,1.1097792,0.9638496,0.8080437,1.1188709,0.9342934,1.0150511,1.0391226,0.56974053,1.0111147,1.0765961,1.2122494,1.2085626,1.0121027,1.0130881,1.02076,0.93022954,0.0,1.0861684,1.1766822,0.7449585,1.0731275,0.76173484,1.0134944,0.69733757,0.9587254,1.1805509,0.84147054,1.3186129,1.1427575,1.0716761,0.7088002,0.81996226,1.081072,0.94174117,1.1459494,0.9483954,0.67082316,1.0962294,1.2004652,1.0263317,1.2893302,0.79334325,0.949802,0.63536716,0.69536895,1.1916859,0.78609455,1.0269223,1.1395514,1.2182193,1.0466093,0.75868165,0.98643076,1.1101995,0.7912388,1.1170632,0.88756126,0.8861178,1.1484134,1.1412275,1.2045841,1.0259283,1.2897091
pig,0.5432013,0.8706079,1.088177,1.0235072,0.8997837,1.1524017,1.1725037,1.0865519,1.0595429,1.1264629,0.83835524,1.0135267,1.1748571,1.0472058,1.0044008,0.67473173,0.99611413,1.0975422,1.1432524,1.1929537,1.2100095,1.1132438,1.1565415,1.1272005,1.2991692,0.9963159,1.1669238,1.0325949,1.0275317,0.68061155,1.1155587,1.117392,1.0067871,1.0355376,1.0762361,1.0911412,1.0220356,1.0157131,0.9866636,0.9673422,1.200897,1.0335355,1.2556107,0.5281833,1.0322002,0.43427074,1.021946,1.0632014,1.0936415,0.78525823,1.0143479,1.1519483,0.76007783,1.1484535,0.87089115,1.0737865,1.0184871,1.104066,0.9693552,1.2028984,0.93829006,0.6814471,1.0076685,1.1520042,1.0173104,0.920958,1.2477813,0.97038025,1.0227433,0.9981912,1.0691779,0.73758036,0.98213094,0.9894954,1.0396917,0.98975843,1.1680537,0.9981227,1.1340493,1.0688343,0.699343,1.0904659,1.0865161,0.961806,0.7235291,0.9979056,1.0105625,1.1855831,1.1171337,1.037622,1.0192945,1.0678476,1.0274945,0.8560271,0.95703536,0.9211578,1.0743932,1.2008008,1.1733088,1.0060743,1.0861684,0.0,1.0869744,1.0374434,1.0864902,1.2509875,0.5919966,0.86591756,1.055794,1.1749597,1.1114899,1.0120608,1.0607243,0.7404256,1.082896,0.993518,0.96698105,1.1103699,0.9673937,0.90677273,1.1230242,1.1513178,1.0150664,1.1986625,0.9793229,1.151835,0.9598892,1.0869331,1.1575234,1.1240218,1.0812216,1.0409482,0.9562307,0.97628045,1.0449884,1.1243528,1.0950989,1.1815808,1.1164961,1.1152908,1.1355639,1.1459433,0.93125343,1.0328315,1.1303692,1.1659877,1.0185204
pillow,1.0443757,1.017693,1.3262086,1.2085989,0.89631486,1.1094667,1.0680585,1.2855425,0.8418396,1.0545363,1.0351856,0.6936858,0.7275909,0.6057103,0.99952286,1.0322771,0.57267153,1.1543653,1.1078476,1.075963,1.1077543,1.1407874,1.085997,0.85939837,1.0367013,1.0806316,0.72132504,1.1276677,0.9223923,0.85726476,0.4302727,1.1912163,0.7340927,0.70163566,1.0342399,0.95679873,1.1990676,1.2394193,0.62134916,1.1196442,1.0334814,0.65882206,0.96552414,1.1784399,1.2469195,0.9377711,0.7937648,0.701038,0.9089353,1.093489,0.7992152,1.1166589,1.0848137,1.0634462,1.1094294,0.92484826,0.8506386,1.1754874,0.72734237,1.0208142,1.2422154,1.1391742,1.1262497,0.9457973,0.53687954,0.98000187,1.2229509,1.0141451,1.0615612,0.96815157,0.9180316,1.0927613,1.0455722,1.0173452,0.83328605,0.61444026,0.88791883,0.7350568,1.0571578,0.53236353,1.0363805,1.1895494,1.0685117,0.76225847,1.3565122,1.0781665,1.1654829,1.06773,0.66119677,0.77812994,0.97084737,1.2648736,0.8296947,1.151752,0.81152254,0.6704425,1.0781854,0.9963866,1.0345476,1.1050328,1.1766822,1.0869744,0.0,1.1847177,1.106841,1.2070948,0.9878593,0.9990228,0.8297782,0.80881757,0.99059296,0.82028735,1.047396,1.120177,0.9076401,1.2180675,0.85250497,1.0872107,1.0483514,0.95351434,0.94927627,1.0347313,1.1258509,0.81003183,0.86400396,1.0329673,0.60308605,1.2486013,1.0935022,1.0654126,1.2507627,0.6809968,1.0114763,1.1543612,0.89620566,1.2801739,0.9009252,1.0071483,1.1067519,0.27614486,1.0748874,1.216727,1.0536389,1.0912794,0.71171176,0.98992413,0.72990113
pizza,0.764961,1.0793967,0.93306535,0.8254199,0.9643623,1.1174669,1.2315516,0.7779746,1.0843167,1.0717993,0.9912932,1.0215572,1.2443179,1.1287603,0.8474228,0.8913165,0.9865406,0.79954416,0.887406,1.2072222,0.9108582,0.81739473,0.6271143,1.3118235,1.1920915,0.615023,1.367295,1.1431526,0.9292683,1.1130975,1.2879349,1.0220574,1.1301417,0.9980386,0.9491353,1.0550452,0.34732866,0.9113735,1.0865622,0.5803029,1.2484456,1.0685537,1.2085388,0.9723079,0.828182,0.95515937,1.1276956,1.2767929,1.2262213,0.95421946,1.2760427,1.1048348,1.0868655,1.1753082,1.016947,1.1467019,0.9307792,1.0060989,0.9840274,1.0885279,0.6049606,0.8853902,0.8956069,1.3025672,1.1236389,1.187641,0.7904381,1.0798529,0.70480394,0.9775043,1.2604331,1.0060285,1.0360291,0.9538483,0.9877474,1.0781925,1.1627855,1.0885493,1.2753991,1.197406,0.5769708,1.0245991,1.0151021,1.0076426,0.8463528,1.0456369,0.50776565,1.1918684,1.0628344,1.2554767,1.1805855,0.74951947,0.861397,0.7786798,1.0447156,1.1172419,0.632014,1.2580369,1.2436954,0.993242,0.7449585,1.0374434,1.1847177,0.0,1.0765392,0.87487054,1.0014313,0.5488936,1.0089648,1.3324219,1.0418125,1.1472903,0.978083,0.81862396,0.58469725,0.7872184,0.8901136,1.0383786,0.95432657,0.9781203,1.04124,1.0456738,1.0936344,1.2927856,0.9094759,0.98680586,1.1585194,0.7551912,1.0371692,1.2242639,0.8688226,1.0943358,0.9538159,1.022556,0.77485454,1.0874407,1.2188692,1.2012333,1.0499752,1.2087051,1.0759379,0.87113357,1.0025501,1.0045476,1.3589907,1.2349141,1.2091503
plant,1.2381432,1.0174726,0.71601117,1.1957396,1.3995475,0.9167724,0.7347933,1.050724,0.7103693,1.2234304,1.1164844,1.3767565,0.72234553,1.2737491,1.3820195,1.0521857,1.3914533,1.1609246,0.9607588,0.47143507,1.0066626,1.1446629,0.97458,0.88794416,0.6732695,0.6484077,0.6070233,0.69381297,1.1803073,1.2342784,0.9478348,0.53672516,0.9494612,1.0780715,1.2224109,1.1859454,0.97825915,1.1240184,1.3267374,1.1832786,0.61047846,1.2063265,0.61524874,0.9388766,1.2892189,1.1560482,0.9146063,0.9179388,1.1293167,0.9325705,0.9203884,0.8094733,1.20228,0.8077282,1.1778294,1.016,0.8621571,0.23632318,1.1843667,0.63831496,0.9236125,1.0284212,1.1324798,0.71604836,1.1876241,1.0698088,0.9546393,1.1036785,1.2082977,1.3086522,0.9328865,1.0188409,1.2720337,1.3229748,0.79624265,1.4457535,0.94732666,1.0669035,0.5618643,1.0663553,1.1276163,0.885515,0.86781317,1.3587971,1.1819592,1.1374377,0.8159207,0.73633236,0.82217455,0.9905357,0.9457098,0.9075097,1.2024779,0.7274565,1.4023018,1.3624666,1.2541716,0.5993978,0.58988655,0.8200325,1.0731275,1.0864902,1.106841,1.0765392,0.0,1.0337493,1.016305,1.0157123,0.88144827,0.53895307,0.9282719,1.035895,1.1298653,0.5760211,1.227789,1.2455411,1.2874727,1.1743952,1.3151971,1.0710075,1.1649009,1.1714418,1.2381811,0.7487924,1.2097764,0.81784683,1.2421248,1.2274245,0.88858366,0.48220485,0.5094746,1.1914372,1.2863481,1.1543298,1.2946358,0.96510524,0.87787545,0.76852655,1.1916456,1.1569132,0.995079,1.1229185,0.90024936,1.028845,0.61536634,0.63615334,0.9895958
plate,1.294324,1.0566903,0.9122371,0.75866425,1.1601043,0.9945667,0.96327376,0.8083395,0.8530975,0.5621211,1.1544287,1.1904073,0.93876064,1.0657644,1.0307506,1.2532663,1.2583916,0.65213066,0.748213,0.8986592,0.23086876,0.82068837,0.8897781,1.0217738,0.6978328,1.0437359,0.9836333,0.92493373,1.0556592,1.3497684,1.0153822,0.8585467,1.1805823,1.2475808,0.6624204,1.0533029,0.8172256,0.8615307,1.2987669,1.050007,0.8822839,1.0692312,0.70677793,1.0505927,0.5263225,1.3022854,1.282834,1.1662319,0.9355205,1.0163802,1.1818441,0.8335129,1.1696153,1.070763,1.2697142,1.1477733,1.0479981,0.9605755,1.2778314,0.6630447,1.1281408,1.1681519,1.0854722,1.0353417,1.37542,1.1031065,0.79131293,1.3138609,1.0345992,1.1791153,1.1804116,1.0450025,1.0535158,1.228396,0.9657869,1.2775402,0.6739745,1.1866597,0.8554473,1.2589414,1.1437464,0.77236235,0.8965213,1.2934113,0.9912943,1.1369478,0.9383099,0.9925638,0.7776532,1.111599,1.1230693,0.8098313,0.9997718,1.216022,1.2376788,1.1927662,0.8781346,0.879613,0.8600341,1.1879989,0.76173484,1.2509875,1.2070948,0.87487054,1.0337493,0.0,1.2332145,0.9112637,0.90564525,0.927687,1.1274787,1.2345918,1.0514548,1.1391976,0.97291297,0.63277566,1.33727,0.96113634,1.1256614,1.0586154,0.6008386,0.45919168,1.0234121,0.9402834,1.1760044,0.7950829,1.2236664,0.55027366,0.567026,0.9932663,0.9573639,1.1264919,1.1292536,1.0950625,0.7172254,0.7178773,1.1489472,0.97297674,0.86931145,1.0867195,0.9980599,0.2755462,1.080302,1.0759974,1.0969247,0.9892909,1.1910502
pony,0.7354317,1.0204856,1.0118791,1.0701938,1.1430023,1.1007669,1.0790391,1.044079,1.0250692,1.2112693,1.0087944,1.1784307,0.98393303,1.0487905,1.1416304,0.62919956,1.0958519,1.1244327,1.124425,1.0296133,1.115496,1.1605334,0.99851584,0.9090445,1.0755792,0.96675956,0.98542017,1.0275987,0.845932,0.7152982,1.0504237,1.0062426,1.029213,1.018006,1.0739868,1.1218376,1.0526787,1.2389021,1.1621188,0.891184,1.0293074,1.108034,1.0623038,0.64058304,1.0711749,0.56051064,0.9150411,1.0154018,1.1073024,0.85424644,0.8609473,1.0501007,0.9626666,1.0270942,1.06708,1.0450641,0.878768,0.95543265,0.9665622,1.0711244,0.96628654,0.7139926,1.014883,0.97205454,0.95876336,0.8620856,1.1067266,1.0257467,1.090719,1.0843838,1.0415086,0.666579,1.0032305,1.1973535,0.9520193,1.0658066,1.0706956,0.9337641,1.0795763,0.87007415,0.71675825,1.1337088,1.0617803,1.033143,0.8855145,1.0022595,0.95443,0.99617887,1.021339,0.94122076,0.9177756,0.9980023,0.9293771,0.7826006,1.0995581,1.0214301,1.1985546,1.0438558,1.0209996,0.85471416,1.0134944,0.5919966,0.9878593,1.0014313,1.016305,1.2332145,0.0,0.91325295,1.0597004,1.0450236,1.041907,1.0952626,1.0122215,0.69355243,1.1088415,0.9878012,1.0289624,1.0325116,1.1843188,1.0882379,1.1200073,1.209799,1.2028106,1.0166683,1.0055487,1.0262141,0.9906033,1.0624129,1.0596092,0.99919957,0.9614282,1.0310148,1.1757268,1.1524612,1.1815442,1.1180007,0.9857572,0.9899643,1.1352699,1.0971291,1.1234273,1.2311162,1.0665718,0.9894997,0.9509415,0.9511556,1.0423217
