,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
book,0.92658436,0.9377022,1.0831977,1.29756,0.8800291,0.9111912,0.87939334,0.65286875,1.0561428,1.1519743,0.77875364,1.1251636,1.3225906,0.95242983,1.0506803,1.0862281,0.0,0.8035102,0.5814899,0.6653415,0.8133811,0.79192793,0.80957425,0.760848,0.97211343,0.7319468,1.3383937,1.0314273,1.0906171,0.8354018,1.1236367,0.9057687,0.7596301,0.96176386,0.76134014,1.2915323,0.89447397,0.57062006,1.2340864,0.77918553,1.1625823,1.1520503,1.1858621,1.0823083,1.1461064,1.1327268,1.3035233,0.9816804,0.96579146,1.2307465,1.0406986,1.2746694,0.85219014,0.8746195,0.93053347,1.0573066,0.6700255,0.94884104,0.7472938,1.1951125,1.1852252,0.9798141,0.904425,0.5197346,1.2518077,1.1393635,1.1295632,1.0640606,1.1655734,1.1014639,1.2029383,0.9652397,1.2032417,1.0708821,0.61262834,1.039793,1.0338428,1.0009854,1.1723454,0.9583941,0.9523023,0.92754334,0.6284956,0.9445321,1.0576706,0.86924314,0.97625107,1.2074938,1.3082951,1.1695879,0.7160698,0.6583778,0.6056353,0.7511511,1.04604,0.89581376,0.7834786,0.6920473,1.0403179,1.0051532,0.8886344,0.64784324,0.9941527,1.2331004,0.9869941,1.1521568,1.0356303,1.3541303,0.9754638,1.1370629,0.95467,1.3293393,0.85749847,1.2275236,0.72659624,1.0094572,0.95885307,0.9642472,0.834445,0.8554451,0.9444529,0.9341379,1.0872008,1.28614,1.1023638,0.8159029,1.0277561,0.9045154,0.8275323,0.5009309,0.66713727,0.9177328,1.1856476,1.0691276,0.98442316,0.85449755,1.111098
bottle,1.1306111,0.4644621,0.8927885,1.4872692,0.5619046,0.7093075,1.1277834,0.6460539,1.3306484,1.5007194,0.7075914,1.4259446,1.414346,1.191896,1.4337451,1.3531747,0.8035102,0.0,0.44060194,1.3447449,0.8256525,0.61516666,0.5584346,0.42795599,1.0982127,1.0360488,1.3430811,1.1840303,1.3094329,0.607396,1.1746973,0.97875667,1.1119341,0.83949304,0.9008597,1.4736362,1.152335,0.52453303,1.4749608,0.41808462,1.1072149,1.2485075,1.1186093,1.2024988,1.1204671,1.4384568,1.3014143,0.7392546,0.6571264,1.1634734,0.8264836,1.2673193,1.0114294,0.7644402,0.37575686,1.0092837,0.6479822,1.1944082,1.1952417,1.1627316,1.1875845,0.65070647,0.8458363,0.93940645,1.2697151,1.3744968,1.3596015,0.96876794,1.0032264,1.0597943,1.3311918,0.9328068,1.5587527,1.4211104,0.8302188,0.6174529,1.2076235,0.8470788,1.3314264,1.0609841,1.2186115,0.5025594,0.40169787,0.9463958,1.0478619,0.544692,0.9078983,1.2585645,1.4760947,1.4827795,1.1689457,0.5160388,0.58491147,0.84063435,1.4470304,0.83323514,0.4548496,0.9841182,0.8759887,0.8681096,1.2330481,0.5445405,0.47666365,1.0077482,0.50750804,1.2531457,1.2835624,1.4442735,1.0686779,1.4567907,0.61012965,1.206595,0.9374836,1.3537414,0.52263546,1.0307758,0.64550877,1.0809237,0.7444272,0.7709116,0.5625379,0.7753365,0.98860705,1.4074893,1.5065581,0.61394274,0.8574914,0.76295394,1.0852677,0.3778041,0.7144925,1.1888299,1.085412,1.055338,0.6142565,0.48642182,1.0500109
bowl,0.956171,0.47318012,0.87503713,1.5586061,0.57242763,0.63926375,0.8791568,0.64633787,1.0759504,1.4732549,0.48435116,1.2858697,1.5818717,1.080802,1.3971393,1.2495029,0.5814899,0.44060194,0.0,1.2338932,0.58264893,0.6738631,0.6773847,0.36185777,1.0871603,0.8528996,1.2834293,1.1809182,1.2191739,0.6456661,1.3518137,0.70525956,1.1473975,0.7778394,0.9503233,1.4956815,1.0853066,0.38471115,1.4963208,0.3736778,1.1568723,1.1484597,1.1784161,1.2673681,1.2327899,1.427923,1.4060078,0.6600173,0.5943939,1.1416115,0.86735225,1.3528385,0.8337451,0.7521339,0.48221254,0.9778364,0.5315686,1.2157944,1.1859355,1.1856012,1.3623236,0.5976466,0.89471835,0.87826467,1.3808281,1.2834234,1.3419366,0.99069464,1.1984698,1.1109122,1.4415866,1.0636109,1.4722883,1.4265585,0.8479529,0.8372563,1.0786662,1.0280838,1.4060255,1.0379914,0.992391,0.48003137,0.3739767,0.81157684,0.9690094,0.45221335,1.030802,1.3068116,1.5590577,1.3356419,1.3475528,0.39504075,0.43960154,0.72540903,1.4171554,0.7326243,0.6949524,0.45371133,0.96005374,0.8915337,1.2450589,0.5752029,0.670501,1.193995,0.64379966,1.358295,1.3399625,1.536396,1.0720828,1.330062,0.8347975,1.3300493,0.57889485,1.4663842,0.38603592,1.0073346,0.61284393,1.0160663,0.4978031,0.6807467,0.7777618,0.6178082,1.2101997,1.3992233,1.3908651,0.49088842,0.84544784,0.73323196,1.1786052,0.3139093,0.71708816,0.9834531,1.1862311,0.98724663,0.9267795,0.3990289,1.1677141
box,1.1299303,1.4493697,1.1984222,0.8174154,1.30546,1.3364666,1.0204506,0.8717581,0.87582165,0.58909917,1.3204403,0.67081964,0.7991962,0.91770554,0.68223584,0.608971,0.6653415,1.3447449,1.2338932,0.0,1.2563221,1.195231,0.80430543,1.2937118,1.0243537,1.1657622,1.0934635,0.6928166,0.67727363,1.2895517,0.71706086,0.97220767,0.75630957,1.2589166,0.9967035,0.6612407,0.9550197,1.3663583,0.54809374,1.0803214,1.0458903,0.7659993,0.98146325,0.7105788,0.87670255,0.5597302,0.8657929,1.4467521,1.4981354,1.2142576,1.3048276,0.9613045,1.2347838,1.4277478,1.4483733,1.2529038,1.2487565,0.8225042,0.6813355,0.9561807,0.7097027,1.5237238,1.0890299,0.8820011,1.0484743,0.8104408,0.9300923,1.1157609,1.1212491,0.8808211,0.8070061,0.69327116,0.7411692,0.7413392,0.80116415,1.2857232,0.95426565,0.9101677,0.6933925,0.9237022,1.0355643,1.4762437,1.2988486,1.3097012,1.2148601,1.4346712,0.8542152,0.8224517,0.7814232,0.8432259,0.50661707,1.4097018,1.3310498,1.190109,0.6211613,1.1766293,1.2239095,0.97234935,1.0836352,0.92869115,0.5244434,1.0739836,1.3096833,0.83946306,1.3928602,0.83489037,0.75649977,0.8594907,0.8960121,0.8174683,1.1397732,0.9024362,1.0490475,0.7154691,1.4700606,1.0388595,1.1880779,1.0579634,1.2624396,1.161338,1.2461404,1.3927395,0.76029176,0.9283506,0.5355021,1.069251,1.4219307,1.4465499,0.862204,1.2881153,0.838135,0.5484556,0.9950229,0.96139926,1.1282454,1.4964607,1.0436465
bread,0.9360861,0.63693523,0.6875447,1.3006032,0.7484521,0.8580346,0.5928064,0.97096056,1.2404343,1.3944308,0.7824726,1.3533635,1.363902,0.9627037,1.3044896,1.3456306,0.8133811,0.8256525,0.58264893,1.2563221,0.0,0.96157676,1.0935351,0.7768149,1.198261,0.6568802,1.2014878,1.3381088,0.8652125,0.8358851,1.3532581,0.9699776,1.145643,0.26410782,0.7742312,1.3916035,0.6071017,0.59690154,1.4667077,0.7867692,1.174564,0.93812084,1.1719041,1.1274227,1.2744002,1.2998246,1.2402625,0.5650117,0.560283,1.0231568,0.6216119,1.2291574,0.67803866,0.74776506,0.7706413,0.7920952,0.72854906,0.9623014,1.1171185,1.1752659,1.3333979,0.6836254,0.87177956,0.80919087,1.1582624,0.7599665,1.0066392,1.0135372,1.231377,1.2734997,1.3735054,1.1148214,1.2632494,1.2477703,0.9129558,1.1316162,1.0282472,1.1610258,1.1857815,1.0883484,0.4022258,0.62576735,0.76270944,0.6777552,0.77388203,0.60606545,1.1692116,1.1535263,1.4047091,1.1256403,1.4061766,0.6347108,0.63539463,0.7408118,1.2526977,0.1726085,0.87739885,0.5276644,1.0508908,0.9455505,1.1619217,0.91254956,0.8513775,1.3542415,0.7519984,1.1959331,1.3074081,1.379658,1.1584622,1.1306254,1.1129721,1.3310542,1.0534086,1.4954184,0.56163204,1.1221163,0.67105746,1.0538769,0.78552777,0.7451244,0.96974313,0.7440114,1.1985459,1.1868513,1.2827003,0.72788924,0.62756467,0.5825282,1.0709326,0.70524395,0.7954401,1.2146605,1.2340755,1.1322839,1.2206852,0.57665396,1.2104623
broom,0.97460985,0.8317609,1.0361662,1.3317416,0.79733074,0.79225564,1.1004994,0.7458815,1.1823077,1.35567,0.7529522,1.1965805,1.3568296,1.0623558,1.2807021,1.2317196,0.79192793,0.61516666,0.6738631,1.195231,0.96157676,0.0,0.8217137,0.63879466,1.193826,1.0176995,1.2309413,1.0552053,1.2888255,0.71288276,1.0732968,0.94816583,0.89913243,0.8927953,0.81921566,1.3548806,1.0985826,0.64399254,1.3264031,0.8110988,1.0909863,1.2552416,1.0972608,1.1726981,0.9386076,1.2693019,1.2455935,0.8573872,0.8920465,1.0643313,0.92176217,1.2475069,0.97889817,0.8850634,0.6605903,0.98950696,0.63808864,1.1596719,1.0259334,0.9950779,1.2978479,0.77006793,1.0684774,0.9717202,1.2317212,1.2946191,1.2553934,1.0033774,0.97780764,0.8954425,1.1111468,1.1698747,1.3644285,1.1375625,0.92575705,0.5491048,1.2095401,0.9214646,1.3054311,1.1295623,1.1332765,0.82827127,0.69117576,0.86722445,1.0273728,0.8256238,0.9618181,1.160413,1.339499,1.3551662,1.1056658,0.5323741,0.49816924,0.8942813,1.3326735,1.0260358,0.6593583,1.0453509,0.9736219,1.0466866,1.0636007,0.70787644,0.5854459,0.9473868,0.71825093,1.2424638,0.8945043,1.3387568,1.005477,1.333057,0.5587989,1.1425824,0.89152557,1.2424523,0.69456005,1.0696253,0.8948193,1.0207508,0.8479924,0.8777961,0.7434072,0.88198394,1.071516,1.3090614,1.3821373,0.84431285,0.9403648,0.88306487,0.9524561,0.64135283,0.8608802,1.1571616,1.0347887,1.0114173,0.41415542,0.7650241,1.0657787
bucket,1.1380203,1.0303087,0.8907596,1.2963309,0.743742,0.73721236,1.039915,0.6912424,1.158484,1.1630651,1.0439125,1.1790565,1.1868244,1.1056812,1.0962248,0.889457,0.80957425,0.5584346,0.6773847,0.80430543,1.0935351,0.8217137,0.0,0.930306,1.2348399,1.187135,1.3590217,1.0481757,1.1022577,0.87950003,1.1209543,0.75449145,0.9357623,1.0387964,0.82058305,1.1799947,1.1534686,1.0132595,1.1464908,0.29202712,0.9707674,1.0065217,0.95962685,0.8743615,1.158095,1.1911914,1.1182411,1.0809895,1.0060891,1.3034517,1.110151,1.2775201,1.1637256,0.9638888,0.96715176,1.1957215,1.0003777,0.85993284,0.9867393,1.0885112,0.88343287,1.1718897,0.698216,0.8008113,1.3127968,1.1806285,1.1825366,0.70577836,1.0824566,0.8949254,1.1459811,0.6200385,1.2357788,1.331815,0.83979535,0.8618884,1.0202227,0.79222196,0.8031827,1.018521,1.1848202,1.1044109,0.7841266,1.2025701,1.2646265,0.975702,0.77954334,1.0451863,1.2652618,1.3402302,0.9014069,1.0874215,1.0460751,0.9961058,1.0687683,1.0993043,0.97715557,1.0409693,0.8721908,0.5277304,0.8096683,0.7933885,0.7633207,0.93322444,0.9069355,1.236624,0.96152925,1.2985635,0.89021385,1.2423903,0.69194436,1.1420786,0.99438703,1.0556464,1.0946692,1.1282579,0.5810231,0.9737299,1.0769981,1.0204607,0.75999224,1.1540905,0.9116854,1.3209624,1.0250776,0.4613881,1.1974194,1.2066034,0.957204,0.83366954,0.3222077,0.65858173,1.0649623,0.9880712,0.7814821,1.0892715,1.0710156
can,0.95742804,0.57111216,1.00953,1.4716392,0.7290968,0.662621,1.1486955,0.67107165,1.0415366,1.4641347,0.32198668,1.2036752,1.433179,0.98865885,1.3845496,1.4241806,0.760848,0.42795599,0.36185777,1.2937118,0.7768149,0.63879466,0.930306,0.0,1.0416142,0.80438334,1.0362053,0.95730734,1.3684525,0.7971705,1.0494037,0.8075631,1.1240058,0.9342122,1.0658385,1.3949652,1.1866026,0.346776,1.3899505,0.7227154,1.1813185,1.336075,1.2373424,1.2621856,0.9397897,1.2400937,1.3068037,0.7451002,0.71786517,0.9743137,0.89436895,1.2094021,0.8463809,0.7620715,0.44031793,0.8457215,0.36783087,1.4487759,1.2367889,1.1488758,1.4253007,0.4123599,1.1170285,1.0113527,1.2104068,1.3943968,1.3860259,1.0150243,1.0894952,1.1790798,1.3060179,1.2063189,1.3407884,1.3783693,0.8397947,0.73109275,1.218288,1.0007527,1.5822552,1.0538443,1.11144,0.4356755,0.42300987,0.7175753,0.8735057,0.55515325,0.917005,1.326731,1.4682192,1.2613499,1.3500036,0.38127565,0.53298,0.73851687,1.2636735,0.85896397,0.5243679,0.8226916,1.0149138,1.1753563,1.1931448,0.4720273,0.55919605,1.0311648,0.7088591,1.2381642,1.4420621,1.397532,1.1282599,1.3480592,0.87773865,1.1983112,0.63337374,1.3984418,0.37364393,0.8914784,0.8982764,0.92041683,0.39851505,0.74317646,0.7587969,0.5865553,1.1566818,1.3211834,1.551075,0.8442075,0.80030113,0.74041,1.16132,0.32356614,1.0665629,1.3108342,1.1435878,0.88562214,0.8117003,0.33052593,0.989272
car,0.9627865,0.9737495,1.1588712,0.9452068,1.0127305,1.1701032,0.9162009,1.0623322,0.9100912,0.9078315,0.9899536,0.9435549,0.9715885,0.95844656,0.97896934,0.94044566,0.97211343,1.0982127,1.0871603,1.0243537,1.198261,1.193826,1.2348399,1.0416142,0.0,0.93272495,0.6291933,1.1246889,1.0896164,0.98224163,0.9464518,1.1350025,1.0654619,1.2314154,1.2669356,0.9878725,1.097697,0.974673,0.90149355,1.1753826,1.0331762,1.1084872,1.046602,1.1034435,0.98806345,0.94048023,1.0447874,1.1164346,1.1100916,0.79302084,1.0539665,0.72938955,1.1696863,1.0401105,0.956508,1.1726962,1.1535044,0.7897749,1.105603,0.91166025,0.75151503,1.0136395,1.063232,0.8854722,0.85437226,1.1150572,1.0404536,0.9936121,0.77156866,1.0259408,0.9158684,1.0421244,0.8775431,0.855795,1.1735008,1.124392,0.7623848,1.1329362,0.9579335,0.42600584,1.1635811,0.9488113,1.0346929,1.1082267,1.0375192,1.0243064,1.0702033,1.0381932,0.8279133,0.9044056,0.98210335,1.0052383,1.0933628,0.94244415,1.0462053,1.0635988,1.0458074,1.1547954,1.090651,1.1411667,1.118542,0.9976567,1.1323864,1.0304874,1.001552,0.8417284,0.85339344,0.86731684,1.1034435,1.0070337,1.0873096,0.95353615,1.0020583,0.8022327,1.0133598,0.9044515,1.2432823,1.0409257,1.0124367,1.1346573,0.984315,0.9378352,0.8392962,0.8795216,1.0318918,1.1392758,1.1423557,1.0647379,0.90869224,0.9914817,1.0806731,1.0362946,0.94520056,1.0343492,1.2013562,0.9552212,0.9418542
carrot,0.83420503,0.8421718,0.7857165,0.9915327,0.9750781,0.7028143,0.66505754,1.1634362,0.94813675,1.2853644,0.7750523,1.2001622,1.247433,0.98425674,1.1768464,1.266357,0.7319468,1.0360488,0.8528996,1.1657622,0.6568802,1.0176995,1.187135,0.80438334,0.93272495,0.0,0.99942756,1.1447395,1.164184,1.1137037,1.2008634,0.8626701,0.8273938,0.86265165,0.80364305,1.299901,0.80082303,0.40949905,1.3129764,1.0387404,1.1153455,1.2119937,1.2594302,1.2127367,1.1455436,1.1413262,1.2826538,0.6720101,0.7335116,0.88544655,0.857196,1.1399976,0.4289012,0.6412277,1.0386788,0.74243987,0.64124584,0.97088516,1.1580673,1.1284719,1.2069756,0.7400596,0.9658962,0.5647244,0.97675675,0.95437026,0.7702991,0.96443725,1.2039312,1.2147747,1.2226002,1.0723172,1.0177454,0.93058395,0.7880769,1.139676,0.8464423,1.2177365,1.0117601,0.9555703,0.8060824,0.7519475,0.9531909,0.6415468,0.6519305,0.6571698,1.1823744,1.1399755,1.2408166,0.93061274,1.1584065,0.57404417,0.57503134,0.6713511,1.0255057,0.78566504,0.99967337,0.8272449,1.2465979,1.0672868,1.1559235,1.0565022,1.1580149,1.2755643,1.0596384,1.0712645,1.0281634,1.2295924,1.3080794,0.9489287,1.3004642,1.249809,0.94688714,1.1689799,0.70349073,0.89525497,1.0732386,0.8927558,0.700539,0.841982,1.159066,0.5698715,1.1358745,1.133201,1.2823126,1.0385413,0.58513993,0.5535411,0.6087866,0.7916037,0.93087006,1.2030785,1.2674681,1.0955398,1.148631,0.667104,1.078514
cat,0.8374908,1.1957992,1.1208236,0.7561339,1.3115778,1.0924424,1.1227975,1.2239063,0.58624303,0.85415757,0.9282543,0.6300194,0.85772246,0.997343,0.85185426,0.9864265,1.3383937,1.3430811,1.2834293,1.0934635,1.2014878,1.2309413,1.3590217,1.0362053,0.6291933,0.99942756,0.0,0.9171834,1.0762702,1.2864231,0.845996,1.0148587,1.027404,1.237455,1.3503046,0.81963336,1.0841522,1.1585671,0.83519256,1.4061834,0.98889184,1.0760725,0.9754069,1.1418072,0.7795811,0.82537043,0.98171675,1.1082243,1.1470451,0.35254526,1.0961177,0.83199227,1.1067533,0.98620045,1.1273198,1.0703923,1.0235946,1.091695,1.1529034,0.7134154,0.89181155,0.97916377,1.0695249,1.282027,0.8505063,0.9475607,0.93044674,0.96018535,0.6791345,1.0548517,0.75416017,1.1845446,0.59580356,0.6025096,1.2031623,1.116834,0.9335037,1.096185,0.8905968,0.6939215,1.0317069,1.0968572,1.1830498,0.95758766,1.0494175,1.1541704,1.1474774,0.8417368,0.72850156,0.7013842,1.0329852,1.1548676,1.2501752,1.1312306,0.845024,1.0727878,1.2101,1.1653678,1.0431378,1.2945985,1.0526568,1.184209,1.1688769,0.8728744,1.1867656,0.9476722,0.86630034,0.7419027,1.0595897,0.8625592,1.1974975,0.62474346,0.8919438,0.8859238,1.1438608,0.65355563,1.3332554,0.9393949,0.9853402,1.1035428,1.3000174,0.95968264,1.0835158,0.67891127,0.9574667,1.3765571,1.1594387,1.134012,1.0122796,1.1910108,1.4737341,1.123455,0.88382804,0.9478234,1.1774118,1.1112761,0.8813158
chair,1.0462251,1.3513695,1.2377081,0.7334311,1.4162132,1.2008816,1.3385133,0.83252436,0.62578285,0.59206474,1.0339136,0.32303178,0.7882727,0.83982694,0.6511916,0.96102834,1.0314273,1.1840303,1.1809182,0.6928166,1.3381088,1.0552053,1.0481757,0.95730734,1.1246889,1.1447395,0.9171834,0.0,1.0321337,1.2491634,0.54414046,0.93067634,0.91297626,1.3839331,1.158687,0.43511385,1.1947721,1.2748308,0.3427477,1.2439662,1.0032722,1.076807,1.0261346,0.79540247,0.42471343,0.47430247,0.7812906,1.2742763,1.402731,1.0721669,1.3012605,0.9384457,1.1208217,1.2902726,1.2767061,1.0430771,0.88680327,1.3375043,1.0509628,1.0168122,1.051421,1.2141774,1.1937883,1.3538499,0.98707396,1.0733569,1.0742754,1.2371331,0.9968361,0.9633633,0.71410096,1.0043575,0.7550846,0.8244153,0.7497633,1.0606989,1.280649,0.9510097,1.1115623,1.1239275,1.2334942,1.3051386,0.95072156,1.1670253,1.1472837,1.3539436,0.7555793,1.0291761,0.8606078,0.7668409,0.83708555,1.3118775,1.3022568,1.3175706,0.5650706,1.241638,1.0686997,1.0380564,0.9710721,1.2710276,0.78547156,1.003462,1.2189467,0.44912636,1.2701831,0.8868461,0.992375,0.75385773,1.0574684,0.79546607,0.9999835,0.7217445,0.8597947,0.6225276,1.2781727,0.9534803,1.3231183,1.1122049,1.072081,0.9977742,1.0640348,1.1878854,0.80905634,0.9484554,0.738187,1.285596,1.2382978,1.3026133,1.0959247,0.9679183,1.3139722,1.0072873,0.9772092,0.83255595,0.9218439,1.2898011,0.6694198
chips,1.1301595,1.2581363,1.0496117,0.82188797,1.2426826,1.2956598,0.8056217,1.1705183,0.91979194,0.7662213,1.3075749,0.95452654,0.8233195,1.032998,0.8227134,0.80129415,1.0906171,1.3094329,1.2191739,0.67727363,0.8652125,1.2888255,1.1022577,1.3684525,1.0896164,1.164184,1.0762702,1.0321337,0.0,1.1805823,0.92022157,1.067339,1.050156,0.8183062,0.9989893,0.84341633,0.6575726,1.3411214,0.7960962,1.1636086,1.0306907,0.2579832,0.9744581,0.85800326,1.082189,0.8814465,0.91057765,1.2013696,1.2030977,1.1279042,1.0517251,0.984369,1.1633728,1.2131634,1.3166467,1.1151795,1.2458501,0.8238555,0.869348,1.0002947,0.8291753,1.3700297,0.9532733,1.0901351,1.0427519,0.5815662,0.91331697,1.1382115,1.0871222,0.93551767,0.87448704,0.90191656,0.85273623,0.7457622,1.1183068,1.1762925,0.8383307,1.023373,0.7212206,1.039325,0.7063706,1.2924919,1.2259122,1.2034072,1.0748385,1.2513735,1.005177,0.91115725,0.8754499,0.877333,0.77113736,1.3375059,1.2720072,1.1398616,0.82131934,0.8610586,1.2576627,0.70761216,1.0989128,0.935902,0.8814398,1.2117329,1.2191389,1.0612537,1.2682705,0.8751409,0.8985397,0.87134445,0.9377421,0.8093493,1.1464366,0.99393255,1.0681447,0.8608676,1.3215468,1.1329515,0.93425035,1.1137863,1.1948601,0.9019394,1.0964032,1.2759612,0.98657405,0.85049486,0.5583946,1.0933042,1.2320044,1.1930466,1.0183947,1.2803807,1.0535283,0.80058265,0.91053957,1.1360995,1.2196592,1.3553064,1.0619466
clock,1.0522226,0.6697371,0.99142414,1.4298211,0.61341906,0.8077834,1.0575193,0.75674695,1.2540486,1.3265374,0.8960905,1.3465654,1.2889869,1.0649284,1.3066951,1.2252196,0.8354018,0.607396,0.6456661,1.2895517,0.8358851,0.71288276,0.87950003,0.7971705,0.98224163,1.1137037,1.2864231,1.2491634,1.1805823,0.0,1.1906942,0.9160848,1.1275767,0.7060116,0.9225191,1.3755221,0.9239594,0.77520317,1.3364697,0.6664757,0.9912688,1.1557273,1.0254133,1.2009649,1.09386,1.4098144,1.2113643,0.8768795,0.7437563,1.1672633,0.6005098,1.1472663,1.1107186,0.7812901,0.6048189,1.0572226,0.8738318,1.009025,1.0223132,1.0354923,1.1375962,0.8580578,1.0304357,0.9035007,1.2414516,1.3540993,1.3309033,1.1243048,0.88376343,1.0495079,1.2658488,0.98276097,1.4665527,1.3507367,0.99730676,0.62054884,1.1073318,0.9875369,1.3681843,0.89302844,0.95088935,0.72272766,0.74490964,1.0019907,1.0988041,0.71254534,0.95489883,1.0813719,1.2881988,1.3901196,1.1210335,0.76716226,0.7701293,0.8369635,1.4325173,0.8514898,0.66082287,0.9247646,0.8578887,0.94059706,1.2429662,0.76824045,0.6369814,1.1009964,0.56380314,1.136451,1.1293522,1.2511533,1.0164356,1.375225,0.7586402,1.2002794,1.0263882,1.2633649,0.74151576,1.0778166,0.6977018,1.112758,0.8546038,0.9067638,0.61587965,0.9234599,1.0885557,1.2126253,1.3097508,0.5712415,1.0089583,0.82813585,1.191107,0.73718584,0.78419197,1.1562337,1.0160953,1.025307,0.7574989,0.68480366,1.0027324
closet,1.0562636,1.3209777,1.2840159,0.7918427,1.3403397,1.2519894,1.2636663,0.9995497,0.91478026,0.76410013,1.0554746,0.7009471,0.68822926,0.9055116,0.7752212,0.9878378,1.1236367,1.1746973,1.3518137,0.71706086,1.3532581,1.0732968,1.1209543,1.0494037,0.9464518,1.2008634,0.845996,0.54414046,0.92022157,1.1906942,0.0,1.101436,0.91694474,1.2864258,1.1452926,0.6678556,1.1176665,1.3258154,0.5381849,1.346262,0.99908847,0.9659814,0.99561644,0.86426806,0.47502804,0.66783977,0.8489511,1.3457165,1.4626613,1.0226732,1.1592424,0.90677434,1.2811569,1.3372703,1.2091862,1.1582903,1.163681,1.1346002,0.96328115,0.9456658,0.88965267,1.2608291,1.1096971,1.2911925,0.8906394,0.9270999,1.0485656,1.1125998,0.91398317,0.97458744,0.753487,0.964774,0.74755263,0.7623876,0.944461,1.0786406,1.124561,0.870033,0.8789095,0.9063158,1.1587882,1.3177968,1.1372031,1.1605014,1.1352124,1.3704747,0.6772358,0.8562462,0.7712099,0.83436275,0.798271,1.3217225,1.3207021,1.2236254,0.6768396,1.2258627,1.0282819,1.2146125,1.0583274,1.1632121,0.7123099,0.9856283,1.0825411,0.55691063,1.23425,0.70708805,0.89719,0.69571066,0.961161,0.8826821,1.0287199,0.5706451,1.0790932,0.73682034,1.3640592,1.0461404,1.378547,1.0785235,1.2632878,1.1253016,1.0842959,1.2849538,0.7677467,0.8669759,0.8646626,1.3490696,1.3156966,1.3331267,0.94734275,1.1287997,1.3086839,1.0544703,0.93111646,0.8187599,0.90262896,1.3582464,0.8202332
coffee,0.774249,1.0780725,0.7738213,1.1990094,0.90703213,0.6813204,0.9567916,0.9249277,0.9079432,1.253532,0.8388326,0.9486854,1.1922681,0.9906425,1.1582499,1.1035488,0.9057687,0.97875667,0.70525956,0.97220767,0.9699776,0.94816583,0.75449145,0.8075631,1.1350025,0.8626701,1.0148587,0.93067634,1.067339,0.9160848,1.101436,0.0,0.9522019,0.9247803,1.0052452,1.1883868,0.89507747,0.95466524,1.1654129,0.68129575,1.004798,0.95826715,1.0972764,1.1094658,0.97943103,1.0637571,1.1716172,0.8427726,0.9407891,1.0760412,0.8607658,1.1037067,0.9130891,0.8444792,1.0349733,0.9822939,0.774706,1.1343604,1.0608135,1.0465981,0.89334834,0.9039015,1.0526043,0.94703627,1.0894021,1.0757128,1.0348977,0.93073326,1.1034361,1.015562,1.2748842,0.76657975,1.1840539,1.0143365,0.87069297,0.9439517,0.9281275,0.884512,1.057616,1.035813,0.85047674,1.0486646,0.9348426,0.94048387,0.87683326,0.98061496,0.97234493,1.0242474,1.3516246,1.10052,1.1050142,1.0067848,0.99144036,0.91375154,1.0148205,1.119181,1.095128,0.79894835,1.0451233,1.0452428,1.0171213,0.9517375,1.0705104,0.95010114,1.1359686,1.1217088,1.1126066,1.2884289,1.1048642,1.1598523,1.0726326,1.1604,0.72558147,1.0455748,0.9841726,0.84644973,0.83845353,0.9014212,0.70211315,0.79452133,0.98679674,1.055786,1.0516104,1.3062109,1.1020393,0.6850449,0.99467254,1.0174944,1.0688133,0.89367336,0.9805594,0.921346,1.1407202,0.9158606,0.9532016,0.93447846,0.9903443
