,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
refrigerator,1.0209,1.2543223,1.1589276,0.8748791,1.3203397,1.1641319,1.2688189,0.95569146,0.79788435,0.8827063,1.0953432,0.66347754,0.8629628,1.0148295,1.0112226,0.9725998,1.2331004,1.0077482,1.193995,0.83946306,1.3542415,0.9473868,0.93322444,1.0311648,1.0304874,1.2755643,0.8728744,0.44912636,1.0612537,1.1009964,0.55691063,0.95010114,1.0421938,1.1988556,1.1636869,0.7414832,1.1634684,1.3628703,0.6126555,1.1578968,0.9020616,0.9451795,0.9618282,0.8776821,0.45780033,0.7038964,0.8662602,1.2561376,1.3567102,1.0473794,1.1875463,0.872292,1.2927955,1.3052398,1.1192292,1.1389605,1.0859355,1.1750541,1.0467994,0.8807029,0.7629888,1.1412932,1.1535145,1.3830638,0.9106166,1.1391364,1.0635262,1.1007292,0.8128775,0.8936468,0.8743147,0.8519355,1.0132223,0.89784557,0.8879742,0.8717579,1.1573772,0.76569897,1.0544112,0.9255747,1.2661996,1.2729177,1.027516,1.2286245,1.1960211,1.2618611,0.624138,0.9768582,0.99964076,1.0007837,0.9227207,1.3266642,1.3438588,1.2556381,0.89532447,1.1982541,1.030146,1.1317639,0.8952935,1.1201789,0.9732772,0.95586437,1.1503998,0.0,1.1316998,0.8147987,0.91794604,0.84921926,1.0753609,1.0940756,0.7337102,0.67430854,0.90473676,0.7912586,1.3471053,0.9022672,1.2125381,1.2211173,1.1534872,0.9578485,0.9490359,1.25616,0.8511687,1.0557766,0.9529118,1.2485733,1.2775154,1.3520119,1.1171744,1.0894778,1.2651496,0.9664737,0.9358485,0.8583826,0.7142794,1.2944078,0.6612953
rooster,1.0001287,0.609729,0.91994876,1.4185116,0.7005388,0.8136939,1.0793786,0.8059293,1.3119106,1.4108812,0.84328794,1.2774553,1.3089424,1.0947763,1.3151758,1.3010216,0.9869941,0.50750804,0.64379966,1.3928602,0.7519984,0.71825093,0.9069355,0.7088591,1.001552,1.0596384,1.1867656,1.2701831,1.2682705,0.56380314,1.23425,1.1359686,1.1722565,0.79678667,1.0091428,1.3875105,1.1235685,0.72362995,1.4173709,0.74944067,0.8824811,1.1997325,0.8038708,1.1462867,1.1421934,1.3464262,1.2300267,0.69435155,0.7681457,0.9983924,0.67271674,1.1414188,1.039371,0.6828321,0.43472707,0.9948202,0.8035539,1.0586029,1.123149,1.0437288,1.245083,0.72280157,0.83954644,1.0283532,1.1757835,1.2192079,1.2860895,0.92559683,0.8235209,1.0995344,1.3134837,1.141045,1.4576356,1.4359169,1.0596972,0.6278156,1.201771,1.0835575,1.2539303,0.9905171,0.984971,0.66969365,0.6581697,0.91889715,1.0732536,0.69806933,1.0178362,1.0871868,1.3221843,1.3545914,1.3185713,0.6754451,0.72781193,0.8755411,1.3777592,0.7426015,0.61247027,1.0311267,0.70940924,0.84303963,1.2462094,0.7570658,0.5744866,1.1316998,0.0,1.1555392,1.2448548,1.3192911,1.0322024,1.3547125,0.703726,1.1943657,1.083175,1.3481162,0.65333134,1.0074168,0.7361656,1.0329305,0.9260624,0.9537452,0.63954586,0.79128027,1.1959105,1.2862124,1.4125338,0.7832446,0.91281515,0.81699616,1.174578,0.664039,0.7560209,1.2284364,1.0090051,0.9798275,0.75979483,0.5619896,0.99055535
scarf,1.0469129,1.163889,1.0620288,0.72720796,1.1996142,1.2599719,1.0749443,1.1348162,0.9527082,0.8208663,1.1808579,0.9366795,0.5576129,1.0180736,0.8120706,1.010814,1.1521568,1.2531457,1.358295,0.83489037,1.1959331,1.2424638,1.236624,1.2381642,0.8417284,1.0712645,0.9476722,0.8868461,0.8751409,1.136451,0.70708805,1.1217088,1.0082061,1.0991479,1.1269052,0.78899634,0.95997393,1.277148,0.7520963,1.3448672,0.9415253,0.83505595,0.94690424,0.8309107,0.9015022,0.726951,0.6514609,1.220068,1.2497966,1.05393,1.0785137,0.62113595,1.1615962,1.2052343,1.1749805,1.0974827,1.2394199,1.0211279,1.017071,0.9729947,0.7562141,1.177519,1.1294394,1.1394103,0.64428306,0.82345974,0.87831205,1.0159292,0.9524908,1.0678632,0.930171,0.9132762,0.83250123,0.8632643,1.0488926,1.1630837,1.0407091,0.99560565,0.8787243,0.87155545,1.0739138,1.1904628,1.2153397,1.1640116,1.0306518,1.2009864,0.9499522,0.80363715,0.6469544,0.8910571,0.860113,1.2846122,1.3140067,1.1774316,0.775298,0.9892203,1.1595111,1.127327,1.0653284,1.0492742,0.8838972,1.1447822,1.226213,0.8147987,1.1555392,0.0,0.96460867,0.5400114,1.0823456,0.8968164,1.197233,1.012973,1.09309,0.76645696,1.3121681,1.0323453,1.2992016,1.0117675,1.2107406,1.0714308,1.1832303,1.1716617,0.89097214,0.657253,0.8252384,1.3144004,1.1140317,1.1034185,0.95494443,1.235513,1.257443,1.0972927,1.0020204,1.0549717,1.1004262,1.2400082,0.95315665
scissors,0.9226921,1.3783736,1.1894245,0.77609026,1.2499945,1.2026055,0.83167857,1.2044461,0.8633662,0.7860726,1.2957044,0.8282113,0.90545666,1.07477,0.85659,0.76167786,1.0356303,1.2835624,1.3399625,0.75649977,1.3074081,0.8945043,0.96152925,1.4420621,0.85339344,1.0281634,0.86630034,0.992375,0.8985397,1.1293522,0.89719,1.1126066,0.60034686,1.2400901,0.8537631,0.8945821,0.98500407,1.1573763,0.80483407,1.1413082,1.0962021,0.98314506,1.0459894,1.0500668,0.9287877,0.90011597,1.0391624,1.3155103,1.3319433,0.9175434,1.2160878,1.0232126,1.1710249,1.2335339,1.3504236,1.2345479,1.1223359,0.5775391,0.9050283,0.8176462,0.63276607,1.3284857,1.0021601,0.79665166,1.0485449,0.96230096,0.9086766,0.9772487,0.958693,0.6956072,0.689402,0.8378224,0.7838536,0.43671215,1.0390359,0.9413194,0.8410524,0.9885906,0.52392983,0.76925033,1.0866711,1.3584658,1.3762026,0.91557705,1.2376546,1.3365936,1.0904211,0.7674073,0.7931251,0.8935244,0.642095,1.1486723,1.0502771,1.1229761,1.0064625,1.2374032,1.1985197,1.1617066,1.1955581,0.94510716,0.7543723,1.2418102,1.2662086,0.91794604,1.2448548,0.96460867,0.0,0.89942753,0.90081424,0.950304,0.97370684,0.8163653,1.0990603,0.7114288,1.2768003,1.0045732,1.242771,0.94781166,1.2875917,1.0772711,1.0802584,1.2288747,0.76594543,0.88528913,0.75065887,1.1050056,1.3414154,1.182009,0.39564776,1.3511676,0.78613436,0.7670343,1.0117887,1.1236916,0.8188144,1.339099,1.0699841
shirt,1.2038795,1.3319784,1.1605704,0.40318322,1.3620248,1.3966018,1.1952599,1.2311901,0.78707355,0.4360429,1.3291774,0.677737,0.24116969,0.9495918,0.6338748,0.6507006,1.3541303,1.4442735,1.536396,0.8594907,1.379658,1.3387568,1.2985635,1.397532,0.86731684,1.2295924,0.7419027,0.75385773,0.87134445,1.2511533,0.69571066,1.2884289,1.1116586,1.3177602,1.2669665,0.2948333,1.1074896,1.4913795,0.39696276,1.4313663,1.0152068,0.9476141,0.93623483,0.8457295,0.91540754,0.636961,0.37297797,1.4133328,1.3682336,0.8976325,1.2869987,0.5292392,1.2026576,1.3688853,1.3871542,1.1064918,1.4745212,1.0201725,0.99055916,0.9180803,0.74988836,1.3496003,1.200911,1.347774,0.6201204,0.81160027,0.832502,1.134456,0.9755989,0.970711,0.5580616,0.9866979,0.3893416,0.74042267,1.3199906,1.2597728,0.97706985,1.0394583,0.7786864,1.0481946,1.170939,1.3303323,1.4272205,1.2106547,1.156498,1.4022064,0.9592597,0.8590285,0.14560342,0.49427116,0.8215095,1.4542322,1.4726212,1.3013722,0.6747145,1.2587585,1.2484342,1.2355859,1.1218752,1.0923564,0.81640744,1.2480136,1.2645371,0.84921926,1.3192911,0.5400114,0.89942753,0.0,0.9736511,0.49915975,1.2483213,0.72454184,1.1271862,0.57176006,1.4692162,1.0538229,1.3592954,1.0523766,1.2619503,1.3409066,1.2749023,1.2223588,0.81672734,0.22618866,0.5970921,1.360695,1.2358024,1.3354899,1.1378663,1.4727341,1.3677471,0.9425559,0.8294524,1.0034933,1.2330027,1.4269196,0.99950266
shoe,0.9618724,1.2025244,1.1781256,1.0693521,1.0377645,1.211849,1.1272815,0.8419186,1.1651388,0.9172563,0.94491804,0.96512026,0.94109625,0.9892892,0.83476126,0.8889657,0.9754638,1.0686779,1.0720828,0.8960121,1.1584622,1.005477,0.89021385,1.1282599,1.1034435,1.3080794,1.0595897,1.0574684,0.9377421,1.0164356,0.961161,1.1048642,0.89842206,1.0884036,0.910555,0.9701321,1.0863471,1.2005657,0.9868912,0.988565,0.95384777,0.9412379,0.90404904,0.90892243,1.1277193,1.034927,1.0092546,1.1079134,1.1928852,1.0789397,1.1543734,1.0648333,1.1810641,1.0425639,1.0319589,0.8983638,1.0933253,0.9545951,0.8335148,0.93210584,0.9934311,1.0976553,0.9076306,1.0339544,1.061446,1.0351679,1.0435904,0.89414364,0.93883854,0.7978894,0.84572554,1.0028586,0.9017081,1.0190066,1.112701,0.9316995,1.1079988,0.90043956,1.0289079,1.0285405,1.0776788,1.2117904,0.9773268,1.0183223,1.1524063,1.2091069,0.898993,1.0145793,0.8963753,0.99153256,0.8788642,1.1316398,1.0978086,1.2022395,0.9535892,1.1327417,1.0346036,1.1414043,0.89351726,0.95621264,0.6625879,0.9358783,0.9127617,1.0753609,1.0322024,1.0823456,0.90081424,0.9736511,0.0,0.96556306,0.72741276,1.0289865,1.196181,0.93112963,0.8633653,1.0374538,0.9450463,0.96071154,1.2803907,1.1384268,0.89434135,1.2572392,1.0151682,0.9848004,0.88274026,0.923691,1.1262468,1.1145288,1.0915252,1.1039431,0.96371245,0.8997866,0.9370973,1.0033592,0.8706539,1.1935483,1.0892001
shorts,1.1128348,1.3030391,0.94432145,0.37333882,1.2913656,1.2151315,0.98088986,1.2363524,0.71018124,0.5234225,1.1418595,0.7302172,0.561408,0.8300878,0.5835879,0.75906736,1.1370629,1.4567907,1.330062,0.8174683,1.1306254,1.333057,1.2423903,1.3480592,1.0070337,0.9489287,0.8625592,0.79546607,0.8093493,1.375225,0.8826821,1.1598523,1.0829245,1.291078,1.2017535,0.4428048,1.098795,1.3117685,0.5757959,1.2941568,1.0644506,0.93366194,1.0348601,0.69550264,1.0552862,0.6754258,0.74556124,1.1871482,1.2273314,0.9599942,1.3125951,0.8547549,0.7987834,1.2869097,1.4624941,0.9042343,1.3361671,1.0087953,0.9644576,1.0336281,0.9311926,1.2930137,0.99873865,1.1691786,0.85424423,0.61409,0.5987264,1.0298253,1.2101923,1.026696,0.71641946,1.0323844,0.21193671,0.7317038,1.1817939,1.3811343,0.904396,1.1631231,0.69137967,1.077842,1.0469412,1.2913208,1.3114607,1.009677,0.97528964,1.3156998,1.0454481,0.9612309,0.46356893,0.1723935,0.95644593,1.2797362,1.2006687,1.2540753,0.4476174,1.1646287,1.3173405,0.99053997,1.222515,1.0842341,0.67979825,1.2541668,1.3096879,1.0940756,1.3547125,0.8968164,0.950304,0.49915975,0.96556306,0.0,1.3233798,0.8688303,1.005669,0.6744327,1.2873471,1.0736965,1.2906435,0.93291104,1.2132148,1.231189,1.299399,1.1358868,0.8798563,0.505231,0.6071393,1.2490652,1.0121797,1.1842239,1.0369713,1.29368,1.2181013,0.90137345,1.0746093,1.0914142,1.3421597,1.3047945,1.0973017
shovel,1.0488172,0.9458909,1.043265,1.2691246,0.9171017,0.9212756,1.2359531,0.6262368,1.2254212,1.2569487,0.8321595,1.1387616,1.2109346,1.1145484,1.2219074,1.099429,0.95467,0.61012965,0.8347975,1.1397732,1.1129721,0.5587989,0.69194436,0.87773865,1.0873096,1.3004642,1.1974975,0.9999835,1.1464366,0.7586402,1.0287199,1.0726326,1.0114678,0.97125417,0.84679013,1.2626486,1.1711669,1.0030516,1.2153583,0.76756346,0.9426509,1.0588467,0.97192955,1.070826,0.9891662,1.2239926,1.1397084,0.93055356,0.96827656,1.1356837,1.0131885,1.1980828,1.1956928,0.9645613,0.7142312,1.108987,0.8723924,1.102967,1.0480206,0.85065615,1.1773299,0.91126066,0.8739125,1.1290721,1.2105874,1.2821691,1.2466526,0.90567845,0.85705,0.90245664,1.0479246,1.1869516,1.3587965,1.2160225,0.8864509,0.54381365,1.2291138,0.8242636,1.2672318,1.0426865,1.205426,0.9994102,0.6768191,1.0918677,1.2346362,0.9380655,0.82287675,1.0854944,1.2631996,1.3557923,0.98164976,0.92272335,0.87879246,1.1265976,1.3167214,1.0768471,0.7704223,1.170141,0.7608304,1.0151252,1.0420868,0.65096956,0.6276517,0.7337102,0.703726,1.197233,0.97370684,1.2483213,0.72741276,1.3233798,0.0,1.0365089,1.0553277,1.1105254,0.86662245,1.0026039,0.7265289,1.1426008,1.1767678,0.9731287,0.4690268,1.1600882,1.010051,1.2418947,1.2471428,0.8326329,1.1016144,1.0946618,1.1758666,0.7863698,0.90523463,1.0007929,0.912184,0.9869187,0.43274188,0.9579749,0.93039495
shower,1.1177846,1.2115785,1.2456552,0.6899819,1.3106809,1.2651051,1.2422271,1.1610153,0.7994102,0.6553551,1.2264662,0.6850803,0.7670643,0.990277,0.7626222,0.77788746,1.3293393,1.206595,1.3300493,0.9024362,1.3310542,1.1425824,1.1420786,1.1983112,0.95353615,1.249809,0.62474346,0.7217445,0.99393255,1.2002794,0.5706451,1.1604,1.0041238,1.2908596,1.2242347,0.61136234,1.1286006,1.3257629,0.5550114,1.2272258,1.0093526,0.9606068,0.94759333,1.0015309,0.67613786,0.7643214,0.90932745,1.2486829,1.2938184,0.8399616,1.2134953,0.8789431,1.2142749,1.2969191,1.1983576,1.0668845,1.2390501,1.0593143,0.9771294,0.78085154,0.8046366,1.2252352,1.1130311,1.3217167,0.90217066,0.8864726,0.9056996,1.1535538,0.84210896,0.9021619,0.71592367,0.9957259,0.7497388,0.7464447,1.1479686,1.0737838,1.0369577,0.92236567,0.77484757,0.97434056,1.1694483,1.1985568,1.276634,1.1304488,1.122858,1.2442465,0.9458823,0.8122182,0.70729446,0.83511573,0.9107214,1.2684233,1.2917869,1.2977476,0.85260665,1.2611284,1.1222808,1.2021399,1.061279,1.1298093,0.98587656,1.1128576,1.1519985,0.67430854,1.1943657,1.012973,0.8163653,0.72454184,1.0289865,0.8688303,1.0365089,0.0,1.017671,0.84772646,1.3393103,0.9750496,1.2475476,1.000003,1.1770217,1.1593819,1.1301624,1.1685762,0.93593615,0.81322134,0.747355,1.2566342,1.2567558,1.3034943,0.961653,1.3076277,1.286649,0.9059231,0.84068877,0.8428581,1.0544872,1.2705559,0.85422003
sink,0.9383477,0.92816424,1.0494804,1.0362387,1.0327595,0.83223295,0.987182,1.0024192,0.3088128,1.0906849,0.6382998,0.8495647,1.1918398,1.1000997,1.1809845,0.93638194,0.85749847,0.9374836,0.57889485,1.0490475,1.0534086,0.89152557,0.99438703,0.63337374,1.0020583,0.94688714,0.8919438,0.8597947,1.0681447,1.0263882,1.0790932,0.72558147,1.0785633,1.0579704,1.1267416,1.0638242,0.97184443,0.7929053,1.0623252,0.9529859,1.1494427,0.9872521,1.2038727,1.2346215,0.7802764,0.95260787,1.1359284,1.0510648,0.9371943,1.0206419,1.1119078,1.0640316,0.8917373,0.93313354,0.90234184,1.0473213,0.7307332,1.274712,1.1311656,1.044474,1.0990736,0.87625664,1.1610525,1.1235652,1.1440732,1.1567425,1.0723214,1.1287515,1.0483664,1.0724958,1.1527458,1.090558,1.009687,0.85123706,0.99204767,0.8897767,0.8933267,0.98872054,1.1465095,1.0094261,1.0368212,0.85465795,0.78738785,1.013479,1.0232296,0.8689473,1.0191927,1.1903565,1.2233864,0.93292266,1.0226974,0.77864504,0.83320546,0.83651704,1.0994585,1.1607459,0.9661232,0.44361585,1.1789479,1.12952,1.2446933,0.8516255,1.011524,0.90473676,1.083175,1.09309,1.0990603,1.1271862,1.196181,1.005669,1.0553277,1.017671,0.0,1.0494891,0.8745561,0.8356986,1.0495192,1.0652227,0.5374297,0.6857668,0.94946015,0.84588975,1.2076913,1.1530308,1.0003341,1.0414038,1.056993,0.9808131,1.0746261,0.71975774,1.1691203,0.8841205,1.0911239,0.98093194,0.97426033,0.8129788,0.99461585
slide,1.1593748,1.3442221,1.2017004,0.5163667,1.2341075,1.2115804,1.1085628,1.1295177,0.7497212,0.4627781,1.358375,0.50630826,0.631207,0.9797568,0.574345,0.71282935,1.2275236,1.3537414,1.4663842,0.7154691,1.4954184,1.2424523,1.0556464,1.3984418,0.8022327,1.1689799,0.8859238,0.6225276,0.8608676,1.2633649,0.73682034,1.0455748,0.99046975,1.4000223,1.175453,0.4582138,1.1103746,1.4377732,0.38356596,1.2793326,0.9422346,0.94439214,0.91504157,0.75368893,0.8221445,0.51896983,0.68314946,1.4002343,1.407254,0.9975041,1.2766576,0.7766111,1.2499571,1.3212458,1.4000511,1.200164,1.4465065,0.9375268,0.95912313,0.93634105,0.69908243,1.4577882,1.125111,1.1940016,0.9120079,0.8460978,0.9736455,0.9927219,0.98242664,0.861292,0.49727845,0.8374469,0.58004856,0.64668053,1.0933686,1.2242851,0.89709276,1.0459146,0.6753899,1.0065777,1.2264346,1.3800673,1.3289685,1.3172107,1.2247041,1.41101,0.9283237,0.8995032,0.5868434,0.6326175,0.79152584,1.4560014,1.4301302,1.2566347,0.57413816,1.3656075,1.2763019,1.2416755,1.0360174,1.0722245,0.8074637,1.2744706,1.2979125,0.7912586,1.3481162,0.76645696,0.7114288,0.57176006,0.93112963,0.6744327,1.1105254,0.84772646,1.0494891,0.0,1.4575322,1.0716133,1.2785416,0.9154319,1.251119,1.2864189,1.1674186,1.3159547,0.5817342,0.7495439,0.55466115,1.2122469,1.3152807,1.3547227,0.91353077,1.351857,1.1302152,0.83876145,0.88227487,1.069425,1.0875268,1.4292673,0.92144006
slipper,0.7832039,0.35466278,0.87426627,1.4176121,0.6335765,0.7325382,0.898919,0.83636844,1.2034009,1.5054514,0.44540954,1.3677387,1.4754028,0.9977169,1.3862355,1.4901311,0.72659624,0.52263546,0.38603592,1.4700606,0.56163204,0.69456005,1.0946692,0.37364393,1.0133598,0.70349073,1.1438608,1.2781727,1.3215468,0.74151576,1.3640592,0.9841726,1.1106241,0.7444626,0.89834154,1.5015973,1.0579891,0.2549547,1.5690148,0.77386963,1.2100735,1.3530133,1.268249,1.2963817,1.2298911,1.3995312,1.3727865,0.4290682,0.41613328,0.9405187,0.7996385,1.2383902,0.63439906,0.5905353,0.40637326,0.63692784,0.4963323,1.2464345,1.1931643,1.2300535,1.51359,0.285362,0.9526495,0.81301117,1.1357085,1.3221874,1.1712141,0.88651216,1.1525655,1.1776775,1.3045576,1.3141328,1.3518705,1.3195205,0.95145935,0.8201921,1.1794765,1.1534498,1.5042983,1.0743082,0.92027843,0.26136273,0.46935904,0.51512843,0.6545523,0.3962487,1.1504222,1.357096,1.4597838,1.2401185,1.4124879,0.22345412,0.3200661,0.74028623,1.3989305,0.7175523,0.644578,0.79361385,1.0526165,1.157649,1.207304,0.70641595,0.6490977,1.3471053,0.65333134,1.3121681,1.2768003,1.4692162,0.8633653,1.2873471,0.86662245,1.3393103,0.8745561,1.4575322,0.0,1.0061063,0.78277594,0.87552273,0.5313934,0.7236225,0.79479325,0.45063382,1.224807,1.2854984,1.5796247,0.79079974,0.4660266,0.4156351,1.058394,0.3905728,0.95734376,1.3945965,1.2083834,1.1035049,0.9145878,0.211048,1.157927
snow,0.87342185,1.0748079,1.0643809,1.02063,1.1354419,0.9465206,1.0791615,1.015673,0.8449641,1.1296289,0.81157416,0.87586033,1.0249996,1.1916127,1.0472186,1.0376723,1.0094572,1.0307758,1.0073346,1.0388595,1.1221163,1.0696253,1.1282579,0.8914784,0.9044515,0.89525497,0.65355563,0.9534803,1.1329515,1.0778166,1.0461404,0.84644973,0.8152627,1.1148808,1.0623145,1.0996985,1.0141737,0.9189031,1.1193124,1.1399925,0.9863907,0.99465376,1.0610592,1.2780582,0.88879997,1.0102692,1.1276484,1.0858439,0.9953555,0.8472634,0.9590173,1.055059,1.064732,0.8188783,0.9241061,1.053971,0.6858804,1.1531044,1.1331569,0.8862201,0.97801566,0.8981724,1.1036515,0.98396605,0.9892198,1.1143341,1.0175219,1.0839069,0.8458189,0.96895444,1.0807164,1.0990784,1.0402302,0.86164415,0.878136,0.90806234,1.0102668,1.0175304,1.0857356,0.9151168,1.0700433,1.017214,0.98148817,0.9543264,1.0456755,1.0249317,0.9839685,0.913573,1.0555931,1.0353385,0.9892541,0.9379281,0.9688176,1.0482948,1.0273913,1.0395406,1.0151175,1.0109183,1.0471274,1.1179729,1.1289477,0.98789644,1.0958664,0.9022672,1.0074168,1.0323453,1.0045732,1.0538229,1.0374538,1.0736965,1.0026039,0.9750496,0.8356986,1.0716133,1.0061063,0.0,1.1919904,0.98395526,0.8246743,0.89520687,1.0647994,0.9385746,1.1562612,1.068205,1.0883366,1.1863164,1.1152563,1.0370467,0.8853245,0.9534329,1.2388988,1.0150875,0.95737255,0.83793503,0.9627421,0.9442898,0.8547357
soap,1.1096077,0.7378547,0.7097399,1.3548639,0.57394,0.6711955,0.7719898,0.82607484,1.2560694,1.3340839,0.98197263,1.3929749,1.2846347,1.0702612,1.3411279,1.0725565,0.95885307,0.64550877,0.61284393,1.1880779,0.67105746,0.8948193,0.5810231,0.8982764,1.2432823,1.0732386,1.3332554,1.3231183,0.93425035,0.6977018,1.378547,0.83845353,1.1900733,0.58834875,0.82160926,1.3405381,0.83435524,0.91240543,1.3766811,0.37050545,1.0196885,0.8797489,1.0024713,1.0640103,1.2602803,1.3295543,1.1046181,0.7008984,0.4958825,1.1696292,0.7473315,1.1820182,0.99491864,0.740914,0.84146655,0.98052675,0.9507375,0.95589685,1.1203935,1.1849643,1.0897989,0.96741825,0.8245182,0.9539591,1.2702008,1.1319267,1.20629,0.9228481,1.1241899,1.1174613,1.28045,0.8388223,1.3989276,1.34671,0.925694,0.79421175,0.9236484,0.902398,1.1590339,1.2305574,0.79236686,0.7877006,0.7386607,1.1442437,1.0358125,0.68238807,1.0182678,1.193017,1.3677635,1.3299546,1.1624548,0.9187779,0.9332695,0.8243775,1.3591766,0.812912,0.92242527,0.8385544,0.83636177,0.7071953,1.1780667,0.82541174,0.5962094,1.2125381,0.7361656,1.2992016,1.242771,1.3592954,0.9450463,1.2906435,0.7265289,1.2475476,1.0495192,1.2785416,0.78277594,1.1919904,0.0,1.0859194,0.9002052,0.8315006,0.7048319,0.97139883,1.0972219,1.2689978,1.2242249,0.40533006,0.82123405,0.78716373,1.2591155,0.79763186,0.63530487,0.91183525,1.1044043,1.1570015,0.8597979,0.81912977,1.1397228
sock,0.80383533,0.94307303,1.0400609,0.90746593,0.80660194,0.8341327,0.9823419,1.14439,1.1076761,0.95795065,0.85413873,1.060679,0.89651656,1.092102,0.784098,1.1433196,0.9642472,1.0809237,1.0160663,1.0579634,1.0538769,1.0207508,0.9737299,0.92041683,1.0409257,0.8927558,0.9393949,1.1122049,1.1137863,1.112758,1.0785235,0.9014212,0.9727136,1.1435748,1.0557661,0.9856217,1.1776738,0.8449585,1.0498822,0.97727,1.1458992,1.0494303,1.1189449,0.9008781,1.1859864,1.0161431,1.0105376,0.89552987,0.8721912,0.91077965,1.0769823,1.1262479,0.90340996,0.9565824,1.0396215,0.99086595,0.97786975,0.90501654,0.97320116,1.0834677,1.0078424,0.831379,0.8646966,0.8480794,1.0281616,0.8949059,0.90650403,0.6245825,1.2180063,1.140498,0.9480365,1.0953772,0.8490865,1.0020223,1.0357251,1.1063161,1.01513,1.1838259,0.79855984,0.9519522,1.0991446,0.9048339,0.98679096,0.76841855,0.89385045,0.9007798,1.0384839,0.8741598,0.9897821,0.9281248,1.0001762,0.8425753,0.8697156,0.9539611,0.75485957,1.0332243,1.0596828,1.1362013,1.1642698,1.0475689,0.8686706,0.9575574,0.992479,1.2211173,1.0329305,1.0117675,0.94781166,1.0523766,0.96071154,0.93291104,1.1426008,1.000003,1.0652227,0.9154319,0.87552273,0.98395526,1.0859194,0.0,0.98527914,1.0574375,1.1242201,0.93397284,1.0308137,0.96247,0.9607775,0.9977183,0.9161069,0.8897808,0.7445471,0.969073,0.8962828,1.128919,1.2060497,1.0765723,1.1200062,0.8396386,1.1015124
soup,0.9403973,0.6261595,0.8845845,1.2557536,0.79905903,0.6391964,0.8612818,0.93743503,0.8050929,1.289702,0.66411614,1.166033,1.3317239,1.0582309,1.3080996,1.2006515,0.834445,0.7444272,0.4978031,1.2624396,0.78552777,0.8479924,1.0769981,0.39851505,1.0124367,0.700539,0.9853402,1.072081,1.1948601,0.8546038,1.2632878,0.70211315,1.1233311,0.8313222,1.0406592,1.2818801,0.9233444,0.44598138,1.2887297,0.8002591,1.1000675,1.1962678,1.1933153,1.2963656,1.0453207,1.2326082,1.1688935,0.7703506,0.69131523,0.97843486,0.838982,1.0825158,0.7458123,0.7439047,0.67611885,0.87491786,0.6067211,1.2386038,1.1749387,1.1189877,1.2927551,0.61482716,1.1932275,0.93242246,1.1265833,1.2041858,1.2270334,1.0946648,1.0508366,1.1352289,1.2814665,1.1427864,1.2796149,1.1997299,0.8947926,0.91271114,0.9528086,1.039064,1.3629168,1.0366822,0.8689221,0.56134564,0.75962377,0.87465465,0.8282383,0.57112277,1.1160611,1.2572516,1.3320037,1.1643301,1.3042336,0.51660395,0.61795956,0.59629047,1.2776536,0.9742901,0.82941914,0.6718961,1.1013016,1.1258341,1.3985903,0.867993,0.9327377,1.1534872,0.9260624,1.2107406,1.2875917,1.2619503,1.2803907,1.2132148,1.1767678,1.1770217,0.5374297,1.251119,0.5313934,0.8246743,0.9002052,0.98527914,0.0,0.728536,1.0246104,0.5346113,1.2068561,1.2629782,1.3195462,0.84093165,0.8135789,0.7460581,1.0967046,0.6166407,1.0610824,1.1548048,1.0709978,1.0228778,1.0553749,0.4932015,1.036337
