,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
clock,1.2827003,0.8855184,0.6136472,1.4668803,0.89888,0.512528,0.7839148,0.5171891,1.373331,0.9859866,1.4559906,0.9381771,1.4808316,1.3919775,0.88790005,1.4266939,1.0048269,0.4437256,0.6331066,0.98138285,0.7083374,0.8248615,0.9835121,0.5813824,0.97392976,0.7758405,1.0067846,0.9388329,0.0,1.0099506,1.1492114,0.81552076,1.2297933,1.3752158,0.99627113,0.51473516,1.2297815,0.538752,1.1944493,1.0065696,0.944392,0.9267547,0.9865572,1.3421056,0.8659706,0.57416546,0.94725955,1.1209818,0.85488534,0.49629366,0.5824096,0.812178,0.602297,0.95880264,1.30208,0.90609765,0.75812745,0.83759433,1.2444303,1.1969794,1.3157649,0.4274122,0.84895444,1.0927544,1.4245471,1.2379793,1.4897904,0.7829951,1.3441031,0.50574857,1.136883,1.1845442,1.3297648,1.1494001,0.94173795,0.3365252,0.5279717,0.9862097,1.1636789,1.0743802,1.1420468,1.3150308,1.3998585,1.3405597,0.8762955,0.4815017,0.5216724,1.0476532,0.9180446,0.6560263,0.40555507,0.9246003,1.3513907,0.8097738,1.0741528,1.0162841,0.66649055,1.2646898,1.1788791,0.89697284,1.359921,1.1328087,1.3357687,0.9025049,1.11289,1.3446428,1.4262996,0.35958892,1.1304994,1.2313005,1.2528985,0.86642647,1.0973322,0.943554,1.3455058,1.3509252,0.37928975,0.71467775,0.760118,0.9472014,0.496027,0.8614091,1.3500384,0.66314745,0.3776819,1.1922507
closet,0.8460245,1.1213386,1.2342578,0.9437622,1.1008288,1.1009636,1.1899939,0.9172301,0.8083646,1.1055493,0.9517069,1.047254,0.9358036,0.9849208,1.0873511,0.9200894,0.8100938,1.0320789,1.2061343,0.62183833,1.1659102,0.94472235,0.93769383,0.7663124,0.9294418,1.1752012,1.0227036,0.6662463,1.0099506,0.0,0.9903794,1.0263537,0.9542837,0.9139299,0.9491465,1.1366779,0.65734345,0.9970987,0.8318185,1.1006742,1.1346135,0.37106937,0.75783235,0.97789204,1.163226,1.1884845,1.062179,1.0308897,1.2332109,1.2425703,1.096779,1.2419572,1.0320811,1.2158924,0.9250166,1.2113271,1.1713207,1.237639,0.95926726,1.0744436,1.1299045,1.0752884,1.1269531,1.2758257,0.8680932,0.96756107,1.0314866,1.0346302,0.7388698,0.8285096,1.0103317,0.9492263,1.0652269,1.160895,0.97843015,1.2372983,0.9091071,1.0589653,1.1382442,0.9536082,0.47456598,1.1824198,0.88398683,0.90429586,0.82999337,0.9804376,1.1427968,0.91167307,1.1258259,0.89127386,1.0945297,1.0096493,1.2221977,0.91845524,0.8156907,0.42132622,1.1147494,1.1149989,0.96350574,1.1254961,0.97780764,0.95987374,1.0255302,1.0472465,0.57843715,0.8604729,1.1549165,1.17625,1.0931209,1.0588497,1.1683325,1.0877697,0.9518701,0.9639103,0.98841894,0.84972435,1.1887592,1.2456129,1.1927353,1.0426092,0.9497668,1.0607752,0.9158966,0.75749326,1.1887671,0.66293955
coat,0.9740791,1.1085852,1.2635672,0.81258595,1.2288532,1.2202587,1.1323985,1.2014316,0.9563369,0.6181968,0.66806465,0.9718702,0.6991002,0.51710665,1.1672463,0.73298,1.1904587,1.2791965,1.3198578,1.1698167,1.0717156,1.0682226,1.3117919,1.1224416,1.0700613,1.25297,0.71017313,1.0735781,1.1492114,0.9903794,0.0,1.0335436,0.7037227,0.7208722,0.9883043,1.3105307,1.1104743,1.3150668,1.073024,0.75334126,1.1447334,0.9600862,1.1088253,0.5267975,1.058194,1.2585933,0.62867236,0.89446485,1.157682,1.1965005,1.2182771,1.1206781,1.2110794,1.1810296,1.0093,1.0348814,1.1412061,1.3337853,0.7623046,1.0570569,1.0797285,1.1704673,1.0213103,1.0354117,0.6842489,1.0952077,0.7489157,1.2644167,0.9789867,1.1490167,1.0579953,1.0387932,1.209996,1.04653,1.0870607,1.1596649,1.1012131,0.76263535,1.0882858,1.1908001,0.92449564,0.93322295,0.57515514,0.5799435,1.1622698,1.1828486,1.2373846,0.92380834,1.1471153,1.1141256,1.2704066,1.09361,0.8583412,0.93713844,1.0946195,0.98065543,1.1454716,0.9705233,0.49101734,1.2987932,0.48500103,1.1345379,0.74564546,1.2760823,0.7387135,1.0822209,0.90802324,1.1477896,0.8821248,1.0881587,1.0366471,1.2461343,0.95007455,1.192815,0.28221035,0.86621076,1.2956293,1.0984181,1.0731504,1.2871735,1.1015389,1.3552386,1.0941234,1.1284112,1.146239,0.7990396
coffee,1.2074429,0.88939846,0.78740853,1.3635108,0.6914269,0.7008053,1.0004755,0.9171196,1.2387677,0.8267867,1.2237713,0.9983506,1.1886783,1.2361484,0.977476,1.0853229,0.95129675,0.7744734,0.761724,0.9757583,0.84999186,1.044421,0.66636354,0.8638786,0.92293644,0.87917084,0.8986688,1.0585824,0.81552076,1.0263537,1.0335436,0.0,1.0819302,1.1755226,1.0763505,0.7417234,0.99390334,0.7877157,0.97381556,0.92768055,1.0915239,1.0854653,1.098374,1.222225,0.915608,0.6677867,0.79419154,1.2301761,1.0047624,0.7728364,0.99765563,0.93282807,0.9284321,0.93515164,1.1995137,0.9970342,0.6880849,0.60472584,1.2700403,1.1241533,1.1380708,0.7367184,0.8844727,1.0679667,1.104945,1.101885,1.122874,1.0365982,1.2422676,0.89062816,1.1782707,1.1249417,0.9007727,1.06125,0.92786026,0.83291775,0.7938138,0.9974935,1.0832231,0.82923317,1.1963184,1.1313295,1.2174122,1.1167448,1.1423093,0.7168212,0.79388595,0.90443027,0.8818549,0.93961954,0.59168136,0.9896805,1.171796,0.97524446,1.035552,1.2152817,0.9308642,0.97460467,1.1713114,0.7876078,1.2722983,1.0870275,1.1526597,0.96845657,1.0771749,1.2052794,1.1631149,0.8411938,1.1668192,0.6251126,1.1379488,0.90498614,1.1034116,1.0034001,1.2343335,1.2730502,0.60692835,0.9607581,0.90182835,1.0081965,0.8178458,0.7886672,1.1990415,1.0166854,0.80999696,1.1711972
comb,0.7466845,1.2620449,1.2138166,0.73266906,1.2522596,1.2567761,1.1572683,1.2164233,0.8418704,0.7244624,0.69915694,1.0668349,0.68908584,0.70989025,0.9740331,0.8670682,0.97972053,1.3537306,1.3177797,1.0175891,1.0694753,1.1244932,1.2274793,1.1854101,1.0367055,1.2240509,0.7347743,1.1187661,1.2297933,0.9542837,0.7037227,1.0819302,0.0,0.79767823,0.9080939,1.274015,0.9725217,1.3507836,0.9656775,0.8584486,1.2504343,0.9957361,1.018807,0.7728784,1.1036984,1.2847297,0.6974263,0.7917425,1.1439333,1.2134806,1.2191938,1.1903282,1.2028024,1.1121724,0.8331142,0.9852983,1.2894852,1.2306151,0.7939813,0.9673405,0.95147574,1.2466073,1.10361,0.91743875,0.7331656,0.96306586,0.74567366,1.2185426,0.9932661,1.1326709,1.058773,1.006456,1.133255,1.0069244,1.0441498,1.2372444,1.1478541,1.0654672,0.9805593,1.1077721,0.9038631,0.8993804,0.84253436,0.8291037,0.96568537,1.0999405,1.2217771,0.9588344,1.1602,1.1836152,1.2828574,1.1205399,0.8025368,1.1512513,1.0823109,0.98869807,1.1160448,0.88434124,0.7915911,1.2558018,0.7468995,1.1321205,0.9228476,1.2613057,0.83257526,0.94384176,0.7737558,1.2249886,0.8626951,1.1297611,0.91273934,1.2168223,0.95283747,1.0227925,0.638839,0.7561294,1.304687,1.2513052,1.101684,1.2070123,1.1551868,1.2670493,0.9435923,1.2507101,1.2601743,0.7028581
couch,0.7559561,1.1529374,1.3769807,0.57453847,1.2648724,1.3397112,1.2520477,1.2312974,0.8878247,0.8377037,0.16232455,1.0002494,0.17935252,0.6753946,1.1826901,0.28954273,0.92101616,1.3890917,1.2968827,0.9371181,1.2676533,1.1582997,1.2766747,1.1656611,0.87030196,1.3326838,0.7732178,0.835919,1.3752158,0.9139299,0.7208722,1.1755226,0.79767823,0.0,1.0397813,1.4503261,0.7092924,1.4270935,1.0137882,0.84535587,0.97993654,0.91318774,1.0419706,0.5667168,1.2009223,1.4273103,0.93464804,0.800023,1.1837821,1.3408561,1.3395153,1.194552,1.3230143,1.2056677,0.9590265,1.1663572,1.2764773,1.3603041,0.7184614,1.0874481,0.95188683,1.3039546,1.1459849,1.058782,0.4892305,0.9749169,0.5009545,1.3012046,0.58960223,1.2260525,0.9521292,0.988594,0.97841305,1.0777119,0.9897195,1.3444576,1.2706144,1.029887,1.1139245,1.2042363,0.82060444,0.9143173,0.45295417,0.5908709,1.0505598,1.2845757,1.4261057,0.4979499,1.238477,1.279525,1.4887698,1.0333024,0.80596703,1.0246661,0.800604,0.9117935,1.2299085,1.0145329,0.7883041,1.2745633,0.6429542,1.0043342,0.70505345,1.2555615,0.76148856,0.9953846,0.81887466,1.2507807,0.84407455,1.0291488,1.0000194,1.343112,1.0264817,1.1222663,0.50170165,0.48644954,1.4540019,1.2319651,1.1940408,1.332232,1.2933217,1.2316884,0.9854406,1.0932695,1.3640256,0.65820205
cracker,0.7531937,1.0955651,1.1565331,1.0502241,1.1665899,1.1437628,0.954072,0.90764624,1.0204065,0.88605565,1.0028135,0.9164165,0.9636582,0.9825828,0.93007606,1.0380065,1.0276951,1.0845168,1.1770614,1.0700638,0.8263782,0.9803342,1.1609783,1.0619545,1.0794511,1.1123214,0.93475056,0.91471756,0.99627113,0.9491465,0.9883043,1.0763505,0.9080939,1.0397813,0.0,0.961345,0.9517749,1.0900114,0.9125364,0.9903999,1.0352564,1.0254769,0.93012166,1.0596325,1.1161361,1.0794008,0.9101465,1.0354035,1.0455897,1.0969596,1.0327965,1.0727197,1.0270163,0.9723841,0.90641034,1.1175044,1.1066442,1.0071594,1.0570651,0.9064325,1.0775524,1.1817763,1.0704705,1.0305867,1.1024734,0.9930674,0.976974,0.9232795,0.9882639,0.9566563,1.1122408,1.0406865,1.0429333,1.0095427,0.96343243,1.0446552,1.0478092,1.0469438,1.1388311,1.1202507,0.97665536,0.98237187,1.0751493,1.0364372,0.98289484,0.9723057,0.98679066,1.1029704,0.9240679,0.9643322,1.1056796,0.98221564,1.0267855,1.1265993,0.9957937,1.0483322,0.9987547,1.0414675,1.0283891,0.90986794,1.0516816,0.9800927,1.1671411,1.0396123,0.9749833,1.0567569,1.0376401,0.99167836,0.97653955,0.9797492,1.053473,1.0089351,0.9178784,0.86855555,1.0043457,0.9192165,1.0940822,1.1031339,0.96299833,0.9534551,1.0649923,1.0385609,1.0533581,1.0408015,1.0490441,0.9554118
crayon,1.2812679,0.78084314,0.6388774,1.5139526,0.81391954,0.57607734,0.7021979,0.5403171,1.2574049,1.1448996,1.6045916,0.83626175,1.5547185,1.5702636,0.8318037,1.478178,0.8842201,0.46983063,0.55352014,0.97027695,0.7981354,0.4573421,0.85442376,0.495883,0.8468856,0.5483142,1.2063556,0.9963633,0.51473516,1.1366779,1.3105307,0.7417234,1.274015,1.4503261,0.961345,0.0,1.3147967,0.56679523,1.2024776,1.2434448,1.0045927,1.024652,0.8068364,1.5302018,0.9186401,0.480618,1.0468318,1.4186213,0.8060298,0.4483539,0.67889535,0.74558365,0.310081,0.9328134,1.3251703,1.0137194,0.6033567,0.6113504,1.47001,1.2839434,1.2405739,0.5993577,0.86545473,0.84773195,1.449088,1.3307915,1.4735837,0.24948114,1.3943195,0.66089875,1.1420914,1.3154101,1.1203276,1.1217439,1.1912396,0.48500627,0.43229562,1.085274,1.2161674,1.010018,1.2272642,1.3560987,1.6015961,1.456494,0.81015265,0.23791778,0.1820128,1.0319269,0.88786554,0.6734166,0.565288,1.0172609,1.3901379,0.8629505,1.1613071,1.04862,0.89422435,1.260451,1.3555406,0.47938842,1.5543731,1.0217532,1.3730346,0.46602303,1.2370992,1.1506251,1.4157292,0.4164933,1.1381278,0.99516904,1.2079773,0.28946245,1.1650939,0.9865655,1.587347,1.4478307,0.35320735,0.75286365,0.8229592,0.32685173,0.44224614,0.64414734,1.1499197,0.6123029,0.48080796,1.316921
crib,0.80539346,1.2973793,1.219678,0.9238046,1.1160676,1.2041345,1.140059,1.0279377,0.8060051,1.0417668,0.6813016,1.2225729,0.695748,0.92255044,1.0206741,0.8103986,0.7399901,1.1748323,1.2252126,0.6062305,1.2122097,1.2212794,0.930998,1.1454239,1.0345033,1.2290648,0.9530871,0.5177841,1.2297815,0.65734345,1.1104743,0.99390334,0.9725217,0.7092924,0.9517749,1.3147967,0.0,1.2391204,0.809625,0.9503889,0.8766233,0.84071994,0.9847932,0.8944134,1.2041837,1.1968594,1.0646697,0.8972776,1.3228483,1.3144331,1.1571751,1.3266189,1.1801268,0.9651363,0.84418535,1.1984931,1.2608383,1.0889714,0.8483902,0.9223827,1.0891148,1.2241893,1.1190555,1.20646,0.7551538,0.87397146,0.8651706,1.2438978,0.5491829,1.1579969,1.1033854,0.8939965,0.9348014,1.1313397,0.920612,1.3736258,1.2588847,1.1474087,1.1132196,1.0577408,0.79426813,1.0035319,0.72676194,0.9120524,1.0315235,1.2580769,1.2604371,0.8619553,1.0530014,1.1215533,1.1343038,0.9851568,1.0124868,0.99381137,0.74441725,0.71725005,1.0093203,1.0276015,1.0390795,0.9983222,0.9390249,0.9635308,1.0864792,1.1074945,0.8910865,0.80621755,0.88414025,1.3125844,1.0469191,1.0333066,0.95148367,1.2273479,0.9482552,0.78043914,0.9521751,0.5715114,1.219111,1.3649065,1.2207571,1.1506275,1.2520808,0.7320034,0.70495754,0.98030996,1.3140616,0.7895613
cup,1.364742,0.74063253,0.5583966,1.347716,0.66867304,0.4787748,0.87314874,0.65305537,1.3626878,1.282858,1.5430986,0.9208617,1.4852651,1.4421904,1.0117096,1.3818674,1.0904392,0.24242622,0.3369034,1.0340427,0.77519095,0.8084512,0.53810257,0.50950193,0.9145414,0.70880514,1.2814492,0.9368039,0.538752,0.9970987,1.3150668,0.7877157,1.3507836,1.4270935,1.0900114,0.56679523,1.2391204,0.0,1.0354468,1.209112,0.9219767,1.0602978,1.1784003,1.379009,0.7351411,0.52849555,1.1847825,1.297188,0.69825613,0.59365845,0.76109564,0.7188766,0.64775884,1.0260586,1.0079483,0.9344779,0.56604207,0.58053803,1.3291397,1.1322651,1.1075549,0.5285223,0.94441366,1.0352628,1.437365,0.90136075,1.4525793,0.7904843,1.3026246,0.61383164,1.0246406,0.9296783,0.88289696,1.0125786,1.063555,0.45879674,0.5633676,0.92757964,1.015716,0.7961148,1.254867,1.2567186,1.4773631,1.2179937,0.9521548,0.57312727,0.5887423,1.0114143,0.9696368,0.7347836,0.5472678,0.9375737,1.3870604,0.8824195,1.1230502,1.1482117,0.9280769,1.0927751,1.283001,0.8681204,1.4149773,1.1201432,1.1580982,0.80674994,1.3007662,1.2703245,1.2837589,0.5402996,1.2950696,0.7886276,1.2658533,0.8195392,0.9201317,0.93628246,1.4251394,1.3646324,0.41716617,0.6526436,0.73592854,0.89587545,0.5583721,0.79826057,1.3098242,0.630671,0.48340064,1.323231
dish,0.89532626,1.2047803,1.0587438,0.98016995,0.9877162,1.0974064,1.0560517,1.0862625,0.84467506,1.0632163,0.95404637,1.1408786,0.89928734,0.93831146,1.0119249,0.96282065,0.928584,1.1270549,0.9986285,1.0068778,0.95222694,1.2487277,0.8219222,1.195346,1.0646671,1.1721065,1.055156,1.0439435,1.1944493,0.8318185,1.073024,0.97381556,0.9656775,1.0137882,0.9125364,1.2024776,0.809625,1.0354468,0.0,1.0165744,1.1449889,1.1378616,1.1491578,0.9596899,1.1552165,1.1152687,1.1436349,1.0021766,1.2402949,1.2238677,1.1164987,1.282797,1.1839478,1.0149174,0.6759907,1.1263835,1.1796811,0.98422855,0.9459266,0.5890476,1.0757463,1.252117,1.1367378,1.1434393,0.92870843,0.65387356,0.9825095,1.1576096,0.9138586,1.1587344,1.192298,0.8362798,0.9193973,0.9860877,1.0093055,1.242201,1.2398394,1.0933417,1.0182534,0.8588041,0.9472508,0.83025765,0.91309905,0.9626286,1.1181926,1.193581,1.2548604,1.0130657,0.76207197,1.038288,0.9003962,1.0221542,0.8963883,1.1833755,0.86818963,1.0176203,1.1157777,0.5911815,0.89020234,1.038517,1.0037711,0.9131274,1.0987169,1.0586036,1.0572084,0.8197022,0.8987665,1.2074146,1.0210027,1.0187881,0.88808465,1.1466863,0.8144369,0.7937456,1.0462662,0.899204,1.08743,1.322067,1.1542534,1.1302952,1.2276169,1.0055872,0.81402904,1.1927093,1.2242508,1.0416994
dog,0.7217283,1.196332,1.1148223,1.1092134,1.1743212,1.184281,1.025466,1.0812545,1.2108233,0.39194882,0.8565124,1.0838988,0.83352506,0.94480336,0.92577064,0.88968754,1.1188983,1.1689061,1.2181704,1.1576037,0.8448442,1.1858047,1.311744,1.0689526,1.0118006,1.1741011,0.1695553,0.9562765,1.0065696,1.1006742,0.75334126,0.92768055,0.8584486,0.84535587,0.9903999,1.2434448,0.9503889,1.209112,1.0165744,0.0,0.850706,1.079688,1.22594,0.87716407,1.0196977,1.1484365,0.5324949,0.9680487,1.1270102,1.0125525,1.0675118,1.0579078,1.1976016,0.8432454,1.0317848,0.940594,0.952312,1.19862,0.9739972,0.9878533,1.0924202,0.9751234,0.6225114,1.0074903,0.8265937,1.112627,0.9661421,1.3182869,1.0553308,1.047587,1.1215657,1.0683396,1.1839321,1.126282,0.7668714,1.0663478,1.0509479,0.9432326,1.0023974,1.2539477,1.0824323,1.00249,0.9264325,0.8701415,1.2457237,1.1389431,1.1585615,0.8117977,1.0503582,0.87542844,1.1151103,0.6045584,1.0066109,0.9752236,1.0218909,1.1063541,0.57918155,0.97722626,0.8753486,1.2068537,0.99142104,1.1158425,0.934178,1.2878697,0.9592478,1.2760403,1.0062628,0.9845784,0.90450335,1.0662628,1.1400853,1.2932528,1.0589482,0.9337921,0.77675974,0.9853195,1.0963533,1.0281159,1.0138708,1.3737743,1.0262135,1.1599668,1.2845001,1.0075842,0.89834476,0.9795302
doll,1.0887276,0.7590632,0.97304374,1.0481673,0.9323663,0.9963326,0.8745581,0.82636255,1.2749519,1.1991916,0.99993455,1.1133008,1.1044459,1.0815669,0.93301916,0.8990237,0.9118923,0.7955431,1.0392352,1.0594184,1.0373574,1.1010299,1.1470423,1.1414983,0.8606837,0.9553395,0.9992846,0.9691257,0.944392,1.1346135,1.1447334,1.0915239,1.2504343,0.97993654,1.0352564,1.0045927,0.8766233,0.9219767,1.1449889,0.850706,0.0,1.2294378,1.2529552,0.97987306,0.99085945,0.9724022,1.2271419,0.95578504,0.8373199,1.035519,0.78350633,0.7701297,1.0093774,0.7590436,0.9486223,1.0628741,0.7010881,0.879934,0.9848204,0.9829345,0.7523964,0.82772446,0.77029645,1.1147504,1.0077645,1.1529784,0.9879231,1.0758917,0.96223456,0.9988,0.96680564,1.0391258,0.8160323,1.0814979,0.9015394,0.93804455,1.1546184,1.0395011,0.94600844,1.1642344,1.2675834,0.9911814,0.8848756,1.05179,1.0422106,1.0585034,1.0402824,0.89248705,0.8784894,0.9017129,0.97994655,0.76819444,1.0190018,0.8183609,0.9707963,1.1601268,0.7997266,1.2278812,1.0789328,0.8795196,1.1281171,0.88501626,0.9477102,1.0329111,1.3186897,1.1854559,1.0914836,1.0173597,1.1586738,0.9455204,1.0433668,1.022675,1.1857386,0.7174243,1.0597079,1.1212252,0.89651096,0.71715546,1.1492031,0.95959467,1.1002737,0.6600777,1.0817595,0.8846961,0.8098707,1.2289537
door,0.84078074,1.1307708,1.2350572,0.9871618,1.1715565,1.0956645,1.1585418,0.93265486,0.6881538,1.0337703,0.99893004,0.92682207,0.9315384,1.0578722,1.0726696,1.0390593,0.9894398,1.1073248,1.088888,0.6002055,1.1383173,0.71034074,1.0249542,0.5795901,0.9461197,1.2186179,0.94804245,0.633146,0.9267547,0.37106937,0.9600862,1.0854653,0.9957361,0.91318774,1.0254769,1.024652,0.84071994,1.0602978,1.1378616,1.079688,1.2294378,0.0,0.44266057,1.0378886,1.1590513,1.1415054,0.98129964,1.0808895,1.1906958,1.1199794,1.0590811,1.1788455,0.93062043,1.2452254,1.1231754,1.2111983,1.2063556,1.390095,1.0324769,1.1981276,1.1763375,1.0146244,1.0937681,1.1268314,0.9903727,1.1108173,1.0640322,0.8379742,0.85002244,0.71394986,0.9646653,1.0197517,1.2551198,1.2033839,1.1365837,1.1966562,0.7863786,1.0892669,1.2126741,1.0426149,0.26605976,1.1675187,0.99970865,0.9530842,0.69455856,0.9716669,1.0479381,0.9916446,1.18495,0.89218915,1.1090575,1.028582,1.1802113,0.906763,0.83160734,0.27957857,1.06289,1.1878868,1.0188761,1.1406779,1.0294213,1.0489247,1.0423213,0.9398811,0.3316331,0.80600256,1.1174983,1.0940922,1.0032983,1.206783,1.0922873,0.9721397,0.9119198,1.1457195,0.97298855,0.8537775,1.1814117,1.200037,1.143916,0.98008746,0.86004037,1.194673,0.9681787,0.6951983,1.1864973,0.5070725
drawer,0.96353066,1.0706956,1.1544783,1.04217,1.0600669,1.0659394,1.1189985,0.8565635,0.620978,1.1599338,1.1117005,0.8100681,1.0586145,1.1917951,0.9405945,1.1108468,0.9253183,1.1413542,0.9835933,0.5925276,1.1736958,0.62432593,0.9900601,0.7180287,0.9943485,0.9899261,1.1182561,0.8681167,0.9865572,0.75783235,1.1088253,1.098374,1.018807,1.0419706,0.93012166,0.8068364,0.9847932,1.1784003,1.1491578,1.22594,1.2529552,0.44266057,0.0,1.2133446,1.1096373,1.0874546,1.1155297,1.1821849,1.1357,1.0471374,0.97853774,1.0889921,0.8757639,1.0494311,1.1697494,1.1207985,1.1659322,1.1784772,1.1617447,1.1704391,1.0901363,1.1412566,1.0858003,0.78798735,1.1266733,1.103581,1.0539689,0.5745196,0.99815655,0.8193028,0.9885409,1.1309818,1.1325293,1.0814536,1.1169665,1.1395258,0.9025851,1.1517444,1.0941209,1.007619,0.48957622,1.1789036,1.1781769,1.2071553,0.5660807,0.85771215,0.9014715,1.146675,1.0955424,1.0621526,1.0221491,1.0699898,1.1436615,0.96492064,0.8932133,0.5369993,1.0641618,1.1084157,1.1261101,0.80287313,1.1580913,0.98184794,1.126074,0.7157894,0.66365206,0.65333676,1.059457,1.001725,0.9223613,1.1661202,1.0052352,0.6471181,1.0089445,1.1597178,1.2163237,0.95081174,1.0900605,1.1460637,1.1068858,0.66775215,0.9814608,1.0323427,0.7982067,0.86700124,1.1585882,0.8193162
dress,0.9173232,1.1318463,1.3679681,0.55852735,1.217427,1.3658719,1.2245588,1.3116862,0.92387784,0.95873994,0.50813866,1.1219051,0.51543623,0.26333266,1.2301062,0.6899554,1.1176077,1.3739618,1.4473829,1.1266158,1.3076987,1.247731,1.31161,1.3626273,1.0999442,1.308232,0.93766415,1.0730077,1.3421056,0.97789204,0.5267975,1.222225,0.7728784,0.5667168,1.0596325,1.5302018,0.8944134,1.379009,0.9596899,0.87716407,0.97987306,1.0378886,1.2133446,0.0,1.0788759,1.4073989,0.9799339,0.63695943,1.1434175,1.3776013,1.2651618,1.1766518,1.3839643,1.1472073,0.74247336,1.0056517,1.2253674,1.2850463,0.48323524,0.9496267,0.83290386,1.2627027,1.0752081,1.1563488,0.58650434,0.93509865,0.69044554,1.4214854,0.79172623,1.2924129,0.903803,0.8546401,1.004385,0.94217217,0.97626245,1.3458611,1.3816923,0.5401058,0.97478443,1.1759403,0.9696603,0.78096014,0.17181325,0.52498955,1.1204578,1.4289528,1.4786966,0.95166785,1.1618075,1.2195326,1.4142284,1.0414151,0.77434707,1.0297278,0.92486554,1.056013,1.2094729,0.92438567,0.35507607,1.3651242,0.30572903,1.0769131,0.71807146,1.3361564,0.86397237,0.99364823,0.7626158,1.3834181,0.8901497,1.035123,0.95729685,1.3910646,0.9903075,1.0653447,0.29118192,0.6764579,1.4722855,1.1458964,1.1403549,1.3373816,1.3751643,1.2646931,0.95708865,1.2408319,1.3064785,0.7763305
ear,1.3017964,0.70036185,0.7986487,1.0980859,1.1324116,1.0452589,0.98754656,1.0042225,1.4269478,1.0869446,1.2418445,0.8508612,1.194227,1.0869577,1.0898429,1.0997494,1.2536633,0.88046557,0.8151237,1.3303237,0.9491087,0.8920475,1.0934618,0.8066163,1.0636888,0.754634,1.1583476,1.0853941,0.8659706,1.163226,1.058194,0.915608,1.1036984,1.2009223,1.1161361,0.9186401,1.2041837,0.7351411,1.1552165,1.0196977,0.99085945,1.1590513,1.1096373,1.0788759,0.0,0.8461867,1.0166385,1.0012152,0.30169702,0.7582891,0.95320654,0.36651045,1.0085673,1.0956439,1.1350391,0.4244485,0.7976515,0.7501645,1.0719863,1.1597028,0.650682,0.7440552,1.0894148,0.9381917,1.2411602,1.1589798,1.1435633,1.0719302,1.2157341,0.9414201,0.5789151,1.1663895,1.0746697,0.51602226,0.6927407,0.587873,0.76208013,0.501134,0.6784776,1.147004,1.2541405,1.1472069,1.156275,0.8367706,1.0921059,0.97689265,0.8417577,0.9155227,1.0781679,0.8073505,0.96005046,1.1023548,1.1253307,1.03601,1.1208009,1.2860363,1.0075489,1.1473303,1.0079675,1.1071513,1.0379591,1.1178626,0.8140046,1.1946732,1.2587334,1.4303198,1.2048945,0.7310277,1.1611193,0.7858818,1.2052913,1.1574886,1.304091,1.0162177,1.0495646,1.3541529,0.8813544,0.3020411,0.41078103,1.1294413,0.74583554,1.1477205,1.381942,0.93589497,0.5566299,1.2019091
egg,1.3182669,0.76796365,0.45909005,1.377481,0.5392293,0.49969923,0.78019124,0.796643,1.2438306,1.1149898,1.4814796,0.9208753,1.4314818,1.425277,0.93082285,1.362634,1.0031043,0.5858188,0.48433167,1.0995965,0.6878445,0.9001495,0.5872898,0.8158245,0.9641928,0.39276028,1.1759288,1.0668819,0.57416546,1.1884845,1.2585933,0.6677867,1.2847297,1.4273103,1.0794008,0.480618,1.1968594,0.52849555,1.1152687,1.1484365,0.9724022,1.1415054,1.0874546,1.4073989,0.8461867,0.0,1.0504959,1.2317566,0.74362504,0.54976964,0.7991564,0.77950907,0.7342063,0.8656383,1.1601377,0.89906675,0.63408333,0.5424434,1.3230755,1.122309,1.1161301,0.6493457,0.97555554,1.0622246,1.3640745,1.1074961,1.398525,0.7638732,1.3736453,0.74875927,1.1426073,1.0864943,0.98093337,1.0416747,1.0077473,0.50061107,0.70520693,1.0437064,1.028506,0.61919403,1.2697709,1.2231926,1.467861,1.2586906,1.0056331,0.681248,0.5058769,1.0234708,0.8057265,0.8680331,0.4237656,0.9870658,1.2648594,1.0135809,1.1765435,1.2256052,0.79526114,1.1023203,1.2692608,0.7924484,1.4007916,1.1247802,1.2140996,0.79242855,1.2660685,1.1620191,1.2497222,0.68381536,1.2553387,0.8671588,1.1498224,0.75410163,1.12299,0.863593,1.3890159,1.402841,0.35093045,0.7465409,0.76741314,0.7984549,0.7143938,0.7015132,1.1585493,0.94185543,0.584204,1.2796053
