,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
shirt,0.8939524,1.103699,1.3616691,0.4449836,1.2670071,1.3802183,1.2593896,1.3472672,0.81026244,0.93453425,0.52062804,1.0643302,0.5849101,0.09863269,1.2020824,0.6864121,1.0846212,1.4550161,1.4756837,1.0985122,1.25748,1.2720096,1.3282437,1.371988,1.15452,1.3052213,0.9756428,1.0752509,1.359921,0.97780764,0.48500103,1.2722983,0.7468995,0.6429542,1.0516816,1.5543731,0.9390249,1.4149773,1.0037711,0.99142104,1.1281171,1.0294213,1.1580913,0.30572903,1.0379591,1.4007916,0.9407186,0.58443624,1.0607829,1.3796072,1.3221905,1.1442584,1.3759549,1.2112111,0.80621076,0.8992286,1.3474452,1.3341513,0.46497685,0.99344856,0.7353812,1.3483374,1.2007428,1.120486,0.6498898,0.88236606,0.6621093,1.4189743,0.72343993,1.3395618,0.8298177,0.8869188,1.0140325,0.7892215,1.0165842,1.3111326,1.4059213,0.68497574,0.8646318,1.1177025,0.9207434,0.7931806,0.30366004,0.60277146,1.0765711,1.4526426,1.4384719,1.0556,1.2007264,1.3194855,1.4456408,1.1820908,0.6967626,1.1243498,1.0123925,1.0251464,1.2743012,0.90219903,0.45385408,1.4236269,0.0,1.0055841,0.66104984,1.3705947,0.8326912,0.9105574,0.7167263,1.4122429,0.8560365,1.1073003,0.91024286,1.4180478,0.9027825,1.1985769,0.28344357,0.6065499,1.5219238,1.1372288,1.0426501,1.3319366,1.3940611,1.3696995,0.8893181,1.365265,1.3727489,0.68541515
shoe,0.92241734,0.95023644,1.0712432,1.0131422,0.9161807,0.9672524,1.0174899,0.848049,1.0234717,1.183702,1.0257577,1.121597,1.0544754,0.9835993,0.96933424,0.9499889,0.75919724,0.99190146,1.0914408,0.88869303,1.1539906,1.1029454,0.9266045,1.112417,0.88678986,1.0078701,1.1028627,1.065319,1.1328087,0.95987374,1.1345379,1.0870275,1.1321205,1.0043342,0.9800927,1.0217532,0.9635308,1.1201432,0.9131274,1.1158425,0.88501626,1.0489247,0.98184794,1.0769131,1.1178626,1.1247802,1.1904792,1.008668,1.1318669,1.1134219,0.94312227,1.0714657,1.0366362,0.9000037,1.0361898,1.0899246,0.9504362,0.9346632,1.0018266,1.0064675,0.9960767,0.96268654,1.0015125,1.0747759,0.949789,0.9703459,0.9718023,0.97159135,0.9427566,1.0649059,0.97018564,0.9503114,0.80544704,0.97583807,1.1010709,1.2241665,1.1016985,1.1283516,1.0186516,0.9631155,0.99551016,0.96614206,1.015434,1.1603642,0.999151,1.0372107,1.1169621,1.0660074,0.93047154,0.9758838,1.0468606,1.0251276,0.97479063,0.7632962,0.8023342,0.9534815,1.0141985,1.0617229,1.0403762,0.811271,1.0055841,0.0,1.0448962,0.8618479,1.1269975,0.97137094,1.1021186,1.0842936,0.9840105,0.96260476,1.0053792,0.89996374,0.9603999,0.9215253,1.1560001,1.0401328,1.0860945,1.0495839,1.1574049,0.9088506,1.0802888,0.77659136,0.9347002,0.9597123,1.157871,1.0409898
shorts,0.930853,0.84867907,1.2318338,0.52921355,1.1660264,1.294587,1.1591101,1.3007498,1.0999067,1.0119812,0.6977421,0.7645569,0.6537307,0.68025494,1.1319349,0.567199,1.1462531,1.2801254,1.1577991,1.1654851,1.1669037,1.115098,1.1724774,1.024279,0.8195697,1.050415,1.0028497,0.946327,1.3357687,1.0255302,0.74564546,1.1526597,0.9228476,0.70505345,1.1671411,1.3730346,1.0864792,1.1580982,1.0987169,0.934178,0.9477102,1.0423213,1.126074,0.71807146,0.8140046,1.2140996,0.9817642,0.9190579,0.8693588,1.2534572,1.2763124,0.8063319,1.2965333,1.1715494,1.0090431,0.853455,0.9937828,1.2098362,0.9130357,1.0809178,0.75191134,1.186826,1.0694025,1.0606401,0.6583413,0.9292348,0.60473406,1.2824068,0.69450563,1.2482872,0.61687875,0.93547106,0.8904252,0.8211531,0.8176217,1.1863523,1.1279058,0.7817663,0.827703,1.0504574,0.95454526,0.84070075,0.6028637,0.40206838,1.0909582,1.3101703,1.270703,0.7373321,1.1475071,1.2081885,1.3369684,1.0637045,0.70488775,1.0213935,1.0529902,1.0989668,1.2359109,0.9640449,0.852928,1.3178806,0.66104984,1.0448962,0.0,1.3216362,1.0081954,1.1546286,0.96189255,1.2355586,1.0604602,0.70149094,1.0424316,1.3369056,1.1386473,1.2270536,0.601326,0.9555149,1.3274606,0.87717354,0.9803471,1.3042643,1.15789,1.354348,1.1604583,1.203877,1.1506584,0.9895773
shovel,1.0714307,0.93590164,0.97132915,1.2612994,0.6836534,0.71625715,0.978273,0.7759158,0.7950529,1.2956259,1.3401109,1.0395466,1.3202533,1.3856637,0.88307875,1.258744,0.9274655,0.753132,0.6531111,0.78502464,1.0745398,0.6254583,0.59187615,0.7492659,1.0991223,0.74374306,1.2723315,0.9518252,0.9025049,1.0472465,1.2760823,0.96845657,1.2613057,1.2555615,1.0396123,0.46602303,1.1074945,0.80674994,1.0586036,1.2878697,1.0329111,0.9398811,0.7157894,1.3361564,1.1946732,0.79242855,1.2307942,1.3516651,1.1596806,0.8710668,0.8848829,1.0446434,0.538278,0.8780086,1.2676549,1.2812309,0.7625051,0.87628424,1.2774761,1.1290336,1.2459812,0.8270684,0.95864475,0.8260513,1.2259752,1.0391668,1.2087103,0.25281298,1.0902187,0.88652897,1.1847708,1.0164415,0.89807427,1.2077994,1.2741342,1.0033176,0.781263,1.2572749,1.1745124,0.74169254,1.0000384,1.2345309,1.3321325,1.3845663,0.84835815,0.7290673,0.61480486,1.2111604,0.97316134,0.9799844,0.67400384,1.0757002,1.286068,0.79782563,0.9302449,0.90573025,0.9467887,1.1454309,1.2822542,0.47110784,1.3705947,0.8618479,1.3216362,0.0,1.037125,0.64132774,1.1645476,0.86800665,1.0748076,0.9535193,0.7600212,0.18212539,0.9782635,1.0762815,1.4140271,1.1071562,0.76099634,1.0737748,1.166101,0.28473198,0.8554854,0.69133985,0.684309,0.61977816,1.0081215,1.2210314
shower,0.76708305,1.1731238,1.3610542,0.8531536,1.2762334,1.22164,1.2508943,1.1535048,0.4912187,0.7149558,0.7292868,0.9138626,0.7038596,0.83974427,1.1262913,0.85010695,1.1580479,1.319038,1.242392,0.85975754,1.1440825,0.87527555,1.0700053,0.8321823,1.0651323,1.2667811,0.74995637,0.80742306,1.11289,0.57843715,0.7387135,1.0771749,0.83257526,0.76148856,0.9749833,1.2370992,0.8910865,1.3007662,1.0572084,0.9592478,1.3186897,0.3316331,0.66365206,0.86397237,1.2587334,1.2660685,0.70594794,0.9757759,1.2584039,1.2441624,1.2017324,1.249041,1.0781871,1.3352385,1.0468668,1.1624947,1.3588727,1.4887125,0.9409664,1.1217135,1.1482222,1.2200806,1.1461357,1.0865033,0.84757465,1.0913442,0.7778977,1.0351313,0.79130423,0.94421506,1.0160487,0.99916047,1.2694545,1.1944923,1.1368495,1.2544148,0.93952215,1.1160511,1.1095307,1.0164768,0.4066484,1.0546764,0.7924582,0.8636273,0.94419223,1.1196009,1.19422,1.0329577,1.2177454,1.0375034,1.2081656,1.0848695,0.9987699,1.111597,0.9943665,0.46444893,1.164734,0.9414236,0.9189598,1.2178795,0.8326912,1.1269975,1.0081954,1.037125,0.0,0.68534046,0.8437357,1.191896,0.8975254,1.2045802,0.9066647,1.1030929,0.8422532,1.2978218,0.788569,0.7225844,1.3424237,1.2818404,1.1648345,1.083361,0.9859583,1.3575695,0.86599684,0.999923,1.2980075,0.51673734
sink,0.9186922,1.2483239,1.265106,0.8054466,0.864573,1.0492785,1.204276,1.2392176,0.06601548,1.1732199,0.87014055,1.1534897,0.89833534,0.902992,1.1083586,1.0168264,0.94110954,1.2921579,1.0563508,0.63597286,1.2142379,1.083258,0.68666834,1.239165,1.2298536,1.1144106,1.145939,1.0669858,1.3446428,0.8604729,1.0822209,1.2052794,0.94384176,0.9953846,1.0567569,1.1506251,0.80621755,1.2703245,0.8197022,1.2760403,1.1854559,0.80600256,0.65333676,0.99364823,1.4303198,1.1620191,1.1576294,0.9707913,1.3588412,1.3606384,1.1877577,1.428126,1.0554099,1.0553355,0.79581606,1.2665718,1.3365557,1.1375445,0.8954451,0.7982365,1.0249747,1.4277536,1.2333133,0.9713189,0.9483508,0.8080962,0.81711,0.7809776,0.83889496,1.1661788,1.1376697,0.88111687,0.8695061,1.1279492,1.269171,1.4031919,1.3453957,1.3439251,0.95924985,0.70475864,0.61700904,0.9316488,0.9131792,1.1391853,0.8235909,1.2128866,1.2089535,1.3481898,1.0290865,1.3901398,0.99215204,1.1738148,0.93390197,1.1712992,0.9028005,0.66472435,1.2520667,0.8334652,1.0477444,0.8303211,0.9105574,0.97137094,1.1546286,0.64132774,0.68534046,0.0,0.54075384,1.4091082,0.8782181,1.0758973,0.49214762,0.69368726,0.74007946,1.0903695,1.0161755,0.67264473,1.3149081,1.4780781,1.3473551,0.6148238,1.3811839,0.92760843,0.08875978,1.2083937,1.5434887,0.8321041
slide,0.8852938,1.2077569,1.1881595,0.63752353,1.038764,1.1851723,1.1884685,1.3812667,0.50432223,0.8775642,0.6340871,1.2123939,0.65616524,0.6909919,1.2131499,0.8574399,1.1056496,1.348885,1.174524,0.99608123,1.1865762,1.2467769,0.9159878,1.4086667,1.2782655,1.24589,0.94344693,1.1487259,1.4262996,1.1549165,0.90802324,1.1631149,0.7737558,0.81887466,1.0376401,1.4157292,0.88414025,1.2837589,0.8987665,1.0062628,1.0914836,1.1174983,1.059457,0.7626158,1.2048945,1.2497222,0.92362875,0.8442053,1.0960648,1.2902752,1.2967637,1.2273594,1.2995217,1.0655409,0.7119061,1.0448085,1.2975606,1.0312586,0.82422256,0.7601265,0.7444719,1.3911619,1.1072955,0.9003664,0.77141136,0.8014433,0.63994396,1.271308,0.8399533,1.3453178,1.061279,0.82451195,0.79609734,0.9132978,1.1847616,1.277682,1.483288,1.1510178,0.84330225,0.94272834,0.9137458,0.6641506,0.76382136,0.9002341,1.1801988,1.3644047,1.3598709,1.1735048,1.1229082,1.440846,1.2415924,1.1113399,0.64048123,1.2844005,1.0102912,1.0439086,1.2254905,0.7306506,0.9464518,1.0757492,0.7167263,1.1021186,0.96189255,1.1645476,0.8437357,0.54075384,0.0,1.385822,0.80387866,0.9854044,0.6713833,1.1916357,0.7873148,1.1607791,0.7292948,0.5960304,1.3641586,1.2762991,1.1339362,1.0980719,1.4825971,1.1685736,0.5659539,1.3929495,1.3629873,0.8611996
slipper,1.2656574,0.83359635,0.6636671,1.4191463,1.088129,0.6753984,0.7503932,0.5830498,1.4261597,0.86477983,1.3812076,0.78201896,1.3380773,1.466008,0.9273219,1.2918118,1.1098815,0.47504443,0.55338025,1.1261827,0.7325181,0.7543769,1.0455043,0.5089952,0.88933945,0.73297775,0.9866232,1.0094647,0.35958892,1.17625,1.1477896,0.8411938,1.2249886,1.2507807,0.99167836,0.4164933,1.3125844,0.5402996,1.2074146,0.9845784,1.0173597,1.0940922,1.001725,1.3834181,0.7310277,0.68381536,0.87305665,1.2578739,0.6984934,0.38953233,0.67582893,0.6608423,0.5471214,0.9740104,1.3738117,0.8245475,0.6340593,0.78611374,1.324098,1.2865462,1.21871,0.47604305,0.9110687,0.8771843,1.3788491,1.3618891,1.2885194,0.6573133,1.3504901,0.6457309,0.9979933,1.250849,1.2587167,1.0647173,0.958122,0.2963143,0.40802264,0.8995434,1.2309752,1.214438,1.254719,1.2747581,1.4621875,1.2598746,0.947719,0.3649556,0.49405038,0.87735206,1.0483875,0.6391984,0.7291881,0.9654623,1.3095506,0.85211647,1.1085837,1.1685412,0.7781073,1.2379489,1.2533953,0.8303647,1.4122429,1.0842936,1.2355586,0.86800665,1.191896,1.4091082,1.385822,0.0,1.133649,1.0293912,1.3021011,0.78251535,1.1708828,1.0056413,1.3466138,1.4154708,0.4681396,0.5935713,0.62521785,0.87762237,0.3866037,0.95018333,1.4103478,0.6455597,0.29037237,1.24389
snow,0.8940354,1.1166868,1.1578305,0.94843495,1.1282843,1.1139592,1.0838959,1.1295776,0.7943969,0.7990341,0.7965491,0.92939395,0.8958363,0.84930956,0.97153586,1.0054054,0.88680655,1.2250286,1.203656,0.94366336,1.0596974,1.0555261,1.2118971,1.1882327,1.0558151,1.1264029,0.8333038,1.1500953,1.1304994,1.0931209,0.8821248,1.1668192,0.8626951,0.84407455,0.97653955,1.1381278,1.0469191,1.2950696,1.0210027,0.90450335,1.1586738,1.0032983,0.9223613,0.8901497,1.1611193,1.2553387,0.8677497,0.93691444,1.1538731,1.0539956,1.0913372,1.1719954,1.1746695,1.0846057,0.8593085,1.0817207,1.2730551,1.1899159,0.9387589,0.98665786,1.0425347,1.2388977,0.84712917,0.9408879,0.93576705,1.0173255,0.94481456,1.0807202,0.97153986,1.1399231,1.008002,0.99523497,1.1489187,1.0134,1.1199658,1.1537834,1.2416099,1.0376418,1.0317364,1.1325055,0.90661263,0.948467,0.9240263,1.0616876,0.9687802,1.0997902,1.1723403,1.1332632,1.0201702,1.160817,1.1903003,0.8985185,0.8903483,1.1150603,0.97677547,0.92657435,1.052732,0.8699148,0.96456945,1.0145887,0.8560365,0.9840105,1.0604602,1.0748076,0.8975254,0.8782181,0.80387866,1.133649,0.0,1.2690313,0.86974484,1.0819386,0.74986804,1.1793483,0.9210372,0.7651293,1.2141564,1.1797034,1.0892534,1.087382,1.2142763,1.1078819,0.8933006,1.16172,1.1313946,0.9090181
sock,0.9907427,0.77112854,0.9794057,0.93361664,0.73694324,0.98800725,1.0620948,1.0985636,1.1554657,1.0887649,1.0175117,0.8948542,0.8863591,1.0089883,1.0686176,0.8063773,1.0832797,0.8979618,0.8814063,1.082352,1.0224566,1.1621723,0.659749,1.0087664,1.0570594,0.7925293,1.1696926,1.0211201,1.2313005,1.0588497,1.0881587,0.6251126,1.1297611,1.0291488,0.9797492,0.99516904,1.0333066,0.7886276,1.0187881,1.0662628,0.9455204,1.206783,1.1661202,1.035123,0.7858818,0.8671588,1.096165,1.232433,0.7932497,1.0850303,1.22065,0.76714396,1.1523919,0.9232912,1.0583962,0.9942604,0.46856952,0.64011526,1.2270621,1.0447881,0.7882165,0.9701808,1.124365,1.0423824,0.97475564,0.93891376,0.79168755,1.0214902,1.0364406,1.1209038,0.82823765,0.9114795,0.42726427,0.8941123,0.8296094,1.0643287,0.96676147,0.84826577,0.9355284,0.7679679,1.1679007,0.9274313,1.0067941,0.72419554,1.0520926,1.054089,1.0849009,0.8443414,1.0320585,1.082369,0.9960834,1.0475693,0.9723288,1.0736954,1.0479665,1.3370631,1.1466258,0.9907852,1.096133,0.88653946,1.1073003,0.96260476,0.70149094,0.9535193,1.2045802,1.0758973,0.9854044,1.0293912,1.2690313,0.0,1.0919876,0.93369436,1.2612716,1.026131,1.0509772,1.1522065,1.0063548,0.83588195,0.8848785,0.9080021,1.0551016,0.92827284,1.1116159,1.0727949,1.0384712,1.2871656
soup,0.8892162,1.1918055,1.1869293,0.8419571,0.9543084,1.0733523,1.1244786,1.2908745,0.543329,1.0859822,0.81525064,1.0798529,0.9461817,0.8827066,0.9624282,0.9356029,1.0134676,1.3013039,1.020425,0.9603342,1.105342,1.1431614,0.87352794,1.3495462,1.2466946,1.1064566,1.0992724,1.2009186,1.2528985,1.1683325,1.0366471,1.1379488,0.91273934,1.0000194,1.053473,1.2079773,0.95148367,1.2658533,0.88808465,1.1400853,1.0433668,1.0922873,1.0052352,0.95729685,1.2052913,1.1498224,1.1020913,0.85356015,1.1910474,1.2226139,1.1866534,1.2276418,1.0921445,1.0497255,0.92929906,1.104215,1.3016176,1.1369855,0.84561914,0.795085,0.9587631,1.2870936,1.1379313,0.97495866,0.93386,0.8342279,0.7837542,0.95904124,0.9111009,1.185715,1.032023,0.86562705,0.9606732,1.0513867,1.1021324,1.2085513,1.3183308,1.2087042,0.9060013,0.86330986,0.89664185,0.86287683,0.86203146,1.0673355,1.0286862,1.2613473,1.1717849,1.2437667,1.0215572,1.3467098,1.0116143,1.1087503,0.80127615,1.148653,0.93192744,0.98221874,1.1061094,0.83615446,1.0278435,0.9254139,0.91024286,1.0053792,1.0424316,0.7600212,0.9066647,0.49214762,0.6713833,1.3021011,0.86974484,1.0919876,0.0,0.9037504,0.8251404,1.0914023,0.94191,0.8056314,1.2422462,1.248991,1.23559,0.86175025,1.3121147,1.0642047,0.4816426,1.2786694,1.3660512,0.989716
spoon,1.1762643,0.8727841,0.8792302,1.3069506,0.64948535,0.68725586,0.94512475,0.79709584,0.8435551,1.2452695,1.4361564,0.91992885,1.4099139,1.4247688,0.8533313,1.3499808,0.94072306,0.72082996,0.72621167,0.8759976,1.0756121,0.492738,0.7241103,0.7529866,0.99353886,0.6985286,1.2500932,1.0834037,0.86642647,1.0877697,1.2461343,0.90498614,1.2168223,1.343112,1.0089351,0.28946245,1.2273479,0.8195392,1.1466863,1.2932528,1.022675,0.9721397,0.6471181,1.3910646,1.1574886,0.75410163,1.172032,1.3573198,1.0749993,0.8156849,0.82321465,1.0092697,0.48456585,0.8707622,1.2133644,1.2039669,0.72015965,0.78176975,1.3066754,1.1703652,1.1896238,0.8616196,0.9554771,0.710585,1.2997363,1.1753325,1.2821994,0.12522793,1.2216748,0.82177263,1.1873928,1.1397212,0.8727407,1.1693542,1.2666321,0.9084455,0.754868,1.2306705,1.1486295,0.8062258,1.0311179,1.2302132,1.4174492,1.4283946,0.80871755,0.54840755,0.5118612,1.2264154,0.98978883,0.9036732,0.71083415,1.0423831,1.3007827,0.8794752,1.0817993,0.9229176,1.0070448,1.1382179,1.2730243,0.3799368,1.4180478,0.89996374,1.3369056,0.18212539,1.1030929,0.69368726,1.1916357,0.78251535,1.0819386,0.93369436,0.9037504,0.0,1.0413426,1.0018976,1.4434695,1.2521058,0.73017645,1.0283195,1.1502336,0.10276461,0.8041684,0.6695638,0.7552311,0.6101029,0.9240119,1.2054205
sprinkler,0.91280043,1.2137814,1.1769791,0.94243723,1.0562907,1.0770459,1.0186079,1.1143081,0.6956042,0.93204606,0.9786945,1.0174098,1.0140237,0.9175098,0.998542,1.1608397,0.98739004,1.043206,1.0688504,0.9390645,0.9774872,1.0862143,0.95580435,1.0582385,1.080087,1.1876274,0.9605918,0.9811104,1.0973322,0.9518701,0.95007455,1.1034116,0.95283747,1.0264817,0.9178784,1.1650939,0.9482552,0.9201317,0.8144369,1.0589482,1.1857386,0.9119198,1.0089445,0.9903075,1.304091,1.12299,0.93494093,0.95235986,1.293596,1.1036452,1.101418,1.3175642,1.0498714,1.021313,0.7514448,1.1743761,1.2978075,1.2582469,0.93938726,0.87303174,1.2330755,1.2305942,1.0218112,0.98715484,0.990224,0.6882036,1.0682269,1.0476862,0.91402274,1.0655164,1.1961781,0.7816845,1.0837246,1.1131411,1.181745,1.1912925,1.1390078,1.1796855,1.0673856,0.93024296,0.8611038,0.95955515,0.9972152,1.1240809,1.0363328,1.0817012,1.138391,1.2352905,0.9816734,1.0838873,1.0517217,1.0262333,1.0012277,1.1204157,0.9444533,0.7665765,1.0915362,0.83458984,1.0024742,1.0721691,0.9027825,0.9603999,1.1386473,0.9782635,0.8422532,0.74007946,0.7873148,1.1708828,0.74986804,1.2612716,0.8251404,1.0413426,0.0,1.1195811,0.98272294,0.7445178,1.151757,1.3060999,1.2134709,1.0844554,1.1230335,1.0886501,0.7983723,1.0293763,1.2290938,0.8466867
stroller,1.0223658,1.1001962,0.8118416,1.2042356,0.8502656,0.9372853,0.8761064,0.97644097,1.1893238,1.178044,1.1570557,1.1817878,1.1512022,1.1841353,0.8301211,1.1442722,0.85585874,0.89121133,1.0192605,0.98729724,0.93123555,1.1065307,0.9725324,1.169719,0.8378481,0.95828104,1.0504199,1.0667754,0.943554,0.9639103,1.192815,1.0034001,1.0227925,1.1222663,0.86855555,0.9865655,0.78043914,0.93628246,0.7937456,0.9337921,0.7174243,1.1457195,1.1597178,1.0653447,1.0162177,0.863593,1.260436,0.8819102,1.0526175,1.0066981,0.7796376,1.162211,1.0678935,0.68073225,0.8101554,1.0131483,0.9472322,0.73066986,0.9267748,0.7581272,1.0377693,0.9424233,0.9418067,1.0585296,1.0965165,1.0231241,1.2124388,1.0376525,1.0811795,0.9390413,1.2113488,1.0769761,0.8912145,1.0104841,0.9030856,1.00435,1.1362793,1.0875142,0.9799341,0.9869552,1.0955964,1.0483437,1.0734265,1.0676217,1.0746771,1.0160036,1.0485499,1.0199159,0.81640816,0.840915,0.90314585,0.7808533,1.2011712,0.9672497,0.916122,1.092271,0.64154416,1.039569,1.0153878,0.9052487,1.1985769,0.9215253,1.2270536,1.0762815,1.2978218,1.0903695,1.1607791,1.0056413,1.1793483,1.026131,1.0914023,1.0018976,1.1195811,0.0,1.0848749,1.1255754,0.8919628,1.0803634,1.069608,0.9557335,1.0951548,0.593106,0.9898041,0.9385638,0.946641,1.131656
sweater,0.89218366,1.2055261,1.361578,0.48782974,1.311747,1.4114642,1.1919085,1.3887988,0.8899112,0.80324805,0.42231548,1.0878123,0.42938632,0.3401755,1.2208863,0.6164636,1.2019794,1.4411254,1.4763043,1.1670893,1.2126333,1.2677763,1.3864393,1.3492209,1.1240927,1.3610594,0.8132616,1.0287852,1.3455058,0.98841894,0.28221035,1.2343335,0.638839,0.50170165,1.0043457,1.587347,0.9521751,1.4251394,1.0462662,0.77675974,1.0597079,0.97298855,1.2163237,0.29118192,1.0495646,1.3890159,0.84389305,0.59590113,1.09882,1.3462043,1.3216519,1.1478548,1.4319296,1.1468648,0.8088501,0.97405523,1.2468269,1.3922608,0.45238036,0.93128085,0.8245989,1.2889931,1.1169341,1.0864412,0.5522748,0.9233298,0.6090383,1.4393632,0.80739546,1.3405842,0.90482396,0.9131752,1.078179,0.95395464,0.9996509,1.2975917,1.3718321,0.76395774,0.97148985,1.2074091,0.8486834,0.8377199,0.35895097,0.37464464,1.1511242,1.4364986,1.4677994,0.8994263,1.2068291,1.2464504,1.4968038,1.1133446,0.7645693,1.0955715,0.9695628,1.0121782,1.1675375,0.9483152,0.43056393,1.4679275,0.28344357,1.1560001,0.601326,1.4140271,0.788569,1.0161755,0.7292948,1.3466138,0.9210372,1.0509772,0.94191,1.4434695,0.98272294,1.0848749,0.0,0.6346616,1.5168991,1.1319014,1.0960959,1.4162642,1.383998,1.4300001,0.9958874,1.2366631,1.3110046,0.7054073
table,0.63838273,1.3302501,1.3698359,0.50857365,1.2240063,1.3053076,1.216087,1.2694359,0.5755494,0.9880868,0.3911246,1.1871482,0.45556033,0.66884893,1.1508552,0.7022029,0.8685213,1.3830981,1.3978369,0.7605711,1.2266557,1.2093433,1.1875764,1.2888322,1.1316627,1.367647,0.9609028,0.6245948,1.3509252,0.84972435,0.86621076,1.2730502,0.7561294,0.48644954,0.9192165,1.4478307,0.5715114,1.3646324,0.899204,0.9853195,1.1212252,0.8537775,0.95081174,0.6764579,1.3541529,1.402841,1.0204574,0.8170291,1.3009413,1.3834193,1.2741334,1.3789027,1.2857463,1.1433728,0.7328181,1.1957583,1.4806523,1.3683939,0.74320054,0.92122436,1.0063536,1.4043863,1.1737397,1.1265488,0.6920578,0.7973819,0.68129224,1.2432348,0.4144038,1.3131267,1.0729941,0.898984,0.9630868,1.1099905,1.1322734,1.3997446,1.4286077,1.2033272,1.0649769,1.1415409,0.6523117,0.7978084,0.62623835,0.84625465,0.9847833,1.2728155,1.3378904,1.0720739,1.1375403,1.3226473,1.399904,1.0533856,0.76891494,1.2171575,0.85013855,0.70629364,1.196605,0.9050569,0.8941401,1.2004775,0.6065499,1.0401328,0.9555149,1.1071562,0.7225844,0.67264473,0.5960304,1.4154708,0.7651293,1.1522065,0.8056314,1.2521058,0.7445178,1.1255754,0.6346616,0.0,1.4643719,1.433157,1.2816851,1.1651107,1.4338148,1.1657128,0.6570285,1.1712532,1.4651362,0.6212815
tape,1.3620182,0.77905095,0.46057284,1.5624049,0.6579503,0.43946004,0.580796,0.497922,1.3941649,1.1197149,1.5609195,0.9990924,1.5783801,1.570419,0.87513196,1.4400876,0.92827344,0.33568066,0.4044758,1.0221357,0.6290808,0.83563614,0.7290437,0.65737236,0.8012112,0.6909417,1.1691718,0.9880767,0.37928975,1.1887592,1.2956293,0.60692835,1.304687,1.4540019,1.0940822,0.35320735,1.219111,0.41716617,1.08743,1.0963533,0.89651096,1.1814117,1.0900605,1.4722855,0.8813544,0.35093045,1.0801021,1.265331,0.8465349,0.44730568,0.5628097,0.78312296,0.5113364,0.8264516,1.2693403,0.9498333,0.49503016,0.48610723,1.373571,1.1415534,1.3144845,0.37924886,0.7505201,1.0672605,1.422865,1.1626933,1.4992743,0.7820128,1.3910501,0.6606588,1.2663262,1.1980393,1.1173847,1.1204939,1.1058086,0.395213,0.5602345,1.0963837,1.1330873,0.96872747,1.351382,1.2460142,1.5166969,1.4546293,1.006243,0.44631892,0.39927852,0.9703664,0.7200734,0.67650986,0.29531038,0.91172856,1.3121357,0.7962157,1.1125356,1.1679927,0.7182119,1.2075721,1.323203,0.6338461,1.5219238,1.0860945,1.3274606,0.76099634,1.3424237,1.3149081,1.3641586,0.4681396,1.2141564,1.0063548,1.2422462,0.73017645,1.151757,0.8919628,1.5168991,1.4643719,0.0,0.71785307,0.82186806,0.86091566,0.5067407,0.5858486,1.2716779,0.7580392,0.35208517,1.3495417
toe,1.3804286,0.3401183,0.75892437,1.0718623,1.0822905,0.9708578,0.88567156,0.82452,1.4931152,1.0806559,1.2939985,0.7981967,1.3154272,1.2084923,1.0787574,1.1344612,1.2332659,0.731466,0.74779356,1.349411,0.8776067,0.9027592,1.1573112,0.7722604,0.91450536,0.6604666,1.1437562,1.0675269,0.71467775,1.2456129,1.0984181,0.9607581,1.2513052,1.2319651,1.1031339,0.75286365,1.3649065,0.6526436,1.322067,1.0281159,0.71715546,1.200037,1.1460637,1.1458964,0.3020411,0.7465409,1.0187156,1.0626485,0.16824389,0.6885676,0.8498504,0.08341372,0.88049364,1.0905263,1.2234482,0.5223158,0.6151575,0.806493,1.1310651,1.2298168,0.5156807,0.6405934,0.9302034,0.9680997,1.3826059,1.3026872,1.2015902,0.95859444,1.1910367,0.8597023,0.50572044,1.2302004,1.0978906,0.66613483,0.75704825,0.43425047,0.7625275,0.6027522,0.79330766,1.1684005,1.3594903,1.2363892,1.2252662,0.96279967,1.0688088,0.828634,0.7309587,0.9607761,1.0351121,0.8032603,0.87448835,1.0112742,1.2037205,0.9612972,1.2660253,1.3240671,0.9676754,1.2174104,1.0373378,1.0772656,1.1372288,1.0495839,0.87717354,1.0737748,1.2818404,1.4780781,1.2762991,0.5935713,1.1797034,0.83588195,1.248991,1.0283195,1.3060999,1.0803634,1.1319014,1.433157,0.71785307,0.0,0.5188178,0.9874507,0.73221236,1.073209,1.4461136,0.88504875,0.38459742,1.2739966
