,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
fork,0.9502358,0.9493837,1.1279783,1.0781673,0.9806517,0.9604487,0.7948873,1.0865753,0.87602,0.9876277,1.171687,1.0030954,1.0861737,1.1756836,1.0558814,1.1880516,1.0524048,0.96103543,1.0815666,1.0036151,1.0506401,0.7848654,0.9743073,0.9496497,0.70573366,1.0282325,1.0335845,1.1935557,0.6475832,1.1947291,1.0380907,1.1228315,0.9918355,0.909101,1.1707956,0.9890034,1.1631979,1.1185616,1.0995557,0.70869076,1.1286561,0.87911034,0.9200113,1.187464,1.0912851,0.97194153,1.0611694,1.1020737,0.0,0.9156069,0.8780891,1.0900646,1.0034736,0.99353987,1.1459737,0.98129076,1.0697954,1.179797,1.0757838,0.66574025,1.2180873,1.2008116,0.47674537,1.1689644,0.80999845,1.0897788,1.0475646,0.8886189,1.1059093,1.0572859,1.0246979,1.0213314,1.0598141,1.1104189,0.9363879,1.0581956,1.1571907,1.2715282,0.89708024,0.8685814,0.96536034,0.753092,0.9104178,1.0784323,0.96669036,0.8925154,0.9654164,1.0512638,1.0190187,1.1133323,1.0510098,0.99390334,0.53010803,1.2456405,1.0155997,1.2495341,0.8919905,1.102539,0.7373494,0.9261246,1.0304691,1.0934047,0.30897814,0.90806913,0.6830102,1.0888947,1.0658664,1.2779701,1.1868926,0.8373816,1.0674567,1.0107868,0.7513684,1.0445565,1.0852867,1.0053039,1.084879,0.9299414,1.0176481
frog,1.1516576,0.85388786,0.58849776,1.4695984,0.8193244,0.47569245,0.7304146,0.8182343,1.4187794,1.225949,1.4487224,0.8026961,1.5070145,1.2888954,0.5355657,1.3225884,1.3764994,0.6570612,0.5415679,0.502338,0.84810054,0.6680994,0.50645894,0.8661007,1.0461208,0.9651854,1.1133723,1.2875738,0.80624413,1.324796,1.3622797,1.285321,0.9956958,0.5589374,1.3332465,0.596941,0.96505654,0.8412374,1.2425799,0.9486712,1.1347766,0.9505625,1.3190533,1.1764219,1.1747787,0.48854405,0.35900784,1.1790895,0.9156069,0.0,1.2357808,0.8165513,0.9697889,0.90615404,1.2743292,0.91291565,1.3815539,0.9206137,1.2053168,1.2873904,1.3308272,1.5312295,1.1045982,1.2357044,0.8877127,1.0209004,1.0850888,0.56247467,1.3124263,1.0535,0.67434514,0.64389765,0.680853,1.0433055,0.9199691,1.2385814,1.411453,1.4749413,1.0300173,0.53789294,0.5887527,0.69022113,0.6250559,1.0459235,0.60885805,0.95349634,0.66923153,0.5338602,0.6282305,1.1785804,0.36559582,1.2430489,1.1233178,1.4855368,0.8922249,1.4460195,1.0153127,1.3021865,1.1095264,1.2710658,0.60698795,0.8253579,1.0340983,1.243067,0.81486434,0.57509035,0.7429573,1.4417421,1.4254864,0.43103552,0.91519165,1.2933941,1.1533229,0.7100598,0.632687,1.045216,0.83844924,0.66320175,1.2158468
glass,0.4292612,0.93246204,1.4335847,0.83725834,0.97303516,1.2203584,0.9920432,1.0216795,0.7563229,1.0609043,0.7706068,1.468212,0.8871936,0.81120735,1.3558424,0.89788204,0.61932373,0.90845466,1.2579304,1.2544348,0.88452804,1.0409241,1.1656915,1.1746861,0.8572118,1.2815056,1.1102344,0.9940879,0.8653515,0.83292526,0.814633,0.93642306,1.1888461,1.4291661,0.7552355,1.2379127,1.0061338,0.9696519,0.8344443,1.0086408,0.8346074,1.1365821,1.0085878,0.95891225,1.3039197,1.3472362,1.2988636,1.2909377,0.8780891,1.2357808,0.0,1.3219018,1.1679051,0.96852046,0.8582658,1.1386395,0.9091956,1.0947502,1.0266067,0.636307,1.062565,0.9630179,1.0048137,0.9531611,1.2288277,1.3255057,0.644397,1.3210782,0.77370167,1.0342393,1.3617094,1.4767694,1.2420287,1.2125118,1.0161934,0.7852425,0.8241427,0.9552904,0.8416788,1.240756,1.3088616,1.1340988,1.3271925,1.2505908,1.282521,0.74171126,1.134175,1.225044,1.091471,0.8323891,1.1443703,0.87667364,0.6187843,0.9252391,0.9080682,0.9153054,1.0315397,0.783357,0.7363854,0.5880014,1.4751408,1.3655264,0.81926894,0.43800938,1.2597258,1.3068922,1.0491202,0.92974156,0.70278466,1.1670854,1.3853588,0.8073586,0.77540165,1.3825352,0.9438455,0.6637056,1.0514749,1.4057966,0.95843935
glasses,1.204027,0.8985842,0.32978773,1.1619527,1.1542389,0.75816715,0.91972154,1.1111785,1.3713882,0.8934807,1.3655257,0.4194225,1.3865497,1.1372273,0.6426485,1.29387,1.4068422,1.0291371,0.74214196,0.7732037,1.2586702,1.0236408,0.9984687,0.98914206,1.167596,0.64170927,0.912547,1.3195717,1.0805234,1.2406713,1.194636,1.3178885,0.9153968,0.46199697,1.4043885,0.71955985,1.027678,1.0292094,1.2891477,1.0776607,1.1452962,0.8103339,0.96465683,0.72598094,0.44846964,0.58745295,0.6551436,0.58650243,1.0900646,0.8165513,1.3219018,0.0,0.93979913,0.8840258,1.0932477,0.9851863,0.95553005,0.77388275,1.039177,1.2925165,1.129162,1.205829,1.0824105,1.3068522,0.883848,0.94170517,1.3252296,0.7785214,1.328738,0.93266416,0.32033938,0.72686756,0.5275972,0.532485,0.9428277,1.3366579,1.2685332,1.1081945,1.2254301,0.5842642,0.50251055,1.0118644,0.8006313,0.6458429,0.8676811,1.2247912,1.0162812,0.8857012,0.9519254,1.3385653,0.92273843,1.3006043,1.2829533,1.1226977,1.1204758,1.0592477,1.1433713,1.2292317,1.3697348,1.4165425,0.31399304,0.5824207,1.1937579,1.2541251,0.88402843,0.54550874,1.0924121,1.2355747,1.42378,0.74815524,0.36050737,1.2642698,1.2967455,0.83308995,1.087206,1.4238291,1.1399516,0.36224085,1.1882466
glove,1.1636384,0.8907922,0.90493506,0.9580337,1.0015427,1.0623629,1.0502396,0.9444513,1.3693691,1.1008695,1.1909554,1.0319334,1.1117291,0.9105163,1.0157562,0.97154456,1.1854022,1.1720153,0.7403325,1.0328315,1.0986388,0.8104762,0.7936669,1.0350579,1.1797286,0.96825016,1.1173329,1.0230318,1.2392263,1.227598,1.0870126,1.1436543,1.1780307,1.0223135,1.1278896,0.86958,0.9493626,0.5813314,1.2779671,1.2056558,1.1712363,0.6232027,1.0470544,1.0987865,0.7071224,1.112003,1.0218852,0.62165904,1.0034736,0.9697889,1.1679051,0.93979913,0.0,0.6563123,1.1053512,0.6844569,0.7517445,0.7573519,1.0413648,1.0745674,0.8902691,0.8349259,1.065581,1.0894998,1.152039,1.0001916,1.0529795,0.9775833,0.5233923,0.9343405,1.075913,0.86974597,0.8539008,1.0194607,0.97850627,1.2550488,0.73481345,0.9234994,1.232825,1.0218188,1.0666416,1.0502363,0.9890599,1.0613898,0.9570033,1.2988347,0.9810422,0.79585606,0.9404471,1.3306599,0.9784214,0.92080754,1.1161592,1.0044217,0.65849936,0.8813162,0.8169001,1.346789,1.4141347,1.0931616,0.7925494,0.4188534,1.0129358,1.1476318,0.84076214,1.0926875,0.9370945,0.96354365,1.0788314,0.9898268,0.6666441,0.90565896,0.8977452,0.8625647,0.8570438,1.1598054,0.9821796,0.90278333,1.3095727
gum,1.0783879,0.90524983,0.73470217,1.1003917,0.9197607,0.8829892,0.7780793,0.93843526,1.3774948,1.2172879,1.2587259,1.1214781,1.2851213,0.77298117,0.92805815,1.1832764,1.0949411,0.9451582,0.8496661,0.93710583,0.9219502,0.7605452,0.89835244,1.3141117,1.2152205,0.91783786,1.2899947,1.3232175,1.1668729,1.2778817,1.2019689,1.2133794,1.0574874,0.89728624,1.1064776,0.94372344,1.1251708,0.74842024,1.2007353,1.07567,0.9854447,0.76631504,1.1616654,0.9420831,0.6339855,0.95054555,0.8167579,0.7800747,0.99353987,0.90615404,0.96852046,0.8840258,0.6563123,0.0,1.0769762,0.7888092,0.6404392,0.9117099,1.2079132,1.0612396,1.2727175,1.0607333,1.1162356,1.1846552,1.147638,1.3370086,0.93580145,0.93555796,0.70446837,0.9357553,0.8382961,1.1754682,0.91765875,0.93126297,0.7573118,1.2738974,0.7779527,1.1451925,1.0810509,1.0245706,0.9438182,0.78004795,1.0863355,0.9916644,0.98164546,1.0297714,0.8467961,1.1168479,1.0908182,1.258516,1.0420218,1.248807,1.1343945,1.1642773,0.77827364,1.0361394,1.104909,1.3077773,1.27753,0.97310907,0.8433324,0.5893637,0.9944851,0.9428817,0.8281757,1.0090472,0.8714306,1.1943003,1.2123059,0.9914362,0.7006579,0.8444949,0.84061843,1.1760595,0.6592968,0.92971736,1.2649311,0.8544507,1.2884325
hair,0.77300644,1.2081072,1.3045356,0.6070211,1.1483281,1.3856277,1.0950447,1.2408726,0.8764658,0.86528516,0.7119992,1.2870904,0.8234586,0.6522786,1.2814575,0.79828656,0.80590695,1.1160274,1.3065239,1.4738507,1.1122662,1.1538427,1.3921807,1.2417631,0.93732584,1.1825955,0.799134,0.95447123,1.1721232,0.8594868,0.80541974,0.8328226,1.0398524,1.4225459,0.8752526,1.370865,0.7056763,1.0789504,0.76142085,1.1797572,0.68047327,1.0994246,0.8098202,0.62181515,1.0674728,1.3478305,1.267904,1.0611956,1.1459737,1.2743292,0.8582658,1.0932477,1.1053512,1.0769762,0.0,1.1302847,0.8434744,0.9708347,0.75300634,0.8212589,0.761659,0.72926277,1.1738088,0.9022769,1.2178868,1.158042,0.8135381,1.2841334,0.82425576,0.76524186,1.2929317,1.2904679,1.0987102,0.9958089,1.0784942,0.9495488,0.7095508,0.7626503,0.93180025,1.354854,1.3027797,1.1852612,1.317092,1.0580697,1.1693991,1.0164075,1.1264708,1.2620602,1.2505221,0.8639181,1.1061487,0.86681044,0.9634979,0.4219398,1.1107024,0.7700473,1.1602361,0.8364015,1.0618279,0.8663142,1.4214766,1.291135,1.1422238,0.8719906,1.3371506,1.2874447,1.099623,0.44387197,0.77331513,1.4427131,1.2075974,0.8099583,1.09069,1.1976835,1.1532362,0.9991438,1.0736567,1.2647467,0.88235545
hamburger,1.1462537,1.0487144,0.94716793,1.040308,1.0569658,1.0702171,0.934123,0.94844687,1.3510057,1.1388336,1.1688712,0.9026097,1.0341419,1.0092307,0.8982326,1.0849075,1.1845809,0.9906614,1.0150301,0.7588324,1.0187916,0.39817405,0.83596975,1.0192771,1.0917703,0.7207545,1.0957637,1.0002148,1.1660911,1.1591508,1.197581,1.0531763,0.9900267,1.0004953,1.0916637,0.9231194,0.89349896,0.8648119,1.1479493,1.0871336,1.141872,0.82729226,1.1058599,0.99397904,0.78552043,1.0307668,0.9718962,0.69726807,0.98129076,0.91291565,1.1386395,0.9851863,0.6844569,0.7888092,1.1302847,0.0,0.79922104,1.0085834,1.128358,1.0988532,1.0963961,0.92922163,0.9999161,0.9729236,1.086303,0.9973966,0.96858525,0.81242025,0.92539614,0.8828756,1.0204859,0.91960406,0.7401042,0.85924196,0.949161,1.116634,0.98897505,0.99437547,0.9866593,1.1121151,1.1023961,0.90926814,0.92973274,0.9462795,1.0186307,1.0636702,0.9343266,0.8916889,0.85187745,1.1844645,0.86814487,1.0559088,1.2047522,1.1370448,0.93433315,0.998126,0.8466201,1.3030274,1.1687496,1.281956,0.88083684,0.8307963,1.0500393,1.0802498,0.8804085,1.0735327,1.0233297,1.1242795,1.1052358,0.91864127,0.7908443,1.129085,1.1024377,0.9012923,1.0236764,1.0407346,1.0606861,0.8225219,1.2428365
hand,1.0098678,1.1498975,1.0791367,0.44416702,1.097774,1.3471324,1.0556,1.2435564,1.0713654,1.0309587,0.99660265,1.1690774,0.9874884,0.69442445,1.2050202,1.0221491,0.9611776,1.2358843,1.2946596,1.324019,1.2092527,0.8832387,1.3577702,1.3127403,1.1687708,0.92754966,1.0547246,1.0945464,1.2359922,1.0792081,0.9374099,1.0507574,1.0268685,1.2395202,1.0404953,1.2271781,0.99321073,0.9055958,0.9606896,1.1143074,0.890979,0.835018,0.95699,0.7406542,0.4075107,1.2732556,1.1865363,0.41491842,1.0697954,1.3815539,0.9091956,0.95553005,0.7517445,0.6404392,0.8434744,0.79922104,0.0,0.9849229,1.0429862,0.82795227,1.0239298,0.7084283,0.9071648,1.0529916,1.19786,1.1388838,0.87323236,1.1856283,0.6750134,0.85505354,1.1456499,1.3257296,1.0254114,0.8290836,0.81716734,1.0950266,0.6596892,0.8159421,1.0327023,1.2244408,1.205545,1.1069452,1.3000203,1.0853387,1.0756397,1.123128,1.0841457,1.3528327,1.3068292,1.0859121,1.22795,1.0449791,1.0632755,0.7266127,1.0293542,0.76910007,0.9708794,1.0753336,1.1371373,1.0324484,1.1021641,0.92218906,1.0219406,0.70939445,0.95797056,1.3026373,1.2636389,0.80720943,0.8983559,1.38269,0.5499146,0.7923411,0.9702139,1.3174686,1.1733634,1.0367514,1.2874738,1.1130795,1.0910999
hat,1.0192268,0.72421575,0.86177963,1.1695848,0.8850153,0.8636874,1.152254,0.91462517,1.331087,0.897208,1.113273,0.8844573,1.1995289,0.9056823,0.9945796,0.98917305,1.146455,1.0714371,0.8934282,0.98271155,0.9657187,1.1170205,0.78290325,0.9975106,1.0662556,0.95455664,0.90383404,1.0473235,1.0561634,1.1548367,1.0023223,1.1043633,1.0598809,0.9521214,1.0505424,0.9935076,0.8911024,0.89912975,1.1840737,1.2062039,0.9339139,0.72125286,0.9769627,0.7030027,0.83608973,0.9312121,0.9432719,0.9268543,1.179797,0.9206137,1.0947502,0.77388275,0.7573519,0.9117099,0.9708347,1.0085834,0.9849229,0.0,0.89481556,1.1726798,0.95864904,0.9652465,1.1886151,1.1266171,1.0411448,0.97677696,1.2009088,1.0627797,0.9127387,0.8942951,0.93716776,0.9767601,0.83613056,0.8412585,1.0104079,1.2431748,1.0201002,1.0432043,1.2345945,0.96989775,0.99038166,1.0694383,0.9197364,0.93095857,0.95285994,1.1291867,1.0369197,0.78823733,0.88681215,1.228157,0.987967,1.0955135,1.1823063,0.9804984,0.74308777,1.0498261,1.0733205,1.2307093,1.2781776,1.0486147,0.8219186,0.7954924,1.2149149,1.0960879,1.090018,0.9861341,0.9529688,0.983419,1.1676474,0.9374914,0.8624508,1.0667237,1.0770062,0.990022,0.7798747,1.1332902,0.93547267,0.90976214,1.1497173
horse,0.92367584,1.0898144,1.0717702,0.9634421,1.0453184,1.1965804,1.104621,1.1792691,0.9154582,0.6420987,0.705064,1.029966,0.8074682,0.9516986,1.1055291,0.7418761,0.85982823,1.2398987,1.167279,1.2257744,1.2319591,1.1767223,1.2335606,1.1261091,1.0155197,0.970391,0.62358224,0.9607896,1.2317247,0.92572963,0.8843862,0.85913175,1.0120332,1.1379899,0.95997,1.2016132,0.69686604,1.1176796,1.0289879,1.2936618,1.0019569,0.94428825,0.67712855,0.9382531,0.95404166,1.1252127,1.1797132,0.9832878,1.0757838,1.2053168,1.0266067,1.039177,1.0413648,1.2079132,0.75300634,1.128358,1.0429862,0.89481556,0.0,1.0597632,0.72837925,0.760303,1.1297145,1.0760355,1.13926,0.91085196,1.1129855,1.1131308,0.97403544,0.85950583,1.0734355,1.0984771,1.0927724,1.090274,1.0911119,1.0789213,0.8798049,0.76796496,1.1528406,1.1435888,1.102131,1.1212751,1.0767163,0.9577457,1.0767488,0.98048586,1.2088608,1.1146678,1.2402043,1.0644174,0.9969931,0.8884146,1.0986005,0.6475622,1.0652105,0.7619285,1.0900434,0.9021278,1.0480303,0.93783903,1.1019492,1.077146,1.1289226,1.04897,1.1193948,1.1342311,1.1316406,0.6072702,0.8485135,1.2148821,1.033182,1.066179,1.0567734,1.0359137,1.2474582,1.1189947,1.1372917,1.0036197,0.9320911
hose,0.88371307,1.0035639,1.4695804,0.69123,1.0077089,1.3336037,1.0274198,1.203746,0.65395653,1.0167612,0.9131486,1.3553535,0.8287438,0.98025537,1.2898341,1.0160353,0.74684405,1.2380891,1.3372643,1.3899155,1.1389698,1.0767505,1.1995528,1.0326093,0.8901184,1.1385119,1.0674583,0.87455815,0.8190179,0.8932869,0.78662676,0.9610375,1.0453353,1.4150219,0.86328375,1.3047247,1.0541937,1.1481624,0.75212634,0.72685665,0.99185705,1.0869412,0.969045,1.0336832,1.1944728,1.3450294,1.3415996,1.1283464,0.66574025,1.2873904,0.636307,1.2925165,1.0745674,1.0612396,0.8212589,1.0988532,0.82795227,1.1726798,1.0597632,0.0,1.0158389,0.8396049,0.61618567,0.84204876,1.0283912,1.1811476,0.76275206,1.2558997,0.7076952,0.83469486,1.4155619,1.2935295,1.24231,1.1170225,0.88828975,0.7229537,0.93528557,0.8690883,0.85141826,1.285178,1.4040016,1.1369677,1.3591269,1.198706,1.1476114,0.93367684,1.0857489,1.2980838,1.2264509,0.8266653,1.1711121,0.9222834,0.41339123,0.8992241,0.9634323,0.9088459,0.87136495,0.8930746,0.73528963,0.7216539,1.4298346,1.3442686,0.5368088,0.5562078,1.0772398,1.4536653,1.1207982,0.95024616,0.79494107,1.2948036,1.3203232,0.6487317,0.6538671,1.2479806,1.185958,0.8946686,1.0055196,1.3359017,0.9164948
jacket,0.9424947,1.1042739,1.2969673,0.79082686,1.1597074,1.3357854,1.309387,1.1423118,0.87272584,0.8285098,0.55315423,1.1067032,0.626818,0.8436664,1.1863636,0.2797346,1.0308052,1.2094321,1.2312764,1.3269964,1.1853676,1.2595154,1.2047282,0.95311946,1.0061157,1.1510063,0.7493924,0.680145,1.2465155,0.7693529,0.8267898,0.634732,1.0802709,1.3237755,0.8547444,1.2789335,0.82753265,1.0486697,0.8727029,1.1682847,0.93236727,1.161813,0.72394204,0.972811,1.0627781,1.2785958,1.2967192,0.9434418,1.2180873,1.3308272,1.062565,1.129162,0.8902691,1.2727175,0.761659,1.0963961,1.0239298,0.95864904,0.72837925,1.0158389,0.0,0.52965236,1.1746205,0.8482162,1.0174897,0.84886444,1.0168421,1.2777469,0.9029389,0.9465827,1.2905059,0.8433848,1.0943286,1.0406063,1.1960145,0.8134031,0.6658751,0.49983144,1.0578693,1.3497221,1.2950373,1.2608238,1.0639365,0.8766174,1.112636,1.137136,1.1856205,1.0036441,1.1600796,0.845075,1.1173981,0.55889606,1.1363217,0.45190215,1.0313178,0.6058046,1.0262299,0.8498105,1.1282692,1.0730361,1.2706537,1.1311955,1.2265596,1.1705786,1.204634,1.24686,1.0780632,0.36293626,0.7965461,1.3821819,1.1402572,1.0479767,1.1480759,0.6501704,1.2365315,1.1477909,0.92728674,1.2535815,0.7582201
jeans,0.9149629,1.072287,1.3458506,0.5806318,1.1786509,1.4579356,1.2076601,1.245734,0.858013,0.8467438,0.5058307,1.1879942,0.50339645,0.74675333,1.2584063,0.49454236,0.7402029,1.3321748,1.3679299,1.4287229,1.2272571,1.1725761,1.3026353,1.2413883,1.141686,0.9545855,0.8407768,0.6255601,1.3352515,0.7372491,0.8299528,0.6794935,1.0762806,1.4003875,0.7660579,1.3982999,0.80916566,1.0506542,0.865862,1.2721349,1.0129954,1.0596024,0.75441146,0.9205534,0.8916131,1.4024518,1.4220464,0.8235676,1.2008116,1.5312295,0.9630179,1.205829,0.8349259,1.0607333,0.72926277,0.92922163,0.7084283,0.9652465,0.760303,0.8396049,0.52965236,0.0,1.1162987,0.776505,1.2565603,1.0200013,1.0108391,1.2765571,0.5307281,0.8484517,1.3525565,1.1592847,1.1400827,1.0575035,1.0284377,0.84557295,0.4871965,0.34423548,1.0642173,1.4574178,1.4270387,1.2435558,1.2523302,0.9670162,1.2305038,1.1319764,1.2932918,1.3228312,1.3953983,0.92264384,1.2106261,0.8431975,1.0510278,0.42117798,1.0687596,0.4354385,0.88820446,0.9197463,1.1415286,0.87599236,1.342612,1.1007601,1.1909101,0.9119592,1.2281771,1.3964164,1.2894261,0.34535158,0.5866591,1.4714725,1.1449822,0.77697945,0.93525577,1.0737445,1.2999687,1.0898612,1.2140107,1.2931032,0.9321228
knife,1.0616347,0.9709063,1.1768988,0.8800104,1.0094634,1.0528294,1.0084015,1.0460197,0.874039,1.0899128,1.2391883,0.8731814,1.0726608,1.2735164,1.0500818,1.2232318,0.98648596,1.0043935,1.1092913,0.986147,1.095224,0.96820486,0.9720939,0.7734822,0.7625381,0.8916414,1.1436538,1.086164,0.63044477,1.1730918,0.99476343,1.1302583,0.8442148,0.8199243,1.1247032,1.0506307,1.238809,1.2088569,1.1087512,0.5900957,1.1158733,1.1212473,1.0365837,1.1844054,0.9841209,0.9011073,1.1823163,0.8967449,0.47674537,1.1045982,1.0048137,1.0824105,1.065581,1.1162356,1.1738088,0.9999161,0.9071648,1.1886151,1.1297145,0.61618567,1.1746205,1.1162987,0.0,1.1140972,0.8179028,0.91671616,1.0518776,1.017635,1.1057503,1.0704886,1.101119,0.8960836,1.1380817,0.97326314,0.94735885,1.0066272,1.2471886,1.110629,0.9006782,0.79422027,1.0252167,0.9886925,0.9518775,0.99518794,0.9515831,0.9207496,1.0589541,1.1238428,1.054487,1.0683239,1.1085397,0.97392863,0.42782736,1.1928647,1.0214196,1.1832376,0.822345,1.1296706,0.63283366,0.975667,0.9930723,1.1326804,0.3124318,0.84340084,0.597007,1.1944163,1.0825834,1.2528603,1.1749519,0.9231481,0.9793795,0.91850907,0.4549265,0.9323817,1.1231745,1.031295,1.0314199,1.0319798,1.0116423
ladder,1.0619309,1.1457741,1.3787196,0.9075667,1.1958985,1.3792708,1.2642205,0.87036836,0.7370002,1.1564997,0.6605658,1.2676694,0.62710965,0.943499,1.208179,0.8482502,0.8031136,1.0342184,1.198628,1.1634241,0.6959994,1.1799073,1.0535907,0.83259255,1.0341816,1.1436226,1.1682365,0.17563605,0.963708,0.5592377,0.99454117,0.73707646,0.99399203,1.3696474,0.28571492,1.1036237,1.0046794,0.9929103,0.59544104,0.8765309,0.9970572,1.0343827,1.2071018,1.0825658,1.2886198,1.3607733,1.2114801,1.1702783,1.1689644,1.2357044,0.9531611,1.3068522,1.0894998,1.1846552,0.9022769,0.9729236,1.0529916,1.1266171,1.0760355,0.84204876,0.8482162,0.776505,1.1140972,0.0,0.9946423,0.8553227,0.8336872,1.259128,0.865975,1.1411618,1.424999,1.0744449,1.2363108,1.2065859,1.1100794,0.54271877,0.8872612,0.8802509,0.89573175,1.2604133,1.3165941,1.182488,1.2629507,1.1022196,1.1424934,1.0614471,1.1686428,1.0648891,0.99055487,0.47873622,1.1043633,0.74947894,0.9683778,0.89269483,1.0499803,0.93753827,0.82324934,0.70423305,0.93605435,0.73913145,1.4224849,1.3513751,1.1544816,0.9880989,1.2119766,1.2073301,0.7989078,0.8610215,0.3919075,1.2840388,1.3671942,0.9396963,1.0305115,1.0367357,0.96713305,0.72283953,0.6293124,1.396003,0.7899262
lamp,1.1436124,0.96878856,0.92233056,1.1951085,1.1182778,0.8610163,0.9872108,1.1174276,0.8676575,0.8985937,1.2192997,0.6567531,1.1592755,1.2298616,0.8454492,1.1516087,1.266835,0.92413056,0.8749355,0.8647342,1.0694832,1.0457864,0.91611534,0.62840825,0.8127097,0.92318225,0.8738307,1.0635259,0.80720097,1.0606741,1.143507,1.0440397,0.7404872,0.7331983,1.2344576,0.7543024,1.1291,1.1848372,0.89090556,0.75609624,1.158973,1.0248511,1.0014646,1.1464181,1.0202202,0.7507015,0.9081283,1.0440404,0.80999845,0.8877127,1.2288277,0.883848,1.152039,1.147638,1.2178868,1.086303,1.19786,1.0411448,1.13926,1.0283912,1.0174897,1.2565603,0.8179028,0.9946423,0.0,0.6874655,1.1551393,0.8667732,1.3575146,1.1261618,0.80471075,0.6832826,0.90904176,0.71932536,1.1508249,0.8976635,1.2885699,1.1474705,0.9421756,0.7715541,0.7788804,0.8340356,0.6364553,0.92420954,0.9154376,1.071869,1.0509908,0.96473074,0.8635621,0.93984985,0.98235404,1.0136561,1.0739479,1.2168709,1.1622926,1.1973608,0.9991719,0.9424959,0.8655075,1.2955592,0.802552,0.9849101,0.8665662,1.2408693,0.6661079,0.8761047,0.9878941,1.2340424,1.2545644,0.8632454,0.9246702,1.2884883,1.0896597,0.79011995,1.2001268,1.2178012,0.8987898,0.83019155,0.5500402
leg,1.245267,0.9878944,0.8773795,1.1685963,1.1501131,0.98986834,1.2525724,0.98093677,0.989173,0.74725235,1.0566809,0.57730705,0.9254738,1.2097174,0.8645358,0.9393504,1.2349657,1.0687461,0.8962578,0.7992251,1.1093367,1.1217966,0.8459046,0.47012007,0.93032503,0.8842666,0.75315404,0.8027761,0.9579256,1.0911813,1.0252604,0.9488762,0.6404271,0.83418906,1.0874317,0.75561273,0.9563412,1.1053183,1.043205,0.98112434,1.1479421,1.0957131,0.95773214,1.1194569,0.92447126,0.8862166,0.8989723,0.8815411,1.0897788,1.0209004,1.3255057,0.94170517,1.0001916,1.3370086,1.158042,0.9973966,1.1388838,0.97677696,0.91085196,1.1811476,0.84886444,1.0200013,0.91671616,0.8553227,0.6874655,0.0,1.2045417,1.0179235,1.3119035,1.1569887,0.9207207,0.5041294,0.73733455,0.79284906,1.1868776,1.0183439,1.1890534,0.9735596,1.1195867,0.8906901,0.9536188,1.1342704,0.656759,0.76780164,0.940054,1.1885493,1.1873345,0.7337688,0.8016906,0.9583738,0.91590554,0.94751614,1.167551,1.0774976,1.1646066,1.1021485,0.8969642,1.0473372,0.97357726,1.339942,0.76425004,0.8938652,1.1362584,1.3215986,0.8972922,0.8805684,1.0182148,1.1024098,1.0850744,0.9496498,0.86564374,1.2630289,1.2163069,0.6067399,1.2099761,1.2178348,0.7703779,0.8554155,0.8591428
meat,0.8600328,1.1396064,1.2422235,0.77138495,1.0138127,1.2144332,0.92062604,1.0508478,0.9178325,1.2004665,0.95284176,1.404259,0.97483087,0.89739966,1.2136326,0.99369794,0.80203074,0.97649443,1.11764,1.0923707,0.9146584,0.85790634,1.0957671,1.0728301,1.0790809,1.2261639,1.2201741,0.93973225,0.94611496,0.9853707,0.9884479,0.94802725,1.1543986,1.3143628,0.9006406,1.0530244,1.0273321,1.0243428,0.8197105,1.027804,0.91077375,1.0901049,1.2150612,1.0192604,1.2449422,1.2394834,1.1068566,1.1962276,1.0475646,1.0850888,0.644397,1.3252296,1.0529795,0.93580145,0.8135381,0.96858525,0.87323236,1.2009088,1.1129855,0.76275206,1.0168421,1.0108391,1.0518776,0.8336872,1.1551393,1.2045417,0.0,1.1225287,0.7507334,1.021262,1.293829,1.3171959,1.1710204,1.1868389,0.994939,0.77244455,0.9085125,0.99283445,0.8434876,1.1471946,1.2021288,0.96668524,1.2624196,1.2348976,1.1037972,0.8046626,0.9683004,1.1610091,1.0302812,0.7415507,1.0107149,0.83841276,0.82101554,0.90867555,1.0253441,0.9690398,0.9730099,0.9615233,0.8387667,0.8405086,1.401793,1.2870419,0.92637396,0.7801627,1.1755553,1.1519158,1.0039443,0.9031068,0.7156639,1.1882284,1.2734842,0.87531185,0.933244,1.2280103,1.0582354,0.6398234,0.9330369,1.3212383,0.95405513
