,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
strawberry,1.2384602,0.9276981,0.31171602,1.3548685,1.0487728,0.39661556,0.89766955,0.889653,1.3153383,1.0620743,1.300374,0.5211326,1.3346438,1.2299182,0.49837792,1.2031708,1.3217086,0.8244749,0.4355042,0.5728348,1.0324697,1.0346617,0.699658,0.83367956,1.1501982,0.7858139,1.0061597,1.2149947,0.9658887,1.1980801,1.2439023,1.2188753,0.9237243,0.28559345,1.3072556,0.45638537,1.0318359,1.0440166,1.2717048,1.1050854,1.1479514,0.9577156,1.1609353,1.1360343,0.947773,0.36119592,0.4816286,1.051261,1.0888947,0.57509035,1.3068922,0.54550874,1.0926875,1.0090472,1.2874447,1.0735327,1.3026373,0.9861341,1.1342311,1.4536653,1.24686,1.3964164,1.1944163,1.2073301,0.8761047,0.8805684,1.1519158,0.7452156,1.3668224,1.2467229,0.23231769,0.6106049,0.7392326,0.82304746,1.145214,1.2810402,1.320286,1.337816,1.1497718,0.40227485,0.22480959,0.88575304,0.5904163,0.8020924,0.81688297,1.065677,0.90850735,0.7138856,0.72578007,1.2492162,0.8437859,1.1986108,1.313166,1.3644255,1.1137966,1.3180205,1.1534299,1.1535026,1.2165625,1.2973493,0.3208238,0.73725545,1.2382004,1.304318,0.92717123,0.0,0.90301687,1.3655281,1.3284795,0.583651,0.7085397,1.3119559,1.2289464,0.7327887,0.8728149,1.2044542,0.96273994,0.4624216,1.1661875
stroller,1.1667858,1.0038165,1.0384063,1.2976878,1.0530279,0.94935554,1.0674207,0.68011236,1.2094315,1.2366909,1.0948788,1.0955523,1.1498466,0.9752078,0.9279003,1.1017647,1.14705,0.6961678,0.65714216,0.9180594,0.6895586,1.0449959,0.7668045,0.8514166,1.1124246,1.1686716,1.2380685,0.80862355,0.92228496,1.0013739,1.2450831,1.0218183,1.0150998,0.8989445,0.74813807,0.83261585,1.0932436,0.73250544,0.96447897,0.8806928,0.9278942,1.0388384,1.3244792,1.1319826,1.260309,0.99552894,0.870763,1.2421571,1.0658664,0.7429573,1.0491202,1.0924121,0.9370945,0.8714306,1.099623,1.0233297,1.2636389,0.9529688,1.1316406,1.1207982,1.0780632,1.2894261,1.0825834,0.7989078,0.9878941,1.0182148,1.0039443,1.0732704,1.023843,1.1724417,1.0506562,0.88965195,1.0482875,1.1181527,1.0599573,0.97577477,1.0627819,1.2750313,0.95448995,0.7876719,0.89293885,1.0622485,0.9609233,1.1658089,0.8993643,1.1198617,0.95840484,0.6785574,0.70452654,0.85305285,0.93089557,0.9237202,0.9938311,1.2393804,0.7329573,1.2556645,1.0309974,1.0517585,1.1562951,0.8531071,0.9745208,0.93338025,1.0632026,1.0076463,1.003099,0.90301687,0.0,1.1650472,0.93876296,0.9058306,1.1290702,0.95329106,0.86649144,0.8592484,0.45460558,0.91893256,0.54286474,1.023236,1.0538055
sweater,0.8164866,1.2519563,1.3899539,0.52178943,1.1254847,1.4358788,1.250911,1.2546002,0.8058685,0.8097526,0.50886464,1.291437,0.61503386,0.7420797,1.3358845,0.4731092,0.77804244,1.212599,1.3850477,1.5366389,1.1836408,1.2319622,1.4416316,1.2732095,1.067658,1.0919471,0.7658951,0.71582055,1.2982934,0.67284954,0.80549234,0.67407596,1.1657305,1.4763701,0.8124712,1.481565,0.764801,1.0764854,0.73184955,1.2321991,0.8527315,1.137879,0.75070524,0.83314645,1.0177549,1.387499,1.4200987,0.96399957,1.2779701,1.4417421,0.92974156,1.2355747,0.96354365,1.1943003,0.44387197,1.1242795,0.80720943,0.983419,0.6072702,0.95024616,0.36293626,0.34535158,1.2528603,0.8610215,1.2340424,1.1024098,0.9031068,1.3295739,0.6683393,0.76864666,1.3851616,1.2582723,1.1732062,1.1226008,1.0743749,0.8360039,0.59270114,0.3580097,1.0042403,1.4307904,1.4037185,1.3040618,1.3115897,1.1035578,1.1907139,1.062752,1.2455959,1.2657003,1.3397055,0.80810815,1.2154524,0.66064245,1.1069189,0.17659807,1.0897567,0.3994286,1.0363424,0.77157843,1.063159,0.85240597,1.4513917,1.2069768,1.2596481,0.93172044,1.3233261,1.3655281,1.1650472,0.0,0.5839871,1.5224006,1.2183642,0.85304403,1.1060355,1.1215057,1.2575736,1.0674629,1.1015165,1.3816836,0.8200368
table,0.8042521,1.2609489,1.4943786,0.7507429,1.0498856,1.4039431,1.1870477,1.0524071,0.6302486,1.0475175,0.40848988,1.5041056,0.45190775,0.7751557,1.3933464,0.71480674,0.49632,1.188834,1.2856816,1.3937876,0.8766459,1.2343441,1.3322114,1.181999,1.1172404,1.2289687,1.0929848,0.28001797,1.1927243,0.57309586,0.78439337,0.6641056,1.1787672,1.5816267,0.38435084,1.255141,0.96266925,1.0169649,0.60547924,1.1283243,0.8126118,1.080782,1.0260004,0.931373,1.2737226,1.4893632,1.4256645,1.2101219,1.1868926,1.4254864,0.70278466,1.42378,1.0788314,1.2123059,0.77331513,1.1052358,0.8983559,1.1676474,0.8485135,0.79494107,0.7965461,0.5866591,1.1749519,0.3919075,1.2545644,1.0850744,0.7156639,1.3593879,0.59388995,0.9810894,1.4767411,1.4891155,1.3943759,1.2824554,1.0417098,0.6211474,0.7289507,0.70503795,0.9728413,1.4545431,1.4699745,1.2687384,1.5058565,1.2395538,1.2669153,0.8810917,1.1962534,1.3010137,1.2545052,0.61143225,1.260265,0.6932577,0.92209864,0.666176,1.0813503,0.67465186,0.9595339,0.61337364,0.85233164,0.51741505,1.5775326,1.381047,1.1257745,0.7506306,1.3901209,1.3284795,0.93876296,0.5839871,0.0,1.3882122,1.424109,0.7899634,0.9213012,1.4043313,1.0767968,0.6042466,0.9213308,1.482995,0.79595697
tape,1.2268305,0.55389005,0.5879902,1.5000404,0.71890175,0.3472888,0.6583377,0.72034675,1.3128068,1.1883597,1.4947802,0.71020395,1.4260986,1.3754184,0.6295612,1.353386,1.2228312,0.7284046,0.5304681,0.31946868,0.8310311,0.69859284,0.43977237,0.7420411,1.0066749,0.94363344,1.235031,1.2408215,0.7576159,1.338696,1.1367096,1.3348764,0.96207315,0.49215811,1.3013976,0.42668355,1.2013475,0.98046625,1.3870962,0.9048469,1.2151141,0.95777905,1.2445685,1.2076652,1.0934985,0.5379549,0.65871674,1.1479474,0.8373816,0.43103552,1.1670854,0.74815524,0.9898268,0.9914362,1.4427131,0.91864127,1.38269,0.9374914,1.2148821,1.2948036,1.3821819,1.4714725,0.9231481,1.2840388,0.8632454,0.9496498,1.1882284,0.49297786,1.3537642,1.1775272,0.59440744,0.68869686,0.73901474,0.99765486,0.9418093,1.3269005,1.4570105,1.3985654,1.0882435,0.50913954,0.576301,0.7745995,0.6311678,1.0213014,0.84478015,0.8688894,0.80518866,0.578555,0.5825811,1.3344121,0.6584284,1.2430329,1.0755488,1.5314019,0.9167036,1.3518279,0.93704045,1.3046188,0.9849392,1.1718297,0.5317475,0.7228641,0.89275146,1.2031094,0.7540181,0.583651,0.9058306,1.5224006,1.3882122,0.0,0.8759065,1.2091844,1.069092,0.7733011,0.7764913,1.0268431,0.91573,0.63317406,1.2946253
toe,1.2845341,0.98140126,0.3678459,0.99512637,1.1165067,0.83628255,0.9994156,1.131772,1.3991562,0.99885345,1.4407332,0.5698097,1.3851757,1.120049,0.6486645,1.2741641,1.405364,1.1159154,0.73281497,0.81295186,1.3504924,0.8547962,0.9791877,0.99129605,1.2505214,0.6021788,1.0280794,1.3546177,1.1877382,1.3395944,1.2748404,1.3203061,0.89006567,0.5240266,1.4746536,0.7274438,1.0758203,0.91384125,1.3342288,1.097298,1.2004087,0.6896358,1.0385715,0.8801942,0.15632498,0.66444844,0.6951064,0.17921829,1.0674567,0.91519165,1.3853588,0.36050737,0.6666441,0.7006579,1.2075974,0.7908443,0.5499146,0.8624508,1.033182,1.3203232,1.1402572,1.1449822,0.9793795,1.3671942,0.9246702,0.86564374,1.2734842,0.7605936,1.1786063,0.9469477,0.4487189,0.7389036,0.6302641,0.58182245,0.86874306,1.3897287,1.1449836,1.0779444,1.2025223,0.6820043,0.586519,0.982459,0.81349134,0.8008981,0.79489076,1.2904121,0.93112516,0.9422535,0.98723096,1.3969562,0.9963524,1.2404753,1.3736255,1.1249545,0.9996316,1.0190887,1.0318952,1.3024472,1.3724797,1.4479656,0.30553627,0.36589265,1.1366658,1.1971354,0.7079336,0.7085397,1.1290702,1.2183642,1.424109,0.8759065,0.0,1.2575068,1.1724002,0.8285817,1.1368351,1.4369873,1.183019,0.40551746,1.299238
tooth,0.8833943,1.0584549,1.3085736,0.6384856,1.0180818,1.2610025,0.9028609,0.98384744,0.85513794,1.0397518,0.8302902,1.3546894,0.8150772,0.82211375,1.3750985,1.0169284,0.61863273,1.121682,1.2138698,1.2894262,0.9360157,0.9958571,1.2420263,1.2665908,0.98735005,1.1896791,1.1389327,0.956274,1.0418705,0.95176125,0.6537922,0.97445244,1.1321154,1.3200765,0.7436146,1.3107162,1.1574683,1.0399252,0.9587172,1.0184889,0.9017577,1.1284359,0.90618896,0.97591627,1.1264641,1.3558608,1.3184577,1.1510514,1.0107868,1.2933941,0.8073586,1.2642698,0.90565896,0.8444949,0.8099583,1.129085,0.7923411,1.0667237,1.066179,0.6487317,1.0479767,0.77697945,0.91850907,0.9396963,1.2884883,1.2630289,0.87531185,1.1230004,0.60271984,0.86405873,1.3006835,1.3890496,1.3209504,1.1879408,0.77165097,1.0119038,0.7372618,0.89347315,1.0050621,1.2671194,1.3068343,1.1193175,1.3936257,1.1244444,1.1929984,0.96076447,1.0895771,1.2073046,1.220994,1.0111446,1.2228453,1.0020092,0.6885778,0.7975017,0.7924093,0.88808453,1.0340397,0.94895154,0.996296,0.5661114,1.3332431,1.0509354,0.8867953,0.73619723,1.1435522,1.3119559,0.95329106,0.85304403,0.7899634,1.2091844,1.2575068,0.0,0.7076098,1.3549886,0.8741127,0.8868885,1.0989861,1.3318858,1.0693868
toothbrush,0.9713661,0.8971406,1.2738194,0.9603495,0.8628789,1.0164417,0.9583913,0.94077915,0.9213123,1.1594423,1.038112,1.3190694,1.0053768,1.0313339,1.21142,1.0419084,0.75631124,1.0988772,0.9800448,1.1675521,0.9726195,1.0280919,0.90028095,1.0395372,0.9829187,1.1167748,1.2231935,0.9897251,0.9015029,1.0482318,0.99292743,1.0355492,1.0865626,1.0073519,0.8771177,1.1041883,1.1682726,0.9869755,1.0370283,0.9095236,1.0134382,1.1036632,1.0860534,1.1717465,1.1550335,1.0897266,1.2765678,1.1292055,0.7513684,1.1533229,0.77540165,1.2967455,0.8977452,0.84061843,1.09069,1.1024377,0.9702139,1.0770062,1.0567734,0.6538671,1.1480759,0.93525577,0.4549265,1.0305115,1.0896597,1.2163069,0.933244,1.1154335,0.67497784,1.0199578,1.2023336,1.1441126,1.3342469,1.16172,0.93404746,0.97305155,0.9275042,1.0513954,1.0586528,0.992008,1.1275172,1.0382745,1.1887766,1.24901,1.0514541,0.913276,0.96216285,1.2402946,1.2138197,1.0547929,1.1609225,0.94220436,0.45193267,1.0956863,0.8119997,1.0446523,0.91968095,1.0595075,0.85838926,0.5576693,1.1987739,1.0070988,0.45288616,0.68959296,0.846965,1.2289464,0.86649144,1.1060355,0.9213012,1.069092,1.1724002,0.7076098,0.0,1.0837306,0.770223,0.8596515,1.0914444,1.2350646,1.0685452
towel,1.2967768,0.83061576,0.80928206,1.2708343,1.1454358,0.83961546,1.1549305,0.8863061,1.2533387,1.0878268,1.232856,0.6468788,1.2018049,1.2351913,0.7210362,0.7984872,1.5058389,0.89999527,0.65318894,0.70668244,1.0914102,0.956877,0.5568757,0.50445884,0.9971537,0.9070978,0.9994257,0.9749027,0.9432466,1.1570331,1.229458,1.0469508,0.8529228,0.6123856,1.2129943,0.66482985,0.987798,0.9544995,1.1844566,0.96031,1.1664329,1.1247618,1.1116748,1.2672803,1.0418446,0.73397756,0.7558993,0.8879439,1.0445565,0.7100598,1.3825352,0.83308995,0.8625647,1.1760595,1.1976835,0.9012923,1.3174686,0.990022,1.0359137,1.2479806,0.6501704,1.0737445,0.9323817,1.0367357,0.79011995,0.6067399,1.2280103,0.87582695,1.299914,1.2645698,0.84935075,0.07705057,0.75427353,0.86364096,1.239454,0.9932684,1.1449971,1.0377103,1.0053415,0.69125444,0.6783701,0.9409984,0.5593584,0.7900386,0.7338092,1.1707762,0.9040204,0.5610598,0.72322166,1.0849447,0.67389005,0.86940515,1.1996489,1.1762698,1.0083072,1.1461973,0.92935705,1.2183461,1.1542257,1.4472711,0.69363695,0.8650925,1.1311377,1.3632073,0.81421053,0.7327887,0.8592484,1.1215057,1.4043313,0.7733011,0.8285817,1.3549886,1.0837306,0.0,1.0073094,1.314229,0.74160796,0.7877707,1.0003495
toy,1.0757213,0.76844,0.9498734,1.3163381,0.7752573,0.7358124,0.9184809,0.4864018,1.299856,1.2983278,1.1003917,1.1788206,1.2038479,0.903578,0.978479,1.1153628,1.0211809,0.6791885,0.65820277,0.8287231,0.41212672,0.97711575,0.59973407,1.0456679,0.9796046,1.2538073,1.2818036,0.9994186,0.96551967,1.1211518,1.1376412,1.0763025,1.1314512,0.9299782,0.7019855,0.8472242,1.0482336,0.56133205,1.1963925,0.9890858,0.88444686,1.002534,1.3060054,1.0715357,1.2571344,0.9651736,0.8336389,1.2549493,1.0852867,0.632687,0.9438455,1.087206,0.8570438,0.6592968,1.1532362,1.0236764,1.1733634,0.7798747,1.2474582,1.185958,1.2365315,1.2999687,1.1231745,0.96713305,1.2001268,1.2099761,1.0582354,1.0196378,0.885493,1.1113644,1.0146558,1.0268131,1.0526695,1.1509459,0.90051836,1.2270938,0.99800485,1.3273134,1.0541292,0.8741526,0.92907166,0.9815788,0.9719688,1.1459721,0.9471444,1.0230899,0.7784383,0.69727725,0.756601,1.1020266,0.9497199,1.1003017,0.98102725,1.2891026,0.5928736,1.2920505,1.0933415,1.1888946,1.1809522,0.64290315,0.9580158,0.9004793,1.0781814,0.9752337,1.1169906,0.8728149,0.45460558,1.2575736,1.0767968,0.7764913,1.1368351,0.8741127,0.770223,1.0073094,0.0,0.70728683,0.80442476,1.1143675,1.2422593
tray,0.83198404,0.99610597,1.3136935,1.060124,0.61078316,0.9928654,0.94467753,0.6636931,0.82038665,1.2896733,0.8453782,1.4441391,0.8545966,0.92415833,1.2820637,0.9963745,0.68140244,0.8184484,1.1446321,0.907719,0.40399492,0.97584754,0.9601554,1.1513364,0.9815473,1.2970809,1.3029141,0.78464854,0.8963144,0.8916711,0.9646503,0.94869727,1.1855689,1.3748851,0.602079,0.99408865,1.1137941,0.92605174,0.8699009,0.8878024,0.8506336,1.1010417,1.2294289,1.0753995,1.3831549,1.2805607,1.1297207,1.3360964,1.0053039,1.045216,0.6637056,1.4238291,1.1598054,0.92971736,0.9991438,1.0407346,1.0367514,1.1332902,1.1189947,0.8946686,1.1477909,1.0898612,1.031295,0.72283953,1.2178012,1.2178348,0.6398234,1.1299002,0.8142476,1.1452451,1.3645937,1.370799,1.2805551,1.2825133,0.9029432,0.7945381,0.97682154,1.0887513,0.81107354,1.2372683,1.3036689,0.8696642,1.3201823,1.2745457,1.1283226,0.63422793,0.75940907,1.01318,0.90068674,0.72984844,1.0235736,0.84531355,0.86259717,1.0905346,0.9090145,1.0293994,0.9581637,0.94682336,0.64041436,0.57076365,1.4561517,1.3656327,0.9298501,0.80097413,1.2316395,1.2044542,0.91893256,1.0674629,0.6042466,1.0268431,1.4369873,0.8868885,0.8596515,1.314229,0.70728683,0.0,1.0003178,1.4419804,1.036057
vacuum,1.1714894,0.9190676,1.1696,1.1772534,1.0297804,1.007627,1.3079467,0.71462667,1.025984,1.1113794,1.0373755,1.0372534,0.9991599,1.2239567,1.0583702,1.0232458,1.0518821,0.8084109,0.74958706,0.96070385,0.7372862,1.1454065,0.61008596,0.42874599,0.9874733,1.2523482,1.138393,0.62545484,0.7854388,0.8833726,1.0991752,0.8263661,1.0256442,1.0090849,0.7873411,0.80404365,1.0557513,0.89121747,0.80624497,0.78670585,1.112873,1.0643992,1.2689613,1.1988391,1.3422372,1.048792,0.95629644,1.2280179,1.084879,0.83844924,1.0514749,1.1399516,0.9821796,1.2649311,1.0736567,1.0606861,1.2874738,0.93547267,1.1372917,1.0055196,0.92728674,1.2140107,1.0314199,0.6293124,0.8987898,0.7703779,0.9330369,1.1446629,1.1118039,1.2906625,1.1641145,0.7479409,1.013988,1.152128,1.2683421,0.7785266,1.2634971,1.213297,0.88672245,0.75782055,0.9106654,1.1852882,0.85424,1.1633222,0.90736395,1.1558205,1.0039448,0.5536057,0.39487004,0.6782259,0.8981915,0.78290564,1.0117482,1.1876851,0.781164,1.2531989,0.8775674,0.87690496,1.0059824,0.9739089,1.0662591,1.1208785,1.1047815,1.0858067,1.0638753,0.96273994,0.54286474,1.1015165,0.9213308,0.91573,1.183019,1.0989861,1.0914444,0.74160796,0.80442476,1.0003178,0.0,1.1111586,0.8465873
watch,1.2889428,0.936746,0.26904523,1.3324957,1.0437897,0.59019136,0.8487742,1.0442585,1.4179847,0.9510614,1.4177102,0.39124078,1.3585423,1.2837405,0.42429423,1.3247678,1.3559453,1.0330116,0.57394296,0.62508065,1.3364415,0.7979429,0.83191264,0.94618607,1.192361,0.5201508,0.9499432,1.3637314,1.0215394,1.3504337,1.262705,1.2992754,0.8510633,0.30330688,1.5136027,0.6213813,0.98968583,1.0757221,1.3840086,1.1414857,1.2818055,0.7703792,1.0091139,1.0017225,0.5412123,0.43489063,0.53109425,0.68563867,0.9299414,0.66320175,1.4057966,0.36224085,0.90278333,0.8544507,1.2647467,0.8225219,1.1130795,0.90976214,1.0036197,1.3359017,1.2535815,1.2931032,1.0319798,1.396003,0.83019155,0.8554155,1.3212383,0.5920729,1.3610582,0.98056525,0.24043143,0.6657444,0.5731931,0.7589445,0.96097785,1.3768699,1.3533791,1.2524521,1.1888578,0.5380517,0.44447815,0.86145884,0.64709055,0.6758784,0.7317101,1.1932976,0.9060844,0.77637976,0.8771149,1.432246,0.8503918,1.2617378,1.3380328,1.333421,1.1065012,1.2249521,1.0892905,1.3319093,1.3250701,1.4696729,0.1941626,0.49288076,1.107232,1.2687503,0.75569135,0.4624216,1.023236,1.3816836,1.482995,0.63317406,0.40551746,1.3318858,1.2350646,0.7877707,1.1143675,1.4419804,1.1111586,0.0,1.2942748
window,0.9188088,1.1410269,1.3482081,0.91553235,1.1819686,1.2257066,1.231014,1.1632675,0.50415564,0.7363417,0.6661409,1.091936,0.7413015,0.9601575,1.2602882,0.7635254,0.91579914,1.038217,1.2515856,1.3058147,0.9933755,1.2713175,1.260295,0.81507885,0.7910209,1.2430894,0.7110792,0.8329425,1.0051407,0.6625163,0.7822632,0.6488,0.96968436,1.2622387,0.8187292,1.1844448,0.9228823,1.1861868,0.4332217,0.8831,0.94190276,1.1799142,0.8031916,1.0049704,1.2538341,1.1599143,1.2618515,1.2361351,1.0176481,1.2158468,0.95843935,1.1882466,1.3095727,1.2884325,0.88235545,1.2428365,1.0910999,1.1497173,0.9320911,0.9164948,0.7582201,0.9321228,1.0116423,0.7899262,0.5500402,0.8591428,0.95405513,1.2504668,1.0910019,1.0754791,1.2249904,1.0414013,1.2193722,0.9740089,1.28739,0.5786406,0.92441416,0.92141247,0.8565557,1.1681873,1.1638205,1.1201218,0.9588975,0.98532367,1.1520288,0.97367257,1.2167311,1.1789958,1.0655705,0.5707079,1.1232482,0.84236866,0.9823452,0.86029863,1.2285885,0.9429771,1.1284436,0.46890956,0.74345845,0.96051836,1.3538785,1.3746545,1.0546716,1.0311211,1.0105678,1.1661875,1.0538055,0.8200368,0.79595697,1.2946253,1.299238,1.0693868,1.0685452,1.0003495,1.2422593,1.036057,0.8465873,1.2942748,0.0
