,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,knife,ladder,lamp,leg,melon,mitten,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shoe,1.1578104,1.0699667,1.0447992,1.0375257,0.94838035,1.046751,1.169805,1.0041146,0.9587299,1.029524,1.179548,1.0217326,1.133982,1.195507,0.8325917,0.9753134,0.9414368,1.0224473,1.0101131,1.0336828,1.1509395,1.108224,0.9700103,0.9789228,0.9735648,1.148876,1.0980397,0.9372512,1.0315995,1.1213025,1.0678078,1.210779,1.0884113,0.9899484,1.0258688,1.0243751,0.97749966,0.88561213,1.1731749,0.9175885,0.62768453,1.1361995,1.1096781,1.0056064,1.060259,1.036605,1.0941485,0.634344,1.0165677,1.0856054,0.8012524,1.0427108,1.1227639,1.082147,1.1153662,0.9204512,0.9509577,0.93258023,1.1890838,0.9352622,1.111882,1.0339768,1.17736,0.9872446,0.9823344,0.81098974,0.98717386,0.94151753,0.8440944,1.0401677,1.0570294,1.0882542,1.1361231,0.78580505,0.91081345,1.0804574,0.9998292,1.0608246,0.7731473,0.9082458,0.0,1.0543978,1.2186329,1.1293733,0.50948286,1.2622867,0.6046132,1.0147704,0.7456813,0.91319203,1.0382373,1.0761567,0.7518557,0.99035484,0.89601237,0.9354118,1.0593401,1.1156924,1.0004225,0.99424356,1.1109351,1.0489088
shower,1.1530666,1.1465428,1.1812317,1.1345183,0.91645646,0.69440424,0.9072118,1.1384342,0.8746822,1.0566882,0.93679327,1.1602179,1.1011686,1.0342257,0.8522524,1.1344051,0.9078173,1.1356515,1.1172976,0.86165065,0.9473522,1.1391549,1.1084346,0.89190435,0.97247183,0.7293946,0.9619203,0.9353549,0.9391673,1.1841532,0.6539402,1.1143249,1.005255,1.0549116,1.1438439,0.5704346,0.87021995,0.86809474,1.122125,1.1506057,1.0932359,0.8745365,1.1210909,1.104893,1.1564709,0.7671509,1.0728271,1.0738202,1.1167402,1.0022507,1.0967721,1.0282383,1.1074561,0.7581896,0.8836726,0.99682957,0.9700782,1.0162594,1.1399276,1.0927448,1.0858012,1.1833558,1.0703518,0.94191766,0.9751992,0.88480043,0.9793038,1.204462,1.1432362,1.1665148,1.1522039,1.0208346,1.0855317,1.1026951,1.1433793,0.66899574,1.0572846,1.0198171,1.1026251,0.8721704,1.0543978,0.0,0.8714988,0.8789816,1.097881,1.0447867,0.95222753,0.99027574,0.9694011,1.1978507,0.9536044,1.1991631,1.1119635,0.99237436,0.90587515,1.1057332,1.229372,1.0289034,1.0561413,0.8993192,1.2035564,0.65189147
sink,0.96172553,1.2183732,1.2208098,1.0911763,0.9772805,0.9148441,1.1932793,0.6808852,1.0574851,1.247354,1.1221881,0.70819086,0.31552464,0.21140277,1.0728116,1.1339546,0.83968544,0.95353645,1.1006005,0.64947236,0.8437774,1.0001587,1.0220839,1.1617463,0.8813447,1.014998,1.069149,1.1160226,1.0919971,0.56506485,1.0510677,0.24652779,1.150496,1.2803855,1.3396924,1.1344042,1.031693,1.1700435,0.86983955,1.327038,1.2009035,1.0363467,1.075015,0.78783745,1.2023871,1.1381433,0.4987182,1.2061033,0.7921598,1.1730454,1.3221412,1.0341729,0.4495449,1.0942118,0.70962983,0.84533167,1.2369711,1.3244138,0.4902922,0.99966806,0.7476298,0.92371726,0.677261,0.78700393,1.2310039,1.2235085,1.0237468,0.65992165,1.2007693,0.9807359,0.72059065,1.0401334,0.7874641,1.2444819,1.1216488,1.0559916,1.1112597,1.268824,1.3310038,1.0789123,1.2186329,0.8714988,0.0,1.1139095,0.7189696,0.38466424,1.1421751,0.54238105,1.1141391,1.3855293,1.2670153,0.9102213,1.0610144,1.1513548,1.2075942,0.8971722,1.3273876,1.1499182,1.0640842,0.76891816,0.4773432,0.97363424
slide,1.058691,0.7895086,0.9821674,1.2172635,1.0138134,0.67180336,0.22997665,1.334689,0.7223727,0.51846665,0.6091014,1.270498,1.3566744,1.2621998,0.85649234,1.3974237,1.2361525,1.2828486,1.2408897,1.333071,1.2128882,1.3057883,1.278688,0.73769367,1.2698978,0.51121926,1.0865867,0.857854,1.1082089,1.4575884,0.26421607,1.2861902,1.1113224,1.001758,0.5849281,0.47818363,0.891411,0.67749184,1.2947876,0.794327,1.2143656,0.7174114,1.2260718,1.4757859,1.0401994,0.5112637,1.4708896,1.2769573,1.3051497,0.8678608,0.784731,0.7831477,1.4138067,0.83684784,1.1227224,1.1568923,0.8990023,0.7896443,1.3058572,1.4677117,1.2267022,1.1901696,1.2252424,1.1447725,0.5794044,0.78646713,0.8111534,1.3926847,0.9340448,1.3380659,1.4415705,1.1668122,1.3601463,1.0433539,1.2432234,0.710792,1.1942762,0.47790587,0.52617216,0.7112739,1.1293733,0.8789816,1.1139095,0.0,1.5305579,1.2431054,0.8809671,1.4695257,1.3354276,1.2077346,0.49779856,1.208238,1.3471663,0.9040087,0.6175578,1.4595532,0.817647,0.5831247,1.1052207,1.2675079,1.2853892,0.94114906
slipper,1.1577076,1.3165241,1.1554749,1.0016466,1.0927706,1.250686,1.5761517,0.43511248,1.2961121,1.3675165,1.442607,0.6998904,0.42527115,0.54937357,1.1169384,0.8643074,0.66264033,0.89757496,0.97864413,0.54281425,0.8201481,0.9249649,0.77959263,1.3279674,0.744809,1.3139644,1.039227,1.2143713,1.0434065,0.4793114,1.4595234,0.56280196,1.0989752,1.2034872,1.3569865,1.3989636,1.1111432,1.2602695,1.0542916,1.1475295,0.7316274,1.2643327,1.0584707,0.5149147,1.2001249,1.3682555,0.37550563,0.6797999,0.7991926,1.2326539,1.2028923,1.0577141,0.53065324,1.2725828,0.9273517,0.7034451,1.1407743,1.3483686,0.5525478,0.5711648,0.9355633,0.7755182,0.82871264,0.8515919,1.3077257,1.1313388,1.2536712,0.36128706,1.0327768,0.8274634,0.51460195,1.0103307,0.8852521,1.0207379,0.9732884,1.3469855,0.9581246,1.4008182,1.2739434,1.1514215,0.50948286,1.097881,0.7189696,1.5305579,0.0,0.7024336,0.97864085,0.41683728,0.575439,1.0581195,1.5499349,0.8828892,0.49662715,1.200578,1.299949,0.4539913,1.342416,1.4779903,1.0593524,0.6394111,0.5141709,1.2066228
soap,0.96063054,1.2080014,1.1840355,0.9505106,1.1597236,1.2306293,1.275316,0.7321523,1.2771347,1.2333555,1.1116014,0.73345894,0.23402578,0.3555838,1.3233395,0.96069866,0.9427727,1.0141596,1.0098702,0.7265763,0.8701149,0.81319416,0.96752554,1.358967,0.86214435,1.1305922,1.0119903,1.2102113,0.95892924,0.3257749,1.2454803,0.23280835,1.079951,1.2169331,1.2903596,1.2750068,1.1806033,1.233874,0.789239,1.2412667,1.141635,1.1154562,0.99663407,0.7693431,1.0642481,1.154067,0.3484339,1.2094259,0.7898754,1.1334432,1.3501348,1.078577,0.43136144,1.1576024,0.7729291,0.96439916,1.233838,1.4070928,0.29884362,0.8796334,0.6889787,0.88396394,0.42155433,0.9706381,1.1986569,1.272792,1.1252415,0.5992303,1.1614635,0.9201327,0.619758,0.92656505,0.88463366,1.2031375,1.157442,1.2279305,1.0139147,1.295501,1.3318207,1.1558342,1.2622867,1.0447867,0.38466424,1.2431054,0.7024336,0.0,1.2042997,0.5910987,1.1098179,1.1592455,1.3966576,0.8057779,0.9828238,1.187357,1.2637902,0.7896732,1.2344486,1.2796137,1.034178,0.86947954,0.33680356,1.1254547
sock,0.8876785,0.88633335,0.96119,1.1475714,1.0140786,0.7799169,0.91572535,1.0917219,1.0765619,0.82150704,0.88756615,1.2699881,1.2326895,1.2553703,0.8919978,1.094698,1.1833278,1.1155916,1.0366943,1.1740726,1.1985865,0.9829441,1.1544986,0.98097634,1.0274494,0.99052954,1.0269434,1.0539434,0.88520277,1.1716539,0.87541014,1.2369945,1.2268438,1.0089722,0.9363593,0.9626119,0.9934925,0.9614565,1.1438863,0.9486238,0.7190676,0.79080915,1.3118894,1.1356176,1.0515016,0.77124834,1.2006341,0.8422115,1.0098604,1.0219749,0.6281351,0.74322236,1.2460558,1.1143192,1.1922569,1.0886276,0.8505226,0.4994396,1.2582564,1.1352412,1.1597561,1.0650083,1.0062594,1.1461291,0.94100034,0.783712,0.93710595,1.1617292,0.85937303,1.103664,1.2005491,1.216912,1.1643797,1.0433079,1.1553836,1.0144377,1.2383561,0.90153074,0.7532215,0.8255509,0.6046132,0.95222753,1.1421751,0.8809671,0.97864085,1.2042997,0.0,1.1133072,0.91571265,1.1574676,0.8750477,1.0006362,0.91862375,0.7534137,0.7829926,1.0670867,0.9273015,0.7816577,1.1727309,1.2628767,1.210849,1.1199771
spoon,0.95985985,1.2052653,1.0472295,0.8866323,1.1005121,1.2042975,1.5021095,0.6333316,1.357424,1.3666167,1.3675115,0.8204822,0.4219653,0.48078096,1.2902395,0.8235007,0.62368083,0.9418089,0.9364097,0.6112007,0.8677291,0.75270057,0.7552289,1.2979243,0.73185635,1.3089854,0.97604334,1.2530757,0.925297,0.4117815,1.4234114,0.5296134,0.9279971,1.1636095,1.3797114,1.322998,1.234594,1.2666782,0.9050242,1.3081083,0.93861926,1.0950221,1.017736,0.4879549,1.0690088,1.2840213,0.42570555,0.9392523,0.74619925,1.1779634,1.2637975,1.1040876,0.5381656,1.2630093,0.8566782,0.9039918,1.0263715,1.3893251,0.57392985,0.5971083,0.927154,0.92171025,0.7704541,0.9607034,1.3765088,1.1646372,1.2884998,0.42648816,1.0669513,0.7941552,0.5930254,1.0519713,0.68653524,1.1928918,0.98086625,1.2951131,0.9672561,1.3617315,1.3461183,1.2479153,1.0147704,0.99027574,0.54238105,1.4695257,0.41683728,0.5910987,1.1133072,0.0,0.6371864,1.0690492,1.502064,0.9270051,0.65692514,1.0239573,1.2129228,0.6416637,1.3339624,1.298262,1.1143153,0.63466644,0.60694003,1.1560103
sprinkler,1.030211,1.0752684,0.94920206,1.0467291,1.09887,1.1309853,1.3374059,0.8400621,1.2619671,1.2064737,1.3206439,0.98086613,0.9257825,1.0562526,0.96594584,0.8064077,0.63788944,1.033113,1.0490192,0.8123427,1.1030027,0.83597577,0.98595476,1.221361,0.79160196,1.1899552,0.97282493,1.2675807,0.9437173,0.793328,1.2859707,1.0768905,0.8032205,1.0605997,1.1072947,1.1308831,1.0717449,1.1669598,1.140947,0.9259463,0.49349475,1.1242902,1.1618924,0.86588734,1.1705657,1.158088,0.7501873,0.7836907,0.9605113,1.1234382,0.89243704,1.001636,1.026026,1.230814,1.0169885,0.8753547,0.6812562,1.0409884,0.9735245,0.66371727,1.0939428,0.8396366,1.0154959,1.1366032,1.2415595,0.8944917,1.1888403,0.7208064,0.8380923,0.84304667,0.9566749,1.1884805,0.9487835,1.152531,0.989806,1.1843486,0.85631806,1.1919312,1.0755928,1.1940812,0.7456813,0.9694011,1.1141391,1.3354276,0.575439,1.1098179,0.91571265,0.6371864,0.0,0.9075456,1.3151639,1.0647625,0.40148222,0.81555516,1.1036428,0.7226396,1.193779,1.1792343,1.1929324,0.7492269,1.0551497,1.1032904
stroller,1.1050451,0.7927511,0.7824359,0.7939353,1.0310346,1.3513072,1.1885666,1.1838955,1.0971441,1.017246,1.2200696,1.044537,1.1543286,1.2107744,1.2228233,0.76353264,1.1063826,1.0021403,0.89044255,1.1911705,0.9845858,1.0175763,0.8441613,1.0699004,0.94393915,1.1850023,0.7884793,0.9585928,1.1168039,1.133496,1.2490413,1.1959878,0.8232002,0.6329353,0.79425466,1.1361119,1.2187216,0.9592492,0.9955234,0.8661411,1.0134029,1.0684807,0.84994316,0.97967833,0.7443146,1.1791718,1.0944458,0.83583546,1.018688,0.8760594,0.99202436,1.0981442,1.0878417,1.0554171,1.0647306,1.2172098,0.9452802,1.1308781,1.1227798,0.93508756,1.0336742,0.9724511,1.1542397,1.0363977,0.92681754,1.0377146,1.0850018,1.0565746,1.0618104,0.9733023,0.9677379,0.8400278,0.9918051,0.7802677,0.9230325,1.0831143,0.76417255,0.988354,0.8203687,1.1100907,0.91319203,1.1978507,1.3855293,1.2077346,1.0581195,1.1592455,1.1574676,1.0690492,0.9075456,0.0,1.085261,0.8850223,0.9564733,1.132919,0.9506625,1.0785619,0.63696444,1.1235269,0.78372145,1.0609205,1.0235693,1.0539618
table,1.1287221,0.8326075,1.0107883,1.0378617,0.8378887,0.51979256,0.20253521,1.387806,0.620608,0.61477876,0.5628484,1.1792064,1.4931376,1.4155741,0.7524958,1.2689848,1.3054125,1.0963588,1.1287128,1.3778567,1.2931588,1.2952409,1.2410742,0.35629785,1.3844635,0.6705737,1.172229,0.7334907,1.0453213,1.5867238,0.4989156,1.3991448,0.9887861,0.83437085,0.71113765,0.63255894,0.8748529,0.58667445,1.2737067,0.9245069,1.2514672,0.8907423,1.0188961,1.4291763,0.88731,0.687834,1.5909113,1.1534554,1.3641703,0.7846649,0.82416,0.89692086,1.4565127,0.8459971,1.1478717,1.1567956,0.8957585,0.6578952,1.4094241,1.2532828,1.1508133,1.2896321,1.3197181,1.0773441,0.56881446,0.7172168,0.7483885,1.4963546,1.0642304,1.2968142,1.4299836,1.1045939,1.2331626,0.7766286,1.0037661,0.64923865,1.0968227,0.6101872,0.7683399,0.69930595,1.0382373,0.9536044,1.2670153,0.49779856,1.5499349,1.3966576,0.8750477,1.502064,1.3151639,1.085261,0.0,1.1641642,1.3964204,0.92574805,0.8009747,1.2681665,0.78117853,0.59090686,0.90590477,1.3203553,1.3996325,0.8867906
tape,0.9849139,0.7464257,0.7140064,0.8259161,1.0809352,1.083231,1.2141852,0.89046466,1.2588457,1.1234939,1.1065187,0.9628632,0.8444372,0.7589849,1.2696297,0.7838257,1.0600659,0.8814696,0.96853745,1.012813,0.97408307,1.0709605,0.9349068,1.2651299,0.73874605,1.1291411,1.035037,1.2227237,1.0103824,0.883221,1.2499079,0.7149863,1.0263151,1.19086,1.0153829,1.270437,1.1979358,1.2358794,0.77198446,1.0122862,1.1000246,0.76657534,1.0271076,0.8838228,0.84236234,1.226561,0.8965327,1.040711,0.648219,1.1770583,1.121494,1.0228692,0.8534732,1.206652,0.9280153,1.0601112,1.0848517,1.0936054,0.799498,0.9076619,1.0425507,0.5936836,0.87399215,0.9844333,1.1888775,1.2224927,1.149861,0.86349237,1.075709,1.0557227,0.7954514,0.9182006,0.8918523,0.94792587,1.1666547,1.2260747,0.81819266,1.1618791,1.0967891,1.1306427,1.0761567,1.1991631,0.9102213,1.208238,0.8828892,0.8057779,1.0006362,0.9270051,1.0647625,0.8850223,1.1641642,0.0,1.0241238,1.1178536,1.1111735,0.91039014,0.6975859,1.086123,0.99549276,1.0011767,0.7049794,1.1980039
toe,0.8671781,1.0549456,0.9191346,1.1294836,1.1981672,1.1549432,1.4049762,0.8024503,1.2632952,1.1419787,1.355378,0.9719591,0.84316534,0.92576545,1.0533313,0.6858704,0.80332476,1.0689766,1.0695549,0.976839,1.1129448,0.69359136,0.95155996,1.2957159,0.8252585,1.2433434,0.9429814,1.2559633,0.8954403,0.68337846,1.3748701,0.9328681,1.08028,1.057838,1.0845301,1.2275546,1.0672504,1.2142749,0.8776571,0.7935529,0.35955924,1.1416383,1.1727066,0.93674856,1.2379527,1.2005163,0.661034,0.6660387,0.8025417,1.0684838,0.77469677,0.88551384,1.0214112,1.2918725,1.190767,0.9974986,0.70650184,0.99378204,0.80672324,0.7733773,1.099223,0.8424062,0.8314527,1.1889265,1.1984756,0.920043,1.1481637,0.6294157,0.8372303,0.77396554,0.8192262,1.1821957,0.93511736,1.2860894,0.9598368,1.2940395,1.0528929,1.1717048,1.103492,1.1333675,0.7518557,1.1119635,1.0610144,1.3471663,0.49662715,0.9828238,0.91862375,0.65692514,0.40148222,0.9564733,1.3964204,1.0241238,0.0,0.80846316,1.2034769,0.7768935,1.2087728,1.2033432,1.1655033,0.9541806,0.9629035,1.1600313
tooth,0.71147263,0.8683814,0.8648449,0.97886515,1.0011339,0.91901135,0.98187923,1.171683,1.1327322,0.8730486,1.0210918,1.2524405,1.271789,1.226567,0.94611835,0.89251775,1.1522348,1.1784686,1.0322645,1.3527329,1.2230424,0.6303312,1.2518382,1.1010904,1.0529325,1.0728358,0.94354457,1.1395793,0.8705319,1.0748186,1.0183067,1.2463938,0.97339827,1.0452968,0.8792566,0.9458714,1.0463439,1.0080165,0.9496661,0.9322714,0.61668676,0.82331717,1.0942988,1.1706606,0.9333627,0.8578883,1.2306163,0.90749925,0.9717248,0.9663719,0.5004889,0.82940036,1.2883148,1.1673269,1.129889,1.2588925,0.48435915,0.5736678,1.2192506,1.1397654,1.1124958,1.162802,0.825752,1.2918779,1.0254189,0.9490604,0.98234993,1.1153141,0.6680567,1.0564804,1.2489275,1.2260094,0.9477183,1.1668391,1.0805495,1.1440971,1.0485852,0.88167995,0.83509934,0.98118514,0.99035484,0.99237436,1.1513548,0.9040087,1.200578,1.187357,0.7534137,1.0239573,0.81555516,1.132919,0.92574805,1.1178536,0.80846316,0.0,0.8290936,1.2391624,0.8323964,0.6501938,1.2062278,1.3078632,1.2525835,1.1455904
toothbrush,0.98797804,0.82537067,0.9491309,1.1478475,0.95809114,0.8220972,0.7181672,1.2893648,0.8318304,0.8871639,0.702531,1.2669854,1.3179514,1.2641677,0.8451364,1.1796207,1.0953922,1.1824913,0.99295264,1.1225888,1.1829083,0.94532317,1.1895658,0.8802289,1.2032915,0.9353299,0.9212648,0.84786856,0.85690355,1.2502328,0.6857108,1.3162309,1.1589494,0.88720596,0.9365584,0.71383,0.9661298,0.78994477,1.1029023,1.0364512,1.048901,0.77013135,1.2043161,1.2657573,1.0580134,0.58902544,1.3613315,1.0096134,1.0493388,0.9147761,0.79145145,0.91720665,1.3709592,0.8671806,1.1734877,1.001276,0.88783497,0.7304214,1.3422157,1.245714,1.1057901,1.2920144,1.2244744,1.1339986,0.9021546,0.7829801,0.9720236,1.2356416,0.74877524,1.0943375,1.2530792,1.2889997,1.0807928,1.0788623,1.1836045,0.78568774,1.1155963,0.87019235,0.47056496,0.9341545,0.89601237,0.90587515,1.2075942,0.6175578,1.299949,1.2637902,0.7829926,1.2129228,1.1036428,0.9506625,0.8009747,1.1111735,1.2034769,0.8290936,0.0,1.2243026,0.8438545,0.63255906,1.1033767,1.129167,1.2225161,0.8958589
towel,1.1977457,1.2628306,1.1477815,0.92867255,1.0597697,1.1265862,1.3322831,0.553026,1.1703893,1.306038,1.1346714,0.609812,0.60022503,0.7497903,0.9617708,1.0063229,0.5703609,0.7400191,0.88376737,0.37833083,0.8774973,0.8707528,0.84247553,1.0893137,0.97298187,1.2976706,1.031537,1.0882752,0.9519128,0.5732735,1.397063,0.70784944,1.0566666,1.1197141,1.311779,1.2775364,0.9783962,1.2792895,1.0812819,1.1676955,0.9980309,1.357558,1.0314595,0.62047124,1.077771,1.2174152,0.51851225,0.8546495,0.8988358,1.1896014,1.2785059,1.0908651,0.6970146,1.1010908,0.93847245,0.6089676,1.1445847,1.1681347,0.6659716,0.24211931,0.8950738,0.8470288,0.92479026,0.8381269,1.3211792,1.0721388,1.1765628,0.63882285,1.1155461,0.74049985,0.56609404,1.049314,0.8950229,1.0266074,0.92350554,1.1000088,1.0037726,1.2968965,1.3458395,1.2685983,0.9354118,1.1057332,0.8971722,1.4595532,0.4539913,0.7896732,1.0670867,0.6416637,0.7226396,1.0785619,1.2681665,0.91039014,0.7768935,1.2391624,1.2243026,0.0,1.3182244,1.3648394,1.027796,0.49964154,0.68422896,1.0590593
toy,0.87889564,0.51795274,0.5666231,0.8181929,0.91019976,1.0827732,0.82517594,1.3322785,1.0253085,0.73474777,0.86647093,1.202746,1.2831492,1.2089307,1.0493482,0.98704547,1.3778566,0.92037845,1.0893413,1.3704573,1.1967468,1.0559528,1.0182188,1.0000889,1.1820066,0.9838543,1.064273,0.88898915,1.1545572,1.3332434,0.93321955,1.2091738,0.89799845,0.9274062,0.5264642,1.0298964,1.175662,1.0235755,1.0315542,0.77621555,1.1057067,0.77769876,1.0117004,1.2472473,0.6294574,0.9026089,1.3487469,0.98662883,1.1168828,0.92722344,0.7412547,0.6412048,1.2446953,1.1495427,1.1937444,1.2950549,0.69557226,0.7234735,1.1758403,1.1646212,1.2590932,1.0356002,1.1015859,1.0948317,0.8596673,1.0331802,1.0214092,1.2984624,0.9383992,1.2057511,1.2517444,1.0466601,1.1163467,0.67247087,1.0713787,1.0163335,0.9112758,0.7162281,0.6949772,0.9888782,1.0593401,1.229372,1.3273876,0.817647,1.342416,1.2344486,0.9273015,1.3339624,1.193779,0.63696444,0.78117853,0.6975859,1.2087728,0.8323964,0.8438545,1.3182244,0.0,0.6074185,1.0195031,1.3196173,1.1295917,1.2385143
tray,0.63759613,0.7564372,0.84625006,1.0214778,0.86780584,0.571777,0.6398715,1.3266137,0.84929645,0.53935283,0.7119484,1.3352227,1.4473858,1.3152997,0.80357885,1.1414603,1.2892514,1.124219,1.0050172,1.363329,1.2417212,0.9017105,1.2631431,0.8363288,1.2757056,0.92443675,1.0481004,0.9279064,0.7367902,1.3278271,0.73161703,1.3443011,1.1552083,0.97261626,0.73584163,0.7837445,0.91120267,0.89794123,1.0052016,0.94659334,0.9826622,0.6916158,1.1477214,1.3287857,0.8658479,0.6241457,1.4646405,1.200203,1.0634875,0.94493824,0.5514399,0.66777056,1.4418192,1.0178039,1.2523017,1.2501193,0.5527666,0.51134974,1.3918802,1.2794268,1.2552675,1.2428501,1.0644106,1.2304149,0.754671,0.9019814,0.95770335,1.4271364,0.7906697,1.0473651,1.3889415,1.3267221,0.8353704,1.0816429,1.1152567,0.95663494,1.2394179,0.5515418,0.70240396,0.8783499,1.1156924,1.0289034,1.1499182,0.5831247,1.4779903,1.2796137,0.7816577,1.298262,1.1792343,1.1235269,0.59090686,1.086123,1.2033432,0.6501938,0.63255906,1.3648394,0.6074185,0.0,1.1728157,1.3897082,1.4000399,1.0933939
tree,1.1588496,1.0508916,1.0851036,0.92968374,0.96040934,1.1321803,1.0089253,1.0943025,1.0453652,1.087526,1.0532179,0.9613478,0.9815528,1.0405456,1.2048723,0.9898484,1.0940166,1.0080861,0.95162547,0.99552935,0.8702884,1.2073154,0.95704913,1.0420356,1.0524734,1.0919253,0.74267036,0.9419085,1.15928,1.097894,1.0625018,0.9798201,0.82526064,0.932139,1.0430286,1.1203352,1.1454052,0.8716791,1.0181402,1.0632415,1.1780533,1.0189153,0.5249099,0.9848124,0.94010234,1.1943213,0.99445283,1.0418997,1.0860401,1.0175959,1.2247965,1.2584233,0.8961455,0.97828776,0.84018654,1.0509803,1.233791,1.1708838,0.9932392,1.0442193,0.8449774,1.0155274,1.1736372,0.90930396,0.9093257,1.1597894,0.917778,1.0735542,1.196848,1.0651027,0.94156754,0.5595009,1.1216776,0.791505,1.0529279,1.0034785,0.80508876,1.0514277,1.0994155,1.0108086,1.0004225,1.0561413,1.0640842,1.1052207,1.0593524,1.034178,1.1727309,1.1143153,1.1929324,0.78372145,0.90590477,0.99549276,1.1655033,1.2062278,1.1033767,1.027796,1.0195031,1.1728157,0.0,0.97958857,0.88100374,0.99139136
vacuum,1.2439699,1.2814064,1.1559677,1.0667882,0.87968886,1.089278,1.2437013,0.667436,0.95468605,1.4393551,1.1537968,0.57931554,0.68266743,0.7158984,0.83814716,1.1306814,0.114910066,0.6007959,0.98461705,0.26770687,0.8068292,0.93146867,0.9144248,0.9234473,0.89615697,1.1815348,0.9978531,0.86474717,1.1868355,0.6369933,1.1201595,0.7481573,0.93434936,1.2020632,1.3682438,1.101395,0.92830044,1.1921049,1.1442657,1.308249,1.1543654,1.2727023,0.8716085,0.69762015,1.222741,1.1760545,0.71495974,1.0577998,0.9876691,1.2972505,1.4775825,1.2937468,0.7089622,0.9682639,0.6640102,0.45304358,1.2690703,1.508791,0.8232046,0.59117687,0.8977884,0.950256,1.041421,0.54313236,1.43978,1.0542175,1.1847937,0.7002664,1.0426981,0.7820923,0.7477042,0.8837737,0.8959508,0.978779,0.85344946,0.9049315,0.90107924,1.382023,1.3300502,1.2371066,0.99424356,0.8993192,0.76891816,1.2675079,0.6394111,0.86947954,1.2628767,0.63466644,0.7492269,1.0609205,1.3203553,1.0011767,0.9541806,1.3078632,1.129167,0.49964154,1.3196173,1.3897082,0.97958857,0.0,0.7899518,0.7133243
watch,1.1324142,1.1801791,1.1437223,1.0404857,1.1103915,1.3229454,1.3188319,0.5325135,1.3004878,1.2932644,1.2012666,0.62282354,0.19474947,0.28500664,1.2816231,1.0244743,0.8698235,0.9947484,0.92224884,0.71619964,0.71797156,0.943822,0.88136864,1.3775737,0.9038767,1.1583154,0.9165203,1.2269839,1.13553,0.37463337,1.2915716,0.20001686,1.0837417,1.2394714,1.3009069,1.3564973,1.2372125,1.236007,0.9880682,1.2278693,1.2011883,1.1512203,0.9340813,0.63817376,1.1460073,1.3257779,0.33429092,1.1059387,0.7949525,1.0901752,1.3828453,1.0399394,0.39958352,1.224272,0.7554089,0.86462134,1.3189373,1.436058,0.2714945,0.8906925,0.73050904,0.81635356,0.6747731,0.9231517,1.2228955,1.3236034,1.1666898,0.40091002,1.2026166,1.0139223,0.55772,0.8600774,1.02941,1.0920672,1.1135131,1.3253222,0.9232418,1.3312304,1.2890253,1.1897556,1.1109351,1.2035564,0.4773432,1.2853892,0.5141709,0.33680356,1.210849,0.60694003,1.0551497,1.0235693,1.3996325,0.7049794,0.9629035,1.2525835,1.2225161,0.68422896,1.1295917,1.4000399,0.88100374,0.7899518,0.0,1.2355562
window,1.1672138,1.1002599,1.1767527,1.2043518,0.80819803,0.8349416,0.8986308,1.0886096,0.6728757,1.1145799,0.83941615,0.93480915,1.1494864,1.1032888,0.6888442,1.2194617,0.79403067,0.9617766,0.94713485,0.86338544,1.0454495,1.0420614,1.0780118,0.6673809,1.0861962,0.9879894,1.028283,0.68652797,1.022817,1.1926619,0.821192,1.1271147,1.0603669,0.90234655,1.0614742,0.7469784,0.8116866,0.8093442,1.0617642,1.0492969,1.133417,1.1064938,0.8950871,1.109266,1.2125187,0.8272642,1.1665273,1.1185749,1.105086,0.9720912,1.1664255,1.1023436,1.0733188,0.58990574,0.8663143,0.9218538,1.1460648,1.0413718,1.201557,1.0957093,0.88476855,1.1958746,1.253214,0.7758678,1.0154284,0.8366014,0.8589963,1.2166837,1.1356634,1.0182195,1.0108992,0.92566943,1.0212885,0.97720003,0.85897756,0.6537058,1.0451487,1.0772927,1.0747007,0.9849913,1.0489088,0.65189147,0.97363424,0.94114906,1.2066228,1.1254547,1.1199771,1.1560103,1.1032904,1.0539618,0.8867906,1.1980039,1.1600313,1.1455904,0.8958589,1.0590593,1.2385143,1.0933939,0.99139136,0.7133243,1.2355562,0.0
