,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
door,1.0201946,1.1690959,0.7955507,0.6510359,1.2449851,1.2547376,1.2563713,1.1520406,0.5540834,0.67383075,1.1494435,0.55011237,1.0561054,1.1238158,0.9162115,1.0618858,1.1557887,1.3275527,0.7954361,1.2180607,1.1393406,1.116958,1.1965476,1.3379534,0.79448617,0.9014915,1.2084376,0.7593534,0.9767851,1.1164619,0.6008939,1.099464,1.3181081,0.695951,1.2429467,1.1113724,1.0127115,1.1541193,0.0,0.7186519,0.7819984,1.0268583,0.9175797,1.261442,1.3024898,0.81839675,0.8444804,1.1574628,0.8665539,1.1913196,1.2138829,1.3777261,0.91916716,1.106075,1.3441402,1.111396,1.0107017,1.0563085,0.9413926,1.028994,0.5317705,0.9284637,1.213557,0.8831506,1.1223977,1.0888084,1.0942634,1.2286997,1.3062944,1.2864504,0.89075506,0.91182584,0.8735393,1.0098416,1.2638621,1.1501037,1.0710802,0.82372576,0.8378216,0.69916356,1.1280189,1.0805157,1.0714325,1.1186326,0.99654686,0.700824,0.9856671,0.9873998,1.1765832,0.98756987,1.088829,0.7771449,1.0842186,0.76617974,0.90531135,0.8549996,1.3822305,0.78761923,1.2325064,0.98159343,1.0138711,1.1945952,1.0317295,1.0409596,1.2635148,0.80709046,0.93592817,0.66595834,1.2651011,1.2905931,1.201556,1.0215778,1.3242085,1.301671,0.97253275,0.6781048,0.8567902,1.2377877,0.55975604
drawer,0.9089396,1.1414657,0.94560236,0.79890037,1.2316157,1.3407602,1.1669164,1.0705262,0.63840044,0.77504194,0.9853302,0.45788646,0.9476215,1.264182,0.7973558,0.91103446,1.2589023,1.1654652,0.82633233,1.1656408,1.044855,1.1718643,1.1940076,1.2365105,1.0364711,0.693349,1.1195664,0.79450697,1.1145042,1.1983975,0.6464898,1.0579035,1.2773997,0.72225654,1.3831887,1.0353868,0.9670424,1.2072586,0.7186519,0.0,0.7893888,1.2527144,0.8189249,1.0598183,1.1510026,0.8446615,0.7971259,1.0916369,0.9784389,1.2533951,1.1291038,1.1744995,1.0307946,0.9535225,1.3095161,0.8726766,0.91712296,0.8771727,0.7312638,0.90705353,0.61879003,1.1695925,1.0908759,0.8105621,1.1228163,0.98236394,1.0430584,1.2961603,0.9800864,1.2677813,0.6299162,0.95687675,0.77460575,0.7909165,1.3263808,1.2501377,1.2906312,0.9782487,0.8262147,1.0126227,1.0698946,0.89621174,1.035594,1.1441222,0.9779491,0.78592384,1.1890616,0.9774897,1.2005315,0.7685017,0.8683606,0.92702097,1.0924486,0.9671218,0.8241221,0.7808076,1.2093279,0.86255974,1.2030224,0.9650389,1.0690346,1.14281,1.0611781,0.72980106,1.3357949,0.9381174,0.81513363,0.7423036,1.3480973,1.1257615,1.1298785,1.0069557,1.1239519,1.2958547,0.9154415,1.0898165,1.1235241,1.2810632,0.88498634
dress,0.7814279,1.3371191,1.0736727,0.47956038,1.1904608,1.3450608,1.1770072,1.3519142,0.68871343,0.67351353,1.2048388,0.6151639,0.46066833,1.0612367,0.4365692,1.153705,1.2284577,1.5236154,1.2294576,1.4301178,0.97117126,1.4302227,1.2446594,1.2780018,0.75885093,1.1215237,1.2024014,0.7684515,1.2803164,1.265132,0.5814487,1.1306111,1.5389967,0.73115087,1.4669094,0.92652214,0.7652608,1.0387207,0.7819984,0.7893888,0.0,1.1410744,0.6988308,1.1859182,1.354044,0.82034165,0.88075024,0.9700518,0.74300516,1.3808198,0.999019,1.2673497,0.5911615,0.8324317,1.362193,0.88781583,0.9241883,0.72671044,0.41525376,1.2050192,0.67073005,1.310874,1.2119281,0.7526454,1.1538426,0.9409599,0.89225,1.3449428,1.3152847,1.2472782,1.1416866,0.41628492,0.50095034,0.93584806,1.4932737,1.4754516,1.405262,0.9267509,0.6089019,0.9515844,1.2295821,1.1487787,1.1009753,1.1416855,1.2722871,0.76502436,1.0740142,0.5251894,1.3815838,0.4546492,0.81710076,0.83939534,1.3540034,0.8343038,0.9069598,0.7325654,1.485419,0.7698834,1.4212921,0.8536018,1.1505233,1.3217243,1.037974,0.9562101,1.4192305,1.0087498,0.39492023,0.59742576,1.4225698,1.2752386,1.1090595,0.98013175,1.3180861,1.3868608,0.80740607,0.9828233,1.3715664,1.4560745,0.7880268
duck,1.1429073,1.0309073,0.9505409,1.0921525,0.8055974,0.8678424,1.050111,0.9929534,1.1111845,1.1590424,1.1377684,1.2142268,1.0814953,0.8237025,1.1769773,0.8865647,0.99734783,0.99976707,0.9184061,0.9727305,0.9978262,0.9897841,0.7607714,1.1427448,1.0000407,1.0692492,0.9711492,1.0314786,0.94892645,0.8733332,1.1480455,1.0935119,1.0015733,1.0529146,0.8400775,1.0915092,0.9019689,0.8230575,1.0268583,1.2527144,1.1410744,0.0,1.0852941,1.22346,1.0591003,0.95522237,1.2039696,0.9000287,1.0015001,1.0470152,0.9270005,1.0145262,1.0081192,1.0966573,0.96859014,1.2787715,1.0828156,1.1055287,1.2472222,1.1143342,1.1582781,0.8417746,1.1827953,1.1071886,0.916751,1.0358795,0.9582488,1.0180722,0.99066496,1.0639067,0.97414815,1.0975497,1.1146268,1.011324,0.945533,0.96722716,0.96898216,1.0428587,1.1806132,0.86989164,0.86648035,1.2216895,1.0531722,1.0593212,0.9509014,1.0678458,0.16716677,1.1981246,0.887014,1.274427,1.1142697,0.87566787,0.80350447,1.04756,1.0057381,1.0903907,1.011156,1.1394668,1.0063031,1.0582544,0.88977975,0.9765148,0.9277079,1.1848012,0.9744404,0.8583244,1.1978307,1.0958674,0.73525345,1.1277039,1.0785683,1.0271398,0.9744438,0.6109999,0.9793304,0.9985198,0.9215205,0.89652216,0.93030655
face,0.73931813,1.3116317,0.9750161,0.6705737,1.1141545,1.1458237,1.0992191,1.2166853,0.8614077,0.804788,1.1039584,0.82632124,0.84158,1.1165041,0.8226573,1.1003059,1.1473051,1.3174474,1.1979138,1.2968872,1.0117357,1.2434416,1.209363,1.029868,0.96672064,1.2018834,1.0774715,0.9152805,1.122414,1.105684,0.6752772,1.0337877,1.2846546,0.9293227,1.3161678,0.9352573,0.8533096,1.1754348,0.9175797,0.8189249,0.6988308,1.0852941,0.0,1.0270723,1.2494898,0.96597195,0.9671453,0.9928972,0.9298825,1.179599,1.0899537,1.1177498,0.5928221,0.8529116,1.1833006,1.0041089,0.87905055,0.84110963,0.8529655,1.2125233,0.9025496,1.2155516,1.1503433,0.8444947,1.0461761,0.9843523,0.99674994,1.1047688,1.3277593,1.1345965,1.1598648,0.84200716,0.8092051,0.94094944,1.2832862,1.2397213,1.2049432,1.0637851,0.89685315,1.0155977,1.1003374,1.042897,1.0682737,1.2460325,1.1299093,0.83193,1.0413259,0.86527634,1.273161,0.7099483,0.9777335,0.9888236,1.2065887,1.055643,0.9536778,0.7933382,1.2398309,0.82666826,1.2279619,1.0337632,0.99401325,1.2309843,0.9796336,1.0158052,1.1702825,1.09355,0.67366266,0.7715797,1.2049823,1.0485544,0.9853411,1.0576265,1.4052544,1.2174798,0.8982378,1.1025087,1.3568501,1.2565106,0.9382047
finger,1.0300002,0.5176604,1.1687127,1.1627315,0.90717447,0.78225195,0.9454996,0.89005035,1.2225407,1.1801647,0.72770107,1.2033508,1.1158302,1.211103,1.2337948,1.3019198,1.0912523,0.6724952,1.2536141,1.0331848,1.1090605,0.98670954,1.007954,0.5860226,1.0245585,0.9954719,1.0760077,1.1760756,0.9650114,1.0226169,1.2082682,0.91100466,0.63052106,1.3985608,1.0133276,1.0824898,1.0835881,0.9402576,1.261442,1.0598183,1.1859182,1.22346,1.0270723,0.0,0.64232713,1.2076358,0.8840194,1.0768398,1.1595551,0.49026453,0.8227287,0.70122164,1.058377,0.6032432,0.6181779,0.7418221,1.1047165,1.0513381,1.0374228,0.96827275,1.2283705,1.0636172,0.51129603,1.2000691,1.1389976,1.0674334,0.94675314,0.6462097,0.7065141,0.54128087,1.1605945,1.164403,1.1152257,1.25193,0.67316365,0.78624094,0.8453862,0.932587,1.1482275,1.2963548,1.0536618,0.72871566,1.0051551,0.8499428,1.0289357,1.2179108,1.2843056,0.9897277,0.94187003,0.76161754,0.858583,1.1882908,1.2301154,1.1761825,1.3254538,1.2288435,0.44280332,1.0647388,0.84412503,1.0422223,1.2335438,0.9144543,1.0006725,0.7807537,0.83534884,1.2444828,1.0369688,1.386213,1.0316925,0.15270436,0.45249265,0.985723,0.81346965,1.1689076,1.3847027,1.026861,1.0171176,0.8039165,1.3149595
fish,1.0088217,0.53506505,1.1285974,1.5223858,0.99370795,0.7910757,0.99866426,0.56982857,1.3727789,1.3503665,0.5398458,1.2722771,1.3738064,1.0182152,1.3683659,1.0369717,0.95871454,0.46369612,1.1170363,0.73070776,0.97411454,0.66758806,0.64284116,0.7357887,1.2106243,0.7711718,0.9847653,1.287111,1.0185275,0.7609277,1.3997412,0.752134,0.3377599,1.4642632,0.68025744,1.2636766,1.2782115,0.9744135,1.3024898,1.1510026,1.354044,1.0591003,1.2494898,0.64232713,0.0,1.1101627,1.2212708,0.7628156,1.1956674,0.5695747,0.8899863,0.6260309,1.3048759,1.1952306,0.578174,0.791306,0.9979506,1.2577829,1.1104504,0.7886226,1.3244843,0.91107935,0.59820354,1.2134861,1.0403787,1.1618919,0.9771511,0.72182924,0.5253134,0.75448114,1.0402648,1.2787571,1.1936187,1.2004479,0.4136793,0.434833,0.5479002,0.96393204,1.2633896,1.0798726,0.9603443,0.6099646,1.0203344,0.7132946,0.84650064,1.3083808,1.0749853,1.2017379,0.7112944,1.1835904,1.0692532,1.0852597,1.0294263,1.1757128,1.3629787,1.401443,0.447237,1.2402015,0.6465009,1.0375676,1.2164096,0.9357577,0.928885,0.608186,0.61606354,1.1344309,1.2599934,1.5129156,0.76227623,0.7091355,0.97186106,1.0107985,0.4943421,0.8777979,1.3705736,0.972745,0.7706667,0.58241224,1.2732966
flower,1.044106,1.1521513,0.9949179,0.92867255,1.0266371,1.1127194,1.1396052,1.1226789,0.98657584,1.0329612,1.0741158,0.8609494,0.9691109,1.0477252,0.8844069,0.88435453,1.1427633,1.2238947,0.9222994,1.128597,0.95045656,1.1389694,0.97622806,1.303199,1.0404589,0.9900786,1.2004215,0.7381573,1.1464375,1.226675,0.805563,1.2510589,1.2501744,0.8581077,1.1494755,1.1134932,0.9495484,1.0158348,0.81839675,0.8446615,0.82034165,0.95522237,0.96597195,1.2076358,1.1101627,0.0,1.0482695,0.97906804,0.9159268,1.2639627,1.0086515,1.1497726,0.9407662,0.985884,1.1223886,1.1007663,0.7429401,1.0000042,0.8977232,1.1923373,0.82639724,1.0930614,1.2176254,0.8986494,0.9979915,0.92589974,0.9406368,1.2509539,1.0829347,1.1236117,0.9179937,0.90710336,0.8637895,0.8996293,1.2622169,1.2551169,1.1431572,0.9741534,0.93342125,0.38138604,1.0823447,1.0496966,0.985066,1.0566782,1.0438718,0.7583454,0.8468196,0.9358673,1.0862819,0.9232389,0.946481,0.8469336,1.0237225,1.0988382,0.9446771,0.94632846,1.2943957,1.038264,1.2094294,0.9868695,1.0487355,1.1589661,0.8878665,1.0839783,1.249644,0.79254425,0.8864795,0.816463,1.1951559,1.218653,1.0773782,0.95994216,1.1090689,1.0457418,0.8098345,0.85556114,1.0664977,1.1757485,0.6975548
fork,0.89178777,1.069744,0.97202575,0.7621796,1.1567987,1.230601,1.1580286,1.0893548,0.65303326,0.6443918,1.0400227,0.6760261,0.78211534,1.2649478,0.75912565,0.9833028,1.2488282,1.2579664,1.0551308,1.2985082,0.96535486,1.2555165,1.2560782,0.9702789,0.7212655,1.0662458,1.1314723,0.887191,1.1370339,1.0878372,0.8209275,0.8981996,1.2244341,0.525067,1.3407567,0.8191061,0.95545924,1.3025796,0.8444804,0.7971259,0.88075024,1.2039696,0.9671453,0.8840194,1.2212708,1.0482695,0.0,1.1832497,1.0005685,1.0742497,1.1850655,1.1535296,0.9592258,0.8998609,1.263991,0.8681638,0.98318136,0.81281185,0.9368229,0.9319293,0.78242874,1.0789547,1.0009197,0.9417449,1.1642925,1.1260389,1.160554,1.132316,1.0584302,1.1325579,1.0923595,0.9216174,1.0077226,0.79750806,1.2474997,1.1960582,1.2152165,1.0562733,0.726255,1.068013,1.1033221,1.0128145,1.0786047,1.2702266,1.0877984,1.0596399,1.2251986,0.8586241,1.1480062,0.7613567,0.9255863,1.0401206,1.2388128,0.7941465,0.90758336,0.7589247,1.1241938,0.74264693,1.2452848,0.8818964,1.1831336,0.809818,1.0294777,0.9710518,1.3065994,1.1887394,0.8856729,0.7844684,1.2714317,0.9491998,0.9148686,0.93746346,1.1691897,1.3879414,0.8888259,0.94687223,1.1156187,1.2976246,0.7761386
frog,0.8923122,1.1590947,0.85077065,1.1195875,0.8441642,1.0232219,0.9505676,1.1008339,1.0322225,1.1786522,1.0707848,1.1713716,0.93733484,0.9226684,0.9995596,1.0923008,1.0273457,1.1028857,1.1535097,1.1238424,0.50150555,1.1949629,0.89111924,0.9651078,1.1169055,1.118178,0.8409537,0.9321629,1.0853801,0.8804332,1.1737046,0.8988827,1.0954419,1.1437669,1.1428382,1.0132828,0.93518436,0.89206564,1.1574628,1.0916369,0.9700518,0.9000287,0.9928972,1.0768398,0.7628156,0.97906804,1.1832497,0.0,0.8986367,1.2181965,0.9042525,0.8220434,1.0234923,0.985937,1.0902482,0.8610548,0.8488157,0.9521965,0.86285675,1.1289511,1.0972984,1.0199224,1.0978142,0.9579279,0.8628416,0.9598483,0.84358454,1.1666,1.0762333,1.0346451,1.2007929,0.98764867,0.97092617,1.0306857,1.1273172,1.1463977,1.1006048,1.2323625,1.00974,0.9476559,0.9263368,0.94377273,0.95762223,1.0620791,0.98277295,1.037314,0.7148057,1.0108732,0.93163276,1.026343,0.88771623,0.84124005,1.172444,1.1446514,1.0134408,1.1243691,1.0012053,1.070287,1.0390218,1.0832721,1.0631034,1.0672189,0.70710623,0.8321957,1.0414704,0.957567,0.98607874,1.0346551,1.0636989,1.110357,1.0685928,0.99836236,1.0443983,0.7871057,0.9399896,1.1885992,1.2342298,1.0828753,1.1171746
glass,0.86212623,1.0834334,0.9900793,0.7903977,0.90873396,1.1404383,1.0640961,1.2007865,0.83186054,0.8744768,1.2441375,0.86836743,0.78206396,1.0465503,0.79630196,1.0441915,1.0621023,1.2689201,1.033365,1.1930407,0.8931146,1.2444465,1.0010487,1.2456939,0.69748384,1.0797297,1.0574625,0.7732181,1.0384692,1.0459968,0.83469987,1.0349996,1.3712999,0.8651001,1.200342,0.95815456,0.6655282,1.017818,0.8665539,0.9784389,0.74300516,1.0015001,0.9298825,1.1595551,1.1956674,0.9159268,1.0005685,0.8986367,0.0,1.3066037,0.99368846,1.1132928,0.7953362,0.925061,1.264827,1.116216,1.0083514,0.9765033,0.71060854,1.3188084,0.89316994,1.1611831,1.2251455,0.90124774,0.9996275,0.909007,0.8737431,1.2585658,1.1630266,1.1860021,1.0349382,0.723179,0.74772906,1.0657375,1.3391781,1.3234134,1.2213787,0.9967107,0.897194,0.88593566,1.1097598,1.151883,0.84841156,1.0193708,1.1345369,0.9069417,0.87115633,0.9574493,1.1487767,0.97071004,0.7361438,0.67065847,1.1751857,1.0450222,0.9235478,0.97169334,1.2439833,0.90318054,1.1954708,0.8728714,1.0194134,1.2954407,1.0516778,1.0505285,1.2854307,0.9265731,0.9497981,0.7398418,1.188039,1.2182162,1.16513,0.8547702,1.1722674,1.0495106,0.87867296,0.9609793,1.1829246,1.1922507,0.8921865
glasses,1.2129531,0.3974316,1.2456733,1.3938937,1.018353,0.74314547,0.8932808,0.6419537,1.4663048,1.3626608,0.4801792,1.3904009,1.3663251,1.0355785,1.4402032,1.2345941,0.8718258,0.40707457,1.03762,0.76810026,1.224076,0.6248811,0.7788383,0.69074434,0.9409186,0.9971236,0.88709843,1.3162874,0.8082551,0.97462296,1.4443816,0.9281523,0.2881654,1.416831,0.5813407,1.2463748,1.1656647,0.85073173,1.1913196,1.2533951,1.3808198,1.0470152,1.179599,0.49026453,0.5695747,1.2639627,1.0742497,1.2181965,1.3066037,0.0,1.082831,0.85334885,1.0424521,1.1487343,0.36811328,0.85160613,1.2931056,1.144414,1.3312848,0.7606266,1.328588,0.7985525,0.47448844,1.2098416,1.2104023,1.2608063,1.2735437,0.30226243,0.75788885,0.4412372,1.0297159,1.3159608,1.1999912,1.3316832,0.29023945,0.36564648,0.49781632,1.0068262,1.236769,1.2081808,1.0742061,0.68714005,1.0890746,0.67832816,0.94456923,1.2568494,1.1737844,1.1806073,0.7613096,1.1988881,1.1896561,1.1344057,0.9456381,0.9536994,1.4864029,1.345899,0.30158103,1.1929967,0.59664345,1.163856,1.1349276,0.8209807,1.0932752,0.7988804,0.53758013,1.2058666,1.2350839,1.5506796,0.6445596,0.4981675,0.6276123,1.1403238,0.7615144,0.9938881,1.5257733,0.9532793,0.6941118,0.41961575,1.278056
glove,0.9606544,0.9462277,0.96647394,1.0250525,0.7667934,0.8666255,0.92471313,1.110972,1.1190548,1.0216557,1.1435935,1.0537186,0.84490263,0.9415133,0.9743338,0.96173954,1.1215944,1.1051077,1.2155938,0.8888774,1.0642334,0.953346,0.96019316,1.0587306,1.1277242,0.9003985,1.0819046,1.1188467,1.064823,0.9612025,1.0307182,1.0594982,1.0939577,1.181391,1.0074546,1.0674576,0.87401116,0.8982248,1.2138829,1.1291038,0.999019,0.9270005,1.0899537,0.8227287,0.8899863,1.0086515,1.1850655,0.9042525,0.99368846,1.082831,0.0,0.62900406,1.0572188,0.55032647,1.0233161,1.00343,0.9760967,1.015186,0.76946926,1.1410111,1.0830039,1.2122658,1.0635991,1.0151855,0.8113183,0.86079156,0.19948816,1.1146967,0.60442936,1.0406691,1.0605934,0.89586043,0.911257,1.0021628,1.1062546,1.1716291,1.0635661,0.7346085,1.1937299,1.0810918,0.99403644,1.1637632,0.83220303,0.90939784,1.1169305,1.1440132,0.98383754,0.91863716,0.97669894,0.9134244,0.7135768,1.0752379,0.96750426,1.1439381,1.098363,0.97666967,1.0001824,1.1504505,1.0842731,0.6499605,1.0183363,1.1657709,1.0148895,1.066432,1.0963337,0.9745868,0.99311155,1.1677058,0.9558223,0.7155395,1.0468748,0.73530906,0.62791264,0.8353852,1.1099252,1.0229924,1.1208951,0.97342306,1.1577213
gum,0.9370391,0.8735453,0.8162852,1.1676412,0.741001,0.6481103,0.756932,0.97163105,1.244416,1.1946268,0.85941225,1.2727375,1.1579258,0.9300165,1.2757429,0.89255154,0.9912658,0.74429727,1.3277328,0.9386219,0.9689052,0.9515525,0.9605819,0.703613,1.2895234,1.0620304,1.0059414,1.1632086,0.96185863,0.8243288,1.2816132,0.8313074,0.6882689,1.323324,0.91634095,0.9908974,1.1685046,1.0328004,1.3777261,1.1744995,1.2673497,1.0145262,1.1177498,0.70122164,0.6260309,1.1497726,1.1535296,0.8220434,1.1132928,0.85334885,0.62900406,0.0,1.1936466,0.8001254,0.7767955,1.1617858,0.81545967,1.1429204,1.0213941,1.0649073,1.3064277,1.0478085,0.89092076,1.2598945,0.5237567,0.99500024,0.58666986,0.7397626,0.67214465,0.87411064,1.2033321,1.2004591,1.2051303,0.98622847,0.83384824,0.85261875,0.86205494,1.1358854,1.2635853,1.1654264,0.7938969,1.052773,0.8876402,0.9680749,1.0294956,1.32779,1.0160046,1.1682628,0.86456454,1.0546222,0.90088594,1.1339234,1.0700334,1.2881856,1.0309542,1.0865009,0.73094404,1.1279029,0.78872347,0.9142623,0.98347914,1.016563,0.9945514,0.99805707,0.758438,1.1613264,1.1978208,1.2792253,0.82154477,0.66675913,0.81586665,0.7203539,0.7116406,0.792503,1.0815511,1.1790316,1.1510327,0.8701908,1.3156463
hair,0.9117355,1.1010363,1.0602366,0.5570713,1.0679841,1.1983614,1.0254089,1.2657578,0.9317708,0.89733833,1.2147039,0.8995115,0.67754984,1.010419,0.7743697,1.1614531,1.2030993,1.4049367,1.213799,1.4158154,1.0306194,1.3516486,1.1749972,1.1463797,0.5994566,1.325691,1.0988189,0.8968763,1.005812,1.1406536,0.82268643,1.0172501,1.3480161,0.85814923,1.3689826,0.9602983,0.6311472,0.8715296,0.91916716,1.0307946,0.5911615,1.0081192,0.5928221,1.058377,1.3048759,0.9407662,0.9592258,1.0234923,0.7953362,1.0424521,1.0572188,1.1936466,0.0,0.75232756,1.1771907,1.0640384,1.0432994,0.8252569,0.8093778,1.1617372,0.88983846,1.2328548,1.1722572,0.8361088,1.0844383,1.0370337,1.0820484,1.1593031,1.3499138,1.016578,1.1904961,0.6025552,0.7399544,1.0611994,1.3060223,1.3096156,1.2148347,1.0650225,0.97134674,0.9583973,1.2050357,1.1218157,0.9577823,1.0505487,1.1633475,0.61997306,0.964267,0.65986377,1.1757498,0.8202239,0.9351618,0.89443433,1.198823,0.81659985,1.0089118,0.85793597,1.2905896,0.94982713,1.2740767,0.9938693,1.0484688,1.2362685,1.0256034,1.0116602,1.2903333,1.0257556,0.6453173,0.7506046,1.2250748,1.1014426,0.950307,0.9180198,1.3719771,1.2087615,0.9973374,0.93523645,1.2553449,1.2430016,0.86339897
hand,0.8143133,1.0642244,0.9643039,0.66245013,0.97515166,1.139117,0.8804053,1.2776886,0.88568354,0.86671555,1.2340741,0.8679045,0.6857517,1.0129992,0.77260476,1.0820832,1.3191364,1.3360358,1.306492,1.3748925,0.9439917,1.376317,1.244938,1.0341823,0.8883763,1.2331436,1.0895213,0.9727975,1.1109414,1.0735052,0.82277584,1.0188377,1.2683784,0.93557423,1.4112525,0.932412,0.7747252,1.0779693,1.106075,0.9535225,0.8324317,1.0966573,0.8529116,0.6032432,1.1952306,0.985884,0.8998609,0.985937,0.925061,1.1487343,0.55032647,0.8001254,0.75232756,0.0,1.2594434,1.0393162,0.93815243,0.80648005,0.69463855,1.1043891,0.9199436,1.3158095,1.0942675,0.8717351,0.9405394,0.98073334,0.63741803,1.2066401,1.0433455,1.0647542,1.2661668,0.80409396,0.8203786,0.96820563,1.309281,1.3460892,1.267361,0.96809274,1.0478417,1.0970931,1.034718,1.1132005,0.83742046,1.0475296,1.1227142,1.0236865,1.0930153,0.7525563,1.0505029,0.6740185,0.58737975,1.0424744,1.2226064,0.9800213,0.9399167,0.8472597,1.1652559,1.0028037,1.2924716,0.7888941,1.0481375,1.0923225,1.0676333,0.96286964,1.3230811,1.0496204,0.7863265,0.8684924,1.3600562,0.60292435,0.783653,0.6480442,1.1445698,1.1958351,0.9611303,1.0850368,1.3577435,1.3080201,1.0139745
hat,1.2747872,0.544073,1.2598602,1.4812272,0.78867894,0.54916584,0.8489726,0.61953825,1.5273902,1.4694569,0.433802,1.5314933,1.3367426,0.9267515,1.4545834,1.0892205,0.69922197,0.3130479,0.99151695,0.6218891,1.1753843,0.57941085,0.6017991,0.6744419,1.2153136,0.96148705,0.8792445,1.2139394,0.9642697,1.0092894,1.4641846,1.0073957,0.32942736,1.4616011,0.5198362,1.183521,1.2573373,0.7135338,1.3441402,1.3095161,1.362193,0.96859014,1.1833006,0.6181779,0.578174,1.1223886,1.263991,1.0902482,1.264827,0.36811328,1.0233161,0.7767955,1.1771907,1.2594434,0.0,0.9541413,1.1633576,1.252976,1.315701,0.96241814,1.400835,0.78149545,0.55754143,1.2293131,1.0922844,0.9957272,1.190541,0.28493863,0.6598258,0.3264736,1.0123394,1.3132517,1.2496107,1.2310272,0.31941843,0.45833468,0.5769651,1.0389466,1.2913494,1.1602985,0.9217811,0.8237211,1.1736135,0.7132161,0.9577068,1.1736057,1.0622498,1.2147512,0.8408504,1.1928308,1.2122273,1.1407229,1.0022783,1.1741835,1.4104164,1.3888628,0.33554852,1.2450702,0.4963777,1.2362186,1.1505965,0.8676185,1.0165707,0.99752706,0.4257022,1.1111639,1.2608023,1.5442566,0.5143394,0.62774515,0.7218016,1.2142283,0.66052526,0.7426475,1.3725369,0.9582366,0.7488338,0.4019313,1.3359213
horse,0.8022392,0.8864471,1.1249208,1.1288993,1.171184,1.1846391,1.1121019,0.9494714,0.96185005,0.9328214,0.75997186,0.9263357,0.86204326,1.1978298,0.9096209,1.2518632,1.0730673,0.97029483,1.0781721,1.0414648,0.8929543,1.0086741,1.0192804,0.95314366,0.8535717,0.9104059,1.003847,1.1891029,1.1442999,1.1774054,1.0162585,0.9723942,0.97705775,1.0859907,1.148844,0.9249194,1.1175632,1.1018889,1.111396,0.8726766,0.88781583,1.2787715,1.0041089,0.7418221,0.791306,1.1007663,0.8681638,0.8610548,1.116216,0.85160613,1.00343,1.1617858,1.0640384,1.0393162,0.9541413,0.0,0.9846803,0.7560675,0.91720724,0.7987103,0.9652102,1.1886603,0.61673677,1.0034411,1.2335237,1.023189,1.0395039,1.0432209,0.94146234,0.9526948,1.0470076,1.0222397,0.9292493,1.0942817,0.97736263,1.0052692,0.98279935,0.95431924,0.778468,1.2445568,1.0950196,0.44493127,1.1757962,0.9008831,1.0317812,1.0677679,1.3106804,0.9220481,1.0575852,0.6797106,0.9724136,1.1526976,1.1716745,0.92119366,1.0795021,1.0963558,0.81032985,0.84886,1.0735757,1.0385869,1.2488669,0.968622,1.0809361,0.71325463,1.1003116,1.2479216,0.69925886,1.1816779,1.1231643,0.8634589,0.8486106,1.191683,0.95983326,1.3253406,1.1412072,0.8959196,1.0565122,1.0007751,1.1123087
hose,0.8134201,1.32625,0.83834344,0.88066316,1.0495964,1.0751352,0.9617007,1.1364381,0.89816916,0.92106026,1.0578339,0.9231928,1.026685,1.0468057,0.96389717,0.9120687,1.1697167,1.2377183,1.122507,1.1861835,0.965778,1.192445,1.1025361,1.0052344,1.1600031,1.0214399,1.2016389,1.0123391,1.2119305,0.9751388,0.8501995,0.97123814,1.1592654,0.90174955,1.2371552,0.9091701,1.0660856,1.1986111,1.0107017,0.91712296,0.9241883,1.0828156,0.87905055,1.1047165,0.9979506,0.7429401,0.98318136,0.8488157,1.0083514,1.2931056,0.9760967,0.81545967,1.0432994,0.93815243,1.1633576,0.9846803,0.0,0.94622785,0.93816173,1.0927385,0.87083685,1.2213275,1.0885808,1.0213448,0.7609112,0.9594173,0.85838485,1.2202597,1.0188539,1.1689028,1.0470053,1.0425979,0.9760703,0.90316933,1.2566637,1.2301943,1.1516329,1.1371392,0.98556715,0.79368055,0.9626744,1.048944,1.0234072,1.0879081,1.0062262,0.93979025,1.0214865,0.90752125,1.0060161,0.7402917,0.8910349,1.0148245,1.1356122,1.1206734,0.8209013,0.80929184,1.197878,0.97792566,1.1207935,0.959388,1.0820596,1.0447118,0.894629,1.136773,1.1588339,0.9015574,0.881035,0.9221564,1.2154754,1.0958139,1.0378573,0.8094612,1.0697938,1.0558017,0.84184533,1.1026971,1.1718338,1.2141131,0.903951
