,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
glass,1.0841267,0.76500547,1.0069152,0.83955836,0.9042395,0.95155954,0.9016556,0.9216769,1.1361791,1.1437153,1.003398,1.0288726,0.8853493,1.1426691,1.0413897,0.95747787,1.0135597,0.7109662,0.99824935,0.94632256,0.8096665,1.1511774,1.1181026,1.0322069,0.9447788,1.0764862,1.1069036,1.0888604,1.041383,1.0209693,1.1345981,0.89925754,1.1467123,1.0839391,0.80405104,0.96647453,1.120049,1.09298,1.0263417,1.0492945,1.0958797,1.0124053,0.9938663,1.054353,1.1411161,1.0123936,0.9301972,1.0248996,1.0175817,1.1863797,0.0,1.0948908,1.0855874,0.8162195,1.054538,0.94209635,1.0447186,1.1244422,1.0062848,1.1476829,1.0465122,1.1199921,0.9752665,1.0704436,0.9029448,0.78987366,0.88915884,1.0821134,1.1074526,0.9352519,1.1689565,0.8302908,1.108494,0.9491597,1.0517756,1.1027173,0.9276744,1.0517564,1.0811304,1.0613878,1.0771799,0.9638542,0.7463565,0.93596184,1.0082079,1.0866207,0.91383356,0.9626661,1.1403464,1.0577667,0.96360946,1.0294906,0.92271924,0.90999955,1.0064781,1.2120227,1.0445701,0.9059362,0.674932,0.9640677,1.1638259,0.9974532,0.9278857,1.1338127,0.8801337,1.0321875,1.126144,0.98648757,1.0624801,0.94217277,1.0998083,0.95333123
glasses,1.1737441,0.9534896,1.1762248,0.9450314,0.79892933,1.2019516,1.212614,1.3529097,1.3497105,0.63100505,1.3652399,1.2281282,1.0823058,1.2224884,1.1117373,1.1764332,0.7211871,1.0896165,1.3505561,0.8242075,1.2439548,0.5422872,0.9201669,0.6044606,1.0032713,1.2761537,0.7310928,1.0729234,1.0891135,0.8753221,1.304169,0.780227,0.6507007,1.3434579,0.98211825,1.1934036,0.8459549,1.0144092,1.1422372,0.9464688,0.9521947,0.74144715,0.6891537,1.1549892,0.45294213,1.0382631,1.0264502,1.0884736,0.597107,0.8881409,1.0948908,0.0,1.1668444,1.202318,0.694014,0.838242,0.65013564,0.83492774,1.090086,1.1394243,1.1219224,1.0326588,0.8234929,1.204862,0.8740957,1.2672474,1.1644207,1.2807053,1.0654318,1.0551108,0.40946734,1.2282304,0.57873046,0.86619216,1.1983681,1.003736,1.294878,0.93761563,0.81665874,0.7113162,1.1241488,1.0386713,0.9981612,0.73756444,0.8180401,0.8449872,1.1264473,1.0036705,0.7718227,0.80665684,1.1735196,1.0811813,1.1444039,1.3480669,1.2513423,0.4816262,1.1276973,0.83512497,1.179616,1.1504126,1.1424946,1.3961179,1.0990949,0.544097,1.1376193,1.0986279,1.119185,1.3004146,1.0388865,0.89955705,0.41873127,0.9692314
glove,0.8497725,1.3187083,0.7820938,1.120441,1.4773028,1.0575869,0.91143847,0.9629229,0.7802625,1.2906791,0.7319685,0.8134875,1.0095558,0.7002995,0.92642,1.1844388,1.4216964,1.1017182,0.8975481,0.8159348,1.0151689,1.2208828,1.3501102,1.333825,0.8462622,0.5955193,1.3629657,0.6556253,0.8616861,1.0493306,0.69297177,0.9634929,1.4417655,0.8408923,1.2528867,1.1878419,1.1594665,0.8337153,1.0113784,1.0200541,1.0053943,0.8338044,1.2025826,0.7766645,1.0621592,1.064482,1.3879561,0.8492818,1.1235218,1.1627643,1.0855874,1.1668444,0.0,1.0749373,0.8891903,0.8454496,1.2489033,1.1914591,1.0867991,0.7419137,1.0248796,0.5233628,1.120553,0.8862659,1.4509065,0.744812,1.189769,0.23170424,0.95252055,1.1890857,1.330549,0.7583013,1.2247546,1.2857369,0.73243165,0.5892945,0.88650066,1.2223502,1.282014,1.286793,0.63297516,1.1348214,1.2350059,1.0366385,1.113309,1.2435403,0.9959815,1.3722239,1.0328515,1.3152068,0.8054452,0.4007364,0.7408981,0.91880804,1.0665525,1.0676682,0.44183576,1.2739486,0.9849568,0.6789458,0.7941165,0.880721,1.2338676,1.1872993,1.1088712,0.6558886,1.2338655,0.8115173,1.1253198,1.0513203,1.1515718,1.0748465
gum,1.1260546,0.69920594,1.0615271,0.73651594,0.90446806,0.82182723,0.8264131,0.99117136,1.1233153,1.1674081,1.0348868,0.9632763,1.1769295,1.209134,1.023087,0.55846375,0.87422097,0.4649918,0.64136803,0.8705207,0.8399699,1.1702166,0.78065693,0.95218176,1.2417198,1.1599617,0.98530525,1.197879,1.278867,1.0179058,1.1462313,1.1105752,1.010198,0.9566818,0.7291035,0.7344182,1.0337825,0.9320024,0.92309225,0.8699168,1.2298073,1.1013777,0.9479546,1.2892835,1.0234287,1.0607653,0.96226263,0.9804772,1.2381365,0.8804186,0.8162195,1.202318,1.0749373,0.0,1.2236948,0.8082793,1.1006272,1.0410131,1.0087988,1.2374167,1.0376279,1.2337941,1.0700363,1.0019959,1.0436281,0.88329273,0.7783362,1.0675793,1.0966258,0.78659284,1.084377,1.0298973,1.2423062,0.8440518,1.1251286,1.2200032,0.87142926,0.82834613,0.9522998,0.99962837,1.2746526,1.0968059,0.43522865,1.0250257,1.2542789,1.0397556,1.2178351,0.82747203,1.064775,0.8945955,1.2185869,0.9537783,1.1568135,0.8823581,1.0146967,1.0548258,1.0567114,0.9049251,0.9036936,1.0720901,1.1886389,0.86332965,0.5449957,1.0616502,0.80660355,1.3097425,0.43720716,0.7241846,0.9935072,1.2799674,1.0952197,1.242924
hair,0.9323204,1.1898283,0.9423611,1.0667752,1.2671562,1.0850542,1.1965433,0.8932512,0.823741,1.1728388,0.8852575,0.85514075,0.9696177,0.9613647,0.9216407,1.1116753,1.2664843,1.203248,0.9516135,0.79052603,1.1422465,1.1690291,1.2476544,1.1936235,0.70284534,0.91211903,1.2249682,0.7802012,0.862797,0.9328235,0.76854146,0.9618864,1.2722116,0.91931367,1.275325,1.1520575,1.0628164,0.9538265,1.0617913,1.1104726,1.0905801,0.677734,0.98186445,0.846916,0.894861,1.1184444,1.1790602,1.0401577,0.95059454,1.1326439,1.054538,0.694014,0.8891903,1.2236948,0.0,0.81167483,1.1198632,1.1009203,1.1577722,0.98450726,0.914304,0.6842242,1.1405678,0.9286059,1.3131242,0.9267991,1.127987,0.81689996,1.0201575,1.2113059,1.0508455,1.0765209,1.0849909,1.1527207,0.74858004,0.75721335,0.8829453,1.2744958,1.2112852,1.1198323,0.9692281,0.9249,1.1742446,1.0468646,1.2294886,1.0898612,0.83536774,1.3220223,1.0113777,1.270359,0.7253485,0.9622337,0.96618354,0.83963966,0.92216027,1.1405467,0.952785,1.1957883,1.0329294,0.9667376,0.64026916,0.89758545,1.3286226,1.0747976,1.0517465,0.98498446,1.2814227,0.93117076,1.1578865,1.1133147,1.0911642,0.7397864
hand,1.148397,0.94408935,0.649006,0.84093153,1.2435142,0.9096643,0.9678565,1.0243454,1.089161,1.1579337,0.95605445,0.8874484,1.1491264,1.1026292,1.0799123,1.0149547,1.2245983,0.9900977,0.96227777,0.46520674,1.0924344,1.1191707,1.2408644,0.9375268,0.9689409,1.1166558,1.2596996,1.0526874,0.8441884,0.97818166,1.0950646,0.9134649,1.0907409,1.0742579,1.1363481,1.0753238,1.2120141,0.9844432,0.9144613,0.8339446,1.1103228,0.88373363,0.93491256,1.0608007,0.3811351,1.1627223,1.1894981,0.96820724,0.92855495,1.0472121,0.94209635,0.838242,0.8454496,0.8082793,0.81167483,0.0,1.1363317,1.2507741,1.2014652,1.1249478,1.0913647,0.703349,0.78242373,0.9839465,1.29458,0.69295317,1.1648493,0.7813498,1.1248922,1.1185948,1.0632975,0.8414548,1.0757875,0.98529726,0.9704751,0.69172776,0.91934156,0.95838636,0.91423434,1.0687394,1.0367423,1.1078799,0.74573535,0.919841,1.2381146,1.2204615,1.1119133,1.1939223,1.0677074,0.9407058,0.929791,0.77828836,1.0432944,0.92829645,1.1019526,1.0194654,0.746053,1.0882902,0.99458563,1.1637124,0.90678394,0.94437456,1.145208,0.85630214,0.76047885,1.0465626,1.1034042,0.9282553,1.2300129,1.2329148,0.8612304,1.0020666
hat,1.1729623,0.7010262,1.2633706,0.84270626,0.35344374,1.0846277,1.1790123,1.3576972,1.5699844,0.5832168,1.5662632,1.4130373,1.1345314,1.355777,1.2300751,1.2266567,0.5001008,0.9055282,1.537939,1.0163264,1.2743561,0.5319172,0.73659855,0.5082507,1.0923643,1.4391134,0.4529239,1.1978525,1.1665057,0.78300035,1.5679605,0.88212067,0.6202422,1.5174468,0.7773961,1.0661194,0.7158242,0.91038954,1.2347069,1.0503889,0.831498,0.97080374,0.540766,1.2430874,0.7100582,0.8915065,0.65376675,1.0483214,0.7705643,0.8764082,1.0447186,0.65013564,1.2489033,1.1006272,1.1198632,1.1363317,0.0,0.68878824,0.9354198,1.0462505,1.1884168,1.3284781,0.87082034,1.3567562,0.5177513,1.2506573,1.0573448,1.3926878,1.1058807,0.67894924,0.46347082,1.313412,0.6446742,0.6955971,1.418743,1.2920353,1.5213101,0.9906056,0.9160652,0.57451165,1.2152835,0.93723726,0.85401046,0.7405793,0.57976264,0.68176556,1.1666957,0.5845888,0.82800776,0.7192538,1.3898344,1.1424534,1.2441492,1.4099175,1.3367724,0.3852893,1.1892449,0.47866148,1.125689,0.98846626,1.3559322,1.5380594,0.66072786,0.36030233,1.301773,1.1060964,0.88746095,1.5298089,0.8879385,0.6745427,0.5692424,1.238476
horse,0.841239,0.9089969,1.1813394,0.9527642,0.7434,1.1538037,1.1536682,1.1698874,1.1266629,0.8581369,1.1802298,1.1313487,1.07531,1.1690042,1.0184113,0.8762514,0.84988254,1.0444082,1.1306539,1.1893961,1.137488,0.9010303,0.6616617,0.86961937,1.06764,1.2447054,0.6124045,1.1914226,1.2374214,0.9041471,1.1365961,1.0657775,0.8641537,1.1676643,0.9553271,1.0676384,0.03127694,0.9348854,1.1412146,0.95414025,0.9525782,0.9444291,0.8971511,1.1049874,1.0967617,0.99852705,0.7561721,1.0867077,1.0649877,0.58248603,1.1244422,0.83492774,1.1914591,1.0410131,1.1009203,1.2507741,0.68878824,0.0,0.99994886,1.145286,1.1268129,1.298739,1.1168134,1.1514355,0.79014856,1.248131,0.9759242,1.2689396,0.9445019,0.7878973,0.8062001,1.2224472,1.0210034,0.92255753,1.1403732,1.244833,1.0376209,0.9436628,0.99354774,0.9845538,1.1646453,0.9307251,1.0379443,1.0350714,0.8627624,0.8810792,1.1152983,0.67676187,0.939158,0.9067555,1.1799147,1.1697149,1.1727054,1.2059715,1.1303425,0.8177141,1.212879,0.83096415,1.129482,0.9663695,1.1111603,1.1454148,0.8573892,0.8362622,1.2460698,1.2946187,0.7947537,1.2499485,0.83787704,0.9982282,0.8600052,1.03068
hose,0.96554947,1.0261642,1.0359633,1.0744314,0.9252426,1.0201073,0.96924907,1.0960246,1.1886923,0.90713906,1.1615973,1.1932973,0.96186495,1.0827342,0.95809644,1.0371333,0.9020039,1.0990613,1.1925516,1.2378587,1.0047758,1.0304,0.9232693,1.007187,1.0410156,1.1535088,0.9232784,1.1654929,1.0834006,0.78608584,1.2157398,1.0263901,0.8260306,1.1994579,1.0089633,0.9647231,1.0155247,1.1135862,1.0722551,1.0320708,1.0609136,1.0918136,1.0518941,1.0575166,1.1061399,0.043311954,0.8763219,0.92114687,0.5516641,1.0211416,1.0062848,1.090086,1.0867991,1.0087988,1.1577722,1.2014652,0.9354198,0.99994886,0.0,1.0764017,1.0785996,1.1734612,0.8443513,1.1320224,0.7601534,1.1002588,0.904444,1.1869574,0.9485003,0.9033778,1.0567052,1.0072074,0.8972252,1.0144807,1.1494305,1.287514,1.1083068,0.8463817,0.8084362,1.073466,1.0978508,0.9169878,1.090774,1.0435971,0.91778445,0.76625025,0.98304313,0.9059958,1.030238,0.9195037,1.1265804,1.0837723,0.9125346,1.1623595,1.1255891,0.93044704,1.0069,0.9290988,0.949304,1.095815,1.0865865,1.156785,0.91166705,1.0268986,0.9910303,1.1028427,1.0048494,1.1166984,0.9422677,0.8615066,0.9672274,0.98155946
jacket,0.94554514,1.1759175,1.018358,1.1623636,1.1349474,0.9333437,1.1004162,1.0114768,0.98548204,1.0778431,1.0413464,0.8522217,0.86315453,0.8223264,1.0268588,1.2008605,1.1706228,1.2290001,1.0910048,1.1316116,1.030575,0.9690036,1.1403205,1.092996,0.8136895,0.6880956,1.2654488,0.6921483,0.41178405,1.0691445,0.9384593,1.0595105,1.1890017,0.9209069,1.1788214,1.1130775,1.1247821,0.70714337,0.83331454,1.2723871,0.34182727,1.0875279,1.2291543,0.83605695,1.1557884,1.075181,1.1171331,0.91377693,1.0959889,1.0946664,1.1476829,1.1394243,0.7419137,1.2374167,0.98450726,1.1249478,1.0462505,1.145286,1.0764017,0.0,1.010658,0.72713196,0.9239432,1.0055857,1.1776103,0.98164064,1.0617449,0.7947767,0.94826347,1.1016436,1.2099445,0.94714594,1.0102059,1.1171842,0.79715055,0.77529275,1.087022,1.1140027,1.1444793,1.0026133,0.76414764,1.0003603,1.357999,1.0014734,0.90381604,1.1386932,0.90165913,1.185,0.9262523,1.1367939,0.8070505,0.8880039,1.0240371,1.1004584,0.9561431,1.105149,0.8955332,1.0684094,1.0785772,0.76764727,0.7998061,1.1066691,1.1926955,1.2024161,1.111746,0.38375974,1.183708,1.1286087,1.0747265,0.8837016,1.181346,1.0675677
jar,0.99829644,1.1346034,0.9486406,1.0452833,1.1290295,0.9310984,1.1217847,0.8750129,0.8540118,1.1585836,0.8690395,0.83315027,1.0160787,0.9241476,1.0274568,1.0321274,1.0561383,0.9856599,0.84314317,1.0219554,0.81364965,1.2051548,1.0957007,1.1901797,1.0603477,0.92952824,1.1372111,0.9526243,0.94741064,1.0897584,0.86927706,1.136931,1.1302501,0.88150203,0.9606532,0.99809647,1.1309394,1.1317388,1.1032419,1.105305,1.0957301,1.0584909,1.1220356,0.9532752,1.1745535,1.1237053,1.0519197,1.0291486,1.158354,1.0982906,1.0465122,1.1219224,1.0248796,1.0376279,0.914304,1.0913647,1.1884168,1.1268129,1.0785996,1.010658,0.0,0.9710225,1.1110353,0.9280353,1.1540258,0.90010905,0.6319725,0.99303555,0.9259654,1.0579548,1.1432759,0.9881252,1.1268384,1.0955807,0.8891467,1.046194,0.90754414,1.0375142,1.1025081,1.0994377,1.0649447,1.0355625,1.0524079,1.1768782,1.1819257,1.1116056,0.9965662,1.0790101,1.1026666,1.1289672,0.8291004,1.0048196,1.0021807,0.8496163,0.8624697,1.2192417,1.0057033,1.1073678,0.89196473,0.95282334,0.9009613,0.842617,1.0384675,1.1598957,0.8655268,1.0507948,1.0624955,0.8103607,0.9833019,1.1541345,1.1782088,0.98029083
jeans,0.9456892,1.3515557,0.75070393,1.1074159,1.4974968,0.9895059,1.077031,0.7651292,0.68665445,1.1858555,0.6985754,0.7507769,0.94675773,0.69366,0.8888155,1.2184889,1.468239,1.2661922,0.91904444,0.70878696,1.1309636,1.2598331,1.4659957,1.2981515,0.7626346,0.6725953,1.4167192,0.7076756,0.5989475,1.1326823,0.64675856,1.0253822,1.3770937,0.8560338,1.3893621,1.1501122,1.262843,0.97619945,0.9521546,1.0388331,1.0228516,0.82351696,1.171826,0.6689905,0.88744843,1.1256001,1.456067,1.0004529,1.0044899,1.2564278,1.1199921,1.0326588,0.5233628,1.2337941,0.6842242,0.703349,1.3284781,1.298739,1.1734612,0.72713196,0.9710225,0.0,1.0448169,0.88307416,1.4737082,0.7361593,1.2849452,0.40257382,1.0548078,1.2656398,1.2600836,0.78879106,1.0874817,1.2115432,0.60730606,0.21899629,0.84368306,1.3167087,1.2489262,1.2607131,0.7460138,1.2547568,1.27245,0.9828401,1.2227837,1.2758777,0.9179368,1.4497286,1.0818057,1.2982208,0.60387075,0.6501932,0.8384831,0.7695091,0.8897708,1.1884369,0.58020604,1.3614435,1.0445001,0.9598843,0.59139043,0.81757677,1.3926095,1.1522659,1.0614371,0.6085841,1.4587466,0.8401981,1.2709765,1.1265721,1.104603,0.9048683
knife,1.2596655,1.0116934,0.92440635,1.0759135,0.96658087,1.1389396,1.0756668,1.3080933,1.3334396,0.7504396,1.2912451,1.2409694,1.103403,1.0784621,1.1129916,1.1657692,0.7685844,1.1267592,1.3370683,1.1277312,1.0019753,0.7516072,0.97521603,0.66447115,0.9712865,1.2203969,0.9968075,1.0123428,0.8202787,0.77168465,1.3882918,0.8296639,0.49060965,1.3197353,0.938427,1.0666581,1.1081023,1.0886791,1.048981,1.0963638,0.82112396,1.2037987,1.0429381,1.1998225,0.6725576,0.8027394,1.0170189,0.9399382,0.6092446,1.1520483,0.9752665,0.8234929,1.120553,1.0700363,1.1405678,0.78242373,0.87082034,1.1168134,0.8443513,0.9239432,1.1110353,1.0448169,0.0,1.1062136,0.8167108,1.2144363,1.0141981,1.1645274,1.094907,1.1021044,0.8337462,0.854856,0.61927503,0.9733433,1.2495087,1.0307121,1.2893678,0.4109661,0.3515389,0.95648265,1.0043641,0.9397805,0.9825956,0.8812925,0.7408259,0.892488,0.9087674,1.064873,0.795955,0.64798445,1.2435282,1.0047369,1.0658793,1.2999555,1.1470199,0.71427596,0.85964817,0.80249393,0.9886758,1.1365359,1.2305988,1.2985635,1.0758965,0.7784034,0.5583212,0.90437835,1.1588039,1.240995,0.97032106,0.7068255,0.7409848,1.073801
ladder,1.0830101,1.351572,0.9142793,1.2270695,1.4423529,1.0301472,0.79454064,0.742857,0.6558965,1.195742,0.613088,0.7911684,1.1243436,0.8906245,0.99539083,0.63465375,1.2773848,1.101958,0.46699047,1.0499812,0.67696,1.0290262,1.2112797,1.2943654,1.075913,0.5152563,1.26646,0.8399694,1.004202,1.0495652,0.5618961,1.1512316,1.2087698,0.33394027,1.0013144,1.0956305,1.149502,0.9175078,0.9265301,0.9507454,1.1006343,1.1187267,1.3056252,1.0336573,1.1933944,1.188103,1.2049005,0.97990227,1.2639844,1.1106101,1.0704436,1.204862,0.8862659,1.0019959,0.9286059,0.9839465,1.3567562,1.1514355,1.1320224,1.0055857,0.9280353,0.88307416,1.1062136,0.0,1.349058,1.0517006,0.9790621,0.80388165,0.9097051,1.2546582,1.3288637,0.9456712,1.2281117,1.3196027,0.79125357,0.8246366,0.6543841,0.96061665,1.0514957,1.2396172,0.9262671,0.99714524,1.1960607,1.1715764,0.93416625,1.2454411,0.9344927,1.1910113,0.8464862,1.1649933,0.9134545,0.97190994,0.8033541,0.772823,0.75734377,1.3481278,0.9752635,1.3625585,0.92195725,0.8704984,0.83535254,0.48240614,1.1896861,1.3457875,0.796708,0.9575957,1.0009855,0.61996484,1.0994054,0.9031866,1.2335721,0.961753
lamp,1.134287,0.7001511,1.2016318,1.0406309,0.32616615,1.0195019,1.0811203,1.257358,1.4550896,0.55331594,1.4378369,1.4320164,1.0235133,1.2958956,1.1083405,1.0937607,0.4464994,0.8568611,1.415514,1.2020973,1.0547231,0.6264436,0.6869024,0.6586743,1.1366135,1.4061513,0.31759083,1.2597805,1.2638901,0.8584013,1.5218204,0.9114969,0.51665723,1.4566782,0.68128157,0.8912358,0.83448267,1.1436509,0.9807104,0.965748,0.9076504,1.1725816,0.7959095,1.2637742,0.9678295,0.7571008,0.59885377,1.1462924,0.7163938,0.8586958,0.9029448,0.8740957,1.4509065,1.0436281,1.3131242,1.29458,0.5177513,0.79014856,0.7601534,1.1776103,1.1540258,1.4737082,0.8167108,1.349058,0.0,1.1905951,0.92904305,1.5575671,1.026418,0.72819006,0.5976271,1.1482912,0.5193856,0.6482242,1.4830179,1.4430248,1.3421346,0.84326357,0.7040582,0.70689297,1.1966529,0.85482347,0.71594584,0.94037235,0.68357587,0.55107105,0.9925641,0.5806159,1.0085686,0.7024165,1.3698338,1.3705821,1.1247208,1.3010306,1.253919,0.654871,1.314631,0.5747365,1.0230967,1.1240207,1.4136231,1.4116039,0.636721,0.69347537,1.091127,1.2471443,0.8818069,1.4157646,0.85774964,0.7630447,0.7260505,1.0195875
melon,0.89669305,0.8992672,0.7670018,0.8916122,1.180748,0.6248779,0.85060537,0.7685847,0.7565531,1.4651232,0.594287,0.7577411,1.0028783,0.79487854,0.941166,1.183947,1.3975078,0.85584986,0.89385676,0.4475633,0.99531007,1.4958838,1.3911229,1.2945597,0.98141426,0.95357674,1.303127,0.8970025,0.8806088,1.1364325,0.83022225,1.1258322,1.4399257,0.941491,1.1670651,1.0402865,1.2414664,1.1703923,0.91233796,0.95247245,1.1414016,0.9075508,0.9892029,0.85443974,1.1258279,1.0962762,1.0956409,0.99734724,1.229909,1.2101786,0.78987366,1.2672474,0.744812,0.88329273,0.9267991,0.69295317,1.2506573,1.248131,1.1002588,0.98164064,0.90010905,0.7361593,1.2144363,1.0517006,1.1905951,0.0,1.0920575,0.62476593,1.0931604,1.0626352,1.3207545,0.593716,1.357557,0.9824853,0.81649834,0.7584058,0.8051199,1.2670883,1.2509788,1.154153,0.8107102,1.1152707,0.86815464,1.1446505,1.3422422,1.3385053,0.93117446,1.1236553,1.3381898,1.2714818,0.7266775,0.77858317,0.9178558,0.67574555,0.95425195,1.3787163,0.7773067,1.2255869,0.8331016,0.97273445,0.8591175,0.7957082,1.0463582,1.1766931,0.7995247,0.9032821,1.2090383,0.778093,1.243283,1.3051445,1.3181918,0.95453876
milk,1.1523167,0.90448207,1.0577837,0.9997675,0.89068913,0.96703315,0.99130255,0.9752478,1.0587424,1.0999608,1.0387796,1.0139174,1.1250126,1.106006,1.1003178,0.7180015,0.68713355,0.85428226,0.8702041,1.2093253,0.67599416,1.0848618,0.9403381,1.1556151,1.2380012,1.0480156,0.9154347,0.9922816,1.100043,1.0387896,1.0695286,1.1713551,1.0417653,0.98834646,0.6915915,0.932739,0.9782504,1.0478344,0.9492605,1.0078864,1.0500836,1.1786636,1.1172463,1.2252297,1.2527874,0.97886324,0.8726791,0.98034537,1.2112842,1.1150377,0.88915884,1.1644207,1.189769,0.7783362,1.127987,1.1648493,1.0573448,0.9759242,0.904444,1.0617449,0.6319725,1.2849452,1.0141981,0.9790621,0.92904305,1.0920575,0.0,1.2270038,0.8931696,0.8702687,1.1547005,0.9949098,1.1662898,1.0468022,1.1016104,1.2770599,0.86030686,0.86252105,0.99142843,1.054107,1.1563092,0.8751932,0.90949744,1.2625418,0.9748151,0.8787335,0.8914997,0.8614961,0.9993103,1.067542,1.086573,1.0987377,1.0492388,0.9956127,0.98259795,1.1859903,1.1517423,0.9618939,0.8706279,0.9649239,1.1174034,0.9327322,0.8152076,1.1438043,0.86382884,1.1518762,0.8601646,0.933494,0.8728042,0.9875729,1.1613412,1.1060233
mitten,0.89041686,1.3247797,0.71813923,1.0851038,1.5791878,0.92102087,0.95929825,0.77434444,0.5706768,1.3878425,0.5945384,0.7043619,1.0122201,0.6219653,0.87983346,1.1368393,1.5541463,1.1634773,0.8088522,0.71559775,1.0710763,1.3607602,1.4331021,1.4138248,0.7859693,0.59811926,1.4608498,0.7332223,0.77366334,1.1053077,0.55236125,1.0861292,1.5244906,0.73644674,1.3742952,1.1163356,1.2320547,0.8542943,0.97420084,1.0324473,1.1055813,0.8688705,1.2338731,0.6923438,1.1021818,1.175699,1.4440551,0.7882507,1.2368098,1.1799318,1.0821134,1.2807053,0.23170424,1.0675793,0.81689996,0.7813498,1.3926878,1.2689396,1.1869574,0.7947767,0.99303555,0.40257382,1.1645274,0.80388165,1.5575671,0.62476593,1.2270038,0.0,1.0316911,1.2050354,1.4246877,0.81075394,1.3842062,1.2834468,0.5878552,0.5043536,0.7515995,1.2751215,1.2936819,1.2868758,0.65545225,1.2023468,1.2350014,1.0756571,1.2849658,1.3576791,0.99805707,1.4248946,1.0688498,1.2887156,0.6691779,0.3179978,0.7890034,0.7059214,0.90018487,1.1783935,0.3163225,1.322295,0.96843743,0.8066695,0.6849824,0.701512,1.2838548,1.2384775,1.016321,0.7085216,1.2546629,0.7516639,1.186023,1.180367,1.2043469,1.0246303
motorcycle,0.83573806,1.1386757,0.9401252,1.1322199,1.1668622,1.0781443,0.99103475,1.1180482,1.0610921,1.0156059,0.9750448,1.0898436,0.92741984,1.0675347,0.8830172,0.9703546,1.03252,1.1529531,0.9310342,1.2038586,0.9395282,1.0304278,0.90997756,1.1621169,0.9120922,0.8710693,1.0847998,0.9072021,1.0208046,0.9449525,0.9683831,1.0657417,1.0950017,0.92528445,1.0555375,1.0933964,0.9256419,0.8937504,0.902261,0.9977299,0.87939674,1.0050597,1.1482874,0.92788595,1.1723363,0.9626474,0.9596403,1.0809885,1.0854928,0.94675976,1.1074526,1.0654318,0.95252055,1.0966258,1.0201575,1.1248922,1.1058807,0.9445019,0.9485003,0.94826347,0.9259654,1.0548078,1.094907,0.9097051,1.026418,1.0931604,0.8931696,1.0316911,0.0,1.0037557,1.1361614,1.1167561,1.0958714,1.1706228,1.0438231,1.0054945,1.0248692,0.9724453,1.0062326,1.1724246,1.0615722,0.8665547,1.2613504,1.15164,0.88150835,0.93924606,0.9238286,1.0399171,0.90293795,1.039845,0.99258333,1.0317535,0.9387199,1.1029316,1.0491521,1.0824922,1.0980537,1.0719204,0.9874642,0.81449497,0.9712854,1.068336,1.1176517,1.1709853,1.0464561,1.0222285,0.96051574,0.9218317,0.85311526,0.8625953,1.0853288,0.9855217
muffin,0.9138508,0.69637316,1.1038809,0.7930156,0.59837365,0.89507335,1.1435989,1.1021423,1.2530978,0.96755296,1.2609088,1.1523554,1.0481575,1.1789007,1.0433779,0.98684084,0.87212145,0.89065844,1.205927,1.0693842,1.1441758,1.0636586,0.79911536,0.9023725,1.1492455,1.323124,0.7622216,1.2228099,1.1167994,0.91123354,1.3187149,0.9364913,0.97896254,1.3205187,0.94743896,0.9253501,0.80423135,0.97644365,0.9850702,1.0130708,0.9571518,1.0915036,0.82056093,1.0949011,1.0799441,0.9105795,0.67602766,1.0287426,1.0242105,0.744921,0.9352519,1.0551108,1.1890857,0.78659284,1.2113059,1.1185948,0.67894924,0.7878973,0.9033778,1.1016436,1.0579548,1.2656398,1.1021044,1.2546582,0.72819006,1.0626352,0.8702687,1.2050354,1.0037557,0.0,0.9523461,1.1070693,0.98952127,0.85078734,1.2363589,1.2527978,1.1345817,1.0280097,1.0277787,0.81017065,1.1713924,0.9954424,0.8092058,1.0572594,1.0121939,0.9644049,1.1737638,0.55558604,1.0548036,0.8477176,1.2066612,1.0547804,1.1064657,1.1442045,1.2167009,0.8503337,1.0704775,0.67988026,1.0335249,1.0348645,1.213941,1.2339705,0.7168556,0.7974789,1.1947787,1.2243388,0.8482718,1.2152314,0.9282066,1.0560929,0.9527032,1.1401092
