,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
slide,0.6341013,1.2305082,1.2380874,0.70037055,1.190242,1.2062992,1.3075134,0.7382971,0.47474933,0.6812261,0.50613064,1.3335446,0.49020016,0.6498108,1.3956407,0.7161319,0.7449884,1.2671927,1.2965896,0.37326437,1.349443,1.0016639,1.093049,1.2250874,0.82445395,1.2316705,0.82900107,0.884605,1.3398821,1.2955608,1.1941013,1.3204794,0.8366674,1.1835188,1.1103979,0.62517786,1.2530508,1.3444996,0.25091386,1.3616983,0.8409817,1.1529466,0.95504034,0.9041951,0.98055524,0.89313537,1.367595,0.7972291,0.9185695,1.2502232,0.64976656,0.80192745,1.0044757,1.0609487,0.9821886,0.60617125,1.2770164,1.214263,1.0287724,0.91967976,0.9049221,1.0016732,1.4192989,1.1914792,0.48737144,0.5793451,0.93554884,0.7491095,1.2699425,0.36978602,1.2395461,0.83715254,0.9860528,0.83757496,0.66791236,1.0742612,1.2875457,1.3237677,1.2404257,1.3807417,1.0221416,1.3312624,1.1144187,1.0443537,0.61433077,0.7868675,0.6128981,1.1749455,1.3233654,1.3106186,1.386589,1.0483444,1.2779367,1.1997402,1.2434247,0.93303597,1.1290841,1.206902,1.2621313,0.80269974,1.149522,1.0314898,1.3948916,1.0536474,1.0395259,0.66842926,1.1564484,0.943632,1.1966748,0.8199711,0.0,1.3848355,1.1990538,0.9461008,1.2070909,1.2305224,0.98668236,1.302696,1.3168699,0.6508305,0.56859154,0.5524366,1.2761009,1.3810444,1.308642,0.8727981,1.2425854,0.5957643,0.9905237,1.135588,1.3747427,0.8131318,0.7047998
slipper,1.6223571,0.83873636,0.57205534,1.5468091,0.7962079,0.6044838,0.37632418,1.0652071,1.5310509,1.233645,1.5398973,0.26815665,1.5435492,1.6206002,0.50907946,1.4994676,1.1112137,0.46202224,0.67534333,1.4605457,0.818179,0.7753395,0.6690264,0.49388885,0.5327264,0.58853865,1.2437034,1.2627071,0.8594405,0.48050046,0.9862636,0.6344172,1.0128967,1.1078918,0.89432037,1.5213968,1.0899954,0.307701,1.4190726,0.46572626,1.1977708,0.8787659,1.0846133,1.2703995,0.95892125,1.3561695,0.62902796,1.2228584,1.1860923,0.71146727,1.2156448,1.5294945,1.3300291,1.0435438,0.99020296,1.4809768,0.45360857,0.96280843,0.79933226,1.3080528,1.2451682,1.2678955,0.38432658,0.8344528,1.2853339,1.3661311,0.9886971,1.4034344,0.552346,1.3672943,0.8562845,1.3910053,1.2108244,1.3366634,1.2145368,0.84402233,0.6222023,0.28998762,0.99544394,0.436244,1.1922938,0.60823786,0.839975,1.0907012,1.5560249,1.521093,1.5175256,1.1344231,0.41535938,0.47068584,0.45674598,1.0618534,0.8797439,0.8837664,0.8200228,1.3496385,0.7799389,0.4180137,0.82953846,1.4811921,0.68973047,1.3274916,0.35563266,0.88965976,0.5052762,1.5544621,0.6426414,1.1878545,0.6945462,1.374539,1.3848355,0.0,0.5074238,1.2487146,1.0117375,0.6254346,1.2669646,0.48967183,0.39060426,1.1956258,1.5678246,1.5759538,0.40066874,0.48335254,0.5205928,1.1770875,0.98260605,0.9653951,1.1778357,0.6371091,0.2860905,1.271933,1.2458359
soap,1.3914763,1.0144583,0.6909865,1.3493737,0.85675323,0.75719255,0.45033616,1.1421804,1.091573,0.99560016,1.2636604,0.38213682,1.2808948,1.3942745,0.7599158,1.2888745,1.2247062,0.686687,0.6788676,1.3463562,0.85895836,0.8923786,0.98825514,0.6402362,0.6987332,0.6616579,1.0126712,1.2176095,0.94231486,0.5185573,1.0955919,0.7571135,1.0612817,1.0543952,0.9853656,1.2337531,1.0379313,0.5638465,1.3324118,0.537614,1.1352639,1.1136981,1.2229676,1.1776754,1.1129862,1.314925,0.6769382,1.0613343,1.1467955,0.8689299,1.1454492,1.3233247,1.2017066,1.1304194,1.1085677,1.2371057,0.7070742,0.9909553,1.018958,1.2414159,1.1312321,1.2501695,0.7510014,1.0794575,1.2192913,1.3105314,0.98059255,1.2081428,0.6942309,1.3329761,0.8588986,1.0783321,1.1189154,1.2199304,1.1522704,1.0201144,0.67420655,0.495471,0.8861691,0.80415416,1.1636649,0.66423833,0.9329613,1.1095719,1.3479156,1.2466934,1.348817,1.0494827,0.6729858,0.7567003,0.51035345,0.94333196,0.87206453,0.903469,0.74696195,1.2974241,0.9902178,0.6033011,0.9610978,1.3701861,0.9044918,1.148272,0.54520965,1.1739423,0.8933961,1.3523911,0.9633373,1.0638926,0.79097843,1.0786457,1.1990538,0.5074238,0.0,1.1299126,0.8678861,0.7997593,1.0961201,0.65384007,0.57642674,1.2346588,1.3079315,1.275217,0.61766434,0.7514542,0.529441,1.2303135,0.99717325,1.1714412,1.1462922,0.7219335,0.58457476,1.1503382,0.9927342
sock,0.7424933,0.74218154,1.2908796,0.65137553,1.1366763,1.2637354,1.1897204,1.1931148,0.80887675,0.9491215,0.80762255,1.1953436,0.7276298,0.74076533,1.0976106,0.73061955,1.1489823,1.2598593,1.296727,1.0087638,1.1353644,1.2751129,1.004417,1.290492,1.1027358,0.9832744,0.8151934,0.9587418,1.0484593,1.245003,1.0617447,1.2132505,0.8169349,1.129235,1.0917612,0.7790563,1.002399,1.2433345,0.9643372,1.2992908,1.0930635,1.2155219,0.9513065,1.083873,1.1308993,0.75958216,1.190258,0.97696245,0.8178493,0.78541815,1.0733643,0.73459333,0.92288727,0.9484095,1.0593174,0.93369925,1.0879638,0.596726,1.2041495,0.77973425,0.9260901,0.6528855,1.1157359,1.2399532,1.0517818,0.74049497,1.2388146,0.60574025,1.2997749,0.9953115,1.3036741,0.86558825,1.0891764,0.47448516,1.0251005,0.9714988,1.1064668,1.1580979,1.0827105,1.1132137,0.92444247,1.1975117,1.1322197,1.0590092,0.7401383,0.6292026,0.88293386,1.1127218,1.2584462,1.19944,1.1175233,0.86338395,1.1577473,1.2128327,1.3212805,0.8864672,1.0647292,1.31674,0.9264592,0.92617214,1.1661401,0.8476651,1.1606127,0.96814966,1.2066257,0.71224296,1.047894,0.68962276,1.0569202,0.936324,0.9461008,1.2487146,1.1299126,0.0,1.0926814,1.2736276,0.89621735,1.1991024,1.1611098,0.95911026,0.6943433,0.8619437,1.3110108,0.9182602,1.116981,0.8971871,1.0540893,1.1944646,1.1617212,1.0855561,1.1312581,1.0579504,0.8389232
soup,1.0547919,0.98710954,1.0084845,1.1098818,0.9560948,1.007394,1.0560001,1.1268324,0.92815495,1.1584517,1.1631255,0.9930145,1.0490439,1.0612544,0.8444385,1.1286052,1.0583942,1.1224418,0.79215443,1.1296917,0.8045567,1.0421485,1.0991397,1.0752437,1.1043801,0.86382747,0.93549347,1.0199307,0.8659898,0.69148326,0.985958,0.52632374,0.95847076,0.7693585,1.0688751,1.1446918,0.7817607,0.9589057,1.1903219,0.9372335,0.7153811,1.0922482,1.169913,1.0277779,0.99190205,1.1653875,0.8537282,1.068006,1.1000208,0.9695588,1.1831806,0.9551074,1.070049,0.95971173,0.9293847,0.94543684,1.0671617,1.1246382,1.0147516,1.1201817,0.9563073,0.9812661,1.100809,1.0960243,1.1151819,1.2410383,0.99262804,1.1165192,0.9480057,1.1757677,0.97718877,0.90676147,1.0248902,1.1290486,1.1494648,1.0631077,0.8015992,1.0494789,0.98367685,1.038793,0.98443353,0.8922095,1.1066408,1.0291837,1.2133143,1.071034,0.997405,0.8410804,1.0624527,0.99815106,0.85110843,1.0627873,0.7536126,0.9777994,0.668202,0.99543846,1.2609382,1.0458575,0.8656324,1.1201603,1.1289352,0.8439369,0.6806021,1.0924304,0.95983666,1.173369,1.1329998,1.0281783,0.89786804,0.635223,1.2070909,1.0117375,0.8678861,1.0926814,0.0,0.8875391,0.91712165,0.9645209,1.0112058,1.0537852,1.2506382,0.9778673,0.83578336,1.0377553,0.8017448,1.0436665,1.0589972,1.2098889,0.91711974,1.0169789,1.1347607,1.0136627,1.1378146
spoon,1.2962413,1.1476468,0.9148569,1.2002599,1.023538,0.93977946,0.79751587,0.8895215,1.1440144,1.0765142,1.3874562,0.7872429,1.2885956,1.4013789,0.8430861,1.339421,0.9923535,0.7216198,0.5214674,1.2186552,0.913667,0.71249115,0.8521845,0.7320494,0.99723214,0.8892972,1.2643646,0.9351716,0.92951596,0.76481056,0.9306375,0.78493404,0.89804137,1.0276078,0.8172121,1.3831406,1.01777,0.5173303,1.2692657,0.6354022,1.0280646,1.0365118,1.1635138,1.080427,0.82280123,1.3137041,0.85730255,1.1763237,1.2570986,0.99468064,1.1951687,1.2180527,1.1275878,0.30182368,1.0708857,1.1018486,0.9592331,1.0106173,0.7768171,1.2907898,1.2011738,1.0924546,0.777567,0.9949139,1.1563296,1.3627731,0.8696911,1.387424,0.14249146,1.2021441,0.8093123,1.2372614,0.9382239,1.2553427,1.0634573,1.054742,0.945947,0.83889884,0.76393354,0.6395807,1.15334,0.90800846,0.85228443,1.0119544,1.4029821,1.401875,1.1692132,1.0664252,0.3493973,0.38677812,0.9472935,1.1611273,0.9841095,0.7792869,0.6520748,1.3019013,0.871104,0.775971,1.088262,1.1853356,0.84019864,1.1355317,0.7970328,0.9515265,0.27049088,1.3949127,0.814793,1.3156377,0.5672311,0.9322837,1.2305224,0.6254346,0.7997593,1.2736276,0.8875391,0.0,1.0236664,0.6908646,0.8399611,0.9838545,1.4309118,1.1624092,0.670599,0.9420848,0.8126396,0.48329538,0.7634549,1.0171314,0.91928685,0.6723285,0.7375376,1.1996706,1.2255795
sprinkler,0.99109685,1.0033593,1.1990685,0.94128287,1.1435207,1.1877904,1.1685776,1.0147772,0.9117484,1.0099167,1.0115925,1.1464919,0.96220654,1.0231943,1.0222042,0.97713166,1.1324536,1.0486435,1.0720135,0.9464896,1.1033667,0.9869799,1.0190351,0.98109585,1.0672054,1.1277399,0.87098473,0.8746974,0.98722357,1.0245774,1.1044418,1.0933045,0.95271885,1.065999,1.0715845,0.9746064,1.0650764,1.0726537,0.9255321,1.0233433,0.9474681,1.0167753,1.0851092,0.7612685,0.880327,0.89429724,1.1730579,1.0263706,1.0115166,1.1175842,1.0257813,0.9666642,0.87593937,0.93046725,1.0917547,0.8106383,1.1304836,1.1017635,1.19748,0.99376863,1.0638376,0.98985404,1.1590801,1.0489346,0.94765884,0.94965297,0.86419916,1.0474269,1.0123117,0.91801995,0.8265036,1.0261819,0.9435844,0.999827,0.95296913,1.0703268,1.1213497,1.2198232,1.0226781,1.067448,0.93510604,1.1943502,0.9311898,1.0104784,1.0298843,0.9801653,1.0098408,1.0706984,1.1031005,1.0659478,1.1995106,1.0617023,1.0778111,0.82094824,1.0644336,0.99157804,0.98089105,1.0494593,1.0007479,0.8809308,0.95221555,0.9467954,1.1182225,0.8917143,1.0373288,1.0088184,1.13608,1.05813,0.8542684,0.91041976,0.98668236,1.2669646,1.0961201,0.89621735,0.91712165,1.0236664,0.0,1.0632782,1.1251466,0.9466841,0.9926911,0.9498994,1.2101927,1.1649822,0.99353886,0.9399846,1.026456,1.1195295,0.96877515,0.80168927,1.1567466,0.7432197,0.94273597
stick,1.444107,0.7641427,0.8077988,1.3417169,1.0302155,0.8485429,0.5129273,1.0398448,1.3742278,1.1140782,1.4046794,0.44607878,1.3588872,1.4717708,0.63181233,1.3663436,1.1956531,0.63348085,0.71294653,1.3473111,0.9011896,0.8692882,0.8538095,0.5169742,0.79097086,0.5025126,1.2052349,1.0512947,0.8160855,0.785058,0.9793323,0.84037626,1.014196,1.1621583,0.8616016,1.3252757,1.079135,0.41922987,1.2509598,0.59198534,1.2797861,0.998274,1.1547486,1.1784115,0.97837466,1.2070585,0.8645167,1.2202797,1.133873,0.68363273,1.1806293,1.4096262,1.1856475,0.9756641,1.2308083,1.3291548,0.45412076,0.955134,1.1127796,1.2234298,1.3159348,1.1417933,0.6263001,0.96888226,1.1977834,1.2731571,1.0135496,1.291171,0.5441606,1.11495,0.8631978,1.341891,1.255187,1.2785451,1.2553787,0.82907176,0.5593996,0.50493205,1.0723987,0.35518903,1.0798862,0.77544594,0.7446496,1.2481176,1.3811758,1.3161813,1.4370791,1.1837716,0.4808373,0.44617844,0.56989604,1.0041717,0.97107655,0.91290843,0.8884749,1.2740484,0.98220325,0.73934567,0.7657686,1.2662996,0.9536958,1.2625434,0.6286951,0.8685314,0.7712895,1.3513844,0.97913796,1.0744483,0.61522806,1.2419764,1.302696,0.48967183,0.65384007,1.1991024,0.9645209,0.6908646,1.0632782,0.0,0.5016373,1.0933471,1.337857,1.3825428,0.6495391,0.6312713,0.52595246,1.1973827,1.0667284,1.2097665,1.1665319,0.5864158,0.47398835,1.0792712,1.1347208
strawberry,1.487808,0.8342987,0.7971377,1.3201511,0.8835496,0.7746459,0.53777915,1.172798,1.3526032,1.1853373,1.4100794,0.26591182,1.4151094,1.5123768,0.5109257,1.4363194,1.1848578,0.48585987,0.8369411,1.3458259,0.93465555,0.8982907,0.9150364,0.44531143,0.71643496,0.6163371,1.1998779,1.1996764,0.98011357,0.5284959,1.0046895,0.7408937,1.1646912,1.1864433,0.9705249,1.3929778,1.1461372,0.24677157,1.3271759,0.44929928,1.3147614,1.0126051,1.1811242,1.0986975,1.0323999,1.2525415,0.71456134,1.1461374,1.1358534,0.6345942,1.1350468,1.4422402,1.1976228,1.1236407,1.2760344,1.4064589,0.34351873,1.1077766,1.0623813,1.1706753,1.2264986,1.1589948,0.5692203,0.95998794,1.2778354,1.3496908,0.8869875,1.3226149,0.6524249,1.3069277,0.7258505,1.2663502,1.1131785,1.3230929,1.2416536,0.78153586,0.5227081,0.1864847,1.1005336,0.44130474,1.0796496,0.7552434,0.77801013,1.2266986,1.3729618,1.3653882,1.3947059,1.1862608,0.43311208,0.46321177,0.5624555,1.1385045,1.0261387,0.8883059,0.94979376,1.3109288,0.89185655,0.62792706,0.8049275,1.3135464,0.8843352,1.2790179,0.5267112,1.0222505,0.87527144,1.384971,1.0277265,1.223426,0.6645011,1.3519682,1.3168699,0.39060426,0.57642674,1.1611098,1.0112058,0.8399611,1.1251466,0.5016373,0.0,1.3144257,1.3582044,1.4051186,0.71201193,0.39461374,0.2960323,1.2570741,1.1349394,1.170429,1.200203,0.5603194,0.26220626,1.1062384,1.1632059
stroller,0.8683796,1.0259341,1.250752,0.9046656,1.2960322,1.2555997,1.212929,0.70252556,0.93901867,1.0807712,0.8490855,1.248132,0.72093236,0.8410136,1.2331147,0.9074595,0.8196503,1.0186412,0.971152,0.69491535,1.1057397,0.70735383,0.94953454,1.0087153,0.8814117,1.1663332,1.0993915,0.5880225,0.92608863,1.317584,1.0991603,1.2593694,0.8449313,1.0483639,0.87899065,0.8119764,1.0307322,1.288065,0.47641838,1.0968518,1.1132953,1.0440482,0.77977633,0.83249605,0.755697,0.8894988,1.3120751,1.119593,1.1681131,1.2039117,0.83452857,1.0113351,0.81876254,0.9183845,0.98516357,0.92874974,1.2643663,0.8437168,0.98140246,1.0063119,0.98745626,0.9951396,1.0847672,1.0401473,0.79427385,0.60283697,1.0009072,0.90139085,1.0775068,0.47417718,1.2031627,1.1510979,0.9668413,0.9216932,0.6943949,1.1737504,1.2499133,1.3353477,0.9979806,1.0519652,1.1187048,1.2737598,0.76538444,0.97006935,0.9254838,0.8165819,0.98214453,1.0446614,1.1161824,1.1508029,1.286017,0.9569168,1.0833218,1.0039067,1.0602738,1.0920069,0.8949894,1.0683864,1.0616773,0.69576097,0.8937329,0.9225419,1.2918023,0.79089147,0.9521384,0.8635229,0.8744733,1.0294285,1.1018523,0.9892888,0.6508305,1.1956258,1.2346588,0.95911026,1.0537852,0.9838545,0.9466841,1.0933471,1.3144257,0.0,0.87645805,0.8947032,1.157954,1.3346343,1.2571435,0.9170928,0.92170715,0.75777614,0.851959,1.0467374,1.23182,1.0322627,1.0944912
sweater,0.43459457,1.0873599,1.3232156,0.5046737,1.250051,1.3641483,1.4178133,0.98718745,0.6028957,0.6500835,0.4104383,1.3401445,0.49250108,0.3407259,1.394907,0.44664258,0.9950501,1.4178243,1.3406045,0.72819257,1.3868423,1.3121803,1.1958884,1.4139973,1.2004597,1.3525625,0.6776048,0.91439736,1.2747676,1.3414829,1.1382651,1.4236801,1.0957508,1.1964136,1.161587,0.4399069,1.2241249,1.5060341,0.63306576,1.4813213,1.0128876,1.1798137,0.9111683,1.015534,1.2350574,0.5816642,1.4081647,0.75421154,0.74775743,1.1967974,0.7980281,0.5893956,0.76485896,1.1200407,1.0667286,0.6982974,1.2780772,0.9365933,1.2442623,0.65956414,0.85345525,0.85102165,1.3836024,1.1928412,0.80805194,0.39320976,1.0705386,0.3541968,1.4398069,0.6750126,1.2229344,0.8265768,1.0815945,0.67615706,0.82421136,1.0563235,1.3249143,1.3732672,1.1817412,1.3622255,0.8861145,1.3984807,1.1363368,0.8863054,0.22381252,0.38214612,0.6256772,1.1459783,1.4265056,1.4413611,1.431274,0.8144715,1.3160341,1.2021009,1.3085401,0.78795534,1.1395005,1.404572,1.164586,0.68555605,1.2342206,0.9163496,1.4249809,1.0612663,1.4176065,0.19891715,1.1835152,0.69114447,1.2827455,0.89686924,0.56859154,1.5678246,1.3079315,0.6943433,1.2506382,1.4309118,0.9926911,1.337857,1.3582044,0.87645805,0.0,0.4879787,1.5303671,1.3428769,1.4295201,1.0037202,1.1183865,1.1019735,1.0666674,1.2615838,1.3820803,0.7302709,0.5711629
table,0.577286,1.2126231,1.27672,0.51237434,1.2096282,1.3290823,1.4541999,0.84772086,0.43275702,0.83347124,0.4522575,1.4826051,0.50764596,0.5011184,1.4326535,0.66003346,0.804506,1.4432874,1.0777801,0.51975083,1.1434486,1.1809849,1.2510637,1.474148,1.2679651,1.3795093,0.93347573,0.92568797,1.2530406,1.2222722,1.1027579,1.273066,1.0444251,0.9118613,1.262978,0.5214178,1.016893,1.477738,0.66745186,1.3513982,0.76261336,1.1726679,1.0574548,1.0071787,1.0794675,0.87758374,1.2806084,0.86115664,0.9014778,1.2425315,0.7665471,0.5713769,0.83328736,0.93202764,1.0436959,0.4985826,1.3666584,1.1676863,1.0406696,0.7883289,0.76033235,0.82373405,1.4568532,1.1949373,0.744666,0.7705548,0.9594261,0.6829899,1.2920167,0.7179406,1.2266544,0.7216011,0.94217604,0.824026,0.8234694,1.1348583,1.3045199,1.3849273,1.0328207,1.5215843,0.9807812,1.3327549,1.2206755,1.0330483,0.5216605,0.6768427,0.40363026,0.892438,1.408689,1.3942595,1.4054055,1.0858908,1.099801,1.2581435,0.8851958,0.8489255,1.290807,1.4511495,1.2238712,0.67411983,1.2525277,0.76346457,1.33695,1.2290889,1.224055,0.54204226,1.2612824,0.8501963,1.2767231,0.48351353,0.5524366,1.5759538,1.275217,0.8619437,0.9778673,1.1624092,0.9498994,1.3825428,1.4051186,0.8947032,0.4879787,0.0,1.3169974,1.3955209,1.4009128,0.79126626,1.1150504,0.90226334,0.7548281,1.3287269,1.4630628,0.9399856,0.79106045
tape,1.5627313,1.0059209,0.51719886,1.4313666,0.5646378,0.49197,0.5373356,0.8399992,1.3144869,1.2632415,1.4170352,0.5856037,1.4169606,1.505333,0.78595096,1.4125171,1.0235413,0.48144436,0.3830225,1.1993691,0.7660713,0.5821109,0.8384853,0.5418259,0.7362323,0.7792753,1.3382136,1.129835,0.9050246,0.57270503,0.9912891,0.48475385,1.0201246,0.9368944,0.91568625,1.4249951,1.0221399,0.56446296,1.3123467,0.35103595,0.82657456,0.9203276,1.1342152,1.1625606,0.9059975,1.3532119,0.44980556,1.2088635,1.2852657,0.9420149,1.1276907,1.4043167,1.2609253,1.1063359,0.99105483,1.1579747,0.78736293,1.1376061,0.72186255,1.3202393,1.1566979,1.2779999,0.56607133,0.8779836,1.1494923,1.3926138,0.7946861,1.3895545,0.64940435,1.2900516,0.82405245,1.0632734,1.033061,1.2993412,1.249677,1.0349617,0.7157154,0.59067905,0.96408284,0.7608354,1.2527201,0.4407667,0.8869253,1.1617441,1.5026872,1.5035958,1.3897438,0.953209,0.68395966,0.70349073,0.45677435,1.1120191,0.81616426,0.89526844,0.651813,1.1326866,0.94967395,0.5110556,1.0096514,1.3855264,0.87368935,1.27019,0.56399375,1.058614,0.67427516,1.5157392,0.94518197,1.177531,0.83151686,1.0575953,1.2761009,0.40066874,0.61766434,1.3110108,0.83578336,0.670599,1.2101927,0.6495391,0.71201193,1.157954,1.5303671,1.3169974,0.0,0.80345684,0.7132254,1.1635702,0.9627278,0.7979889,1.0206705,0.8375567,0.6348796,1.2546849,1.2769194
toe,1.4170825,0.39966315,0.8674799,1.0559193,0.88165987,0.82416505,0.62567633,1.3282483,1.3560213,1.1619633,1.3878078,0.5063488,1.3674526,1.4030421,0.52401966,1.3947937,1.2613926,0.7127117,1.0436447,1.4453524,0.8684702,1.1007944,0.98361886,0.73047435,0.8691973,0.40959704,1.221025,1.1982834,1.0214189,0.73581237,0.85559386,0.9157198,1.1182069,1.1038864,1.1273263,1.3332328,1.0569892,0.50709164,1.3959827,0.756546,1.2696191,1.0529068,1.0421067,1.1716516,1.072612,1.2294205,0.7615618,1.1574273,0.8980367,0.16547376,1.2697483,1.3396406,1.1528409,0.97515124,1.2016113,1.3908377,0.36414254,0.8200995,1.1827905,0.9734157,1.2101159,0.6924413,0.6543474,1.0582299,1.3486823,1.3688852,1.1482279,1.0519814,0.8571829,1.3621305,0.99077046,1.1771953,1.1396426,1.1260508,1.3425986,0.54404455,0.6450933,0.3644541,1.1472006,0.47507322,0.74464834,0.7585424,1.0224353,1.2501957,1.2910006,1.1719451,1.3808049,1.1237721,0.57265913,0.541612,0.60268956,1.1467069,0.9734094,1.0816457,1.1246617,1.2331502,1.0887663,0.88415414,0.654106,1.3010974,1.003864,1.1716509,0.58294594,1.0322759,0.9273699,1.2720169,0.96431905,0.93379825,0.8382207,1.2847929,1.3810444,0.48335254,0.7514542,0.9182602,1.0377553,0.9420848,1.1649822,0.6312713,0.39461374,1.3346343,1.3428769,1.3955209,0.80345684,0.0,0.51895577,1.1045084,1.1522996,1.2493035,1.2715874,0.7949221,0.39335448,1.1834812,1.1653098
tooth,1.4722317,0.71571106,0.8781491,1.354359,0.96149915,0.8544991,0.6325366,1.2177832,1.2281896,1.179187,1.3890327,0.42061782,1.3033924,1.4454236,0.5963473,1.3349551,1.2219111,0.5656957,0.84893525,1.34404,0.8473252,0.8607267,0.9679062,0.50398153,0.7853424,0.53791183,1.1354654,1.1284267,0.96107143,0.57777125,1.0733632,0.6659882,0.9438526,1.0770639,1.0043076,1.3480384,0.9897916,0.37291086,1.3266801,0.5427772,1.1384411,1.099554,1.277828,1.0443543,0.9422755,1.2511139,0.7721768,1.1665884,1.1928486,0.63675255,1.1867386,1.3734972,1.2459555,1.0213244,1.2580705,1.3242478,0.5459735,1.078299,1.0833126,1.2260536,1.2456957,1.095731,0.79858625,1.0776621,1.2498161,1.3291371,0.92241406,1.273079,0.66091245,1.2817159,0.83131504,1.1219531,1.0158824,1.217613,1.3005137,0.67243207,0.47676158,0.42402476,1.0416961,0.5207019,1.0493224,0.7921613,0.8392732,1.2407353,1.4102361,1.2795634,1.3964462,1.1124659,0.6058457,0.57445306,0.55141735,1.0189168,0.9078704,0.9861669,0.9453449,1.2789446,1.0285518,0.7518144,0.79880553,1.3322728,1.0538276,1.1928927,0.55184364,0.9262302,0.8694114,1.4084573,1.115443,1.1357358,0.6460248,1.2124374,1.308642,0.5205928,0.529441,1.116981,0.8017448,0.8126396,0.99353886,0.52595246,0.2960323,1.2571435,1.4295201,1.4009128,0.7132254,0.51895577,0.0,1.1413602,1.0950247,1.247518,1.1682546,0.5988525,0.53644943,1.0947984,1.122232
toothbrush,0.825179,1.0422218,1.2625266,0.7472862,1.1414716,1.2276663,1.2214007,0.9811879,0.79681766,0.9838075,0.92550844,1.3099146,0.8338561,0.81471646,1.1355743,0.89776504,0.87927175,1.1545697,1.1149006,0.8309018,1.1180831,1.0187832,1.0250963,1.2185228,1.2112945,1.0830758,1.05813,0.86915654,1.1901691,1.1490167,0.97874105,1.1987501,0.8253736,1.01269,1.04656,0.95492494,0.96360785,1.0783302,0.8909115,1.2095704,0.8573807,1.1764922,1.0156887,0.9446195,0.86439216,0.9667721,1.171839,1.0069796,0.95796466,0.9735796,1.0613991,0.77632606,1.0126368,0.1001088,0.9449615,0.8524996,1.2153335,0.92160493,0.8512182,0.944559,0.963517,0.7012541,1.2926567,1.1939512,0.9707439,1.0047181,1.044744,0.9538578,0.74448496,0.94700754,1.1322076,0.8964248,0.8690349,0.76725924,0.9379346,0.94509643,1.226766,1.2300398,1.0038834,1.0913227,0.90737104,1.2243013,1.1391609,0.9563608,0.9085333,0.97242427,0.7129333,1.0414053,0.88577104,0.87982047,1.3035276,1.1035395,1.129931,1.127599,1.0809501,0.9989727,1.1602672,1.2371614,1.1340132,0.88541937,1.1552637,0.8689196,1.2376763,1.0179894,0.6574844,0.912598,0.96987426,0.98196286,0.9517719,0.7460644,0.8727981,1.1770875,1.2303135,0.8971871,1.0436665,0.48329538,0.9399846,1.1973827,1.2570741,0.9170928,1.0037202,0.79126626,1.1635702,1.1045084,1.1413602,0.0,0.96664584,0.89299893,0.9683529,1.0511739,1.190704,1.0988806,1.047787
towel,0.90210676,1.1431892,1.1471834,1.0845612,1.0123405,1.0963819,1.0533152,0.7798383,1.0678645,1.057559,1.0575547,1.122688,1.051879,0.9914615,1.0975689,0.79107726,1.0269718,0.94191647,0.7618406,1.0801091,0.9064784,0.80453706,0.86253023,0.9710794,1.1762402,1.1613643,1.1075052,0.70586234,0.47303313,1.1781894,0.7959591,1.0339472,0.93168515,0.96302813,0.63710177,1.0639248,0.7789912,1.1078405,1.1338314,0.8916906,0.9949591,0.99501455,0.8806354,0.96127915,0.93989855,0.9366351,1.0395552,0.9481211,1.3039122,1.1830708,1.1409004,0.9032661,0.94906217,0.92643565,0.9702352,1.0490855,1.2748818,0.49480355,0.7619247,1.2774206,1.0615934,1.1090566,0.8861341,0.9839397,1.0646597,0.8428684,1.0238703,1.1484116,0.819525,1.191183,0.9531467,1.0505234,0.84434754,0.7991156,1.0086124,1.231972,1.073362,1.2059174,0.13196278,1.0808879,1.1400357,1.1328635,0.93541664,0.55507076,1.087664,1.0150813,1.0397395,0.9235302,0.991,1.0530032,1.1685419,0.62115395,0.97932214,0.8943733,0.8316051,1.0388138,0.7328074,0.98735213,1.1844921,1.0412787,0.90784734,1.0476792,1.1242949,0.9308627,0.9314204,1.1325182,0.7173232,1.1975335,1.0182496,0.9608134,1.2425854,0.98260605,0.99717325,1.0540893,1.0589972,0.7634549,1.026456,1.0667284,1.1349394,0.92170715,1.1183865,1.1150504,0.9627278,1.1522996,1.0950247,0.96664584,0.0,1.0135639,0.80100113,1.1639502,1.1172892,1.1241593,1.0791565
