,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,chair,chips,clock,coffee,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,finger,fish,flower,fork,frog,glasses,glove,gum,hamburger,hand,hat,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shovel,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
oven,1.0124031,0.94400525,1.1543653,1.0105543,1.1464767,1.0291017,1.2221575,0.57534623,0.9509611,1.1388507,0.7294258,0.88549805,1.0899726,1.1661042,0.6641052,0.66920596,1.2532393,1.0599595,1.048441,0.842814,0.5243434,1.0845146,1.1771839,0.85518634,1.1653864,0.9527266,1.1058924,1.0956573,1.2913612,0.7723205,1.0467108,0.89078987,1.0814092,1.1472465,0.95357114,0.91397375,0.8572508,0.9464547,1.0519015,0.9257841,0.88842213,0.83520335,1.1902051,0.9899669,0.8737543,1.2695565,1.0430313,1.1807406,0.95225763,0.7290007,0.8584766,0.7669886,0.9133949,0.88766,1.1078151,1.2888253,0.95872134,1.1788704,0.9443601,0.99264944,1.0695513,1.1192435,0.7230594,0.8626971,0.0,1.0890449,0.95439625,0.7984005,0.7430496,1.1624804,0.58131856,0.9579338,0.850041,1.0373114,1.1293402,1.105932,0.7897634,0.8003253,1.076543,1.3104335,1.2424878,1.0399023,1.0390912,0.8580559,0.8495934,1.2484992,1.0322129,0.8521227,1.0304061,0.8342887,1.3953156,0.8279255,0.91717803,1.1298227,1.2536083,0.8791328,0.9713036,0.79377496,1.1756673,1.0536188,0.7065001,0.86857855,0.89297044,0.7734101
pajamas,0.7751268,1.3553195,0.8921385,0.701177,1.1514287,1.371881,1.109273,1.1192756,0.78895205,0.46643215,1.2759471,0.71269345,0.5016426,0.4379555,1.2270485,1.3650304,1.0321577,0.80937195,1.299,1.302634,1.3755815,0.89522874,0.96628433,0.7060871,1.0443543,1.3486731,1.2205607,0.52194524,0.9928982,1.3791051,0.6591766,1.2505374,1.0584276,0.7363712,0.8101209,0.77026486,1.1665195,1.2704449,1.011163,1.0519577,1.3422914,1.3319829,1.1893747,1.0641029,1.1131771,0.9045134,1.0424151,0.85402447,1.365262,1.1749058,0.22309387,1.2909052,0.7881434,1.288993,1.0118576,0.9949149,1.0635612,0.7634225,1.0991886,1.2072254,1.1678532,0.97238046,0.8800644,1.1863301,1.0890449,0.0,1.0684164,1.338869,1.3810675,1.0674587,0.9980137,1.1289353,1.3269459,1.2962761,0.90853816,0.62388384,1.0816627,0.94263023,1.2941605,0.87943107,0.9339488,1.2418281,0.48473114,1.1473031,1.2601515,0.93991417,0.60924816,1.3481259,1.3129057,1.1838998,0.8808574,1.241553,1.0071799,0.6582829,0.68628126,1.3893825,1.2036479,1.221025,0.85254043,1.1078846,1.2196221,1.3017936,1.2515718,0.9629127
paper,1.0991179,1.175524,1.1641054,1.0100515,0.92111135,1.1624461,1.121811,0.8176285,0.85056645,0.95279896,1.2037067,0.6943623,1.0486813,1.0043583,0.50545216,0.99432546,0.9501754,0.7768594,1.0159945,0.7057166,1.0220745,1.0744617,1.2075887,0.7744923,1.0013776,1.0241882,0.98812485,0.9027915,1.062908,1.1064296,0.8297359,0.7784281,0.9860118,0.9374281,1.0424242,1.0245444,0.9039626,1.236544,1.2834685,1.18301,0.948333,0.9464797,1.1246004,1.2013916,1.1964904,0.93470204,0.87374836,1.0402799,1.0887847,1.0186114,1.1429073,0.9501856,0.8491439,0.903246,0.9534747,1.0410782,0.8367146,1.0169681,0.90851694,1.1057928,1.3378215,0.6299963,1.3230767,1.2642586,0.95439625,1.0684164,0.0,1.0505587,1.0412153,1.2432632,0.9060626,1.1831071,0.8422661,0.9324319,1.1497434,0.76610786,1.0627886,0.7806948,1.0493053,1.0420804,0.88283396,1.0611886,1.0277438,1.1087962,1.1659997,0.87112916,0.9592619,1.1152166,1.1752871,1.185777,0.9182036,1.0021604,0.95091563,0.977709,0.77293766,1.1805012,1.3097048,1.0886399,0.67724776,0.922086,0.7191682,1.0698907,1.126996,1.0297832
pen,1.2285249,0.4906959,1.1505908,1.0666034,1.0164046,0.78552616,1.2325925,0.9305437,1.2141157,1.444977,0.36346304,1.3662403,1.3188299,1.4726629,0.6931977,0.68112934,1.2801169,1.4247184,0.8028599,1.0780228,0.5984958,0.93495166,0.9661915,1.3129413,1.2840731,0.4964841,1.0929748,1.4905976,1.1652683,0.18527675,1.3843051,1.0139196,1.2218797,1.228158,1.1809952,1.328185,0.83436894,0.5113908,0.6251149,0.7183996,0.66179734,0.32832015,1.0167999,0.5410982,0.6704491,1.1142656,1.0686394,0.96993643,0.6800038,0.96492094,1.1686856,0.41347986,1.3066937,0.79952556,1.0023799,1.3963001,1.2704756,1.3698716,1.2030447,0.94876957,0.50088704,1.1820627,0.6996271,0.6161669,0.7984005,1.338869,1.0505587,0.0,0.15353858,1.0612105,0.6742451,0.84719217,0.8377902,0.9695761,1.0411638,1.3534068,0.8260324,1.3372116,0.8871418,1.4362581,1.2939389,0.66118836,1.3204697,0.7174599,0.48900205,1.2165183,1.3094728,0.2933048,0.65859675,0.69477236,1.4227899,0.57767,1.1866088,1.3699234,1.4470767,0.59080577,0.46554452,0.5990267,1.3026152,1.1652243,0.849625,0.5769484,0.42799395,1.0920255
pencil,1.2364293,0.54064184,1.2227594,1.1022828,1.040222,0.74526024,1.1784672,0.89091116,1.2237256,1.4238371,0.39234972,1.2967451,1.3188944,1.4639733,0.7824408,0.6897383,1.2366557,1.322451,0.8405496,1.0290357,0.5881916,1.0921357,0.9304759,1.3088669,1.1997838,0.54308283,0.99333596,1.433766,1.1744373,0.15111876,1.2948309,0.9770713,1.1993558,1.221334,1.2043494,1.3172351,0.79001206,0.59316903,0.7204317,0.6796983,0.56208944,0.39616936,0.959043,0.72466683,0.6971624,1.1012745,1.110919,1.0595585,0.7619945,0.9498786,1.2260424,0.50294226,1.2354354,0.728706,1.013815,1.3516191,1.2472167,1.400598,1.1686261,0.94011086,0.6577785,1.2468737,0.71266854,0.53902847,0.7430496,1.3810675,1.0412153,0.15353858,0.0,0.9812105,0.7522687,0.80751336,0.7426147,0.9744706,1.112538,1.3481884,0.8789386,1.341728,0.8503281,1.3930407,1.2593489,0.5893507,1.3299359,0.8774187,0.40775263,1.2275709,1.2782481,0.41493845,0.7021046,0.7429273,1.3992355,0.64782274,1.1714607,1.3213317,1.4415631,0.6115999,0.5083245,0.6254248,1.361525,1.0839622,0.84245646,0.6203339,0.5969299,1.0367332
pickle,0.9666803,0.9428036,0.7799004,0.9821147,1.0013391,0.8806893,0.23067576,1.2301953,1.3005699,1.1326394,0.90606403,1.2895392,0.9399765,1.080046,1.157421,1.2455945,0.7099028,1.1934881,0.80253136,1.3524204,1.2053927,0.9505299,0.7112589,1.3925104,0.632772,1.1607252,1.0051503,1.192384,0.63831484,1.0500673,1.2823664,1.2344338,0.6115725,1.1154386,1.0966172,1.1430225,0.9552688,1.0796103,0.76084524,0.895779,1.0607852,0.9848596,0.27766323,1.0812039,0.9226645,1.087065,1.0993578,0.9704068,1.0508169,1.1785463,1.1060741,1.1741168,1.2456975,1.2607712,1.024357,0.57688,1.2076685,0.9837194,1.3133898,0.51989245,0.9044803,1.0181731,0.76172054,0.83188295,1.1624804,1.0674587,1.2432632,1.0612105,0.9812105,0.0,1.0908804,0.57774186,1.1853812,0.58244526,0.9222888,1.2249817,1.1030031,1.2811841,0.98286337,0.6043515,1.1061401,0.88914543,1.1456401,1.0738286,1.1097238,0.94152987,1.2130694,0.968935,0.7904985,0.93182915,0.833357,0.95062417,1.295725,1.1439534,1.0507385,0.97239506,0.85708106,0.9887525,1.0985421,1.1145219,1.0306674,1.3352883,1.2294911,1.2179427
pillow,1.1158792,0.8961533,1.1761509,1.0248655,0.9712484,1.0089856,1.1616718,0.61131114,1.132448,1.0459322,0.70457345,1.0405185,0.81492853,0.92238575,0.6388674,0.8166516,1.4096382,1.2940214,0.97171813,0.9256854,0.63449734,0.95493776,1.2690662,0.92120373,1.3311001,0.8611589,1.1110476,1.0366287,1.35966,0.8021697,1.2150639,0.8933837,1.2141991,0.8844444,0.7590066,1.1407369,0.8633569,0.909093,0.921301,0.9124613,0.76895046,0.66869855,1.1309158,0.8546303,0.56285506,1.2342141,1.0798227,1.0699577,0.7393061,0.91903245,0.807132,0.8050206,1.2327437,0.89501727,0.9009156,1.3225647,1.1378901,1.1538266,0.9955693,0.89580214,0.9541181,0.76927626,0.70350444,0.89749104,0.58131856,0.9980137,0.9060626,0.6742451,0.7522687,1.0908804,0.0,0.96561235,0.75749886,1.1314073,1.0815644,1.0734557,0.6614355,1.0313702,1.0112939,1.3915727,1.4770815,0.86771613,1.1513453,0.61444956,0.76955366,1.3806283,1.2710533,0.67460287,0.93162173,0.7715599,1.5239986,0.75149107,0.92794037,1.3065219,1.4215053,0.7498977,0.7271277,0.6665672,0.875305,1.1120015,0.88650477,0.83555233,0.67374706,0.9839761
pizza,0.8531194,0.77801853,0.82105017,1.042616,1.0846076,0.83697826,0.82435983,1.1364969,1.2206221,1.1238174,0.7242561,1.2249154,1.1265345,1.131532,0.9546725,1.0739443,0.8263045,1.1579684,0.91777694,1.2577715,1.045969,0.88897884,0.7274716,1.2704926,0.9755901,0.9459418,1.0969492,1.1601478,1.0654777,0.8595985,1.2218004,1.2073702,0.73881805,1.0754107,1.0976573,1.162473,0.8097879,0.9981261,0.7056376,0.788612,0.8701879,0.80643225,0.705705,0.9153415,0.95032084,1.0717776,1.2355611,1.045043,1.0030352,1.0912967,1.0825831,1.0317928,1.1464936,1.1076143,1.0514227,0.9469267,1.0778769,1.0920919,1.2677517,0.6676711,0.83709407,1.1717218,0.7355056,0.7150492,0.9579338,1.1289353,1.1831071,0.84719217,0.80751336,0.57774186,0.96561235,0.0,0.9622203,0.7466574,0.92838055,1.2606275,0.93371785,1.2335539,1.00111,0.9768336,1.1604083,0.89063066,1.1730279,1.0155638,0.9007687,0.9808432,1.2039562,0.85507643,1.0252974,0.8718759,1.1047243,0.9778732,1.2435522,1.1308641,1.1615416,0.98145616,0.8947294,0.96161604,1.2130445,1.1037258,0.89737713,1.1090504,1.0929599,0.9284954
plant,1.169384,0.8594607,1.2155125,1.2426418,0.8981502,0.74928117,1.0529789,0.8231191,1.0978585,1.2292504,0.8398285,1.0944235,1.1811668,1.2347131,0.8294475,0.77500296,1.257083,1.1652715,1.0052258,0.74544674,0.73249364,1.1934457,1.2078955,1.1017226,1.1663604,0.82514757,0.94359696,1.1371952,1.2631896,0.8623585,1.1256508,0.75791615,1.0894182,1.005223,0.90676236,1.0409693,0.9489083,0.99180084,1.2423576,1.1079522,0.15905684,0.73971283,0.9281112,1.1064535,0.8593328,1.0505229,1.0357734,1.2317412,0.733794,0.86868596,1.2818784,0.78407586,1.012544,0.60684574,0.9534722,1.1658251,1.0018932,1.2785726,0.77610147,1.0687457,1.1792974,0.867898,1.2377692,1.1125364,0.850041,1.3269459,0.8422661,0.8377902,0.7426147,1.1853812,0.75749886,0.9622203,0.0,1.0092795,1.0775393,1.122583,0.788259,0.9081702,0.6698921,1.2648981,1.1673453,0.72774184,1.1925154,0.9403317,0.75298476,1.2387366,1.1566157,0.93841714,1.012706,1.0744799,1.2304376,0.87291074,0.8690207,1.1006885,1.2330105,0.92497337,1.0737165,0.8248478,0.9928518,0.93580365,0.833344,0.7285526,0.8569368,0.67085785
plate,1.11991,0.6957694,0.94138575,1.2296805,0.99704474,0.6662569,0.59785527,1.0807592,1.2449534,1.3127553,0.87606406,1.2699809,1.3026054,1.3212858,0.80095434,0.92584985,0.4273978,1.1391429,0.7362511,1.019189,0.92744565,1.0425243,1.0170914,1.417149,0.66247046,0.88815296,1.1072291,1.3214138,0.81176865,0.8949306,1.2908173,1.0142858,0.5137714,1.200733,1.2980328,1.2288679,1.018581,1.0343187,1.0599498,0.97811556,0.93285376,0.7991954,0.66486555,1.1196033,1.1199402,1.1293683,1.0226358,1.3165778,0.8208963,1.0665538,1.3097394,0.8698085,1.3420889,0.99670607,1.1325927,0.5882714,1.1238446,1.1330652,1.1890643,0.7589812,0.99809676,1.0194806,1.1096036,0.96478885,1.0373114,1.2962761,0.9324319,0.9695761,0.9744706,0.58244526,1.1314073,0.7466574,1.0092795,0.0,0.94317085,1.3222976,0.9515023,1.213778,0.6868603,0.6644157,0.9050605,1.0911841,1.2829901,0.9838341,1.0391619,0.69165635,1.3181181,0.83108175,0.6658658,1.0846734,0.68612653,1.0212117,1.2144649,1.2324061,0.8881561,0.82732105,1.0940909,0.91209996,1.070605,1.0965871,0.63395524,1.0101293,1.0440592,1.2315998
pumpkin,0.806769,0.9815413,1.0074284,0.93943816,0.9051914,0.9517174,0.97173643,1.1020058,1.0187464,1.0051125,0.984694,0.92064285,1.0078535,0.9237437,1.1396025,1.2481886,0.9812773,1.0105443,0.9411238,1.2566168,1.2665784,0.7367348,0.94798785,1.0839356,0.9711044,1.0740663,1.0762049,1.021995,1.0014031,1.1077673,1.03781,1.2372799,1.05286,0.9595849,0.8684193,0.9772647,1.0838448,1.0420998,1.0387189,1.0714102,0.9987355,0.94751436,0.9747456,0.9831389,1.1066387,0.9780766,0.9370591,0.9336099,1.0828632,1.0962858,0.8980358,1.1299288,1.0348,1.1234035,1.0161812,0.8979676,1.0945115,0.9512346,1.1792877,0.99324286,0.96399385,1.08006,0.9855704,1.0336492,1.1293402,0.90853816,1.1497434,1.0411638,1.112538,0.9222888,1.0815644,0.92838055,1.0775393,0.94317085,0.0,1.0991696,1.1142265,1.1595453,1.0944071,0.872216,1.0280647,0.98066986,0.8954077,0.9300246,1.0899073,0.9277947,0.8805641,1.0298731,1.0254618,1.0025172,0.9679532,1.0068811,1.1804931,0.91077745,0.90475833,1.0062863,1.1558912,1.0432833,1.0463351,1.0547915,1.1684841,1.1605761,1.0922617,0.99408156
purse,0.87159187,1.468589,1.0271181,0.79066753,1.1196362,1.4865444,1.0954995,0.88005143,0.790442,0.6360228,1.3997345,0.6085404,0.6268829,0.5974232,1.016228,1.3269563,1.0330753,0.627163,1.2745631,0.9311784,1.2825006,0.939594,1.0309641,0.63075405,0.9735829,1.4342568,1.045671,0.6235973,0.9639042,1.4076405,0.5343923,1.0487285,1.1016297,0.90730745,0.83098716,0.8281292,1.0122205,1.3266592,1.0944585,1.2139335,1.2240386,1.3523693,1.2483534,1.2480158,1.1831639,0.81476355,0.9008128,0.76018083,1.4366248,1.075278,0.7046195,1.2844995,0.62956643,1.2143279,0.80483985,0.9664896,0.85914004,0.73447716,0.7843418,1.1981171,1.3363068,0.6750895,1.201735,1.332926,1.105932,0.62388384,0.76610786,1.3534068,1.3481884,1.2249817,1.0734557,1.2606275,1.122583,1.3222976,1.0991696,0.0,1.1875378,0.8823686,1.2651039,0.91845024,0.8646097,1.152525,0.7231122,1.1483959,1.2858034,0.9812997,0.72081786,1.3594172,1.3846344,1.2243509,0.8286583,1.1928642,0.7461915,0.78983235,0.71587396,1.4117514,1.2445636,1.1968371,0.53748125,0.9735854,1.1220273,1.2754251,1.2582605,0.94206935
radio,1.1521435,0.7634031,1.0905011,1.0152103,1.0093656,0.7724218,1.1300491,0.84855384,1.1096643,1.2023977,0.6190223,1.283016,1.1008791,1.1813884,0.70503867,0.7326175,1.2164448,1.2452079,1.0322567,0.85363775,0.5586653,0.8587669,1.1117517,1.1098171,1.236855,0.75320166,1.0056635,1.2049783,1.2367806,0.8281966,1.1973361,0.809772,1.1661068,1.0006318,1.1656836,1.138315,0.81733125,0.8318894,0.95174974,0.9262414,0.77339494,0.7804529,1.1389909,0.799788,0.7643975,1.1115105,1.2546947,1.1952049,0.6158031,0.98424995,1.0966887,0.71651787,1.1124192,0.8950521,1.1284858,1.2259419,1.1595864,1.2120337,0.9425234,1.0997982,0.8221121,1.0706654,0.96983314,0.8672794,0.7897634,1.0816627,1.0627886,0.8260324,0.8789386,1.1030031,0.6614355,0.93371785,0.788259,0.9515023,1.1142265,1.1875378,0.0,0.9141549,0.85746455,1.276568,1.2493399,1.0563309,1.1104208,0.7347697,0.7796925,1.2742842,1.1890206,0.6975225,0.7684499,1.0397813,1.3214062,0.9536173,0.9031854,1.1839571,1.2939075,0.6478306,0.8013022,0.78030026,1.1632262,0.96456456,0.76796854,0.68099123,0.54024965,1.0426729
refrigerator,1.0626152,1.2960324,1.0587609,0.90592504,1.0406532,1.1778574,1.1021336,0.91939545,0.68950605,0.83899486,1.3544757,0.7925953,0.9623554,0.8687068,0.9311294,0.99334973,1.1698861,0.87866354,1.1651881,0.81871635,1.0042353,0.9840094,1.2509414,0.64511764,1.1019236,1.1367486,0.95363224,0.7676103,1.1041106,1.3165852,0.7842604,0.8761391,1.0943573,0.87175536,0.92715544,0.6636407,1.0756606,1.2411387,1.2832237,1.1682401,1.1368252,1.1794318,1.2091708,1.1327753,1.1870426,0.97123915,0.90707326,1.0101753,1.0884203,0.93875915,0.9684362,1.1314963,0.65284616,0.9637722,1.0132766,1.0484928,0.79487336,0.78932625,0.70810765,1.1904088,1.3027402,0.8493614,1.2446954,1.2685827,0.8003253,0.94263023,0.7806948,1.3372116,1.341728,1.2811841,1.0313702,1.2335539,0.9081702,1.213778,1.1595453,0.8823686,0.9141549,0.0,1.0868074,1.0521001,1.0082202,1.271647,0.7719137,1.1333659,1.1923602,1.0375293,0.73245716,1.3165054,1.1895182,1.1690701,0.98301667,1.1538087,0.7829942,0.7878343,0.8021762,1.2528166,1.2934847,1.1604768,0.81477684,0.99383456,0.9480469,1.0622276,1.1771078,0.70288265
rooster,1.1936288,0.7632769,1.1630946,1.3761996,0.90440005,0.5809362,0.90242285,0.9667192,1.1864903,1.3068945,0.8644584,1.3009616,1.2326505,1.3101366,1.0127538,0.7721164,0.9651871,1.1393588,0.99436706,0.8294295,0.7480589,1.2279001,1.0126519,1.2979027,1.0085965,0.7119515,0.8968609,1.3012004,1.0049711,0.82061815,1.2424833,0.9246135,0.9260513,1.0785,1.0821466,1.2056617,0.92423713,0.8210427,1.1630387,1.0807657,0.6565965,0.8612225,0.78400433,1.0587778,0.81675327,1.0460051,1.1377102,1.3156171,0.5404281,0.92893934,1.2792752,0.92266476,1.242718,0.72755826,1.0590334,0.9574711,1.0664042,1.3239608,0.9140303,0.919173,0.91399443,1.0337255,1.1190107,0.93782246,1.076543,1.2941605,1.0493053,0.8871418,0.8503281,0.98286337,1.0112939,1.00111,0.6698921,0.6868603,1.0944071,1.2651039,0.85746455,1.0868074,0.0,1.0444119,1.1404151,0.7864718,1.2628305,0.79875904,0.76877344,1.130677,1.3110464,0.7786139,0.73291504,0.97389513,1.0262033,0.9915221,0.9208992,1.1802131,1.1524404,0.63684773,0.8769439,0.90771276,1.0998033,0.89744157,0.8950274,0.7812501,0.8533895,1.1005683
sandwich,0.75751853,1.2798799,0.98710364,0.90181494,1.1055688,1.2261941,0.41080016,1.222801,1.0009326,0.8355036,1.3961158,0.96201706,1.0073876,0.8393743,1.2827525,1.3764553,0.5340126,0.88520676,1.0416719,1.236545,1.4765773,1.0457997,0.99159074,1.1490989,0.26155305,1.3883655,1.1344293,0.8912751,0.46014333,1.3838037,0.97521836,1.187443,0.6884871,1.0448351,1.1252668,0.90006363,1.1489812,1.3193865,1.050432,1.1329244,1.2554682,1.4234724,0.70751756,1.1936653,1.3831764,0.97380584,0.9890034,0.9670078,1.3534837,1.1985129,0.9928427,1.3634737,0.96641326,1.3246028,0.9774035,0.10913128,1.0480566,0.72306967,1.1725526,0.8167381,1.188374,1.10604,1.2556669,1.2615637,1.3104335,0.87943107,1.0420804,1.4362581,1.3930407,0.6043515,1.3915727,0.9768336,1.2648981,0.6644157,0.872216,0.91845024,1.276568,1.0521001,1.0444119,0.0,0.76337117,1.2690346,0.92750096,1.2996204,1.3210809,0.79148966,0.91833806,1.3599851,0.9891163,1.1473517,0.44166076,1.3860408,1.1733485,0.8484576,0.56740284,1.3525525,1.3123062,1.168965,1.0084246,1.0757959,1.0791599,1.3245139,1.3947673,1.1379602
sauce,0.84379756,1.1944044,0.7758444,0.95336616,1.0418949,1.0353544,1.0817096,1.216174,0.8744036,0.8379733,1.321903,0.9506651,1.0794519,0.9425527,1.1655408,1.1385694,0.5456301,0.8247605,0.9780125,0.97770005,1.2667632,1.1751883,0.9114825,1.0500088,0.7899998,1.1712997,0.9692808,0.87471163,0.7457012,1.2741771,0.85095614,1.0023881,0.7903997,1.0488509,1.2411911,0.97862345,1.246123,1.1747476,1.0512881,1.138138,1.1881061,1.2948045,1.1273537,1.1559728,1.2353295,0.89490354,0.7551962,0.88177645,1.1849695,1.0794021,1.071656,1.1881019,0.90694183,1.1170665,1.035657,0.8661235,0.9085413,0.7792617,1.0619336,1.1277097,1.1330036,1.1273892,1.2278893,1.1661601,1.2424878,0.9339488,0.88283396,1.2939389,1.2593489,1.1061401,1.4770815,1.1604083,1.1673453,0.9050605,1.0280647,0.8646097,1.2493399,1.0082202,1.1404151,0.76337117,0.0,1.2119426,0.9210917,1.2776065,1.2291226,0.43737495,0.81507033,1.336803,1.193825,1.1130259,0.30761182,1.18178,1.1013885,0.8764032,0.6267848,1.2547638,1.2512528,1.2374415,1.024003,1.1192993,0.97567934,1.1626749,1.2597202,1.077291
scissors,0.98251843,0.91055197,1.1376597,1.2010742,0.8312134,0.9157644,0.9904554,1.0005789,1.2721405,1.230221,0.8211854,1.0828737,0.9307962,1.2347349,0.9471856,1.0577426,1.1668394,1.0061396,1.0760745,1.0117335,0.9261159,1.1341361,0.80831873,1.1130756,1.1391789,0.9468117,0.87306917,1.2111431,1.0746322,0.73498744,1.1615264,0.9803299,1.0044702,1.0272253,0.7517364,1.2468666,0.76891017,0.91828763,0.81106067,0.95773923,0.6980226,0.73352295,0.68727,0.98214436,0.53393763,0.9938613,1.1332793,0.88700056,0.8771572,1.0018141,1.1819923,0.9766759,1.1513706,0.94555426,0.90368813,1.2216623,1.0772452,1.1899791,1.0391568,0.82275695,0.92213106,0.93156207,0.94303846,0.9511577,1.0399023,1.2418281,1.0611886,0.66118836,0.5893507,0.88914543,0.86771613,0.89063066,0.72774184,1.0911841,0.98066986,1.152525,1.0563309,1.271647,0.7864718,1.2690346,1.2119426,0.0,1.2156096,0.8034605,0.7163886,1.2247632,1.2277758,0.7402394,0.9728948,0.90618247,1.2935609,0.6187999,1.0167867,1.1877964,1.3441174,0.67509645,0.6612165,0.7378723,1.0152023,0.662989,1.0291421,0.91855735,0.900928,1.0626229
shirt,0.8797005,1.284383,0.98137087,0.6486005,1.0985321,1.2261292,1.0747445,1.1384016,0.8663785,0.72682655,1.2541711,0.78726894,0.61122614,0.7098495,1.2180564,1.2089478,1.1114832,0.8342692,1.1853206,1.124351,1.2695922,0.9277828,1.0788287,0.75665736,1.0343922,1.2238964,1.1303897,0.7118939,0.9899,1.3396356,0.75484693,1.0959135,1.1151696,0.8891239,0.85725796,0.75394654,1.2292099,1.2756981,1.1058519,1.0880628,1.2454648,1.2981563,1.1688331,1.0380327,1.1658596,0.91667306,0.9717241,0.7675228,1.2441827,1.0399222,0.5528359,1.2397976,0.78524286,1.1226013,0.8758446,1.0208147,0.9728885,0.7522256,0.9737188,1.1726525,1.2279342,1.0060542,0.9496475,1.2428663,1.0390912,0.48473114,1.0277438,1.3204697,1.3299359,1.1456401,1.1513453,1.1730279,1.1925154,1.2829901,0.8954077,0.7231122,1.1104208,0.7719137,1.2628305,0.92750096,0.9210917,1.2156096,0.0,1.1858925,1.2309523,1.0163912,0.69817734,1.3463292,1.2525992,1.1955326,0.91472936,1.2444289,0.9825346,0.72563136,0.6680552,1.3071184,1.2414209,1.1056126,0.9075662,1.0659761,1.179372,1.1972731,1.2177215,0.85460174
shoe,1.1059339,0.73483855,1.0911579,1.2445494,0.7344103,0.7943102,1.0844907,0.8118242,1.1453295,1.2294145,0.68459135,1.3429008,1.0486647,1.171219,0.789904,0.76887596,1.2781698,1.2797563,1.0317918,0.93868244,0.6842559,0.973492,1.0820434,1.1078007,1.2516818,0.70519185,1.1845316,1.2442393,1.220548,0.79410326,1.2477006,0.89398146,1.2577587,0.899252,0.9594548,1.2935183,0.8661033,0.7571846,0.91772354,1.0096856,0.921185,0.7356256,0.9903824,0.6147612,0.61020267,1.1179883,1.1834177,1.1636918,0.5614764,0.87223333,1.1075226,0.77927667,1.2458014,0.88578606,1.17475,1.2164443,1.0702649,1.2398525,0.9388667,0.99967587,0.6729342,0.8688954,0.8233268,0.8342326,0.8580559,1.1473031,1.1087962,0.7174599,0.8774187,1.0738286,0.61444956,1.0155638,0.9403317,0.9838341,0.9300246,1.1483959,0.7347697,1.1333659,0.79875904,1.2996204,1.2776065,0.8034605,1.1858925,0.0,0.8222625,1.2746315,1.3168042,0.50832945,0.76017594,0.8988857,1.3845214,0.7071065,0.87236637,1.2562046,1.3004807,0.47934514,0.64972126,0.8510492,0.95105577,0.908269,0.9849113,0.769819,0.54095745,1.2129751
shovel,1.0657967,0.7837653,1.224377,1.1556658,1.0700603,0.77215046,1.2059531,0.8669605,1.1599723,1.2940152,0.5758265,1.2948875,1.2458953,1.2826464,0.88049674,0.72878504,1.2861512,1.317251,1.0736877,0.9826138,0.59685695,1.0620526,1.0349591,1.1526214,1.1768036,0.67299676,1.0728654,1.3158512,1.1784534,0.39029932,1.2376884,1.0229973,1.1937706,1.1140862,1.0960462,1.2343206,0.9205843,0.8417711,0.91220933,0.8443384,0.55623394,0.5854213,1.022531,0.7954566,0.724915,1.1174539,1.2637558,1.2048587,0.68898845,0.85277796,1.0724068,0.68877745,1.1885475,0.7760134,0.95980513,1.2871656,1.1560622,1.2690054,0.999461,0.9863862,0.7630936,1.2205243,0.6849441,0.6891335,0.8495934,1.2601515,1.1659997,0.48900205,0.40775263,1.1097238,0.76955366,0.9007687,0.75298476,1.0391619,1.0899073,1.2858034,0.7796925,1.1923602,0.76877344,1.3210809,1.2291226,0.7163886,1.2309523,0.8222625,0.0,1.3066765,1.2334358,0.5178747,0.79494166,0.8224939,1.3861963,0.79843664,0.9672273,1.266633,1.4344954,0.64984924,0.633132,0.658219,1.2589755,1.0761441,0.9119474,0.4993887,0.67465043,1.018897
sink,0.9068995,1.1728308,0.54999125,0.94400007,0.95397335,1.1550567,1.0151374,1.2200695,0.8851705,0.94411355,1.3141122,0.87015194,1.1424392,0.97156113,1.077365,1.2673112,0.18924141,0.79637337,0.76638925,1.0354187,1.3259184,1.0264952,0.8799582,0.92884177,0.8527301,1.1289884,0.885813,0.9768855,0.7603444,1.3001263,0.9134335,0.9287349,0.478464,1.0329522,1.2372274,0.9597577,1.1619468,1.1906985,1.0237443,1.1182846,1.2462734,1.1421742,1.0711439,1.1686066,1.3652687,0.95553917,0.6175368,0.8686491,1.203084,1.0748944,1.0421093,1.1416504,1.0128428,1.1535007,1.1131105,0.8581221,0.92408246,0.83828294,1.2215805,1.0095896,1.1810209,1.0365912,1.1207068,1.1607612,1.2484992,0.93991417,0.87112916,1.2165183,1.2275709,0.94152987,1.3806283,0.9808432,1.2387366,0.69165635,0.9277947,0.9812997,1.2742842,1.0375293,1.130677,0.79148966,0.43737495,1.2247632,1.0163912,1.2746315,1.3066765,0.0,0.86258304,1.2886605,1.231568,1.1598895,0.30819833,1.0106705,1.2460716,0.93053126,0.5061981,1.2059305,1.2912476,1.3140298,0.9847394,1.203897,0.8726485,1.3156528,1.3526927,1.0032027
