,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
dog,0.8743427,1.1182686,0.95738167,1.0721927,1.0341338,1.0968263,1.1967663,1.1588037,1.0553405,0.84028554,1.0357121,0.95220566,1.0336541,0.90740305,0.85502285,1.055157,0.98587984,1.0275646,1.1701843,1.0610616,0.98201936,0.9033315,1.1459665,0.9655201,0.94024265,1.0160127,1.070532,0.393425,0.82371414,1.05065,1.0754653,1.136023,0.9810583,0.90070903,1.139176,1.1163247,0.79655105,1.1324008,0.0,0.6634952,0.92333394,1.0977396,0.99378157,1.0847013,0.992031,1.0877658,1.0889804,1.0876985,1.0309381,0.8909341,0.9806509,1.019351,0.8904343,1.0608531,1.0673958,0.8191315,1.14041,0.947601,1.0274131,0.9665299,0.96151054,0.8810103,1.0132228,1.1265985,1.0866809,0.95379764,1.0228361,1.1401052,1.037233,0.9604116,1.1444135,1.0142777,1.0022783,1.1959583,0.9108773,1.0813967,0.96165746,0.9830121,1.0826294,1.0672332,0.9032066,0.7848957,0.72887826,1.0195165,0.831549,1.1577637,1.0698045,0.76717675,0.9226608,1.0252515,0.98131067,0.91919637,0.9787774,1.1161902,1.0370913,0.6562726,0.8451654,1.0391593,1.0803485,1.1902926,0.85706234,0.98691773,0.9114173,1.1691262,1.0473635,1.0113056,0.7594351,1.0017086,1.1197917,1.1338903,1.0425024,1.1444236,1.1405345,0.8755793,1.1304153,1.1495128,0.8533278,0.86637235,1.0794778,0.92544055
doll,0.9920887,0.87065554,0.94440645,1.1477484,0.9298854,0.97903264,0.9847247,1.0452758,1.2741705,0.94247067,1.0385276,1.1453092,0.94817126,1.0011891,0.9023615,1.129395,0.72315574,0.9639517,0.96115184,0.9920834,0.9147002,1.1127403,0.8816975,0.99537975,0.9443937,0.86257637,0.9075364,0.983563,0.906254,0.99691504,1.1842321,1.1648446,0.9333872,1.0723819,1.0829539,0.97794205,1.1790781,1.0288188,0.6634952,0.0,1.1391187,1.0514786,0.99015766,1.0026468,1.1116601,1.0530372,1.0064859,0.92425555,1.1149639,0.76897204,1.0846667,1.1090417,0.4942466,0.986045,0.97966844,0.8652079,0.83946586,0.8893489,0.92028284,0.8090146,1.1549962,1.1238043,1.1461263,1.2024485,1.1540331,1.0386336,1.0588132,1.0793208,0.9131529,0.9379797,1.0388111,1.1364174,0.94770503,1.0780157,1.1408595,1.1576844,0.9671431,1.0858667,1.043897,0.97605926,0.82300127,0.7088406,1.0244112,0.9535083,0.8080754,1.0435945,0.85553694,0.85716087,0.9654349,0.98272574,1.1862347,0.6707432,1.0206715,1.0266209,1.1115232,0.72146,1.0112555,1.1818591,1.2913326,0.9733558,0.8625575,1.1665652,1.0116241,1.1711994,0.9897712,0.9185982,0.9418277,1.1416827,1.1236359,0.9252816,0.9592961,0.9887293,0.95071185,0.98731923,0.71463704,1.081186,1.1090786,0.96759707,1.0445507,1.248279
door,0.9444146,1.3228074,1.1577832,1.0577085,1.0255497,1.0941936,1.1405721,1.0754642,0.7034322,0.8637436,1.2379463,0.92657685,1.0564215,1.125185,0.91656876,0.86721194,1.1253793,1.1313585,1.2080748,1.0442832,1.2501911,0.8850236,1.2216725,1.1200942,0.95518374,1.0331795,1.3034366,1.0269412,0.8316297,0.9683162,0.73319227,1.030379,1.0559347,0.83426166,1.0151356,1.3140602,0.5670765,1.1896343,0.92333394,1.1391187,0.0,1.0084935,0.87401503,1.0356419,1.0346342,1.1725075,0.8587181,1.2875797,1.1154176,1.0736222,1.1447376,1.1061819,1.15914,1.0286785,1.2534267,1.3128473,1.353974,0.8625924,1.1644741,1.2783252,0.86301494,0.7717035,0.868503,1.017511,0.7827157,0.81448156,0.8851454,1.168525,1.1568193,0.8678198,1.2380618,1.06801,1.215661,1.0821398,0.5978649,1.0333896,0.93037176,0.9169383,0.8664709,1.2394631,1.1731526,1.0606,0.951914,0.9512511,1.001863,1.160088,1.2561388,1.0450802,0.9197088,1.0234405,0.3906337,1.1512824,1.1005566,0.9195211,0.91992635,1.1142781,1.1231241,0.47448367,0.9165585,1.0594449,1.2504182,0.80233485,1.1977029,0.97164,0.9332574,1.1072454,0.82602316,0.81310296,0.9664742,1.3157003,1.2167823,1.0997071,1.2095555,1.1480578,1.3914583,1.0566615,0.7205491,0.6557299,1.167261,0.63646126
drawer,1.0073738,1.0910997,1.0512229,1.0985448,1.0174208,0.9945731,1.1413562,1.028333,0.92720854,1.1913174,0.73930216,0.8532075,1.248054,0.9407845,1.1217793,0.9364314,0.829429,0.99450815,1.023591,0.43044698,1.0973403,0.77106273,0.9421183,0.9776575,0.7253575,1.1287886,0.9286346,1.0743828,0.8137943,0.93612754,1.0652102,0.7948929,1.0688953,1.0659707,0.89057946,0.84914386,0.9143137,0.994065,1.0977396,1.0514786,1.0084935,0.0,1.1538423,0.99949723,1.0892339,0.98374987,1.2356699,0.821116,1.1063966,1.2107661,0.96860474,0.8844368,1.0158825,0.93640536,0.9460026,1.0298505,0.8199131,1.2553271,0.9364844,1.0524795,0.9630257,1.0974509,1.1665235,1.0493418,0.95909166,0.8823665,1.0323797,1.0312481,1.1863523,1.1432161,0.9429274,0.9019512,0.87220216,1.0823935,0.75797325,1.1972975,1.1439953,1.1197538,0.9340211,0.7916861,0.8242584,1.018671,0.862278,1.2119963,1.1447197,0.97384524,1.0004691,0.9758689,1.0124129,1.0946953,0.93143946,0.893372,1.0185175,0.9244523,1.2384005,0.87336946,0.9243209,1.0750022,0.7256474,1.1299701,0.8309007,1.1908519,0.8314637,1.0274673,0.9042896,0.9487991,1.0283306,1.2575159,1.193082,0.9070098,0.9203449,0.9228766,0.87025076,0.93741596,0.98416436,1.0772834,1.0468427,0.87716126,0.9564652,0.8890047
dress,0.9939071,1.3143029,1.2228613,0.71913797,1.2063414,1.2356892,0.9569762,0.8404306,0.88249856,0.6655516,1.1074677,0.73441184,0.45169878,1.3449123,0.66032225,0.6289613,1.1272383,1.3535326,0.98864627,1.1237435,1.1902403,1.180665,1.043251,1.3538373,1.3214102,0.8939878,1.2893084,0.957463,0.85847014,1.3315578,0.93120027,1.082254,0.91578627,0.6691077,0.9075947,1.4475253,0.74909437,1.3691334,0.99378157,0.99015766,0.87401503,1.1538423,0.0,1.0467019,0.82676697,1.1303115,0.701321,1.1803834,1.3021553,1.2497399,0.94455355,1.2189538,1.1402837,0.97412616,1.2513514,1.1016647,1.2509863,0.47111404,0.89889884,1.3480253,1.068391,0.88325775,0.6489028,0.9494241,1.1571267,1.3058184,0.9020732,1.0347341,0.66053164,0.8526991,1.2739981,1.0142748,1.1458272,0.896158,1.0633252,0.8701836,0.50775564,0.691084,0.809788,1.4148428,1.2315367,1.0605057,0.96652645,0.7404703,1.1983541,1.2813425,1.4006623,0.7966283,1.2851028,1.2226768,0.86042446,1.1690469,0.872635,0.88678277,0.48382175,1.171004,0.9007627,0.99224573,1.302176,0.89749235,1.4047298,0.84786904,1.1467009,1.0517225,1.058311,1.370076,0.9914056,0.6662487,0.6582677,1.4512349,1.2133349,0.89855784,0.8888198,1.2585597,1.3425872,0.8076124,0.7303658,1.1199085,1.3088114,0.8634372
egg,1.1542892,0.7786582,0.6248166,1.1692001,0.70183253,0.6791519,0.43985498,1.050898,1.1127269,1.1118714,1.1308627,1.0825632,1.1689588,1.0538741,1.0957531,1.1720445,0.984213,1.0806222,0.8314111,1.0359261,0.99396855,1.1962996,0.82684636,1.0339652,1.0309807,1.0569396,0.9119433,1.1566703,1.1439338,0.9275669,1.1160587,1.0265405,0.6427816,1.1374708,0.79174703,1.0482178,1.2083819,0.78041685,1.0847013,1.0026468,1.0356419,0.99949723,1.0467019,0.0,1.1860238,0.9165728,1.0063541,1.0837114,1.0856025,1.1406096,1.0539029,1.0728189,0.8692471,0.96312183,1.1835309,1.1087846,0.7926824,1.0408056,1.0818694,1.0189706,1.0219494,1.2062387,1.0549603,1.1210033,1.1772684,1.0459492,1.0166062,0.6223361,0.85124385,1.09058,0.87829936,1.0569713,1.1659042,0.47217005,1.1198981,1.1216164,1.132593,1.1188494,0.96108,1.1894915,1.1015136,0.936296,1.1993723,1.1628957,1.1964033,0.5871836,0.7546842,1.1717553,1.0245129,1.0598656,1.1864691,0.9102887,1.1314437,0.9818689,1.1562873,1.0421717,1.2018893,1.0847677,0.9736087,1.0584335,1.1150374,1.0771024,1.1255436,0.64784545,0.92658097,1.0039966,1.1395098,1.1134839,0.98405266,0.70012915,1.1079197,0.9279929,0.9628239,0.9589186,0.6529299,0.97493994,1.1135013,1.1065574,1.1753157,1.1352876
elephant,0.6789574,1.1928129,1.1340257,0.89638835,1.1936495,1.1796789,1.1066587,1.1171412,0.94687927,0.93428653,0.9041907,0.8547804,0.8541063,1.0516812,0.8501429,0.7293339,1.2827668,1.1590264,1.190519,1.0870206,1.0270127,0.8939108,1.1623355,1.0686965,1.0783603,1.0598031,0.99941444,0.65212667,0.9459211,1.1934186,0.9995379,1.0785744,1.1403576,0.86731356,1.1551137,1.1106657,0.9188378,1.2751166,0.992031,1.1116601,1.0346342,1.0892339,0.82676697,1.1860238,0.0,1.0582157,1.0561835,0.9487405,1.0862592,1.1548947,0.9543324,1.0268917,1.0642947,1.1114383,1.0292926,1.0474442,1.2609663,1.0841192,1.0186074,1.0769653,0.89824104,0.67678386,0.71932006,1.2147293,1.0344617,1.0364094,0.9908127,1.1742753,1.0421991,0.9740191,1.052953,0.7293911,0.85462916,1.1492516,1.0245572,0.8016877,0.7693116,0.61924696,1.1519508,1.0576667,1.1410425,1.1109142,0.5849532,0.91525793,1.1047026,1.1733601,1.1768043,0.809505,1.1516339,1.1197999,0.9495011,0.97427005,0.87398463,1.278474,0.7422304,0.9775141,0.85402066,0.9635601,0.98446983,1.0379485,0.9804227,0.80606294,0.8353128,1.0580683,1.1332759,1.123871,1.0434152,0.83014226,0.9664429,1.1969335,0.9397031,1.103391,1.1569761,0.9104998,1.2260005,1.0780895,0.9535052,1.0817674,1.060879,0.8944847
eye,1.1527268,0.7183501,0.9575313,1.0617843,0.93863904,0.8293171,0.9713367,1.2095577,1.2311578,1.217144,0.944221,1.2576855,1.1027513,0.9352731,1.2724203,1.2009609,1.1974849,0.9277808,1.1048133,1.114143,0.53168446,1.0139369,1.0803787,0.90778613,0.98804516,1.1435874,0.8767543,1.1006438,1.2989237,0.9821666,1.1833229,0.987966,0.951018,1.1816813,1.063203,0.8383702,1.2325205,0.9129871,1.0877658,1.0530372,1.1725075,0.98374987,1.1303115,0.9165728,1.0582157,0.0,0.9733759,0.47134554,0.9343909,1.0460569,0.56374127,1.0193455,1.0032413,1.0542184,0.54420197,0.94766116,0.9874559,0.94615006,0.72433984,0.81645894,1.0690483,1.0147789,1.1327589,1.1949074,1.1557813,1.0139723,0.8742673,1.0106868,1.1966823,1.2754945,0.6744602,1.1619196,0.5477236,0.8525375,1.1415707,1.2193635,1.1606411,1.1159123,1.2807394,0.81947315,0.9143847,0.9474469,1.1993755,1.1709509,1.0603992,1.005926,0.75808597,1.2287632,0.99683875,0.9537526,1.2944082,1.0292017,1.1816852,1.2110662,1.0972238,0.9562017,0.90781707,1.0255415,0.89938337,1.0685967,0.78634703,1.1188141,0.6666381,1.0105484,1.1654603,0.7810394,1.2555506,1.0786213,1.19276,0.81469,0.45360947,1.067925,1.0301378,1.0661095,0.9084909,1.1750572,1.0990548,1.1354529,0.70894635,1.1658403
face,1.1092045,1.1641308,1.1897333,0.8453254,1.0462791,1.0848625,0.95282847,0.97317564,0.85808945,0.8753034,1.3295752,0.9831173,0.74816275,1.2056518,0.9804216,0.8690243,1.1041652,1.2507726,1.0650928,1.2216065,1.009111,1.1626185,1.182082,1.1833781,1.282785,0.8512468,1.1915166,1.0780513,1.0616326,1.079934,0.8668721,1.1197176,0.88224214,0.79684186,0.91941744,1.3572935,0.8904384,1.2580688,1.0889804,1.0064859,0.8587181,1.2356699,0.701321,1.0063541,1.0561835,0.9733759,0.0,1.1223888,1.1501703,1.1007853,0.9817619,1.2213383,0.9933281,1.0655901,1.0705738,1.2756666,1.2635365,0.31583428,0.9033631,1.1944659,1.0430017,1.0590465,0.8627528,0.95790684,1.013146,1.1506062,0.8637061,1.0254792,0.9710091,0.8153738,1.1859971,1.3176938,1.1392255,0.8714932,1.0515574,1.0284415,0.8194141,0.9402613,0.9092987,1.29445,1.2067335,0.93578875,1.2292677,0.87651086,1.1164168,1.1719954,1.1234605,1.1296151,1.1061801,1.1432,0.8732283,0.9482272,0.92972803,0.96033156,0.6110151,1.2406695,1.2153381,0.83761525,1.2358596,0.7985041,1.3588287,0.8447603,1.2417078,0.9457334,1.1002494,1.2132796,0.99127555,0.5666656,0.88398093,1.2410499,1.0800592,1.0269091,1.1047537,1.3691759,1.2287762,0.91952974,0.864892,1.1092379,1.217674,1.0623178
finger,1.0939693,0.6972375,1.0152384,0.8474829,1.0767289,0.90490705,1.0861658,1.3305272,1.2844338,1.4057907,0.52098006,1.2480415,1.1308293,0.9470072,1.3269081,1.1473718,1.060748,0.8944543,1.2133542,0.9365629,0.45768005,0.88514626,1.0188036,0.9501678,0.9026494,1.1930705,0.66644686,0.9815879,1.1127739,1.0495411,1.3987328,0.96028364,1.0191102,1.2773387,0.98017186,0.6669589,1.4251902,0.8675991,1.0876985,0.92425555,1.2875797,0.821116,1.1803834,1.0837114,0.9487405,0.47134554,1.1223888,0.0,1.0157776,1.0257567,0.4238062,0.93266714,1.0725548,0.9667753,0.4087832,0.6777086,0.79215324,1.1448544,0.3003217,0.80949175,1.0608759,0.993469,1.2236532,1.1441025,1.1869056,1.0039401,0.73767173,0.99143475,1.0162418,1.2887814,0.55843335,0.9309565,0.30694366,1.0420904,1.1536094,1.2334443,1.0937924,1.0227824,1.221889,0.6047112,0.7560109,1.0447228,0.9143133,1.2801706,1.0074418,1.0388482,0.8322576,1.208833,1.0377102,0.99044514,1.3561242,0.9936327,1.075331,1.235532,1.1915923,0.96277535,0.5317225,1.2527976,0.8480526,1.1909552,0.683252,1.3372686,0.42443717,1.067068,1.145601,0.76795554,1.2975492,1.2897587,1.425472,0.86933804,0.1312303,0.94033086,0.7355531,0.7809469,0.9487997,1.3251958,1.2396294,1.1089171,0.6807413,1.1571064
fish,1.0983847,0.6159563,0.93109095,1.2062618,1.0056443,0.9710965,1.1150646,1.2285544,1.1044178,1.2534722,0.87992084,1.3337641,1.3277376,0.3565203,1.3084902,1.244453,1.0163231,0.4441077,1.0975864,1.0611837,0.9184966,0.9305765,1.2282737,0.28234643,0.8027719,1.1218385,0.82541364,1.007725,1.3597021,0.6607297,1.1697035,1.0302293,1.1498361,1.301932,1.2471534,0.44904882,1.2405949,0.48162425,1.0309381,1.1149639,1.1154176,1.1063966,1.3021553,1.0856025,1.0862592,0.9343909,1.1501703,1.0157776,0.0,0.5349434,1.1444813,0.779185,0.99224293,1.1941019,0.6997331,0.9350643,1.0498701,1.1478368,1.2890741,0.6051787,1.0351952,1.0339817,1.309074,1.1042457,0.8540914,0.6876061,1.1517339,1.0979282,1.434355,1.2409,0.67030907,1.0433826,0.9302089,1.0723189,1.0372282,0.95065457,1.3930689,1.3910981,1.2631423,0.59753364,0.8177062,1.089046,1.0689024,1.1704534,0.60603213,0.85423315,0.7595198,1.3650142,0.6845753,0.46351182,1.2005883,1.0179139,1.1404669,1.2377205,1.2782764,1.0341268,1.0150753,0.993195,0.77878857,1.1290605,0.6224496,0.9502528,1.0431689,1.1906452,1.1538466,0.4221443,1.2188736,1.1572886,1.2228609,0.693964,0.8257253,1.2672818,1.3663378,0.79221463,0.83060324,1.1976373,0.9862112,1.0105791,0.3264221,1.0293111
flower,1.1109183,0.61873937,0.80629206,1.391835,0.86487675,0.8432313,1.1553416,1.1777575,1.2995975,1.312664,0.99322236,1.4905293,1.384486,0.47412062,1.3254523,1.2714292,0.8779037,0.32093263,1.0211899,1.116395,0.86448085,0.9002685,1.0397584,0.517954,0.5836447,1.0099157,0.89749396,1.1142322,1.2454572,0.42744434,1.2346158,1.0697937,1.2583435,1.4595022,1.4114747,0.5299705,1.3364873,0.4818145,0.8909341,0.76897204,1.0736222,1.2107661,1.2497399,1.1406096,1.1548947,1.0460569,1.1007853,1.0257567,0.5349434,0.0,1.3330325,0.7740699,0.89286834,1.1069777,0.83983815,0.8718126,0.92639446,1.1246436,1.3185072,0.419334,1.1508522,0.9835788,1.4284117,1.2941206,0.7552277,0.46451283,1.1968346,1.1704147,1.3868532,1.1511817,0.7816963,1.033898,0.7475499,1.189125,1.0555367,0.99539834,1.3677194,1.344445,1.3130146,0.5294242,0.6852751,0.98634946,1.0795692,1.1709884,0.09102011,0.8292475,0.6635206,1.095708,0.4034797,0.367755,1.1710196,0.9388049,1.1516348,1.2397441,1.406698,0.8073057,0.9509165,1.1291461,0.9117634,1.2824843,0.5620751,1.0859737,1.092596,1.2540529,1.1005003,0.40761286,1.0009623,1.2628856,1.3555955,0.6480123,0.9038199,1.258877,1.3123972,0.75118893,0.6746167,1.2485859,1.0678184,0.6975348,0.48635083,1.1457596
foot,1.056112,1.0383162,1.1646675,0.7294439,1.1711643,1.0724659,1.063337,1.1947098,1.1219913,1.0826507,0.7440885,0.8754471,0.90789646,1.183348,1.0548497,0.98515856,1.2174149,1.2018316,1.2016532,1.0340474,0.72306645,0.96858317,1.040672,1.1445038,1.215788,1.1231437,0.897552,0.87240696,0.8873599,1.3701644,1.0206428,0.9768168,0.7706403,0.80449873,0.85417926,1.0573714,1.0044351,1.1751,0.9806509,1.0846667,1.1447376,0.96860474,0.94455355,1.0539029,0.9543324,0.56374127,0.9817619,0.4238062,1.1444813,1.3330325,0.0,1.1782184,1.1478851,1.0004447,0.6453861,0.77726185,1.070571,0.931912,0.42634737,1.1061162,0.9450146,0.8442807,0.8441002,0.95301557,1.225074,1.3368356,0.73032725,0.9161416,0.8347572,1.0843403,0.77745277,1.0281911,0.6191976,1.005586,1.1030086,1.180529,0.8920455,0.8046615,1.066298,1.0414805,1.0817769,1.0126376,0.89622086,1.1857834,1.3198214,1.2286935,1.0466655,1.0751894,1.3134845,1.2370875,1.1106801,1.1245203,1.0375562,1.1224391,0.80404294,1.08079,0.75006384,1.0699447,1.0552362,0.986666,0.999915,1.2309048,0.5317211,1.0028368,1.1190389,1.120027,1.1597091,0.85810065,1.1292279,1.1368656,0.41609043,0.98757035,0.83163327,1.0364447,1.1819694,1.140017,1.0732114,1.2134023,1.0057602,1.0235518
fork,0.9525109,0.8648999,1.017066,1.1884152,1.0897537,1.0289416,1.079801,1.0951307,1.0615226,1.3060336,0.7733015,1.1622325,1.3121536,0.7396256,1.2416146,1.1581346,0.90285444,0.6760474,1.0575688,0.9682865,1.0057122,0.71577793,1.0258008,0.7884503,0.7085456,1.061676,0.7653398,0.9044946,1.2000654,0.7531386,1.2222881,0.49056494,1.2700077,1.3449901,1.1226517,0.615752,1.1798837,0.73766494,1.019351,1.1090417,1.1061819,0.8844368,1.2189538,1.0728189,1.0268917,1.0193455,1.2213383,0.93266714,0.779185,0.7740699,1.1782184,0.0,1.0565082,1.1691146,0.857492,0.8321856,0.8595847,1.2508776,1.1831582,0.83091307,0.9017005,1.0051885,1.2442386,0.9538066,0.8192556,0.5996043,1.1603868,1.052238,1.2002556,1.1315175,0.8774583,0.7573599,0.8356539,1.1321963,0.8629582,0.80996424,1.291585,1.2679856,1.1542456,0.5544071,0.6720327,1.1710699,0.85931957,1.2348628,0.6723281,0.8270875,0.9655259,1.1084298,0.74072975,0.7519593,1.1718771,1.0691069,0.96988946,1.1612086,1.330237,0.916659,0.7086526,1.0816861,0.654785,1.2949524,0.7187859,1.0796442,0.86700904,1.0206283,1.018462,0.8071382,1.0649483,1.3028917,1.2261758,0.8631759,0.9579784,1.0319837,0.9841916,0.67992526,0.9231316,1.174052,1.1135147,0.817692,0.7221708,0.86748767
frog,0.9123405,0.8552747,0.89476055,1.2464771,0.9250574,0.9720558,0.8517252,1.0407598,1.225829,0.99182683,1.0668314,1.1305691,1.0037172,0.87851,0.9694682,1.1601379,0.87001145,1.0544312,0.97750884,1.1021245,1.1683239,1.070513,1.0282762,0.82744,1.1829858,0.9000747,0.87073374,0.9791051,1.1451335,0.8979215,1.0881116,1.1505786,0.94498503,1.140687,1.0578662,0.9469161,1.1953783,1.0393457,0.8904343,0.4942466,1.15914,1.0158825,1.1402837,0.8692471,1.0642947,1.0032413,0.9933281,1.0725548,0.99224293,0.89286834,1.1478851,1.0565082,0.0,1.1000531,0.89840275,0.95511365,0.79548633,1.0032673,1.1082402,0.8148835,1.0216488,1.1396565,1.173868,1.1418935,1.1357398,1.0486649,1.1905882,1.066087,1.0845499,1.0146366,1.0377563,1.1575643,1.0816653,1.0283462,1.1708714,0.9913809,1.1225338,1.1959817,1.0851965,0.9784889,0.9155023,0.46846145,1.0933404,0.89354044,0.9636999,0.9777567,0.81197196,1.0338048,0.9321265,1.0918412,1.2346702,0.5910597,0.93583846,1.0331168,1.1689286,0.768246,1.1740265,1.1266664,1.083514,0.91849583,0.8920596,0.9985975,1.0994127,0.97190446,1.0211431,0.9138416,1.0277772,1.1273404,1.0289427,0.7921543,1.0964445,1.0218539,1.1115291,1.0312227,0.65831727,1.0227592,1.1250662,1.0459318,1.0616277,1.2416805
glass,1.070312,1.0621849,0.87748307,0.94461364,0.9994767,1.0255936,1.0402693,0.90844375,1.028304,0.9938683,0.9783319,1.0133172,0.9182434,1.1742058,0.9889859,1.00215,0.7735677,0.97087514,0.9150913,0.97959274,0.94646114,1.1972774,0.822126,1.1974591,1.0048702,1.0333174,1.1314273,1.1509732,0.93069726,1.0395799,0.91217554,0.98510927,0.93721,0.9909464,0.9004497,1.194666,0.9646443,0.94329107,1.0608531,0.986045,1.0286785,0.93640536,0.97412616,0.96312183,1.1114383,1.0542184,1.0655901,0.9667753,1.1941019,1.1069777,1.0004447,1.1691146,1.1000531,0.0,1.1237534,0.99449146,0.73140967,1.0313616,0.8050613,1.1570282,1.0478595,1.1297607,1.0268694,0.9299111,0.98678565,1.1805964,0.9403894,0.9143039,0.85143864,0.9823873,1.1803775,1.1445475,1.1150424,1.0222788,0.8754372,1.1236455,0.92831975,0.99836254,0.7939297,1.183142,1.0594598,1.0116805,1.0573394,0.98597574,1.0943841,1.1154852,1.0412476,0.9651739,1.0567769,1.1024692,0.8830879,1.0481129,0.99273795,0.7030659,1.015844,0.93071383,0.96407646,1.0220699,1.121392,0.96865296,1.1380436,1.188077,1.0966959,0.8665577,0.72997093,1.1560334,0.87376165,1.0693719,1.0166445,1.0394454,1.062859,0.80044687,0.654747,1.1488447,1.0425745,0.9173805,1.0789537,1.0670606,1.1963518,0.97964597
glasses,1.1140741,0.7209216,1.1145518,1.1297164,1.0931551,0.96468705,1.1409187,1.3018581,1.2802489,1.4000614,0.64408284,1.3241678,1.2260206,0.76295626,1.3765197,1.1821549,1.0854374,0.6972709,1.1844443,0.98233676,0.6237132,0.88239014,1.1460239,0.74850196,0.87460375,1.1037431,0.66520834,0.9153459,1.2478936,0.853019,1.3072288,1.0284679,1.1332572,1.3008094,1.168421,0.49656934,1.3423221,0.7310883,1.0673958,0.97966844,1.2534267,0.9460026,1.2513514,1.1835309,1.0292926,0.54420197,1.0705738,0.4087832,0.6997331,0.83983815,0.6453861,0.857492,0.89840275,1.1237534,0.0,0.7195866,0.95163804,1.0930977,0.8032467,0.5228642,1.0621527,0.90678155,1.2597332,1.159027,1.0697165,0.85561633,1.0767708,1.1913767,1.2664155,1.2153261,0.53490293,1.0213603,0.36971033,1.1004972,1.1707878,1.0639849,1.2796474,1.2217734,1.3658209,0.5165113,0.81164014,0.96954626,0.93650633,1.2339171,0.849023,0.97489977,0.8295339,1.2609115,0.8759876,0.7236488,1.3130105,0.8398846,1.0166762,1.3316174,1.2098866,0.88965136,0.7343663,1.1785977,0.78700465,1.1762595,0.5062169,1.2519369,0.61345273,1.1806808,1.1612903,0.622651,1.2239063,1.2199069,1.4040698,0.73962563,0.3791989,1.165203,1.0710644,0.86176133,0.88134754,1.3101201,1.1838771,1.071349,0.34291494,1.1156144
glove,1.0590944,0.7537166,0.8423386,1.083628,1.0350821,0.9554992,1.1197157,1.2147688,1.3856777,1.2769058,0.70267045,1.2506534,1.1367911,0.8757231,1.1975167,1.1109171,0.97137237,0.7296331,1.0496937,0.9952763,0.8565873,0.9091809,0.87691283,0.94494593,0.796637,1.0345104,0.77023375,0.79104286,0.99735963,0.95732164,1.2889023,0.9180386,1.0527662,1.2335149,1.1757653,0.70357543,1.2826316,0.72103494,0.8191315,0.8652079,1.3128473,1.0298505,1.1016647,1.1087846,1.0474442,0.94766116,1.2756666,0.6777086,0.9350643,0.8718126,0.77726185,0.8321856,0.95511365,0.99449146,0.7195866,0.0,0.724988,1.2235944,0.7300948,0.6876041,1.1084375,1.0187564,1.131568,1.0250835,1.1328275,1.0257256,0.9991238,0.93112576,0.79241025,1.0355741,0.6853467,0.84296495,0.65695333,1.1259001,1.1366253,1.0944983,1.1619267,1.1464275,1.2375014,0.71989894,0.7075974,0.89127684,0.8674002,1.2416806,0.8625684,0.93542665,0.9238306,0.9483337,0.892358,0.7871687,1.3277864,1.0128334,0.98485494,1.1515492,1.2267609,0.6531515,0.6103793,1.319358,0.90992224,1.261973,0.5629108,1.2763976,0.6121111,1.0021015,1.0190848,0.79745185,0.96377546,1.3166426,1.3201228,0.80371577,0.6863078,1.0197196,0.8744441,0.7181439,0.8393316,1.2267067,1.1590978,1.0231079,0.73664844,1.1137806
gum,1.279717,0.6493214,0.63571495,1.273798,0.86930865,0.833768,0.89611155,0.73872894,1.4180368,1.2424141,0.74523973,1.1731865,1.1904274,0.9555077,1.1707262,1.2809727,0.47841316,0.75741684,0.597956,0.70148665,0.87250704,1.1609135,0.45174587,0.95484996,0.8044902,1.0553958,0.6692329,1.3136731,1.0550773,0.8719633,1.2693007,0.7011295,1.0520434,1.3298881,0.776124,0.573668,1.4077852,0.56304675,1.14041,0.83946586,1.353974,0.8199131,1.2509863,0.7926824,1.2609663,0.9874559,1.2635365,0.79215324,1.0498701,0.92639446,1.070571,0.8595847,0.79548633,0.73140967,0.95163804,0.724988,0.0,1.2498468,0.8629786,0.7706405,1.2232474,1.4192035,1.3169184,0.9254195,1.1306456,1.0834281,1.1357496,0.8306458,0.8518114,1.2539641,0.7163473,1.0047853,0.9855079,1.0751209,1.0916654,1.1696439,1.2621777,1.2501453,0.9086408,0.7411469,0.78279376,0.90486467,1.1884025,1.1526461,1.0225717,0.7073808,0.7371093,1.0449955,1.0096782,0.9850719,1.3274641,0.8585139,1.1618621,0.71590877,1.4060473,0.8487927,0.92650473,1.3014312,1.1436069,1.1338383,0.8306047,1.3499196,0.9674332,0.84952843,0.86533946,0.87273633,1.1351697,1.3623271,1.0936528,0.53431654,0.8848361,0.6895427,0.53075665,0.7829317,0.40892553,0.78549814,1.2817235,1.1205833,0.99363166,1.2436562
