,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
glass,0.93586725,1.0282409,1.1467433,0.92456037,0.9242396,1.105018,0.93462145,0.9285723,1.059038,1.0778766,1.079551,1.0679623,0.9314317,1.0726066,1.1458311,0.85495484,0.8796149,1.0560555,1.0852324,0.9823292,1.0523343,0.85787326,0.99711025,0.80269176,1.1285844,1.0378835,1.0956899,0.8289449,1.1164228,0.9152863,1.028273,1.0813366,1.0793974,1.1669776,0.9371243,0.9184207,0.88953483,0.9384237,1.1313713,0.9877713,1.067287,1.1526666,0.8500303,0.8505982,1.2159113,0.84228253,0.824096,1.3502735,0.99639845,0.9003039,0.0,0.89704216,1.1190202,0.9968112,1.0052205,1.2035272,0.796337,1.1494557,1.1327846,1.0963006,0.78523916,0.79039776,1.1913306,0.9817359,1.1818889,0.87703085,0.91009724,0.9799715,0.9811894,0.9367913,1.0261964,1.0017947,1.0818852,1.0043352,1.1483767,0.88656974,0.83918166,0.8696619,1.1664058,0.9237741,0.943738,1.1154274,1.1661519,0.9263887,0.923975,0.9246145,1.06871,1.0364723,0.9121652,1.0520749,1.089042,0.9454502,1.1161581,0.94049597,1.0086465,1.0593103,1.2793324,1.0064274,0.90567833,0.91793525,1.1043488,1.0228597,0.97818965,1.1207726,1.1360003,0.92963445,0.95581436,1.0162158,1.1013428,0.9654064,0.9430374,0.9582041,0.8529497
glasses,1.0845875,0.6559462,1.1283102,1.0399315,0.8248026,1.1789296,1.0174811,1.1785178,1.1862801,0.79180133,1.1230735,0.967616,1.0488168,1.2544014,1.2591472,0.7611885,0.8612182,1.3378812,0.9055299,1.1062342,1.0868642,1.0261616,0.9797466,0.9342668,0.96595967,0.9866466,1.1345476,0.8746958,1.0275776,1.0395665,0.96587145,1.2116688,1.0655786,1.2381519,0.74767524,1.2325948,0.72843987,0.9897284,1.2385893,1.1090028,1.0255027,0.98909545,1.0544856,0.66895354,0.67854863,0.79093444,1.1728926,1.1259314,1.0707542,0.94781727,0.89704216,0.0,0.9959399,1.2093837,0.54059106,0.9314848,0.45823264,1.1008222,1.0588051,1.0822799,0.95893496,0.9429325,1.1697348,0.9244941,1.1414399,1.1062821,0.63230544,1.1508765,0.4977334,0.47555053,0.98012394,1.0441985,0.9848472,0.9447612,1.2483721,0.6037287,0.7374168,1.2282524,0.87430155,1.1417347,0.8070979,0.96637183,1.1053804,1.1503375,1.245497,1.0496824,0.87905455,0.88022596,0.9714282,0.84145266,1.1815022,0.92962694,1.2164009,0.5507504,1.0534772,0.9688462,1.0304446,0.87604535,0.9403211,1.1367604,1.0852332,1.260603,1.0569001,0.61609477,0.9863931,1.236095,0.7905663,1.1862783,1.1718521,1.0518603,1.1082184,0.48700297,1.0265716
glove,0.93818283,1.084101,0.83881915,0.6486622,1.081056,0.9573035,1.0836594,1.2624152,1.0013815,1.0023408,0.860944,0.85031354,1.1522542,0.97889864,0.9465546,1.3271966,1.0170821,0.905691,1.047421,1.1801981,0.71174777,1.2390976,1.190521,1.1299793,0.72035,0.81763726,0.9879041,1.469322,0.9076953,0.9540236,1.0321527,1.0750166,0.91837335,0.82589865,1.2455952,1.0687296,1.1780145,0.9052626,0.5609992,1.2433419,1.2182537,0.95227563,1.218213,0.8967698,0.6818247,1.2816839,0.97570276,0.6233835,1.0428667,0.7685318,1.1190202,0.9959399,0.0,0.828089,0.9192827,0.5772256,1.0491191,0.9087156,1.0514504,0.7463857,0.815756,1.4145007,0.788031,1.4045033,0.26229227,1.1055824,1.1389583,0.9246267,1.0649529,0.9297917,0.94840735,1.199162,0.7668762,1.2114784,0.91814715,1.2005565,1.1840674,1.0392182,0.78122807,1.0931511,1.2222652,1.0108595,1.0213752,1.191674,1.05771,1.0383469,0.7763438,0.8682195,0.9768273,0.94473696,0.9843511,1.1310211,0.93265915,1.0871887,0.9816586,1.1914624,0.4206822,1.0260066,1.0697514,1.1927415,0.9651518,0.9973286,1.0176708,0.74596465,0.86571366,0.9114335,1.3028476,0.8874187,0.9135491,1.1065787,1.3779273,1.1624377,1.1557386
gum,0.8181304,1.1321633,1.0710459,0.9117845,1.20681,0.72261477,0.9774915,1.177289,0.9309597,1.1090441,0.8502933,0.96554863,1.0908616,0.9541454,0.28541684,1.120966,0.9645741,0.46226764,0.87273335,1.1416143,0.9275706,1.1376157,1.1226845,1.1621265,0.568784,1.1513617,1.1775999,1.1468043,0.96407074,0.86684704,0.96194756,0.6830546,1.1277747,0.47259784,0.92214626,0.9414731,0.9297898,1.168657,0.88365483,1.1336663,1.0436393,1.2140771,1.0696985,1.0580188,1.0209464,1.1945727,0.95824265,0.9811213,0.8172889,0.84468305,0.9968112,1.2093837,0.828089,0.0,1.178093,0.76871586,1.2240844,1.1187767,1.1931093,0.6819619,1.0316558,1.2066827,1.0236028,1.0905689,0.94514585,1.0652515,1.1391815,1.0537783,1.2651937,1.1875539,0.74817693,1.0794418,1.0867894,1.2022531,0.5547011,1.025549,0.8719425,0.9479226,1.1868677,0.9048044,1.1509924,0.90189564,1.0979106,1.0304326,0.98055667,0.8363371,0.7929968,1.2259283,0.99378866,1.2982826,0.86243594,1.2000117,0.8651592,1.2787263,1.2122494,0.9970464,1.0470309,1.1341177,1.0504668,1.1345454,0.9542422,0.8563933,0.8161754,1.1396364,0.97133005,0.5514702,1.152711,0.54860485,0.809723,1.1232742,1.2415264,1.2073438,0.9775459
hair,1.1367466,1.0734309,0.72756827,0.84284174,1.1171659,1.0779519,1.2636206,0.9589229,0.8534333,1.0346725,0.86872077,0.7932811,1.208891,0.9058924,1.0940793,1.1908046,1.2252145,1.0511997,1.0875413,1.0647156,1.0919149,1.2463824,1.2562449,0.8992794,1.0354663,0.7470397,0.92046607,1.18939,0.76229167,0.8446816,1.0254638,1.2121269,0.66542494,1.0869025,1.276583,1.0396986,1.184938,0.7598992,0.96823543,0.91036683,1.2280178,0.82959485,1.2110908,0.48972142,0.90514636,1.1899412,1.1745214,0.98316216,1.0731256,1.0591017,1.0052205,0.54059106,0.9192827,1.178093,0.0,0.74573815,0.9016068,0.8415225,0.8732647,0.8863494,0.7180938,1.212449,0.918197,1.217723,0.87948257,0.92463976,1.1734881,1.1887634,0.96884984,0.91479874,0.97971255,0.9363677,0.6811064,1.0089077,0.9649961,1.1523893,1.1550739,1.2901745,0.6465672,0.93784255,1.1897535,1.1781465,1.1879694,0.83127534,1.3112588,1.2369257,0.87845314,0.5242249,1.1803576,0.6295339,0.9449398,1.1396832,1.0851254,1.0619982,0.9617195,1.2466614,0.8724802,1.0542171,1.0880156,1.126475,0.77432996,1.0213814,1.2764708,0.8866743,1.0859436,1.0418173,1.1826873,1.3612695,1.0974215,0.93879807,1.2336426,1.0484332,1.0305047
hand,1.1572406,1.1272645,0.46152383,0.8402652,1.2195108,0.95874965,1.2538524,1.0464604,0.7517313,1.190549,0.7486595,0.6285595,1.3043429,0.68651676,0.734938,1.4814162,1.26228,0.6748338,1.1620941,1.1710082,0.90333223,1.4170891,1.4645503,1.1162015,0.64286494,0.8283019,1.0122726,1.4105208,0.82723665,0.7986876,1.1453233,1.177484,0.7624427,0.76650894,1.4291134,1.1519314,1.3838763,0.9986009,0.7372979,1.070976,1.2555587,0.8114153,1.2711306,0.82872576,0.5919365,1.4007481,1.2488925,0.5669186,0.9390301,1.1721723,1.2035272,0.9314848,0.5772256,0.76871586,0.74573815,0.0,1.3162286,0.7594658,0.70366925,0.41665912,0.7953347,1.5125165,0.9151089,1.4408326,0.49223435,1.0384337,1.3974712,1.1698157,1.1601353,1.2191052,0.91983795,0.942839,0.61734694,1.1477929,0.5307641,1.236671,1.2591686,1.306869,0.6928507,0.6645126,1.2802395,1.109773,1.1573453,1.0030875,1.3039136,1.2853067,0.65204823,0.6433688,1.1698539,0.6996868,0.7116515,1.3252603,0.86917496,1.3565239,0.82794815,1.3410294,0.6156032,1.0699713,1.1451218,1.3482708,0.74143595,0.8232167,1.2890534,0.7457828,0.9122813,0.66553056,1.4378686,1.233835,0.6511961,0.91984516,1.47389,1.3233762,1.1086028
hat,1.0216913,0.56731725,1.4559388,1.0135255,0.5991864,1.1997513,0.80364656,1.2861413,1.4180409,0.7130532,1.2491717,1.2218329,0.88514245,1.4636157,1.3377681,0.34354067,0.5087887,1.4858599,0.80084866,1.1273654,0.9810453,0.77884996,0.5905504,0.9000811,1.098513,1.118867,1.1387955,0.52654576,1.2396653,1.2041235,0.8429154,1.155718,1.3234944,1.3641193,0.40987146,1.2080917,0.3166607,1.079585,1.2977662,1.2620298,0.90585566,1.219748,0.77364564,1.0097309,0.77704704,0.5377749,0.9083538,1.2088728,1.0842656,0.8722625,0.796337,0.45823264,1.0491191,1.2240844,0.9016068,1.3162286,0.0,1.2636477,1.2913914,1.3521726,1.1456037,0.6009895,1.2659577,0.71664,1.2365657,1.1457237,0.31290996,0.93714994,0.4048044,0.49095488,1.0662103,1.1988986,1.2013514,0.8275481,1.4629276,0.42003918,0.55162597,1.0395805,1.0373389,1.3970574,0.48138785,0.7489811,1.0634549,1.3120039,1.0593907,0.73599225,1.1180294,1.2860379,0.84410393,1.0423974,1.3064077,0.75850576,1.2460072,0.29297578,1.1912231,0.7859858,1.1085267,0.82483387,0.745542,0.99689746,1.3245721,1.3959739,0.7737315,0.6895962,0.9116828,1.3685164,0.4842831,0.9327005,1.2985622,1.1563554,0.9219521,0.32795584,1.0242316
jacket,1.0521642,1.3611133,0.5398667,0.8583424,1.2434164,1.0636104,1.2762805,0.9187464,0.4181217,1.267405,1.00517,0.8184187,1.2186028,0.4758749,0.8785596,1.2368066,1.1692333,0.8057267,1.2878375,1.165349,1.0017977,1.2459879,1.3234956,1.0499367,1.073376,0.9395629,0.9652985,1.124986,1.0604175,1.0019436,1.2417191,1.0537437,0.5051158,0.9588406,1.4093771,1.1280377,1.3554498,0.9877034,0.6200396,1.1119785,1.2730703,0.5487129,1.2112553,0.8000473,1.0984169,1.232306,0.8750949,0.9449302,1.1157697,1.0835007,1.1494557,1.1008222,0.9087156,1.1187767,0.8415225,0.7594658,1.2636477,0.0,0.882819,0.8012159,0.9028555,1.3831233,0.7852514,1.27553,0.76272464,0.9457418,1.296618,1.1368616,1.3014203,1.2411318,1.0467741,1.1584271,0.51300836,1.3321102,0.73354805,1.3257071,1.2740695,1.2038643,1.0248195,0.5707474,1.3006852,1.2777978,1.1321942,0.98389095,1.208863,1.1827615,1.0190976,0.5224374,1.228026,0.8572926,0.71676505,1.2393044,0.86232626,1.3915884,0.833909,1.2289724,0.809764,1.2643279,1.1951188,1.1122038,0.2836132,0.5221029,1.2212225,1.129088,1.1452432,0.80555207,1.2568411,1.1380038,0.8485066,0.9928046,1.3031483,1.3027529,1.1254168
jeans,1.2199395,1.224582,0.5617919,1.0356765,1.1262479,1.1555846,1.1822182,0.7601413,0.77853024,1.173104,0.90051323,0.7717599,1.1986284,0.64749116,0.98795307,1.2841105,1.2227912,0.817672,1.1655543,1.0871881,0.9811873,1.2350916,1.2807341,0.9755476,1.1457111,0.6232799,0.84010005,1.1241637,0.84465146,0.91603667,1.1886411,1.2575697,0.7619948,1.0665017,1.3480074,0.95596975,1.3025331,0.7995185,0.9202267,0.85920024,1.207822,0.72564745,1.1987587,0.9529146,1.2207471,1.224952,1.2074171,0.83016425,1.1007131,1.2178948,1.1327846,1.0588051,1.0514504,1.1931093,0.8732647,0.70366925,1.2913914,0.882819,0.0,0.6266483,0.87537956,1.1875689,1.0461202,1.1514839,0.8648993,0.92694306,1.3826374,1.1243452,1.1552548,1.1848208,1.2064285,0.5825555,0.73129696,0.7897269,0.7593085,1.2436892,1.2731714,1.2308605,0.6821561,0.73391116,1.2290962,1.1676757,1.0481979,0.74127305,1.2114612,1.2627282,0.78816974,0.57384723,1.03886,0.72013676,0.8098192,1.1595994,0.8765776,1.2195427,0.94945776,1.2685516,1.0499743,1.1541009,1.1594503,1.0642338,0.87455916,0.87777233,1.2569082,1.2945044,0.9547666,0.87706923,1.23999,1.353313,0.78702116,0.6104791,1.1560167,1.2685596,0.92946213
knife,1.1292572,1.3266252,0.56418717,0.81481326,1.3154157,0.9081088,1.3280671,0.97006506,0.65113264,1.2924395,0.8264712,0.7142769,1.1932483,0.62958014,0.6090871,1.3849933,1.2145982,0.58544695,1.2449961,0.99195737,0.9343528,1.2790565,1.3874985,1.0817302,0.80152845,0.81410867,1.0115288,1.3021377,0.8691201,0.7885499,1.1567957,1.0918598,0.73661715,0.7052469,1.3579152,1.0239116,1.3282387,0.9777133,0.72796845,1.0273287,1.3115308,0.8770881,1.1391647,0.91792446,1.0200638,1.3178126,1.0932546,0.80887294,0.769164,1.1576066,1.0963006,1.0822799,0.7463857,0.6819619,0.8863494,0.41665912,1.3521726,0.8012159,0.6266483,0.0,0.8377503,1.3252304,0.94665396,1.3546777,0.6750559,1.0132097,1.4203618,1.056373,1.2879462,1.2691296,1.0229453,0.9331582,0.6844086,1.1765239,0.51542515,1.2209095,1.1922598,1.2699789,0.8292066,0.603414,1.304084,1.2437832,1.2032964,0.8747651,1.2736845,1.263102,0.7702501,0.6846758,1.0629636,0.7612821,0.6146575,1.322732,0.8247621,1.4105414,0.9574209,1.3298484,0.8957351,1.1762822,1.2286181,1.1693668,0.7304535,0.7533629,1.1342554,1.1718261,1.1019832,0.61139286,1.3367043,1.2070725,0.8133069,0.953492,1.2958821,1.3583354,1.0196054
ladder,1.1591262,1.2743611,0.66148126,0.8847703,1.1265628,0.8982532,1.2943581,0.82990456,0.74676424,1.0431174,0.5569194,0.8978904,1.2691083,0.8071396,1.0403409,1.29603,1.0983138,0.8237284,1.0160042,1.0395548,0.92512614,1.294765,1.2823133,0.8456572,0.935517,0.7696031,0.8493114,1.2374059,0.7936741,0.59616864,1.2047471,1.1917005,0.6153072,0.9210566,1.2978477,0.73832786,1.2178963,0.89997315,0.8941353,0.83294207,1.2056116,0.9395864,1.2341452,0.8022008,1.1113523,1.1417409,1.0466235,1.0683862,1.0606483,1.0592222,0.78523916,0.95893496,0.815756,1.0316558,0.7180938,0.7953347,1.1456037,0.9028555,0.87537956,0.8377503,0.0,1.3449353,1.0421438,1.2634276,0.78871965,0.8841423,1.2865484,1.2856147,1.2393854,1.167818,0.93608505,0.8305218,0.7250352,1.1315391,0.8592247,1.2034706,1.1932063,1.1432165,0.70433134,0.88592243,1.231667,1.1518601,1.2734346,0.59235024,1.1999148,1.1452734,0.7496589,0.6461854,1.1895847,0.5958437,0.98990375,1.1489134,0.977853,1.2315218,0.95091546,1.2862571,0.88442624,1.1736765,1.2425822,1.1738098,0.8306124,0.81547195,1.1833264,1.1526756,1.0937775,0.8047972,1.3290738,1.2013621,0.9395403,1.0088552,1.2358532,1.2548352,0.9941417
lamp,0.90023565,0.61908317,1.4984546,1.1246095,0.75886095,1.1670376,0.6281126,1.0466346,1.475989,0.8278147,1.3659251,1.2525053,0.5732602,1.4662573,1.2762542,0.4419421,0.85649574,1.43288,0.9172603,0.69289607,1.2087584,0.44380957,0.49800456,0.81341124,1.3399317,1.2415366,1.0684496,0.5286346,1.179147,1.1705574,0.7699237,1.0078802,1.4657743,1.3515615,0.5070363,0.91676456,0.54254794,1.051301,1.4033961,0.85373336,0.8032792,1.3255551,0.62318003,1.1581542,1.0837339,0.57326114,0.8630682,1.2926499,0.9507065,0.94727296,0.79039776,0.9429325,1.4145007,1.2066827,1.212449,1.5125165,0.6009895,1.3831233,1.1875689,1.3252304,1.3449353,0.0,1.2391367,0.50517035,1.5489103,1.0717098,0.6007113,0.8245832,0.63060623,0.74060684,1.2705679,1.0138922,1.3964033,0.6595076,1.4360392,0.6147306,0.6316159,0.75837225,1.2431457,1.2738507,0.48011827,0.81249684,0.8648629,1.0491132,0.7302613,0.85697204,1.3639776,1.4246342,0.85389733,1.290439,1.2542001,0.67498106,1.2635671,0.59126353,1.1592004,0.7141752,1.44741,0.80732036,0.72042197,0.67016923,1.3808155,1.4393085,0.7900017,0.9815425,1.0769765,1.4196234,0.5001576,1.0099323,1.3794457,1.0830439,0.40031326,0.6283574,0.80949825
meat,1.0306711,1.2287636,0.840158,0.9434662,1.2235794,1.0258244,1.080201,1.0069939,0.85844743,1.2056878,1.0036194,0.98425984,1.0597637,0.84973276,0.9119172,1.2171537,1.1936619,0.90781283,1.2352622,0.9378829,0.9842742,1.1122632,1.1528358,1.045781,1.0928904,1.0350707,0.9484349,1.1554406,0.90765506,1.1297491,1.1616223,0.9188098,0.8614988,0.9078113,1.3503639,1.0042584,1.2960856,0.94975203,0.7463951,0.9093386,1.084672,0.8575524,1.0971698,0.91559184,0.9836977,1.2715971,0.952041,0.55140066,1.1882018,1.0807904,1.1913306,1.1697348,0.788031,1.0236028,0.918197,0.9151089,1.2659577,0.7852514,1.0461202,0.94665396,1.0421438,1.2391367,0.0,1.1854434,0.5386483,0.8606684,1.2145864,0.91010267,1.2699656,1.1759063,1.0067674,1.1384722,0.9688158,1.2523141,0.8761602,1.3226038,1.2379899,1.0179611,1.1019113,0.97022545,1.1959527,1.2408582,0.9582381,0.97959346,0.99918884,1.1168287,1.1045731,0.9326533,0.91101384,0.983695,0.87053895,1.1694396,0.98169106,1.2356768,0.7898822,1.1444321,0.4612112,1.0673426,1.0563653,0.97938985,0.82884717,0.87376153,1.118088,0.88862324,1.116243,1.0166427,1.2004588,1.0901102,1.0302926,0.98174953,1.1618654,1.2329289,1.1508462
melon,1.0114995,0.5172776,1.3499781,1.2696252,0.5965562,1.0101596,0.8059569,1.0693755,1.2743744,0.741482,1.2574344,1.2159746,0.78909874,1.2735085,1.1632172,0.4951501,0.8530278,1.2733867,0.7665782,0.8871863,1.1410825,0.7069222,0.55890965,1.0435293,1.2637366,1.2783096,1.1450936,0.589947,1.1844498,1.1901469,0.9107155,0.91685456,1.3342721,1.1693921,0.5021511,1.0701473,0.5504412,1.1684239,1.3452494,0.9202026,0.81079865,1.1827843,0.7971307,1.1523991,1.0778323,0.7354097,0.9446202,1.2400056,1.0593134,1.0483295,0.9817359,0.9244941,1.4045033,1.0905689,1.217723,1.4408326,0.71664,1.27553,1.1514839,1.3546777,1.2634276,0.50517035,1.1854434,0.0,1.4836801,1.1152953,0.5025888,0.9717263,0.7533081,0.83491105,1.1274614,1.0004174,1.3051674,0.697777,1.3064188,0.69676495,0.74192387,0.9633244,1.2310871,1.1688592,0.52182096,0.831444,0.8847204,1.052085,0.9471332,0.8656018,1.2629607,1.3144836,0.9832006,1.2764175,1.1184705,0.67896616,1.2378327,0.7040116,1.1911899,0.6476717,1.3236781,0.953069,0.86391866,0.88010734,1.2485785,1.2306769,0.85361165,0.9444312,1.067503,1.3174036,0.4164607,0.9107223,1.1879975,1.0251555,0.6122366,0.64493304,0.88868797
mitten,0.9864035,1.2794833,0.62469006,0.73925316,1.1264448,0.9879081,1.1677818,1.0893217,0.811382,1.2027501,0.84977746,0.8267535,1.1900121,0.7549155,0.88144135,1.4583127,1.1639396,0.7835808,1.2604585,1.2123553,0.7292112,1.3111353,1.3752742,1.1518575,0.8569031,0.7513835,1.0007122,1.4091108,0.93604136,0.9312893,1.2093825,1.0820594,0.77265346,0.86318004,1.492329,1.0862687,1.417836,0.8588723,0.42567515,1.1931697,1.2819539,0.8510269,1.2493169,0.92804766,0.8169222,1.4016829,0.9498773,0.38418853,1.101135,0.95469224,1.1818889,1.1414399,0.26229227,0.94514585,0.87948257,0.49223435,1.2365657,0.76272464,0.8648993,0.6750559,0.78871965,1.5489103,0.5386483,1.4836801,0.0,0.98604184,1.3179877,1.0143844,1.2883345,1.1994836,1.0083952,1.1452262,0.776955,1.2325437,0.71836793,1.4176211,1.3815157,1.0632826,0.8027519,0.95445275,1.3321424,1.1834695,1.0162174,1.0933927,1.072554,1.1475933,0.78883195,0.80108887,1.0653777,0.81379986,0.84512585,1.29026,0.80985403,1.3337083,0.81852627,1.2703167,0.21207923,1.0646793,1.0932939,1.2593939,0.86429036,0.7747606,1.196349,0.8859687,0.86323273,0.729215,1.4180309,1.0641936,0.80894995,0.90919703,1.4598196,1.322619,1.1844308
motorcycle,0.9672154,1.2819784,0.8981476,0.94257665,1.2204485,0.9635662,1.1081152,0.7689794,0.9157207,1.189586,0.9915484,1.0175569,1.0815096,0.8676553,0.9968307,1.0899011,1.1121163,0.859079,1.230747,1.0009717,1.1014307,1.0987715,1.168254,0.4085158,1.1386082,0.9497055,0.7633459,0.99654514,0.9436127,0.89469427,1.2154152,1.112766,0.8980961,1.0712205,1.2848421,0.8384081,1.2112856,0.90309596,0.89103305,0.8594622,1.0913858,0.9951278,1.0787542,0.85714346,1.3082638,1.0864149,0.9533599,1.0793059,1.0874416,1.0651308,0.87703085,1.1062821,1.1055824,1.0652515,0.92463976,1.0384337,1.1457237,0.9457418,0.92694306,1.0132097,0.8841423,1.0717098,0.8606684,1.1152953,0.98604184,0.0,1.2499146,1.0861702,1.2165849,1.1467873,1.0741638,0.8523134,1.0232322,1.1162897,0.9190703,1.2057673,1.1472028,1.0019381,1.0461661,0.92219925,1.1553227,1.1933577,1.0624698,0.84753186,1.0054859,1.2118297,0.9507271,0.9293526,0.80097723,0.95826596,0.92638004,1.0985209,0.7738447,1.1535246,1.0381339,1.1753699,1.0900589,1.094997,1.1147887,0.707425,0.9929531,0.89885247,1.0823448,1.2911413,1.1476498,0.86372733,1.168491,1.0666198,0.9894825,0.8667046,0.97942555,1.2242069,0.9787047
nail,1.0476053,0.405414,1.4973372,1.1924963,0.48646444,1.1452321,0.6815072,1.3103238,1.4139321,0.7428186,1.328444,1.3345323,0.81400037,1.488594,1.3247701,0.3197117,0.49141294,1.4854267,0.75623,1.0233892,0.98682433,0.68110967,0.53354883,1.0794678,1.068536,1.3254986,1.2356826,0.5011836,1.2850916,1.31778,0.8011823,0.9917566,1.4239484,1.2672807,0.3165406,1.2446625,0.25866127,1.2341886,1.342944,1.2407322,0.81597185,1.2110107,0.6671773,1.1296,0.7741985,0.4854893,0.9058346,1.185482,1.1047916,0.95550835,0.91009724,0.63230544,1.1389583,1.1391815,1.1734881,1.3974712,0.31290996,1.296618,1.3826374,1.4203618,1.2865484,0.6007113,1.2145864,0.5025888,1.3179877,1.2499146,0.0,0.95066404,0.4658891,0.5223483,0.9626694,1.2905804,1.2878971,0.9782431,1.4772795,0.42876112,0.601671,0.9194639,1.3159907,1.4094348,0.5036703,0.71806717,0.9338279,1.3909767,0.9018861,0.67360854,1.2668434,1.3659844,0.9237363,1.2399306,1.273381,0.76453054,1.2439094,0.41425812,1.0599879,0.5372683,1.1007729,0.8352567,0.7021322,0.9829213,1.2863619,1.3507878,0.6803545,0.60403717,1.0062993,1.4121237,0.35312903,0.78943557,1.256758,1.1884716,0.800014,0.29847872,1.1224875
napkin,1.0048137,0.8408871,1.1856122,1.0227611,0.84728336,1.0257009,0.8128105,1.0402089,1.284431,0.77260303,1.0673333,0.9388964,0.8705955,1.2708994,1.1494544,1.0054085,0.8203926,1.2109227,0.86101544,0.8158393,0.7855358,0.90962845,0.6481571,0.8956921,1.0966932,1.1016538,0.93180525,1.0565298,1.0008582,1.2021612,0.8646525,0.89678067,1.2496557,0.98009515,0.9008918,0.7757281,0.9674323,1.0571592,1.0380765,0.9798294,0.7557806,1.1095501,0.77285874,1.204283,0.7711188,0.96339494,1.0070509,0.9111002,0.91071504,1.0864551,0.9799715,1.1508765,0.9246267,1.0537783,1.1887634,1.1698157,0.93714994,1.1368616,1.1243452,1.056373,1.2856147,0.8245832,0.91010267,0.9717263,1.0143844,1.0861702,0.95066404,0.0,0.99826354,1.094573,1.090845,1.0363797,1.1062158,0.94853014,1.2863517,0.907921,0.94197625,0.9409518,0.95638055,1.2556825,0.90540373,0.70308954,0.89003485,1.089167,0.9261941,0.99908215,1.2939157,1.2126483,0.9364798,1.1115482,1.041408,0.7974458,1.1798791,0.887892,0.89607775,0.83515584,0.93670654,0.84994876,0.92726195,0.943603,1.2158238,1.2780776,0.9284228,0.79743147,0.9426612,1.2831045,0.97275424,1.0138718,1.1589954,1.1958185,0.8254216,1.0390424,0.9653566
necklace,1.1465294,0.40141058,1.4242455,1.2021513,0.6275182,1.2678732,0.7056288,1.2861929,1.4664893,0.5513141,1.2265971,1.0360206,0.8978034,1.434866,1.3841473,0.57163393,0.84697956,1.4857614,0.7234532,0.9913604,1.121912,0.844462,0.6508341,1.0158318,1.0170302,1.0960026,1.1359645,0.8165763,1.0613871,1.1049997,0.74151975,1.1780246,1.4106164,1.2982025,0.43519527,1.2481706,0.5560929,1.0857223,1.3667552,1.1587627,0.85240567,1.1754714,0.89245737,1.1078366,0.6394218,0.69883037,1.1374518,1.0443131,0.9813816,1.0135897,0.9811894,0.4977334,1.0649529,1.2651937,0.96884984,1.1601353,0.4048044,1.3014203,1.1552548,1.2879462,1.2393854,0.63060623,1.2699656,0.7533081,1.2883345,1.2165849,0.4658891,0.99826354,0.0,0.3671252,1.1444924,1.0462958,1.1505315,0.6185062,1.4565926,0.37700552,0.5460801,1.0832108,0.9287271,1.3133613,0.60238093,0.7152851,0.9569963,1.2538385,1.068608,0.8134705,1.1226795,1.2670602,0.82383794,1.0251309,1.3009337,0.6910302,1.2334383,0.29899442,1.0584246,0.9096012,1.1144415,0.6961709,0.7151584,1.0421587,1.3774413,1.4251702,1.0220394,0.53676724,0.7452036,1.3471718,0.5841032,1.109769,1.1420426,1.0707524,0.79054826,0.2906024,0.9889965
nose,1.0821857,0.5237434,1.3742077,1.0320753,0.73100317,1.1545839,0.8441062,1.2963041,1.3818312,0.68192756,1.2777799,1.0963012,0.92447716,1.3756006,1.3113728,0.67496526,0.7741686,1.3948162,0.8462943,1.0383902,1.0758812,0.87707925,0.73407483,0.9753271,0.9784187,1.043614,1.1409833,0.871644,1.106443,1.1251259,0.80729187,1.1176972,1.2995148,1.2316235,0.6059067,1.194027,0.61593664,1.0045351,1.2561576,1.1458836,0.90173084,1.1564996,0.87095416,0.94196874,0.78146005,0.7625048,1.0688436,1.1238259,1.0506257,0.79898024,0.9367913,0.47555053,0.9297917,1.1875539,0.91479874,1.2191052,0.49095488,1.2411318,1.1848208,1.2691296,1.167818,0.74060684,1.1759063,0.83491105,1.1994836,1.1467873,0.5223483,1.094573,0.3671252,0.0,1.0840361,1.107493,1.1608243,0.85272074,1.3925679,0.5747716,0.6433316,0.977158,1.0392516,1.3271632,0.7285092,0.8134033,0.91309464,1.283726,0.98667294,0.92941475,1.0964984,1.1846898,0.7650949,1.1244805,1.290591,0.7205308,1.1728816,0.35519326,1.1329554,0.8614833,1.0939862,0.7639813,0.8474866,0.93447685,1.2960199,1.3978126,0.87299216,0.61707914,0.91079205,1.3511815,0.7127258,0.9950503,1.1691908,1.0604967,0.9200571,0.4213742,0.9926351
