,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
helicopter,0.8278795,1.2357877,1.3025329,1.0827792,0.76836145,1.2303102,1.1979636,1.0835677,1.1723536,0.6132502,1.0125138,0.835181,1.2284862,0.84475094,0.94308144,1.0623443,1.0524606,0.7700491,1.0728229,1.2600402,1.1917298,0.92103004,1.2500293,0.89636207,1.1258471,0.911373,1.2649968,1.0399644,1.0065119,1.0225759,0.9397069,1.1701041,1.0112892,0.9133075,1.0462998,1.1537195,0.9156326,1.013559,0.8966645,0.8951307,1.1017092,1.188403,0.83866453,1.2579452,0.98659676,1.1008838,1.0716847,0.8028593,0.70918965,0.8934564,1.1643962,1.3156961,0.91336495,0.9198868,1.1958346,0.9161631,1.1726964,0.8528122,1.1235579,0.93195266,1.0410451,0.9499387,1.1463672,1.2688892,0.8756118,1.2033923,0.9118358,1.1404628,0.98851055,1.3144453,0.0,0.92415226,0.57892096,0.8816396,1.1396834,0.9184981,0.86850595,0.73173857,0.90063256,0.9086946,1.1022402,1.070749,0.94960517,1.0103505,1.0619261,1.1543627,1.2283498,1.2339972,1.2438533,1.2031562,1.2191449,1.3061857,0.7307341,1.0435565,0.8677492,0.9290784,0.8607733,1.0748155,1.073624,1.1494466,0.89102715,1.0580117,1.2827954,1.1461875,0.8251537,1.113526,1.02316,1.1890526,1.0837135,1.0458065,1.1254926,0.73709047,0.86814845,1.1309901,0.7797156,0.9233776,0.8229434,0.90071917,1.0665551,1.1129454,1.1754968,0.6184609,0.75828063,0.7308153,1.299562,0.91583323,1.2912385,1.1884168,1.176447,1.0393003,0.79950106,1.1912309,0.9832555,0.90244985,0.76354647,1.1333278,1.268656,1.048789,0.776434,1.2028943,1.1717634,0.83348536,0.8355775,0.9378829,0.63481855,1.2462521,0.78589076
horse,0.80417645,1.1180612,1.1200631,1.1431729,1.0238628,1.0543097,1.0670601,1.1010833,1.0769696,0.9415009,0.58653635,0.8486855,1.1498837,1.1514783,0.9590696,0.74014413,0.88177824,0.8917856,0.9803868,1.14258,1.1941981,1.1165824,1.1537052,1.1577883,1.158716,0.9535046,1.2472076,0.8862138,1.1649134,0.8497593,1.1327878,1.0992011,1.1014545,1.0529065,0.93469656,1.2186971,1.0367339,1.0566655,1.0851701,0.94840163,1.0433722,1.1680356,0.9518762,1.190329,1.0775368,0.8157092,0.8185223,1.0575671,1.2251408,0.98124427,1.1297433,1.1576148,0.63394976,0.91412175,1.1232221,0.7756895,1.0621865,0.9764534,1.1114014,1.1123654,0.7804829,1.0694468,1.1294742,1.168364,0.86727035,1.117414,0.96485996,1.0257691,1.0388172,1.1353128,0.92415226,0.0,0.9457755,0.8600639,1.0382378,0.9648052,1.1948237,0.995658,1.0581737,1.0015482,0.76695144,1.0861676,1.0703464,1.0265566,0.8759508,1.0630562,1.1052834,1.0958091,1.1344959,1.1784685,1.0956378,1.1787943,1.0863334,0.80490553,0.8768234,1.0217332,1.0166111,1.1807364,1.1867875,0.91728806,1.0318565,0.52270466,1.0865206,1.0757403,0.9817371,1.2774122,0.26225424,1.1661818,1.0877855,1.0687313,1.2143896,1.0478178,0.8431403,0.8578711,1.1603003,0.9030722,1.0108384,0.93150926,1.0565277,1.085484,1.2050669,0.8289374,1.2592127,0.7383921,1.1896665,0.8086846,1.1931843,1.1349094,1.2115445,1.2217253,1.1188275,1.153578,1.0000213,0.9117044,0.96410805,1.1283855,1.134943,1.190605,1.1566205,1.1140246,0.922504,1.1208041,0.7916895,0.8832164,1.004033,1.1719596,0.8277484
hose,0.75227386,1.3054612,1.3600817,1.1131339,0.75906,1.200871,1.1900396,1.1545898,1.0478008,0.57451034,0.9095367,0.7297506,1.2164513,0.7407229,0.90156657,1.163072,0.9258688,0.5760322,1.0121222,1.3548651,1.2029327,0.89891106,1.2574414,0.74763286,1.16112,0.95903647,1.1868972,0.97193193,0.89842665,0.9727346,0.85554713,1.1203697,1.0412687,0.95109296,0.950198,1.0680323,0.7965124,0.92086643,0.8863519,0.854649,1.0297399,1.1917216,0.77984035,1.3415308,1.0243726,1.0712138,1.1172923,0.8290176,0.7650955,0.8897537,1.2089489,1.367128,0.8102945,0.9796308,1.2971637,0.86765826,1.2288194,1.0331444,1.1674271,1.0188909,1.0224628,1.1672521,1.2271683,1.3017638,0.84279495,1.0841838,1.0014015,1.1040022,1.014068,1.3566091,0.57892096,0.9457755,0.0,0.8378377,1.1567876,0.7966954,0.9594885,0.62289625,1.0304389,0.83683705,1.0068761,1.1643565,0.9421287,0.95701,1.0328784,1.1801004,1.1968559,1.2768338,1.3041381,1.2402678,1.2280943,1.3057388,0.8078426,0.8647726,0.78646195,0.8621696,0.7940577,1.1020889,1.0882161,1.0889744,0.97474605,1.021238,1.3214842,1.0944175,1.0008453,1.1062226,0.99065155,1.286933,1.1421305,1.0321485,1.2864218,0.8876703,0.8803585,1.2701983,0.7814345,0.8169772,0.87500924,0.84301424,1.1265941,1.0581394,1.1758653,0.7704918,0.8093413,0.5996772,1.3544154,0.7530845,1.3637614,1.1932912,1.1499357,1.1271406,0.85725564,1.2411797,0.85221773,0.85005414,0.65246487,1.1263236,1.3555286,1.0606776,0.74523294,1.2379673,1.1545333,0.7562495,0.8792663,0.7789621,0.68493295,1.323564,0.85670507
jacket,0.6676674,1.3807703,1.388586,1.1270096,0.503437,1.3694332,1.4033706,1.2161624,1.1736537,0.6204418,0.8162968,0.41897,1.3501261,0.8297417,0.28538936,1.2268999,0.62006223,0.66313845,1.1037999,1.5056193,1.4727149,0.94599754,1.4633529,1.1068102,1.3566622,1.261713,1.4076866,0.95944893,0.8967979,0.82271194,1.0290192,1.389471,1.3453908,0.9291042,0.5072534,1.4236119,0.95843524,1.1055658,0.8297644,0.49226683,1.0849633,1.4968331,0.7612968,1.5221626,1.0159453,0.97124857,0.9518536,0.7785773,1.0300455,0.2516917,1.129508,1.4150385,0.64834607,0.5798234,1.1828316,0.75208867,1.4774525,1.1144756,0.92602307,1.5174559,1.2092657,1.2266891,1.1742104,1.1363813,0.7467137,1.3193855,0.56049126,1.1921734,0.83223414,1.3230647,0.8816396,0.8600639,0.8378377,0.0,1.1688464,0.22666991,1.4834309,0.7602061,1.4635639,0.6232335,1.2380017,1.1322639,0.9345479,0.8086926,0.9199098,1.1120703,1.3806973,1.2928352,1.4030374,1.28068,1.4044086,1.4305143,0.7582127,0.8470399,0.16279012,0.31809342,0.8034553,1.5183251,1.4932121,1.1319175,1.2381265,1.1541934,1.3618408,1.2008948,1.1060607,1.5225636,0.93119454,1.0476097,1.1709723,0.94998115,1.4654484,0.7501292,0.76038396,1.225303,0.91099,0.3974412,1.2592611,0.14550275,1.0200529,0.56272614,1.4070544,0.5773541,1.1587063,0.4161601,1.4349625,0.60661525,1.5146,1.1632041,1.2435602,1.5818976,1.3309985,1.3174043,0.7698755,0.07892847,0.5735185,1.4060112,1.2564182,1.2837839,0.9915758,1.2269226,1.3701078,0.95681095,0.7420988,0.7093996,0.9557848,1.42894,0.7610204
jar,1.0126871,1.0550293,1.1190517,0.7822765,1.1675344,0.9708197,1.0115008,0.9738435,0.66050154,1.1739914,1.1641687,1.1111752,1.1990632,1.0356642,1.0865219,0.9656217,1.0413961,1.1444834,0.7525239,0.7785849,0.7197571,0.7272466,0.90068114,1.0150195,0.6349554,1.1065888,0.9023826,1.1107469,1.1477766,0.99379605,0.9066714,1.0034922,1.0757611,0.7438434,1.0982455,0.47673225,1.1032513,0.99180114,0.96428466,1.0278677,1.1308032,1.1711857,0.7964277,0.68818533,0.72192305,0.86133856,0.82880473,1.0213618,1.1076735,1.1203095,1.2124746,1.1031828,1.2414216,1.1943331,1.1908667,1.0773919,1.1349832,0.8132122,0.9055303,1.0195647,1.0748936,0.7866733,1.1882453,1.0280268,1.1246086,0.963545,1.1726583,0.88174933,1.1108615,1.1479698,1.1396834,1.0382378,1.1567876,1.1688464,0.0,1.1925552,1.0766898,0.98217225,1.0598415,1.0644324,0.96884346,0.8818662,0.7104759,0.9981339,0.85542524,1.2198294,0.80834305,1.1821494,0.8585479,1.1758596,1.1100372,1.0431137,1.0104305,1.1187235,1.1417172,1.1473703,0.90929204,1.1839277,1.1905102,1.1269734,0.862638,0.932464,0.8770025,0.8221353,0.82586753,0.8870808,0.9991149,0.9758042,0.80730504,0.7515232,0.88144517,0.8441795,1.0992675,0.82396626,0.9297073,1.0415376,0.9270259,1.152828,0.8259616,0.98029304,0.9310656,1.0847521,1.1722214,1.1711558,1.129058,1.2174941,0.90522283,0.84934413,1.0584452,1.054112,0.9808461,1.1085645,0.9690619,1.1508313,0.9539482,0.8525343,1.1685543,1.2816927,1.2336658,0.91349846,0.8800373,0.70015156,1.0914623,1.1502713,0.8840083,1.142823,1.0088875
jeans,0.6365074,1.2516841,1.4058799,1.1624973,0.40307522,1.4320309,1.4505711,1.266419,1.2239408,0.6273731,0.85345626,0.45598972,1.2617397,0.6458138,0.41276968,1.2690456,0.5613575,0.7561183,1.1608082,1.5197337,1.5568134,0.96527845,1.542311,1.026678,1.3446124,1.2456589,1.2682891,1.0242712,0.7520779,0.8202061,0.8655299,1.4226416,1.4319752,0.90293133,0.5406929,1.3859162,0.8709602,1.0688198,0.8136884,0.46823382,0.9533353,1.4605379,0.8025054,1.5523843,1.2030021,0.9843977,1.0064496,0.7501049,0.8757924,0.28960818,0.9958181,1.4229374,0.64923704,0.7745863,1.0136642,0.9239391,1.4555858,1.2255182,0.7178941,1.5441556,1.292665,1.3041716,1.1649631,0.8664369,0.86154854,1.2689027,0.70093155,1.261455,0.67711794,1.317397,0.9184981,0.9648052,0.7966954,0.22666991,1.1925552,0.0,1.4613183,0.6728319,1.5018475,0.39698362,1.2424686,1.2000017,0.9705892,0.61419064,1.0591732,1.0734679,1.4784548,1.3331537,1.329015,1.1163144,1.3538692,1.4399211,0.6872538,0.8850888,0.28812134,0.09876728,0.8161254,1.4506643,1.4274267,1.017937,1.3163605,1.1745285,1.2709863,1.3157651,1.13251,1.5356568,1.0406768,0.95017177,1.2660908,0.91344464,1.4626932,0.7528261,0.7981187,1.208257,0.88571656,0.39147317,1.2131442,0.24606144,0.861408,0.315566,1.2700253,0.6952504,1.0341206,0.51483786,1.3147149,0.66463715,1.5364811,0.8808107,1.2386118,1.5383782,1.1662604,1.2597935,0.6434769,0.186539,0.65465903,1.4289663,1.1075628,1.1430526,0.8056256,1.1308298,1.5005677,0.9416082,0.92627615,0.7438245,0.91907084,1.3814442,0.8847359
knife,1.3641381,0.8422981,0.8239719,0.9767344,1.2822068,0.86347735,0.85071146,0.7388096,0.9320791,1.1957,1.1469945,1.4609201,0.64947,1.1088259,1.4568114,0.9313835,1.3454944,1.1879697,0.87306416,0.62931955,0.5467193,1.0908045,0.5387101,0.8816739,0.89189667,0.80492306,0.67857504,1.030657,1.2562623,1.2901506,0.9425082,0.67113245,0.6577554,1.1865454,1.3420888,0.82234305,0.96961325,1.0047727,1.0984116,1.4391396,1.0920537,0.4913289,1.2541239,0.6563771,0.9671345,1.2110903,1.1342641,1.2267827,0.8725059,1.4700028,1.0607586,0.79893786,1.2626216,1.3103651,0.9321608,1.1685646,0.63846785,0.98251617,1.1236352,0.14281547,0.95737016,0.8760214,0.96045536,1.0754788,1.2658157,0.92772055,1.3356122,0.9098526,1.1375861,0.861305,0.86850595,1.1948237,0.9594885,1.4834309,1.0766898,1.4613183,0.0,1.1671902,0.564883,1.3121873,0.90214777,0.8546636,1.0687536,1.336374,1.1580992,0.9354156,0.7677774,0.85479635,0.64887035,0.8477554,0.88962996,0.74117994,1.0838159,1.3081176,1.462083,1.4252357,1.0995722,0.34903383,0.33545756,1.0532765,0.4183458,0.96022946,0.72459865,0.77696407,0.9337634,0.36647874,1.1257503,1.0350993,0.816274,1.0688808,0.67241323,1.1731589,1.2665849,1.0510898,1.1251031,1.3031895,0.61143154,1.496979,1.0548167,1.2773596,0.6858028,1.3225127,0.7339221,1.331689,0.7359588,1.3504899,0.6927985,0.96708626,0.7600596,0.22467,0.7113108,0.898476,1.2646724,1.5041802,1.2861406,0.6857556,0.90994596,0.7037736,0.8182712,0.81322706,0.8285747,1.0268167,1.2289526,1.3034897,0.90852475,0.744893,1.2304537
ladder,0.69615906,1.376514,1.4590075,1.0047737,0.73346204,1.4301215,1.3971475,1.0763034,0.99538106,0.5707427,1.047986,0.6133481,1.3409721,0.496279,0.82061267,1.1476992,0.8639966,0.73287135,1.0157348,1.2619377,1.2800785,0.74253803,1.3532183,0.7011112,1.0641783,1.266068,1.1386374,1.0515548,0.95672536,0.8903613,0.5278287,1.3029661,1.4160273,0.53259516,0.7461727,1.1094849,0.8810468,1.1516013,0.72319496,0.5970124,1.0046664,1.3764687,0.54955053,1.3285136,0.9878485,0.9686627,1.0712671,0.5232267,0.7554586,0.77048653,1.2612603,1.4661989,0.92727536,0.9887582,1.3225641,0.8409042,1.3974237,0.9908278,1.0476028,1.2612402,1.1769654,1.1911232,1.2987459,1.2463742,0.79058784,1.2714322,0.9424093,1.0947807,1.0245285,1.460315,0.73173857,0.995658,0.62289625,0.7602061,0.98217225,0.6728319,1.1671902,0.0,1.235347,0.733021,1.1311123,1.0918801,0.7905513,0.9158812,0.88741827,1.2254677,1.3035834,1.3880268,1.1545358,1.3008752,1.3568337,1.4172469,0.5918604,0.99538106,0.6834171,0.6777058,0.7845072,1.3415469,1.3471568,1.1177889,1.0520124,1.1329416,1.2593052,1.106104,0.9009168,1.2026263,1.0303446,1.1850082,1.1423608,0.94433105,1.3750138,0.4897588,0.8521576,1.0921597,0.7864932,0.8051388,1.0754651,0.7092322,1.0557938,0.90648836,1.11471,0.5609653,0.8564359,0.64271957,1.4551214,0.7707412,1.4574423,1.1406989,1.118581,1.3375082,0.9716819,1.3268955,0.6493381,0.6948665,0.5714352,1.3046426,1.4058621,1.2979767,0.9335408,1.1085467,1.2399063,0.6766626,0.8175597,0.8113682,0.50328505,1.4414034,0.676358
lamp,1.4289489,0.74422956,0.71887153,1.0444342,1.3593495,0.5562698,0.4858743,0.9495333,1.0209945,1.1417596,1.0931268,1.3935306,0.620391,1.2370362,1.4328305,0.7071817,1.3464462,1.2698249,1.0992092,0.5409777,0.65204215,1.2041528,0.72139204,0.9091978,0.8160244,0.600547,0.59716785,0.9847429,1.2705362,1.172743,0.91475105,0.73923063,0.39497906,1.1655335,1.4022264,0.69901216,1.1369269,0.9203658,1.3013508,1.4056034,1.2078984,0.5723419,1.3070136,0.5359083,1.0326213,1.139828,1.1851151,1.1145614,0.98686546,1.3555467,0.95105994,0.61276186,1.138291,1.292303,0.96959466,1.1973383,0.54447395,0.7590778,1.1760566,0.4574026,0.94418776,0.7522756,0.9014724,1.1097362,1.1902007,1.0371779,1.2934246,1.0320175,1.3037813,0.7060334,0.90063256,1.0581737,1.0304389,1.4635639,1.0598415,1.5018475,0.564883,1.235347,0.0,1.3345858,0.9285084,0.9970968,1.2067319,1.3007655,1.0646927,1.0073234,0.8358591,0.7087435,0.70100904,0.8186233,0.63796145,0.6117335,1.1525339,1.1016916,1.4975573,1.4185677,1.1943972,0.51277035,0.53819174,0.9419583,0.8358816,0.92757654,0.78548706,0.98755735,0.852767,0.58537114,1.0880052,1.1020594,0.9536399,1.1190095,0.6250458,1.141682,1.1957357,0.86584884,1.0443527,1.4126147,0.6799494,1.4578447,1.0885819,1.2898912,0.6757835,1.1881483,0.68429375,1.3434625,0.7003763,1.2148418,0.57420504,0.936826,0.91091084,0.41110635,0.7749287,0.85954976,1.3494337,1.4928896,1.3083774,0.6980779,0.8936607,0.86027163,1.090607,0.8904942,0.8089394,1.0612469,1.0970035,1.2222323,0.9775314,0.6278249,1.0652317
leg,0.5381049,1.2031261,1.3981196,1.0207468,0.3446697,1.3835613,1.39854,1.1926132,1.0548251,0.65100217,0.93312806,0.5355438,1.3765029,0.66477364,0.53914714,1.1100291,0.6088019,0.88124514,1.2425833,1.4653115,1.4014994,0.9347712,1.4200705,1.0304309,1.3122097,1.320837,1.305362,1.2609755,0.79628325,0.6785579,0.84977335,1.3964573,1.4597096,0.8474787,0.78042346,1.1042004,0.89836156,0.990266,0.7868581,0.6062547,1.0370114,1.4746506,0.80563545,1.4866626,1.1405106,0.8133349,1.0405867,0.66639125,0.9170191,0.5420535,1.0456537,1.3818476,0.7081051,0.8698598,0.98660964,1.0366422,1.46381,1.1411078,0.61887693,1.4149711,1.3621557,1.2308863,1.2164106,0.8573152,0.8679372,1.318066,0.81786466,1.2871327,0.6102493,1.3360043,0.9086946,1.0015482,0.83683705,0.6232335,1.0644324,0.39698362,1.3121873,0.733021,1.3345858,0.0,1.1278465,1.0920047,0.9900661,0.48631072,1.0873411,1.065212,1.3383791,1.3356233,1.1916031,1.1872724,1.2054274,1.3768985,0.6756265,0.8482213,0.5553357,0.49303675,0.8074216,1.435787,1.4220119,1.012073,1.1198009,1.1826466,1.2032121,1.2878228,1.0510197,1.3903478,1.1205282,0.96312827,1.1306658,0.91726804,1.3896382,0.73656976,0.79013133,1.0696267,0.78855586,0.60412264,1.1245413,0.5271895,0.7386054,0.5449903,1.2838625,0.771185,0.9789259,0.61653286,1.289704,0.77964747,1.4878328,0.7564076,1.2805103,1.465922,1.129415,1.1841052,0.85166097,0.5198531,0.7103741,1.3583045,1.0923783,1.1487813,0.8277519,1.0240253,1.4888991,0.8826089,0.92255485,1.0518851,0.7974546,1.3829443,0.80555797
meat,1.1369637,0.89540243,0.96278965,0.9930881,1.2240164,0.8449439,0.8271073,0.96076,0.9611394,1.155096,0.9751862,1.1864171,0.88786197,1.0609227,1.2386768,0.8778913,1.0455424,1.0472928,0.9709941,0.9617299,0.8975853,1.0878311,0.896656,1.026869,0.9530499,0.9040942,0.9515133,1.044782,0.98406005,1.070568,1.0133742,0.8090596,1.0408173,1.065748,1.1158797,0.81864953,0.98448646,0.8422692,1.1106768,1.2062733,0.98975396,0.8964383,1.1058064,0.9630469,0.9704389,1.0051503,1.0151416,1.1058736,1.1123058,1.2541552,1.0416232,0.95939964,1.0547218,1.2062695,1.000708,1.0806305,0.81236356,0.93884087,1.0443405,0.9113169,0.9875014,1.016097,1.0586542,1.0681826,1.0802419,0.9265628,1.1663533,0.8623479,1.1100938,0.9310984,1.1022402,0.76695144,1.0068761,1.2380017,0.96884346,1.2424686,0.90214777,1.1311123,0.9285084,1.1278465,0.0,0.9033206,1.1345078,1.0593064,1.0447137,0.99266034,0.7890682,0.9398893,0.8535239,0.9347594,0.809399,0.9279252,1.1565094,1.0153893,1.2482569,1.250782,1.1102877,0.8923117,0.92074835,0.9367677,0.89401317,0.72675896,0.8866756,0.8959105,1.009873,0.87962854,0.7624351,1.1071225,0.84447074,0.94774234,1.0345435,1.1836858,1.0250068,0.9037621,1.1259743,1.1323324,0.8940847,1.2741868,1.0602051,1.1466358,0.9494716,1.2151678,1.0441883,1.1326158,0.95747596,1.1085926,0.87821895,0.9315011,1.0149734,0.9494449,1.0833232,0.82997787,1.1765752,1.2938784,1.1691935,0.88607925,0.9857001,1.0415393,1.1392146,0.85583234,0.878516,1.0000604,1.0550565,1.1261133,1.0808865,1.0005476,1.0521786
melon,0.96437335,1.0956959,0.8384368,0.59414303,1.1213202,0.7874952,0.80046403,0.08516419,0.8519467,1.1928897,1.1283824,1.2197394,1.2010175,1.2745419,1.0658735,1.043273,1.1251389,1.1106478,1.0409894,1.0443761,0.69132704,1.0336262,0.6239505,1.1830232,0.90628254,0.94710106,1.1432862,1.1852925,1.0529917,1.068299,1.2535603,0.80994284,1.0374162,1.1491786,1.1843324,1.0618387,1.1291089,1.0756179,1.0690776,1.2037019,1.0452706,1.1010394,1.1449054,1.0217942,0.7130246,1.0264342,0.93921155,1.158754,1.1634371,1.1710861,1.1436462,1.0025843,1.1634915,1.0421025,1.0996287,1.0178711,1.0303452,0.78581864,0.9939634,0.89281106,0.8896374,0.957348,1.2304913,1.0743083,1.0806386,1.0030025,1.1254125,0.91572064,1.0143487,1.1567708,1.070749,1.0861676,1.1643565,1.1322639,0.8818662,1.2000017,0.8546636,1.0918801,0.9970968,1.0920047,0.9033206,0.0,0.9069638,0.91586626,1.0626788,1.1002203,0.6788337,1.1271524,0.94843495,1.222258,1.1043141,0.75970006,1.114231,1.0672977,1.1444864,1.2274358,1.0652636,1.1182612,1.087671,1.1795695,0.6264966,0.97936773,0.9920313,0.72439784,0.8789079,0.7459005,1.0127734,1.0642602,0.07766104,0.9701539,1.0978187,1.1362631,1.1204354,1.0115902,0.8573011,1.046397,1.0275211,1.1449782,0.9355274,1.1264119,1.1493318,1.1437323,1.1640282,1.1212006,1.1508802,1.2280984,0.937146,1.0482094,0.72801995,0.9844759,1.0744581,0.9700374,1.169753,1.1494582,1.0500245,0.9167293,1.103598,1.2152905,1.1347693,0.96207017,0.82314277,0.95269066,1.0412984,1.1979983,1.1042124,1.1923319,1.1164719
milk,0.8560122,1.2652029,1.2336657,0.91244066,0.92233634,1.2029443,1.2230619,0.9652398,0.7486809,0.8905644,1.1221352,0.87354505,1.2983569,0.94564223,0.8785254,1.2415068,0.97172457,0.9258598,0.65575606,1.1060091,0.9389716,0.5718839,1.0831153,0.97751635,0.8732079,1.1432506,1.1317441,1.1568053,0.9729023,0.9819114,1.0201163,1.1416688,1.1606411,0.7412557,0.964865,1.009061,0.94452995,1.0287313,0.8751906,0.8510839,1.0563203,1.2454798,0.7245599,1.0833641,0.7744844,0.9880309,0.97986317,0.8769741,0.889007,0.9737398,1.2608858,1.2897961,1.1157147,0.9441006,1.2712684,0.83866906,1.2928741,0.90766937,1.0132014,1.1172471,1.0573847,1.0440271,1.2245004,1.2175825,0.9808005,0.99469787,0.97393113,0.7511014,1.0525107,1.3398736,0.94960517,1.0703464,0.9421287,0.9345479,0.7104759,0.9705892,1.0687536,0.7905513,1.2067319,0.9900661,1.1345078,0.9069638,0.0,1.00961,1.036167,1.1939015,1.0658839,1.2683206,1.172872,1.2775304,1.2346947,1.2117234,0.81807363,1.0256867,0.88190264,0.98775333,0.6189057,1.2547452,1.2397242,1.2531602,0.9161448,1.00778,1.142848,0.84292614,0.9410364,0.9943836,0.93921226,1.1059598,0.9342894,0.9023554,1.1055781,0.7122514,0.92266595,1.169971,0.73731697,0.89385486,1.1443783,0.9198825,0.9729668,1.0462914,1.1641791,0.8759163,1.0774735,0.90280056,1.3294897,1.0208668,1.2147121,1.1114713,0.9081877,1.2166865,1.0655934,1.1599038,0.9655699,0.90107584,0.76046735,1.0534908,1.3070134,1.1715086,1.0116972,1.123819,1.0337605,0.8149947,0.9186384,0.99957705,0.89961827,1.3232278,0.9295736
mitten,0.40871537,1.1459496,1.2814313,0.7689965,0.6440641,1.1899924,1.1545273,0.9662639,0.9834955,1.0192996,0.94885933,0.84188664,1.417644,0.8851114,0.66513264,1.0158207,0.60572666,1.0382882,1.2235388,1.4539447,1.3403875,1.0109828,1.2765017,1.0721779,1.1689374,1.1073563,1.3607022,1.211868,0.6849854,0.73947686,1.0935155,1.2035353,1.3382375,0.96157974,0.71090674,1.1292486,0.8712971,0.93799186,0.8692829,0.82246006,0.7320365,1.4451258,0.96285385,1.4515854,1.0438293,0.7684741,0.77567136,0.9939193,1.0258355,0.7461152,0.95671815,1.2617742,0.92571855,0.9067241,0.96423095,1.1130314,1.2507734,0.9457572,0.5520265,1.3848724,0.9247775,1.1880946,1.1913016,0.4582426,1.0861379,0.995375,0.8440789,1.2308147,0.5759456,1.1576989,1.0103505,1.0265566,0.95701,0.8086926,0.9981339,0.61419064,1.336374,0.9158812,1.3007655,0.48631072,1.0593064,0.91586626,1.00961,0.0,1.0835669,1.0615337,1.101881,1.3376193,1.0563627,1.1432382,1.1035626,1.2792208,0.95900494,0.71659565,0.7138244,0.6497777,0.9406967,1.4324379,1.3966575,0.9362219,1.1274364,1.0370226,1.038627,1.1379547,0.9268474,1.2918528,1.0110444,0.94219166,0.9849942,0.77418613,1.2820992,1.0549868,0.9906539,0.7830963,0.8951473,0.68067396,1.1625307,0.70759904,0.65675783,0.6705673,1.2192088,1.085755,1.1619579,0.92696404,1.2539263,0.9715524,1.3814757,0.73932624,1.0872277,1.394409,0.858669,1.0957248,0.7319046,0.67964184,0.92562985,1.2721794,1.0551982,1.0640851,0.7511841,0.8565767,1.1981106,0.9572875,1.1729409,0.94047546,0.977166,1.3716717,1.0757078
motorcycle,0.94859624,1.1353167,1.0787421,0.984663,1.1209509,0.9851185,1.0202193,1.0785811,0.8639473,0.9573846,0.9572174,0.8823823,1.0847443,0.9374537,1.0264618,0.76474583,0.8920061,0.85374796,0.97957337,0.8684069,0.9624572,0.89333713,1.0493436,1.025798,0.82193124,1.1410234,1.0848495,0.46744865,1.1321115,0.91137457,0.86257803,1.1751196,1.0685635,0.8941766,0.90387946,0.9462332,1.0692269,1.225415,1.0547296,0.87802845,1.2652593,1.1525176,0.8424512,0.9332653,0.9239717,0.86634684,0.7557802,0.9660188,1.1462955,0.9962647,1.2944212,1.1426612,1.0456771,1.0284919,1.3805768,0.88179755,1.0473475,0.9318911,1.1591322,1.0209447,0.98210925,0.8553351,1.180202,1.0876923,0.7718036,1.1079597,1.0236799,0.95938694,1.2651896,1.0738722,1.0619261,0.8759508,1.0328784,0.9199098,0.85542524,1.0591732,1.1580992,0.88741827,1.0646927,1.0873411,1.0447137,1.0626788,1.036167,1.0835669,0.0,1.2723143,0.96783626,1.1189249,0.886598,1.3582308,1.258081,1.1270052,0.9496755,1.0179458,0.92870486,1.0640067,1.0449607,1.1979482,1.2125132,1.0715294,0.9909186,0.9881706,0.85374135,0.9753848,0.9146074,1.1133635,0.9585847,1.0716608,0.9794233,0.7543395,0.7926184,0.84180903,0.8848451,0.74484515,0.9853913,1.0028176,0.810001,0.9438963,0.9561062,1.0645651,1.0370177,0.88769585,1.0556468,0.90778047,1.1717252,0.79239583,1.0663722,1.1521239,1.2831671,1.0880551,1.0679913,1.2027025,0.57588935,0.932583,0.9600532,1.0135146,1.332459,1.3234525,1.2227787,0.91552377,0.7353802,0.9412807,0.84525555,0.61928636,0.8117443,1.1562647,0.94622123
