,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.817953,1.1134514,1.1065202,1.1412592,0.9684793,1.0956376,1.1329899,1.1119753,1.0573592,0.83346546,0.0,0.7829063,1.0001177,1.1002184,0.9808914,0.7500537,0.71117586,0.9177322,1.1306543,1.14191,1.1944467,1.1911526,1.1311411,1.1183885,1.2582736,1.0678426,1.1337417,0.859542,1.0557562,0.67560756,1.1524891,1.0918481,1.0924656,1.1870489,1.0518669,1.1915538,0.9298431,1.0056773,1.183432,0.9480109,0.94106877,1.0939677,0.9595809,1.207128,1.1448036,0.755063,1.0629128,1.1040297,1.1751494,0.9242314,1.0010886,1.1124573,0.3265972,1.0314871,1.126385,0.9192889,1.0132177,1.1085817,0.9717546,1.0712119,0.97228366,1.1223806,1.0765154,1.0376363,0.8711746,1.214385,1.0094547,1.0838243,1.0977716,1.0615649,1.0125138,0.58653635,0.9095367,0.8162968,1.1641687,0.85345626,1.1469945,1.047986,1.0931268,0.93312806,0.9751862,1.1283824,1.1221352,0.94885933,0.9572174,1.116616,1.0939002,1.0422535,1.1411436,1.1162627,1.1089562,1.155971,0.9272464,0.49574244,0.8485253,0.9108904,1.091084,1.0917971,1.1158308,0.69119334,1.1267289,0.8345338,1.0465953,1.1504178,1.0993966,1.2538702,0.8170341,1.1673905,1.1329485,1.1558177,1.1162583,0.96425784,0.6105477,0.9692069,1.1142526,0.76874506,1.0430952,0.907981,0.99868596,1.0289334,1.1571084,0.8988632,1.0793538,0.7688147,1.1131761,0.6295459,1.1997935,1.0975716,1.1144215,1.1167057,1.177441,1.2044991,0.99946,0.8859348,1.009368,1.1914413,1.1469381,1.0939318,1.0004563,1.1018513,1.1458772,1.1928309,0.8478135,0.7640196,1.1246953,1.0752517,0.9472917
bed,0.49508208,1.4315078,1.5363835,1.1293772,0.5960903,1.3806889,1.4423395,1.3243601,0.88913435,0.30985308,0.7829063,0.0,1.4155257,0.47500956,0.49678886,1.2851819,0.25674367,0.46674854,1.0019901,1.5612187,1.3665907,0.74076754,1.5228713,1.0306208,1.3548129,1.3663262,1.4220991,0.9902529,0.86312103,0.7303565,0.771391,1.4535723,1.4253731,0.7755581,0.78773963,1.2544303,0.90023017,1.1304601,0.78647685,0.14817405,1.1007626,1.5430849,0.41881526,1.5525305,1.0164032,0.911988,1.0040371,0.6355243,0.85402465,0.5486821,1.3367698,1.4857544,0.5503924,0.8023032,1.3686562,0.7583642,1.4709485,1.0286299,0.9388345,1.4924039,1.1770406,1.2440339,1.3685063,1.3096998,0.6181218,1.3270777,0.80040187,1.2261701,1.0099685,1.4773664,0.835181,0.8486855,0.7297506,0.41897,1.1111752,0.45598972,1.4609201,0.6133481,1.3935306,0.5355438,1.1864171,1.2197394,0.87354505,0.84188664,0.8823823,1.2696896,1.421229,1.3672806,1.2397457,1.489008,1.4405525,1.5087526,0.6576249,0.6304927,0.4035309,0.5884199,0.6315238,1.5567181,1.560694,1.2038721,1.1897775,1.1698048,1.1211519,1.1993084,1.0628877,1.3903581,1.0150642,1.2551506,1.2507106,0.97599125,1.4037707,0.64325356,0.5143032,1.2804904,0.82154757,0.4840414,1.2501149,0.48260218,0.934996,0.81194085,1.5459745,0.4905219,0.89139384,0.32650387,1.5246835,0.39572513,1.573069,1.1279559,1.2569569,1.5932928,1.3259608,1.384192,0.79598975,0.4281898,0.30606824,1.3929884,1.436186,1.3320059,1.013982,0.99054945,1.3450793,0.74350554,0.6435455,0.7563627,0.79523075,1.5364333,0.62729174
belt,1.5521591,0.44707775,0.5618458,1.2763603,1.3936483,0.6960633,0.68610257,1.1050339,1.1961148,1.3268844,1.0001177,1.4155257,0.0,1.1191348,1.4661461,0.8266129,1.2716508,1.2096324,0.94937354,0.40621817,0.82097423,1.2590051,0.8207142,0.76892734,0.7841898,0.7208996,0.28385478,0.6836189,1.1427258,1.227233,0.78255004,0.7434757,0.63127035,1.254698,1.1500823,0.7984311,1.0591099,1.1129481,1.2408048,1.330224,1.047145,0.20403224,1.399944,0.42326522,1.3409278,1.205534,1.2164847,1.2435157,0.9775466,1.3274034,0.6621006,0.50244945,1.0496407,1.2662592,0.6739408,1.2030824,0.30727613,1.2408248,1.1304926,0.608564,0.95795065,1.0030487,0.5843645,0.79626477,1.2056558,0.84390515,1.2503489,0.9628554,1.2329847,0.37771446,1.2284862,1.1498837,1.2164513,1.3501261,1.1990632,1.2617397,0.64947,1.3409721,0.620391,1.3765029,0.88786197,1.2010175,1.2983569,1.417644,1.0847443,0.7927829,0.9808463,0.39689207,0.7502797,0.4317044,0.61695325,0.59468645,1.2123632,1.2115934,1.4532591,1.2130606,1.3285477,0.2138604,0.2913037,0.8250625,1.1796453,0.960648,0.57616353,1.1201421,1.1424679,0.72689575,1.1081109,0.9785697,1.1610552,1.1235151,0.49070966,1.2670848,1.271011,1.0044426,1.3903708,1.3259093,0.723606,1.4103328,1.151124,1.0455467,0.45744967,1.3812788,0.7490797,1.3943355,0.26574206,1.2159629,0.4404707,0.8394794,0.8833087,0.3814147,0.944121,0.73042905,1.1391356,1.4029133,1.5009382,0.7308171,0.56769866,0.55644166,1.0359768,0.84330875,0.80204856,1.2879872,1.1579518,1.013631,1.141772,0.2574556,1.2076434
bench,0.7518608,1.2380427,1.4743733,1.1190401,0.7345604,1.4331427,1.3863311,1.3393413,0.9202375,0.43451583,1.1002184,0.47500956,1.1191348,0.0,0.9086492,1.3313282,0.67454064,0.6538956,0.9163904,1.3225096,1.2094554,0.538516,1.4522413,0.70591843,1.0274816,1.2960908,0.96115255,0.93634146,0.7943128,0.87316966,0.31028032,1.4188979,1.4008073,0.5728804,0.79796207,0.88390446,0.7744379,1.0703126,0.7484138,0.4579484,0.98416394,1.3236876,0.45041025,1.2988155,1.086318,0.982835,1.1390336,0.6147734,0.4371063,0.83409894,1.221594,1.4630218,0.9485585,1.1041223,1.2157925,1.0211341,1.326986,1.0918448,0.9769106,1.2625165,1.3418672,1.1326693,1.2774378,1.1318909,0.774515,1.1687771,1.0126921,1.22218,0.9683756,1.375922,0.84475094,1.1514783,0.7407229,0.8297417,1.0356642,0.6458138,1.1088259,0.496279,1.2370362,0.66477364,1.0609227,1.2745419,0.94564223,0.8851114,0.9374537,1.2022341,1.3444557,1.388099,1.0477986,1.225793,1.2524674,1.4168401,0.55294997,1.0051821,0.7846018,0.6725021,0.6730766,1.2285328,1.2597816,1.1237174,1.1384263,1.1574712,1.0484084,1.2652466,1.0055733,1.047447,1.1239917,1.0885905,1.2781515,0.8429643,1.0768514,0.56110466,0.8202785,1.1696037,0.89265275,0.80946624,1.0354158,0.79345155,1.0002259,0.79099405,1.144405,0.69290924,0.5356536,0.7386068,1.3216386,0.7028019,1.4093584,0.9896843,1.2753706,1.2615291,1.0294243,1.2423807,0.67808646,0.7790966,0.45484507,1.1834285,1.3162168,1.127863,0.88376814,0.908067,1.340887,0.45194954,0.9119945,0.83195776,0.5776905,1.3925483,0.7311718
bib,0.6432446,1.2355866,1.3743237,0.9687868,0.42299372,1.3537966,1.3591824,1.1253755,1.0815662,0.6980848,0.9808914,0.49678886,1.4661461,0.9086492,0.0,1.3465624,0.62398136,0.70996034,1.0123535,1.5763068,1.4008973,0.9174724,1.4301553,1.1767697,1.3209888,1.2881716,1.4793872,1.1332842,0.78425527,0.92790735,1.1695373,1.3835104,1.3679255,1.0019034,0.6887595,1.3364007,0.9201196,1.0284554,0.7875916,0.61445075,0.9742621,1.527472,0.7192668,1.548137,0.9479119,1.0463595,0.8022888,0.8864158,1.0919136,0.2778899,1.05891,1.3750361,0.79765195,0.50723004,1.0496982,0.8259853,1.4982789,1.1097969,0.78171027,1.4882059,1.1343138,1.2101314,1.0976225,0.9990712,0.8329531,1.1257958,0.55956423,1.1624191,0.63519204,1.3006346,0.94308144,0.9590696,0.90156657,0.28538936,1.0865219,0.41276968,1.4568114,0.82061267,1.4328305,0.53914714,1.2386768,1.0658735,0.8785254,0.66513264,1.0264618,0.9910972,1.3666561,1.314868,1.3454645,1.1892887,1.294366,1.4034806,0.88708866,0.88501686,0.21472037,0.5139222,0.68029225,1.5508664,1.5020871,1.2172995,1.1639729,1.1977025,1.2939081,1.1349696,1.1752715,1.3841286,0.98451674,0.9805299,1.1238337,0.9547032,1.4841263,0.91414034,0.76073116,1.2853373,0.8102275,0.46124518,1.3344707,0.20209527,0.84471416,0.6086688,1.3868241,0.7904024,1.1707627,0.4701532,1.3840156,0.7242234,1.4831896,0.9929845,1.0934181,1.5739727,1.3225846,1.2082846,0.8504658,0.28133333,0.5559133,1.4039369,1.1524302,1.1868743,0.8403989,1.1721654,1.2865874,0.938355,0.8153894,0.8408191,1.0584472,1.4252282,0.8360418
bird,0.94049567,0.93393296,0.8197319,0.98194057,1.2436603,0.8006112,0.8087629,0.98983884,1.0860898,1.3074582,0.7500537,1.2851819,0.8266129,1.3313282,1.3465624,0.0,1.0828645,1.2095857,1.1195441,0.6272158,0.92825377,1.3075045,0.7668939,1.0409148,0.99177414,0.7370379,0.8905856,0.87217075,1.2747033,0.62579024,1.0772399,0.76446784,0.85753185,1.1367466,1.1177206,0.89529645,1.1917344,1.1013379,1.2923486,1.2598372,1.1750927,0.80340546,1.2350552,0.7825256,1.0286589,0.5175217,0.89172494,1.157378,1.3378977,1.170194,0.992989,0.834007,0.9801358,1.1965811,1.1409259,1.1588628,0.6104211,0.8810293,1.0473521,0.7955903,0.7329419,0.80464375,1.0237973,0.88287866,1.0389804,1.1291635,1.0889928,0.89293987,1.2641447,0.7095765,1.0623443,0.74014413,1.163072,1.2268999,0.9656217,1.2690456,0.9313835,1.1476992,0.7071817,1.1100291,0.8778913,1.043273,1.2415068,1.0158207,0.76474583,1.1441727,0.7921323,0.8431959,0.7937822,0.96546096,0.9215547,0.88306826,1.23016,0.88412416,1.2661378,1.2042375,1.2922833,0.8031971,0.8385005,0.57086354,1.0247269,0.766016,0.7722423,0.9549484,0.78406745,1.0384336,0.90298784,1.0535569,1.0041765,1.0077858,0.7924627,1.1846288,1.1044973,0.28671324,1.2516485,1.2197347,0.67927086,1.2382127,0.9914925,1.2228414,0.76500666,1.1030537,1.1774035,1.2460253,0.83919466,1.1010094,0.7755415,1.0675917,1.130262,0.75474274,0.81955373,1.0040767,0.96482617,1.213253,1.3627934,0.9799931,1.0227357,1.0929786,1.2326887,0.9314283,0.80529517,1.202617,1.0483936,1.0762092,0.9904769,0.7932595,1.0642161
blanket,0.48329312,1.253128,1.4555387,0.98397624,0.78794974,1.3010112,1.3812864,1.2118304,0.71746516,0.6740659,0.71117586,0.25674367,1.2716508,0.67454064,0.62398136,1.0828645,0.0,0.71481115,1.0407404,1.4447484,1.2164849,0.88408685,1.353231,1.0641203,1.252089,1.2359374,1.2994494,0.9718408,0.8921682,0.7034039,0.89957714,1.2656024,1.3703171,0.9445311,0.84330875,1.1858708,0.95338464,1.1014292,0.96097815,0.36968803,0.9897484,1.4433657,0.6378864,1.4612029,1.0139945,0.7879499,0.86797434,0.93492854,0.9816118,0.72876453,1.2797441,1.4129976,0.60823965,0.991778,1.3080873,0.95374453,1.2142351,0.9503377,0.6547948,1.3148344,1.0310112,1.2470756,1.3263566,0.9403411,0.8194448,1.2344596,0.9716576,1.1736189,0.9900616,1.2985771,1.0524606,0.88177824,0.9258688,0.62006223,1.0413961,0.5613575,1.3454944,0.8639966,1.3464462,0.6088019,1.0455424,1.1251389,0.97172457,0.60572666,0.8920061,1.267163,1.2378137,1.3653814,0.85735375,1.3536594,1.3754089,1.4589916,0.8493922,0.5007807,0.56791186,0.6957934,0.8040559,1.4361558,1.4482868,1.0933973,1.1409808,1.0227362,0.70432264,1.0547168,0.9697558,1.2466279,1.0288403,1.1464412,1.1530073,0.80728084,1.2741044,0.9067342,0.63319314,1.0261023,0.9661713,0.40625072,1.1164018,0.6682128,0.6993252,0.7510814,1.3860915,0.9296606,1.007867,0.6650378,1.382455,0.59768206,1.4569614,0.86879534,1.1634402,1.3916602,1.17251,1.3427968,0.7538717,0.6267458,0.65516514,1.342734,1.3529071,1.2881831,1.016306,0.56354135,1.2757771,0.90351844,0.87129736,0.8412413,0.98152006,1.450632,0.8751273
boat,0.6750822,1.3326952,1.369202,1.0650735,0.7952511,1.1806724,1.2080803,1.1681342,0.9848833,0.39580554,0.9177322,0.46674854,1.2096324,0.6538956,0.70996034,1.2095857,0.71481115,0.0,0.82101387,1.4621155,1.1642265,0.7761507,1.3217175,0.9540766,1.1863457,1.1619889,1.3644321,0.7980802,0.9891257,0.9160359,0.9784286,1.2454909,1.2432618,0.9947024,0.9049663,1.1782058,0.9596757,1.1359094,0.90381914,0.6724834,1.1732919,1.285368,0.5421194,1.4022057,0.9129067,1.0231911,0.96031976,0.9259758,0.816857,0.8238531,1.3127493,1.3664255,0.77867544,0.83174336,1.3140473,0.78746617,1.1800911,1.0877542,1.1774553,1.2735541,0.9662992,1.164205,1.2902935,1.3546009,0.58280146,1.0470034,0.95792615,1.1298082,1.0421069,1.3585777,0.7700491,0.8917856,0.5760322,0.66313845,1.1444834,0.7561183,1.1879697,0.73287135,1.2698249,0.88124514,1.0472928,1.1106478,0.9258598,1.0382882,0.85374796,1.1569865,1.255309,1.2492051,1.3490138,1.3967384,1.3533095,1.352263,0.8387092,0.83197415,0.65273565,0.8803016,0.6781874,1.2980086,1.287732,1.2419119,1.0430814,1.0394139,1.2233852,1.0527457,1.110394,1.1367135,0.92909515,1.324387,1.1165619,1.0697395,1.2770069,0.94817436,0.61985385,1.3459928,0.827462,0.7619401,1.1071018,0.7686469,1.0791827,1.0506732,1.3808587,0.6777191,0.7658039,0.29944193,1.3732586,0.62474877,1.3611853,1.2763225,1.1261373,1.3524001,1.2021463,1.2645721,0.8367781,0.7254618,0.4058993,1.172282,1.3765273,1.1485035,0.9879134,1.1931363,1.0200126,0.73251563,0.6266762,0.6742298,0.8920153,1.3867394,0.7694655
book,1.0084059,0.96306616,1.075862,1.0661942,1.1466401,1.0137402,1.0519104,1.0313013,0.8774223,1.020807,1.1306543,1.0019901,0.94937354,0.9163904,1.0123535,1.1195441,1.0407404,0.82101387,0.0,0.96878666,0.9491821,0.5210707,1.0457257,0.9839335,0.8751147,0.8850364,0.8949849,0.8443107,1.034659,1.1778803,0.9584037,0.978318,1.0576502,0.88475716,1.0484552,0.90426135,0.85703003,1.1130933,0.9074747,1.0229807,1.0142092,0.8739052,0.65938777,0.9436938,0.87751496,1.10536,0.78589207,1.1536016,0.84300584,1.2286948,1.1751552,1.0994936,1.2120272,1.0929508,1.1491387,0.8638839,0.96434414,0.94673187,1.1277695,0.96234477,0.7980742,1.0733317,1.1139421,1.1468796,1.1031578,0.61234343,1.1645534,0.7386484,1.0825016,1.0223062,1.0728229,0.9803868,1.0121222,1.1037999,0.7525239,1.1608082,0.87306416,1.0157348,1.0992092,1.2425833,0.9709941,1.0409894,0.65575606,1.2235388,0.97957337,1.0679917,1.0924284,1.0291128,1.0127188,1.0955557,1.146057,1.0826073,1.1048505,1.1750343,1.0546675,1.2301869,0.41203845,0.89051294,0.8873647,1.2511606,0.95310694,0.8503741,0.8463867,0.8721261,1.0367166,0.84956515,0.85933536,1.1689628,1.0304133,0.901928,0.82990617,1.0539535,0.99645543,1.1148361,1.0179824,1.0399041,0.9150099,1.1461278,1.0205989,1.1593771,1.0679526,1.1263063,1.0498326,0.94895095,1.0122048,1.132635,0.9550237,1.1261601,0.9468944,0.9707256,1.1328923,1.0010159,0.99045086,1.1447966,0.8451298,0.9630024,1.1385156,0.96310335,0.94726545,1.0253975,0.68147373,0.86927414,1.0219853,0.9450167,0.98446125,1.0534798,1.0618757
bottle,1.5991185,0.6109927,0.4775226,1.142313,1.5235374,0.58105326,0.6053796,0.94970906,0.97529787,1.4879856,1.14191,1.5612187,0.40621817,1.3225096,1.5763068,0.6272158,1.4447484,1.4621155,0.96878666,0.0,0.6215644,1.1933326,0.5885161,0.967121,0.5416258,0.8446741,0.33981776,0.8677069,1.2591448,1.2566684,0.8927375,0.67028457,0.55510926,1.0353094,1.2031938,0.61571515,1.1648452,1.0606197,1.1928728,1.4462142,1.1786246,0.29486865,1.3705868,0.09830958,1.1394982,1.1129313,1.1106828,1.1952634,1.2324055,1.4183047,0.84785306,0.40844423,1.2381352,1.3679252,0.84689665,1.2201734,0.51123124,1.0011191,1.1424401,0.5293294,0.9964723,0.67902076,0.7539964,0.898101,1.2524514,0.8662778,1.3114705,0.8560717,1.3592367,0.47843242,1.2600402,1.14258,1.3548651,1.5056193,0.7785849,1.5197337,0.62931955,1.2619377,0.5409777,1.4653115,0.9617299,1.0443761,1.1060091,1.4539447,0.8684069,0.9628933,0.75167054,0.41744548,0.5338124,0.67116034,0.6914361,0.46232563,1.2518001,1.3066571,1.5477384,1.4058095,1.3638344,0.37396944,0.41757107,0.79131275,0.88741636,1.0121167,0.6775439,0.95462,0.9641317,0.68498176,1.139271,0.91354233,0.97976893,1.0184491,0.41551358,1.1056796,1.2872496,0.70446515,1.2764475,1.4748178,0.73422915,1.5326793,1.0769765,1.2734804,0.42350626,1.3314699,0.99508977,1.558899,0.3806684,1.3116802,0.23636746,0.86156654,0.921071,0.35050666,0.89861435,0.6756662,1.1856599,1.5392346,1.53904,0.6005249,0.682053,0.811647,1.206705,0.77679825,0.5807994,1.1857238,1.2047002,1.2180192,1.0526791,0.31690192,1.2382754
bowl,1.3988621,0.8702514,0.7138443,0.6295364,1.4460251,0.6385074,0.6356942,0.6740849,0.4650572,1.1760145,1.1944467,1.3665907,0.82097423,1.2094554,1.4008973,0.92825377,1.2164849,1.1642265,0.9491821,0.6215644,0.0,0.996873,0.32203424,1.1518898,0.49440968,0.9453331,0.79973054,1.0329325,1.3241949,1.2126071,1.0243546,0.66767734,0.6865674,1.1476586,1.3590411,0.65918446,1.275204,1.0303357,1.2988261,1.3582404,1.2443633,0.78892255,1.1613119,0.45428818,0.6033438,1.0913249,1.0249524,1.3078876,1.0991983,1.480279,1.2254716,0.7526599,1.2883868,1.3301744,1.1311533,1.1362936,0.7395364,0.9226265,1.1128263,0.4304645,0.93310934,0.64422494,1.0978155,1.1302083,1.2386727,0.9324317,1.4134959,0.7612717,1.2729814,0.93174833,1.1917298,1.1941981,1.2029327,1.4727149,0.7197571,1.5568134,0.5467193,1.2800785,0.65204215,1.4014994,0.8975853,0.69132704,0.9389716,1.3403875,0.9624572,1.1049988,0.44182265,0.91252196,0.6542222,1.0845282,0.9579437,0.57947993,1.1011561,1.1236715,1.4775999,1.5473651,1.1998272,0.7866193,0.770905,1.1996013,0.57655567,0.98720896,0.7350308,0.45820475,1.0265137,0.23773265,1.1196102,0.99111855,0.54177225,0.94901854,0.6791794,1.1621276,1.1913283,0.9796464,0.95250547,1.3238144,0.8136697,1.4913912,0.9793209,1.3570523,0.81387115,1.2879496,0.7999671,1.3675947,0.85255224,1.2855465,0.5642648,1.0014333,0.63515544,0.46961474,0.99435437,0.9315306,1.271898,1.506923,1.1056536,0.39498186,1.0590417,1.1281382,1.2404135,0.8115686,0.6486203,0.7713294,1.2227094,1.276797,1.1848961,0.879417,1.2556919
box,0.8431443,1.2467724,1.399534,1.0628346,0.92901117,1.2761372,1.2626041,1.1313186,0.6368464,0.6674523,1.1911526,0.74076754,1.2590051,0.538516,0.9174724,1.3075045,0.88408685,0.7761507,0.5210707,1.1933326,0.996873,0.0,1.2651045,0.9264393,0.724718,1.1394644,0.92968315,1.0392969,0.8795589,0.9992456,0.7059271,1.2971059,1.2478114,0.59685516,0.9836475,0.8403606,0.86831903,1.1081553,0.7273909,0.7227567,1.0343013,1.3162539,0.41508007,1.0855365,0.8708199,1.0020037,0.9468403,0.7505674,0.474864,1.0178914,1.3156033,1.4066519,1.1895491,1.0444884,1.3199363,0.90931326,1.3486426,0.90465665,1.0258182,1.2179368,1.1035259,1.0688393,1.2508664,1.2332674,0.98506916,0.95821464,1.06071,1.0369952,1.0416405,1.3529375,0.92103004,1.1165824,0.89891106,0.94599754,0.7272466,0.96527845,1.0908045,0.74253803,1.2041528,0.9347712,1.0878311,1.0336262,0.5718839,1.0109828,0.89333713,1.212328,1.1154212,1.361234,1.0327163,1.2862582,1.2716681,1.3419458,0.69373417,1.0612777,0.9034845,0.9980286,0.3978361,1.2708654,1.2873259,1.2500577,0.95479125,1.0100381,1.0140672,1.0335569,0.8994905,1.058792,0.9730512,1.1186205,0.9790682,0.60277265,0.9060969,0.62557226,0.8920651,1.1872975,0.73894787,0.9241085,0.9665253,0.9348383,0.94737095,0.9643606,1.2379674,0.77270865,0.8575264,0.8526726,1.3661795,0.98546046,1.2548645,1.1071475,1.1784711,1.2724082,1.0901871,1.2462671,0.8443757,0.92797744,0.65795916,0.957635,1.3634887,1.2160473,1.0545714,0.97566086,0.99898744,0.59052956,1.0046064,0.8474109,0.7139287,1.3780159,0.9512916
bread,1.3338658,0.83690697,0.47721756,0.63323754,1.4198132,0.6442772,0.6518159,0.5173519,0.7535139,1.4654838,1.1311411,1.5228713,0.8207142,1.4522413,1.4301553,0.7668939,1.353231,1.3217175,1.0457257,0.5885161,0.32203424,1.2651045,0.0,1.2468328,0.81033564,0.825648,0.8946525,1.0950881,1.1992352,1.193722,1.280688,0.3920254,0.681594,1.2873408,1.3342125,0.897021,1.2923717,0.9497428,1.2630267,1.4839664,1.0038679,0.673364,1.3957782,0.58906794,0.70175356,1.050739,0.98737806,1.3449532,1.26318,1.4232676,1.0475646,0.58081627,1.2918406,1.212579,0.9812039,1.1236688,0.6939053,0.9928001,1.1450524,0.496153,0.7274496,0.6991347,0.931214,1.0334357,1.290115,0.94379616,1.2945166,0.60769546,1.2159652,0.74919724,1.2500293,1.1537052,1.2574414,1.4633529,0.90068114,1.542311,0.5387101,1.3532183,0.72139204,1.4200705,0.896656,0.6239505,1.0831153,1.2765017,1.0493436,0.94917005,0.22280192,0.76536703,0.72327894,0.8884427,0.84067625,0.41275322,1.2700372,1.137373,1.5043771,1.5000219,1.3452685,0.7011966,0.6595925,0.9845548,0.6051141,0.9050456,0.8402164,0.3770393,1.0700835,0.41543245,1.1190585,0.8577558,0.52458805,1.0926964,0.7357384,1.3473895,1.2676905,0.83365595,1.1185558,1.3589704,0.88678074,1.4887606,1.0600878,1.3878682,0.7802783,1.3511586,1.1700158,1.4560993,0.7087294,1.4059641,0.5403005,1.1226878,0.47738135,0.51594836,0.9364705,0.7791729,1.3140709,1.5015148,1.3099504,0.48870796,0.8739152,0.96716344,1.2386575,0.9275587,0.65127254,1.0537213,1.2543323,1.3213146,1.28863,0.70738673,1.3396125
broom,0.98379236,1.0187838,1.1996135,1.0786108,1.020084,1.1850882,1.1634078,1.176302,1.0897038,0.98925346,1.1183885,1.0306208,0.76892734,0.70591843,1.1767697,1.0409148,1.0641203,0.9540766,0.9839335,0.967121,1.1518898,0.9264393,1.2468328,0.0,0.9529125,0.9114323,0.68052936,0.9244024,0.98467904,1.0106485,0.56900233,1.0252978,1.0887587,0.7769558,0.9832259,0.8671971,0.8138804,1.0929558,0.9810307,0.93128276,0.99552166,0.8469074,0.94817513,1.003503,1.113956,1.0548816,1.1560556,0.8231278,0.80599046,1.0532117,0.9334824,1.1686505,1.100868,1.129848,1.0079701,1.0628202,0.8107419,0.92284995,1.0657697,0.93996394,1.1382092,1.1003972,1.0105051,1.0517728,0.7810222,1.0253335,1.0513554,1.1555884,1.0975177,1.0728211,0.89636207,1.1577883,0.74763286,1.1068102,1.0150195,1.026678,0.8816739,0.7011112,0.9091978,1.0304309,1.026869,1.1830232,0.97751635,1.0721779,1.025798,1.0259047,1.1877631,1.1323631,0.9940387,0.87541324,0.9812148,1.1632102,0.9335607,1.0689142,1.1205853,0.94538784,0.98924553,0.7357523,0.76301885,1.0268551,1.1482402,1.0909526,0.90986776,1.1891649,0.7780188,1.0531299,1.1044992,1.0713049,1.2250555,1.0557095,1.0231552,0.8679269,1.0414557,1.0621355,1.0570159,0.9897083,0.884565,1.0680261,1.1586866,0.90549934,0.6847057,0.9830118,0.8229625,1.0215707,1.0153798,1.0234061,1.1088787,0.97362244,1.1001436,0.8800527,0.65391374,1.0536783,0.8699702,1.0655286,1.0441295,1.2066891,1.06296,0.830693,0.82569563,0.96424776,1.2243538,0.98912865,0.7727508,0.9390599,0.5936419,1.0227258,0.6669693
bucket,1.3653886,0.71536654,0.82813513,0.9236964,1.3838847,0.7844643,0.68465483,0.9055388,0.6932303,1.165146,1.2582736,1.3548129,0.7841898,1.0274816,1.3209888,0.99177414,1.252089,1.1863457,0.8751147,0.5416258,0.49440968,0.724718,0.81033564,0.9529125,0.0,0.8853898,0.54915714,0.86172354,1.0763117,1.2445397,0.80747104,0.9018603,0.8287101,0.98246074,1.0911834,0.599562,1.1556605,1.1501547,1.1475687,1.214808,1.1939224,0.7910565,1.0392159,0.3455677,0.9903071,1.1220028,0.9355166,1.1666712,0.9142771,1.3702376,1.0866371,0.86912024,1.3590254,1.2464064,1.0758483,1.1892188,0.8393212,1.0161821,1.087991,0.7929499,0.98225635,0.74172163,0.98376745,0.9067541,1.2567095,0.8100394,1.2950718,0.98331934,1.2425785,0.8289484,1.1258471,1.158716,1.16112,1.3566622,0.6349554,1.3446124,0.89189667,1.0641783,0.8160244,1.3122097,0.9530499,0.90628254,0.8732079,1.1689374,0.82193124,1.0508835,0.8530038,0.94344467,0.69019485,0.9682269,0.9857941,0.75588626,0.98749053,1.2319131,1.3284237,1.3065851,1.0713015,0.8263853,0.837052,1.1114558,0.8995841,0.94133645,0.7415187,0.9006463,1.0381666,0.717525,0.9865511,0.9216496,0.7618681,0.64269984,0.56771654,0.93186283,1.225576,0.9348575,0.9548988,1.2747281,0.80754673,1.357111,0.97810686,1.1475676,0.67315626,1.2508316,0.8664999,1.3217877,0.79327446,1.3251107,0.6410142,0.8549738,0.9930521,0.7089193,0.92609906,0.9088579,0.9984062,1.3769374,1.2379745,0.44607544,0.9951359,1.0312998,1.1530731,0.8150922,0.5656003,0.8847335,1.271777,0.95952404,0.9978242,0.8678316,1.2430909
