,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,face,finger,fish,flower,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shorts,sink,slide,slipper,soap,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
alligator,0.0,1.1072756,1.0303326,0.75518274,1.1111894,1.407668,0.788416,1.1225908,0.7036774,0.7123077,1.2047138,0.9615131,0.74541867,0.8469575,1.2734046,1.1427889,1.388237,1.4431901,0.90870583,1.0798985,1.1684601,1.4139348,1.3264506,1.4023404,0.8443872,0.972168,1.3438787,0.8182016,0.690279,0.79863226,0.9477905,0.81559753,0.99069494,1.3764095,0.7088936,1.4520848,0.8937098,0.9561806,0.8109175,1.0126319,1.1256155,1.0845615,0.93942386,0.9656264,1.16856,0.87418133,0.7613857,0.81719625,1.1952121,1.0128843,0.9176716,0.8753661,0.816383,1.3725157,0.79740924,1.0018924,0.82384825,0.6930945,0.86865735,0.7736374,1.241338,0.94926786,1.208971,1.3741424,1.2782431,0.56961584,1.1109614,1.050679,1.3853388,0.6359707,0.89665216,0.7513664,1.323457,1.2904776,1.2144513,0.8685821,1.2997735,0.9499951,1.1879872,0.97729754,1.233015,1.2475731,1.0084641,0.9851717,0.71704143,0.92704594,0.84951097,0.9458419,1.4248025,1.2872068,1.0992068,1.0238283,1.0324403,0.89139533,0.7035291,1.3932667,1.2635442,1.1453325,0.6159129,1.3232994,1.0963202,0.9993561,0.79398334,1.1114321,1.318252,0.8948653
ankle,1.1072756,0.0,0.6347971,0.9862342,0.6559347,0.9388066,1.1428113,1.0759165,0.9731095,1.0405215,1.1669297,0.87776,1.0442541,0.9189619,1.1548615,1.210294,1.2170454,1.0079788,1.1538709,1.0659542,1.1299566,1.1364498,1.099219,1.143671,1.078855,0.88370526,1.1809294,1.0574837,1.0234886,1.0747461,0.99430925,0.94864225,1.1117903,1.1816386,1.1035126,1.1126829,0.82467777,0.8727919,1.0966322,0.93124735,0.9477914,0.82230985,1.0635844,0.921498,1.1203899,1.1437712,1.0614779,1.0203222,1.0098256,0.86142266,1.0758531,0.8568181,0.9267705,1.0280591,0.9275401,1.0515028,0.99079746,0.9162331,1.1442128,1.0920359,1.1353451,0.82648695,1.0277328,1.1167247,1.0633346,0.9863713,0.76510507,0.87250483,1.1774997,1.1610568,0.7956363,1.1352673,1.1174423,1.1732411,0.8818206,1.0648365,1.12363,0.7999928,0.9878317,0.9371015,0.95391417,1.1129278,0.91037077,0.92338353,1.0644951,0.8336201,0.8637413,0.9237799,1.1031095,1.2323426,0.380481,1.0320281,0.95146865,0.93972653,1.1192805,0.8842471,0.97878844,1.1425872,1.0760877,1.0267695,1.0809609,1.0851411,1.0676374,1.1004474,0.9391857,1.0412216
apple,1.0303326,0.6347971,0.0,0.9904261,0.28557694,0.6201364,1.1375961,0.9756638,1.0346017,1.1239222,1.1622536,1.064469,1.2050164,0.98261625,1.0138826,1.0075297,0.96659154,0.8884037,1.0989765,1.0502627,0.90091074,1.0985777,1.0197155,0.9650298,1.2164344,0.9067263,0.9815796,1.1449109,1.1062586,1.1014291,1.1325411,1.1680306,1.0393497,0.98321855,1.0303342,0.95174587,1.0339136,1.0086281,1.2065066,0.9795805,1.0761377,0.8936976,1.1383314,0.934066,0.9405276,1.0081863,0.9765332,1.0440513,1.0979755,0.85748893,0.94689107,1.0828571,0.91661227,1.0660759,0.942735,1.041272,1.1619858,1.203408,1.1679118,1.192095,0.91453457,0.9040888,0.99729234,0.8065118,1.0736998,0.8389771,0.5625074,0.54413843,1.1174421,1.0869315,1.0455406,0.9923759,1.0142796,0.8934814,0.9414281,1.0656382,0.9441868,0.98730284,0.7606555,1.2656875,1.0937244,0.9924647,0.8666894,1.0066751,1.1505169,1.230132,0.97525275,1.0519718,1.006815,1.0726646,0.9644061,0.98073614,0.9106912,1.1231709,1.0400057,0.73216534,1.0105238,1.0617121,0.9188905,1.1600295,0.9744476,1.0799915,1.0437791,1.146552,0.980515,1.124417
arm,0.75518274,0.9862342,0.9904261,0.0,1.0789601,1.2265589,0.98020655,1.100608,0.88668716,0.8919303,0.99813956,0.8925009,0.8404929,0.89033616,1.0765749,1.2195202,1.2601876,1.2180147,0.9848592,1.184179,1.132463,1.2337271,1.1740122,1.238826,0.9800724,0.9368273,1.1864955,1.0076387,0.6463038,0.96773505,0.96772414,0.77409023,1.0755384,1.269074,0.9072925,1.2717804,0.9918936,0.94969743,0.98199445,1.0650406,1.1323148,1.038464,1.0310043,0.8452626,1.2233586,1.1155523,1.0929953,1.0081947,1.1012739,0.9877262,1.0318555,0.9828516,0.77382106,1.2170527,0.85039526,0.978029,0.8443259,0.6121545,1.2243367,1.0144925,1.2169489,0.89721847,1.1306275,1.2083905,1.1296269,0.9201839,1.1089026,1.0137634,1.237804,0.62048435,0.94166523,0.7331817,1.1161848,1.1647549,1.131846,1.0820473,1.2753359,0.9864322,1.1444505,1.023615,1.1174052,1.1795713,1.1428539,0.87685245,0.7667524,0.81926244,0.9832056,0.9221643,1.2074697,1.1259702,0.9641428,0.9786312,1.0010358,0.93357855,0.91977537,1.2224077,1.0988541,1.1129206,0.7682333,1.1844807,1.1484294,1.0354383,1.0420439,1.1347209,1.1698239,1.0207353
ball,1.1111894,0.6559347,0.28557694,1.0789601,0.0,0.4681123,1.0116351,1.0412478,1.0384231,1.1535319,1.0823287,1.0408534,1.2628609,1.0378369,1.005005,0.9413815,0.9710276,0.81188,1.0673088,1.1073544,0.9304428,1.1537893,1.0471015,0.9686981,1.1910274,0.9540906,0.9961944,1.1636058,0.9930668,1.0428696,1.0660162,1.0952781,1.0020931,0.9422221,1.1040798,0.9083524,1.0401793,1.008272,1.1814238,1.0357431,1.1250823,0.9526547,0.9388599,0.9869542,0.8990829,1.0982338,0.9453634,1.1177992,0.9730552,0.9949263,0.9685217,1.0486147,1.0716999,0.9762355,1.0019425,1.1154789,1.067616,1.1109401,1.1318729,1.2051775,1.0086389,1.0199547,1.0796094,0.78395295,1.1610464,0.9317641,0.5130584,0.53956604,1.2061125,1.1138463,1.1574163,1.1408262,1.0518516,0.9540912,0.9167168,1.0923487,0.8041015,0.99684477,0.6376701,1.2724397,1.0988426,1.1730375,0.95907,1.0888468,1.1011469,1.0575899,1.0375566,1.1220809,0.95811754,1.034388,0.9414086,0.9116768,1.0377401,0.9743734,1.078381,0.64961106,1.0136578,0.96530086,0.9661417,1.1631606,0.9347085,1.0517468,1.0132477,1.1346992,0.9806407,1.1902359
balloon,1.407668,0.9388066,0.6201364,1.2265589,0.4681123,0.0,1.1125853,0.95408803,1.3970168,1.429566,0.84073246,1.3095608,1.3748803,1.2365888,0.68578887,0.82461476,0.41348255,0.463807,1.1730729,0.8552911,0.66793495,0.49929988,0.77008474,0.5092815,1.1826931,1.0609651,0.43214703,1.2810252,1.2293856,1.3451364,1.2585738,1.3900536,0.9934166,0.5019715,1.3421218,0.47510457,1.2074513,1.0948694,1.2084157,1.1109065,0.9102208,0.9476647,1.0893555,1.0346515,0.6846373,1.0597606,0.9411782,1.2873157,0.8144708,1.0183314,1.0384346,1.2283082,1.2317662,0.59673923,1.2398379,1.0915917,1.3351777,1.448751,1.1226637,1.273119,0.59044546,1.236381,0.98304987,0.384189,0.6037092,1.1358734,0.7320516,0.5352137,0.60571736,1.4031777,1.2963398,1.2983491,0.7255556,0.67815316,0.8178774,1.1351167,0.38737285,1.1984758,0.6023004,1.2138649,0.95150936,0.80765414,0.8493067,1.1249148,1.3679247,1.1699642,1.2531013,1.2867781,0.52479637,0.6435008,0.9713524,0.91186017,1.011141,1.2559205,1.329926,0.48729515,0.7235341,0.9077762,1.2489309,0.6724493,0.8279692,1.1251925,1.1939511,0.9774788,0.65854335,1.1628091
banana,0.788416,1.1428113,1.1375961,0.98020655,1.0116351,1.1125853,0.0,1.1213454,0.89193237,0.95942587,1.0410568,1.0112633,0.94764954,0.95706815,1.1534625,0.8545296,1.0927722,1.0085918,0.91638786,1.1317961,1.1154778,1.2797135,1.1437098,1.1001532,0.98067963,1.0319561,1.2736418,1.0466142,0.93212914,1.0153404,1.0235566,0.96333,0.91224676,0.91035545,0.96464336,1.1705445,1.014304,1.0874004,1.0595847,1.2228347,1.0923558,1.0925698,0.8640704,0.9972455,0.90855044,1.0931687,0.7097497,1.1433823,0.9063879,1.043697,0.77046627,0.81018615,0.9282851,0.85919267,1.044122,1.0577656,0.86414397,0.8168855,0.9871955,0.99940234,1.2180274,1.0482198,1.2630193,1.0898266,1.0878437,0.7554263,1.1726893,1.1349094,1.2790041,0.8699062,0.9371501,0.90090895,0.94973373,0.91163903,1.1088055,1.1189555,1.022985,1.107769,0.9140923,1.0012311,1.0862849,1.280279,1.105366,0.8465868,0.73946893,0.82554376,1.0445704,1.0733439,1.0511582,0.98304695,1.1293194,0.69706583,1.3008776,0.85691625,0.86229265,1.016042,1.0674732,1.0010054,0.6537879,1.0099851,0.88205796,0.86047876,0.9946124,1.0831833,1.0398089,1.2248049
basket,1.1225908,1.0759165,0.9756638,1.100608,1.0412478,0.95408803,1.1213454,0.0,0.78445995,1.0828186,1.0964322,0.91751075,1.0316724,0.8774477,1.0092431,0.76248896,0.925387,0.95856434,0.67452204,0.57264364,1.0363044,0.7403145,0.9506475,0.9862716,1.257823,0.87027526,0.8594903,1.0162978,1.1877582,1.0454108,1.0778852,1.1726489,0.7206509,1.0631738,0.5808822,0.72249126,1.133533,1.0719419,1.127188,0.8322922,0.98713064,1.1220324,1.1385393,1.1229377,1.1245852,0.93090045,0.9335103,1.0183265,1.2339671,1.0992551,0.8017192,1.2192596,1.0634621,1.1565771,1.0545719,0.8155584,1.081386,1.2948565,1.1325382,1.071192,0.7850075,1.0203984,1.0192082,1.087349,0.9462778,1.0204294,1.0707562,1.0095646,0.85894287,1.0416852,1.1121908,1.0151714,1.0417855,0.9983016,0.79686654,1.0449021,0.89146435,1.0508345,1.0261074,1.0298336,0.895674,0.73894405,0.9001516,0.89292574,1.1225021,1.1610432,1.0388422,1.0219488,1.1506088,1.071255,1.1856706,1.143039,0.8348724,1.1066341,0.8794882,0.8412391,1.1675342,1.1653402,1.0082988,0.8994062,0.7439805,0.81645364,1.0747312,0.7826451,1.1644511,1.0836577
bathtub,0.7036774,0.9731095,1.0346017,0.88668716,1.0384231,1.3970168,0.89193237,0.78445995,0.0,0.6190289,1.2515253,0.53950953,0.8980722,0.6342541,1.3806849,1.0745289,1.5136526,1.3414747,0.6777068,0.7023425,1.3649688,1.1931033,1.319913,1.4423727,1.0296766,0.67505884,1.4461054,0.8366834,0.9168248,0.58622557,0.75352126,0.6519723,0.97151023,1.5118847,0.26758456,1.3407865,0.93639994,1.0411774,0.6953139,0.6341478,1.0860418,1.286315,0.97305256,1.1840521,1.4007999,1.0403148,1.0739623,0.8670099,1.3443685,1.0533694,0.9555812,0.9842941,0.9125489,1.4434689,0.91950405,0.9400289,0.7729423,0.7364042,0.89003795,0.8190044,1.2498335,0.7828608,1.1664075,1.4748554,1.3443911,0.8047924,1.009969,1.1838189,1.3231287,0.694504,0.8693869,0.824703,1.4100771,1.3268601,1.163161,0.9977032,1.332531,0.88225615,1.249579,0.96324307,1.0309788,1.1945548,1.1579641,0.84629786,0.827702,0.8988111,0.5450356,0.82520324,1.4596227,1.294585,1.061374,1.1590588,1.093982,0.7770524,0.6050247,1.2121124,1.4854231,1.164199,0.6808683,1.2870872,1.1492013,0.9077517,0.84402007,0.94279104,1.4789753,0.96178555
bed,0.7123077,1.0405215,1.1239222,0.8919303,1.1535319,1.429566,0.95942587,1.0828186,0.6190289,0.0,1.1567469,0.56015563,0.7739006,0.6219632,1.2422273,1.177297,1.4497375,1.3857121,0.8576009,1.1633104,1.3413723,1.3181102,1.2285224,1.4325824,0.76948875,0.87759286,1.3887173,0.5595469,0.9269843,0.5683785,0.71312743,0.481283,1.162363,1.4512806,0.5400479,1.517542,0.9262731,1.2090154,0.5911155,0.85249543,1.1817528,1.1476886,0.8477273,1.2705438,1.439935,0.98430604,1.1641827,0.65034753,1.2971201,1.0825224,1.0982348,0.8670416,1.0648321,1.4267361,0.83020985,1.0635666,0.69440186,0.62156624,0.8966195,0.6572833,1.2822099,0.77558386,0.96378326,1.45736,1.2484821,0.9171965,1.1442921,1.1967664,1.2229477,0.68039924,0.86117405,0.88713527,1.4338353,1.4043564,1.254107,0.97938883,1.4379506,0.94376135,1.3354723,1.0000714,1.1203681,1.0963097,1.2446048,1.0736022,0.7153311,0.94276595,0.7565532,0.71406543,1.4090458,1.1890929,1.0636332,1.2528636,0.97775203,0.718361,0.62720346,1.436127,1.4884269,0.92099833,0.8496273,1.1858335,1.325777,0.8370166,0.7773256,1.1085095,1.469388,0.7681199
belt,1.2047138,1.1669297,1.1622536,0.99813956,1.0823287,0.84073246,1.0410568,1.0964322,1.2515253,1.1567469,0.0,1.2455143,1.0364715,1.1268224,0.8029429,0.7954874,0.6141921,0.5788483,1.0156121,1.0106798,0.987348,0.6751189,0.8171293,0.74978447,0.9298935,1.30732,0.7012274,1.2007897,1.0980409,1.2758985,1.0730407,1.2407093,1.0713172,0.43913865,1.2231106,0.73571974,1.1830599,1.1831193,1.1020179,1.2199377,1.0153159,1.0447165,1.0908711,0.9084441,0.6970484,1.2113056,1.0204321,1.2411562,0.8119787,0.8468315,1.0363504,1.1713184,1.0280348,0.690586,1.1683586,1.0083297,1.2057567,1.127997,0.9683379,1.1887658,0.8731243,1.1509943,1.0513372,0.6927414,0.6972065,1.058888,1.0234665,0.89964825,0.76842475,1.1598638,1.1767371,0.99976176,0.51337385,0.670702,1.0407141,1.2077886,0.7403662,1.2473769,0.9416733,1.088656,0.93018526,1.02884,1.139822,0.9977953,1.1491559,1.025844,1.095142,1.1064768,0.4649396,0.5184376,0.8818337,0.8235172,1.1374503,1.25952,1.245897,0.89196116,0.7719139,0.52791834,1.0896635,0.7969799,1.140308,1.0007857,1.216441,1.1787043,0.69565666,1.087553
bench,0.9615131,0.87776,1.064469,0.8925009,1.0408534,1.3095608,1.0112633,0.91751075,0.53950953,0.56015563,1.2455143,0.0,0.82308006,0.5421372,1.3579001,1.0367539,1.4520878,1.1751885,0.7142575,0.9868359,1.4433601,1.2568846,1.3642433,1.3729022,1.0777614,0.709079,1.4501523,0.8195597,0.9462353,0.5060996,0.6808661,0.3651352,0.8930785,1.4570823,0.67147607,1.3194909,1.0324564,1.1236634,0.73335004,0.7552353,1.1515231,1.1939981,0.98058015,1.0900021,1.487559,1.1863375,1.1590924,0.8894236,1.3066287,0.8764458,0.86726487,0.9874103,0.8177005,1.357517,0.9836292,0.9225059,0.6891317,0.6257307,0.9968021,0.8649715,1.3373435,0.70822316,1.1083808,1.4167455,1.1972942,0.93748194,0.97775185,1.2208577,1.2777282,0.7414503,0.8595046,0.9305474,1.3101528,1.2188447,1.1153096,1.1212573,1.3509283,0.93075466,1.3183277,0.8914435,1.0516447,1.1981854,1.3220344,0.8214517,0.82123387,0.8907918,0.60393524,0.6137085,1.4094236,1.2542958,0.90552264,1.1465014,1.1242762,0.6777332,0.6120354,1.2679015,1.4036086,1.155032,0.82635635,1.0502774,1.1966139,0.8732689,0.9218452,0.97227895,1.4420997,0.935934
bib,0.74541867,1.0442541,1.2050164,0.8404929,1.2628609,1.3748803,0.94764954,1.0316724,0.8980722,0.7739006,1.0364715,0.82308006,0.0,0.877099,1.1967505,1.1347128,1.3011887,1.3137496,0.93025255,1.0874109,1.2351527,1.2021481,1.2497889,1.286092,0.90737754,1.0634122,1.2498491,0.8959182,0.9098439,0.85399675,0.8493142,0.7358131,1.1215949,1.2605993,0.90177536,1.2852682,0.99360204,1.0578663,0.8056398,1.0811749,1.145815,0.9434082,0.8653181,0.97879624,1.1949115,1.0849131,1.0405653,0.9091445,1.037753,0.93686825,0.99566084,0.8557575,0.8100631,1.228255,0.85233116,1.1035655,0.5706785,0.67922,1.031596,1.0037262,1.279639,0.94004864,1.1527007,1.2598709,1.0610467,0.90906453,1.1709151,1.1413709,1.22191,0.7207755,0.881641,0.8146604,1.1507885,1.1782331,1.1631083,1.0474998,1.2437587,1.0609725,1.2242517,0.89632,1.0781947,1.2023399,1.1570013,1.0755248,0.40424645,0.7348318,0.8863517,0.81774884,1.3014266,1.1589624,0.9105474,1.0130808,1.0617087,0.8011128,0.883749,1.2871082,1.1429262,1.0589724,0.8893964,1.1230986,1.200132,0.98060447,0.9682715,1.1041934,1.1510633,0.87107587
blanket,0.8469575,0.9189619,0.98261625,0.89033616,1.0378369,1.2365888,0.95706815,0.8774477,0.6342541,0.6219632,1.1268224,0.5421372,0.877099,0.0,1.2775621,1.0130702,1.3812768,1.2025378,0.81145513,0.9790351,1.3071556,1.1485562,1.2249553,1.3641833,0.92613125,0.79032165,1.2791713,0.8881172,0.96889794,0.75635976,0.70550144,0.61761653,0.8792279,1.3795283,0.6997708,1.2868067,1.0442569,1.228241,0.76927423,0.73657686,1.0649555,1.1404768,1.0281433,1.1698275,1.3424791,1.030146,1.03796,0.9102558,1.2638386,0.90992886,0.95014566,0.9967889,1.0073005,1.3368313,0.99237734,0.9898311,0.89160955,0.7931921,0.98469335,0.85399985,1.1716521,0.71282333,1.0927677,1.3560323,0.82335305,0.7594265,0.9819553,1.1343613,1.1667001,0.86061716,0.87476563,0.882519,1.3248916,1.2213562,0.92679745,1.0663257,1.2722801,1.0469496,1.3296677,0.9019957,1.0272003,1.1413043,1.1962944,1.0079303,0.90701914,0.9393244,0.7090288,0.7516688,1.3322644,1.1821358,0.89418554,1.150339,1.0812936,0.8731307,0.8022314,1.2654555,1.39207,1.0382377,0.82262826,0.72070706,1.2952161,1.0001789,0.9754632,1.0849301,1.4041494,0.8909501
boat,1.2734046,1.1548615,1.0138826,1.0765749,1.005005,0.68578887,1.1534625,1.0092431,1.3806849,1.2422273,0.8029429,1.3579001,1.1967505,1.2775621,0.0,0.94194436,0.46820462,0.67614377,1.1694918,0.92501223,0.48416942,0.6304993,0.61177003,0.59773034,0.9716092,1.1244404,0.54176986,1.2472646,1.1643379,1.2876921,1.2118459,1.3788295,1.1309898,0.6569338,1.2661598,0.56547606,0.97452104,0.93876225,1.2230368,1.1591257,0.8667265,0.9600341,1.1290301,1.1068944,0.744991,0.9868495,1.03907,1.1061821,0.79181045,1.1369721,1.2005341,1.0957934,1.3208166,0.6263836,1.0635298,1.0870317,1.2692268,1.3577323,1.1152089,1.2104475,0.69708276,1.2161844,0.73192215,0.54116917,0.77966565,1.1988722,1.0847868,0.85329115,0.64350516,1.2852994,1.1992233,1.0863986,0.81373596,0.90724623,0.8891123,1.0253823,0.6722245,1.0539635,0.7690474,1.1022403,0.9187944,0.71291125,0.8692651,1.178465,1.242455,1.1752287,1.2350583,1.2575638,0.5803614,0.6524438,1.0927986,1.0065823,0.8958248,1.2497491,1.305367,0.84648836,0.70264995,0.77051395,1.3448033,0.8259231,0.8334249,1.0860451,1.1883967,0.96425384,0.65289736,1.0838095
book,1.1427889,1.210294,1.0075297,1.2195202,0.9413815,0.82461476,0.8545296,0.76248896,1.0745289,1.177297,0.7954874,1.0367539,1.1347128,1.0130702,0.94194436,0.0,0.7418665,0.69865847,0.34814322,0.7729061,1.0244634,0.83616006,0.92245406,0.91833526,1.208462,1.062659,0.979955,1.1983641,1.153909,1.0918447,1.1152985,1.3188555,0.60805595,0.5433552,0.9665657,0.73563486,1.1893816,0.95374256,1.2852371,1.0483888,0.8784889,1.1900502,1.2017986,0.9654631,0.6686027,1.1865599,0.556557,1.2914823,1.0974033,0.7803212,0.31941235,1.2861271,0.9568618,0.96898454,1.2780175,0.9488377,1.2235076,1.2464597,0.95539767,1.0932645,0.9964484,1.2499944,1.1271759,0.8889754,0.8263929,0.79797727,0.9412925,0.95598847,0.8722829,1.1104851,1.2644813,0.9001831,0.5722246,0.5853356,0.8518219,1.1541858,0.6530336,1.1324842,0.96088827,0.8779353,0.8223642,1.0286195,1.1358497,0.764952,1.2650429,1.1222718,1.135773,1.2445108,0.9427542,0.9511181,1.0790589,0.85040325,1.1726041,1.1567597,0.8041507,0.7150053,1.0318227,1.1175671,0.978235,0.6976775,0.61847675,0.4037491,1.1487153,0.99808496,1.0536748,1.228705
bottle,1.388237,1.2170454,0.96659154,1.2601876,0.9710276,0.41348255,1.0927722,0.925387,1.5136526,1.4497375,0.6141921,1.4520878,1.3011887,1.3812768,0.46820462,0.7418665,0.0,0.38264525,1.107578,0.78558874,0.56920975,0.3940525,0.567947,0.28444517,1.101848,1.1901466,0.2822804,1.3166561,1.3262506,1.4307663,1.3210988,1.5290046,1.02763,0.24635845,1.329673,0.25921845,1.2007275,1.049555,1.32342,1.3294235,0.8900861,1.0657101,1.1778561,1.1406155,0.49852395,0.96630335,0.88483554,1.2864031,0.7939131,1.0725789,0.9737549,1.2842679,1.3240161,0.41652513,1.2335382,1.1457553,1.3951312,1.5563105,1.1156906,1.3646231,0.5198927,1.3179095,0.8240558,0.32271963,0.5572675,1.1604476,1.1165196,0.7730669,0.4496709,1.3906181,1.2810175,1.231283,0.52866095,0.5534814,0.83874106,1.065403,0.42334926,1.2249893,0.6812756,1.1463892,0.9097119,0.60270935,0.8537274,1.0863341,1.3640317,1.2774626,1.4520962,1.2473618,0.27890265,0.4289689,1.1964662,0.97508717,0.9765196,1.3614426,1.2905412,0.55521053,0.6345782,0.70371985,1.3758835,0.616287,0.654228,1.0043124,1.1800507,0.97028816,0.49898863,1.1629413
bowl,1.4431901,1.0079788,0.8884037,1.2180147,0.81188,0.463807,1.0085918,0.95856434,1.3414747,1.3857121,0.5788483,1.1751885,1.3137496,1.2025378,0.67614377,0.69865847,0.38264525,0.0,1.069953,0.77719676,0.7845684,0.5695657,0.60267377,0.6040516,1.1048694,1.1906246,0.584956,1.3985407,1.320002,1.3299761,1.2010086,1.3725641,1.0319524,0.38431108,1.3275142,0.34853595,1.2615964,1.191758,1.3324957,1.2552586,0.8815008,1.0344622,1.1692286,0.984916,0.57247865,1.157985,0.9129881,1.371917,0.79698193,0.71857417,0.95321184,1.1439021,1.1593162,0.4431619,1.2716643,1.0465746,1.3059692,1.3338308,1.097241,1.393737,0.7497039,1.23684,0.8849443,0.4577859,0.72816277,1.1496567,0.8823398,0.863449,0.67328453,1.3535185,1.1771243,1.2373457,0.5085338,0.58391863,0.82478106,1.1975985,0.450835,1.3193715,0.7463249,1.0174996,0.72640026,0.87110466,0.9831667,0.9583814,1.320116,1.1546866,1.0861443,1.2019812,0.40095836,0.62148386,0.86754996,0.7309645,1.1803999,1.2683111,1.267919,0.43545806,0.6476482,0.73963153,1.2803967,0.69560695,0.7950349,1.0000098,1.2673426,1.0147249,0.558359,1.2587117
box,0.90870583,1.1538709,1.0989765,0.9848592,1.0673088,1.1730729,0.91638786,0.67452204,0.6777068,0.8576009,1.0156121,0.7142575,0.93025255,0.81145513,1.1694918,0.34814322,1.107578,1.069953,0.0,0.65440905,1.3102521,0.99221116,1.2073934,1.2291409,1.1385006,0.9217074,1.2777686,0.9573374,0.9137781,0.7251887,0.8886825,0.96207625,0.66268885,1.0138314,0.5207056,1.0589136,1.0968969,0.9665624,1.0133532,0.9333915,1.0539322,1.2705308,1.1013154,1.0264094,1.1130534,1.1817751,0.7690675,1.1224449,1.2629594,0.8703554,0.39238316,1.13923,0.8531016,1.2734928,1.2247797,0.9627497,0.98607475,0.9058334,1.032205,0.9150887,1.2475559,1.0592002,1.2119573,1.2600636,1.0422461,0.73956406,1.0816156,1.0840802,1.0952437,0.79088974,1.1441475,0.82526416,0.93869936,0.9188561,1.0871545,1.084898,1.0224249,1.0255744,1.1795355,0.821211,0.8705125,1.2091591,1.2974778,0.73563963,1.03031,0.9754215,0.9630744,1.0851532,1.2774692,1.1883682,1.0550385,1.0290325,1.1898439,0.97868097,0.50635016,1.0294479,1.2837472,1.2297094,0.8749724,0.9015219,0.7896635,0.47991842,0.97106016,0.9573059,1.3428066,1.1107457
bucket,1.0798985,1.0659542,1.0502627,1.184179,1.1073544,0.8552911,1.1317961,0.57264364,0.7023425,1.1633104,1.0106798,0.9868359,1.0874109,0.9790351,0.92501223,0.7729061,0.78558874,0.77719676,0.65440905,0.0,1.0102074,0.43315625,0.9217048,0.9383234,1.1400173,0.86468387,0.79824686,1.0269855,1.149347,1.0399466,1.0470469,1.2133508,0.8896896,0.88229805,0.6415616,0.63639736,1.2247105,1.0391767,1.0488344,0.9089291,0.6246321,1.0560634,1.2330239,1.1148621,0.9274529,1.0126582,0.93154156,1.1436242,1.0989563,0.8962784,0.8897618,1.2016968,1.1199759,0.9402893,1.295482,0.95265204,1.2568343,1.2482754,0.9695147,1.0606831,0.7727639,1.1555046,1.0650425,0.93415904,0.72117144,0.9296717,1.0461851,1.0354663,0.6753125,1.2443211,1.1795578,1.071278,0.8685331,0.9487551,0.84538114,1.0837601,0.65927917,1.1839877,1.0638686,0.8594744,0.6950524,0.7620116,1.0153234,0.9561611,1.3037461,1.0915818,0.7725433,1.1751077,0.97581655,1.0430529,0.91273236,0.9251727,1.048131,1.2826521,1.0188857,0.7169827,0.9440038,1.197331,1.0863025,0.6787371,0.8350133,0.8738475,1.1633451,0.63102573,0.964209,1.1174198
butterfly,1.1684601,1.1299566,0.90091074,1.132463,0.9304428,0.66793495,1.1154778,1.0363044,1.3649688,1.3413723,0.987348,1.4433601,1.2351527,1.3071556,0.48416942,1.0244634,0.56920975,0.7845684,1.3102521,1.0102074,0.0,0.75790775,0.63806415,0.6904415,0.95898694,1.0689753,0.48203528,1.1654712,1.1005118,1.3419261,1.3651447,1.3917445,1.1002812,0.7428119,1.2840121,0.595888,0.9001779,0.9436394,1.262325,1.1356298,0.8296427,0.8740029,1.1416619,1.121543,0.7024414,0.8096888,0.9565712,1.0563749,0.8733263,1.2080421,1.2036238,1.0700896,1.3371432,0.69577664,0.90754044,1.0134447,1.2778364,1.3553753,1.0325218,1.1302104,0.56803334,1.2485088,0.8343674,0.54613245,0.8129227,1.2484105,1.0421156,0.8609966,0.6781697,1.3211415,1.1449552,1.1108098,0.8794121,0.8923035,0.75997126,0.96296185,0.65290505,1.0274771,0.6730132,1.1055418,0.9524157,0.6699024,0.6863196,1.1074396,1.2333928,1.2064797,1.2691045,1.2792835,0.6480737,0.7827104,1.1790841,0.9815253,0.8275361,1.2353672,1.3431563,0.79766285,0.6427313,0.91188914,1.2287055,0.9127969,0.78589,1.1577792,1.1584134,0.9454649,0.6597898,1.1570325
