,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
rooster,0.6245082,1.2196008,1.0733235,1.1772145,0.945654,1.0334892,0.9277805,0.8845743,1.1397467,0.7195177,1.0997357,1.2360178,1.0317252,1.2088503,0.33682632,0.9586482,1.0329906,1.0347149,0.98383087,0.9546732,1.0775645,0.97603446,0.9878352,0.97201943,0.56655896,1.0362239,0.8707762,1.2201247,0.567276,0.85851866,1.0197935,1.0691533,1.0158181,1.0155451,0.9270476,0.9309019,1.0681952,0.9365792,1.1859792,0.8823235,1.034426,0.9324746,0.54350615,0.6579373,1.0485891,1.1998024,1.1312635,0.75980926,1.1658821,1.227453,1.0113268,1.174425,1.0203054,1.2865138,0.8476444,0.76582295,1.2526778,0.98483515,0.4657182,0.91003877,1.1750042,0.744959,1.0235245,1.1290886,1.0108572,1.182938,1.1485374,0.8931899,0.97094214,0.5227424,0.9056837,1.083868,0.9722979,1.2178051,1.2871692,0.9835189,0.8305532,1.2367144,0.8473994,1.022269,0.66255057,0.8920554,1.1596859,1.1166565,1.1769372,1.0603242,1.2561665,1.1317288,1.031838,1.1196553,0.71922725,1.1750277,1.1878345,1.1337159,1.1869358,1.1728199,1.0891073,0.97109926,0.6925046,0.85377586,0.90985465,0.9458289,1.0786774,1.0192302,0.8176308,0.6752925,0.78768754,1.0662732,0.92452836,0.0,1.3209234,1.1082952,0.86957026,1.1488423,0.95475006,1.2116799,1.1971531,1.0944031,1.1251701,1.0244293,1.1691402,1.095101,0.92293495,1.2699455,1.1300278,0.82726336,1.020437,0.7747198,1.1404475,0.98891866,1.042638,0.9851521,1.1924115,1.2364559,1.2312542,0.95979005,0.88866097,0.9246805,0.97781914,0.7586312,1.0904745,0.9256294,1.0594046
sandwich,1.2552372,0.6930692,0.77052945,0.9997679,1.0560975,0.9470248,0.78721285,1.4051884,1.1547205,1.1003124,1.185317,0.6357931,1.2533231,0.9793764,1.3185782,1.2943497,1.2223842,1.1966126,0.9856258,1.1181744,1.2661725,0.6961714,1.2301241,1.2632593,1.0358348,1.0713112,1.1018741,0.71813536,1.1016169,1.3126227,1.037548,1.1311477,1.1180174,1.0668833,0.9482287,0.9984719,1.0872916,1.0787808,0.77437985,1.3618448,1.0068742,1.3102746,1.123172,1.347263,1.167976,1.132024,1.0621191,1.1455736,0.8481927,0.47917616,1.1000639,0.7202606,0.9600327,0.60792273,0.9010175,1.0758864,0.4726352,0.88220215,1.2085896,1.183562,0.687921,1.0051943,1.185362,0.9862407,0.8440029,0.5591641,0.9369464,0.7407877,1.1636195,1.1061295,1.2597067,0.9356445,1.1649637,0.94356656,0.6219529,1.202726,1.1649516,0.92687654,1.127318,1.2439638,1.3400342,1.1357307,0.6132704,0.9747283,0.62862635,1.0318499,0.5389271,0.6992469,0.7171731,1.101038,1.2021558,1.044256,0.797935,1.0842311,0.79553646,0.93081546,0.5597835,0.9538991,1.2505251,1.2616065,1.0244058,0.8912323,0.9410937,0.9398271,1.1589905,1.0602075,0.86727804,1.1574241,0.9626628,1.3209234,0.0,0.91594005,1.2486781,0.9591396,1.1096025,0.8482929,0.6291771,1.2051455,1.0763404,1.207348,0.5633605,1.0787358,0.8039761,0.84129095,0.8344362,1.1093086,0.9526944,1.220874,0.9916073,1.117553,1.2240928,1.1580585,0.6159407,0.6469292,1.0945346,1.2040396,1.3758364,1.2917826,1.1853385,1.3353424,0.8018327,1.1900964,1.0803076
scarf,0.937529,0.90142787,1.3540552,0.76171523,1.1201429,1.2132572,1.0900353,1.1655184,0.97673523,0.91523564,0.8769416,1.142686,0.9479612,0.7756367,1.1435866,0.8023768,0.91906685,1.0580448,1.3640707,1.3176441,1.0131463,1.2210566,1.0505793,1.1334845,1.1028637,1.2369633,1.1488621,0.95343083,1.0228424,1.0510987,1.3096905,0.9758347,0.8882306,0.8541013,0.9757664,0.8393506,0.89906305,0.8578177,1.2542746,1.0272013,1.3989986,1.1096628,0.9997684,1.0972965,1.0543042,0.9174289,0.732744,1.2349114,0.86420304,1.0430267,0.9327332,1.0478107,1.0042902,0.9108807,1.225683,1.2596564,0.83375376,1.2543064,1.0444005,0.9502994,0.9761046,0.7918574,1.0768081,0.9486864,0.92675805,1.0345709,0.79297245,1.0860815,0.93337214,1.1220692,0.75927323,0.61785525,1.0218322,0.5189301,1.15109,0.954572,1.3126397,0.87569726,1.1128,1.0685841,0.88334006,0.9423673,0.9293572,1.0255336,1.273178,1.1413002,1.0190715,0.95853853,1.1486145,0.8892997,1.148696,0.70583147,0.6214007,0.83463943,1.2266148,1.2450483,0.9436588,1.2668691,1.0305989,1.2210622,1.1172891,1.1713296,1.2073987,0.90868455,0.80271685,1.1850004,1.0900692,1.0366689,0.9526032,1.1082952,0.91594005,0.0,0.95003676,0.80067134,0.8526222,0.7154317,1.175548,1.0739218,1.1145817,0.87077165,1.246261,0.920455,1.3093874,0.75171316,1.283679,1.0427047,1.32752,0.8742157,0.6943873,1.0495986,0.88339615,1.1574373,1.0443249,1.1509856,0.87870824,0.96008307,1.065393,1.046748,1.1265408,1.0981863,1.0893273,1.086329,0.8353384
scissors,1.013211,1.1620334,1.1143548,1.0315984,0.91648525,1.0133324,0.95250124,0.96497476,0.83820623,1.1428363,0.9936697,1.0993054,0.94796735,1.1651902,0.7766098,1.0272483,0.94512266,0.7394439,0.9978234,0.8516756,0.8314749,1.1899842,0.4869616,0.8462305,0.663525,1.1163421,0.9449378,1.0744284,1.0835408,0.90733147,0.82274693,0.8421674,0.84430635,0.7542172,0.9164352,0.9384814,1.1392279,0.9929895,0.8542126,0.8755355,1.0129774,0.81341124,1.0654687,0.880926,1.0663295,0.822662,1.1887878,0.97234213,1.1237761,1.2319245,1.0102087,1.1024827,1.1383688,1.1895348,1.070628,0.9585405,1.2178329,0.7869366,0.7726307,0.85156405,1.1194477,1.1283823,1.0409423,0.80933046,1.1168894,1.1594211,1.0628666,1.252093,0.45948708,1.0021276,0.7227886,1.1465,0.8162888,1.215831,0.82149565,0.89884484,0.72773576,1.2032337,1.0088557,1.0077789,1.1025904,0.80408365,1.1906145,1.2349794,1.1113869,1.0621305,1.1699063,1.2465599,1.1992456,1.0000771,1.1490932,1.1992486,1.2512262,0.8778585,0.7457706,0.68681955,1.2435892,1.0101618,0.96151185,1.0849578,1.0937186,1.1117907,1.0141488,1.1491159,0.9722641,0.9213257,1.0620477,1.0422876,1.2267516,0.86957026,1.2486781,0.95003676,0.0,1.179466,1.067452,1.2864916,1.1492229,0.9887805,0.8890686,0.9191154,1.0886576,0.9842436,1.0239747,1.0139115,0.8795992,0.68629587,1.0050204,0.9894804,1.1513314,1.039329,0.84972733,0.7635584,1.2192547,1.0803624,0.5095015,1.1375481,0.6287456,0.7681242,1.0197337,0.69955015,1.0038899,1.0663141,1.0577558
shirt,0.727044,0.98012173,1.4264977,0.3840853,1.3670549,1.4826596,1.4037478,1.1432686,0.6740462,0.75993603,0.50758785,1.3690377,0.7832773,0.09776527,1.1915264,0.75353783,0.9177595,1.321043,1.517457,1.5331649,1.1122938,1.3483713,1.2710745,1.3629675,1.3960412,1.4283909,1.0085974,1.0609742,0.85452104,1.0643687,1.4121552,0.7835656,1.0960152,0.92880726,1.1240622,0.6912944,0.62389654,0.73737633,1.5221524,0.75378275,1.5184921,1.1864223,0.879196,1.1202462,0.76222545,1.1422459,0.29220802,1.3670897,1.1449088,1.1889216,0.73863006,1.2495654,0.6241778,1.0569849,1.4265573,1.4096808,0.99414355,1.5034876,1.3126343,0.79783064,1.0248007,1.0662006,0.79004645,1.3784636,0.49681145,1.1787616,0.7317797,1.0869673,0.955081,1.2761045,0.9546996,0.2907747,1.0906907,0.32490993,1.3708942,0.71525896,1.516389,0.8833133,1.2288758,0.92987883,0.8133832,0.7398163,0.99454045,0.93817616,1.3159485,1.3645927,1.2344663,1.0850377,1.2312651,0.8493606,0.91940325,0.26110154,0.35697103,0.8193364,1.5152574,1.4734299,1.1518224,1.453675,1.0698903,1.3139136,1.0850136,1.3438544,1.3267715,0.95713747,1.0208017,1.3809595,1.4206455,0.7157506,1.2458593,1.1488423,0.9591396,0.80067134,1.179466,0.0,1.0285295,0.49237645,1.34553,0.7609364,1.1575489,0.5724807,1.4209588,0.6925345,1.441827,0.9056878,1.5302104,1.3809469,1.4352374,0.7540772,0.15203655,0.82702655,0.6632151,1.4923104,1.1325755,1.2392464,0.98470014,1.2323751,1.3451666,1.1915166,0.82760656,1.0382446,1.4059412,0.76103383,0.6639098
shoe,0.9788966,0.7742628,1.2047856,0.90499353,0.9967285,1.143093,1.0932033,0.7781854,1.1347861,1.0735523,0.9825741,1.0528167,0.92325735,0.9636074,1.0169826,0.8178185,1.082821,0.9887903,1.044103,0.9663763,0.9022545,1.1593779,0.95216274,0.93077785,1.1421969,0.78249174,1.0755986,1.1296397,0.94500184,0.8770075,1.145045,1.1115633,0.9868473,1.1386245,0.97961617,1.0268047,0.9649133,0.9960559,1.1672426,0.9905815,0.9918787,0.97826993,0.91865337,0.7436793,1.099024,1.0427378,0.82775074,0.86680686,1.002126,1.0919838,1.155141,0.94711107,1.1393416,0.8699409,1.17084,1.0661917,0.6871494,1.1236696,1.0038251,1.001956,1.0238191,0.52386594,1.1865622,1.0018333,1.086387,1.1026032,0.87377805,0.9071373,1.1127512,0.92967165,0.84437764,0.95686865,0.96566564,0.8197886,1.1299188,1.1346055,1.0502855,0.7754908,1.011745,1.003489,0.6607936,1.054219,1.0398349,0.95805633,1.2049917,0.80728537,1.0209874,1.0039575,1.1309304,1.0449183,1.1109098,0.85132265,0.8320004,1.006438,1.1376755,1.1630516,1.0027864,1.0904826,0.9788453,0.65041214,1.0469637,0.98093534,1.1154342,1.0243065,0.62339437,1.0140616,0.91876507,1.1542655,0.95670724,0.95475006,1.1096025,0.8526222,1.067452,1.0285295,0.0,0.6730137,1.0079921,1.1171535,1.0586754,1.0032902,1.0064151,1.0494972,1.1157013,0.47324222,1.1475456,0.9278991,1.1305902,0.7917673,1.0173844,1.2191514,1.0820874,0.97491384,0.8074594,1.1458178,1.0709686,0.71935135,0.94149727,0.95794094,1.2446243,0.8787842,0.91514516,1.2010007,1.0123214
shorts,1.0440571,0.61229897,1.2793672,0.5293575,1.3086853,1.3021777,1.2719312,1.1237417,0.98490596,0.99845636,0.91755944,1.0693455,0.93352395,0.5195699,1.1869537,0.93261915,1.09306,1.264174,1.2828686,1.3490689,1.0895307,1.2400256,1.2174438,1.2603011,1.3279588,1.0356219,1.1314735,0.88733244,1.0301034,1.0051326,1.3708636,1.0351413,1.0056436,1.0486765,1.1334724,0.94854397,0.87150115,0.8650938,1.3054171,1.0241959,1.3047242,1.139387,1.0401927,1.0482537,0.8689402,1.0514998,0.513494,1.132944,0.9137434,0.9549542,1.0678566,1.0002795,1.006469,0.7301581,1.3245624,1.2201551,0.62581015,1.293861,1.3291075,0.9490203,0.8557033,0.7425343,1.1388772,1.2486683,0.8392553,0.9637157,0.6779978,0.8954232,0.9965711,1.1329374,0.98947823,0.49817157,1.1009699,0.33400035,1.1124545,0.9408795,1.3420901,0.47625822,1.2098924,1.1094574,0.8784069,1.0093023,0.86088055,0.8874801,1.1964668,1.0613327,0.8776835,0.9023062,1.031587,0.82145846,1.1480489,0.49659276,0.28493112,0.9553906,1.2710077,1.2880263,0.8995506,1.3198498,1.1094446,1.1265191,1.113731,1.0193646,1.2472662,0.9459106,0.7248567,1.2539954,1.0982844,0.89269924,0.93472564,1.2116799,0.8482929,0.7154317,1.2864916,0.49237645,0.6730137,0.0,0.9203027,1.006186,1.1122495,0.95303124,1.1243975,1.0505342,1.3269615,0.681364,1.2369627,1.1858938,1.2622414,0.87845206,0.5543967,1.1590714,0.97027665,1.3631155,0.8775537,1.1404091,1.0205499,0.99597096,1.3693439,1.1907142,1.1861297,0.9995017,1.1130569,1.0565995,0.93137914
shovel,1.5524223,0.79949033,0.3158344,1.3364745,0.8167284,0.5239458,0.60498226,1.2042005,1.4803352,1.4177678,1.5627302,0.2791527,1.436587,1.3283072,1.0484288,1.4282479,1.3608539,0.95082235,0.31978512,0.7169567,1.2425256,0.72868776,0.9271095,0.838006,0.85881716,0.45203006,1.1129243,0.67207587,1.3083993,1.0973927,0.76649857,1.2789094,1.1507435,1.239604,1.1166689,1.4231637,1.4092202,1.4394393,0.29419285,1.5243452,0.44780904,1.1506168,1.3026086,1.1058881,1.2007024,1.1970023,1.3165042,0.6649069,0.71970713,0.52357477,1.4113051,0.7370994,1.3220412,0.6314238,0.676394,0.6472942,0.6557808,0.5007472,1.1731799,1.3413994,0.7350908,0.95942765,1.3306804,0.87777823,1.2149119,0.6141983,1.1550477,0.5457719,1.18625,0.7458397,1.4379592,1.2221818,1.1752597,1.2657539,0.38456684,1.3361917,0.60546076,0.7044057,0.96618,1.2598394,1.435842,1.3346436,0.8518739,1.0038648,0.40272856,0.72004384,0.22741532,0.8488607,0.54065984,1.283319,1.2841111,1.364454,1.1588128,1.4092505,0.39840025,0.47117627,0.58122253,0.50478375,1.25447,0.9112791,1.1197399,0.45470333,0.8762236,0.9123072,0.82943785,0.74532914,0.5946353,1.3409705,0.90087634,1.1971531,0.6291771,1.175548,1.1492229,1.34553,1.0079921,0.9203027,0.0,1.3300145,1.1198962,1.4752291,0.22913885,1.4150207,0.5194975,0.9970418,0.31408346,0.86782104,0.3305329,1.3589679,1.3719548,1.2294896,1.5258603,0.842891,0.5743767,0.4957884,1.0839655,0.9877744,1.1090922,1.2878114,1.2870307,1.1286008,0.3625213,1.3356146,1.3615217
shower,0.8194239,1.1670274,1.3181008,0.7740873,1.3209914,1.3428297,1.3828388,0.80843365,0.34578967,0.9024695,0.5577588,1.3079726,0.562738,0.78356653,1.1503747,0.82808423,0.78244823,1.0556103,1.2496288,1.2600374,0.7904775,1.3255463,0.963355,1.0351294,1.2276485,1.1056969,0.77167815,1.1557715,0.9103634,0.7879149,1.2258952,0.5010072,1.0112604,0.83673096,1.169996,0.8421099,0.6702234,0.8053363,1.3325853,0.49208063,1.2672048,0.93786097,0.96253294,1.0928245,0.34577757,0.7785811,0.8275392,1.1895839,1.2685361,1.4390082,0.7527629,1.3183584,0.84143233,1.2953831,1.3158078,1.1498907,1.2670352,1.2202808,1.2180753,0.80177814,1.2331324,1.2496142,0.7935616,1.2656806,0.8885627,1.3122604,1.0219165,1.3295451,0.95489514,1.305033,0.889964,0.91002655,0.86681724,0.81649643,1.1706518,0.45832407,1.1687963,1.1457702,1.1734347,0.7750456,0.9558234,0.61855197,1.2340118,1.0743382,1.329678,1.1355218,1.3725972,1.2639163,1.382849,0.5069483,0.84745395,0.83547115,0.87664974,0.77217305,1.2843628,1.222369,1.293827,1.3430915,0.9842674,1.1021156,1.0250598,1.1933557,1.0787642,1.1343772,1.1590555,1.26388,1.364814,0.28944016,1.2154851,1.0944031,1.2051455,1.0739218,0.9887805,0.7609364,1.1171535,1.006186,1.3300145,0.0,0.6377149,0.60460955,1.4423343,0.7405237,1.3355472,1.0648701,1.2394689,1.183381,1.2209259,0.79819185,0.7553831,0.8470125,0.5819301,1.283224,1.3339657,1.2946535,0.7722675,1.0905186,1.1009321,0.8309339,0.74799365,0.62461466,1.4571102,0.52154034,0.8281939
sink,1.1032127,0.98914415,1.0940431,1.0769098,1.1201726,0.9571957,1.1389018,0.7911929,0.4952808,1.2030206,0.9512298,0.89344007,0.70161396,1.160225,1.0603489,0.9428676,0.76674974,0.96029156,0.96661,0.6778647,0.8300109,1.05846,0.9337652,0.69551957,0.9972775,0.7101793,0.7107402,1.1011157,1.0233325,0.8498227,0.8795356,0.8541354,0.71290624,0.86901784,1.0261451,1.0282582,1.0118396,0.9333085,0.99527955,0.86620706,0.8116347,0.7167641,1.0623215,1.2119339,0.80811477,0.565792,1.1584377,0.9856587,1.182222,1.1933041,1.0656774,1.1863087,1.1125194,1.1949873,0.928779,0.93119085,1.198758,0.74984634,1.1143119,0.8296758,1.1698171,1.130012,1.0952529,1.1021342,1.1942463,1.2293638,1.1197205,1.210192,0.98846316,1.2559242,0.8258179,1.1147888,0.7324659,1.0558604,0.74889755,0.8887669,0.7523661,1.1335602,1.0380116,0.91754985,1.1229206,0.77981216,1.259196,1.1430464,1.1120068,0.7135928,1.0714183,1.0702147,1.2485771,0.5516262,1.0338718,1.1761734,1.0445576,0.8400804,0.8451941,0.84476304,1.1591814,1.1114464,1.1178327,0.7945621,0.9187295,1.0057582,0.5171547,1.2058731,1.1197249,1.1306425,1.1235366,0.65342,0.90507436,1.1251701,1.0763404,1.1145817,0.8890686,1.1575489,1.0586754,1.1122495,1.1198962,0.6377149,0.0,1.0501778,1.102344,1.0195397,0.99405473,0.9967795,0.77030504,0.885394,1.0761815,1.0402101,1.0825052,1.1478283,0.8215469,0.8779509,1.2759784,1.0754831,0.85730934,0.8002829,1.0612848,0.5959655,1.1090261,0.7746546,1.1542426,0.9910674,1.0652713
slide,0.4872464,1.2467636,1.4200681,0.6251011,1.3340244,1.4538652,1.3750179,0.95903504,0.40878892,0.6385848,0.2419768,1.4387208,0.42952675,0.5913492,1.0429608,0.5716008,0.598003,1.1739517,1.4952928,1.4142364,0.92273825,1.433819,1.0405715,1.2521527,1.3670237,1.399703,0.82827556,1.1987091,0.8335329,0.64052415,1.4673349,0.5282974,0.9025258,0.9245446,1.1928799,0.6677661,0.3789028,0.76555383,1.457542,0.41391778,1.4972498,1.1280937,0.8358692,1.0267812,0.7059664,0.9856401,0.5837928,1.264358,1.2883551,1.4684834,0.45963955,1.3755841,0.83638835,1.3596003,1.37894,1.4561758,1.2621698,1.4945748,1.2065041,0.9343973,1.3376794,1.2069173,0.54071665,1.3999939,0.8521139,1.3339436,1.0427091,1.4139687,0.90648025,1.305017,0.700421,0.673242,1.0370626,0.6047151,1.3885617,0.47627014,1.3700029,1.1294951,1.1828532,0.9279988,0.7725655,0.6377643,1.2630305,1.0565928,1.3943119,1.3002264,1.5318719,1.3368421,1.4155912,0.71448404,0.81509113,0.5635286,0.7525153,0.82392585,1.4604616,1.3672894,1.3949306,1.3751392,0.9766054,1.1575764,1.1672803,1.4981961,1.3553226,1.0237708,1.148914,1.3319505,1.4591255,0.5954903,1.3428931,1.0244293,1.207348,0.87077165,0.9191154,0.5724807,1.0032902,0.95303124,1.4752291,0.60460955,1.0501778,0.0,1.49166,0.5663673,1.5257635,0.9511342,1.50264,1.2871428,1.3900396,0.6177865,0.54413795,0.6396807,0.4120053,1.3483815,1.3659985,1.3874332,0.9307621,1.1000226,1.0486405,1.0273371,0.56145865,0.79953843,1.510621,0.45235682,0.5352659
slipper,1.5610365,0.7851308,0.16135216,1.342463,0.66063154,0.4507693,0.5188766,1.3546345,1.4856093,1.3431838,1.5624913,0.2425825,1.5597703,1.3875452,1.0550083,1.4329882,1.3651217,0.9046462,0.34587598,0.6355723,1.3218029,0.58126616,1.0142812,0.9482371,0.7679347,0.65737456,1.1092813,0.7126616,1.2954164,1.3206325,0.6329553,1.3718978,1.2211285,1.2718686,1.0816346,1.4031949,1.5157088,1.4479468,0.1319145,1.6275206,0.4184692,1.1777664,1.2988176,1.1321813,1.3993275,1.2129409,1.4292998,0.74508977,0.7001083,0.40877473,1.3235873,0.5861144,1.2611048,0.5712709,0.52296394,0.7460407,0.55338067,0.44946712,1.1036898,1.4126781,0.7018552,0.98472995,1.2999978,0.79324436,1.2238113,0.59844345,1.1195441,0.5234348,1.203788,0.7777578,1.5076663,1.3217984,1.2428436,1.4108467,0.33571005,1.541228,0.5128342,0.87895674,0.9132694,1.3469611,1.4336839,1.3300631,0.66509163,0.99485016,0.13108069,0.825414,0.27463186,0.7237327,0.47137457,1.4101306,1.253797,1.4554099,1.3259718,1.436832,0.2342459,0.30000234,0.6614579,0.42333066,1.2216306,0.92479193,1.1011862,0.61202025,0.78596234,0.9117279,1.1275809,0.7232245,0.55802774,1.5184455,0.94915867,1.1691402,0.5633605,1.246261,1.0886576,1.4209588,1.0064151,1.1243975,0.22913885,1.4423343,1.102344,1.49166,0.0,1.3557308,0.42061496,1.0131793,0.28994775,0.8803523,0.29343545,1.4824775,1.4423951,1.1931934,1.6432471,0.71764183,0.41743726,0.35359263,1.10429,1.1190416,1.0622182,1.3607553,1.2023339,1.3521776,0.21313441,1.3855265,1.3198946
snow,0.6296023,1.1907904,1.3240373,0.78880787,1.1035812,1.3604817,1.3213012,0.9226776,0.5480384,0.77744967,0.30408102,1.3419752,0.6572351,0.6809614,1.1705606,0.51126003,0.8930739,1.1710018,1.3772163,1.3115531,0.9735717,1.1158735,1.0639483,1.2023753,1.2589033,1.4080358,0.94197494,1.1667675,0.8390235,0.9825152,1.2119538,0.71712303,0.9662216,0.6841825,1.0549339,0.6375116,0.6010369,0.62564635,1.3544786,0.6214498,1.3583692,1.1759629,0.8459182,1.0886133,0.8607228,1.0130279,0.6725955,1.2236611,1.2081338,1.3340561,0.47827232,1.2123098,0.90363765,1.2843004,1.2985848,1.2631712,1.2329737,1.3918107,1.1212631,0.87566984,1.2398982,1.2402294,0.6641413,1.1878268,0.87801087,1.2561016,1.0531038,1.3608365,0.94045013,1.2821457,0.86997664,0.6899415,0.99404377,0.7659732,1.2848072,0.7618742,1.3522736,1.1227794,1.1614835,0.8890938,0.8634908,0.70510244,1.2116995,0.79082954,1.2350528,1.2429036,1.3790355,1.20646,1.3540828,0.8985312,0.5934123,0.6260956,0.86971724,0.818398,1.3835537,1.3381896,1.1679794,1.34174,0.9998517,1.0590861,1.084793,1.3381163,1.2137389,1.0885147,1.2560439,1.2655727,1.3019867,0.7968638,1.11019,1.095101,1.0787358,0.920455,0.9842436,0.6925345,1.0494972,1.0505342,1.4150207,0.7405237,1.0195397,0.5663673,1.3557308,0.0,1.3342661,1.0301818,1.4016223,1.3009374,1.3356941,0.7724335,0.63193405,0.89377826,0.53285587,1.2294571,1.2982279,1.1991194,0.9529586,1.0754023,1.0660977,0.99562085,0.77695763,1.0878574,1.3769053,0.8337983,0.68775576
soap,1.4629775,0.93685806,0.39475328,1.462194,0.5635456,0.45079988,0.27428877,1.1088903,1.4634387,1.3801565,1.5999179,0.6118909,1.5348587,1.4303302,0.86973035,1.4537053,1.4061081,0.8491998,0.26010358,0.4366815,1.1810709,0.44940674,0.8818823,0.56663907,0.6424729,0.53484994,1.0598209,0.89934593,1.2352266,1.1867015,0.51097715,1.383966,1.1920081,1.2540593,0.73645437,1.3520889,1.4899116,1.3859344,0.41269147,1.5616071,0.27692086,0.93125975,1.2125599,0.96558046,1.3614843,1.1919737,1.4621077,0.63240683,0.9468112,0.50519705,1.421032,0.8005367,1.2591579,0.8424419,0.60648024,0.57533306,0.89095414,0.42117083,0.8608695,1.219185,0.946838,1.0142068,1.3553936,0.6764412,1.2892698,0.72028756,1.2904918,0.693693,1.221247,0.65123683,1.3467419,1.3620238,0.90451264,1.521868,0.64100766,1.4470687,0.4756173,1.0302662,0.62778866,1.059674,1.3930833,1.3427591,0.785398,1.0220623,0.47926617,0.55494815,0.6454893,0.9198674,0.5089638,1.4030466,1.1648678,1.5292464,1.3894438,1.3738961,0.50301445,0.555189,0.72014105,0.3274914,1.1951852,0.70188653,0.87279123,0.58311474,0.60031056,0.8051809,1.0489178,0.56258,0.642693,1.373593,0.9001548,0.92293495,0.8039761,1.3093874,1.0239747,1.441827,1.1157013,1.3269615,0.5194975,1.3355472,0.99405473,1.5257635,0.42061496,1.3342661,0.0,1.1450732,0.38616288,0.74939525,0.49128157,1.3870039,1.460504,1.2330589,1.5582198,0.51666903,0.6574335,0.60941327,1.1589196,0.9338572,0.8482584,1.0400076,1.2979944,1.1490449,0.44533992,1.3838565,1.3804429
sock,0.90786576,0.6544819,1.2393503,0.7021234,1.0999073,1.1201122,1.0938923,0.9925851,1.0373669,1.119907,0.93446827,1.0235478,0.8740399,0.94443005,1.150309,0.93015647,1.0371077,1.1056007,1.1648993,1.1093811,0.94449204,1.141102,0.8799213,0.9938356,1.1685972,0.9350577,1.308735,0.890749,1.0207882,1.0035747,1.1959157,0.968251,1.0411903,1.0782826,0.98832035,0.89108783,0.9012748,1.0403593,1.0737101,1.0661871,1.1138625,1.1740704,1.0148876,1.1176217,0.9691097,0.8857059,0.89090806,1.185626,1.0263996,0.90074074,1.0466335,1.0364331,1.0260705,0.7113656,1.2373941,1.2113681,0.575796,1.1023343,1.1523709,1.1170129,1.0573782,0.62470007,1.176906,0.93393123,0.97818565,1.0416322,0.77490795,1.001219,1.0508476,1.1514966,0.8273591,0.91268516,0.9980686,0.68437505,0.8952236,1.0421727,1.1424257,0.7214653,1.1549871,0.99662346,0.7664621,1.1723667,0.8900608,0.8279849,1.1468962,0.7798246,0.9977838,0.96389294,1.0647602,0.93814796,1.2529938,0.8936068,0.61563516,0.8696122,1.0511448,1.0841771,0.99951184,1.2404177,1.0453328,0.97963864,1.105168,1.0673163,1.100457,0.977061,0.8903121,1.1618762,0.96666706,1.0400931,1.0897406,1.2699455,0.84129095,0.75171316,1.0139115,0.9056878,0.47324222,0.681364,0.9970418,1.0648701,0.9967795,0.9511342,1.0131793,1.0301818,1.1450732,0.0,1.0641518,0.8844875,1.2118434,0.987234,0.90744185,1.201477,0.9972012,1.0902518,0.74335754,1.0197941,0.87220526,0.7113603,1.0813102,1.0188439,1.2458513,0.87204695,1.1099164,1.151261,1.0433577
