,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
spoon,1.5507419,0.86672187,0.36529303,1.4177212,0.75282145,0.47289485,0.5105397,1.1422602,1.3261693,1.4563859,1.5737417,0.33486724,1.38851,1.5140221,0.8918087,1.3979917,1.2962643,0.8215284,0.27434862,0.5518873,1.1902273,0.69301915,0.7188401,0.71871746,0.59641427,0.4771142,1.0150565,0.79119694,1.309613,1.091867,0.52681875,1.2462419,1.0467201,1.0976797,1.096209,1.4343963,1.4966419,1.413112,0.16902697,1.4837053,0.346112,1.020044,1.3171122,1.1307458,1.2131749,1.0187541,1.4995407,0.66584444,0.88082385,0.6592054,1.4066789,0.81481504,1.3677177,0.7963406,0.5360129,0.5141087,0.8530886,0.16025907,1.0420089,1.3037032,0.86927646,1.0910869,1.3607947,0.8364286,1.3766134,0.7540879,1.2674593,0.7378014,1.053004,0.81451285,1.3192228,1.3861516,1.0744027,1.4640245,0.23534632,1.2935749,0.3195424,0.89138067,0.8859901,1.2437596,1.4977138,1.2772727,0.93913186,1.046283,0.4254669,0.5923871,0.39173633,0.9082066,0.7165634,1.2496445,1.2269495,1.5630952,1.3607446,1.3506498,0.1505388,0.19643426,0.72950375,0.45196652,1.2473805,0.7737922,1.0467508,0.4261006,0.6293435,1.0486792,1.0320336,0.7256777,0.6528861,1.3041239,0.88656425,1.1300278,0.8344362,1.283679,0.8795992,1.5302104,1.1475456,1.2369627,0.31408346,1.2394689,0.77030504,1.50264,0.28994775,1.4016223,0.38616288,1.0641518,0.0,0.67904335,0.38837576,1.3873416,1.5196594,1.2292426,1.5225536,0.701674,0.7339759,0.54808927,0.8247546,0.92637527,1.0020796,1.1342428,1.2518193,0.9796871,0.4033115,1.3074889,1.3697591
sprinkler,1.1635606,0.87713456,0.940683,1.2128661,0.6661408,0.68709034,0.8917692,1.0055867,1.2285281,1.0643828,1.4021226,0.9295565,1.2510562,1.3995094,0.66626453,1.2570388,1.1602207,0.94216913,0.6984987,0.6645218,1.0347341,0.9951627,0.60875493,0.67457646,0.61376107,0.69892657,1.1347959,1.1265528,0.98915446,0.98666334,0.58414334,1.1470315,1.0247597,1.051676,0.89826244,1.2679219,1.3442914,1.2998705,0.80250835,1.2469809,0.64820415,0.94865066,0.9616216,0.8402598,1.151008,0.8250191,1.3534724,0.8119884,0.8939437,0.8520485,1.1768597,0.8310021,1.2563208,0.92371,0.8838313,0.7100976,0.915431,0.62118864,0.7838706,0.97184527,0.99934226,0.9008503,1.2633376,0.8410171,1.2161473,1.045472,1.1006407,0.89187175,0.8257026,0.7070283,0.8679062,1.3134959,0.7890934,1.3397827,0.82825196,1.1962855,0.429322,0.982551,0.94333977,0.9820764,1.0738167,1.1766664,1.0090551,1.0526141,0.9715104,0.73154247,0.90430194,0.8739418,0.95777714,1.1511749,1.2728755,1.4233534,1.2694619,1.1084104,0.7179463,0.7252846,0.9393153,0.94763064,0.9281672,0.86106825,1.081396,0.74400073,0.936922,1.2728899,0.8729518,0.85519695,0.6969336,1.2074562,1.0086743,0.82726336,1.1093086,1.0427047,0.68629587,1.3809469,0.9278991,1.1858938,0.86782104,1.183381,0.885394,1.2871428,0.8803523,1.3009374,0.74939525,0.8844875,0.67904335,0.0,0.8725078,1.139581,1.3481476,1.1285313,1.2880784,0.652757,0.8845082,0.91609,0.9716639,0.90223056,0.81066185,0.93662405,1.1714207,0.7198538,0.7856993,1.2302691,1.1888084
strawberry,1.4397068,1.0099432,0.12680948,1.4099286,0.60045034,0.3488961,0.61304265,1.12332,1.4049323,1.2837262,1.4960566,0.36023366,1.4687845,1.4055531,0.978423,1.3783475,1.2936887,0.8164486,0.29294658,0.58370626,1.1700599,0.7221199,0.8962976,0.7576097,0.7326134,0.60014254,1.0262833,0.7987173,1.2505889,1.1472591,0.60829306,1.2304457,1.1833311,1.2430954,1.1075511,1.4310105,1.4520595,1.4685133,0.23177004,1.426781,0.39954364,0.9663199,1.2418926,1.0310087,1.2408111,1.1903424,1.400434,0.66935545,0.8352314,0.69393694,1.2789419,0.87158704,1.26142,0.88375485,0.5286257,0.60955334,0.9898958,0.5754176,1.0025237,1.3461063,0.9834439,1.1060762,1.169363,0.8049111,1.267164,0.7667134,1.302039,0.6896529,1.1533924,0.73815674,1.4433396,1.371212,1.1558211,1.4808978,0.53060967,1.3777444,0.44615877,1.0353658,0.73571354,1.1578889,1.3535075,1.2455547,0.95503426,1.0400186,0.2994883,0.8702421,0.50878626,0.98324704,0.6196002,1.3490378,1.1530682,1.4542089,1.4281262,1.3594195,0.39628065,0.42275047,0.8359679,0.36422926,1.066029,0.8890101,1.0906768,0.5996578,0.80549467,0.85951865,1.0662136,0.72619903,0.57337314,1.3343893,0.99939466,1.020437,0.9526944,1.32752,1.0050204,1.4352374,1.1305902,1.2622414,0.3305329,1.2209259,1.0761815,1.3900396,0.29343545,1.3356941,0.49128157,1.2118434,0.38837576,0.8725078,0.0,1.3859468,1.4470348,1.0745095,1.470762,0.6623502,0.75674903,0.49261028,1.099715,1.1288619,0.88069963,1.1894459,1.0311587,1.2098094,0.43295908,1.2356315,1.2561002
stroller,0.47523165,1.2281966,1.4522421,0.8607341,1.254291,1.4391744,1.3462577,0.6565379,0.8043858,0.774481,0.56364685,1.3894134,0.5811904,0.7941592,0.90941364,0.5979165,0.82543105,1.0587738,1.3293679,1.2830329,0.81997734,1.3943688,1.0239873,1.0751613,1.1041887,1.1451592,0.85284686,1.2386476,0.6314416,0.5682037,1.3468992,0.775037,0.83704954,0.9119158,1.0500399,0.80768466,0.53778964,0.8073002,1.4908801,0.40205884,1.356167,0.9871052,0.60421526,0.9196681,0.85530984,0.9859316,0.6994764,1.0702193,1.3306372,1.4607193,0.8541194,1.3212713,0.92242783,1.3595457,1.2699593,1.2861016,1.239228,1.2852875,1.0150989,0.71156883,1.1842463,0.8129878,0.7947876,1.1734589,0.90827507,1.1623735,1.0250828,1.2662655,0.9465188,1.0992024,0.6369287,0.73887885,0.94554573,0.66982794,1.4051902,0.60657513,1.3432094,1.200258,1.1093382,0.8332844,0.6017839,0.6258805,1.3161454,1.1609223,1.4540703,1.160352,1.4407818,1.2910058,1.3836589,0.7437228,0.8793786,0.6442921,0.7466341,0.8374593,1.4492099,1.4291624,1.2065872,1.354647,0.94610393,0.96386933,1.0016167,1.3241967,1.1846819,1.0056047,0.7379498,1.1171975,1.260351,0.72396225,1.1002187,0.7747198,1.220874,0.8742157,0.9894804,0.7540772,0.7917673,0.87845206,1.3589679,0.79819185,1.0402101,0.6177865,1.4824775,0.7724335,1.3870039,0.987234,1.3873416,1.139581,1.3859468,0.0,0.70227706,0.9328277,0.57136375,1.2745104,1.3600814,1.466039,0.97469765,0.88207245,1.0052806,0.8269586,0.94757944,0.6698264,1.3701992,0.8037698,0.80104196
sweater,0.70281625,0.9540217,1.4536986,0.4560504,1.3558859,1.4795213,1.4273822,1.1451453,0.6154154,0.7629474,0.46711153,1.3334751,0.76828134,0.28382373,1.1747768,0.6564185,0.917711,1.3026338,1.5251315,1.4971464,1.08855,1.3609653,1.244403,1.3146122,1.3735545,1.406224,0.96274227,1.0820248,0.83594763,1.0603377,1.3938687,0.74661565,1.0728291,0.86896694,1.1583273,0.7242172,0.62420547,0.7325827,1.5194137,0.7460955,1.5233026,1.1920245,0.8605366,1.1354306,0.79663885,1.1099689,0.3321324,1.3465157,1.1407946,1.2287883,0.6766793,1.2652402,0.69430995,1.1106308,1.4096007,1.3859582,1.0380118,1.4876391,1.3094423,0.81582415,1.1054463,1.0320966,0.78929156,1.3439157,0.6055862,1.2258453,0.7964511,1.1676444,0.9802794,1.234614,0.92166066,0.18556225,1.0797298,0.22150809,1.3534613,0.7390088,1.5098529,0.9307053,1.2296925,0.9483475,0.76377654,0.6883235,1.0249127,0.90182143,1.3334098,1.344204,1.24509,1.0992345,1.2904334,0.80949485,0.90529454,0.29657614,0.30531454,0.80998963,1.5050327,1.4749926,1.1260998,1.4791765,1.0390437,1.2838297,1.1039261,1.3347486,1.3164749,1.0005939,1.0121729,1.394109,1.3997755,0.710019,1.2204231,1.1404475,0.9916073,0.6943873,1.1513314,0.15203655,1.0173844,0.5543967,1.3719548,0.7553831,1.0825052,0.54413795,1.4423951,0.63193405,1.460504,0.90744185,1.5196594,1.3481476,1.4470348,0.70227706,0.0,0.85072803,0.66785896,1.4708633,1.1692805,1.26213,0.9613208,1.1833783,1.3236895,1.2001235,0.86276215,1.0512743,1.3768532,0.8155446,0.6958356
swing,0.86054265,1.1977395,1.1036346,0.95382893,1.1093352,1.1626594,1.1810426,1.0452942,0.9057877,0.68389285,0.8139258,1.1808989,0.84513,0.9050703,0.9993823,0.9964477,0.7437185,1.0501316,1.1373968,1.1822009,1.051441,1.250946,1.0370905,1.1379598,1.1113782,1.2390987,0.8609375,1.1835297,0.9680937,0.9454752,1.1164212,0.8330975,1.0645202,1.0555038,1.1516994,0.9818827,0.84613496,1.0364673,1.1423137,0.81414825,1.194701,1.1060346,0.9557569,0.99610585,0.900158,1.0934213,0.80455744,1.0759037,1.0643876,1.2330306,0.6913297,1.1834064,0.7554303,1.19497,1.031418,1.1246244,1.2360563,1.2054771,1.0825409,0.99163985,1.1206161,1.2477905,0.47615016,1.153854,0.8761044,1.1217306,1.0614933,1.156025,1.0313531,1.0489194,1.0189863,0.9289309,1.0583844,0.98141724,1.2410234,0.85468054,1.1677122,1.2025766,1.0791922,0.9472004,0.9678662,0.8904867,1.0872632,1.1450721,1.1141291,1.3012426,1.2536471,1.1496809,1.1988305,0.9911655,0.87614125,0.8348167,1.035461,1.0093372,1.198859,1.1504903,1.2070994,1.1262497,0.928207,1.1714368,1.0865862,1.1819152,1.217946,1.0255628,1.1507146,1.1816831,1.2011288,0.86291456,1.0735865,0.98891866,1.117553,1.0495986,1.039329,0.82702655,1.2191514,1.1590714,1.2294896,0.8470125,1.1478283,0.6396807,1.1931934,0.89377826,1.2330589,1.201477,1.2292426,1.1285313,1.0745095,0.9328277,0.85072803,0.0,0.8305677,1.1416876,1.1731522,1.1112685,1.0591959,1.2523928,1.0326433,1.0911444,0.41024137,1.0058621,1.1897974,0.58828765,0.7559193
table,0.5390973,1.2568614,1.5323329,0.71712935,1.3538456,1.4685962,1.5263834,0.7345298,0.3877939,0.8263716,0.2942983,1.51116,0.2625134,0.68498135,1.1562505,0.6772984,0.62711823,0.9787855,1.4977603,1.2852031,0.63008195,1.3507748,1.0127168,1.1072686,1.3088329,1.3301082,0.96055627,1.1982762,0.7745409,0.45552802,1.3978679,0.5310335,0.54531413,0.85701454,0.9813776,0.6839963,0.34829462,0.6712233,1.569465,0.29634678,1.4484506,0.87138486,0.76094973,1.0447878,0.5869691,0.70869243,0.6485629,1.2734191,1.3399866,1.504756,0.6513806,1.4533648,0.8708352,1.4231808,1.472636,1.3509691,1.3614037,1.474947,1.1496308,0.76301676,1.330167,1.2447274,0.6041159,1.228466,0.85913473,1.337954,0.97604626,1.4797261,0.83269316,1.3523576,0.5535488,0.81191266,0.8298731,0.6912476,1.3710909,0.34670937,1.3625919,1.152076,1.2379857,0.7471746,0.800727,0.73052305,1.3757433,1.0871077,1.5289305,1.2669421,1.5632287,1.3434198,1.4701859,0.56337553,0.8441061,0.61224353,0.7620465,0.5591073,1.5462772,1.4528724,1.4252038,1.4602664,0.91520894,1.2034824,0.9562358,1.458179,1.0651788,1.0979645,1.0410535,1.2935004,1.447498,0.47007966,1.2005404,1.042638,1.2240928,0.88339615,0.84972733,0.6632151,1.0820874,0.97027665,1.5258603,0.5819301,0.8215469,0.4120053,1.6432471,0.53285587,1.5582198,0.9972012,1.5225536,1.2880784,1.470762,0.57136375,0.66785896,0.8305677,0.0,1.2817855,1.5027422,1.4601401,0.8867421,1.0625505,0.93245775,0.51746416,0.85395527,0.66304445,1.666422,0.66133493,0.70303106
tape,1.3794265,1.1234013,0.61913437,1.4911982,0.3133117,0.35523695,0.57913494,0.8637719,1.2809536,1.3254023,1.4173014,0.7358713,1.3055844,1.4433,0.95379657,1.2073318,1.060256,0.6450806,0.5587929,0.20713377,0.83168674,0.7630944,0.8586898,0.3894893,0.76617813,0.61265254,1.0213437,1.0140818,1.2183135,1.0147563,0.46604198,1.3190229,0.8756013,1.1552231,0.6844437,1.3367579,1.3782487,1.3748403,0.588289,1.2820935,0.39179814,0.69234484,1.1791728,0.763201,1.4295583,0.9124506,1.406455,0.71349883,0.9362387,0.77199566,1.2741153,0.7881824,1.2357712,1.0627236,0.71790063,0.864635,1.1523612,0.7432359,0.66133696,1.1038369,1.0200808,0.94738626,1.2041448,0.45734012,1.358926,0.8758038,1.2853428,0.8837915,1.0305943,0.80129325,1.112274,1.4078693,0.7000582,1.5057298,0.92663264,1.4370525,0.53299177,1.2054591,0.6748879,0.98774415,1.1737956,1.1211659,1.0319881,1.1870792,0.75757986,0.68543196,0.9691569,1.1013124,0.68264544,1.21813,1.2052569,1.4430809,1.5061754,1.1821723,0.64418805,0.66417384,0.98489577,0.5158222,0.91001904,0.70131624,0.9073742,0.9995925,0.62836915,0.9197167,1.0206618,0.61269885,0.7425573,1.3643894,0.98297966,0.9851521,1.1580585,1.1574373,0.7635584,1.4923104,0.97491384,1.3631155,0.842891,1.283224,0.8779509,1.3483815,0.71764183,1.2294571,0.51666903,1.0902518,0.701674,0.652757,0.6623502,1.2745104,1.4708633,1.1416876,1.2817855,0.0,0.9669875,0.86507213,1.0964419,0.8550067,0.30980676,0.7424865,1.205417,1.218772,0.6125936,1.367875,1.2583592
toe,1.3567793,0.46343732,0.6853539,0.93143374,0.8629168,0.7680751,0.71920794,1.3658725,1.4675995,1.1825353,1.4461321,0.77574944,1.5103729,1.1329447,1.1187078,1.4284016,1.3884236,1.1037191,0.76666886,0.95449674,1.3488479,0.6901567,1.1278625,1.1395718,1.0318434,0.9162391,1.384279,0.83700943,1.2557993,1.3179674,0.88981396,1.3292212,1.3067045,1.3179674,0.94324684,1.1579403,1.3834419,1.3354933,0.66492546,1.5370574,0.7856557,1.205061,1.2485598,1.0043527,1.2684274,1.1921078,1.1747483,0.9715446,0.52915204,0.35093725,1.2173028,0.5459715,1.0327691,0.1610763,0.95001864,0.93992174,0.20853066,0.75808287,1.1753998,1.1829646,0.5883892,0.7563125,1.3134564,0.84125555,0.95854837,0.7390529,0.5209079,0.56418556,1.2493689,0.7718605,1.3609961,1.156905,1.2615341,1.1158906,0.7787973,1.42396,0.93294007,0.6133174,0.9317921,1.2368357,0.9696225,1.4450645,0.40814447,0.8601625,0.48745918,0.90349704,0.48044002,0.48594892,0.5213512,1.3669932,1.2864501,1.1985683,1.038739,1.271867,0.73183,0.73482895,0.7495841,0.73835635,1.100538,1.0918154,1.0078298,0.7404891,1.0007123,0.93189496,1.1186817,1.0242611,0.6626049,1.4212946,1.0315844,1.1924115,0.6159407,1.0443249,1.2192547,1.1325755,0.8074594,0.8775537,0.5743767,1.3339657,1.2759784,1.3659985,0.41743726,1.2982279,0.6574335,0.74335754,0.7339759,0.8845082,0.75674903,1.3600814,1.1692805,1.1731522,1.5027422,0.9669875,0.0,0.565231,1.0646713,1.1081133,1.1702001,1.3244357,1.2693553,1.2829242,0.5021614,1.317175,1.2883523
tooth,1.3885119,0.8125653,0.40639108,1.2618765,0.77184844,0.5940714,0.66433907,1.2910393,1.3466656,1.2357057,1.4063754,0.4471112,1.4616666,1.2425019,1.1773512,1.3654157,1.33756,0.99500066,0.6075289,0.7987114,1.2612165,0.65865093,0.98869467,1.018678,0.89580107,0.8781123,1.1506151,0.82843274,1.2683804,1.3527129,0.64361686,1.2832272,1.2562561,1.1025916,0.9794967,1.2217748,1.3924855,1.2337058,0.41362238,1.5030187,0.63670206,1.08611,1.2720761,1.2288457,1.274144,1.1096376,1.2941569,0.8827676,0.7126949,0.52010554,1.1525964,0.6654768,1.037872,0.6159394,0.66323614,0.7964488,0.6688358,0.626002,1.0912683,1.223696,0.706144,1.143191,1.247064,0.80249745,1.0451468,0.70868874,1.0277742,0.71486163,1.1996684,0.93245894,1.3640645,1.2399141,1.1729022,1.2986532,0.4679606,1.4126315,0.7310451,0.9567014,1.0012645,1.1417625,1.3734696,1.2505249,0.63451475,0.8957871,0.38095754,0.9688392,0.40212095,0.7619722,0.6865551,1.3225079,1.1699166,1.2991598,1.2203228,1.2659764,0.48823404,0.54891413,0.7164549,0.6257618,1.1736324,1.0984318,1.049873,0.68721384,0.85667765,0.99760735,1.2339318,0.8968189,0.75863564,1.3743087,1.0268427,1.2364559,0.6469292,1.1509856,1.0803624,1.2392464,1.1458178,1.1404091,0.4957884,1.2946535,1.0754831,1.3874332,0.35359263,1.1991194,0.60941327,1.0197941,0.54808927,0.91609,0.49261028,1.466039,1.26213,1.1112685,1.4601401,0.86507213,0.565231,0.0,1.0244021,1.176522,1.0857004,1.2308497,1.1186184,1.3524847,0.50178754,1.2727363,1.2188694
toothbrush,0.9690701,1.0605743,1.1458611,0.75282514,1.0989668,1.1051913,1.0640109,1.024334,0.7874875,1.1508493,0.9233689,1.1145399,0.9169643,0.9306891,1.0720329,0.9855697,0.97172546,0.8147172,1.0522393,1.1781201,0.8641527,1.1966763,0.62998515,1.012863,1.0751227,1.1127255,1.0541265,0.75767493,1.1387565,1.0672754,1.0952331,0.819304,1.0589985,0.5698328,1.0540925,0.7596983,1.0224444,0.72637135,0.8393246,0.86221683,1.1512088,0.9511782,1.1669968,1.060611,0.8705685,0.90699625,1.0250009,1.2881063,1.0965683,1.1744692,1.0467383,1.1404508,1.0319821,0.9459745,1.0480554,1.1192921,1.0371413,0.87828976,1.1487986,0.8250964,1.0529126,1.0069933,1.096912,0.71361977,1.0228738,1.1340457,0.75411856,1.2865574,0.75180686,1.3009185,0.7979356,1.025239,0.9575727,0.93280846,0.7472337,0.77340126,1.0673794,0.886545,1.1113585,0.89957106,0.9838642,0.9194565,1.1182414,1.0226504,1.0508959,1.0668213,1.071719,1.0601722,1.1953635,0.9404885,1.1278214,0.9701281,1.0242114,0.6942801,0.76838,0.6953956,1.1688768,1.0630643,1.0886167,1.2273175,1.0540216,1.110307,0.98853546,1.0525756,1.123705,1.2137933,1.2750516,0.896239,1.2501605,1.2312542,1.0945346,0.87870824,0.5095015,0.98470014,1.0709686,1.0205499,1.0839655,0.7722675,0.85730934,0.9307621,1.10429,0.9529586,1.1589196,0.87220526,0.8247546,0.9716639,1.099715,0.97469765,0.9613208,1.0591959,0.8867421,1.0964419,1.0646713,1.0244021,0.0,1.029474,0.90157384,0.8775825,1.1046503,0.7709174,1.1219393,0.9968125,1.0227765
towel,0.8751881,1.0289841,1.1552188,1.177222,0.96736336,0.9438357,0.91559935,0.5700059,1.028386,1.268797,1.0186739,0.96798956,0.80693686,1.140826,0.8721395,0.6283907,0.9047744,0.808839,0.91589344,0.8148861,0.7519673,0.9208118,0.8394569,0.7162421,0.9983939,0.5566134,1.1044936,0.9649925,1.0792134,0.73391634,1.0258093,1.0788149,0.82671356,0.9618561,1.0159837,0.9695072,0.93487024,0.90698594,0.9972984,0.9495284,0.8685189,0.8194208,1.0623553,0.8173594,1.045087,0.87644595,1.1089048,0.93468654,1.0951338,1.1827476,1.2868085,1.1292125,1.3337191,1.0936339,0.9525552,0.8258149,1.0994226,0.8523096,0.82671607,1.1798967,1.2306798,0.60055023,1.206306,0.8226459,1.3556802,1.1111522,1.1092618,1.11116,1.1465031,0.91045886,0.76959175,0.99863213,1.0785595,0.99332833,0.9642037,1.028531,0.9729893,0.9052115,0.93827856,0.91633016,0.68005204,1.232251,1.2187105,0.9032284,1.2260275,0.20481408,1.0395124,1.1213635,1.1504068,0.9528926,0.9329881,1.0644554,1.0330939,0.8567489,0.9345497,0.93459743,1.0168378,1.02554,0.9681121,0.37751472,0.86910754,0.8447928,0.79599214,0.9458887,0.6929932,1.0252204,0.97585696,1.0827432,0.7810083,0.95979005,1.2040396,0.96008307,1.1375481,1.2323751,0.71935135,0.99597096,0.9877744,1.0905186,0.8002829,1.1000226,1.1190416,1.0754023,0.9338572,0.7113603,0.92637527,0.90223056,1.1288619,0.88207245,1.1833783,1.2523928,1.0625505,0.8550067,1.1081133,1.176522,1.029474,0.0,0.8346598,0.7836077,1.2490981,0.87012106,1.0018617,1.1439996,1.0657339
toy,1.0546024,1.2446603,0.9178832,1.338272,0.54651827,0.6635889,0.806093,0.643767,1.1432962,1.2033727,1.1112626,1.0428783,0.9818737,1.2770189,0.90470743,1.0018826,0.8443988,0.4666853,0.8014469,0.5496185,0.52947557,1.0166582,0.73649365,0.53133345,0.8549986,0.84624124,1.073238,1.0701743,1.1021874,0.8401076,0.7690817,1.1466013,0.837039,1.079044,0.756674,1.0375822,1.0802959,1.1331972,0.8388265,0.92825574,0.75253415,0.6233685,1.0377427,0.45636714,1.2606193,0.86369854,1.2123322,0.87799835,1.1474518,1.1197945,1.1612563,1.0809742,1.1438433,1.2436122,0.952492,0.9954742,1.329488,1.0224582,0.52292943,1.1131189,1.2036123,0.93103933,0.99525595,0.44745177,1.2865927,1.0632603,1.2040296,1.1432469,0.9627987,0.8395753,0.7938614,1.3096685,0.86440814,1.3513392,1.1641688,1.0769824,0.82261467,1.2697655,0.8387579,0.8036409,0.9386299,1.097923,1.1794822,1.2067914,1.0501925,0.86457044,1.2534807,1.3046694,0.955114,1.1294941,1.0710081,1.2242615,1.414041,0.93502784,0.9079046,0.88104254,1.2201176,0.74916893,0.72690165,0.78421324,0.89846635,1.1884367,0.87635684,0.8808994,0.956121,0.65278363,0.9946947,1.1989954,1.1243366,0.88866097,1.3758364,1.065393,0.6287456,1.3451666,0.94149727,1.3693439,1.1090922,1.1009321,1.0612848,1.0486405,1.0622182,1.0660977,0.8482584,1.0813102,1.0020796,0.81066185,0.88069963,1.0052806,1.3236895,1.0326433,0.93245775,0.30980676,1.1702001,1.0857004,0.90157384,0.8346598,0.0,0.5273555,1.0985738,1.0090556,0.92814183,1.2107854,1.0540725
tray,0.9187454,1.1624937,1.242171,1.1405375,1.0383906,1.0827937,1.0860915,0.48748386,0.8175443,1.1730542,0.94663596,1.2514013,0.6277559,1.155007,1.0522656,1.0189245,0.74572986,0.6450943,1.0139849,0.65700406,0.4145121,1.0359948,0.89644754,0.64863044,1.007505,0.8545723,0.98420066,1.1450316,0.9707777,0.676245,1.0199176,0.9413744,0.59225893,0.94583017,0.6868911,0.90047914,0.8712349,0.81938255,1.213737,0.7284668,0.9344885,0.41567153,0.94079185,0.7580074,0.9080962,0.554594,1.1121688,0.991309,1.2614629,1.265991,1.151183,1.2869079,1.0746822,1.2606854,1.1993127,1.0305495,1.3001493,1.0526928,0.7853825,0.78116035,1.2471659,1.0014557,1.0415068,0.7515652,1.1894567,1.2073189,1.009998,1.3376048,1.0206007,1.1131091,0.5827008,1.2673035,0.62044007,1.1447326,1.1038533,0.7738352,1.0330346,1.2059546,0.9644345,0.65785944,0.8769074,0.9840643,1.2907245,1.1717594,1.3502398,0.82952464,1.3541547,1.3195424,1.177967,0.71364367,0.9723704,1.1033013,1.1495972,0.691525,1.1634176,1.1056018,1.3217696,1.0229537,0.8321284,0.88650167,0.6991749,1.2248935,0.6023433,1.0589142,0.86393183,0.8932671,1.1587348,0.78405285,0.9924559,0.9246805,1.2917826,1.046748,0.7681242,1.1915166,0.95794094,1.1907142,1.2878114,0.8309339,0.5959655,1.0273371,1.3607553,0.99562085,1.0400076,1.0188439,1.1342428,0.93662405,1.1894459,0.8269586,1.2001235,1.0911444,0.51746416,0.7424865,1.3244357,1.2308497,0.8775825,0.7836077,0.5273555,0.0,1.1862016,0.7060328,1.2933259,1.0470561,1.1086562
tree,0.8225014,1.2199843,1.0712966,0.9178302,1.1214542,1.1400672,1.2066431,1.0528268,0.78126705,0.5582851,0.71607316,1.1404326,0.85113996,0.8592876,0.9763236,0.84819555,0.6918715,1.090223,1.1974325,1.2371949,1.0671642,1.2280781,1.1222951,1.2135154,1.108503,1.3104036,0.72644866,1.2131572,0.9221424,1.0185858,1.1199772,0.75475025,1.0576717,1.0277892,1.2144874,0.94979745,0.8709903,1.0234083,1.1588283,0.7529786,1.2406838,1.1174791,0.9433594,1.0660623,0.8590888,1.1150465,0.87075496,1.0630547,1.0649629,1.3265619,0.5802921,1.1841255,0.7912244,1.2625954,0.905077,1.0860817,1.3109959,1.2534162,1.0559757,0.962563,1.1606356,1.2901021,0.3908373,1.2356673,0.85341567,1.1709716,1.10266,1.1720614,0.9548865,1.1376522,1.0826542,0.94855034,1.1091325,1.0208311,1.231931,0.8458571,1.1283758,1.2475934,1.0051442,0.99400634,0.96407795,0.750318,1.1655145,1.1130633,1.1144483,1.3325292,1.2839441,1.1492257,1.2613771,0.9864408,0.7604604,0.8698679,1.085548,0.9916293,1.1812387,1.1387763,1.1843903,1.1468663,0.94867754,1.1308722,1.099263,1.1539575,1.2240617,1.1487279,1.2377924,1.1915011,1.221514,0.8434353,1.0062203,0.97781914,1.1853385,1.1265408,1.0197337,0.82760656,1.2446243,1.1861297,1.2870307,0.74799365,1.1090261,0.56145865,1.2023339,0.77695763,1.2979944,1.2458513,1.2518193,1.1714207,1.0311587,0.94757944,0.86276215,0.41024137,0.85395527,1.205417,1.2693553,1.1186184,1.1046503,1.2490981,1.0985738,1.1862016,0.0,1.0566324,1.2534645,0.35940516,0.6628082
