,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
sock,1.3396357,0.5666016,0.81311405,0.81032926,1.3207759,0.77796733,0.5552006,0.86164445,0.8496362,1.2768888,1.1379802,1.3533719,0.4549986,1.1958514,1.3384378,0.9014391,1.2651267,1.2093202,0.9600247,0.7255403,0.73782873,1.1367575,0.89050066,1.0566466,0.78616047,0.9818168,0.4928292,0.93838936,0.8223119,1.2383618,0.8459396,0.8636443,1.1767712,1.329587,0.6155907,1.0427003,0.73240477,1.3070765,1.0761075,0.6683372,1.2936292,0.7019255,0.9612594,1.1767063,1.2568666,1.023469,1.1258358,0.891712,1.321302,1.1999559,0.9002006,0.859331,1.0402207,0.8000345,1.3565867,0.90556574,1.3056734,0.6713695,0.94800466,0.9894422,0.75239766,0.9632372,1.1660942,0.7507334,1.3454964,0.94834286,0.69271874,1.208218,0.9117679,1.364582,0.8547984,1.1879336,0.71908355,1.1297284,1.1442865,1.1783885,1.1522892,1.028026,1.225894,0.70605236,1.1612996,0.59347683,1.2124838,0.87132317,1.0370195,1.2086271,1.1197579,0.69735897,1.2176436,0.87461096,0.6944615,0.6672381,0.77929145,0.8059051,1.189045,1.1674165,1.3528337,1.2552875,1.1788566,0.6433201,0.6752039,0.7905696,0.80315244,1.0782285,0.6697279,1.256022,0.80728364,0.735678,0.83424515,0.7450607,0.7503284,0.7940806,0.76109445,0.80194265,1.1514218,1.2396929,0.91176474,0.9303681,1.2242881,0.9696838,1.3628585,1.0480288,1.0223955,0.8446265,1.1545874,1.0119455,1.3545302,0.7184484,1.2092952,0.8981208,0.0,0.8050666,0.7245804,0.9769714,0.91506267,0.73904896,1.0040224,1.4169748,1.3678763,0.6833161,0.95033354,0.89913696,1.1253848,0.6969126,0.8632724,1.2210327,1.239545,0.7556721,0.98152274,0.66519636,1.2383275,0.5635437
soup,1.1609491,0.9233913,0.776551,0.6101573,1.2937329,0.7996738,0.6594385,0.7578244,1.0315626,1.1907225,1.1798204,1.2697468,0.59144413,1.2933166,1.2570307,1.0190899,1.2372214,1.1313381,0.89964294,0.79560614,0.58984166,1.1043447,0.71772784,1.1595259,0.9399748,0.9379261,0.67900324,1.0809546,0.97514117,1.1684034,1.1705425,0.8728806,1.225145,1.315868,0.8042886,1.0999786,0.837077,1.2579511,0.8958743,0.6684594,1.2716191,0.7738878,0.8841781,0.8693602,1.1744972,1.2498775,1.1623914,0.9016623,1.2641003,1.1364653,1.0010873,0.90106887,1.0956434,0.8121995,1.1716897,0.9793696,1.126311,0.62283707,0.9917635,1.0877897,0.87886465,0.7965974,0.9774503,0.92634547,1.1126419,0.8547732,1.1116956,0.9798025,0.8162199,1.1868339,0.70875394,1.1473279,0.90764415,1.1804048,1.0064662,1.2229546,1.2948827,0.8617939,1.2586398,0.8581457,1.1852198,0.8575815,1.1386584,0.7002117,0.93003523,1.2543317,1.103147,0.68845487,0.9281249,0.77237606,0.844381,0.78530955,0.8344046,0.8812101,1.0984285,1.1333665,1.1974726,1.2639745,0.9972578,0.6914397,0.71642673,1.0043477,0.76164466,1.1987982,0.9339854,0.8419883,0.89772654,0.6047659,0.8457573,0.9517533,0.85358053,1.2034324,0.9277001,1.0726042,1.1404,1.0684669,1.117207,1.0514948,1.2749016,1.0525984,1.2434921,1.1641474,1.1041712,1.0584992,1.1910709,0.89136505,1.2725496,0.70664406,1.1213026,0.887324,0.8050666,0.0,0.7766568,1.011526,0.89335,0.9201803,1.1430352,1.2922081,1.1849692,0.7300459,0.9808566,0.84661716,1.1167231,0.8731669,1.0269457,1.0773125,0.9787571,1.0020806,1.1792698,0.8326892,1.1024055,0.84725875
spoon,1.393682,0.82335496,0.77462685,0.6221614,1.3267932,0.75381184,0.7612792,0.7131181,0.8502571,1.2888411,1.2514466,1.5395105,0.685189,1.3529341,1.4645569,0.6706681,1.4639858,1.2338111,0.94505084,0.57933223,0.41353536,1.2550882,0.6760974,0.86916184,0.817926,0.80367553,0.6904291,0.9863768,0.8295622,1.2225708,1.040825,0.5905688,1.27138,1.4000201,0.7692023,1.0177188,0.7237575,1.5400912,1.0793303,0.49231774,1.4426214,0.52178454,0.7889742,1.123122,1.1870847,1.1643347,1.3134549,0.89006895,1.42067,0.848034,0.9319643,0.73551136,1.2455003,0.80105364,1.3854169,0.790419,1.2953701,0.5637972,0.85713357,1.024168,0.15012944,0.8251914,1.2209733,0.8750091,1.1024665,0.9164022,0.88021815,1.3155901,0.84299266,1.3377682,0.60551554,1.0745058,0.7225784,1.3313783,1.0696265,1.2682781,1.4637899,0.94158286,1.4432253,0.201505,1.1902456,0.3662814,1.2581232,0.8784303,0.94058955,1.3265135,1.2129254,0.8710312,0.95894086,0.73172504,0.617617,0.79039073,0.85518336,0.8051142,1.1936626,1.2048924,1.4953815,1.4189756,1.0659001,0.3803422,0.3707235,0.7850889,0.76234347,1.3666254,0.7699933,1.0905964,0.76494145,0.3355416,0.80634654,0.8399067,0.67999303,0.8885857,0.5969466,0.8031421,1.2102661,1.2612959,0.7918527,0.72411096,1.2541227,0.8021219,1.4780874,1.0968652,1.2782803,0.654782,1.2054987,0.7614765,1.4593713,0.6252831,1.3000239,0.5992774,0.7245804,0.7766568,0.0,0.76771796,0.8877029,0.8295102,1.2902309,1.466854,1.4052196,0.699244,0.8205953,0.6312202,0.7603445,0.64776003,1.0070028,1.0708983,1.2992747,1.0689975,0.8853472,0.58138293,1.3149167,1.0048991
sprinkler,0.8559035,1.0591298,1.1585999,1.0384622,1.0770237,1.0685612,1.0247877,1.0519344,1.0506703,1.0402689,1.1260748,1.0573789,1.0366656,0.91039413,1.2403843,0.5867004,1.1099616,0.92022717,0.94640845,0.96723723,0.93692654,0.96035177,1.0112172,0.6716503,0.8355069,0.90476596,0.9862965,1.0745293,1.0533092,0.9848823,0.7486544,0.9317358,1.0211527,1.1339322,0.8957061,0.9888788,0.9825351,0.99872625,1.1688758,0.98472923,0.98005366,0.8879733,1.0009091,1.0058159,0.96717775,1.0060946,0.9046082,0.86486804,1.1347314,0.6294146,0.978191,1.0803072,1.1640285,1.1043093,1.1923953,1.048164,0.9834222,0.8941214,0.9966177,0.9666516,0.8467771,0.90131855,1.0775588,0.9974171,0.95756423,1.0913095,1.0208617,0.98105747,1.0416725,1.1400887,1.0836645,1.0526903,1.1275237,1.0238179,0.9010773,0.7127884,1.1850419,0.948755,1.0938288,0.7813795,0.9417473,0.7539154,0.9388494,1.0215341,1.0237322,1.0555698,1.0286051,1.0005544,1.0020578,1.2147641,0.920863,1.0794421,1.1031106,1.1512302,0.9500858,1.1468277,1.1914811,1.0552067,0.99025244,0.9117261,0.9011305,0.9060823,0.996921,1.1306031,1.0353894,1.1820822,0.8124323,0.95447785,0.943384,1.0963348,1.1297556,0.84605235,0.9152194,1.0390145,0.9455126,1.0793742,0.90146965,0.93597674,1.126438,0.7592142,1.1940613,0.9680208,1.1028811,0.86760837,1.0326126,0.88281804,1.001845,1.1401501,1.201281,0.942389,0.9769714,1.011526,0.76771796,0.0,0.9861021,1.0857514,1.0367624,1.1634843,1.0438064,1.0095148,1.0498599,1.0869446,0.90865177,0.9100058,0.936661,0.8429368,0.98873514,1.157304,0.5556637,0.96243274,0.8448216,1.0578244
stick,1.2294494,0.6887219,0.8140294,0.96923107,1.1226447,1.0242727,0.9394067,0.70006377,0.996709,1.3151633,1.1813599,1.2890992,0.8318569,1.1401305,1.1238317,0.9128665,1.2786369,1.2923512,0.9059242,0.92314845,1.0411508,1.0920379,0.8112186,0.8751848,1.0341924,0.94361335,0.83016044,0.88215816,0.76118255,1.1864477,1.0870013,1.067945,1.0592321,1.0561048,1.0622177,1.0843831,1.0192206,1.196169,1.0351682,0.8380576,1.2262554,0.9608493,0.8701159,0.9986703,1.1327674,1.013673,1.1483605,0.9497296,1.0449858,1.1087626,0.8699332,0.92858946,1.1222007,0.94069403,1.1029637,0.8537886,0.9940649,0.9200768,1.0191443,0.9230527,0.9378034,0.8614485,1.0220071,0.80363905,1.2628062,0.82293206,0.7930188,1.1703538,0.8371641,1.0375621,0.774457,1.0147194,0.7873344,1.1695628,0.96166885,1.207344,1.1216178,1.0070376,0.97091717,0.876795,0.96162444,1.0358372,1.0512155,0.98617476,1.075041,1.0231873,0.78413427,0.8875988,0.9859997,0.92951226,0.9030054,0.7296427,0.8683094,0.86880976,1.1108031,1.2441756,1.1410195,0.9198399,1.026849,0.8766632,0.8978897,0.8409329,0.7239333,1.2362512,0.9602923,1.1299611,0.9748552,0.959128,0.78408396,0.76924765,0.7588894,0.9906659,0.90551376,1.0324975,1.1564626,1.1323447,0.95224047,1.0898836,0.98552865,1.0401001,1.0682027,1.0725495,0.78846276,1.0366032,1.1904035,1.2021283,1.3383741,0.81392735,1.1863155,0.9483694,0.91506267,0.89335,0.8877029,0.9861021,0.0,0.9622114,0.93921137,1.1756741,1.3192132,1.0094368,0.8665901,0.76787424,1.0802991,0.9549057,1.0603595,1.1269995,1.1770746,1.0660082,1.0816951,0.8301834,1.2363244,0.9110596
strawberry,1.3074067,0.79583156,0.46101314,0.7633028,1.3680995,0.5552147,0.39380288,0.76635164,0.8218096,1.4457438,1.185716,1.403501,0.83459544,1.3729804,1.3631742,0.8069109,1.3405585,1.2661887,0.9304537,0.57556003,0.6626904,1.1885867,0.8143733,1.0484936,0.7634599,0.64007294,0.7618485,0.9363059,0.7976372,1.18336,1.118435,0.71296614,1.2262383,1.318761,0.9026778,1.2122594,0.9281107,1.3544081,1.0526845,0.65614957,1.3887367,0.5771849,1.0101813,1.0263643,1.12094,0.96573186,1.2774588,1.0815916,1.3189753,1.0013282,0.9260936,0.5668938,1.2657831,0.8613801,1.2313107,0.8834732,1.2817856,0.7332904,0.68621844,1.1146919,0.8055074,0.7184381,1.1365724,1.0705864,1.273943,0.9746327,0.9451446,1.1449058,0.8630202,1.238806,0.7765694,1.2119355,0.6609626,1.1908133,0.77043194,1.211807,1.3142198,0.7617604,1.4210786,0.9006433,1.2192644,0.64493006,1.2301097,0.7975719,0.840785,1.2581999,1.1553386,0.86348236,1.0004363,0.6400107,0.85118544,0.8835577,0.7184553,0.4472643,1.2507727,1.1983832,1.4172232,1.3892219,1.2676967,0.74559385,0.7423191,0.7061887,0.8169628,1.075711,0.92245626,1.0472429,0.7221515,0.8025567,0.7716347,0.77470744,0.523942,0.7672217,0.7878749,0.7720182,1.3029761,1.2090211,0.6282456,1.1060357,1.3891529,1.0457978,1.3569955,1.1256503,1.3079252,0.8502617,1.2188281,1.2452832,1.279615,0.7033181,1.3334237,0.526044,0.73904896,0.9201803,0.8295102,1.0857514,0.9622114,0.0,1.1763926,1.3581939,1.3703867,0.57450604,0.85850704,0.7586626,1.3153888,0.8403012,0.67043096,1.1989098,1.1404934,0.83325994,1.1403782,0.749747,1.2172219,1.0260911
stroller,0.9751908,1.0456753,1.2286972,1.2764213,0.88178825,1.2089797,1.1805212,1.0962936,1.0899276,0.7389067,0.8233596,0.7266346,1.0434462,0.7297616,0.7340647,1.1868201,0.71649456,0.7394569,0.85912734,1.2521381,1.3226618,0.72265005,1.2486818,1.0442289,1.0293077,1.2212472,1.099183,0.6669133,1.136429,1.0199196,0.8754282,1.2356277,0.8970036,0.79051656,1.0717313,0.9066495,1.1408595,0.7368778,1.0304031,1.1747049,0.6496008,1.2532358,1.1526667,0.9946407,1.0338863,1.0288048,0.9829493,0.9109889,0.7020067,1.157479,1.203376,1.244812,0.82723355,1.2119474,1.0745132,1.2454371,0.8216303,1.2198433,1.1385654,1.0020869,1.2483419,1.0900921,0.94915944,0.9953148,0.95448095,1.1553227,1.0151757,0.9810943,1.0246439,1.0493221,1.0880622,1.0833595,1.2492365,0.6051606,1.2081157,0.815008,0.50062764,1.0867859,0.63701105,1.1405022,0.8501922,1.3082552,0.9451612,1.1704166,1.1994069,0.8403356,0.61034596,1.1157099,1.1375573,1.213321,1.127855,1.1480962,1.2312627,1.2291958,0.82774043,0.9621494,0.7023509,0.68065995,0.81387585,1.1832346,1.2148422,1.1198355,1.0805509,0.9748668,0.97197384,0.97862166,1.223226,1.2185254,1.1198738,1.1516587,1.2214787,0.90756947,1.1420189,1.225819,0.8364475,0.95382774,1.2611698,1.1329145,0.7449452,0.8767505,0.81032246,0.94669604,0.72627836,1.1848849,0.9219799,1.0179002,0.73960286,1.2108791,0.8109894,1.2356489,1.0040224,1.1430352,1.2902309,1.0367624,0.93921137,1.1763926,0.0,0.77783036,0.7515962,1.1727803,1.2779747,1.1491499,0.90432185,1.1160892,1.0552942,0.8351343,1.0306984,0.75261444,1.0294708,1.2456001,1.0561146,0.92519134
sweater,0.6859159,1.1617436,1.2630405,1.4036402,0.49731624,1.2839057,1.4331573,1.2776711,1.2217394,0.5742101,0.7222786,0.39212954,1.4108721,0.64985895,0.31601977,1.3356181,0.53371143,0.7483988,1.2516631,1.4425191,1.4979261,0.9371546,1.3364794,1.0491695,1.2959735,1.3178834,1.4344517,1.0886706,1.1801888,0.81434655,0.93163025,1.299996,0.7665456,0.3833602,1.4007277,1.0897508,1.3801863,0.38939357,1.0907729,1.4882718,0.649239,1.4738451,1.1210543,0.9620181,0.85442567,0.9001641,0.7501428,1.2274892,0.28594708,0.98569775,1.131106,1.205387,0.72356355,1.2808162,0.5949522,1.0861065,0.6455511,1.4588304,1.2351156,1.0143739,1.4969659,1.315375,0.8650637,1.2508785,0.7217867,1.1037102,1.1423928,0.8269172,1.3317988,0.5316887,1.3515539,0.7942884,1.2411113,0.75729537,1.008009,0.788242,0.4024349,1.128687,0.36500812,1.4682357,0.8198685,1.518181,0.7952608,1.2214168,1.155816,0.6762316,1.0093751,1.3327426,1.0561295,1.2715409,1.3535671,1.2231555,1.2438277,1.2171748,0.79083323,0.7029569,0.26006913,0.37201083,0.98360234,1.4985704,1.4954653,1.2922482,1.2201176,0.72181726,1.2774923,0.88999,1.3190925,1.4853926,1.2918615,1.1621397,1.335814,1.2091982,1.4216235,1.265399,0.7145977,0.82810664,1.2793145,1.2015893,0.4720493,1.1450638,0.24750078,0.9667605,0.63995874,1.1465595,0.8367744,1.0170164,0.49409246,1.3802023,0.69186056,1.3205392,1.4169748,1.2922081,1.466854,1.1634843,1.1756741,1.3581939,0.77783036,0.0,0.5206456,1.4058112,1.080617,1.3473372,0.95533645,1.3506745,1.2430605,0.90686804,0.82515943,1.1170897,1.0080092,1.4516252,0.7624354,1.2335721
table,0.6550536,1.4396211,1.5205972,1.36588,0.5785841,1.3167956,1.3903363,1.4221469,1.0877615,0.31731832,0.81876665,0.30773056,1.5614128,0.35857946,0.49730587,1.3315684,0.49961358,0.61911434,0.84823793,1.4461057,1.253187,0.45826924,1.4783745,0.97557133,1.0007741,1.299885,1.418246,1.101043,1.4296072,0.8442103,0.6497058,1.2922249,0.6429322,0.6637613,1.0103827,0.9896347,1.2364085,0.38246822,0.9502051,1.5899847,0.2526716,1.3308461,1.2357165,0.7865505,0.8548206,0.7971517,0.6458069,0.983942,0.59877145,0.927638,1.3349257,1.3982465,0.9063503,1.3968197,0.8138194,1.3949652,0.65846443,1.5710849,1.0521252,1.1096944,1.4121611,1.2771218,0.666268,1.2197717,0.5011138,1.3816861,1.291929,0.716172,1.1345059,0.82491434,1.2894161,0.8637617,1.5812645,0.71462303,1.2209003,0.50842017,0.6006544,0.9674176,0.6025432,1.4075564,0.58351964,1.408269,0.82361525,1.0647247,1.0107676,0.73322546,0.9414067,1.3767147,0.9570347,1.4777161,1.3317392,1.5052552,1.4300375,1.4791672,0.6128722,0.81054235,0.43616545,0.6925596,0.650778,1.5931175,1.5646862,1.3935009,1.4453037,0.74214804,1.2494755,0.7703139,1.3133786,1.164632,1.4180694,1.4504964,1.6067519,1.0717739,1.3208851,1.3495536,0.55862683,0.7794964,1.3256798,1.0842471,0.72515047,0.83711535,0.5452868,0.95182973,0.9539129,1.0504278,0.70519966,0.76474786,0.38414228,1.6035843,0.65335745,1.281313,1.3678763,1.1849692,1.4052196,1.0438064,1.3192132,1.3703867,0.7515962,0.5206456,0.0,1.1796719,1.4056896,1.5406437,0.7250174,1.3430644,0.89081866,0.34514296,0.79969996,1.065228,0.7976143,1.5910742,0.6761556,1.17937
tape,1.3068486,0.98068345,0.6782499,0.7238145,1.5077813,0.4366911,0.44120747,0.8315175,0.7099353,1.2812213,1.1735233,1.3466692,0.7809017,1.3027623,1.3818865,0.79964066,1.1973622,1.0943877,0.7882718,0.5196978,0.27761638,0.92962563,0.8693841,1.2621973,0.35687625,0.7049329,0.6725866,0.9044781,1.0238591,1.22698,1.0182451,0.45262682,1.3219979,1.5100557,0.612757,1.0577154,0.8234976,1.3437302,1.1043032,0.6336309,1.2427188,0.2991286,1.1530588,0.9319671,1.1465415,1.0247449,1.3695967,0.91890895,1.400391,0.9180923,1.1823646,0.69326425,1.2662337,0.7943546,1.312018,1.1209285,1.2864208,0.65615094,0.7488589,1.106355,0.70883167,0.684332,1.094168,1.0264015,1.1900139,1.0848578,1.0494559,1.1135677,0.5865308,1.3941379,0.83540106,1.3585517,0.77808434,1.0585291,1.0013956,1.1664538,1.2903732,0.7134154,1.5003176,0.8193561,1.1795987,0.55946136,1.2864394,0.62179095,0.6541312,1.3814573,1.0881777,0.91968274,1.0530996,0.7656747,0.7039209,1.0939873,0.9183297,0.68108714,1.1742651,1.1895479,1.3902462,1.5205791,1.1204981,0.6961407,0.708382,0.75810254,0.9534925,1.1860408,0.6863117,1.0546325,0.9131144,0.4020676,0.8538256,0.975882,0.73531556,0.7991078,0.63666576,0.88145113,1.2880914,1.1853857,0.9290609,1.0645617,1.4645356,0.87844616,1.4409878,1.0392259,1.3788414,0.7221288,1.2218469,0.9535306,1.2829102,0.77979165,1.2922213,0.42692125,0.6833161,0.7300459,0.699244,1.0095148,1.0094368,0.57450604,1.1727803,1.4058112,1.1796719,0.0,1.1179361,0.91033494,1.1717597,0.6645396,0.48250973,0.96011853,1.2032795,0.81393147,1.2597187,0.71463495,1.3135235,0.9737304
toe,1.2363104,0.46310276,0.525723,0.9253559,0.8448882,0.8743189,0.85352135,0.7160413,1.1812282,1.3764027,1.1758785,1.3413033,0.8290836,1.3697098,1.1029954,1.155982,1.35055,1.3929844,1.1666337,0.90825355,1.0390866,1.3506072,0.63441557,0.88921535,1.2077451,1.066468,0.94578993,1.2812883,0.3256898,1.2008891,1.2332988,1.013418,1.2272847,1.1123661,1.0636059,1.1416302,1.110766,1.2795068,0.9260666,0.75348544,1.4920056,0.96640277,0.6861913,1.074632,1.1745076,1.1119525,1.1999967,1.0677446,1.0051762,1.1581165,0.47656864,0.56738895,1.1947525,0.6923642,0.8641414,0.08384675,1.2108274,0.91800267,1.1026572,0.60931045,0.8994101,1.154175,1.1627185,1.0490048,1.2163204,0.51375204,0.66121984,1.2439166,0.95206654,0.86794186,0.85261464,0.44227815,0.6998832,1.321739,0.9742021,1.3313948,1.3177521,1.0771384,1.0289148,0.90098125,1.2470545,1.0089697,1.0730402,1.0074962,1.1320562,0.9022736,1.2996128,0.76560676,0.91376513,0.61648655,1.0062758,0.36847407,0.52424955,0.54879326,1.2509509,1.1742996,1.1240487,0.990094,1.129896,0.79737246,0.76650035,1.0641093,0.5338422,1.1135435,1.1733881,1.1831615,1.0110198,1.0043356,0.8257486,0.4414969,0.5427076,1.155155,1.0125587,0.6231546,1.3253146,1.1562539,1.0592935,1.0874782,0.99910533,1.144221,1.1007075,0.94020355,0.8170274,1.0132667,1.2019079,1.2233909,1.3347752,0.49660265,1.2560642,0.9039928,0.95033354,0.9808566,0.8205953,1.0498599,0.8665901,0.85850704,1.2779747,1.080617,1.4056896,1.1179361,0.0,0.49279606,1.0594501,1.044553,1.2223983,1.3335006,1.2651377,1.2853388,1.2008008,0.6311065,1.2817196,1.0257448
tooth,1.3941821,0.70931405,0.44358778,0.83028746,1.2209735,0.71110404,0.6989002,0.59225905,1.0938973,1.4407899,1.1589829,1.4936148,0.5432749,1.5000331,1.3282057,1.0469713,1.4706371,1.3650992,1.0361084,0.66883826,0.8380387,1.3781216,0.48354167,0.9759196,1.1261799,0.8762528,0.75459385,1.0729061,0.52822363,1.283773,1.3744218,0.80425626,1.2629809,1.2406509,1.0490453,0.97017366,0.85713696,1.4567304,0.8903898,0.37686372,1.540792,0.7928992,0.72913605,1.1713299,1.3004794,1.3246328,1.3360145,0.90801024,1.2545857,1.1770849,0.61506927,0.6384388,1.1403724,0.5388011,1.064393,0.44838428,1.233668,0.5895642,0.99975955,0.9399591,0.6207296,0.8944621,1.2436609,0.96949345,1.267988,0.48193663,0.9092339,1.2821048,0.6958753,1.0920584,0.67105937,0.95828176,0.6085896,1.2597499,0.9900461,1.387342,1.3218484,1.0835289,1.2835406,0.61932635,1.3168182,0.80629486,1.2547987,1.0667337,1.1360667,1.1898041,1.1364691,0.5999002,0.9825698,0.38324797,0.91300994,0.34870625,0.56996423,0.53823626,1.3016584,1.2594246,1.3396385,1.248655,1.0927715,0.43349707,0.42744797,0.89932716,0.5884127,1.2165422,1.0244647,1.1229482,0.9590835,0.72804374,0.62042934,0.5544033,0.47331774,1.1519672,0.8217964,0.7673867,1.3777218,1.2399954,1.020794,1.0321542,1.1937188,0.94270355,1.3217056,1.10239,1.0450768,0.96331483,1.1401858,1.1470547,1.4496477,0.3119601,1.2701197,0.7592965,0.89913696,0.84661716,0.6312202,1.0869446,0.76787424,0.7586626,1.1491499,1.3473372,1.5406437,0.91033494,0.49279606,0.0,0.9658559,0.932879,1.1281564,1.4230976,1.2686983,1.0721499,1.2579715,0.4268142,1.3766683,0.9334288
toothbrush,0.99230605,1.1520141,1.3088175,1.2495817,0.59161454,1.16306,1.2336372,1.0007259,1.2158754,0.68223417,0.9560776,0.95824534,1.2266499,0.9120363,0.7973279,1.2234082,0.9880126,0.95615655,0.82270664,1.2038245,1.1420679,0.84868026,1.0841199,0.8355434,1.0663038,1.1798186,1.2869931,1.1370752,1.0912641,1.1707498,1.125619,1.1097564,0.8068504,0.8294737,1.1354785,0.6385183,0.85680103,1.0242513,0.85263115,1.0531772,0.7219274,1.1746182,1.0488259,0.94476306,1.1815549,0.9783553,0.93319416,0.9843332,0.8710185,1.0651028,1.0986861,1.2423861,0.9449904,1.1502284,0.94360626,0.97119963,0.82707804,1.14744,1.0247395,0.9512396,0.74681795,1.0691133,0.9880363,0.8192686,0.57952905,1.0772825,0.9207606,1.0642806,0.78910476,0.94929785,0.99270904,0.5674224,1.340276,1.030929,1.2869442,0.75117886,0.8567086,1.1147449,0.8018148,0.68424755,0.86910295,1.2039202,0.88435227,1.0473249,1.0981486,0.6779517,0.8269859,1.2295377,1.0297632,1.2180693,1.0966156,1.1342719,1.3192186,1.3526349,0.8969765,0.9373486,0.7382086,0.9050462,0.597885,0.98956215,0.9466067,1.3305084,1.0807335,0.894572,1.1605024,0.8933138,1.3284202,0.9212306,1.219892,1.2222683,1.3014545,1.1926205,1.1968187,1.192319,0.84024906,1.0444666,1.2780132,0.7793435,0.71984744,0.42520094,0.8299706,0.9329997,0.97520936,0.90241057,0.9047031,0.7911271,0.93179244,1.2132263,0.8135951,1.0726656,1.1253848,1.1167231,0.7603445,0.90865177,1.0802991,1.3153888,0.90432185,0.95533645,0.7250174,1.1717597,1.0594501,0.9658559,0.0,1.0785284,1.0414572,0.7106051,1.0827404,1.091511,0.8733094,1.1040527,1.0541877,1.1102647
towel,0.9988014,0.89431787,0.99169177,0.7002287,1.3929605,0.8788283,0.8471811,0.7355577,0.55361086,1.2125808,1.1933675,1.1689032,0.70033014,1.0780709,1.3109518,0.7795455,0.90804034,1.1411536,0.7873763,0.6862606,0.6628834,0.97144336,0.82348955,0.9801029,0.71927166,0.8816697,0.63727987,0.9355491,0.99706537,1.149559,0.87871265,0.8114178,1.2446667,1.310421,0.8098966,0.9412745,0.6983816,1.1916641,1.067484,0.6317251,1.1828153,0.65932524,0.96350974,1.0417161,1.1103786,1.071405,1.2236366,0.91782343,1.3814173,0.98881185,1.0492386,1.00697,1.2335722,1.0205789,1.4928782,1.0640681,1.32991,0.5927118,0.74311817,0.86236167,0.62265897,0.7903657,1.1553127,0.87334883,1.3406677,1.172372,0.6833869,1.2111623,0.7636018,1.4650472,0.8212955,1.2807527,0.832005,1.1734668,1.0103474,1.155961,1.1909513,1.020132,1.2352273,0.6208738,1.1672829,0.6929649,1.1570324,0.8155662,0.79793465,1.1602749,1.138558,0.84758186,1.1465306,0.92632437,0.08524096,0.99438983,1.0323749,1.0276002,1.2025518,1.1106929,1.2839658,1.2694466,0.9245639,0.62563574,0.6412952,0.8350469,0.82305884,1.2217007,0.2793389,1.1018859,0.7905801,0.6300896,0.7893531,1.0093982,0.7938582,0.6582604,0.7130486,0.98070437,1.2662563,1.1655333,0.8624847,0.78890127,1.1396786,0.9119333,1.3909218,0.86535776,1.1232378,0.752209,1.1909746,0.9472248,1.4016156,0.801092,1.2531244,0.7504283,0.6969126,0.8731669,0.64776003,0.9100058,0.9549057,0.8403012,1.1160892,1.3506745,1.3430644,0.6645396,1.044553,0.932879,1.0785284,0.0,0.830677,0.9934797,1.2297955,0.8822857,1.020159,0.8345522,1.2589437,0.8828001
