,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
hose,0.71751696,1.3100417,1.3788309,1.3057375,0.745235,1.2260195,1.1976109,1.2576532,1.1239781,0.5898034,0.9521826,0.5868156,1.3680018,0.5367972,0.8102423,1.098611,0.7050243,0.72166014,0.9946961,1.3242576,1.2759933,0.69028085,1.3212261,0.7045322,0.99182725,1.1963273,1.3020644,1.0790644,1.3251209,0.89873916,0.6960718,1.2255228,0.7707541,0.81136763,0.95807844,0.8647405,1.1217287,0.5849334,1.0583969,1.3180017,0.4598261,1.2872968,1.2063532,0.9273469,0.94075346,0.82425576,0.67114145,0.99653596,0.84344375,0.8994369,1.2423146,1.3020656,0.9672089,1.2430365,0.9470212,1.3251543,0.8218443,1.3759533,1.0499055,1.0939674,1.236529,1.1515565,0.79995334,1.0534167,0.8026087,1.2699169,1.2369596,0.7514091,1.1512877,0.9569785,1.3037273,0.9972723,1.4313941,0.716619,1.0790887,0.0,0.8319428,1.0281787,0.80616164,1.1335983,0.56633294,1.1789384,0.76225185,0.9932338,1.0307907,0.8132579,0.916126,1.2160994,1.0615418,1.3678213,1.1485891,1.3508925,1.2580628,1.3674338,0.7851558,0.98884875,0.74287987,0.857456,0.9055993,1.3036518,1.2615104,1.2653178,1.2862283,0.7774117,1.1793667,1.0074896,1.1265033,1.223294,1.2906399,1.3074393,1.4558861,0.9645644,1.2525084,1.1443917,0.72099686,0.8748796,1.2058256,1.0598385,0.88017565,0.679547,0.77886033,0.96545416,1.0840846,1.0423853,0.8263596,0.93333197,0.55432093,1.4567189,0.88248914,1.2872736,1.1783885,1.2229546,1.2682781,0.7127884,1.207344,1.211807,0.815008,0.788242,0.50842017,1.1664538,1.3313948,1.387342,0.75117886,1.155961,0.8699526,0.6516346,0.7559805,1.0142183,0.54644513,1.4144112,0.6120779,1.0989429
jacket,0.7698444,1.1739383,1.3597102,1.383878,0.6880379,1.2500409,1.3229074,1.2388678,1.2203813,0.57186747,0.59592843,0.4770583,1.2395442,0.7049625,0.40927327,1.3021554,0.4527731,0.5118766,1.112212,1.4381034,1.4968071,0.89003134,1.4799489,1.1731308,1.1453727,1.2932066,1.3425949,0.83832926,1.2980456,0.89714545,0.9317748,1.2810007,0.8136503,0.486745,1.3099405,0.9649399,1.172506,0.563537,1.134758,1.4152224,0.5708776,1.4734608,1.2270936,1.0441009,0.9689178,0.9331604,0.8876218,1.1735017,0.48950922,1.1145695,1.1488883,1.3512232,0.5870868,1.2943354,0.78785384,1.2786248,0.73988914,1.3811982,1.195457,1.0332392,1.4352168,1.212553,0.91833293,1.097742,0.74157226,1.2229019,1.0225699,0.79701316,1.1983125,0.7588606,1.3520491,0.97432,1.2806077,0.44077015,1.0991156,0.8319428,0.0,1.2037014,0.38052678,1.3580351,0.84885085,1.4577285,0.83999634,1.2332289,1.1849208,0.7562271,0.7175695,1.3418268,1.1629814,1.350678,1.25037,1.2623619,1.3737205,1.3417488,0.8527132,0.68410754,0.37665546,0.4774866,0.9449396,1.4221976,1.4454163,1.21013,1.2173674,0.7440914,1.0731184,0.9047196,1.2766345,1.462657,1.2804545,1.2662516,1.3967602,0.98324686,1.3582134,1.2915862,0.775257,0.82905626,1.3148195,1.1374483,0.5279284,0.93996847,0.4457922,0.9258051,0.6725838,1.1131366,0.8122729,1.0508258,0.46160334,1.4201734,0.5909837,1.3974056,1.1522892,1.2948827,1.4637899,1.1850419,1.1216178,1.3142198,0.50062764,0.4024349,0.6006544,1.2903732,1.3177521,1.3218484,0.8567086,1.1909513,1.092573,0.95884085,0.8045944,0.7740084,1.0951545,1.3617408,0.8728728,1.0411437
jar,0.9499891,1.0397515,0.8726287,1.1030301,1.1140659,0.93797207,0.9067675,0.81754816,0.8181833,1.127542,1.1747885,1.1667787,1.23434,1.1501184,1.0914721,1.0101062,1.1267234,1.1974672,0.96587956,0.8434692,0.6715742,0.8596887,0.77512765,0.98401153,0.5871335,0.89367926,1.0093727,1.1619635,0.9007046,1.0417535,1.0425621,0.8689596,0.97223085,1.1456463,0.928507,1.1293498,0.96340436,1.1333001,0.8216985,1.1561806,1.0374804,0.657405,1.0290723,0.6711147,0.9645045,0.8149532,1.076638,1.0363368,1.1326094,0.95477825,1.0740007,0.8017044,1.2528669,1.0603034,1.0723097,1.0930094,1.002194,1.0835942,0.8922713,1.0485119,1.0268571,0.9129292,1.0016218,1.1531159,0.83565515,1.146933,1.003945,1.1505713,0.9280071,1.0901389,0.6788973,1.0830375,1.1393893,1.1057584,1.0166304,1.0281787,1.2037014,0.0,1.1974566,1.1556542,0.95696723,1.0198077,1.1213175,0.67622393,0.6083455,0.9294405,1.0805391,1.1388972,0.6086211,1.1416788,0.9619688,1.1583488,0.96053314,0.79528904,0.97641253,1.1386048,1.1310556,1.1690377,1.0405319,1.2095572,1.1857159,1.0356072,0.8630219,0.9338927,1.0810043,0.7990476,1.019653,0.798125,1.1144001,0.9781365,0.937188,0.9123573,0.9575493,1.0093057,1.003534,1.0855334,0.9287921,0.9360963,1.134239,1.0070834,1.1092149,1.0111125,1.1656982,0.94022703,1.1902568,1.0023736,1.1530063,1.1812979,1.2321466,0.40798485,1.028026,0.8617939,0.94158286,0.948755,1.0070376,0.7617604,1.0867859,1.128687,0.9674176,0.7134154,1.0771384,1.0835289,1.1147449,1.020132,0.7928322,0.6781888,1.1503316,1.193057,1.018337,1.0723677,1.1365734,1.1059687
jeans,0.6839616,0.97800565,1.3668704,1.4754269,0.4127313,1.4174619,1.4450845,1.163206,1.2863958,0.54600257,0.82287246,0.45679802,1.2422633,0.50870615,0.3956889,1.4118869,0.5457499,0.87952876,1.1669608,1.5582421,1.5883592,0.88905853,1.3056438,0.9227481,1.3020122,1.469803,1.3356794,1.0952699,1.0571115,0.89042306,0.82455665,1.4534559,0.73506534,0.25765026,1.2973881,0.96192014,1.2943473,0.43695557,0.9922698,1.5026531,0.6240484,1.5684078,1.0893695,0.9914641,0.92183065,0.9756389,0.6924899,1.028682,0.38565707,1.1526666,1.0090015,1.3337526,0.7782587,1.2965027,0.8038446,1.0237244,0.67782056,1.4726721,1.3667967,0.86848426,1.4760518,1.3981079,0.94397336,1.0652715,0.8459439,1.1104379,0.8640098,0.92707205,1.3066714,0.7506737,1.2465496,0.6509204,1.3692484,0.812345,1.2098233,0.80616164,0.38052678,1.1974566,0.0,1.3001398,0.76403236,1.6194038,0.7107235,1.193825,1.3717905,0.5065327,0.8648068,1.2521212,1.0358564,1.4222975,1.2497202,1.0574126,1.2414978,1.3466514,0.7093339,0.8122586,0.23653233,0.10884261,0.8236077,1.4809405,1.4868922,1.3240077,1.0641397,0.7296817,1.1697615,0.9739521,1.3487642,1.4653622,1.281482,1.167378,1.3784963,1.1537656,1.4077094,1.2793806,0.67213506,0.8282397,1.3703309,1.1251698,0.38300204,0.9864079,0.3204348,0.913494,0.27797425,1.1730304,0.884176,0.9490083,0.692587,1.377739,0.6830296,1.4824798,1.225894,1.2586398,1.4432253,1.0938288,0.97091717,1.4210786,0.63701105,0.36500812,0.6025432,1.5003176,1.0289148,1.2835406,0.8018148,1.2352273,1.3280222,0.8574414,1.0210584,1.1350242,0.9569446,1.4144344,0.93060327,0.996296
knife,1.3832635,0.82639056,0.9211846,0.6623479,1.2278497,0.9362678,0.845786,0.7734071,0.93065923,1.15107,1.199596,1.4595749,0.5094677,1.1590475,1.477876,0.7993151,1.4025284,1.1164228,0.85843277,0.6431198,0.65132856,1.2039684,0.6978331,0.79446507,0.94382226,0.91376966,0.63730884,0.90056956,0.84034723,1.2604208,1.0514134,0.6734692,1.2133229,1.2604051,0.79579014,0.79881084,0.63340634,1.4675903,1.0450724,0.37107533,1.3347979,0.6918602,0.76910305,1.2594421,1.2753727,1.2895571,1.1446061,0.6640723,1.4135308,1.0199159,1.0464127,0.9489892,1.1711568,0.7989314,1.3916061,0.8297251,1.2535175,0.5409293,0.97492754,1.0340943,0.17587662,0.8981042,1.21558,0.83799094,1.255475,0.93421394,0.9935795,1.273355,0.90879864,1.3387564,0.72594917,1.1068944,0.8276616,1.2346138,1.1736828,1.1335983,1.3580351,1.1556542,1.3001398,0.0,1.1165717,0.4630444,1.2056499,1.0013143,1.1086533,1.3643078,1.1216831,0.72094107,1.1858034,0.74712706,0.6240701,0.7665144,0.94313526,0.9682097,1.0737327,1.2681888,1.4459708,1.2926416,0.9293094,0.23912334,0.24542463,0.8659099,0.801232,1.2795088,0.7261946,1.1332163,0.818938,0.4192897,0.7221532,0.87486273,0.7558727,0.9258412,0.54282933,0.86741835,1.0782866,1.2662022,0.937345,0.7986392,1.2485209,0.6559968,1.442883,1.108736,1.1791388,0.89130014,1.1202378,0.7350111,1.3576279,0.5796999,1.1771927,0.8064642,0.70605236,0.8581457,0.201505,0.7813795,0.876795,0.9006433,1.1405022,1.4682357,1.4075564,0.8193561,0.90098125,0.61932635,0.68424755,0.6208738,1.1114645,1.1616484,1.2503737,0.9414866,0.8227537,0.61918384,1.2562386,0.7856093
ladder,0.8035952,1.2054744,1.387707,1.1946926,0.79492056,1.3605311,1.2678659,1.0696657,1.0607711,0.6292551,1.0752707,0.70033467,1.333478,0.5392711,0.82907754,1.1351159,0.82509714,0.7712419,1.05758,1.1961476,1.2614357,0.77840483,1.2728735,0.7332392,0.9512034,1.1159768,1.1555513,1.0120677,1.2668146,0.99356806,0.58862007,1.2825094,0.64364564,0.8277836,1.1213111,0.9835451,0.96112186,0.6899197,1.0278859,1.3141631,0.5157967,1.1844987,1.1743239,0.8882159,0.96893793,0.9842723,0.55344534,1.012746,0.8701823,0.9941033,1.2212976,1.3413334,0.94129926,1.2737403,0.9643854,1.2609044,0.7969663,1.3217552,1.081288,0.9886863,1.1718041,1.101343,0.85486305,1.0307755,0.8482255,1.2371528,1.1397356,0.8115592,1.2169414,0.9462417,1.0856837,0.98884016,1.3935313,0.84133524,1.1839155,0.56633294,0.84885085,0.95696723,0.76403236,1.1165717,0.0,1.2031832,0.8100631,0.9659395,1.0457232,0.85323226,0.87240297,1.1999171,1.0192105,1.346409,1.0555643,1.2903352,1.3464279,1.3642185,0.69277346,1.0250534,0.8239896,0.74559087,0.97427696,1.3165567,1.3086056,1.2249541,1.164459,0.9369166,1.1611965,0.8910103,1.1046436,1.2028656,1.3068815,1.328026,1.3606443,1.0397464,1.2636938,1.2264932,0.5577721,0.9346586,1.0734426,0.9988619,0.87332284,0.887561,0.77004397,0.9468197,0.99821883,1.2354155,0.8587756,0.844137,0.6563472,1.3933938,0.8539025,1.1604465,1.1612996,1.1852198,1.1902456,0.9417473,0.96162444,1.2192644,0.8501922,0.8198685,0.58351964,1.1795987,1.2470545,1.3168182,0.86910295,1.1672829,0.9828603,0.67060673,0.82500184,0.9609399,0.5558295,1.4270592,0.7411116,1.018595
lamp,1.4324323,0.89878976,0.76821744,0.5366143,1.4846287,0.6247188,0.5671324,0.94091666,0.7690568,1.3220162,1.2243283,1.4910128,0.5968153,1.3125961,1.5567575,0.52777624,1.4432051,1.1360664,0.9799584,0.39621377,0.43248838,1.2102664,0.87489676,0.9898325,0.71114326,0.59955406,0.4817189,0.8849598,1.0366993,1.1166248,0.8803723,0.42531133,1.2407037,1.4443458,0.5887557,1.0996231,0.7615444,1.4746118,1.2199823,0.4808209,1.4200375,0.4108041,0.89763016,1.2358916,1.09867,1.13255,1.131629,0.81110656,1.4745744,0.7484269,0.99427354,0.7518929,1.2286153,0.7307036,1.4136231,1.0137476,1.3472741,0.5535585,0.7172251,1.1765208,0.39465976,0.7594377,1.1716483,0.95992994,1.2266631,1.0139787,1.0754331,1.2116117,0.9601145,1.382693,0.9460012,1.3837018,0.62061197,1.1646571,0.86469865,1.1789384,1.4577285,1.0198077,1.6194038,0.4630444,1.2031832,0.0,1.3167112,0.9164169,0.8848186,1.5330106,1.2152824,0.7537673,1.1758053,0.6646793,0.6327057,0.8948346,0.82279533,0.78557277,1.1812024,1.2635126,1.6356225,1.5123315,1.1827283,0.4055202,0.41724712,0.5429597,0.95595556,1.3290906,0.76920414,1.2954861,0.47173768,0.52460676,0.68085176,0.925694,0.71062434,0.6256284,0.48335063,0.6886481,1.1579962,1.2828707,0.5791314,0.88393974,1.4604919,0.93587637,1.5546043,1.160432,1.3930998,0.72608477,1.0076604,0.87618256,1.3379164,0.6329436,1.325587,0.65402555,0.59347683,0.8575815,0.3662814,0.7539154,1.0358372,0.64493006,1.3082552,1.518181,1.408269,0.55946136,1.0089697,0.80629486,1.2039202,0.6929649,0.8493404,1.1816053,1.1449828,0.8484218,0.75406003,0.5425765,1.1360407,0.9204817
leg,0.71191347,1.0932629,1.2298629,1.2078768,0.61323214,1.2168605,1.2764356,1.1334784,1.2424276,0.7891245,1.0585728,0.7380444,1.2247996,0.71053815,0.7690393,1.0251548,0.81297946,0.8837611,1.1462246,1.2886521,1.3013786,0.99495035,1.1825322,0.86263037,1.1902795,1.1572201,1.2678825,0.98030275,1.0702655,0.839271,0.9073025,1.2477678,0.8802378,0.7308459,1.1751438,0.8973147,1.1436801,0.6958379,0.9914751,1.3008995,0.7714665,1.3165101,1.1630182,0.93611073,0.90682364,0.93864906,0.8167105,1.1096927,0.7619705,0.98926026,1.01626,1.1979024,0.9098348,1.162514,0.8142661,1.1029602,0.9488013,1.1999136,1.1766992,0.9310569,1.2618467,1.1044858,1.0089753,0.903144,0.9459318,1.0686224,0.97724676,0.8879047,1.1569207,0.82143855,1.1713605,0.74794453,1.1879814,0.98059505,1.0687774,0.76225185,0.83999634,1.1213175,0.7107235,1.2056499,0.8100631,1.3167112,0.0,1.0974776,1.1146736,0.6684962,0.85190016,1.1486487,0.9819016,1.2273787,1.1716944,1.147899,1.1637987,1.2189285,0.89526236,0.89796114,0.7639681,0.7316944,0.98410815,1.2832813,1.2759862,1.1388233,1.1176839,0.9130747,1.115422,1.0206709,1.2131081,1.2538161,1.2327366,1.1374555,1.2227294,1.1651727,1.2832737,1.1273078,0.8618653,0.81534517,1.0966086,0.9939368,0.7459251,1.0244426,0.6883444,0.94533193,0.8077457,1.1415291,0.9916169,0.9757731,0.80024576,1.24883,0.8817032,1.3031306,1.2124838,1.1386584,1.2581232,0.9388494,1.0512155,1.2301097,0.9451612,0.7952608,0.82361525,1.2864394,1.0730402,1.2547987,0.88435227,1.1570324,1.1523962,0.9444473,0.8481872,0.9827079,0.88070494,1.2432781,0.71935934,1.0862503
melon,0.9730455,0.9996795,0.70425534,0.94441813,1.1245368,0.60802925,0.5546434,0.60741514,0.9734053,1.171203,1.1668128,1.2454972,1.0325384,1.1678594,1.1424874,1.0605372,1.1034226,1.1898148,0.9990283,0.97131765,0.6393793,0.9803573,0.8287132,1.0665827,0.8126551,0.97384334,0.97053623,1.2454004,0.9741299,1.1373254,1.0773413,0.833556,1.2445196,1.2230932,0.6428946,0.97219235,0.8141873,1.2209105,0.7743901,1.0058109,1.1931872,0.8099328,1.0396647,0.7226993,1.0693438,1.0761466,1.1897316,1.0393943,1.1702192,1.116737,0.9753365,0.6629968,1.2135822,0.96754545,1.1555833,1.0068542,1.1580085,0.8969278,0.7859671,1.0370446,1.0266259,0.82744837,1.0416595,0.9643522,0.96233505,1.1538596,0.85287297,1.1693254,0.7638734,1.1576405,0.6574441,0.99320656,1.0917385,1.195709,1.1063268,0.9932338,1.2332289,0.67622393,1.193825,1.0013143,0.9659395,0.9164169,1.0974776,0.0,0.78524995,0.8193375,1.0854559,1.0214504,0.74373174,1.0617248,0.75925684,1.0994757,0.7651917,0.81188977,1.127339,1.0748831,1.143366,1.2128267,1.0378795,1.0707806,1.0624657,1.0830336,0.6556611,1.0665858,0.90701175,0.9152203,0.884945,0.64336336,1.0172645,1.0561138,0.98569757,1.0631512,0.94960636,0.9107439,1.1962564,0.997231,1.0996195,0.8469312,1.064459,0.9774962,1.1609957,1.0273427,1.095773,0.8760513,1.2392982,0.95887136,1.253184,1.082865,1.232294,0.7048003,0.87132317,0.7002117,0.8784303,1.0215341,0.98617476,0.7975719,1.1704166,1.2214168,1.0647247,0.62179095,1.0074962,1.0667337,1.0473249,0.8155662,0.8624559,0.7548549,1.122189,1.1644994,1.0972407,1.0584146,1.1788242,0.96688265
milk,1.0247186,1.1367115,0.9848157,0.8249598,1.2321839,0.89644647,0.9676068,0.92288727,0.609495,1.1624848,1.0799279,1.13631,1.1533475,1.1920197,1.1115626,0.8626447,1.0321798,1.0321018,0.6887514,0.70452166,0.7112612,0.78551686,1.0068052,1.140103,0.6119689,0.77280813,0.9462719,0.9958546,1.1664605,0.9938728,0.9690376,0.8329683,1.0741484,1.2617388,0.9806896,1.0678504,0.8484646,1.1452065,1.0982835,0.98821604,0.9904809,0.66157854,1.0336447,0.81988335,0.9533467,0.8639666,1.1576238,1.138284,1.1985693,0.8291817,1.1333063,0.924308,1.1781504,1.1164362,1.0894246,1.1828264,1.0572727,0.96863973,0.6731774,1.0239547,0.92502373,0.83580726,0.9064323,1.0197669,0.96887535,1.2233825,1.0654236,1.0455811,0.8060768,1.1177987,0.9562811,1.204495,1.0206907,1.0276829,0.8163855,1.0307907,1.1849208,0.6083455,1.3717905,1.1086533,1.0457232,0.8848186,1.1146736,0.78524995,0.0,1.2149248,1.1168308,1.0833172,0.97597647,1.0271617,0.7782272,1.2531183,1.153881,0.95911175,1.1115261,1.0421528,1.1903123,1.3509156,0.9267255,1.050047,1.0026977,0.9450362,1.0444958,1.1286389,0.83548117,0.91592205,0.88273907,0.84577614,0.9934682,1.1510217,1.0294697,0.80122125,0.89894694,1.0321198,1.1140728,1.1134806,0.8893664,0.87733877,1.2660446,1.068965,1.1819783,0.97542095,1.3278449,0.83792174,1.0475633,1.0696131,1.0807972,1.1116192,1.1694453,0.54994535,1.0370195,0.93003523,0.94058955,1.0237322,1.075041,0.840785,1.1994069,1.155816,1.0107676,0.6541312,1.1320562,1.1360667,1.0981486,0.79793465,0.6620986,0.88585436,0.95394826,0.9979859,1.0742258,0.9940656,1.0261106,1.1332667
mitten,0.61252546,1.1039329,1.2284764,1.4924655,0.4876184,1.1543967,1.2267668,0.96514535,1.2512,0.8367423,0.91243964,0.76898825,1.4565301,0.8100506,0.53609055,1.288303,0.72444385,1.1533335,1.1530669,1.556439,1.3894378,0.8889849,1.118845,0.94549704,1.2188969,1.2841859,1.5121903,1.3487256,0.95355153,0.88665646,1.0732772,1.3483422,0.8240826,0.63932097,1.1446451,0.7816185,1.1838745,0.72075814,0.72250795,1.5489074,0.78194565,1.4579538,1.113525,0.6608024,0.84264785,0.82758456,0.9224026,1.1866858,0.60149586,1.1495612,0.82695115,1.1181792,0.9423922,1.2124146,0.6751462,0.9283721,0.7971281,1.4013789,1.0905446,0.6889848,1.4257684,1.1196291,1.016086,0.99673325,0.6938142,1.0477859,0.4845444,1.1613666,1.0184824,0.6812211,1.0382901,0.45124257,1.2334785,1.0450081,1.1536975,0.8132579,0.7562271,0.9294405,0.5065327,1.3643078,0.85323226,1.5330106,0.6684962,0.8193375,1.2149248,0.0,0.8604225,1.3778597,0.66403055,1.3875427,1.1865327,1.1153599,0.99171764,1.2317644,0.8909437,0.7515491,0.5603155,0.5434973,0.78813374,1.5573919,1.5323279,1.2588503,0.994764,0.68443656,1.1724802,0.8966233,1.2886468,1.3025681,1.3142442,1.1250174,1.2741508,1.1875421,1.3806214,1.1001768,0.9437213,0.81473976,1.1731011,0.92867756,0.41703367,0.8200325,0.5780876,0.6628892,0.63089156,0.9633012,1.0108035,1.0409509,0.9730747,1.4220635,0.8950627,1.2891164,1.2086271,1.2543317,1.3265135,1.0555698,1.0231873,1.2581999,0.8403356,0.6762316,0.73322546,1.3814573,0.9022736,1.1898041,0.6779517,1.1602749,1.1164222,0.68578386,1.1818469,1.3255817,1.0014262,1.3680466,1.0795459,1.1421622
motorcycle,1.0216216,1.1761551,1.2013792,1.1041951,1.0544205,1.0903986,1.072697,1.0742139,1.1035945,0.9891576,0.96116716,0.95089877,1.0920933,0.86380696,0.94111085,0.96341896,0.95557535,0.7845818,0.90511763,1.1553632,1.1574723,0.88536876,1.217381,1.0622901,0.9861789,0.9520281,1.131281,0.50010806,1.2112429,1.0517298,1.049426,1.065329,0.80104303,0.8428983,1.1251559,0.70725846,1.0153039,0.9661157,1.085695,1.1590378,0.80113196,1.1570233,1.1344031,0.86287534,0.96099174,0.90821064,1.0233176,1.0113783,0.97602487,1.0226876,1.1059625,1.2423892,0.8631845,1.1448709,0.8825504,1.2906348,0.7702093,1.1009495,1.0257945,1.0917294,1.117137,0.8293691,1.0092436,0.60929143,0.8751977,1.0749505,0.98693496,0.90818727,0.748827,0.90697783,1.0023029,1.0613359,1.0896533,0.72643405,1.0833719,0.916126,0.7175695,1.0805391,0.8648068,1.1216831,0.87240297,1.2152824,0.85190016,1.0854559,1.1168308,0.8604225,0.0,1.1728082,1.0638034,1.1730288,1.1975794,1.2545809,1.2419704,1.1996152,0.976965,1.0169264,0.98251724,0.8960201,0.9689867,1.1633506,1.2243125,1.050809,1.1472281,0.9856988,1.0383397,1.056706,1.1478579,1.1571997,1.1024659,1.1882304,1.1625866,0.9887623,1.0453814,1.2077779,0.993967,0.92403364,0.9716656,1.0140456,0.9242731,0.8396863,0.8803712,1.0009198,0.98377025,1.2052759,1.0211139,1.0432383,0.89725614,1.2070538,0.710679,1.1645653,1.1197579,1.103147,1.2129254,1.0286051,0.78413427,1.1553386,0.61034596,1.0093751,0.9414067,1.0881777,1.2996128,1.1364691,0.8269859,1.138558,0.8757523,0.92416763,0.97130036,0.74755716,1.0234475,1.0913014,1.0327947,1.031189
mouth,1.2970161,0.6929007,0.72995967,0.61890376,1.2704852,0.88988465,0.7064514,0.91947144,0.91760474,1.3005881,1.2227211,1.31796,0.38144606,1.1846437,1.3961821,1.0805678,1.3175049,1.2678051,0.96105325,0.64350086,0.80791336,1.1755068,0.5723562,0.9213708,1.0310413,1.044716,0.44209564,1.0113333,0.7784339,1.1886327,1.0540514,0.9438609,1.2287344,1.2364497,0.7288384,0.9698796,0.84882337,1.2871976,0.85756016,0.4796846,1.3518759,0.76092076,0.7359418,1.2590389,1.2368037,1.2668356,1.0582844,0.73613954,1.2760173,1.2460535,0.8553215,0.85954523,1.1856301,0.6551751,1.207031,0.75496554,1.2006817,0.6880958,0.97642225,1.0963229,0.8282827,1.080417,1.1029243,0.88708353,1.3828204,0.72955054,1.0624,1.1346064,0.90503883,1.1957389,0.84470785,1.1494695,0.7926126,1.2376567,1.0463756,1.2160994,1.3418268,1.1388972,1.2521212,0.72094107,1.1999171,0.7537673,1.1486487,1.0214504,1.0833172,1.3778597,1.1728082,0.0,1.1146209,0.573874,0.82705766,0.47968107,0.5455376,0.8184861,1.1572767,1.291403,1.3500394,1.2197385,1.1114789,0.5143255,0.530012,1.0188574,0.82006085,1.1528411,0.975,1.1195397,0.8048437,0.813453,0.60866696,0.70878065,0.73164403,1.0064731,0.7366247,0.77981555,1.2018162,1.1958488,1.0094687,1.1045698,1.2695048,1.158282,1.3190316,1.2285663,0.9753962,1.1309198,1.1644194,1.046888,1.3069445,0.44641596,1.1707618,0.94094396,0.69735897,0.68845487,0.8710312,1.0005544,0.8875988,0.86348236,1.1157099,1.3327426,1.3767147,0.91968274,0.76560676,0.5999002,1.2295377,0.84758186,1.1478978,1.3141243,1.1166023,0.8947954,1.0286168,0.587981,1.1037816,0.5101364
muffin,0.86268187,1.0719721,0.9615564,1.1008002,0.9275396,0.9704047,1.060878,0.9772451,0.9816111,1.0812695,1.0408033,1.141715,1.3195128,1.1148201,0.9301746,1.0471306,1.0752599,1.195151,1.1047827,1.2473177,0.81665444,0.9623867,0.7322246,1.0035167,0.9973069,1.0144302,1.2645397,1.3513372,0.8340575,0.90853256,1.194456,0.9922395,0.97159326,1.0270602,0.8741052,1.0246556,1.0829278,1.1293501,0.5924778,1.3212329,1.0521,1.0405769,0.99925643,0.7127534,0.8574387,0.9681014,1.0515033,1.1209421,1.0016204,1.0266792,0.7060392,0.8413323,1.0545919,0.93751204,0.84437656,0.96612823,1.0392866,1.0993247,0.894654,0.9753337,1.1440796,1.029557,1.0520191,1.0391093,0.7463498,0.9662388,0.89029187,1.1025467,0.9732847,0.872501,0.77670705,0.8206626,1.154044,1.1745651,1.0026212,1.0615418,1.1629814,0.6086211,1.0358564,1.1858034,1.0192105,1.1758053,0.9819016,0.74373174,0.97597647,0.66403055,1.0638034,1.1146209,0.0,1.1509957,1.1228997,1.0026022,0.7043866,0.92965007,0.951105,0.8370403,1.0142753,1.0024452,0.96254116,1.3221662,1.301846,1.0938265,0.99771756,0.964822,1.2007753,0.64245415,0.93441916,0.900586,1.1648537,0.9668568,1.0442954,1.1538278,1.0748787,0.8607271,1.0487099,0.8219047,0.9419756,0.77915406,0.9057138,1.0766529,0.9709818,0.9934133,0.9391252,0.9538005,1.0897031,0.9700864,1.2072046,1.2098056,1.0418549,0.9129682,1.2176436,0.9281249,0.95894086,1.0020578,0.9859997,1.0004363,1.1375573,1.0561295,0.9570347,1.0530996,0.91376513,0.9825698,1.0297632,1.1465306,1.111516,0.7508495,1.1470143,1.3451409,1.0980191,1.1326673,1.0789568,1.1748247
