,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scarf,0.841187,1.1195734,1.1802889,0.74724174,1.0802251,1.0585924,1.1376525,1.1569606,0.81113076,0.77921444,0.79269135,1.0950437,0.92570525,0.61301416,1.3290873,0.89496046,0.9916717,1.321225,1.3372725,1.3619946,1.0673978,1.2810924,1.2940257,1.1439201,1.2009143,0.9860431,0.8753508,1.0258038,0.946464,1.226342,0.9391622,0.807707,0.9226019,0.89614403,1.036492,0.9900884,0.8035953,0.8440406,1.2614946,0.9538102,1.403584,0.85645187,1.0106554,1.0927014,0.90968966,0.92866886,0.56782055,1.3006456,0.9471011,1.1357172,0.8689983,0.97301507,0.7743746,1.0656277,0.9176903,1.3343204,1.2025573,1.1665208,1.198435,1.2773845,0.83821666,0.8801094,0.9345256,0.8478998,1.3184321,0.6527087,1.1413792,0.7669201,1.2158206,1.272669,0.9804858,0.57392925,0.96186495,0.43352562,0.9792756,1.0413024,1.3720965,1.0640479,1.0085301,0.9331968,1.049906,0.94595265,1.1674774,1.232602,0.8906365,1.1994572,1.2009938,0.8868812,1.0722938,0.5924601,0.462018,1.1139927,1.1954092,1.1830583,1.2386237,1.3029047,1.1372789,1.1320426,1.2773657,1.0284147,1.1746079,1.1375436,1.3120828,0.93766737,1.0595645,1.2027222,0.0,1.0691388,0.39880675,1.1450291,0.6312059,0.98370785,0.8774282,1.1050695,0.85068476,1.2187467,0.8298177,1.1121832,1.1251497,0.98377323,1.1539387,1.0524701,1.142304,0.9432573,1.027303,0.4588176,0.82084095,1.3554398,1.1024072,0.9464442,0.9666995,1.1951565,1.4034841,1.2111883,1.0403702,0.91911006,1.2381667,1.163622,0.994787
scissors,1.0061647,1.1637821,1.1544199,0.96975446,1.0452743,1.0521067,0.9044252,0.9920629,0.9728025,1.1226022,0.9930725,1.0909456,1.0232166,0.98142725,1.0904387,1.052932,0.7817702,0.8354206,1.0637,1.0234724,0.77220297,1.1267198,0.69367397,0.9816567,1.156987,0.9158464,0.9277519,1.2017658,1.0106281,0.9717675,1.0103784,1.0144389,0.9622601,0.7218782,1.0090463,0.96314025,1.0731623,1.1273415,0.82482964,0.86359954,1.0299686,1.0314668,1.177656,0.8985581,1.120254,1.0127374,1.1487451,1.1492984,1.0639132,1.2085173,0.9752378,1.2128658,1.0877929,1.0386146,1.0461425,1.0220301,0.9973351,0.90361893,0.97391886,0.72507954,0.8139166,1.1326069,1.1451764,1.0410695,0.7152827,1.0764042,1.0258187,0.97574455,1.1092651,1.0133352,0.54190123,1.0223026,1.202011,1.068849,0.7869918,0.94594604,0.9847737,1.0578583,0.92643535,0.91481775,0.9462275,1.0720626,1.169842,1.0803632,1.0892745,1.0233587,1.1905706,1.0531132,1.2279397,1.0497651,1.1549282,0.8722255,0.8515358,0.7985219,1.1450944,1.1342912,0.9591471,1.0489454,0.98396057,1.1724576,1.1577157,0.80485594,0.9345194,1.1093715,1.0242039,1.1334224,1.0691388,0.0,1.1426749,0.85403776,1.1069832,0.884995,1.0197209,1.0496551,0.756123,1.0842339,1.0449328,1.0600966,1.0923145,0.851992,0.8366618,0.9659517,0.7046785,1.1509247,0.81570596,1.0667585,0.8889924,0.93364906,1.2140179,0.76599336,0.3458627,1.0056359,0.5883639,0.7638106,1.0496327,0.97963285,0.72894096,1.1309352,1.1120236
shirt,0.62567264,1.1276872,1.3565795,0.47624135,1.0769453,1.0108769,1.3064342,1.2268896,0.6038296,0.7694491,0.50114447,1.3618559,0.8920751,0.44386268,1.414054,0.68225104,1.0846379,1.4980239,1.4754758,1.5251384,0.9823201,1.496254,1.366625,1.223178,1.415239,0.8997492,1.0614178,0.89971507,1.019691,1.4017825,0.85215217,0.62964934,0.8458408,0.91559243,1.0546404,0.9976887,0.57326823,1.0758903,1.5243573,0.7397454,1.5051911,0.9736994,0.91974807,1.1301959,0.7378038,1.1038352,0.3002118,1.2595031,1.123378,1.3274767,0.7554028,1.1673266,0.60623354,1.2334023,0.78547454,1.5745579,1.1451766,1.1648335,1.4631324,1.4025836,0.60658866,1.0816269,1.0147108,0.7624749,1.443655,0.47349578,1.2886178,0.6805914,1.3899108,1.2855167,0.8735728,0.21646821,0.8730849,0.21317875,1.1293533,0.984088,1.5506959,0.99553317,0.95375866,0.7490557,1.0216247,0.95156986,1.2907428,1.4320362,1.2350886,1.2891365,1.3773751,0.7462398,1.0415213,0.25750875,0.29098928,1.0077168,1.4730484,1.4547306,1.3702435,1.4135032,1.143278,1.10786,1.3439486,1.2374587,1.3486637,1.2540613,1.5053735,0.7078297,0.9809835,1.2525192,0.39880675,1.1426749,0.0,1.340241,0.3744017,1.2103906,0.6161577,1.1521188,0.61062837,1.4690962,0.64754915,1.2570708,1.1534705,0.9333359,1.4368122,1.1616842,1.2320862,1.0823878,0.95942634,0.1330598,0.5791073,1.5390916,1.2933234,1.1372383,0.97144365,1.2850376,1.4482702,1.1499944,0.8801766,0.7994519,1.3837235,1.366833,0.80009836
shoe,1.1358547,0.7864219,0.9936512,1.1346664,1.0307857,1.0814495,0.91497386,0.82044214,1.3152299,1.0673923,1.2525936,0.62762374,1.1318694,1.1538393,0.848117,0.97109497,0.73317343,0.7723454,0.79602426,0.8389828,1.1292763,0.9007811,0.82011193,0.9813932,0.74781483,0.98159266,1.0420227,1.0695988,0.9191008,0.8669736,1.1900654,1.1873848,1.1894099,1.0117816,1.0719652,1.1078112,1.212964,1.0494168,0.75609845,1.2173195,0.7516241,0.7947978,0.97429204,0.8177074,1.2849848,0.95442444,1.2117064,0.96368307,0.72264874,0.92274594,1.0198811,0.8861119,1.2297617,0.7987876,1.265302,0.70651186,1.0176569,0.67785996,0.76105404,0.84178567,1.3919761,0.8378917,0.6037753,1.173926,0.8965169,1.2195145,0.94072294,1.0469098,0.5460043,0.7907845,1.1721942,1.3120189,1.2917407,1.134625,0.9258094,1.1250385,0.7297118,1.1956546,1.1159647,1.0096418,0.94862556,1.072,0.9450435,0.6135331,0.7311678,0.92415106,1.0135182,1.1210802,1.0310718,1.1575223,1.094871,1.059094,0.75711197,0.7952953,1.0292501,0.59269416,1.0398437,1.0080912,1.0045459,0.75978935,0.94971895,0.7656245,0.7045913,1.2381642,1.1270351,0.793172,1.1450291,0.85403776,1.340241,0.0,1.1320428,0.8316369,1.2756875,1.0134501,1.284995,0.7191501,1.3473508,0.872025,0.59873664,1.1663449,0.7269297,1.0215168,0.8480493,0.907248,0.86809933,1.3528857,1.3819625,0.68716145,0.7397405,0.87536234,0.9647915,0.6339213,0.77992857,0.9495207,1.1959677,1.0869858,0.7077363,0.73002326,1.3383299
shorts,0.64468473,0.9640705,1.3761344,0.5630692,1.0418662,0.95787525,1.3060555,1.140898,0.6640156,0.7710306,0.60215706,1.2307732,0.831282,0.43945283,1.427285,0.673931,1.0352212,1.3811374,1.4599628,1.4184997,0.8996007,1.4549227,1.2681179,1.2841551,1.2618942,0.98169595,0.9646309,0.93905145,0.9755044,1.3482274,0.9415904,0.9042388,0.89622223,0.85674053,1.072093,0.9304872,0.6693539,1.1014326,1.4518514,0.78011215,1.4328835,0.9372676,0.9445154,1.2099229,0.8428332,0.90279454,0.4407907,1.2578874,1.0508916,1.2657166,0.7933587,1.1031833,0.86637443,1.0964308,0.90266347,1.4563426,1.1317459,1.090484,1.3882345,1.4517009,0.68583447,1.1068585,0.8600358,0.7963342,1.3125317,0.78643566,1.2681346,0.6901158,1.3557451,1.3277068,0.8965377,0.46996683,0.7954294,0.30542064,1.0299592,0.95768106,1.4649076,0.97550786,0.9439433,0.6786799,1.2160344,0.9858884,1.2565916,1.2538753,1.1766344,1.3403987,1.3366442,0.699684,0.9661141,0.3919961,0.29319036,0.8933956,1.3762162,1.3813633,1.4001197,1.2958006,1.1388713,1.0959475,1.2766392,1.1923963,1.3946238,1.1678842,1.3724438,0.77151436,0.90026534,1.3024448,0.6312059,1.1069832,0.3744017,1.1320428,0.0,1.2030206,0.7236551,1.0165025,0.7253957,1.4057674,0.7823044,1.1418531,0.880887,0.8930507,1.2936797,1.0774181,1.1414812,0.93111956,1.006285,0.4849202,0.6657362,1.4672029,1.174296,1.0240095,0.9441257,1.1123677,1.4467946,1.103047,0.8946835,0.9602509,1.3125819,1.3214397,0.89798766
shovel,1.2371558,0.9907322,0.8538977,1.05514,1.2296189,1.2090735,0.77512836,1.0695914,1.1932697,1.2623405,1.4074644,0.6269598,1.0336483,1.2549713,0.77343154,1.358618,0.9100665,0.8201672,0.7194958,0.76170474,1.1355499,0.7849926,0.96299195,0.978688,0.6262728,1.0113086,0.84327745,1.1790853,0.7328367,0.90224266,1.1348896,1.1887461,1.0864004,1.1076758,1.1576502,1.1805588,1.320081,0.82601583,0.6593217,1.2110857,0.760741,0.83197486,1.1202799,0.9235855,1.0279077,0.8206084,1.2038896,0.9364691,0.8534955,0.8736906,1.2461799,0.9851575,1.1398444,0.8544761,1.1712309,0.70273346,1.1171962,1.0984395,0.52178526,0.8973934,1.1942458,0.7932742,0.7995525,1.0681442,0.9429927,1.147655,0.9545514,0.99864537,0.7016375,0.80857635,1.209374,1.3162012,1.1649616,1.2220544,0.5407182,0.8803428,0.58867276,1.0294505,1.0991602,1.2562077,0.844082,1.1621825,0.86992973,0.6246885,0.55292785,1.0873984,0.8956071,1.002703,1.096791,1.2640222,1.152148,1.0393639,0.6012747,0.6344578,0.78269833,0.83569777,1.0722622,1.0766408,0.8101796,0.71628743,0.8112901,0.79756004,0.8132351,0.9745034,1.3301547,0.7534034,0.98370785,0.884995,1.2103906,0.8316369,1.2030206,0.0,1.2026689,0.70316494,1.2444563,0.68806386,1.2810327,0.7939983,1.0022161,1.2215426,0.4959244,0.8898848,0.7710848,0.84489095,1.0025408,1.2647619,1.2760986,0.8076188,0.8046526,0.95078856,0.80522496,0.88416976,1.0016587,1.0016044,1.2685704,1.0154858,0.58192337,0.65323997,1.1913006
shower,0.70074934,1.1104082,1.2935812,0.7136463,1.0842922,1.0226098,1.279812,1.0874761,0.39686567,0.8857563,0.53361845,1.332011,0.89168584,0.73759186,1.273747,0.7709887,1.1472982,1.3541772,1.3134354,1.3241229,0.8704801,1.3872571,1.1117193,1.0984352,1.269964,1.080147,1.0860955,0.9170218,1.0183915,1.1930184,0.7156704,0.9216033,0.9154463,0.8872129,1.0490165,0.85084593,0.56326944,1.1940451,1.3760066,0.73960495,1.297861,1.0841779,0.976952,1.1277204,0.54152733,1.0192609,0.71476,1.1281605,1.1558846,1.2259066,0.85109234,1.0927894,0.78369266,1.2359936,0.85835063,1.4635714,1.0299433,1.1115161,1.401794,1.2832512,0.63280886,1.1730621,1.2042333,0.84389293,1.2772967,0.7679896,1.204192,0.93632865,1.3911262,1.247951,0.9121608,0.707892,0.7913292,0.59085834,1.153036,0.8000676,1.2930992,0.9505976,1.0504947,0.8478505,1.197273,0.9998355,1.1993314,1.3294137,1.2821722,1.2430085,1.2555417,0.662483,0.99821997,0.6474894,0.6555387,0.9523673,1.3550913,1.350052,1.3147671,1.2829431,1.0457222,1.0358952,1.186188,1.1567914,1.2426383,1.1905006,1.3112034,0.584272,0.973395,1.2028797,0.8774282,1.0197209,0.6161577,1.2756875,0.7236551,1.2026689,0.0,1.0029613,0.6521489,1.367816,0.7371218,1.190124,1.1069938,0.78100944,1.3666368,1.027897,1.1543161,1.1283259,0.99861443,0.64422464,0.6295953,1.3620417,1.2353368,1.1214708,1.0042874,1.2116256,1.2484808,1.0829041,0.8663705,0.9893752,1.1476151,1.3255022,0.6993809
sink,1.2709819,0.9943227,0.9917742,1.1001521,1.1985698,1.1011826,0.9761505,1.0296317,0.5821446,1.0932724,1.149763,0.60595167,0.7738718,1.2963864,0.86305344,1.133293,0.9888144,0.86682254,0.9127895,0.5663409,0.94528234,1.005204,1.0368403,1.0181683,0.6545844,1.0410615,1.0209811,1.1241775,0.7251171,0.8053795,1.0219748,1.1019118,1.0111166,0.91678524,1.0944209,1.1020327,1.1437547,1.0391089,0.8022386,1.1259177,0.79866076,1.1324595,1.1813593,1.3859679,0.84861207,0.49649858,1.218667,0.9359724,0.99012244,1.0637393,1.0566913,0.96173304,1.2312099,0.98326457,1.1945976,0.8500626,1.1566938,1.0520688,0.54282045,1.1643494,1.1018617,1.0508739,1.0179689,0.8677923,1.1446126,1.2751474,1.0697826,1.1538346,0.96248186,1.0805601,1.0375942,1.2621676,1.0898997,1.1402962,0.3895074,0.88766736,0.5977926,0.97036135,1.0952897,1.3381356,1.1311555,1.220053,0.95238936,0.6982473,0.9158213,1.1214974,0.98999035,0.6292302,1.1284101,1.2594233,1.08543,0.7101401,0.66621214,0.6963456,0.8842826,0.83120644,0.91781735,1.15285,0.59297234,1.0008502,0.9903595,1.0413169,0.7710455,0.6613385,1.085539,1.1732397,1.1050695,1.0496551,1.1521188,1.0134501,1.0165025,0.70316494,1.0029613,0.0,1.0381548,0.8050728,0.94452184,0.7832495,0.9882042,1.0774765,0.63819915,0.7977508,1.0691196,0.9160158,1.2128925,1.2310889,1.0236107,0.8579461,1.0265658,1.0756534,0.9602765,0.9037924,1.2266967,0.80495036,1.1642984,1.0406617,0.725657,0.9181828,0.94579977
slide,0.6187626,1.0928756,1.3845397,0.7404727,0.82530427,0.7208802,1.2637591,1.0473695,0.4600296,0.80731475,0.40916085,1.4493146,0.8949309,0.697225,1.310148,0.68125737,1.1181964,1.3105066,1.4128426,1.3205547,0.7471217,1.4781876,1.0212585,1.1263812,1.4367634,0.882785,1.2118962,0.9810904,0.94171315,1.2897375,0.80483216,0.7298767,0.7448584,0.79666865,0.90975827,0.9251348,0.5785183,1.3565997,1.4163406,0.53331596,1.3322046,1.2053583,1.0227162,1.1251229,0.89655155,1.1533637,0.69824064,1.2054396,1.2692498,1.3018609,0.6814545,1.2575061,0.8149816,1.3520647,0.7376554,1.5437449,0.95617133,1.0948004,1.4896504,1.2608492,0.4532075,1.326277,1.3038743,0.8046087,1.3010063,0.8477392,1.2580087,1.0477571,1.4762934,1.1960143,0.57559294,0.5328115,0.9299758,0.65436995,1.159907,0.9126289,1.3417642,1.0235802,0.90715003,0.81268,1.0696565,0.95574987,1.3130004,1.4303489,1.4803576,1.1960008,1.2612469,0.7453195,1.1099366,0.6660963,0.7665392,0.78959334,1.416321,1.357501,1.2941424,1.3734565,1.070791,0.9916298,1.1754096,1.3871462,1.2998531,1.1294878,1.3927834,0.73642224,0.80949473,1.3113693,0.85068476,0.756123,0.61062837,1.284995,0.7253957,1.2444563,0.6521489,1.0381548,0.0,1.4654148,0.56799614,1.3463404,1.1476283,0.7880547,1.445528,1.0774707,1.2227048,1.237314,0.83150506,0.62846494,0.3976314,1.3645377,1.4030573,1.1605341,0.8743235,1.2904058,1.0180207,0.86629975,0.6554613,0.86122346,1.158201,1.4667747,0.6882473
slipper,1.5233054,0.88032395,0.33224177,1.3770522,0.979167,1.1174026,0.7304241,1.0660682,1.466084,1.1771021,1.5292379,0.33667505,1.3894968,1.4974725,0.59641564,1.3569565,0.95526147,0.5649624,0.16092485,0.343652,1.4087414,0.54397845,0.91877055,0.88835335,0.45991123,1.0965784,0.876031,1.235245,1.1718138,0.51707935,1.3507748,1.1886286,1.4170706,1.2261223,1.0128583,1.2392035,1.4597205,0.9591491,0.12064707,1.6085446,0.39926732,1.101305,1.23502,1.0360545,1.3390071,0.98546547,1.3581241,1.0014477,0.8538685,0.4837231,1.1679493,0.639933,1.1806101,0.6482029,1.2706279,0.45936906,1.1349902,0.9689103,0.5706188,0.76373374,1.5688426,0.5215669,0.93423414,1.1427003,0.7733215,1.268182,0.82104766,1.2079126,0.33593452,0.73454994,1.3308899,1.4307723,1.365492,1.463409,0.7932267,1.287436,0.38775653,1.1551864,1.2388911,1.4724547,1.0155104,1.2295563,0.21021569,0.6138545,0.3303728,0.9197827,0.40828717,1.3562825,1.1861846,1.5220037,1.3722407,1.1703906,0.14432156,0.18968058,0.27494764,0.65772146,1.1461158,1.1141295,0.8350866,0.71830195,0.216761,1.0874139,0.5324859,1.374609,1.290625,0.9016871,1.2187467,1.0842339,1.4690962,0.7191501,1.4057674,0.68806386,1.367816,0.8050728,1.4654148,0.0,1.3433623,0.61593527,0.9676066,1.3776217,0.5775631,0.7585061,0.82944,0.821121,1.200206,1.4903154,1.620949,0.43914974,0.4234777,0.9402631,1.189457,0.83665997,0.79563594,1.2751594,1.2378116,1.162094,0.730308,0.12640768,1.2922722
snow,0.74606436,1.1492505,1.2976903,0.8579431,1.1153373,1.0595859,1.3618667,1.0755653,0.5478195,0.85382473,0.5299849,1.3136721,0.83778405,0.798369,1.1442069,0.7659581,1.1125433,1.288489,1.35339,1.2876545,0.94277537,1.2598984,1.2176132,0.99120647,1.3945668,0.93825626,1.216098,0.8699067,1.0971813,1.1673138,0.81717753,0.6401969,0.7913723,0.8399798,0.9599434,0.8578956,0.6473019,1.1238776,1.3817942,0.73664916,1.359757,1.2021481,0.91973454,1.1976339,0.7817339,1.1366671,0.75266874,0.97986245,1.2218475,1.339375,0.78773546,1.1536024,0.8270167,1.3074257,0.67004865,1.3696768,0.9402332,1.027223,1.3066524,1.2586511,0.624301,1.2742136,1.2749231,0.6922879,1.2973602,0.84743524,1.2149627,1.0536141,1.4927688,1.146285,0.6183537,0.6771637,0.80567086,0.7242209,1.1119429,0.9562717,1.3217871,0.9627915,1.0358061,0.98440933,0.9799066,0.97934824,1.2554822,1.4247279,1.4210635,1.1711891,1.3134255,0.89359224,0.9843896,0.73743635,0.78470504,0.9364602,1.3421466,1.3009658,1.1578509,1.2754015,1.0776443,0.92461264,1.1660095,1.2902315,1.2511094,1.1680143,1.3023822,0.8155314,0.7958669,1.2069168,0.8298177,1.0449328,0.64754915,1.3473508,0.7823044,1.2810327,0.7371218,0.94452184,0.56799614,1.3433623,0.0,1.2617985,1.1901183,0.7400032,1.3780217,0.89330196,1.2953938,1.227177,0.9688128,0.672581,0.5418368,1.447829,1.3881407,1.2664734,1.0720718,1.2919973,1.2687058,0.9879946,0.6809774,0.9204087,1.2864001,1.3546716,0.48222315
soap,1.3634057,1.0113876,0.527181,1.216548,1.006963,1.049214,0.6595512,1.0561653,1.2084934,1.1271379,1.3202178,0.563507,1.118469,1.2707182,0.95724034,1.2694509,0.917572,0.71520513,0.71340644,0.7000749,0.98450434,0.9490107,0.936425,1.0078894,0.58964306,0.99548876,0.7510174,1.2666156,0.9810779,0.8342493,1.1459931,1.1538494,1.2954267,1.1885542,1.0033791,1.129779,1.2562649,1.0530616,0.5447581,1.2596709,0.76972187,1.0598568,1.2414883,1.0516558,1.0874919,0.63638586,1.148039,1.0052313,0.9087671,0.8409476,1.1281159,0.70696115,1.1360962,0.8443531,1.1568269,0.6226181,1.1417121,1.1679688,0.6978013,0.80110073,1.3013532,0.7596587,0.98631823,1.0495044,0.76253617,1.2121058,0.882441,1.1380641,0.7167313,1.1113002,1.2736986,1.2430595,1.2099282,1.2098727,0.7806243,1.1293298,0.7615899,1.0771815,0.918355,1.3690915,0.9860407,1.1617151,0.7550417,0.7229397,0.6250479,1.0531433,0.6959474,1.0586805,1.12321,1.1896836,1.1430274,1.0846456,0.54838794,0.603021,0.6972234,0.87911063,1.1188996,1.1306491,0.89426124,0.8568318,0.7659044,0.96128255,0.7820736,1.0940765,1.2906675,1.0860227,1.1121832,1.0600966,1.2570708,0.872025,1.1418531,0.7939983,1.190124,0.7832495,1.3463404,0.61593527,1.2617985,0.0,1.0261412,1.2881687,0.67596817,0.9172823,0.67338794,0.65829164,1.0356421,1.2925522,1.2935116,0.55207264,0.81103766,0.8290833,1.0451739,0.94398034,0.8697619,1.0446618,1.180304,0.9479834,0.84204626,0.75250494,1.2045201
sock,0.90757895,0.20320237,1.0374652,0.80154604,0.9767174,0.96811396,0.91038465,0.93093085,1.1862794,1.0307536,1.155998,0.92834675,1.076599,0.9392787,1.0778586,0.8860516,1.0193067,1.057021,0.9833569,0.99225444,1.1419826,0.9015629,0.92900175,1.1311997,0.8453482,1.2707796,0.84417325,1.066218,0.93255496,0.9676339,1.1784961,1.1204054,1.1194192,0.9392259,1.1558744,1.0179741,1.1229519,0.89913917,0.96114796,1.2517416,0.8617989,0.9289431,1.0326445,0.90513235,1.1433485,1.0363914,1.0366805,1.0142787,0.8289618,0.74669635,1.0591336,0.9540198,1.2678063,0.5583756,1.318717,0.90023565,1.1024919,0.55338776,0.8487087,1.0095611,1.2608411,1.0314301,0.37833595,1.1103749,0.9256038,1.2442179,0.9904851,0.77067435,0.9087109,1.0415511,1.1067642,1.1680541,1.0575978,0.9820743,0.98042756,1.0297092,0.9048214,1.0179788,1.0410249,0.62774223,1.2125394,1.0009747,0.99082446,0.49540925,0.89772797,1.035763,0.9659544,1.1809341,0.93396544,0.9756172,0.94235235,0.91852015,0.9903467,0.9925051,1.168014,0.6947344,0.98500955,1.1048212,0.9739953,0.9315981,1.1039445,0.99920166,0.9979632,1.1627157,0.93843716,0.96755487,1.1251497,1.0923145,1.1534705,0.59873664,0.880887,1.0022161,1.1069938,0.9882042,1.1476283,0.9676066,1.1901183,1.0261412,0.0,1.0942787,0.73748016,0.9834067,0.87246263,0.9765568,1.1758006,1.2161909,1.2615552,0.90764797,0.47720546,0.8353532,0.9664574,0.48045605,1.0479451,1.0287656,1.1977521,1.273793,0.94543093,0.95534,1.2043128
soup,0.76806283,1.1729765,1.2961268,0.87992513,1.0368019,1.0072999,1.1876785,0.84117603,0.77092075,0.94622093,0.7761053,1.3980813,0.9780113,0.7524614,1.0869749,0.8537358,1.0104738,1.2339964,1.3232955,1.132216,0.9005303,1.0023198,0.7802874,0.95323277,1.3323393,1.1236697,1.1253667,0.87313324,1.1628929,1.0956209,0.9560187,0.9655816,0.7471162,0.7958005,0.96260107,0.7069485,0.85583055,0.93607163,1.3601805,0.8076931,1.221922,0.9928588,0.8862493,1.1779516,0.9585399,1.1785747,0.9169466,0.9895218,1.1366856,1.2634225,0.93919384,1.1444271,1.018243,1.2580298,0.93388605,1.2885066,1.0141795,0.9899892,1.1613686,1.1396437,0.6087307,1.2832041,1.1897161,0.9350429,1.1075094,0.9578487,1.0778366,0.9605169,1.393108,1.1590915,0.7385956,0.86763704,0.6979969,0.9053147,1.0953317,0.959235,1.2652665,0.91829246,0.8787341,0.73574865,1.1876521,0.8085152,1.3096104,1.3039956,1.3472831,0.98752224,1.2800351,0.8909793,0.785516,0.82419956,0.951858,0.99308825,1.3680384,1.3290902,1.2591206,1.2362573,0.7853428,1.0361617,0.9348795,1.2375497,1.2519729,0.99353635,1.2148542,0.90880615,0.6122446,1.1589218,0.98377323,0.851992,0.9333359,1.1663449,0.8930507,1.2215426,0.78100944,1.0774765,0.7880547,1.3776217,0.7400032,1.2881687,1.0942787,0.0,1.1738234,0.85065717,1.1659913,1.1270027,1.0147656,0.8621942,0.66425717,1.2192093,1.323312,1.1117243,0.8575975,1.1690081,1.1560819,0.8665628,0.9450786,1.0689913,1.1753858,1.3678292,0.9298225
spoon,1.3378651,0.7642199,0.69774437,1.1988323,1.1467614,1.2023387,0.50034285,1.028062,1.3163021,1.2499864,1.5472445,0.6733716,1.205537,1.3506527,0.7348039,1.330492,0.87740934,0.64181054,0.72367513,0.6418789,1.1924682,0.53853685,0.97619534,0.8694005,0.7235795,1.1867154,0.72291255,1.309439,0.9810504,0.65350217,1.2866418,1.2445501,1.2355393,1.0689871,1.022685,1.2459188,1.4618335,0.68013865,0.49658072,1.4522109,0.7351026,0.92484605,1.2618041,0.921851,1.2510431,0.8538191,1.3719957,0.84595156,0.8543812,0.65734684,1.2414658,0.9128056,1.2939308,0.60164154,1.4079255,0.55894077,1.1394684,0.91777927,0.19829845,0.63737166,1.3992295,0.77088475,0.6561868,1.1399925,0.7587873,1.3285327,0.7552768,0.99613476,0.62848735,0.89278686,1.1970725,1.419075,1.3023697,1.4079237,0.33637416,1.1057513,0.53915036,1.1004782,0.9827315,1.2059915,1.0375402,1.0925621,0.74387264,0.43358368,0.6085222,0.9628644,0.7131859,1.1655641,1.0229024,1.4118931,1.3253523,0.9657427,0.48795378,0.4760837,0.7573431,0.63727844,0.779974,1.1378924,0.461461,0.90389967,0.772508,0.8964753,0.71162456,1.1856753,1.2022603,0.8998093,1.1539387,0.8366618,1.4368122,0.7269297,1.2936797,0.4959244,1.3666368,0.63819915,1.445528,0.5775631,1.3780217,0.67596817,0.73748016,1.1738234,0.0,0.7786413,0.5792311,0.9081285,1.2560208,1.4744824,1.4346299,0.53792495,0.6484164,0.7938775,0.8121229,0.6989896,0.9012955,0.93868923,1.3328291,1.1786816,0.67834103,0.641433,1.3064203
sprinkler,1.1137253,0.98084414,0.8313544,1.1586871,1.0254989,1.0934246,0.94224,1.0398308,1.0034574,1.099113,1.1067567,0.9450728,1.1211401,1.2003143,0.83891124,1.153361,1.0074627,1.1369419,0.90395236,0.8576578,1.2344013,0.8676866,1.0159918,0.86231744,0.9845786,1.2317098,0.8852084,1.0720966,1.1221336,0.69044113,1.1966197,1.1034036,1.1078701,0.7936294,0.94129056,0.76967967,1.1287814,0.91251284,0.8282927,1.2778585,0.92546475,1.1569791,1.1298159,1.2204313,1.0523617,1.0435249,1.118901,0.8598961,0.9131308,0.7995211,1.054468,0.8272183,1.1120417,0.8723633,1.0812765,0.95892286,1.2069197,1.0577043,0.8518672,0.98211515,0.9657029,0.85695183,0.98813325,0.98069423,1.0586779,1.1068662,1.0814544,1.0756879,0.9414842,1.0431613,0.7191206,1.1552869,0.8856556,1.1159582,0.7201334,0.9142627,0.81015193,1.0005556,1.059413,1.1173455,1.146364,1.1300532,0.78416514,0.9568546,0.8363423,0.9705237,0.8469721,1.0926957,0.8487212,1.2292826,1.0879036,1.1583054,0.8011836,0.81819606,0.7803345,1.0786331,1.1103411,1.1842302,1.0275408,0.9978979,0.80266464,1.0593598,0.9551154,1.1387311,0.917073,1.0310855,1.0524701,0.9659517,1.1616842,1.0215168,1.0774181,0.8898848,1.027897,0.7977508,1.0774707,0.7585061,0.89330196,0.9172823,0.9834067,0.85065717,0.7786413,0.0,0.9274991,1.0416279,1.2939531,1.1322129,1.1534237,0.8809745,0.857141,1.0466573,1.0534368,1.0751051,1.1624074,1.13939,1.1264671,1.2316599,0.9117726,0.7978773,1.1105121
