,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bench,0.7985334,1.1646922,1.4440377,0.9046607,1.1950902,1.0470074,1.2539698,0.8604504,0.6261591,1.2125086,0.6420964,1.1545755,0.0,0.8924439,1.225628,0.85733414,0.9222192,0.9583563,1.30738,1.156894,0.55521625,1.3384998,1.0295581,1.2235922,0.9164688,0.83714616,1.107082,0.8790207,0.36088324,1.3595777,0.5625975,0.9695313,0.5230478,0.94143915,1.208777,0.71672976,0.5915921,1.096029,1.347136,0.40070838,1.1648531,0.96128744,0.9105334,1.0883381,0.52740276,0.47016525,0.90851456,0.95905817,1.1579487,1.442939,1.1928046,1.277866,1.128915,1.2774627,0.7399434,1.2809058,0.86594677,1.0500025,1.1397153,1.362874,0.8916056,1.3348999,1.131498,0.9094831,1.1859403,1.0310946,1.1311762,1.0658381,1.3584514,1.1835046,0.80645406,0.9399756,0.6533264,0.78420776,0.9566936,0.43912172,1.2361003,0.9016341,1.0220459,1.0080726,0.9935095,1.2175941,1.4606638,1.0741365,1.3147093,1.2016869,1.4215181,0.6111811,1.0392473,0.8627506,0.7815553,0.8025808,1.2963651,1.2557786,1.3422083,1.0614032,1.0029914,0.81848097,1.0706148,1.08882,1.3708457,0.76847506,0.9949566,0.6527046,0.9826779,1.1020769,0.92570525,1.0232166,0.8920751,1.1318694,0.831282,1.0336483,0.89168584,0.7738718,0.8949309,1.3894968,0.83778405,1.118469,1.076599,0.9780113,1.205537,1.1211401,1.2065208,1.0201648,0.818283,0.81561166,0.49166095,1.2880802,1.3851055,1.1366833,0.91616625,0.9260018,1.1412673,0.5707264,0.88286483,0.9632059,0.9214867,1.4281888,0.7789548
bib,0.6177192,1.0291511,1.3866389,0.59507436,1.1437267,1.0982678,1.214508,1.0497311,0.76495415,0.84259427,0.55768317,1.4188918,0.8924439,0.0,1.4813192,0.6155145,1.0118953,1.3030994,1.481191,1.5342948,0.8198545,1.3610363,1.1053797,1.1744723,1.4221585,0.9322748,0.95762026,0.9703103,1.0642083,1.4182351,0.9155227,0.77018726,0.84074533,0.8855023,1.0667603,0.8612628,0.63040143,0.9181224,1.5085342,0.6439066,1.4682436,0.86734736,0.9431275,0.9603905,0.9108875,1.124224,0.5711141,1.2217724,1.1199828,1.3051326,0.84869045,1.1810213,0.76658267,1.1673971,0.878981,1.4301747,1.0572248,1.0518917,1.423,1.2288088,0.59515214,1.1440427,0.90616965,0.9437824,1.1327976,0.73382264,1.1638303,0.6653694,1.4206697,1.3349686,0.8983899,0.4964248,0.7937305,0.4454888,1.2617636,1.0082735,1.5767686,0.9276587,0.8673988,0.4965948,1.0972278,0.89366114,1.3550547,1.2840399,1.2113801,1.2611533,1.4139733,0.91997164,0.9743679,0.20488286,0.5221765,0.89856493,1.5129608,1.4853323,1.4105355,1.2583579,0.9545203,1.0557021,1.2302115,1.195703,1.3961457,1.0718143,1.4109136,0.950175,0.88437974,1.2448543,0.61301416,0.98142725,0.44386268,1.1538393,0.43945283,1.2549713,0.73759186,1.2963864,0.697225,1.4974725,0.798369,1.2707182,0.9392787,0.7524614,1.3506527,1.2003143,1.1305193,1.0364777,0.90648675,0.5127527,0.5826134,1.4648718,1.2339401,0.8974791,0.8502718,1.0597972,1.2087667,0.9752632,0.88349843,0.92273396,1.4134746,1.4130218,0.9036653
bird,1.1409546,0.94937104,0.83674556,1.3921218,1.1264125,1.1722639,0.94100994,0.954412,1.3472545,1.1297348,1.3818126,0.66197425,1.225628,1.4813192,0.0,1.2339995,1.1070129,0.73707914,0.5634863,0.69662523,1.3034892,0.5391916,1.0475655,0.39415216,0.7265375,1.1918603,1.2289605,0.6722299,1.0431063,0.6782173,1.1938462,1.1088402,1.1186286,1.2593112,1.0403161,1.1064956,1.3452623,1.0162079,0.6895111,1.3201649,0.61357903,1.0032036,0.66524994,0.8822489,1.1669319,1.1730092,1.3157139,0.44781935,0.9792333,0.8622449,1.1823223,1.0268638,1.1641643,1.0452825,1.1900084,0.5067198,0.90812373,0.87435615,0.6093543,0.6393891,1.3313931,1.0190318,1.0474981,1.0892584,1.0518972,1.1639507,0.87854487,1.4116565,0.61357665,0.3380435,1.1869402,1.3944738,1.0544828,1.4836962,0.8971776,0.961197,0.4288956,1.1002212,1.2083932,1.2966158,0.91597676,1.1024439,0.82808423,0.6963134,0.91927826,0.7241618,0.8171119,1.2059531,0.6724814,1.4858936,1.4007134,1.1243057,0.6569967,0.6964442,0.6345973,0.61452246,0.8620976,0.8938965,0.80688024,0.60786533,0.5660298,0.8364417,0.6332464,1.1466396,1.0681926,0.32368803,1.3290873,1.0904387,1.414054,0.848117,1.427285,0.77343154,1.273747,0.86305344,1.310148,0.59641564,1.1442069,0.95724034,1.0778586,1.0869749,0.7348039,0.83891124,1.0862336,1.1734097,1.1732309,1.3672042,1.4311814,0.7755479,0.9489327,1.3179913,1.3306589,0.86203533,0.8538474,1.0372137,1.0969357,1.1856401,0.61665875,0.6402888,1.0391095
blanket,0.44548738,1.032003,1.3890461,0.7539294,1.0877848,1.0279218,1.2419218,0.74120164,0.7207298,0.75428545,0.24599206,1.2021996,0.85733414,0.6155145,1.2339995,0.0,1.0060674,1.2591865,1.39364,1.3368973,0.9289826,1.2313075,1.2233444,1.0913508,1.3265322,0.976803,1.2229948,0.7700853,0.90884197,1.3127768,0.8953375,0.8535361,0.92135626,0.8468075,1.0809528,0.72014123,0.3035369,1.2427326,1.4099038,0.73455787,1.3597646,0.9952484,0.81111217,1.0393194,1.0237021,1.1163963,0.80625105,1.0405184,1.2193229,1.371392,0.5796172,1.2179605,1.0402179,1.2557725,1.0511979,1.3182266,1.0693917,0.79271185,1.3208433,1.1747648,0.8698079,1.308543,0.97075194,0.8554307,1.3129809,1.0188843,1.1476994,1.0014987,1.3629099,1.1060737,0.8632295,0.59426236,0.95198894,0.5983857,1.2472602,1.091703,1.3689349,1.0659373,0.8929812,0.6273469,1.2154552,0.8483287,1.360004,1.0910007,1.373815,1.1281976,1.384304,0.8707669,0.844985,0.50706875,0.7218554,0.931782,1.3826891,1.3535124,1.3139198,0.70704824,0.9336845,1.0827246,1.1279726,1.2753667,1.2982415,1.0909623,1.2917476,0.9188641,0.56688535,1.1894507,0.89496046,1.052932,0.68225104,0.97109497,0.673931,1.358618,0.7709887,1.133293,0.68125737,1.3569565,0.7659581,1.2694509,0.8860516,0.8537358,1.330492,1.153361,1.238568,1.1016806,0.94199556,0.70270014,0.68698317,1.3516867,1.3143728,1.1638217,1.0938932,0.6359128,1.2498946,0.9496936,0.90137845,0.992836,1.2911915,1.3811418,0.873483
boat,1.0967407,1.1026194,1.1003497,1.0806433,1.0414107,1.0758814,0.97501653,0.8957643,1.0507733,0.9214518,1.0857494,0.9660688,0.9222192,1.0118953,1.1070129,1.0060674,0.0,0.82224035,1.0342014,0.9442923,0.948685,1.0773834,0.78864163,1.0325277,1.0035458,0.64245415,0.9196791,1.1785754,0.9826984,1.0747073,1.0636007,1.0920537,0.9563551,0.8529344,1.0390662,0.95077187,1.1080738,0.9818238,0.8787068,0.9229076,1.0250154,1.0314435,1.1412675,0.9687988,1.1409935,0.88373566,1.1792963,1.0871568,0.87968206,1.1263655,0.96600366,1.0856686,1.1629725,1.0033616,1.040354,0.8835082,1.1074115,1.0545791,0.8772639,0.98757005,1.0425589,0.9930327,0.861483,0.87528384,0.782172,1.1377503,0.94698715,0.9727836,1.0360377,1.12292,0.9615,1.1138053,1.0919816,0.9867359,0.823063,1.0822167,1.1587297,1.0141554,0.935827,1.0997943,0.72150844,1.0281832,1.0672724,0.936187,0.97481024,1.137869,1.1504426,1.0481008,1.0980588,1.001323,1.0163786,0.8829148,0.8840778,0.894288,1.0559686,0.9357495,1.0877723,1.0841362,1.0834678,1.1282974,1.1177876,0.8361943,0.9876674,1.109034,1.0637536,1.0983893,0.9916717,0.7817702,1.0846379,0.73317343,1.0352212,0.9100665,1.1472982,0.9888144,1.1181964,0.95526147,1.1125433,0.917572,1.0193067,1.0104738,0.87740934,1.0074627,0.8393978,0.82161903,0.66727614,1.1099209,1.1164572,0.92224157,1.0699635,0.8366107,0.68904597,0.89909136,0.9074613,0.92675567,1.1115569,0.7171336,1.0342592,1.0182205,1.1514764
book,1.4489636,0.9625654,0.8103918,1.3415186,1.0974905,1.1532254,0.85780686,0.7310241,1.3141831,1.3133142,1.332545,0.65827405,0.9583563,1.3030994,0.73707914,1.2591865,0.82224035,0.0,0.47405547,0.5035242,0.6976323,0.70099586,0.7040999,0.8712672,0.55161196,0.9057876,1.123151,1.2710544,0.9313024,0.7448573,0.99731886,1.059094,1.1164143,1.1428394,1.0338964,1.146635,1.3252523,1.0726717,0.49043667,1.0374017,0.48280287,1.1663811,1.2037172,0.79425335,1.1964276,0.75586164,1.3742414,0.90147877,1.1001675,0.87567115,1.2379603,1.0756971,1.2399246,0.9023254,1.1378117,0.64232486,0.91627216,1.0227067,0.5636299,0.76227033,1.3370926,0.99142706,1.0763353,1.2372473,0.5007174,1.3283763,0.6413607,1.2401536,0.67974365,0.7364842,1.1549519,1.3283457,1.3054667,1.4956443,0.8777222,1.0577446,0.6210202,1.0769337,1.127151,1.4195886,0.8870483,1.2119002,0.77499104,0.57464445,0.84425205,0.9749759,0.7716945,1.1631774,1.2561975,1.424915,1.4729129,0.5857331,0.5196306,0.46248806,0.7231549,0.56005895,0.93464905,0.9516673,0.6451118,0.92305386,0.7193403,0.6675971,0.46677023,1.1871067,1.2184498,0.8830968,1.321225,0.8354206,1.4980239,0.7723454,1.3811374,0.8201672,1.3541772,0.86682254,1.3105066,0.5649624,1.288489,0.71520513,1.057021,1.2339964,0.64181054,1.1369419,0.8432658,0.9917911,0.934468,1.4066215,1.1700387,0.46670198,0.88340306,0.9327499,0.93206847,0.7212223,0.5306269,0.71208745,1.1226976,1.0268202,0.72883666,0.67701757,1.1893117
bottle,1.5715227,0.847172,0.45747805,1.3860903,0.9476504,1.0519199,0.85159576,0.91978365,1.485157,1.2339743,1.5142126,0.4235052,1.30738,1.481191,0.5634863,1.39364,1.0342014,0.47405547,0.0,0.3191563,1.2694516,0.55674815,0.7069972,0.8872714,0.3367114,1.0644106,0.99559915,1.2319423,1.0711676,0.545274,1.2116239,1.1085011,1.3515936,1.2710252,1.0691886,1.2400669,1.4411458,1.0806924,0.1803028,1.473249,0.18493092,1.1477067,1.214809,0.9504831,1.202493,1.0541925,1.3600905,0.95577097,1.008579,0.56076205,1.2094235,0.85412765,1.2191087,0.767378,1.1851784,0.5179913,0.9679811,0.9948014,0.63071966,0.82753193,1.4891074,0.7392076,1.043146,1.2228216,0.7087219,1.2769685,0.77132624,1.2992047,0.38411295,0.5827182,1.3680744,1.397778,1.3387107,1.519669,0.9772859,1.1290617,0.33114874,1.1008236,1.3017418,1.494477,0.90467465,1.270047,0.31465274,0.6215408,0.4823177,0.9102733,0.44098985,1.304879,1.2411963,1.5256866,1.4272735,1.1043379,0.25057334,0.2784965,0.37457407,0.65196437,1.1532531,0.9824322,0.82483405,0.7362417,0.2488271,0.9716051,0.44803518,1.2197521,1.2944882,0.80772233,1.3372725,1.0637,1.4754758,0.79602426,1.4599628,0.7194958,1.3134354,0.9127895,1.4128426,0.16092485,1.35339,0.71340644,0.9833569,1.3232955,0.72367513,0.90395236,0.83797467,0.9298637,1.0944493,1.4280993,1.5265014,0.4037146,0.54752254,1.0943116,1.1579072,0.8324465,0.6354341,1.105378,1.1798383,1.1432503,0.610782,0.21829236,1.221323
bowl,1.5906321,0.8829277,0.5802115,1.4049159,0.86517525,0.92314565,0.86746377,0.7037864,1.258763,1.2066649,1.4887788,0.42574394,1.156894,1.5342948,0.69662523,1.3368973,0.9442923,0.5035242,0.3191563,0.0,1.0387126,0.6173718,0.4724257,0.9615895,0.41127026,1.0295174,1.0993984,1.262715,0.95814455,0.52070135,1.2248534,1.1580364,1.1598953,1.2053691,1.0703803,1.1804926,1.4518864,1.1368775,0.36582118,1.333037,0.24003911,1.2280083,1.2529266,1.0663714,1.2702084,0.77739584,1.4584064,0.884351,1.0854589,0.64805305,1.2001281,0.8900468,1.3092538,0.8613231,1.2095916,0.54992956,1.0252095,1.0516905,0.5628526,0.90318865,1.3631716,0.8823682,1.0797905,1.1429973,0.68482506,1.3973017,0.75702846,1.3012046,0.55655766,0.7736147,1.1978604,1.4554796,1.3027017,1.5785444,0.86499214,1.205273,0.39285356,1.0487962,1.1671242,1.4968327,0.9316457,1.1527191,0.50241977,0.6130276,0.6818423,0.91626,0.4856661,1.1017599,1.1963058,1.566267,1.5101198,0.89528006,0.3833272,0.41306436,0.51669985,0.6272788,0.9640203,1.0589685,0.5083254,0.8954356,0.48391068,0.85449463,0.53273475,1.1721493,1.1630049,0.9526564,1.3619946,1.0234724,1.5251384,0.8389828,1.4184997,0.76170474,1.3241229,0.5663409,1.3205547,0.343652,1.2876545,0.7000749,0.99225444,1.132216,0.6418789,0.8576578,0.9312227,0.8723333,1.0780673,1.480171,1.3501908,0.30147898,0.71114194,1.0906824,1.0848433,0.83225334,0.65650094,0.813281,1.2117043,1.1352335,0.7403776,0.45934272,1.2395896
box,0.9754877,1.1252267,1.3032631,0.9855488,1.1338452,1.0632166,1.1344616,0.65788466,0.65637314,1.1722543,0.74578816,1.2826803,0.55521625,0.8198545,1.3034892,0.9289826,0.948685,0.6976323,1.2694516,1.0387126,0.0,1.2650696,0.7461907,1.12277,0.93074125,0.87807465,1.1982815,1.0950961,0.7606711,1.2181506,0.62581044,0.90493923,0.78844166,0.9331974,0.91975635,0.8445006,0.8209617,1.2171904,1.32237,0.32939565,1.02949,1.1390781,1.0602452,0.9165128,0.78004456,0.5835449,0.9774743,1.065329,1.2252572,1.3599576,1.1229771,1.2485406,1.0195082,1.2704179,0.8272331,1.3392943,0.93541074,1.1323595,1.1897249,1.0581928,0.696525,1.2936313,1.2431905,1.0747223,0.78695536,1.0610719,0.9397017,1.0233837,1.3163127,1.223176,0.7867809,0.85833985,0.9344908,0.951432,1.1194296,0.7280771,1.2533379,1.0158067,0.92595935,0.96339774,0.9732861,1.0201671,1.3889022,1.073154,1.3772107,1.0827706,1.2959237,0.60689616,1.1740006,0.8851299,0.9875984,0.48951912,1.332495,1.2797117,1.2624493,1.1375719,0.95993936,0.9833053,0.9412372,1.2697496,1.3470111,0.59335446,0.89751136,0.69740665,0.9462436,1.2005126,1.0673978,0.77220297,0.9823201,1.1292763,0.8996007,1.1355499,0.8704801,0.94528234,0.7471217,1.4087414,0.94277537,0.98450434,1.1419826,0.9005303,1.1924682,1.2344013,1.0206378,1.12177,0.7739392,0.8807823,0.4742629,0.9642065,1.3823695,0.8997114,0.8226263,1.0222046,0.7342109,0.46019614,0.9092438,0.8778826,0.9990694,1.4361293,0.94756883
bread,1.2906466,0.83342576,0.6093919,1.3396888,1.062503,1.1724995,0.76820904,0.7440694,1.4576497,1.1698604,1.4952703,0.73782414,1.3384998,1.3610363,0.5391916,1.2313075,1.0773834,0.70099586,0.55674815,0.6173718,1.2650696,0.0,0.9453188,0.7816541,0.7170346,1.2725537,0.9692118,1.0634112,1.1513876,0.6436053,1.2274765,1.138974,1.2159796,1.1733875,0.9024032,1.0361235,1.4577599,0.65230215,0.6163062,1.4473932,0.62108195,0.99687165,1.0294781,0.80336475,1.264332,1.1078254,1.4351542,0.7480408,0.9147382,0.5346042,1.2197149,0.95555145,1.233755,0.7779738,1.3532819,0.57546264,1.0191741,0.89386183,0.5287264,0.66812956,1.4535669,0.8523044,0.9198968,1.1706234,0.81839484,1.2341923,0.67551386,1.1719487,0.52773905,0.6101093,1.211063,1.3943002,1.1827494,1.5672847,0.9372751,1.1810924,0.54516935,1.0353762,1.1128912,1.154508,1.0375805,0.7191398,0.64950395,0.57637,0.6613969,0.7557328,0.56200117,1.3695078,0.84676135,1.4566783,1.487119,1.1405982,0.6776781,0.6880821,0.5681535,0.59898186,0.7586911,1.0360205,0.6900379,0.77357614,0.48339176,0.8192723,0.6256222,1.33787,0.90718424,0.66695166,1.2810924,1.1267198,1.496254,0.9007811,1.4549227,0.7849926,1.3872571,1.005204,1.4781876,0.54397845,1.2598984,0.9490107,0.9015629,1.0023198,0.53853685,0.8676866,0.8644055,1.0120571,1.2439687,1.4531987,1.4791226,0.6294224,0.64326024,1.0318295,1.1912959,0.7217462,0.8471926,1.0718637,1.224655,1.2280474,0.8815291,0.553949,1.2472438
bucket,1.340226,0.9403382,1.0155513,1.193938,0.8397297,0.8426734,1.0266086,0.5858947,1.1789019,1.1884261,1.2575667,0.9188657,1.0295581,1.1053797,1.0475655,1.2233444,0.78864163,0.7040999,0.7069972,0.4724257,0.7461907,0.9453188,0.0,1.062171,0.6974862,0.8506579,1.0417073,1.2571139,0.90709174,0.82762176,1.0557278,1.0606254,0.8676901,1.0383313,1.0655087,1.0188072,1.2365738,1.190574,0.7840516,0.9182769,0.46507543,1.1169758,1.1637555,0.8986742,1.1643977,0.9258083,1.2646447,1.0216761,1.1064316,0.96884716,1.1677756,1.1052622,1.1947323,1.0133218,1.0280366,0.87863266,0.97258097,0.9814392,0.98217595,0.967089,0.917427,1.0803632,1.0715194,1.1527685,0.5857281,1.2450422,0.8275868,1.1362273,0.8972237,0.94692,0.95094246,1.2450362,1.044422,1.319206,1.1880736,1.0268124,0.8597178,1.0512166,1.0774505,1.1443143,0.7782614,1.0521911,0.95190376,0.8878925,0.97691166,0.9587985,0.8986654,1.0432379,1.163032,1.2389125,1.2994095,0.92879975,0.87297064,0.8721064,1.0304754,0.9350829,1.0278962,1.009822,0.86485946,1.0349876,0.99086726,0.64521724,0.7897996,1.06726,1.0590043,1.0112755,1.2940257,0.69367397,1.366625,0.82011193,1.2681179,0.96299195,1.1117193,1.0368403,1.0212585,0.91877055,1.2176132,0.936425,0.92900175,0.7802874,0.97619534,1.0159918,0.86114264,0.94097924,0.71040666,1.260947,1.0406078,0.5318346,0.96889144,0.9625025,0.77316844,0.92869085,0.47777295,0.6400351,1.132228,0.9716441,0.84096926,0.9381577,1.2112476
butterfly,0.9990898,1.0122824,0.93823576,1.2307582,1.0228534,1.0605538,0.90999043,0.9698489,1.178258,1.0808302,1.1419699,0.96536845,1.2235922,1.1744723,0.39415216,1.0913508,1.0325277,0.8712672,0.8872714,0.9615895,1.12277,0.7816541,1.062171,0.0,1.0056927,1.1577446,1.1278758,0.8687192,1.1372306,0.73503995,1.1457994,1.0631664,1.1045324,1.1118234,0.8784565,1.0258371,1.1212976,0.9779185,0.9370403,1.1473246,0.899391,1.1102948,0.8301941,0.82309103,1.1310194,1.1625671,1.1312861,0.64053845,1.0691086,0.959334,1.1265028,1.0151435,1.0233545,1.0763551,1.0511992,0.75802976,0.9199108,0.99528337,0.8491998,0.57882386,1.1240602,1.0687312,1.1095823,1.1029354,0.9944432,1.0736212,0.9114528,1.2633253,0.9263777,0.63225883,1.1016802,1.1813307,1.0282879,1.2652445,1.015724,0.9897387,0.7345905,1.1184639,1.0179993,1.1027988,0.89555365,0.9633305,0.9942938,0.9353627,1.0944047,0.8186953,0.89198065,1.1788986,0.74903965,1.2400547,1.2572514,1.0194749,0.92955756,0.93393946,0.86006415,0.8363472,0.8163385,0.943323,0.88151526,0.78754574,0.811,0.92774737,0.87976325,1.1651963,1.0200834,0.6006325,1.1439201,0.9816567,1.223178,0.9813932,1.2841551,0.978688,1.0984352,1.0181683,1.1263812,0.88835335,0.99120647,1.0078894,1.1311997,0.95323277,0.8694005,0.86231744,1.0863497,1.1589036,1.0607704,1.1894386,1.2119236,0.85459363,1.0740036,1.142003,1.2686052,1.035986,0.84675854,1.045927,1.0250564,1.1231819,0.82841575,0.9616124,1.0366334
can,1.5404248,0.81773305,0.75673664,1.3200252,1.094898,1.0928781,0.94168335,0.7604902,1.2724717,1.2633622,1.463662,0.33452207,0.9164688,1.4221585,0.7265375,1.3265322,1.0035458,0.55161196,0.3367114,0.41127026,0.93074125,0.7170346,0.6974862,1.0056927,0.0,1.0435342,0.98003733,1.2005959,0.6651299,0.72385633,0.9654451,1.2021048,1.2165847,1.2266996,1.1593482,1.1708441,1.3442216,1.1000497,0.4700669,1.2312379,0.28555107,1.0256816,1.1514465,1.0273753,0.9241427,0.5083916,1.3004471,0.9664084,0.96277976,0.7662507,1.3094921,0.85600036,1.3242695,0.8152908,1.2277436,0.6156763,1.0286984,0.9884177,0.61275405,1.0691319,1.4902692,0.8233481,0.93795824,1.1531742,0.92609847,1.3199792,0.8901916,1.2661287,0.49268186,0.8008207,1.4052906,1.4216162,1.1830668,1.3312433,0.86786115,0.8778795,0.4290867,1.177734,1.3369155,1.5007571,0.99645305,1.2698135,0.685911,0.4603064,0.4792248,0.9666784,0.7237806,0.92583114,1.2061288,1.4554799,1.2010357,0.93349797,0.4484747,0.5208354,0.7090075,0.61928093,1.1729698,0.9876099,0.8912783,0.62405664,0.5771593,0.7016057,0.40019715,0.89944196,1.3062615,0.86192775,1.2009143,1.156987,1.415239,0.74781483,1.2618942,0.6262728,1.269964,0.6545844,1.4367634,0.45991123,1.3945668,0.58964306,0.8453482,1.3323393,0.7235795,0.9845786,0.9039243,0.7789383,1.0411941,1.396897,1.441278,0.5284152,0.630742,1.104172,1.1572933,0.6789794,0.8636956,0.9462066,1.2397127,1.1112666,0.44210112,0.51685315,1.213744
car,1.1186987,1.2806262,1.1587957,1.0780888,0.99855506,0.9771602,1.0785003,1.0742638,0.9644979,0.9496822,0.8995958,1.0049056,0.83714616,0.9322748,1.1918603,0.976803,0.64245415,0.9057876,1.0644106,1.0295174,0.87807465,1.2725537,0.8506579,1.1577446,1.0435342,0.0,1.1053239,1.105681,0.97047067,1.1654094,0.99150085,0.8889836,0.90670633,0.99567395,1.0539365,1.1258577,0.98467845,1.1665071,1.036822,0.5921224,1.0549766,1.0393823,1.0816323,0.9367285,1.0349166,0.97587085,1.0244132,1.1272795,1.1700922,1.2822435,0.78452337,1.1196263,0.8806641,1.2447972,0.6931753,1.0238625,1.0064569,1.0427892,1.1070505,1.057864,0.8712259,1.0803384,1.1119587,0.79586715,0.8517651,0.94215196,0.9996545,1.0668075,1.0851384,1.0901445,0.89112324,0.9072295,1.0376061,0.92900574,1.008521,1.0978167,1.2213702,0.99039847,0.8763043,1.1789844,0.45246518,1.0977682,1.1594925,1.2067602,1.178699,1.0177143,1.2173845,0.911304,1.2561214,0.91014874,0.95549405,1.0118734,1.0409956,1.0356058,1.0369775,1.0386329,1.112945,0.9876426,1.0895238,1.1655682,1.1809797,0.8691243,1.0349917,0.944477,1.1247841,1.1734508,0.9860431,0.9158464,0.8997492,0.98159266,0.98169595,1.0113086,1.080147,1.0410615,0.882785,1.0965784,0.93825626,0.99548876,1.2707796,1.1236697,1.1867154,1.2317098,1.1027613,0.9905078,0.26096785,0.93350714,0.92714983,1.0364363,1.2907501,1.0441251,0.86804634,1.1097889,0.817971,0.8755671,0.9686032,0.226403,1.0897532,1.1213464,0.95136505
carrot,1.0345881,0.9944743,0.74859214,0.96339566,0.9570443,0.97926885,0.66555876,1.3370516,1.1570101,1.0440067,1.2634175,0.9960274,1.107082,0.95762026,1.2289605,1.2229948,0.9196791,1.123151,0.99559915,1.0993984,1.1982815,0.9692118,1.0417073,1.1278758,0.98003733,1.1053239,0.0,1.2018354,1.0942881,1.0503961,1.2169831,1.2212135,1.175673,0.87684804,1.0645214,1.0994716,1.1629887,0.63854134,0.7295673,1.3087015,1.1167521,0.8365398,1.1875116,1.0386629,1.1045234,0.9473742,0.9826634,1.177339,0.67946064,0.77755773,1.0841713,0.727295,1.0552313,0.6376847,1.1909564,0.8551587,1.2587657,1.0690231,0.89671206,0.9241526,1.1187825,0.69947565,0.7054444,0.985856,0.787148,1.0218029,0.87630326,0.769614,0.92955285,1.2907342,1.1428144,1.1418142,1.0015471,0.9109381,0.76575506,1.0990702,1.1112274,0.8160666,0.7841045,0.87379795,1.0621036,0.9480571,0.8226283,0.95411813,0.65089905,1.0562284,0.7353697,1.1766958,1.0528246,1.0218673,0.8641683,1.1858519,0.8222705,0.83377326,0.98640966,1.2167763,1.0757896,1.2473727,1.0697254,0.86495876,0.91882795,1.2025845,1.121337,1.18991,1.1191459,1.1628095,0.8753508,0.9277519,1.0614178,1.0420227,0.9646309,0.84327745,1.0860955,1.0209811,1.2118962,0.876031,1.216098,0.7510174,0.84417325,1.1253667,0.72291255,0.8852084,0.46465862,0.7227394,1.1903008,1.1354122,1.2408377,0.96808183,0.669669,0.52957547,0.8011315,0.97709066,1.0610775,1.2667354,1.2477629,1.1135423,1.0813535,0.8969576,1.2260782
cat,0.6032116,1.1086159,1.2224877,0.9483754,1.0324292,1.0021006,1.2505759,1.1134181,0.9112917,0.86363286,0.72076344,1.1151865,0.8790207,0.9703103,0.6722299,0.7700853,1.1785754,1.2710544,1.2319423,1.262715,1.0950961,1.0634112,1.2571139,0.8687192,1.2005959,1.105681,1.2018354,0.0,0.9626119,1.188804,0.91707236,1.0153668,0.8234564,1.1087099,1.0672686,0.86170244,0.70591366,1.0235842,1.3315542,0.89032114,1.2371866,0.78697467,0.10509837,0.981565,0.8939534,1.160749,0.8869313,0.7226031,0.88848305,1.2098134,0.9483106,1.0881371,0.91446006,1.2412112,0.99565667,1.0358963,0.9472977,0.88607216,1.2526784,1.0525968,0.9833606,1.1723418,1.0608639,0.9223999,1.3087516,0.84597665,1.1482689,1.0830393,1.12006,0.813169,0.9697457,0.9397686,0.7077098,0.8897769,1.2239588,0.8834504,1.116887,0.99285865,1.0408645,0.83200395,1.1349578,0.9842685,1.2291279,1.1926959,1.274074,0.8522811,1.2533145,0.9728964,0.56313646,0.90815854,0.89239734,1.1299517,1.2899307,1.3076868,1.050037,0.98133636,0.9564759,0.92441845,1.1884135,0.8029349,1.1148487,1.0307597,1.1198109,0.94255203,0.9040768,0.6445939,1.0258038,1.2017658,0.89971507,1.0695988,0.93905145,1.1790853,0.9170218,1.1241775,0.9810904,1.235245,0.8699067,1.2666156,1.066218,0.87313324,1.309439,1.0720966,1.3026627,1.1457375,1.0305864,0.8800564,0.91224474,1.3557211,1.2102448,1.2219535,1.2194439,1.0231332,1.2187848,1.1246178,0.9012449,1.0780791,1.0803394,1.2022192,0.7924498
