,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
drawer,1.1171697,1.1550242,0.96599483,1.0969119,1.0187396,1.054012,0.87406576,0.84644353,1.0489526,0.97848904,0.96500885,0.82821286,1.0541135,1.0929464,0.9943927,1.0576003,0.7978109,1.1332114,0.85284793,0.70453864,1.0717108,0.8540912,0.78888774,1.052085,0.93816006,0.98764455,1.090281,1.0700263,0.96945614,0.8422249,0.8018898,0.8524777,0.92050785,1.1422964,0.9353763,0.92224306,0.78769064,1.0902314,0.94850105,1.0496826,0.9110939,1.1172072,1.0239975,0.58588564,0.0,1.0288413,1.066998,1.1318228,1.0782738,1.1100701,1.090691,1.2583139,0.9862783,1.0546304,1.048253,1.0567722,0.97563314,1.1268352,1.0807284,0.9611448,1.1542832,0.984194,1.1901704,1.140669,0.9959262,0.99546474,1.0264747,1.050164,0.7876705,0.6893696,1.091656,1.123708,0.9742785,1.0491726,1.0481646,1.2008406,0.9850683,1.1277164,1.1354183,1.1125988,0.69725335,1.1686538,1.0335081,0.9771399,0.7697089,0.97942185,0.96982163,1.0644124,0.94011194,1.0155622,1.0140289,0.8628225,1.1434644,0.9391694,1.0965111,1.1321617,0.69533396,1.0255122,1.0805479,1.1259972,1.0921972,1.0985051,1.017442,1.1384401,0.83149076,0.73936695,1.0043176,1.1010817,1.0492237,1.1090908,0.98495835,1.0826417,1.0674369,1.0327988,1.0154054,1.0991354,0.9181659,0.95261824,1.1453925,1.1334165,1.0503651,1.0254682,0.9477509,0.9255411,0.9152025,0.9635934,0.8117746,1.1857718,0.87237185
dress,1.2514358,0.7677199,1.2261528,1.0155354,0.75954986,0.8025353,1.0574578,1.1971734,1.147564,1.3353134,0.772256,1.2294276,1.1655567,1.0064346,1.2937756,1.174044,1.1400506,0.7118485,0.9773258,1.1078479,0.7559018,1.0615036,0.7517894,0.80763495,0.5850216,0.8529578,1.0557746,1.1757824,0.71875274,0.87146926,1.0448288,1.2020309,0.9426376,0.830062,1.1804565,1.3270853,0.7851132,0.7469355,1.24688,0.8504307,1.2236593,1.0695603,1.1682148,1.1195068,1.0288413,0.0,1.0020597,0.7400874,1.2848377,1.1611489,0.9571777,0.88614416,0.9074727,0.9585231,0.8407414,1.003502,1.2134722,0.944019,1.0226506,0.9289493,1.1153564,1.1805879,0.7365419,0.8295226,1.3004855,1.10379,1.1982985,0.79908985,1.0438498,1.0044379,1.1674318,0.9378223,0.79348505,1.0256755,1.1786968,0.9625337,0.8713639,0.7617961,0.8528607,0.80796456,0.7624954,1.1252208,1.2375901,0.9940544,0.8294176,0.8488282,0.77944684,0.9967226,0.8860907,0.9794012,0.8677559,1.0459578,0.91226983,0.87551427,0.8556396,0.8107071,1.0552783,1.23102,0.99419177,1.1108669,1.20694,0.66899544,0.9492025,0.64039475,1.1947488,0.8347276,1.047766,0.6904936,0.7225679,1.0483216,0.8412021,0.80013967,1.1345857,0.92561144,1.090083,1.218945,1.3017787,0.9454658,0.7456044,0.92086434,1.0408372,0.82307535,1.0077343,1.1450349,1.0968856,1.081322,0.9251903,0.8575228,1.0777832
ear,0.82686424,0.95972353,1.0422757,1.0663186,0.9551396,0.97454447,1.0621942,1.1103873,0.8476357,1.0935719,1.0073192,1.1249654,1.0939152,0.9346998,1.0698494,1.0030458,0.9542209,1.14615,1.0967753,1.134631,1.0049927,1.1863886,1.1173896,0.958648,1.1565661,1.0327405,0.7485975,0.9647317,1.0792956,1.1174252,1.2033628,1.062147,0.90275526,1.0122277,0.9763206,1.081966,0.99989635,0.9470539,1.0219681,1.2232997,0.9359085,1.086747,0.98791116,1.1712391,1.066998,1.0020597,0.0,1.0367703,1.130435,1.0796263,0.9490465,0.5839722,1.0746484,0.90150803,0.9151486,0.8904947,0.88327014,0.9990225,0.7518277,0.8444778,1.0024914,0.95681214,1.0342865,0.99126524,1.0146441,1.0181977,1.0324798,0.97908473,1.2017477,1.1251651,0.8650962,0.71715385,1.138762,0.78403485,0.9365381,1.0444174,1.1625917,1.1497484,0.6109634,0.9875953,1.2330347,0.913563,1.0157316,1.0546721,1.0551997,1.0467366,1.0286491,0.6386244,1.1051164,0.90488493,1.0863537,1.0612218,0.9615361,1.2585127,1.1700277,1.0003082,1.2244858,1.111148,0.81537914,0.87226015,1.0175041,0.9166287,1.0382324,1.1862335,1.1361516,1.0881448,1.0651835,1.026041,0.8408363,0.94828147,0.9181409,1.0489599,0.924757,1.0256574,1.0309877,1.0832491,1.1075709,0.996702,1.0295334,0.94637823,0.9360203,1.1423354,0.9486503,1.1777756,1.0453916,0.8540422,1.3096396,1.0246472,1.052413
egg,1.561795,0.26115787,1.4839594,0.8607882,0.44460762,0.81840587,1.2200359,1.3775787,1.0728366,1.4762723,0.3730244,1.491859,1.3961275,1.1216509,1.4884248,1.1446694,1.263419,0.30058837,0.6877379,1.3159128,0.5506968,1.1637703,0.78547347,0.51346153,0.3905437,0.6962603,1.181246,1.2421534,0.84547216,0.6062635,1.259197,1.3600848,1.2720805,0.6880692,1.3314619,1.4444981,0.9955884,0.29706264,1.3257499,0.48016304,1.2383775,1.0091959,1.2839112,1.2991164,1.1318228,0.7400874,1.0367703,0.0,1.3236117,0.98692834,0.7823755,0.5806731,1.0755477,1.1283907,0.91154194,1.0628034,1.3948933,0.71724284,1.3140078,0.78614897,1.1085136,1.2425499,0.28279674,0.6653963,1.3607194,1.3110614,1.4947153,0.72775114,1.2435801,0.8460797,1.2569253,0.89673495,0.9988902,1.3703108,1.2326741,0.2884615,0.9403261,0.58345675,0.6558328,0.2935779,0.8237046,1.1454779,1.4788083,1.3227191,0.7599479,0.52443683,0.39761388,1.1278069,0.91931236,0.98773634,1.0137945,0.89592177,0.8615575,1.0467492,0.557772,0.43553805,1.291333,1.2995541,1.0750856,1.1135448,1.3712186,0.6963308,1.2897663,0.58522797,1.2944462,0.9851084,1.3846405,0.3132782,0.57508695,1.3242152,0.7760119,0.7168692,1.2096959,0.6375469,1.2313032,1.3145635,1.4459126,0.6346575,0.6733422,0.75935817,1.1926528,0.92059356,0.88238,1.161988,1.0973023,1.1102049,1.0887927,0.30273277,1.1001849
elephant,0.67092526,1.4123821,0.62515736,1.2352515,1.3940717,1.3255293,1.0681149,0.37303615,0.7458853,0.4168285,1.2257158,0.4517874,0.7288563,0.9162828,0.5650556,0.77506745,1.1117191,1.3299267,1.3417519,1.0631431,1.3475368,0.8155012,1.3689952,1.361102,1.3913932,1.308397,1.125378,0.938146,1.0758312,1.3135839,0.98574686,0.7840344,0.7386466,1.3514365,0.7507825,0.49967456,1.2701476,1.4145536,0.77382135,1.4096245,0.958672,1.1393899,1.025171,0.6588009,1.0782738,1.2848377,1.130435,1.3236117,0.0,1.0256695,1.1341803,1.2023556,1.1448845,1.0331221,1.1022878,1.2105,0.7549447,1.2068555,0.957066,1.3797628,0.8750508,0.96155775,1.3628837,1.3634915,0.4893306,0.70691484,0.47638667,1.1909838,0.9367124,1.0806018,0.95231044,1.111737,1.0607251,0.9648251,0.9291953,1.1693295,1.1677611,1.3191614,1.0679872,1.4004619,1.2468346,0.91103756,0.62030524,0.708789,1.1826745,1.3695729,1.313083,1.2166505,1.0805357,1.2007859,1.17998,1.0822747,1.2683388,1.2481365,1.3658419,1.2171028,0.7297659,0.48745275,1.1185939,1.0942751,0.6612853,1.3418711,0.8142478,1.2429215,0.6731012,0.8926414,0.61760485,1.3820848,1.193643,0.7506827,1.2387712,1.3658271,0.83484447,1.3316976,1.000602,0.5898597,0.51892805,1.3615744,1.219031,1.1048927,0.9307454,1.1552483,1.3744732,1.1192105,0.785995,1.0632213,1.0057696,1.2326384,0.7535517
face,1.0088525,0.9257276,1.1929295,0.63487417,0.9516658,0.9946026,1.1593608,1.0956877,1.1319909,1.0384486,1.0154618,1.1255677,1.0183034,0.98324126,1.0957153,0.903755,1.0115272,0.924418,1.0529549,1.0277892,1.0379033,1.0550977,1.0739006,0.95333886,1.0281452,0.8803993,1.0752329,0.90617347,1.1048706,0.93127006,1.0913038,0.995566,1.1132556,0.9906346,1.0775846,1.0480272,1.0827976,1.0122489,0.92595595,0.8828471,1.0501757,0.7912598,0.9039742,1.0238276,1.1100701,1.1611489,1.0796263,0.98692834,1.0256695,0.0,1.0608116,0.94339406,1.0583711,1.2117449,1.0128002,0.69570905,1.0791445,0.8048269,1.1466889,1.0053371,0.77675617,1.0918703,0.8597479,0.87852067,0.97719425,1.0074776,1.1070371,1.1662159,1.0435759,0.9431926,1.1178182,1.0458575,1.0533282,1.1135329,1.0407794,0.88341165,1.1208801,0.9473046,1.0652258,0.93261784,0.9844051,0.78535503,1.041575,1.142253,1.0981255,1.0156308,1.0252314,1.1305306,1.1067485,1.0487094,1.0555472,1.1017834,0.8945513,1.0239353,0.9291104,0.9199765,0.99041426,1.0296059,0.9403525,1.0078816,0.9493984,1.0651827,1.1284883,1.0671749,0.9930542,1.2176733,1.031998,0.98671216,1.1344305,1.258904,1.0354786,0.9889452,1.0550747,0.8994012,0.98843277,0.91234505,1.0634133,0.9638498,1.044462,1.0188951,1.107806,1.1448975,0.92827857,0.9878562,1.0575465,0.81329215,1.054227,0.8847905,0.99013966
finger,1.3432797,0.643813,0.9385998,1.1144574,0.85219896,0.68656933,1.2543561,1.2764277,1.0277213,1.3118365,0.89789104,1.3101581,1.0241888,1.3001245,1.2678052,1.245146,1.1554576,0.9597709,1.1490015,1.306231,0.753129,1.1643795,1.1659566,1.0002064,0.94646525,1.0917468,0.7648596,1.3200607,1.1459982,0.99802315,1.119659,1.288768,1.0250859,0.7355152,1.1791582,1.3062935,0.93327236,0.7176747,1.3621187,1.0209905,1.1550499,1.2530447,1.0534859,1.2296308,1.090691,0.9571777,0.9490465,0.7823755,1.1341803,1.0608116,0.0,0.993365,1.1280929,0.811384,0.589935,1.1285498,0.9846742,0.4923761,0.8212949,0.86836874,0.81763375,0.2837326,0.7058078,1.133747,1.178802,1.0994941,1.0688695,0.51849127,1.2161775,1.19582,0.7097679,0.93461853,1.2653508,0.9685046,1.0161886,0.5120514,1.2282293,0.40277827,0.7988671,0.7665997,1.086931,1.1512187,1.028982,0.95806694,1.065769,0.7276797,0.8300369,0.9359682,1.1420178,1.0397851,1.1201941,1.0492449,1.1687475,1.1824323,1.1218123,0.66472185,1.277498,1.1940176,0.9977625,0.8810788,0.86922723,0.79028606,0.9313229,0.7579955,1.2358496,1.0368024,1.2191683,0.63069105,0.8883908,0.7376516,0.7956026,0.76496005,1.1060238,0.63120174,1.312798,0.99840766,1.3036855,1.0409367,0.18482679,0.45581877,0.7590092,1.2488362,1.0332559,1.279416,1.0831488,1.1242032,1.242229,0.6500004,1.1534348
fish,0.95662016,0.67644286,1.2394733,0.8120191,0.8883826,0.97147095,1.0609365,1.2924734,0.8826554,1.2625239,0.60148406,1.3374426,1.2089903,0.81260765,1.1234115,1.0285068,1.1271336,0.7462928,1.0031865,1.3534315,0.8609175,1.1913937,1.1424382,0.6407429,0.8379695,0.8096125,1.0693536,0.905504,1.0441396,0.8998419,1.2589109,1.308299,1.0124018,0.8349094,1.0552969,1.2902964,0.99963,0.6247039,1.0904238,0.9318663,1.1601065,0.8967891,1.07523,1.2673005,1.2583139,0.88614416,0.5839722,0.5806731,1.2023556,0.94339406,0.993365,0.0,1.0291853,1.059935,1.0280273,0.7978742,1.2049417,0.91022754,0.942246,0.9249768,1.063884,1.1947006,0.60155374,0.7094296,1.1253684,1.1086642,1.2387562,0.90484816,1.2791415,1.1033385,1.0930842,0.73865587,1.1809269,0.9654534,1.0514617,0.7667738,0.9966682,0.95129794,0.62461716,0.69706416,1.1277858,0.7480121,1.1995924,1.1704583,1.0723073,0.8343484,0.7479007,0.82128054,0.8767779,0.9210313,0.9902255,1.0897433,0.77233046,1.1677703,0.78127867,0.7260134,1.311427,1.0681583,0.69431305,1.0440842,1.2107544,0.87008786,1.1579807,0.87220836,1.2372766,1.1481303,1.3123981,0.6867422,0.70059043,1.1348672,1.040313,0.97113514,1.1976428,0.9600059,0.9864553,1.2341621,1.3634598,0.9531752,0.96407443,0.8791011,1.1832645,0.9186725,1.0095302,1.246008,1.1243463,0.88573146,1.2546378,0.63434577,1.1075263
flower,1.0503576,1.1061009,1.121605,0.97339034,1.0758272,0.9861387,0.93728614,1.2401408,1.0123358,1.1922802,1.1201978,1.186584,1.1506681,0.7972072,0.98555064,1.191222,1.0761489,0.9183711,0.94563574,1.0487019,0.9081868,0.75307775,0.9656043,0.8283881,0.94642806,0.9200556,1.0248607,0.9573756,1.0626475,0.7669512,0.84327924,1.0188853,0.9990303,0.9879759,0.92519104,1.1641653,0.81162715,0.9684112,1.0340216,0.93618184,0.97408664,0.92547953,1.089357,1.1063656,0.9862783,0.9074727,1.0746484,1.0755477,1.1448845,1.0583711,1.1280929,1.0291853,0.0,0.98060775,0.9738233,0.9211041,1.2310658,1.0717185,1.1034712,1.0815775,1.1100296,1.1538744,1.0836439,0.7758327,1.1659553,1.1485101,1.1901498,0.95731544,0.73421806,0.693296,1.0432737,1.0172611,0.8642932,1.0075035,1.1640024,1.1850144,0.8685521,0.99572444,1.1441221,1.0426404,0.86093366,0.9572511,1.2104213,1.1750811,1.0512228,0.9385413,0.992903,0.94944584,0.7710173,0.81503606,0.017314672,1.1421505,0.7851456,0.87419647,0.87799007,1.0804434,1.033569,1.0534177,0.91421443,0.9618758,1.2859659,1.0130466,1.1303871,0.8541218,1.0572176,1.1685864,0.9993419,1.0942125,1.0517993,0.9444111,1.0459986,0.9134999,1.0937436,1.072269,0.8521456,1.2545905,1.1917877,1.1147414,1.0988111,1.0153449,1.063373,0.8307358,1.0933578,1.0714316,0.88950455,0.9849691,0.7557564,1.094117,1.0499417
foot,0.98959416,1.1020406,0.886453,1.1517279,0.9460029,0.9953928,1.034686,1.1194184,0.95564973,1.1474526,1.1606123,1.0532306,0.98219347,1.0322908,0.97565967,1.1364554,1.0778999,1.1443286,1.0143509,1.1051779,0.932629,1.0760366,0.96117234,1.0838604,1.1237292,1.1413139,0.82301927,0.9967327,0.95801735,1.1471292,0.96492213,0.95493156,1.029396,0.9007848,1.1238936,1.1059917,0.9506607,1.0570267,1.1012104,1.1589648,1.0616257,1.0197768,1.0140295,1.2347889,1.0546304,0.9585231,0.90150803,1.1283907,1.0331221,1.2117449,0.811384,1.059935,0.98060775,0.0,0.928948,1.103664,1.0156887,1.0254041,0.59240216,0.8042036,1.0533129,0.7178109,1.0876676,1.0507884,1.0427947,1.0237302,0.8436632,0.8313161,1.0601192,1.1208507,0.859991,1.1169376,0.9711996,0.83615744,0.9897298,1.1078779,0.7226672,0.96945786,1.00444,1.1782807,1.1388813,1.1944555,0.9642054,0.89914334,1.0290232,0.9918402,1.0978723,0.87608165,0.8740765,1.1615219,0.9760532,1.1291463,0.96134084,0.8119953,1.0612515,1.1839435,1.2549652,0.9941416,0.9737564,0.8943936,0.9805769,0.7312118,0.81281304,0.96800375,1.0616056,1.0309736,0.8917495,0.9740501,1.0239767,0.42084336,0.9217427,0.9648296,1.0806501,0.920699,0.804142,1.0994846,1.1742973,0.9358928,0.727046,1.0044068,0.7863575,0.7115747,0.9137816,1.0712053,0.95470643,1.0947745,0.9550475,1.1934662,1.1998773
fork,1.266398,0.9914633,0.99197274,1.146803,0.978199,0.7823902,1.1551034,1.1088018,1.0122792,1.2144185,0.9169025,1.1871967,1.0050907,1.1959337,1.1329254,1.1804693,1.0970352,1.0039266,0.9848603,1.1852114,0.9226293,1.0415642,0.91844535,1.1077378,0.9462803,1.0078354,0.78488636,1.2962675,1.0460496,0.9547017,1.1034114,1.0169973,0.965109,0.9331987,1.0994395,1.2401757,1.0110551,0.7722768,1.2621605,0.9433836,1.0069757,1.2831899,1.2237164,1.1022897,1.048253,0.8407414,0.9151486,0.91154194,1.1022878,1.0128002,0.589935,1.0280273,0.9738233,0.928948,0.0,1.1157224,0.9882343,0.7387682,1.0070672,0.9738542,1.0482246,0.63147855,0.990451,1.1214694,1.1976477,1.04575,1.101826,0.31342554,1.0318726,0.87852365,0.93330187,0.9717753,0.9867557,1.1203779,1.1348891,0.89520895,1.1017567,0.6816495,0.96179956,0.90765524,1.01168,1.166858,0.9991261,1.0099063,0.85651374,0.63713115,0.7486403,0.91353464,1.0332482,0.949861,0.97111356,0.83821285,1.1115375,1.1964768,1.1169864,1.0100359,1.1230882,1.2003319,1.0704987,0.76096785,0.9858454,0.9857601,0.96783304,0.92997473,1.2219801,0.7246496,1.0712919,0.8756,0.95927954,0.80711997,0.9021786,0.4064101,0.8614892,1.0435919,1.2440548,1.1036389,1.1328816,1.1042986,0.710222,0.74379086,0.40415442,1.1071935,1.1371789,1.0899122,1.1055425,0.9976906,1.0579329,0.90358996,1.0762285
frog,0.7146589,0.8968322,1.254436,0.60656714,0.9262678,0.9174204,0.9946979,1.2381932,1.154141,1.1160029,1.057909,1.2481767,1.1438175,0.90021014,1.1061345,0.9338364,0.8264992,0.9880768,1.0569239,0.9074206,0.98899096,1.0312556,1.0657719,0.7628295,1.074702,0.9369184,0.98948044,0.8691213,1.0878949,0.9264604,1.0547886,1.1267697,1.1012892,0.86530864,1.1219687,1.1226764,0.8785223,0.974348,0.84807485,0.9659017,0.9796121,0.777499,0.635733,1.1797656,1.0567722,1.003502,0.8904947,1.0628034,1.2105,0.69570905,1.1285498,0.7978742,0.9211041,1.103664,1.1157224,0.0,1.1134862,1.0006622,0.91523594,0.82986933,0.96661824,1.1687247,0.92842376,0.75243306,1.0285952,1.1376064,1.190348,1.2068783,1.1288704,0.9757403,1.2111484,0.8238057,1.1031026,0.7334554,1.0218832,1.1210833,1.0045118,1.0861937,1.0029358,1.0834869,1.0120245,0.75547445,1.2037206,1.2049651,0.995585,1.0175899,1.0201855,0.812115,1.011558,0.88452315,0.93371433,1.1495192,0.7756311,0.93030024,0.9432108,0.9505413,1.1769066,1.0982617,0.72051847,0.922937,1.1503102,1.0004333,1.1653106,0.9902662,1.0543941,1.320981,1.0995655,1.0381516,0.9373791,1.2111661,1.0212057,1.0007684,1.0231307,0.9614712,0.9228466,1.1020703,1.192214,0.8953658,1.1070969,1.090095,1.1568787,1.0125831,0.6584967,0.92944884,1.0844511,0.90940386,1.0682368,1.0080947,1.1144712
glass,0.6737642,1.4079952,0.5718466,1.2516929,1.2233038,1.090127,1.0148442,0.56198406,0.88425165,0.5818695,1.3070467,0.6472616,0.61318713,1.1255279,0.72683996,0.9033189,0.7370579,1.4117088,1.1799681,0.81346285,1.3427515,1.1024805,1.1345986,1.3856859,1.441596,1.2541275,0.9216366,0.9972106,1.2085245,1.3001089,0.99955344,0.8927431,0.7803861,1.2775509,0.76068085,0.63113505,1.1044474,1.4686929,0.9071965,1.3531176,0.7387779,1.1825404,0.92421496,0.8264191,0.97563314,1.2134722,0.88327014,1.3948933,0.7549447,1.0791445,0.9846742,1.2049417,1.2310658,1.0156887,0.9882343,1.1134862,0.0,1.1969854,0.76386774,1.1224998,0.91873586,0.60608727,1.4791992,1.3683486,0.78554404,0.6483791,0.6614436,1.0220789,1.1136855,1.1047684,0.6993787,1.0228729,1.0736176,0.7939567,0.7532721,1.2645308,1.2625705,1.3721478,0.9788462,1.3809676,1.2089286,0.9808286,0.5216085,0.7223542,1.0664716,1.3868247,1.4432193,0.99327475,1.211666,1.084537,1.2915579,0.7253182,1.262954,1.1817961,1.3692956,1.3249645,0.86912084,0.85195434,1.0877708,0.8825034,0.59213674,1.3182032,0.8011972,1.4543746,0.92743474,0.7206931,0.79733807,1.4597046,1.1579425,0.88030404,0.9891468,1.2273709,0.59964204,1.1909341,1.0651544,0.661899,0.57171977,1.1738362,1.2447307,1.1543252,0.63743806,1.3122367,1.186171,0.9609482,0.9457054,0.8768292,1.2390926,1.3613977,0.89256597
glasses,1.3633858,0.5973169,1.2428379,0.88196623,0.84296906,0.8204688,1.2366139,1.3221729,1.0762521,1.3442717,0.81880593,1.3798256,1.1403217,1.1455886,1.327383,1.0964812,1.170705,0.7833942,1.0583624,1.2748604,0.8283637,1.0966899,1.1039594,0.87470245,0.77063465,0.8836617,0.952537,1.2005246,1.1287422,0.807461,1.1366186,1.2135481,1.1046474,0.8881444,1.2063261,1.3243976,1.0377057,0.6457628,1.2394369,0.85574627,1.2597324,1.0324427,1.0997568,1.1876314,1.1268352,0.944019,0.9990225,0.71724284,1.2068555,0.8048269,0.4923761,0.91022754,1.0717185,1.0254041,0.7387682,1.0006622,1.1969854,0.0,1.134998,0.92554545,0.6710064,0.80591595,0.47889078,0.9522129,1.1813619,1.1095167,1.1822267,0.77115417,1.1577215,1.0091215,1.018353,0.91210216,1.2269652,1.1904274,1.1713574,0.4796034,1.1828629,0.39089048,0.9684378,0.67523205,0.99710643,1.0516264,1.2060506,1.0428706,1.0446959,0.6749546,0.71535754,1.0122253,1.1355071,1.0370294,1.0555999,1.1374099,1.0267348,1.064229,0.92882353,0.5391679,1.2235532,1.2318426,0.8929438,0.82111657,1.0114346,0.76782334,0.9992201,0.74334884,1.2072924,1.1987944,1.2363204,0.48468083,0.97014517,1.0686531,0.87583387,0.75226164,1.205725,0.64815205,1.2209328,1.0457475,1.3725612,0.94822377,0.4290009,0.45444262,1.0697023,1.1964302,1.0079254,1.225127,1.1217618,1.0010467,1.124718,0.45900774,1.088564
glove,0.5525918,1.2088455,0.6297471,1.0955961,1.2111982,1.0540608,0.89466745,1.025234,0.9433087,0.94510996,1.2573185,0.8867307,0.7463881,1.0657597,0.77974844,1.0499469,0.8855893,1.398268,1.2323779,0.9870141,1.0456085,1.3013214,1.1231385,1.2838756,1.3591313,1.2412472,0.74516034,0.963361,1.1418127,1.4406679,1.047145,1.0661145,0.84299207,0.9760437,0.8604145,0.947456,0.96953773,1.2923598,0.96277857,1.345328,0.8611505,1.1524551,0.6589018,1.1252719,1.0807284,1.0226506,0.7518277,1.3140078,0.957066,1.1466889,0.8212949,0.942246,1.1034712,0.59240216,1.0070672,0.91523594,0.76386774,1.134998,0.0,0.99203336,0.9773668,0.5546363,1.2236627,1.262793,0.9187811,0.7935059,0.6496856,0.9488568,1.188746,1.3760948,0.60605204,0.91886723,1.1331222,0.47892195,0.791487,1.2659652,0.9503328,1.2296987,0.8405149,1.2980038,1.3186505,0.9095079,0.7448299,0.72966075,1.230124,1.3041251,1.3502067,0.7506606,1.0112299,1.0078714,1.1443772,1.1062006,1.1193511,0.9701737,1.2948478,1.2696841,1.1760957,0.90384686,0.8421415,0.94567883,0.75724226,0.9546598,0.736669,1.2423602,1.1088715,1.0424157,0.8925407,1.2147324,1.0557069,0.568541,0.9368402,1.1474652,0.9274372,1.1391331,0.84665084,0.9261927,0.98471856,1.182849,0.933331,1.045213,0.7958039,0.94123906,0.9153999,1.0536009,1.0063314,0.91952235,1.2122782,1.2375648,1.134455
gum,1.2691088,0.6973276,1.3180733,0.955569,0.53688383,0.675663,0.88199866,1.4095134,1.1114573,1.3623658,0.92591226,1.3776127,1.2963593,1.1194462,1.2624828,1.0769826,0.75922173,0.74673873,0.71555436,0.75847465,0.7198297,1.2588006,0.6072725,0.80714023,0.80880755,0.93222886,0.81032217,1.2216965,1.0024484,0.81291294,1.1163131,1.1188872,1.0524356,0.7524705,1.1199143,1.3575,0.71768045,0.5411311,1.223621,0.60990417,0.9811355,1.0560771,1.004317,1.426598,0.9611448,0.9289493,0.8444778,0.78614897,1.3797628,1.0053371,0.86836874,0.9249768,1.0815775,0.8042036,0.9738542,0.82986933,1.1224998,0.92554545,0.99203336,0.0,1.2015477,1.0404494,0.7891315,0.85100925,1.2973049,1.3489462,1.406259,0.8623235,1.1635753,1.0567106,1.2226195,0.95584196,0.89365757,0.95521367,1.2078209,0.8275647,0.8463253,0.8907106,1.0535524,0.8345611,0.86001563,1.20298,1.3525001,1.3806202,0.6342449,0.692924,0.75087655,0.90440863,1.1257964,0.977611,1.0638121,0.87019956,0.8906867,0.85839754,0.8548182,0.79967594,1.3361937,1.2399559,1.091837,0.8347674,1.3451438,0.65692914,1.3230724,1.0274838,1.2406185,1.2286544,1.2519431,0.74874437,0.6681806,1.0092055,0.85889435,0.7858279,0.910987,0.66500515,1.136699,1.3140993,1.2721751,0.3444903,0.86924726,0.85714173,0.8894488,0.8667713,0.24844325,0.610777,1.1286664,1.0826156,1.1184757,0.8874016,1.2925184
hair,0.88320816,1.0843699,0.9345283,1.0222187,1.2307218,1.2038121,1.1256623,0.93652594,1.0449014,0.89237815,1.0743599,0.91212726,0.73631155,1.1011189,1.0244094,0.8731032,1.0781242,1.1632313,1.3424323,1.0835583,1.170322,0.9740531,1.3006635,1.1668613,1.2271011,1.0650909,0.98469037,0.931924,1.2524616,1.1545851,0.9924539,1.0765448,0.9093226,1.1870465,1.0306827,0.8737776,1.1090184,1.2000729,0.9355032,1.2798097,1.0321839,1.0329744,0.87457675,0.88378406,1.1542832,1.1153564,1.0024914,1.1085136,0.8750508,0.77675617,0.81763375,1.063884,1.1100296,1.0533129,1.0482246,0.96661824,0.91873586,0.6710064,0.9773668,1.2015477,0.0,0.8027774,0.8953131,1.1841216,0.83046675,0.8467594,0.7814594,1.21241,1.129676,1.1444385,0.8447386,0.97131044,1.1235048,0.8619454,0.93089086,0.89308673,1.295043,0.88309973,0.94780546,1.1498001,1.2382548,0.9267255,0.7925522,0.7555423,1.3037791,1.2386842,1.2320588,1.1148937,1.1834662,1.1338748,1.1114551,1.2446234,1.1741918,1.1186181,1.1923723,0.9330775,0.97793657,1.0393938,0.9120226,0.9577982,0.60739213,1.1025597,0.7679348,1.0520585,0.92830956,1.1701722,0.94161075,1.0844133,1.1401774,0.95612514,0.9349122,1.2556729,0.96838105,1.0526747,1.0585204,0.5797869,0.94974893,1.3381472,0.77992153,0.7800875,1.0667328,1.3039792,1.2404097,1.2768629,0.87454844,0.7944199,1.1397924,0.94526535,0.86015594
