,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,0.9655944,0.7096546,1.1332804,0.9438988,0.85189086,0.99221677,1.1473286,1.0852609,0.9705876,1.1526794,0.74500394,1.1200014,1.0637673,0.9953808,1.2554413,1.0832952,1.2113708,0.9989708,1.1254089,1.2618034,0.8978857,1.08627,1.144,0.90272784,0.93789935,0.9429013,1.0020473,1.0042675,0.9904032,1.0048696,1.2515831,1.2366235,0.8750024,0.9024451,1.1228479,1.1250228,0.97427374,0.8639407,1.0756445,1.1288347,1.1444106,1.0624008,1.0230806,1.1495138,1.1354183,0.8528607,0.6109634,0.6558328,1.0679872,1.0652258,0.7988671,0.62461716,1.1441221,1.00444,0.96179956,1.0029358,0.9788462,0.9684378,0.8405149,1.0535524,0.94780546,1.0112257,0.80033344,0.9908186,1.0520536,1.0677361,1.001941,1.0169827,1.3358595,1.1218091,0.92122126,0.70535755,1.1499865,0.8195122,0.96570355,0.7509457,1.0953873,0.9351668,0.0,0.8725986,1.2095459,0.9473008,1.0106013,0.9431349,1.1260033,1.0249995,0.92906123,0.9101607,0.93563503,1.0931048,1.1487287,1.148988,1.0172706,1.1273865,1.0108385,0.7957926,1.2356808,1.1291168,0.83954865,1.1572499,0.9253049,0.8217859,0.9210795,0.9457543,1.1368029,1.013905,1.2015941,0.77581364,0.71943974,1.069644,0.8642643,1.0916214,1.0616343,0.91872644,1.0329559,0.98233646,1.1542656,1.0793192,0.785596,0.8439465,1.1410452,1.0894248,1.1586615,1.3462511,1.0693575,0.9109532,1.282778,0.74736285,1.0079794
orange,1.5901496,0.22441727,1.461158,0.8572898,0.43779492,0.6817514,1.1926293,1.465077,1.1077528,1.5158228,0.53013086,1.5250316,1.4068435,1.1219001,1.5126679,1.1558084,1.2290336,0.3754351,0.6442022,1.3098202,0.50774693,1.1885488,0.76097226,0.572716,0.45814824,0.7553727,0.9835364,1.2584233,0.8001939,0.6700072,1.2239509,1.3110259,1.2924961,0.63246715,1.3241724,1.467084,0.97853535,0.3532033,1.2944839,0.45238936,1.162594,1.0021379,1.2279572,1.3281655,1.1125988,0.80796456,0.9875953,0.2935779,1.4004619,0.93261784,0.7665997,0.69706416,1.0426404,1.1782807,0.90765524,1.0834869,1.3809676,0.67523205,1.2980038,0.8345611,1.1498001,1.2176554,0.3426031,0.72132003,1.3765574,1.2047201,1.5108693,0.7656299,1.1755365,0.9144863,1.192485,0.8047924,1.046896,1.393335,1.0994462,0.33929873,1.0507503,0.537596,0.8725986,0.0,0.8476071,1.1168109,1.4600842,1.2885805,0.87594855,0.51936436,0.42418575,0.9835273,1.1155372,0.8598118,0.99504334,0.84874016,0.8449078,1.0424747,0.61495167,0.39289188,1.2702708,1.3671219,1.0822914,1.020016,1.3118633,0.67136925,1.2262466,0.62561005,1.3283544,1.0713605,1.3671666,0.3709885,0.70722526,1.3085765,0.74764407,0.6354619,1.1950006,0.49934053,1.245173,1.3093815,1.4185565,0.5782172,0.68975294,0.7680261,1.2163489,1.0423852,0.7874902,1.0691245,1.2039,1.1122967,1.1014898,0.380507,1.2073573
oven,1.436142,0.9401965,1.2635916,0.92605036,0.8652539,0.78539014,0.95839286,1.1882684,1.1285502,1.3562639,0.8099626,1.2120253,1.3551356,1.0332652,1.2589931,1.1547155,0.9782674,0.6065616,0.8501965,0.89861083,0.9558587,0.94293106,0.6642774,0.7264984,0.43859744,0.60433024,1.1438223,1.1055076,0.833219,0.652067,0.7588152,1.0826406,1.0616145,0.9120637,1.2002143,1.2356944,0.8025386,0.70669895,1.1870525,0.575944,1.15366,0.89712226,1.1513577,0.7991143,0.69725335,0.7624954,1.2330347,0.8237046,1.2468346,0.9844051,1.086931,1.1277858,0.86093366,1.1388813,1.01168,1.0120245,1.2089286,0.99710643,1.3186505,0.86001563,1.2382548,1.2335062,0.8271067,0.67324233,1.1967089,1.1586698,1.3010691,0.8916117,0.70160306,0.7079509,1.3456559,1.1715586,0.8136954,1.3611151,1.2936211,1.0281955,0.8203517,0.85270965,1.2095459,0.8476071,0.0,1.2292401,1.3595822,1.135541,0.80804074,0.62513065,0.7482879,1.0965183,0.7735996,1.0005195,0.8119516,0.9999488,0.76553315,0.6877745,0.59333026,0.9909861,0.59683174,1.2092394,1.1444596,1.0992185,1.3312914,0.75494456,1.1264967,0.77117425,0.9642219,0.9823361,1.0646242,0.7797708,0.9719974,1.2730875,1.1052008,0.80876976,1.1823704,0.95028824,0.9378654,1.2557639,1.2986836,0.81871843,1.0668886,1.104464,1.2027887,0.81257486,0.8404918,0.7887926,0.9566434,1.0674137,0.573793,0.9021104,0.9058917
owl,0.6230843,1.1647347,0.96716756,0.39239037,1.2024548,1.1473233,0.9266026,0.9222079,0.7956568,0.8025033,1.1857584,0.9543211,0.90346175,0.6123233,0.71829814,0.90463096,0.9841742,1.2598951,1.1550837,1.0710956,1.0778862,1.053605,1.2237097,1.0460919,1.2858845,1.1579643,1.0844624,0.51627254,1.172468,1.1530658,1.064603,1.0990233,0.8592419,0.95998204,0.8041539,0.8981172,1.0881726,1.2733898,0.5492762,1.1893326,1.0093821,0.6563251,0.89340854,1.0304934,1.1686538,1.1252208,0.913563,1.1454779,0.91103756,0.78535503,1.1512187,0.7480121,0.9572511,1.1944555,1.166858,0.75547445,0.9808286,1.0516264,0.9095079,1.20298,0.9267255,1.0891558,1.1277446,0.9818009,0.7691447,0.96766067,0.9255405,1.2834903,1.0880529,1.1189917,1.0641254,0.87264013,1.1278963,0.8907399,0.9310684,1.1782821,1.1126446,1.1792207,0.9473008,1.1168109,1.2292401,0.0,0.93916214,1.0490319,1.1963726,1.2505084,1.2117121,0.9494424,1.01001,0.96026266,0.9596213,1.1504738,0.9019041,1.1413614,1.1325586,1.1082575,1.0811762,0.7494192,0.5126739,1.0479988,0.9804082,1.2377114,1.0835123,1.1777861,0.9703309,1.1693296,1.0643646,1.2305603,1.17729,1.0832412,1.0117676,1.1498923,1.0319042,1.170557,0.91374993,0.9840566,0.9825343,1.169551,1.2105632,1.1031549,1.1675069,1.069687,1.1680562,1.0547404,1.0843222,0.97505367,1.2008821,1.1862186,1.0493985
pajamas,0.56422746,1.4673818,0.3847894,1.3134062,1.5062218,1.2836155,0.8142384,0.5244558,0.8133284,0.40305996,1.2934668,0.41768086,0.2733804,1.1124644,0.49607086,0.94342816,0.8570119,1.5354991,1.4425102,0.92500305,1.4882437,1.0585942,1.4048021,1.5532851,1.4973936,1.2716476,0.94778925,1.0104841,1.188956,1.3892866,0.8064734,0.84369075,0.6699193,1.4191532,0.7087027,0.4424894,1.2281988,1.5342857,0.8865974,1.5783792,0.9620495,1.278105,0.8495451,0.6742486,1.0335081,1.2375901,1.0157316,1.4788083,0.62030524,1.041575,1.028982,1.1995924,1.2104213,0.9642054,0.9991261,1.2037206,0.5216085,1.2060506,0.7448299,1.3525001,0.7925522,0.65671146,1.452956,1.5061004,0.7655958,0.48241127,0.29670596,1.1231092,0.98112905,1.290083,0.6087174,1.0650967,1.2125357,0.6757229,0.79797363,1.2867539,1.0951949,1.2622169,1.0106013,1.4600842,1.3595822,0.93916214,0.0,0.37425697,1.236502,1.4846776,1.4653102,1.0876868,1.0084733,1.1739314,1.2643545,1.0652176,1.3850842,1.1872498,1.4876297,1.3387476,0.81519824,0.7275316,0.91328895,1.0271249,0.26615894,1.2776012,0.40808564,1.2916332,0.7454158,0.8126686,0.8522298,1.4401844,1.2875795,0.7248287,1.2263384,1.371528,0.83691055,1.3829364,0.9878921,0.43721318,0.54005265,1.4542155,1.134107,1.0843874,0.77529895,1.0880945,1.3716966,1.0805333,0.89964616,0.9022311,1.2647614,1.3379383,0.7783128
pants,0.76690453,1.3494368,0.6001647,1.3469276,1.4660968,1.23919,0.9972963,0.6921873,0.8238026,0.7359439,1.062386,0.58198273,0.49512875,1.1139886,0.8062217,0.9669355,0.997057,1.381233,1.4275098,1.0599113,1.3861349,1.0300683,1.3269453,1.392143,1.2268314,1.1545703,0.9240957,1.0442756,1.1155937,1.3700037,0.84467864,1.0014244,0.73637325,1.3656805,0.86877215,0.6841364,1.1703932,1.3351774,1.0188142,1.4946834,1.111162,1.2157757,0.9132799,0.67037076,0.9771399,0.9940544,1.0546721,1.3227191,0.708789,1.142253,0.95806694,1.1704583,1.1750811,0.89914334,1.0099063,1.2049651,0.7223542,1.0428706,0.72966075,1.3806202,0.7555423,0.79837424,1.2166132,1.3914995,0.72794247,0.39192206,0.2632882,1.0730822,1.0390502,1.2791965,0.7263792,0.9570343,1.2707224,0.8027514,0.87315917,1.225308,1.1745379,1.1171988,0.9431349,1.2885805,1.135541,1.0490319,0.37425697,0.0,1.2499185,1.3124669,1.2916986,1.0188372,1.0619137,1.2193944,1.2074358,1.2213751,1.2507287,1.1090406,1.3610114,1.2351432,0.75555503,0.9202762,0.89293855,1.0944455,0.2692151,1.0526973,0.07070577,1.1179835,0.8892717,0.8615094,0.86920315,1.2196935,1.1611447,0.70131934,1.1902378,1.3525705,0.9493245,1.2952749,1.0514587,0.43692434,0.8026608,1.4315512,1.0061195,0.9546182,0.98333776,1.1531159,1.3683951,1.2733612,0.93169314,0.9279815,1.1125487,1.1774203,0.8537934
paper,1.2601409,0.86411744,1.1388286,1.0737157,0.67475265,0.7833304,0.9570757,1.0411121,0.9935478,1.001888,0.8285474,1.0961087,1.1779597,1.1872386,1.0707403,1.1615899,0.54510754,0.82726014,0.69038546,0.68685263,0.76738006,1.0413914,0.7245924,0.83909786,0.8141598,1.0654632,1.0851504,1.2749712,0.90818805,0.7225162,1.0496098,0.90613246,0.98225653,0.9624245,0.9398946,1.039876,0.83218896,0.64847416,1.1061343,0.73136985,1.0224102,1.1365439,1.0994656,1.2259407,0.7697089,0.8294176,1.0551997,0.7599479,1.1826745,1.0981255,1.065769,1.0723073,1.0512228,1.0290232,0.85651374,0.995585,1.0664716,1.0446959,1.230124,0.6342449,1.3037791,1.1638886,0.93098867,0.9351957,1.1856476,1.2279987,1.324132,0.7506161,0.9670191,0.85453963,1.280386,1.0992298,0.85495174,1.2115337,1.1426126,0.91870356,0.88291496,1.0151764,1.1260033,0.87594855,0.80804074,1.1963726,1.236502,1.2499185,0.0,0.56951666,0.45722246,1.083298,1.0189635,0.90910447,1.0425091,0.70876616,0.99333155,1.010824,0.96950746,0.92623496,1.1528174,1.0365036,1.082134,0.9395809,1.2599875,0.9584884,1.25558,0.95290095,1.131714,0.84505856,1.1125166,0.8688009,0.83422446,1.060952,0.9945513,0.79980636,1.09984,0.85376126,1.3259432,1.2441735,1.0239812,0.6638045,1.0310423,1.0337191,0.9266364,0.9172562,0.79883933,0.7366497,1.1432762,1.1454117,1.078951,0.9713459,1.2051115
pen,1.5543658,0.5110099,1.3453718,0.96778095,0.56641257,0.51165426,1.0968801,1.4160852,1.0729477,1.5001949,0.5573455,1.4787292,1.4647616,1.1164804,1.4111305,1.2100577,1.0506343,0.47237343,0.72837996,1.1878713,0.72151417,0.94290626,0.8078572,0.58014995,0.46605724,0.7932606,0.9485995,1.3111124,0.8399314,0.61473,1.1438397,1.1651523,1.1436018,0.7167838,1.2045321,1.4892931,0.8823655,0.18434072,1.3627858,0.55360544,1.3514539,1.0522819,1.1862508,1.3406065,0.97942185,0.8488282,1.0467366,0.52443683,1.3695729,1.0156308,0.7276797,0.8343484,0.9385413,0.9918402,0.63713115,1.0175899,1.3868247,0.6749546,1.3041251,0.692924,1.2386842,1.0915058,0.4878266,0.7001302,1.3572216,1.2977798,1.4991174,0.42369646,0.9992124,0.853343,1.2584846,1.0450003,1.069463,1.3695562,1.3356198,0.5740359,0.9285827,0.5108827,1.0249995,0.51936436,0.62513065,1.2505084,1.4846776,1.3124669,0.56951666,0.0,0.15161508,0.9527864,0.9787185,0.97042733,0.8836741,0.9429775,0.8574202,0.8711767,0.6191714,0.62708575,1.2827646,1.2926359,1.136152,0.81549996,1.4389882,0.6070449,1.2847309,0.5839963,1.346998,1.0540069,1.3076689,0.35240746,0.74142027,1.0823728,1.0561365,0.43539274,1.2134461,0.6963863,1.2337607,1.4280585,1.4676623,0.64400095,0.6893879,0.7339094,1.016178,0.9179191,0.73409545,0.88621646,1.2221954,1.2019454,0.84439826,0.47889113,1.2947652
pencil,1.5248499,0.4007262,1.3924677,0.9943764,0.5638517,0.6226812,1.0432104,1.3503879,1.0450184,1.4444783,0.42785096,1.4174268,1.4304041,1.1194714,1.3862556,1.2183584,1.0778601,0.4377463,0.7023035,1.1730696,0.6316349,0.962764,0.8066833,0.57588184,0.44023192,0.84133744,1.0567752,1.3253739,0.79161894,0.63210565,1.1679227,1.1537118,1.0969114,0.7544717,1.1504401,1.4411137,0.9317368,0.19915485,1.3067178,0.5681731,1.314126,1.0950416,1.169728,1.3296324,0.96982163,0.77944684,1.0286491,0.39761388,1.313083,1.0252314,0.8300369,0.7479007,0.992903,1.0978723,0.7486403,1.0201855,1.4432193,0.71535754,1.3502067,0.75087655,1.2320588,1.2306291,0.436944,0.7490275,1.3389869,1.3214347,1.4897277,0.5744503,1.0177666,0.88406664,1.3005527,0.9854956,1.0562484,1.3716488,1.3052459,0.5079428,0.98292726,0.59300035,0.92906123,0.42418575,0.7482879,1.2117121,1.4653102,1.2916986,0.45722246,0.15161508,0.0,1.0304632,1.0263538,0.9465084,0.94229746,0.9121028,0.90104526,0.99177945,0.6843183,0.4937582,1.3166999,1.2626951,1.0771389,0.9861596,1.3936814,0.6744451,1.2616808,0.5316379,1.3259039,1.01791,1.3516068,0.33003378,0.65924966,1.1387433,1.0120217,0.5871767,1.262305,0.6755233,1.3298743,1.3891563,1.385499,0.6629144,0.70859414,0.7746607,1.1454822,0.9569697,0.7965119,0.9744091,1.2166644,1.1698918,0.97044647,0.4451847,1.2540164
pickle,0.8547273,0.95168465,0.99739474,1.0653398,1.0538061,0.7002683,0.9695918,1.1478503,0.9682205,1.163343,1.0858406,1.1346879,1.0853548,1.0585476,1.0658128,1.090477,0.89442945,1.1529864,1.0670402,0.9813068,0.94142675,1.1128734,1.0496097,1.0747677,1.1323938,1.0789742,0.36040336,1.0212704,1.1086073,1.1335274,1.0655998,1.1466835,1.0007819,0.86132014,0.93802094,1.1500823,0.8382132,0.8868425,1.1478873,1.1162083,0.92331564,1.0896373,0.9603496,1.1213212,1.0644124,0.9967226,0.6386244,1.1278069,1.2166505,1.1305306,0.9359682,0.82128054,0.94944584,0.87608165,0.91353464,0.812115,0.99327475,1.0122253,0.7506606,0.90440863,1.1148937,0.9003446,1.111705,1.0922623,1.0582652,1.0338854,1.0267369,0.8774147,1.0724576,1.2363265,0.77007043,0.5292947,1.0719074,0.62780285,0.73259103,1.1579977,1.0504411,1.1022203,0.9101607,0.9835273,1.0965183,0.9494424,1.0876868,1.0188372,1.083298,0.9527864,1.0304632,0.0,1.0473268,0.7563157,0.9663603,1.051485,1.036667,1.0656198,1.0842764,1.1417229,1.0704165,1.1044681,0.94036305,0.7828458,1.0922861,0.99514395,1.0391133,1.1604868,1.1569474,1.0459142,1.0489331,1.0780233,0.7375691,0.90653396,0.96405286,0.95960045,1.0574392,1.0874518,1.0769292,1.1602156,1.1187606,0.9517447,1.032316,0.9445492,0.93839926,1.0363065,0.8341989,1.0113069,1.1146636,0.9478328,1.1550514,1.1086684,1.2262256
pillow,1.0035363,1.0908464,0.9859344,0.82004124,1.041087,1.00518,0.7922225,1.0630049,0.9053288,0.9789371,0.94117486,0.8963957,1.0312907,0.96024334,0.73327714,1.2214618,1.0295701,0.9708558,0.96003914,1.0297186,1.0116595,0.9446884,0.8839739,0.9298276,0.8314277,0.7240745,1.1184125,0.9168677,0.7892241,0.8135629,0.78178984,0.98825693,1.0114152,1.0191926,1.0846605,0.8812109,0.88601315,1.0291643,0.97675675,0.95571023,1.120933,0.9255985,1.0778985,0.9905336,0.94011194,0.8860907,1.1051164,0.91931236,1.0805357,1.1067485,1.1420178,0.8767779,0.7710173,0.8740765,1.0332482,1.011558,1.211666,1.1355071,1.0112299,1.1257964,1.1834662,1.1782954,0.96247107,0.86098313,1.2380558,1.1799719,1.0803111,1.0600722,0.9385468,0.89732784,1.0285014,1.1252311,0.8176803,0.91828084,1.1334574,1.1397258,0.46362197,0.9886108,0.93563503,1.1155372,0.7735996,1.01001,1.0084733,1.0619137,1.0189635,0.9787185,1.0263538,1.0473268,0.0,1.0609152,0.75159955,1.1259747,0.9693622,0.69808316,0.6673952,1.2346257,0.9940492,0.9622261,0.926705,1.2595667,1.1826744,0.9708719,1.0315773,0.9607935,1.0214548,0.86900854,1.0790151,0.9929119,0.9909177,0.9979778,1.0751934,1.0420592,1.2866104,1.1458399,0.64944553,1.1900992,1.1767316,1.1189648,1.0993611,1.165112,1.2012722,0.39744484,1.1601508,0.98395365,0.9111883,1.0199659,0.8344585,1.0416435,0.93970615
pizza,0.9998716,0.93371195,1.0629855,1.0116484,0.98560524,0.8135446,0.9425901,1.1578184,1.1444935,1.1984557,1.0707815,1.2101498,1.1150994,1.0182365,1.0815227,1.0521038,0.90076596,1.0183518,0.6886047,0.9664849,0.5678171,1.0875226,0.9854687,0.85408556,1.0627625,1.0398325,0.9049392,0.97093457,1.1934826,0.9461557,0.98693544,1.091269,1.0621767,0.68935573,0.90118045,1.218108,0.675336,0.97387505,1.1439788,0.924,0.522794,0.9953228,1.0044245,1.1141125,1.0155622,0.9794012,0.90488493,0.98773634,1.2007859,1.0487094,1.0397851,0.9210313,0.81503606,1.1615219,0.949861,0.88452315,1.084537,1.0370294,1.0078714,0.977611,1.1338748,1.0173494,1.0346051,0.9086437,1.1695213,1.0957024,1.2175783,0.90044886,1.055758,1.0528055,0.9302182,0.8718926,1.0048678,0.91071045,0.8387546,1.0555637,0.9716982,0.9985681,1.0931048,0.8598118,1.0005195,0.96026266,1.1739314,1.2193944,0.90910447,0.97042733,0.9465084,0.7563157,1.0609152,0.0,0.8248534,0.65349996,1.00834,1.0548663,0.9858988,0.90293837,1.0360389,1.0816903,0.9669353,0.986146,1.1889999,1.1131512,1.2029432,1.0455558,1.0948951,0.9327302,1.2070563,1.0296158,0.8749294,1.2068805,0.8433856,0.8248,1.1285515,1.0121621,1.0830643,1.1855305,1.0854485,1.0302931,1.0068754,0.98122007,0.9839125,0.97032434,1.0030756,0.9621061,1.0561976,1.0731285,1.1575142,0.9952413,1.1202221
plant,1.1095288,1.0623416,1.17035,0.9538883,1.0440435,0.9747964,0.94006693,1.2954319,1.0059123,1.253252,1.088546,1.2464252,1.2006553,0.7795528,1.0154985,1.1964254,1.1028577,0.8482317,0.9231618,1.0757489,0.8676525,0.74468315,0.93504417,0.76261294,0.8803467,0.86368865,1.0514951,0.95244515,1.0352498,0.7561044,0.83230907,1.0429047,1.0384008,0.94135046,0.9464874,1.2233149,0.80971384,0.9142739,1.0609119,0.8816336,1.0117702,0.89441633,1.1035732,1.1314389,1.0140289,0.8677559,1.0863537,1.0137945,1.17998,1.0555472,1.1201941,0.9902255,0.017314672,0.9760532,0.97111356,0.93371433,1.2915579,1.0555999,1.1443772,1.0638121,1.1114551,1.1900034,1.0208558,0.69104207,1.2037646,1.1859913,1.2368393,0.9393102,0.71329105,0.6828586,1.0793396,1.0477926,0.8485646,1.0476769,1.2045699,1.1511741,0.8389862,0.9408357,1.1487287,0.99504334,0.8119516,0.9596213,1.2643545,1.2074358,1.0425091,0.8836741,0.94229746,0.9663603,0.75159955,0.8248534,0.0,1.1569855,0.7288978,0.83618027,0.8050012,1.0599685,1.047461,1.0823321,0.9301872,0.95888364,1.3395216,0.9655795,1.1542063,0.80161685,1.0750685,1.1929418,1.0269462,1.0423682,1.0425137,0.95933217,1.036739,0.872403,1.1314899,1.0572912,0.8330081,1.3036542,1.2471594,1.0851725,1.0760636,1.0200617,1.0941056,0.7904372,1.0896965,1.0701281,0.87393713,1.003034,0.7199919,1.0563016,1.0494549
plate,1.1560577,0.989221,0.9911953,1.1188463,0.7862981,0.8056647,0.9426856,0.85899794,1.0373366,0.97582763,0.97050834,1.013297,1.0362661,1.2092782,1.0047398,1.0172552,0.84837276,1.0131701,0.41299188,0.87792367,0.7862196,1.2345135,0.6466756,1.0790644,1.0041511,1.0696665,1.0374196,1.2086154,0.87285376,0.9150324,1.0955195,0.9512828,1.1251463,0.8636356,1.0004241,1.0296564,0.9330692,0.98762584,1.0926316,0.757588,0.43300098,1.199506,1.1691698,1.0423731,0.8628225,1.0459578,1.0612218,0.89592177,1.0822747,1.1017834,1.0492449,1.0897433,1.1421505,1.1291463,0.83821285,1.1495192,0.7253182,1.1374099,1.1062006,0.87019956,1.2446234,0.91681373,1.1047755,1.0842813,1.1810552,1.0518012,1.206289,0.7642658,1.1310229,0.9423534,1.0748506,1.0173652,0.88951784,1.1878394,0.8793133,1.0217276,0.9803365,1.1094737,1.148988,0.84874016,0.9999488,1.1504738,1.0652176,1.2213751,0.70876616,0.9429775,0.9121028,1.051485,1.1259747,0.65349996,1.1569855,0.0,1.1427716,1.127714,0.95542604,1.0456169,0.96954834,1.0188905,1.2464204,0.9274601,1.1328614,1.0906775,1.2296617,1.2024724,1.0449569,0.40696728,1.0153391,1.0342362,0.91328526,1.1617006,0.8110427,0.66518664,0.87207437,1.000792,1.1535972,1.153057,0.7255317,0.7127049,1.1556073,1.1101584,0.67240524,1.036143,0.8972232,0.5932443,1.0604117,1.1571026,1.1565986,1.0566698,1.0551417
pony,1.0975269,0.8979972,1.375314,0.7081766,0.81932795,1.0236285,1.2375625,1.3523443,1.0986115,1.3250974,0.95105726,1.3934336,1.3471303,0.59176236,1.2670599,1.0362278,1.0549748,0.67621535,0.87291026,1.0811818,0.84175247,0.98688555,0.9546329,0.3741418,0.781723,0.735939,1.172076,0.713245,1.0198802,0.76844233,1.0598041,1.0603983,1.3661959,0.78717154,1.197417,1.2848194,1.0185642,0.8474983,1.0615772,0.70027155,1.0911212,0.43149388,0.9268548,1.2645187,1.1434644,0.91226983,0.9615361,0.8615575,1.2683388,0.8945513,1.1687475,0.77233046,0.7851456,0.96134084,1.1115375,0.7756311,1.262954,1.0267348,1.1193511,0.8906867,1.1741918,1.2979162,0.78995085,0.18041283,1.1066941,1.1945068,1.2856679,1.094773,0.9797734,0.8012053,1.3382754,1.0784218,0.95342016,1.2731081,1.1541195,1.0214865,0.8978658,0.99015373,1.0172706,0.8449078,0.76553315,0.9019041,1.3850842,1.2507287,0.99333155,0.8574202,0.90104526,1.036667,0.9693622,1.00834,0.7288978,1.1427716,0.0,0.76060903,0.57924664,0.8894746,1.1359758,1.0797664,0.7884254,1.0070364,1.3179936,0.91020894,1.1751107,0.73986435,1.1217334,1.3299658,1.0820644,0.8960757,1.077884,1.1804695,1.0547076,0.8897474,1.121671,0.86976755,0.8229969,1.246901,1.3208656,0.83816636,1.1113136,1.129182,1.2545096,0.88618416,0.85373867,0.96769756,1.0261846,0.95357007,0.8163595,0.92314076,1.1442752
purse,1.1086208,0.9440495,1.1531718,0.8105033,0.8922706,0.9169188,0.7574083,1.2968967,1.1620448,1.2169975,0.975535,1.1458373,1.1204818,0.9267633,1.0694814,1.1069486,0.8870305,0.7431128,0.81867933,0.6552009,0.9945435,1.0188335,0.64084727,0.80300987,0.6322213,0.78960276,1.1127448,0.9241492,0.8090277,0.8857082,0.8362571,0.9839945,1.1805749,0.89489996,1.1454794,1.141602,0.9300455,0.9539495,1.0075537,0.69967496,1.1844095,0.7281435,0.94685006,1.1405516,0.9391694,0.87551427,1.2585127,1.0467492,1.2481365,1.0239353,1.1824323,1.1677703,0.87419647,0.8119953,1.1964768,0.93030024,1.1817961,1.064229,0.9701737,0.85839754,1.1186181,1.1977198,0.7825123,0.6732861,1.1840659,1.1515077,1.1837085,1.1716492,0.93741846,0.9693391,1.1459945,1.2318995,0.8099671,1.0022588,1.1351808,1.1071389,0.49895865,0.8550542,1.1273865,1.0424747,0.6877745,1.1413614,1.1872498,1.1090406,1.010824,0.8711767,0.99177945,1.0656198,0.69808316,1.0548663,0.83618027,1.127714,0.76060903,0.0,0.51391584,1.0929599,1.0604784,1.1775249,1.048042,1.0043383,1.2341375,0.6172278,1.0566369,0.8086364,1.0990841,1.1783068,0.9845575,0.8053483,1.1285263,1.1131982,1.1642262,0.9327031,1.1455996,0.90441227,0.6443271,1.2060778,1.2073629,0.85111064,1.0235474,1.2365382,1.270409,0.5207611,0.7329019,0.6663223,0.99799407,1.0839096,0.5753753,1.0191188,1.1668764
radio,1.4275997,0.61466944,1.4141154,0.71784294,0.6308088,0.8302487,0.98898333,1.3810545,1.1150862,1.4485574,0.6441242,1.3974516,1.4361699,0.8260821,1.3051913,1.0268492,1.1881604,0.4415453,0.67053133,1.1404035,0.7736784,1.0695467,0.6803911,0.44813383,0.4009884,0.4035529,1.2594824,1.0059551,0.74028385,0.6067367,1.0903193,1.1718262,1.3645806,0.74852115,1.3093174,1.3739443,1.0057126,0.6043297,1.2447017,0.47857296,1.2084851,0.69172823,1.1657258,1.1838505,1.0965111,0.8556396,1.1700277,0.557772,1.3658419,0.9291104,1.1218123,0.78127867,0.87799007,1.0612515,1.1169864,0.9432108,1.3692956,0.92882353,1.2948478,0.8548182,1.1923723,1.345706,0.4687686,0.35992992,1.3082049,1.2991205,1.4754632,0.9879319,1.0682636,0.8526073,1.2566005,1.0328921,0.85539484,1.3099852,1.2283404,0.81829214,0.6371805,0.7156833,1.0108385,0.61495167,0.59333026,1.1325586,1.4876297,1.3610114,0.96950746,0.6191714,0.6843183,1.0842764,0.6673952,0.9858988,0.8050012,0.95542604,0.57924664,0.51391584,0.0,0.8077223,1.1163856,1.2413677,1.1408546,1.0451148,1.4744703,0.6555556,1.3240385,0.70949733,1.2020239,1.0757964,1.1971803,0.5439956,0.8584361,1.3683307,1.0080832,0.7501446,1.2568878,0.79795575,0.81688446,1.3687878,1.415863,0.637136,0.9934125,1.1131954,1.3806949,0.6132085,0.7645259,0.7841149,1.0346287,1.0283217,0.71567667,0.6658627,1.1069181
