,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
box,0.96961206,1.2571315,1.1888019,1.087932,1.1853979,0.99130905,1.0778383,0.7295509,1.0150659,0.9473108,1.1636852,0.8861605,0.9983304,1.0847882,0.95466954,0.99000895,0.7050663,1.0407262,0.7897744,0.0,1.1109507,0.7944286,0.95578986,0.9850966,1.0927591,0.98401666,0.8528578,0.87727684,0.8252069,0.925987,0.9772567,1.0974796,1.1639321,0.8125067,0.8992809,1.0480487,0.8430967,0.796779,0.7831395,1.1537355,1.0727938,0.9464352,1.2317371,1.0840586,0.886204,1.2727827,0.99578035,0.9813908,0.82623523,1.3028569,1.0655217,0.85765713,1.0809093,1.1035323,1.1086901,1.0831444,1.0252614,0.94001025,1.1044695,0.9865022,0.80682564,1.0624049,1.0397044,1.0167081,0.97174126,1.0573463,1.2269732,0.8774998,1.2433803,1.2325442,0.7892128,0.9650463,1.0711255,1.1048112,0.73992044,1.058104,1.0277009,0.90385544,0.9033229,1.0629817,1.0272795,1.1286994,0.6634543,0.6987344,1.1371086,0.7918397,1.1292288,1.1308845,0.92265964,1.0763284,0.8692368,1.143651,0.8391446,1.0218923,0.9800069,1.1741188,1.1045598,1.0282454,1.0203599,1.0316957,1.1658962,1.0460547,0.85989404,1.1451024,0.6655248,0.89607304,1.1126624,1.2432681,1.0548464,0.9044351,0.8038371,0.8066578,0.73313904,1.2369528,0.94911253
bread,1.4552917,0.8960892,0.3690217,1.3796481,0.4357602,0.5328326,0.59737074,0.92840815,1.3146122,1.5474666,0.6531659,1.3729985,1.4046831,1.1962516,1.3059705,1.2961407,0.8332483,0.4788537,0.6290945,1.1109507,0.0,0.70569474,0.5878152,0.7901809,0.8293383,1.230561,1.4194338,0.94201493,1.3300754,1.1875255,1.484432,0.71817267,0.3726619,1.4928731,0.43967855,1.2958765,1.2640948,1.3183916,1.2334737,0.3462124,1.2403138,1.1067752,1.001992,0.5605114,0.7698203,0.8545824,0.7367709,0.9472692,1.2500782,0.65824366,0.8789654,0.79472184,1.2100898,1.2294091,0.55898905,1.1947966,1.4522879,1.290793,1.4414442,0.5047853,1.4295802,0.4986933,1.1328793,1.3299093,1.3061788,0.25007868,0.45349485,0.72055066,0.6304134,0.23052573,1.087604,1.0120788,1.4586079,1.3753661,1.2608104,0.4611342,0.44037187,0.940856,1.2756076,0.4903196,0.62859017,1.2249812,1.186492,0.7641356,0.5167005,1.2389724,1.1325886,1.1474438,0.7243686,1.3981404,1.2102332,1.1856754,0.71500695,1.2987218,1.0180613,0.5185168,1.1684797,0.63424444,0.9746211,0.6097004,0.92239,0.8649403,1.3408155,1.1629851,1.4399569,0.5383098,0.89607185,0.61505675,1.0417043,0.7605687,0.8785918,1.1924858,1.3634057,0.54424745,1.2264082
bucket,1.3682842,0.94911873,0.8601053,1.4235289,0.77612007,0.49432737,0.6445482,0.5285069,1.1020429,1.552043,0.7750923,1.2825508,1.3290567,1.1947378,1.2104369,1.237286,0.6686821,0.7632768,0.54369706,0.7944286,0.70569474,0.0,0.44101447,0.61018586,0.93589765,1.2768778,1.1744245,0.83479106,1.1506183,1.0882978,1.4906055,0.87433255,0.73888296,1.3372166,0.37955213,1.3364856,1.2220277,1.0653402,1.0557842,0.9577161,1.2821523,1.2039568,1.0111821,0.7654722,0.7186,0.9067932,0.55064213,0.8713691,1.1003932,1.008946,0.5943459,0.7180996,1.2645037,1.1747258,0.67929494,1.1831384,1.3834774,1.2486444,1.4192976,0.5694254,1.0922068,0.5906946,1.1360731,1.2676154,1.3179443,0.78735286,0.8322394,0.48025614,0.91642225,0.830029,0.71990633,1.110248,1.4806747,1.3539134,1.0779676,0.7269019,0.7529867,0.6978859,1.0881746,0.5796711,0.62805307,1.2578428,0.8803769,0.49901402,0.98622876,0.8473615,1.1814227,1.076093,0.61884415,1.3906244,0.9419042,1.0758816,0.4404403,1.2769963,0.7842622,0.74616295,1.2885091,0.7317035,0.6648295,0.6350191,0.9332628,0.9854484,1.2119521,1.2064683,1.1822201,0.43692553,0.9247455,0.86205924,0.9285291,0.6103455,0.7945888,1.1123772,0.94649833,0.84817016,1.0900329
can,1.4474905,0.7482538,0.5850536,1.4266582,0.6088689,0.62143135,0.67525107,0.6036546,1.3765707,1.5700071,0.4870522,1.1762586,1.4618576,1.3444664,1.1962631,1.2636487,0.6905737,0.5018901,0.76242155,0.95578986,0.5878152,0.44101447,0.0,0.6581158,0.9253261,1.2543874,1.128775,0.94675195,0.9927619,1.1720512,1.3900185,1.0351119,0.43628716,1.4378011,0.39185482,1.3818359,1.3195175,1.0298204,1.0600852,0.7429741,1.249063,1.2371664,0.93271625,0.5834415,0.8265852,0.77937144,0.55568933,1.0791528,1.2514238,0.68647546,0.8641024,0.90404016,1.259721,1.2592826,0.54242253,1.1917357,1.4395261,1.2689965,1.3302758,0.3153032,1.2569144,0.33317482,1.3495142,1.4188716,1.3192563,0.90086895,0.53645253,0.5753734,0.513072,0.5501193,0.520858,1.1348921,1.4274142,1.2130673,1.2418653,0.33717132,0.3840773,0.7243389,1.2636136,0.399243,0.63139975,1.4256061,1.0520945,0.5361842,0.76084924,1.0155845,1.2107474,1.2957305,0.56652606,1.4408735,1.0922956,1.0483117,0.6404003,1.312226,0.95586866,0.38236415,1.280977,0.7626506,0.9386956,0.4876523,0.9208455,1.0884057,1.1576364,1.1152415,1.299414,0.64145875,0.8806511,0.7038756,1.1654265,0.66307014,0.9673734,1.276283,1.1784117,0.5308069,1.0025009
car,1.2277732,1.0131972,0.7877567,1.302103,0.8745275,0.83969367,0.94247043,0.57777977,1.1497136,1.3092201,0.79712105,1.0828948,1.2946368,1.2700177,1.0460802,0.93980867,0.86114836,0.766822,0.84592927,0.9850966,0.7901809,0.61018586,0.6581158,0.0,1.0938137,1.1212412,0.98810285,0.8905587,1.1571891,1.1176587,1.2990854,1.0210083,0.7366027,1.1566572,0.6744989,1.2162045,1.1918039,0.95687747,1.1439908,0.8850423,1.1066477,1.1795999,1.0924875,0.799517,0.8715423,0.9986081,0.65146685,0.96569854,1.0348135,0.8991087,0.8464924,0.99480754,1.1038096,1.2239392,0.70211357,0.9618521,1.1011059,1.1432484,1.2963578,0.68738914,0.9052736,0.70035064,1.1977899,1.3486974,1.2144252,0.9716412,0.84674937,0.7288446,0.90700555,0.84116757,0.7925282,1.0627327,1.3382668,1.237752,1.229962,0.79167217,0.7897847,0.72040546,1.0124362,0.5873994,0.83497787,1.2400838,0.93319863,0.5805347,0.8855157,0.78840816,1.1073853,1.1668463,0.78550243,1.2925026,1.1350764,0.9412263,0.73260707,1.1787516,0.94174075,0.7947223,1.0633787,1.0135326,0.94345105,0.7155674,0.93770486,1.0076146,1.1665386,0.97031325,1.2663891,0.7305201,1.0502031,0.9713291,1.1302077,0.7791668,0.92827386,1.3242477,0.9885312,0.82684755,0.8558558
carrot,1.073853,0.7316198,0.8137183,0.9566731,0.91551363,0.9019446,0.76473397,1.1500767,1.1133417,1.2420375,0.8643855,1.2257818,1.0036558,0.98667115,1.2293829,1.1418861,0.99825513,0.96057814,1.1641513,1.0927591,0.8293383,0.93589765,0.9253261,1.0938137,0.0,1.1794971,1.1792854,1.1118622,1.1880298,1.054589,1.1323278,0.3868891,0.6815214,1.1975082,0.90671444,1.1617988,1.0326031,1.2089585,1.0803365,0.92622566,1.0652622,1.0356532,0.7064471,0.89327437,0.97941715,0.70948607,1.0244626,0.9559913,1.0907722,0.8453562,0.920539,0.78218657,1.0428907,0.81107867,0.91236067,1.2003796,1.2155035,1.0391276,1.0183047,0.981498,1.2378352,0.96367943,1.1049876,0.93230265,1.110763,0.8765446,0.86255515,1.0670986,0.8023002,0.66786456,1.1638801,1.0653843,1.0737132,1.0330529,1.0917878,0.9235867,0.92089546,1.163745,1.1531764,0.96742916,1.0018822,1.0425673,1.1450806,1.1398237,0.9808077,1.2107424,1.0717323,0.98878646,0.79781467,1.0270313,1.0483998,0.91843563,0.98682594,1.1143538,1.0722255,0.89453685,1.1323359,0.85109645,1.0262984,0.99107796,0.8985569,1.0053874,1.1721395,1.0537286,1.2347958,1.045317,0.8051298,0.6052897,0.28615606,1.0618627,0.95051426,1.1365927,1.1725346,0.7808929,1.1583965
cat,0.8881946,1.190802,1.2818925,0.93252414,1.1953725,1.2294406,1.1019952,1.070568,0.8128331,0.78835964,1.2074322,0.9012697,0.9680826,0.9684696,0.98804003,0.843993,1.1778154,1.1948473,1.042231,0.98401666,1.230561,1.2768778,1.2543874,1.1212412,1.1794971,0.0,0.9085974,0.96193355,0.8643521,0.8663784,0.86592036,1.194032,1.3098123,0.8411606,1.2801167,0.16582775,0.9753065,0.860152,0.98433995,1.1473447,0.936184,0.896382,1.2332461,1.079893,1.0787331,1.1934203,1.1135495,0.96492743,0.86812055,1.1696303,1.1373718,1.2045549,0.8500905,1.054457,1.2655855,0.91095006,0.68466085,0.9253566,0.9063428,1.199087,0.80216277,1.1528845,0.851988,0.97511977,0.87914455,1.1160432,1.2665437,1.1592196,1.2449203,1.3203528,0.98932505,0.82013416,0.9215147,0.92933667,0.93266344,1.2230186,1.2255743,1.1720635,0.955459,1.0859598,0.9856942,0.9630925,1.0063925,1.1848283,1.1912758,0.86327595,0.8207537,0.89765155,1.1601882,0.9330047,0.98909044,1.0678761,1.1601962,0.82051575,0.84551823,1.2043669,0.80257875,1.2164129,1.0610029,1.1381111,1.1142915,1.0501138,0.909757,0.83044046,0.84227383,1.2002189,1.1690576,1.2172681,1.0394319,1.1596738,1.0543449,0.92929745,0.8345601,1.2978755,0.85726815
chair,0.7041773,1.1937263,1.423445,0.7687249,1.3797655,1.3812964,1.1977143,0.9586199,0.84121895,0.48624063,1.2812734,0.37581003,0.824513,0.9891347,0.6497814,0.8463156,1.2610364,1.3259405,1.3095126,0.8528578,1.4194338,1.1744245,1.128775,0.98810285,1.1792854,0.9085974,0.0,1.1261349,0.59172696,0.94206434,0.23683703,1.289613,1.4835949,0.64872634,1.386111,0.89015645,0.8519997,0.5317605,0.7574757,1.3902471,0.84698534,1.0832828,1.1628615,1.398564,1.1829811,1.1874597,1.212489,1.3034574,0.92953783,1.3645458,1.1997452,1.3812785,0.954553,1.0221107,1.3417459,0.85844904,0.5255425,0.8549712,0.57961035,1.3058767,0.36636186,1.285851,0.8424843,0.90978265,0.62328404,1.3301442,1.3914063,1.1396834,1.377412,1.4427547,0.68844134,1.1856823,0.6331389,0.62861115,0.95204353,1.3222197,1.3400258,0.88768005,0.9786375,1.3019538,1.3526187,1.0021868,0.76196074,1.0583705,1.2937307,0.61097467,0.8104443,1.0556774,1.262856,0.7648232,1.0405537,0.82790893,1.0922852,0.75654,1.0361743,1.3653865,1.0501134,1.3443124,1.1104703,1.2880127,1.2725078,1.2803456,0.41914618,1.0174937,0.46905285,1.345887,1.2351923,1.4343204,1.1114104,1.066017,1.2634015,0.8400923,0.3545283,1.4360005,0.7266631
clock,1.0813673,1.1595622,1.0862192,1.2205273,0.92816156,0.8928318,0.9603337,0.78517103,1.1707267,1.169834,1.0494827,1.2214165,0.95738363,1.1681843,1.0364168,1.0857643,0.8371374,0.9526909,0.7957479,0.87727684,0.94201493,0.83479106,0.94675195,0.8905587,1.1118622,0.96193355,1.1261349,0.0,1.0356387,0.9478469,1.2339132,1.0483148,1.0072979,1.0671872,0.86287045,0.9729678,0.9545445,1.0597224,0.9420042,0.96395123,1.1345488,0.8458415,1.1430587,0.9486973,0.9615988,1.1241212,0.886615,0.733633,1.0225956,1.092757,1.0416288,0.87700295,1.0564445,1.1672702,0.8767067,1.0022917,1.1270558,1.0706484,1.2277858,0.8465197,1.0456476,0.8272935,1.0421596,1.12024,1.0477967,0.85663027,1.0455463,0.9058784,1.0626196,1.0290297,0.9792538,0.7569966,1.1939924,1.190197,0.99843895,0.9310811,0.97129416,0.8931051,0.97752744,0.9225089,0.89481795,1.0554224,0.9164206,0.77838767,0.9240932,0.9078785,1.114298,1.1009748,0.84448135,1.1333722,0.971638,1.1536992,0.86700314,1.0786046,1.0733397,1.0179754,1.0150276,0.90407366,1.0575198,0.90241146,0.9386552,1.0914065,1.0615318,1.112582,1.0907761,0.78191745,1.0079832,0.99156207,1.0978496,0.9687685,0.7315355,0.98851633,0.95470107,1.054132,0.9999106
closet,0.92800224,1.239707,1.3640072,0.93736094,1.3283145,1.2755077,1.1802049,1.0025091,0.88820094,0.66618526,1.2375965,0.69387347,0.81899995,0.93348515,0.8530848,0.84898806,1.1960965,1.1950734,1.2176014,0.8252069,1.3300754,1.1506183,0.9927619,1.1571891,1.1880298,0.8643521,0.59172696,1.0356387,0.0,0.94593734,0.6675658,1.2984494,1.412807,0.652686,1.2822378,0.93018353,1.0519199,0.25169545,0.69022226,1.276459,0.8443515,0.92968935,1.2272295,1.2403221,1.1118457,1.329624,1.2835963,1.2220869,0.8019279,1.2926121,1.3523848,1.2204435,0.88963366,1.0851047,1.2843785,0.9891206,0.66644263,0.8029047,0.67443615,1.2964325,0.59623444,1.1203768,0.86007935,0.98918426,0.730146,1.2309833,1.3779445,1.1694247,1.2507186,1.3481812,0.56123453,1.1070822,0.6821729,0.65068865,0.8809533,1.3070487,1.2667243,1.1402919,0.9876609,1.2216108,1.1702138,0.9841561,0.92124736,1.0418003,1.1946622,0.50937927,0.9765028,0.99771947,1.2307847,0.7287844,1.1103538,0.9573574,1.1121492,0.61422336,0.9655785,1.3891613,1.0280079,1.2579547,1.2655971,1.2842482,1.1699386,1.197941,0.56612176,0.9714556,0.6208483,1.3266991,1.2977692,1.3831728,1.1816012,1.1468213,1.2334981,0.86296713,0.6728107,1.3633363,0.64099205
comb,0.8174701,1.1326032,1.3003546,0.9148503,1.3128543,1.228276,1.2040987,0.7529412,0.7266682,0.8600843,1.1547083,0.8884642,0.9661219,0.9927812,0.81161225,0.8428948,1.0470887,1.2419999,0.96194404,0.925987,1.1875255,1.0882978,1.1720512,1.1176587,1.054589,0.8663784,0.94206434,0.9478469,0.94593734,0.0,0.99629146,1.1402148,1.2398987,0.7913353,1.2711262,0.98001766,0.9616201,0.96474904,0.8287795,1.2342311,0.8680143,1.0685077,1.1344151,1.1192955,1.1642491,1.1889852,0.9208801,1.033381,0.8995807,1.2242365,1.1537381,1.1168021,1.1109613,1.0577354,1.3257891,0.898553,0.87399006,1.0720625,1.0605949,1.03123,0.8816687,1.1518555,0.7902559,0.9714484,1.0560277,1.0941275,1.3057133,1.0900679,1.253554,1.3159506,0.8121208,0.9109653,1.0181549,1.1054404,0.7334176,1.0629029,1.1355356,1.0179574,0.93448883,1.3031127,1.0647006,0.9112255,0.9762216,1.0369799,1.1828002,0.90950847,0.9870894,1.0763329,0.9343669,1.0358975,0.93197376,1.058196,0.88579667,0.93152803,0.87370336,1.1649644,0.59456265,1.1015029,0.9792945,1.0062637,1.0433198,0.94556534,1.0169392,0.91933215,0.78174615,1.1058252,1.1334583,1.2134336,0.9818287,1.1565683,1.0963067,0.69179106,0.8922457,1.2415508,0.91358364
couch,0.5228642,1.0946836,1.4295692,0.47206163,1.36496,1.4293745,1.2619892,1.2903649,0.7729696,0.24466676,1.3236376,0.38872582,0.554006,0.8820794,0.53221864,0.7630045,1.3404028,1.4401885,1.463214,0.9772567,1.484432,1.4906055,1.3900185,1.2990854,1.1323278,0.86592036,0.23683703,1.2339132,0.6675658,0.99629146,0.0,1.2234017,1.5696232,0.61310697,1.5777564,0.7688993,0.73446864,0.69703543,0.8423331,1.3858411,0.7918345,0.9329411,1.0516412,1.4477086,1.3031148,1.1134042,1.4409736,1.3010833,0.94096375,1.2786845,1.2744753,1.3781124,0.7797632,0.8461347,1.4176383,0.74606574,0.53885937,0.65580845,0.38464665,1.5161273,0.65905356,1.4993786,0.79500043,0.7347644,0.6307967,1.3383076,1.3800282,1.3255529,1.314335,1.4331257,0.9687992,1.1381491,0.40131658,0.46997434,0.8855885,1.452143,1.4854763,0.98131764,0.9135766,1.5195533,1.4572191,0.8286671,0.9027598,1.361123,1.2925802,0.90413755,0.7537285,0.9926632,1.4893942,0.46136028,1.064442,0.82382905,1.3995779,0.7124032,1.0976691,1.4323416,0.958135,1.3614743,1.1892204,1.4588544,1.2104166,1.2408361,0.5551502,0.88835955,0.5322026,1.4861028,1.159756,1.405848,1.0751001,1.1789739,1.2952513,0.7907787,0.7199029,1.4314141,0.8187892
cracker,1.1789176,0.71779716,0.800388,1.1061937,0.8336611,0.75463325,0.61961854,1.1163888,1.1297534,1.3065842,0.86601096,1.2977664,1.0869776,1.0259913,1.2085679,1.1176686,0.97604203,1.0287122,1.0225867,1.0974796,0.71817267,0.87433255,1.0351119,1.0210083,0.3868891,1.194032,1.289613,1.0483148,1.2984494,1.1402148,1.2234017,0.0,0.6948772,1.3141,0.9013918,1.1371098,1.0833424,1.2727985,1.0787143,0.8234887,1.1187408,1.0621449,0.61873955,0.93367225,0.89669406,0.6606828,0.9328814,0.83522767,1.1260397,0.79332745,0.8171426,0.62023425,1.0266535,0.7650686,0.82351774,1.1425183,1.2189481,1.1586394,1.1676297,0.9760334,1.2796342,0.97460055,1.1415145,1.018088,1.1428154,0.72985053,0.74296796,1.0132984,0.7712531,0.6272107,1.2713499,0.9811359,1.2156419,1.1582553,1.1594205,0.94655514,0.95079416,1.0441395,1.0395988,0.9391212,0.9335863,1.0466839,1.1380165,1.0639298,0.94018203,1.2832683,0.99715114,0.8843673,0.8698813,1.1170629,0.96128446,1.0171571,0.9065231,1.207348,1.0792783,0.8295503,1.1411065,0.8150231,0.92845,0.96831995,0.76923007,1.0633359,1.235538,1.1456995,1.2898161,0.83761835,0.72335804,0.6204853,0.4793619,1.0466553,0.8488802,1.2002348,1.2774862,0.7557634,1.234467
crayon,1.4816654,0.6998154,0.13213283,1.3509257,0.38602805,0.6005554,0.80196446,0.91467494,1.4396173,1.6254333,0.39164066,1.4397142,1.5158097,1.2715628,1.3483113,1.2794725,0.6655066,0.23544693,0.7454884,1.1639321,0.3726619,0.73888296,0.43628716,0.7366027,0.6815214,1.3098123,1.4835949,1.0072979,1.412807,1.2398987,1.5696232,0.6948772,0.0,1.516913,0.31045383,1.3949275,1.3165323,1.430279,1.2536454,0.312248,1.2494006,1.1500964,0.83757114,0.38868392,0.80828094,0.70819783,0.60277116,0.9243912,1.3318288,0.35130626,0.85133094,0.7445588,1.2764612,1.2068472,0.40586865,1.2343271,1.4962207,1.3917956,1.5109328,0.32912886,1.4743298,0.3966456,1.4050114,1.4190813,1.3658719,0.7729819,0.22179627,0.795793,0.33413446,0.18791616,1.1078556,1.0160972,1.5373869,1.4372336,1.332169,0.28572738,0.16031384,0.942266,1.2660701,0.37049997,0.69078124,1.415883,1.239882,0.69539446,0.39633155,1.3709725,1.2279594,1.2286693,0.536868,1.5180955,1.1549613,1.1660205,0.7247281,1.3738639,1.1474015,0.24294102,1.1345654,0.57792795,0.9593626,0.47014564,0.8139946,0.7914322,1.4453753,1.1523759,1.5897493,0.60564977,0.79187685,0.3508569,0.90455306,0.83673155,0.84072876,1.3744178,1.4308455,0.16795373,1.2415072
crib,0.6664765,1.348727,1.4405472,0.76196766,1.4060488,1.3756241,1.3107315,1.0293759,0.56786346,0.18643534,1.3717511,0.6541743,0.7609545,0.90782,0.7890204,0.42920458,1.0799216,1.3300595,1.1483071,0.8125067,1.4928731,1.3372166,1.4378011,1.1566572,1.1975082,0.8411606,0.64872634,1.0671872,0.652686,0.7913353,0.61310697,1.3141,1.516913,0.0,1.4165207,0.8639197,0.64367664,0.73476166,0.81723565,1.3749052,0.8802736,0.9407274,1.3342359,1.3465092,1.0056041,1.444777,1.3145896,1.051531,0.51772904,1.421052,1.3820752,1.1894237,1.0362667,1.0693662,1.5269748,0.8289825,0.5391881,0.9002701,0.8186656,1.424882,0.48407102,1.3998716,0.7320429,0.84716815,0.8318459,1.3204235,1.5416037,1.2577796,1.502507,1.5118611,0.92564017,0.9873412,0.72541666,0.9084047,0.59786844,1.4486791,1.4211301,1.186775,0.74052656,1.4794658,1.1628929,0.80922794,0.803367,1.1752993,1.3106196,0.694127,0.9384109,1.0605292,1.2274259,0.80413914,1.0936043,1.1010084,1.2045429,0.6514136,0.9095664,1.5319743,0.7460133,1.2147555,1.2277118,1.3477821,1.2719765,0.99010926,0.7913126,0.83467746,0.4312544,1.3216345,1.3551009,1.461139,1.0093645,1.2475652,0.9659025,0.7107823,0.5755096,1.503591,0.755425
cup,1.492529,0.98929083,0.3305213,1.4525051,0.4503231,0.4746073,0.80335706,0.7222334,1.3507413,1.6015583,0.6341218,1.468864,1.4394662,1.2544136,1.3163371,1.315584,0.6068791,0.22918928,0.4572128,0.8992809,0.43967855,0.37955213,0.39185482,0.6744989,0.90671444,1.2801167,1.386111,0.86287045,1.2822378,1.2711262,1.5777564,0.9013918,0.31045383,1.4165207,0.0,1.3700763,1.254673,1.2753389,1.2647076,0.48316544,1.2967664,1.0916437,1.0449772,0.57024974,0.6694963,0.9313203,0.61162746,0.8324696,1.1227005,0.69038004,0.81479967,0.5805076,1.2641177,1.2458421,0.457748,1.2149734,1.5053802,1.3346171,1.567167,0.37442827,1.3647178,0.40026402,1.3140917,1.3917481,1.3743091,0.6967102,0.4530493,0.60897785,0.6301451,0.42781687,0.9786891,1.0112374,1.5651102,1.4885565,1.1660235,0.5008169,0.29985613,0.852746,1.1827011,0.3580984,0.5981623,1.3896934,1.054849,0.49788594,0.52523535,1.0861797,1.2826933,1.1967099,0.5584979,1.5189376,1.0818481,1.2114491,0.6213845,1.339776,0.9983961,0.48549527,1.2180195,0.5636362,0.9262275,0.550001,0.9806145,0.7540152,1.3468741,1.2532706,1.4104826,0.3839798,0.89456284,0.6260404,1.0685846,0.7206412,0.70407605,1.2168678,1.2239093,0.47482455,1.1759117
dog,0.82616454,1.1117804,1.3254081,0.7568955,1.2511384,1.2701387,1.074632,1.1374013,0.86608523,0.7292452,1.304545,0.87882125,0.8749626,0.852591,0.95636135,0.8984882,1.2042964,1.3079301,1.151217,1.0480487,1.2958765,1.3364856,1.3818359,1.2162045,1.1617988,0.16582775,0.89015645,0.9729678,0.93018353,0.98001766,0.7688993,1.1371098,1.3949275,0.8639197,1.3700763,0.0,0.9144441,0.9350941,0.9695574,1.2237216,0.89467424,0.762992,1.064267,1.2082707,1.1111822,1.0470296,1.2571193,0.9350603,0.89622045,1.1624334,1.0569521,1.1719818,0.6259336,0.87547255,1.2345122,0.8897114,0.670298,0.8664905,0.81475496,1.3381637,0.862182,1.3152962,0.8498167,0.819448,0.8052857,1.1341709,1.2636409,1.2086296,1.2802181,1.3673964,1.1009965,0.8133596,0.8235918,0.8506597,0.9256705,1.3383236,1.3433614,1.1554284,0.9561038,1.2123252,1.141769,0.8935529,0.9616537,1.2189507,1.2418206,0.92906785,0.79615486,0.7925688,1.2651701,0.82786286,0.8885107,1.002638,1.2388222,0.81595576,0.9846849,1.2778351,0.90976506,1.250302,1.0128866,1.2661685,1.0616695,1.0975698,0.8995471,0.9188714,0.83670115,1.2528924,0.9906511,1.1623074,1.0484314,1.175746,1.0483187,0.9485783,0.86533785,1.2941294,0.950891
doll,0.72507125,1.2107073,1.2903197,0.8588039,1.169288,1.1037948,1.0854194,1.0488309,0.9492908,0.6312202,1.3035423,0.9214108,0.7588941,0.8267348,0.79601425,0.80907094,1.0332586,1.2715734,1.092248,0.8430967,1.2640948,1.2220277,1.3195175,1.1918039,1.0326031,0.9753065,0.8519997,0.9545445,1.0519199,0.9616201,0.73446864,1.0833424,1.3165323,0.64367664,1.254673,0.9144441,0.0,1.0568315,1.029355,1.1871253,0.98674625,0.9014317,1.1183548,1.3249339,0.971472,1.1104718,1.2384056,0.84942925,0.86042154,1.3396792,1.0053983,1.0488155,1.0104175,0.8839652,1.1997213,0.9034499,0.99735886,0.7999132,0.9391528,1.2640991,0.8673871,1.2993231,0.97933435,0.5755707,0.9217667,1.092477,1.2828844,1.0058752,1.2923077,1.3118471,1.1593678,0.8851061,0.8334945,1.0077963,0.7630628,1.2603675,1.2836635,0.8999024,0.7880994,1.2775023,1.2185178,0.782565,0.7372592,1.1182529,1.1890892,1.0337954,1.0793281,0.9234461,1.1262672,0.8433477,0.9279143,1.0156282,1.1452477,1.0264379,1.1456823,1.3468404,1.0082703,1.145117,0.9694655,1.2401072,1.1161194,0.96961606,0.88594854,1.0298021,0.77029365,1.1090007,0.9659157,1.2248265,0.92084146,0.9335825,0.6521771,0.874888,0.8828485,1.2744821,0.9924466
door,0.8782747,1.3239937,1.3756297,0.93517256,1.4172144,1.2615283,1.1615887,0.9663179,0.7760327,0.74093235,1.3013259,0.5944422,0.83558655,0.901194,0.8776752,0.901961,1.268144,1.2360986,1.2036226,0.796779,1.3183916,1.0653402,1.0298204,0.95687747,1.2089585,0.860152,0.5317605,1.0597224,0.25169545,0.96474904,0.69703543,1.2727985,1.430279,0.73476166,1.2753389,0.9350941,1.0568315,0.0,0.57748395,1.2925824,0.8911135,1.059301,1.2691914,1.3196915,1.0452024,1.3846827,1.2231491,1.3010156,0.76197493,1.3448217,1.2251,1.2600565,0.87896353,1.0224172,1.3808234,1.0483704,0.6336611,0.769174,0.77631706,1.2939079,0.457646,1.072305,0.80477333,0.99956965,0.71113074,1.1918187,1.3941071,1.1383203,1.3166159,1.3994262,0.5414057,1.1635569,0.764222,0.79298353,0.9373529,1.3505108,1.2557156,1.1206361,0.8682018,1.2085812,1.098145,0.9538467,0.86113966,1.003432,1.2177353,0.39097846,1.0084419,0.8972214,1.2445388,0.78101575,1.0551469,0.94123244,1.0608213,0.521945,0.8254055,1.4480639,1.0714016,1.3598516,1.1359471,1.2968469,1.2161785,1.1326418,0.5466941,1.1310602,0.57766324,1.2909715,1.3283968,1.431621,1.1050292,1.1657263,1.2513043,0.8786586,0.5497391,1.3840437,0.51805574
