,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bed,0.8101176,1.118765,1.4809561,1.2796264,0.485712,1.3374696,1.5301372,1.1296438,1.2162023,0.525476,0.0,1.5224271,0.76156676,0.5988759,1.3726305,0.21111912,1.0009412,1.371448,1.3919276,1.480951,0.7251034,1.0931209,1.2329851,1.4878162,1.3295913,1.3159835,1.1041756,0.68892115,1.0525362,0.8770691,1.3413357,0.8388498,1.112324,1.076382,0.8955834,1.1595774,0.28727698,0.9289238,1.5861593,0.24532759,1.5184118,1.3210146,0.9144211,0.7564522,0.7091658,0.45752883,0.6354237,1.4055839,1.0394924,1.2900085,0.71564996,0.6811935,1.3191472,1.5320078,1.3143933,1.2999697,1.1796812,1.1967762,1.2883567,1.5743186,1.293268,0.675562,1.4749746,0.77783126,0.99064416,1.5070719,0.87410784,0.62908554,0.6251713,0.98547286,0.50447285,0.9412147,0.96789247,1.4543025,1.0359945,0.82437783,1.1954721,0.82177496,0.77027047,1.0076301,0.80123514,1.4813168,1.0603218,1.5041349,1.178508,1.3787781,0.90615034,0.56215113,0.50820404,0.70039666,0.5457157,1.552554,1.4876074,0.855664,1.3685623,0.7840475,0.9803282,1.1035584,1.5053216,0.78146976,1.4771831,0.7668669,1.2506148,0.6095688,0.8900045,1.1214863,1.0943582,0.5692569,1.0364399,0.9859618,1.12361,0.56909573,1.0585256,0.6400546,1.5627469,0.7544794,1.2479804,0.92090666,1.0323546,0.8065873,0.59462476,0.50580966,0.73128545,1.0790026,0.21301794,1.4981098,1.4568813,1.2955685,0.76491976,0.95589656,1.4445548,1.1707199,0.7763191,1.1245861,0.9240372,1.1817063,1.5692942,0.5781904
belt,1.3295811,0.84996235,0.6156126,0.921345,1.361342,0.80007404,0.59363526,1.1399947,0.5180758,1.4586959,1.5224271,0.0,1.0386328,1.2709537,0.79562634,1.4050635,0.9674084,0.44535923,0.5764414,0.5120559,1.1053026,1.1100037,0.8693599,0.6174177,0.817381,0.5883529,0.8962203,1.2507802,0.87412274,0.90804553,0.6779977,0.9486924,0.9517712,0.8488058,1.2341633,1.0369809,1.308407,1.1767554,0.36361384,1.386266,0.5593321,0.7753433,1.0366892,1.1101744,1.113852,1.3651742,1.2833102,0.62479717,1.0253386,0.8198744,1.2844071,1.3274449,0.82321626,0.5573225,0.8404725,0.7493309,0.9086546,1.0444636,0.6838501,0.40514898,0.80207455,1.3708537,0.7127101,1.2548916,1.1339232,0.54915,1.0836835,1.4111326,1.194578,1.1459345,1.2870483,0.99715763,0.9916977,0.49851704,1.0425203,1.2068875,0.9548041,1.2377894,1.3260622,1.1429057,1.2335771,0.5128679,0.7929566,0.5058569,0.8848503,0.74533594,0.8188826,1.2523144,1.3238459,1.228694,1.4229128,0.38247377,0.45665395,1.3079498,0.81441,0.76336324,0.99945265,1.0804492,0.4760545,1.247482,0.62057865,1.1865695,0.47038865,1.2002742,1.348058,0.758052,0.94725996,1.3342034,0.90831906,0.9424526,1.0075998,1.4678261,0.7788017,1.3960264,0.30337918,1.3181424,0.74899215,0.97157663,1.202757,1.314713,1.3748412,1.3523903,1.2446638,0.97211385,1.4830904,0.52965033,0.6408859,0.80534303,1.3042805,0.843595,0.5972587,0.7174276,1.2819188,0.8167069,1.1099273,0.85550374,0.24820852,1.2865157
bench,1.0269012,1.1634666,1.27804,1.0721593,1.0116959,1.2380683,1.207428,1.1955642,0.86438847,0.676174,0.76156676,1.0386328,0.0,1.0784048,1.0801488,0.8766296,0.8239304,0.98429286,1.2198876,1.1292738,0.6589784,1.2028941,0.9212291,0.99985886,1.1298738,0.74610865,0.9756526,1.0228577,1.0424024,0.39835852,1.1008852,0.79734135,0.9666488,0.92072594,1.1291876,1.1306065,0.56599057,1.1024184,1.188412,0.6181208,1.1882188,1.012704,0.97988003,0.90916187,0.7788273,0.6930837,1.0821692,1.114246,1.1231599,1.1751022,0.93070817,1.1241723,1.2551177,1.1974051,0.8647841,1.1249635,1.1470755,1.1394836,1.1588581,1.2863758,1.1596402,0.7264027,1.2638344,1.1015986,1.1806827,1.2114027,0.9789707,0.7978961,0.9175521,1.0603745,0.9147046,0.9612659,0.7178533,1.1047248,0.9400251,1.0231376,1.1850356,1.0643538,1.0243086,0.7670136,0.980437,1.2700315,0.9436084,1.1693552,1.2039278,1.2080675,0.75357157,1.0294319,1.0042605,0.9104851,1.0303116,1.1871194,1.1042981,0.9602164,1.2314032,0.807563,1.0321844,0.9149345,1.176548,0.9746732,1.2086445,0.9477757,0.78792894,0.71550035,0.96880007,1.0923746,1.1715882,0.9890659,1.0155184,0.8448827,0.90351313,1.0274235,0.8323944,0.7674183,1.1550515,1.0698062,1.2179922,0.9707658,1.2116395,0.9000682,0.8856456,0.7680533,0.81555724,0.59187406,0.55351865,1.1721171,1.2844906,1.24431,1.0641413,0.9182201,1.1621351,0.76260877,0.7933281,0.8410807,0.8767845,0.7330532,1.2547498,0.68134457
bib,0.763358,0.9884473,1.423452,1.1487693,0.5266377,1.257112,1.432672,1.0435675,1.1938385,0.82785404,0.5988759,1.2709537,1.0784048,0.0,1.3006582,0.6169351,0.98982716,1.4046438,1.3449457,1.4920506,1.0302004,0.9905201,1.2995163,1.3932227,1.19961,1.3597597,1.0570809,0.8999707,1.0850132,1.1499233,1.2229122,0.99803984,1.1217762,1.112963,0.89455813,1.0388366,0.7788409,0.9114679,1.4937714,0.7549783,1.4396372,1.1731167,1.0355524,0.7370257,1.002401,0.8566101,0.23223776,1.2583327,0.9365919,1.3417504,0.8255773,0.7010418,1.1763599,1.4476235,1.2410858,1.1517197,1.1664667,1.0781853,1.1348584,1.3363862,0.97360975,0.90808374,1.2931918,0.6900569,0.8848382,1.2448373,0.7738073,0.94202703,0.6968627,0.93791395,0.3493439,1.028333,1.1756381,1.4854337,0.9578823,0.7697355,0.98101246,0.8272581,0.6231565,1.1391243,0.8337678,1.4092765,1.1390287,1.011464,0.99703604,1.3476086,1.0819734,0.65751374,0.19921541,0.52335286,0.72387755,1.4736009,1.4700949,0.8200029,1.2337875,1.1105278,0.9285884,1.1445669,1.4096524,0.7562058,1.3460141,0.768314,1.3229725,0.9391513,1.0283153,0.69975543,1.0419025,0.21043086,0.9106552,0.66451114,1.2347918,0.7971686,1.3749545,0.78833187,1.4383101,0.94619757,1.3188689,0.8286049,1.0354285,0.9462116,0.8923937,0.7395504,0.5862465,1.0958188,0.6739625,1.4479598,1.2663903,1.1533512,0.7794607,1.0626081,1.3552525,1.1755621,0.9002558,1.0935509,0.9443199,1.3190414,1.285037,0.9159042
bird,1.0388023,1.2896302,0.61065567,0.838186,1.4809426,0.69154024,0.64841366,1.0934281,0.7641355,1.2398055,1.3726305,0.79562634,1.0801488,1.3006582,0.0,1.2426621,0.86408794,0.5963423,0.605255,0.62478065,1.0806761,0.9620611,0.7851733,0.6368097,0.60916007,0.70198286,0.80890656,1.3478861,1.0216261,0.965561,0.67711437,1.2446717,0.8133817,1.068514,1.039848,1.0545698,1.3613257,1.1144898,0.6226118,1.2599955,0.651332,0.90300786,0.91665095,1.2153338,1.2723691,1.3102494,1.3168817,0.6247573,1.1575863,0.7822682,1.1910977,1.2298322,1.1351047,0.58500016,0.6443494,1.0825185,1.0019445,0.7735585,1.0618482,0.7388836,0.98819107,1.1198969,0.6432294,1.2436292,1.3185589,0.75029945,1.1549286,1.2637123,1.2239147,1.1006745,1.3669932,1.2653673,0.7922543,0.5586245,1.161326,1.1273193,1.1715435,1.146033,1.2421267,0.910828,1.1829653,0.7121131,0.7464155,0.9818994,1.1822973,0.6960882,1.1313674,1.1268281,1.4114057,1.3621931,1.2095587,0.6581968,0.57084084,1.1221931,0.82420784,1.0065093,0.999008,0.7962737,0.52574235,1.1256636,0.6046056,1.1296477,0.92523444,1.2747658,0.7868004,1.0513732,0.97894245,1.4005009,0.9983836,1.1881996,0.8866819,1.1480371,0.8885736,1.0901612,0.6067715,0.94259655,0.7419649,1.1792319,1.0219707,0.9448019,1.25357,1.2191195,1.2135752,0.8460311,1.3698997,0.5777038,0.98510605,1.0970392,1.3593493,0.75030875,0.6010322,1.1157994,1.0142511,0.8020382,1.0050396,0.80779624,0.86850834,1.1001462
blanket,0.7365314,1.1236638,1.3959023,1.178249,0.66524744,1.2042565,1.362349,1.1314768,1.0840597,0.70641375,0.21111912,1.4050635,0.8766296,0.6169351,1.2426621,0.0,0.90049887,1.270593,1.3405545,1.3669782,0.80092263,0.91141385,1.2393342,1.3455236,1.2910327,1.2523347,1.1146737,0.7834756,1.0240841,0.9622977,1.3048944,0.86164325,1.0603788,1.1796988,0.7795296,1.0930647,0.42964423,0.81078875,1.4771931,0.55953515,1.3922286,1.2665243,0.7951069,0.74125075,0.82122505,0.6253435,0.70928246,1.3263093,1.0602424,1.1784532,0.90661186,0.8620852,1.2843002,1.3440782,1.2084947,1.2660912,1.1434113,1.0797498,1.2783642,1.4870355,1.0481938,0.829262,1.3152016,0.94195706,1.0436,1.4263046,0.96069086,0.8359581,0.51844347,0.9690981,0.5390271,0.998278,1.0335791,1.4188542,1.0711954,0.7627874,1.061301,0.8649944,0.68037724,1.092895,0.9466757,1.4236097,0.7026487,1.3705026,1.1753138,1.3098607,0.97941434,0.54582274,0.5475339,0.6773492,0.658725,1.4641811,1.3903008,0.9412266,1.2225411,0.53935874,0.9719685,1.0748237,1.3921119,0.93136144,1.3928473,0.7780193,1.2504387,0.79911524,0.80793613,0.98066443,1.1049646,0.6852151,0.8600099,0.8339061,1.143918,0.75096357,1.0835686,0.72514117,1.3865874,0.87665135,1.2024064,0.82297945,1.0227737,0.95657444,0.68964994,0.66234785,0.7548331,1.0952567,0.44616878,1.4038897,1.4034805,1.2998226,0.9014338,0.57689935,1.3317602,1.1177189,0.8964987,1.103022,1.0444362,1.2310803,1.5182395,0.76894116
boat,0.9867438,1.3435328,1.0359919,0.8041937,1.1837072,0.8022715,0.91814035,0.9446585,0.8931354,0.7556367,1.0009412,0.9674084,0.8239304,0.98982716,0.86408794,0.90049887,0.0,0.7809455,0.9780568,0.81906635,0.86678195,1.0499895,0.87182486,0.7738813,0.94568855,0.88250923,0.486309,1.1558685,1.2469748,0.9475197,0.9594528,1.2881086,1.0537525,1.1164376,1.0809128,0.9441259,1.0122933,1.1748749,0.9418239,0.9883123,0.9198853,1.2908747,1.1256822,1.0476524,1.2171669,1.007555,1.0421802,0.9894365,1.215578,0.91846454,1.1246101,1.2066699,1.2991233,0.8788031,0.9214579,1.2367349,1.2082627,0.82208467,1.2035613,1.1495566,1.0168464,0.9076333,0.71375346,1.2534609,1.2452788,1.0889229,1.2507558,0.7764135,1.0041156,0.9960621,1.0254155,0.9603865,0.89929706,1.0988264,1.2761065,1.0307676,1.0838634,1.0185987,0.897203,0.80442953,0.566907,1.2104757,0.9525086,1.2679024,1.3352236,0.9156251,1.1979082,1.0147287,1.0737432,1.1399727,0.9740392,0.9682735,0.8739974,1.0501374,1.0170327,1.0275141,1.0329568,0.9143467,0.8491969,1.0852052,1.021284,0.4951265,1.0345571,1.1828756,0.96121097,1.1152954,0.70900387,1.1855944,0.7263613,1.1023126,0.7615544,1.145193,0.92155147,0.4205147,0.93365353,1.069159,0.99041426,0.9053649,0.9773874,0.9568149,0.996668,0.7258173,1.1263068,0.7283858,0.9595007,0.807917,1.3401474,1.2973518,0.9094938,0.8954732,0.6300069,1.1029017,0.9686321,0.778273,0.811467,0.94300544,1.2251123,0.97849834
book,1.2697138,1.1236877,0.5541264,0.98463154,1.3980647,0.7746194,0.59629285,1.0955412,0.5453973,1.26339,1.371448,0.44535923,0.98429286,1.4046438,0.5963423,1.270593,0.7809455,0.0,0.4256214,0.37575877,0.79476327,1.0042406,0.79590786,0.5233176,0.7198098,0.506909,0.80139995,1.2182657,1.0479699,0.88744104,0.5568819,1.0150541,0.85159385,0.9527888,1.0775623,0.9553094,1.2111757,1.123499,0.3284434,1.3216313,0.47129595,0.9705017,1.1845994,1.2181563,1.1762483,1.1371409,1.3446101,0.6917347,1.2413116,0.7996019,1.3637184,1.3502278,1.0789783,0.45093322,0.752959,0.9613215,0.9705632,0.9623474,0.9447909,0.646978,0.97895676,1.298145,0.5459046,1.358826,1.258369,0.7893521,1.3156857,1.27497,1.2770681,1.0392473,1.4076903,0.96119875,0.86820954,0.3905512,1.257227,1.0943907,1.0523492,1.0810087,1.3491703,1.0233632,1.2347585,0.58227015,0.7131051,0.91141826,1.1404237,0.73478186,0.818266,1.2120833,1.4403131,1.4355793,1.0372865,0.35327435,0.2758537,1.3692056,0.94917595,0.69843626,1.0964768,0.98327476,0.26827925,1.2997768,0.700803,1.1751643,0.47283387,1.1407045,1.1922934,1.090877,0.86655414,1.4753462,0.95973176,1.2552984,0.9327064,1.3656037,0.5505484,1.2102631,0.41158003,1.2183062,0.585927,1.1185681,1.1632906,1.2728932,1.2489614,1.3077726,1.3674207,0.9401567,1.3438921,0.45567608,0.9018373,0.9712425,1.2202462,0.7319596,0.45243633,0.78574634,1.2543758,0.84956604,1.0388426,0.8397881,0.6998863,1.1506422
bottle,1.2886709,1.1467673,0.2256881,0.96301407,1.4130487,0.57258177,0.469985,1.1061716,0.74674475,1.3264924,1.3919276,0.5764414,1.2198876,1.3449457,0.605255,1.3405545,0.9780568,0.4256214,0.0,0.26590192,1.1250119,1.1007506,0.9117394,0.48074144,0.74034864,0.68980575,0.82899606,1.3084774,1.0235059,1.1067101,0.59661937,1.0750237,0.95921725,1.0450411,1.20664,1.0559964,1.3536297,1.2406957,0.25034153,1.3581016,0.27568805,1.0458686,1.1852446,1.2457031,1.1706929,1.3108494,1.3002313,0.68924713,1.1417154,0.7898681,1.2548482,1.2374376,1.0428332,0.4337604,0.68128026,1.0229981,0.99038756,0.999094,0.91743094,0.5040207,1.0698113,1.1566699,0.5413163,1.2678127,1.2933819,0.65567005,1.1747055,1.3165483,1.2959716,0.9947635,1.3911853,1.1612806,1.0246365,0.38514763,1.2265339,1.1789438,1.1974291,1.0952728,1.3912226,1.1523467,1.2093732,0.29478985,0.9361607,0.8940556,0.97472316,0.5346404,0.97619015,1.1770434,1.36397,1.3722216,1.2908165,0.3976226,0.46775043,1.2693024,0.90006256,1.0495065,1.0388417,0.9043137,0.24831116,1.2232352,0.4707957,1.2488278,0.8201208,1.1680917,1.1702905,1.0881761,0.9575615,1.3601791,1.1669401,1.2361969,1.0031887,1.2742623,0.7784684,1.241232,0.38086307,1.1728041,0.25609028,1.1628256,1.1986246,1.1207007,1.2580063,1.2225257,1.3017442,0.9096433,1.3848042,0.3790068,0.7697781,0.8782452,1.2473683,0.94197786,0.35378802,1.1255317,1.112389,0.8243037,1.0683922,0.9443145,0.56348825,1.1836656
bowl,1.2949598,1.1273094,0.33052385,0.7495633,1.5629873,0.4937498,0.29942024,1.0132341,0.65157056,1.2231258,1.480951,0.5120559,1.1292738,1.4920506,0.62478065,1.3669782,0.81906635,0.37575877,0.26590192,0.0,1.0137035,1.0167717,0.9561508,0.2668481,0.7254648,0.54711473,0.84554875,1.3166676,0.9733552,1.0500234,0.5384236,1.0275584,0.9283744,1.0264748,1.0962771,1.0131929,1.3561896,1.2454635,0.28766465,1.3944204,0.15470529,0.9671639,1.1000311,1.2491664,1.211054,1.2721395,1.4590478,0.6725756,1.1392041,0.56563807,1.3404446,1.3379418,1.0527902,0.30494207,0.7174309,0.9892902,1.0478151,0.8582088,0.9074285,0.52715594,0.9922422,1.2250628,0.40845108,1.3686275,1.325726,0.61144745,1.2690936,1.3037031,1.3049858,0.94925606,1.4556179,1.1343337,1.0713031,0.43690574,1.3078791,1.1688349,1.0154735,1.1099911,1.4320462,1.2058442,1.2806908,0.43927288,0.8007519,0.85660976,1.0197475,0.53570825,0.9055964,1.2536035,1.5011218,1.4357432,1.341584,0.3946017,0.3668381,1.3046296,0.7930753,0.87011003,1.142863,0.8892983,0.19389737,1.3017766,0.5538783,1.1965926,0.5632795,1.199613,1.1622579,1.1253679,0.9805232,1.4998598,1.1043077,1.2975175,1.0048376,1.3357453,0.53031087,1.2074623,0.3678255,1.2066245,0.38592052,1.1814395,0.9962694,1.1724902,1.3436184,1.2517734,1.416275,0.9428411,1.451168,0.20112222,0.80940056,0.8865375,1.3356426,0.8356029,0.34044397,0.919249,1.2287512,0.9198135,1.0923537,0.9544667,0.5866408,1.2215943
box,1.0138139,1.1996126,1.2478731,0.99208933,0.9456598,1.1152047,1.1337264,1.1254668,0.72241545,0.47825956,0.7251034,1.1053026,0.6589784,1.0302004,1.0806761,0.80092263,0.86678195,0.79476327,1.1250119,1.0137035,0.0,1.0392016,0.93950945,0.7583052,1.119235,0.55689096,1.0313975,0.98979795,1.1416531,0.6593065,1.0315628,0.7772907,1.0240827,1.0575238,0.9248922,1.02944,0.6565794,1.0049224,1.2067459,0.682796,0.9899535,1.0897136,1.1851913,0.8799554,0.8139521,0.23608088,1.033658,1.0994687,1.2057518,1.0087513,1.0674495,1.0735719,1.2790712,1.2008243,1.025404,1.1534439,1.1580927,1.0914414,1.2467384,1.2768099,1.068343,1.0219538,1.1021222,1.0970081,1.1349626,1.1905186,1.1189523,0.95687544,0.84714264,0.8029016,0.9657102,0.9289054,0.79581535,1.010047,1.2324674,0.8279743,1.1325176,0.8370582,0.9764998,0.90140337,1.0342739,1.2915226,0.87823784,1.2758286,1.1961824,1.1898341,0.6557803,1.0137607,1.0049993,1.0676999,0.8267585,1.1965013,1.1317883,1.0880929,1.1691381,0.76491976,1.0793132,0.9968956,1.1206716,1.0457181,1.2239457,0.80073035,0.75041145,0.6742213,1.0007275,1.1681368,1.0326859,1.0185698,0.8974749,1.0134408,0.99895704,0.9995355,0.73706806,0.7352035,1.1349789,1.109874,1.1642799,0.98293597,1.0476574,1.0176392,0.9247716,0.98180693,1.0630774,1.0578657,0.66755843,0.99754155,1.3335099,1.284831,0.98310715,0.8748503,1.0144299,0.8853028,1.0117882,1.010072,0.9621642,0.9067868,1.2509072,0.83517194
bread,0.84165514,0.98341465,0.9794902,0.94757104,0.9994104,0.96111757,1.0112239,0.8527365,0.99241805,1.1430852,1.0931209,1.1100037,1.2028941,0.9905201,0.9620611,0.91141385,1.0499895,1.0042406,1.1007506,1.0167717,1.0392016,0.0,1.2137063,1.0925552,0.9720313,1.1301103,1.0749867,0.945768,1.028427,1.1786417,1.0104216,1.0854243,0.9621366,0.8430457,0.20283669,0.7022233,1.1053606,0.6605497,1.066798,1.1226804,1.0562216,0.89677906,0.8861748,0.96947646,1.1835923,1.0218996,0.99026245,1.0696578,0.88701475,0.98799294,1.0207818,1.1089995,0.98126006,0.8961043,0.993952,0.9892579,1.034059,0.8489312,1.0868198,1.0705525,0.75219065,1.2815282,0.88082254,1.0640175,0.93362,1.0109583,1.0702062,1.218471,0.96435237,0.9159163,1.0181692,1.0698924,1.1160133,1.1974452,1.0302432,0.94722116,0.81495833,0.9918566,0.85795003,1.1879271,1.0849577,1.0332623,0.8230991,0.9731166,1.0410824,0.96773434,1.0312907,1.0078737,1.0496613,1.0236449,0.9298776,1.1120135,1.0608455,1.0412353,0.7277081,0.95325005,0.8953857,1.0782926,1.0055213,1.0819334,0.9686911,0.9906029,0.9873242,1.090705,0.8016207,0.9412628,1.1095772,1.101535,0.7866544,1.0282836,1.2272893,1.0654762,1.1355054,1.1205254,0.99769884,1.0440986,1.0183649,1.098373,0.67415345,1.1647809,1.0876937,1.1981514,1.0652097,1.2424014,1.1754435,1.0389173,0.9926235,0.95474017,1.0359937,0.8172911,1.0403482,0.8498286,1.1680437,1.1480627,1.0804434,1.2885157,1.0543495,1.2172797
broom,1.0999383,1.237254,0.9747019,0.95041394,1.2667089,0.95202243,0.94418436,1.1469852,0.839241,1.0870633,1.2329851,0.8693599,0.9212291,1.2995163,0.7851733,1.2393342,0.87182486,0.79590786,0.9117394,0.9561508,0.93950945,1.2137063,0.0,0.7710934,0.78374314,0.649832,0.8851509,1.0373552,1.1236421,0.5938607,0.7985096,1.0244732,1.0656953,0.9534013,1.2016728,0.9417102,1.1669762,1.2026738,0.7321394,1.0331101,0.9037431,1.0341957,1.1400445,1.1960759,0.8747965,1.1560184,1.3175387,0.82741183,1.1982701,0.9317709,1.1921163,1.2873958,1.1057826,0.89070886,0.8439895,1.006358,0.8177301,1.0011698,1.0723507,0.8200469,1.1425619,1.0910826,0.9568766,1.3085144,1.227098,1.0672501,1.1697762,0.6734218,1.185288,1.0877414,1.3333759,0.77979183,0.41908407,0.4530115,1.0045944,1.2248064,1.2000484,1.1017286,1.2898241,0.30332226,1.0287629,1.0172033,0.8880269,1.0191997,1.1880738,0.9748636,1.0202106,1.278981,1.3899992,1.2830155,1.155419,0.5854081,0.64406264,1.1343521,1.0169779,0.9985633,1.1379982,0.7964939,0.833465,1.0469323,0.927773,1.0429004,0.8908308,1.0484792,1.0557972,1.259938,0.6193776,1.3482275,1.0122954,1.0940274,0.19336402,1.1279839,0.8363257,1.036233,0.86541843,1.0826212,0.94405603,1.0390016,0.9900358,0.8901365,0.8575226,1.0453871,1.2233148,0.7307321,1.0987394,0.81505865,1.1217222,1.1820306,0.9847034,0.93518806,0.82445145,1.0911288,1.0710152,0.661466,1.0230893,0.13682103,0.99201715,0.95408547
bucket,1.2282159,1.2610995,0.57299465,0.6803433,1.5364105,0.5857228,0.4145155,1.012517,0.5744276,0.96579134,1.4878162,0.6174177,0.99985886,1.3932227,0.6368097,1.3455236,0.7738813,0.5233176,0.48074144,0.2668481,0.7583052,1.0925552,0.7710934,0.0,0.72127193,0.2869053,0.8798161,1.3771257,1.0618393,0.82560205,0.5797834,1.0224805,0.99072576,1.0337827,1.1005075,0.95991594,1.3081012,1.3082242,0.49689257,1.2854874,0.16168714,1.0039858,1.1805623,1.1619389,1.1283394,1.2032044,1.4134074,0.6764878,1.2236415,0.6174954,1.3860521,1.4047604,1.123959,0.54595584,0.70625937,1.0169249,1.0290384,0.8859173,1.0129323,0.7131401,0.8844817,1.268926,0.47281188,1.4069124,1.3511863,0.69748414,1.296268,1.2470844,1.2194054,0.78071606,1.4183122,1.0811735,0.8725717,0.47278,1.2484326,1.1022652,1.0754123,1.0700756,1.2690799,1.0215353,1.2468584,0.7088703,0.7012263,0.91208553,1.1263143,0.65773094,0.9007458,1.3122104,1.4148757,1.370241,1.3698686,0.596746,0.58265585,1.2482471,0.8483588,0.86321324,1.2000049,0.8655956,0.45874536,1.2132599,0.6127384,1.0716375,0.63128453,1.1453173,1.122643,1.0683509,0.9238335,1.4381963,0.9859525,1.1180046,0.86836314,1.3284873,0.6234333,1.0011396,0.49011892,1.2396175,0.72022974,1.015519,1.0164089,1.1013831,1.3301506,1.2661885,1.3334877,0.8793243,1.3508089,0.27970248,0.9565071,1.078069,1.2443626,0.77742636,0.38763052,1.0086299,1.2013161,0.7685158,1.1079115,0.76071537,0.73350227,1.2009722
butterfly,0.9258957,1.1880764,0.6204907,0.90695345,1.3785079,0.7410842,0.6857982,0.8373611,0.8470442,1.3011551,1.3295913,0.817381,1.1298738,1.19961,0.60916007,1.2910327,0.94568855,0.7198098,0.74034864,0.7254648,1.119235,0.9720313,0.78374314,0.72127193,0.0,0.849673,0.91957927,1.2579076,1.0808939,1.0077418,0.66712886,1.1651368,0.9697767,1.0191907,1.0875674,0.85200953,1.266597,1.130449,0.62747574,1.2097087,0.6719761,0.83034253,1.0192459,1.0681337,1.1425602,1.2510929,1.2254715,0.7184176,1.0457301,0.8613287,1.2522182,1.1803637,1.0157512,0.58764166,0.7261868,0.959883,1.0085208,0.49043703,0.9758718,0.72812915,0.8671371,1.1754931,0.5499736,1.1653304,1.2071434,0.77046114,1.1544733,1.1911173,1.2770846,1.0167453,1.3281442,1.228344,0.92877424,0.5906062,1.136415,1.1844447,0.9376525,1.1892494,1.1766104,0.9968335,1.1898896,0.7650448,0.8892914,0.9251379,1.1150178,0.71698517,1.1010543,1.0632377,1.3351792,1.2600677,1.2119907,0.67624295,0.66619325,1.2052579,0.77731985,1.0184523,1.0618362,0.77654445,0.60480976,1.1019499,0.60717,1.1720642,0.8441662,1.2341223,1.1083957,1.0622493,0.87869614,1.3128045,1.1104028,1.1972935,0.90870017,1.2619748,1.0139068,1.1577196,0.69647115,1.1434509,0.7842641,1.2410135,1.0952088,1.0459827,1.2273091,1.1819038,1.2142239,0.91227955,1.3497665,0.66998553,0.8992475,0.99518657,1.2096627,0.9301102,0.53020537,1.0568676,1.0775144,0.9172793,1.0239819,0.850571,0.82825446,1.213258
can,1.2380913,1.2369187,0.80706763,0.8740245,1.3896692,0.8955599,0.6748627,1.2525518,0.48288995,0.87982523,1.3159835,0.5883529,0.74610865,1.3597597,0.70198286,1.2523347,0.88250923,0.506909,0.68980575,0.54711473,0.55689096,1.1301103,0.649832,0.2869053,0.849673,0.0,0.9299246,1.3996189,0.8656304,0.5564593,0.6643373,0.7467827,0.9293303,1.0454689,1.0978645,1.0986371,1.0138444,1.2760404,0.66940963,1.0326943,0.50709057,0.87580323,1.0407382,1.132993,0.85261095,1.0555831,1.3493837,0.62454575,1.2486527,0.8618649,1.1851372,1.3729206,1.1824843,0.7047824,0.74219626,0.98715734,1.0700613,1.1134473,1.0666981,0.8046818,1.0219203,1.2232206,0.7979319,1.3364575,1.3382605,0.77448726,1.1206349,1.2424787,1.0658731,1.0283586,1.2824004,0.9650458,0.6391907,0.43750405,1.1776643,1.0900295,1.1964475,1.1144226,1.3861089,0.8295127,1.2986027,0.876977,0.66099274,0.88123995,1.1538994,0.86796314,0.5440211,1.3133327,1.3637011,1.2201345,1.3224902,0.68380547,0.64148957,1.3023927,1.0280637,0.67114127,1.1110466,0.9141768,0.61648154,1.1020677,0.80429834,1.1517102,0.43246484,0.77861845,1.1483332,1.0493083,1.065593,1.3318557,1.0475489,0.9220028,0.88372624,1.2391526,0.42623478,1.1184866,0.6386689,1.2094561,0.90676105,1.1074226,1.1432918,1.2019587,1.337182,1.2739699,1.2042968,0.88374656,1.1762605,0.5594865,1.0630808,1.1680863,1.3221093,0.71519375,0.7304398,0.82757026,1.1256559,0.737133,1.0383241,0.55589116,0.8199202,0.9078157
