,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scarf,1.0571387,0.7618935,1.0800056,1.0315214,0.90142703,1.152434,1.1266085,0.9863518,0.9674265,1.1763822,1.1214863,0.758052,1.0923746,0.69975543,1.0513732,0.98066443,1.1152954,1.090877,1.0881761,1.1253679,1.1681368,0.9412628,1.259938,1.0683509,1.0622493,1.0493083,1.1648437,1.1095402,0.9958845,1.1448867,1.1311522,0.99375254,1.0520922,0.91080827,0.9963471,1.0076928,1.0148461,0.9881408,0.97445303,1.184049,1.0921131,0.85379744,0.9231112,0.8912594,1.2102426,1.1529748,0.76706517,0.98055005,0.80153126,1.0893316,1.1171086,0.92219186,0.7705556,1.0539813,1.164419,0.7550572,0.9895078,1.124872,0.80869174,0.8140881,0.6744983,1.217293,1.1166166,0.84230065,0.8717278,0.72090495,0.9101592,1.2895232,0.7268472,1.1021321,0.70747524,1.0119592,1.2310299,1.1729923,0.8117799,0.8754016,0.8968159,1.1172454,0.8456786,1.2499244,1.1580577,0.9393369,0.84066457,0.5295566,0.8308431,1.0009406,0.9915714,1.0083042,0.7389967,0.5840426,1.1709344,0.9855274,1.0245494,0.9359793,1.0644882,0.9272207,0.9967825,1.2068745,1.1125748,1.0054169,0.98778653,1.0868663,0.97371,1.1430383,1.1540606,0.0,1.1282078,0.74596155,0.9358783,0.55259943,1.299242,1.146304,1.2163212,1.1177926,0.8728033,1.1068205,1.1568296,0.8726647,1.1235461,1.1738827,1.2015185,1.1096582,0.6611268,1.1725037,1.1567357,1.0865759,0.70456827,0.82623273,1.1025808,0.8387069,1.145456,0.85588944,1.18564,1.0953932,1.1521343,1.2586495,0.6747514,1.2045922
scissors,0.9908663,1.2687372,1.0913194,0.7520583,1.058748,0.9002872,0.98606855,1.0138136,1.0117348,1.0180887,1.0943582,0.94725996,1.1715882,1.0419025,0.97894245,1.1049646,0.70900387,0.86655414,0.9575615,0.9805232,1.0326859,1.1095772,0.6193776,0.9238335,0.87869614,1.065593,0.83041847,0.85001254,1.3002151,0.96335375,0.81188405,1.2729259,1.1746886,0.8445608,1.0482675,0.9149097,1.1522758,1.1490958,0.8343951,1.1360873,0.9442775,1.2233523,1.1754569,1.0676501,1.1599567,1.1002822,1.0759611,0.95175123,1.0620208,0.9236379,1.1780354,1.220932,1.1013861,0.9536442,1.0373026,1.0871148,0.9268604,0.7408052,1.1585877,0.80467445,0.92388475,1.0832038,0.734456,1.2179747,1.0399994,1.1099089,1.2260598,0.5984235,1.0395455,0.99483496,1.1243584,0.56798595,0.92135054,0.8364889,1.2309848,1.1293703,1.1209615,0.9749964,0.8690597,0.6941688,0.748854,1.1457678,1.0896152,1.1246727,1.2670612,1.0277292,1.1437701,1.1408603,1.1346706,1.27474,0.89341986,0.79790217,0.85772085,1.0281816,0.91590846,1.2200332,1.1498457,0.9973576,0.9402803,1.15496,1.040647,0.7282848,1.0671647,1.1761694,1.0779487,1.1282078,0.0,1.2049783,0.7521747,1.2833366,0.4384238,1.0521408,1.0628916,0.8060757,0.8625245,1.0538088,1.0565703,0.8116095,0.6645284,0.7590976,0.79741,0.9144403,1.1707001,0.98722607,1.0037043,0.8270426,1.2178078,1.1322384,0.40410197,1.1080859,0.65887755,1.2266773,1.0669954,0.86847943,1.0389451,0.7540516,0.9975921,1.1726847
shirt,0.8118988,0.8928678,1.391228,1.2247202,0.45458436,1.3636723,1.4753133,0.9792608,1.3317738,0.7467843,0.5692569,1.3342034,0.9890659,0.21043086,1.4005009,0.6852151,1.1855944,1.4753462,1.3601791,1.4998598,1.0185698,1.101535,1.3482275,1.4381963,1.3128045,1.3318557,1.1590642,0.84431565,0.9147341,1.1437248,1.3608172,0.8399146,1.063755,1.1272097,1.0096078,1.1458323,0.66197395,0.86688447,1.5242023,0.7151753,1.4544698,1.0840477,0.9561477,0.7337196,0.8460356,0.80356944,0.31522715,1.3101659,0.9556303,1.3665602,0.72247416,0.585781,1.081495,1.4669474,1.3185076,1.1118819,1.1315219,1.2324983,1.1212109,1.3938848,1.0594679,0.8157843,1.4428668,0.5349293,0.8176722,1.2290416,0.6159756,0.920497,0.6868422,0.95320046,0.33113575,0.96596324,1.2393091,1.4871954,0.88267154,0.8036101,0.9483559,0.89290595,0.70130455,1.173546,0.87808985,1.3539965,1.2421916,1.0211968,0.9642644,1.3121572,0.962871,0.71981937,0.14169765,0.34476346,0.7609889,1.5270649,1.5072916,0.74166274,1.2926223,1.0776727,0.9644557,1.2078259,1.4874272,0.72662973,1.3656098,0.91942567,1.260596,0.75102276,1.0237621,0.74596155,1.2049783,0.0,1.1158284,0.5286394,1.2904677,0.7245202,1.2501451,0.8665445,1.5186766,0.87617266,1.2960734,0.8806383,1.1223423,0.95582503,0.87717223,0.74908924,0.4560941,1.1064501,0.63735795,1.510271,1.191061,1.0715771,0.8255114,1.1920483,1.4983172,1.0827633,0.83847356,1.2274575,0.9396758,1.3007846,1.3035445,0.8106698
shoe,0.8495718,1.0684911,1.2639959,0.81756043,1.0260012,0.9716893,1.088071,1.1019595,0.79294884,1.0851924,1.0364399,0.90831906,1.0155184,0.9106552,0.9983836,0.8600099,0.7263613,0.95973176,1.1669401,1.1043077,0.8974749,0.7866544,1.0122954,0.9859525,1.1104028,1.0475489,0.88032824,0.979011,1.2035033,0.908911,1.000388,1.1814148,1.1193445,0.97285265,0.7811992,0.9450601,1.0269332,0.9993133,1.1819296,1.1032251,1.1116635,1.1249387,0.9786478,0.80611765,1.1073077,0.9813574,1.0310234,1.015393,1.0646104,0.96139497,1.0824925,1.192016,1.0449376,1.0889266,1.0109718,0.7936193,1.1419058,0.8659513,1.2154438,1.1471928,0.6311526,1.1196204,0.93959284,1.198771,0.8591441,1.0596843,1.1828221,0.9700037,0.81710076,1.0251554,0.9619115,0.9074868,0.9650848,1.1603179,1.0749283,0.92916167,0.96340525,0.99115604,0.6012263,0.96757007,0.76122075,1.3192964,0.78740335,1.0782185,1.1704973,1.2001522,1.0890825,1.0413483,0.98258686,1.0451564,1.0109432,1.1900624,1.1720498,0.97355026,0.8597229,0.9624753,0.8828301,1.0238441,1.137491,1.0709403,1.1560289,0.57491726,1.0716873,1.1751871,0.89296144,0.9358783,0.7521747,1.1158284,0.0,0.87557524,0.8773114,1.1340849,1.1228662,0.90067416,0.70452654,1.1286438,1.2287489,0.39029306,0.78151697,1.0172216,0.956448,0.9711211,1.0119425,1.0511041,1.0337468,1.0338104,1.0951083,1.2409573,0.83587146,0.7776886,0.9192178,1.0605874,1.1162876,0.898093,1.0294677,1.049969,1.041612,1.1305155
shorts,0.92591333,0.86626756,1.2214597,1.0660499,0.87264675,1.2013178,1.2134975,1.1403133,1.0241176,0.96011436,0.9859618,0.9424526,0.8448827,0.66451114,1.1881996,0.8339061,1.1023126,1.2552984,1.2361969,1.2975175,1.0134408,1.0282836,1.0940274,1.1180046,1.1972935,0.9220028,1.1375949,1.1580755,0.8526627,0.9523928,1.2515786,0.8015803,0.9700639,1.1608983,0.9835163,1.0759284,0.83437014,1.0538154,1.2293967,1.0088228,1.2474041,0.91080964,0.87241066,0.85766715,0.906167,1.0293682,0.699263,1.0467194,0.97444165,1.2390195,0.88344777,1.0295216,0.9799748,1.1981922,1.1412656,0.8544533,1.0309482,1.2538466,1.0080065,1.123389,0.824878,1.0426145,1.3044703,0.9109289,0.942881,0.9858827,0.679375,1.1457562,0.58430815,1.1180284,0.51026726,1.0172716,1.0659578,1.2072216,0.7642157,0.98786354,0.9367583,1.0574327,0.8233369,1.060107,1.0468352,1.175178,0.88273853,0.7663598,1.0271732,1.1492736,0.9031052,1.048612,0.5413677,0.20981479,1.1390759,1.234165,1.2270802,0.90528065,1.162095,0.84835476,0.9711764,1.1556232,1.2982061,0.75763524,1.0983686,1.0154215,1.0242867,0.8951501,1.0757248,0.55259943,1.2833366,0.5286394,0.87557524,0.0,1.1485522,1.0912172,1.1727166,1.0701345,1.1041188,1.1127365,1.2363613,0.82553583,1.1416707,1.1277782,1.0600919,0.9879913,0.47381806,1.0169967,0.994074,1.2686238,0.9815525,1.0664426,1.1382943,0.8608293,1.3317293,0.9253804,1.0399318,1.0781236,1.0571758,1.0312402,1.0106845,0.9562157
shovel,1.018244,1.2427572,1.0891429,0.9154419,1.1842586,0.9308496,1.0241051,1.1331964,0.97963053,0.97611475,1.12361,1.0075998,0.90351313,1.2347918,0.8866819,1.143918,0.7615544,0.9327064,1.0031887,1.0048376,0.99895704,1.2272893,0.19336402,0.86836314,0.90870017,0.88372624,0.8638752,0.8282409,1.1994162,0.7685188,0.9016806,1.2011244,1.1365166,0.9480941,1.1671036,0.9605945,1.1262922,1.20861,0.81684566,1.0503117,1.0103884,1.1738737,1.0762804,1.1850439,0.99865484,1.0996625,1.262954,0.9175675,1.1613932,0.9380466,1.2133449,1.2640269,1.1356509,0.9667275,0.9460864,1.0538565,0.7950355,0.9022855,1.1423804,0.9165761,1.124282,0.89120334,0.9430939,1.2911534,1.1566589,1.1680574,1.1682153,0.436126,1.1138706,1.1395098,1.2147862,0.68326473,0.6668707,0.66876835,1.0765083,1.1629398,1.2112784,1.0463548,1.0878198,0.3984995,0.8647046,1.1308434,0.99522585,1.1385394,1.2358117,1.0374315,1.2197895,1.2346766,1.289768,1.2589679,1.028053,0.7114634,0.79036814,1.0213776,1.0333792,1.1166884,1.1578405,0.8301444,0.9625704,1.0838535,1.0342852,0.8564896,1.0309844,1.1822594,0.9310206,1.299242,0.4384238,1.2904677,0.8773114,1.1485522,0.0,1.0755287,0.99098325,0.8729675,0.9082837,1.0245203,0.998028,0.881259,0.82376873,0.7368717,0.6026428,0.87975276,1.1588675,0.74179655,1.0056218,0.8771352,1.1887947,1.178108,0.7623182,1.0097471,0.8103832,1.215443,1.0349964,0.7213788,0.99648905,0.3049972,1.0711299,1.0371077
shower,0.9470683,1.0989672,1.3626757,1.2062874,0.68084407,1.2526138,1.3167682,0.98867196,1.2651281,0.6089647,0.56909573,1.4678261,1.0274235,0.7971686,1.1480371,0.75096357,1.145193,1.3656037,1.2742623,1.3357453,0.9995355,1.0654762,1.1279839,1.3284873,1.2619748,1.2391526,1.1301835,0.7948978,0.9408326,1.0691383,1.0836112,0.92468804,1.0873442,1.0528371,0.9341293,1.1680108,0.7878568,0.8447615,1.4313676,0.6900221,1.3464806,1.176114,0.99120843,1.1605101,0.66647327,0.85161674,0.7445172,1.2529929,1.025515,1.147136,0.6259906,0.73609316,1.1699656,1.4113104,1.2343596,1.240054,1.0886985,1.2232454,1.1995504,1.4041576,1.4101707,0.6510565,1.3741521,0.8124176,0.9844216,1.3571978,0.8221692,0.69496256,0.94840705,0.9232832,0.7714572,0.8898319,0.9625802,1.260367,0.9211424,0.88357115,1.1068132,0.8272146,0.9405549,0.86156845,0.85298926,1.3072908,1.2316127,1.3048638,1.156967,1.3153152,1.0444349,0.8485707,0.7310624,0.84865195,0.68883055,1.3968127,1.3209035,0.8104247,1.2206428,1.1161681,0.8582054,1.033712,1.3314104,0.7786734,1.3897771,0.9956384,1.2874186,0.7564602,0.75352216,1.146304,1.0521408,0.7245202,1.1340849,1.0912172,1.0755287,0.0,0.9701911,0.75839853,1.5061717,0.24452645,1.1896002,1.0262235,1.0218289,0.65262616,0.76456547,0.8712759,0.8337917,1.1782024,0.6408784,1.3422134,1.2912166,1.0780107,0.8182834,1.2150127,1.4684225,1.246081,0.7070081,1.1634055,0.9096756,1.1237493,1.4303426,0.6365749
sink,1.2502134,1.1394793,0.92887414,0.9828128,1.1893128,1.0779734,0.7691487,1.0546392,0.79842937,0.8155869,1.0585256,0.7788017,0.8323944,1.3749545,0.8885736,1.0835686,0.92155147,0.5505484,0.7784684,0.53031087,0.73706806,1.1355054,0.8363257,0.6234333,1.0139068,0.42623478,0.9687556,1.1231141,0.72365665,0.70804256,0.7580546,0.7664715,0.92599326,1.0307982,1.0453129,1.2529047,0.9074968,1.0936635,0.8117994,0.9588556,0.63117325,0.9422963,0.9560042,1.2018465,0.7107491,0.92647046,1.2885041,0.8157598,1.22277,0.8516302,1.0283589,1.199744,1.1941781,0.7842403,1.011078,1.1852192,1.0096195,1.1594745,1.091474,0.9702818,1.2184728,1.0257391,0.936676,1.2310388,1.2802775,0.974035,1.1153625,0.9760328,1.0915079,1.0111274,1.250279,0.79436105,0.7763618,0.5756977,1.1315832,1.1036066,1.1050587,1.0584004,1.3573444,0.86873084,1.1158392,0.9184689,0.75780547,1.0559356,1.0859511,1.0734535,0.61465406,1.1474513,1.298506,1.19816,1.0378859,0.7434699,0.6272399,1.1579807,1.0710071,0.63526696,1.0644703,1.0051045,0.60829055,1.1841555,1.1000104,1.1258528,0.5354396,0.6473956,1.0910769,1.2163212,1.0628916,1.2501451,1.1228662,1.1727166,0.99098325,0.9701911,0.0,1.0894165,0.8376842,0.95287156,0.8090909,1.1409385,1.0237226,1.0680047,1.1784439,1.1568542,1.202076,1.0355577,0.99509245,0.7162417,1.1706824,1.0783768,1.1343211,0.79723155,0.96293473,0.6822706,1.0959723,0.95995265,0.99673516,0.76383793,0.9872198,0.7339183
slide,0.85753775,1.3071305,1.3505462,0.94253767,0.8475911,1.0422522,1.1843969,0.8194015,1.185996,0.3142919,0.6400546,1.3960264,0.7674183,0.78833187,1.0901612,0.72514117,0.4205147,1.2102631,1.241232,1.2074623,0.7352035,1.1205254,1.036233,1.0011396,1.1577196,1.1184866,0.9102237,0.96390766,1.2109702,0.96910715,1.2222075,1.1800659,1.0807507,1.104595,1.031652,0.88960904,0.7920338,1.1075752,1.2927121,0.71140695,1.2035463,1.2788372,1.0841365,0.9949567,1.1347795,0.711571,0.77664274,1.2371805,1.1504633,1.1148039,0.82420486,1.0054662,1.3404719,1.238858,1.1745507,1.331383,1.1617377,0.96536905,1.3380728,1.4577516,1.1187406,0.70136607,1.1236119,1.0477899,1.1505316,1.3386539,1.0196425,0.5966655,0.7997623,0.940315,0.7692319,0.904366,0.97780395,1.3986607,1.1122615,0.9636239,1.1568471,0.90026885,0.64371103,0.80564445,0.65829647,1.4088856,1.1336889,1.4508612,1.3442789,1.202534,1.2043667,0.84482765,0.7329798,0.8901939,0.7426245,1.320492,1.244641,0.83327174,1.1573448,1.1388329,0.9677863,1.0077218,1.2773142,0.8777115,1.3026397,0.6172306,1.2793233,0.9923255,0.8992278,1.1177926,0.8060757,0.8665445,0.90067416,1.0701345,0.8729675,0.75839853,1.0894165,0.0,1.3283037,0.7455762,1.1906166,0.8256347,0.99303436,0.7109961,0.8111179,0.5906566,0.8685273,0.90491533,0.56718636,1.1673993,1.4626107,1.3081698,0.6882032,1.090045,1.0245384,1.2363605,0.7799723,0.95528203,0.93196213,1.0709354,1.4903053,0.7977236
slipper,1.2836392,0.971793,0.42707062,0.81777877,1.5175608,0.64062214,0.48228157,1.1240163,0.5682503,1.4783561,1.5627469,0.30337918,1.1550515,1.4383101,0.6067715,1.3865874,0.93365353,0.41158003,0.38086307,0.3678255,1.1349789,0.99769884,0.86541843,0.49011892,0.69647115,0.6386689,0.8435493,1.3161042,0.97141576,0.9942739,0.6538756,1.1056733,1.0135738,0.90886956,1.123706,1.0621943,1.3942633,1.211786,0.2406689,1.5063008,0.42905557,0.84436584,0.9305511,1.0956517,1.2611394,1.3810484,1.4535543,0.60107565,1.1203498,0.72010773,1.3629035,1.4131937,0.8596973,0.39661258,0.7417912,0.6701451,0.9995621,0.8397541,0.8405457,0.38176268,0.69691414,1.33323,0.567964,1.3757603,1.1735888,0.50905395,1.2016349,1.3647815,1.1594901,1.2196631,1.4446774,1.1075964,1.0324123,0.4222011,1.1306185,1.2134292,1.0519217,1.2689589,1.2522024,1.1639373,1.2393348,0.3845731,0.6621878,0.6734881,0.9464245,0.6211294,1.0194149,1.2731127,1.4770074,1.3765795,1.4085344,0.33313572,0.43107605,1.276341,0.73177004,0.829532,1.0174313,1.0023471,0.3568384,1.2666719,0.48702604,1.1312426,0.63102937,1.3726842,1.2111844,0.8728033,0.8625245,1.5186766,0.70452654,1.1041188,0.9082837,1.5061717,0.8376842,1.3283037,0.0,1.3251233,0.55938935,0.8387699,1.1285081,1.2593098,1.3412693,1.2810247,1.2889351,0.9234555,1.5419794,0.38960165,0.5614258,0.8489618,1.3250216,0.71610916,0.34426826,0.9261571,1.3244467,0.7832289,1.1285444,0.8751711,0.3134011,1.4065268
snow,0.9680708,1.1135957,1.2107437,1.2040473,0.87427384,1.124431,1.1565292,0.92392397,1.2220697,0.6936729,0.7544794,1.3181424,1.0698062,0.94619757,0.94259655,0.87665135,1.069159,1.2183062,1.1728041,1.2066245,1.109874,1.0440986,1.0826212,1.2396175,1.1434509,1.2094561,1.0885612,0.89651823,0.81605506,1.1271791,0.99804276,1.0996057,0.985634,1.1234059,0.9613297,1.1175008,0.9759108,0.9116607,1.2269639,0.89688236,1.2806027,1.102961,0.9106358,1.343919,0.88772243,1.0108286,0.82612586,1.0932117,1.046688,1.0518274,0.6417546,0.87916386,1.1040443,1.1893015,1.1494007,1.1800022,1.0132198,1.1514575,1.2071037,1.2748837,1.4053346,0.72410595,1.2643247,0.9175548,1.0458148,1.2146256,0.83182955,0.813851,1.053521,1.0230873,0.9070115,0.96703786,0.9656554,1.1782713,0.923263,0.9963113,1.1052995,0.94733745,1.0584435,0.8793086,0.89475924,1.1496778,1.1852002,1.1907752,1.2100738,1.1755296,1.1747465,0.9198399,0.8709351,0.91936123,0.73909277,1.1953051,1.108297,0.9214467,1.1255937,1.0875795,0.72415644,1.0133495,1.1381036,0.8892689,1.2374649,1.075113,1.2293882,0.97529465,0.68474525,1.1068205,1.0538088,0.87617266,1.1286438,1.1127365,1.0245203,0.24452645,0.95287156,0.7455762,1.3251233,0.0,1.0547785,1.0585452,1.0646576,0.7320772,0.88851786,0.9707439,0.8501185,1.2493364,0.79524887,1.1815019,1.168128,0.99170643,0.90976286,1.1688131,1.3120596,1.2129568,0.6883733,1.0934329,0.9595785,1.1382508,1.2923253,0.69016707
soap,1.2106038,1.0598469,0.30003774,1.080279,1.2853444,0.67572343,0.5764511,0.9591347,0.8995377,1.2325975,1.2479804,0.74899215,1.2179922,1.3188689,0.7419649,1.2024064,0.99041426,0.585927,0.25609028,0.38592052,1.1642799,1.0183649,0.94405603,0.72022974,0.7842641,0.90676105,0.9218167,1.1877892,0.913566,1.2259315,0.7721213,1.1324229,0.9527474,1.0915161,1.1316941,1.0115842,1.2720535,1.1217593,0.3592615,1.2798765,0.5146518,1.0170262,1.0905774,1.3164568,1.1595905,1.2355176,1.2690282,0.8440389,1.1305559,0.8082442,1.1092447,1.1366155,1.0331136,0.43045056,0.82979155,1.0633062,1.0041785,0.9633814,0.9465117,0.6271459,1.1675719,1.011084,0.66402423,1.1904309,1.2600269,0.7775724,1.0881484,1.2039056,1.2633693,1.0832272,1.3152807,1.1514437,1.0859427,0.5893879,1.0842406,1.1734221,1.1052917,1.084564,1.3435721,1.1529561,1.1826826,0.3284408,1.0017579,0.93488336,0.97999954,0.6131821,1.1089736,1.1265538,1.3281441,1.2853687,1.1929078,0.46181637,0.4937027,1.2292881,0.826786,0.9990318,0.9420696,0.95238316,0.3720466,1.1326339,0.63183546,1.265012,0.921435,1.2010453,1.1105015,1.1568296,1.0565703,1.2960734,1.2287489,1.2363613,0.998028,1.1896002,0.8090909,1.1906166,0.55938935,1.0547785,0.0,1.21469,1.1955266,1.1457503,1.1796824,1.136847,1.2361785,0.9829179,1.3378193,0.5358293,0.7935875,0.8018298,1.2580385,0.9844006,0.5334068,1.1346636,1.0527093,0.92598134,1.064413,1.0466963,0.66925216,1.1359434
sock,0.87189513,0.9789956,1.2964008,0.92226833,0.8544487,1.0894649,1.1576254,1.0686011,0.91696894,0.96936506,0.92090666,0.97157663,0.9707658,0.8286049,1.1792319,0.82297945,0.9053649,1.1185681,1.1628256,1.1814395,0.98293597,1.098373,1.0390016,1.015519,1.2410135,1.1074226,1.07578,0.8448261,1.1452106,0.9764597,1.2070538,1.0145806,1.0874088,0.9683089,1.0074431,1.0505066,0.8936292,0.971028,1.1550499,1.003353,1.0928419,1.2079597,0.9765253,0.7933332,1.0442209,0.96822155,0.9012117,1.1502264,1.0386672,1.0943787,1.0096395,1.1304781,1.0121872,1.1525702,1.1522703,0.89235836,1.1183598,0.969096,1.171697,1.2894676,0.64245886,0.96876484,1.0919197,1.1308467,0.8744404,1.1987762,1.1379505,0.85072297,0.7542717,0.9560397,0.87437266,0.7951177,1.0486373,1.2381718,0.9140557,0.7983985,0.9241494,1.0028394,0.5047778,1.0146714,0.8619788,1.2921628,0.918138,1.1192292,1.107449,1.2320321,1.0784413,0.9498917,0.77460957,0.8979558,0.9492179,1.204017,1.233613,0.86232466,1.081846,0.9439563,0.9510893,1.1165457,1.265236,0.99946076,1.2348816,0.7607439,1.1386962,1.0315266,0.97272635,0.8726647,0.8116095,0.8806383,0.39029306,0.82553583,0.881259,1.0262235,1.1409385,0.8256347,0.8387699,1.0585452,1.21469,0.0,0.97540724,0.9203365,0.77917075,0.90762,0.8491399,1.0483742,0.89929867,1.1607692,1.1307003,1.1606307,0.78947246,0.91168416,1.0222789,1.1052364,1.0649986,0.96675825,1.1199014,1.0367441,1.1058304,1.0260018
spoon,0.81206644,0.97387236,1.1667013,0.5785073,0.9108744,0.9346684,0.9766998,0.9364493,1.1989427,1.0335445,1.0323546,1.202757,1.2116395,1.0354285,1.0219707,1.0227737,0.9773874,1.1632906,1.1986246,0.9962694,1.0476574,0.67415345,0.9900358,1.0164089,1.0952088,1.1432918,1.0154709,0.89591265,1.1323179,1.0645207,0.9825182,1.1541393,1.1055793,0.9487591,0.64478785,0.8693561,1.1148691,1.0128047,1.2258291,1.039123,0.98764956,1.039358,0.9305241,0.8003875,1.1622832,0.99079853,1.0800523,1.0388101,0.87843084,0.8437387,1.0877663,1.0678539,0.9132713,1.0499842,1.0683032,0.95801014,0.85198224,0.8104619,1.1252434,1.0301952,0.687989,1.137949,0.8337611,1.0951716,0.7193212,1.0591644,1.1308705,0.87049735,0.97473913,0.9115555,1.039235,0.8686037,1.0854889,1.1541374,1.0881805,1.0075951,0.8677082,0.9398631,0.7320148,0.9006453,0.9395135,1.2475212,0.97867644,1.063195,1.0321211,1.1205277,1.0376847,1.1241038,1.1155021,1.1603917,0.90648276,1.1728425,1.1904507,0.8614678,0.82470614,1.1676801,1.2201418,1.0613415,1.1672102,1.0397844,1.1254805,0.82562625,1.084285,1.033891,0.9046377,1.1235461,0.6645284,1.1223423,0.78151697,1.1416707,0.82376873,1.0218289,1.0237226,0.99303436,1.1285081,1.0646576,1.1955266,0.97540724,0.0,0.85956264,0.9706155,0.97476876,1.1303754,1.0700607,1.0228667,1.0066266,1.0870079,1.0628083,0.6276508,0.99284315,1.0421925,0.9723687,1.1714697,1.1375991,1.0225426,1.0033035,1.10447,1.1236223
sprinkler,0.8935464,1.176025,1.2570175,1.0030777,0.91559815,1.1271591,1.2350836,1.0044239,1.2128891,0.72282726,0.8065873,1.314713,0.9000682,0.9462116,0.9448019,0.95657444,0.9568149,1.2728932,1.1207007,1.1724902,1.0176392,1.1647809,0.8901365,1.1013831,1.0459827,1.2019587,0.994837,0.97293144,1.2348553,0.95813143,1.0357747,1.1702396,1.103506,0.9079855,1.0272583,1.1446778,0.9460305,1.1238202,1.219058,0.81159806,1.1642815,1.2488449,1.1354156,1.0386205,1.0229585,0.92376107,0.9410201,1.1489989,0.9728943,1.1694478,0.9454804,0.93086267,1.2162323,1.2456399,1.0199208,1.2214103,1.0692211,0.8323247,1.1541457,1.2188507,1.1725982,0.72988975,1.1852078,0.9921051,1.0850135,1.2967756,1.0237577,0.5509192,0.9849125,0.940022,0.92994803,0.93608636,0.8932955,1.1080602,1.0180633,1.0223786,1.246475,0.93367696,0.8119404,0.7166465,0.7554754,1.2693794,1.2732487,1.3190668,1.217187,1.2149513,1.1542646,0.9853616,0.93893117,0.98867536,0.8972099,1.2239286,1.1699935,0.40489292,1.1704905,1.2859502,1.085499,0.87796926,1.2327833,0.9476986,1.2004437,0.89423114,1.1996006,1.0131421,0.7937577,1.1738827,0.7590976,0.95582503,1.0172216,1.1277782,0.7368717,0.65262616,1.0680047,0.7109961,1.2593098,0.7320772,1.1457503,0.9203365,0.85956264,0.0,0.72977364,0.7799771,0.8972908,0.9154397,0.7463355,1.1316243,1.2947253,1.15383,0.7431842,1.229369,1.1120298,1.3244787,0.7787163,1.0353477,0.93114996,0.84082305,1.2933975,0.86589897
stick,0.868997,1.0524241,1.3287517,1.1980625,0.7054776,1.2352561,1.3745325,1.0729424,1.2218972,0.7644969,0.59462476,1.3748412,0.8856456,0.8923937,1.25357,0.68964994,0.996668,1.2489614,1.2580063,1.3436184,0.9247716,1.0876937,0.8575226,1.3301506,1.2273091,1.337182,1.0917327,0.25341254,1.2179755,0.99480206,1.2953044,1.0263883,1.1418173,0.98833287,0.9690593,1.0251633,0.7235434,0.8273245,1.2522495,0.7956923,1.343698,1.2832297,1.0220234,0.9933061,0.86390567,0.6882755,0.8855598,1.2883618,1.0631359,1.1426796,0.9130399,0.93817025,1.133887,1.3180366,1.1839001,1.1691507,0.9922471,1.0846777,1.1272181,1.3460809,1.1638826,0.65790087,1.2866232,0.9991292,0.9503762,1.4509652,1.0156606,0.4482695,0.87347376,0.9965454,0.76949775,0.75937366,1.0606624,1.2128859,1.0238405,0.88366777,1.1218089,0.87753224,0.7992611,0.8458017,0.78765154,1.3233625,1.1847018,1.3045329,1.0882043,1.2506778,1.174,0.80633783,0.83254874,0.9160004,0.69211465,1.2108964,1.2309906,0.8573601,1.247668,1.0690193,0.97640723,0.94889176,1.3322005,0.99484193,1.2825321,0.82178354,1.3157802,0.8978722,0.8281718,1.2015185,0.79741,0.87717223,0.956448,1.0600919,0.6026428,0.76456547,1.1784439,0.8111179,1.3412693,0.88851786,1.1796824,0.77917075,0.9706155,0.72977364,0.0,0.72292817,0.89820814,0.9679681,0.63652134,1.3344755,1.2798957,1.1649044,0.70863885,1.1500257,1.2456828,1.1323638,0.88601923,1.0956305,1.0251383,0.8793944,1.3478386,0.95580375
