,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
scarf,1.0338236,0.8455323,1.1525164,0.9236195,1.1202741,1.1402245,1.0968357,1.0912287,1.0779036,1.0982511,0.8497061,0.98839253,0.83326066,1.0421231,0.9635715,1.081801,1.1965157,1.1559956,1.2772652,1.0670452,1.0867903,1.1199089,1.1798916,1.0685638,0.9421689,1.1141776,1.0301838,0.98086613,1.035594,1.1213353,1.0655693,1.0107822,1.0448799,1.1208981,0.97096467,1.0638325,0.7307018,0.9779783,1.0576699,1.1130432,1.0792029,1.1019279,0.9085606,1.0145253,1.0661216,0.96922785,0.7775465,1.1234742,0.7533687,1.11393,0.8066739,0.9834653,0.8633442,1.1657358,1.0678266,0.79823035,1.1210399,1.182853,0.88367283,0.873002,0.7537042,1.109988,1.1004575,0.7707192,1.1008148,0.8941781,0.7487733,0.9838369,1.1087358,0.5737948,1.1549295,0.6447375,1.0665118,1.076698,1.1359159,0.8555112,1.1781477,1.0648804,0.84733176,1.016142,1.0426854,1.1005256,1.0606666,1.05448,0.5480876,0.81822264,1.1074083,1.049448,0.99430877,0.86771965,0.6579619,1.1626493,1.1136835,1.0710765,1.0470065,0.9274032,0.9721736,1.1827149,1.0900483,1.2529901,1.0078126,1.1314789,0.8309305,1.0866244,1.0113957,1.0760188,0.94916016,1.0277183,0.0,1.1407973,0.76305866,0.7779763,0.5351824,1.1467677,1.0848104,1.1145552,1.0734831,0.9879728,1.0723653,1.0219231,0.9954229,1.1523387,1.1133895,1.1030531,0.9559704,1.1443225,0.95314467,0.7585299,1.1070279,1.0445719,1.2325773,0.8458637,0.922523,1.035835,0.9836441,1.2219431,1.1446561,1.0832385,0.90682864,1.1296612,1.1466775,0.89528716,1.0808206,0.8928182
scissors,0.81138754,1.0923189,1.1213393,0.9730807,0.9455746,1.08082,1.0284367,1.0590281,0.8068044,0.76439154,1.1669712,0.99050236,1.0267408,0.9980934,0.8760931,0.76434475,0.9904722,1.103847,1.0916945,0.9159663,1.2503362,0.79424894,0.929017,0.8974995,1.1173372,1.0398252,1.1137698,1.2383678,1.0010748,1.0753734,1.1629214,0.8434385,1.1293061,1.1492807,0.8999924,1.1130219,1.0707178,0.93430513,1.1860425,0.97579044,0.88426614,1.1539658,1.2664429,1.0627304,1.0513768,1.0910292,1.0667168,1.0594925,1.0213233,1.1644418,0.89792156,0.9766046,1.1209755,1.0783411,1.1379943,1.0309107,0.933426,0.6631653,1.0507408,1.1632156,1.0785656,0.9529748,1.0557307,1.0542445,1.1629497,1.0200056,1.1141531,0.89270806,0.73272216,0.92209315,1.1829724,0.8759511,0.98918027,0.96968645,1.0214998,1.2350562,1.0832744,1.0228398,0.7972952,0.7973732,0.8740703,1.1203533,1.0617256,1.0485133,1.1858908,1.1115322,1.1370511,1.0976859,1.2159916,1.0113158,1.0166502,0.90769243,0.967753,1.0545464,1.030731,0.8743595,1.1839155,1.1737185,1.0906345,1.1755797,1.2610787,1.0755019,0.89057595,0.897673,1.0791655,1.1206568,0.8329854,1.2689905,1.1407973,0.0,1.0065304,0.9687298,1.1401098,0.64350593,0.9322836,1.0250572,0.6854385,1.0554186,0.8133065,1.0650191,0.9872202,1.0160307,0.86475146,0.5735624,0.7924839,1.0509845,0.80319047,1.02067,0.8546414,0.9176568,1.1205792,1.117205,1.0417521,0.60139567,1.1149551,0.7508675,0.90118635,0.96677274,0.81396425,1.0141236,0.66285014,1.0852662,1.0796595,0.83940166
shirt,0.6297114,1.310969,1.4716549,0.45788848,1.3580253,1.4787983,1.2767463,1.3410777,0.7001339,0.521323,1.3200183,1.0037394,0.11671817,1.043267,0.570276,0.90591806,1.4489552,1.4801117,1.4318593,0.9476121,1.5209128,1.414969,1.3338757,1.4203017,1.2729228,1.446816,1.1324661,1.0576719,1.0821182,1.1046591,1.4831157,0.73554,1.0414848,0.9386827,0.86018205,1.1040573,1.1136614,0.5587405,0.9119204,1.5359818,0.62422574,1.5270272,0.999565,0.976762,0.82292825,0.90822154,0.43695402,1.1102998,0.9792836,1.2314394,0.6571726,0.48365283,1.1309583,1.5834965,1.2304614,0.8940442,1.3364999,1.0651792,0.8871952,1.3179495,1.0908604,0.76489943,1.4400661,0.5289405,1.0834765,0.76870805,1.2460228,0.50602704,1.0098382,0.39526647,1.2883532,0.3580653,1.426739,1.1614517,1.5720532,0.70760137,1.2083528,1.0348519,0.6217961,1.2451988,1.1067194,1.1241325,1.3778543,1.1296362,1.0891652,0.86546785,1.3792707,0.7797277,1.2993382,0.1984446,0.29043972,0.7084092,0.8581047,1.4970579,1.4152634,0.76967674,1.0705895,1.2619576,1.1156859,1.5023195,1.0385431,1.4050646,1.0600467,1.2242678,0.6937114,0.991872,0.98916274,1.2981894,0.76305866,1.0065304,0.0,0.95206493,0.41364193,1.2682884,0.6362851,1.1637487,0.70044434,1.4993126,0.8317295,1.1433835,1.1320446,0.91268706,1.3578024,0.9197212,1.1357768,1.3508127,0.9386014,0.3243605,0.7264383,0.5448394,1.5569944,1.2862262,1.1837655,0.8096464,1.2572498,1.4727035,0.9940873,0.8319336,0.97639036,1.0961405,1.2654996,1.3831539,0.8975608,0.56762654
shoe,0.956815,0.9860022,1.2314675,0.97049487,0.9386479,1.0552202,1.0242244,0.87965167,1.0971774,1.0846586,1.1182063,0.9795826,0.922823,0.9751229,0.8394288,0.87352276,1.1314974,1.1611689,1.325398,0.99589837,1.20777,0.98851323,0.9518641,1.1430614,1.0537641,1.1448641,1.01677,0.98907876,0.9235208,0.9789044,1.1593566,1.0499893,1.0745177,1.0637857,0.9484258,1.2098069,0.9297491,1.0116509,0.9899785,1.222424,1.0844315,1.2282653,0.89978033,0.7069733,1.1294684,1.162004,0.9012572,1.1170211,0.96645534,1.1190114,0.92843604,1.1004349,0.9849301,1.1747265,0.9545038,0.7434139,1.1102698,1.0678133,1.0418313,1.2274475,0.52385896,0.888904,1.0831904,1.064199,1.0374489,0.81412673,1.0300386,1.0074446,0.834185,0.82247627,1.1617885,0.77890754,1.2363162,0.97682786,1.2104652,0.7813927,0.9682945,1.0136952,0.4890589,0.8760333,0.92380315,1.0634692,1.2508585,0.95052963,1.0441346,1.0089645,1.3020043,1.1080811,0.9510607,0.9135325,0.7802937,1.0677414,1.0372792,1.2669979,1.2797389,1.0199294,1.0122546,1.0785056,0.96660495,1.3211583,0.95460546,1.0617985,0.65319335,0.9184257,1.1335768,0.8899088,0.9601114,1.0407406,0.7779763,0.9687298,0.95206493,0.0,0.7760061,0.87845737,1.1937996,1.247667,0.89948606,0.9057679,1.1923131,0.98544306,0.3702355,0.98540646,1.1395284,0.9723275,0.91361785,1.1180657,0.7665269,0.9952952,0.91328514,1.1216583,1.1471597,0.95495,1.1272811,0.8875584,0.88051546,0.9473874,1.0523934,1.073219,0.77810454,1.0659025,0.8915917,1.1092454,1.076596,0.9848595
shorts,0.87700987,0.9414395,1.3161266,0.6293817,1.2797952,1.3053131,1.2334425,1.2518444,0.85224533,0.8624543,0.95267934,0.9582151,0.5755498,1.1364174,0.7166679,1.0023352,1.3429936,1.366337,1.3650007,0.9775817,1.3680182,1.2419792,1.2933158,1.258139,0.99137944,1.2909377,1.0743642,0.97299516,1.0172979,1.2243819,1.2633876,0.8995122,1.0106989,1.0213617,1.0107212,0.9895289,0.8305763,0.7208916,1.0303881,1.3437159,0.92713606,1.3070576,0.9008695,0.9576303,0.8826642,0.8734346,0.56997603,1.1729635,0.89797837,1.1313912,0.70212877,0.8970842,0.971678,1.3731537,1.1823289,0.7138423,1.1866908,1.223055,0.8293071,1.1323737,0.8458712,0.94718367,1.2871236,0.7390156,1.1462774,0.8398757,1.0533905,0.76620364,1.1348583,0.4462757,1.2357851,0.2995556,1.1949973,1.1344861,1.394537,0.61799574,1.2034088,1.1534413,0.6901507,1.0680244,1.113085,1.134507,1.2747808,1.0363249,0.8574788,0.9337224,1.2493995,0.8766464,1.191736,0.5100839,0.20996046,0.9489653,1.0169542,1.3155372,1.2485852,0.8846082,0.94796705,1.2742323,1.1724371,1.3655632,0.85743713,1.2706683,0.9037662,1.1931815,0.83981943,1.0634342,0.9964088,1.0749617,0.5351824,1.1401098,0.41364193,0.7760061,0.0,1.2026604,0.95310175,1.0801706,0.92853785,1.2391932,1.0352141,1.0870674,1.0127954,1.049649,1.2396227,1.0620208,1.0707726,1.2548386,0.8942989,0.56848615,0.84119254,0.75827557,1.4188344,1.0446957,1.0965611,0.95414007,1.0317976,1.4362649,1.0929875,0.9975449,0.9460608,1.1440946,1.2012527,1.1336433,0.969342,0.78220534
shovel,0.94046664,1.135091,1.1355953,1.2162275,0.93976784,0.9985327,1.0120444,0.9091546,0.90464693,1.1524241,1.1789274,0.78860784,1.2362306,0.81538594,1.2083852,0.80587256,1.0462523,0.9563961,1.0829147,0.8987767,1.1147242,0.20321667,0.74498534,0.95112675,0.8796445,0.87545764,1.1385589,1.125892,0.7270744,1.035822,1.0565695,0.9765191,0.955791,1.1652455,1.0115397,1.3357955,1.1655737,1.2066814,1.1038209,0.9488256,1.0236555,0.9888353,0.9982533,1.02927,0.9604565,1.1973414,1.1934595,0.8968512,1.1677599,1.151453,1.0485581,1.2080715,1.2903047,0.9553147,0.87912965,1.2498982,0.6155368,0.8314801,1.1961818,1.2220742,1.1366998,0.9498474,1.1943052,1.2763734,1.1218809,1.2069042,1.1613959,1.0368696,0.60302746,1.1074853,0.9726622,1.1620241,1.0003604,0.5840608,0.79377246,1.1168876,1.0718992,1.0063226,1.0935745,0.2869277,0.7668537,1.0993866,1.1883564,1.1071199,1.1755234,1.3021975,1.1572486,1.181794,0.9473767,1.2607865,1.235818,1.1617775,1.0072985,0.992675,0.9753904,1.0088823,1.2802126,1.0462075,0.7877409,1.0334429,0.9642165,0.99144495,0.9198662,0.95536274,1.1365435,0.8477038,0.728214,1.0179118,1.1467677,0.64350593,1.2682884,0.87845737,1.2026604,0.0,1.0365057,1.0563095,0.845816,1.0558158,0.9589932,0.9776792,0.9067638,0.98964983,0.6831346,0.5678726,0.48456132,1.0900505,0.6560534,1.1961817,0.78484344,1.0554258,1.0288345,1.2338098,1.2370112,0.85596335,1.0206481,0.80128634,1.0116913,0.97081244,0.7135878,0.8215959,0.16119742,1.156176,0.9394505,1.098616
shower,0.70348954,1.3282638,1.3674712,0.74213,1.2680957,1.3260652,1.2546191,1.1674097,0.60980713,0.44823194,1.3797281,0.88827336,0.73141897,0.97719157,0.7141403,0.91758114,1.3895496,1.3180466,1.2440262,0.92534196,1.4052418,1.1426835,1.20842,1.2813168,1.168205,1.266719,1.0724181,0.90789,0.90526605,1.0763718,1.2737218,0.5104234,0.99905884,1.0204853,0.871781,1.0826348,1.2057467,0.5803026,0.89203143,1.3656366,0.48822296,1.3187038,1.0916221,1.1506642,0.41919148,0.8844708,0.9002645,1.0290719,1.1264582,1.154683,0.6993622,0.6845639,1.2396508,1.4106182,1.1255126,1.0393037,1.301823,0.9530515,1.0156924,1.2935005,1.3883462,0.64390135,1.4389188,0.7828747,1.1543546,1.0484549,1.3505669,0.67075866,0.9916938,0.7924167,1.1195312,0.7374536,1.3088092,0.88279074,1.2438997,0.8083552,1.1680107,0.9498865,0.9718389,1.0661222,1.1322409,1.2002412,1.2515085,1.0662131,1.289618,1.0594565,1.301476,0.7265157,1.2044108,0.7126348,0.75390065,0.7371769,0.9081535,1.3514363,1.293233,0.91585207,1.0023168,1.1796604,0.9483202,1.3062578,1.2231188,1.3631444,1.2440196,1.173647,0.6000191,0.8134363,1.0085084,1.1430469,1.0848104,0.9322836,0.6362851,1.1937996,0.95310175,1.0365057,0.0,1.0018839,0.75338393,1.4300287,0.30691004,1.1044768,1.1756744,0.99129605,1.3384402,0.715505,0.9477861,1.265182,1.0828584,0.6682259,0.9176096,0.6181228,1.3259726,1.313634,1.1690476,1.0238234,1.2217644,1.4103541,1.0720826,0.68184435,1.0317813,0.8791207,1.0027958,1.3820162,0.629553,0.7359619
sink,1.1399733,0.7929188,1.1039312,1.0437456,1.1781998,0.946873,1.0278693,0.8152034,0.61393845,0.9374019,0.6338942,0.7928822,1.2300196,1.188483,0.886688,0.83851445,0.6178918,0.9729124,0.46146226,0.6035274,1.1392751,0.97264004,0.67223644,0.978514,0.4518993,0.7661616,1.1410463,0.8655187,0.80057555,1.0887966,0.78866863,0.87982655,0.9369813,0.790893,0.9384066,0.96183723,1.1820723,0.75944674,1.201677,0.80860054,0.93864954,0.8080019,1.1967483,1.2130423,0.7612786,0.5980519,1.2464051,1.0507972,1.1475953,1.1384393,1.0063803,1.1929638,1.102132,0.8554946,1.1054738,1.1719097,0.7349457,1.1365519,1.0654029,0.90275836,1.0478153,1.1289253,1.0399723,1.2063617,1.1812972,1.2121667,1.046881,1.2063727,1.1206969,1.1371237,1.0563631,1.0600665,0.63830435,0.947699,0.75979304,1.1168778,1.231576,1.0210823,1.2157007,0.9456556,1.0641747,1.0516838,0.92229384,0.7048619,1.0221905,1.1684153,1.0706692,0.6213118,1.1753012,1.2070187,1.1236016,0.83058524,1.0670259,0.6984086,0.72042185,0.8930328,0.50311005,1.1572355,1.1041111,0.6081144,0.9747018,1.1203717,1.0515397,0.75180876,0.70975983,1.0788211,1.1148446,0.744244,1.1145552,1.0250572,1.1637487,1.247667,1.0801706,1.0563095,1.0018839,0.0,0.9861414,0.9481914,0.9918194,0.8697767,1.0358042,0.99379253,0.6615709,1.0950572,1.1450266,1.0501158,1.153805,1.1572415,1.3071814,0.97939974,0.8751669,1.1537364,1.0079405,1.0724405,0.7496437,1.0004952,0.72800446,1.1667651,1.137913,1.0004292,1.0444014,0.94229484,0.8187721,1.0891398
slide,0.3741393,1.2730503,1.4284143,0.8517617,1.1027411,1.202918,1.1040537,1.2184939,0.3260427,0.4986447,1.5533566,0.7969786,0.6517048,0.9155776,0.55550885,0.14105302,1.2925603,1.4071531,1.2798109,0.61963505,1.520318,1.1804507,0.80589885,1.370496,1.1351831,1.2409253,1.2492299,1.1529616,0.9400669,1.019613,1.5157684,0.77862805,0.9978571,0.98795956,0.9488168,1.1362416,1.2694973,0.71175915,1.0945933,1.4637043,0.6062339,1.4863377,1.1309688,1.048902,0.97062016,1.1419662,0.75492334,1.0373317,1.1055427,1.2047937,0.5814495,0.7526343,1.3715528,1.3529835,1.1414076,1.1383591,1.3019104,0.8166416,1.0052267,1.4994729,1.3483374,0.4259857,1.4564676,0.8981471,1.1134269,1.0273021,1.3310623,0.61157334,0.6478647,0.62018406,1.2953258,0.64793146,1.456141,0.95846605,1.5252137,1.179636,1.0658561,0.95510614,0.7305645,1.007711,0.8471675,1.0870543,1.4110909,1.1247907,1.4628338,1.1508347,1.3395755,1.0305585,1.2459023,0.7028805,0.8128415,0.7672451,0.9179579,1.4935559,1.477622,0.8406067,1.2999775,1.2825818,0.9298668,1.3893824,1.1745696,1.3085649,0.9131494,1.133241,0.93640155,0.86757684,0.8137267,1.3537309,1.0734831,0.6854385,0.70044434,0.89948606,0.92853785,0.845816,0.75338393,0.9861414,0.0,1.4987838,0.6558051,1.1766014,1.0462283,0.7500693,1.2863526,0.69426495,0.9161023,1.3235397,0.9015265,0.729161,0.49618137,0.5182762,1.3804833,1.4804257,1.328532,0.7828628,1.2318207,0.9818929,0.76666874,0.68144286,0.8880184,0.95322096,0.98365223,1.5108054,0.84272003,0.6500808
slipper,1.5293752,0.56647766,0.32186425,1.3128076,0.699527,0.64360785,0.90799034,0.76756585,1.5221823,1.5321705,0.32525146,1.217966,1.4849304,1.1736525,1.3689721,1.376118,0.56917155,0.38749325,0.4812289,1.3100063,0.3560382,0.819627,0.8991749,0.45282716,0.8512546,0.51146364,0.9021781,0.9013506,1.1730886,1.1895624,0.33452415,1.3993921,1.1235517,1.2388809,1.2173882,0.9325788,0.66253877,1.4620514,1.2253513,0.13358963,1.5293362,0.29569554,0.90063566,1.0111839,1.3154503,1.1366824,1.3559538,1.0649383,0.9578832,0.88690186,1.2812924,1.3624792,0.6546818,0.266932,0.8998508,0.904885,0.86326385,1.1294281,1.0338826,0.22331041,0.5451459,1.2862937,0.42322588,1.2510164,1.1345185,1.1301875,0.4302011,1.3859875,1.2554057,1.2912617,0.8019521,1.3777313,0.33456814,1.1933103,0.34321445,1.0723819,1.0568675,1.1368517,1.2560225,1.0420072,0.9282192,1.0305965,0.16315573,1.0063578,0.5493711,1.0185685,0.47292483,1.3307948,0.9017609,1.4779494,1.3547442,1.4140433,1.3409712,0.22220063,0.263453,1.3369684,0.86010885,0.76386124,1.1099621,0.4993624,0.9829697,0.5231972,0.99626726,0.90679514,1.4012897,1.2378094,1.2562304,0.6134127,0.9879728,1.0554186,1.4993126,0.9057679,1.2391932,1.0558158,1.4300287,0.9481914,1.4987838,0.0,1.3361824,0.78212595,0.7959894,1.2905774,0.8180258,1.292016,1.1574059,0.37889862,1.1845161,1.4046648,1.3183949,1.5622057,0.45142365,0.3563236,0.5094481,1.3584325,0.77187896,0.51944345,1.3675661,1.3067665,1.022895,1.0585747,1.0192701,0.14656293,1.3350925,1.3062103
snow,0.66098773,1.2526735,1.2890608,0.87250584,1.0688711,1.1531779,1.1888651,1.141343,0.624007,0.62672544,1.3303378,0.98738503,0.87627983,0.80981064,0.779348,0.78797996,1.3257217,1.3009117,1.1427662,1.023869,1.3322775,1.0954766,1.1249807,1.2369494,1.219232,1.1756957,1.0232148,0.89082634,1.1226203,1.0015558,1.2018102,0.78632855,0.88559186,1.0837569,0.9653341,1.0962911,1.1461747,0.9129642,0.9938823,1.2408202,0.75226736,1.313037,1.1553289,1.2028055,0.75926983,1.1605046,1.0152192,0.97612005,1.0467796,1.0112659,0.565723,0.81496334,1.1674469,1.2286999,1.1019943,1.0117111,1.2540778,0.8169179,1.0392369,1.2390292,1.3954426,0.6636864,1.3574564,0.9218856,1.1007717,1.0420572,1.2726729,0.7597387,1.0361669,0.7627226,1.1941156,0.81960243,1.2283834,0.98076314,1.190028,1.107614,1.0517386,1.0296991,1.0114136,1.0209206,1.096915,1.1211789,1.1515214,1.0407242,1.2185276,1.1406975,1.2380637,1.0520823,1.1142025,0.88015676,0.9530052,0.80307686,0.93622506,1.1957995,1.1891987,1.0160493,1.1394135,1.1028059,0.9179802,1.2493478,1.2223592,1.2160466,1.1820431,1.145162,0.9598833,0.7225125,0.8475089,1.1595026,1.0723653,0.8133065,0.8317295,1.1923131,1.0352141,0.9589932,0.30691004,0.9918194,0.6558051,1.3361824,0.0,1.1839588,1.211476,0.9266441,1.2269607,0.65476555,0.7152602,1.1469858,1.2277789,0.81774116,0.904456,0.7638569,1.2036915,1.2314945,1.0810648,1.0168895,1.1904708,1.275997,1.0808713,0.65640515,1.0434687,0.9134785,1.0335906,1.2859199,0.72822607,0.720014
soap,1.2881446,0.7850828,0.8364982,1.2491325,0.80017185,0.7704617,0.97382796,0.8880018,1.0908213,1.2256485,0.89113176,1.07955,1.1363283,1.0453266,1.2438188,1.0682378,0.86659336,0.622229,0.79710555,0.99337906,0.82554865,0.8621526,0.6381867,0.8085761,0.74206054,0.73542213,1.0951095,1.0291766,0.9086791,1.0114373,0.8629589,1.1137849,1.048827,1.0449368,1.0594611,1.0808756,1.0497322,1.1409312,1.1720538,0.86387134,1.169584,0.61287767,0.96419644,0.8683361,1.1084406,1.0619528,1.1654576,0.953532,1.1154318,0.94655544,1.2244864,1.18245,1.0134292,0.8564794,0.96113616,1.1536441,0.936616,1.0492489,1.0177269,0.9486313,0.79779375,1.1732314,0.8355909,1.1694127,1.109323,1.2002563,0.7411781,1.2111962,1.0296928,1.0738596,0.7024206,1.1658089,0.9353343,1.0520275,0.68738127,0.834579,0.96920073,0.90593284,1.14945,0.9697738,0.95594954,0.96037734,0.91115427,0.89075553,1.0148023,1.0778273,0.8709948,1.0173548,0.8476366,1.1593726,1.1283951,1.1378914,1.1635265,0.9406268,0.96278024,1.1979516,0.90097004,1.0233853,1.0619277,0.81902564,0.96702397,0.8571004,0.939661,0.6438365,1.0111958,1.1597553,1.2207559,0.8887911,1.0219231,1.0650191,1.1433835,0.98544306,1.0870674,0.9776792,1.1044768,0.8697767,1.1766014,0.78212595,1.1839588,0.0,0.8327973,1.0494975,0.82452595,1.0155729,1.2099886,0.8821586,0.9928977,1.0563444,1.1582693,1.1871445,0.6511425,0.9114534,1.0374571,1.064826,0.8075112,0.7524009,1.1169907,1.2547795,1.0329858,0.8693129,0.9780712,0.8531949,1.1406909,1.0278932
sock,1.0969791,0.8736357,1.0354227,1.092983,0.7888567,0.84245086,1.0027161,0.6048046,1.1173035,1.1266477,1.0023433,0.90870583,1.1114687,1.0044353,0.9066587,1.0160094,0.8972738,0.833319,1.0995944,0.9219795,1.0165287,0.8889111,0.750189,1.0088468,0.84778285,1.0231853,1.0299287,0.90213305,0.7873306,0.9341044,0.99939495,1.0974646,1.1180829,1.0163519,0.88853115,1.2952178,1.0472877,1.0528748,1.0250899,0.98426753,1.139693,0.9240216,0.91742635,0.73497707,1.0439441,1.1249223,1.071413,1.0797702,1.102402,1.0348704,1.0561563,1.2833855,1.0659379,1.0151207,0.8967443,0.9516244,1.0598108,1.1532097,1.1913872,1.1678033,0.5636907,1.057297,0.99524397,1.3089372,1.0762777,1.0235558,1.0252618,1.1915182,0.91408616,1.0154626,0.8666428,1.0263765,1.0449167,0.92932135,0.8916781,0.8328529,0.94926393,0.9576985,0.61720884,0.9030236,1.0146738,1.0019773,1.0801345,0.72578764,1.0750588,1.1589433,1.1183455,0.9995739,0.8742129,1.0539016,0.9970106,1.0275711,1.0967971,1.0891685,1.1122582,1.1725234,0.7560201,0.95706093,0.9828224,1.1092603,0.8740575,0.8786419,0.6348636,0.7441649,1.0881693,0.9879758,1.0746249,0.8934953,0.9954229,0.9872202,1.1320446,0.3702355,1.0127954,0.9067638,1.1756744,1.0358042,1.0462283,0.7959894,1.211476,0.8327973,0.0,1.042084,1.0671474,1.0885217,1.0624647,0.99162,0.98141503,1.1371709,1.1054428,1.2062525,0.8951783,0.9718611,1.1065134,1.0084991,0.64288235,0.7748121,1.0273173,1.1491493,0.7316682,1.0431395,0.8903776,1.0252591,1.0068319,1.1900483
soup,0.81967175,1.1787993,1.1087558,0.94282997,1.0566417,0.986432,0.89453244,1.1108202,0.7228677,0.9649113,1.28584,1.0147302,0.8394242,0.9681801,0.93903995,0.75540257,1.1265783,1.1249151,0.95644104,0.85656047,1.1020842,1.1315343,0.66483784,1.2409015,1.0941755,1.2600671,0.8856547,1.1589282,1.072042,0.714514,1.2478974,1.0574353,1.0694586,0.3999446,0.990211,0.91340965,1.0826528,1.0290397,0.8986882,1.2663674,0.97066146,1.1750757,1.2206106,1.0959461,1.0918227,1.078056,0.82582545,1.008593,1.0486615,1.0100794,1.0323013,0.86914396,1.1508386,1.14977,1.1268629,0.98426706,1.0644239,0.9610462,1.0176497,1.24736,1.1954063,1.0406277,1.1397328,0.96074814,0.7852018,0.9550264,1.198559,0.99454,0.8669347,1.0239049,0.9658557,1.027744,1.2348578,1.0787369,1.2806225,1.0226747,0.8601645,0.93037015,0.8965816,1.0674702,1.068576,0.8612029,1.2138829,1.0594546,1.2014778,1.0318605,1.0162647,1.0642848,1.1605371,0.9163354,1.0049919,0.87283105,0.7074483,1.2593431,1.2640843,0.97210634,1.139956,1.035001,1.0241486,1.0331781,1.0653787,1.080455,1.0935619,1.1352146,1.1007391,0.9620862,1.0220553,1.2124529,1.1523387,1.0160307,0.91268706,0.98540646,1.049649,0.98964983,0.99129605,0.99379253,0.7500693,1.2905774,0.9266441,1.0494975,1.042084,0.0,1.0055417,0.8875686,0.9349421,1.1543963,1.1256418,1.0148156,0.9434397,0.89467204,1.0179095,1.1878942,1.1020538,0.84261125,1.1500837,1.063175,0.7811417,0.96681887,1.0399725,1.1627946,1.129048,1.2650344,1.0813498,1.0657516
spoon,1.204632,0.87068504,0.9602764,1.1797462,1.0400057,0.8856021,0.8219886,0.98005277,1.1596569,1.3031034,0.7534785,1.0261842,1.323715,0.95872813,1.2911397,1.1108966,0.63467485,0.8395379,0.59037304,1.0542417,0.7934067,0.6903382,0.8177684,0.7541125,0.85194534,0.75358886,0.8868089,1.1077632,0.926761,0.9243357,0.84706235,1.1762242,0.93206257,0.9141823,0.9438635,1.03133,1.0095023,1.2712822,0.9424725,0.671685,1.2185642,0.76614594,1.0646006,1.0971785,1.167,0.96177447,1.2482551,0.9580862,1.0711713,1.040431,1.2703388,1.3082876,0.8971344,0.674363,1.0848815,1.1377549,0.13088554,0.9138248,0.96044976,0.8410496,0.87279254,1.3732071,0.70569456,1.2916851,0.9250628,0.99895084,0.9802847,1.2329061,0.87292486,1.3255389,0.91656566,1.3068473,0.5384934,0.9391297,0.67788386,1.1900303,0.96736324,0.97472066,1.1980283,0.82812935,0.9413272,0.9131901,0.8906012,0.7530672,0.8845509,1.0389575,0.95773745,1.0980638,0.8789564,1.3235396,1.3631067,1.0427114,0.8858998,0.5951841,0.57773805,0.70184344,0.90856344,0.85114837,1.1056004,0.54947597,0.8955151,0.9714207,1.0268869,0.80994046,1.1305915,1.1867446,0.94277024,0.93841827,1.1133895,0.86475146,1.3578024,1.1395284,1.2396227,0.6831346,1.3384402,0.6615709,1.2863526,0.8180258,1.2269607,0.82452595,1.0671474,1.0055417,0.0,1.0093043,0.83915883,0.9915036,0.9239403,1.2841268,1.2296748,1.1747607,0.78632224,0.9442429,0.8940348,0.621786,0.84961534,0.90590566,0.8353262,1.344243,1.1263204,1.0348427,0.7949778,0.84253657,1.1568353,1.2543132
