,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
boat,0.47303343,1.0654469,1.3216774,1.0181413,0.99368954,1.0333437,0.96359676,1.0870928,0.45526087,0.7147407,1.3858523,0.815543,0.7986212,0.90333647,0.6483526,0.0,1.0756955,1.261468,1.1375505,0.6613696,1.3899729,1.0338336,0.70135033,1.1909053,1.0112487,0.992415,1.2072335,1.148507,0.92433214,1.0069691,1.3288153,0.8982354,0.9596078,0.9236498,1.0042266,1.1042881,1.2286569,0.83253354,1.0912678,1.3386363,0.78585035,1.3201979,1.1764627,1.0616661,1.033844,1.140908,0.858688,0.9743171,1.1518304,1.1325289,0.77657527,0.92566854,1.3716292,1.1471965,1.0936174,1.1939814,1.1369827,0.82340837,0.9664721,1.4383051,1.2898287,0.60452306,1.2630025,1.0331647,1.011711,1.131391,1.2113479,0.8380772,0.6299237,0.78914726,1.1867489,0.82739806,1.3270718,0.9301345,1.368876,1.2261336,0.9716394,0.92084485,0.8771605,0.9075557,0.8315183,1.020552,1.3762068,0.9990728,1.4033433,1.2437527,1.2779875,1.0660985,1.1411456,0.88011974,0.9437937,0.8409076,0.98296696,1.3582182,1.3831996,0.8503539,1.1713009,1.2173647,0.9419993,1.1708045,1.1331398,1.2189202,0.8767034,1.065344,1.0134599,0.9150711,0.87046623,1.1755672,1.081801,0.76434475,0.90591806,0.87352276,1.0023352,0.80587256,0.91758114,0.83851445,0.14105302,1.376118,0.78797996,1.0682378,1.0160094,0.75540257,1.1108966,0.80112433,0.9748276,1.2665931,0.9142078,0.90450865,0.66660106,0.7133172,1.2325028,1.4565723,1.3148599,0.8174062,1.0526035,0.8490137,0.7472947,0.81736815,0.91893095,0.9114234,0.9326854,1.4330688,0.9166242,0.8313695
book,1.3909953,0.70812964,0.6781593,1.2917683,0.8405676,0.7202893,0.8100688,0.60556936,1.2185194,1.1858068,0.5779111,0.9438846,1.3824052,1.2101262,1.0896578,1.0756955,0.0,0.5457991,0.48968756,0.8245435,0.6489722,0.81561816,0.74111766,0.5396787,0.662714,0.5990861,0.9870989,1.1885968,0.909544,0.9819057,0.54527277,1.2147322,1.021517,1.0608602,1.0780549,0.7712226,1.0012586,1.0965604,1.0909256,0.48166,1.264844,0.50531256,1.2032493,0.9967481,1.1506352,0.7402948,1.2540543,1.0304695,1.0680668,0.88254696,1.4046469,1.3215535,0.9370118,0.52853626,1.001042,1.0822182,0.6449126,1.126614,1.0600619,0.7224867,0.87413085,1.3952503,0.49410343,1.3408394,1.0306339,1.2125556,0.8173598,1.4900893,1.067274,1.3966246,0.7267073,1.433338,0.47012305,0.9986781,0.5566323,1.2823257,0.96364737,0.87790257,1.3298762,0.9197643,1.0462778,0.9616432,0.64208186,0.5358078,0.915218,1.1703253,0.7265794,0.88944465,0.96476555,1.3497076,1.3813951,0.8143455,1.12762,0.49345702,0.5493556,1.0791577,0.5898314,0.7805805,1.1390798,0.3865385,1.0012797,0.7404408,0.88711,0.8029239,1.054586,1.1950809,1.2302818,0.8146242,1.1965157,0.9904722,1.4489552,1.1314974,1.3429936,1.0462523,1.3895496,0.6178918,1.2925603,0.56917155,1.3257217,0.86659336,0.8972738,1.1265783,0.63467485,1.3323827,1.1516726,0.7198417,1.1279889,1.4586715,1.4043472,1.2880771,0.5813257,0.834547,0.80482775,1.096036,0.50219953,0.5653416,0.61162424,1.3630332,1.117217,1.0425942,0.99187464,0.7047778,1.0963428,1.3315635
bottle,1.4811367,0.7224054,0.3717364,1.4696791,0.613058,0.55314463,0.85383147,0.5895368,1.4034832,1.4943376,0.6565572,1.1807023,1.4010518,1.0959404,1.4739072,1.261468,0.5457991,0.0,0.49084198,1.1065787,0.33014923,0.71272093,0.61550736,0.5211904,0.7199486,0.51666445,0.9762567,1.0171789,1.0101441,0.93744403,0.45424372,1.3326001,1.0814552,1.1572177,1.2032498,1.1029761,0.9686882,1.4517266,1.1361057,0.3557911,1.4098632,0.11317992,0.9681355,1.0763965,1.1549686,1.1943547,1.3866031,0.9826389,1.1529822,0.9073002,1.3809942,1.3677863,1.0216789,0.40055513,0.7586776,1.2516131,0.87281287,1.1229938,1.1453823,0.5853224,0.8744639,1.313274,0.4987902,1.369849,0.9690527,1.3234915,0.6163858,1.3767514,1.1258643,1.3048488,0.22454411,1.5078361,0.6368757,1.0006815,0.32232237,1.169955,0.92459786,0.78785825,1.3979745,0.96415085,0.95072055,0.9211805,0.4438486,0.99466664,0.8634938,1.2413943,0.49605608,1.13907,0.81480277,1.4599688,1.4623642,1.3390193,1.1920321,0.4788339,0.56497955,1.3572531,0.9971791,0.64469874,1.0151658,0.47372305,0.89239275,0.4780357,0.96152127,0.8306652,1.1725668,1.1945435,1.2405187,0.7081125,1.1559956,1.103847,1.4801117,1.1611689,1.366337,0.9563961,1.3180466,0.9729124,1.4071531,0.38749325,1.3009117,0.622229,0.833319,1.1249151,0.8395379,1.2093725,1.1808206,0.48798728,1.1434647,1.4138664,1.2574322,1.4271158,0.44946432,0.73894775,0.8141079,1.3040938,0.73183835,0.47059578,1.1695147,1.2075871,0.97256607,1.0001606,0.9182357,0.5165447,1.1700554,1.3547523
bowl,1.4031433,0.7912935,0.5387111,1.3296309,0.8053102,0.6540047,0.81790054,0.73509884,1.1050757,1.2698753,0.541855,1.1493728,1.4124523,1.1617235,1.2383326,1.1375505,0.48968756,0.49084198,0.0,1.011748,0.5945636,0.89858985,0.58278453,0.6196195,0.7288021,0.55927914,1.0851331,1.0102031,1.1134398,0.89400285,0.42798728,1.2111921,0.9819288,0.94607055,1.1774707,0.864762,1.1028742,1.2483692,1.1644834,0.3497547,1.2563801,0.3681143,1.1670195,1.1786964,1.1812615,1.0293643,1.4029412,0.97988296,1.1181407,0.87328506,1.276485,1.2329866,0.9939357,0.41359818,0.99425244,1.2077771,0.7093909,1.0422128,1.0694499,0.53695124,1.0459783,1.2032077,0.62590444,1.2683399,1.0081648,1.300667,0.7621647,1.3832138,1.1954372,1.3620895,0.7608603,1.4555539,0.43074155,1.1462033,0.4484529,1.3010404,0.9532193,1.0131522,1.4802086,1.0861195,1.0511025,0.953171,0.40644753,0.8764733,0.93630034,1.1993356,0.6183642,1.0494999,1.0565192,1.4551831,1.4643891,1.0952773,0.8964866,0.32453454,0.3904183,1.1305823,0.77913964,0.75958365,1.0553545,0.18375885,1.0569118,0.7145883,1.1747508,0.8541273,1.1313121,1.1438701,1.2617822,0.6814929,1.2772652,1.0916945,1.4318593,1.325398,1.3650007,1.0829147,1.2440262,0.46146226,1.2798109,0.4812289,1.1427662,0.79710555,1.0995944,0.95644104,0.59037304,1.1850454,1.2160197,0.60799265,1.3194721,1.3597585,1.2970597,1.211028,0.42724836,0.85088325,0.7173792,1.2460757,0.77394325,0.6310426,0.97751456,1.2166605,1.2241445,1.0783315,1.0691471,0.56725013,1.1099684,1.2728695
box,0.93665993,1.1283683,1.3218088,0.9766626,1.130275,1.1330622,1.0665069,0.73501587,0.31299675,0.74314845,1.1287916,0.6396767,0.9793361,1.1124396,0.81065524,0.6613696,0.8245435,1.1065787,1.011748,0.0,1.3308383,1.0293286,0.5251644,1.1898626,0.39853752,1.0839894,1.2351115,1.1468719,0.62625766,0.9596603,1.2471123,0.7468673,1.0727222,0.93407035,0.94834095,1.0817177,1.2767605,0.57925713,1.1272633,1.2617137,0.67389554,1.1294571,1.179752,1.0072641,0.7739137,0.585914,1.006453,1.0851574,1.1601517,1.2378905,1.0565281,1.0077422,1.3017871,1.2716355,1.0229651,1.1432817,1.0491451,1.1096888,1.1376282,1.3273597,1.1073229,1.0096537,1.2201155,1.0787868,1.1913289,1.1364045,1.20025,1.05425,0.87923795,0.91640455,0.99982905,0.92914486,1.1615682,0.75745344,1.1500787,1.093723,1.1790417,0.7745594,0.9284612,0.8777995,0.9511239,1.0580245,1.3168609,0.86525834,1.2901695,1.1841966,1.2294891,0.60023683,1.1161869,0.9682926,0.96201336,0.81559527,0.95036,1.2736993,1.2652103,0.96037537,0.8168611,1.1670763,1.0277374,1.0935379,1.0166245,1.1691642,0.76422364,0.74844104,0.65996486,0.9096893,1.0166823,1.0909461,1.0670452,0.9159663,0.9476121,0.99589837,0.9775817,0.8987767,0.92534196,0.6035274,0.61963505,1.3100063,1.023869,0.99337906,0.9219795,0.85656047,1.0542417,0.9635293,0.9837514,1.220124,0.800673,1.0344282,1.0444419,0.8032013,1.1729373,1.3380237,1.248527,0.96689934,0.9011686,0.9278143,0.4742447,0.98884976,0.96556693,0.9075799,0.954631,1.3118162,0.80410016,1.018749
bread,1.455889,0.70717055,0.21526742,1.3628892,0.67366874,0.6066616,0.66303265,0.8782935,1.550525,1.5744932,0.6423739,1.27778,1.4236734,1.0358034,1.5076703,1.3899729,0.6489722,0.33014923,0.5945636,1.3308383,0.0,0.91236615,0.8947139,0.58768,0.9916974,0.62292564,0.6484052,0.9819726,1.2374432,0.8136879,0.53954315,1.4816604,1.0794761,1.0694623,1.2851912,0.75837517,0.7695192,1.5355545,0.8198749,0.38327992,1.5313729,0.34844863,0.8879239,1.1279323,1.3614455,1.1662064,1.2929612,0.98708224,1.015756,0.6647499,1.3850734,1.3186028,0.7227823,0.32681882,0.86046624,1.0525258,0.82725453,1.0877506,0.9700039,0.48747158,0.8131912,1.3647345,0.3948351,1.2654786,0.58981454,1.1017582,0.58905065,1.3853296,1.2137272,1.4109554,0.48940462,1.5260423,0.59072965,1.2037156,0.49739784,1.1730477,0.6675848,1.0126373,1.3565514,1.1496325,0.9776383,0.7325437,0.4049325,1.0111047,0.6929765,0.98045194,0.24351805,1.3329165,0.7251253,1.4915073,1.4927914,1.3774663,1.1637768,0.45592928,0.52593327,1.2729142,1.0507627,0.44634426,1.0622725,0.40956777,0.94637495,0.44868737,1.1111517,0.9454278,1.3746612,1.1064341,1.1917202,0.73391545,1.0867903,1.2503362,1.5209128,1.20777,1.3680182,1.1147242,1.4052418,1.1392751,1.520318,0.3560382,1.3322775,0.82554865,1.0165287,1.1020842,0.7934067,1.3436594,1.1305519,0.46516562,1.2926525,1.4388647,1.304436,1.4401404,0.41163874,0.5037019,0.6615262,1.3303244,0.8932188,0.6171813,1.1749825,1.2301066,1.1193337,1.0497988,1.1507835,0.43840224,1.3658345,1.411448
broom,1.2579339,0.965315,0.89894986,1.3304074,0.84963024,0.8365094,0.87710005,0.73513836,1.1582854,1.2961581,0.87517476,0.8849297,1.3776662,1.0214684,1.3250959,1.0338336,0.81561816,0.71272093,0.89858985,1.0293286,0.91236615,0.0,0.8068244,0.7050976,0.738042,0.71584356,1.0790145,1.037443,0.7277112,1.0144509,0.7522864,0.9891198,0.91433704,1.1948161,1.0628796,1.2244806,1.0385371,1.2759874,1.165437,0.6767658,1.1439383,0.67340183,1.0362333,1.0074786,0.9058161,1.132961,1.303364,0.96555734,1.1325264,1.0313998,1.1987144,1.3198574,1.1422825,0.7506002,0.8752303,1.2174841,0.60821414,1.0667152,1.1822703,0.979541,1.0859492,1.1858687,0.97618365,1.3341393,1.0894643,1.2857552,0.9916495,1.2839808,0.83136976,1.2488649,0.81610453,1.3427761,0.75647414,0.5447496,0.5068288,1.0519761,1.0436776,1.0020773,1.3251612,0.14518964,0.9827875,1.0024084,0.9554701,0.979424,0.9881239,1.2687687,0.9518252,1.1299675,0.95245993,1.38733,1.294417,1.2260122,1.12615,0.71640515,0.7120007,1.1624168,1.0026376,1.02663,0.8836523,0.80475926,0.9532327,0.8585267,0.9137579,0.9330386,1.1293364,1.0505556,0.89394045,0.8105489,1.1199089,0.79424894,1.414969,0.98851323,1.2419792,0.20321667,1.1426835,0.97264004,1.1804507,0.819627,1.0954766,0.8621526,0.8889111,1.1315343,0.6903382,0.89569706,0.7182415,0.9318716,0.82698625,1.3154986,1.029949,1.3027639,0.8319672,1.0216055,1.0667543,1.0665722,0.77909446,0.74430776,1.1295614,1.1109068,0.7909166,0.8964877,0.14427388,0.9118968,0.9364904,1.1797336
bucket,1.1634707,0.8732749,0.8272338,1.365722,0.67412883,0.5921134,0.82276404,0.68435735,0.70120287,1.221391,1.0380157,0.97637933,1.2407006,1.0022188,1.2071233,0.70135033,0.74111766,0.61550736,0.58278453,0.5251644,0.8947139,0.8068244,0.0,0.94905806,0.53490484,0.7941327,1.2095327,1.2293806,0.84012675,0.8308281,0.897172,1.1561726,1.1148157,0.8448603,1.0839326,1.1343709,1.2284558,1.168691,1.2605298,0.881011,1.1186229,0.63374853,1.2297821,1.0264328,1.1600175,1.1356095,1.2963308,1.0009831,1.209992,0.97926855,1.2783191,1.2563894,1.2652591,0.7650155,0.8940452,1.3040026,0.90499896,0.97388566,1.1743169,1.0981588,0.98065,1.1418899,0.8839072,1.3650448,0.98321015,1.2618666,0.90712726,1.2951928,0.8781193,1.1691924,0.7416369,1.321712,1.0169435,0.9392654,0.72004724,1.2703516,0.8900908,0.7894647,1.0842798,0.8603207,0.8997477,0.9077646,0.9602649,0.90151,1.196146,1.2990619,0.87221754,1.0452012,0.9838525,1.3413433,1.3683469,1.0948892,1.0027368,0.94041413,1.0328089,1.1435397,1.0032364,0.98666257,0.9264587,0.76020086,1.0362107,0.7541547,0.80678403,0.6410417,1.1214864,0.9923073,1.0962534,0.97726846,1.1798916,0.929017,1.3338757,0.9518641,1.2933158,0.74498534,1.20842,0.67223644,0.80589885,0.8991749,1.1249807,0.6381867,0.750189,0.66483784,0.8177684,0.93043184,0.93262476,0.8560037,1.0160517,1.3005711,1.0766325,1.1593906,0.6068973,1.1406605,1.1272004,1.0145993,0.8446155,0.46944326,0.8028028,1.1192256,0.9501558,0.9719657,0.88766414,0.99634165,1.0722929,1.2310874
butterfly,1.2886946,0.696741,0.5404184,1.3162253,0.74747103,0.59825253,0.91501033,0.84872806,1.3724245,1.3349091,0.5832888,1.1415017,1.3884243,1.0486995,1.2642857,1.1909053,0.5396787,0.5211904,0.6196195,1.1898626,0.58768,0.7050976,0.94905806,0.0,0.8591982,0.61508554,0.94711846,1.0772829,1.1237249,1.1412014,0.49643123,1.2547107,0.9990911,1.1926496,1.1325489,0.8507164,0.79956096,1.3092661,1.1498395,0.36865318,1.3481867,0.42847955,1.0672659,1.0195633,1.1949708,1.0247889,1.2291586,0.89239,1.0280259,0.8431246,1.3193893,1.3604983,0.84920937,0.41964203,0.9305222,1.0733887,0.77391887,0.88623637,0.9204559,0.6172265,0.84077555,1.257999,0.46381927,1.274416,1.1040157,1.2826765,0.7334782,1.4008076,1.1220617,1.2810278,0.74390054,1.3652023,0.47684014,1.0866361,0.46729726,1.1199695,1.0510192,1.0333961,1.3211403,0.9036373,0.94478667,0.8994,0.5147388,0.86129916,0.7964746,1.1122391,0.65161955,1.2226574,0.89848804,1.352021,1.2632544,1.205827,1.2196542,0.44581366,0.45728916,1.2085413,0.83987296,0.899166,1.0620179,0.5521735,1.0183758,0.73289967,1.0350296,1.0731515,1.2751514,1.3147464,1.1094657,0.7286178,1.0685638,0.8974995,1.4203017,1.1430614,1.258139,0.95112675,1.2813168,0.978514,1.370496,0.45282716,1.2369494,0.8085761,1.0088468,1.2409015,0.7541125,1.094285,1.1624494,0.56129897,1.1106896,1.3349018,1.3010755,1.4061978,0.6290102,0.72475284,0.7065504,1.1318862,0.7209394,0.5700866,1.1877582,1.2202415,1.0456966,1.0836766,0.8811301,0.58119136,1.2336106,1.2387923
can,1.3504494,0.7146698,0.987835,1.2116787,1.0262688,0.8138492,1.0281439,0.56909436,0.73840976,1.2237364,0.58489454,0.7626275,1.3498,1.1956046,1.1563029,1.0112487,0.662714,0.7199486,0.7288021,0.39853752,0.9916974,0.738042,0.53490484,0.8591982,0.0,0.7291291,1.2049626,0.9587913,0.6194073,1.0445348,0.753648,0.9240351,1.0069859,1.0088872,1.0060077,1.1035484,1.1253744,0.90665525,1.2786696,0.809623,1.0125333,0.5826081,1.0613377,1.059484,0.7590664,0.66400856,1.2461519,1.037343,1.1565676,1.1624894,1.2396666,1.3569683,1.1094874,0.84893084,0.8401907,1.1484551,0.8541017,1.2642199,1.1567142,0.9269362,0.8610977,1.2699215,0.96239275,1.286327,1.25687,1.2898228,0.8238859,1.3551311,1.1494764,1.0747324,0.8202789,1.1512996,0.78437686,0.70235944,0.6239294,1.0089126,1.2414212,0.98571557,1.2471596,0.70105624,0.9629292,0.97502106,0.9816799,0.8344368,0.9132845,1.2760494,1.0131924,0.67024577,0.96892387,1.3140107,1.1286377,1.1701711,1.1814094,0.78724074,0.84839827,1.1706374,0.5971327,1.0730783,1.0282598,0.79027975,0.83383155,0.8982524,0.7864222,0.68795234,0.7565584,1.0603936,1.1190034,0.63807553,0.9421689,1.1173372,1.2729228,1.0537641,0.99137944,0.8796445,1.168205,0.4518993,1.1351831,0.8512546,1.219232,0.74206054,0.84778285,1.0941755,0.85194534,1.1694489,1.0430157,0.91962755,0.91585284,1.2701182,1.3310922,1.2264138,0.8837149,1.0164579,1.1055572,1.2653451,0.5969362,0.84961754,0.89166147,1.1449084,0.9882746,0.82953817,0.8446764,0.86935234,0.808928,1.2336615
car,1.3383714,0.6665654,0.57106483,1.456014,0.6527844,0.64609414,0.89419496,0.7437811,1.233603,1.3523619,0.6745335,1.0233204,1.4322232,0.9993742,1.2789882,0.992415,0.5990861,0.51666445,0.55927914,1.0839894,0.62292564,0.71584356,0.7941327,0.61508554,0.7291291,0.0,1.182304,0.95804,0.95304364,1.06218,0.5423018,1.141319,0.9382012,1.213701,1.2371536,1.0961373,1.0098156,1.2887979,1.3100684,0.53372127,1.2783284,0.49193358,0.9471762,1.034285,1.1614988,1.1763576,1.3739122,0.8575982,1.1747432,0.9424234,1.249821,1.2654014,1.0853618,0.46881026,0.77003276,1.27752,0.7983283,1.0014486,1.0671729,0.70506424,0.9529119,1.1536132,0.64401686,1.2610896,1.1167942,1.3526398,0.5939706,1.3225718,1.1359606,1.2425399,0.7864821,1.4101928,0.70912033,0.92225164,0.43727136,1.2447963,0.96976244,0.98361343,1.4263552,0.86530167,0.7046313,1.0259936,0.6311104,0.9176186,0.9999984,1.2415051,0.6978369,1.1656358,0.7679409,1.4417653,1.4081464,1.2751353,1.219185,0.5598906,0.64598763,1.253403,0.9553358,0.83338547,0.936669,0.4992175,0.79244876,0.61007667,0.9060601,0.74992883,1.1685996,1.1002983,1.0751203,0.69453204,1.1141776,1.0398252,1.446816,1.1448641,1.2909377,0.87545764,1.266719,0.7661616,1.2409253,0.51146364,1.1756957,0.73542213,1.0231853,1.2600671,0.75358886,1.1418433,1.0826038,0.64484537,0.9560773,1.3176496,1.2074022,1.3634782,0.5604008,0.8974678,0.9490933,1.3308024,0.712554,0.5334002,1.144072,1.0995054,0.96405834,0.6698486,0.8442124,0.6770507,0.99902475,1.2352408
carrot,1.1611676,0.90614796,0.881095,0.73021257,1.1607269,0.98702705,0.85542786,1.1742183,1.2473726,1.2894835,0.88010156,1.1682363,1.0936388,1.1606171,1.1343117,1.2072335,0.9870989,0.9762567,1.0851331,1.2351115,0.6484052,1.0790145,1.2095327,0.94711846,1.2049626,1.182304,0.0,1.0573407,1.2873499,0.969762,1.0386751,1.2861153,1.0712986,0.7848965,1.0074948,0.7291385,0.6223263,1.2416465,0.5292276,0.85852516,1.3244569,0.9367649,1.0763708,1.1288254,1.1002362,0.88462955,0.9432385,1.2009903,0.874406,0.73743564,1.0665741,1.0486346,0.387797,0.8564856,1.1811241,0.6012522,0.8538794,1.2125012,0.68280214,0.86335456,0.876505,1.1907758,0.6498368,0.99506485,0.66695315,0.5442364,1.0787992,1.0332165,1.0702386,1.1943904,0.88622856,1.0550996,0.71615803,1.2875621,1.1423445,0.80827177,0.80502456,1.0286556,0.86548007,1.1177834,1.3102758,0.91021085,0.87767696,1.0350963,0.66769403,0.6854873,0.76094806,1.1452286,1.1385702,1.1086546,1.1074932,1.0406207,1.0458316,0.8806307,0.81445116,0.8686874,0.9466167,0.8403289,1.1970133,0.88273996,1.1104994,1.083668,1.3429191,1.1449211,1.2209519,1.0357014,1.1791432,0.99067307,1.0301838,1.1137698,1.1324661,1.01677,1.0743642,1.1385589,1.0724181,1.1410463,1.2492299,0.9021781,1.0232148,1.0951095,1.0299287,0.8856547,0.8868089,1.2601706,0.9648318,0.9997249,1.251507,1.1619122,1.1404042,1.1485605,0.96887696,0.53741634,0.58478534,0.7664555,1.0541514,1.1914502,1.0768019,1.2075039,1.1954225,1.2343955,1.1935432,0.83600783,1.2462993,1.1996701
cat,0.9389356,0.9638976,1.0126917,1.0799263,1.0232301,1.0049598,1.0572933,0.9040924,1.0372247,0.99389297,0.8316917,1.0247302,1.0938257,0.8626347,0.8937454,1.148507,1.1885968,1.0171789,1.0102031,1.1468719,0.9819726,1.037443,1.2293806,1.0772829,0.9587913,0.95804,1.0573407,0.0,1.0257705,0.9882977,0.9149697,0.97238815,0.89430964,0.9287045,0.95498973,1.148484,1.0558246,0.9877199,0.951066,0.98751247,1.0030347,1.0227554,0.4099489,0.9441117,0.8061234,1.0643346,1.101346,0.85343087,1.1376808,1.0852796,0.7799845,1.0966296,1.0998914,0.94255185,0.9162295,1.0970927,1.0999389,1.0732994,0.9851734,0.9046724,0.88710326,0.890203,1.1502242,1.0206053,1.045023,1.1179322,0.9405137,1.0338287,1.2171783,0.95794785,0.96899015,0.96867645,1.0104125,1.007253,0.85329616,0.8345367,1.080204,1.1005173,1.1083345,1.0327495,0.9447961,0.9360198,0.9726764,0.99163973,0.9794656,1.1097484,1.0601196,0.9538411,0.64714706,1.0642543,0.99745226,1.1361415,1.0978882,0.9151522,0.9577498,1.1123561,0.82327837,1.031692,0.939704,1.0868037,0.80096924,0.95301235,0.843763,1.0007803,0.9035355,0.7651917,0.82809067,0.71161455,0.98086613,1.2383678,1.0576719,0.98907876,0.97299516,1.125892,0.90789,0.8655187,1.1529616,0.9013506,0.89082634,1.0291766,0.90213305,1.1589282,1.1077632,1.1878766,1.1214184,1.0185872,1.128659,0.99657476,1.1869159,1.1270188,0.9234476,1.0461897,1.0698773,1.3351955,0.9761014,1.1804396,1.2670634,0.9322186,1.0314065,0.9540486,1.0613048,0.93357843,0.8415739,1.0369531
chair,1.0725576,1.0708457,1.279011,1.1035341,1.1164979,1.1376842,1.1781627,0.7048509,0.8082075,0.7922964,1.042358,0.25420678,1.1202016,1.1130286,1.0094794,0.92433214,0.909544,1.0101441,1.1134398,0.62625766,1.2374432,0.7277112,0.84012675,1.1237249,0.6194073,0.95304364,1.2873499,1.0257705,0.0,1.0525188,1.0612047,0.57854116,1.0022422,1.111157,0.88100994,1.2326887,1.2163042,0.65147185,1.1205643,1.1615521,0.5724889,1.0234398,0.9551069,0.8862397,0.6562263,0.68992823,1.1370928,1.0457164,1.1659319,1.2798005,1.0137095,1.175015,1.2780364,1.272675,0.92755437,1.2119374,0.83219194,1.1998942,1.262797,1.2317885,1.0792884,1.0631691,1.2841679,1.1780596,1.2739084,1.2067314,1.130552,1.0849851,0.80244297,1.0511211,0.919561,1.031446,1.1009699,0.2950809,0.88319886,0.8704537,1.254734,0.92779154,1.0918348,0.6735047,0.954657,1.1380001,1.286861,0.90281206,1.1860931,1.2640944,1.2315061,0.63839597,0.96493983,1.0593163,1.0265058,0.98712665,1.036921,1.1731075,1.1588864,1.0309063,0.8092798,1.1892618,0.99741983,1.0636224,0.76931405,1.0876322,0.80248964,0.77624714,0.6411288,1.0594542,0.908102,0.9214525,1.035594,1.0010748,1.0821182,0.9235208,1.0172979,0.7270744,0.90526605,0.80057555,0.9400669,1.1730886,1.1226203,0.9086791,0.7873306,1.072042,0.926761,0.91579235,0.9233923,1.2211388,0.6106248,1.0669402,0.998319,0.7111159,1.1478318,1.2625266,1.2991915,1.0475268,0.80526984,0.998359,0.7399307,1.0734621,0.75558794,0.8101457,0.6241807,1.2022796,0.6668067,1.0845737
chips,1.0167682,1.2576201,1.0275851,1.2112741,0.9654237,0.9679681,0.64533305,0.86557066,1.0266871,1.0813951,1.2766169,1.0896131,1.0299697,0.8685887,1.0108726,1.0069691,0.9819057,0.93744403,0.89400285,0.9596603,0.8136879,1.0144509,0.8308281,1.1412014,1.0445348,1.06218,0.969762,0.9882977,1.0525188,0.0,1.1666837,1.0325749,0.92747235,0.761004,0.9948819,1.0399958,1.2185457,1.1550243,0.6604942,1.1893213,1.0376871,1.057421,0.99920255,0.9548362,1.1436385,1.2103838,1.0673342,0.9519058,1.0971806,0.97555286,1.1573805,0.9773477,1.2087002,1.0281638,0.9200404,1.1566675,0.9716758,1.001769,1.1737534,1.2472947,1.1254778,1.1327459,1.0234548,1.065177,0.5341595,1.0531353,1.1051068,1.1399349,0.99232966,1.140177,0.79156715,1.2253242,1.259198,0.9471943,1.0860239,1.1306634,0.64780164,0.86110526,1.0048561,1.0109515,1.0568085,0.58845603,1.2043343,0.8004722,1.24271,1.0703969,1.0063235,1.0427566,0.8348036,1.0858945,1.2311761,0.903406,0.5369985,1.139076,1.2141447,1.0024424,1.0703346,0.7358966,1.0067095,0.86072767,1.0068656,1.0203912,0.8590026,0.9014528,1.0793194,0.78953624,1.0170132,1.0839701,1.1213353,1.0753734,1.1046591,0.9789044,1.2243819,1.035822,1.0763718,1.0887966,1.019613,1.1895624,1.0015558,1.0114373,0.9341044,0.714514,0.9243357,1.0820963,1.0039185,1.054952,1.0627182,1.1736015,1.0990891,1.0377808,0.92804295,1.2108951,1.1529459,1.0171335,0.8276758,0.93671215,0.7902924,0.9872676,0.9521935,1.0475582,1.0631238,1.2649821,0.98910177,1.1865603
