,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
foot,1.2964625,0.55062115,0.81622404,0.9964916,1.0998945,1.006564,0.9878764,1.0453396,1.3074803,1.3108432,0.5500905,1.0212125,1.0515151,1.3257768,1.1557282,1.1922805,0.9843038,1.012289,0.9907175,1.1146166,0.79816544,1.0780041,1.1197152,0.71697575,0.91021395,1.0747695,0.88082373,0.89398485,1.0373589,1.0682373,1.2163838,0.97290325,1.1700034,0.97567147,0.87647533,1.2974981,0.96811646,0.84622717,0.8894527,1.0245614,1.0853608,0.9445331,1.2963679,0.63428354,1.1149131,1.0030776,0.37219197,0.9261435,1.021612,1.0691911,0.0,0.7143787,1.3176663,1.1629101,0.61163354,0.53718245,1.2638721,0.75327086,1.0404844,0.5515886,0.7420604,1.1075066,1.0851147,1.0149292,1.0426574,0.9760721,0.9234981,1.1182425,0.9632429,0.90127033,0.8276104,1.140749,0.8254911,1.2469597,1.2516246,0.84785336,0.78353417,0.70043457,0.37764537,0.843529,0.9722004,1.0967759,1.0510418,0.9065278,1.2432681,0.6755452,0.8664655,0.82891804,0.89952654,0.78190756,0.7865727,1.1312988,1.145624,0.99894696,0.9439852,0.9094141,0.9383448,1.1942306,0.64385635,1.1753753,1.0704327,1.1954212,1.3389058,1.0438118,1.0149031,0.8209474,1.2808379,1.2747281,1.2717464,1.2824004,0.6009586,1.2298105,1.0854268,0.69577044,1.1271431,0.8552397,1.3902547,0.8183453,1.2030691,1.0894945,1.3458896,1.2499672,0.92366654,0.42724413,0.67511886,0.8436296,0.8779026,1.1211066,1.0414774,1.2440081,1.2652357,1.073882,1.1013145,0.58535767,1.2518466
fork,1.3258712,0.52841485,0.68677676,1.1915681,0.9600212,0.79038423,0.7992791,0.8341832,1.2586918,1.2620121,0.723577,0.93571526,1.3115114,1.1843696,1.2606936,1.1732819,0.79815346,0.80436134,0.631702,1.0150136,0.3833083,0.8075286,0.945457,0.6349571,0.55159676,1.0716443,0.6178051,1.1105641,0.99388844,0.85207176,1.1607704,1.0914737,1.0941654,1.0093068,0.48998797,1.3072748,0.6716508,0.94506526,1.1546003,1.0490052,0.79251474,1.2240052,1.1814456,0.49794298,1.2778485,1.135483,0.7480715,1.1108382,0.7902181,1.1006998,0.7143787,0.0,1.2101932,1.1275874,0.492427,0.81995964,1.2803948,0.9151093,1.1697471,1.0048403,0.82629037,1.2726736,1.1574283,1.1441098,1.0286837,1.2588682,0.7195306,1.0079497,0.6304679,1.140093,0.709724,1.1450727,1.2120703,1.1204488,1.3128797,1.0070179,0.62483126,0.6178336,0.5509969,0.5527049,0.9033722,0.9896053,1.3731892,1.1940002,1.1592376,0.58466244,0.5792165,1.0118165,0.9758621,1.1549222,0.535805,1.1951097,1.126963,0.7155504,1.0160285,0.90407604,1.1059781,1.1735096,0.4851387,1.1864746,1.032695,1.1004015,1.0887071,1.2663772,1.2879987,1.0718992,1.196573,1.1974716,0.90586627,1.317771,0.5457196,1.0708323,1.0776608,0.87911695,1.200084,0.6723356,1.2451673,0.6750525,1.3425099,1.236187,1.3403577,1.286545,0.7132993,0.6953417,0.8685942,1.092635,0.76201546,0.88953185,1.0591363,1.2181325,1.3158712,1.0165688,0.856342,0.5831938,1.2437148
frog,0.4560877,1.1449339,1.0457184,1.0086842,0.91115,0.963277,0.7802114,1.1116519,0.87839967,0.994051,1.1944895,1.1073741,0.9704234,0.3904469,0.9788897,0.6493567,1.109336,1.0403713,1.1325176,1.067802,1.2343485,1.147038,0.83204746,1.07217,1.3396463,1.0616587,1.3135891,1.0978696,1.1192236,1.0436213,0.9782523,0.99819225,1.1207826,0.99718213,1.1200261,0.9873373,1.168016,1.1809006,0.84927183,1.2662807,1.174711,0.9758543,0.4377172,1.282985,0.970416,1.008481,1.2050134,1.2005144,0.5974887,0.93229544,1.3176663,1.2101932,0.0,0.96546465,1.3246768,1.058435,0.85147035,0.88714737,1.0754802,1.0720323,1.1663611,1.0340688,0.8846561,0.99836457,0.86974186,1.0785826,1.0732086,1.1174389,1.238822,1.1927462,0.8235839,0.9720073,0.8284138,1.0913543,0.7768829,1.0633327,1.2893603,1.2403463,1.3100269,1.1509862,1.2751156,0.7240727,1.0137548,1.1389235,0.89959204,1.1779917,1.245534,0.9605566,1.086997,1.1231623,1.4070532,0.8995106,0.82509786,1.0756536,1.0146662,0.94602084,0.85561717,0.90934074,1.2256585,1.1898608,1.002626,0.7212994,0.5556206,1.0371455,0.81422645,1.1861571,0.80825734,0.9538219,0.97667706,0.6168369,1.2514825,0.9186091,0.95297706,1.0917394,0.81123054,1.0248488,0.40582693,1.1079247,0.97589725,1.060434,0.9083894,0.91597104,0.9597864,1.2301878,1.1288116,0.8460464,1.1208273,0.6167128,0.9439981,0.8873228,1.0284585,1.1541649,1.2173431,1.2758143,1.1551741
glass,0.9368352,1.1261606,1.2066748,0.9028709,1.1606244,1.157166,1.1451827,0.96992266,0.8449702,0.77793276,1.2104214,1.0513188,0.99200094,0.995486,0.7820504,1.0651052,1.1482167,1.1977463,1.127168,1.0208092,1.0574415,1.1083604,1.1044748,1.0838134,1.0834376,1.106008,1.1066061,0.74105084,1.0626659,1.0857733,0.7833588,1.0592155,0.9553501,0.7741448,1.229679,0.7383966,1.1694384,1.0242498,1.1987094,0.9646841,1.0470128,1.0280588,0.96464217,1.1940708,0.85984915,0.99391913,1.155139,0.9379988,1.0944664,1.0022906,1.1629101,1.1275874,0.96546465,0.0,1.1736838,1.2465863,0.80605674,1.195088,0.95238256,1.0540242,1.1669728,0.82812214,1.0367687,0.7489761,1.0584416,0.7975075,1.0944695,1.005317,1.1625378,0.97144663,1.1027611,1.0168254,0.96286047,1.0387226,1.1007994,1.0199859,1.1688455,1.1845354,1.239818,1.0511572,0.9623427,1.0848897,0.8672948,0.9211457,0.93092346,1.1701089,1.1316788,1.1018193,1.0172902,0.9918687,1.0670073,1.045939,1.0640976,1.1201882,0.99110013,1.1316234,1.0915754,0.95963097,1.1216081,0.9086688,0.8805752,0.9656934,1.0726004,0.85744214,0.9818643,1.0278714,1.0644612,0.6562047,0.89207464,0.9119781,1.2540996,0.68671286,1.1543177,1.1777252,0.9014327,1.234668,0.9250504,1.1425493,1.0324438,0.9752862,0.8859723,0.919385,1.2159115,1.2568822,1.0343248,1.1271776,1.1627481,1.234301,1.0443488,0.7423488,0.98220825,1.0072968,1.1215919,1.2431169,0.59099114
glasses,1.438313,0.479033,0.4670745,1.2256875,0.7649837,0.6497231,0.82948357,0.96199167,1.4798326,1.4525323,0.644294,1.1456482,1.2374475,1.2419415,1.4156003,1.2463815,1.0027039,0.5831825,0.50676835,1.3098605,0.4543231,0.9145223,0.99585307,0.6727276,0.67300725,0.89982593,0.29858935,0.9997087,1.102688,0.7740738,1.2730855,0.9839017,1.35806,1.0164691,0.46405864,1.4451096,0.43412352,0.68276346,1.113527,1.1924577,0.9153502,1.2044954,1.2357364,0.24805844,1.2479129,0.9281932,0.6131568,0.9493801,0.9620661,1.0075771,0.61163354,0.492427,1.3246768,1.1736838,0.0,0.7088691,1.3082504,0.8471526,0.8833646,0.9536842,0.3835007,1.141134,1.20855,1.2440691,1.0756159,1.2818177,0.998252,0.97199655,0.5358278,1.1013426,0.81577086,1.1257552,1.3094788,1.238291,1.2592176,1.1330861,0.17971838,0.7000357,0.27812433,0.5183008,1.0544362,0.86213076,1.3633308,1.2057673,1.3127605,0.8057673,0.41604888,0.8688893,1.1927568,1.0670214,0.85862917,1.3286544,1.0940391,0.6786035,0.9365554,0.6967445,1.1303155,1.208163,0.34978378,1.265057,0.98145926,1.1764262,1.1732273,1.2570947,1.2800341,1.0711325,1.3043798,1.3433444,1.089628,1.3979234,0.23353213,1.1908509,0.9806817,0.8608826,1.296571,0.6594604,1.3232918,0.7549575,1.3353331,1.2144315,1.3845931,1.4313211,0.6162637,0.42851985,0.90600514,1.1318793,0.9503197,0.8585905,1.2541044,1.2545147,1.3504083,0.9781206,0.9300143,0.16269338,1.3589035
glove,1.3283105,0.6028902,0.6692011,1.2721736,0.78406036,0.6521424,0.91380024,0.81708515,1.3954432,1.4482145,0.55940163,1.0228854,1.169624,1.0137554,1.1837127,1.1331785,0.92812014,0.58470815,0.74891245,1.1035253,0.76693714,0.970676,0.82288426,0.594329,0.6951339,0.9102459,0.78420293,0.88864774,0.8983523,0.70138764,1.2066154,0.73157156,1.257386,1.2265471,0.64688146,1.3696833,0.62444484,0.624552,0.6835259,1.0859946,1.0360378,0.96764946,0.9487582,0.7223478,1.3279543,1.2570497,0.8148311,0.86645055,0.67113125,0.8716293,0.53718245,0.81995964,1.058435,1.2465863,0.7088691,0.0,1.433066,0.6343637,1.3051085,0.92653155,0.67010397,1.3521801,1.1652452,1.1431979,1.0152568,1.2762116,0.9828204,0.8815346,0.653749,1.2275418,0.7789532,1.0960767,0.82689947,1.313881,1.0633521,0.9885071,0.7304874,0.38768995,0.59544915,0.84522253,1.0257099,0.8493041,1.2583784,1.0786546,1.3886719,0.8294679,0.79998785,0.4074309,1.1455853,1.0565001,0.8391439,1.0782524,0.9773171,0.82040524,1.1001694,0.75414574,0.66479206,1.2314695,0.77819836,1.2588824,1.0142785,1.1901256,1.0654013,1.2239665,1.0319614,0.88807297,1.2256472,1.4275544,1.2373425,1.3941982,0.46069908,1.36716,0.7766243,0.525589,1.0658633,0.734807,1.3398961,0.66109115,1.2062678,1.2410823,1.4577086,1.346338,0.63747704,0.5628427,0.94013214,0.9934378,0.51168704,0.6659423,1.0157579,1.3342265,1.334547,0.9326742,0.8726831,0.51893306,1.3940233
grass,0.47429574,1.3726957,1.305041,0.9085751,1.1691076,1.2145383,1.0733807,1.2764744,0.6983663,0.6471547,1.3868067,0.91339123,0.8244223,0.8895094,0.79076964,0.6387081,1.2912338,1.3188913,1.2698594,1.1322467,1.3020928,1.0166909,1.0943997,1.2722601,1.3276114,1.1091225,1.2010763,0.9080389,1.0986116,1.2157806,0.82003576,1.1713847,0.8922758,0.9669508,1.3302361,0.71649575,1.3359503,0.89823294,1.0773444,1.0009573,1.1277661,0.9439213,0.9544844,1.2847548,0.64684355,0.9451841,1.2200832,1.1345489,1.2229656,0.9541204,1.2638721,1.2803948,0.85147035,0.80605674,1.3082504,1.433066,0.0,1.2943828,0.8686255,1.0977203,1.2483038,0.50496006,0.61603254,0.7489407,1.0869143,0.7998445,1.247841,1.2119038,1.3295043,0.90551335,1.2711753,1.0197383,1.021746,0.84074354,0.9308072,1.1036253,1.251678,1.4325132,1.3518504,1.2059124,1.1921977,1.1832964,0.8040808,0.8597438,0.833093,1.2729897,1.2501702,1.1400822,0.9918676,0.8989421,1.3291278,1.014932,0.93289924,1.227795,1.0232457,1.2227309,1.188384,0.97949016,1.2652199,0.9521978,0.9613174,0.9971555,0.78533494,0.79076535,0.9523503,1.0252907,0.5373719,0.7241576,0.98520184,0.37137306,1.376999,0.75126415,1.189318,1.2397988,1.0781101,1.2985659,0.68558496,1.063755,0.8654879,0.94350433,0.25390685,0.5840499,1.2892356,1.2997077,1.1917353,1.1021788,1.3017944,1.1528866,1.1533694,0.52967876,0.8331642,1.0769424,1.1690581,1.3578,0.7109618
gum,1.1295819,0.74632716,0.6512265,1.2423145,0.5985053,0.6629637,0.70881367,0.8248919,1.3292639,1.3371346,0.75974333,1.1769152,1.1950839,1.0193697,1.1822844,0.91704035,0.56792486,0.5439476,0.69494724,1.0093409,0.82500005,1.0998985,0.86195016,0.9106066,1.0260015,0.9180983,0.87435436,1.2855988,1.0745171,0.71464473,1.2891886,0.6997,1.3285756,1.0864836,0.6134655,1.3372967,0.65387684,1.0776519,0.73337245,1.2594253,0.96400595,1.1341864,1.0082693,0.8173655,1.1303294,1.1509732,0.7165263,1.0418805,0.61816084,0.97591436,0.75327086,0.9151093,0.88714737,1.195088,0.8471526,0.6343637,1.2943828,0.0,1.2333605,0.7772156,0.9037236,1.3129127,1.087864,1.2948399,0.8594544,1.3413184,0.88460326,0.9518174,0.7199301,1.1968918,0.661299,0.9522884,0.8624366,1.2271769,1.0844572,0.9078978,0.72523445,0.7126679,0.8265765,0.8219698,1.1645921,0.81624943,1.249867,1.3665895,1.0108023,0.89392096,0.73483,0.94260466,0.99034363,1.0748981,1.1157418,0.8178996,0.9705227,0.640182,1.2141855,0.5609602,0.84483325,1.0431088,0.86187696,1.2946906,0.98732114,1.1786366,0.9024085,1.309587,0.83818626,1.3335286,1.1530187,1.3136988,1.1607382,1.1767702,0.56898326,1.2418683,0.73838854,0.7214571,1.0181907,0.670826,1.2459699,0.9452694,1.3183066,1.3154688,1.3393811,1.2945881,0.62000155,0.63343203,0.8463049,0.5950029,0.72035795,0.4795707,0.7545142,1.3245809,1.3007853,1.1711316,1.1263611,0.7022778,1.3761199
hair,0.8799068,1.0881262,1.2394862,0.670849,1.3053643,1.292621,1.2138873,1.303929,0.89501065,0.8282278,1.1269804,1.1256745,0.58853376,1.0419565,0.91606,1.0430226,1.3270376,1.3937445,1.3743603,1.1336448,1.227465,1.2060344,1.248958,1.1763124,1.3205549,1.1099138,1.1076503,0.844637,1.2414247,1.3825262,0.96580803,1.2567023,0.8809394,0.70602465,1.3800917,0.8899531,1.3799012,0.9825115,1.048978,1.0394111,1.11643,0.78401566,1.0140208,1.0160125,0.8502614,0.5042364,0.8261527,1.0870942,1.2884697,1.1422718,1.0404844,1.1697471,1.0754802,0.95238256,0.8833646,1.3051085,0.8686255,1.2333605,0.0,0.7064923,0.61402696,0.5051455,0.9552899,0.90469825,1.0113585,0.67551905,1.1175427,1.2111175,1.4110752,0.72637737,1.2240347,1.01673,0.8371855,0.9096385,1.0442017,0.9938542,1.118385,1.3983917,0.9417023,1.2046458,1.1130304,1.1745727,0.60575616,0.70270264,0.82985544,1.1049551,1.258189,1.122797,0.893023,0.7307309,1.2161398,1.1405298,1.0668483,1.3923056,0.75426805,1.202361,1.2068341,1.0224909,1.0111923,0.97615117,1.1184835,0.9668221,1.0888473,0.59798664,0.9501016,0.75979537,1.0406729,0.91147095,1.1252503,0.8341214,1.2457364,0.94614226,1.2419804,1.2481754,0.9767115,1.3207996,0.95836914,1.2009338,0.8276647,0.7523551,0.79181683,0.8979609,1.3831599,0.9733821,0.95569575,1.0046921,1.3772601,1.390224,1.225934,0.8282676,0.8710538,1.0404214,1.2662957,1.1123464,0.8930796
hand,1.0762639,0.8024805,1.130577,0.49775952,1.2931321,1.2574973,1.1439004,1.2567065,1.0450703,1.0083811,0.79363394,1.1781971,0.81552327,1.138174,1.0365287,1.1740032,1.1043949,1.3368695,1.3313053,1.1406538,1.2014569,1.2223452,1.2042623,0.9170854,1.3213681,1.2222565,1.1432835,0.9240693,1.2520572,1.2772465,1.1432494,1.14588,1.0099229,0.7677475,1.2162969,1.0773411,1.3200281,1.0515275,0.8600996,1.0651027,1.2020354,0.8492511,1.0938942,0.91530555,0.8922051,0.7702213,0.20543581,1.1523015,1.1161945,1.2002221,0.5515886,1.0048403,1.0720323,1.0540242,0.9536842,0.92653155,1.0977203,0.7772156,0.7064923,0.0,0.9401327,0.89123833,0.98211974,1.0220674,1.0621032,0.796662,0.89954925,1.2574382,1.387178,0.67576265,1.110431,1.0681013,0.503956,1.0533488,1.1351311,0.78242534,1.1019332,1.2352103,0.7584371,1.1024356,1.079992,1.2546066,0.75833756,0.86463416,0.867132,0.77029943,1.1458594,1.0443907,0.8722322,0.6151564,1.1593453,1.0557661,1.1553981,1.278662,0.793797,0.9714986,1.1246835,1.0221766,0.8523823,1.104035,1.1049929,1.1190445,1.0351509,0.81285894,0.86961436,0.8698209,1.079682,1.0304744,1.1895862,1.0297608,0.9601002,1.0167831,1.2220283,1.0037555,0.9331783,1.1420922,1.0976094,1.1680113,0.9780233,0.9713906,1.0339835,1.0647434,1.2950437,0.44153768,0.69365275,0.5764965,1.2483748,1.288348,1.0603682,1.0992459,1.0288506,1.1885102,1.2950671,0.9604266,1.1107774
hat,1.2539943,0.68657595,0.67239887,1.2421855,0.76583254,0.6574496,0.96514916,0.938256,1.3309319,1.3609829,0.7182229,1.125616,1.0094327,1.0701458,1.2601082,1.1181283,1.1196349,0.76112026,0.7563033,1.1802843,0.78971696,1.0763247,0.8715601,0.8327731,0.79447526,0.8834338,0.6195868,0.95714414,1.1005721,0.90769964,1.2489994,0.9234724,1.234446,1.0165133,0.805831,1.3254864,0.6798899,0.71832114,0.94087577,1.2648903,1.093662,1.0418931,1.0776649,0.5102923,1.2619945,0.82759297,0.7325348,0.9838069,0.9110562,0.98375964,0.7420604,0.82629037,1.1663611,1.1669728,0.3835007,0.67010397,1.2483038,0.9037236,0.61402696,0.9401327,0.0,0.99544114,1.1855844,1.0962037,1.036837,1.1443571,1.1907645,1.0502363,0.80778,1.1045053,0.8626142,1.0676669,1.0161002,1.1962733,1.1071138,1.1581862,0.54547143,0.8162767,0.52644295,0.7666515,1.0825975,0.8750787,1.1671904,1.0149978,1.3479495,1.0210153,0.80426216,0.65955555,1.182192,1.0030844,0.97137004,1.224234,1.0423768,0.8731586,0.95062196,0.8152256,0.8636714,1.153893,0.6413845,1.2242955,1.0030919,1.0657233,1.1104614,1.0128657,1.0267602,0.8387667,1.2586005,1.3627348,1.1877906,1.2319438,0.54401433,1.2576156,0.9370004,0.8138635,1.239902,0.91476184,1.2837229,0.85747176,1.1265929,1.0131397,1.2938858,1.2872784,0.7512283,0.6257715,1.0127972,1.1446469,0.92429686,0.84410954,1.1688025,1.185715,1.2082758,0.90312076,1.0671369,0.44253182,1.2985713
horse,0.8023622,1.1850427,1.3262873,0.6666541,1.3062036,1.3425293,1.2907506,1.330286,0.81106794,0.72790956,1.2664732,1.0029249,0.6518581,0.9687511,0.8578066,1.0706253,1.4029346,1.4347284,1.4214792,1.2005111,1.3347315,1.2164727,1.2681574,1.2616693,1.3697667,1.154261,1.2360083,0.7245853,1.1245285,1.3620566,0.8298018,1.2111102,0.8888059,0.80564535,1.4764544,0.76194525,1.4230816,0.8549834,1.0634366,0.9712147,1.1732148,0.9273642,0.98988897,1.2121884,0.53107285,0.62240225,1.0332781,1.0525964,1.3839142,1.0363909,1.1075066,1.2726736,1.0340688,0.82812214,1.141134,1.3521801,0.50496006,1.3129127,0.5051455,0.89123833,0.99544114,0.0,0.8791535,0.7036969,1.1013157,0.5951712,1.2102838,1.2068223,1.433519,0.71657944,1.3339249,1.0450183,0.89670825,0.9381399,1.0059531,0.93067646,1.2309122,1.4793559,1.1554427,1.2565594,1.1449099,1.2320435,0.58260584,0.6382153,0.8755667,1.270381,1.3158801,1.1787055,0.9542407,0.77164197,1.3316337,1.0947741,1.0379864,1.4337798,0.7635363,1.2212602,1.2210008,1.0028497,1.1899877,0.88822585,1.0424839,1.0717791,1.0223848,0.545236,0.9857738,0.7983004,0.840824,0.7938097,1.0707197,0.75268734,1.380087,0.7773976,1.2659357,1.2588239,1.0295615,1.3809289,0.82342273,1.058627,0.79124653,0.67020273,0.505532,0.6675698,1.4276175,1.1889651,1.0379771,1.0877929,1.4255284,1.4416804,1.2523922,0.5388598,0.80271894,1.0817018,1.2647433,1.2795851,0.6676493
hose,0.8354883,1.1000307,1.2744629,1.001139,1.1415876,1.1309953,0.9953712,1.1934361,0.8728884,0.9778745,0.9757653,0.972597,1.0077564,0.8733262,0.9561889,0.87160444,1.1802657,1.2156695,1.2112439,1.0520082,1.2972121,0.5945805,0.9172305,1.2241613,1.194215,1.0644033,1.1852425,0.91843706,0.9631443,1.0843441,0.8894589,1.035156,1.1237698,1.16692,1.048814,0.89162064,1.2518656,0.97196555,1.0626556,0.96639067,1.099052,0.9362436,0.99665207,1.2490526,0.9633092,1.029595,1.0845459,1.0698372,1.0678253,0.95524716,1.0851147,1.1574283,0.8846561,1.0367687,1.20855,1.1652452,0.61603254,1.087864,0.9552899,0.98211974,1.1855844,0.8791535,0.0,0.9154135,0.9813678,0.9148701,0.6466321,0.9866355,1.1148759,1.0532423,1.1201793,0.9917752,0.9739518,0.83941233,0.8055222,1.1124896,1.2720416,1.1749496,1.0944482,1.236596,1.228592,1.1420792,1.0058777,0.92013484,0.9778382,0.74064267,1.1966021,0.95822203,1.0442587,0.8555172,1.2195051,1.025583,0.8886834,1.1433532,1.1291153,1.1523361,0.9675752,1.0789849,1.2365005,1.1066431,0.9173973,1.0268695,0.728115,1.0152754,0.85127175,0.97063535,0.2785976,0.934483,1.0302844,0.7937853,1.2237189,0.99886274,1.1055212,1.0238851,0.9561899,0.7619823,0.672999,1.0085667,0.8795142,0.9903514,0.54104996,0.86093396,1.1801088,1.1842171,1.1864147,0.6424023,1.126784,1.025649,1.0189431,0.9163925,0.9463551,1.0955834,0.70083964,1.1788868,0.9944777
jacket,0.7378936,1.2014794,1.3809309,0.81065387,1.3332661,1.3686657,1.1965861,1.2285733,0.68138593,0.58166,1.0321723,1.0230542,0.73610425,0.951818,0.4169507,0.99810517,1.2609134,1.4038074,1.3113699,1.0862902,1.2621027,1.277482,1.1135011,1.1850673,1.230011,1.1719203,1.2838013,0.63287205,1.1718473,1.3451397,0.69978356,1.1736789,0.7787504,0.78874075,1.3209693,0.775117,1.3888202,0.94907624,1.2174933,1.0625832,1.2183197,0.8412771,0.9860438,1.2600935,0.8099598,1.0329385,1.1505843,1.0926626,1.1436157,1.2396847,1.0149292,1.1441098,0.99836457,0.7489761,1.2440691,1.1431979,0.7489407,1.2948399,0.90469825,1.0220674,1.0962037,0.7036969,0.9154135,0.0,1.2141697,0.5087876,1.0570412,1.2308121,1.3972883,0.8920102,1.2496741,1.1135024,0.60198617,1.0789022,1.0496608,1.1096046,1.2952795,1.0157279,1.1685958,1.2254243,1.1629026,1.3430799,0.530737,0.4379819,0.91954434,1.0774302,1.2434752,1.0729271,0.90879345,0.8687192,0.98244935,0.89462596,1.1844913,1.3076217,0.81535864,1.3157878,0.8070667,1.0205823,1.1977698,0.9923289,1.0583858,0.98712784,0.9790706,0.61995775,0.88572246,0.62960255,1.0183556,0.8027574,0.896864,0.7532722,1.2969817,0.7664628,1.2404896,1.0456665,1.0232606,1.2743427,0.85321486,1.1224648,0.7854539,0.6625498,0.8678675,0.8038974,1.3901974,1.3056775,0.98872274,1.0785701,0.8339925,1.3130088,1.1875247,0.8296836,0.7944,1.1056128,1.3002539,1.2862036,0.83177555
jar,1.0119145,0.98652047,0.9337289,1.1347022,0.84453166,0.9310152,0.934598,0.9085236,1.0993583,1.1693372,0.99784505,1.0700468,1.0301958,0.9881131,1.1707757,0.9330408,0.8615181,0.8333801,0.9419414,0.8989851,1.056615,0.97383046,0.87939036,1.0344677,1.0492733,0.9817734,1.0702261,1.1405423,1.0048018,0.889622,1.153966,0.98246884,1.1535399,1.1049917,0.9937905,1.1141596,0.9367481,1.2068586,0.83327043,0.99884963,0.96421796,1.010242,1.0053045,1.0998105,1.0280174,1.0790212,1.0331616,0.96729225,0.89498305,0.9224756,1.0426574,1.0286837,0.86974186,1.0584416,1.0756159,1.0152568,1.0869143,0.8594544,1.0113585,1.0621032,1.036837,1.1013157,0.9813678,1.2141697,0.0,1.1687148,0.94100636,1.021803,0.98643464,1.1343927,0.82680273,0.6385527,1.0768268,1.045136,0.9762145,0.9303182,1.0907774,1.0427662,1.0413644,0.97531176,0.99650216,0.9134754,1.1228187,1.1835527,0.9330625,0.9421522,1.018206,1.0049245,0.96367836,1.0682626,1.0491694,0.89424455,0.94938374,0.8288196,1.1729718,0.9175105,0.9874605,0.9579657,1.0558108,1.017694,1.065877,0.97775835,1.0115782,1.1066812,0.9070354,1.1681048,1.0383447,1.0247346,0.9993247,1.0317912,1.0850209,1.0636566,0.6143431,0.91784763,0.81211555,0.8991933,1.0196933,1.0304165,1.1410216,1.1870648,1.1079793,1.0400422,0.8721391,1.0992154,1.0176725,0.881387,1.0892963,0.87043315,0.78423446,1.0667689,1.149941,1.0573568,1.0170622,1.0523114,1.0990943
jeans,0.8483383,1.2810144,1.4854501,0.55723506,1.4677597,1.4836357,1.3227695,1.3338972,0.6533617,0.6103177,1.1098049,1.0486742,0.5834781,1.0682874,0.7030303,1.1449915,1.3246008,1.5439785,1.5341998,0.9857865,1.3713205,1.2448634,1.2610357,1.2078744,1.2846693,1.213774,1.3451471,0.73224306,1.140006,1.4004216,0.7497324,1.3082473,0.69319874,0.71396625,1.5325997,0.71354264,1.5195384,1.0309907,1.1797814,0.8616648,1.1517909,0.75273,1.0421429,1.2697695,0.67025745,0.83734053,1.0086943,1.098311,1.3802264,1.2562772,0.9760721,1.2588682,1.0785826,0.7975075,1.2818177,1.2762116,0.7998445,1.3413184,0.67551905,0.796662,1.1443571,0.5951712,0.9148701,0.5087876,1.1687148,0.0,1.1382277,1.2062038,1.4895928,0.6696425,1.3926438,1.1020167,0.68929017,0.8839749,1.0248036,0.9978906,1.3722031,1.3723105,1.162605,1.2655053,0.98189867,1.3404877,0.3220582,0.23650503,0.82800335,1.0799319,1.3588005,1.2479943,0.7904622,0.81084454,1.1526664,1.0363011,1.2638578,1.4630914,0.70777327,1.3191345,1.1335005,0.91633916,1.2030287,0.78612924,1.2129391,0.98002887,1.1001074,0.396433,0.9075634,0.3594997,1.011424,0.73164535,0.9294692,0.82328033,1.4531806,0.8166835,1.3538761,1.2232418,1.0153056,1.3849354,0.82772636,1.1783102,0.6274707,0.6363106,0.7297906,0.77347505,1.5087014,1.2226506,0.90384537,0.9283806,1.3173597,1.5511113,1.183562,0.80610114,0.68658304,1.0006515,1.235388,1.3502648,0.7292458
