,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scissors,0.6757664,1.1341362,1.1370126,1.0021825,0.9391672,0.94225955,0.91143304,1.0711951,0.8964228,0.9968965,1.0076516,0.96409756,1.0693985,0.6360785,1.0134572,0.6913683,1.0705327,1.0230479,1.0230798,1.0702823,1.194402,0.9167999,0.7732731,1.1827114,1.2018193,0.93628937,1.10101,1.2387718,1.0211927,0.95301193,0.95977306,0.9137218,1.1086099,1.0659993,0.8728629,1.0101426,1.0519712,1.202452,0.98029673,1.2296472,1.0540076,1.0963056,0.78426075,1.1168766,0.95108175,1.0091503,1.1550213,1.0844105,0.68968976,1.037364,1.3389058,1.0887071,0.5556206,1.0726004,1.1732273,1.0654013,0.78533494,0.9024085,1.0888473,1.0351509,1.1104614,1.0223848,0.728115,0.9790706,1.0115782,1.1001074,0.895749,1.0454339,1.0632033,1.170544,1.0670282,0.9999964,0.8467329,0.9507831,0.62577367,1.1565531,1.127773,1.1866175,1.1939998,1.0806521,1.2979114,1.0380408,1.065938,1.1524532,0.93970996,0.9756046,1.0760427,1.0336066,1.100893,1.1280035,1.3512514,0.91222745,0.9936717,1.0094968,1.1263354,0.91731036,0.83323365,0.9848517,1.1478024,1.1877185,1.0906585,1.0376374,0.0,1.0528744,0.8360484,1.2316585,0.5801737,1.0929663,0.94685477,0.6542032,1.0519879,0.99580574,0.9982899,1.0201627,1.0861053,0.8722208,0.6137244,1.0751622,0.78566676,1.0037394,0.7888276,0.85292166,1.0405287,1.1714556,1.1744676,0.7021849,1.0353678,0.60597086,0.9654647,0.97350776,0.89202344,1.0338027,0.92136836,1.0773644,1.154674
shirt,0.80245304,1.231459,1.4302536,0.5018858,1.3851857,1.4358225,1.3127095,1.285102,0.77613074,0.7103332,1.1300299,1.1150365,0.23170465,1.0429822,0.7146186,1.0693735,1.3725312,1.4601598,1.4888098,1.0746439,1.3594078,1.2865605,1.2770551,1.2516849,1.3092256,1.2234546,1.2804601,0.85277396,1.243484,1.3893656,0.8404034,1.2909855,0.73455185,0.7604096,1.4920089,0.84620064,1.4754217,1.0692375,1.0460913,0.913314,1.2062652,0.5511695,1.0393631,1.2113612,0.7275368,0.76741755,1.0562966,1.1389172,1.2762692,1.2010415,1.0438118,1.2663772,1.0371455,0.85744214,1.2570947,1.2239665,0.79076535,1.309587,0.59798664,0.81285894,1.0128657,0.545236,1.0152754,0.61995775,1.1066812,0.396433,1.2827581,1.2980369,1.5004989,0.67403114,1.3485825,1.0114858,0.6488093,0.8884875,1.0516149,1.0290997,1.3557624,1.3107576,1.050715,1.2853142,1.0669725,1.2155147,0.26573527,0.31906503,0.8611135,1.1853166,1.3734972,1.1986674,0.84912276,0.8332577,1.1449476,1.0182041,1.2318083,1.4636195,0.71560955,1.2878196,1.190666,1.03022,1.1637995,0.8796276,1.2378529,0.8615366,1.0528744,0.0,0.9078111,0.4076305,1.0131477,0.7950388,1.0975839,0.790887,1.4208863,0.8609985,1.2132976,1.2192093,1.0663399,1.4663584,0.9187073,1.1474102,0.7843305,0.5705526,0.66989934,0.8178897,1.4800456,1.2143257,0.9664815,0.97976744,1.2403399,1.4537778,1.2272481,0.75426424,0.82417214,1.0624337,1.3107615,1.3061832,0.7899294
shoe,0.82435405,1.1659187,1.2767076,1.0188612,1.062854,1.2212341,1.1249348,0.9263896,1.0186651,0.918486,0.96659136,1.1283227,0.8142545,0.911698,0.84476894,0.84918797,0.9784565,1.1597857,1.2842107,0.94555706,1.2861849,1.1449733,1.1541588,1.2021673,1.3445116,1.0275325,1.2750871,1.0347228,1.1248652,1.1100322,0.9430414,0.7325281,0.9959595,0.88919306,1.234375,0.9337126,1.2830795,1.2264018,0.9102919,1.0813438,1.0514166,0.79149103,0.9051095,1.2711684,0.86875266,0.9990142,1.0784053,1.0427245,0.9803834,1.0611835,1.0149031,1.2879987,0.81422645,0.9818643,1.2800341,1.0319614,0.9523503,0.83818626,0.9501016,0.86961436,1.0267602,0.9857738,0.85127175,0.88572246,0.9070354,0.9075634,1.0202134,1.0714142,1.2674727,1.0167748,1.0920427,0.93061244,0.68462163,1.017357,0.766099,1.0267235,1.3024209,1.200897,1.24026,1.203312,1.0980811,0.99500215,0.8161643,0.9039482,0.90435624,1.0921987,1.225113,0.9293351,0.8668828,0.86036706,1.2487683,0.71711206,1.0038166,1.1568164,1.0859177,0.97275895,0.5638404,0.9157217,1.1948022,1.0288501,1.1148334,0.92425203,0.8360484,0.9078111,0.0,0.96127856,0.9498994,1.0797213,1.182041,0.85137606,1.0675696,1.0818892,1.0938036,0.8028937,0.9547383,1.1061441,0.9291139,1.2060332,0.80769485,0.99357086,0.91987616,0.9653265,1.2264323,1.0814761,0.97190404,0.9013955,1.045574,0.9895299,0.94465643,1.0246931,0.90496624,1.1542171,1.1151547,1.1918675,1.0351566
shorts,1.0182159,1.094062,1.3083236,0.79302573,1.3401328,1.3080717,1.2447827,1.1591814,0.89574504,0.89793885,0.8924179,0.9985855,0.53452563,1.1164726,0.81783766,1.1551034,1.3507555,1.3492788,1.3950298,1.0260401,1.2187079,1.0732092,1.1563354,1.0801704,1.0164046,1.1467291,1.1374024,0.77597,1.0643187,1.3068823,0.8823614,1.2613344,0.7773334,0.93498427,1.3343248,0.9157852,1.321995,0.8644418,1.0158477,0.92527384,1.1822821,0.59637535,1.0678921,1.0417755,0.9163397,0.92335844,0.98340267,1.1252557,1.2496479,1.1627393,0.8209474,1.0718992,1.1861571,1.0278714,1.0711325,0.88807297,1.0252907,1.3335286,0.75979537,0.8698209,0.8387667,0.7983004,0.97063535,0.62960255,1.1681048,0.3594997,1.1983094,1.1362963,1.3096058,0.7758348,1.2775421,1.093133,0.7405985,0.99651587,1.0666212,1.0991052,1.2247343,0.99478805,0.8654812,1.1923233,0.9583415,1.1981869,0.46183467,0.14064604,1.1066173,1.0333865,1.2841289,0.9142288,0.93582433,0.83208954,0.9415161,1.0730604,1.2028939,1.4092802,0.6325625,1.2948678,1.0121653,1.0570263,1.0084008,0.92289793,1.2275006,0.9319067,1.2316585,0.4076305,0.96127856,0.0,1.0637621,1.0157561,1.1391875,1.0079066,1.1990032,1.0602133,1.2514602,0.9950051,1.1020508,1.2975838,1.0332854,0.91377234,0.8032038,0.6937032,0.9100533,0.92850995,1.3488538,1.0000272,0.96720374,1.0703105,1.0077131,1.4209957,1.2299451,0.9755,0.9179995,0.89157254,1.1242498,1.077897,0.9285981
shovel,0.75063396,1.2309304,1.2620158,0.9794526,1.0857322,1.066316,0.897333,1.2135056,0.85761285,0.98844624,1.1235665,0.81283015,0.9783002,0.7944044,1.0025293,0.796497,1.1629343,1.1645614,1.1847819,1.0810937,1.3084124,0.4658785,0.8739466,1.2513254,1.1786407,0.9779002,1.1575933,1.0969427,0.8886151,1.066605,0.9039331,0.9996415,1.1142764,1.2358627,0.9747348,0.8931109,1.202271,1.0598536,1.0656486,0.9793407,1.0248964,0.9475101,0.93497115,1.2698061,0.89435625,1.0204298,1.2201076,1.0098988,1.0394193,0.8902025,1.2808379,1.196573,0.80825734,1.0644612,1.3043798,1.2256472,0.5373719,1.1530187,1.0406729,1.079682,1.2586005,0.840824,0.2785976,1.0183556,1.0383447,1.011424,0.69528353,0.9367354,1.0925015,1.0936654,1.1687276,0.99694675,1.0053911,0.69009435,0.76930875,1.1439635,1.2752976,1.229256,1.2477252,1.2141646,1.2536287,1.1211349,1.0196285,0.9912183,0.9442288,0.87512195,1.1890495,1.0637848,1.1575742,0.99665666,1.3215439,1.0451841,0.8706372,1.1022089,1.1545289,1.1586365,1.0348979,1.0467184,1.2873805,1.0896859,0.9483347,1.0330348,0.5801737,1.0131477,0.9498994,1.0637621,0.0,0.9361359,0.9995291,0.6955055,1.2636648,0.99732286,1.0709726,1.0726312,1.041677,0.81865823,0.55453116,0.9271005,0.8657157,0.9341753,0.29839337,0.7107973,1.1374724,1.2376844,1.2586066,0.6868874,1.1687727,0.9154398,1.0012583,0.82182556,0.8593881,0.9966223,0.6243048,1.2628691,0.93940365
shower,0.8473068,1.3094987,1.364934,0.7147815,1.2427317,1.2757367,1.253524,1.1764741,0.6029417,0.6392976,1.3550053,1.0211409,0.9155302,0.91818,0.8058591,1.0505009,1.1440518,1.349294,1.265095,0.9647899,1.2108331,1.0425142,1.1442032,1.1175268,1.1496536,1.1546302,1.2542179,0.7934876,1.0437334,1.1606166,0.7703453,1.212139,0.82570136,0.88952106,1.356897,0.76116645,1.3376412,1.1245724,1.2637892,0.6461952,1.0976738,0.96030945,0.9275973,1.2995563,0.85466796,0.94826454,1.1599406,1.0795662,1.2121036,1.0410581,1.2747281,1.1974716,0.9538219,0.6562047,1.3433444,1.4275544,0.7241576,1.3136988,0.91147095,1.0304744,1.3627348,0.7938097,0.934483,0.8027574,1.0247346,0.73164535,0.98595077,1.0532609,1.2636602,0.8357898,1.2422746,0.94688183,1.0689938,0.8981782,1.0970129,0.99509096,1.2975013,1.2803518,1.2978384,1.2475957,0.98859626,1.2059637,0.8165881,0.8594903,0.7241279,1.106939,1.2837172,1.2469648,0.90580547,0.9378146,1.0050842,0.9759705,1.0026848,1.1746316,0.9594318,1.2247348,1.2851871,0.98437816,1.2185135,0.7803447,0.8353592,0.94260573,1.0929663,0.7950388,1.0797213,1.0157561,0.9361359,0.0,0.8209435,0.8286347,1.4566987,0.16895497,1.1179321,1.2360829,0.8002032,1.2800995,0.6878216,1.2021356,1.0097884,0.871883,0.79217374,0.821452,1.315824,1.3261387,1.0296447,1.041976,1.2519797,1.3924704,1.076211,0.64277685,0.9187883,1.0629865,1.0847712,1.44947,0.5781732
sink,1.0325297,1.0651242,1.1175643,0.992515,1.1050172,1.058781,1.0043123,0.95042396,0.47949815,0.8872662,1.0954199,0.8571919,1.1649021,0.9860011,1.021511,1.0047979,0.7648058,0.9337963,0.61485803,0.6789564,0.9304441,1.0274454,0.607507,1.0224433,0.7016716,0.958073,1.0934929,0.92736,1.008343,0.9895154,1.0274467,1.0934843,0.7952097,0.9339215,0.99281764,0.8672508,0.8312862,1.0674952,1.29022,1.0006646,0.8800715,1.1930077,0.93762004,1.1593466,1.0454015,1.0559026,1.217685,1.0232857,0.9811679,1.1440066,1.2717464,0.90586627,0.97667706,0.89207464,1.089628,1.2373425,0.98520184,1.1607382,1.1252503,1.1895862,1.1877906,1.0707197,1.0302844,0.896864,0.9993247,0.9294692,0.78791404,1.0751297,0.9541507,1.0445855,1.0610895,1.0462519,1.1202469,0.9220935,1.1100827,0.88717985,1.0851195,1.0870726,1.309957,1.0370498,0.71000636,1.2361742,1.0961448,1.0845418,0.87520814,1.0209203,0.88725895,1.2339768,0.82311237,1.2089007,0.8057414,1.0098569,1.0673103,0.68416387,1.0911962,1.2039665,1.0333313,0.7867254,1.0318469,0.71791935,0.9553889,1.1191115,0.94685477,1.0975839,1.182041,1.1391875,0.9995291,0.8209435,0.0,1.0168468,1.10289,0.8745913,0.90243894,1.1606728,0.7148354,0.8963003,0.77777696,1.1318942,0.97754407,0.99902916,1.052992,0.9130914,1.0091236,1.3523502,0.99374974,1.0699999,1.0496981,1.0752192,0.7505841,1.0606973,0.9728129,0.92017365,0.94979554,1.1676838,0.91920817
slide,0.095656276,1.3247745,1.3473251,0.8434166,1.168459,1.2167711,0.8995236,1.2759415,0.5769243,0.58691776,1.2916466,0.9533888,0.69597995,0.8953431,0.62716764,0.20645452,1.1959987,1.359554,1.3214483,1.0201498,1.3480892,1.1882759,0.95785356,1.3110145,1.413135,1.166115,1.2962887,1.1091403,1.1496542,1.2877369,0.779006,1.1788098,0.87125945,0.93384457,1.3297311,0.66122556,1.416193,1.2123072,1.049865,1.1276681,1.1758201,0.80990744,0.9243053,1.3178444,0.7509964,0.868379,1.2073076,1.2187192,0.929089,1.1671916,1.2824004,1.317771,0.6168369,0.9119781,1.3979234,1.3941982,0.37137306,1.1767702,0.8341214,1.0297608,1.2319438,0.75268734,0.7937853,0.7532722,1.0317912,0.82328033,1.1897602,1.2165258,1.5131024,0.9482852,1.1427901,1.022447,0.77870244,0.95212,0.90672934,1.091929,1.3691862,1.4177672,1.3687059,1.2308967,1.2647176,1.1820796,0.7086891,0.8294168,0.72824407,1.2616981,1.335469,1.2201076,0.89526725,0.9111822,1.3332545,0.8379775,1.0844264,1.29842,0.9005265,1.2152185,1.0345067,0.96156883,1.2512312,1.0459979,1.14009,0.9256862,0.6542032,0.790887,0.85137606,1.0079066,0.6955055,0.8286347,1.0168468,0.0,1.440247,0.86378014,1.1747861,1.2583749,0.9865504,1.3466365,0.69830626,1.1829283,0.8477549,0.7906206,0.4473871,0.59103173,1.3006765,1.3177451,1.150289,0.953498,1.1875968,0.97559613,1.0944533,0.8082994,0.8541309,1.1841812,1.3364611,1.4020388,0.89256406
slipper,1.4464064,0.5770403,0.3637874,1.3698169,0.5470114,0.49634027,0.6678343,0.8218905,1.551233,1.5496893,0.5894487,1.1205971,1.3663732,1.1743853,1.3909184,1.1265607,0.80896294,0.3460052,0.32680017,1.2507579,0.3893245,0.87402266,0.8533003,0.640787,0.6027601,0.76607895,0.34020638,1.1350195,1.0409148,0.57696784,1.3066144,0.6767503,1.442588,1.1716825,0.2609887,1.5367165,0.27037466,0.68496484,0.97171116,1.2640109,0.88941044,1.2376608,1.16121,0.32990354,1.2972336,1.1676774,0.6875664,0.94664353,0.7627554,0.9294916,0.6009586,0.5457196,1.2514825,1.2540996,0.23353213,0.46069908,1.376999,0.56898326,1.2457364,0.9601002,0.54401433,1.380087,1.2237189,1.2969817,1.0850209,1.4531806,0.9524909,0.9070554,0.36875635,1.2302774,0.7020672,1.1166513,1.251085,1.3211677,1.1917567,1.137996,0.18941951,0.49364424,0.4524095,0.49652797,1.1524441,0.80348885,1.488102,1.3507364,1.405291,0.7929074,0.3103298,0.7442199,1.2845669,1.096347,0.8541498,1.2383026,1.0190463,0.4691534,1.1127847,0.53019726,0.880923,1.2138599,0.48505068,1.3809752,0.8995199,1.2315547,1.0519879,1.4208863,1.0675696,1.1990032,1.2636648,1.4566987,1.10289,1.440247,0.0,1.2783391,0.83403003,0.6343353,1.2950605,0.5469962,1.3635409,0.74537784,1.3805978,1.3462367,1.4840878,1.5100482,0.4593674,0.315301,0.9457494,1.0819349,0.67794037,0.54934907,1.1322174,1.351469,1.389429,0.95791054,0.85784215,0.1734289,1.4785448
snow,0.8691508,1.2310921,1.2486333,0.73931277,1.1332848,1.1862762,1.1891507,1.1785345,0.74237025,0.6991768,1.2861385,1.0928653,0.99381965,0.8935218,0.8514257,1.0811882,1.1653159,1.2756854,1.1846089,1.1038582,1.1098175,1.0604705,1.1591659,1.0717099,1.1518852,1.127372,1.1616958,0.8251363,1.1051767,1.0808092,0.82015973,1.1464455,0.9339459,0.8854663,1.2147208,0.9329772,1.2312423,1.0545521,1.2512145,0.84042937,1.1029978,1.04671,0.9290117,1.1625893,0.833146,0.961075,1.085132,1.1133678,1.1449686,1.0923761,1.2298105,1.0708323,0.9186091,0.68671286,1.1908509,1.36716,0.75126415,1.2418683,0.94614226,1.0167831,1.2576156,0.7773976,0.99886274,0.7664628,1.0636566,0.8166835,0.97471,1.0512382,1.172961,0.90689224,1.1873331,0.96639335,1.122726,1.0067793,1.1099945,1.0660691,1.1583058,1.2167693,1.2116364,1.1190885,1.1142231,1.1576703,0.89001966,0.9316823,0.7685493,1.1098585,1.180523,1.2123574,0.9926643,0.95835173,1.0244356,0.98190224,1.0391768,1.0954262,0.93112415,1.112098,1.2527608,1.0109849,1.1326915,0.9123256,0.8105685,0.9605168,0.99580574,0.8609985,1.0818892,1.0602133,0.99732286,0.16895497,0.8745913,0.86378014,1.2783391,0.0,1.1262738,1.1415231,0.91663194,1.1539865,0.707965,1.1505636,1.0584012,0.9939555,0.90027636,0.9258045,1.200563,1.1837816,1.0131705,1.0546243,1.216926,1.2915685,1.1500924,0.66827226,0.9503214,1.0522535,1.124999,1.2868271,0.72724295
soap,1.1542444,1.0021092,0.7775097,1.2846622,0.6295554,0.6807991,0.86324966,0.7392032,1.1383324,1.3209456,0.99569297,1.0568591,1.2146062,0.97736514,1.263771,0.96076095,0.8211816,0.435593,0.61644536,0.9333129,0.9196093,0.94219124,0.5898425,0.89412415,0.74020267,0.8377838,0.8528043,1.1474203,0.88383806,0.58474547,1.2200807,0.6920768,1.2388291,1.2691501,0.73860025,1.2548045,0.54329234,1.0105858,0.92108685,1.0934587,0.9336344,1.1274092,0.987395,0.984914,1.1264828,1.226434,1.1346164,0.89281714,0.82968855,0.8651029,1.0854268,1.0776608,0.95297706,1.1543177,0.9806817,0.7766243,1.189318,0.73838854,1.2419804,1.2220283,0.9370004,1.2659357,1.1055212,1.2404896,0.6143431,1.3538761,1.012583,0.85559195,0.65119684,1.2435044,0.8797147,0.61393654,1.2221291,1.1206434,0.9086441,1.1166592,0.87542504,0.7735554,1.0041844,0.9064685,0.9612345,0.8015733,1.304623,1.3224481,1.2602181,0.9983649,0.85959464,0.86120725,1.1155468,1.2294823,0.99763453,1.0021261,0.837098,0.6400969,1.1619176,0.784325,0.9035979,0.9679603,1.0488436,1.0552953,1.0002817,1.0635165,0.9982899,1.2132976,1.0938036,1.2514602,1.0709726,1.1179321,0.90243894,1.1747861,0.83403003,1.1262738,0.0,0.7146871,0.99100727,0.7655339,1.0422395,0.9186988,1.1786906,1.2400199,1.2409312,1.1703264,0.63897914,0.95904905,1.0998845,0.9157164,0.8501397,0.64258057,0.80967486,1.2141931,1.1515208,0.9092091,0.8435479,0.84936416,1.2522683
sock,1.2416191,0.77861524,0.90347695,1.2873617,0.8406411,0.83923095,1.0407785,0.72644037,1.266536,1.2950776,0.59966695,1.0335933,1.1927245,1.0404534,1.1943521,1.1084765,0.9276107,0.7715477,0.85212106,1.0263599,0.8814536,0.942798,0.7942753,0.7653247,0.8244403,0.98842406,0.91329265,0.98204076,0.9011095,0.7055532,1.0733422,0.6810607,1.1813321,1.0944269,0.78925604,1.3093609,0.7548895,0.93131596,0.9032588,1.0911132,0.9246784,1.027037,1.0494144,0.8817784,1.1646014,1.2169257,0.87746173,0.9953315,0.8653485,1.0276221,0.69577044,0.87911695,1.0917394,1.1777252,0.8608826,0.525589,1.2397988,0.7214571,1.2481754,1.0037555,0.8138635,1.2588239,1.0238851,1.0456665,0.91784763,1.2232418,0.88099825,0.91583204,0.74989367,1.1511906,0.8471412,0.9694282,0.91167635,1.1776735,1.0782727,1.0707132,0.88347805,0.63449764,0.79745084,0.9417336,1.0054486,0.9713397,1.2276864,1.106309,1.3327825,0.78250927,0.9161836,0.6904721,1.0669802,1.0326911,0.86086977,0.9647517,0.9990441,0.8148316,1.1540307,0.8595559,0.7338675,1.0586736,0.8809475,1.1983074,0.9424795,1.1133488,1.0201627,1.2192093,0.8028937,0.9950051,1.0726312,1.2360829,1.1606728,1.2583749,0.6343353,1.1415231,0.7146871,0.0,1.1902478,0.76795816,1.1267934,0.80823326,1.224754,1.2707293,1.2636641,1.2459232,0.73342586,0.73568624,0.87335205,0.98076487,0.69785714,0.8167903,0.9325367,1.2525262,1.2201579,1.0318542,0.90089214,0.64289343,1.259417
soup,0.9589308,1.0419487,1.1030402,0.9822628,1.1187015,1.0887302,1.078508,0.99416167,0.7807409,1.0272998,1.1413726,1.061298,0.9972151,0.9276643,0.92963815,0.96581084,0.895547,1.1099203,1.0608481,0.8661459,1.2349182,1.1329424,0.92640716,1.0404041,1.1216019,1.0258636,1.3022754,0.8056756,1.0983447,1.0895679,1.07869,1.0949556,0.9680463,0.9569479,1.2746454,0.9010022,1.1744801,1.0793295,0.90372634,0.98672324,1.0233052,0.9192899,0.82530564,1.3300965,1.0244756,1.0249064,1.0533911,0.99985594,0.91351837,0.95688426,1.1271431,1.200084,0.81123054,0.9014327,1.296571,1.0658633,1.0781101,1.0181907,0.9767115,0.9331783,1.239902,1.0295615,0.9561899,1.0232606,0.81211555,1.0153056,0.81368417,1.0675291,1.2467219,0.9357515,0.91102594,0.96167177,0.9130271,0.99154186,0.97440463,0.5892889,1.3106896,1.1163659,1.2398401,1.2066901,0.8508468,1.0480161,0.98354286,1.0953231,0.7539024,1.1044041,1.2585224,0.98791224,0.82167655,0.8709767,1.0381564,0.8288564,0.8779521,1.034,1.0131639,1.0704439,0.94166094,0.87994766,1.2247891,0.88003135,0.79066235,0.9511564,1.0861053,1.0663399,0.9547383,1.1020508,1.041677,0.8002032,0.7148354,0.9865504,1.2950605,0.91663194,0.99100727,1.1902478,0.0,1.0970523,0.9194396,1.2209296,0.94604766,1.0074825,1.0776131,0.97934806,1.1637197,1.2203692,0.907513,1.0053365,1.0624763,1.1237842,0.78641343,1.0175875,0.9876931,1.0111859,1.1188364,1.3538325,0.9404603
spoon,1.3278544,0.7068423,0.68216354,1.3411548,0.67718923,0.70743644,0.70744216,0.8316891,1.3566389,1.4480019,0.61232376,1.0238991,1.4538612,1.0370781,1.3263564,1.065052,0.6760792,0.5613427,0.52884287,1.0458401,0.7133714,0.5434307,0.8256899,0.7664159,0.70899326,0.7781935,0.7239822,1.1599891,0.82864285,0.56154394,1.2488114,0.65144473,1.4240763,1.2677176,0.3653649,1.394114,0.52240944,0.9749673,1.0195206,1.1636422,0.86501455,1.3193319,1.1086183,0.8110574,1.3119075,1.2530285,0.94221276,0.83639693,0.790779,0.8626333,0.8552397,0.6723356,1.0248488,1.234668,0.6594604,0.734807,1.2985659,0.670826,1.3207996,1.1420922,0.91476184,1.3809289,0.7619823,1.2743427,0.8991933,1.3849354,0.45821774,0.73734695,0.4133129,1.4044447,0.7367291,1.0071851,1.329393,1.1157283,1.0031166,1.1420187,0.712223,0.56554115,0.7315205,0.84598607,1.0981894,0.80774665,1.4763949,1.3672795,1.2132789,0.52343243,0.60158336,0.8580581,1.1715574,1.232572,0.87476027,1.0823941,0.8245909,0.45215255,1.2502114,0.779562,0.781896,1.118068,0.8618765,1.2281888,0.9270878,1.1098886,0.8722208,1.4663584,1.1061441,1.2975838,0.81865823,1.2800995,0.8963003,1.3466365,0.5469962,1.1539865,0.7655339,0.76795816,1.0970523,0.0,1.0874696,0.7670474,1.2569039,1.3188775,1.2956984,1.3584133,0.5157411,0.812973,1.0488787,0.68298435,0.7394207,0.60520005,0.82710016,1.242425,1.2865388,0.9289117,0.5408331,0.561242,1.33255
sprinkler,0.6319357,1.299772,1.3067986,0.80198294,1.1751341,1.2228197,1.0959291,1.2381938,0.6759884,0.7806246,1.2577615,0.9648806,0.9643461,0.48412967,0.9235778,0.91688144,1.2770267,1.2345517,1.2200284,1.0656629,1.2971236,0.9373686,0.9357747,1.191331,1.2721052,1.1039006,1.2600955,1.0457783,1.0084766,1.1662893,0.8384667,1.1080911,0.9312728,0.996973,1.2169966,0.80024076,1.2660213,1.1454036,1.1583836,1.0257375,1.0811887,1.0240252,0.5490472,1.2809141,0.78207946,0.90055585,1.2444501,1.2147726,1.1372007,1.0203539,1.3902547,1.2451673,0.40582693,0.9250504,1.3232918,1.3398961,0.68558496,1.2459699,0.95836914,1.0976094,1.2837229,0.82342273,0.672999,0.85321486,1.0196933,0.82772636,0.9459514,1.0724804,1.2200323,0.9797229,1.2886842,1.0173204,0.99797577,0.817296,0.7965553,1.1254978,1.2824365,1.4123435,1.3426815,1.2681642,1.1612546,1.1064378,0.8759521,0.9219991,0.86108327,1.0813874,1.2690265,1.2139798,1.0619339,1.0513016,1.3417821,1.1183097,0.9553986,1.2300454,0.9365603,1.2300259,1.1010338,0.8916179,1.2271196,0.9902288,0.979335,0.95364606,0.6137244,0.9187073,0.9291139,1.0332854,0.55453116,0.6878216,0.77777696,0.69830626,1.3635409,0.707965,1.0422395,1.1267934,0.9194396,1.0874696,0.0,1.1660471,0.7729763,0.89749134,0.6109009,0.7369884,1.218556,1.3134927,1.093723,0.86845654,1.3310102,1.0985157,1.1045654,0.74852157,0.75508463,1.0869465,0.95249224,1.322462,0.8903377
stick,1.2283841,0.7690713,0.8409732,1.2940774,0.898119,0.7964415,0.8460002,0.8904529,1.2588403,1.2386397,0.904036,0.80221164,1.1536138,1.1322405,1.1603379,1.0243994,0.98828036,0.7619908,0.8672799,1.0748415,0.8470241,0.78931123,0.883183,0.7079227,0.7102388,0.8878824,0.834116,0.99209124,0.69982046,0.8269376,1.0696186,0.8870791,1.1910228,1.2376939,0.7325521,1.1586874,0.7675636,0.81342256,0.8635337,1.0245663,1.0765119,1.088111,1.1367223,0.7986872,1.1628759,1.2454056,1.0423793,0.8331655,0.8768199,0.7437149,0.8183453,0.6750525,1.1079247,1.1425493,0.7549575,0.66109115,1.063755,0.9452694,1.2009338,1.1680113,0.85747176,1.058627,1.0085667,1.1224648,1.0304165,1.1783102,1.0344929,0.7764752,0.70884395,1.2320589,0.91504145,1.047845,1.1923968,1.1387168,1.0625411,1.1703923,0.82062775,0.6755657,0.77640414,0.8710425,1.0516053,0.78773904,1.2479548,1.0373915,1.2484548,0.87316203,0.80057436,0.8191118,1.1926132,1.1887666,0.9296856,1.1842098,0.8259294,0.86283433,1.0611888,0.9149152,0.954836,1.1568773,0.8479584,1.1244755,1.0743023,1.0901449,1.0751622,1.1474102,1.2060332,0.91377234,0.9271005,1.2021356,1.1318942,1.1829283,0.74537784,1.1505636,0.9186988,0.80823326,1.2209296,0.7670474,1.1660471,0.0,1.2038634,1.164093,1.0794739,1.027234,0.75544155,0.8477106,1.1725785,1.1277733,0.8027293,0.8479012,1.0413647,1.0248561,1.2163806,0.8392737,0.79688555,0.75916183,1.1129482
