,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
fish,0.952152,0.9958561,0.7229253,1.1312454,1.3262801,0.8157649,0.85910475,0.77227813,1.0817467,1.296984,1.2660213,0.49551654,1.3748859,1.2429453,0.5948611,1.1381226,1.0010545,0.9569619,0.6050683,0.6526667,1.2383097,0.6768496,0.91367114,0.93602884,0.8972845,0.779699,0.93272156,1.0227538,0.92376316,1.3141502,1.0322624,0.7813795,1.4329702,1.0855651,1.0028613,0.98016006,1.2468907,0.9227876,0.45854867,1.3620366,0.7760273,1.1182787,0.99524134,1.0880252,1.3082979,0.97598845,1.1854544,0.95242965,1.2621313,1.2264127,0.87346053,1.1044078,0.0,0.8789324,0.93865263,0.69535893,0.5358615,1.0266237,1.136962,0.8659816,0.7513687,0.9972593,0.7899433,1.2376684,1.2847726,1.1285722,0.86373436,1.3737876,1.331167,1.2318636,1.2823149,1.0606295,1.2628535,0.8022758,1.3691535,0.76037574,1.118539,0.93273807,1.0410756,0.9957521,1.2267647,1.0392469,0.9616009,0.5508591,0.8055842,0.71271926,1.1143548,0.7976475,1.3550445,0.4707663,1.2481589,1.2501843,0.89844733,0.46006495,0.46670455,0.68175423,1.1929917,0.61971945,1.0919131,0.7807976,0.8188622,1.039102,0.893528,1.1284257,0.96541053,1.364505,1.0401505,0.52591527,0.99173105,1.205749,0.89166516,1.2911814,0.8329038,0.97656703,0.82690805,1.3548466,1.1104593,1.1165339,0.52203584,1.0220983,0.7389674,1.070755,0.9789099,0.8792425,0.7111056,0.8118466,1.3248081,1.3274893,1.3889014,0.8241695,0.79458165,0.6242042,0.5388246,0.8265438,0.97205824,1.2005774,0.8911082,1.3182555,0.96297204,1.1898397,0.52948934,1.1190403
flower,0.82380015,1.0852525,0.994261,0.94670206,0.9812009,0.96769315,0.82879484,0.8042377,0.9918502,1.205097,1.001511,1.2330819,1.0912598,0.89036727,0.8616645,0.95739377,0.85124856,0.9601301,1.1524943,1.1777133,0.89053065,0.94134,1.0065892,1.0503643,1.0009216,1.2693515,0.97035843,0.89087003,1.1384804,1.062166,0.85269916,1.2642584,0.9423063,1.1591749,0.9328674,1.0458616,0.98022735,0.92178607,1.0942444,0.8859898,1.1592603,0.9488939,0.9441372,0.7284268,1.1525546,1.1802702,0.86764157,1.0515167,0.91259485,1.0012838,1.0712835,1.0246667,0.8789324,0.0,1.1639946,1.0955064,0.7437581,0.9599067,0.7218548,1.0797453,0.89725125,0.8576553,0.81769276,0.940047,0.9682798,0.9258393,1.0279769,1.0115939,0.9666181,1.0362564,1.0613236,1.0309702,0.9759039,1.1532402,0.92439,1.2076311,1.1089729,0.8273249,1.1430302,0.6449676,1.0397751,1.0499053,0.97810614,1.1104852,1.1691749,1.0483707,0.95243835,1.0061265,1.1676139,0.8133447,0.94645816,0.9824898,1.1047131,1.1973984,1.1776582,0.8599619,0.8253783,1.0927964,1.0618911,0.58723557,1.1598278,0.9091965,0.80038154,1.0166526,1.25848,1.1383609,1.1323432,0.85748,0.8607491,0.9801931,0.9883699,0.98209906,1.1346912,0.826477,1.0123116,1.0180376,1.2847583,0.9082142,1.1948614,1.2167559,1.2234497,1.0069821,0.9969913,1.1635057,1.1340078,1.1020749,0.98038214,1.0042034,0.9864336,1.1513264,1.1577634,0.90733624,1.0661544,1.1376984,0.8148227,0.86772794,0.9843201,1.0180413,0.97870505,1.1533374,1.0817475,1.0337054
foot,1.2235904,0.41287386,0.7797936,1.3083676,0.93377703,0.99565154,1.1185602,0.9405053,1.3115071,1.252508,1.2520678,0.7483833,1.1007743,1.1420827,1.1589074,1.2015371,1.152242,1.1595693,0.9525991,1.0897889,1.3398259,0.80841815,0.890215,1.1293988,0.60333216,0.77117467,1.0523323,0.8531208,0.9778564,1.0549966,1.1312103,1.0637766,1.2487454,1.1883738,1.122143,1.0298746,1.2706589,0.66080135,0.79893625,1.3865483,1.020173,1.1648605,0.8026657,1.0411426,1.1555239,0.81736624,1.071302,1.028339,0.93029225,0.9582703,0.287291,1.1528256,0.93865263,1.1639946,0.0,0.975042,1.2069169,1.0188851,1.3299086,0.50718385,0.5821464,1.2520545,1.0428579,0.82320344,1.1662099,0.4332677,0.6591736,1.2731633,1.0142784,1.1826141,1.1036701,1.2960799,0.9207509,0.9974261,1.2151214,1.0033404,0.5486964,1.1186528,1.1391584,0.86579084,1.1707431,0.6421644,0.98993194,0.74927557,0.9387266,0.64355725,0.808616,0.94258475,1.1859484,1.0031217,1.1399755,0.79464746,1.0927794,0.7235479,0.68695235,0.70644164,1.0067558,0.9945834,0.94999725,1.1715288,1.1539814,0.8809577,1.0517646,1.075913,1.0449861,1.3086156,1.0989411,1.0962873,1.1535548,1.1149285,1.0845131,1.0349905,0.63067335,0.6998795,0.97874206,1.2826469,1.2201495,1.1933016,0.5491111,1.1036513,0.9050641,0.55015993,1.2749264,1.0827384,1.0343896,0.6549059,1.1623902,1.052994,1.3455613,1.1265641,0.18322432,0.5499536,0.9111845,0.943994,1.1818781,1.2904365,1.1505256,1.1238133,1.1283495,1.061057,0.63945115,1.2374892
fork,1.2197467,0.9041771,0.92162037,1.1457672,1.4108412,0.92719907,0.95953834,0.7985631,0.93349284,1.1792682,1.4027121,0.61260074,1.3222308,1.3660778,0.8916522,1.3128028,1.1732361,0.9469624,0.6767653,0.7032682,1.1509696,0.81866944,0.57228935,0.84198916,0.8697553,0.67670166,0.9624256,1.0219665,0.92352486,1.1901397,0.9922941,0.6052727,1.3096828,0.8800026,0.93905413,0.8152627,1.4207718,0.95972085,0.5481167,1.4287326,0.7181284,0.9982885,1.1475161,1.0557356,1.0546794,0.8118999,1.2621299,0.86773676,1.3219767,1.3091085,0.90241915,1.0113469,0.69535893,1.0955064,0.975042,0.0,0.95415056,1.2381995,1.2999201,0.87550247,0.88212526,1.3247728,0.99474835,1.2125783,1.3309464,1.126415,0.87127435,1.3211036,1.1535275,0.9533647,1.3464947,0.8585353,1.309662,0.2648363,1.195829,0.51353997,0.9661036,1.240781,0.7451951,1.150242,1.075047,1.001373,1.0263412,0.8508357,0.65323627,0.6231916,1.0948831,1.0148702,1.0845793,0.7143296,1.3902247,1.3222716,0.8457912,0.58163,0.540277,0.92895234,1.1840081,0.72525066,1.2565783,0.90553325,0.7136531,1.0251098,1.0765185,0.97840834,0.7281438,1.119242,1.106411,0.79159427,1.0455325,1.2286187,0.581213,1.3773636,0.7513647,0.99778885,0.4683597,1.3454393,0.7932562,1.1625637,0.6811564,0.96291673,0.71259326,0.9223999,0.9500452,0.35271627,0.49722815,0.8457997,1.198659,1.392425,1.42871,0.7108537,0.8890187,0.7291639,0.48380703,0.6938417,1.0553404,1.2152067,0.9647965,1.2870866,0.94554806,0.6692636,0.7947496,1.0236453
frog,0.6451147,1.2485312,0.8826546,0.89611083,1.219688,0.8429489,0.7319547,0.75728667,0.9390309,1.2047569,1.1272085,1.063225,1.322477,1.0716615,0.17723835,1.1081614,0.8450223,0.7417407,0.98432297,0.86387175,0.96318376,0.76789105,1.0708356,0.83778656,1.1029786,1.2078863,1.076796,1.114774,1.1479453,1.2521408,0.87681806,0.91211677,1.2642114,0.8655954,1.0648,0.9587821,1.0809574,1.1150577,0.95855784,1.125026,0.8960733,0.8867443,1.1719389,0.89176655,1.2924225,1.2362351,1.092017,0.9635814,1.1541221,1.030289,1.1783729,1.0621508,0.5358615,0.7437581,1.2069169,0.95415056,0.0,0.887929,0.86414844,1.0995581,1.072634,1.0262105,0.7007504,1.1658131,1.0614815,1.1510535,1.0930761,1.1626055,1.2346072,1.0901966,1.1436908,0.8543661,1.1908108,0.9584867,1.2119222,1.0103937,1.223581,0.66541135,0.968662,0.9236014,1.0880758,1.1366334,0.8229388,1.1151055,1.0255883,0.9527991,1.1721861,0.9884427,1.3096068,0.34602737,1.1308193,1.2777202,0.9167814,1.0403126,1.0268478,0.9085211,1.0532786,0.94669527,1.0995897,0.6967277,0.8141526,1.082981,0.856066,0.9147575,1.0070469,1.261109,1.0763707,0.2620855,0.86462915,1.0349294,0.8482027,1.1607448,0.96677446,1.1694243,0.85323626,1.153858,1.099396,0.9813136,1.0897651,1.1196272,0.9845745,1.2489688,0.76925373,0.84657204,0.8636589,1.0671718,1.1641984,1.2105851,1.161119,0.7779701,1.169048,1.087263,0.99818355,1.0373335,0.70666337,0.9635918,0.9840281,1.1436713,1.082372,1.2046212,1.097814,1.1607586
giraffe,0.7360028,1.1308903,1.2746162,0.899403,0.72430915,1.0993106,1.1110297,1.0898726,0.9987003,0.96493804,0.66979533,1.3171973,0.86661017,0.8104095,0.9525869,0.705843,0.98763114,0.94388574,1.2722139,1.23658,0.90846294,1.0410526,1.1580119,1.2371225,1.1433588,1.380627,1.2362392,1.0921297,1.0203819,1.0543664,0.96387166,1.2620928,1.0057037,1.0469861,0.92371035,0.97420764,0.6993933,0.99459815,1.2593453,0.81759024,1.2679019,1.027739,0.93474466,0.87791514,1.1306328,1.2219958,0.95740896,1.1043432,0.72999454,0.89349306,1.0737814,1.0307442,1.0266237,0.9599067,1.0188851,1.2381995,0.887929,0.0,0.8527165,1.176416,1.1214924,0.7339754,0.9948542,1.0270442,0.9352148,0.89094454,1.2604084,0.80779636,0.9696606,0.96842134,0.9523493,1.1144551,0.86064863,1.1566347,0.91313493,1.271677,0.9580413,0.97283816,1.08643,0.9173366,1.0280557,1.069226,0.95406365,1.2034484,1.2142775,1.208775,1.0401906,1.1535434,1.1319976,1.0577992,0.7453426,1.0053626,1.0893985,1.2513272,1.2507024,1.1910883,0.96201426,1.126411,0.6856359,1.0775663,1.1581026,1.1450905,0.95223224,1.1033372,1.2096622,1.0688871,0.84599197,1.0523903,0.7894386,1.0344983,1.0465175,0.9502554,1.0667672,1.1492522,1.1474855,0.84827995,1.1235547,0.8369254,1.273993,0.93394303,1.289846,1.0777608,0.9559423,1.1191845,1.1302872,1.1527233,0.99211824,0.97556454,0.80087006,1.2062364,1.0872104,1.2227254,1.1970768,1.1638777,0.93435603,0.83055705,1.0168829,0.888463,1.1411898,1.1914601,1.2182019,1.0118277
glass,0.7304706,1.2677829,1.2411349,0.59305835,0.7145395,1.0337852,0.8441635,1.1183525,0.8089646,0.8619123,0.7643644,1.4785627,0.90356153,0.70033777,1.0031103,0.8157774,0.80629414,0.9624455,1.3707732,1.2427633,0.7590929,1.2806792,1.2847797,1.0985956,1.1858103,1.4970071,0.9673288,1.1458453,1.0423672,1.1153452,0.97163594,1.2968192,0.76245534,0.922928,0.83738565,1.1710628,0.7358847,1.2160976,1.4873121,0.5888979,1.2520115,1.0005571,0.94240355,0.9604484,1.0293936,1.3626354,0.775406,1.0001099,0.89326024,0.7320119,1.265684,0.8506799,1.136962,0.7218548,1.3299086,1.2999201,0.86414844,0.8527165,0.0,1.2668492,1.2922575,0.75218534,0.9322767,0.84457,0.6666217,0.91499895,1.2967457,0.7996273,0.74285835,0.88458294,0.8482908,0.7842263,0.91085196,1.258728,0.8380464,1.3761221,1.160689,0.7910971,1.1028088,0.78326964,0.89314204,1.1095896,1.0338947,1.3379798,1.3573234,1.3599641,0.91799086,1.1492491,0.9573895,1.1262884,0.7632077,0.9836487,1.0728114,1.4751911,1.488038,1.1829659,0.9533881,1.230637,0.8428431,0.72431225,1.1060295,1.010719,0.98836225,1.0245712,1.3376597,0.85148084,1.011053,1.0722126,0.84782684,0.8123796,1.13692,0.77611697,1.3647547,1.0860865,1.2228409,0.62586457,1.0441566,0.7400405,1.5257349,1.0172075,1.3742131,1.329606,0.7361686,1.1823497,1.2421025,1.3327417,0.9219411,0.7893406,0.63802195,1.1969417,1.3955616,1.3097107,1.2823,1.339491,0.92916447,0.6422164,0.8957977,0.8461553,0.97085655,1.2609332,1.4054173,0.80393064
glasses,1.3350614,0.2870499,0.585369,1.2336707,1.1826695,0.8817343,1.0267006,0.8789031,1.3292856,1.3358166,1.3207414,0.6771161,1.3167844,1.2183855,1.0820186,1.3018657,1.1211108,1.1801362,0.7755568,0.9414829,1.3604321,0.7973687,0.9130904,1.0123578,0.49453533,0.7355927,1.0682352,0.970181,0.95689714,1.1888583,1.2417305,0.8861052,1.2035865,1.1722798,1.0936911,1.10543,1.3120825,0.76375055,0.62268317,1.441724,0.8981779,1.1858461,0.86268294,1.1144412,1.1405143,0.8917581,1.1628253,0.9875095,1.0954947,0.6763247,0.3406756,1.1484329,0.8659816,1.0797453,0.50718385,0.87550247,1.0995581,1.176416,1.2668492,0.0,0.6384655,1.303734,0.9598107,0.6077472,1.2814327,0.69904935,0.36491978,1.2095497,0.98366916,1.2056782,1.0565263,1.2225809,1.1234082,1.0031677,1.2640221,0.88079,0.9286515,1.0297185,1.1511921,1.0448513,1.197963,0.3678217,1.0477347,0.47724712,0.9971047,0.5200643,0.5922451,0.85563016,1.2604551,1.062727,1.2237916,0.993029,1.1909869,0.61745244,0.5774523,0.63500166,1.1117332,0.9921009,1.1604308,1.1451236,1.0938847,1.026735,1.0274875,1.1113399,0.9902949,1.3374104,1.0944887,1.0113995,1.1650156,0.9802291,1.0111616,1.0765755,0.8091247,0.7785747,1.0080287,1.3173358,1.230929,1.3106242,0.43849903,1.1334333,0.81467783,0.83359194,1.2439693,1.0509276,0.9989655,0.71515703,1.2404455,0.99530995,1.4009624,0.9760245,0.28283787,0.40560699,0.75301003,1.0255026,1.1039813,1.3046618,1.1426344,1.2416735,1.1480936,1.1101017,0.41135526,1.1693981
glove,1.1886433,0.5440668,0.71135086,1.2714345,1.0723155,0.8371357,0.8872438,0.86450297,1.1251303,1.4034743,1.2481169,0.7088097,1.1931803,1.0329057,1.124676,1.1181849,1.1162763,1.1996912,0.7490308,0.88367116,1.214987,0.7510313,0.93215024,0.83554053,0.7956186,0.6656214,0.9845743,0.84829736,1.0056362,0.96775323,1.1416562,0.96680677,1.3189288,1.059236,1.1224355,0.983042,1.2713988,0.78713083,0.717348,1.3546997,0.78510404,1.0730212,0.83611757,0.68714833,1.227205,0.87441266,1.0446397,0.9134318,1.1317524,1.278697,0.49384028,1.2086992,0.7513687,0.89725125,0.5821464,0.88212526,1.072634,1.1214924,1.2922575,0.6384655,0.0,1.2659385,0.827495,1.0507597,1.2131081,0.6939013,0.50266045,1.3535777,1.1773897,1.2058955,1.0498883,1.0262872,1.050322,0.98695767,1.216448,0.94641817,0.68083155,1.026078,1.0495845,0.586565,1.2077321,0.8980989,1.0440716,0.7579246,0.7277733,0.5323583,0.88070166,0.9507293,1.2924476,0.966799,1.0457338,0.8718612,1.1813132,0.7403769,0.7086965,0.6468624,1.0710071,0.64034575,1.0895036,0.9906113,1.1281202,0.92879426,0.92813694,1.0229847,0.9002475,1.3701851,1.0187498,0.9871112,1.1953965,1.1839062,1.012813,1.0167804,0.62843275,0.4943602,0.85927916,1.4866724,1.2316461,1.1399565,0.5500146,1.2034992,0.7257633,0.39613175,1.2607615,1.0892544,0.9670905,0.73692983,1.131644,1.0870547,1.4377527,0.8884388,0.5506619,0.5833944,0.74020445,0.7450808,1.0180465,1.2755811,1.2009153,1.3001877,1.044463,1.0176073,0.52676165,1.2401727
grass,0.6210489,1.2473933,1.4157928,0.80994105,0.6781124,1.2596444,1.2098321,1.3111236,1.0363423,0.6817019,0.42892903,1.2662548,0.54555833,0.6755281,1.0692028,0.44925582,0.7381363,1.027239,1.4393399,1.3965023,0.83980703,1.3550494,1.1511886,1.3830343,1.107285,1.363104,0.8342421,1.0764258,0.7325672,0.9028733,1.152981,1.4110088,0.72558355,1.2401284,0.7036812,1.239475,0.44692647,1.2102556,1.371171,0.503691,1.4706844,1.154148,0.6647512,1.070542,0.8771489,1.129523,0.72207516,1.2997322,0.8474014,0.8906329,1.3537486,0.8267267,0.9972593,0.8576553,1.2520545,1.3247728,1.0262105,0.7339754,0.75218534,1.303734,1.2659385,0.0,1.1369874,0.93064487,0.89684653,1.0717369,1.3678801,0.62677443,0.7941202,0.7493572,0.77284414,1.2400346,0.6797466,1.3307126,0.7254565,1.4276056,1.0837401,0.9370655,1.3595817,0.99015635,0.7753141,1.1861503,1.2424082,1.2952375,1.355202,1.4198956,0.94171333,1.2561129,0.9089695,1.0965413,0.53109723,0.73967284,1.0593709,1.310124,1.338217,1.0844822,0.99125797,1.1377703,0.61030704,0.8219929,1.3152587,0.9559275,1.0871286,1.1284075,1.3748542,0.8779524,0.71889544,1.1662872,0.97759765,0.9641391,1.1882772,0.7243633,1.2479212,1.0482836,1.2905693,0.59175026,1.1141376,0.6424306,1.3608177,0.6340875,1.4314332,1.1989895,1.0603242,1.4175689,1.1241349,1.2974827,0.8423771,0.71166587,0.46709365,1.3533928,1.3948584,1.2778943,1.3011365,1.3266497,1.0073535,0.69890094,0.82572436,0.6758143,0.8880584,1.200597,1.3026026,0.86277914
gum,1.2721034,1.0440731,0.62554747,0.864865,1.3091063,0.5178117,0.5050216,0.66760695,0.74662185,1.387176,1.2816248,0.9283931,1.424356,1.0965879,0.9132207,1.1853135,0.840446,0.61693335,0.7371604,0.53712744,0.7596326,0.7681623,1.1539748,0.5799273,1.093542,1.0934421,1.1546968,0.8804066,1.4051912,1.315939,0.89081997,0.7827513,1.4436158,0.67495906,1.1295459,0.8210237,1.2206953,0.7907189,0.6711305,1.2536972,0.6077035,0.55776167,1.4509048,0.89209044,1.5154638,1.1319065,1.2921375,0.6557157,1.1379712,1.1909999,0.8377701,1.206265,0.7899433,0.81769276,1.0428579,0.99474835,0.7007504,0.9948542,0.9322767,0.9598107,0.827495,1.1369874,0.0,1.2855686,0.96348226,0.9023558,0.9518861,1.3776469,1.4155071,1.3442652,1.3491753,0.67296076,1.3057094,0.99870163,1.3888427,1.0610067,1.3038851,0.6561156,0.9085892,0.738732,1.3097494,0.9886975,0.7948437,0.7812457,0.9729289,0.79557645,1.1196314,0.711498,1.4343486,0.84204745,1.2327323,1.3973088,0.8285576,0.8803133,0.8555996,0.897752,0.8553493,1.0064746,1.1171174,0.9979524,0.62117565,1.2046106,0.7624156,0.94472355,0.8487624,1.4727125,1.1851591,0.87535155,0.9493623,1.1785971,0.8140821,1.4319857,0.957219,1.0735728,0.71750844,1.2302747,1.0281827,1.1412983,0.87222564,1.3403177,0.8589164,1.1226401,0.835608,0.8745379,0.8425964,0.7386527,1.3536568,1.4122274,1.2424486,0.41095698,0.89328736,0.7964167,0.74541616,0.9643793,0.35577238,0.68822014,1.1619649,1.2331282,1.2152199,1.3632853,0.76322913,1.3446188
hair,0.95186913,0.72831714,1.1139001,0.9762768,0.7149868,1.1992316,1.218976,1.2177091,1.2710544,1.0079684,0.84825784,1.2185241,0.90990466,0.7761167,1.1328398,0.96963847,0.9530183,1.1821846,1.2847676,1.4096658,1.1975441,1.1977628,1.1564888,1.3529156,0.81288064,1.2024102,0.96050864,1.1094955,0.8292306,1.0322751,1.0816343,1.3223698,0.7237067,1.2690837,0.9113332,1.1801805,0.79054785,1.0163677,1.2879546,0.92703784,1.3833798,1.1958166,0.53443563,0.9821232,0.93766177,1.1811646,0.64036703,1.1812167,0.8694447,0.34612882,0.84651345,0.90295804,1.2376684,0.940047,0.82320344,1.2125783,1.1658131,1.0270442,0.84457,0.6077472,1.0507597,0.93064487,1.2855686,0.0,0.97863555,0.72570086,0.5542207,0.8103146,0.5429486,0.97187597,0.7004777,1.2703927,0.790283,1.2414644,0.94079196,1.2967894,0.962722,1.0064179,1.234068,0.97345036,0.9058852,0.6980717,1.1296132,1.0729036,1.3337944,1.1477323,0.64399797,1.1598765,1.0021099,1.2543157,0.79284126,0.76091665,1.2440504,1.2222596,1.213446,0.9546259,1.0282373,1.2549727,0.9127823,0.98874766,1.3198192,0.870206,1.1013784,1.0970428,1.2937819,0.9871145,1.0578401,1.1480521,1.0450082,0.4401213,1.1939119,0.5786021,1.162442,0.82960606,1.3196542,0.9042132,1.2316262,1.0036026,1.1176336,1.0497726,1.1876875,0.9645435,1.1078966,1.2329252,1.3297312,1.1274673,0.91565573,0.5468363,0.8845136,1.4028487,0.86095977,0.9823163,1.2826152,1.3303312,1.2467476,1.1045249,0.96811426,0.91514856,1.0533239,1.1397436,1.0598823,0.90347123
hamburger,0.8910633,1.2007939,1.0370386,0.78725916,0.7600811,0.93565893,0.8797896,1.0013201,0.9743757,0.8873675,0.9076568,1.371335,0.85957074,0.8864716,1.1134167,0.94226366,0.8659117,1.1090217,1.2485807,1.1177346,0.8573188,0.95655763,1.2695024,0.9526775,1.2057737,1.3206035,1.0712074,0.59320617,1.1847312,1.0401398,0.75546986,1.2847192,0.93616545,1.0045196,1.0602115,0.97901523,0.8930348,0.85575116,1.3860216,0.8345781,1.03837,1.009897,1.0368966,1.0119087,1.081282,1.1840494,0.9186604,0.89616215,0.8803202,0.8832575,1.1552184,1.0781157,1.2847726,0.9682798,1.1662099,1.3309464,1.0614815,0.9352148,0.6666217,1.2814327,1.2131081,0.89684653,0.96348226,0.97863555,0.0,0.84836346,1.2648442,0.89507955,0.9462022,0.9842479,0.92029786,0.8236834,0.89419967,1.273867,0.97289246,1.3532348,1.0572027,0.7637076,0.98833865,0.6675096,0.99760175,1.1109525,0.5619103,1.249354,1.2359525,1.3307338,0.95833915,0.64048576,0.92089,1.1564002,0.9234834,0.93986547,1.0138987,1.3858995,1.3979211,1.1168792,0.7551476,1.270082,0.92725396,1.1106317,1.0451621,0.99887186,0.63738525,0.9366036,1.2014427,0.88251555,1.0658125,1.1874477,0.8791106,0.9286675,1.184093,0.90878093,1.3164853,1.1635315,1.2125177,0.8019238,0.96676046,0.9553132,1.395456,1.0714647,1.173124,1.1849797,0.8195996,1.1468362,1.2079993,1.1551921,0.9538746,0.89229757,0.74612725,1.1348269,1.2521055,1.2784061,1.3189414,1.2372129,0.90285873,0.747748,1.0915823,0.867349,1.0678016,1.2155828,1.3367623,1.064386
hand,1.0842141,0.6459016,1.0114747,0.8910181,0.5860652,1.0823019,1.1580831,0.91428524,1.205551,1.1500233,1.0193114,1.2548537,0.9774562,0.8027183,1.1603112,1.0106272,0.999915,1.0540478,1.335181,1.3029838,1.1327684,0.9087824,1.1603127,1.221048,0.85501564,1.237251,1.123691,0.7156024,1.0763899,1.1325532,1.0439013,1.3152685,1.1180036,1.1867158,0.8870538,1.1109209,1.0078976,0.6036316,1.2141961,1.153606,1.2405926,1.1337703,0.83660424,0.91244304,1.1636349,1.0815094,0.84556055,1.0696757,1.0007267,0.79650986,0.38586748,1.0931739,1.1285722,0.9258393,0.4332677,1.126415,1.1510535,0.89094454,0.91499895,0.69904935,0.6939013,1.0717369,0.9023558,0.72570086,0.84836346,0.0,0.9297051,1.0708225,0.84195614,1.0837426,0.96715933,1.1691806,0.77948207,1.1323588,1.0911142,1.3486557,0.62319016,0.99102646,1.2079687,0.48732543,1.1724489,0.66308165,0.94047326,1.0856798,1.202121,0.93547875,0.5380955,0.97190535,1.128673,1.1724024,0.858625,0.78611314,1.1183566,1.2099226,1.1543918,0.82946026,0.7912278,1.1897748,0.7699549,1.0486912,1.2113479,1.006656,0.83707523,1.1215117,1.291186,1.1896641,1.0684556,1.2111163,0.9892272,1.0131204,1.1784351,0.754076,1.0413675,0.8290148,1.160247,1.150999,1.187215,1.0503986,1.0909175,1.115141,1.3223205,0.7560662,1.0430175,1.1835098,1.2104768,0.9495188,1.1767626,0.7979584,1.0280991,1.2535862,0.56229246,0.83953387,1.0667152,1.2123048,1.0909271,0.8965004,1.1236553,1.0634494,1.1563549,1.292439,1.0339675,1.1161573
hat,1.3045714,0.4947933,0.5416837,1.3134412,1.278107,0.71290636,0.8217899,0.985734,1.2211484,1.3164852,1.3239452,0.582644,1.319089,1.2695518,1.1050007,1.3135583,1.1299546,1.1682752,0.62188417,0.74794006,1.32245,0.853981,0.93466043,0.82111126,0.6606294,0.5831695,1.002017,1.0322189,0.89508235,1.0534947,1.1827952,0.79386616,1.2194569,1.0257506,1.2027993,0.9911882,1.2962286,0.9200821,0.6104978,1.3958738,0.7223932,1.0238886,0.79927576,0.9499878,1.1562005,0.89850795,1.1983709,0.8062418,1.1711537,0.9632858,0.50593096,1.175815,0.86373436,1.0279769,0.6591736,0.87127435,1.0930761,1.2604084,1.2967457,0.36491978,0.50266045,1.3678801,0.9518861,0.5542207,1.2648442,0.9297051,0.0,1.2765354,1.001736,1.258596,1.0332354,1.1478509,1.1984106,0.93070287,1.3088057,0.7786094,1.0461289,0.9859417,1.0303874,1.0120404,1.1675311,0.6940556,1.0456002,0.5354793,0.81419766,0.5799925,0.8736156,0.825263,1.1979606,1.0483987,1.2734406,1.0250056,1.1578883,0.607811,0.59711814,0.72822165,1.220192,0.78121066,1.2320927,1.1681042,1.014202,1.0102826,0.97415775,1.0230398,0.76552355,1.3098488,1.1024672,0.9645709,1.2593771,0.8999646,0.939143,1.1292543,0.71889734,0.72384524,0.8581608,1.3722892,1.1074299,1.2353582,0.41745818,1.1590139,0.55305034,0.71338135,1.2581967,0.9510493,1.0578012,0.6612957,1.1533097,1.0410404,1.4491365,0.8141714,0.45246452,0.5629165,0.77950174,0.8580353,1.0505407,1.3536859,1.148085,1.2670584,1.1763475,0.9657583,0.46045732,1.1955303
helicopter,0.74886304,1.2048355,1.4263914,0.8875135,0.5813745,1.3432283,1.3101737,1.3247405,1.0057245,0.7350703,0.5759621,1.3728076,0.59841424,0.8107603,1.1186899,0.7498604,0.9712262,0.99932206,1.3998855,1.4453087,0.8586614,1.3400197,1.1202414,1.3287778,1.0660076,1.286481,0.91684735,1.0984489,0.9694218,0.6475069,1.0823921,1.318932,0.39825153,1.1414294,0.8833969,1.2179928,0.57240283,1.2930994,1.4466927,0.46435356,1.4203981,1.1541657,0.85768855,1.0639331,0.6551702,1.0914373,0.8007562,1.2565019,0.75958514,0.6946798,1.3081396,0.7728392,1.3737876,1.0115939,1.2731633,1.3211036,1.1626055,0.80779636,0.7996273,1.2095497,1.3535777,0.62677443,1.3776469,0.8103146,0.89507955,1.0708225,1.2765354,0.0,0.5900483,0.65388465,0.68158937,1.17991,0.78675157,1.2226517,0.4981898,1.2398661,1.0239707,1.1139263,1.1450317,1.1153865,0.5102197,1.1310242,1.1953213,1.3346806,1.3152112,1.4085419,0.9126507,1.2746294,0.74137384,1.2663345,0.75227106,0.8172809,1.0592418,1.4033228,1.4186014,1.1703172,0.99895155,1.2428843,0.8768592,1.0292709,1.2835683,1.0839423,1.176709,1.0434506,1.2201396,0.6404167,0.9267375,1.2192357,0.9297759,0.77097106,1.1100535,0.7169754,1.2708101,1.1485169,1.3199757,0.5106971,1.0321083,0.64803934,1.4459953,0.84076744,1.3974347,1.2440702,1.0632956,1.2164742,1.2608379,1.3938131,0.52477515,0.6445168,0.42998475,1.3837403,1.3729099,1.3819153,1.3257668,1.3223071,1.1834551,0.8512131,0.9568079,0.5025029,1.0039272,0.8122326,1.3946911,0.7587728
