,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sandwich,0.8564347,1.1730076,1.0539993,0.85450417,0.9168195,1.0893741,1.0147059,0.600402,0.98045474,1.0367839,1.032834,1.258112,1.0426219,1.0303485,0.9248548,0.96912724,0.8716947,0.96275043,1.2024616,1.1262975,0.92488307,0.62551564,1.0148515,1.1218282,1.0181452,1.2979581,1.0390223,0.98214144,1.2369682,1.1791788,0.8171785,1.1979651,1.0062294,1.0295789,0.9855326,0.7740039,1.0201653,0.8667805,1.1288618,0.9608375,1.1830046,1.0388631,1.1683904,1.056844,1.0943737,1.0394647,1.0352553,1.1322963,0.91658354,0.94522613,1.1591576,1.0020424,0.99173105,0.8607491,1.1535548,1.0455325,0.86462915,0.7894386,0.84782684,1.1650156,1.1953965,0.97759765,0.9493623,1.0450082,0.8791106,0.9892272,1.2593771,0.9297759,1.0226052,0.88880694,1.0688989,0.9282981,0.95264494,0.97800195,0.9791669,1.2213725,1.0620556,0.83229136,1.0875299,0.8860622,1.0232835,1.0542705,0.8218076,1.2165763,1.2494845,1.1626362,1.0529016,1.063754,1.0518094,0.99258536,0.9982127,1.0662838,1.0730176,1.2184203,1.1770673,1.0662104,0.6653509,1.1856961,0.9816431,0.9466304,0.95326865,1.1251628,0.92602825,1.0059749,1.1446927,0.98025644,1.1402458,0.9832715,0.0,0.9831433,0.989625,1.0526519,1.1065239,1.1689291,1.0268215,0.8817637,1.0923345,0.9164308,1.2513415,1.1308005,1.2591615,1.1652492,0.87210774,0.9678677,1.0874872,1.1431149,1.0060966,1.0437664,0.9233399,1.1151519,1.2026372,1.1113497,1.134327,1.2315518,0.891217,0.80817723,1.0204805,0.9764094,0.9887219,1.0745517,1.2376362,1.0628294
scarf,0.974029,1.1199665,1.1041337,0.96215767,0.811458,1.1481534,1.1480657,1.2411602,1.0155381,1.0177538,0.8130847,1.1846341,0.9402999,0.76158375,0.9952884,0.94752014,1.0940073,1.034575,1.1246227,1.1800058,0.98440665,1.2044628,1.1716381,1.0892912,1.0924037,1.1646967,1.0524628,1.1566267,1.1129477,0.92528427,1.01805,1.1514645,0.6741115,1.0329162,1.0752354,1.0409073,0.72130287,1.2017307,1.2203308,0.8447346,1.1490183,1.0917044,0.8739901,0.8598937,0.92500156,1.1923213,0.6021862,1.139985,0.8671909,0.49541807,1.0928011,0.95640624,1.205749,0.9801931,1.1149285,1.2286187,1.0349294,1.0344983,0.8123796,0.9802291,1.1839062,0.9641391,1.1785971,0.4401213,0.9286675,1.0131204,0.8999646,0.77097106,0.7794454,1.0312902,0.6861726,1.0217175,0.87371033,1.2161996,0.8549213,1.1821021,1.1626272,1.0275451,1.0699997,1.0748954,0.8927499,0.9391709,1.106441,1.1276361,1.2299972,1.2019787,0.998629,1.1562939,0.95543015,1.1138235,0.8342012,0.90412426,1.1521609,1.216723,1.2260286,1.1448342,1.0267297,1.2282488,0.9917309,1.087179,1.1545389,0.8497429,1.1290791,0.9502824,1.1006789,0.90465355,1.1841118,1.0093619,0.9831433,0.0,1.1574652,0.6131538,1.1958784,1.0042309,1.2147276,0.7797287,1.1080725,0.9638771,1.1985836,1.2010064,1.076936,1.145542,1.0757166,1.114882,1.2387463,1.0956169,0.8041332,0.6170908,0.7953634,1.1679581,1.1203635,1.1320314,1.2468175,1.1977639,1.0250416,0.94406533,0.93419933,0.84643626,1.0802218,1.0462596,1.1457436,0.878031
scissors,1.0307508,1.1067454,0.9685769,0.9986113,1.191123,0.9820399,0.9433454,0.883813,0.816357,1.0124454,1.2604237,0.8459375,1.2057147,1.1434916,0.91098446,1.2368906,0.91026187,0.8141825,0.75289714,0.7346807,0.9153206,1.051272,0.7115072,0.76396286,1.0319197,0.9781267,1.1142645,1.0317945,1.0736606,1.0780363,1.0130051,0.80068153,1.2391814,0.80366457,0.8979656,0.8623795,1.255309,1.0883019,0.6307574,1.1299553,0.74877155,0.9473582,1.3161283,1.0762104,1.1453154,1.0485927,1.2134588,1.0140773,1.192277,1.2262063,1.1289697,0.99377716,0.89166516,0.9883699,1.0845131,0.581213,0.8482027,1.0465175,1.13692,1.0111616,1.012813,1.1882772,0.8140821,1.1939119,1.184093,1.1784351,0.939143,1.1100535,1.0968306,0.7353356,1.1898608,0.930138,1.1926882,0.42072523,1.0702631,0.740604,1.0737563,1.1424181,0.83095217,1.053776,1.0715393,1.0900365,0.99415004,0.9243329,0.8736863,0.80810565,1.1148993,1.0323142,1.1063173,0.9217788,1.2109708,1.320991,0.94271225,0.7760942,0.7266369,1.0470526,1.1445404,1.1245146,1.154348,1.0076478,0.7672305,1.1963866,1.1319396,0.78971064,0.815714,1.1166786,1.1220633,0.8431872,0.989625,1.1574652,0.0,1.2837541,0.741977,1.1309766,0.35300767,1.1297467,0.7554811,0.933655,0.88594985,1.063163,0.8103575,0.93354285,1.0333558,0.50840515,0.7483713,1.0013947,1.1389713,1.2770305,1.1201004,0.67248106,1.0681808,1.0781983,0.4967175,0.8980369,0.8085743,0.8990311,1.1071142,1.1119343,1.1695594,0.7300168,0.8706899,1.160636
shirt,0.6750401,1.0252218,1.4087021,0.8439802,0.3712958,1.433658,1.374146,1.3278426,1.2242016,0.7472645,0.54981655,1.4021077,0.6603174,0.33251244,1.0943829,0.6488751,0.92842376,1.1897975,1.4809805,1.5892282,1.0623192,1.4027867,1.218435,1.467179,1.1626439,1.3315709,0.959334,1.0864627,0.74355674,0.84657925,1.1316397,1.477169,0.5881747,1.3273603,0.7734475,1.3110447,0.5555885,1.1679146,1.525029,0.6650779,1.5344433,1.2096647,0.5546585,0.89935964,0.791384,1.1982443,0.21958339,1.3783574,0.7385206,0.6358609,1.1686397,0.76837933,1.2911814,0.98209906,1.0349905,1.3773636,1.1607448,0.9502554,0.77611697,1.0765755,1.0167804,0.7243633,1.4319857,0.5786021,0.90878093,0.754076,1.1292543,0.7169754,0.6230062,0.84526116,0.28800058,1.267767,0.35741115,1.3141998,0.69363946,1.4523429,0.76317203,1.141569,1.2973502,0.8798439,0.8921871,0.9993183,1.2216375,1.3616407,1.2846649,1.2895826,0.7252164,1.3208463,0.8073585,1.2586656,0.26647663,0.3428055,1.2224839,1.4530914,1.4567146,1.0902271,1.0384263,1.268094,0.7502428,0.9421903,1.409329,0.6766881,1.1923367,1.032781,1.3990821,0.7539277,0.81609285,1.1857916,1.0526519,0.6131538,1.2837541,0.0,1.2541921,0.6909662,1.4406123,0.800205,1.1900439,0.81752634,1.4133615,0.8405525,1.3659997,0.8365067,1.1700914,1.4033767,1.3916813,1.3325477,0.81011087,0.16702038,0.6131965,1.5431521,1.2208645,1.2751145,1.4134732,1.2364794,1.3482171,0.94247764,0.99647,0.8088102,0.9594474,1.1564205,1.336273,0.82797277
shoe,1.0662553,0.8188345,0.8665115,1.2676907,1.3056842,0.9618194,1.0638512,0.9569908,0.9729025,1.2459984,1.29349,0.60912764,1.1895006,1.2082756,1.0110074,1.1974707,1.1310567,1.0072434,0.76787174,0.8079295,1.0994431,0.8907777,0.8733252,0.8978159,0.7397704,0.64006096,0.8072747,1.0515201,0.9225389,0.9935159,1.1119691,0.7604083,1.2582619,0.9476509,1.0676142,0.96756387,1.3125991,0.9781886,0.7195027,1.2052227,0.822801,0.98956656,1.0183219,0.9482314,1.2117004,0.79131854,1.2652667,1.0388234,1.0555217,1.2240803,0.8271034,1.0740309,0.8329038,1.1346912,0.63067335,0.7513647,0.96677446,1.0667672,1.3647547,0.8091247,0.62843275,1.2479212,0.957219,1.162442,1.3164853,1.0413675,0.71889734,1.2708101,1.0955323,0.9308849,1.1512955,1.0611701,1.0829849,0.72134227,1.2549671,0.8030757,0.87654287,1.1585304,0.9636879,0.9992969,0.90927994,0.95068043,1.0896888,0.87787175,0.7021325,0.6557314,1.0967234,1.1008286,1.1117909,0.8468046,1.2151935,1.0425321,0.9649526,0.6583176,0.67154765,0.80404806,1.1310737,0.78613085,1.0718055,1.0827528,0.97636396,1.053818,1.1379716,0.8240778,0.7384534,1.2849772,1.017197,0.9415848,1.1065239,1.1958784,0.741977,1.2541921,0.0,0.8111316,0.768921,1.2810394,0.98167664,1.0398852,0.4871087,1.0223769,0.7445874,0.6405127,1.2180867,0.8446817,0.7974649,0.8318548,0.95189464,1.2152342,1.4137298,0.8232145,0.6923756,0.7802097,0.79149604,0.73186976,0.99212265,1.1715441,1.1448615,1.1233217,1.0226874,0.7614539,0.72728145,1.2681996
shorts,0.9623106,0.65775,1.0812831,1.2572002,0.9406862,1.1860584,1.1215224,1.1102386,1.1393754,1.2542596,1.0056691,0.90043277,0.9420286,0.7926679,1.1180964,0.8632377,1.044451,1.1397235,1.0774031,1.2929746,1.1465274,1.1151469,0.90455776,1.172531,0.7352869,0.8386675,0.831911,0.953005,0.8443324,0.8563285,1.1918132,1.2438191,0.9167345,1.3017151,0.8753547,1.1919706,1.0298036,0.9057117,1.0459322,1.0519902,1.142482,1.1119398,0.63919157,0.75467116,1.0221059,0.86634636,0.6165632,1.2349983,0.7994194,1.0820677,0.82374024,0.97826993,0.97656703,0.826477,0.6998795,0.99778885,1.1694243,1.1492522,1.0860865,0.7785747,0.4943602,1.0482836,1.0735728,0.82960606,1.1635315,0.8290148,0.72384524,1.1485169,0.8443149,1.1083839,0.8097482,1.1277069,0.62450874,1.1723629,0.9193811,1.2173055,0.7389008,1.1734767,1.1734755,0.7921664,1.0236506,0.96997285,1.2280447,1.040293,0.9203576,0.82303923,0.81923056,1.21741,1.0193133,0.94865465,0.65942055,0.44873822,1.1704196,0.9947304,0.9905705,0.6704587,0.9857078,0.9185463,1.0398101,0.92931217,1.3337746,0.51724505,1.14556,0.9810528,1.1376407,1.1207591,1.1056402,1.0787157,1.1689291,1.0042309,1.1309766,0.6909662,0.8111316,0.0,1.1772721,1.1991732,1.357781,1.0701216,0.8608969,1.1208874,1.0165946,0.4532106,1.2974032,1.3242607,1.2007891,0.90068847,0.90822434,0.7768545,1.1528018,1.2344295,0.8390072,0.7201887,1.0828086,0.87019336,1.2443439,1.2388035,1.1193318,1.065179,0.9457735,1.00266,0.8616076,1.0681367
shovel,1.2197533,1.0428779,0.78788817,1.0672282,1.3667314,0.7350333,0.7268469,0.7708942,0.8027026,1.1665429,1.3618941,0.7129384,1.2909929,1.3053517,0.92125016,1.3054793,0.97884667,0.8657036,0.6496616,0.5447235,0.9172576,0.8894657,0.5041778,0.5547148,1.0292152,0.7646905,1.2306035,0.92332107,1.2251562,1.0714858,0.97031116,0.689661,1.3853099,0.70643735,1.1849045,0.7519204,1.3588381,1.0041457,0.5280835,1.2952638,0.5387102,0.8678347,1.4336123,0.95854294,1.1836812,0.8984711,1.3380684,0.73472536,1.2750908,1.3807049,0.950145,1.153132,0.82690805,1.0123116,0.97874206,0.4683597,0.85323626,1.1474855,1.2228409,1.0080287,0.85927916,1.2905693,0.71750844,1.3196542,1.2125177,1.160247,0.8581608,1.3199757,1.3758104,0.91798925,1.3420367,0.8134552,1.3648227,0.3649323,1.183625,0.61905456,1.0197822,0.9368186,0.68517053,1.0106964,1.270497,1.0755837,0.99564207,0.84462225,0.7379199,0.67748713,1.2235428,0.87567323,1.1682599,0.8452247,1.3844831,1.3583848,0.9071527,0.6513525,0.58341783,1.0224816,1.0893748,0.8920938,1.2770095,1.0174184,0.6069088,1.156792,0.9142778,0.8652469,0.76725876,1.2010531,1.1588534,0.8489661,1.0268215,1.2147276,0.35300767,1.4406123,0.768921,1.1772721,0.0,1.2420592,0.7473596,1.0124269,0.764081,1.192765,0.6753138,0.88594913,0.9024244,0.3462783,0.63743126,0.7811649,1.1862974,1.4408113,1.3339462,0.54792285,0.9222839,0.8999024,0.49016434,0.76175773,0.7501364,0.9539527,1.1529385,1.292208,1.202652,0.7091352,0.80978763,1.2868774
shower,0.7027549,1.2745547,1.3993527,0.86141086,0.64682096,1.2765578,1.2094439,1.3688475,0.916705,0.48947453,0.5071963,1.3482274,0.5657611,0.8041676,1.1300429,0.6656386,0.9678736,1.0321453,1.3801407,1.3415191,0.7649932,1.3908913,1.200351,1.2558985,1.0690178,1.3240426,0.9631333,1.1904591,0.9885564,0.7854306,1.1292859,1.233751,0.48959136,1.0975343,0.93703145,1.1884226,0.5204365,1.3385623,1.415618,0.3589872,1.339793,1.0932062,0.92324364,1.0749338,0.67101383,1.1251789,0.87806976,1.1989061,0.72327435,0.74339294,1.328413,0.9467646,1.3548466,1.0180376,1.2826469,1.3454393,1.153858,0.84827995,0.62586457,1.3173358,1.4866724,0.59175026,1.2302747,0.9042132,0.8019238,1.150999,1.3722892,0.5106971,0.7066388,0.73061895,0.74867046,1.0925925,0.7451037,1.2299645,0.60065675,1.2131087,1.0935311,1.038146,1.1903741,1.1653092,0.7265197,1.1955271,1.1830193,1.2931788,1.2641804,1.5014478,1.0827978,1.2456174,0.5635946,1.2732784,0.68644315,0.81811714,1.0168227,1.3412883,1.3668867,1.264585,1.0136353,1.264769,0.73012596,1.066602,1.1786418,1.0469954,1.2130142,1.0197078,1.186863,0.5226497,0.9935744,1.2442003,0.8817637,0.7797287,1.1297467,0.800205,1.2810394,1.1991732,1.2420592,0.0,0.81248915,0.7281234,1.4362032,0.8941039,1.3745096,1.3334923,0.96418154,1.1669384,1.1611538,1.3805046,0.65752965,0.74870425,0.42527425,1.2643652,1.3683836,1.389322,1.3141423,1.230247,1.0955293,0.70146537,0.94828665,0.61705756,1.0267615,0.97662973,1.3704631,0.7840893
sink,1.1723692,1.2537746,1.1570938,0.89273715,1.1003721,1.0543478,1.0481912,1.1224233,0.7182158,0.4839096,1.049886,0.83706486,0.86803806,1.2117872,1.0582657,1.1001658,0.9764237,0.87380946,0.83899236,0.6120223,0.8335742,1.200155,1.0242921,0.6907936,1.1242079,0.7803347,0.9666301,1.1239482,1.0219188,0.9456245,0.9656255,0.61674374,1.105796,0.74227405,1.0120225,0.9616414,1.0602207,1.253939,0.91260153,0.9891934,0.6823955,0.97488785,1.3081757,1.1614172,0.76775944,0.8303484,1.2497699,0.93500435,1.1571857,1.199934,1.1720043,1.0038384,1.1104593,1.2847583,1.2201495,0.7932562,1.099396,1.1235547,1.0441566,1.230929,1.2316461,1.1141376,1.0281827,1.2316262,0.96676046,1.187215,1.1074299,1.0321083,1.0583063,0.83357394,1.1858128,0.8853639,1.1894735,0.7268128,1.0633019,0.60254157,1.0518222,1.1114767,0.64698845,1.2763085,1.0302501,1.1362014,1.1436673,1.0347997,0.7151279,1.1225284,1.1941686,1.0426462,0.57288355,1.1976058,1.205467,1.2985365,0.6422594,0.8513384,0.89442086,1.1959841,1.137982,0.83380055,1.085333,1.1719579,0.5603015,1.2002048,1.1146065,0.9950862,0.61732304,0.6040296,1.0349265,1.0920299,1.0923345,1.1080725,0.7554811,1.1900439,0.98167664,1.357781,0.7473596,0.81248915,0.0,1.0289236,1.0170727,0.8389412,0.8710255,1.1902148,0.7785258,0.61580276,0.8402554,1.1241977,1.1278049,1.1998034,0.888098,0.71809554,1.1827294,1.2271097,0.7463433,0.78225803,1.0470839,0.84524035,0.9581984,1.077517,0.9726783,0.7637879,1.0612398,0.8909895
slide,0.5922333,1.2599298,1.4102159,0.9102384,0.7079709,1.3094873,1.1714728,1.224549,0.8619302,0.77326405,0.59458053,1.3159639,0.63285625,0.7404114,1.0503635,0.62309915,0.7296891,0.9625403,1.4202403,1.2855356,0.7069699,1.3194695,1.0337517,1.1569848,1.1174922,1.2916746,0.8444629,1.0401164,0.99895316,0.64576477,1.040273,1.3812985,0.7096284,1.0282675,0.78809726,1.1441091,0.60881186,1.2276808,1.4024042,0.44203043,1.3369435,0.9935507,0.9036851,0.8283312,0.94059324,0.9819111,0.8197102,1.255879,0.9369641,0.98222566,1.3577564,0.90329885,1.1165339,0.9082142,1.1933016,1.1625637,0.9813136,0.8369254,0.7400405,1.3106242,1.1399565,0.6424306,1.1412983,1.0036026,0.9553132,1.0503986,1.2353582,0.64803934,0.8606872,0.6424429,0.81910646,1.1202703,0.7748072,1.0272653,0.6255128,1.3139204,0.94364417,0.98359716,1.2221575,0.8187022,0.74455273,1.1818132,1.2639116,1.4390411,1.0393878,1.4181871,0.94652545,1.3277009,0.8841528,1.1471385,0.70824033,0.8230247,1.0118881,1.392111,1.3826957,1.131593,0.948423,1.0637429,0.9252029,0.84979063,1.1849979,1.012594,1.1161689,0.89278436,1.2219398,0.83549905,0.9383468,1.1506622,0.9164308,0.9638771,0.933655,0.81752634,1.0398852,1.0701216,1.0124269,0.7281234,1.0289236,0.0,1.3958633,0.96840036,1.3837671,1.0106472,1.0828913,1.1282355,1.1577685,1.3759747,0.6198841,0.8406956,0.6553991,1.2985685,1.3883183,1.3971522,1.2604448,1.056674,0.98372424,0.7171142,0.94274354,0.7778159,0.98405576,0.87887895,1.4060303,0.920595
slipper,1.4373336,0.5378753,0.41716135,1.4018531,1.480835,0.6900118,0.8873228,0.8437998,1.1916908,1.3680842,1.4946442,0.15499616,1.4183257,1.4618938,1.0780994,1.4216602,1.2176135,1.1079345,0.29829025,0.49856216,1.354333,0.7231204,0.7479154,0.7702284,0.586711,0.28575164,0.9012088,0.9905787,0.8961725,1.1341846,1.2475514,0.53898484,1.4068261,1.0290372,1.2434267,0.98395497,1.4964201,0.8740468,0.20181614,1.5572298,0.53677964,1.0637143,0.99803036,1.2098466,1.1927363,0.65024495,1.4066756,0.8380015,1.2651249,1.2431556,0.4722321,1.1455283,0.52203584,1.1948614,0.5491111,0.6811564,1.0897651,1.273993,1.5257349,0.43849903,0.5500146,1.3608177,0.87222564,1.1176336,1.395456,1.0909175,0.41745818,1.4459953,1.3035824,1.3297989,1.2901363,1.1363829,1.3743666,0.7898187,1.4178671,0.49858326,0.9958079,1.0896826,0.97006774,1.2159997,1.2012403,0.72221154,1.0421402,0.21250355,0.6564738,0.3515678,1.0115275,0.6943754,1.2420702,0.86268663,1.4773493,1.2165581,0.9465503,0.13502288,0.14855981,0.64650345,1.2633429,0.6453739,1.243351,1.1225601,0.87165344,1.0697036,1.0204145,1.0903178,0.626338,1.3976389,1.0632273,0.9023016,1.2513415,1.1985836,0.88594985,1.4133615,0.4871087,0.8608969,0.764081,1.4362032,1.0170727,1.3958633,0.0,1.0733882,0.37461758,0.8022211,1.3126483,0.89283895,0.7378937,0.50982606,1.278048,1.3460891,1.585437,0.6829544,0.30499005,0.3008114,0.43331707,0.69615257,0.99346936,1.4129909,1.0985932,1.3506315,1.0468845,0.9108522,0.13715124,1.249914
snow,0.86671007,1.0942999,1.243279,0.87529236,0.8886783,1.1582762,1.2106202,1.1698716,1.1700404,0.44143707,0.81567204,0.97010857,0.77646714,0.9226252,1.0728543,0.82011026,0.90874755,1.1937156,1.1775774,1.1637455,1.1686984,1.1757778,1.120473,1.2787552,1.0772432,1.0571327,0.9316181,1.0407122,0.37477368,1.1273532,1.0902026,1.0411129,0.98280734,1.1848342,0.71333086,1.1104474,0.90309495,1.1765347,1.1259452,0.9347919,1.2483385,1.1652571,0.7274816,1.3904473,0.71725905,1.0533159,0.9723032,1.0997628,0.9542853,1.0630391,1.1900063,0.73636043,1.0220983,1.2167559,1.1036513,0.96291673,1.1196272,0.93394303,1.0172075,1.1334333,1.2034992,0.6340875,1.3403177,1.0497726,1.0714647,1.115141,1.1590139,0.84076744,0.7156127,0.8070631,0.83744806,1.2474598,0.86510885,0.98670363,1.0023857,0.9748909,1.0183651,1.1853449,1.1218523,1.1794006,0.88997394,1.069733,1.1024337,1.0690866,1.0655273,1.1683295,0.91392446,1.0843352,0.8062409,1.1122503,0.80329305,0.8640571,1.0622146,1.0389931,1.0633081,1.0629817,1.231368,0.9658457,0.7676979,0.95438737,1.117474,1.1159959,1.0687231,1.2637717,1.1188408,0.757208,0.30329925,1.1271911,1.1308005,1.2010064,1.063163,0.8405525,1.0223769,1.1208874,1.192765,0.8941039,0.8389412,0.96840036,1.0733882,0.0,1.1541762,1.1051238,0.94527024,1.1230341,0.9628595,1.114811,1.1479905,0.8387767,0.81409854,1.1756636,1.1744605,1.1791099,1.0786588,1.0883539,1.2922087,0.9916092,0.84717995,0.8717526,0.88616014,1.0702527,1.1148372,0.7838147
soap,1.3438078,0.88543326,0.5064595,1.2803602,1.534247,0.6531081,0.7130467,0.9327818,0.9729292,1.2839286,1.4550015,0.44496554,1.4051623,1.4021592,0.9638189,1.4100256,1.2442279,1.0210005,0.15147638,0.46623862,1.1976061,0.839206,0.7184915,0.5234628,0.9974465,0.356166,1.059998,1.1476806,1.021685,1.0412848,1.0687033,0.46505564,1.2739781,0.7444458,1.3818166,0.8445232,1.4494624,1.0622287,0.37993622,1.4693735,0.3511951,0.8875482,1.188907,1.0421715,1.0364634,0.81683666,1.299095,0.7286442,1.2890806,1.2814454,0.8130838,1.0634685,0.7389674,1.2234497,0.9050641,0.71259326,0.9845745,1.289846,1.3742131,0.81467783,0.7257633,1.4314332,0.8589164,1.1876875,1.173124,1.3223205,0.55305034,1.3974347,1.3802569,1.2973282,1.1940368,0.7613324,1.4186229,0.73534197,1.276351,0.43146205,1.1328837,1.0442473,0.6264305,1.2604622,1.2096037,1.0665246,0.92715335,0.47196293,0.59363854,0.49858618,1.3270475,0.7431463,1.1197132,0.8315265,1.4674854,1.3120222,0.9208744,0.3915192,0.42417502,0.96139723,1.251258,0.6783966,1.3463628,1.1203214,0.77918404,0.9938127,1.0811974,0.8606554,0.5028009,1.150209,1.128184,0.72856146,1.2591615,1.076936,0.8103575,1.3659997,0.7445874,1.0165946,0.6753138,1.3745096,0.8710255,1.3837671,0.37461758,1.1541762,0.0,0.9306226,1.1815302,0.72659576,0.7212279,0.63093764,1.1573684,1.3105695,1.4803565,0.5367553,0.6561312,0.7543398,0.5092884,0.5866159,0.8752828,1.3879484,1.0494071,1.2882141,1.0174209,0.72842515,0.43203968,1.1176703
sock,1.0190723,0.57724214,1.0267768,1.2525934,0.90806246,1.0826421,1.1210417,1.014008,1.150132,1.1866117,1.112096,0.8791496,0.9496433,0.9052015,1.1638188,0.97984695,1.0936754,1.2291256,1.001341,1.1181941,1.1740363,0.9724259,0.8321522,0.9748189,0.837191,0.7586266,1.0366881,0.79644024,0.8725417,0.8634992,1.1314433,1.0820113,1.0982982,1.1618242,0.94156164,0.94747937,1.1737216,0.771172,0.9733682,1.2179495,0.9694094,1.0333613,0.8169526,0.7315653,1.0144836,0.8361161,0.8565402,1.0778261,0.90888834,1.1976758,0.7579359,1.1035988,1.070755,1.0069821,0.55015993,0.9223999,1.2489688,1.0777608,1.329606,0.83359194,0.39613175,1.1989895,1.1226401,0.9645435,1.1849797,0.7560662,0.71338135,1.2440702,1.0408581,1.0149103,0.9418538,1.1652306,0.8150511,0.916526,1.0173993,1.016042,0.5219903,1.1822774,1.0057868,0.71028936,1.131796,0.9287746,1.1047026,1.0043716,0.7363534,0.7917722,0.8649309,1.0882264,1.0278902,1.0674967,0.8640491,0.67834234,1.147938,0.9398883,0.91513836,0.8746824,0.9941332,0.8641863,0.9907584,1.1040819,1.222732,0.8442039,0.9973148,0.9825352,1.0248001,1.1189809,1.0344938,1.1108671,1.1652492,1.145542,0.93354285,0.8365067,0.6405127,0.4532106,0.88594913,1.3334923,1.1902148,1.0106472,0.8022211,1.1051238,0.9306226,0.0,1.2180805,1.0874931,1.0326128,0.85638934,1.0401583,0.92710936,1.2615445,1.089299,0.7186706,0.8245199,0.9746856,0.72759825,1.225417,1.2783303,1.1788702,1.1413624,1.0286291,0.8745564,0.8876225,1.1027012
soup,0.924442,1.2127638,1.0664251,0.6027388,1.0989461,0.85926473,0.8246096,0.80298424,0.914075,0.935324,1.0767335,1.2647759,1.0862441,1.0319986,0.82413185,1.0446243,0.9339088,0.98739815,1.1631868,0.80447125,0.99784166,0.8142738,1.1171395,0.88666856,1.1965799,1.2796357,1.163105,0.9609705,1.0588752,1.2722493,0.63720834,0.8647961,1.1340846,0.7706586,0.99118036,0.90873384,1.0840342,0.9438328,1.2335205,1.0742,0.91476077,0.89204156,1.1777928,1.0725961,1.0806257,1.2544695,1.1087043,0.7543488,1.08898,1.0357798,1.2179726,1.0410069,0.9789099,0.9969913,1.2749264,0.9500452,0.76925373,0.9559423,0.7361686,1.2439693,1.2607615,1.0603242,0.835608,1.1078966,0.8195996,1.0430175,1.2581967,1.0632956,1.0634865,0.97997373,1.1966653,0.69677573,1.2172428,0.8784882,1.1555074,1.0284615,1.1403637,0.72383976,0.7989299,0.8654285,1.046887,1.1066853,0.6168312,1.1664219,1.1147785,1.1928536,1.0326803,0.85597485,1.0427254,0.8493061,1.1527051,1.2693162,0.9393304,1.2482933,1.2414553,1.145935,0.82746935,1.0639641,1.0153184,0.8912108,0.51406944,1.1867801,0.71814877,1.1068919,1.1417606,0.96525663,1.0080475,0.8918319,0.87210774,1.0757166,1.0333558,1.1700914,1.2180867,1.2974032,0.9024244,0.96418154,0.7785258,1.0828913,1.3126483,0.94527024,1.1815302,1.2180805,0.0,0.6235229,0.94377226,1.0451057,1.1759793,1.1919117,0.9753372,0.8191774,1.2798529,1.2202218,1.1496043,1.1388457,0.9679551,0.8507514,0.92750335,1.0373126,0.9734049,1.2071509,1.2838229,0.9757954
spoon,1.1736586,1.1137644,0.8749918,0.9893734,1.3010913,0.80230546,0.8433634,0.809117,0.8528096,1.0887257,1.3263929,0.8530297,1.3473659,1.3342221,0.8034427,1.3304807,1.2232684,0.8719935,0.7063618,0.54042274,1.0300075,0.8099874,0.689432,0.72499645,1.094068,0.9235083,1.2810535,1.0987916,1.1953787,1.2364517,0.800167,0.56659234,1.3446381,0.5887505,1.1905766,0.68918043,1.3116107,1.0732245,0.6590035,1.3478358,0.6170757,0.80855423,1.3965716,0.981691,1.1551088,1.0602913,1.3456945,0.6926799,1.224465,1.2353234,0.9892748,1.1519706,0.8792425,1.1635057,1.0827384,0.35271627,0.84657204,1.1191845,1.1823497,1.0509276,1.0892544,1.4175689,0.8745379,1.2329252,1.1468362,1.1835098,0.9510493,1.2164742,1.2528665,0.98851645,1.2711549,0.7129339,1.3937944,0.17676318,1.2547066,0.5526123,1.0698177,1.0561348,0.66014004,1.1840279,1.1520987,1.0988194,0.82360595,0.9129719,0.7610416,0.7983384,1.2439209,0.9070628,1.1440034,0.8127693,1.4014999,1.4565035,0.8541358,0.7569754,0.7004105,1.2182798,1.1380777,0.89519453,1.1533718,1.1159831,0.37527317,1.1936668,1.0191411,0.8609147,0.71422917,1.0913692,1.144023,0.751081,0.9678677,1.114882,0.50840515,1.4033767,0.8446817,1.3242607,0.3462783,1.1669384,0.61580276,1.1282355,0.89283895,1.1230341,0.72659576,1.0874931,0.6235229,0.0,0.6336366,0.93754804,1.1910045,1.3718141,1.2483052,0.5699421,0.96797895,1.0351971,0.6191936,0.78764194,0.9142368,1.0374311,1.0776689,1.2172183,1.2113817,0.76854295,0.9457249,1.1477801
