,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bear,0.84234536,1.128341,1.1570652,1.2051737,0.8766345,1.1062194,1.1345685,1.2001318,1.2021081,0.7626262,0.0,0.61736727,1.1069772,0.8041072,0.80693555,0.98705095,0.6244208,1.0008368,1.2443473,1.2031379,1.2958623,1.1729687,1.2523743,1.077661,1.2589065,0.9797881,1.1937782,0.8865102,0.913533,0.67724997,1.0540185,1.048904,1.2171907,0.8239689,0.9465413,1.1577626,1.0218002,1.2022083,1.0289762,0.6345779,1.0664241,1.1915855,0.83014166,1.267027,1.0030644,1.1241636,0.7850778,1.1648294,0.8458058,1.1173393,0.79913837,1.0863379,1.1147107,1.2290665,0.7067045,0.9427495,1.0969005,1.1048185,1.0443064,1.0127056,1.1728165,1.1807971,0.8037243,0.81006217,1.0884126,0.91086483,0.84346557,1.2230158,0.9662883,1.1542568,1.0641947,1.1151786,1.023032,1.0537008,0.6737472,1.0777106,0.76043,1.1997718,0.8695332,1.1277082,0.9037084,0.8731135,1.2107601,1.0757573,0.901512,1.0174313,0.99138534,1.1631477,1.1163145,1.1379929,1.085668,0.9495144,1.1558974,1.0366839,0.6908494,0.7179013,0.79863596,1.1220918,1.1688092,1.2130916,1.040518,0.92220163,1.1668667,1.1243277,1.2585757,1.0295465,1.1396357,1.0814962,1.1262363,1.2568046,1.1624206,0.9400608,0.67871517,0.98952895,1.0155958,1.0762942,0.81588495,1.2361932,0.77846587,1.111875,0.91249824,1.0222498,0.76536536,1.1117969,0.7462235,1.1879635,0.6926965,1.1632893,0.9755807,1.0412246,1.2772613,1.0455064,1.1092117,1.0404474,0.86113185,0.9925701,0.9169943,1.2625947,1.1410966,1.0925673,1.1780888,0.9787862,1.2683074,1.2647218,0.8410815,0.97351617,0.8500842,1.0786089,1.1229529,0.7391268
bed,0.41771138,1.2124901,1.4950857,1.256593,0.56125426,1.2820151,1.3329148,1.3190987,1.0721273,0.4529283,0.61736727,0.0,1.3486333,0.43124408,0.50682175,1.042953,0.09558356,0.71910626,1.2180945,1.4761697,1.3247962,0.9031137,1.4762086,1.1373166,1.362766,1.2068918,1.3767688,0.97136974,1.056739,0.8552131,0.731529,1.1188794,1.3603346,0.44710696,1.1843522,1.1786832,1.0454408,1.3057445,1.139105,0.055655837,1.2654757,1.5328159,0.32334006,1.4771978,0.83862233,1.0226254,0.4612924,1.1235627,0.70239276,0.8729197,0.6636127,1.1824005,1.3034258,1.4065026,0.8738166,0.8666605,1.3132942,1.3383086,1.0269644,0.9042462,1.3690425,1.3608608,0.8207076,0.6120158,1.2640015,1.1008981,0.45114946,1.518286,0.76035875,1.174277,0.9940005,1.3126357,1.1749212,0.8116497,0.5288264,0.99820286,0.49608964,1.2988064,0.43746924,1.3876276,0.8429388,0.71400166,1.2921584,1.0630836,0.756848,0.7214828,1.1583986,1.1214882,1.3505886,1.2008059,1.4063629,1.1978061,1.4958801,0.86119854,0.8906545,0.3820734,0.5712869,0.9085922,1.5290887,1.4838239,1.4301052,0.75651157,1.3904245,1.1432135,1.2481862,1.146106,1.3938463,1.1704973,1.0130268,1.4121363,1.4229877,0.7027337,0.75305355,1.0926803,1.01939,1.0053116,0.6871511,1.3225434,0.5167234,1.1271567,0.72553694,0.86474407,0.6861671,0.9104888,0.42826533,1.4393101,0.7756628,1.3770685,0.9900575,0.99912024,1.4502367,0.8543705,1.3706579,0.74078226,0.50359106,0.7531601,0.4703651,1.4683418,1.3568838,1.3739365,1.3944104,1.050687,1.3396899,1.0179279,0.8722402,0.8230437,0.881557,0.89235324,1.4274325,0.6472936
belt,1.5285674,0.72253716,0.6221709,1.1390209,1.327678,0.91459894,0.84504026,1.1490157,1.0690439,1.307658,1.1069772,1.3486333,0.0,1.1942745,1.4558372,0.80067843,1.355185,1.3035212,0.72907734,0.48699963,0.98566884,1.2429278,0.6663417,0.8656855,0.8634604,0.97867084,0.39966333,0.88797635,1.1093765,0.7762302,0.98856366,1.2079947,0.7837674,1.3332418,0.7436977,0.7673917,1.0780432,0.90513754,1.0780678,1.2947896,0.96289533,0.20400327,1.4244509,0.5154867,1.2669898,1.347038,1.3181988,1.0457298,1.0805898,0.952607,1.331309,0.7643999,0.48264217,0.9707146,1.0251771,1.1524658,0.73706615,0.73766035,1.1066151,1.0167495,0.8200453,0.95612705,1.1605893,1.4621887,0.5803518,0.8167543,1.3294737,0.6735879,1.1850352,1.1023786,1.1834202,0.5818552,0.9503934,1.2676286,1.2612844,1.1681916,1.2289748,0.9854416,1.3787932,0.380409,1.0235311,1.1497171,1.1469202,1.2051528,1.3990995,1.2947935,0.9719713,1.2250106,0.3017553,0.8443823,0.3468343,0.6238389,0.5306928,1.0370742,1.0937952,1.4146893,1.1543671,1.102104,0.2605536,0.26187503,0.8062703,0.6467042,0.8544541,1.1076455,1.1413907,0.9847847,0.5416062,1.120362,1.007546,0.5868689,0.6412379,1.2484069,1.0716178,1.110355,1.2128199,1.3645437,1.4214374,0.9387693,1.3271971,0.89171493,1.1144325,1.2144141,1.2055023,1.0961319,1.4383997,0.22707385,1.0137423,0.6524193,0.85791004,1.3668425,0.87946576,1.3420279,0.54792976,1.226158,1.3487301,1.2353749,1.4303985,0.7063111,0.530962,0.47009712,0.5035211,0.7604307,0.89322555,1.1869996,1.1074516,1.1527176,1.0205827,1.0181229,0.32547402,1.1518039
bench,0.63835937,1.0716549,1.5635482,1.3083978,0.6248984,1.3174452,1.3033161,1.2985451,0.84118867,0.40974545,0.8041072,0.43124408,1.1942745,0.0,0.8105301,0.97322804,0.44722235,0.8033475,1.0326774,1.3812649,1.2839377,0.6843469,1.5347326,0.7740732,1.1496154,1.2101198,0.9968538,0.8216115,0.9170716,0.82066226,0.3432604,1.2209303,1.3515587,0.58408177,1.0509683,1.102358,0.69899607,1.3948648,1.0106698,0.47995675,1.0925337,1.4026923,0.39316928,1.3087559,0.9723929,1.0266622,0.6623778,1.2081031,0.56416875,0.4052273,0.7006075,1.1464515,1.3214042,1.4938624,0.9080291,1.0374641,1.2714946,1.2818398,0.98947823,0.9287022,1.1222658,1.422843,0.75721616,0.7260151,1.3216579,1.0692376,0.6498768,1.3860315,0.94313085,1.3667219,0.9794332,1.3355217,1.2338791,0.6529376,0.70934457,1.0652325,0.5657471,1.1378,0.2934031,1.1874831,0.69542795,0.7662432,1.2849762,1.069131,0.7509537,0.7080147,1.1443801,1.1618891,1.3950315,1.1610783,1.2879062,1.2793127,1.5131783,0.49736917,1.0531799,0.63037944,0.5919313,0.8072772,1.3817118,1.3565347,1.2566286,0.81251,1.5288688,1.064656,1.2615734,1.213009,1.4336675,1.1768929,0.9062174,1.1825815,1.3898153,0.51184404,0.88694143,0.9828967,1.1507024,1.1265317,0.7717487,1.166915,0.7356691,1.1791431,0.69378424,0.67669797,0.7008854,0.82187045,0.5810393,1.3373349,0.7930081,1.2017825,0.93217504,0.95339525,1.311568,0.86499697,1.2332405,0.6546951,0.68865883,0.93434155,0.5897164,1.3631444,1.3525329,1.2890961,1.3113725,0.9475989,1.3038429,0.91051435,0.8482666,0.8218248,0.8647921,0.5858168,1.4533465,0.6679262
bib,0.41552448,1.0981158,1.3914778,1.1114366,0.46851373,1.2580776,1.2937062,1.0367328,1.1442599,0.70350015,0.80693555,0.50682175,1.4558372,0.8105301,0.0,1.093284,0.44031006,0.6492461,1.3092203,1.5233291,1.1946883,0.93580973,1.4643911,1.2408988,1.2790406,1.2515801,1.4945537,1.1801984,0.7782887,0.96352446,1.0993891,0.8915766,1.3835388,0.7925173,1.0917853,1.3033389,1.0657126,1.2640494,0.97117615,0.6318654,1.1107188,1.5871582,0.5806597,1.5146058,0.813277,1.0426364,0.59511125,1.0232439,1.012902,1.0868466,0.49803925,1.1954598,1.4091012,1.2070949,0.888118,0.723953,1.1556026,1.3295108,1.089011,0.8959623,1.2067211,1.2272071,0.8957165,0.53375757,1.176002,0.98412794,0.5538132,1.3432634,0.6446306,1.0997027,0.70690596,1.2432147,1.2196839,0.88076705,0.46501207,0.9564926,0.48925883,1.1987805,0.6916675,1.6123643,0.90047854,0.76692367,1.026824,1.000322,0.48819745,0.8886312,0.98451847,0.9460417,1.4426923,1.2713649,1.280009,1.1255804,1.443932,1.1162817,0.8772008,0.21957147,0.58913535,0.9359751,1.5760889,1.5456543,1.2345629,1.1552505,1.2287567,1.1222993,1.0590662,1.1986363,1.3521914,0.9829086,1.0898974,1.5394423,1.3238113,0.9294076,0.7742598,1.1746646,0.8792655,0.7413102,0.35958505,1.2402122,0.30014592,1.0865823,0.5868109,0.91989917,0.8565085,1.0405796,0.42964232,1.4673927,0.8852464,1.3747172,1.0067754,0.78172696,1.3621488,0.7589636,1.3869352,0.9755055,0.39248312,0.74100006,0.5715018,1.4167354,1.2736881,1.2883506,1.3493745,1.1830648,1.2418592,0.99340904,0.98111916,0.90772843,0.98811793,1.1808239,1.3965547,0.90045345
bird,0.9014944,1.0945822,1.0428818,1.2935975,1.0204648,1.1338831,1.0007216,1.2013227,1.0417285,1.0112549,0.98705095,1.042953,0.80067843,0.97322804,1.093284,0.0,0.979866,1.1512669,0.9310554,0.77121663,1.1586219,1.1712204,0.887833,0.6909286,1.0855439,0.85902286,0.81797045,0.77564144,1.0654161,0.7323254,1.0174619,1.1586392,0.97659445,1.1452943,0.76486385,0.8419218,0.9046526,1.1692055,1.0866629,1.054328,0.87506056,0.8160087,1.0481532,0.9162742,0.942002,1.1916149,0.99715567,1.0225668,0.9724277,1.0631831,0.892221,1.0306602,0.78463,1.2067286,0.91726804,1.0025643,1.1817045,0.6305207,0.9805685,0.97094977,0.76565135,1.0644697,0.99011415,0.895539,1.0194749,0.9457047,1.1027952,1.1646047,0.9790952,1.1167867,1.1633873,0.8642267,0.94357485,0.9099199,1.0091956,1.1006144,0.9835536,1.0281585,1.0584822,0.7727543,0.8846285,1.0755565,1.2422097,1.1358484,1.1065824,0.9975991,1.0763818,1.2331355,0.871477,0.9034602,0.95091987,1.0372635,1.02973,0.9685106,1.0169283,0.9772397,0.98444587,0.99419683,0.7356102,0.7710992,1.0019621,0.8432338,0.988778,0.70349264,1.2378134,0.9934602,0.9748094,1.252947,0.8830487,0.92373693,0.92076606,1.0031244,0.97943735,0.9586938,1.2036878,1.1704404,0.9843631,0.9077701,0.9993363,1.0529379,0.9454813,0.83494127,1.1328894,1.116833,1.0513964,0.9172903,0.8879552,0.83159894,1.0590979,1.1054728,0.92200714,1.0221415,1.0562493,1.0166245,1.0203695,1.1695832,1.1581881,1.1736939,1.0542923,1.0723433,0.8020046,0.80999935,1.2084513,1.2725184,0.9910963,0.93973696,0.7518973,0.81644046,0.85496396,0.95743984
blanket,0.31416476,1.1487043,1.4980426,1.1944313,0.5216106,1.2884837,1.3515315,1.2554408,1.0825903,0.51719964,0.6244208,0.09558356,1.355185,0.44722235,0.44031006,0.979866,0.0,0.7373292,1.2259257,1.5401051,1.3323162,0.9106726,1.4555238,1.0957291,1.3960934,1.2011452,1.3820314,1.0611581,0.9799611,0.81686413,0.8130275,1.0507863,1.3942084,0.58808994,1.1168486,1.2451057,0.95237666,1.2925315,1.0463679,0.19175589,1.1521302,1.5357431,0.41776407,1.538919,0.878839,1.0676668,0.41416538,1.1114837,0.80032814,0.8204997,0.5823536,1.1596694,1.3642001,1.3755075,0.85264534,0.9088512,1.276813,1.2839458,1.044946,0.825241,1.251589,1.3220848,0.821977,0.62863487,1.2515781,1.0089362,0.5242605,1.4413877,0.81651497,1.1662588,0.9061971,1.2814751,1.1861862,0.8050847,0.52616274,1.0648804,0.41604757,1.2994814,0.534788,1.4757059,0.78276145,0.58993316,1.2484063,1.1208963,0.60315216,0.82764316,1.1432866,1.0231118,1.3882031,1.1506934,1.3408225,1.1976254,1.4807384,0.9055094,0.83546567,0.3800069,0.5074892,0.8776525,1.5391539,1.4983122,1.3322309,0.6892389,1.390592,1.1228862,1.2285558,1.1656876,1.3669806,1.0912538,0.96689224,1.4770715,1.4221268,0.79540926,0.69419295,1.0783952,1.0092779,0.96769434,0.59729934,1.2789032,0.52846336,1.0898004,0.60951537,0.7869404,0.7678928,0.9767851,0.43475717,1.4119775,0.76383203,1.3753791,0.9266546,0.94107383,1.452558,0.8073091,1.3079101,0.83338267,0.5405937,0.9018938,0.61245054,1.4722655,1.3350825,1.3594782,1.4240518,0.9389524,1.3609076,1.0402551,0.9205302,0.941529,0.9951329,0.9761261,1.4476941,0.75366724
boat,0.71280444,1.3121018,1.2317605,1.0022174,0.8994713,1.0411671,1.0766695,0.9667791,0.77340615,0.82006323,1.0008368,0.71910626,1.3035212,0.8033475,0.6492461,1.1512669,0.7373292,0.0,0.92730236,1.3625585,1.0774288,0.67086846,1.3438387,1.0690429,1.0858961,1.063239,1.3120048,0.82041425,0.87043065,1.1028168,1.0235265,0.9686629,1.1818659,0.76080126,1.2132702,1.0668782,0.97133565,1.1936641,0.87707645,0.80389315,1.188832,1.2996073,0.62076825,1.361871,0.8521679,0.9511866,0.8672129,1.160025,1.0723115,0.9278065,0.9823134,1.0755459,1.2274575,1.104074,1.0183998,0.95959175,1.2615151,1.1482993,1.0907456,1.1227428,1.2100868,0.9713821,0.93879205,0.7279206,1.2569097,1.2620202,0.39780784,1.0926838,0.947511,1.049885,0.9710365,1.3372841,1.1283089,0.74505997,0.9055581,0.9230167,0.9107379,1.02879,0.78741896,1.3633868,1.2184129,0.9276354,0.884617,0.9539789,0.9034482,0.849632,1.08115,1.0104834,1.2957058,1.1916536,1.3183094,1.182065,1.253129,0.99225855,1.0003849,0.72903764,1.0039581,0.8223175,1.3251715,1.2792714,1.2092465,1.1925164,1.2475483,1.0468421,0.93241984,1.082923,1.3305506,0.83786166,0.9989385,1.1549315,1.2603033,0.94339603,0.9819639,1.0356613,0.86991787,0.86249375,0.8513138,0.9650794,0.8783368,1.1915565,1.0635406,0.890757,0.94712865,0.9084378,0.44577813,1.3568542,0.9585779,1.2595074,1.2168149,0.8850995,1.2300044,0.74706054,1.1257038,0.92815876,0.84112597,0.5002148,0.6701924,1.117903,1.3383222,1.2691882,1.194984,1.2246614,0.6589379,0.6401184,0.96266466,0.8080506,1.0179007,1.0252516,1.3704638,0.9104665
book,1.3492577,0.9808608,0.932566,1.0299567,1.3102914,0.93551385,0.8536246,1.0177385,0.53289425,1.323889,1.2443473,1.2180945,0.72907734,1.0326774,1.3092203,0.9310554,1.2259257,0.92730236,0.0,0.6007614,0.85638463,0.51639247,0.78406453,0.84872353,0.65980947,0.92391884,0.65147346,0.8022473,1.2211837,1.2656637,0.8520307,1.1473627,0.7472617,1.1576114,1.0028226,0.6396876,0.9033529,0.9621547,1.0471082,1.1201662,0.8891475,0.6080727,1.1517905,0.6368576,1.0843673,1.0566295,1.3437917,0.8253824,1.1929432,0.7946955,1.2291272,0.8727032,0.85020745,0.99574906,1.2730609,1.2555684,1.0309592,0.8017718,0.8757802,1.1369447,0.8961792,0.7948607,1.144389,1.2572147,1.0214828,0.9246092,1.1576208,0.74897707,1.2849276,0.9156317,1.1519215,0.84000295,0.84625244,1.1484141,1.3162591,0.91381717,1.3256425,0.7074872,1.170872,0.66446465,1.2735213,1.249536,0.9668609,0.811094,1.2727025,1.143298,1.1349025,0.9108324,0.831096,0.59704053,0.93124497,1.1034585,0.87977576,0.90227866,1.1783127,1.3508115,1.3462958,0.41922575,0.5807427,0.5946449,0.96586895,0.7673588,0.9674391,0.9423363,0.90848404,0.844144,0.9871011,0.99029714,0.7272109,0.41308254,0.90355253,1.0377312,1.280941,0.8944557,1.1350816,1.2032084,1.2459972,0.7391785,1.3721448,0.84971815,1.2465049,1.0522826,1.2165275,0.9972885,1.2615716,0.7659424,1.2190436,0.77910185,0.9233496,1.2090474,0.7488307,1.3035827,0.7435902,1.0345552,1.3251077,1.089967,1.203062,0.6582576,0.97079736,0.98694015,0.73185664,0.6464355,0.58833444,0.61090803,1.0414618,1.0939815,0.99141455,0.90382,0.8892231,1.153026
bottle,1.6027083,0.8870482,0.5854685,1.0448538,1.468203,0.7617774,0.65301144,1.0647671,0.8134215,1.448248,1.2031379,1.4761697,0.48699963,1.3812649,1.5233291,0.77121663,1.5401051,1.3625585,0.6007614,0.0,0.7786955,1.0386893,0.5127659,0.8925067,0.4061184,0.84328866,0.37261784,0.95270056,1.2936512,1.1791067,1.0506512,1.230815,0.52447176,1.2853913,0.7982931,0.4359572,1.1211295,0.85784954,1.1601098,1.3427573,0.9535347,0.33564013,1.4294955,0.1921475,1.2819114,1.0545352,1.495641,0.79765636,1.1506041,1.1871108,1.3015418,0.825074,0.43912446,0.8294253,1.2047094,1.2582755,0.9124336,0.6670529,0.93111575,1.1730366,0.9168694,0.8031118,1.2186702,1.3352482,0.83637345,0.81117696,1.4805882,0.7170669,1.3063557,0.9423536,1.3333879,0.5959279,0.7853997,1.3172137,1.398434,0.83365625,1.5088828,0.8520164,1.3837795,0.3860973,1.1600715,1.3944525,0.9348002,0.6492423,1.4581279,1.2090096,1.1380532,1.1019776,0.41877544,0.55950856,0.72743964,0.94936746,0.5755696,1.0551418,1.1811382,1.5105083,1.4223726,0.95525897,0.34003758,0.39989424,0.9307437,0.8614235,0.70362747,0.97111857,1.0001357,0.80471164,0.6795059,1.1647447,0.7644156,0.39325833,0.6855935,1.1152215,1.3008559,0.94047844,1.2176166,1.291616,1.4183786,0.8411093,1.4697912,0.7583804,1.3764066,1.231779,1.1838263,1.0015432,1.5456182,0.49871087,1.2570697,0.2910174,0.89679384,1.299681,0.62695,1.3814931,0.6554382,1.0933863,1.4462647,1.1772707,1.4118174,0.5287689,0.7200787,0.77291554,0.45114672,0.6243576,0.683766,1.0655022,1.1056395,1.1271346,1.0250959,0.88154316,0.45689136,1.2396965
bowl,1.3042789,1.1351632,0.759802,0.6519489,1.3472664,0.8110964,0.8106874,0.5076446,0.71003366,1.1674776,1.2958623,1.3247962,0.98566884,1.2839377,1.1946883,1.1586219,1.3323162,1.0774288,0.85638463,0.7786955,0.0,0.86778283,0.6930436,1.1061944,0.511448,0.9542235,0.94067156,1.1520317,1.1275777,1.3359982,1.2199221,0.52237445,0.6931742,1.1761134,1.0172881,0.944844,1.1146443,0.7336476,0.8388572,1.2715924,0.92191625,0.9213141,1.2814066,0.48051643,1.1466415,0.60427797,1.43375,1.1763579,1.2946687,1.121319,1.3352892,0.97174126,0.88343126,0.308531,1.1208282,1.3031664,1.1335334,0.9719717,0.99062556,1.2624315,0.9342287,0.86227775,1.0681801,1.0928894,1.2170264,1.1824841,1.2136506,0.7792765,1.3651378,0.5512944,1.2311096,1.0413066,0.9252441,1.1507388,1.4622333,0.7192628,1.4778647,0.8866521,1.380453,0.8359715,1.3766599,1.2277856,0.3881091,0.7021559,1.309244,1.2847015,1.0777683,0.8799,0.96587175,0.6558507,1.1507763,1.1824954,0.7149913,1.1002845,1.0794003,1.4415572,1.4744661,0.87226164,0.94231117,0.9348567,0.89457303,1.0819345,0.8035245,1.083377,0.109371185,0.9331277,0.9295881,1.0274363,1.1046329,0.8496127,1.0063754,1.1573151,1.1012235,0.9803161,0.51497525,0.39480937,1.3277657,0.9506543,1.4405388,0.990858,1.4046743,1.0635325,1.2109361,0.6564714,1.1908793,1.0263407,1.1493691,0.9152087,1.1242268,0.47633535,0.614539,1.0041425,0.93371296,1.3009776,1.4188913,0.9823751,0.9031512,0.50786483,1.1453303,1.040645,0.8779744,0.9253199,0.74254096,0.5608364,1.1097924,1.1867887,1.2200623,1.2916411,1.0533915,1.2300739
box,0.9822971,1.1795491,1.2560673,0.9135427,1.110098,0.95971525,0.90204346,0.94174236,0.2533266,1.0589036,1.1729687,0.9031137,1.2429278,0.6843469,0.93580973,1.1712204,0.9106726,0.67086846,0.51639247,1.0386893,0.86778283,0.0,1.2368991,0.98513865,0.5653351,0.966006,0.87371707,0.85066104,1.0249104,1.3511813,0.70610243,1.0175601,1.0407506,0.76393616,1.1744398,0.7748221,0.8401278,1.1642917,0.9473296,0.83729184,1.0827758,1.2390754,0.6771881,0.99958557,0.92156297,0.7486631,1.0858899,0.9114705,1.0592475,0.61245096,0.96141565,0.993519,1.1987699,1.1149795,1.20174,1.1707141,1.3147784,1.1492927,0.7196506,1.1416628,1.222645,0.9276527,1.0542419,1.0016721,1.3375175,1.0785578,0.7442807,0.95504344,1.1611505,1.0062569,1.1024553,1.2023948,1.0655832,0.9589169,1.0537286,0.626063,1.0889641,0.88974047,0.773121,1.1903824,1.2308404,1.1104854,0.78890187,0.6490109,0.9348733,0.8856689,1.1433283,0.87207246,1.3744996,0.9133849,1.35914,1.3106258,1.2692796,0.8346913,1.1967382,1.0145773,1.1173363,0.6002065,1.2640812,1.2508928,1.1019106,1.0752745,1.2571445,0.8950106,0.8559967,1.0263064,1.3575915,0.9179766,0.59114563,0.8226445,1.2517939,0.8222537,1.2655873,0.7910206,1.0260018,0.94943684,0.912012,1.0276004,1.1252875,1.0081861,1.1138418,0.9492905,1.0496477,0.89627445,0.74416447,1.3133729,1.2625449,1.0257211,0.9815153,0.9204066,1.1210637,1.0676252,1.0000921,0.7968205,1.0237678,0.75063145,0.78735304,0.8665256,1.3619548,1.3056228,1.1659529,0.9616082,0.534321,0.27480638,1.0006099,0.9383211,1.0118494,0.84170717,1.4019125,1.0403775
bread,1.4294131,0.8414697,0.37351364,0.62732303,1.3903086,0.8098086,0.7904402,0.7501404,1.0950829,1.5137651,1.2523743,1.4762086,0.6663417,1.5347326,1.4643911,0.887833,1.4555238,1.3438387,0.78406453,0.5127659,0.6930436,1.2368991,0.0,1.1341707,0.85823774,0.90459925,0.77528596,1.2295521,1.1986299,1.2183418,1.2251761,0.97160137,0.69631493,1.3972732,0.96603,0.82683504,1.193561,0.30117756,1.0522761,1.3951058,0.6105151,0.43763244,1.5992961,0.5268243,1.2083399,0.94731736,1.3002347,0.7910502,1.3098041,1.192615,1.3067765,0.8152011,0.5285654,0.4972002,1.173146,1.1740478,0.7309628,0.7018823,1.1205728,1.0816766,0.80751836,0.69473803,1.2710963,1.4903206,0.68033123,0.87350225,1.4193875,0.64629376,1.242077,0.53402823,1.1313318,0.61669195,0.8393782,1.3970207,1.4541209,1.0344132,1.4659998,0.9717064,1.499982,0.6272603,1.1360509,1.1009805,0.79496497,1.0797971,1.3407607,1.3886297,1.0281373,0.70209527,0.4448285,0.7266452,0.6491531,0.8129878,0.3140669,1.2784462,1.1627194,1.5241184,1.4113266,1.1154399,0.48697603,0.504487,0.70910776,0.88265115,0.27224666,1.0301769,0.7811699,0.8650717,0.31733274,0.84377,0.9508546,0.63253415,0.5406569,1.4059868,1.1898873,1.0654511,1.0306097,1.0108647,1.4112521,0.938562,1.4770929,0.8808604,1.3340437,1.3084671,1.3394471,1.2080982,1.53917,0.5164281,1.2639966,0.69757783,1.0098324,1.0634959,0.7089933,1.3916329,0.72245306,1.3232824,1.456897,1.2812537,1.3772337,0.587618,0.5912014,0.70215213,0.73366475,0.85907036,0.7674206,1.0004082,1.1810555,1.3081714,1.2224941,1.2585847,0.4444065,1.3266877
broom,1.0138608,1.0150707,1.1043928,1.2503829,1.0826013,1.0859282,0.94340384,1.0504919,0.9356012,0.8912115,1.077661,1.1373166,0.8656855,0.7740732,1.2408988,0.6909286,1.0957291,1.0690429,0.84872353,0.8925067,1.1061944,0.98513865,1.1341707,0.0,0.8973766,0.99974495,0.6941842,0.96200824,1.0540719,0.9901979,0.77425617,1.1807381,0.88381594,1.0425296,0.98179394,0.86437666,0.6499313,1.2161965,0.89277196,1.1278955,0.91179466,0.7809748,1.0370369,0.88456714,0.9310277,1.0410099,1.1924393,1.1097226,0.7883176,0.6931462,1.0556694,1.0607742,0.9664938,1.201292,0.98382163,1.1686362,1.0821674,0.8599819,0.9731115,1.0831155,0.5291214,0.99766856,0.97192717,1.0454705,1.0851148,1.080699,1.0923576,1.0224352,1.1713684,1.2515306,1.1444303,1.094164,0.99332297,0.46156424,1.163141,1.1317829,1.0788713,0.70003295,0.8920369,0.6726439,0.9268453,1.1193384,1.1216142,1.0275229,1.1226257,0.9985375,1.0478987,1.1899976,1.0469245,0.9641478,0.92709863,1.072577,1.0817556,0.66051185,1.1219379,1.190088,1.047899,0.91001105,0.73512864,0.70320475,0.89799064,0.91489136,1.1917607,0.5606811,1.1307036,1.0114175,1.0976214,1.1341136,0.9660616,0.8625572,1.1179609,0.8032479,1.1087599,1.0679139,1.1842592,1.2282965,1.0943792,0.5620559,1.1935786,1.0500482,0.9950303,0.41004986,0.94123566,0.88434917,1.119698,0.98166806,1.0066416,0.8431574,1.0273918,1.1153878,0.6456442,0.74690956,0.97025317,0.88487434,1.1550196,1.0576434,1.1399777,0.9683427,1.0748379,1.0380507,0.69058186,0.8040781,1.0694356,1.1070122,1.0112734,0.99522007,0.94743943,0.4068743,1.0527678,0.98050714
bucket,1.446651,0.9574156,0.8667743,0.88650906,1.3841385,0.7556144,0.6488235,0.8692453,0.48196095,1.2941811,1.2589065,1.362766,0.8634604,1.1496154,1.2790406,1.0855439,1.3960934,1.0858961,0.65980947,0.4061184,0.511448,0.5653351,0.85823774,0.8973766,0.0,0.9067695,0.43582636,0.9384222,1.0901227,1.3496131,0.9150309,1.0678827,0.65716636,1.0835077,0.9440911,0.5823297,0.9925166,0.9183949,1.0440707,1.2211144,1.0692135,0.7989428,1.1779479,0.2637111,1.1285177,0.77224064,1.4318752,0.87299526,1.134345,0.9818772,1.2262051,0.8810659,0.85857564,0.828029,1.2590499,1.2774858,1.1217964,0.8982103,0.79700387,1.2205187,1.080609,0.8076407,1.1624354,1.203551,1.1314175,0.92139375,1.2728157,0.80466056,1.3206353,0.9424133,1.2532868,0.8336983,0.9045419,1.1237205,1.3229586,0.61715555,1.443757,0.8915933,1.2188239,0.6921148,1.2781736,1.3766402,0.6017942,0.44260687,1.2458487,1.1296729,1.1249114,0.9340795,0.952889,0.6752827,1.0330305,1.1602867,0.84345263,0.96745455,1.2058287,1.4152533,1.3662645,0.79427546,0.82711226,0.8530935,0.945957,1.0052618,0.996935,0.91297793,0.70922846,0.9063767,1.0127263,0.9198499,0.6551963,0.5628387,0.9806672,0.98282266,1.350018,0.831036,1.070154,1.0308971,1.2563279,0.92586994,1.4101975,0.8531829,1.3324136,1.037667,1.1498119,0.7893113,1.2238708,0.9092127,1.3219595,0.5517384,0.84209,1.0474943,0.73993254,1.1808618,0.7764852,1.031844,1.3516319,0.94084615,1.145385,0.4806167,1.0479692,1.0572795,0.82001454,0.7537689,0.50298154,0.6724995,1.119218,1.1088678,1.1307808,0.8796888,0.96717435,1.1944191
