,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scissors,1.0965363,0.9608821,0.96006525,1.0312696,1.1775427,0.9860571,0.93602705,0.7831806,0.8685305,1.183496,1.2361932,1.3225434,0.9387693,1.166915,1.2402122,0.9077701,1.2789032,0.9650794,0.7391785,0.8411093,0.9506543,1.0276004,0.938562,0.5620559,0.92586994,0.8486368,0.98486465,1.157952,1.0755396,1.2175591,1.0526975,1.0467851,0.7857541,1.2278448,1.0574617,0.83171374,0.6808077,0.9797465,0.7880025,1.3210062,0.98178375,0.671733,1.1917038,0.87562585,1.0086441,1.0558091,1.2622405,0.9244417,1.2024972,0.94132507,1.297546,1.0717373,0.9860223,0.9773411,1.1700375,1.2105526,0.9761774,0.82120025,1.035566,1.0310551,0.480749,0.6390393,1.1404967,1.1151097,0.9726911,0.94377816,1.1706247,0.79631215,1.200092,1.0244612,1.0366,0.9249548,0.90184367,0.54626936,1.2498735,1.116873,1.2410369,0.30713952,1.148176,0.7954586,1.2103596,1.1884288,0.9139994,0.97317034,1.0600928,0.9663428,1.0119375,0.94453233,0.96838737,0.7839362,0.9026405,1.1053216,0.9825338,1.0124476,1.1355615,1.2987909,1.2448263,0.86340725,0.601027,0.5726181,0.9298104,1.0711671,0.9805105,0.7792658,0.9246259,0.9394142,0.9922698,0.987603,0.8334075,0.7768712,0.8791888,1.1709777,1.1767153,0.9245916,1.0688977,1.1007096,1.1033561,0.0,1.3113472,0.81650394,1.2140332,0.5408198,1.1119431,0.8866346,1.1516938,0.83233714,1.1395617,0.8915954,0.9669057,1.0830548,0.28739285,0.76435786,0.8832199,0.9717849,1.2592981,0.99143416,1.1968336,0.7996119,0.9809605,0.95038795,0.522531,0.872146,0.7938805,0.99727005,1.1210971,0.99579674,1.1224055,0.71914744,0.91206986,1.2765598
shirt,0.55118346,1.0338854,1.407758,1.2700653,0.39310026,1.2883279,1.3417517,1.2857084,1.3220601,0.6291007,0.77846587,0.5167234,1.3271971,0.7356691,0.30014592,0.9993363,0.52846336,0.8783368,1.3721448,1.4697912,1.4405388,1.1252875,1.4770929,1.1935786,1.4101975,1.2619017,1.3728496,1.0551544,0.845721,0.7825563,0.90002936,1.102494,1.3800237,0.77073675,1.0820098,1.263139,1.0321288,1.3137448,1.1262559,0.62046653,1.2239354,1.4988692,0.5966315,1.501078,0.8292495,1.149963,0.56286114,0.9820327,0.75013363,1.039963,0.44093847,1.1546028,1.3607059,1.4238286,0.9384834,0.4745733,1.0593218,1.3382319,1.0742052,0.88028485,1.2563128,1.3786747,0.8778875,0.60286087,1.0214909,0.9798097,0.6978335,1.4527999,0.40391672,1.2536383,0.70169777,1.1333754,1.2230357,0.89384323,0.18104148,1.0497867,0.27350157,1.2767998,0.54479903,1.4548026,0.7014487,0.7582879,1.3437625,1.1607149,0.59257454,0.75794196,0.903886,1.1427186,1.3137816,1.3815,1.1624256,1.0336202,1.4519123,0.9634234,0.949866,0.13696498,0.3345363,1.0910212,1.4673853,1.4289491,1.2846309,1.11903,1.2698344,1.1410979,1.3533578,1.1899203,1.300265,1.083926,1.0888327,1.4546409,1.2767756,0.7844779,0.8051151,1.1478755,1.0230927,1.0156691,0.43205512,1.3113472,0.0,1.181518,0.4424578,1.0128615,0.7119277,1.0606691,0.62205017,1.3593014,0.83341026,1.2984202,1.0262914,1.0248861,1.4381647,0.85608315,1.3543228,0.83469784,0.09588164,0.9499716,0.6485181,1.5213871,1.1420786,1.1937673,1.3438182,1.2404916,1.4732693,1.2032491,0.89703727,0.8229786,0.7452622,1.0032846,1.2725401,0.7663212
shoe,1.1381259,0.63370717,0.90611804,0.8794199,1.1937275,0.9345094,0.938605,1.0238687,0.92854154,1.283545,1.111875,1.1271567,0.89171493,1.1791431,1.0865823,1.0529379,1.0898004,1.1915565,0.84971815,0.7583804,0.990858,1.0081861,0.8808604,1.0500482,0.8531829,0.7983496,0.77373075,1.0795326,1.0630779,1.0985914,0.97737116,1.214301,0.79697686,1.2530715,0.7829303,0.77763665,1.1089538,0.82343054,1.110158,1.0563322,0.88729066,0.9113728,1.1300545,0.7827995,1.1934932,1.0647019,1.0473027,0.65107507,1.1928389,0.9632067,1.1115012,0.99222076,0.99273187,1.014368,1.113484,1.0670406,0.8470225,0.89275306,0.9730279,0.63005424,0.8212919,0.7891394,1.1993405,1.2597145,0.8262461,0.62859535,1.2703433,0.88042986,1.1216748,1.0058094,0.93270373,0.6459112,0.8425663,1.0845437,1.1472613,1.1583656,1.1313019,0.799315,1.2335588,0.8665165,1.0114465,1.085533,0.9500599,0.98514724,0.9172406,1.0383024,0.9658197,0.78600186,0.9227166,0.6304128,0.8219962,0.8602133,0.9748341,1.0475988,0.9322202,1.167384,1.0914574,0.93445647,0.82508385,0.8887781,0.9754443,0.766441,0.94818443,1.0420568,1.0705835,0.8738184,0.87734413,1.0543516,0.7108892,0.69849455,0.8440232,1.2668539,1.101274,0.8814717,1.2285044,1.2441773,1.1508236,0.81650394,1.181518,0.0,0.9728267,1.027992,1.176089,1.1034697,1.2049822,0.59958017,1.1753563,0.92995024,0.48331112,1.214658,0.69781595,1.1715966,0.9292516,0.91119516,1.2273123,1.1687078,1.3773158,0.7810882,0.7211475,0.91114455,0.96109,0.6230761,0.85647774,1.085321,1.256136,1.0494025,1.1452993,0.96466696,0.8265127,1.2773206
shorts,0.7121328,0.52530485,1.2608651,1.1817839,0.4608901,1.2476656,1.2796901,1.2046114,1.3213446,0.83899033,0.91249824,0.72553694,1.1144325,0.69378424,0.5868109,0.9454813,0.60951537,1.0635406,1.2465049,1.3764066,1.4046743,1.1138418,1.3340437,0.9950303,1.3324136,1.3138188,1.0187743,1.0865942,0.63917863,0.74494284,0.7332981,1.1971724,1.3858955,1.0132232,0.88201153,1.316475,1.0106583,1.1902041,1.074534,0.81186974,0.978993,1.264126,0.81091607,1.3579351,1.0017384,1.2373183,0.58070946,0.79592705,0.8734212,0.7806246,0.48447937,0.9657866,1.3558528,1.317398,0.97767293,0.8281077,0.6687871,1.2071513,1.1791354,0.47597486,0.94295764,1.3614883,1.0521493,0.89941144,0.87676364,0.63161516,0.9497756,1.2003245,0.7530667,1.3404742,0.5237449,0.9874568,1.1737051,0.9560306,0.5441042,1.2467303,0.28240418,1.1920056,0.7181148,1.3101888,0.39216328,0.660716,1.3059095,1.2996578,0.45492578,0.90123916,0.84650624,1.0787747,1.185269,1.2218108,0.8280318,0.9577788,1.255249,0.951521,1.0568814,0.53176355,0.2483362,1.0454785,1.2296194,1.2518376,0.9697698,0.7869779,1.2507135,1.1578318,1.3770744,1.2133142,1.0727705,1.0267078,1.0806768,1.3269868,1.0310128,0.9609974,0.88248354,1.1008805,1.1934371,1.172369,0.60798395,1.2140332,0.4424578,0.9728267,0.0,0.8689308,0.89282537,1.2098086,0.8389003,0.98786294,0.9490235,1.1511862,0.5944395,1.1077615,1.2941744,0.9989049,1.1437759,0.898593,0.53404176,1.2314451,1.0228446,1.3949902,0.78563905,0.9131964,1.2395244,0.94433045,1.4180068,1.2603364,1.1149348,1.0136915,0.98689747,0.90928197,1.0576416,1.0050138
shovel,0.6584933,1.0731223,1.3026559,1.1615596,0.88204825,1.1279081,1.1068156,0.88305104,0.95727366,0.7474183,1.0222498,0.86474407,1.2144141,0.67669797,0.91989917,0.83494127,0.7869404,0.890757,1.0522826,1.231779,1.0635325,0.9492905,1.3084671,0.41004986,1.037667,0.9802564,1.0546502,1.0819639,1.0037047,1.0907514,0.80263823,0.9575403,1.146822,0.9537311,1.0494174,1.0462543,0.7128404,1.2499367,0.8319074,0.9114122,1.0434861,1.2027438,0.77100337,1.1876075,0.84985626,0.9726787,0.89950013,1.0727569,0.9324595,0.7445018,0.88680357,1.1289173,1.3231517,1.1684315,1.0321884,1.1880807,1.2323453,0.92340195,0.997088,0.9450996,0.68758285,1.0190544,0.96662587,0.8149466,1.276813,0.9452655,0.82427436,1.1931359,1.1249472,1.1794708,1.0054576,1.2370865,1.0262083,0.35409242,0.94628966,1.1394882,0.79164815,0.7441476,0.7534889,1.1356292,0.9029305,0.9472951,0.9101264,0.9842277,0.76312,0.810508,1.1374164,1.0021392,1.3776295,1.0184065,1.2084376,1.290249,1.2905644,0.7720376,1.1143901,0.94372153,0.8171185,0.91637534,1.1564847,1.1299028,1.0513749,1.0261856,1.2435408,0.6778394,0.9962158,1.0488548,1.3234795,1.0098706,0.85490716,1.170406,1.2844276,0.8281796,0.9649446,0.95641184,1.0267256,0.95927393,0.8188771,0.5408198,1.0128615,1.027992,0.8689308,0.0,0.92586404,0.7740271,0.77340436,1.2350645,0.97261643,1.1377685,0.9139969,0.8563942,0.7225137,0.5581656,1.2120515,0.77584183,0.93499947,0.9289913,0.88037205,1.117478,1.2995274,1.2989779,0.98378927,0.98503095,1.1274607,1.0252676,1.0313424,0.9873468,1.145831,0.5612812,1.363292,1.0475429
shower,0.8521497,1.1922772,1.3072997,1.2606384,0.8061043,1.2936411,1.2550322,1.1776663,1.1380289,0.4580388,0.76536536,0.6861671,1.2055023,0.7008854,0.8565085,1.1328894,0.7678928,0.94712865,1.2165275,1.1838263,1.2109361,1.0496477,1.3394471,0.94123566,1.1498119,1.1585251,1.1154962,0.99623543,1.1186842,0.84286803,0.8116375,1.0716985,1.0750794,0.6227286,1.0717605,1.0725924,0.9803982,1.2350409,1.124606,0.74774045,1.2469803,1.266021,0.6035494,1.1904576,0.99939513,0.91344756,0.94234145,1.2213436,0.48282486,0.86100686,0.79839706,1.2121724,1.1458695,1.2937746,0.8466189,0.92765313,1.1764259,1.3002063,1.0934553,1.0377566,1.2055926,1.307977,0.8819182,0.79054934,1.1972879,1.2457054,0.9059162,1.3986511,0.92256874,1.0831121,1.1025275,1.3010182,1.1162155,0.84385467,0.6469934,0.954084,0.71746796,0.9792063,0.5814805,1.0199225,0.9527385,0.88645583,1.2045707,0.91326433,1.0779085,0.77654266,1.0927563,1.2222593,1.1854131,1.0508978,1.2274002,1.1680729,1.32357,0.52847147,0.9085383,0.7688072,0.67230666,1.0247692,1.2456757,1.2204713,1.3007848,1.1207672,1.2318401,1.2187462,1.1509472,1.0944583,1.268543,1.3040892,0.99105114,1.1147853,1.2087203,0.45162666,0.83814883,1.1397517,0.9703783,1.0460833,0.9694381,1.1119431,0.7119277,1.176089,0.89282537,0.92586404,0.0,0.6557845,0.75083417,1.2905381,0.7572546,1.1147449,1.0845016,1.0735087,1.100786,0.8494272,1.2432159,0.7364441,0.7426822,1.0169945,0.7725287,1.3289715,1.2142912,1.2306199,1.1812916,0.995694,1.3439186,1.0677701,0.78358126,0.8561697,0.7088978,0.8197384,1.2504203,0.69769776
sink,0.9737581,1.2199143,1.215626,1.0838139,0.9634899,1.0880113,1.0983001,0.8981985,0.89931536,0.61093616,1.1117969,0.9104888,1.0961319,0.82187045,1.0405796,1.116833,0.9767851,0.9084378,0.9972885,1.0015432,0.6564714,0.89627445,1.2080982,0.88434917,0.7893113,1.0849096,1.0400121,0.95965505,1.1648026,1.0954299,0.9207838,0.9910214,0.82472944,0.8100103,1.1190181,0.96475065,1.0022469,1.1003579,1.0454562,0.92889225,1.2432338,1.1602781,0.79686385,0.84801376,1.1234983,0.5717186,1.1563083,1.3291247,0.74611956,0.85246766,1.1594052,1.1702545,1.0524601,1.0000074,1.0655832,1.1069144,1.2692026,1.0880611,0.99179655,1.1706245,1.0314881,1.1236016,0.9656044,0.7809777,1.2532014,1.2672819,0.9772334,1.2013205,1.1134965,0.93553144,1.1133243,1.2536166,1.0777099,0.7423858,1.0645075,0.8635559,1.0667467,0.79713404,0.8788444,0.90919,1.1589967,1.0855284,0.789426,0.69532293,1.1540701,0.9079037,1.128983,1.0888377,1.1339287,0.8877022,1.324674,1.2471621,1.1888517,0.5578108,1.102299,1.0800174,1.0980594,0.8241782,1.0982972,1.066297,1.2561233,1.0638309,1.2423015,1.1170968,0.65987194,1.0647047,1.2909563,1.2073686,1.0712337,0.94474053,1.1914825,0.58962536,0.99538016,0.9559183,0.86454755,0.7817248,1.1377608,0.8866346,1.0606691,1.1034697,1.2098086,0.7740271,0.6557845,0.0,0.9182905,1.2206794,0.89691645,1.0073209,1.1539303,0.8039485,0.71590424,0.7202184,1.1720089,0.9145771,1.0121906,0.9570101,0.6581181,0.93159676,1.3020527,1.2514741,0.95310885,0.9950979,1.091344,0.73324895,0.94706476,0.97697866,0.9400896,0.8996897,1.2292532,0.92191464
slide,0.46769786,1.3390539,1.4760976,1.1646789,0.6318602,1.212978,1.209254,1.0616207,0.901736,0.46417606,0.7462235,0.42826533,1.4383997,0.5810393,0.42964232,1.0513964,0.43475717,0.44577813,1.2615716,1.5456182,1.1908793,0.74416447,1.53917,1.119698,1.2238708,1.1195925,1.4435198,0.9990449,0.79631007,0.95639014,0.99372566,0.8993019,1.4340968,0.6082768,1.1146816,1.285672,0.9122997,1.3519431,0.8835059,0.54149663,1.2522159,1.5174842,0.47689193,1.52768,0.8022321,1.040726,0.7158719,1.2587194,0.88579756,0.9501827,0.7807951,1.0975938,1.3325062,1.2589455,0.7437731,0.95357287,1.3275515,1.3167381,1.0482804,0.9755045,1.279254,1.2084333,0.7768128,0.55185294,1.3386672,1.2152052,0.3061583,1.30088,0.9110533,1.1264951,0.96629965,1.4215968,1.2502892,0.69186294,0.6210325,0.992847,0.59575117,1.1609998,0.55308306,1.5393269,0.99286765,0.7698506,1.0258807,1.032067,0.6783839,0.83998036,1.0807886,1.1226393,1.4481558,1.3427422,1.4251846,1.297185,1.494891,0.95005643,0.8461885,0.47473383,0.6852508,0.991689,1.5462294,1.5103931,1.2743275,1.2327054,1.3895111,1.0778787,1.0658188,1.2167087,1.4874859,1.0025014,1.0391793,1.486626,1.3282131,0.8171221,0.69441706,1.1165141,0.8190652,0.76712376,0.58227915,1.1516938,0.62205017,1.2049822,0.8389003,0.77340436,0.75083417,0.9182905,0.0,1.5280695,0.7531506,1.4671016,1.1147282,0.74208975,1.3780149,0.75138295,1.3294249,0.9698883,0.6050076,0.56139493,0.5084111,1.3831574,1.4554193,1.3974866,1.3211727,1.296059,1.0252482,0.8485402,0.8956913,0.8668416,0.94444484,1.0242972,1.4674706,0.75185513
slipper,1.5453268,0.4759311,0.47725004,1.0122323,1.3518378,0.83233094,0.81895226,1.1014211,1.1457801,1.463491,1.1879635,1.4393101,0.22707385,1.3373349,1.4673927,0.9172903,1.4119775,1.3568542,0.7659424,0.49871087,1.0263407,1.3133729,0.5164281,0.98166806,0.9092127,0.977744,0.43677497,1.0487199,1.0064087,0.921809,1.0037706,1.31691,0.77583385,1.4303998,0.78867555,0.8513277,1.1677734,0.6969597,1.1231469,1.3949852,0.83920777,0.19904971,1.524165,0.5185554,1.3126545,1.4022852,1.2296437,0.79163,1.2833416,0.9513546,1.3196929,0.62332135,0.58576596,0.9043343,1.107335,1.1131668,0.43955195,0.7141723,1.1886069,0.7821283,0.6738172,0.83282495,1.2947981,1.5588242,0.37698847,0.61641335,1.4190803,0.51259714,1.1444227,1.0985755,0.98535955,0.37914973,0.96708924,1.3003592,1.3154384,1.3118522,1.241627,0.97793907,1.4629236,0.5091821,0.9391928,1.0850205,1.1043985,1.3190062,1.2221463,1.3227385,0.8573009,1.0619266,0.22962534,0.78372574,0.18767667,0.5321686,0.44458604,1.2021728,1.0992583,1.4650631,1.1354915,1.1738664,0.23921639,0.30118418,0.73562336,0.60024726,0.71739554,1.1409736,1.1860806,1.0084705,0.31463182,0.9920857,0.99099386,0.52531135,0.40692544,1.4639983,1.1521989,1.0919429,1.3356736,1.4608464,1.3944178,0.83233714,1.3593014,0.59958017,0.98786294,1.2350645,1.2905381,1.2206794,1.5280695,0.0,1.1627688,0.58593,0.6607624,1.4404755,0.791938,1.3863075,0.50129294,1.2280626,1.4068075,1.3152232,1.5862813,0.6062504,0.22053146,0.32825536,0.60987353,0.72072965,0.80526286,1.2446024,1.2612785,1.2111516,1.163696,1.0729601,0.17057455,1.3834438
snow,0.8005367,1.2473007,1.2235464,1.2561456,0.88497573,1.2947631,1.255873,1.1903695,1.2274764,0.47989053,0.6926965,0.7756628,1.0137423,0.7930081,0.8852464,0.8879552,0.76383203,0.9585779,1.2190436,1.2570697,1.1493691,1.2625449,1.2639966,1.0066416,1.3219595,1.0688556,1.2323142,0.8465754,0.99777997,0.35951626,1.1835375,0.90974766,1.2062385,0.88437057,0.91082114,1.2088377,0.9330635,1.2241635,0.9529881,0.8898308,0.88870025,1.1540904,0.8653063,1.2420757,0.9947529,1.1826832,0.85639334,1.4248738,0.75212175,1.1326218,1.011019,1.1883192,1.0899315,1.1688857,0.2852534,1.0226272,1.1935099,1.0496621,1.1267927,1.0289799,1.086566,1.1785014,0.6479646,0.6736142,1.1465633,1.295507,0.76745605,1.2339653,1.0268185,1.1100881,1.1332991,1.3026198,1.036532,0.84065807,0.8187412,1.159194,0.819126,1.1280761,0.9403781,1.0500779,1.0480667,0.8205359,1.3029989,1.1393855,1.1005632,0.8979022,1.1124952,1.2918112,1.0782342,1.1378573,1.1183205,1.0582796,1.2077181,0.93708414,0.435211,0.8578606,0.8154217,1.0970917,1.1116776,1.1314126,1.0277096,0.9508666,1.2409012,1.1544206,1.1260529,1.0571618,1.1638618,1.229744,1.2565055,1.2757839,1.2243145,0.820591,0.18506074,1.1798742,0.8497389,0.92858,1.0551357,1.1395617,0.83341026,1.1753563,0.9490235,0.97261643,0.7572546,0.89691645,0.7531506,1.1627688,0.0,1.2161705,1.1652397,0.9474761,1.200001,0.8195523,1.1227446,1.0741284,0.9395566,0.9554244,0.80135417,1.2497568,1.229872,1.1371443,1.1190437,1.1389387,1.3778113,1.2231624,0.7628055,0.8586844,0.7014585,1.1342247,1.1606783,0.69616556
soap,1.3973836,0.8347252,0.64747965,1.0359827,1.3047802,0.73850185,0.6396687,1.0493253,0.9150952,1.3147726,1.1632893,1.3770685,0.6524193,1.2017825,1.3747172,0.83159894,1.3753791,1.2595074,0.77910185,0.2910174,0.9152087,1.0257211,0.69757783,0.8431574,0.5517384,0.96823925,0.41743886,1.036159,1.1208915,1.0801361,0.97754675,1.2537174,0.6474448,1.1787217,0.9656335,0.6208432,1.0002618,0.91111857,1.0538741,1.3055289,0.89994717,0.5335647,1.3557782,0.44485962,1.270045,1.0183922,1.2966242,0.8547201,1.0868782,1.0130026,1.1656017,0.7972412,0.69928133,0.8953784,1.1724069,1.1427779,0.8360857,0.7980235,1.0362116,1.0982116,0.9379135,0.7657757,1.2348468,1.2173204,0.84275496,0.82310987,1.3404418,0.6899736,1.1601133,1.0755097,1.1773599,0.69890904,0.9898323,1.2548796,1.2463336,0.8818966,1.3030024,1.0190563,1.2927256,0.5966432,0.9920239,1.2182957,0.89933413,0.73482454,1.254818,1.203669,1.0462383,1.1003015,0.6318612,0.71886975,0.70163465,0.95686173,0.6246095,1.0619063,1.221113,1.3626709,1.2039485,0.96722215,0.5851681,0.6251185,0.84959567,0.8013654,0.89066684,0.9878271,1.0541339,0.99642766,0.6388902,1.105495,0.81149375,0.5845518,0.7633694,1.1099173,1.2894477,0.95269847,1.2234116,1.3126137,1.293889,0.8915954,1.2984202,0.92995024,1.1511862,1.1377685,1.1147449,1.0073209,1.4671016,0.58593,1.2161705,0.0,0.9142458,1.2479268,0.84832263,1.2175035,0.7600726,1.0992771,1.290879,1.1995753,1.3413023,0.5664971,0.69692653,0.7349801,0.6888174,0.68704224,0.785596,1.077094,1.0794046,1.126473,1.0558224,0.910903,0.6375015,1.23234
sock,1.0689342,0.2646972,1.0123225,1.0767094,0.8598444,0.93042856,0.9093422,1.0498229,1.0578688,1.1943102,0.9755807,0.9900575,0.85791004,0.93217504,1.0067754,1.0590979,0.9266546,1.2168149,0.9233496,0.89679384,1.1242268,0.9815153,1.0098324,1.0273918,0.84209,0.97614956,0.642605,1.0870501,0.9464805,0.98333526,0.7716435,1.3007883,1.0674347,1.2085955,0.785914,0.89434373,0.99788165,0.9829955,1.1347386,0.9273147,1.0720655,0.9428442,1.1029873,0.8405738,1.1211178,1.127199,0.8843266,0.6669557,1.0857601,0.89291245,0.9070576,0.88359207,1.0563897,1.1004205,1.1120405,1.1723986,0.7042788,1.0183277,1.0193291,0.42597902,1.0006504,1.0249027,1.1872178,1.2912011,0.9731507,0.348956,1.2061943,0.94944733,1.1424265,1.2181245,0.8066435,0.67740905,1.0504521,1.1451613,0.9368306,1.2047889,0.8435066,0.93661225,1.0796218,0.9221534,0.68045634,0.9500209,0.94693977,1.0704924,0.6634876,1.0247971,1.0476942,0.8794302,0.99850035,0.68160385,0.83334875,1.0311933,0.9545825,1.0011145,1.0811677,1.0180465,0.703334,0.92236465,0.9237301,0.95548856,0.9063947,0.65757465,1.1336432,1.1613708,1.197086,1.0816126,0.8746648,0.96914005,0.7998297,0.8783944,0.91642404,1.153746,1.0658152,0.8134314,1.3084505,1.3583745,0.9853321,0.9669057,1.0262914,0.48331112,0.5944395,0.9139969,1.0845016,1.1539303,1.1147282,0.6607624,1.1652397,0.9142458,0.0,1.2665993,0.9102096,1.3258837,0.91700447,0.94165117,1.056581,1.1902857,1.289692,0.9335055,0.68510264,0.93713367,1.097764,0.55739594,0.96679574,1.1572143,1.1839663,1.1161647,1.2047902,0.9014006,0.8964959,1.1554353
soup,0.82574093,1.3261817,1.0751815,0.78269404,0.9141389,1.1484356,1.1365336,0.46395415,0.95389456,0.82995325,1.0412246,0.99912024,1.3668425,0.95339525,0.78172696,1.1054728,0.94107383,0.8850995,1.2090474,1.299681,0.47633535,0.9204066,1.0634959,1.1153878,1.0474943,1.043866,1.3550801,1.1507471,0.90159833,1.1814387,1.170698,0.27845794,1.1678553,0.96167207,1.0915643,1.2539234,0.9274652,1.0864233,0.6573873,1.064093,0.85480446,1.348073,0.96459883,1.1972499,0.93987596,0.75971985,1.0690074,1.3084687,1.0559306,1.0544631,0.9419822,1.1587689,1.1954664,0.56800765,0.93180346,1.0702895,1.2863071,1.1917971,1.0706856,1.1857971,0.9972291,1.0176612,0.8126593,0.8072509,1.3290694,1.2561631,0.90665454,1.0218065,1.1218874,0.72355396,1.0473193,1.3740295,1.1107981,0.94558966,1.1185014,0.89413273,1.0339755,0.9420287,0.950667,1.2783644,1.0814667,0.995427,0.49526823,0.85515606,0.8910649,1.0656003,0.9845716,0.96412694,1.340849,1.074929,1.3755035,1.3015152,1.0792755,0.99681234,0.97122806,0.9579236,1.1036316,0.9852061,1.3742735,1.3484539,0.88683134,1.2881804,0.9556405,1.0450175,0.32261062,1.1059806,1.2604661,1.0049049,1.2407067,1.3018274,1.2160972,0.9700713,0.902324,1.0358708,0.3715198,0.18472624,0.8238741,1.0830548,1.0248861,1.214658,1.1077615,0.8563942,1.0735087,0.8039485,0.74208975,1.4404755,0.9474761,1.2479268,1.2665993,0.0,0.99590683,0.7813592,1.2152135,1.146857,1.0241565,0.9454711,0.658518,1.0286672,1.4126296,1.2072182,1.1494395,1.1805184,1.0740954,0.77777994,1.0379727,1.0867035,1.1202629,1.2126563,1.383546,1.0123007
spoon,1.3245063,0.86221194,0.8372197,0.94691896,1.2518432,0.9373845,0.88067347,0.75742495,0.94758725,1.2458706,1.2772613,1.4502367,0.87946576,1.311568,1.3621488,0.92200714,1.452558,1.2300044,0.7488307,0.62695,0.614539,1.1210637,0.7089933,0.6456442,0.73993254,0.83300304,0.830273,1.184623,1.1255372,1.2197273,1.1084018,1.0126185,0.54013807,1.3207283,0.83595616,0.7759236,0.8972645,0.78421116,0.93900156,1.3886385,0.88295585,0.65789413,1.3564901,0.5563962,1.1480834,0.8324574,1.41779,0.94935906,1.153918,1.0366051,1.3854678,1.120015,0.79815257,0.72141707,1.1859093,1.2796139,0.9260845,0.78078693,1.0547165,1.041074,0.41678524,0.79984766,1.1970581,1.1876509,0.9472248,0.95790493,1.4507129,0.87674046,1.2874569,0.8583664,1.0713251,0.8354734,0.80128133,0.81421065,1.4372716,1.0369097,1.4411983,0.27592683,1.3168726,0.56330055,1.1829153,1.3130887,0.7902827,0.8329623,1.2748196,1.1311275,1.0154823,0.8897196,0.8688483,0.5308554,0.8869942,1.0744829,0.81904644,0.88390785,1.1435522,1.4819787,1.4053278,0.86926454,0.5215039,0.52055603,0.85884255,1.0241421,0.8480796,0.90607095,0.6904749,0.8550723,0.8853345,1.0850902,0.89202803,0.62392306,0.7883573,1.1061155,1.1994019,0.9081164,1.0012772,0.9706565,1.3341277,0.28739285,1.4381647,0.69781595,1.2941744,0.7225137,1.100786,0.71590424,1.3780149,0.791938,1.200001,0.84832263,0.9102096,0.99590683,0.0,0.9601318,0.93622303,1.0572714,1.4168619,1.1586125,1.2804639,0.6706116,0.9096398,0.93448126,0.5233612,0.7105428,0.9019348,1.006438,1.16716,1.14163,1.1272668,0.8236105,0.80688894,1.2680974
sprinkler,0.5350127,1.3161243,1.290559,1.0146811,0.8650043,1.0285445,1.1344708,0.93177223,1.0704992,0.65590775,1.0455064,0.8543705,1.3420279,0.86499697,0.7589636,1.0221415,0.8073091,0.74706054,1.3035827,1.3814931,1.0041425,1.0676252,1.3916329,0.74690956,1.1808618,1.0943242,1.4015312,1.0804298,0.926317,0.9414711,1.1660146,0.8174637,1.0060481,0.87721074,1.1953057,1.2296755,0.7394078,1.2054211,0.7760159,0.9662689,1.0935264,1.3671777,0.758721,1.3272418,0.78057384,0.8673484,0.8255874,1.3155384,0.9690126,1.0080318,0.91766155,1.1928304,1.3063002,1.0297027,0.96153975,0.81237733,1.2831225,1.0577123,1.0344007,1.1037782,0.9082306,1.0246695,0.81360936,0.50131524,1.1766092,1.3856094,0.720373,1.1504171,0.8140031,1.0123078,0.9952272,1.3694425,1.1208019,0.40641356,0.88539517,0.95671886,0.8434779,0.9542448,0.8132098,1.2889583,1.0849109,0.91798425,0.9981454,1.0025023,0.82830566,0.79050684,0.97023016,0.9979087,1.3371704,1.2761846,1.2850592,1.116173,1.3286587,0.9542098,0.9471922,0.81860375,0.88918,1.0406839,1.3805549,1.3143802,1.1720089,1.3182354,1.2733809,0.78178,0.8670744,1.0941854,1.3417325,1.0224175,1.161083,1.3237925,1.2915423,0.8697123,0.8891156,1.0390911,0.8014496,0.75227714,0.76763475,0.76435786,0.85608315,1.1715966,0.9989049,0.5581656,0.8494272,0.7202184,0.75138295,1.3863075,0.8195523,1.2175035,1.3258837,0.7813592,0.9601318,0.0,1.3203003,0.92605996,0.84816265,0.79182214,0.6820332,1.1531538,1.3475412,1.2201549,1.0737026,1.3515925,1.1839172,0.9991985,0.90039265,0.8836276,0.96121854,0.9586637,1.3657501,0.9189857
