,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sauce,1.1301093,0.875336,0.8842866,1.2336867,0.63004476,0.7135924,0.8788401,1.0110954,1.139677,1.241472,1.1880344,1.227007,1.1956077,1.0260067,1.3257256,1.1571577,0.82844114,0.8100585,0.49850982,1.0020735,0.6848233,0.9637231,0.662259,1.1646657,1.0356348,0.8703369,1.057377,1.1934344,1.2669605,0.9152347,0.7054337,1.0836757,0.8242929,1.2111981,1.2896919,1.1839787,1.0107905,1.3011589,0.69242465,0.8021188,1.1917744,0.8903651,1.1536411,0.98621225,1.1540911,1.1591558,0.8206215,0.9946054,1.1881858,1.1287359,1.258037,0.852569,1.1939813,0.9015925,1.0783436,0.96872157,1.0783288,1.1251609,1.0276351,1.2473347,1.0341555,1.1094195,0.85639495,1.1355954,0.99098325,1.3420188,0.7738992,1.4127593,1.094055,1.3053231,0.7584513,0.98188484,0.9335218,0.8564772,1.2315344,1.1530349,1.0694959,1.0026219,0.9173048,0.9715605,1.1019894,0.90988445,1.0360092,1.1308684,1.1535168,1.3195722,0.9486528,1.0242467,0.97973603,1.1088552,1.0229542,1.1405826,0.69985574,0.7800632,0.51576394,1.1008031,0.8449469,1.0346115,0.74380714,1.0973905,0.8842276,0.8969386,0.0,1.0365895,1.0209955,1.3527167,1.0092053,1.2628059,0.76165587,1.1274537,0.79062974,1.1356204,0.9429598,1.076781,0.8542464,0.94864374,0.5644941,0.7681787,1.0609013,0.91479146,1.0572567,1.3365992,1.0876889,0.7515371,1.0489026,1.1080328,1.1476511,0.9678684,0.8685031,0.9186734,1.0956407,0.8815163,1.1051742,1.1467094,1.1864913
scarf,0.8258899,1.0388143,1.1902649,0.58141255,1.0945197,1.1779788,1.1663325,1.0961436,0.79764646,0.8479171,1.1751987,0.98735553,0.31132323,1.2169129,0.7821133,0.79421973,1.1090578,1.2669035,1.2129073,1.1043675,1.1111814,1.1320654,1.3169962,1.2802936,1.3232543,0.9987912,1.1223898,0.9411775,1.1579862,1.0869955,1.1895833,1.0453479,1.0418644,0.95808655,0.93864375,1.2317663,1.2281262,0.9526836,1.2850652,1.1141554,0.88546664,0.996866,1.061474,1.1034712,0.25975484,1.1070176,1.2665586,0.6215014,1.0017213,1.1363261,1.1234864,1.1067151,1.1039379,1.228374,1.174674,0.81813174,1.197342,1.0783573,1.2368715,0.9057481,1.2304778,0.92193586,1.2264893,0.9930554,0.912983,0.8850421,1.146982,0.89538586,1.1647123,1.0355556,1.235709,1.0418962,1.1698291,1.0601739,0.8091701,0.89995813,1.231118,1.1929569,1.1519512,0.76175237,1.0715486,1.1720144,1.0370897,0.7815095,0.48087573,0.83143556,1.0958952,1.2581606,1.2161314,1.1360347,0.80740535,1.08506,1.0462141,1.0848348,1.0991571,0.88328487,1.1772196,0.937034,1.0904889,1.0444967,0.9592882,1.1038015,1.0365895,0.0,1.1039629,0.8474779,0.88397795,0.87782013,1.1670085,0.9572052,1.0216081,0.8579248,1.1819025,0.5581131,1.1998987,1.1683711,1.1172247,1.2482554,0.8686717,1.2135465,0.99566257,0.85198224,0.9394664,1.24699,1.1515725,1.1455176,0.9863132,1.0975065,1.1510848,0.9831038,0.7666682,0.9985212,1.2000538,1.1710404,0.9325736
scissors,1.1827788,0.8857331,0.69270945,1.3220792,0.89909416,0.9345909,0.50561446,0.7865877,1.2278944,1.2502289,0.92357105,1.2579943,1.2130556,1.0209539,1.2698909,1.0985912,0.73076195,0.6958539,0.85930145,1.0822963,0.652492,0.9249034,0.8783219,0.7778081,0.8674466,0.85297644,1.1136447,1.3052325,1.112592,0.91100633,0.75726104,1.2592361,0.9756958,1.0367336,1.2296835,1.1267715,0.70927566,1.085251,0.74252874,0.8747637,1.3102938,0.9722913,1.2598507,1.0411359,1.1782352,1.148553,0.72642076,1.0197384,1.1241682,1.1199274,1.0209225,0.76969874,1.0134314,0.681616,0.6851722,1.26244,0.97054595,0.8970088,0.9459341,1.3142679,0.66159093,1.2501888,0.72308266,1.3600866,1.0312271,1.2723038,0.788448,1.2884612,0.9602373,1.0334836,0.7806821,1.030475,0.7774151,1.1644133,1.2496231,0.98735124,0.90654564,0.9135897,0.8166982,0.9673773,1.1270481,0.7924005,1.1776472,1.1254841,1.2046949,1.3105115,1.0151576,0.77016,0.77341586,1.1384064,1.1676416,0.9540455,0.7353438,0.77542263,0.73042166,1.2927675,0.7498027,0.9422872,0.754082,1.269679,1.0537264,0.7584355,1.0209955,1.1039629,0.0,1.3169391,0.766433,1.216835,0.49663013,1.2749498,1.1698385,1.0652905,0.6451769,1.2110277,0.75164145,1.0675098,0.8320074,0.6516965,1.1004599,0.84823024,0.95268583,1.257653,1.2003169,0.5553255,0.9811095,0.97872627,1.201562,0.8380646,0.5482033,1.1114461,1.160908,0.79930735,0.9457464,0.82352537,1.3109827
shirt,0.60041183,1.2920454,1.3756043,0.48046315,1.2564747,1.3178399,1.429991,1.277082,0.5888545,0.41023964,1.1634505,0.5898471,0.5214521,1.1206589,0.3293727,0.78349006,1.3912109,1.4857414,1.4597391,0.98827213,1.3576093,1.1344403,1.3742576,1.1809535,1.2674646,1.1996819,1.0849034,0.525617,0.7199181,1.1686664,1.4762578,0.6889102,1.1425538,0.9154413,0.46378922,1.0201018,1.4709607,0.74209225,1.5325692,1.2929952,0.44374925,0.9562816,0.6742026,1.0672785,0.5401758,0.95785123,1.495182,0.87467915,0.64028007,1.1092755,1.0687919,1.4253087,1.0816735,1.4246743,1.253222,0.7458042,1.0974107,1.0609363,1.3004322,0.47698444,1.3358792,0.7605811,1.3112851,0.5225086,0.8696183,0.21909392,1.219549,0.36663103,1.178627,0.8312134,1.4777901,0.9962481,1.2591275,0.9992805,0.56256396,0.9660486,1.1322646,1.2873795,1.3330098,1.0748255,0.8796807,1.3619452,0.84398687,0.8284496,0.46788228,0.2778964,1.1485411,1.4630882,1.4579602,1.0187467,0.91431785,0.9745362,1.2573409,1.327884,1.467067,0.78648806,1.3777368,0.85895854,1.3851349,0.66136694,1.149766,1.3404624,1.3527167,0.8474779,1.3169391,0.0,1.1087854,0.3855642,1.4492332,0.69854856,0.9098192,0.77993464,1.4611055,0.87965614,1.3427916,1.1120937,1.3187475,1.4366755,0.7869568,1.4089649,1.0131404,0.2559895,0.5772192,1.5567663,1.2658174,1.2115476,0.79987407,1.2739326,1.4489534,0.8742014,0.75945735,1.2004291,1.1075665,1.271454,0.63062286
shoe,1.0876093,1.0021433,1.1634289,1.0995182,0.9824054,1.0520434,0.9688373,0.8335631,1.1659939,1.076209,0.95060474,1.0246139,0.91060925,0.87513554,0.9947345,1.1718346,0.93728244,1.1190954,1.0729122,0.88542956,0.92667574,1.0140004,0.92709297,0.9358897,0.9409481,0.9624734,0.8861002,1.2042404,0.9709857,0.8814332,1.1574891,1.143783,0.903382,0.8171444,1.0687627,1.0035317,1.1183255,0.9403189,1.079706,1.0403178,1.0897526,0.89990604,1.1911293,0.93381965,0.99353534,1.0241281,1.1649439,1.0280699,1.0179312,0.939253,1.0570029,1.1228423,0.96359694,1.0582613,0.8762496,1.0340774,0.9299613,0.5253889,0.9984231,1.1117303,1.0126865,0.8866029,0.8258737,1.113024,0.993655,1.0462112,1.0572815,1.0084186,1.060814,0.9473711,1.0992385,1.0268041,1.0312531,1.0098133,0.8314685,0.8841246,0.99122083,1.2009412,0.8047146,0.87829894,0.98203677,1.1992457,1.0846015,1.0279471,0.9912361,0.95535296,0.9768958,1.0992649,1.0967401,1.078249,0.9603562,0.8696769,0.9554427,0.9855651,1.0307252,1.034786,1.0822421,0.55527127,0.96579474,1.194254,0.95055,0.9744731,1.0092053,0.88397795,0.766433,1.1087854,0.0,0.86327815,0.8483753,1.2312317,1.0749415,0.911204,0.90712,0.9824379,0.99660146,0.9537153,1.0194857,1.0052716,1.0399003,1.1566037,0.75705755,1.0914065,1.1645248,1.0445459,0.99235445,1.004004,1.0115091,0.84885377,0.81944054,1.1045259,1.1402175,0.96671754,1.069575,1.0163325,1.2267294
shorts,0.92373437,1.1459062,1.2764394,0.70969033,1.1977595,1.2770289,1.3370395,1.029246,0.9208238,0.6333019,0.97125185,0.62827957,0.597356,1.0773201,0.47673553,1.0971423,1.2938211,1.3411704,1.3793374,0.9080882,1.2917322,1.1634864,1.1310604,1.1059337,0.9403116,1.2193654,0.9477859,0.86841273,0.67215383,1.054591,1.3893578,0.69604456,1.1375365,0.9553356,0.6193054,0.95986557,1.3142861,0.7706797,1.35287,1.2167642,0.73239815,0.9250248,0.7649231,0.9058058,0.6980253,0.85068756,1.301075,1.0577505,0.91816306,0.9292731,0.998811,1.3720331,0.9248389,1.2622584,1.2131075,0.909613,0.9884311,0.7106868,1.1839535,0.854832,1.2123609,0.79468083,1.1572077,0.70064396,0.9913519,0.40404224,1.1680386,0.3659947,1.1057545,0.79511297,1.3645461,1.0160296,1.3344955,0.9554899,0.48648936,1.0378871,1.0320463,1.2451332,0.91401774,0.9233259,0.90036917,1.2891657,0.8704723,1.0850875,0.6517929,0.17840075,1.0417447,1.3117502,1.3111042,0.9818859,0.86515355,0.7886497,1.2719669,1.2881079,1.432644,0.6676451,1.3226273,0.72462857,1.2799379,0.8348916,1.126736,1.2701781,1.2628059,0.87782013,1.216835,0.3855642,0.86327815,0.0,1.2382847,0.8630032,1.08962,0.91657895,1.2769053,1.0271566,1.1354449,0.92145914,1.2590806,1.2981843,0.9719979,1.310951,1.0166401,0.4760543,0.89185715,1.4029516,1.0163304,1.1440011,0.8870736,0.86586064,1.3228703,1.1106967,1.075168,1.2414131,0.97641265,1.1053867,0.868421
shovel,1.42697,0.68615574,0.56028366,1.3608527,0.79313713,0.7992913,0.5474808,0.6882558,1.3430862,1.4993148,0.6889123,1.3306221,1.3661093,0.8728123,1.5235474,1.2719165,0.7105279,0.40742207,0.64307714,1.1326795,0.7882954,0.9280546,0.5301714,0.8122092,0.48984385,0.7439674,1.1351538,1.3195623,0.9701526,0.9178927,0.5547493,1.2450011,0.7942654,1.0175614,1.4332706,1.1878804,0.5059363,1.2024297,0.39344805,0.8995256,1.4912639,0.9832727,1.1805015,1.0151069,1.3096018,1.0810682,0.6177125,1.2523522,1.4157368,1.0391052,0.86535597,0.5331621,1.1017718,0.40718818,0.7285625,1.2660822,0.83332217,0.7321805,1.03509,1.4863145,0.82417226,1.2936697,0.44640982,1.3278091,1.106828,1.3982935,0.7587449,1.4144181,0.765575,1.0849419,0.39413434,1.28254,0.7918491,1.0467838,1.3765358,1.1078246,1.129273,0.87889403,0.55944186,0.7944789,1.2883064,0.7661815,1.1379855,1.3131504,1.3414501,1.4150114,1.1124309,0.5379433,0.55994606,1.2393613,1.1051613,1.0047361,0.8672418,0.5645883,0.67637324,1.3261492,0.7301965,1.0175424,0.47742367,1.2474837,1.040745,0.57504547,0.76165587,1.1670085,0.49663013,1.4492332,0.8483753,1.2382847,0.0,1.3664024,1.1780012,1.1556551,0.49164963,1.1924987,0.6174401,0.9007658,0.8407584,0.3473062,1.2089384,0.64963675,0.94435203,1.5199621,1.453191,0.53385603,0.78896093,0.9943228,1.2489862,0.533975,0.49533898,1.310136,1.2691664,0.71858966,0.5502354,0.7174163,1.2881784
shower,0.7133888,1.2615606,1.3849723,0.7150796,1.1932367,1.2662628,1.3947697,1.133585,0.39291513,0.48237813,1.3377587,0.52677596,0.85710335,1.0675555,0.5738113,0.83606255,1.2359533,1.3163952,1.1376399,0.73876685,1.266632,0.8010084,1.1324599,1.2531663,1.1946015,1.1517421,1.0961283,0.7171411,0.74750996,1.1662045,1.3346896,0.29786062,1.0816793,1.0044955,0.51720166,0.95282865,1.4199077,0.68640757,1.3041985,1.0742258,0.725573,1.0604862,0.28420317,0.8579747,0.85145783,1.1673055,1.3607764,0.8978604,0.8862347,1.2375957,1.1408117,1.2940627,1.2397705,1.408937,1.3632874,0.7184137,1.3180907,1.3146447,1.3233511,0.7816384,1.3681929,0.9770252,1.4398608,0.8256157,0.79252625,0.62181777,1.0267975,0.7406049,1.0294787,0.8060281,1.2504389,1.0241718,1.2360466,1.0000633,0.93961626,0.934432,1.1633818,1.277455,1.2271746,1.363533,1.0136917,1.3368803,0.55784166,1.0096234,0.76430434,0.681027,0.88607657,1.3884351,1.3779793,1.0174693,1.0430974,0.9626824,1.1831994,1.118118,1.2340555,0.93643546,1.391736,0.9689863,1.2696774,0.37532908,1.0565832,1.2435731,1.1274537,0.9572052,1.2749498,0.69854856,1.2312317,0.8630032,1.3664024,0.0,0.59148395,0.8506351,1.4707106,0.8867366,1.2673889,1.0275975,1.1325834,1.2440302,0.7935512,1.343945,0.94874966,0.71664023,0.49545473,1.4017749,1.3568013,1.2100577,0.77875644,1.1913941,1.338939,0.69725084,0.77082956,1.1016098,0.9309023,1.3967649,0.44241637
sink,0.84245443,1.3107182,1.4262578,0.8646485,1.1336453,1.1875701,1.2089549,1.0687947,0.49845475,0.7212709,1.3043903,0.75064987,0.97619724,0.9181049,0.8163213,0.848696,1.1448842,1.3021344,0.6250629,0.7189484,1.0256989,0.8766093,0.9380078,1.165282,1.2781041,1.0757284,1.0019624,0.9281256,0.98546195,0.9986328,1.2555133,0.76138484,0.9407163,0.8814049,0.762699,1.0658973,1.4139905,0.914994,1.1819332,0.8437741,0.8894007,1.0599235,0.7052235,0.78055423,1.0059726,1.332036,1.3353429,0.95248777,0.97008765,1.3182936,1.2009647,1.287365,1.2555535,1.2162572,1.2868941,0.6657017,1.2772781,1.2007179,1.2205715,0.94825554,1.307373,0.8592613,1.3520981,1.0115349,0.7975257,0.91574323,0.94578934,0.9934842,0.8556349,1.0452552,1.2107878,0.8939944,1.0403868,0.7773347,0.9384154,0.95262015,1.0483552,1.365866,1.2796104,1.3232231,1.0340424,1.405983,0.5084764,1.0199378,0.9306661,0.94836116,0.9109065,1.3187857,1.292283,1.0098577,0.9732141,1.0104142,0.91841793,1.0491848,0.7832266,1.0863223,1.3012706,0.9254264,1.1932437,0.52415305,0.93233013,1.3025643,0.79062974,1.0216081,1.1698385,0.9098192,1.0749415,1.08962,1.1780012,0.59148395,0.0,0.90932506,1.3942161,0.9042955,1.2866474,1.1619977,0.9343569,0.87006533,0.847577,1.3428023,0.9391385,0.8607353,0.4716032,1.2041122,1.4650464,1.1475991,0.6291984,1.3659712,1.262567,0.3174051,0.84491277,1.1081779,1.132433,1.4294593,0.76361513
slide,0.743978,1.106594,1.3797182,0.7759291,0.99710435,1.1224297,1.143261,1.0635085,0.7505419,0.5713067,1.2865782,0.502781,0.83849895,1.0489641,0.66396356,0.7691233,1.0212202,1.3457707,1.0772399,0.76441664,1.1428264,0.9387351,1.1651769,1.2856133,1.2384973,1.1283023,1.005157,1.0056762,0.70567524,1.0142558,1.3330793,0.85815954,0.9660114,0.8371837,0.5851104,1.1032888,1.2804669,0.62562335,1.3236709,0.9488768,0.7913754,0.86154383,0.85301006,0.9962769,0.8306618,1.351678,1.3590355,0.9294189,1.0251837,1.2250812,1.1351584,1.309874,1.3151679,1.3739649,1.0149721,0.8574049,1.4050207,1.0072274,1.23563,0.99565446,1.3584538,1.0194743,1.2235026,0.956685,0.6589878,0.7726116,1.1085163,0.8363483,1.0586097,0.6951082,1.311796,0.9491454,0.96417576,1.0615628,0.81277436,0.7968224,1.146536,1.3639294,1.2104224,1.3085178,1.1039453,1.3755243,0.8624028,1.0647906,0.7788948,0.8042229,0.99494356,1.274785,1.2233055,0.9232104,0.9911218,0.7322065,1.0579566,1.0423826,1.0917869,1.0314385,1.2554456,0.76776236,1.103671,0.8557496,0.97403336,1.2213178,1.1356204,0.8579248,1.0652905,0.77993464,0.911204,0.91657895,1.1556551,0.8506351,0.90932506,0.0,1.2831703,0.9275485,1.064364,0.84256005,1.1706326,1.2305932,0.6380701,1.3289485,0.79928255,0.8576133,0.63394403,1.2703398,1.3910413,1.150382,0.8361756,1.2134057,0.974903,0.8606319,0.84781635,1.0807103,0.8775059,1.3969452,0.78506553
slipper,1.4796177,0.51677525,0.27496123,1.3636453,0.8107438,0.6719154,0.5821256,0.87799233,1.4576936,1.5485694,0.47719425,1.4950948,1.3936641,0.8881428,1.5286474,1.1398042,0.7068703,0.27284455,0.76554865,1.3604382,0.8749784,1.0377786,0.71619993,0.6903631,0.44679248,0.7034034,1.1151024,1.2993832,1.2321666,1.0852371,0.3361423,1.4427478,1.0539399,1.2204523,1.5369736,1.1072729,0.15299559,1.4054279,0.29436892,0.9201852,1.451325,1.1320746,1.3977334,1.137971,1.3002458,0.82672226,0.3223269,1.2090368,1.2410059,0.72126716,0.633659,0.40201354,0.7421193,0.42624998,0.65832746,1.4622612,0.5445914,0.78819025,0.734782,1.3790526,0.48237276,1.3098962,0.32871222,1.3208072,1.3387034,1.4077837,0.9743465,1.3371245,0.8793207,1.2689396,0.39049447,1.2463603,0.88546556,1.2342752,1.3972042,1.1306536,1.0406079,0.2970761,0.60089934,0.7481895,1.172002,0.27488232,1.4215984,1.1997906,1.3579508,1.4305722,1.0465187,0.2513588,0.3069784,1.2880769,1.1854051,1.090901,0.9918863,0.81636214,0.83535206,1.2387449,0.44849122,1.2041316,0.5808072,1.492857,1.0571632,0.6473857,0.9429598,1.1819025,0.6451769,1.4611055,0.90712,1.2769053,0.49164963,1.4707106,1.3942161,1.2831703,0.0,1.2726713,0.46313483,0.74793506,0.8707152,0.6795695,1.3352494,0.35295624,1.1821344,1.4492015,1.6542349,0.32381606,0.41461957,0.69014347,1.4528766,0.5451839,0.51784325,1.4676824,1.3111669,0.74831605,0.79591763,0.28569084,1.4471401
snow,0.867808,1.079248,1.2922375,0.76334834,1.1356249,1.1491191,1.2062923,1.0052835,0.72710574,0.88909686,1.1237134,0.97969466,0.5310831,1.1441541,0.78476626,0.82375026,1.0898052,1.2273548,1.0830309,0.9848207,1.2006016,1.0342969,1.1095693,1.059851,1.2069354,1.1080273,1.0001994,0.8437681,1.1221423,1.0277609,1.2545629,1.0332307,1.0094446,0.9060411,0.95938814,1.0057366,1.2162708,0.9720102,1.1903281,0.9679893,0.95169544,1.144327,1.0309625,1.0856398,0.6274542,1.1204673,1.2970517,0.72416294,1.020748,1.1473572,0.99813145,1.1529478,1.0797063,1.2715778,1.236557,0.69333756,1.2280468,1.0976937,1.0521069,0.88936776,1.2621628,0.983622,1.2646941,0.95767885,0.9715822,0.9169214,1.1282423,0.9146832,1.0735219,1.0627351,1.1964048,1.1016539,1.1462779,0.8642212,0.920831,0.97196615,1.1180478,1.1490109,1.0503833,0.9868007,1.0009525,1.192376,0.99201673,0.7665172,0.7031074,0.9044271,0.92293006,1.2147352,1.2096604,0.9565962,0.8523262,1.0175978,1.1626179,1.0639402,1.108265,0.97860575,1.2753766,0.92098504,1.157993,1.0371084,0.9080001,1.1463017,1.076781,0.5581131,1.2110277,0.87965614,0.9824379,1.0271566,1.1924987,0.8867366,0.9042955,0.9275485,1.2726713,0.0,1.1175804,1.0635663,1.0873737,1.1841078,0.93144304,1.1363343,0.9686532,0.9072195,0.8862198,1.2428966,1.1940444,1.0065987,0.9085884,1.067906,1.235699,0.8564752,0.7268314,1.1140149,1.2467339,1.1798762,0.871536
soap,1.4028783,0.63108665,0.58552057,1.3384144,0.6188661,0.55722266,0.65075207,0.94301516,1.3025756,1.3907775,0.8230385,1.310078,1.307225,1.0935568,1.3680067,1.1969934,0.81803226,0.4743771,0.60825765,1.2157387,0.8332905,0.92961645,0.5544792,0.8820048,0.610796,0.9033265,0.9520157,1.3514135,1.1971257,0.9563259,0.5943582,1.2756407,0.96924675,1.2338793,1.4221034,1.0231265,0.4960428,1.2691224,0.43895853,0.50192606,1.4398334,1.0663002,1.3431298,1.1175175,1.2665486,0.99391705,0.47139752,1.165996,1.3333101,0.84133464,0.8441693,0.7536731,0.9030001,0.7190756,0.8894391,1.1853486,0.950721,0.8581226,0.6628295,1.4248792,0.74021065,1.2855268,0.5308105,1.2804483,1.2842691,1.2450638,0.9233889,1.2404716,0.9020703,1.1940799,0.6437075,1.1863425,0.8123977,1.0773494,1.296734,1.1593809,1.0184426,0.63780665,0.6176273,0.9489777,1.237045,0.6134344,1.3262861,1.2761703,1.2624277,1.3014917,0.85570174,0.6391542,0.65526223,0.9465364,1.1397281,1.0544727,0.9513164,0.9588539,0.73283976,1.1944017,0.6635348,1.1229893,0.7102849,1.378155,1.1017616,0.76465285,0.8542464,1.1998987,0.75164145,1.3427916,0.99660146,1.1354449,0.6174401,1.2673889,1.2866474,1.064364,0.46313483,1.1175804,0.0,0.6598934,0.7900033,0.7367346,1.2955903,0.547354,1.1328163,1.3156911,1.406326,0.39308643,0.64857113,0.72372985,1.2195543,0.5966618,0.649351,1.2760446,1.3475418,0.9031617,0.8976972,0.60738575,1.4387789
sock,1.194499,0.50284064,0.9678035,1.0651772,0.8052817,0.8050215,0.99095684,0.9474363,1.0586467,1.0893912,0.7881716,0.9023332,1.0986968,0.7972177,1.0367062,0.94851077,0.81053096,0.8427561,0.8044714,0.9683732,1.1489496,1.067503,0.7051017,1.0008625,0.6509264,1.0328281,0.9099801,1.1002715,0.9284354,1.0447563,0.832692,1.038873,1.1311088,1.1224624,1.0603906,0.8582423,0.79573107,1.074286,0.741907,0.82416964,1.1366897,1.0114594,1.0256069,1.0618151,1.1015022,1.1066035,0.8212192,1.1551754,1.2113777,0.94899917,0.7217755,0.98496455,1.0791447,1.0161245,0.8009834,1.0694627,1.0205438,0.7345498,0.9386757,1.2578989,1.0526706,1.1781038,0.84441495,1.0263463,1.0655065,1.0572127,1.0776873,0.8967778,0.9012138,1.0405971,0.7968279,1.1306736,1.0404167,1.1090709,1.009942,1.0929053,1.0031354,0.95402247,0.7145053,1.1128078,1.2536395,0.9829522,1.125288,1.2033055,1.0272876,0.9999728,0.6760974,0.75934976,0.8013871,1.0363345,1.079777,0.7685649,1.241918,1.0366106,0.9535592,1.1202013,0.9928085,0.9815673,0.91519314,1.1386032,0.98442614,0.93674564,0.94864374,1.1683711,1.0675098,1.1120937,0.9537153,0.92145914,0.9007658,1.0275975,1.1619977,0.84256005,0.74793506,1.0635663,0.6598934,0.0,0.9361999,0.97986543,1.1035928,0.8932823,1.084128,1.1466836,1.1958964,0.79143184,0.8781308,0.89762837,1.1361606,0.7092152,0.93167067,1.2815025,1.1683022,1.0086279,0.8410115,0.9137067,1.0756698
soup,1.1503888,0.9856754,0.8026769,1.3245511,0.7774399,0.8071785,0.7822293,0.91607314,1.18397,1.2623236,1.1289577,1.2686319,1.2246182,0.9764033,1.3308647,1.094521,0.8423535,0.79108286,0.51936775,1.030448,0.53692305,1.0260097,0.72993064,0.9881398,0.983208,0.885859,1.1888604,1.1886752,1.3169925,0.6960574,0.7421514,1.1724865,0.9780028,1.1669941,1.315532,1.2186993,0.9089321,1.2733096,0.7237228,0.7273432,1.227266,1.011568,1.1804867,1.1390406,1.1813114,1.1797718,0.7000963,0.98028934,1.148485,1.14879,1.0983806,0.88479894,1.160343,0.797289,1.0390049,1.1015947,1.1202642,1.1378908,0.9803421,1.2530006,0.94319135,1.2000059,0.8870898,1.2927364,1.0263281,1.2963939,0.8639983,1.3643514,1.0591412,1.2717383,0.8167241,0.9023092,0.8563681,0.9329423,1.2579881,1.1293075,0.8612079,0.92807734,0.88955677,1.0522325,1.1724204,0.8671812,1.1009316,1.0847074,1.176714,1.3126009,0.91901666,0.92755526,0.92130035,1.074075,1.1211565,1.135599,0.5895092,0.8220738,0.5025736,1.1708333,0.8029452,1.0781465,0.8810953,1.142668,0.84772635,0.98989993,0.5644941,1.1172247,0.8320074,1.3187475,1.0194857,1.2590806,0.8407584,1.1325834,0.9343569,1.1706326,0.8707152,1.0873737,0.7900033,0.9361999,0.0,0.7248238,1.1138055,0.9017645,1.0564953,1.2146864,1.0962292,0.6553033,1.0348972,1.1053727,1.1829967,0.9497373,0.90407276,0.9202652,1.0737534,0.87851083,1.1415402,1.0312715,1.1945492
spoon,1.3368721,0.82602537,0.79232085,1.2594396,0.93831825,0.90970916,0.68956065,0.93942255,1.1941996,1.477977,0.8340757,1.3874888,1.3666799,0.8533586,1.5500295,1.2300999,0.83744705,0.60512346,0.49686527,1.1506547,0.7752714,0.81734544,0.6285861,0.77911043,0.7729068,0.893908,0.87759733,1.312357,1.2238379,0.86265206,0.6741967,1.2717596,0.9420993,0.87709516,1.469046,1.0352502,0.5653642,1.352248,0.51478016,0.8168777,1.4505424,1.0504478,1.1724963,1.040903,1.3512933,1.0598035,0.6229321,1.2532054,1.3297837,0.9003943,0.8952291,0.71474844,0.9530447,0.29169786,0.8715241,1.1258401,0.85740995,0.8186439,0.8531618,1.3413038,0.87853515,0.9607197,0.77299124,1.299295,1.0798002,1.4484377,0.9473002,1.3773692,0.28669745,1.2663801,0.5530589,1.0813487,0.89040035,0.8301034,1.2633665,1.1739315,1.0145278,0.8718379,0.69218445,0.864445,1.1205226,0.85342175,1.1040946,1.2628152,1.3771532,1.42507,0.97014755,0.51072156,0.46590847,1.0180144,1.0391024,1.1528001,0.8202982,0.7290663,0.60280883,1.2595552,0.8322926,1.2388276,0.7583293,1.158657,1.0295671,0.77722216,0.7681787,1.2482554,0.6516965,1.4366755,1.0052716,1.2981843,0.3473062,1.2440302,0.87006533,1.2305932,0.6795695,1.1841078,0.7367346,0.97986543,0.7248238,0.0,1.1672436,0.7584021,1.1000048,1.4390821,1.2806811,0.6218721,0.8337599,0.6635449,0.6814083,0.75457627,0.82327914,0.9862631,1.277365,0.869325,0.6983773,0.71465236,1.272517
