,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sprinkler,0.7329795,1.190093,1.3626678,0.8086431,1.0851382,1.1725621,1.2260442,1.0719541,0.6525632,0.62402254,1.2838213,0.7020873,0.83425653,1.0185248,0.7153928,0.8429502,1.0980581,1.3908995,1.1234233,0.86432254,1.1754173,0.919623,1.2922444,1.2222699,1.437345,1.1024882,1.0807877,0.8476718,0.95225465,1.1767957,1.2097349,0.862607,1.0414311,0.7112479,0.7073348,1.0095581,1.3012028,0.82723486,1.3896554,1.0445063,0.74521184,0.8804765,0.8267356,1.0504788,0.83453536,1.1551335,1.3100204,0.9013084,0.8735587,1.2060245,1.1263199,1.3274647,1.1556956,1.2457887,1.0779023,0.8118665,1.2297637,1.2006433,1.175463,0.8212968,1.2671723,0.87646115,1.3000252,0.8609003,0.2260294,0.85862845,1.0697254,0.94569707,0.9793458,0.9210634,1.2897869,0.95150405,1.1130348,0.9749545,0.9414466,0.7671542,1.1208012,1.2818898,1.3282688,1.1621213,1.0084505,1.3149354,0.9330785,0.92114794,0.82906556,0.84054476,1.0145751,1.2353868,1.1787443,1.0051022,1.0291454,1.0860922,1.0720805,1.0825522,1.052245,1.0156919,1.3188365,0.9173151,1.2214533,0.8503989,0.92213815,1.169574,1.0609013,0.8686717,1.1004599,0.7869568,1.0399003,0.9719979,1.2089384,0.7935512,0.847577,0.6380701,1.3352494,0.93144304,1.2955903,1.1035928,1.1138055,1.1672436,0.0,1.3624264,0.8081994,0.8827627,0.5459589,1.2714728,1.3543098,1.1139365,0.76119727,1.3424399,1.0523349,0.6863077,0.86296195,1.109947,0.9756719,1.3084779,0.78135115
strawberry,1.3623585,0.5917839,0.33941334,1.3270528,0.80960417,0.5683076,0.6138382,0.9520427,1.4435072,1.5584103,0.68058485,1.4888833,1.3823698,1.0216168,1.5295564,1.1474375,0.8448528,0.4237352,0.8495437,1.341038,0.8925067,1.0585861,0.7739087,0.66610765,0.64286125,0.9309396,0.80256677,1.266119,1.2883886,0.9646051,0.4666522,1.3481102,1.0573783,1.2654388,1.5361749,0.9091867,0.30932546,1.3946365,0.43993747,0.8911931,1.4216325,1.1590203,1.3334007,1.1387694,1.3166897,0.7710046,0.33262825,1.2085398,1.2196985,0.6462437,0.7184281,0.42060912,0.6907632,0.5393567,0.7564713,1.3445613,0.7215254,0.9721667,0.54549235,1.3270056,0.4288947,1.1794474,0.59412503,1.2991011,1.3588834,1.4265065,0.93203014,1.3377984,0.89670765,1.2764872,0.5285527,1.2002411,0.8296348,1.1274767,1.2739117,1.2388414,0.9186235,0.35363686,0.6576334,0.7934252,0.98767346,0.25858945,1.373455,1.1313524,1.3689351,1.4283233,1.0405387,0.41367352,0.44521618,1.0144998,1.0877184,1.1428574,1.0345088,0.9196279,0.88486,1.1153139,0.41155577,1.4034748,0.66209185,1.3726685,1.0629727,0.588699,0.91479146,1.2135465,0.84823024,1.4089649,1.1566037,1.310951,0.64963675,1.343945,1.3428023,1.3289485,0.35295624,1.1363343,0.547354,0.8932823,0.9017645,0.7584021,1.3624264,0.0,1.2282635,1.4379356,1.5554101,0.46830827,0.41788363,0.584806,1.2854762,0.64536655,0.63773304,1.3490965,1.2422872,0.95553213,0.99367416,0.49966747,1.3546075
stroller,1.0935419,1.1149895,1.1818514,1.0905282,1.0155696,1.136291,1.1186519,0.49483627,1.0472215,0.8892566,1.1199627,0.8098577,0.9137955,0.981497,0.9284505,1.0249478,0.88463235,1.0921507,1.005823,0.7058835,1.0531929,0.92310214,0.8834742,1.0209205,1.0003167,0.8615644,1.1917778,1.1074573,0.71389645,0.97037923,1.2023485,0.8460863,0.8629508,0.7650481,0.8433056,1.1742709,1.2554297,0.67149943,1.1054876,1.0059801,0.99946946,0.72015667,0.89605093,1.0139949,0.9333519,1.2446193,1.2886648,1.2086968,0.98797554,1.2659822,1.2230897,1.0151691,1.310289,1.1495185,0.91599315,0.92630845,1.2012582,0.91645586,1.2667245,1.0900223,1.2201207,1.0680158,0.9872312,1.0069222,0.76543885,0.9891528,0.80508107,1.1099907,1.1698395,0.7718025,1.076657,1.0196459,1.0483453,0.9522049,0.97678864,0.49194974,1.0881878,1.3145721,1.0015786,1.1884162,1.1413109,1.2932327,0.78496075,1.1280406,0.84069234,1.0142561,1.015583,1.2374201,1.2140309,1.1458938,1.0701654,0.95045197,0.95734143,0.8614089,0.9726977,1.1392926,1.166508,0.55231446,0.9782939,0.8992144,0.9870814,0.8957782,1.0572567,0.99566257,0.95268583,1.0131404,0.75705755,1.0166401,0.94435203,0.94874966,0.9391385,0.79928255,1.1821344,0.9686532,1.1328163,1.084128,1.0564953,1.1000048,0.8081994,1.2282635,0.0,1.0043374,0.7917134,1.173308,1.2887819,1.3531687,0.98910564,1.0121632,0.570589,0.9158451,0.99417746,0.85565436,0.7511851,1.2668991,0.96206534
sweater,0.67890596,1.3849356,1.3610985,0.64206165,1.2347648,1.2911824,1.3438714,1.202299,0.616871,0.49507606,1.1310132,0.6157039,0.59789085,1.1664655,0.3902369,0.799549,1.349877,1.4558151,1.3761909,0.9374874,1.199765,1.0754771,1.3247005,1.1066921,1.2341617,1.191364,1.1317924,0.6572906,0.757505,1.0605474,1.4752631,0.72700757,1.1477108,0.966302,0.49196714,0.99208003,1.444993,0.72706586,1.5127857,1.2086385,0.5540011,1.0186287,0.7383683,0.9717246,0.6606798,1.0223773,1.4122443,0.86336696,0.6714897,1.1518632,1.0652654,1.4345818,1.0540688,1.3982075,1.2812057,0.7932128,1.1825314,1.1016757,1.2551872,0.59348255,1.2721753,0.884054,1.3218055,0.66675115,0.9208715,0.20908642,1.104527,0.43765026,1.2160499,0.813286,1.505094,0.8561428,1.1807456,1.0029782,0.58842385,0.9692235,0.9474528,1.2960496,1.2801344,1.120341,0.9230177,1.3463299,0.7452465,0.82691723,0.62801355,0.3260883,1.0633701,1.436609,1.454484,0.9560787,1.0085828,0.96407026,1.0993136,1.330709,1.365428,0.80120754,1.3332844,0.80204463,1.3949287,0.60874844,1.1667848,1.3869509,1.3365992,0.85198224,1.257653,0.2559895,1.0914065,0.4760543,1.5199621,0.71664023,0.8607353,0.8576133,1.4492015,0.9072195,1.3156911,1.1466836,1.2146864,1.4390821,0.8827627,1.4379356,1.0043374,0.0,0.5482309,1.4929945,1.3086364,1.2496117,0.86952055,1.2411249,1.4597042,0.8213264,0.78841186,1.1976101,1.1273745,1.2663103,0.6953558
table,0.5920837,1.491078,1.5412233,0.70015156,1.2110214,1.3269378,1.3702948,1.1229962,0.39391077,0.27002752,1.4426627,0.42112327,0.7685859,1.121117,0.4366175,0.685894,1.1300561,1.525182,1.0663488,0.61132985,1.1163325,0.93655777,1.262177,1.1934624,1.4860322,1.2166653,1.058969,0.71668756,0.7348338,1.1070135,1.4731468,0.65037227,0.9887023,0.7923888,0.30648428,1.0131751,1.5998493,0.5829185,1.5295811,1.006546,0.59875953,0.98645055,0.62769973,0.91085017,0.83462715,1.3334123,1.5111382,0.85853755,0.77915144,1.390158,1.3115703,1.49334,1.3510396,1.4806082,1.30583,0.58334047,1.4573268,1.3421595,1.3253055,0.74973905,1.4459428,0.85687757,1.5463266,0.74684936,0.5519433,0.58554155,0.9169751,0.73788553,1.0623903,0.7515114,1.5282335,0.8266802,1.1856102,0.89241314,0.8196524,0.87806904,1.0553733,1.4802753,1.5005192,1.4965246,1.0641418,1.5026596,0.56839395,0.9352564,0.7215969,0.65079796,0.8585391,1.5334601,1.4783312,0.898341,1.0271206,1.0018841,0.98125666,1.2006934,1.0368685,0.9795203,1.4966476,0.8191016,1.3347626,0.49723554,1.0575091,1.3580729,1.0876889,0.9394664,1.2003169,0.5772192,1.1645248,0.89185715,1.453191,0.49545473,0.4716032,0.63394403,1.6542349,0.8862198,1.406326,1.1958964,1.0962292,1.2806811,0.5459589,1.5554101,0.7917134,0.5482309,0.0,1.4611932,1.6203136,1.2408284,0.61957186,1.5481524,1.2964547,0.30014515,0.7560326,1.1884067,1.0802773,1.5866408,0.58773077
tape,1.4733684,0.58767754,0.36742842,1.5389891,0.62937635,0.53418607,0.49039674,0.8171195,1.42362,1.5340768,0.7404841,1.4898367,1.4492726,0.9872215,1.6045566,1.201434,0.5596516,0.3419503,0.382756,1.1540966,0.7479588,1.0099903,0.5496015,0.7521319,0.6206779,0.78274226,1.091191,1.4579663,1.3057414,0.9479351,0.25779313,1.4216664,0.9848219,1.3015947,1.5232512,1.0751777,0.3716699,1.3323407,0.30510372,0.4266914,1.5870972,1.09769,1.3914931,1.086083,1.3673896,1.0465344,0.26486146,1.2089717,1.2316552,0.97513795,0.95636976,0.58322716,0.90168226,0.55403614,0.74580526,1.266293,0.7480131,1.0448194,0.6790314,1.4933774,0.5040484,1.3993115,0.4725275,1.45115,1.2294687,1.554306,0.7945671,1.5644041,0.92634374,1.2535384,0.43482566,1.122903,0.69002813,1.1037415,1.5261097,1.1852317,0.96102387,0.49988824,0.6639583,0.92282826,1.1787754,0.43046314,1.2795045,1.2893431,1.4067538,1.5250522,0.83220637,0.4697643,0.5018308,1.1045208,1.2854975,1.0146627,0.872609,0.8574821,0.4269886,1.3532175,0.52656937,1.2121983,0.5530529,1.4001293,1.0326985,0.7512367,0.7515371,1.24699,0.5553255,1.5567663,1.0445459,1.4029516,0.53385603,1.4017749,1.2041122,1.2703398,0.32381606,1.2428966,0.39308643,0.79143184,0.6553033,0.6218721,1.2714728,0.46830827,1.173308,1.4929945,1.4611932,0.0,0.6948148,0.782352,1.3660293,0.68347836,0.4790994,1.2099398,1.3373172,0.7747888,0.9887476,0.5484379,1.4228907
toe,1.2228897,0.568218,0.47563958,1.1062748,0.9522508,0.73271924,0.8676515,1.0419089,1.4414324,1.4827423,0.65949106,1.4992166,1.239349,1.0181388,1.4128531,1.2077825,1.07837,0.63377774,1.1611776,1.4541103,1.0275131,1.1804034,0.92622,0.7695682,0.66231644,1.0066608,0.78338474,1.0681055,1.2661719,1.1007116,0.62167126,1.3354646,1.2074294,1.2319642,1.4728096,0.8309164,0.45292866,1.4011316,0.6515605,1.1826328,1.1524056,1.1093673,1.3351445,1.1280131,1.1861756,0.34410322,0.4450463,1.1012894,1.1183434,0.15248668,0.6505427,0.6742211,0.28114903,0.58265704,0.7775375,1.3870144,0.36466604,0.7376828,0.48391163,1.0408676,0.44217026,0.83381504,0.60459745,1.0215697,1.4147409,1.2947192,1.1837771,1.0474731,0.8974448,1.2596498,0.6862857,1.2645257,1.035444,1.0961475,1.0827553,1.231218,0.8763565,0.2855382,0.7464075,0.51335186,0.6838969,0.35565454,1.4465961,1.0252185,1.2504637,1.1663183,1.1782345,0.52947855,0.5626491,1.0352005,0.9494598,1.2202079,1.1699414,1.0118625,1.1831346,0.8240425,0.52826494,1.3934422,0.9121626,1.4471773,1.0894978,0.64715046,1.0489026,1.1515725,0.9811095,1.2658174,0.99235445,1.0163304,0.78896093,1.3568013,1.4650464,1.3910413,0.41461957,1.1940444,0.64857113,0.8781308,1.0348972,0.8337599,1.3543098,0.41788363,1.2887819,1.3086364,1.6203136,0.6948148,0.0,0.5707329,1.1866361,0.66889864,0.94861585,1.5043122,1.3463488,1.0302793,1.0148677,0.2419045,1.345154
tooth,1.140872,0.74225277,0.8856315,1.0438586,1.1146718,0.9326361,0.9891924,1.1756305,1.1096954,1.2928312,0.81861645,1.2415618,1.2219878,0.9614146,1.2816468,1.0984993,0.9989847,0.89826983,0.9838811,1.190159,1.0576588,0.99200094,1.0390399,0.74569535,0.96652144,1.2052699,0.39943004,1.1318834,1.2785022,1.0504675,0.86171097,1.2444766,1.2118233,0.91344,1.3166035,0.6145015,0.5255517,1.2567406,0.8436997,0.906955,1.2235093,1.3206593,1.2644445,1.0338975,1.3017819,0.7205477,0.65519685,1.0507169,1.1442227,0.5259505,0.737825,0.97391045,0.4753545,0.6563213,0.9837759,1.0772533,0.7622712,0.91411537,0.32897758,1.0467173,0.61984766,0.78301907,1.0061115,1.0592364,1.1542875,1.2522953,1.2715036,1.0542785,0.4587947,1.1868391,0.8916031,1.0188242,1.1005293,0.94546425,1.0804231,1.2312821,0.9042122,0.5027522,0.86513966,0.87844837,0.81482565,0.6057911,1.2727934,0.96668446,1.3549026,1.1801388,0.8169849,0.5271226,0.49698544,0.6899766,0.90496016,1.2031388,1.1566962,1.2224659,1.0688903,0.906274,0.86454976,1.3391714,1.030127,1.2808849,1.1498467,0.93556577,1.1080328,1.1455176,0.97872627,1.2115476,1.004004,1.1440011,0.9943228,1.2100577,1.1475991,1.150382,0.69014347,1.0065987,0.72372985,0.89762837,1.1053727,0.6635449,1.1139365,0.584806,1.3531687,1.2496117,1.2408284,0.782352,0.5707329,0.0,0.6433329,0.90658164,1.1118679,1.0792158,1.2448221,1.2398835,1.0680093,0.5023422,1.2152627
toothbrush,0.79939365,1.2271988,1.4942833,0.6566962,1.2564458,1.2640653,1.31706,1.2695565,0.6760257,0.7725575,1.2808708,0.77620006,0.83681166,1.0082456,0.8364399,0.9933994,1.218966,1.46481,1.0484968,0.8081497,1.2112678,0.8844477,1.1719291,1.0499296,1.3838762,1.3067875,0.5223705,0.9695889,1.0293344,1.0307362,1.4163723,0.8474089,1.0475678,0.5879035,0.8242208,0.76687,1.3078123,0.94528973,1.3863666,0.96464586,0.848194,0.99948674,0.8110581,0.953753,0.95701265,1.0333585,1.3164625,0.9975752,0.921438,0.85794073,1.1551405,1.4054432,0.94540036,1.0915818,1.1774274,0.74777174,1.1765668,0.9046178,0.8675071,0.8178511,1.2677372,0.36451077,1.4666592,0.88472027,0.78972846,0.89075524,1.2024846,0.82450384,0.32409602,1.0121545,1.4058442,0.8927431,1.1434121,0.64731324,0.6311583,0.98429674,1.024471,1.2706375,1.2670605,1.1810211,0.80966353,1.3749056,0.817492,1.0019217,0.93435776,0.8430482,0.86652017,1.2089486,1.0747297,0.6190861,0.7704398,1.1555897,1.1412262,1.267142,1.1543263,0.86053866,1.3111413,1.0540073,1.3232565,0.75973356,1.0882446,1.241963,1.1476511,0.9863132,1.201562,0.79987407,1.0115091,0.8870736,1.2489862,0.77875644,0.6291984,0.8361756,1.4528766,0.9085884,1.2195543,1.1361606,1.1829967,0.6814083,0.76119727,1.2854762,0.98910564,0.86952055,0.61957186,1.3660293,1.1866361,0.6433329,0.0,1.3472883,1.3230555,0.5443195,1.0038575,1.2764236,1.0465635,1.2265284,0.8606199
towel,1.4772205,0.66432726,0.68009454,1.3099996,0.9109371,0.89387625,0.8357483,0.7000116,1.3598803,1.3809478,0.644959,1.2082824,1.1226339,0.99707425,1.2382005,1.3449416,0.7953118,0.5305326,0.87696815,1.0962026,0.9423926,1.0384508,0.5813349,0.8628206,0.40332967,0.87741894,1.0501032,1.2753428,0.9944921,0.75866747,0.6660576,1.0023847,0.98973954,1.1657671,1.3328178,1.0364867,0.54690284,1.1240666,0.50070816,0.9702127,1.4211144,0.96278894,1.0651363,0.9888461,1.101785,0.8935055,0.6382557,1.3015649,1.3646736,0.90736735,0.6928927,0.64336693,0.9154367,0.6105309,0.84962237,1.2308336,0.8465166,0.6371954,0.99587876,1.422397,0.8465787,1.361733,0.53102136,1.2311263,1.3064358,1.1214067,0.9705745,1.1464001,0.947389,1.0460241,0.5269232,1.235107,1.0807793,1.1100731,1.1628027,1.1654058,1.0724968,0.75170004,0.057035804,0.71992505,1.2207544,0.72430253,1.0566591,1.3131976,1.1046219,1.1361744,0.881267,0.5836231,0.6421366,1.2267764,1.191117,0.80673444,1.0409838,0.7565484,0.9230689,1.1936752,0.8334946,0.942024,0.72977453,1.2267208,1.0274646,0.69113636,0.9678684,1.0975065,0.8380646,1.2739326,0.84885377,0.86586064,0.533975,1.1913941,1.3659712,1.2134057,0.5451839,1.067906,0.5966618,0.7092152,0.9497373,0.75457627,1.3424399,0.64536655,1.0121632,1.2411249,1.5481524,0.68347836,0.66889864,0.90658164,1.3472883,0.0,0.7480897,1.480239,1.2890828,0.8735421,0.64658153,0.6251341,1.2309195
toy,1.4263226,0.8018898,0.54939276,1.4640045,0.7233131,0.72570974,0.5857762,0.60654646,1.4378507,1.3490014,0.84320927,1.2517481,1.2992425,1.0490193,1.434273,1.1801325,0.470245,0.46172392,0.733498,0.88722336,0.86565727,0.85272276,0.6333003,0.85585785,0.69705707,0.6612843,1.187624,1.4747895,1.0155325,0.92965734,0.60158944,1.2368637,0.81631756,1.0167513,1.2944062,1.1817746,0.6114058,1.0339792,0.5221079,0.8050288,1.4597778,0.71365976,1.2588362,1.0665803,1.237297,1.2305976,0.6560539,1.2899516,1.1704901,1.1385915,1.1369324,0.54333544,1.1847947,0.7224178,0.5264144,1.3270655,0.98719895,0.9146955,0.96640855,1.4634733,0.7466608,1.3255652,0.5516206,1.3665533,0.986468,1.4456048,0.536481,1.5035276,1.0766106,0.98354113,0.6254244,1.1770632,0.77541053,1.0796921,1.3448532,0.7588358,1.0775627,0.87520045,0.751191,1.016332,1.2716575,0.73915917,1.1510425,1.3085375,1.2284185,1.461271,0.99904966,0.7019602,0.6847669,1.2095137,1.1722322,0.95910555,0.908161,0.72078973,0.67686594,1.3537536,0.668453,0.8641306,0.48278105,1.3167032,1.0147418,0.5572735,0.8685031,1.1510848,0.5482033,1.4489534,0.81944054,1.3228703,0.49533898,1.338939,1.262567,0.974903,0.51784325,1.235699,0.649351,0.93167067,0.90407276,0.82327914,1.0523349,0.63773304,0.570589,1.4597042,1.2964547,0.4790994,0.94861585,1.1118679,1.3230555,0.7480897,0.0,1.2000923,1.2498814,0.6416052,0.7338138,0.85540235,1.343515
tray,0.7672943,1.4036038,1.4052284,0.8337276,1.125133,1.1933275,1.1718692,1.0879024,0.56214964,0.5966385,1.3821234,0.7747642,0.90554,1.0766597,0.75131065,0.7965656,1.0386168,1.3951563,0.7263508,0.6238877,0.9291796,0.88926554,1.0974466,1.15525,1.4458152,1.15936,0.8881806,0.9122586,1.0685799,0.9624294,1.3179038,0.9127721,0.9576088,0.76325744,0.69879174,0.9650244,1.437375,0.83187574,1.3442647,0.7371543,0.8636538,1.043112,0.856117,0.90837145,0.9493552,1.3225286,1.3005245,0.86592275,0.8851731,1.3367695,1.2767036,1.3458108,1.2607282,1.2521473,1.2645397,0.702376,1.3837267,1.3309681,1.131512,0.90425634,1.2798692,0.819898,1.430081,1.0221848,0.7232891,0.93061304,0.9053071,1.0260229,0.8757341,0.97538877,1.3995708,0.82111686,1.0310707,0.8886283,0.93420434,0.9488875,1.0120276,1.3773147,1.3817543,1.3618281,1.0615469,1.3623548,0.70681226,0.9518944,0.858826,0.94336176,0.84830564,1.3606182,1.2977655,0.8156915,0.97511905,1.095104,0.83912194,1.155226,0.7859838,1.0758122,1.2684999,0.9174323,1.2117147,0.6855869,0.9850173,1.2793729,0.9186734,0.9831038,1.1114461,0.8742014,1.1045259,1.1106967,1.310136,0.69725084,0.3174051,0.8606319,1.4676824,0.8564752,1.2760446,1.2815025,0.9202652,0.9862631,0.6863077,1.3490965,0.9158451,0.8213264,0.30014515,1.2099398,1.5043122,1.0792158,0.5443195,1.480239,1.2000923,0.0,0.83695424,1.1557643,1.2369732,1.4606981,0.8380455
tree,0.69154596,1.2382752,1.1840875,0.7147919,1.083718,1.1464356,1.0007247,1.1592443,0.62573564,0.7494708,1.1918933,0.85766095,0.7952315,1.0719514,0.77600384,0.55841196,1.1967605,1.2810241,1.1773014,1.0319343,1.1387043,1.0040079,1.3095973,1.2123835,1.3332796,0.8664304,1.2158467,0.734637,1.0182799,1.0003344,1.2484514,0.85045356,0.9766389,1.0038168,0.81925404,1.1564617,1.2999829,0.91017216,1.2926164,1.1467898,0.7700536,1.0125109,0.797693,1.1221848,0.71041614,1.1895525,1.3245502,0.78046536,0.81633484,1.275753,1.044897,0.95809096,1.226245,1.3196018,1.2097887,0.77234817,1.2251799,1.3119388,1.2937884,0.7292727,1.259159,1.030878,1.317111,0.92174774,0.898213,0.8094037,1.0298625,0.9643535,1.1683136,0.9866671,1.195449,0.9916435,0.8898384,1.105235,0.964608,0.8054427,1.1780235,1.2290881,1.3059815,1.223998,0.9635568,1.2242486,0.88114095,0.7884323,0.75644284,0.9001855,1.1077222,1.3013849,1.3235277,1.0499371,1.0477846,1.0846577,1.0311208,0.8186976,1.1591266,1.011958,1.1089991,1.0315578,1.2171948,0.78698325,0.83981997,1.2137711,1.0956407,0.7666682,1.160908,0.75945735,1.1402175,1.075168,1.2691664,0.77082956,0.84491277,0.84781635,1.3111669,0.7268314,1.3475418,1.1683022,1.0737534,1.277365,0.86296195,1.2422872,0.99417746,0.78841186,0.7560326,1.3373172,1.3463488,1.2448221,1.0038575,1.2890828,1.2498814,0.83695424,0.0,0.9134402,1.1489457,1.3296833,0.554543
truck,1.1921662,0.87261236,0.730545,1.197916,0.80746865,0.90361845,0.77751195,0.9412782,1.130175,1.2148389,0.9599088,1.1892812,1.1586393,1.142286,1.2885289,0.9990037,0.7457387,0.66905594,0.78696585,1.0803893,0.78813696,0.9872524,0.82633615,1.1065838,0.86833066,0.1731844,1.3681319,1.1635996,1.0535933,1.0021669,0.7819158,1.1190592,0.8008214,1.1364876,1.1836026,1.3395761,0.88146466,1.1425698,0.71270967,0.9508602,1.2071935,0.81501806,1.1059366,1.1397418,1.0308269,1.2141788,0.8838537,1.1116183,1.1080971,1.1871341,1.1708059,0.64587426,1.2662804,0.9222982,0.955666,1.1347874,1.054804,0.99523234,1.2434578,1.1968163,1.009447,1.2521142,0.78288627,1.1818764,1.1653844,1.220983,0.89649177,1.3179432,1.1230984,1.1156819,0.6843418,1.0730302,0.8460351,1.0565718,1.254869,0.83348125,1.1798856,0.98794353,0.89994794,1.0326569,1.198755,0.9019412,1.0396818,1.1353968,1.066168,1.2649617,1.0373282,0.9456784,0.94394904,1.2546823,1.0983686,1.0795826,0.77440906,0.6358917,0.7667086,1.245048,0.7923005,1.0447247,0.6345335,1.0777961,0.8553624,0.8304578,0.8815163,0.9985212,0.79930735,1.2004291,0.96671754,1.2414131,0.71858966,1.1016098,1.1081779,1.0807103,0.74831605,1.1140149,0.9031617,1.0086279,0.87851083,0.869325,1.109947,0.95553213,0.85565436,1.1976101,1.1884067,0.7747888,1.0302793,1.2398835,1.2764236,0.8735421,0.6416052,1.1557643,0.9134402,0.0,0.837322,0.99877876,1.035144
vacuum,1.2793822,0.88756126,0.91264695,1.1711173,1.0399021,1.116423,1.0498838,0.7288845,1.058439,1.1083149,0.7066687,0.79718906,1.28637,0.8913438,1.1692531,1.1277645,0.87323356,0.6441165,0.96709865,0.84439474,1.138295,0.7995745,0.7010302,0.9849079,0.4888214,0.88076156,1.2013087,1.0668336,0.49408406,1.0817764,0.8682559,0.7554456,0.8313263,0.78614575,0.98111135,1.0621605,0.69149655,0.8015631,0.69426125,1.162111,1.2080724,0.94149375,0.6919925,0.8671064,1.2179878,1.0249932,0.97625226,1.3973935,1.193244,1.1125628,0.93707657,0.7543124,1.1900076,0.65268415,0.92582417,1.1385989,0.91776276,0.92570734,1.2593336,1.2113004,1.1202521,1.2839873,0.754146,0.9121109,0.8878316,0.980257,0.83590865,1.0594633,0.72310615,0.7148557,0.6339607,1.125478,1.0917351,1.0833791,1.2626991,0.90606356,1.252805,1.0289081,0.7554059,1.0381459,1.3090351,1.0156845,0.80222213,1.3297617,1.1925011,1.0555123,1.0865402,0.66716444,0.6761123,1.1729133,1.1496494,0.97475684,1.098096,0.736508,1.1094046,1.2187107,1.0418725,0.83547956,0.64627624,0.8239604,1.1521086,0.83413386,1.1051742,1.2000538,0.9457464,1.1075665,1.069575,0.97641265,0.5502354,0.9309023,1.132433,0.8775059,0.79591763,1.2467339,0.8976972,0.8410115,1.1415402,0.6983773,0.9756719,0.99367416,0.7511851,1.1273745,1.0802773,0.9887476,1.0148677,1.0680093,1.0465635,0.64658153,0.7338138,1.2369732,1.1489457,0.837322,0.0,0.84512913,0.87190056
watch,1.3111861,0.63874495,0.48399246,1.2217631,1.0226794,0.8394455,0.82202244,0.99159205,1.3874518,1.4900709,0.4737513,1.5188663,1.2430034,0.9457849,1.4182267,1.2042099,0.9731635,0.5015063,1.0697494,1.4100764,1.0714343,1.1027077,0.8957524,0.68002594,0.56154716,0.9614474,0.9711262,1.0959392,1.2408454,1.1504717,0.51402485,1.3964982,1.1862509,1.1048634,1.4558797,0.88343114,0.24915904,1.341205,0.53893673,1.091159,1.2930065,1.2410784,1.3400259,1.0948955,1.2393615,0.4642393,0.45934832,1.132215,1.0727677,0.45058572,0.6172176,0.6523774,0.34010684,0.3952735,0.7686849,1.3506714,0.30270255,0.8500892,0.5207104,1.0495113,0.43467087,1.0933349,0.55249166,1.0868611,1.3301115,1.2668711,1.1269219,1.1197281,0.7681066,1.2132576,0.57650936,1.2430736,1.0140705,1.1318537,1.3010553,1.1541321,0.9716853,0.25248122,0.7143433,0.51563936,0.86790353,0.35222602,1.3909069,0.9891964,1.3298541,1.2190658,1.0972211,0.3202873,0.38665688,1.112151,1.0456768,1.1721995,1.1757956,0.9995867,1.1076084,1.0203005,0.5983074,1.2925787,0.8547571,1.4115288,1.1649263,0.7299155,1.1467094,1.1710404,0.82352537,1.271454,1.0163325,1.1053867,0.7174163,1.3967649,1.4294593,1.3969452,0.28569084,1.1798762,0.60738575,0.9137067,1.0312715,0.71465236,1.3084779,0.49966747,1.2668991,1.2663103,1.5866408,0.5484379,0.2419045,0.5023422,1.2265284,0.6251341,0.85540235,1.4606981,1.3296833,0.99877876,0.84512913,0.0,1.3597243
