,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
fish,1.5071292,0.7551941,0.49451387,1.010045,1.4540101,0.674853,0.7454761,1.1238939,0.8886252,1.399918,1.1514935,1.5910838,0.3501386,1.1250113,1.4874461,1.1461672,1.4617188,1.0084447,1.0231571,0.3510822,0.51056,1.3808129,0.4264332,0.9257136,0.5570418,0.78970045,0.6722315,0.64651805,0.82510364,1.2348602,1.0104996,0.50971055,1.3687284,1.1434095,1.0532761,0.9373854,1.2136664,1.5395801,1.078457,0.24539328,1.4557533,0.4217602,1.1135696,1.3766648,1.1437633,1.3502791,0.9924493,1.4087334,1.091882,0.66942537,1.2477804,1.3075871,0.7784301,1.4115266,0.0,0.8406136,0.9184881,0.32814562,0.78657466,1.3250253,1.3595959,0.84358346,0.75281394,1.2779963,0.67869824,1.3711643,0.63128376,1.2709951,0.6215184,1.2399429,1.4001405,1.0895011,1.4678255,1.1625963,1.419137,0.4112605,1.1679093,0.46441466,1.2831532,1.0757138,1.1235291,1.3625486,0.6341089,1.0748274,0.49615455,0.54075015,0.5861443,0.52966535,0.96145123,0.59079826,1.0902488,1.3663273,1.522416,1.4561203,1.296313,0.29176927,0.3206067,0.73641026,0.5956098,1.3084337,0.88802665,0.8604223,0.8741842,0.5852118,1.3823558,0.5994971,0.9973263,0.70871526,0.8851646,1.2137967,0.7188811,0.5144817,1.0772887,1.1665108,1.4945272,0.99573195,1.411613,0.7339535,1.4037817,1.109343,1.0080456,0.30608904,1.3737489,0.7690887,0.7521291,0.30448222,1.237866,0.44229203,0.8397206,1.1901023,1.5119727,1.299721,1.5293782,0.58860207,0.7100805,0.59441626,0.51079,0.48190784,0.83389205,1.4739046,1.1532953,0.9046088,0.8208761,0.35614753,1.374747
flower,1.1913092,0.9478772,0.91301215,0.94453895,1.2242749,0.874714,0.9366303,0.9894888,0.84096456,1.1477823,1.1610804,1.2618763,0.9294322,1.0006669,1.259723,1.0262216,1.2332366,1.1133387,0.8862253,0.75425404,0.8469935,0.9645198,0.8633648,0.8129803,0.7285645,0.8433196,0.81437665,0.76355374,1.1677451,1.2618331,0.8584832,0.9190293,1.0413339,1.0375761,1.0405606,0.9600475,1.21534,1.1709745,1.1157371,0.9177581,1.0834475,0.78475153,0.8103466,1.0591071,0.85624593,1.0868648,0.9964728,1.0445678,1.0515736,1.0402585,1.2697599,1.108621,1.113222,1.0371345,0.8406136,0.0,1.0170249,0.8025828,0.86904556,1.1539996,0.99633336,1.0458162,0.94103265,1.1281298,0.88905853,1.1222818,1.0074975,1.1395903,0.93218124,1.1316983,1.2053286,1.095397,1.2221506,0.8651358,1.2969549,0.91778195,0.9513473,0.7563398,1.0316855,1.1418991,0.9008367,1.1390018,0.7982934,1.0036882,0.8277079,1.0688152,0.8599473,0.80185485,1.149994,0.93165916,0.9901824,1.128243,1.1922824,1.2942815,0.9580516,0.8960133,0.9644822,1.0289954,0.9433924,1.2023109,0.99793243,0.9080358,0.5031601,0.826965,1.3024446,0.8290101,0.85451615,0.90441394,1.036199,0.91426426,1.0968301,0.82272947,1.0266751,1.1383437,1.2267531,0.922282,1.2603987,0.9855751,1.1203506,1.08431,0.9768704,0.8660526,1.1393855,0.77142644,1.008158,0.84080434,1.0852319,0.91295385,0.7666753,0.89604276,1.2101991,1.1092408,1.1365564,0.8811273,1.0365027,1.1165701,1.0466229,0.86949867,0.8685373,1.0992701,0.92360187,0.8557284,0.7726946,0.9433705,0.9960372
foot,1.0034581,0.32056844,1.0864586,1.1478997,0.6922653,1.1116418,1.0373647,1.1214843,1.063962,1.2017348,1.0485293,1.1148077,0.9471405,1.1342266,0.93297493,0.9346981,1.0536537,1.1317505,1.131827,1.0752461,1.1262646,1.119683,0.89643395,1.1148579,1.0731099,0.9271466,1.0612782,1.1137894,0.69011706,1.0065155,1.0548213,1.1255643,1.2129525,0.9062601,1.1204206,0.999166,1.0886111,1.1345515,0.9589218,0.9476096,1.2065494,1.1092705,1.0816836,0.8695852,0.92085016,1.1949801,0.92491466,1.0610218,0.7839994,0.9731358,0.85481757,0.9468238,0.46733046,1.2147771,0.9184881,1.0170249,0.0,1.0021663,1.0663337,1.1551551,1.1407508,0.7889117,0.5556756,1.191786,0.9684803,0.9928433,0.97589827,0.5716734,0.8802747,1.2722282,0.81102216,1.1036083,1.042291,1.1733923,0.8144046,0.9106556,1.0938684,1.0191758,1.0911655,1.103129,1.0306374,0.78132606,1.1031854,0.81941676,0.92746794,0.894545,0.8611939,0.9156977,0.83874923,1.0656012,1.038879,1.0631485,1.0425951,0.8761997,1.1399229,1.0269951,1.023774,0.8583046,0.86567307,0.8085861,0.8493745,1.104376,1.145857,1.1335963,0.87872064,1.0343368,0.9038578,0.9865558,0.87625945,1.119518,1.0686213,0.8449893,0.82361853,1.0806375,1.0044943,0.6665979,0.7444242,1.0675131,1.2162632,1.1189083,1.144479,0.763875,1.2510765,1.0273784,0.3963629,0.9886028,1.1813232,0.942731,1.0186535,1.0805923,0.99556035,1.2100117,1.3104866,1.1143596,0.32951498,0.7103267,0.87986887,0.85857564,1.1559552,1.2354736,1.2694607,1.0621446,1.0485464,0.9013776,1.2635198
fork,1.5502468,0.76710296,0.6493783,0.88263834,1.4459223,0.71531343,0.7215472,1.1016948,0.77625036,1.2674644,1.2868545,1.575258,0.37587142,1.1720752,1.48015,1.1529362,1.5133135,1.1274543,0.9200481,0.39888477,0.36355758,1.2412901,0.47007865,0.88227403,0.45920652,0.82553154,0.6328839,0.6292708,0.9691705,1.2426969,0.9193676,0.523161,1.3739389,1.2002777,1.0082985,0.8444783,1.2291805,1.5423288,1.0748546,0.40103054,1.3713796,0.35735023,0.9188876,1.3937442,1.0689106,1.2592163,0.8141271,1.4342389,1.1236954,0.6745174,1.2706244,1.3462336,0.8344154,1.3410192,0.32814562,0.8025828,1.0021663,0.0,0.8919979,1.2706985,1.1728845,0.783115,0.81036365,1.3795741,0.73155177,1.3735627,0.69250727,1.1848617,0.60138893,1.2318492,1.4724572,1.165836,1.4654529,0.9715311,1.507956,0.30259413,1.112048,0.34286463,1.3032914,1.1463923,1.0356253,1.474355,0.6378866,1.1255828,0.536478,0.64972186,0.58225644,0.51599574,0.96853185,0.69593436,0.86862856,1.4078654,1.5419321,1.516415,1.1927841,0.31046933,0.37312716,0.9651065,0.7406273,1.4127955,0.91983485,0.7269093,0.92584604,0.35001868,1.4097096,0.7029233,0.9284452,0.57793057,0.9723515,1.026784,0.8473433,0.5619974,1.1330144,1.1181325,1.4529086,1.0686399,1.4503794,0.83874536,1.366334,0.8537409,1.1911575,0.40485215,1.4499092,0.6665555,0.81306404,0.073571324,1.2706544,0.66074526,0.82056534,1.0644084,1.4615169,1.3333621,1.4323869,0.5334439,0.8037312,0.6710367,0.58710414,0.5356886,0.895486,1.2839966,1.2564361,0.9094481,0.72365266,0.41101646,1.3075385
frog,0.7943068,0.972413,0.95875955,0.9515955,1.2472388,0.7972905,0.8676031,0.68632084,0.97601366,1.2437733,0.9906921,1.207541,0.9683319,1.1922288,1.0865521,0.6793475,1.1229869,0.8872503,0.72213715,0.94737357,0.963967,1.0024629,0.84373826,1.0340328,0.9467144,0.6397059,1.1542857,1.0143385,1.0194597,1.1384159,1.1240581,0.89252186,1.1467594,1.1871055,0.9550969,0.97434133,1.0235525,1.1947025,1.0199645,0.89271957,1.1074475,1.0134267,0.91722655,0.8661088,0.67863864,1.2239532,1.0782583,1.130302,1.0539105,0.92154545,1.2834884,1.146527,1.130978,1.0993893,0.78657466,0.86904556,1.0663337,0.8919979,0.0,0.95467055,1.036478,1.0511355,0.7657412,1.1421633,0.73437595,1.1561624,0.77920353,1.1198287,0.8534652,1.1076338,1.2965466,0.9183151,1.233637,1.0764772,1.2452074,0.9469162,1.0711377,0.91645133,0.911334,0.8504062,1.0742228,0.8289934,0.8557902,0.98150396,0.7937476,1.0357542,0.8963056,0.9040263,1.1025846,0.97985846,1.2752928,0.95247006,1.1910264,1.2342067,0.75509274,0.8984661,0.9336782,0.9823579,0.8158233,1.2198145,0.8890924,0.8995933,0.98384017,0.82527673,1.2199571,0.877838,0.8305564,0.95606536,0.77548367,1.2701159,1.0343139,0.72558606,1.0749527,0.74611735,1.2455345,0.87041914,1.2769114,0.9580131,1.1911118,1.1327162,0.94490194,0.79860866,1.0723644,1.0129018,0.9801962,0.8893069,1.1381624,0.90685624,0.8326078,1.0528661,1.2361349,1.1457058,1.1702589,0.7663417,1.1276824,1.0040677,1.0057929,0.909401,0.5021309,1.0362138,1.132467,1.0378717,1.0194225,0.95683616,1.25625
game,0.7253238,1.1531765,1.2202299,0.85629594,0.8157234,1.1590726,1.1514562,0.9054191,1.1351271,0.8940268,1.0229981,0.79892373,1.3551705,0.9012113,0.81175506,0.9244536,0.84872293,0.7836022,0.5484163,1.2325209,1.2393785,0.6950742,1.2879227,1.1120763,1.245443,1.1516213,1.2021594,1.1728029,1.2125458,1.0429401,1.1149111,1.2264955,0.93441427,1.1809126,0.99866694,1.0522304,1.007726,0.89542705,0.75454855,1.2659652,0.79226714,1.2505138,1.0762913,0.94751596,0.95398337,0.96875,1.0882077,0.76947266,1.1529408,1.1901186,1.036859,0.9122672,1.1960306,0.80200607,1.3250253,1.1539996,1.1551551,1.2706985,0.95467055,0.0,0.85209966,1.2044041,1.1336682,0.79577756,0.8879032,0.8639877,1.1820028,0.8178133,1.3412554,0.8977235,0.9072437,0.95743805,0.9655499,0.9323858,0.9170731,1.1490233,0.9273894,1.2614108,0.8677541,1.0447403,0.9458638,0.8673177,1.1316317,1.0069126,1.285402,1.2706575,1.2250102,1.1689337,1.1875447,1.1960448,1.0635124,0.8391906,0.7251696,0.92549187,0.5800093,1.2086536,1.207497,1.2253513,1.1988099,0.76383054,1.2215953,1.0500218,1.0854379,1.1768693,0.90752685,1.1877711,1.0734973,1.1274452,1.1132367,0.9705887,1.0271032,1.26795,0.995975,0.7790836,0.87963045,1.011211,0.9754218,0.96708155,0.8737419,0.96606857,0.8634069,1.3368208,0.828872,1.0941087,1.1407387,1.2762734,0.8632615,1.1861153,1.0228709,0.96404827,0.8612629,0.7977523,0.681659,1.2088956,1.2444639,1.2685856,1.1313577,1.2808554,0.86952543,0.56595194,0.9053346,0.87310946,1.204523,1.3463461,0.8497848
glass,0.7876538,1.2878919,1.3135593,0.86447775,0.7825123,1.1690489,1.0606314,0.87912595,1.1580299,0.7964638,1.0357227,0.8679067,1.4584538,1.0318393,0.78414214,1.014864,0.8980988,1.022175,1.0381823,1.2482418,1.1632867,0.92728037,1.3023726,1.0229447,1.2396438,1.073304,1.2183521,1.1560566,1.157549,0.9419961,1.1742996,1.2628402,0.88740337,1.018459,0.84335643,1.0432934,0.834008,0.8569772,0.8596802,1.4688432,0.90807164,1.2285203,0.69299877,0.82202584,0.9627362,0.8779278,1.102694,0.8986723,0.839362,1.2092972,0.98283476,0.8247454,1.1274706,0.8844495,1.3595959,0.99633336,1.1407508,1.1728845,1.036478,0.85209966,0.0,0.95050824,1.1354358,0.96832854,1.0288208,0.82315403,1.2752929,0.70667,1.2920418,0.95009726,0.86919725,0.8915755,0.8974093,0.27932465,0.8638081,1.1454325,1.0816828,1.2548882,0.80045724,0.91520333,0.9191478,0.66893643,1.0936018,0.88360935,1.2624235,1.3302022,1.3173885,1.2832347,1.0103443,1.2865287,0.9201851,0.81889665,0.8501188,0.8493153,0.85629463,1.4107258,1.4131708,1.203842,1.0330334,0.8020529,1.1761382,1.0488262,1.0070603,1.0849446,0.847719,1.2543235,0.98254466,1.2209094,1.0289391,0.86082184,1.1044662,1.279448,0.99037504,0.832995,0.84734327,1.028139,0.8379942,1.0625314,0.8337076,0.82588196,1.0379283,1.4632847,0.9022713,1.0157702,1.3089,1.1399876,0.90629584,1.1553382,1.1685035,0.8668878,0.8436601,0.88335687,0.7643118,1.2801278,1.2168474,1.1612507,1.2641375,1.3838274,1.1407324,0.71448684,1.0016826,1.0483516,1.1351064,1.3565848,0.8429873
glasses,1.3172264,0.7727255,0.7630525,0.97554296,1.0922438,0.9648138,0.92449284,1.1908449,1.077623,1.271639,1.1327014,1.3102134,0.65295565,1.3462338,1.0455962,1.0459559,1.3150139,1.2791187,1.1479591,0.84537965,0.9126601,1.2528472,0.854952,1.0643237,0.9539362,1.0673313,1.0177879,0.9680344,0.6335472,0.95027983,1.1562706,0.75801146,1.1598749,0.8471893,1.0058326,1.0883453,1.1789637,1.215876,1.1268568,0.71912515,1.2831998,0.83150303,1.0909735,1.1528461,1.0982629,1.1580396,0.9110443,1.1324334,0.67270434,0.82574725,1.0377427,0.72139096,0.5259562,1.1774969,0.84358346,1.0458162,0.7889117,0.783115,1.0511355,1.2044041,0.95050824,0.0,0.8642366,1.2720528,0.8985654,0.81470406,0.7856891,0.80759495,0.4640932,1.153362,1.0070015,1.1708484,1.0402226,1.0852623,1.0963557,0.95807415,1.0998802,0.83630097,1.1917728,1.0745696,1.151442,1.1531453,0.94486815,0.69028765,0.8430804,0.5177263,1.0231527,0.6746217,0.6113456,0.82320046,1.0183719,1.1722279,1.1595436,1.1092379,1.2456821,0.7817566,0.76715475,0.8400382,0.7475989,1.234502,1.0351715,1.0540794,1.1548072,0.99775225,0.68802357,0.93001264,1.0678296,0.9302567,0.84629554,1.1409518,1.1884146,0.6508137,0.8544297,1.0566262,0.9909538,1.0881665,0.98389906,1.2335597,1.2284813,1.1341999,1.2754033,0.67954123,1.3495525,1.0669386,0.8643548,0.78546154,1.2872701,0.9951532,1.0719889,1.1946146,1.0622028,1.2598014,1.4113324,0.9107959,0.51815355,0.5112328,0.79026395,0.971144,1.1259106,1.2519612,1.237908,1.0185988,0.97357404,0.47996902,1.1914262
glove,1.1029525,0.36924934,0.9851409,1.0235945,1.0699956,0.8815742,0.8713198,0.8988116,0.89769447,1.3122468,1.1595231,1.2373035,0.76534396,1.2290355,0.8708002,1.0377703,1.0034869,1.033415,1.0191935,0.8294462,0.8685803,1.0967764,0.8315686,1.0879915,0.74088186,1.0107706,0.86389524,0.89557964,0.6931293,1.1002578,1.0161226,0.960201,1.2036445,0.9652797,1.0490124,1.0692475,1.118261,1.2165709,1.0356545,0.8049059,1.178688,0.88779944,1.0623066,1.0189719,0.754875,1.3231761,0.9623083,1.0270739,0.91574746,0.908789,1.0583708,1.3272793,0.67715615,1.2107428,0.75281394,0.94103265,0.5556756,0.81036365,0.7657412,1.1336682,1.1354358,0.8642366,0.0,1.3478177,0.6371626,1.2642335,0.9242335,0.75229406,0.5885041,1.4089575,1.2185752,1.2408363,1.0771973,1.1701576,0.9000461,0.8838938,1.0870632,0.9940288,1.164718,1.020045,1.1067376,0.60544944,0.7978728,0.96558124,0.878503,0.9010722,0.46200836,0.667137,0.9543942,1.0144345,1.0567616,1.1840041,1.0037369,1.0065948,1.1612128,0.8719095,0.9472127,0.82422805,0.8257638,1.0999264,0.580165,1.0828193,1.1310879,0.8812882,1.1423624,0.89603734,0.66435885,0.88260376,0.7687195,1.2156001,0.98846453,0.819031,0.55171794,1.040627,1.0980269,0.78182924,0.935053,1.1214697,1.3529294,1.1673712,0.9950147,0.5716614,1.3268005,0.93428046,0.22402251,0.8182123,1.3668723,1.025171,0.88845235,0.94366115,1.1319132,1.350688,1.3969091,0.8667159,0.65871763,0.7321373,0.86456645,0.48082286,0.79229456,1.2722626,1.3838702,0.8901289,0.95006055,0.7097609,1.3693678
grass,0.684088,1.2763298,1.1452987,1.0222619,0.7490447,1.1552984,1.2093053,1.0279909,1.2395612,0.89164406,0.73731685,0.6145294,1.3536252,0.6685099,0.83562744,1.0160271,0.7261609,0.76443905,1.0874988,1.3271605,1.3323349,1.0643424,1.3247113,0.9830866,1.3656946,1.1238987,1.3129944,1.221798,1.1957468,0.7989372,1.1269679,1.2139169,0.9189605,1.1368848,1.0905412,1.070563,0.9435788,0.7545592,0.9963959,1.2753258,0.8906372,1.3404435,1.075631,0.85648763,1.0169017,1.0032159,1.3480294,0.8355769,1.2063012,1.2545578,0.7613869,0.82115006,1.2403547,0.80522466,1.2779963,1.1281298,1.191786,1.3795741,1.1421633,0.79577756,0.96832854,1.2720528,1.3478177,0.0,1.2558836,0.7679169,1.2446122,0.994385,1.4071393,0.5589085,0.5693312,0.74597466,0.8098491,1.0113386,0.7528039,1.2713349,1.0682517,1.3087323,0.85399896,1.0438854,1.0875533,0.94782376,1.1596085,1.1489898,1.3159178,1.2352167,1.3634932,1.3805711,1.207459,1.1530089,1.3045505,0.5594535,0.7105632,0.7357943,0.8531984,1.2577668,1.2234209,1.0712435,1.23451,0.73042864,1.3556787,1.1426537,0.82988167,1.3118155,0.8299636,1.1639743,1.281113,1.3653541,1.1171603,1.1491115,0.78657365,1.3249419,1.1812695,0.8970509,0.7686428,0.9552827,0.90073603,0.78780174,0.82243514,1.109708,0.69044054,1.3628325,0.4489941,1.3021097,1.3025122,1.3610837,0.55593455,0.93132424,1.1268346,1.0625895,0.773001,0.51711595,0.4773364,1.2839286,1.2612894,1.2716705,1.1892662,1.3640165,1.0799257,0.73129255,0.43554008,1.0530827,1.326971,1.3233339,0.6854594
gum,1.424851,0.761621,0.60297525,0.66328543,1.361949,0.4797868,0.5031321,0.8538535,0.94341564,1.3080221,1.3010397,1.5158606,0.7628081,1.2972931,1.2603717,1.1103423,1.4170656,0.9262248,0.7365159,0.58409303,0.5682933,1.0069956,0.7551401,1.1802139,0.7386341,0.9327719,0.9499741,0.95964324,0.8070744,1.3924854,1.2566433,0.543952,1.3896631,1.3306179,0.7531013,0.9994708,0.8504516,1.4842811,0.8938108,0.52829576,1.3393778,0.6100081,1.0380256,1.3272715,1.0616671,1.3875186,0.95491284,1.2884785,1.1018792,0.4951082,1.3867581,1.2286694,0.7171161,1.2069128,0.67869824,0.88905853,0.9684803,0.73155177,0.73437595,0.8879032,1.0288208,0.8985654,0.6371626,1.2558836,0.0,1.3267097,0.7175027,0.9787148,0.83110964,1.3850348,1.4335496,1.1332221,1.4764023,0.9830069,1.4108162,0.8236471,1.1693094,0.81508064,1.2475251,0.77626014,0.95990884,1.0145729,0.922593,0.76196265,0.7198143,0.589087,0.7412566,0.69488996,0.85407245,0.63448244,1.1509795,1.2402294,1.394537,1.4722353,1.0221192,0.63898635,0.6612768,0.9894534,0.65893626,1.2508645,0.9930765,0.92416424,1.1516695,0.59482527,1.3191094,0.6697035,0.9773664,0.8185698,0.80329216,1.2412126,1.0274118,0.7720386,1.0585455,0.93643963,1.4014409,1.0086273,1.4189394,1.0053167,1.3495593,1.0737376,1.0164697,0.6286699,1.361503,0.7123063,0.65693843,0.7110143,1.2563636,0.8985522,0.5344281,1.2655331,1.4506683,1.282236,1.3606989,0.5042709,0.74461037,0.58977294,0.65258396,0.74779284,0.4109273,1.1049634,1.3525922,0.9375088,1.1443815,0.65239954,1.4607803
hair,0.7343225,1.1872271,1.2165977,1.1398041,0.60167193,1.2788595,1.2242461,1.0763559,1.3079507,0.94219786,0.8456826,0.70865244,1.3185304,1.0549698,0.60959285,0.9058984,0.8254492,1.1736455,1.1904703,1.3755326,1.4514662,1.1087449,1.2716713,1.1457566,1.465821,1.0913172,1.3518641,1.1950133,1.0117466,0.66773283,1.1912327,1.2359194,0.8206406,0.69256604,1.1331606,0.981162,1.0054193,0.7287923,1.0492345,1.3637168,0.9371182,1.3992472,1.1227051,0.77032256,1.0050789,0.8459946,1.2688236,0.65635246,0.7280028,1.3017201,0.8050382,0.2929784,0.9789339,0.8550002,1.3711643,1.1222818,0.9928433,1.3735627,1.1561624,0.8639877,0.82315403,0.81470406,1.2642335,0.7679169,1.3267097,0.0,1.1272659,0.7271656,1.0473131,0.80460936,0.5076637,0.9828045,0.59638906,1.0221585,0.66734767,1.3349296,1.0672473,1.3668633,0.8625307,0.9810265,1.0238568,0.8529271,1.21349,0.82408047,1.2604886,1.1296875,1.4431543,1.2640636,0.8092158,1.2166986,1.168734,0.7479068,0.56569886,0.63218737,0.98330396,1.3231968,1.2904935,1.0764441,1.202811,0.7639229,1.2827237,1.152486,1.0728521,1.4300721,0.53397596,1.2403492,1.2811584,1.3690333,0.98391193,1.0046915,1.1014816,1.1113946,0.86021996,1.0191293,0.50319606,1.0565016,0.70325744,1.1963203,0.7669528,1.1431601,1.1232467,1.3869382,0.74197924,1.3030498,1.2891486,1.3882782,0.9411051,1.2149777,1.2658992,1.0740361,0.43664008,0.89119774,0.79515356,1.4104807,0.9866857,1.0761408,1.2095782,1.445272,1.3432097,0.95085126,0.7831709,1.1011724,1.230125,1.2327257,0.74900603
hamburger,1.3293114,0.8199711,0.5509054,0.9134644,1.2993367,0.61859405,0.69368374,1.069644,0.97517073,1.3602843,1.1345457,1.4338806,0.60422075,1.3058376,1.2517083,1.0255649,1.3902593,1.1063787,0.99280125,0.7051027,0.7250438,1.281522,0.58648103,1.1508758,0.8068013,0.8849656,0.9888131,0.97313493,0.66255504,1.2431371,1.1727473,0.6074842,1.2679492,1.1137023,0.9608498,0.9145078,1.001499,1.3702714,1.0535058,0.5472897,1.3825513,0.6915773,1.0870714,1.2753826,1.0771973,1.3099549,1.0339278,1.208273,1.0377102,0.58708984,1.2101845,1.1077536,0.6994847,1.2296185,0.63128376,1.0074975,0.97589827,0.69250727,0.77920353,1.1820028,1.2752929,0.7856891,0.9242335,1.2446122,0.7175027,1.1272659,0.0,1.1453834,0.6721975,1.181258,1.2539971,1.1809474,1.3004051,1.1852547,1.3490202,0.84800357,1.179333,0.78671837,1.2013462,0.84251475,1.135014,1.2480215,0.9710894,0.8091985,0.5234313,0.54214257,0.9076931,0.61497,0.75736964,0.4570179,1.1177542,1.2257026,1.3277516,1.3580222,1.2207536,0.6591468,0.65542936,0.8792031,0.6893645,1.2181063,0.9775256,0.72136724,1.0928029,0.67785525,1.0990653,0.49397683,1.1396279,0.8952846,0.75166756,1.2375398,1.0289422,0.563618,1.1542063,1.1375666,1.2674943,1.1049547,1.3150828,1.0583669,1.2645807,1.1284717,1.1661413,0.5915348,1.3488926,0.91310614,0.88034624,0.71709293,1.22228,0.8753619,0.65350884,1.3394927,1.302809,1.2191143,1.3733039,0.61449236,0.7081853,0.65112823,0.78695357,0.8430345,0.80231375,1.2663089,1.1944749,1.1041322,1.1236067,0.5591364,1.3028877
hand,0.79505324,0.7908427,1.2715126,1.0107366,0.42440832,1.282238,1.2072048,0.9424219,1.2535679,0.983492,0.9675258,0.9300897,1.2664952,1.122879,0.6189529,0.9066878,0.95295084,1.1261977,1.0901768,1.3934686,1.3596919,1.0611612,1.248291,1.1374757,1.417263,1.1329048,1.3439053,1.2710382,0.6807466,0.8216617,1.2373427,1.3444061,1.0871525,0.9887075,1.0647824,1.0200177,0.9842084,0.98332727,0.76215386,1.2499002,1.049616,1.384893,1.0572889,0.8107373,0.9810425,0.99359995,1.0506531,0.8912108,0.6782728,1.1718614,0.83092713,0.7677396,0.45590436,0.9980353,1.2709951,1.1395903,0.5716734,1.1848617,1.1198287,0.8178133,0.70667,0.80759495,0.75229406,0.994385,0.9787148,0.7271656,1.1453834,0.0,1.1917179,1.1236455,0.6317991,1.0643512,0.82436305,0.9419833,0.6549918,1.0859988,1.086101,1.3601038,0.9086859,1.0285212,1.1118416,0.5021557,1.1848665,0.76232374,1.2404035,1.0994687,1.2734646,1.1528213,0.7921935,1.2735233,1.0863595,0.73573434,0.7422778,0.72555107,0.95797515,1.2459048,1.2238586,1.04684,0.94987607,0.68493456,1.1547126,1.1943539,1.1675695,1.3212245,0.56693995,1.2737504,1.1457081,1.2172297,0.9080053,1.0541643,1.1047369,1.1268721,0.79431397,0.9001596,0.7232453,1.019321,0.63446397,1.1105357,0.9714845,1.0304997,1.1731803,1.2733209,1.0592339,1.2748916,0.8716186,1.2056364,1.047338,1.1929188,1.0902351,1.1168772,0.7379525,1.0061846,0.9797946,1.4047588,0.58811384,0.8143585,1.0084689,1.2968442,1.2683737,0.8676992,1.0915763,1.0573846,1.2567116,1.1642237,1.0191443
hat,1.4764926,0.6038383,0.5296197,1.0676467,1.4300239,0.62181824,0.65578425,1.1752065,0.878992,1.4253473,1.261812,1.4262332,0.41813827,1.3599918,1.2219998,1.1394658,1.3463676,1.2089617,1.1075004,0.4922285,0.5848723,1.2452434,0.55656064,1.0632212,0.5172976,0.9633421,0.6960032,0.7305971,0.80206203,1.1209266,0.95629233,0.54368085,1.2048478,0.83681333,1.0736319,1.0436509,1.1518021,1.2985017,1.3441503,0.53094393,1.370518,0.49463618,1.1111642,1.2432541,0.92210335,1.2372873,0.9111901,1.2350521,0.8797072,0.6329933,1.2233976,1.0576446,0.70560914,1.261414,0.6215184,0.93218124,0.8802747,0.60138893,0.8534652,1.3412554,1.2920418,0.4640932,0.5885041,1.4071393,0.83110964,1.0473131,0.6721975,1.1917179,0.0,1.2488174,1.333585,1.3073418,1.1514478,1.2266666,1.2494025,0.8812119,1.1631919,0.6099385,1.3246264,0.9595058,1.073962,1.265933,0.74060345,0.9820705,0.587442,0.4444645,0.58092964,0.54549277,0.6990254,0.60410756,1.0243603,1.4397573,1.3078527,1.2891762,1.3317465,0.6142854,0.6450906,0.76831007,0.8275241,1.4149559,0.79444873,1.0185881,1.0673401,0.7239979,1.1522263,0.58014095,0.783636,0.7331312,0.69996095,1.1928762,0.99093634,0.4792111,0.880827,1.2295212,1.1659424,0.942532,1.2315682,1.21735,1.3538128,1.1875968,1.2193712,0.28464043,1.4405699,0.75418127,0.6710307,0.61218107,1.4035716,0.9541347,0.8610876,1.0193313,1.1872265,1.3856086,1.5616585,0.5642182,0.5981875,0.65055335,0.7018537,0.54635173,0.81945443,1.4774001,1.3258663,1.0252924,0.79462695,0.327518,1.3175282
