,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,hose,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
door,0.9037274,1.1511561,1.2335007,1.0550654,1.208114,1.2630771,1.1273823,0.8263494,0.95000243,0.774487,1.2477431,0.79294753,1.0769124,0.9285054,1.0767968,0.8670938,0.9707547,1.0643804,0.6114075,1.1908729,1.0238202,0.9173767,1.1245977,0.7532634,1.0336481,1.018387,1.0484486,0.61730194,0.9101348,1.1890848,0.93860453,0.79286426,1.1881763,0.75518835,0.9752196,0.97726995,1.0701237,0.9931727,0.0,0.7231186,1.2145023,1.2332782,1.0641183,1.269376,0.93698627,1.188494,1.0938416,1.0298735,1.2160926,0.9743639,1.2963562,1.0668621,1.0515934,1.1078824,1.1027015,1.0522437,1.2417247,1.0114629,1.0739661,0.9192013,1.1038907,0.7709039,0.37741542,0.85260135,1.013664,1.0438509,1.0272391,0.9504879,1.0005997,1.3040819,0.7495276,1.2457991,1.296264,0.54564416,1.0517893,1.0584317,0.9658629,0.9794797,1.0150727,1.2729406,1.061462,0.81348026,1.130339,1.240348,0.80981743,0.77612746,1.0964414,0.55962664,1.1173952,1.1103132,1.0057566,1.0120145,1.1447413,1.0443344,0.8849397,1.0712205,1.0072323,0.7844541,1.0478083,1.2176709,1.1694841,1.1113281,1.0580115,0.96971416,0.9654026,0.7978792,0.9895727,0.7620009,0.970626,1.2305646,0.93650216,1.0029662,0.9431934,0.9921202,0.99637914,0.96783715,0.8805312,0.73143816,1.2308683,0.67452
drawer,1.2502475,1.048265,0.9801571,1.1324682,0.91088253,0.9677863,1.0728302,0.98318857,0.98628324,0.97018456,1.0660814,0.85900295,1.128673,0.9303328,1.0762358,0.9386754,0.9844971,0.9212172,0.8471104,1.1029993,1.0024319,0.92346066,1.0427524,0.9387491,1.1002243,1.0637965,1.0768678,0.9213552,0.8822152,1.0110298,1.0919968,1.0043269,1.0399876,0.95586586,0.97090155,0.82410365,1.1029226,1.0064428,0.7231186,0.0,1.0901079,0.9166477,1.0957732,1.0821387,1.0551492,1.1301687,1.095928,1.0201787,1.0911165,1.1361248,1.1469433,1.0958804,0.9934568,1.0070933,1.1746597,1.0756267,1.1772022,1.0661273,1.0799253,0.95262486,1.0488423,0.96678096,0.79558206,0.87001634,0.99016947,1.2151251,1.0910902,1.0490278,0.97452796,1.0449711,1.0414311,1.0763029,1.0025668,0.88866353,1.0547321,1.0841787,0.8691255,0.9734623,0.94846714,1.1043872,1.0700946,0.9956674,1.0646577,1.0470306,1.0677766,0.73057103,1.1107954,0.74462545,0.8584467,1.1275713,0.9799114,1.114474,0.99163324,1.1525055,0.9950911,1.1167221,1.0519394,0.85942554,1.0214351,1.0962524,0.95777386,0.9451149,0.97039884,1.000474,0.9241704,0.93002164,1.0621399,0.85850954,0.8536078,1.081488,0.9183588,1.0366298,1.0727196,0.959702,1.0433533,1.0285273,1.0200298,1.0596648,0.995182,0.94988537
dress,0.747983,0.62252,1.1479708,0.7619567,1.1269749,1.1306765,0.97826815,1.1184664,1.0321202,1.0081517,1.0029517,1.1725605,0.59958124,0.9507584,0.9803306,1.1878545,1.2478695,1.2494049,1.1131,0.8881208,1.0891912,1.2773967,0.9721013,1.2253183,1.1643955,0.86474025,0.9556631,1.1097732,1.2639651,0.9836871,0.950231,1.0012615,1.1341194,0.9505559,1.3354253,1.036715,0.8978025,1.1554171,1.2145023,1.0901079,0.0,1.0777179,0.7037792,0.7979665,0.989447,1.0868094,1.1431541,1.0203238,1.1018654,1.0660517,0.88949376,1.0325363,1.0307922,1.0702221,0.75378066,0.82585114,1.0500984,0.94148195,0.9446592,1.1335354,0.81481725,1.2047266,1.1332283,1.2219005,1.1250883,0.8900153,0.915327,0.98676616,1.0552573,1.0244652,0.95608354,0.9796632,0.9452248,1.1177201,0.71158487,0.7940345,0.9994402,1.1803933,1.1391066,0.8962862,1.0606107,1.1572819,1.1903005,1.1016775,1.1271467,1.2369937,1.1028576,1.2306167,1.1035454,0.9424101,1.0529277,0.6923803,1.0686113,0.56554514,1.1247711,0.85847974,1.0732586,1.0891047,1.0100584,1.1204321,1.1164701,1.1847914,1.1070774,1.1565381,1.123703,1.0747132,0.98305404,1.0558432,1.2806871,0.77202994,1.0727094,1.0575583,0.8782985,1.1849656,1.0460417,1.059033,0.917045,1.2596539,1.0079029,1.0195328
egg,1.1599015,0.99855286,0.37373197,1.1726509,0.5336722,0.67255366,0.6387983,1.1171421,1.1298206,1.3604684,1.0036418,1.3017321,1.1709838,1.2614932,1.262991,0.9993982,0.88946354,0.48179173,1.2160095,0.6296617,1.2108432,0.996811,0.8985976,1.2099732,1.0846812,0.9184053,1.1311077,1.3451052,0.79697907,0.9390422,0.7819233,1.3679234,0.8622447,1.3831786,0.6588045,0.8621326,1.127978,0.91904724,1.2332782,0.9166477,1.0777179,0.0,1.0784363,0.9764503,1.0771154,0.9094752,0.58945405,0.86152226,0.77828884,0.7733651,0.88844424,0.96013904,1.0783222,0.7635179,1.0931119,1.0660032,0.9785961,1.2271283,1.282086,0.89124566,1.2738409,1.1343226,1.2877116,0.8873636,0.70620334,1.0921816,1.1901104,1.2966874,0.7385893,0.7322428,1.0404402,0.9404894,0.58989495,1.2428768,1.107402,1.2996252,0.97554314,1.0003788,0.96990395,0.8377622,0.94076663,1.0726708,0.7553574,0.76291037,1.141185,1.0060283,0.9358397,1.1579735,0.8022734,0.8551208,0.7010473,1.2721477,1.0720608,1.3326766,1.1114079,1.1732954,1.2092122,1.0414548,1.3493726,0.9059507,0.5088362,0.82567555,0.19672287,0.8688356,1.0505476,1.21018,1.2736162,1.2890763,0.7871107,0.8616501,0.6305031,1.0071735,1.1576157,0.96836,0.97305536,1.1978219,1.2652953,1.2187049,0.7815825,1.2388539
face,0.80222213,0.904796,1.0647304,0.77989876,1.086976,1.1510243,0.9715029,1.1080925,0.86858827,0.8791567,1.1587979,1.1712055,0.72148895,0.94104797,0.94179195,1.1952109,1.156487,1.0855328,1.1279604,1.0756837,1.0157163,1.2727798,1.2009034,1.2807735,1.1670296,0.99472076,0.91692585,1.1859703,1.1928849,0.96090794,1.0582051,0.87557256,1.2229586,1.0325786,1.2038479,1.020233,0.7889516,1.1442753,1.0641183,1.0957732,0.7037792,1.0784363,0.0,1.1070184,0.97258586,1.1716279,1.2283083,1.1494787,1.2026584,0.83750725,0.96016955,1.1232954,0.9763113,1.0589024,0.6932564,0.7803312,1.0818739,0.9154752,0.9752018,0.97405684,0.7318561,1.2436588,1.1301942,1.2589605,1.0470779,0.88798887,1.0322214,0.9473936,0.97606975,1.0883821,1.1723847,1.1549056,0.97268647,1.0113456,0.7616768,0.69637936,1.0548964,1.1939553,1.1734552,1.0860174,1.2479596,1.2033885,1.2059845,1.1214746,1.2395923,1.2177038,1.1725928,1.1815608,0.99617004,0.8392794,0.97235644,0.7721596,1.1150719,0.5250706,1.1201684,1.0063715,1.0069084,0.936467,0.96332204,1.189731,1.0967561,1.1680557,1.0353779,1.0524577,1.1385696,1.1517899,0.9508932,0.9241642,1.1926037,0.9659132,1.2051655,0.8909093,1.1762321,1.1389157,0.85864806,0.9964302,0.8601464,1.2584461,1.1126148,0.903077
finger,1.0487021,0.5259265,0.81583977,0.9296628,0.73518515,0.81178755,0.9486427,1.1038727,1.4441102,1.3381968,0.6930236,1.1785991,1.0462371,1.3095626,1.3542103,0.94486994,0.9098873,1.3287172,1.028013,0.63692087,1.2495484,1.0605768,0.67378837,0.954105,0.8971054,0.6759625,0.77115315,1.0646837,1.0537782,0.96519727,1.0643774,1.2116396,0.59283483,1.1606357,0.99902195,1.2527823,0.85962284,0.97659636,1.269376,1.0821387,0.7979665,0.9764503,1.1070184,0.0,1.2812417,0.4059317,0.7808622,0.81538254,0.63992953,1.3088964,0.4395802,0.76859236,1.083081,0.9059615,0.935648,0.6040145,0.545238,1.3129876,1.2643753,1.233001,1.076943,0.7354982,1.1711498,0.8087616,1.2693907,1.0163183,0.94175166,1.354464,0.99123555,0.5480475,0.6762727,0.4465239,0.6367767,1.305932,0.8513931,1.0771931,1.0112193,0.70062953,0.6928583,0.7015933,0.80600023,1.1265037,1.0854789,0.6133769,0.9032519,1.1728214,0.70523834,1.1217604,1.184358,1.0451399,1.1737281,1.116554,1.001865,1.0298594,1.037076,0.6260981,1.3232355,1.3789954,1.3507905,0.6042956,0.93693906,0.79844,1.2250097,1.0745646,1.1922207,1.0993302,1.2108058,1.3543358,1.1947492,0.29003692,0.6282443,0.9621623,0.7090676,1.2647173,1.4993603,1.1145704,1.2882273,1.0144305,0.50755227,1.2148426
firetruck,0.8100934,1.1494594,1.2381004,0.68735015,1.2871183,1.2805753,0.9947475,0.9448441,0.5608174,0.7432347,1.2319608,1.0422193,0.8483474,0.86305445,0.8051178,1.1676881,1.2167181,0.9273312,0.9702025,1.0465895,1.0200223,1.1919059,1.0998256,1.1625601,1.094883,1.1458263,1.0076061,1.0291429,0.9771105,1.0179777,0.8731488,0.85170484,1.3744137,0.807738,1.2057794,0.9167433,1.0925665,1.079003,0.93698627,1.0551492,0.989447,1.0771154,0.97258586,1.2812417,0.0,1.3831711,1.2166167,1.0257975,1.2109693,0.66479975,1.2699013,1.146419,0.9884672,1.0846356,0.9925742,1.0481124,1.3384001,0.81251675,0.97755116,0.88134634,0.93254995,1.2639115,0.8858956,1.3387243,0.9303731,0.9224105,1.0936472,0.81934077,1.0282135,1.2677193,1.1830761,1.3315568,1.1554896,0.643532,0.95801914,0.9487631,1.1350551,1.3107163,1.3409975,1.2108406,1.298172,1.1264145,1.09728,1.2501609,1.1646733,0.99865735,1.3103963,0.9215322,0.887967,0.83315283,1.0775794,0.86425716,1.1652015,0.93235064,1.095248,1.2492874,0.9171594,0.6290206,0.7536297,1.3458685,1.1209383,1.2246791,0.9519337,0.8445851,1.1247963,0.9895545,0.9078602,0.6593981,0.9916494,1.2648723,1.1264814,0.88489854,1.1916621,1.0084308,0.51297307,0.9329101,0.86810315,1.0976661,1.2427306,0.8323053
fish,1.094647,0.70889556,0.6262332,1.20774,0.6205779,0.7018552,1.0291176,1.1202805,1.4740831,1.2988467,0.5832428,1.2403591,1.3322155,1.261735,1.3978938,0.8214352,0.68496895,1.1671357,1.117584,0.6041471,1.1628829,0.94781655,0.5787857,0.9376369,0.8193208,0.8211212,0.8131741,1.1148713,0.8762675,0.8978929,1.085108,1.1872127,0.43590343,1.1821228,0.7845723,1.304606,0.8860353,0.99045384,1.188494,1.1301687,1.0868094,0.9094752,1.1716279,0.4059317,1.3831711,0.0,0.6268747,0.743363,0.61003387,1.3170822,0.37792265,0.91652066,0.97518367,0.9072749,0.95806664,0.8928966,0.41110218,1.3408328,1.2743397,1.2484618,1.1874065,0.73514706,1.2033014,0.6423319,1.19653,1.0868359,1.0401525,1.3494941,0.9186054,0.4023825,0.78129387,0.35559183,0.71286726,1.299025,1.1294296,1.2121767,0.95303196,0.5493746,0.5554655,0.5311547,0.52195257,0.99107623,0.9353955,0.5409119,0.8463553,1.1251272,0.47888404,1.0928482,1.0954475,0.9843432,1.1338799,1.2015152,0.92503136,1.2105273,1.0909435,0.8478819,1.2816352,1.3997996,1.4102733,0.4735917,0.9770614,0.679637,1.1279571,1.0739088,1.1652043,1.2585368,1.2874782,1.4604504,1.1525943,0.44760096,0.5486406,1.0750968,0.822067,1.243113,1.5881507,1.1130227,1.2607272,0.9430354,0.4751327,1.2090886
flower,1.321724,1.0918057,0.47625643,1.3724246,0.5160543,0.6247404,1.100662,1.1020639,1.410885,1.4801778,0.6774653,1.1249847,1.3097467,1.4330242,1.3258357,0.66736805,0.43334198,0.9831297,1.139451,0.890281,1.2315762,0.73863983,0.7794001,0.8175765,0.87624764,1.1037215,1.0067929,1.0592427,0.7439221,1.1237365,1.0214506,1.4064534,0.42622477,1.3072782,0.54199725,1.1490889,1.1780114,0.6850497,1.0938416,1.095928,1.1431541,0.58945405,1.2283083,0.7808622,1.2166167,0.6268747,0.0,0.9594935,0.52010703,1.2015033,0.6044785,0.96959835,1.1100839,0.95714116,1.2132189,1.2654644,0.5406165,1.2110767,1.3065007,1.2318027,1.423098,0.82098913,1.122284,0.4530558,1.0824548,1.3569019,1.0766445,1.2831135,1.007374,0.45579302,0.91906005,0.49308747,0.7562923,1.2590573,1.254681,1.4177368,0.90831167,0.47964686,0.56700534,0.7482495,0.74818826,0.81033397,0.6143958,0.45903754,0.6349488,0.7947625,0.4191234,0.9412206,0.9587773,0.9695918,0.9709258,1.2770252,0.95502806,1.3673607,1.0206596,0.90113103,1.2803831,1.4329832,1.3726374,0.47464627,0.7800587,0.64208996,0.85655487,1.1589067,0.89717907,1.0736294,1.2725832,1.4308538,0.891237,0.7815958,0.72313106,1.1859218,0.9561069,1.0012616,1.3821542,1.0029064,1.2643389,0.6776172,0.6691801,1.2062061
fork,1.043566,0.8831156,0.98839223,0.9731821,1.0071974,0.9208133,0.84303045,0.90023494,1.0223949,1.2675592,0.9388331,1.0974908,1.1374183,1.1002605,1.153891,0.86844105,0.9870676,0.9320456,0.8118274,0.7444234,1.0431899,1.0180066,0.70487636,1.0646673,0.9820078,0.76983666,1.2105744,1.0904655,0.83653593,1.0547514,0.3264525,1.2887408,0.8509113,0.95016146,0.8888197,0.96547955,1.1553855,0.9913719,1.0298735,1.0201787,1.0203238,0.86152226,1.1494787,0.81538254,1.0257975,0.743363,0.9594935,0.0,0.79697543,0.9302465,0.9810345,0.8739346,1.0713807,0.8200307,1.2132158,0.8924043,1.0323586,1.2782779,1.0649664,0.9996339,1.2750571,0.83240265,1.0422276,0.90665257,0.93400824,0.95204043,1.0260012,1.2860537,0.9778175,0.95970386,0.79249334,0.89635485,0.9934193,1.1382662,1.0554852,1.2856458,0.7759042,0.8849469,0.775328,0.98698735,0.9080466,1.0366232,0.9815764,1.0126138,1.0602974,1.071954,1.0403554,1.0617176,1.2368326,1.0412667,1.0010787,1.15841,0.80168235,1.2185321,0.96361387,1.1575838,1.0374776,0.92391396,1.1647376,0.90044713,0.8599008,0.9240459,0.872475,0.41057378,1.0919402,1.0651946,1.322646,1.1476946,0.8358812,0.86631423,0.61666304,0.64392334,0.93948144,0.92058885,1.0194812,1.2512496,1.2597084,1.1168072,0.75614095,1.2680409
frog,1.2802858,0.80253404,0.5827161,1.177778,0.5849886,0.5928032,1.0428648,1.1169404,1.3180318,1.4636525,0.65257907,1.1236749,1.2572788,1.37999,1.272423,0.6843151,0.6844362,1.021667,1.1333295,0.83671486,1.207973,0.82205766,0.3754977,0.9145688,0.8512701,0.85318273,1.1505882,1.0817122,0.8276863,1.0743965,1.0209534,1.4068953,0.4993375,1.321606,0.7154124,1.1372697,1.1079335,0.54541606,1.2160926,1.0911165,1.1018654,0.77828884,1.2026584,0.63992953,1.2109693,0.61003387,0.52010703,0.79697543,0.0,1.2772498,0.6370238,0.70423204,1.2086499,0.645564,1.2254422,0.9722811,0.65339196,1.355818,1.2510393,1.1918975,1.3211566,0.94816476,1.2223165,0.62333274,0.9338898,1.0473026,1.0928917,1.4469969,1.0720409,0.5525657,0.8721654,0.4953972,0.7491208,1.3071702,1.1479086,1.3928131,0.8620367,0.6993233,0.6640753,0.6768751,0.68653107,0.8937629,0.7178353,0.5328156,0.81051284,0.83588946,0.59373486,1.0926831,0.9981873,0.8775747,1.0349001,1.3363813,0.7323743,1.3265121,0.9207742,0.9518562,1.2957674,1.4040501,1.3007913,0.4848312,0.7367784,0.7027797,1.0388685,1.0080292,0.829337,1.1750635,1.3513601,1.4417152,0.82300174,0.5976462,0.78088856,1.0279044,0.94796854,0.82024,1.3469443,1.2053558,1.2990458,0.97072816,0.6369977,1.3763486
glass,0.7463343,1.244891,0.97881263,0.78353125,1.2980182,1.276964,0.6702262,0.9337921,0.73787177,0.85312223,1.3661942,1.2162497,0.7441498,0.9144899,0.9091472,1.2780282,1.2901356,0.405576,1.0271835,0.84924793,1.0955673,1.283736,1.2062919,1.3674588,1.0083996,1.0703231,0.99458265,1.1915478,1.0740218,0.99643624,0.6704978,0.9401419,1.4828384,1.0203629,1.0035368,0.7718216,0.97554535,1.1925243,0.9743639,1.1361248,1.0660517,0.7733651,0.83750725,1.3088964,0.66479975,1.3170822,1.2015033,0.9302465,1.2772498,0.0,1.3410561,1.1716279,1.0361372,1.0292103,0.9677891,0.8117131,1.4580195,0.9093614,1.0140923,0.4090067,1.0094155,1.2261754,1.0898682,1.3768656,0.65728307,0.8380879,1.1653291,0.8796681,0.52991986,1.3627667,1.1151314,1.4188256,1.1975983,0.7237342,0.8232067,1.0116493,1.1867162,1.4171196,1.3735499,1.1819837,1.395358,1.154457,1.0773468,1.312735,1.2988769,1.1847652,1.3523712,1.1364702,0.9897092,0.6716204,0.8124537,0.84013873,1.2602675,0.83686066,1.161629,1.2784655,0.9682864,0.44666165,0.94508034,1.4844947,0.90854824,1.2564362,0.50820726,0.5278454,1.2041669,1.0451119,0.98483825,0.71648467,1.0273057,1.3588536,1.0114655,0.6680513,1.2514776,1.1184726,0.400675,1.0359563,0.9329418,1.2891216,1.3116615,0.8310894
glasses,1.2150792,0.62195426,0.5835643,1.1332227,0.5451623,0.68353283,1.1984124,1.206531,1.441544,1.406062,0.58704126,1.2556331,1.2247837,1.4193147,1.3761477,0.8359385,0.6065184,1.2110953,1.2329043,0.8568945,1.225707,0.89767003,0.7283704,0.9224924,0.8769992,0.9604629,0.8982943,1.1476579,0.93539685,0.9256009,1.204971,1.2448921,0.44661665,1.2657651,0.76684463,1.2723058,0.9821634,0.87937486,1.2963562,1.1469433,0.88949376,0.88844424,0.96016955,0.4395802,1.2699013,0.37792265,0.6044785,0.9810345,0.6370238,1.3410561,0.0,0.98507947,1.1248827,0.9787788,0.78626037,0.9072318,0.27753198,1.2186,1.2921908,1.2557449,1.1304371,0.88300467,1.2439682,0.60223234,1.3313553,1.2430638,0.9998429,1.2692769,0.9912242,0.27110642,0.99162316,0.2815547,0.6081936,1.3035301,1.0540408,1.1480905,0.955371,0.50474113,0.5735746,0.6456114,0.8049298,1.0223798,0.9665518,0.41109872,0.8460893,0.96155465,0.5180044,1.0684924,1.1154249,0.90488577,1.132611,1.1453073,0.99928343,1.1140825,1.0630859,0.70865583,1.3375736,1.4944608,1.3957477,0.36098278,0.9802649,0.80558085,1.1845387,1.1995003,1.0696888,1.1919938,1.2377281,1.4607749,1.1138884,0.31576294,0.7816622,1.1041051,0.94995946,1.2572638,1.5222044,1.146279,1.2356558,0.8777756,0.44163102,1.2639401
glove,0.97948796,0.77953804,0.91852796,0.9710492,0.8636625,0.9916971,0.70779645,0.9136059,1.2202079,1.1219965,1.05806,0.97423106,1.0049652,0.9908016,1.1049826,0.93734646,1.0220925,1.1235113,0.9714857,0.8529359,1.1640658,0.9298588,0.9238817,0.9331591,0.9635129,0.69636935,1.1657324,1.0298611,0.97462916,1.112442,1.0081565,1.1199106,0.8465409,1.0328656,0.9526205,1.0454545,0.9034019,0.6466575,1.0668621,1.0958804,1.0325363,0.96013904,1.1232954,0.76859236,1.146419,0.91652066,0.96959835,0.8739346,0.70423204,1.1716279,0.98507947,0.0,1.151208,0.63790417,1.1629455,0.74651027,0.88243735,1.3637056,0.9845756,1.0642526,0.9857431,1.0078444,1.0041053,1.0682981,0.9189924,0.51669896,0.99368036,1.3114983,1.1022509,1.0009159,0.7287207,0.91005194,0.8709275,1.1997346,0.8885251,0.9937412,1.0756575,1.0940417,1.0809245,1.0243453,0.7446834,1.0607989,0.853169,0.894653,0.91151035,0.9837483,1.0146904,1.0947677,1.0206524,1.1720746,0.9547388,1.0778898,0.85693574,1.0698705,0.578057,0.8322576,1.1552093,1.1765822,1.1358814,0.75597465,0.6899351,0.75222623,1.0506113,0.9184444,0.9054153,1.0049103,1.1441337,1.230893,0.8625781,0.71704644,0.8531488,0.86407936,0.84789896,0.69346976,1.1660151,1.2467275,1.3254368,1.05593,0.8035733,1.3387196
grass,1.0201478,1.1786858,1.1967903,1.0288398,1.1230886,1.134435,1.0451553,0.84492385,0.9577842,0.81341887,1.0522826,0.9404333,0.95673823,0.77558184,0.89216554,1.1073624,1.1021829,1.098271,0.95119524,1.1204057,0.6025343,1.076339,1.0908936,1.0114623,1.2055755,1.065126,0.76151854,1.0197951,1.1562976,1.0711209,1.0942241,0.92829746,1.1146306,0.9188303,1.1644965,0.99750936,0.91575193,1.1073157,1.0515934,0.9934568,1.0307922,1.0783222,0.9763113,1.083081,0.9884672,0.97518367,1.1100839,1.0713807,1.2086499,1.0361372,1.1248827,1.151208,0.0,1.131401,0.9023726,1.1144099,1.0843253,0.8913079,0.7507115,1.0761173,0.848392,1.0556201,0.9874628,1.0615033,1.1192912,1.0539217,0.96374196,0.8644778,1.1050309,1.1460949,1.1443994,1.1850488,1.0350052,1.0648332,1.0902699,0.9662759,1.0171801,1.042785,1.0074695,1.1223441,1.1018108,0.7249478,1.1653686,1.1955562,1.0599188,1.1466955,1.093262,0.99980277,0.93629336,1.1429788,1.0863544,0.9403071,0.96844506,0.9635489,1.1340023,1.0805788,0.6131151,1.0252997,0.7959097,1.1747627,1.1989105,1.1255316,1.0125617,1.1192973,0.97931993,1.0419791,0.75439334,0.8610443,1.0860548,1.1917739,1.2205431,1.0081568,1.0301659,1.0089934,1.0345293,0.73542285,0.98989975,0.95921195,1.2221768,0.95875514
gum,1.1654155,0.91025895,0.6193812,1.03376,0.79734474,0.56353354,0.72386307,1.0491076,0.96772265,1.2373052,0.9374269,1.1609845,1.026351,1.1243235,1.0227425,0.8884101,0.95951194,0.8403089,1.0095309,0.6992158,1.1764396,1.0289372,0.8918971,1.1739414,0.85350835,0.74721754,1.2875336,1.2411838,0.803686,1.0516708,1.0378982,1.2820814,0.7461721,1.2139586,0.8543811,0.82490826,1.0819367,0.88689286,1.1078824,1.0070933,1.0702221,0.7635179,1.0589024,0.9059615,1.0846356,0.9072749,0.95714116,0.8200307,0.645564,1.0292103,0.9787788,0.63790417,1.131401,0.0,1.1736276,0.898942,0.95824474,1.3855593,1.1107225,0.9210118,1.2266239,1.0770035,1.1855036,1.1339043,0.5236885,0.66734374,1.1765206,1.365907,0.8993062,0.81376207,0.89852643,0.88001305,0.91126204,1.2015052,0.9257668,1.2184731,0.9855921,1.0301205,0.9775642,0.70037264,0.8431792,1.1432335,0.66690165,0.82038784,1.0692981,1.1214548,1.0768423,1.2473549,0.9572162,0.921501,0.90944266,1.2363715,0.7831212,1.2130775,0.83842784,1.2444127,1.2174952,0.9924271,1.0831668,0.91063493,0.5295978,0.8825923,0.8757309,0.74064946,0.9685172,1.274917,1.2949063,1.2494137,0.71478677,0.8345876,0.80913115,0.81570333,1.1227009,0.5267681,0.88056374,1.2384794,1.2664554,1.3025146,0.7142525,1.3239989
hair,0.7490221,0.85298467,1.1217709,0.8099481,1.1530296,1.185697,1.0000037,1.0900586,0.9283731,0.78541213,1.1724946,1.166322,0.7910541,0.94568086,0.94779724,1.2405112,1.258023,1.2072068,1.2503521,1.0825658,0.90487915,1.3276224,1.0564572,1.2333286,1.1393015,0.9929957,0.8274551,1.0980064,1.2403951,0.97812164,1.1366853,0.7701189,1.2710603,0.995835,1.384967,1.1279359,0.5939904,1.1090775,1.1027015,1.1746597,0.75378066,1.0931119,0.6932564,0.935648,0.9925742,0.95806664,1.2132189,1.2132158,1.2254422,0.9677891,0.78626037,1.1629455,0.9023726,1.1736276,0.0,0.749895,0.91635567,0.8416776,0.94361764,1.121516,0.72530174,1.1911434,1.1352288,1.3022668,1.1245328,0.9311325,0.8825937,0.8458663,0.8551672,1.0657815,1.1290632,1.146807,1.0367833,1.0270481,0.759787,0.6837912,1.1483756,1.224281,1.2142365,0.9853044,1.1615427,1.0869236,1.3023179,1.0949823,1.2126557,1.2435017,1.1414838,1.1234907,0.95473427,0.84724027,1.0564198,0.7219038,1.2038515,0.675049,1.1252571,0.96222603,0.924488,1.0708053,0.9685232,1.1057942,1.2372288,1.3070083,1.0446422,1.2300966,1.1819739,1.1438812,0.8161125,0.9479147,1.3283306,0.86882865,1.2131917,1.0503027,1.0642821,1.316791,1.0312256,0.7768134,0.73143363,1.151428,1.1268001,0.7764498
hand,0.57178605,0.56563896,0.9978423,0.5184656,1.1371754,1.2379135,0.6238788,1.0967445,1.050251,0.8726891,1.2864215,1.3143097,0.6938735,0.96720564,1.1905482,1.2353725,1.3887209,1.0986294,1.0388131,0.73833615,1.1795244,1.4660709,0.9388927,1.347605,1.0442268,0.5515209,0.7843463,1.1659154,1.282342,0.8930017,0.9195996,0.81843996,1.2573339,0.96211314,1.3139234,1.0655144,0.6307044,1.106673,1.0522437,1.0756267,0.82585114,1.0660032,0.7803312,0.6040145,1.0481124,0.8928966,1.2654644,0.8924043,0.9722811,0.8117131,0.9072318,0.74651027,1.1144099,0.898942,0.749895,0.0,1.034036,1.2573326,1.1177697,0.89442146,0.74488544,1.0372931,1.0949358,1.3869498,0.8750871,0.4979822,0.9718298,1.1955783,0.7580637,1.1060147,0.840272,1.0944158,0.8801923,1.051325,0.49588513,0.7149563,1.1593119,1.2284461,1.1754656,1.0713315,1.1575972,1.2894704,1.3303659,1.1691793,1.329047,1.3243308,1.2622044,1.1697987,1.0800337,0.9508702,0.96446615,0.89693016,1.2044344,0.58986837,1.0537692,0.91530997,1.1644756,0.8159672,1.202327,1.1682405,0.9367167,1.2262958,0.9901352,0.6534427,1.3252723,1.1814853,1.0628359,0.9907906,1.3333249,0.5903433,0.96696824,0.49053097,0.97666806,1.2938696,0.9933307,1.1621665,1.0808283,1.3444896,0.92126465,0.938215
hat,1.2758737,0.8200286,0.63874024,1.2336965,0.49991322,0.5897009,1.2397425,1.0866898,1.4070408,1.3331686,0.53052706,1.1180674,1.2916355,1.3094038,1.3026032,0.7733327,0.49483597,1.2500393,1.1668173,0.9656879,1.1885018,0.6935626,0.85778093,0.75109255,0.7966304,1.0096297,0.9686233,1.05774,0.8763171,0.9388545,1.2134228,1.173095,0.40140092,1.2711859,0.66881716,1.286686,0.9098532,0.7641678,1.2417247,1.1772022,1.0500984,0.9785961,1.0818739,0.545238,1.3384001,0.41110218,0.5406165,1.0323586,0.65339196,1.4580195,0.27753198,0.88243735,1.0843253,0.95824474,0.91635567,1.034036,0.0,1.2084972,1.261408,1.3018807,1.1000223,0.85948765,1.182817,0.54386777,1.2921611,1.151236,1.0214839,1.2809453,1.1479832,0.29608977,0.9456937,0.32393384,0.71528053,1.2991712,1.0901182,1.1284349,0.91497767,0.5031658,0.5955192,0.7608909,0.7113875,0.9426536,0.8273903,0.32739317,0.6679526,0.9021472,0.40714818,1.0130502,1.1203159,1.0023911,1.1925013,1.129988,0.8868176,1.1319878,0.9840885,0.6580399,1.3022981,1.5139308,1.3314688,0.32016748,0.997355,0.7140218,1.2487754,1.2405903,1.012404,1.1380447,1.2706903,1.4563949,1.0654739,0.46915495,0.8224367,1.1525269,0.8310655,1.0757562,1.5533824,1.1150396,1.254905,0.77480257,0.48935586,1.3062917
