,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stick,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
couch,0.63480705,1.4457688,0.8120835,1.3893907,1.4091249,1.3475592,0.8950007,0.6645132,0.2130605,1.1680324,0.5067021,0.64328223,0.3714794,0.8333311,1.129055,1.3430266,1.4214609,0.86130035,1.2425673,0.9513912,1.3580555,1.3734865,1.1098933,1.1746236,0.85990953,0.7093292,0.4401238,1.3433974,0.56491935,0.0,0.78949916,1.4655787,0.5405979,1.431215,0.8993237,1.115339,0.46676683,1.0267428,1.0218289,1.3481698,1.0526576,0.8548626,1.2075113,1.2426403,1.1004059,0.99245983,1.5076027,1.1058458,1.0561211,1.0437497,1.0084461,1.196481,1.3626648,0.76723677,0.93861526,1.0268402,1.0754011,0.84124756,1.056112,0.6845742,1.299638,0.6894256,1.3640997,0.4913795,1.1495818,1.0719306,1.1644871,0.6684741,0.79470795,1.0780045,1.3390367,1.3384274,1.1932137,1.1125878,1.4329749,0.8896403,0.69215894,0.70222145,0.9053758,1.3730444,1.3936983,0.8530266,0.71880114,1.1587386,1.4423927,1.3853589,1.1079936,1.1275178,0.68195933,1.1595443,1.2451825,0.6408083,1.2371931,0.5423218,1.3111842,0.844407,1.0594525,1.4974004,0.95247513,0.7820554,1.0656574,1.4822366,0.75258595,1.175233,1.4062036,0.78391474,0.5345599,1.4952857,1.3061278,1.2616181,1.1514931,1.3312869,1.2444358,0.9032157,0.97803926,0.6337817,1.2456275,0.56991386
cracker,0.6765129,1.3461101,0.7957789,1.2157186,1.2007214,0.9948347,1.0445141,0.8269746,0.82899934,1.2409974,0.84019053,0.7260922,0.72458625,0.9648723,1.0848488,1.224098,1.2669971,0.93604296,0.8382981,0.9635637,1.2350236,1.2295581,1.1611668,1.280281,0.848274,1.0148913,0.9283854,1.252871,0.84479725,0.78949916,0.0,1.2917705,0.9743835,1.3241978,1.0447147,0.899664,0.8758089,1.1323209,0.93860793,1.1033268,1.0535738,0.94471455,0.91309285,0.96536106,0.9152771,1.094819,1.2609612,1.0075552,0.97508144,1.0216777,0.8129054,1.3270016,1.238381,0.91723496,0.52820045,0.7613912,0.5664471,0.94394577,1.1058972,0.92343587,1.1126984,0.84804404,1.1987376,0.962303,1.0518812,0.86107975,1.0088286,0.5124197,0.9084637,0.99496716,1.2831116,1.106795,1.1975609,1.141828,1.3446102,1.0000111,0.80671036,0.8689751,0.9304509,1.184631,1.1925092,0.8457508,1.0357062,1.1031139,1.2547239,1.2600832,0.9474127,1.2413342,0.929071,1.2194617,1.0909271,0.8599398,1.0544168,0.81164,1.1731586,0.9075952,1.0392348,1.2501408,1.0775113,0.8487294,1.0407311,1.3114233,0.9163545,1.226766,1.3075248,1.0034368,0.73652846,1.2469968,1.1789166,1.0940075,0.8574013,1.1740402,1.2238957,0.935543,1.0815696,0.7612144,1.0431557,0.93938965
crayon,1.4781247,0.42327857,1.2937713,0.7013121,0.66895175,0.81664145,1.0453196,1.4638646,1.5355834,0.47368544,1.4422613,1.4476041,1.4481987,1.1769052,0.8028776,0.48290378,0.41836667,1.2865494,0.7801558,1.1412432,0.4739251,0.43358332,0.5779492,0.45935208,1.06261,1.2820618,1.1731827,0.5687984,1.3296633,1.4655787,1.2917705,0.0,1.3638539,0.3072139,1.2227641,0.957308,1.4022758,0.89241564,1.1634046,0.733618,1.1392946,1.3658773,1.0442775,0.72942406,0.96045005,1.0093596,0.31003898,1.0624362,1.1296113,1.1072057,1.0969698,0.5855436,0.44654328,1.4034297,1.3180046,1.3034599,1.1891704,1.3780236,1.105841,1.1951663,0.7290537,1.4432908,0.5211113,1.3228275,0.7350652,1.1140815,0.918092,1.5528982,1.3708684,1.1745791,0.35292912,0.42294955,0.5876634,0.9257518,0.6341744,1.0448827,1.392985,1.3897986,1.1207454,0.11313748,0.104305744,1.3850697,0.8949587,0.9648047,0.43860042,0.4454459,0.9137017,0.68251616,1.2209672,0.90402687,0.6003668,1.4282988,0.87936246,1.439136,0.47648764,1.2732334,1.0250131,0.3921321,1.1270962,1.1613544,1.1619796,0.27586114,1.3419778,0.58850825,0.42722595,1.214459,1.5227802,0.5268073,0.84923875,0.5498228,0.6508911,0.3102641,0.7098388,1.2978902,1.2327777,1.3725353,0.59654844,1.3512036
crib,0.7344203,1.3358393,0.9172274,1.2466727,1.3099413,1.2195772,0.5908817,0.708861,0.16126943,1.1248009,0.5209827,0.88149285,0.67696273,0.72547567,1.0353699,1.4119552,1.3726485,0.6723929,1.2590728,0.97916454,1.3168237,1.2870206,1.2026236,1.3170652,1.0575639,0.8903836,0.63848656,1.2464366,0.7191359,0.5405979,0.9743835,1.3638539,0.0,1.428278,1.1401428,1.0296367,0.7073754,1.0233902,1.1520237,1.2880578,1.0529318,0.8881295,1.2582958,1.3250601,1.0580264,1.1650454,1.3945456,1.0729902,1.1113479,1.110756,1.0890474,1.0578535,1.3350089,0.91118467,1.0042732,1.0970322,1.2116061,0.8356633,0.82003236,0.8834646,1.2165639,0.78112876,1.2521093,0.046426654,1.0614759,1.0334781,1.1300792,0.8380114,0.79733074,1.0129142,1.3282734,1.3648496,1.0974422,1.1026435,1.3009741,0.93895674,0.8377553,0.75414383,0.899404,1.2546593,1.2822037,0.8913866,0.8583746,0.98939806,1.4199319,1.3582592,1.0249277,1.1473725,0.7725985,1.2245363,1.0523332,0.79529786,1.2553587,0.77960086,1.3076234,0.8940113,0.8159362,1.4412603,0.8596399,1.0475596,1.066041,1.4258175,0.8178241,1.2797658,1.3486687,0.7100729,0.5522964,1.335871,1.3278028,1.3082168,1.2205483,1.354671,0.9546728,0.67333037,0.8430447,0.72939694,1.3742409,0.6887858
cup,1.5474782,0.37621593,1.4195864,0.6505128,0.5908632,0.7831098,0.9576464,1.4406068,1.5702604,0.7412576,1.3974793,1.5146174,1.538852,1.2981098,0.8840152,0.15138811,0.16746604,1.282959,0.7812695,1.1796136,0.17561471,0.49210215,0.41333407,0.43010902,1.1466994,1.2925146,1.0139478,0.4765824,1.2388787,1.431215,1.3241978,0.3072139,1.428278,0.0,1.1015885,0.7954557,1.2662969,0.94705224,1.1691102,0.6248074,1.2292324,1.3797648,1.1382413,0.71124005,0.94647133,1.0551093,0.2787063,0.9753323,0.80613875,1.1359421,1.0656009,0.7087151,0.4906931,1.4028257,1.2999839,1.3629127,1.0460653,1.4304097,1.1950067,1.2145154,0.40706474,1.5368791,0.62523735,1.3970463,0.6165533,1.1403401,0.7332628,1.5433383,1.3464932,1.1974549,0.37063843,0.42674726,0.8020008,1.0111542,0.51068556,0.8543018,1.4045242,1.436651,1.2513903,0.50484335,0.457228,1.4140863,0.9252141,0.8579708,0.31309712,0.31972194,0.65949947,0.69043696,1.0053186,0.8182803,0.7929517,1.4672151,0.68740195,1.4430838,0.5401671,1.1245532,1.1657181,0.40269196,1.2314373,1.1642648,1.0087738,0.2592113,1.3759402,0.61960846,0.40982783,1.0693674,1.5638088,0.44559616,0.8898215,0.8025851,0.9943753,0.34934473,0.7259065,1.3422505,1.2451415,1.295763,0.6057931,1.2974498
dog,0.9788124,1.1485304,1.0624746,1.0755986,1.0587935,1.0751044,1.1211046,1.0410488,1.0554994,1.0632784,1.0410427,0.65823567,0.87142146,1.0813351,1.2380984,1.0239305,1.2422694,1.2446043,0.8205617,0.990881,1.1986915,1.1499082,1.0299375,1.0141447,0.87678045,0.3796667,0.9448759,1.1814046,0.8883052,0.8993237,1.0447147,1.2227641,1.1401428,1.1015885,0.0,0.9227742,0.9278278,1.0519172,0.624405,1.1031228,0.8549769,0.65446657,0.8655673,0.76470816,1.0094556,0.62552017,1.2148163,0.8976107,0.93707323,0.54004586,0.8929593,1.1941575,1.0398358,0.47595632,1.1151657,0.8455801,0.8402093,0.75126517,1.1661655,0.71130097,1.2695405,0.90458035,1.2190022,1.0889044,1.2067673,1.0875912,1.1397597,0.9552013,1.0480212,0.86430514,1.0784595,1.0786948,0.9778609,0.73170376,1.043341,1.1014969,0.8311147,1.0109524,1.1904652,1.2426387,1.2803532,0.7956711,1.0763324,1.1244074,1.2405174,1.093168,1.1438595,0.97291553,1.0476556,0.63195074,1.1943027,0.8040347,0.81931645,0.8859413,1.1290381,1.1834606,1.2826248,1.0553504,1.1440276,1.0474681,1.1580725,1.1246159,0.99853027,1.0400035,1.0273565,1.0640918,1.1474226,1.2201314,0.78464293,0.93538886,1.0414231,1.0920687,1.2193023,1.2069765,1.00297,1.0953938,0.8943562,0.9264829
doll,1.1299794,0.89261585,1.2627873,0.95712316,1.0227045,0.68328834,0.747558,1.1751882,1.1065071,1.0817014,0.9612264,1.1439192,1.0525142,1.1165882,0.71502364,0.736325,0.89602625,0.9772858,0.773053,1.0232295,0.7280426,0.95589584,0.7829288,0.9244056,1.0645047,1.1670687,0.79981077,0.8965601,1.0027777,1.115339,0.899664,0.957308,1.0296367,0.7954557,0.9227742,0.0,1.1097615,1.083862,1.04039,0.9829422,1.2558079,1.2212232,0.93768096,0.78133816,0.8353851,1.1902385,0.9144136,0.8582418,1.0285379,1.1729149,0.64600676,1.1029961,0.8141457,1.2608039,0.9475384,0.89623034,0.7157037,1.2833855,1.0028179,0.9592119,0.69408643,1.2172967,0.92225903,1.0390378,0.92243946,1.0269042,0.9903878,0.9219371,1.0854088,1.0664222,1.0336837,0.83741117,1.0210657,1.2038722,0.8936878,1.0145477,1.1502036,1.1641798,0.97648144,1.01476,1.0381688,1.0517871,0.82215893,0.8776069,0.9454139,0.72188854,0.5852932,1.0601325,0.9437429,0.9143989,0.7794683,1.1870786,0.772802,1.2472712,0.898844,1.2081203,0.89569193,0.82573843,1.2745769,0.9246068,1.0598652,0.9059254,1.2257459,1.0679055,0.87772864,0.8098285,1.0790102,0.7796972,0.9793536,1.0915089,0.94666314,0.8748256,0.6152755,1.0264854,1.236412,1.0230768,0.86511815,1.1384163
door,0.7496135,1.4230462,0.98241657,1.2950994,1.273788,1.290251,0.91724354,0.5940465,0.5680289,1.2191298,0.5597127,0.7790789,0.77891177,0.8829411,1.0788852,1.1427041,1.3298758,0.83411396,1.2516756,0.7609807,1.2033856,1.3140081,0.96934026,1.1681623,1.0394628,0.86432767,0.5426948,1.2281166,0.23594153,0.46676683,0.8758089,1.4022758,0.7073754,1.2662969,0.9278278,1.1097615,0.0,0.8000934,1.0623256,1.2293545,1.0481138,0.90185547,1.1077229,1.2524962,0.97921747,1.0522497,1.3718737,1.0976504,1.0119376,1.095292,1.1021619,1.2606387,1.3374407,0.83614653,1.0517236,1.0385462,1.0726047,0.90863794,1.0902929,0.89208853,1.10846,0.9329928,1.2165737,0.66937286,0.94265765,1.1555226,0.86454266,0.88737524,0.7978479,1.0926464,1.2827022,1.3306644,1.2403748,1.1197699,1.3538213,0.6146301,0.89654905,0.9557805,0.89851606,1.3049847,1.3184149,0.8969985,1.1013914,1.0711168,1.312659,1.3696132,1.0488733,0.942147,0.28164005,1.0344442,1.3144534,0.8628236,1.323671,0.75793874,1.1502106,0.76674783,1.0737576,1.4688795,0.8365679,0.9903881,1.0146713,1.3742454,0.72832125,1.0923419,1.3377986,0.80146635,0.6547059,1.4328938,1.2777715,1.1719797,1.1701493,1.3088337,1.1863861,0.9497982,0.944896,0.68323857,1.2352605,0.41683203
drawer,1.2175657,1.0334721,1.1941993,0.9402653,0.8725517,1.043177,0.8974714,0.9849491,1.0978419,0.73227566,0.88272506,0.9926233,1.1082665,1.1075963,0.88760674,0.9243157,0.95919317,0.93272513,0.8396839,0.92409796,0.9627517,0.9701882,0.74062586,0.95527065,0.9888207,1.1499013,0.82803,0.90074176,0.76380086,1.0267428,1.1323209,0.89241564,1.0233902,0.94705224,1.0519172,1.083862,0.8000934,0.0,0.8894834,0.98098636,1.1658024,1.1654922,0.7695713,1.041524,1.0367062,0.8394288,0.86460805,1.1395602,1.0949501,0.98580503,1.0576658,1.0592246,0.838058,1.1373879,1.2402394,0.98177725,1.1072383,1.2403537,1.1552358,1.0578694,1.0908095,1.1745961,0.8320826,0.9892165,0.9637866,1.0791751,0.9531617,1.1620127,1.1968137,1.0906636,1.0193988,0.8126196,0.857682,0.84927034,0.95469236,0.6211055,1.2019005,1.1202661,1.0346985,0.90132105,0.9097464,1.0497841,0.9448776,1.1435858,0.81802076,1.0326912,0.9390507,0.50447685,0.7023157,0.9098699,1.1306579,1.245875,0.9563521,1.1513321,0.8667873,0.934137,1.104762,0.9063161,1.085446,1.0357646,1.0121735,0.8531164,1.1617471,0.75603336,0.9201785,1.1533647,1.1396405,0.98852235,0.9129686,0.6385937,0.91916597,0.8190238,0.9390704,1.1045914,1.2062085,1.1458485,0.8965451,1.1126306
ear,0.9936596,1.0833763,1.1400356,1.0726724,1.0447953,0.98099047,1.2131778,1.030882,1.1058389,1.0015961,1.146658,0.73006463,0.92562103,1.2037988,1.2182529,1.232274,1.2079685,1.1728094,0.71053827,1.0205923,1.2598679,1.0092174,1.2054193,1.1720221,0.8347043,0.74914455,1.1876969,1.1146071,0.9765977,1.0218289,0.93860793,1.1634046,1.1520237,1.1691102,0.624405,1.04039,1.0623256,0.8894834,0.0,1.0878866,0.9497094,0.6869234,0.72726995,1.0375699,1.1520953,0.5065698,1.0774606,1.1565366,1.0316708,0.51629555,0.95757276,1.2006947,1.054422,0.66204154,0.91017056,0.7302862,0.76154244,0.8070121,0.9949401,0.9474502,1.3591931,0.9581361,1.237654,1.1522284,1.2210292,1.0407957,1.2154176,0.8843503,1.043596,0.7338853,0.9633158,0.9996448,0.8977308,0.5393404,0.96826524,1.0640377,0.9143505,0.99678457,1.0304213,1.1333952,1.1460558,0.8659119,1.1856381,1.2111725,1.1386964,1.0068767,1.2682048,0.86309314,1.0698986,0.7982419,1.1752429,0.927083,0.7758802,0.98808974,1.2761449,1.0369142,1.2986664,1.0025955,1.1200994,1.0281339,1.0798546,1.1102885,1.076838,1.0467691,0.91799265,1.2673854,1.0996696,1.109719,0.7534807,0.88365525,0.99495924,1.0292324,1.2025834,1.0879982,1.0834107,1.1017638,1.0024414,1.087752
egg,1.0400531,0.43854666,1.1370195,0.5406852,0.61132854,0.7157864,1.1531748,1.2607719,1.3347762,0.9685695,1.2528291,1.2581596,1.2834738,1.253221,1.0141242,0.7298434,0.62551004,1.0273538,0.8549334,1.1607066,0.8233763,0.7674683,1.0573165,0.9020039,1.1528068,1.1829318,1.3167304,0.7015218,1.2891101,1.3481698,1.1033268,0.733618,1.2880578,0.6248074,1.1031228,0.9829422,1.2293545,0.98098636,1.0878866,0.0,1.0508856,1.1278862,0.93679094,0.80888927,0.9612933,1.0132337,0.6356103,0.95746017,0.82473195,1.0913666,1.0613127,0.9382451,0.645594,1.1425632,1.0148425,1.0726016,0.9220808,1.2433294,1.112773,1.289925,0.8067033,1.3013505,0.91281843,1.3181005,0.89491326,0.82684267,0.84681165,1.0952288,1.122418,1.0713223,0.6648655,0.8488797,1.0126346,0.98050356,0.43144625,1.1973517,1.2394595,1.2695535,1.1147866,0.8636706,0.8234894,0.9955664,1.1622136,1.055394,0.6158117,0.6276052,0.965969,0.9336136,1.2179922,0.8611944,0.95985067,1.2813604,0.96451473,1.212717,0.975032,1.1073742,1.2188344,0.858096,1.1248872,1.1016476,0.8416786,0.7413558,1.0574485,0.9944903,0.5793202,1.3625512,1.2343216,0.54539394,0.92298985,0.93471617,0.9595042,0.8255266,0.71143615,0.96893567,1.1515613,1.2359574,0.9025844,1.261148
elephant,0.74602497,1.1544418,0.5771189,1.1216366,1.1594765,1.1955439,1.314712,0.99812376,0.9988064,1.2309604,1.0423195,0.8773496,0.9843009,0.85289645,1.2362164,1.1555201,1.2564732,1.1373267,1.2276361,1.002333,1.27791,1.0628726,1.3139987,1.1314969,0.8646854,0.5780741,1.2226055,1.1426802,1.129585,1.0526576,1.0535738,1.1392946,1.0529318,1.2292324,0.8549769,1.2558079,1.0481138,1.1658024,0.9497094,1.0508856,0.0,0.819158,0.7951511,1.0943216,1.1247196,0.9273356,1.1866653,1.0365771,0.94146013,0.7990169,1.1826879,1.0676868,1.2859038,0.7809808,0.9524417,0.8453295,1.0383543,0.565463,1.0560771,1.0594646,1.1295707,0.7193779,1.0492257,1.0685734,1.0944095,1.0629941,1.1415253,0.97466487,0.8895228,0.8084465,1.0484045,1.2999895,1.0108776,0.9268042,1.1417193,1.2657676,0.7585104,0.8101871,0.9834378,1.1064129,1.0828581,0.8617314,1.320964,1.0036736,1.2309548,1.1976526,1.2657232,1.2130413,1.1763055,1.0143049,1.1432158,0.7589736,1.1444681,0.8552733,1.1365348,1.0386024,0.9410548,1.1706654,0.78088534,1.0580095,1.0865259,1.200584,0.7874181,1.050364,1.1638529,1.0804785,0.9212834,1.244834,0.76734865,1.0888245,0.99782985,1.2886899,1.277962,1.0471538,0.76628387,1.0030823,0.962357,0.8593255
face,0.74121976,1.2414174,0.8550396,1.2116616,1.2416902,1.1656325,1.2483711,0.84728783,0.82153296,1.1637034,0.9363088,0.5944822,0.7679173,0.8953072,1.2219459,1.3711793,1.4261193,0.95528543,1.0764525,1.092962,1.4728023,1.2090752,1.4428799,1.3113744,0.89512694,0.6008712,1.1608068,1.2656436,0.9785068,0.8548626,0.94471455,1.3658773,0.8881295,1.3797648,0.65446657,1.2212232,0.90185547,1.1654922,0.6869234,1.1278862,0.819158,0.0,0.9652899,1.2322656,1.1980928,0.732648,1.3088049,1.1093212,0.9368497,0.38495064,1.1541972,1.2043612,1.25264,0.3608067,0.9453198,0.8464042,0.9659408,0.36182404,0.96346015,0.8987659,1.3377528,0.68105173,1.3301418,0.92069274,1.2679129,1.0479046,1.2242591,0.84384686,0.8843764,0.7041203,1.1378407,1.3891906,1.1577681,0.74272096,1.1216627,1.1920154,0.662472,0.76001215,0.9601321,1.2998784,1.3104496,0.7745199,1.2994804,1.2196963,1.3997545,1.2234426,1.3118708,1.0383432,1.0741761,0.88641644,1.2411109,0.53840053,1.1694133,0.631532,1.4643837,0.9890805,1.128388,1.3134706,0.9566633,1.0888995,1.0244087,1.4013762,0.88573503,1.2796686,1.188522,1.0933013,0.75693154,1.3091486,1.0401918,1.190334,1.1503431,1.3843637,1.2524618,0.8635667,0.83082855,0.88316756,1.3167808,0.82236934
finger,0.8229821,1.0941771,0.7768917,0.98543584,0.9737271,0.9939067,1.1857817,1.1209892,1.2048463,1.0687872,1.1576542,0.85826504,1.0283903,1.1758242,0.97417194,1.0551324,1.2124789,1.1578598,0.87229216,1.0463743,1.1986244,0.9545508,1.1217422,1.0943103,0.6691559,0.97812843,1.1760218,1.1715047,1.0111823,1.2075113,0.91309285,1.0442775,1.2582958,1.1382413,0.8655673,0.93768096,1.1077229,0.7695713,0.72726995,0.93679094,0.7951511,0.9652899,0.0,0.9627936,1.1209586,0.71597415,1.0594207,1.1546823,0.96380764,0.7457876,0.9345939,1.2742494,1.0028437,0.8492912,0.84347004,0.2723657,0.6514631,0.99565506,1.1754802,1.122597,1.184371,0.8853661,1.0349547,1.2528567,1.1951749,0.86122584,1.0551909,0.8655585,1.2536336,0.8427314,1.0232612,0.9787028,0.95143,0.7297774,1.016258,1.1572852,0.90461564,1.004438,0.89502186,1.0443301,1.0347728,0.8747672,1.194201,1.1420674,1.123946,1.0235159,1.2541834,1.0233235,1.0979016,0.79663765,1.1701163,0.99751073,0.93928826,0.9933581,1.0728513,1.1396418,1.2075137,0.9078278,1.0683806,1.0344236,1.0337434,1.0964833,1.1258068,1.0838876,0.9578203,1.273761,1.1268396,1.1686571,0.38177252,0.8134681,0.8006308,1.0023694,1.2276506,1.1207447,1.2249546,1.1650898,0.7213043,1.1549103
fish,1.143423,0.8577924,1.1133188,0.89984167,0.88122004,0.7207629,1.0343407,1.1869881,1.358655,0.8896725,1.2358695,1.1464247,1.161236,1.2374947,0.83276427,0.7137127,0.6784663,1.1859654,0.78711224,1.0035427,0.7510219,0.79907334,0.85719657,0.6765741,1.0939724,1.0949248,1.0941038,0.78040326,1.2138487,1.2426403,0.96536106,0.72942406,1.3250601,0.71124005,0.76470816,0.78133816,1.2524962,1.041524,1.0375699,0.80888927,1.0943216,1.2322656,0.9627936,0.0,0.84759927,1.0074931,0.7325623,0.4795059,0.92056286,1.07416,0.86495364,0.8705831,0.62639177,1.2373708,0.9274496,1.0232373,0.92247576,1.248298,1.0832938,1.1268845,0.8484286,1.2883518,0.8196882,1.2712908,0.9622489,0.91539055,0.96791834,1.0795735,1.2322739,1.0384392,0.9582041,0.75246906,0.9177321,1.1224369,0.8649666,1.1043917,1.2217629,1.2947657,1.1172295,0.80889153,0.853994,1.0274776,0.84101796,0.9394848,0.67430675,0.80956054,0.81471044,0.9526141,1.1767503,0.8707226,0.82513154,1.2754567,0.7122844,1.3038852,0.6364281,1.1276172,1.1206398,0.7015916,1.2304535,0.96572584,0.98824936,0.6584837,1.0692745,0.81978416,0.8030268,1.0256456,1.2952206,0.7792284,0.9605036,0.8236388,0.89127696,0.7735262,0.904397,1.2085972,1.2394603,1.2199566,0.7732298,1.2392703
flower,1.141757,0.9964784,1.1612076,0.9933356,1.0660104,0.8520546,0.7444384,1.0036546,1.1052163,1.1039369,1.0430351,1.1756321,1.0746932,1.1199498,0.8363997,0.869701,0.947093,0.9247139,1.0019374,0.56018895,0.856468,1.0339936,0.9062545,0.8590942,1.1658858,1.2087873,1.0276476,1.0084447,1.022891,1.1004059,0.9152771,0.96045005,1.0580264,0.94647133,1.0094556,0.8353851,0.97921747,1.0367062,1.1520953,0.9612933,1.1247196,1.1980928,1.1209586,0.84759927,0.0,1.3198092,0.957863,0.83613956,0.9925786,1.2539722,0.9589876,0.84592485,0.938541,1.1573055,1.0716295,1.0992062,1.0715083,1.1776881,0.9025867,0.97381735,0.78962624,1.3085239,1.0245541,1.0596733,0.7631414,0.99265194,0.869442,1.0788116,0.9609185,1.0989784,1.1399112,1.0160522,0.9281821,1.256085,1.015791,0.98771346,1.1930068,1.246663,0.94241524,0.9101903,0.93805134,1.0518008,0.9481652,0.54297936,0.95282525,1.0552812,0.79859304,1.0820683,1.0152992,1.053496,0.85674846,1.2054907,1.0432903,1.2219265,0.87318635,1.0358996,0.9678238,1.1347631,0.99566287,0.97034466,0.8803876,1.0075561,1.0072155,0.9359715,1.0529715,0.96093667,0.9688435,0.99898136,1.1474901,1.0645726,0.84045994,1.040761,0.84195685,0.976795,0.88435215,0.91728127,1.1382576,1.0093328
foot,1.0056865,0.97452885,1.0619912,1.019994,0.96766776,1.0900478,1.2581402,1.1045252,1.1454245,0.71085256,1.1468875,0.6685472,1.0019096,1.1452262,1.2820427,1.1945794,1.1496805,1.2309793,0.6937679,1.2324334,1.2375143,0.93175536,1.0296776,1.0909722,0.81209624,0.6151292,1.1170324,1.1436548,0.9728093,0.99245983,1.094819,1.0093596,1.1650454,1.0551093,0.62552017,1.1902385,1.0522497,0.8394288,0.5065698,1.0132337,0.9273356,0.732648,0.71597415,1.0074931,1.3198092,0.0,1.0592102,1.2698998,1.0007772,0.49790162,1.1275619,1.1134766,0.89198923,0.66961926,1.1221819,0.8739871,0.73135924,0.8581803,1.1567427,0.98119354,1.4614358,0.8574542,1.1572447,1.1552632,1.3601073,0.9596638,1.2005147,1.0616117,1.159188,0.82520133,0.8495115,0.8465066,0.7850152,0.24169588,0.9245529,1.083623,0.908422,0.95509845,1.1347777,1.0592513,1.0764118,0.8439729,1.1792085,1.36345,1.1306906,0.9427325,1.3659098,0.7542949,1.1219608,0.6992801,1.2857641,0.9232332,0.86564326,0.8669597,1.2162461,1.1396825,1.3592798,0.9030746,1.1432377,1.0571768,1.156121,1.050513,1.1293476,0.95470184,0.7538638,1.3030258,1.1883261,1.1409503,0.623575,0.6749236,0.96006554,0.8310549,1.261507,1.1550057,1.1372242,1.2332072,0.8626855,1.1175063
fork,1.5087438,0.46095228,1.3942645,0.73534834,0.6968558,0.7124935,1.0501477,1.3945416,1.5653528,0.6900601,1.4406046,1.50476,1.5478232,1.2501016,0.86947197,0.43053126,0.32102358,1.2996286,0.7414091,1.0963262,0.45447016,0.4949023,0.7311824,0.5367491,1.1459492,1.359243,1.1558816,0.39637762,1.3015972,1.5076027,1.2609612,0.31003898,1.3945456,0.2787063,1.2148163,0.9144136,1.3718737,0.86460805,1.0774606,0.6356103,1.1866653,1.3088049,1.0594207,0.7325623,0.957863,1.0592102,0.0,0.97968054,0.8362368,1.00861,1.1173455,0.7564401,0.5494674,1.4007833,1.1979303,1.2591643,1.1354566,1.3540634,1.14987,1.2794069,0.65758127,1.5310361,0.4678623,1.3921506,0.5878743,1.0681951,0.95275354,1.5117667,1.281796,1.1880771,0.52116454,0.4905821,0.73713124,0.97555876,0.528079,0.9449932,1.4808247,1.459656,1.188417,0.41024327,0.38334554,1.3783493,0.9257371,0.85618484,0.26195967,0.44782054,0.7656615,0.695932,1.1041334,0.8408718,0.60392797,1.4951749,0.6706056,1.4803269,0.46242177,1.1197696,1.1587094,0.33282733,1.1898065,1.1757454,0.993506,0.19231838,1.2788384,0.601475,0.4996575,1.1792741,1.4970613,0.40416014,0.9103424,0.60599893,0.793265,0.42929387,0.74532706,1.275032,1.1733881,1.3012875,0.6494218,1.3396927
frog,0.9819176,0.9490488,1.0007771,0.8704479,0.88987285,0.86149645,1.000061,1.005763,1.0503653,1.0982641,1.0747782,1.1976287,1.025256,0.9801456,0.88422203,0.91326547,0.8523865,1.0263673,1.0904646,0.8397634,0.8815108,1.015642,1.0548995,0.90364975,1.2528119,1.1434742,1.0797,0.88262045,1.1411614,1.1058458,1.0075552,1.0624362,1.0729902,0.9753323,0.8976107,0.8582418,1.0976504,1.1395602,1.1565366,0.95746017,1.0365771,1.1093212,1.1546823,0.4795059,0.83613956,1.2698998,0.97968054,0.0,0.99944955,1.2520607,0.6856539,0.9675849,0.89342594,1.2369581,0.9431663,1.1150317,1.0348108,1.0811023,0.8949189,1.0854563,0.79749787,1.110842,0.99963826,1.0689108,0.92684007,0.9598831,0.991736,0.84529054,0.98321074,1.1172643,1.1269472,1.0630919,1.1574824,1.2853492,0.9143053,1.1308037,1.1327497,1.1631393,1.0249244,1.128998,1.1320869,0.909511,0.8505857,0.7779424,0.878976,0.9590376,0.8215278,1.0469605,1.1143649,1.0021216,0.8666338,1.1230974,0.9219108,1.1384652,0.8659841,1.0123379,0.8217161,0.94536,1.0443112,0.7912715,0.9322803,0.9157802,0.856967,1.0292121,1.0774293,0.86228603,0.98649913,0.8417889,1.1528981,1.1854317,1.120223,1.1146123,0.7784715,1.0484762,0.99514633,0.85009223,1.0624719,1.0408852
