,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,stick,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
stroller,1.0707864,1.2441883,1.0409836,1.1901727,1.105756,1.1186428,0.6401018,0.81681514,0.7664601,1.1698118,0.5951315,1.027073,0.9032919,0.7121982,0.9583535,0.925346,1.0294659,0.8491937,1.2704843,0.9683823,0.8125385,1.2114292,0.8055517,0.921465,1.1552927,1.0435871,0.5320083,1.07583,0.8077521,0.78391474,1.0034368,1.214459,0.7100729,1.0693674,1.0640918,0.8098285,0.80146635,1.1533647,1.2673854,1.3625512,1.0804785,1.0933013,1.273761,1.0256456,0.96093667,1.3030258,1.1792741,0.86228603,1.0035591,1.222381,0.8992613,0.8536817,1.2334218,1.1191288,1.0779301,1.1834731,1.1920185,0.9463031,0.80706257,0.84898263,0.83248806,0.931188,0.99732083,0.653957,0.9399018,1.1607275,0.94246024,1.0047789,0.6315519,1.0658495,1.2497735,1.2365875,1.1856463,1.3844984,1.3120096,0.9189522,1.0037524,0.9643979,1.0441583,1.1514434,1.1876487,0.92244107,0.83306897,0.7789835,1.1427097,1.1724281,0.63974637,1.1674618,0.7988063,1.18241,0.9111408,0.97517776,1.054115,1.0637333,0.8311255,0.8729812,0.5973324,1.1232433,0.9656719,0.98538876,1.0325975,1.0710418,0.8206534,1.1914905,1.3065543,0.0,0.7395239,1.1544495,1.3800341,1.2416523,1.1724616,1.2358471,0.92831814,0.92540145,0.86768246,0.67733806,1.1797694,0.7894428
table,0.55724514,1.4801047,0.6233393,1.371908,1.4135597,1.2811017,0.9346335,0.5109178,0.4282297,1.340685,0.45026082,0.750501,0.63087296,0.7808676,0.81744945,1.4501364,1.4320605,0.52620786,1.4370707,0.93702346,1.440833,1.4128969,1.4097123,1.3703221,1.0504965,0.83085454,0.7626028,1.3566778,0.8019417,0.5345599,0.73652846,1.5227802,0.5522964,1.5638088,1.1474226,1.0790102,0.6547059,1.1396405,1.0996696,1.2343216,0.9212834,0.75693154,1.1268396,1.2952206,0.9688435,1.1883261,1.4970613,0.98649913,0.96150136,1.1133994,1.1045415,1.1917413,1.4737532,0.8024417,0.85071397,0.8892995,1.0508398,0.7019905,0.87524205,0.9394315,1.1955488,0.69576204,1.3230145,0.58232754,1.1436058,0.9945647,1.132338,0.6591377,0.58300674,0.9953488,1.3884329,1.5569897,1.3318334,1.2186577,1.4296561,1.0091733,0.77635646,0.7622239,0.53906834,1.3281105,1.3648107,0.75701725,1.1837199,1.0007449,1.4203509,1.5196285,1.1368334,1.2450985,0.8364403,1.2315979,1.1111698,0.70099163,1.3730762,0.6993997,1.3791871,0.64576757,0.89081144,1.6148131,0.77435136,1.0017278,0.9460427,1.5662837,0.59086543,1.4051495,1.5199244,0.7395239,0.0,1.4589665,1.4141273,1.3722413,1.0563983,1.5925033,1.1354675,0.49050385,0.8372119,0.34906113,1.5188613,0.62335145
tape,1.4152863,0.38816136,1.3779225,0.47629672,0.47095305,0.6307189,0.9201533,1.3313336,1.4860116,0.7820241,1.3393764,1.507637,1.4423664,1.2457435,0.7890252,0.58413327,0.36600077,1.0647676,0.7740251,1.1942204,0.44396925,0.71722823,0.74717236,0.6446406,1.2316748,1.3907499,1.2340039,0.3676111,1.4038283,1.4952857,1.2469968,0.5268073,1.335871,0.44559616,1.2201314,0.7796972,1.4328938,0.98852235,1.109719,0.54539394,1.244834,1.3091486,1.1686571,0.7792284,0.99898136,1.1409503,0.40416014,0.8417889,0.995167,1.1611807,0.81459403,0.8301064,0.45799387,1.4594009,0.997241,1.2539878,0.9974247,1.4314065,0.8488338,1.226369,0.59454083,1.4670975,0.67481726,1.355046,0.75723857,0.9639573,0.86413956,1.2077327,1.2649148,1.1737733,0.689353,0.58419967,0.88342166,1.0758063,0.46401834,1.0186675,1.4667327,1.3623435,1.1603358,0.7024976,0.70168877,1.2833714,0.79655373,0.9364953,0.3302533,0.46306878,0.66904163,0.8171011,1.227853,0.9743781,0.5159869,1.4424715,0.6429707,1.4597584,0.72619796,1.137659,0.9790834,0.4109506,1.1400193,1.0008914,0.9192374,0.42827237,1.2897643,0.7479831,0.5678474,1.1544495,1.4589665,0.0,0.97284496,0.8540626,0.9036178,0.59766155,0.46743238,1.0929652,1.2325253,1.3314643,0.7900572,1.387939
toe,0.93951404,0.88575894,0.83649975,0.9097545,0.90651107,0.9397705,1.2127526,1.3115064,1.3072888,0.9320064,1.3310546,1.044205,1.2407999,1.1969349,1.0904193,0.9223217,1.0286319,1.3779975,0.7445307,1.089388,1.0353128,0.7585212,0.99986917,1.0386086,0.6692129,0.9575309,1.2439628,1.0143026,1.1701862,1.3061278,1.1789166,0.84923875,1.3278028,0.8898215,0.78464293,0.9793536,1.2777715,0.9129686,0.7534807,0.92298985,0.76734865,1.0401918,0.38177252,0.9605036,1.1474901,0.623575,0.9103424,1.1528981,1.089093,0.7394409,0.97772694,1.1019213,0.88357544,0.90633595,1.0046626,0.62543595,0.7724258,1.0636802,1.1541445,1.0883303,1.1168861,0.9363651,0.9517907,1.3319213,1.1093462,1.0352464,1.0228322,1.114112,1.2892666,0.7762413,0.7542815,0.63356584,0.80840766,0.61515284,0.83151895,1.1545577,1.0404121,1.0273751,1.0928702,0.9337932,0.88439673,1.1129909,1.1151713,1.1154966,0.9454593,0.7854784,1.2528994,0.9914247,1.2137488,0.7124919,1.1107053,1.1257638,0.8258215,1.0156622,0.9559057,1.2605977,1.2002665,0.58423823,1.0894125,0.9959518,1.0406979,0.8446456,1.2279949,0.8487576,0.68801534,1.3800341,1.4141273,0.97284496,0.0,0.7778683,0.9297783,0.6769679,1.1633301,1.3071189,1.1732162,1.3389404,0.5807414,1.2825477
tooth,1.2263098,0.85215217,1.1602447,0.92681694,0.8521962,0.9478089,1.0602775,1.1849991,1.3902768,0.5792513,1.2162707,0.9579127,1.261234,1.1826547,1.0139647,0.8806306,0.8655883,1.2984908,0.7061796,1.0362141,0.9335768,0.7343277,0.8071128,0.7884093,0.9034804,1.0089755,1.074885,0.8178671,1.036092,1.2616181,1.0940075,0.5498228,1.3082168,0.8025851,0.93538886,1.0915089,1.1719797,0.6385937,0.88365525,0.93471617,1.0888245,1.190334,0.8134681,0.8236388,1.0645726,0.6749236,0.60599893,1.1854317,1.0426222,0.8712509,1.0272185,0.9258858,0.7317456,1.0635701,1.2037108,1.031117,0.98031133,1.1812066,1.2048664,1.0074927,1.1858201,1.1776305,0.55544096,1.2574977,1.0487615,1.0203794,1.1140685,1.253364,1.2978442,1.036193,0.80661654,0.5881691,0.7291352,0.7097605,0.91357756,0.9231604,1.1879832,1.2082039,1.1828275,0.53901637,0.5589851,1.1306024,0.9867567,1.1796453,0.730049,0.8843999,1.1087568,0.6760204,1.1166667,0.79221034,0.8907864,1.2155081,0.8211688,1.221683,0.6002151,1.1394509,1.231662,0.557042,1.1609448,1.0876769,1.1569524,0.53695464,1.1958196,0.67192006,0.7296486,1.2416523,1.3722413,0.8540626,0.7778683,0.0,0.6478195,0.5506822,0.9950155,1.2941686,1.2324845,1.2731748,0.5396803,1.2913553
toothbrush,1.1152198,1.0229,0.9750009,1.0159073,1.0598968,0.93440163,1.014555,1.1398706,1.2434348,0.86106944,1.1738724,1.0472772,1.1243721,1.1604877,0.83351624,0.9588771,1.0210571,1.0183411,0.89994997,0.94307935,0.9692006,0.9438041,0.9122798,0.9031109,0.82252145,1.0442684,1.1177205,0.93920904,1.0831927,1.1514931,0.8574013,0.6508911,1.2205483,0.9943753,1.0414231,0.94666314,1.1701493,0.91916597,0.99495924,0.9595042,0.99782985,1.1503431,0.8006308,0.89127696,0.84045994,0.96006554,0.793265,1.120223,0.9881472,0.9108113,0.9848383,1.0024763,0.9822336,1.1481075,0.9698913,0.8249401,0.94317585,1.2127542,0.9409769,0.9964491,1.0156724,1.138494,0.7760814,1.1968691,0.89816165,1.042858,1.0641146,1.0155119,1.1917801,1.0416579,1.0189382,0.8606266,0.743782,0.94306964,1.0964522,1.097135,1.1548281,1.1589566,0.82548577,0.56289995,0.6094997,1.1380901,0.9834224,0.920611,0.9575377,1.060313,1.0273385,0.9767451,1.1760939,1.0010045,0.6478021,1.1498679,0.8651303,1.2017087,0.7540709,1.1220198,1.0827969,0.82634974,1.165961,0.9666562,1.1167444,0.83290154,1.050698,0.9425256,1.0076209,1.1724616,1.0563983,0.9036178,0.9297783,0.6478195,0.0,0.8546647,0.9283849,0.97645795,1.1637055,1.0802374,0.7371124,1.2298883
towel,1.4047418,0.5586448,1.2799208,0.7915508,0.6957269,0.80899286,0.98244065,1.4193277,1.4703677,0.5489799,1.4140629,1.3156706,1.3568873,1.2438745,0.8686638,0.5433341,0.51203656,1.3807931,0.5835564,1.2028347,0.5208786,0.45976335,0.49333018,0.5787083,0.91821617,1.2623991,1.0478882,0.6232524,1.2218174,1.3312869,1.1740402,0.3102641,1.354671,0.34934473,1.0920687,0.8748256,1.3088337,0.8190238,1.0292324,0.8255266,1.2886899,1.3843637,1.0023694,0.7735262,1.040761,0.8310549,0.42929387,1.1146123,1.136266,1.0726769,1.0527135,0.7603057,0.55998296,1.3272008,1.2515101,1.2807331,0.9446025,1.4181125,1.1721162,1.0698842,0.8367789,1.3815672,0.6306648,1.3228093,0.8186023,1.1598004,0.80407387,1.4271288,1.4662414,1.1801652,0.43629682,0.043746293,0.6511152,0.78997016,0.6737744,0.865181,1.3224001,1.3206344,1.172967,0.47016376,0.41861302,1.4272455,0.76706487,1.1062412,0.4169259,0.40897393,0.8922631,0.69498676,1.0834894,0.744084,0.8232211,1.4089525,0.800534,1.3232794,0.562339,1.2642761,1.1226426,0.36634392,1.2530668,0.9823634,1.1396499,0.37047857,1.4178578,0.48683703,0.4185847,1.2358471,1.5925033,0.59766155,0.6769679,0.5506822,0.8546647,0.0,0.8739786,1.4128613,1.3147557,1.416481,0.5438099,1.3536843
toy,1.3193523,0.5016662,1.3834324,0.5273662,0.66406363,0.72491324,0.7197406,1.2810035,1.1422346,0.8746554,0.99400973,1.4097464,1.2502712,1.142658,0.7132702,0.78003734,0.7330769,0.6861411,0.9268816,1.0974599,0.7016417,0.8403449,0.82160556,0.85065824,1.2673745,1.3302896,0.9836347,0.63659835,1.1663074,1.2444358,1.2238957,0.7098388,0.9546728,0.7259065,1.2193023,0.6152755,1.1863861,0.9390704,1.2025834,0.71143615,1.277962,1.2524618,1.2276506,0.904397,0.84195685,1.261507,0.74532706,0.7784715,1.1239748,1.3067334,0.8043293,0.83267117,0.5923271,1.3857243,1.1318771,1.244812,1.1037312,1.4062735,0.8075734,1.0894502,0.70937,1.3926048,0.78728175,0.9665045,0.836821,0.97795737,0.9102951,1.0840901,1.0709398,1.1603495,0.91431916,0.8896812,0.8637084,1.1994163,0.57575274,1.1177927,1.3617169,1.2981458,1.0162287,0.80177003,0.8163489,1.1298076,0.805345,0.8761291,0.7156458,0.6502917,0.5939828,0.77590144,1.0798354,0.96420527,0.60762644,1.3457495,0.90742075,1.3285469,0.8441229,1.2521886,0.8748634,0.7769224,1.1982625,0.93502164,1.0067537,0.7082131,1.2349986,0.9549281,0.7254678,0.92831814,1.1354675,0.46743238,1.1633301,0.9950155,0.9283849,0.8739786,0.0,0.7517357,1.2343502,1.0975091,0.99764436,1.2840936
tray,0.8124754,1.1149259,0.88948476,0.9990261,1.1300426,1.0192095,0.83242375,0.7149089,0.7284289,1.2353709,0.7031918,0.96400255,0.8768345,0.9416485,0.8382379,1.296594,1.2094376,0.101938605,1.1936908,1.0662495,1.2713335,1.2855037,1.3330755,1.2879431,1.0596215,1.0177022,1.108988,1.1151959,1.0309805,0.9032157,0.935543,1.2978902,0.67333037,1.3422505,1.2069765,1.0264854,0.9497982,1.1045914,1.0879982,0.96893567,1.0471538,0.8635667,1.1207447,1.2085972,0.976795,1.1550057,1.275032,1.0484762,1.0208412,1.0977848,1.1343234,1.0707145,1.2033758,0.9969107,0.8366008,0.87778974,1.0931168,0.91972697,0.7994727,1.033285,1.0936474,0.8676394,1.2313826,0.74019235,1.1263602,0.91101795,1.0503876,0.81188726,0.79570925,0.98739743,1.2613242,1.3851473,0.9856175,1.1313934,1.0431944,1.1389551,0.930598,0.8683101,0.7079054,1.1946276,1.2315234,0.88814634,1.089497,0.98295176,1.2095009,1.2925953,1.011897,1.2052953,1.0404377,1.2445216,0.9793374,0.8777862,1.1803493,0.916279,1.4029417,0.81305397,0.9285891,1.41084,0.86860186,1.0195563,0.8651397,1.3839498,0.8601987,1.2597141,1.2398412,0.92540145,0.49050385,1.0929652,1.3071189,1.2941686,0.97645795,1.4128613,0.7517357,0.0,0.90923035,0.840297,1.4097502,0.9251307
tree,0.95218956,1.0990944,0.8565948,1.1679722,1.198214,1.0213752,1.1008252,0.88646317,0.8485837,1.2164358,0.9527557,0.95764136,0.93530697,0.66440165,1.2042583,1.2405081,1.2157416,0.9732043,1.1373906,0.6233691,1.2177807,1.1788377,1.278126,1.1268404,1.1081324,0.85069466,1.168157,1.1598272,1.0724342,0.97803926,1.0815696,1.2327777,0.8430447,1.2451415,1.00297,1.236412,0.944896,1.2062085,1.0834107,1.1515613,0.76628387,0.83082855,1.2249546,1.2394603,0.88435215,1.1372242,1.1733881,0.99514633,1.0034901,1.0354095,1.1970378,0.7825242,1.2405442,0.87395364,1.0397196,1.07609,1.2687902,0.65397394,0.9188499,0.9735454,1.134919,0.8512974,1.1614283,0.9062154,1.1001021,0.9505251,1.1193308,1.1027423,0.5848911,0.972364,1.0980881,1.313281,1.1782691,1.1221753,1.0885766,1.111707,0.8967211,0.82583266,1.0606538,1.2126544,1.1876999,0.8997365,1.2012515,0.71943307,1.2348474,1.254066,1.1550038,1.2107962,1.0764753,1.0957102,1.1418571,0.8203413,1.2374227,0.912661,1.0936501,0.964997,0.67749417,1.2915034,0.6641667,1.0847023,1.014087,1.2465261,0.76505464,1.0936178,1.2006791,0.86768246,0.8372119,1.2325253,1.1732162,1.2324845,1.1637055,1.3147557,1.2343502,0.90923035,0.0,0.93944186,1.2813408,0.65077305
vacuum,0.72663057,1.3479557,0.7585281,1.2714568,1.2572525,1.1828524,0.86943746,0.72651744,0.6369847,1.2287505,0.61308223,0.8571311,0.8453972,0.93661404,1.035345,1.1443632,1.2728058,0.8132764,1.3549606,0.903102,1.1742939,1.2444975,1.150775,1.2347157,1.1147382,0.9204088,0.6067362,1.2664821,0.74695665,0.6337817,0.7612144,1.3725353,0.72939694,1.295763,1.0953938,1.0230768,0.68323857,1.1458485,1.1017638,1.2359574,1.0030823,0.88316756,1.1650898,1.2199566,0.91728127,1.2332072,1.3012875,0.85009223,0.9637703,1.1304234,0.8284328,1.2133515,1.4466454,0.8880546,0.8079891,1.0561172,0.9369357,0.7935492,0.9558388,0.8828399,0.96053123,0.9255631,1.1434486,0.7195541,0.8010523,1.0769695,1.0154407,0.6726077,0.67580503,1.0711224,1.2643018,1.3990604,1.2686265,1.2388864,1.3219228,0.89981747,0.9243099,0.95934254,0.8577027,1.2038423,1.2271852,0.8756727,1.0933421,0.9111941,1.3256729,1.3126857,0.9499041,1.1433613,0.7539529,1.1106851,1.0111736,0.85000634,1.1757765,0.8338026,1.1193422,0.77986705,0.9889068,1.3551762,0.9427519,0.9077661,1.0478656,1.2795064,0.6922709,1.2883632,1.3791783,0.67733806,0.34906113,1.3314643,1.3389404,1.2731748,1.0802374,1.416481,1.0975091,0.840297,0.93944186,0.0,1.2959874,0.73016405
watch,1.1680071,0.79380584,1.1028832,0.85100657,0.79177237,0.9216691,1.0735643,1.3795178,1.363417,0.8520387,1.284355,1.1342256,1.2564845,1.1658462,1.0512959,0.64097047,0.72937834,1.3914965,0.72972476,1.184104,0.70940554,0.7136884,0.70800346,0.7252542,0.7197209,1.039739,1.0435516,0.81916153,1.1239387,1.2456275,1.0431557,0.59654844,1.3742409,0.6057931,0.8943562,0.86511815,1.2352605,0.8965451,1.0024414,0.9025844,0.962357,1.3167808,0.7213043,0.7732298,1.1382576,0.8626855,0.6494218,1.0624719,1.0265301,0.8888784,0.7560754,1.0533803,0.7288131,1.160543,1.0556821,0.915422,0.83393097,1.2621291,1.1813898,0.97722393,0.9054238,1.1926093,0.70345736,1.3226881,0.9386199,1.0754849,1.0410731,1.1550074,1.3576231,1.0587965,0.6201831,0.57452965,0.66038144,0.9042364,0.8792697,0.9724613,1.0922337,1.1856501,1.247501,0.6900887,0.6642997,1.2316322,0.85741615,1.1131693,0.68386996,0.666006,0.98399425,0.9435071,1.065754,0.7923758,0.843914,1.1553979,0.677392,1.1596779,0.647676,1.2586352,1.1606543,0.43789375,1.2681509,0.9436002,1.1702055,0.50466853,1.2595565,0.7687788,0.68242186,1.1797694,1.5188613,0.7900572,0.5807414,0.5396803,0.7371124,0.5438099,0.99764436,1.4097502,1.2813408,1.2959874,0.0,1.2822449
window,0.78844273,1.3726442,0.83465594,1.3456532,1.336319,1.264571,1.0028064,0.71397626,0.589851,1.2358952,0.723006,0.8781736,0.81378144,0.66160583,1.1436745,1.2347983,1.3051285,0.9222403,1.2778397,0.8279059,1.2320756,1.294909,1.1556902,0.9640538,0.9927667,0.77996033,0.73978335,1.2534842,0.6286092,0.56991386,0.93938965,1.3512036,0.6887858,1.2974498,0.9264829,1.1384163,0.41683203,1.1126306,1.087752,1.261148,0.8593255,0.82236934,1.1549103,1.2392703,1.0093328,1.1175063,1.3396927,1.0408852,0.97174597,1.0249978,1.1403277,1.0698538,1.3522966,0.76773405,1.0343202,1.0586277,1.1558867,0.72960246,1.0133779,0.94172156,1.1846701,0.83600545,1.2649806,0.707171,0.9762519,1.1931175,1.0699008,0.9514445,0.6573831,1.0052748,1.2130809,1.3958752,1.2921286,1.1221881,1.2898356,0.86109495,0.8090538,0.8440459,0.9361117,1.2797127,1.3026075,0.97290254,1.1739007,0.8891405,1.3336829,1.3290474,1.1609406,1.0763415,0.6209786,1.1180247,1.2139877,0.73285854,1.3610785,0.75470835,1.1875887,0.8514945,0.8978008,1.4473348,0.6949617,1.0203953,1.0842056,1.426637,0.6946265,1.1772617,1.3181605,0.7894428,0.62335145,1.387939,1.2825477,1.2913553,1.2298883,1.3536843,1.2840936,0.9251307,0.65077305,0.73016405,1.2822449,0.0
