,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
jacket,0.8659972,1.2021444,1.423662,1.2169116,0.6470834,1.3954104,1.2996831,1.35548,1.1632298,0.67489123,0.83346456,0.27613306,1.1111906,0.6977181,0.565894,0.9920347,0.21929789,0.9643133,1.2812941,1.4422681,1.4567251,1.0331984,1.0497532,0.81838524,1.2904447,1.3065165,1.1156667,1.291655,1.1066861,0.91530424,0.66022044,1.3164264,1.3865675,0.62835455,0.9084873,0.94169754,0.9721018,1.039517,1.1441383,0.2587347,0.98644364,1.3871825,0.4971456,1.4978395,1.0240792,1.0329025,0.6687308,1.0542096,0.54559636,1.2799256,1.2094985,1.3829522,0.60590494,1.2292621,0.7468359,1.1944835,0.827686,1.4640987,1.3317223,0.9268602,1.3375636,1.2917457,0.9289563,1.1445342,1.1225529,0.9142685,1.4307137,0.69949603,1.3137333,0.94564533,1.223856,0.9229504,0.7576178,0.88036895,0.0,1.1655188,0.31494045,1.1947753,0.80118465,1.4218159,0.75614077,1.0010916,1.4012406,1.1276927,0.6762846,0.939347,0.92420787,1.3234158,1.2353705,1.1602587,1.161658,1.298582,1.0470228,1.122263,0.48626673,0.37592876,0.9713585,1.0373403,1.3637567,1.3888127,1.1885538,1.2135998,0.90332127,0.55629545,1.0645897,1.2102897,1.3886285,1.0860462,1.2840761,0.6514144,1.3629656,0.8086786,0.80948144,1.2062404,0.798765,1.2678573,0.586797,1.2057467,0.4068824,1.0665056,0.52577096,1.2829478,0.68749225,1.0217487,1.0683478,1.3803544,0.856916,1.382578,1.066932,1.4692534,0.9150329,0.931198,1.2780747,0.5494096,0.4289688,0.9726203,0.6722459,1.5019197,1.221506,1.1822695,1.0924952,1.2363578,1.4339309,1.0278442,0.87747496,1.0326091,1.0956311,0.7366042,1.3567891,0.7255231,0.7782001
jar,1.0615224,1.1322722,0.9247667,0.6197179,1.1298105,0.79302776,0.83583796,0.9805408,0.86696553,0.9425405,1.1872293,1.1680858,1.2202709,1.0970297,1.0703439,1.1834574,1.2016929,0.90305895,0.92402476,0.7588937,0.5244647,0.7839506,0.89677763,1.0405767,0.4910289,0.94259197,0.9032651,0.9855708,1.1949935,1.1384859,1.0850389,1.0952588,0.9724897,0.98385,1.2039336,0.6141088,0.9809688,1.0379848,0.99199104,1.1500382,1.0646877,1.1606023,1.0027142,0.6483302,1.0717897,0.88654757,1.0208783,0.9564774,1.046515,0.8584754,1.1454707,1.0105475,1.1950836,1.2079716,1.0560665,1.202866,1.1593835,0.9943505,0.84863406,1.1116424,1.0521395,1.0234512,0.49653757,1.2502046,1.0388962,1.1019292,0.97888637,1.181496,1.0833082,1.0355573,1.0829728,0.9466904,1.2192669,0.9634156,1.1655188,0.0,1.2276915,1.0786643,1.0506219,0.9052543,1.2207928,1.0965899,0.6628899,0.6068134,1.0216208,0.9361905,0.93290895,1.1524868,1.0348598,1.1846551,1.216342,1.1347015,0.8631475,1.0414467,1.1392138,1.204518,1.0553781,1.0540667,1.1804377,1.1544722,0.934708,0.7647905,1.0984414,1.060936,1.0537244,0.73609567,0.73094296,1.1383235,1.0733904,0.878109,0.8681884,0.9031874,1.1455951,1.0134587,1.0607986,0.70548,1.0637586,1.017845,1.1789255,0.73929256,1.1731625,0.85631895,1.0549679,0.8910347,0.9865309,1.1443946,1.0823196,1.0806884,1.033246,0.8646742,0.82947767,1.0716412,1.1261352,1.0021762,1.1763058,0.93165004,0.96870846,0.72855353,1.2231102,1.2019255,0.9742329,1.0901145,0.8188362,0.7218603,1.0029638,0.8577604,0.80399746,1.0121922,1.115109,1.0762391,1.1392214
jeans,0.9308426,1.1578821,1.423537,1.1086621,0.33843553,1.3995488,1.3493283,1.3277979,1.3863904,0.6523489,0.75891423,0.26551247,1.2241384,0.685172,0.39755952,0.8877468,0.22051793,0.7790071,1.3400021,1.565094,1.5388966,1.092979,1.0505108,0.84373945,1.4395145,1.3738186,1.3819348,1.4314511,1.0118022,0.887686,0.877987,1.3837001,1.4251665,0.7430027,1.0745647,0.9705335,0.8702525,1.0413716,1.1666446,0.37904227,0.98664534,1.4510211,0.6239898,1.5897019,1.0553492,1.0493708,0.84597844,1.1189479,0.5223985,1.3503073,1.1936858,1.400578,0.55931807,1.2512618,0.7022626,1.0785056,0.7769382,1.532141,1.4758039,0.7768313,1.3335595,1.3681778,0.82266515,1.1703954,1.1003292,0.7643745,1.3516655,0.63435304,1.3560789,0.687934,1.3580106,0.83643126,0.5509473,0.9242212,0.31494045,1.2276915,0.0,1.158922,0.9835352,1.6006632,0.52302176,1.0068774,1.3363838,1.312221,0.5676659,0.8902401,0.9764146,1.3583057,1.4412615,1.1721051,1.1828834,1.3385724,1.2872692,1.1470926,0.2779929,0.13567865,0.88719344,1.0030715,1.429409,1.4314249,1.2769847,1.1125516,0.8075448,0.80864435,1.0381731,1.3692639,1.3894532,1.053453,1.3210295,0.8705681,1.4933058,1.0356822,0.5745273,1.2774532,0.83030516,1.2358427,0.63135326,1.0749131,0.22770327,1.0697216,0.45193923,1.2235562,0.7242771,1.0579457,0.941975,1.4390547,0.700323,1.502007,0.95103866,1.4723439,0.7506176,0.87362933,1.3590153,0.75534457,0.3678838,0.84253454,0.5375341,1.5340812,1.1644278,1.1044493,0.8410193,1.4479628,1.4527633,1.0182724,0.8362276,1.0715716,1.0534501,0.91918874,1.4111935,0.76256967,0.71846926
knife,1.0948446,0.8088296,1.0135274,0.98898727,1.0377334,1.0767295,1.091399,0.8323139,0.95157707,1.0294589,0.98468006,1.2753315,0.63018745,0.9477936,1.3176999,1.066721,1.2109541,1.2398357,0.87086505,0.88661146,0.86759406,0.95568377,1.1367294,0.8343221,0.91339374,0.9395219,0.72464013,0.8298574,0.73582935,1.2004979,0.8213972,0.8885155,0.9256816,1.0963917,0.9198816,1.0052326,0.80230546,1.2248629,0.86738324,1.1839262,1.188624,0.6708405,1.1288726,0.8677195,1.1790625,1.1479514,0.92868066,0.724635,1.2201785,0.86530435,0.89431113,1.0066261,1.2251676,0.9511142,1.2341557,0.8063866,1.1888465,0.703171,1.0283735,0.88424754,0.44059265,0.98171604,1.0319123,0.89087546,0.80816233,1.0902216,0.85394657,1.0888475,0.93019277,0.93000007,1.0394942,1.2259072,1.0876533,1.0602207,1.1947753,1.0786643,1.158922,0.0,1.0142336,0.7680738,0.969125,1.087486,1.0875125,0.95915735,1.002151,1.066327,1.2014112,0.9914531,0.8218083,0.68165004,1.0110607,0.9981866,0.73369914,1.0116904,1.2508358,1.1472768,1.1530081,1.1803263,0.6430373,0.5764636,1.0682753,0.7803197,1.0142883,1.0190141,1.1610508,1.0067178,0.9493285,1.1278653,1.0408697,0.9122126,0.78699195,0.81054795,1.0685445,1.079511,1.0999398,1.0164553,1.1256105,0.5309881,1.2560062,0.93446136,1.0317376,0.47489488,1.0842721,0.6450839,0.97474533,0.7787961,1.136351,0.7766892,0.83843976,0.35928202,0.99753624,0.7256985,1.0303308,1.0384474,1.2294734,1.1649106,1.1619594,0.97494453,0.89397264,0.8067308,0.76904756,0.8076389,1.0416656,0.9888433,1.1880765,1.1803195,1.1999803,0.6688295,0.6355189,1.1298691,1.2333794
ladder,0.9824935,1.2077904,1.309909,1.0925626,1.0006819,1.2667327,1.1591117,1.2028792,0.6388085,0.7695774,1.2146263,0.73470044,1.0787413,0.5070301,0.99852866,1.1015966,0.84449923,0.89029413,0.91694474,1.1558437,1.1597435,0.67603666,1.0876567,0.69242275,0.9029705,1.09851,0.81625175,1.0319468,1.1500962,1.1145782,0.28240687,1.1733774,1.3257607,0.7195615,0.94596773,0.8948445,0.88299984,1.0832593,1.1437559,0.68800116,1.0873394,1.1304294,0.27715266,1.2253444,1.1154333,0.9083163,0.6610138,0.7969631,0.87304366,1.0263708,1.2771108,1.3579279,0.97581434,1.3156087,1.1045945,1.2316885,0.77163434,1.2556825,0.8813305,0.99376607,1.1424806,1.1952945,1.0064839,1.1785946,1.0815742,1.0986649,1.3022387,1.0732253,1.2490604,1.12231,1.1407766,0.9208951,1.0090837,0.8604286,0.80118465,1.0506219,0.9835352,1.0142336,0.0,0.9771038,1.1450208,1.0980806,1.1567346,0.9167269,1.0064585,0.86550665,1.0039439,1.3149511,1.0806527,1.1173946,1.2482266,1.3209136,0.6750943,1.202596,0.93736017,0.98531544,1.035,1.1148571,1.2032422,1.1190921,1.0966922,1.1409432,1.0961691,0.79108155,1.1172615,0.8440871,1.1914757,1.1136062,1.2694061,0.7447151,1.0335355,0.6382613,1.1496451,1.0144701,0.99912924,0.98620766,0.89910567,0.98177004,0.9882483,0.88865006,0.90710413,0.9029201,0.70837384,1.0436553,0.6944831,1.2357587,1.0661125,1.296046,1.0310092,1.1394618,0.9593276,0.89224833,1.1884384,0.48902524,0.9717176,0.9307135,0.73231804,1.2047708,1.2984347,1.2439378,0.952972,1.0854663,0.99241096,0.73675513,0.8396654,0.83550483,0.89875,0.5551682,1.2395854,0.7557721,0.9417833
lamp,1.2998478,0.7068529,0.55617607,1.1145656,1.5052794,0.626718,0.7261151,0.80100137,0.649435,1.3416231,1.1675675,1.556115,0.44729102,1.2880678,1.4447378,1.1844615,1.6071846,1.3433539,0.83452654,0.2593547,0.48716056,1.0231347,1.2825214,1.0169905,0.58454907,0.46428406,0.46157336,0.56900984,1.0354648,1.2363862,0.94555044,0.5110774,0.41397142,1.1909527,0.8966305,1.0125751,1.2080808,1.2797911,0.9636759,1.4773272,1.3507724,0.38583964,1.3617287,0.27383596,1.2145089,1.1416739,1.0729301,0.80018914,1.3635201,0.63428634,0.822478,0.5363984,1.4107215,0.65199685,1.3271248,0.8520273,1.2387658,0.4327786,0.5875429,1.1655086,0.6625166,0.93277705,1.3287014,0.74380136,0.7323014,1.2844676,0.6802733,1.3683995,0.7418001,1.3626983,0.52985144,1.2035513,1.2788086,1.128673,1.4218159,0.9052543,1.6006632,0.7680738,0.9771038,0.0,1.2980247,1.297002,0.7346951,0.789647,1.4336336,1.0912596,1.3279576,0.50424737,0.38128042,0.66368145,0.7865774,0.6189356,0.70126796,0.8856431,1.529486,1.5368065,1.3488295,1.306381,0.3210038,0.34125113,0.6979226,1.1016244,1.2215879,1.024517,1.3039073,0.719223,0.74990946,0.92473537,0.66422844,1.0981044,0.33531332,0.96563166,1.4314427,0.846915,1.3445787,0.9686871,1.2853875,0.8379884,1.491055,1.0078847,1.2957621,0.8080286,1.2284913,0.8695415,1.1888707,0.39701688,1.3136117,0.42914426,0.848643,0.47980237,1.3111415,1.1649518,0.5811283,1.2443137,1.3970721,1.3486378,1.5083464,0.48621958,0.7345611,0.9041734,1.2966862,0.34825468,0.7007897,1.2307435,1.2017738,1.0064037,0.99394464,0.9567195,0.39610392,1.1966007,1.2164986
leg,1.0919353,0.7384652,1.2274212,1.0982168,0.51646763,1.2799284,1.2707295,1.1110106,1.2610153,0.8623183,0.7224421,0.7506233,0.99013263,0.95874965,0.7805686,0.9078475,0.6751587,1.0520309,1.3417695,1.2858335,1.3655809,1.2502525,1.0029955,1.0287032,1.324506,1.3149868,1.138999,1.3194939,0.81879497,1.0045806,1.0433052,1.20738,1.1255312,0.9456348,0.9829113,1.1679847,1.0857645,1.0863756,1.0267309,0.7975913,0.9736804,1.1259387,0.96844715,1.3079836,1.0810357,1.1817565,0.93713117,1.1200233,0.7460185,1.292941,0.88850635,1.0768874,0.7839082,0.97042686,0.80046105,0.7124154,0.9856119,1.1815501,1.3646464,0.5772788,1.057147,1.2616031,0.98524755,0.89006436,0.98397654,0.74564004,1.0733162,0.6330543,1.1309885,0.6214431,1.2092541,1.0252368,0.5124501,1.144553,0.75614077,1.2207928,0.52302176,0.969125,1.1450208,1.2980247,0.0,0.9057076,1.3255302,1.1701624,0.7753483,1.0415803,1.0052723,1.0392758,1.1512532,0.8643367,0.89103526,1.0662752,1.2331587,1.0872579,0.6564456,0.4766596,1.0637264,1.0213867,1.0887183,1.1211101,1.2594498,1.0206658,0.6490767,1.025051,1.0302927,1.3066381,1.3085537,1.0691649,1.0347737,1.0526663,1.3479316,1.0401858,0.6580138,1.3134485,0.8469248,1.1063645,0.8745035,1.1738343,0.59560454,1.0707692,0.62917936,1.2679724,0.93123716,0.98135114,1.1701393,1.0906705,0.83740747,1.1036847,0.7623431,1.2140679,0.96702075,0.8203667,1.0801023,1.0641042,0.69455636,1.1447121,0.9316592,1.3960207,0.7163905,0.7527244,0.91324127,1.1072723,1.4620099,1.2255117,1.0509344,1.1040689,1.1317832,1.026348,1.0702974,0.9290506,0.8710495
meat,0.6237049,1.182424,1.2231408,0.9666061,0.8914022,1.2024237,1.1825743,1.0238266,1.2284167,1.0487204,1.0154227,1.0069846,1.2900668,1.1118611,0.89676374,0.7294463,0.94272375,1.0535266,0.8935649,1.3389082,1.3516068,1.057821,0.4591812,1.0772877,1.368468,1.1350858,1.2884076,1.248896,0.8798583,0.7079545,1.2027265,1.0516539,1.1507983,1.0137292,1.0349668,1.153598,1.0158534,0.30662346,0.7900697,1.0135295,0.16546118,1.2399552,1.0420412,1.3811294,0.42636734,0.8059439,0.9989462,1.1118033,0.9771217,1.2550427,0.926512,1.1837988,0.9105087,1.0698833,0.87696093,1.1460197,1.0812119,1.1803244,1.1566145,0.940986,1.1150092,0.4317503,0.97660446,1.1207947,1.2600129,0.9213128,1.1490809,0.95090955,1.0392389,0.9267732,1.2828801,1.0562949,0.960275,1.1010426,1.0010916,1.0965899,1.0068774,1.087486,1.0980806,1.297002,0.9057076,0.0,1.247203,1.0722343,0.9091745,1.158032,0.4673388,1.2181451,1.2264881,1.1177473,1.099654,1.1384633,1.1768256,1.0243655,0.9722084,0.9599738,0.46611202,0.15761638,1.23345,1.2390609,1.0984259,0.97095436,0.92466843,1.1496899,0.11361539,1.2157608,1.0577606,0.91843027,1.1690307,1.0666772,1.2982267,1.0792973,0.94621485,0.90178883,0.49064445,1.0433584,0.9679103,1.1001561,0.97410405,1.1647993,1.0200294,1.1845338,1.0619416,1.1794719,1.1719804,1.2867463,0.94998837,1.1387546,1.1845843,1.2305601,1.0183405,0.8080689,1.207234,1.0252295,1.0056503,1.0200227,0.9285213,1.2764268,1.1447917,1.0354084,0.92826307,1.220873,1.1836512,0.92295164,1.117508,1.0177225,1.139452,1.0750579,1.2937882,1.0463731,1.0692625
melon,1.0905467,0.8871627,0.3780998,0.6709889,1.3021743,0.38013315,0.40416932,0.5304139,0.83554006,1.3064116,1.145426,1.4126272,0.92236996,1.3153816,1.1795946,1.1255263,1.3780006,1.0147922,0.91851455,0.5826456,0.4720961,1.077275,0.91343135,1.1947652,0.68333447,0.7790047,0.87674326,0.80474424,0.907874,1.2417946,1.2045119,0.65441,0.6805659,1.2577097,1.0956366,1.0144924,1.1120116,1.0632217,0.84750104,1.3938634,1.1476564,0.78365505,1.341253,0.5041383,1.1449939,0.8982576,1.284418,1.0642552,1.2652252,0.70185256,0.88469934,0.5250519,1.3107895,0.97189337,1.2385626,0.88861525,1.2997569,0.564113,0.76940584,1.1469524,0.81328326,0.8509569,0.9011751,1.0520902,0.6547534,1.2537136,0.53236324,1.2497464,0.7949191,1.0513178,0.6776528,1.2573857,1.3702244,1.0046613,1.4012406,0.6628899,1.3363838,1.0875125,1.1567346,0.7346951,1.3255302,1.247203,0.0,0.9173036,1.0432806,1.2102714,1.0272802,0.7730873,0.7483692,0.99503547,1.0274967,0.6237714,1.0577052,0.96962667,1.3216989,1.3500166,1.2356422,1.127185,0.8775616,0.8829806,0.76689863,0.6224768,1.0645896,0.9143736,1.1631525,0.85941327,0.562026,0.9813402,0.59942025,1.1596335,0.8021459,1.1642354,1.2303032,0.8327879,1.1487685,0.85944545,1.1672286,1.0499953,1.3654681,0.923028,1.2139882,0.89152837,1.2101854,1.0606918,0.9516671,0.71614367,1.2770969,0.68065405,0.90563047,0.64136565,1.166869,1.3300669,0.7446407,1.2018346,1.3654821,0.9777342,1.2786592,0.4217736,0.8773332,0.9698044,0.93426734,0.7806872,0.45624495,0.98880905,1.1832778,1.0578433,1.0378559,1.2907952,0.7849776,1.313725,1.2601025
milk,1.1062694,0.96514237,0.97800845,0.8443928,1.1329165,0.9265309,0.94157255,1.0185051,0.74099964,1.0364615,1.2056358,1.1648546,1.047598,1.084796,1.1301508,1.1641841,1.191485,1.1206003,0.69895196,0.732927,0.76355004,0.64384514,1.0708537,1.094723,0.6466519,0.9168037,0.72874445,0.88168514,1.0987236,1.1469246,0.88573116,0.997834,1.0060707,0.9949025,1.022363,0.7023825,1.0417325,1.1072176,0.96194196,1.0731452,1.1248196,1.0021889,0.9579726,0.7608005,1.074052,0.8581118,0.89850223,0.89718074,1.0644766,1.0052994,1.1439114,0.95445305,1.2076838,1.1617466,1.123853,1.13249,1.1251875,1.0435855,0.82396084,1.0051731,0.99611944,1.0439821,0.88220555,1.1253369,0.9365646,1.1671728,1.0619323,1.1424513,1.0999758,1.1194376,1.0275195,0.9748106,1.1657283,1.0085651,1.1276927,0.6068134,1.312221,0.95915735,0.9167269,0.789647,1.1701624,1.0722343,0.9173036,0.0,1.0362977,0.898119,1.1027957,1.1048864,0.83568656,1.0849892,1.1635997,1.0697137,0.70608044,1.0125427,1.2265935,1.2254994,0.99562263,1.1062078,1.0182512,1.0016227,1.0256708,0.9864517,1.1056471,0.94000703,1.1113167,0.8311767,0.8438461,1.0628138,1.0648229,0.8815479,0.6595182,0.8118753,1.2567718,0.9851786,0.9973879,0.79320025,1.1336799,1.0531324,1.1773874,0.7885368,1.1030451,0.91730183,1.0565152,0.9659907,1.0604873,1.0575647,1.1487663,1.016795,0.79600465,0.8874691,0.9506118,1.0650458,1.0602227,0.88332725,1.1432896,1.1193013,1.0802188,0.81892574,1.1544585,1.0997736,1.0296278,0.882311,0.85637474,0.90555644,1.086329,0.7600069,0.7675327,0.82598907,0.9941,1.0647432,1.0769124
mitten,0.85805327,0.9930057,1.3425713,0.9024867,0.59122163,1.2089486,1.0553553,1.1781571,1.1868684,0.88522106,0.8304993,0.7983243,1.2461488,0.9443778,0.5437556,0.8664129,0.60268945,0.99630654,1.1973469,1.4353602,1.3237281,1.0087826,0.8376299,0.9964238,1.1379031,1.2794045,1.1430631,1.2911813,0.85512704,1.013252,0.86277026,1.371619,1.4728723,0.9035857,0.9411458,0.8842307,0.8344301,0.92918074,1.0585837,0.81398726,0.85693824,1.4580969,0.81371033,1.3836231,0.98157793,0.76021725,0.9122246,1.1249342,0.67087305,1.1895201,0.97008735,1.2772906,0.8394991,1.3094014,0.9734607,0.91100955,1.1111497,1.2953782,1.311312,0.64766526,1.1081994,1.0289395,0.7214091,1.1902338,0.614928,1.0598172,1.1314324,0.80427754,1.2711895,0.53150684,1.2306439,1.1240692,0.8861016,0.92936194,0.6762846,1.0216208,0.5676659,1.002151,1.0064585,1.4336336,0.7753483,0.9091745,1.0432806,1.0362977,0.0,1.0479512,0.8115857,1.3993006,1.1553316,1.0768433,1.2402076,1.3882985,1.1253018,1.1319166,0.6074784,0.6058483,0.9181869,0.9420014,1.4632658,1.4618595,1.0572484,0.86093175,0.7559978,0.7798506,0.9439739,1.2504656,1.240077,1.0115349,1.1970543,0.70212233,1.3163712,1.0275229,0.7976777,0.97526526,0.7755238,1.0598084,0.60116804,1.1127076,0.6621706,0.8030316,0.5698116,1.0266274,0.9283703,1.1177251,0.970615,1.3192228,1.0590664,1.427975,0.64632535,1.1593685,0.8062047,0.9456782,1.2913034,0.6916548,0.77712905,0.9371718,0.87401354,1.4220951,1.0502213,0.9103928,0.6398561,1.2477343,1.1866397,0.9530702,1.090362,1.0085301,1.1921508,0.8961644,1.2042028,1.0057197,0.93001044
motorcycle,0.9945096,1.2973623,1.2663797,1.0780089,0.9647133,1.1996914,1.2203681,1.3036704,1.1309872,0.6981204,0.877916,0.8021909,1.1434879,0.75157,0.9275671,1.0104315,0.88036513,0.6844375,1.1689905,1.0615354,1.1031979,1.009373,1.2783978,0.8646672,0.81368166,0.9461359,1.1011107,0.83974993,1.3726752,1.0019631,0.85566825,1.2203405,1.2161098,0.91509867,1.2092234,0.8928844,0.9985284,1.1878386,1.2760313,0.86181235,1.2138388,1.2528429,0.81003964,1.0983182,1.1599693,1.0587727,0.9745868,1.1813289,0.8938948,0.96087253,1.3493283,1.2937888,0.91480726,1.1744071,0.907376,1.3257222,0.47510827,1.2886784,0.98294884,1.2056148,1.2887628,1.2606095,0.8272621,1.1697912,1.1831137,0.8351393,1.3815479,0.9336763,1.2444735,1.160332,1.105574,0.25496936,0.8453836,0.83139294,0.939347,0.9361905,0.8902401,1.066327,0.86550665,1.0912596,1.0415803,1.158032,1.2102714,0.898119,1.0479512,0.0,1.2005787,1.235632,1.2977145,1.2749195,1.1887167,1.2786486,0.9987204,0.98801446,0.85010165,0.8749541,1.0484962,1.158361,1.1993945,1.223441,0.99056524,1.2640889,1.0462949,1.1734782,1.1898891,0.9249981,1.1979123,1.0252881,1.2432413,0.93837214,1.020566,1.0102893,0.81316406,1.0746378,1.1523346,1.0276542,1.0362401,0.7544954,0.8404517,0.8967676,1.0331123,0.84010094,0.925336,0.90993464,0.792323,1.2049658,0.63076776,1.3130468,1.2796161,1.2385604,0.43643737,1.07933,1.1569724,0.6491835,0.81364787,0.7911669,0.7663488,1.1876919,1.336771,1.3194177,1.1397665,1.2974668,1.1095062,1.0498605,0.73790604,0.49880242,0.31979662,0.7009059,1.1869595,0.8406069,0.85550976
muffin,0.7167933,1.2633888,1.1744478,0.71549237,0.96566796,1.1071688,1.0915908,1.069031,0.958547,1.0068076,1.0291975,0.90128136,1.3688426,1.0844519,0.88057965,0.9188757,0.8422528,1.0337662,0.9939166,1.3458567,1.1775424,0.91110647,0.10124886,1.0273681,1.2108217,1.2815844,1.2593019,1.2636138,0.93009514,0.8106631,1.1154187,1.102957,1.2353971,0.9607751,1.0986998,1.057478,0.84541494,0.28191042,0.9426774,0.9154823,0.19803941,1.3523734,0.84435236,1.3094559,0.64638925,0.82038903,1.0172055,1.1006031,0.9363279,1.1824956,1.0359992,1.1574091,0.81817836,1.210143,0.9145674,1.2210089,1.1140504,1.2974557,1.1453631,1.0075153,1.1648896,0.706408,0.8107326,1.2193469,1.2044374,0.95712256,1.1646347,0.9564495,1.0591514,0.93508524,1.2363396,1.0903984,1.1275696,0.9548532,0.92420787,0.93290895,0.9764146,1.2014112,1.0039439,1.3279576,1.0052723,0.4673388,1.0272802,1.1027957,0.8115857,1.2005787,0.0,1.2674966,1.2063677,1.1827651,1.1841856,1.1512356,1.1192915,1.0482203,0.92140466,0.9280489,0.69544125,0.36819273,1.3671509,1.3383884,1.1196347,0.94336504,1.0336059,0.9783543,0.35670412,1.1324914,0.9720721,1.0698044,1.1774743,0.8189004,1.2575874,1.0411822,0.9985062,0.97215533,0.59942126,0.82847273,0.8648178,1.1139505,0.98778355,0.9808082,1.0175701,1.1214513,0.99269193,1.1781579,1.1305434,1.3415747,1.0895245,1.1792159,1.1282051,1.2056985,0.991318,0.8547865,1.2897725,0.9066976,1.0404786,0.9818329,0.8710278,1.1570921,1.2443384,1.1451833,0.91533303,1.2522594,1.0940177,0.8106979,1.0722846,1.0275385,1.1814575,1.0209043,1.3428407,1.045578,1.0215449
nail,1.3633242,0.5736468,0.3096497,1.1702046,1.323713,0.51945066,0.6699452,0.65104,0.95763534,1.4720281,1.037907,1.4385955,0.44590557,1.3840233,1.3360733,1.1724645,1.4605069,1.284643,1.0228245,0.31905842,0.69910467,1.3367769,1.2332487,1.2323179,0.9839709,0.7685411,0.7436333,0.70475304,0.80116737,1.1210206,1.3278439,0.57806844,0.25259054,1.3325479,0.78985596,1.2198861,1.2905924,1.2334143,0.9653462,1.3961979,1.2951922,0.23657972,1.5642912,0.39282733,1.1947472,1.2430644,1.2957582,1.0321852,1.3827226,0.9301807,0.605384,0.25283527,1.3263577,0.29791903,1.1341226,0.53664345,1.2140248,0.35739964,0.87273145,1.0683553,0.7347535,1.020437,1.4183562,0.41850567,0.80392015,1.1668158,0.3488624,1.0538573,0.5684223,1.1651456,0.42209285,1.2618732,1.1367067,1.3040112,1.3234158,1.1524868,1.3583057,0.9914531,1.3149511,0.50424737,1.0392758,1.2181451,0.7730873,1.1048864,1.3993006,1.235632,1.2674966,0.0,0.49584204,0.60777056,0.2150042,0.19486195,1.1156787,0.9685529,1.3956063,1.3448555,1.331012,1.262148,0.22153479,0.26341522,0.84331083,0.98631245,1.046335,1.1404942,1.2558349,1.0281366,0.83640826,0.9727295,0.345721,1.3499374,0.72014964,1.2189384,1.2579532,1.0585086,1.2635064,1.1561697,1.2420741,1.0243303,1.3213186,1.2710042,1.2462382,1.2228359,1.295398,1.0338922,1.2690996,0.22253644,1.2032106,0.27342385,0.8681171,0.7321088,1.422122,1.2244492,0.36563772,1.4724083,1.2660856,1.274704,1.4751409,0.57100344,0.30506384,0.45303476,1.2299201,0.38836563,0.7373893,1.3734932,1.256944,1.2210878,1.1744076,1.3102658,0.26547134,1.2521226,1.212945
napkin,1.2264768,0.57649547,0.62312424,1.1263032,1.3977966,0.7600161,0.8071939,0.7107287,0.5273589,1.4011818,1.1603081,1.4562176,0.40536106,1.3402753,1.2426894,1.1793044,1.3431575,1.367209,0.77087015,0.37907493,0.60738844,1.0642161,1.1213862,1.1368377,0.6671463,0.7203919,0.39384246,0.6115683,0.88576764,1.2913502,1.0115707,0.57752424,0.57271594,1.2917426,0.69301975,1.0710951,1.1972332,1.2241871,0.86179745,1.3887626,1.233935,0.3825686,1.3072977,0.40820563,1.2087069,1.1088241,1.1934485,0.9161338,1.2188956,0.6910892,0.7411189,0.5162139,1.2934008,0.74454546,1.390975,0.74004376,1.3166044,0.44812196,0.73058975,0.9576486,0.6565536,0.9283577,1.4128364,0.76179093,0.45295668,1.312253,0.60619354,1.3695312,0.7699715,1.272265,0.5565155,1.3978219,1.3274484,1.1561973,1.2353705,1.0348598,1.4412615,0.8218083,1.0806527,0.38128042,1.1512532,1.2264881,0.7483692,0.83568656,1.1553316,1.2977145,1.2063677,0.49584204,0.0,0.6736738,0.7107244,0.6006498,0.6652995,0.97875243,1.3392887,1.3511922,1.3046439,1.2558076,0.39158827,0.42391694,0.75579,1.0693954,1.1409943,0.7126609,1.262018,0.8630841,0.77071303,0.976604,0.64429766,1.0040772,0.46298283,1.020578,1.374085,1.027884,1.2771678,1.0236734,1.104332,1.0892935,1.417233,0.97823465,1.0652212,1.0051748,1.2772462,0.9317939,1.1421137,0.35487127,1.3765992,0.4551146,0.5343244,0.56460875,1.5264913,1.1527839,0.591215,1.2416075,1.3700092,1.3924655,1.5519029,0.5938171,0.6098851,0.72715414,1.2727104,0.04096651,0.7640455,1.2157785,1.3295366,1.1416311,1.1627733,1.162718,0.44813877,1.3398753,1.1027156
