,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bear,0.9162994,1.0109801,1.1051366,1.2061253,0.97394294,1.1495628,1.1449531,1.0524594,1.1968614,0.85528314,0.0,0.852284,0.97985685,0.87489176,0.95654505,0.75896746,0.7725144,0.9265507,1.3243498,1.1614697,1.2033486,1.2740556,1.0820312,1.0351001,1.1969519,1.0585763,1.1569648,0.98780686,1.0202525,0.90320146,1.0611087,1.0122432,1.0792811,0.95837736,1.0165732,1.1603391,1.0162607,1.0832025,1.0496306,0.8921814,1.029269,1.0942311,1.0330045,1.1729748,1.0272106,1.2198392,1.0299374,1.1360434,0.9566744,1.0033882,0.94055295,1.0987622,0.64301056,0.910665,0.9890478,1.0000335,0.8636019,1.0740408,1.2024066,0.99010456,1.1298634,1.0811205,1.1142191,1.0318285,0.98991895,0.7373414,1.1097624,0.81840056,1.0795556,1.029239,1.026199,0.92236924,0.721306,1.0270376,0.83346456,1.1872293,0.75891423,0.98468006,1.2146263,1.1675675,0.7224421,1.0154227,1.145426,1.2056358,0.8304993,0.877916,1.0291975,1.037907,1.1603081,1.1001921,1.0222892,1.0485446,1.162178,0.6429971,0.8586675,0.8548593,1.1101745,1.065282,1.011466,1.1151274,0.91325593,1.0853767,0.95256764,1.0955737,1.0753653,1.1587644,1.22035,1.0203611,1.0472962,1.0329913,1.1728808,1.158001,0.5629883,1.0050396,1.0877784,1.0786813,0.971319,1.0632975,0.85310304,0.9944887,0.98515755,1.1069694,0.9863644,0.9787973,1.0414876,0.99545705,0.6987901,1.0118635,1.0332352,1.1873193,0.9685266,1.0256958,1.0067557,1.0130885,0.74736774,1.075472,0.9529739,1.1615372,1.0009751,1.0720463,1.1455464,1.1397828,1.2410554,1.2336152,0.9262246,1.0336057,1.0220249,1.0802824,0.98887825,0.95837927,0.8223047
bed,0.88089687,1.3892059,1.5032513,1.0971068,0.5019656,1.4399195,1.396148,1.4459203,1.2561237,0.4843536,0.852284,0.0,1.4017606,0.49107057,0.47881007,0.9315884,0.1239866,0.6521479,1.1873535,1.5747141,1.4912186,0.8970463,1.0415967,0.78498936,1.3974996,1.3707075,1.4238627,1.3915243,1.2391465,0.8591503,0.7024285,1.3900998,1.4596264,0.52674115,1.2219985,0.85118145,0.84016085,1.0027611,1.2208296,0.14288187,0.9529325,1.5532379,0.31187737,1.6131308,1.0062236,1.0073712,0.6802204,1.0481011,0.519223,1.3390663,1.3631971,1.4860101,0.4994222,1.3295863,0.70126307,1.3698032,0.62574977,1.6652013,1.3880795,0.95767736,1.4791456,1.3628957,0.8139334,1.314918,1.353872,0.7607645,1.5087442,0.7431747,1.3983037,0.936089,1.4557772,0.69809616,0.6078244,0.84089303,0.27613306,1.1680858,0.26551247,1.2753315,0.73470044,1.556115,0.7506233,1.0069846,1.4126272,1.1648546,0.7983243,0.8021909,0.90128136,1.4385955,1.4562176,1.4163799,1.2735771,1.4395193,1.1563547,1.098773,0.3633324,0.36738026,0.73506063,0.986327,1.5129306,1.5002322,1.3325701,1.2532636,0.96813893,0.70088434,1.0117887,1.255024,1.2884436,1.1009037,1.4562166,0.8054702,1.4180857,0.88954234,0.6597723,1.2199605,0.76225185,1.2101765,0.81770176,1.0104465,0.36656815,1.1017274,0.7565945,1.2061727,0.52130187,0.9990504,0.8438457,1.5984664,0.5862184,1.5661653,1.1737567,1.5566512,0.6957761,0.83908355,1.4274542,0.58876616,0.45563626,0.776339,0.30364466,1.5033284,1.4204197,1.3499804,0.9450774,1.4954071,1.3971877,0.8338861,0.7639903,1.0020014,0.9321095,0.747913,1.5803007,0.6188977,0.61587644
belt,1.2560594,0.5575696,0.652675,1.2912948,1.3187487,0.87905747,0.903823,0.70203084,0.7111048,1.4152732,0.97985685,1.4017606,0.0,1.2716225,1.2627909,1.1496384,1.2708111,1.4016433,0.9860172,0.4063567,0.75100034,1.2411946,1.33589,1.0419272,0.8122089,0.70572007,0.41039747,0.61293495,0.81367004,1.2224764,0.9277812,0.5831094,0.51936626,1.3523462,0.6236009,1.1898736,1.2029743,1.353272,1.0125576,1.2727439,1.3999379,0.24642527,1.3584051,0.48351467,1.3058573,1.2295321,1.1903104,0.87271637,1.2685398,0.6853571,0.74513173,0.65409136,1.1952394,0.58609205,1.3141277,0.61092013,1.2151549,0.36466324,0.84302753,0.97928166,0.5907543,1.0502667,1.4946592,0.49049014,0.5246154,1.2207538,0.63674575,1.1346573,0.7305274,1.207789,0.46505332,1.3574754,1.2073572,1.1609824,1.1111906,1.2202709,1.2241384,0.63018745,1.0787413,0.44729102,0.99013263,1.2900668,0.92236996,1.047598,1.2461488,1.1434879,1.3688426,0.44590557,0.40536106,0.42613488,0.587057,0.51903975,0.8174827,0.9343667,1.2875061,1.191044,1.4891744,1.3760512,0.22617185,0.2659104,0.7661432,1.0439551,1.0004892,0.76535827,1.3800001,0.93130976,1.0666305,0.9444715,0.61190903,1.0152363,0.5196067,1.0995625,1.2673708,1.0630879,1.3530986,1.1854633,1.04032,0.9511663,1.2597585,1.0276964,0.89587116,0.9971126,1.3351834,0.8453015,1.1809647,0.2389661,1.3112792,0.386608,0.74363434,0.5886331,1.4551954,1.1654655,0.5678924,1.2238755,1.2028292,1.41362,1.6024926,0.7285435,0.5246399,0.6120845,1.2615588,0.32087195,0.8910257,1.4203234,1.2857418,1.1824982,1.2027923,1.0171244,0.23285973,1.3103086,1.1566715
bench,0.9574205,1.289475,1.4278564,1.0878803,0.85551107,1.3450813,1.296839,1.4019511,0.95418847,0.46464378,0.87489176,0.49107057,1.2716225,0.0,0.9008361,0.9246618,0.5970971,0.586395,1.0427563,1.3547592,1.2293279,0.70887136,1.1744367,0.7307986,1.0166131,1.2363055,1.0829977,1.1242275,1.2389946,1.031052,0.35890925,1.2673126,1.3765225,0.662261,1.2135974,0.8205669,0.8413315,1.1363691,1.2789382,0.47345805,1.1344407,1.3573778,0.3760656,1.3571593,1.1330758,1.0591414,0.68290997,0.83103067,0.7323039,1.1403654,1.3514515,1.4495082,0.80098414,1.345489,0.97583646,1.3288004,0.645086,1.4186013,1.1705178,1.0209806,1.3397512,1.3573147,0.87293124,1.3257368,1.3131311,0.83036596,1.4158506,0.9449272,1.2951757,1.0645692,1.3394952,0.7351416,0.7860154,0.84697187,0.6977181,1.0970297,0.685172,0.9477936,0.5070301,1.2880678,0.95874965,1.1118611,1.3153816,1.084796,0.9443778,0.75157,1.0844519,1.3840233,1.3402753,1.2724322,1.3164074,1.4258239,0.88368434,1.0868956,0.70642436,0.7544469,0.8675117,1.1116388,1.3229411,1.2826099,1.2582331,1.212058,1.0763468,1.0043658,1.1351974,1.0166456,1.191321,1.174877,1.3599405,0.80812407,1.2444319,0.74839413,0.7453556,1.1773555,0.9685715,1.0514839,0.9277587,0.92591214,0.7736333,1.0102923,0.8955257,0.8871523,0.5804193,0.9058977,0.58760315,1.4120947,0.52894014,1.3976338,1.1936322,1.3363433,0.6978155,0.8285803,1.3054283,0.64412975,0.7280605,0.75728476,0.340811,1.3161014,1.3990686,1.3411953,0.9902535,1.3691361,1.2131844,0.6762277,0.6514001,0.8862463,0.8823131,0.70770204,1.3987095,0.59052426,0.81808186
bib,1.0226693,1.1998296,1.3469784,0.983907,0.47380722,1.3105544,1.2423286,1.2784419,1.2269757,0.8636563,0.95654505,0.47881007,1.2627909,0.9008361,0.0,0.88028413,0.366885,0.7836281,1.0727698,1.4084283,1.4299539,1.0446928,0.9572718,1.0480934,1.3310686,1.1774747,1.3284404,1.3269761,1.1087633,0.88453484,1.0247355,1.2936943,1.3627423,0.8483034,1.0259604,1.0039774,0.9328463,0.91574466,1.2038298,0.6494417,0.8916178,1.4420378,0.7108929,1.4446664,0.98103976,0.81379616,0.96167964,1.225881,0.42251992,1.2467722,1.1736541,1.3104364,0.68086135,1.2919738,0.7906096,1.1175282,0.9372934,1.431772,1.2441549,0.9013226,1.2468396,1.120516,0.811817,1.1684989,0.9926414,0.967163,1.265175,0.69986224,1.242145,0.7415465,1.2048892,0.9579806,0.8473063,1.0652434,0.565894,1.0703439,0.39755952,1.3176999,0.99852866,1.4447378,0.7805686,0.89676374,1.1795946,1.1301508,0.5437556,0.9275671,0.88057965,1.3360733,1.2426894,1.0632765,1.1759925,1.3192993,1.2011244,1.1551687,0.23220325,0.45696217,0.7499294,0.8995573,1.4253474,1.4321802,1.1837724,1.1201903,0.8487488,0.7951352,0.9063355,1.2609944,1.1546407,1.0146273,1.3013729,0.86851144,1.3518361,1.1174507,0.74406075,1.1280837,0.7971183,1.1829065,0.58158237,1.1536821,0.28756034,0.9796334,0.58368886,1.2850938,0.8993933,1.1630214,1.0344472,1.3779615,0.8122991,1.4527256,0.92976487,1.370466,0.8141526,1.0401105,1.2434121,0.7855727,0.49635088,0.79500633,0.6583134,1.4390914,1.1999875,1.0655997,0.8453809,1.2969046,1.275389,0.94395345,0.92171556,1.0331093,1.0410264,1.0619034,1.321514,0.89559674,0.6229218
bird,0.822525,1.068489,1.1816427,1.0388203,0.9565376,1.1709638,1.0863241,1.158014,1.2210066,0.9847378,0.75896746,0.9315884,1.1496384,0.9246618,0.88028413,0.0,0.8923459,0.91713613,1.0003061,1.2201897,1.2316543,1.149804,0.91195107,1.0390478,1.2252853,0.9361125,1.2378819,1.0715308,1.033048,0.6171985,1.051026,0.9887695,1.1263404,1.0268701,1.0830877,1.1877415,1.055206,0.7606671,1.0802389,0.97701615,0.7756851,1.2450595,1.0363567,1.2402661,0.5281716,0.8495336,1.0622332,1.0883106,0.9447674,1.0203094,0.960334,1.1410424,0.84196645,1.0495492,0.914187,1.1124729,0.9082123,1.0934119,1.0819145,1.0202942,1.1051968,0.68436277,1.0381161,1.105372,1.0593903,0.86811334,1.1158334,0.86948645,1.1164105,1.0434104,1.1590405,0.99387586,0.7049614,1.1103896,0.9920347,1.1834574,0.8877468,1.066721,1.1015966,1.1844615,0.9078475,0.7294463,1.1255263,1.1641841,0.8664129,1.0104315,0.9188757,1.1724645,1.1793044,1.0743829,1.1131634,1.1618207,1.1583539,0.59162736,0.9293542,0.883029,0.734549,0.74694794,1.1687174,1.2329004,0.96889234,1.0216044,0.94578683,1.1473422,0.7472332,1.139463,1.1150904,0.7992199,1.132318,1.0377235,1.2034625,1.1648281,0.7993498,0.74265856,0.80232644,1.0555391,1.0228542,1.149535,0.8883258,1.0504379,0.98496026,1.1152284,0.9825494,1.1294311,1.0135711,1.1660603,0.7132613,1.1709639,1.0883942,1.1573799,1.0132531,1.0572761,1.172082,0.9638282,0.8386425,1.0497174,0.91737175,1.2424067,1.1271359,1.1167239,1.1049272,1.2171288,1.1872323,1.104675,0.9058,1.0631762,1.1117108,1.1514803,1.1255757,0.97223073,0.9019825
blanket,0.85158324,1.284103,1.5117689,1.1080762,0.50834787,1.4487534,1.3501279,1.4013565,1.2197819,0.5513315,0.7725144,0.1239866,1.2708111,0.5970971,0.366885,0.8923459,0.0,0.761523,1.1922532,1.6032083,1.5067626,0.9767259,0.9719643,0.8727145,1.3814001,1.411784,1.3404944,1.35696,1.1488192,0.8706163,0.7426244,1.3673854,1.4829326,0.6614676,1.0588,0.96235234,0.8659967,0.98748195,1.20395,0.23504215,0.9027942,1.5295037,0.39073646,1.6380012,1.0156354,1.0519689,0.7631983,1.0766084,0.4582808,1.3208368,1.2851436,1.4750755,0.45519316,1.3331454,0.78346735,1.30947,0.7766074,1.5768394,1.4386882,0.9106815,1.4075094,1.2834136,0.83263385,1.2933776,1.1795647,0.7803408,1.4476124,0.73333776,1.3710196,0.89386207,1.4193072,0.8519054,0.7030699,0.869621,0.21929789,1.2016929,0.22051793,1.2109541,0.84449923,1.6071846,0.6751587,0.94272375,1.3780006,1.191485,0.60268945,0.88036513,0.8422528,1.4605069,1.3431575,1.260138,1.2917258,1.424567,1.1766446,1.0821202,0.29194254,0.29626012,0.78654003,0.96153927,1.501643,1.5212255,1.2841035,1.2011744,0.85689324,0.5295774,0.98039174,1.2954428,1.3110985,1.0764759,1.4052824,0.7282181,1.4397168,0.95816344,0.58123815,1.2553127,0.7683451,1.237102,0.6273486,1.1454139,0.35583043,1.037176,0.57142603,1.265681,0.62235284,1.0097439,0.91500336,1.5498974,0.6593126,1.5461279,1.054023,1.5363562,0.77185,0.87396145,1.4208717,0.6058103,0.47598028,0.8714786,0.49171042,1.5486765,1.3735974,1.2577056,0.97078586,1.4035444,1.4363008,0.9191501,0.8351878,1.0110714,1.0276445,0.8550405,1.5017821,0.7123306,0.56173587
boat,0.89665365,1.3852137,1.25494,0.95526826,0.8701982,1.1117575,1.0035353,1.227516,1.1926439,0.49937248,0.9265507,0.6521479,1.4016433,0.586395,0.7836281,0.91713613,0.761523,0.0,1.0471479,1.2693555,1.0310819,0.78935736,1.0593396,0.9474592,0.95918226,1.1756704,1.3663607,1.1729561,1.2756715,0.97351515,1.054912,1.2732954,1.2707624,0.8704812,1.2690765,0.8807438,0.94533324,1.0138904,1.1522521,0.8124992,1.0444499,1.3305777,0.70453966,1.2055744,1.060437,0.9990484,0.9960025,1.1167074,0.876805,1.1026566,1.2976608,1.2903075,0.8785473,1.3071629,0.9216024,1.3253126,0.66498125,1.2069204,1.1283762,1.2119381,1.2624807,1.1585535,0.5890243,1.3461905,1.3252894,0.8505577,1.1674061,0.98577183,1.2766489,1.0085789,1.2955805,0.57833344,0.93625486,0.7815002,0.9643133,0.90305895,0.7790071,1.2398357,0.89029413,1.3433539,1.0520309,1.0535266,1.0147922,1.1206003,0.99630654,0.6844375,1.0337662,1.284643,1.367209,1.3923622,1.2552438,1.3070922,1.1744646,1.0347507,0.77652663,0.8801194,0.7671759,0.99085224,1.3289568,1.3205972,1.1753757,1.0637554,1.1045269,1.2279047,1.0162411,1.0608197,0.99282265,1.0513226,1.3002688,1.0282879,1.2319095,1.0793809,0.7486508,1.136745,0.9790947,0.9890816,0.9802515,0.89576626,0.83250946,0.9928048,1.104238,0.8355814,0.7452533,0.8375196,0.32008696,1.410658,0.58882815,1.4355748,1.271402,1.2307223,0.4482751,0.9938385,1.2957307,0.9146798,0.80387783,0.60103333,0.4949466,1.1502323,1.3772862,1.2561331,0.75163674,1.4102807,0.91786647,0.6055079,0.70438224,0.87557095,0.70867157,1.1022217,1.4696162,0.7932738,0.7967418
book,0.9432488,1.031961,0.9035761,0.88729584,1.2439698,0.8473375,0.8768718,0.92599446,0.72733593,1.2004342,1.3243498,1.1873535,0.9860172,1.0427563,1.0727698,1.0003061,1.1922532,1.0471479,0.0,0.83256125,0.7790093,0.44950515,0.92405766,1.128552,0.8728249,0.7969099,0.85809124,0.83642495,1.048232,0.9989176,0.9947333,0.85097694,0.91983235,1.1786354,0.99168026,0.85003424,0.8648603,0.9141128,1.028725,1.1376784,0.94623375,0.8637881,1.0073053,0.87765706,0.85566837,0.7929051,1.1112382,0.7803202,1.2174228,0.90001726,0.99962753,0.9601496,1.2354637,1.0956521,1.1244711,1.0909297,1.1855391,0.8719815,0.75519335,1.0795228,0.7565851,0.70869875,1.0897968,1.0710583,0.992703,1.1995466,0.835284,1.2755629,0.8760032,1.0894051,0.97993684,1.1655835,1.3250674,1.0432292,1.2812941,0.92402476,1.3400021,0.87086505,0.91694474,0.83452654,1.3417695,0.8935649,0.91851455,0.69895196,1.1973469,1.1689905,0.9939166,1.0228245,0.77087015,1.01245,1.0725844,0.994062,0.78155744,1.0259801,1.2789897,1.3326252,0.47424114,0.89055,0.90433896,0.85139287,1.0169227,0.97940534,1.1979611,0.9478064,0.8210566,0.9085063,0.65448874,0.8932931,1.0270437,0.90314066,0.72886944,1.0017818,1.3024573,0.8455602,0.97206366,0.92787206,1.1682624,0.9327583,1.3315622,0.7886406,1.209375,0.8786155,1.1409453,0.98421615,0.95998645,0.9115951,1.1017966,0.9162276,0.99266094,0.75328183,1.1387713,1.0049909,1.0287422,1.0775467,1.2711823,1.0826676,0.9686514,0.7417706,1.1090363,1.029167,0.9575378,0.8545517,0.6225894,0.54301596,1.2417212,1.0706486,1.0134257,1.0665249,0.9992145,1.210156,1.1959326
bottle,1.3375769,0.7709907,0.40503335,0.9865841,1.4982461,0.5582458,0.694695,0.7029159,0.6533278,1.4677343,1.1614697,1.5747141,0.4063567,1.3547592,1.4084283,1.2201897,1.6032083,1.2693555,0.83256125,0.0,0.3998677,1.0834992,1.2801955,1.1743087,0.5449767,0.5572427,0.44162583,0.500059,1.0035108,1.251328,1.1057622,0.5519835,0.33431602,1.2994466,0.9300332,1.0236079,1.2551244,1.3079253,0.99349844,1.4789476,1.4015819,0.28291,1.4598294,0.09524691,1.242402,1.1032822,1.2269381,0.9749174,1.3751117,0.61077857,0.90141416,0.46776056,1.4215457,0.608719,1.3084086,0.819317,1.2198642,0.34039456,0.5696168,1.1683184,0.75165343,0.99022925,1.2649028,0.7140256,0.6258458,1.2927024,0.49523294,1.3352437,0.7214457,1.3388464,0.4428054,1.2125309,1.320574,1.2020404,1.4422681,0.7588937,1.565094,0.88661146,1.1558437,0.2593547,1.2858335,1.3389082,0.5826456,0.732927,1.4353602,1.0615354,1.3458567,0.31905842,0.37907493,0.78317773,0.5996082,0.4500975,0.77762634,0.9049703,1.5072179,1.5184395,1.3979381,1.3424914,0.28007734,0.29844224,0.68978953,0.9600564,1.2396735,1.0729189,1.3477561,0.7229949,0.7443893,0.98593175,0.54835707,1.1607972,0.4046991,1.0198524,1.4314212,0.95973897,1.3546014,0.9497915,1.2819568,0.94341326,1.4796209,1.0161296,1.3188187,0.9513442,1.3350395,0.9311449,1.1751279,0.26530236,1.2787755,0.38403624,0.8229747,0.57795113,1.350363,1.3028381,0.49253517,1.2900589,1.4078407,1.2894416,1.5040689,0.4085542,0.6637006,0.76735854,1.2846544,0.32034647,0.56452817,1.2379096,1.2388296,1.0798874,0.982565,1.1043919,0.29425502,1.3003026,1.2616844
bowl,1.1910744,0.8484533,0.5383222,0.76370275,1.4703557,0.46772933,0.52030516,0.75382674,0.64273936,1.0861145,1.2033486,1.4912186,0.75100034,1.2293279,1.4299539,1.2316543,1.5067626,1.0310819,0.7790093,0.3998677,0.0,0.81837016,1.0760797,1.1247711,0.26193196,0.7730994,0.58069384,0.6602757,1.1175625,1.2769132,1.097213,0.7086284,0.52560747,1.2575637,1.0652506,0.8341309,1.152148,1.2157373,0.99672925,1.4195983,1.3222908,0.65639126,1.3076138,0.18693578,1.2354977,1.1158766,1.211863,0.8467283,1.3685071,0.61389136,1.0218189,0.56005985,1.3755585,0.860446,1.3124491,1.0324078,1.2687161,0.51383585,0.67972565,1.2251008,0.7253256,0.98313797,0.861551,0.9840559,0.80266666,1.2169265,0.6468078,1.448951,0.74760723,1.2709736,0.712209,1.1129717,1.4028438,1.0128533,1.4567251,0.5244647,1.5388966,0.86759406,1.1597435,0.48716056,1.3655809,1.3516068,0.4720961,0.76355004,1.3237281,1.1031979,1.1775424,0.69910467,0.60738844,0.9857271,0.96860665,0.7034124,0.7471386,0.95807415,1.4936979,1.5042484,1.2599838,1.2655472,0.6485561,0.6658818,0.76677525,0.8932578,1.229605,0.9997428,1.2852507,0.6843732,0.4171161,1.0532024,0.7411978,1.0449407,0.4540838,0.9825798,1.3806596,0.9392035,1.340219,0.64556944,1.3109869,0.9842658,1.4974109,0.8666407,1.3204367,0.6910562,1.2235363,0.5786804,0.9102374,0.63327605,1.2300398,0.60695314,0.92595255,0.5130564,1.1219639,1.226544,0.8184288,1.2726201,1.4386816,1.1189462,1.2911882,0.21410179,0.9801135,1.0252492,1.1739316,0.66861063,0.5185306,0.84605956,1.1976451,0.98807895,0.926837,1.1549544,0.67798305,1.2593738,1.2787002
box,0.9541351,1.219802,1.2199417,0.9219411,1.0518137,1.084973,1.0125282,1.2295985,0.6575647,0.6791762,1.2740556,0.8970463,1.2411946,0.70887136,1.0446928,1.149804,0.9767259,0.78935736,0.44950515,1.0834992,0.81837016,0.0,0.9274092,0.953143,0.685917,1.0932431,0.81748354,1.0667586,1.1849669,1.0576824,0.65602595,1.1835446,1.2438533,0.80602145,1.1178477,0.5412621,0.862871,0.98105675,1.1225917,0.8186219,1.0056548,1.2190096,0.53985,1.0445474,1.024622,0.83368415,0.72110033,0.55579567,1.0101508,1.0858425,1.2811677,1.2822702,1.1525832,1.3202485,1.0428811,1.3027556,1.0159768,1.2469037,0.9424095,1.0781572,1.1034751,1.0393627,0.8049439,1.2830776,1.1320155,1.1434399,1.166427,1.1861253,1.2054269,1.0581332,1.2270919,0.93266875,1.2100799,0.86182165,1.0331984,0.7839506,1.092979,0.95568377,0.67603666,1.0231347,1.2502525,1.057821,1.077275,0.64384514,1.0087826,1.009373,0.91110647,1.3367769,1.0642161,1.2566355,1.2980918,1.3283868,0.59489596,1.1824449,1.0782828,1.0899595,0.68750346,1.0095092,1.2495276,1.1716135,1.1478354,1.1053647,1.1835828,0.9544767,0.98920476,0.914806,0.92330676,1.0389938,1.3019706,0.57383555,0.7225174,0.6792923,1.2502635,0.99214923,0.9157991,0.81092286,1.017115,0.9172255,1.0990791,0.7434007,1.027928,0.80046535,0.82606643,0.82311374,0.755162,1.3088455,1.0722128,1.268811,1.0246139,1.0354209,0.8270013,0.9617171,1.3244133,0.720808,1.0619925,0.99014306,0.7213952,0.9082854,1.373285,1.2623856,0.8661139,1.1562293,0.72684205,0.39039564,1.0398648,0.86723983,0.9007298,0.7219549,1.2868307,0.9149012,1.0819398
bread,0.7193397,1.1442665,1.075132,0.64662236,0.9638185,1.0285888,1.0176117,0.91446644,0.9695299,1.0836546,1.0820312,1.0415967,1.33589,1.1744367,0.9572718,0.91195107,0.9719643,1.0593396,0.92405766,1.2801955,1.0760797,0.9274092,0.0,1.1305435,1.1495281,1.2306521,1.2411113,1.2155668,0.8080577,0.8873486,1.2068448,0.98790485,1.168194,1.0769365,1.1045336,1.0852821,0.9348171,0.25879163,0.7907584,1.0541811,0.18634516,1.2799135,1.0007541,1.235553,0.64503455,0.83644,1.1201655,1.0867238,1.0340221,1.1204785,0.9277886,1.0488446,0.9640666,1.2029902,0.9713884,1.1086018,1.1792258,1.1557736,1.1008384,0.98248464,1.0661864,0.6228058,0.8424083,1.2137411,1.1140819,0.9970814,1.0536743,1.0108569,0.94532204,0.87954396,1.2164986,1.1510133,1.1950982,1.0047252,1.0497532,0.89677763,1.0505108,1.1367294,1.0876567,1.2825214,1.0029955,0.4591812,0.91343135,1.0708537,0.8376299,1.2783978,0.10124886,1.2332487,1.1213862,1.1419812,1.1979859,1.068301,1.0968757,1.0351535,1.0245075,1.0005236,0.70648706,0.30291677,1.3128879,1.2973473,1.1145883,0.836373,1.0172851,0.99179935,0.31290317,1.1147084,0.81959164,1.0614882,1.0708184,0.9183073,1.2021654,1.0795473,1.0180916,0.96288466,0.65240824,0.756618,0.9542062,1.1688172,1.0754298,0.9875501,1.0388029,1.1067228,1.0968055,1.154265,1.1106399,1.2537975,1.1396745,1.0889086,1.0680044,1.0994499,1.0746136,0.9200067,1.250384,1.0316836,1.119449,1.0246607,0.9562111,1.0577258,1.1534374,1.0587753,0.9096328,1.1786518,1.0481722,0.7905277,1.1224854,1.0601575,1.1989388,1.1525905,1.3008585,1.1249424,1.1116545
broom,0.89704627,1.1674522,1.236371,1.152077,0.9398917,1.1756694,1.1916386,1.1286896,1.0194871,0.7419766,1.0351001,0.78498936,1.0419272,0.7307986,1.0480934,1.0390478,0.8727145,0.9474592,1.128552,1.1743087,1.1247711,0.953143,1.1305435,0.0,1.0077742,0.99944425,1.0032834,1.1173475,1.107415,1.0324388,0.7565246,1.159128,1.1784233,0.72261643,1.1013575,0.95956105,0.79557526,1.0696307,0.91712624,0.81639385,1.025704,1.0387968,0.7386379,1.175677,1.062323,1.0166878,0.8025955,1.0011611,0.81385386,1.0296701,1.2774353,1.2542886,0.93793094,1.1756978,1.012849,1.2578497,0.9017165,1.182326,1.0475878,0.98771083,1.0784085,1.1489148,0.93166506,1.1861094,1.1680795,0.9876201,1.2841923,1.0450613,1.1594285,1.1450074,1.2027442,0.9198322,0.8510447,0.7198324,0.81838524,1.0405767,0.84373945,0.8343221,0.69242275,1.0169905,1.0287032,1.0772877,1.1947652,1.094723,0.9964238,0.8646672,1.0273681,1.2323179,1.1368377,1.0429319,1.178965,1.2546257,0.9933245,1.1557562,0.91541386,0.8309059,1.0551573,1.0703435,1.0421151,0.94297206,1.1149201,1.1230756,1.1324353,0.95531416,1.0860085,0.9545602,1.2184756,1.1187569,1.266202,0.8753771,1.1421103,0.9129702,1.0085673,1.1059064,0.9633293,1.0159539,0.9324883,0.66087806,0.93836176,0.98170096,0.8945929,0.6468589,0.7999282,1.0310582,0.8403374,1.2174394,0.8832366,1.1785817,1.0245504,0.97904885,0.8233738,0.4402343,1.1727839,0.79648507,0.9414593,0.9413169,0.8381219,1.1120154,1.2770576,1.2471817,0.80033827,1.1061394,1.1085639,0.94047433,0.93718374,0.9981384,0.94935346,0.55623424,1.202961,0.9145564,1.0126165
bucket,1.1412193,0.9161587,0.87314504,0.9010168,1.4166689,0.7820572,0.7537229,0.9799519,0.500104,0.8706343,1.1969519,1.3974996,0.8122089,1.0166131,1.3310686,1.2252853,1.3814001,0.95918226,0.8728249,0.5449767,0.26193196,0.685917,1.1495281,1.0077742,0.0,0.81010526,0.37197506,0.66321665,1.2085032,1.308798,0.8029661,0.88971484,0.86315954,1.1517615,1.0495839,0.6691339,1.1272366,1.2527573,1.1113852,1.2921852,1.348574,0.854955,1.0259149,0.36051953,1.2931793,1.0921891,1.0618672,0.82480145,1.1773866,0.5860746,1.135273,0.8833068,1.3390331,1.0980595,1.2970434,1.1303194,1.0808827,0.74861336,0.6920261,1.1942534,0.9332596,1.1469015,0.8733419,1.1275846,0.78074485,1.2188642,0.962297,1.419425,0.96384376,1.317946,0.76776075,0.8868867,1.370101,0.8918097,1.2904447,0.4910289,1.4395145,0.91339374,0.9029705,0.58454907,1.324506,1.368468,0.68333447,0.6466519,1.1379031,0.81368166,1.2108217,0.9839709,0.6671463,1.0210457,1.1814778,1.0059016,0.5392474,1.0701284,1.3445096,1.3739616,1.3086154,1.3082166,0.88002986,0.8820727,0.7522124,1.0491819,1.1902945,0.942098,1.3442755,0.5767166,0.7780816,1.0677578,0.90127534,0.81864583,0.44542724,0.8676758,1.303552,1.0148804,1.3310438,0.6354722,1.142571,1.0389199,1.3901627,0.7508804,1.1206164,0.63553894,1.1305287,0.6785778,0.77291775,0.79310215,1.2163177,0.8586415,0.8911917,0.73934466,0.9454011,1.204291,0.93986136,0.9933426,1.2898401,1.1137384,1.2800548,0.48755908,1.1150072,1.2038976,1.2531986,0.72797126,0.70332503,0.8871297,1.0443273,0.7028517,0.66461134,0.9688301,0.8408946,1.1658752,1.1893517
