,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,face,finger,fish,flower,foot,frog,glass,glasses,glove,grass,gum,hair,hand,hat,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
owl,1.2890391,0.8785425,0.9813764,1.2284944,0.971103,0.97317445,0.9343065,0.76415765,1.3037586,1.4362223,0.6708424,1.36332,1.2921951,1.4008763,1.0277755,0.67121154,0.74245405,0.67730975,0.94451344,0.84910357,0.8163224,0.7425885,0.76315033,1.1286818,1.3273572,0.60657716,0.6547911,1.0857172,1.3339818,1.0982903,0.74632293,1.305654,0.6761298,1.1447713,0.90584743,1.1817483,0.79853547,0.97781205,1.22142,0.89086187,0.97795355,0.5446349,0.8994099,0.7022849,1.2053452,0.9173276,0.69432753,1.1688124,0.928979,1.2655511,0.996746,0.7715084,1.0621815,1.3900762,1.014083,1.244059,0.6668471,1.0194285,0.9336796,1.0493222,0.9162905,0.7507529,1.1710571,1.2149351,0.0,1.3159157,1.3831327,1.1788684,0.7461115,0.8342452,0.94189644,1.0342544,0.7319763,0.64362246,0.72835255,0.6436857,1.0193726,0.81149685,0.9010726,1.4007595,0.91158503,1.302809,1.1248456,1.3332217,0.5045159,1.1377827,0.78551424,0.9651276,0.85654545,1.026776,1.2743714,1.239643,1.3704836,0.711345,0.87619746,1.1542612,0.8365468,0.692438,1.1406153,1.0965341,0.89969575,0.77410114,1.2264225
pajamas,0.695983,1.0651925,1.3131145,0.6656606,1.2842754,1.2384934,1.1715686,1.238409,0.6945289,0.36368358,1.4011812,0.58028495,0.43525004,0.36265212,0.79895836,1.2260498,1.3860714,1.425654,1.0400329,1.3134364,1.3495437,1.2558932,1.3147527,1.095796,0.72244054,1.3567263,1.2868572,0.96767384,0.5286307,0.92002535,1.3867571,0.7568105,1.3958406,1.0572398,1.1018704,0.8481405,1.1556808,1.2112032,0.6148857,1.0279828,1.2399383,1.3968683,1.1850548,1.2958272,0.8844896,1.1986761,1.1229544,0.8285004,1.1748058,0.8509238,0.81296456,1.3747559,0.8008996,0.37498045,1.0934662,0.65326744,1.4206598,0.97425485,1.1834675,1.1803794,0.9863157,1.3355515,1.0730276,0.7744406,1.3159157,0.0,0.56636727,0.62174636,1.366047,1.3132677,0.9914059,1.0879993,1.3109769,1.3931272,1.1728312,1.4549887,1.1075042,1.2857693,1.1453826,0.41258585,1.0307702,0.7144589,0.92172354,0.6798187,1.5135152,0.77924645,1.3493519,1.1478837,1.164146,0.8617764,0.61738676,0.62961423,0.48155743,1.2789396,1.1945436,0.7936065,0.97559386,1.4370837,0.9962647,0.9985181,1.1197939,1.363607,0.8220233
pants,0.6670844,0.9290338,1.2138735,0.6838733,1.206406,1.2066035,1.1041728,1.3589718,0.7070143,0.47858363,1.2598686,0.6112967,0.51376295,0.43560898,0.89804274,1.4541616,1.4593552,1.3972343,1.2259737,1.2974652,1.3629868,1.2237314,1.2914199,0.9161032,0.66060233,1.2922435,1.3175328,1.1025506,0.6186919,0.990576,1.3386145,0.93477225,1.4799536,0.77019286,1.0115784,0.92804193,1.2550101,1.1365597,0.84775627,1.0546752,1.2457751,1.4981779,1.1159682,1.2447114,0.81645244,1.06498,0.9995032,0.98317164,1.2917325,0.8094171,0.9292183,1.1777864,0.76176655,0.26755202,1.0763196,0.8609213,1.3904504,0.96193314,1.185303,1.1141785,0.8632647,1.145043,1.0431083,0.8600086,1.3831327,0.56636727,0.0,0.9569987,1.3325144,1.2879239,0.829543,1.144291,1.348369,1.385119,1.1665927,1.366847,0.73832154,1.2391773,1.2403862,0.4208982,0.9926985,0.37096632,0.8138825,0.67115355,1.3918657,0.82835436,1.2611705,0.9244776,1.0318756,0.7402589,0.7458184,0.7072145,0.6110212,1.4109836,1.0421495,1.0137193,0.83041596,1.4322736,1.0192904,1.0538684,1.1800721,1.2208371,0.8974273
paper,0.77044666,1.1195599,1.2418805,0.895832,1.2016015,1.0990632,0.9996692,1.0245352,0.6763751,0.60853255,1.5306754,0.6646024,0.5920782,0.58536965,0.7564517,0.7199791,1.2625989,1.225261,0.59108317,1.0612655,1.0340937,1.1741744,1.2517601,1.1901507,0.7651809,1.24332,1.1082844,0.88765,0.6954049,0.8613404,1.4710757,0.66779006,1.3065739,1.0883613,1.1170145,0.95790076,1.1199019,1.3434324,0.8320236,1.2139864,1.3528771,1.2225797,1.268288,1.0868918,0.9361648,1.4072672,1.2361155,0.78286016,0.8576472,1.0206169,0.81859595,1.4964515,0.9151956,0.78991413,0.96655244,0.70730376,1.4720703,0.79334927,1.1205326,1.3499019,1.0761586,1.5098736,0.939017,0.6976017,1.1788684,0.62174636,0.9569987,0.0,1.482343,1.4639996,1.1833028,0.8497153,1.1110271,1.2088428,1.0476177,1.3502148,1.2769458,1.1879588,0.9269919,0.8008464,0.9574605,0.8540245,0.9431852,0.6662692,1.4818518,0.74688995,1.32954,1.3161614,1.065395,0.90774214,0.7369487,0.82544076,0.4481442,1.123392,1.4021547,0.7688818,1.0680703,1.2187872,0.72277725,0.8648109,0.9828153,1.5236257,0.8391717
pen,1.2942791,1.0883542,0.85345656,1.234867,0.7880511,0.93864703,0.96134293,0.9066261,1.3444576,1.5127829,0.2742058,1.4741405,1.4916586,1.5121691,1.201495,0.8285569,0.32610655,0.6556654,1.2236521,0.93745565,0.90043145,0.96573657,0.69236207,0.8107152,1.4771302,0.78129655,0.8082379,1.0570525,1.4378114,1.1726729,0.15531099,1.4106523,0.35470855,1.1604025,0.9907263,1.1554427,0.75731635,0.64608026,1.2679513,1.0076911,0.4746384,0.63146234,0.86136055,0.90842974,1.1330905,0.63022494,0.7778266,1.1533827,1.0403643,1.1367118,1.3434321,0.51760125,1.1686168,1.4088197,1.0310041,1.2893494,0.2915913,1.31857,0.8140524,0.42475396,1.0722551,0.4551226,1.1401684,1.3321836,0.7461115,1.366047,1.3325144,1.482343,0.0,0.13414037,0.96126753,1.1796799,0.8295082,0.6710216,1.055584,0.39526772,0.95337003,0.76493835,0.8698449,1.4132347,1.1515726,1.3541543,1.1736655,1.4238753,0.34318215,1.1462818,0.6363607,0.7235365,0.9952164,1.2019616,1.39275,1.2973773,1.5431938,0.7141395,0.7731726,1.136872,1.0804615,0.5833141,1.2306514,1.1443927,1.1088777,0.35691178,1.3057503
pencil,1.2139405,1.0827839,0.8513216,1.2115204,0.8048891,0.96529,0.96914744,0.9640317,1.3063664,1.4234878,0.35090393,1.4274328,1.3789332,1.4464707,1.1547601,0.87935317,0.46710694,0.783585,1.2304747,0.9679379,0.96890026,1.0133728,0.8231975,0.8132379,1.4538159,0.7357601,0.86129683,1.0396776,1.3429233,1.1842569,0.24734807,1.3581204,0.48266983,1.0907177,1.0286522,1.153511,0.8059625,0.61362803,1.1761024,0.99947953,0.45176536,0.7566811,0.82148725,0.90598434,1.1280034,0.56148183,0.8691596,1.1533338,1.0649003,1.0140243,1.2952386,0.5595309,1.1589646,1.321995,1.0444322,1.2877514,0.38585848,1.2714624,0.8965036,0.37304902,1.0923117,0.46874434,1.1325759,1.2624544,0.8342452,1.3132677,1.2879239,1.4639996,0.13414037,0.0,0.9873191,1.1921785,0.9451065,0.6943401,1.1142039,0.53013754,0.9870717,0.84119695,0.9118084,1.3456872,1.1375849,1.3131907,1.1474916,1.3906951,0.46165055,1.1426332,0.6234275,0.74924517,0.99884164,1.1666878,1.301147,1.2792134,1.4801494,0.78603,0.7264066,1.1304904,1.113564,0.662744,1.1612065,1.1975459,1.1478976,0.41946542,1.3048627
pillow,1.1255754,1.059041,1.1132326,0.86635184,1.1586704,1.186975,0.715065,0.9189811,1.1333598,0.9612241,0.9512218,1.0869066,0.950985,0.83412886,1.1892079,0.97531044,0.98690975,0.8534491,1.1095263,1.1138605,0.9067661,0.5939139,0.92161673,0.912128,0.9306915,0.9577252,1.0953661,0.91121364,0.9864092,1.0990051,0.93317956,1.1295916,1.0773404,0.60125864,0.7925064,1.0323207,0.7372508,0.97534096,1.2277437,1.0247838,0.84155834,0.99331933,0.65516126,0.9072675,1.0055871,1.0459567,0.66829956,1.2466011,1.1537644,1.1546178,1.1713364,0.8008553,0.7043103,0.9709839,0.9650514,1.2570045,0.8939474,1.2232118,1.0792797,1.0674725,0.3022926,0.8802963,1.2023531,1.1563735,0.94189644,0.9914059,0.829543,1.1833028,0.96126753,0.9873191,0.0,1.1550038,0.9637248,0.9680449,0.8684731,0.7559664,0.64247686,0.781301,1.3100979,1.1422377,1.0402509,0.9023889,0.6346046,1.1517717,0.82314587,1.1033317,0.87954974,0.49213958,0.99133766,1.0652889,1.0495981,1.1449037,1.106969,1.1582191,1.0005354,1.3133857,0.333543,1.0923194,0.8837511,1.1999059,0.9005213,1.0231975,1.1535771
pizza,1.1042477,0.94630945,0.8179095,0.98441535,1.0374894,0.97618204,0.92582786,0.94403934,1.1027422,1.0597937,1.140833,0.86971724,1.059133,1.0484312,1.0628681,0.8982657,1.0907563,1.0452348,0.83412737,0.27963185,1.0180279,1.0020319,1.0435328,1.159063,1.0208496,1.045687,0.90946084,1.1490219,1.076271,0.7463763,1.1574054,1.0719551,1.0884055,0.9506914,0.9351877,1.0223411,1.0985725,1.1132922,1.0111303,0.8786225,0.9881671,0.87672585,1.1423864,0.707511,1.2098694,1.1096387,1.1134614,1.0425805,0.7608879,1.0783244,0.7550129,1.1987911,1.0610428,1.1119493,0.9069428,1.0782821,1.1935167,0.9267933,1.0927179,1.1152384,1.0473282,1.1491289,0.9544085,0.9569478,1.0342544,1.0879993,1.144291,0.8497153,1.1796799,1.1921785,1.1550038,0.0,0.958675,0.9082891,0.9836775,1.1554093,1.1984093,0.95985675,0.952263,1.101543,1.0352107,1.0695827,1.1651886,1.0236156,1.173197,0.97848076,1.009098,1.1119303,1.0311882,1.1207861,0.9386842,1.049171,1.0141375,0.9698144,1.054668,0.88754714,1.068019,0.99364984,0.96692866,0.92252564,1.0581203,1.1888084,0.99854916
plant,1.2367753,1.0436293,1.1183804,1.231892,1.0721581,1.0675563,0.928972,0.7353611,1.2175816,1.3194387,0.81061447,1.2042027,1.3196633,1.2949212,1.1466455,0.73180735,0.59600437,0.73980284,0.9923422,0.9074193,0.8433471,0.70684576,0.7148446,0.9731432,1.1760944,0.7716813,0.9069293,1.1477683,1.2441533,1.0331942,0.8872452,1.1157999,0.7170036,0.84933066,0.87286437,0.9796497,0.9076021,0.97721356,1.1211878,1.0845155,0.8660133,0.26691258,0.9887218,0.7688674,1.137091,0.9929628,0.90299946,0.88731706,0.948694,1.0961869,1.1557275,0.9265686,1.0852134,1.4038097,0.9613867,1.1250633,0.7093852,1.0992343,0.7456669,1.1151354,1.0262902,0.89568776,1.1346827,1.1160454,0.7319763,1.3109769,1.348369,1.1110271,0.8295082,0.9451065,0.9637248,0.958675,0.0,0.89676183,0.8485289,0.74245864,0.89703226,0.49542034,0.9684056,1.274612,1.0488014,1.323177,1.1023971,1.2719717,0.73892117,1.1817973,0.7507658,1.0661851,1.0288193,1.2145971,1.1943694,1.046081,1.2704163,0.84492415,1.1056995,1.0964004,0.99684745,0.83274055,1.1278521,0.7980034,0.8278959,0.9610372,0.92299646
plate,1.2836825,1.1181729,0.7762532,1.3502843,0.8242015,0.88186485,0.9453785,0.8771865,1.1298578,1.4393744,0.75229007,1.3772538,1.3203621,1.4363629,1.1848607,0.79760545,0.69770855,0.5104297,0.97618484,0.8060998,0.7213626,0.759808,0.7267491,0.9494318,1.3598416,0.4363619,0.3941779,0.9621816,1.3605938,1.1617601,0.7255752,1.2624071,0.57813346,1.0330309,0.9255085,1.083252,0.78978145,1.0049973,1.1789652,1.126008,0.77077216,0.70640457,0.9314389,0.7682057,1.0911881,0.8493022,0.8649657,1.151525,0.9438266,1.1896912,1.2559693,0.7019049,1.1307001,1.4274676,1.053442,1.2452269,0.69712895,1.162907,0.9613414,0.9094576,0.94116014,0.8285882,1.1014224,1.2083073,0.64362246,1.3931272,1.385119,1.2088428,0.6710216,0.6943401,0.9680449,0.9082891,0.89676183,0.0,0.90039504,0.4997294,1.0156962,0.8640245,0.9664531,1.3848056,1.056199,1.3077037,0.90857315,1.3312427,0.60239613,1.0116282,0.7645664,0.8826319,0.8683719,1.1519022,1.308674,1.2551551,1.3419447,0.5528893,1.045435,1.1678754,0.9707748,0.68291795,1.0116518,1.1532646,1.0768107,0.83012426,1.2034589
purse,1.1109414,0.9185547,1.1589351,1.192882,1.1140579,0.9943507,1.0139341,0.583847,1.2325435,1.1013144,1.0637797,1.0230807,1.2273612,1.0118421,1.0937704,0.7952499,1.0085523,0.5852375,0.7078664,1.0165664,0.8458436,0.6539396,0.8493933,1.1406705,0.7870159,0.8741305,0.6489269,1.007589,1.0414046,1.0590183,1.0472546,0.9461553,0.9125419,1.041158,0.7569865,1.124377,0.88509953,1.2756054,1.1719565,1.2277101,1.0674326,0.7175829,0.98181415,1.0045809,1.0431626,1.1275744,0.8470169,1.1465154,0.887027,1.2859719,1.2082046,0.86577785,0.75226116,1.2335541,0.82556033,1.0207844,1.0959613,0.8303869,0.8572754,1.3604314,0.8728025,1.0527828,1.0064051,1.0932521,0.72835255,1.1728312,1.1665927,1.0476177,1.055584,1.1142039,0.8684731,0.9836775,0.8485289,0.90039504,0.0,0.9498903,1.0679064,0.96635985,0.89079386,1.2708931,0.6517758,1.1744102,1.2217463,0.9983096,0.7205402,1.1653991,1.1128364,1.1916425,0.8091707,1.060621,0.9397352,1.0407022,1.0837831,0.8609496,1.2648885,1.0578545,0.7392956,0.82858586,1.0537782,1.0256399,0.6346821,0.96063805,1.2004879
radio,1.3292624,1.0982082,0.88497907,1.3440839,0.83628446,0.9363622,0.8217895,0.74726963,1.2829295,1.521228,0.49666202,1.4945346,1.4019253,1.5087174,1.2428417,0.6169593,0.4401579,0.44270253,0.97008866,0.9515445,0.6738926,0.6359565,0.512101,0.88936704,1.3571827,0.52729166,0.7871368,0.9920937,1.4380832,1.2603166,0.42404282,1.2981151,0.44656348,0.99095273,0.84088457,1.0907819,0.5501296,0.7959123,1.2796464,1.1211277,0.7595401,0.60708547,0.7165681,0.82825464,1.1198934,0.8048179,0.63730603,1.2258223,0.95480573,1.1987936,1.3679023,0.50768316,1.1551816,1.4876318,1.1278839,1.3096135,0.39358532,1.2473171,0.8324367,0.73635185,0.90123594,0.66491574,1.1804488,1.3046811,0.6436857,1.4549887,1.366847,1.3502148,0.39526772,0.53013754,0.7559664,1.1554093,0.74245864,0.4997294,0.9498903,0.0,0.80814976,0.73192006,0.99994725,1.4548037,0.985623,1.3482752,0.93949175,1.4821668,0.31120467,1.2428482,0.71878,0.6967004,0.9619172,1.2320634,1.3345006,1.3524935,1.522419,0.7315469,0.9225662,1.3422364,0.9204389,0.5653369,1.0849646,1.1145746,0.9763298,0.580604,1.2412946
refrigerator,1.027189,1.0417107,1.112095,1.1342429,1.1321532,1.1590627,0.8069588,0.973884,0.9921348,1.1316266,0.8648711,1.1225872,1.0314915,1.0428537,1.125593,1.1642507,0.914257,1.0145481,1.1602843,1.1609449,0.83969724,0.67217714,0.9861375,0.75060904,0.82965916,0.94264704,1.234361,0.96849674,1.1473545,1.1978173,0.9030219,1.0026602,1.047367,0.70527685,0.89631253,0.6278112,0.823395,0.8679975,1.2494105,1.0901397,0.92423177,1.0178168,0.8894131,1.0945768,0.83626187,0.9498076,0.8723469,1.1282494,1.1702487,1.0801541,1.1740613,0.91977876,0.80415726,0.98076135,0.975838,1.0004213,0.7480779,1.1235238,1.0628375,1.0445447,0.5875627,0.8482021,1.0828619,1.136004,1.0193726,1.1075042,0.73832154,1.2769458,0.95337003,0.9870717,0.64247686,1.1984093,0.89703226,1.0156962,1.0679064,0.80814976,0.0,0.8683867,1.1206008,0.99707055,1.0952842,0.84470063,0.63831395,1.1048964,0.95235133,1.1096504,0.8735988,0.6214113,1.064098,0.887627,1.1949565,1.0252527,1.1700482,1.2337542,1.020177,1.1174526,0.8266876,1.1513166,1.1078097,1.0912254,0.7743366,0.97782874,0.8659853
rooster,1.2682931,0.9249699,0.92043185,1.198662,0.969092,1.0444623,0.8383484,0.8624719,1.3105626,1.4064012,0.79469883,1.3182985,1.2766029,1.3459964,1.156227,0.7769623,0.64935863,0.82561743,1.0703785,0.8798587,0.8841434,0.7941064,0.7721646,0.7897755,1.3283504,0.8692503,0.9552399,1.0447533,1.2827313,1.0237554,0.7250185,1.2753534,0.81776726,0.7399053,0.9005632,1.0661627,0.80874974,0.8793419,1.1484568,0.9869177,0.7304968,0.50885487,0.8727623,0.7737827,1.1749316,0.95882577,0.9395487,0.93096846,0.91693854,1.1110152,1.1341295,0.86874574,1.0332618,1.3998488,0.8935292,1.292753,0.7135589,1.1572673,0.9073419,1.0108274,0.8522228,0.7168169,1.1173706,1.1998473,0.81149685,1.2857693,1.2391773,1.1879588,0.76493835,0.84119695,0.781301,0.95985675,0.49542034,0.8640245,0.96635985,0.73192006,0.8683867,0.0,1.0361718,1.2962701,1.0674081,1.2415638,1.0594577,1.325454,0.7392057,1.2499728,0.6895586,0.79399747,1.0186634,1.1744684,1.1653941,1.1481593,1.4057447,0.954952,0.967079,1.1035779,0.8898854,0.7873944,1.0690217,0.95151544,0.99047524,0.8930626,1.1129594
scissors,1.1292242,1.084625,0.89848506,1.1245563,0.9435966,0.90379524,1.0435008,0.96462125,1.0678089,1.1933348,0.9827908,0.9703029,1.198236,1.2145742,0.9584868,0.93487346,0.82141775,0.9010128,0.9879451,0.97876924,0.9085857,1.0923431,0.91357327,1.2278018,1.0697906,1.0763812,0.952466,0.9832233,1.1964666,0.8598156,0.7935056,1.0084717,0.8661926,1.225302,1.0657101,1.0304432,1.0498012,1.0555999,1.1764004,1.0599349,1.0015616,0.8931845,1.1942301,0.9928017,1.0098972,1.0376097,1.0865235,0.96805274,0.7442317,1.1608672,1.0095328,1.0367483,1.1053729,1.2025217,0.6626357,0.9351269,0.96273106,0.8116108,0.9158952,1.0529612,1.2133622,1.03226,0.9714046,1.0405096,0.9010726,1.1453826,1.2403862,0.9269919,0.8698449,0.9118084,1.3100979,0.952263,0.9684056,0.9664531,0.89079386,0.99994725,1.1206008,1.0361718,0.0,1.211873,0.8622589,1.1451474,1.1757822,0.8240082,0.8539772,1.0101596,1.004028,1.2239869,0.8658101,0.9274883,1.0835819,0.9012402,1.0629556,0.8964383,1.1460674,0.58207697,1.1374372,0.7105181,1.0075296,0.99551934,0.8450593,0.97767,1.1163522
shirt,0.5763148,0.97885495,1.1580405,0.6149935,1.1775199,1.1494989,1.1848654,1.3877721,0.6848823,0.4924209,1.3633577,0.63808036,0.42713344,0.54277647,0.90605,1.3566658,1.4236724,1.4364936,1.1487237,1.2669854,1.3765527,1.3268468,1.2878227,1.0722815,0.7338681,1.2676184,1.3184426,1.0709106,0.62893057,0.8834149,1.4480963,0.90259993,1.4282018,0.99781436,1.0763717,0.8573335,1.2878854,1.1436458,0.44496512,1.0025036,1.3139566,1.4310639,1.1819453,1.2506092,0.8621343,1.056814,1.2037992,0.91387284,1.2100132,0.66263217,0.80104446,1.2546015,0.9683464,0.3611638,1.1540744,0.74829465,1.4352019,0.9094624,1.1003013,1.0880408,1.0821372,1.2319819,1.0291696,0.8266428,1.4007595,0.41258585,0.4208982,0.8008464,1.4132347,1.3456872,1.1422377,1.101543,1.274612,1.3848056,1.2708931,1.4548037,0.99707055,1.2962701,1.211873,0.0,1.0588,0.4964875,0.8892878,0.6879498,1.5208793,0.8535075,1.2704312,1.1209108,1.1268476,0.8160038,0.70726496,0.5565716,0.5886059,1.3480929,1.0551113,0.91423696,1.1037232,1.4190793,1.0273142,0.9339833,1.2120603,1.2672374,0.777604
shoe,0.97671705,0.7604102,1.0404168,1.0795178,1.0452607,0.99500936,0.9832465,0.9349412,1.1525413,1.0186278,1.150988,1.0187155,0.9963851,0.9768029,1.0887312,0.89721316,0.9998739,0.7876905,0.9049353,1.0464337,0.8956381,0.9948118,0.97914964,1.187183,1.0475305,0.99062246,0.9676496,1.0576029,1.0411156,1.0392778,1.0313547,1.0712947,1.1171407,1.0814534,0.87585104,1.2048601,1.079251,1.115564,1.0400745,1.047893,1.158325,1.0390375,1.0561829,0.9778305,1.1090466,1.0468775,0.70427984,1.0810226,0.50928015,1.0647823,1.0276265,0.92546207,0.7828227,1.0055587,1.0198023,1.1147941,1.145273,0.39784986,1.0329984,1.1858352,1.0354617,1.0694548,0.9606952,1.1165544,0.91158503,1.0307702,0.9926985,0.9574605,1.1515726,1.1375849,1.0402509,1.0352107,1.0488014,1.056199,0.6517758,0.985623,1.0952842,1.0674081,0.8622589,1.0588,0.0,1.0692972,1.1445028,0.95395905,0.69482183,1.0487734,1.0321556,1.0797822,0.8989514,0.9782079,0.74865955,1.0483062,1.0307184,1.0317361,0.9749468,1.0821023,0.80118334,0.8171463,1.0371156,1.0593358,0.9272106,1.0147896,1.2136707
shorts,0.779763,0.9015391,1.0283818,0.8049575,1.1130465,1.0959371,1.1685269,1.336871,0.8204502,0.6947929,1.2034333,0.74055696,0.43659872,0.6403045,0.83303654,1.3363321,1.4417734,1.3485693,1.1959223,1.1482286,1.3128226,1.245729,1.2539427,1.0919049,0.76836276,1.2564272,1.2282197,1.0080338,0.8001481,0.94312537,1.3838705,0.9755453,1.4519614,0.86322975,1.0989872,0.9997178,1.186461,1.0011275,0.8363766,0.89984405,1.3344543,1.4371034,0.96601444,1.201756,0.87097746,0.99046487,1.0523641,1.0431192,1.1949356,0.7309046,0.768977,1.1089987,0.89578396,0.39571214,1.0507953,0.91721743,1.4313494,0.91994834,1.1246257,1.019348,0.88634944,1.1316767,0.9537281,0.95073456,1.302809,0.7144589,0.37096632,0.8540245,1.3541543,1.3131907,0.9023889,1.0695827,1.323177,1.3077037,1.1744102,1.3482752,0.84470063,1.2415638,1.1451474,0.4964875,1.0692972,0.0,0.9050687,0.80242044,1.3940208,0.967144,1.235201,0.88891697,1.0076237,0.6924701,0.8508339,0.8070724,0.7212584,1.3486886,0.9341343,1.033684,0.9139781,1.4245483,0.9599225,1.0328434,1.0869794,1.131314,0.9600939
sink,0.8293255,1.2220232,1.2276033,0.8699281,1.2396398,1.2397887,0.76436853,1.1386696,0.44779444,0.83593124,1.2190175,0.9123419,0.82108057,0.86173874,1.0245861,1.1553099,1.1771946,0.9387443,1.1411185,1.3125106,0.86187863,0.78746045,1.1056747,0.85946643,0.8388132,1.1429535,1.1421001,0.8139831,0.855566,1.0879819,1.1803776,0.85741234,1.2085273,0.6839438,1.1158355,0.7592828,0.71982825,0.9737281,1.0786799,1.1407661,0.9778501,1.2155938,0.97078604,1.1952711,0.7948968,1.2007365,1.2437764,1.0096545,1.2459896,0.9874099,1.0555546,1.1832376,0.9715272,0.89865,0.9740671,0.89415157,0.9635743,1.0702324,1.082671,1.1164767,0.6522242,1.1272988,1.1722909,0.68723744,1.1248456,0.92172354,0.8138825,0.9431852,1.1736655,1.1474916,0.6346046,1.1651886,1.1023971,0.90857315,1.2217463,0.93949175,0.63831395,1.0594577,1.1757822,0.8892878,1.1445028,0.9050687,0.0,0.8847208,1.2174535,0.8555697,1.043895,0.77776587,0.99680364,0.8809534,1.0852009,0.9416045,0.7718539,1.2065784,1.1233673,1.1215798,0.89421844,1.3815775,0.83195376,1.1102815,1.0064915,1.3037622,0.72935873
slide,0.7219519,1.1228969,1.258386,0.83954436,1.1121092,0.9863968,1.238847,1.1009133,0.56072414,0.5177516,1.4881988,0.5201293,0.7782662,0.51471776,0.77789927,1.272765,1.3412771,1.2416815,0.91202575,1.2620159,1.0248606,1.282949,1.243473,1.156867,0.48482168,1.3556273,1.0629772,0.8295473,0.6225642,0.9100884,1.3604479,0.5631774,1.3847357,1.1011816,1.2053258,0.92722416,1.2546852,1.3352234,0.89030486,1.2368392,1.3102988,1.4071672,1.2300639,1.3458471,0.8580246,1.3830959,1.3120629,0.722185,1.0374463,0.98489094,0.96257746,1.3450195,0.9425088,0.6463996,0.98575747,0.71395415,1.4760329,0.7717928,1.0894394,1.3339378,1.1115366,1.3769634,0.8366542,0.6942576,1.3332217,0.6798187,0.67115355,0.6662692,1.4238753,1.3906951,1.1517717,1.0236156,1.2719717,1.3312427,0.9983096,1.4821668,1.1048964,1.325454,0.8240082,0.6879498,0.95395905,0.80242044,0.8847208,0.0,1.440851,0.5759272,1.3050535,1.377228,1.0132837,0.88272023,0.70343435,0.6621517,0.4549209,1.2639489,1.3607813,0.57533693,1.0045288,1.1907516,0.8841396,0.9511919,0.98329824,1.4318364,0.78423893
slipper,1.3529153,0.9448767,0.8133698,1.3317869,0.7756879,0.8806845,0.9109615,0.7623997,1.5137973,1.6083533,0.3743934,1.5647612,1.5209908,1.5754592,1.2568355,0.6600771,0.37132245,0.37877345,1.0467323,0.8576978,0.6845835,0.6967558,0.60966337,0.9735371,1.4913123,0.5522783,0.69297814,1.165537,1.4890766,1.2598435,0.31886792,1.4844706,0.36356568,1.1042587,0.7660464,1.2847983,0.8367179,0.7543415,1.3583546,1.0050324,0.6970242,0.5729147,0.7221478,0.7544903,1.1975529,0.67627597,0.5097796,1.2667288,0.71128505,1.2290714,1.3761016,0.32638347,1.0410293,1.4963709,1.1087945,1.4413486,0.40198338,1.0020088,0.85260487,0.69038296,0.94826216,0.53458846,1.1638244,1.4239647,0.5045159,1.5135152,1.3918657,1.4818518,0.34318215,0.46165055,0.82314587,1.173197,0.73892117,0.60239613,0.7205402,0.31120467,0.95235133,0.7392057,0.8539772,1.5208793,0.69482183,1.3940208,1.2174535,1.440851,0.0,1.2852832,0.6421857,0.75123525,0.8693991,1.2688262,1.3321091,1.3177862,1.6263971,0.58743143,0.7438366,1.2841746,0.7901437,0.36081445,1.1601558,1.2154468,0.99284345,0.37633228,1.4883654
snow,0.8201763,1.2033901,1.2543724,0.92803335,1.103385,1.046794,1.1401682,1.2050213,0.6045446,0.58849,1.239248,0.71971124,0.86861646,0.5686232,0.8774905,1.2174382,1.1948847,1.1704092,1.0351696,1.031884,1.1263094,1.3050194,1.1530911,1.0573319,0.7837593,1.1462204,0.91071755,0.8465899,0.7231095,1.084202,1.2729937,0.80920506,1.2006503,1.169417,1.1813879,1.0424842,1.1996118,1.286478,0.96128,1.1799445,1.1174946,1.2283192,1.2277383,1.0752141,0.8824704,1.2621129,1.1196911,0.64878374,1.188328,1.0471474,1.0762554,1.2670147,0.90642273,0.7240639,1.1107374,0.78589755,1.2967048,0.96484435,1.0197195,1.1356057,1.0715282,1.2605532,0.9589819,0.7907393,1.1377827,0.77924645,0.82835436,0.74688995,1.1462818,1.1426332,1.1033317,0.97848076,1.1817973,1.0116282,1.1653991,1.2428482,1.1096504,1.2499728,1.0101596,0.8535075,1.0487734,0.967144,0.8555697,0.5759272,1.2852832,0.0,1.1711524,1.285198,1.11669,0.9556745,0.91174036,0.81625533,0.479765,1.1315902,1.2547832,0.9173223,0.9211339,1.2392336,1.0429968,0.9619351,1.2333188,1.3528712,0.84924185
