,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
rooster,0.61229545,1.207853,1.0242908,0.9960685,1.059468,1.1626775,1.1128495,0.9983553,1.1139556,0.97614497,0.89922404,1.0286276,1.1955793,1.1413965,0.94150645,0.77200484,1.0106357,1.1335223,1.0501083,1.1493491,1.1473929,1.0367155,0.96544814,1.0307882,1.18458,0.8520962,1.2339804,1.1105725,1.0416224,0.49688613,1.211509,0.8894182,1.0429277,0.88250446,1.0741674,1.0891662,0.95287836,1.1271598,1.1065261,0.8796261,1.1739631,1.0237756,1.1558883,1.0795122,0.5166576,0.8618951,0.97656083,1.0822347,1.0026848,1.0512266,0.97985035,0.8814246,1.0686905,0.92363137,0.96417654,1.0996171,1.1560689,0.76199955,0.8770158,0.9696026,1.1092178,1.0049644,1.030901,0.97614366,0.8041675,1.0024334,1.0191876,0.925174,1.070277,1.0247792,0.9953151,1.1080272,1.1182249,1.0030433,1.13273,1.2099891,1.0361485,0.9134874,1.0316619,0.9293368,0.9996428,1.0869313,1.2080595,1.0731603,0.90768945,1.0436345,1.0564288,0.5801966,1.0132837,1.1469603,0.9203422,1.1485858,1.1483799,1.1260478,0.940469,1.1735752,0.88887036,0.90644175,1.108115,0.7650661,1.0463183,1.1003511,1.0180368,1.0539851,0.0,1.0451262,0.9747409,1.0666723,1.0459803,1.0904919,1.1613797,1.0734092,0.7883234,1.0677147,1.1255022,1.133565,0.99614674,1.1207619,1.2381254,1.017431,1.0722113,1.0012034,1.0251955,0.89749557,1.0105227,0.9768679,1.0910041,1.1167691,1.0465581,1.080765,1.2088091,1.0593607,0.9773415,0.99639237,1.0998514,1.0746955,0.8087852
sauce,1.0611904,1.0210376,0.9083416,0.97514457,1.1803404,0.9987336,0.8540682,0.8678242,1.0890266,1.0439153,0.9841401,1.1729801,1.0248514,1.1707183,1.1975753,1.0340409,1.1303589,1.0338848,0.9960502,0.9799259,0.63156664,1.0736771,0.82940716,0.9574412,0.9208435,0.9855025,0.91367555,0.96823156,1.0045784,1.1040723,1.1677718,0.7267329,0.9025457,1.1242,0.6542404,1.1590018,0.9075803,1.0864878,1.2054495,1.0126194,1.0272925,1.162189,0.92016065,0.878881,1.089551,1.1340172,1.0627328,1.0783603,1.224628,0.77328783,1.1022645,1.1745089,1.1737124,0.932673,0.9394078,1.0851803,0.9044997,1.00481,1.0257117,1.16698,1.1155574,1.061011,0.9756717,1.1953981,0.8160191,1.157628,1.145339,1.0185916,1.0680683,1.1663076,0.91167176,1.2168182,1.0163499,1.1785442,0.9395397,0.7539114,0.98338276,1.0687511,1.062692,1.1007823,0.75715053,1.0644962,0.9432512,1.0921999,1.1050433,0.77594715,0.971128,1.0749285,1.2212998,1.1859994,0.9765665,1.0469681,1.0782138,0.823645,1.0526255,0.8959238,0.8920939,1.0263453,0.64987123,0.98037666,1.0516423,1.2279236,1.0109428,0.9289162,1.0451262,0.0,1.1141942,1.0987241,1.1991851,1.075876,1.173357,0.8681593,1.1128428,0.82364875,1.0197783,1.0782297,0.91506946,0.9864281,1.1087263,0.44628507,0.7424005,1.034505,0.97160983,1.0664495,1.1030042,1.1133578,0.90329254,1.1320508,0.9777836,1.1070356,0.9826103,1.0139476,0.83574134,0.9255061,1.0654871,1.1699059,1.0648997
scarf,0.97921455,1.2484763,1.2353224,0.91733515,0.752496,1.0664251,1.1863371,1.2464955,1.032206,0.76523495,0.99078345,0.69550097,1.355988,0.6424207,0.8009783,1.0097499,0.8369589,0.9731653,1.0003401,1.3120403,1.2486296,0.87889576,1.2990578,1.0404823,1.2133178,1.2433449,1.3921494,1.2747173,1.0596514,0.9232397,0.9283052,1.0225428,1.0774683,0.9391716,1.2071731,0.8630713,1.2147918,0.9777091,0.7646028,0.97634274,1.1794899,0.8314592,1.3074176,1.2919502,0.9984346,0.9617873,1.0959084,1.3362912,0.8360469,1.1691638,0.9539945,0.57354605,1.1330101,1.2424754,1.0115836,1.1662358,1.2160535,1.0893264,0.8081899,1.0515815,1.146922,0.8033546,1.0497196,0.8125835,1.0639963,0.9603931,1.1927305,0.83204365,0.7461376,0.96160334,1.0728997,0.7939833,1.3158854,0.9261163,1.3337884,1.2555728,0.98037034,0.8746407,1.1205964,0.92974865,1.310854,1.1452023,1.3804517,1.1808321,1.2321568,1.173389,1.0934644,0.89387023,0.7188643,0.88862,0.8279965,1.2528772,1.1464992,1.2249143,1.0157262,1.3331015,0.83640933,0.9949829,1.2132838,0.9099078,1.1598934,1.210719,0.96967506,0.9332,0.9747409,1.1141942,0.0,0.8063903,0.6378642,1.0275004,0.9120832,1.0742806,0.75321716,0.9715966,0.77038074,1.3603523,0.9519284,1.2043663,1.231801,0.9299372,1.2577682,0.67139363,1.2188917,1.2321194,0.66522837,0.6396702,1.2320318,1.2286496,1.2926507,0.61834,1.3671772,1.0795242,0.76583236,0.9111865,1.1879628,1.2570105,0.83081126
scissors,0.86000943,1.1101407,1.277153,0.9574268,1.0126234,0.9449213,1.1184859,1.1533813,0.70488286,0.71028256,0.88337344,0.91737324,1.228525,0.79105496,1.0336215,1.0634165,0.9204734,0.67369676,0.84371305,1.1657991,1.0301595,0.7899556,1.3028034,0.91644585,1.0183948,1.1854506,1.1886114,1.1110964,0.9824258,1.0432242,0.89522773,1.1554654,0.7669481,0.99278975,1.1919025,1.1029868,0.98356086,0.8173762,0.9800912,1.1114862,1.0818032,0.6547866,1.1609118,0.99013907,1.0967966,0.99087524,1.0116452,0.978374,1.0101875,1.2341453,0.8321479,1.0794605,1.2404841,1.2410033,1.0489428,1.1002065,0.73195064,0.9914071,0.9444877,1.2205802,1.0820515,0.8297254,0.95658094,1.1053824,1.0265557,1.0477158,1.241404,0.91655755,0.18443537,1.0376102,0.963286,1.1166545,1.1086135,0.91717404,1.1052464,1.1366885,0.9538897,0.9608823,1.0241442,1.0205266,1.1299107,1.2846675,1.1152029,1.1212215,1.1692196,1.2204484,1.0607005,0.9101897,1.0194348,1.1366093,0.9587641,1.0459144,1.0029254,1.2662909,1.0621417,1.2154875,0.99686193,1.0203454,1.0285921,0.9618346,1.3239914,0.96287507,1.0116444,0.91601163,1.0666723,1.0987241,0.8063903,0.0,1.0655389,0.78924847,1.1978085,0.4633329,0.8036589,0.88883543,0.71852356,1.0842993,0.9560657,1.1420068,1.081548,0.9376712,0.8628952,0.75577,1.206263,1.2397934,1.1350148,0.7735723,1.0341064,1.2942753,1.2345687,0.62142366,1.1218687,0.9442442,0.72217286,0.96751887,0.8636632,1.1758534,0.98242617
shirt,0.885764,1.2183068,1.3830366,0.9412742,0.42612696,1.2802184,1.4106382,1.4003161,1.1188223,0.72779536,0.93954,0.47189873,1.3373286,0.5754299,0.39083135,0.85889053,0.58695245,1.0629371,1.1894652,1.4805305,1.4332731,0.8879502,1.3094069,1.3518157,1.2998257,1.3001778,1.3949722,1.1514832,1.0357308,0.930458,0.7259139,1.1302614,1.3070087,0.7000206,1.2089335,0.546817,1.2002891,0.92603046,0.5197311,0.84100604,1.4756186,0.7820587,1.4863199,1.1862515,1.0701946,0.9973376,0.85114396,1.2905847,0.3931312,1.335564,0.93734884,0.46744454,1.0853087,1.3219085,1.121642,1.1507436,1.4339813,1.2828045,0.7663038,1.0975065,1.0399934,0.81285846,1.3854729,0.6477274,1.0230032,0.74753016,1.2327639,0.73242986,1.0435585,0.68681186,1.0943257,0.32422686,1.4524142,0.7901926,1.4815066,1.1685234,0.9619133,0.8333328,0.9696259,0.926877,1.4178052,1.2890038,1.4200633,1.0880045,1.2893664,1.3332216,0.8483212,0.8030266,0.25235027,0.36969012,0.8932157,1.4847968,1.4381218,1.2669768,0.99411005,1.2199495,0.8968989,1.1126004,1.4120593,1.0191365,1.0164211,1.0044259,0.6886877,0.83532435,1.0459803,1.1991851,0.6378642,1.0655389,0.0,1.0908912,0.34227663,1.2517849,0.7201618,0.98388547,0.82356465,1.525398,0.79001284,1.3250751,1.0673585,1.039479,1.5094163,0.75680447,1.2848154,1.2070498,0.3036096,0.5769056,1.5171357,1.2511643,1.4047644,0.9294505,1.3920414,1.4498309,1.0058765,0.94798905,1.2041595,1.3547258,0.71874154
shoe,0.84906816,0.6873388,1.1985781,1.0405669,1.066856,0.993516,1.0352886,1.0415672,0.835438,1.0639611,1.0635433,1.0259075,1.1479278,1.0098537,0.92107356,0.97104084,0.92172843,0.89002633,0.8989036,1.0650972,1.0084938,0.84637463,1.1450716,1.0591692,0.8842861,1.1099755,1.0355315,1.1611001,0.96775466,0.9913185,1.006471,0.9139164,0.9162806,1.132626,1.1731203,1.0270252,1.0581608,0.8348642,1.0012596,0.9322181,1.1808288,0.9576266,1.0986243,0.88046336,0.9664634,0.8542422,1.1370125,0.9813319,1.0212039,1.1985615,1.03803,1.0613729,1.0743301,1.030468,0.9941414,0.55251646,0.8693106,0.86724925,0.9002298,1.078103,0.4956156,1.1049227,0.8311062,1.0327687,0.99915785,0.92877954,0.99896115,0.97045994,0.7858689,0.93585724,0.912457,1.0115492,1.1567476,0.92743677,1.1736605,1.1694207,0.9452945,0.64819133,1.0112057,0.950429,1.0014262,1.2280793,0.91570807,0.97664857,1.1039646,1.1933811,1.0876468,1.08768,1.0424283,0.9457255,0.9627306,1.1530777,1.1524422,1.0121131,1.0538915,0.977608,0.9351698,0.95187944,1.0734916,0.99679947,1.0675005,0.7720591,1.1499653,1.1160319,1.0904919,1.075876,1.0275004,0.78924847,1.0908912,0.0,0.9964577,0.8384783,1.0528301,1.0187778,0.9340158,0.64669526,1.0959553,1.1355808,0.6796455,0.9843707,0.95970863,0.91319746,1.1603429,1.0070463,1.1054221,1.054553,1.0379105,0.9395187,1.1537505,0.9284476,0.93960595,0.9665692,0.84958583,0.98822284,0.9371869,1.0823863,1.1545541
shorts,0.9360597,0.92210495,1.255796,1.0375444,0.5075976,1.2315015,1.3435159,1.304106,1.1909386,0.8914955,1.0404539,0.5267769,1.0136024,0.64605,0.52709764,0.7852521,0.64214337,1.1614338,1.3082364,1.4220095,1.3563387,1.0554912,1.0890155,1.3062348,1.2912104,1.2043533,1.25385,1.0882666,0.86366165,0.99313986,0.6553719,1.1528479,1.4162769,0.7617199,1.1796979,0.6889633,1.1223321,0.8356254,0.49506694,0.7335601,1.379431,0.9023473,1.4380796,1.1168416,1.1099447,0.96730566,0.90236133,1.1205953,0.5503443,1.1841233,1.0196973,0.7172606,0.8549048,1.0957441,1.2422159,0.85895264,1.4393009,1.319628,0.92093724,0.985671,0.81609464,0.94044715,1.4210404,0.67528284,0.9979571,0.7555394,1.134596,0.880131,1.1382711,0.5959214,1.1620927,0.19214809,1.2722797,0.88581485,1.3977842,1.0526935,1.0406282,0.76646876,0.8946402,0.9481766,1.3528941,1.1661885,1.1912787,0.95560837,1.1691439,1.1993957,0.85011417,0.99903244,0.4708414,0.12727654,0.9098967,1.3357759,1.3309288,1.1378438,0.85709643,0.97183985,1.013536,1.2561805,1.4001253,1.0621744,0.76103824,0.7996609,0.8089388,0.94517374,1.1613797,1.173357,0.9120832,1.1978085,0.34227663,0.9964577,0.0,1.2698094,0.9103037,1.04499,0.9107474,1.2990521,0.87766594,1.273511,0.71934485,1.0994616,1.4754738,0.93455565,1.2377517,1.0908651,0.48900992,0.75391555,1.4842361,0.9923702,1.2560138,1.05699,1.1756268,1.5169477,1.1405325,1.0745863,1.1812551,1.1439954,0.88821614
shovel,0.8976818,0.9158477,1.0590379,0.9737208,1.1149517,1.0316283,0.92241627,0.85057056,0.8528539,1.0693201,1.0908376,1.2593924,1.1529086,1.1596758,1.1194761,1.0319611,1.2072127,0.9227989,0.92442995,0.89537656,0.5992672,0.9571728,0.93108326,0.9282361,0.7149787,0.96946764,0.95403457,1.138619,0.7727806,1.1098765,1.0739635,0.8673127,0.8990401,1.1970506,1.2195177,1.187562,0.91782767,0.9591616,1.2175645,0.9778547,0.9835855,1.0061579,0.8367475,0.6692058,1.0500596,0.9438496,1.1251545,0.8866743,1.0978076,1.012685,1.1384548,1.2362394,1.1063414,1.0437607,1.0386589,0.90495485,0.486233,0.8922301,0.92048293,1.1467465,0.9055059,1.2320433,0.77533305,1.2421606,0.8577261,1.0017413,1.0989126,1.0992142,0.5401422,0.9961288,0.85023403,1.2504904,0.93713725,0.9160835,0.9685959,1.0081527,0.9256088,0.8790631,0.98582834,1.1414306,0.81821775,1.214327,0.83632886,1.0091158,1.1211333,1.0087878,1.0491433,1.2025573,1.2373534,1.2050024,0.97001916,0.9124726,0.9044821,0.96553814,0.8931861,1.0951544,0.93455,0.9751703,0.6756948,1.1074429,1.0904936,0.84941995,1.0634389,1.1957343,1.0734092,0.8681593,1.0742806,0.4633329,1.2517849,0.8384783,1.2698094,0.0,1.1310397,0.7528926,0.89414203,0.9045759,1.287163,0.91308236,1.0235599,0.701108,0.45702773,0.96776396,1.0490147,0.9960893,1.261597,1.14062,0.80259955,1.1083457,1.0076287,0.74702954,0.89900374,0.8807034,0.69590205,1.0710509,0.7379931,1.1048713,1.1848179
shower,0.8504082,1.4223742,1.4703094,0.91921586,0.7939576,1.268662,1.4332635,1.4775667,0.7523111,0.37088698,0.79867744,0.49132532,1.4414077,0.5903907,0.847113,1.0157661,0.614554,0.8030317,1.0538921,1.4027177,1.3030679,0.64271665,1.4558824,1.2006708,1.1912746,1.2136223,1.2439908,1.1720045,1.2322083,0.6851245,0.76150036,1.1579049,0.96323615,0.42356873,1.2367365,0.8736284,1.140126,0.9863633,0.6036667,0.9694683,1.4581443,0.45040226,1.3991845,1.1843954,0.8234361,1.0908132,0.5624096,1.1071639,0.73390615,1.3768039,0.6971793,0.79789734,1.355865,1.4137571,0.98502654,1.3185103,1.3205276,1.2666931,0.80858433,1.3195293,1.2611076,0.6691001,1.296061,0.9576646,0.9136687,1.098277,1.4447271,0.71836925,0.728022,0.9410716,1.0059742,0.78092825,1.4498894,0.5904541,1.2738686,1.2638825,0.9170627,0.96962917,1.0446154,1.0416574,1.2998124,1.3642259,1.4248571,1.4059502,1.2798021,1.3623548,0.608295,0.5839031,0.6854963,0.832252,0.86630934,1.4977696,1.4507614,1.3593149,1.1515574,1.266806,0.84044945,0.88702255,1.3104824,0.9048225,1.3407958,1.113763,0.46340322,0.76441854,0.7883234,1.1128428,0.75321716,0.8036589,0.7201618,1.0528301,0.9103037,1.1310397,0.0,0.73778343,0.76740324,1.4961079,0.6142936,1.3249904,1.242675,0.9219721,1.3859372,0.6075134,1.3367562,1.2504547,0.81562746,0.46979213,1.4284532,1.4618624,1.4453399,0.94278103,1.3806612,1.3176583,0.69146925,0.8957007,0.9502055,1.4422987,0.4009226
sink,0.88412917,1.2370646,1.3497792,0.96002316,0.88355905,1.1943957,1.0750208,1.3082774,0.8452027,0.4468224,1.1259588,0.7881111,1.2761312,0.8027811,0.96133274,0.98439234,0.8835811,0.9052435,1.0093734,1.1283808,0.52208954,0.72432023,1.2474872,1.2070289,0.6739032,1.1769422,0.9000159,0.9562046,1.0611255,0.98413634,0.80545694,0.8863117,0.8941844,0.7920557,1.1026298,1.0321472,0.7668419,0.95457965,0.77756566,0.94944304,1.3372974,0.7072388,0.98581535,0.7449654,1.038815,1.1630934,0.81342614,0.8950095,0.9333854,1.2710798,1.0856732,1.0810462,1.221593,1.1726251,1.0884912,1.1568272,1.0301359,1.1710498,0.5843833,1.3477821,1.1127982,0.9165022,0.93713295,1.074098,0.94757706,0.9323583,1.3710895,0.8888051,0.8616806,1.0307256,0.80013657,0.9994697,1.2242548,0.643321,1.1254258,0.84460837,0.86927557,0.864927,1.0915084,1.0966756,1.0047345,1.3431705,1.0467756,1.2125149,1.3703134,1.2753009,0.633466,1.0299397,0.95649743,1.0119051,0.7266462,1.3534484,1.3205416,1.2984393,0.9158461,0.9454886,0.9456798,0.9451518,0.7647101,1.1361696,1.2261298,0.95740384,0.5883462,0.9748913,1.0677147,0.82364875,0.9715966,0.88883543,0.98388547,1.0187778,1.04499,0.7528926,0.73778343,0.0,0.8455818,1.3180404,0.9046745,1.2778249,1.1211901,0.5673361,0.85457575,0.65828,1.2851696,1.2126384,1.0100573,0.6088054,1.0951834,1.3500401,1.3424797,0.8629399,1.1105131,1.1909289,0.5028152,1.0888153,0.9214175,1.4221101,0.80789626
slide,0.9044719,1.0219678,1.3076509,0.7030601,0.88556546,1.1043516,1.1499563,1.0766315,0.7826807,0.46444273,0.96429795,0.6316953,1.312577,0.5629391,0.77494323,1.042269,0.61065316,0.42304778,0.855084,1.3494017,1.1524967,0.6979739,1.3342923,1.193765,0.9110841,1.3517904,1.2246726,1.1016788,0.88120747,1.1397731,0.6364894,1.1078012,1.0314839,1.034714,1.1777772,0.9551079,1.0825181,0.7795626,0.693108,1.002266,1.2305269,0.4999513,1.3154483,1.125006,1.2108104,0.92617786,0.9878637,1.1347135,0.8085476,1.2489262,0.6947566,1.0436856,1.1782529,1.2265954,1.136694,1.0793449,1.1390133,1.0314287,0.9445379,1.3274446,1.0070887,0.58286273,0.9303232,1.0827109,1.0132304,0.9064209,1.255374,0.84043187,0.8377094,0.8543147,1.031118,0.8199108,1.3896372,0.876377,1.3609378,1.2095542,0.9691828,0.75448143,1.090755,1.0360283,1.2229033,1.3731394,1.0931841,1.2049682,1.3491526,1.2424126,0.9942159,1.0649048,0.71737796,0.8391274,0.86731404,1.2890875,1.2629547,1.2715833,1.0166126,1.1471374,1.0031935,1.1309139,1.1634183,1.0021287,1.2820243,0.94605815,0.9134422,0.8199825,1.1255022,1.0197783,0.77038074,0.71852356,0.82356465,0.9340158,0.9107474,0.89414203,0.76740324,0.8455818,0.0,1.3318658,0.91324925,1.2334801,1.1025366,0.9447373,1.2186857,0.5839393,1.299427,1.3559225,0.9492912,0.5670929,1.2604778,1.3287772,1.3754019,0.6014027,1.1137195,0.89403427,0.7548591,0.95601064,1.0168039,1.3433887,0.8602346
slipper,1.2500341,0.4629591,0.45795858,1.1648782,1.4707053,0.7218443,0.57271993,0.47608894,1.0754833,1.5584179,1.1373985,1.5687535,0.40886223,1.490284,1.410475,1.1509738,1.4440749,1.0435772,0.8988329,0.37894994,0.6671153,1.3127096,0.61899054,0.7990557,0.7433495,0.68644226,0.53548837,0.737869,1.0489023,1.1586984,1.2602973,0.9820477,0.86427504,1.4133766,0.8502358,1.2245768,0.91118556,1.1938462,1.4607443,1.2559371,0.3843087,1.4823161,0.41662443,0.7057866,0.9771943,0.91865516,1.2750293,0.7552395,1.424714,0.6503867,1.2242109,1.2891805,0.76243806,0.5848717,1.0107245,0.6246917,0.5872236,0.73002905,1.4050677,0.60348797,0.6602766,1.3786976,0.70323443,1.200346,1.1449162,1.2087228,0.3878491,1.3385874,1.1603945,1.2861185,1.0931902,1.4059526,0.36788964,1.3249159,0.47933078,0.8448538,1.1701765,1.2100587,0.8939266,1.0824015,0.64353997,0.50370264,0.5250768,0.67067146,0.5265826,0.646304,1.2872412,1.2536244,1.5006566,1.3570008,1.3458627,0.35776472,0.42993975,0.5603414,1.115619,0.69339865,1.2278839,1.0733292,0.64028287,1.1286776,0.8006769,0.8286445,1.4925494,1.2971857,1.133565,1.0782297,1.3603523,1.0842993,1.525398,0.64669526,1.2990521,0.9045759,1.4961079,1.3180404,1.3318658,0.0,1.2701936,0.54141164,0.6206441,1.3197532,0.50810045,1.4249084,0.52262175,0.55946755,1.4252641,1.5924354,0.33337307,0.42909145,0.37977993,1.2663532,0.51955783,0.49474436,1.3314314,1.1998646,0.8205248,0.3057915,1.4987636
snow,0.82890785,1.3137339,1.2406396,0.90747845,0.8973737,1.175065,1.2814057,1.3116233,1.0420284,0.5690978,0.58987087,0.55627316,1.1238898,0.6293384,0.9186298,1.0133749,0.55388206,0.7621706,1.1317284,1.3317742,1.2011191,0.9855938,1.2773277,1.1185029,1.2147207,1.1693949,1.1741061,0.8524147,1.2435175,0.95703614,0.8500005,1.0448455,1.1215179,0.7730044,0.9193044,0.9534688,1.1270365,1.0813183,0.6884446,1.0974681,1.2358838,0.8132601,1.3544832,1.0342159,1.0648992,1.2692707,0.8268863,1.1559265,0.88951546,1.2591097,0.6267533,0.9361877,1.2593946,1.04471,1.0249509,1.2153721,1.2219772,1.1457014,1.0104222,1.2527274,1.1575367,0.7028666,1.3907388,0.9926717,0.9904757,1.1946781,1.3485111,0.76926434,0.9246619,0.95955646,1.1200273,0.7352289,1.157264,1.052148,1.187666,0.972906,1.0712233,0.99378836,0.98690945,1.1311867,1.2050841,1.216606,1.1127008,1.2410682,1.1841341,1.2528329,0.80771244,0.5608192,0.758793,0.8318412,0.9381322,1.220855,1.2425194,1.1705743,1.0839186,0.8789613,1.0162178,1.0714062,1.1578866,0.9518418,1.2167377,1.1363325,0.74095917,0.5027202,0.99614674,0.91506946,0.9519284,0.9560657,0.79001284,1.0959553,0.87766594,1.287163,0.6142936,0.9046745,0.91324925,1.2701936,0.0,1.3247085,1.0007619,0.8993516,1.1636949,0.84565043,1.1294804,1.1275334,0.8789455,0.605318,1.291672,1.3110687,1.2110424,1.1147689,1.0935781,1.3454385,0.9675077,0.93031543,1.0986667,1.3030863,0.73024094
soap,1.326731,0.8320449,0.4152596,1.1642299,1.3804085,0.73009807,0.7391192,0.40819478,1.0746349,1.4165782,1.1465806,1.4649985,0.61978954,1.4155794,1.4096591,1.2271144,1.4464079,1.1541111,0.95262104,0.3227638,0.7516333,1.2050439,0.6731525,0.71960676,0.7907225,0.6623801,0.6117054,0.8977371,1.002642,1.1694666,1.3220997,0.93988585,0.8754246,1.2559783,0.9149106,1.1352892,1.0522114,1.1796329,1.4380167,1.2386249,0.41573167,1.3584139,0.3761074,0.9230201,1.0217737,1.0113707,1.1410568,0.9687528,1.254596,0.6036553,1.1838194,1.2048932,0.94747144,0.815277,0.8073346,0.99952763,0.74115926,0.88450235,1.2771978,0.78227913,1.1017394,1.2600455,0.8525703,1.1778419,1.0766661,1.2948467,0.61555797,1.2974887,1.2175379,1.2099768,0.87857634,1.3409773,0.53687525,1.2430291,0.45717448,0.95463985,1.053509,1.37247,0.9329219,1.0682665,0.76831746,0.54561067,0.80107176,0.84901965,0.68207407,0.5870588,1.2009578,1.2535076,1.3321688,1.293911,1.2993654,0.49341542,0.48741996,0.6541931,1.0504603,1.0424817,1.0859206,0.9062805,0.615018,1.0303985,0.9084208,1.1103544,1.270184,1.233893,1.1207619,0.9864281,1.2043663,1.1420068,1.3250751,1.1355808,1.273511,0.91308236,1.3249904,1.2778249,1.2334801,0.54141164,1.3247085,0.0,1.0545123,1.1170961,0.69439185,1.3179227,0.5411415,0.771021,1.1956716,1.4564184,0.47405696,0.7124023,0.43815917,1.2166153,0.7411864,0.53345895,1.2391071,1.0458355,0.8819206,0.53688425,1.3137677
sock,0.9589258,0.54731214,0.9922016,1.0372214,0.7649621,1.0887895,1.0326197,0.9578376,1.0172999,1.1873835,1.1088942,1.0437561,0.6173415,0.9903271,0.93821007,1.0870098,0.9682033,1.069395,1.059244,0.94278353,1.0682168,1.1517267,0.9448802,0.9756271,0.95259625,0.99722016,0.75843316,0.982198,0.87302375,1.1849034,0.8086983,1.0699421,1.201488,1.1143707,0.99798983,1.0166364,0.9523315,0.77858174,0.9034495,0.87220454,0.877341,1.1729411,0.956134,0.9490382,1.1852746,1.0415633,1.086451,0.8503946,0.98487663,1.0741966,1.1445978,1.2007476,0.6808425,0.7805978,1.2083735,0.45421708,0.90260935,1.0812778,1.2444528,0.98464155,0.3321311,1.1789863,1.0639935,1.0680723,1.0771426,0.8614166,0.905534,1.2308109,1.0783244,0.8662276,1.1588235,0.82420087,0.8220167,1.1407356,0.8890254,0.81381726,0.9979172,0.7535823,0.9670295,1.0518571,1.0778382,0.97541016,0.5589378,0.7696177,0.93179727,1.0895485,0.97310364,1.2329878,1.0375171,0.76177907,0.9317763,0.77469015,0.8668103,0.809307,0.9480763,0.5867581,1.1841205,1.2144164,1.122559,1.1661627,0.7114227,0.65835917,1.1499778,1.0442218,1.2381254,1.1087263,1.231801,1.081548,1.0673585,0.6796455,0.71934485,1.0235599,1.242675,1.1211901,1.1025366,0.6206441,1.0007619,1.0545123,0.0,1.2494533,0.98927474,1.2176406,0.96159625,0.8690158,1.1258167,1.2071905,1.041762,0.64893377,0.92683005,0.9795933,0.5316121,1.1114783,1.2694409,1.1178018,0.9923176,0.7531451,1.2452314
soup,0.86577123,1.2404652,1.2016921,0.94925857,0.99989647,1.1180028,1.1133511,1.1441139,1.0618184,0.8370842,0.95026565,0.9652771,1.3443238,1.0288482,0.9942227,0.8990048,0.96174157,1.0177712,1.0151231,1.1739235,0.61353594,0.9161949,0.9403962,1.0786349,0.9735743,1.1248466,1.1747572,1.2321728,0.98436695,1.0117657,1.173749,0.5507148,0.9609517,1.0628426,1.0280961,1.1357043,0.9390475,0.9937741,1.0622524,0.79919344,1.2892318,0.99713826,1.10456,0.9069543,1.0411358,1.0579538,1.1309508,1.2511656,1.0659341,1.0177851,1.0799885,1.02019,1.2441897,1.0815562,0.9804142,1.11289,1.0221306,1.0509113,0.75801194,1.259257,1.1055868,1.0706186,1.0169059,1.0407543,0.5883728,0.99523175,1.3087237,0.8772974,0.89509356,0.9905624,0.82295537,1.083715,1.2500877,1.0116181,1.2331629,0.9028207,0.8419096,0.85226524,1.094414,1.038804,0.9078735,1.2502964,1.1552911,1.2292869,1.2679814,1.0164703,0.9647809,1.0093188,1.0457888,1.0689704,0.804348,1.320395,1.2911937,1.1669846,0.9198053,1.1013947,0.71215343,0.98540896,0.70781976,1.011323,1.1286011,1.1663795,0.91708165,0.79747117,1.017431,0.44628507,0.9299372,0.9376712,1.039479,0.9843707,1.0994616,0.701108,0.9219721,0.5673361,0.9447373,1.3197532,0.8993516,1.1170961,1.2494533,0.0,0.84155405,0.7769628,1.201927,1.1834092,1.0053115,0.84332067,1.095053,1.2952828,1.1943018,0.99234474,1.2198954,1.1857109,0.42499363,0.9385302,1.1882191,1.3901899,0.9658728
