,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
blanket,0.73842573,1.2171984,1.4725063,0.84017867,0.6891203,1.2605076,1.4298594,1.4383423,0.7954326,0.53574735,0.92303634,0.14765823,1.3855121,0.39630842,0.40185225,0.92407125,0.0,0.7866334,0.87638545,1.4904158,1.3726935,0.65618134,1.45275,1.333461,1.1537616,1.3281748,1.3346283,1.175328,1.1567059,0.88081735,0.58022434,1.109965,1.2301786,0.7091152,1.2514544,0.7553577,1.1428294,0.9087002,0.2882825,0.8209281,1.4812298,0.48941773,1.541422,1.2851905,1.0113791,0.824849,0.8896691,1.1788062,0.48961794,1.4100599,0.6422901,0.8962953,1.3289346,1.3203008,1.0853224,1.2136434,1.4114298,1.1480525,0.8368973,1.3641803,0.94523937,0.6511802,1.225442,0.95957994,0.8909725,0.97343767,1.3801025,0.7619479,0.912572,0.5679662,1.0169655,0.5196699,1.52004,0.7262764,1.5147848,1.1997863,0.93527514,0.7875507,1.0251111,1.0938944,1.4056814,1.4489168,1.163121,1.3112,1.4159106,1.3934543,0.8423548,0.6880649,0.4059868,0.57824385,0.6753416,1.533278,1.4827363,1.3455191,1.086461,0.77348363,0.81048095,1.0323417,1.3592627,0.95928967,1.1845138,0.7845979,0.76632446,0.7523583,1.0106357,1.1303589,0.8369589,0.9204734,0.58695245,0.92172843,0.64214337,1.2072127,0.614554,0.8835811,0.61065316,1.4440749,0.55388206,1.4464079,0.9682033,0.96174157,1.4593496,0.7939503,1.3670757,1.2157596,0.76642823,0.36975956,1.4436927,1.4634448,1.4350878,0.9318858,1.1347661,1.2888672,0.74997437,1.0063931,1.133662,1.493375,0.7467866
boat,1.0001677,1.0069015,1.1127977,0.8826442,1.1101493,0.90401155,0.9384456,0.9475208,0.747576,0.55808836,0.840997,0.81023026,1.0831163,0.71220905,1.0547904,1.0444329,0.7866334,0.0,0.8357485,1.164854,1.0001961,0.7938134,1.3172714,1.0664301,0.79812616,1.2944298,1.0690285,0.93561625,1.0452648,1.1160308,0.7984479,1.1842155,0.8106706,1.096757,0.9775194,1.0902326,1.0176574,0.90607786,0.8724839,1.1882167,1.0007504,0.66196024,1.1664221,0.966859,1.149453,1.0946848,1.014494,0.9508777,1.0066749,1.0984768,0.639064,1.1179417,1.2294368,0.9550563,1.0238261,1.1474595,0.9131911,0.79615945,1.0582762,1.2639638,1.1008233,0.55423415,0.8703064,1.1681385,1.0527354,1.1721985,1.1486235,0.9465734,0.8245883,1.106637,1.0370861,1.0205946,1.1801137,1.0451748,1.1427366,1.0797889,1.0544813,0.97708476,1.0851845,1.1424514,1.067463,1.2578177,0.9994487,1.1762733,1.2223629,1.0843443,1.0747987,0.969967,0.9564674,1.0963364,0.9993175,1.0748616,1.1198392,1.140156,1.0461415,1.0399647,1.1176999,1.0205631,0.9951568,1.0409476,1.320122,1.008435,1.0276328,0.7646261,1.1335223,1.0338848,0.9731653,0.67369676,1.0629371,0.89002633,1.1614338,0.9227989,0.8030317,0.9052435,0.42304778,1.0435772,0.7621706,1.1541111,1.069395,1.0177712,1.0273287,0.70691717,1.090498,1.2355077,1.1639853,0.71068287,1.0146703,1.2825075,1.2137538,0.82335365,1.0116075,0.7710402,0.8615369,0.97037566,0.9745335,1.1966311,0.9464563
book,1.0203756,0.9766492,1.0077714,0.98149985,1.1742448,0.88578224,0.9253453,0.9362649,0.74470836,0.95093954,1.1178,1.0156174,1.000807,0.93971723,1.0273665,1.1505121,0.87638545,0.8357485,0.0,0.83331776,0.9131025,0.5399407,1.2439241,0.8969369,0.790061,1.0460949,0.8864639,0.9825965,1.0860921,1.0485102,0.94284034,1.0798342,0.78236985,1.1850011,1.0042422,1.1274351,0.99440295,1.0505828,0.98974174,1.1760303,0.8551439,0.8390471,0.8700226,1.0936457,0.99832,0.74715286,1.13407,0.83641994,1.1165648,1.0734938,1.026928,1.1204472,1.1851819,1.0908793,0.9059059,1.1150565,0.81181186,0.75983095,1.0168921,1.1420745,1.0899025,0.9167563,0.5753715,1.1792015,1.0494828,1.0852563,0.9607346,1.1098028,0.95397556,1.1277289,0.7787118,1.2864106,0.99021125,1.0140245,0.88009685,0.9152755,0.8466841,1.1591907,0.98428,1.0835423,1.0575514,1.0767877,0.8663994,1.1278799,1.1851826,1.050892,1.109427,1.0940107,1.0950465,1.2682704,0.5486872,0.91511345,0.88514286,1.0583092,1.1953325,0.85998803,0.673026,0.9080386,0.78734016,0.9864695,1.1994786,0.8510323,1.1425928,1.1391357,1.0501083,0.9960502,1.0003401,0.84371305,1.1894652,0.8989036,1.3082364,0.92442995,1.0538921,1.0093734,0.855084,0.8988329,1.1317284,0.95262104,1.059244,1.0151231,0.87037134,1.0345898,0.99885464,0.99402475,1.2108214,0.8861658,0.78725934,1.1489804,0.9711868,0.8999114,0.8889358,0.57962054,0.78495765,0.97887594,0.9857222,1.056973,1.1127797
bottle,1.3788025,0.77878356,0.4573632,1.2126405,1.4820181,0.6808754,0.5197399,0.51867193,1.0027555,1.464612,1.1724962,1.5602149,0.5445472,1.5169,1.4718896,1.3435535,1.4904158,1.164854,0.83331776,0.0,0.58614403,1.1266639,0.7854977,0.686224,0.42388475,0.7290663,0.2758386,0.65171784,1.1775862,1.1596305,1.232078,1.0213746,0.75330365,1.2747532,0.8291397,1.2033825,0.88519645,1.2395945,1.4396175,1.3587018,0.3390348,1.3849642,0.08992803,0.8170904,0.9849367,1.0015184,1.1088873,0.81405145,1.3586924,0.70539796,1.2161412,1.3064892,0.9627215,0.7748896,0.85302234,1.0111394,0.6675901,0.85359585,1.1051465,0.78215635,1.0015887,1.3099713,0.6026873,1.2839469,1.2037822,1.2952375,0.5304742,1.3120201,1.2437937,1.2779895,0.7559038,1.4864938,0.45137084,1.1612635,0.2758922,0.8241582,0.97595197,1.3648233,0.84683794,1.1355857,0.6913013,0.5237239,0.62748945,0.85316867,0.6786496,0.6949694,1.1037699,1.2561294,1.465867,1.4469938,1.2998781,0.4094575,0.4451121,0.5519544,1.1766945,0.83255047,1.1633759,0.84902006,0.5955682,1.1234767,0.952807,1.0080354,1.204971,1.3574581,1.1493491,0.9799259,1.3120403,1.1657991,1.4805305,1.0650972,1.4220095,0.89537656,1.4027177,1.1283808,1.3494017,0.37894994,1.3317742,0.3227638,0.94278353,1.1739235,0.5228205,1.3468597,0.47343415,0.5924288,1.3660599,1.4777101,0.33962405,0.7018605,0.39936906,1.2089189,0.57901454,0.41634673,1.2504532,1.1394609,0.6556994,0.5008036,1.3304601
bowl,1.148844,0.8763592,0.70692384,1.1090529,1.3943396,0.7203104,0.52596855,0.72641206,0.99880284,1.0811292,1.1918708,1.3924772,0.8618345,1.3471979,1.3834327,1.1152867,1.3726935,1.0001961,0.9131025,0.58614403,0.0,1.0685762,0.7869153,0.9276454,0.4553997,0.9202401,0.60090077,0.78373086,1.0415299,1.1505303,1.2321622,0.7732971,0.70092267,1.3389541,0.93107855,1.3044127,0.62099147,1.1479708,1.3575765,1.1915138,0.77856016,1.222729,0.41306317,0.5037083,1.0424078,1.085327,1.2551289,0.7923686,1.382104,0.65951276,1.2436574,1.2936672,1.0936016,0.8244369,1.0186952,1.0378102,0.624198,0.88590384,0.9221473,1.0265881,1.0646456,1.2848457,0.6477942,1.2840177,0.9259459,1.2162267,0.84872234,1.2574661,1.0230546,1.3150492,0.715223,1.4306339,0.75636894,1.1829813,0.6694585,0.67226034,1.0165701,1.1397591,1.0355781,1.1489232,0.5092658,0.88586855,0.74137783,1.0134171,0.95260066,0.66827655,1.0124675,1.254338,1.4305917,1.4000186,1.088778,0.8215342,0.85635644,0.8637568,1.046235,0.82631826,1.0592555,0.98704845,0.2644744,1.1603088,0.96953076,0.9969062,1.1437254,1.1532642,1.1473929,0.63156664,1.2486296,1.0301595,1.4332731,1.0084938,1.3563387,0.5992672,1.3030679,0.52208954,1.1524967,0.6671153,1.2011191,0.7516333,1.0682168,0.61353594,0.3534217,1.0306332,0.7764913,0.89030737,1.335408,1.2094674,0.38687718,0.9777848,0.7620256,1.1760287,0.81579864,0.69511443,0.7055016,1.1687338,0.9788629,0.91085076,1.2925498
box,0.9572716,1.2248098,1.4390469,0.96100426,0.9680813,1.106178,1.2441336,1.339916,0.39890325,0.53392506,1.0065663,0.63692313,1.3896947,0.6682532,0.8072928,1.0490153,0.65618134,0.7938134,0.5399407,1.1266639,1.0685762,0.0,1.4448054,1.164391,0.7390536,1.3343295,0.953608,1.1197023,1.1532297,0.8836436,0.69211155,1.1337006,0.8593366,0.79772127,1.1613982,0.9837296,0.9888605,0.8848036,0.5914776,1.0438333,1.3534672,0.3426987,1.1226058,1.1834135,0.950632,0.8949133,0.87216663,0.8495679,0.8291923,1.3549838,0.8800133,0.9603833,1.3924689,1.3708904,1.0152234,1.2454525,1.1478715,1.09097,0.718407,1.3589535,1.109115,0.6953602,0.84581006,1.1024874,1.0168027,1.0549085,1.3070016,0.86434466,0.8340658,0.8891671,0.7003511,0.9652666,1.4386022,0.5970154,1.2204494,1.1453668,0.57100594,0.9570594,0.9698565,1.0808653,1.1469412,1.4169202,1.1466544,1.3609561,1.4014837,1.3359809,0.7889274,0.8771126,0.8321309,0.9776929,0.63811326,1.4186591,1.3773354,1.3115364,1.2516153,1.060928,0.745512,0.91707236,1.1324136,0.91147166,1.314079,0.77791333,0.7108792,0.9941117,1.0367155,1.0736771,0.87889576,0.7899556,0.8879502,0.84637463,1.0554912,0.9571728,0.64271665,0.72432023,0.6979739,1.3127096,0.9855938,1.2050439,1.1517267,0.9161949,1.2434877,0.74718946,1.3249589,1.174424,0.97209984,0.5632976,1.2419271,1.4649034,1.395906,0.84465367,1.1583407,0.94637895,0.5185791,0.92623866,0.8543247,1.4275321,0.79588026
bread,1.0839318,0.7320922,0.46215135,1.0165423,1.1229682,0.9725636,0.8282902,0.56898713,1.325916,1.499476,1.1142018,1.4835517,0.65686923,1.4962667,1.2282145,0.8004733,1.45275,1.3172714,1.2439241,0.7854977,0.7869153,1.4448054,0.0,0.9873391,1.1566981,0.57531166,0.970628,1.0325506,0.6982962,1.146205,1.4598871,0.71448827,1.0936178,1.3200979,0.8545554,1.2073772,1.0106553,1.1776452,1.4560666,0.757583,0.69409287,1.5166311,0.7514435,0.7680168,1.0446717,0.9879725,1.2926017,0.9940209,1.3207514,0.41277122,1.3671021,1.1355295,0.52209795,0.6367419,1.158683,0.6809874,0.86850345,0.9228925,1.2648945,0.54715174,0.8905403,1.366766,0.99268407,0.9572696,0.75756866,0.9110373,0.65557855,1.1838462,1.3293787,1.1878569,1.1688472,1.2016227,0.544115,1.4070808,0.8206533,0.78024745,1.1605024,1.1002538,1.0536381,0.88944185,0.53176016,0.44962,0.8149537,0.57928115,0.56584114,0.42594028,1.260498,1.2255089,1.3897271,1.1614234,1.1919473,0.66382635,0.68749785,0.6799354,0.750687,0.95417595,0.93827665,1.2198527,0.6860977,1.0762497,0.43867624,1.065808,1.3564322,1.1600214,0.96544814,0.82940716,1.2990578,1.3028034,1.3094069,1.1450716,1.0890155,0.93108326,1.4558824,1.2474872,1.3342923,0.61899054,1.2773277,0.6731525,0.9448802,0.9403962,0.79579115,1.3803738,0.70696163,0.8365377,1.1922791,1.5048908,0.69174784,0.40822482,0.50147814,1.2784107,0.85214233,0.9226596,1.2601838,1.2506377,1.2404246,0.50638956,1.4022785
broom,1.1715797,0.9754697,0.8678772,1.2015158,1.2391186,0.7632024,0.78580296,0.8576767,1.0479724,1.2232248,1.036084,1.345249,0.7201736,1.2175622,1.3979845,1.2406156,1.333461,1.0664301,0.8969369,0.686224,0.9276454,1.164391,0.9873391,0.0,0.9347838,0.7695098,0.6651634,0.906381,0.99374926,1.0846369,1.1478624,1.0337644,0.78412426,1.1080717,0.8141384,1.1515467,1.0895547,0.9843164,1.3384868,1.2632412,0.5860802,1.2080002,0.70580566,1.0202504,1.0268296,1.0976666,0.9461328,0.866882,1.3073018,0.85939986,1.0434666,1.1950707,1.0363122,0.89534134,0.89639103,1.0296309,0.5695783,0.8819604,1.2007532,0.9568388,1.1230148,1.1879476,0.9355658,1.1672984,1.0800819,1.2272779,0.8875808,1.157568,0.8518661,1.16719,1.0266465,1.3388528,0.645688,1.2148827,0.47306675,0.85201377,1.0374435,1.2542095,1.050823,1.048622,0.85723615,0.86242604,0.73562324,0.862156,0.8679574,0.8581848,1.1165888,1.1724187,1.3454273,1.2826511,1.1588037,0.5241754,0.5285989,0.78361154,1.1943737,0.8877515,1.1390213,0.9480815,0.8728633,0.97038925,1.0757837,1.1576698,1.1448894,1.0941352,1.0307882,0.9574412,1.0404823,0.91644585,1.3518157,1.0591692,1.3062348,0.9282361,1.2006708,1.2070289,1.193765,0.7990557,1.1185029,0.71960676,0.9756271,1.0786349,0.66668487,1.1787316,0.8258966,1.0118525,1.2630079,1.3470387,0.772929,0.91190004,0.72396225,0.8825416,0.70377934,0.773855,1.1429002,0.93840414,0.721476,0.8181337,1.1010962
bucket,1.135309,0.83549696,0.92062527,1.085069,1.3559579,0.73994344,0.54471284,0.83887994,0.73421246,0.9583169,1.2159431,1.2208465,1.0136689,1.2021321,1.1731921,1.2146872,1.1537616,0.79812616,0.790061,0.42388475,0.4553997,0.7390536,1.1566981,0.9347838,0.0,1.0895187,0.38130975,0.73329455,1.1460571,1.092348,0.9265181,0.99216175,0.73685926,1.1934252,0.9807677,1.1792805,0.7568618,1.0216829,1.1020068,1.2850413,0.85103774,0.9485618,0.4021771,0.75660574,0.99848235,0.94994926,1.0756531,0.8289113,1.1779423,0.99291515,1.1122113,1.3024495,1.2345817,0.9045187,0.96410406,1.093651,0.78878087,0.74639034,0.7278948,1.2068244,0.9028865,1.0765955,0.44627166,1.3094695,1.1727417,1.1909194,0.83496416,1.1618626,1.091322,1.0591695,0.5571188,1.2953892,1.0402057,0.94805306,0.72146314,0.874996,0.83843786,0.9825574,0.95484936,1.2286559,0.75644183,1.0922472,0.7058923,1.0976074,1.1354138,0.9925902,0.96363056,1.2124342,1.2494341,1.2991204,1.0175669,0.94109386,0.992525,0.80752474,1.1875943,0.8285173,1.1238265,0.8307322,0.7188525,1.0964875,1.1281341,0.82266915,1.0014688,1.2525657,1.18458,0.9208435,1.2133178,1.0183948,1.2998257,0.8842861,1.2912104,0.7149787,1.1912746,0.6739032,0.9110841,0.7433495,1.2147207,0.7907225,0.95259625,0.9735743,0.66408956,0.9436842,0.8459291,0.85360026,1.2721248,1.0698909,0.6047141,1.1270881,0.93886316,0.9807756,0.7220141,0.5157248,0.885303,1.1151006,0.70121,1.0627233,1.1864194
butterfly,1.0641305,0.8249135,0.6818757,1.064613,1.1733191,0.9827325,0.80791056,0.7579485,1.2044438,1.3551685,1.1324458,1.3828204,0.72498584,1.3892703,1.2021459,1.0650024,1.3281748,1.2944298,1.0460949,0.7290663,0.9202401,1.3343295,0.57531166,0.7695098,1.0895187,0.0,0.840593,0.9885949,0.88951933,1.1499184,1.3112184,0.8233584,0.94994354,1.107883,0.8820176,1.0732113,1.0420488,1.226198,1.3765622,0.9371923,0.73621345,1.4032046,0.75579727,0.8363633,1.0445479,0.8487655,0.9518509,0.84592986,1.1788529,0.76064175,1.2055151,1.2229879,0.75531363,0.82442355,0.94556695,0.84772193,0.7823381,0.8848101,1.1984829,0.8185499,0.9853543,1.259387,0.925109,1.1492953,1.0008705,1.03221,0.82404035,1.1665606,1.1346834,1.1414137,1.0759718,1.2730336,0.6017822,1.1009341,0.618298,0.8329209,1.1870568,1.2474799,0.9612411,1.0346911,0.6221759,0.6433929,0.83992875,0.68854445,0.66238713,0.76488984,1.1209811,1.1991198,1.2881922,1.2148237,1.0886902,0.6599759,0.64511484,0.76972014,0.8884945,0.9264339,0.9602222,0.9738867,0.8163899,1.150276,0.70385337,1.0804671,1.2068623,1.21495,0.8520962,0.9855025,1.2433449,1.1854506,1.3001778,1.1099755,1.2043533,0.96946764,1.2136223,1.1769422,1.3517904,0.68644226,1.1693949,0.6623801,0.99722016,1.1248466,0.80278045,1.314015,0.74458885,0.8249055,1.173605,1.4174232,0.77805954,0.62729394,0.55267,1.1616429,0.8303853,0.91706795,1.2997084,1.0830065,0.97246057,0.6698047,1.1327279
can,1.3192544,0.7749065,0.75462216,1.2465677,1.4164116,0.8144621,0.6462849,0.81040967,0.7997682,1.2010444,1.1642089,1.3746092,0.51120394,1.291152,1.4158757,1.3413888,1.3346283,1.0690285,0.8864639,0.2758386,0.60090077,0.953608,0.970628,0.6651634,0.38130975,0.840593,0.0,0.5515921,1.2704198,1.1481147,0.8670537,1.0608408,0.75951815,0.9840247,0.7571212,1.1161798,0.8023389,1.0987196,1.1623576,1.4017849,0.5989983,1.1145512,0.2659834,0.86317986,1.0390621,1.1238151,0.742355,0.6083055,1.2383345,0.9230389,1.1560943,1.3630402,1.104768,0.83057153,0.9330995,1.0695373,0.7141531,1.0237117,1.1089628,0.9856774,0.9583832,1.2516723,0.8229312,1.3412788,1.2917027,1.3056073,0.7599752,1.2566967,1.1828833,1.1441996,0.8438233,1.3740466,0.5972868,0.97544956,0.25620008,0.60009265,0.9516115,1.2946428,0.8208761,1.2343099,0.66335136,0.7930543,0.41871357,0.93242794,0.89239156,0.9155169,0.74314594,1.2330018,1.3728569,1.2787954,1.2086252,0.59251404,0.6715236,0.67843187,1.3251896,0.5244592,1.2935183,0.8763053,0.75417674,1.1674069,1.0515028,0.87771386,0.8746526,1.2535017,1.2339804,0.91367555,1.3921494,1.1886114,1.3949722,1.0355315,1.25385,0.95403457,1.2439908,0.9000159,1.2246726,0.53548837,1.1741061,0.6117054,0.75843316,1.1747572,0.6426401,1.3192742,0.6070322,0.7127098,1.3297285,1.366054,0.6363338,0.8683214,0.622218,1.2268333,0.390056,0.6838429,1.2181357,1.1040343,0.48299038,0.747823,1.0936825
car,1.1198437,1.0288148,0.7958116,1.134831,1.2683461,0.9218769,0.78103113,0.88692987,1.0306361,1.0642428,1.0747046,1.167658,0.5894966,1.1166824,1.2899275,1.1198761,1.175328,0.93561625,0.9825965,0.65171784,0.78373086,1.1197023,1.0325506,0.906381,0.73329455,0.9885949,0.5515921,0.0,1.2165916,1.0877569,0.8778376,1.1824734,0.91716754,0.95716476,0.6002288,1.0895356,0.9587779,1.0914835,1.0784849,1.3182744,0.68079215,1.0517218,0.70752823,0.8344023,1.0643438,1.2239738,0.86600107,0.7497195,1.2255408,0.9433206,0.957739,1.1463033,1.1173925,0.72612303,0.91373014,1.1861039,0.82160425,0.971829,1.049585,0.92675793,1.1215844,1.029448,0.98355865,1.087634,1.2283969,1.2273134,0.8222249,1.0132971,1.1383901,1.1316631,0.9852055,1.1187004,0.5817909,1.0194156,0.6595354,0.81954557,1.109302,1.201175,0.65650684,1.1840976,0.9311687,0.8423104,0.7230767,1.0309105,0.9791694,0.9253164,0.6980128,0.98039913,1.19891,1.1345757,1.2157377,0.6826707,0.77115196,0.8672962,1.1519729,0.75431854,1.2198553,0.95644075,0.7759407,1.1118109,1.0926452,0.9915568,0.80310524,1.1413013,1.1105725,0.96823156,1.2747173,1.1110964,1.1514832,1.1611001,1.0882666,1.138619,1.1720045,0.9562046,1.1016788,0.737869,0.8524147,0.8977371,0.982198,1.2321728,0.66821045,1.1568991,0.83605295,0.7344375,1.070489,1.1543894,0.77522993,1.0314989,0.8000579,1.2027248,0.7269645,0.85545677,1.2188352,1.0466577,0.5977843,0.83031464,0.94587696
carrot,0.77008,0.8539552,0.96713734,0.86622536,0.718284,1.1339213,1.038731,0.8396119,1.1796653,1.1010858,1.1854155,1.1808444,1.002611,1.1498661,0.89749813,0.8362123,1.1567059,1.0452648,1.0860921,1.1775862,1.0415299,1.1532297,0.6982962,0.99374926,1.1460571,0.88951933,1.2704198,1.2165916,0.0,1.1306877,1.1638515,0.90112907,1.1510384,1.1710576,1.0601507,1.1258876,1.0529915,0.85970795,1.1989564,0.69421846,0.94162697,1.1404997,1.164775,0.893541,1.1234573,0.9325567,1.1934333,1.0129588,1.0592593,0.894847,1.2534668,1.1016167,0.60947347,0.80884624,1.1530703,0.5751004,0.81198525,0.82731944,0.98432136,0.95175135,0.78915083,1.0871994,0.8772782,0.97741306,0.9092968,0.5663127,1.0936061,1.0131983,1.048424,0.92696464,0.97648007,0.9347358,0.92173606,1.0863395,1.1958816,1.0745145,1.0812348,0.643821,1.0664191,0.9390319,0.9426946,1.0033425,0.96463096,0.83324265,0.9868564,0.9092506,1.1673077,1.3116319,1.0996218,0.9010029,0.86924386,0.9064227,0.877222,0.941306,0.6460042,1.1604987,0.91051036,1.157373,0.99868363,1.0697083,0.7196621,0.97130483,1.1690133,1.1437597,1.0416224,1.0045784,1.0596514,0.9824258,1.0357308,0.96775466,0.86366165,0.7727806,1.2322083,1.0611255,0.88120747,1.0489023,1.2435175,1.002642,0.87302375,0.98436695,0.9216851,1.0239112,1.1448498,1.0761962,1.0318575,1.139039,1.1089045,0.77268445,1.0480776,0.6500969,1.017191,1.0154588,1.0213856,1.0990309,1.1513178,0.90898967,1.2741425
cat,0.6869987,1.1877882,1.2478081,1.101268,0.96359,1.0671517,1.185343,1.2400417,1.0067357,0.9310185,0.94303304,0.85208714,1.2637181,0.9601384,0.957075,0.80816054,0.88081735,1.1160308,1.0485102,1.1596305,1.1505303,0.8836436,1.146205,1.0846369,1.092348,1.1499184,1.1481147,1.0877569,1.1306877,0.0,1.0129029,1.0035512,1.0963125,0.7455491,1.124317,1.0245484,0.99027383,1.1537191,0.864439,0.91826344,1.2764754,0.8740783,1.2117996,1.1172996,0.050556898,0.84077924,0.90189004,1.0985401,0.9393264,1.1984031,1.0163716,0.84799767,1.2747728,1.1171234,0.9495548,1.0881037,1.132882,0.97468704,0.8953478,1.1260821,1.0754828,0.9472631,1.1778016,0.9436871,0.82714814,1.094208,1.1061724,0.95303845,0.97012025,0.9964191,0.9365896,0.9794671,1.2155688,0.8182355,1.1995468,1.1071538,0.8716333,1.0379143,1.0210055,1.0763133,1.1154511,1.2549275,1.2283165,1.2513633,1.081789,1.1826338,0.94619983,0.47255188,0.9245676,1.0063345,1.0130851,1.266656,1.2672732,1.0980963,1.121726,0.99780226,0.95870787,0.81450164,1.1986521,0.4916997,1.0931785,0.9815886,0.89766467,1.036498,0.49688613,1.1040723,0.9232397,1.0432242,0.930458,0.9913185,0.99313986,1.1098765,0.6851245,0.98413634,1.1397731,1.1586984,0.95703614,1.1694666,1.1849034,1.0117657,1.0718988,1.020342,1.1816998,0.9520215,0.9207794,0.86560464,1.155413,1.2633147,1.1634248,1.1216812,1.2259403,1.1720244,0.92275965,0.9666277,0.9232871,1.2474608,0.72138524
chair,1.0056549,1.1083499,1.4097974,1.0708442,0.79824656,1.1799388,1.2911503,1.349448,0.60685754,0.6170793,1.0253143,0.44798005,1.0761503,0.2400409,0.84472,1.0168556,0.58022434,0.7984479,0.94284034,1.232078,1.2321622,0.69211155,1.4598871,1.1478624,0.9265181,1.3112184,0.8670537,0.8778376,1.1638515,1.0129029,0.0,1.2554523,1.1236613,0.65672505,1.1016583,0.83127034,1.0107464,0.7465104,0.23236573,1.0486889,1.2865801,0.42298752,1.2374858,1.1831185,1.0973175,1.0690382,0.6296724,0.77035743,0.71744096,1.3726768,0.76092124,1.0104936,1.2127547,1.294077,1.1164856,1.1254417,1.172029,1.3053429,1.015301,1.2793406,0.9671575,0.79323846,1.2552208,0.9972659,1.1854733,1.0082769,1.2367382,0.9101201,0.8660499,0.6970271,1.12514,0.56090784,1.2343917,0.5633796,1.097619,1.0030925,0.9494162,0.9195422,0.8295734,1.1495343,1.345685,1.3685582,0.87483096,1.2059852,1.3428297,1.3625696,0.60705376,1.0128549,0.7298821,0.59793,0.8515818,1.2361217,1.2548299,1.2420208,1.1265588,0.7142163,1.1588216,1.032388,1.3177216,1.1164281,1.1877512,0.6333638,0.5910738,0.9344513,1.211509,1.1677718,0.9283052,0.89522773,0.7259139,1.006471,0.6553719,1.0739635,0.76150036,0.80545694,0.6364894,1.2602973,0.8500005,1.3220997,0.8086983,1.173749,1.2561482,0.92631936,1.2375115,1.0523605,0.90270555,0.5374358,1.3888193,1.3098414,1.292319,0.8918262,0.8731632,1.2265297,0.98195094,0.9776133,0.6628516,1.3053248,0.66837126
chips,0.79642564,1.0019562,0.9117417,1.0268784,1.1170157,1.1231772,1.029922,0.8261961,1.1643158,1.1244875,1.0799586,1.1260345,1.1412364,1.1700912,1.0768855,0.6795925,1.109965,1.1842155,1.0798342,1.0213746,0.7732971,1.1337006,0.71448827,1.0337644,0.99216175,0.8233584,1.0608408,1.1824734,0.90112907,1.0035512,1.2554523,0.0,1.1022162,1.1451828,0.9816216,1.1324089,1.0303308,1.0571915,1.1906822,0.8838032,1.1418899,1.1949493,0.9824147,0.89052236,0.9327722,0.9418285,1.1683317,1.1671233,1.1732358,0.8418499,1.1960297,1.0382658,1.0877727,0.85968274,0.9663369,0.9895825,1.014003,0.795503,0.91586435,1.0293607,0.86033344,1.2140691,0.9861824,1.0697103,0.62015796,1.1110771,1.0118011,1.0684295,1.1217632,1.0526582,0.85894245,1.1429824,1.0577002,1.0675666,1.0401164,0.88834345,0.97252494,0.9178941,0.9806014,1.0681769,0.8191459,1.0618896,0.8762818,1.0661248,1.0540105,0.8516059,1.1104716,1.0627599,1.1841784,1.1358793,0.8208549,1.1035846,1.1262118,0.8859777,0.98020124,0.9117127,0.8420828,0.9676564,0.76713663,1.0797151,0.87535787,1.1376184,1.1092678,1.022639,0.8894182,0.7267329,1.0225428,1.1554654,1.1302614,0.9139164,1.1528479,0.8673127,1.1579049,0.8863117,1.1078012,0.9820477,1.0448455,0.93988585,1.0699421,0.5507148,0.88006866,0.9647696,1.0455106,0.78301674,1.0568582,1.115429,0.89995265,1.0395945,0.8753352,1.186104,0.9323383,1.049877,0.84618545,1.0625918,1.1260992,1.1375879,1.1349254
