,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.96784747,1.1779337,1.4993489,1.2151072,0.64554894,1.2597123,0.94937575,1.4206973,1.0889163,0.39289367,0.0,1.3600802,0.2682879,0.5081726,1.1584077,0.11153805,0.75502956,0.9727507,1.5789337,1.2230806,0.74248505,1.50016,0.7382369,1.1295576,1.263284,1.4043083,1.0004048,1.3135777,0.65808564,0.5794494,1.2184523,1.2783742,0.62355787,1.0632467,0.8236916,1.088144,0.1951673,1.2342944,1.5570061,0.36708218,1.5218434,0.6396197,0.9298674,0.9458454,0.7973703,1.0184208,0.6442593,1.4139725,1.5072048,0.79301673,1.1814433,0.80547065,1.3821492,0.7655146,1.3871355,1.0981741,1.2835786,1.5219084,1.1779339,0.72536623,1.356422,1.2009385,0.6173916,1.2299488,0.80790424,1.395085,0.9516551,1.3859501,1.4363694,0.67170566,0.3868053,1.1880882,0.5086481,1.4871655,0.869295,1.3957413,0.97502226,1.3670502,1.1006554,0.73349,0.91313165,1.1883214,0.9917716,1.4533317,1.200124,1.4133673,1.4447377,1.375215,0.5942157,0.7801025,0.38061768,0.5541357,0.5773627,1.5212517,1.5416869,1.4372857,0.567712,0.74229324,1.4825792,0.9262023,1.4485023,1.089664,1.3623421,0.76670766,1.3013303,1.2753779,0.56421006,0.6487886,1.1561097,1.1091127,0.988486,0.6769771,1.1191278,0.450787,1.0907412,0.5934306,1.5975816,0.42702627,0.7709414,0.8614105,1.5869411,0.58106893,1.5345376,1.0355684,1.0030111,1.5318078,0.9854456,1.3768753,1.4671524,0.6246978,0.49807173,0.75946647,0.36025083,1.544915,1.4614522,1.2668065,1.1424477,1.1984743,1.354348,0.8588913,0.9350473,0.94849926,1.1461282,1.5388787,0.6089499
belt,0.88624215,0.90390325,0.56697667,0.76204485,1.3363211,0.89440894,1.0720855,0.6883013,0.76253283,1.3462837,1.3600802,0.0,1.2586002,1.4793146,0.9430308,1.3072748,1.2039863,1.0521796,0.44146562,1.0599043,1.0902883,0.6185707,1.2746316,0.98489255,0.8864539,0.23601592,0.77961624,0.9004621,1.0150627,0.98799574,1.1197543,0.8264051,1.1646097,1.1708999,0.99308014,1.2950733,1.2348816,1.1997955,0.3238597,1.3457018,0.63117576,1.3744519,1.1825234,1.1716927,0.91571826,0.74921554,1.2671579,0.81682205,0.5956078,1.1335025,0.60902804,1.3849523,0.72836864,1.140548,0.69071025,1.1334436,0.5123552,0.5143721,1.0511096,1.4151626,0.6518617,0.74543524,1.2689793,0.9774089,1.1972421,0.83270377,1.2987764,0.7198946,0.6224662,1.264488,1.2548823,1.0701927,1.1663731,0.575811,1.130564,0.59041846,1.308927,0.6862198,1.0777816,1.5002973,1.2242725,0.77532864,1.465373,0.65534264,0.68234175,0.595424,0.5213793,0.7836115,1.1666669,1.3301985,1.418823,1.0970222,1.4643047,0.3423772,0.46755564,0.60992205,1.2667859,0.6127672,0.812489,1.2304928,0.67074597,0.7341876,0.94654185,1.2606436,0.6860183,0.6654708,1.2213416,1.2409,1.178778,1.2527819,1.3115038,1.1620017,1.2109348,1.3662829,0.8632922,1.1968474,0.3800922,1.367032,1.2329764,1.2250887,0.2865559,1.1243591,0.40167165,0.8773285,1.3471394,0.7018778,1.1394547,0.6985251,0.5726017,1.0993673,1.2834042,1.3101594,1.4761715,0.5560807,0.6665261,0.7517848,1.1341588,0.7544874,0.8344685,1.4082916,1.0912791,0.98450017,0.95070755,0.40492415,1.1862364
bench,0.9676035,1.0566174,1.4895954,1.1603477,0.667371,1.2704401,0.98108304,1.4266629,0.8985183,0.44349504,0.2682879,1.2586002,0.0,0.6349817,1.2025778,0.3955902,0.6747122,0.97811186,1.5112684,1.2007339,0.78724736,1.494762,0.7688365,1.0735404,1.1905854,1.3004034,0.8994423,1.309582,0.72835237,0.36940765,1.2625644,1.2473187,0.74225676,1.0588243,0.6109098,1.1687732,0.23807716,1.2793535,1.4646095,0.3796265,1.4490252,0.7916146,1.0744665,1.0458812,0.8017638,0.90506566,0.6334487,1.4024378,1.491254,0.7685213,1.1862677,0.9108186,1.3037972,0.8600611,1.4234966,1.1445541,1.1388282,1.3530521,1.2677277,0.78858566,1.317981,1.1826553,0.6277086,1.2759848,0.8270035,1.3311682,0.9260592,1.346753,1.3484874,0.7078805,0.44778204,1.1567366,0.51514524,1.3200735,0.84153885,1.2613807,1.0216992,1.3879948,1.0980606,0.80545545,0.8854524,1.1959443,1.0686976,1.4301456,1.1983111,1.2923436,1.3998505,1.4154435,0.65841424,0.86474866,0.5066792,0.5742582,0.6698861,1.3976585,1.3881416,1.4607792,0.78910136,0.7926978,1.4478511,0.95987535,1.4148896,1.1378837,1.3812444,0.80453014,1.2329886,1.2628771,0.6063158,0.5850504,1.2193725,1.134146,1.0472431,0.72660893,1.0568419,0.5104771,1.0167221,0.57864094,1.4769247,0.5392978,0.79822206,0.7636807,1.5173556,0.68422556,1.4801264,0.91649973,1.0874687,1.4083304,0.9963374,1.3032119,1.4271554,0.73569787,0.5188924,0.744843,0.47875732,1.5094994,1.385848,1.1978147,1.0784719,1.2330714,1.3350244,0.89187324,0.7912253,0.9996012,1.0100789,1.4462872,0.5280963
bib,0.9115289,1.0768702,1.516641,1.2364587,0.47231352,1.2918096,1.0301067,1.4591726,1.2809988,0.6120691,0.5081726,1.4793146,0.6349817,0.0,1.1451384,0.4522658,0.7634276,0.8171005,1.5693055,1.1654963,0.7694092,1.5361807,0.7706404,1.0990365,1.1543379,1.4694135,1.1855445,1.1005049,0.79879344,0.91063076,1.1249516,1.2281307,0.786288,1.0785348,0.87971044,0.98973274,0.5447713,1.0788674,1.5744904,0.64979404,1.4641435,0.5929961,0.9540602,0.8962626,0.99684894,1.2095238,0.42103577,1.3124944,1.5172241,0.86156523,1.2981924,0.7567222,1.2281487,0.902144,1.3394936,1.0861306,1.2108634,1.5108842,1.0511166,0.5805424,1.2970359,1.0646374,0.7294212,0.9502264,0.76724744,1.2653378,0.6583645,1.3208292,1.3776904,0.74643767,0.59094733,1.0453181,0.48233628,1.4981451,1.0426698,1.5116907,0.8364264,1.4049857,0.94311154,0.5142605,0.8211497,1.1418188,0.83665884,1.4080914,1.3198135,1.1997924,1.4838095,1.3346186,0.7741201,0.75415504,0.18883657,0.5934854,0.40402985,1.5793617,1.5392885,1.4640393,0.57739794,1.1238284,1.3672945,0.9384186,1.451735,1.2164861,1.2966974,0.7231149,1.4750223,1.2632058,0.7174052,0.73890203,1.0447772,0.94076645,0.87656826,0.6346516,0.92486036,0.27429986,1.0588044,0.49305224,1.5627859,0.6357908,0.8879291,0.8303366,1.6065242,0.7747554,1.5963327,0.9695812,0.8560914,1.4575589,1.056952,1.385577,1.4651144,0.81361103,0.4555652,0.62347513,0.48966652,1.5644337,1.3600335,1.0195014,0.78596747,1.3013505,1.3344748,0.7932664,0.8963131,1.0607728,1.25799,1.460799,0.8082105
bird,0.5241413,1.1520358,0.9571266,0.8922317,1.1797925,1.0420594,1.0971823,0.8511644,1.1146286,1.2009543,1.1584077,0.9430308,1.2025778,1.1451384,0.0,1.1113805,1.086104,1.0938483,0.94096744,1.0862994,1.1511527,0.84652436,0.98124427,1.1165977,0.64066154,1.0201339,0.712116,0.81225824,0.7561581,1.1767671,0.8729334,1.1264236,0.9022606,1.1150926,0.9939305,0.88470113,1.193688,0.82135713,0.95515716,1.2259499,0.97049904,1.1274781,0.6278074,1.0448936,1.006031,1.147809,1.1204742,1.0018646,0.9431143,1.0453691,0.84154177,0.95793504,1.0848405,1.056391,0.7668334,0.87060004,1.0000836,0.857087,0.5580457,0.8933103,0.91912407,0.81043196,1.1914921,1.0558821,0.9707179,0.91370475,1.1006141,0.93810755,0.82560265,1.1133617,1.0688906,1.0511022,1.0861899,0.9254461,1.0792003,0.9743722,0.95900095,0.95581275,1.1070346,0.9694946,0.8970946,1.0122346,1.0385689,1.0538414,0.8016027,1.1270025,0.98747456,0.9456043,1.1440569,0.99879146,1.1631173,1.0300086,1.1219597,0.9255414,1.0031068,0.8576185,1.1243908,0.900966,0.8781676,0.9241122,0.951371,0.7873173,0.98799634,1.1076692,0.99956846,1.0635607,1.0805585,1.1363156,0.53385997,1.1184373,1.115392,1.0506127,1.1365384,1.1246564,1.003594,1.1167483,0.8432231,1.1094687,1.1037638,1.1340485,0.9148442,0.9882795,0.87810564,1.0915192,0.96465504,0.9144725,0.79818803,1.0607667,0.98622274,1.0104747,1.0896989,1.1838098,1.1816722,0.939073,1.0597187,0.9869528,1.0831202,0.7477046,1.0380245,1.074082,0.989603,0.7546223,1.0363814,1.0684319,1.07394
blanket,0.8859142,1.1414583,1.5131838,1.1770972,0.6627737,1.2869654,1.0482398,1.4022384,1.0415697,0.5304272,0.11153805,1.3072748,0.3955902,0.4522658,1.1113805,0.0,0.72165006,0.93581045,1.5460854,1.2221373,0.79689336,1.4609424,0.7846323,1.087144,1.1921802,1.3450526,1.0037385,1.2650275,0.6470463,0.6423015,1.1681924,1.2433194,0.69259447,1.0319325,0.82293236,1.0928664,0.33118212,1.1764206,1.5243921,0.46422672,1.4838418,0.6788089,0.9113522,0.8800528,0.85777617,1.0366498,0.6828058,1.4362297,1.5248812,0.8178524,1.2205381,0.8931618,1.3857144,0.83390605,1.3128018,1.051719,1.2078831,1.4493952,1.0843749,0.7385097,1.3647492,1.1092783,0.6888061,1.1289151,0.8961477,1.3146441,0.949165,1.3607581,1.3511286,0.7273202,0.481575,1.1593567,0.5222234,1.4293127,0.95788294,1.4098759,0.96407914,1.3668667,1.0833887,0.6375246,0.8963306,1.2486551,0.9823001,1.4826124,1.089683,1.3345242,1.4456042,1.3879321,0.6648504,0.77358377,0.34051484,0.5683632,0.5596619,1.4907337,1.5219979,1.428602,0.5208386,0.6151432,1.4020734,0.92668295,1.3987386,1.1488469,1.3189257,0.6908486,1.3089325,1.2443331,0.69861376,0.70148003,1.1766275,1.0881908,1.0032859,0.5230596,1.0299461,0.52343315,0.9743355,0.5687513,1.5510563,0.5943447,0.8622071,0.7901156,1.5210514,0.6148401,1.5159417,0.928148,0.9869014,1.469712,1.0428299,1.3717155,1.4532377,0.7316798,0.5713341,0.7534412,0.48068386,1.5246056,1.4653976,1.1663777,1.0633125,1.0495722,1.3054023,0.8940661,0.9326353,0.96662796,1.192956,1.5112672,0.7118402
boat,0.9603059,0.961356,1.2950203,0.99058306,0.9535548,1.0692815,1.0250542,1.2616735,0.93376106,0.6996092,0.75502956,1.2039863,0.6747122,0.7634276,1.086104,0.72165006,0.0,0.77084875,1.2388127,0.964037,0.7443061,1.3648679,0.823549,0.6210294,0.9605219,1.1111511,0.84838396,1.2227879,1.0299692,0.8185204,1.1146042,0.8914271,1.0619576,0.89201677,0.8646918,1.0256761,0.80413914,1.1528404,1.1803938,0.5896178,1.1784672,0.9142251,0.96084976,0.8453642,1.036434,0.91651106,0.9821638,1.3134365,1.3708874,0.95800745,1.3272367,0.9961068,1.274432,0.9659837,0.9560437,1.0779401,1.2021927,1.2453843,0.7675694,0.8690556,1.2382337,1.1392643,0.5954075,0.82320464,1.075849,1.0821998,0.9941433,1.0816123,1.1997344,0.78841794,0.8904629,0.93451273,0.83472383,1.2476879,0.9851037,1.1692493,1.0228056,1.2468805,1.0389336,0.84728056,0.83474416,1.2235224,1.0760238,1.3657199,1.134087,1.1224316,1.3165512,1.3071889,0.928182,0.9614313,0.8523059,1.0120573,0.7984492,1.2642559,1.2536079,1.2840937,0.97442627,1.0495619,1.2795675,0.92104995,1.2460766,1.198073,1.1329567,0.7315285,1.0971353,1.2310334,0.9428465,0.82407093,1.0415359,1.133057,0.94593567,0.8787568,0.67011124,0.9713085,0.90715516,0.92488265,1.2645735,0.93775856,0.835437,0.4793011,1.2463131,0.9026371,1.2890782,0.9470047,0.9272992,1.179177,0.8784788,1.191133,1.2639712,0.9695292,0.9671691,0.68729234,0.8210363,1.1553584,1.2753181,1.1337135,0.78985584,1.0530946,0.7337866,0.80161554,0.812104,1.103281,0.91409224,1.302891,0.86823326
book,1.0253943,0.94823384,1.0443882,0.98898965,1.1004679,0.9590165,1.0691402,1.0071384,0.8272904,1.0799803,0.9727507,1.0521796,0.97811186,0.8171005,1.0938483,0.93581045,0.77084875,0.0,0.8843999,0.9897472,0.46452355,1.1403558,1.0764793,0.82014793,0.8468649,0.94585097,0.91033405,1.130727,1.2459679,0.88966006,0.9903813,0.8217994,1.1917105,0.7779262,1.1258547,1.0318372,0.9788732,1.0773722,0.9434832,0.8447677,0.82053304,0.73970175,0.83616835,0.8022071,1.1221703,0.8416598,1.1339345,1.1893617,1.1606526,1.2345022,1.1908231,0.9771931,1.1790264,1.1091262,0.8823392,0.88902557,1.1633755,0.99791473,0.8084003,0.9845291,1.1014795,1.0841004,0.9667177,0.5546133,1.1100862,0.86179066,1.0708289,0.92532927,1.0364212,1.058779,1.1047645,0.75448585,1.2146171,0.93129987,0.94557476,0.97249496,0.95063084,1.0108042,0.61790276,1.0472494,0.95824677,1.0801862,1.0403286,1.1649569,0.92477715,1.1111492,1.1191549,1.0301629,1.0570245,1.0743546,1.0706336,1.312026,0.63363796,1.0164101,1.011006,1.1595896,1.1091762,0.96437323,1.0173445,0.89297134,0.9557264,1.1498479,0.907666,0.7983958,0.7601421,1.1518983,1.1491455,1.0703412,0.9843586,0.92830837,0.9591036,1.1278801,0.69280326,1.1171463,0.89275575,1.1746153,1.0685158,1.0974954,1.0324569,0.91828054,0.98534214,1.1213756,0.99238783,1.0397396,1.0441264,1.0029538,1.0695952,1.0200245,1.0391095,1.1205438,1.1726449,1.0098996,0.9461413,0.87459457,1.128494,1.1019081,0.92208976,0.86976635,0.64709455,0.7720884,0.99012524,1.0778116,0.9438675,1.1143022,1.02427
bottle,1.153831,0.910925,0.2977277,0.8481393,1.4821668,0.66268146,1.0752106,0.35747933,0.6871184,1.532041,1.5789337,0.44146562,1.5112684,1.5693055,0.94096744,1.5460854,1.2388127,0.8843999,0.0,0.94220805,1.050782,0.4694367,1.3287711,0.751026,0.8388195,0.37345785,0.7350881,0.8553173,1.3715799,1.1460855,1.0198689,0.7019597,1.3354328,0.917358,1.2866564,1.2107584,1.4896684,1.1153891,0.21308422,1.4472582,0.29086316,1.4015177,1.1320157,1.0809894,1.1105751,0.9316138,1.3668551,0.7138333,0.45995784,1.2703078,0.86385906,1.3426075,0.8106035,1.2099025,0.4580654,0.9940443,0.79947287,0.59939617,1.0173675,1.4215604,0.658894,0.8556261,1.3530059,0.7295944,1.282461,0.53322154,1.3881576,0.5762037,0.6048258,1.396358,1.4401925,0.59827936,1.4482782,0.576815,1.0598712,0.51014376,1.2820294,0.39497,0.822516,1.5207129,1.2023377,0.8357899,1.3386879,0.4797936,0.7047088,0.73136336,0.5810785,0.5004162,1.3550758,1.3403466,1.5998499,1.4220552,1.5193734,0.37517822,0.4020506,0.48413038,1.3337241,0.9961965,0.6347227,1.1180533,0.620874,0.7474855,0.5800584,1.2947803,0.52715147,0.87619656,1.379698,1.3722508,1.094935,1.0631176,1.2291731,1.2904754,1.0771179,1.5350549,0.9242394,1.4400489,0.35713875,1.4302266,1.3003142,1.2181925,0.2608055,1.3482324,0.23798764,1.0303779,1.338031,0.6068727,1.1381642,0.3313926,0.3135761,1.2453814,1.4785631,1.299104,1.5490215,0.33573925,0.6112617,0.90916485,1.0699381,0.66347826,0.46011436,1.3256195,1.153391,1.0606618,0.73566437,0.4018581,1.3301959
bowl,1.1978359,1.0844175,0.95834106,0.9571139,1.2177477,0.89273286,0.93379647,0.96409136,0.86373746,0.92512417,1.2230806,1.0599043,1.2007339,1.1654963,1.0862994,1.2221373,0.964037,0.9897472,0.94220805,0.0,0.9164908,0.89737964,1.035004,0.60785913,1.0338494,0.8957347,1.0543181,1.0471879,1.2916732,1.0849783,0.60959584,0.8962234,1.2085748,0.5741657,1.163312,0.78188896,1.2644701,0.91909283,1.0108161,1.0526208,0.6140488,0.93657875,1.1377509,1.0987124,1.1815265,0.8854411,1.2664562,1.139662,0.9563966,1.2406821,1.0449203,1.1610332,1.1824657,1.0040872,0.95900726,0.92770046,1.1257966,0.76623833,1.0049096,0.9889511,1.1804882,1.1768534,1.1579297,0.85111433,1.2764363,0.9300796,1.107223,1.1417326,0.9844909,1.0196735,1.2924144,0.72862303,1.3327948,0.7824801,0.91225296,0.7512504,0.82798415,0.9089383,0.8821699,1.0783024,0.94990873,1.1896096,0.7477113,1.108881,0.8504125,1.0616442,1.0517443,0.93147135,0.9524288,1.2449964,1.2784848,1.3207705,1.0373119,0.99309945,0.9612892,0.9388683,1.1870726,1.0652564,0.8607209,0.9167482,0.52904046,1.1174946,0.6805769,0.9753316,0.80876595,0.994141,1.0620221,1.1501198,1.0646459,0.8501041,0.43477094,1.2616532,0.8603359,1.2736707,1.0062457,1.2018287,0.8535966,1.1887828,0.458897,0.9296112,0.99630594,1.1126201,0.9378781,1.1297504,0.37149405,0.5530557,0.92117137,0.903181,1.0366948,1.2383821,1.3023309,1.1038609,0.94881535,0.7268908,1.1840823,1.130869,1.0525866,0.96986777,0.8876829,0.5126654,1.0787699,1.0825171,1.0218024,1.1426752,1.117711
box,1.065274,1.1538972,1.2905636,1.1193233,1.019342,1.1533921,1.0284606,1.230445,0.6771892,0.75712633,0.74248505,1.0902883,0.78724736,0.7694092,1.1511527,0.79689336,0.7443061,0.46452355,1.050782,0.9164908,0.0,1.3009112,0.88025796,0.68469083,1.0748999,0.82728803,0.9044792,1.2102494,0.9466581,0.5967256,1.1180627,1.039993,0.87571,0.7353573,1.000938,1.0193781,0.63321984,1.1692206,1.2277577,0.47770756,0.86186296,0.70917535,0.8151922,0.864722,0.8520718,0.5993312,0.997551,1.3232424,1.3606389,1.1445943,1.2022074,1.0120342,1.3313962,0.9828321,1.2021544,0.96094316,1.1856778,1.219079,1.0264819,0.9347439,1.2778689,1.1028051,0.983124,0.86707556,1.0676419,1.1386728,1.1083653,1.1221083,1.1928964,0.80304325,0.92591006,0.6357473,0.9809687,1.1309111,0.7914741,1.0708681,0.97686136,1.2100102,0.6357448,0.91608226,0.9450913,1.1978629,1.1466424,1.4049432,0.9417299,1.2546388,1.2370484,1.2780367,0.7063912,1.0521075,0.90750426,1.0045419,0.80322355,1.2759035,1.303417,1.2675867,1.0542643,0.8967305,1.2268,0.88879067,1.1462489,1.1986244,0.9695322,0.5776787,0.8187449,1.0751961,0.7766057,1.0353194,1.0513213,0.9912026,0.8722547,1.0253395,0.83808637,0.9690881,0.90218955,0.9831868,1.1772479,0.80477893,0.8565633,0.9152488,1.1700377,1.1276058,1.2142051,1.0103687,0.99548244,1.1968403,0.96155447,1.1335678,1.2392614,0.84674704,1.0045817,0.95852774,0.7745737,1.1252414,1.3482038,1.148601,0.9931664,0.9338789,0.88789535,0.7667554,0.97458327,0.9485106,0.8740149,1.2879378,0.8262597
bread,1.0965745,0.96171534,0.41120958,0.80757934,1.3583552,0.804785,1.1659778,0.3996272,0.8001696,1.5537292,1.50016,0.6185707,1.494762,1.5361807,0.84652436,1.4609424,1.3648679,1.1403558,0.4694367,0.89737964,1.3009112,0.0,1.3191664,1.142761,0.8653306,0.7828716,1.0716308,0.70922124,1.238711,1.3237559,0.6481923,0.8278175,1.3673767,1.052492,1.3016577,0.7496128,1.491108,0.5211478,0.43742037,1.4904191,0.6851573,1.2356174,1.0165216,1.0058132,1.3078573,1.0558155,1.3212641,0.66115,0.40710378,1.2061557,0.83997566,1.1648233,0.7530564,1.2189181,0.706838,1.0224043,0.72461665,0.5907345,0.91540396,1.4889691,0.6151222,0.9385201,1.3518983,1.0488137,1.2412502,0.52577186,1.265238,0.69013554,0.5418601,1.4099488,1.4822423,1.0396621,1.4427321,0.5673125,1.2493441,0.8165225,0.8841946,0.4961428,1.1439052,1.3588506,1.2736576,0.759442,0.8346544,0.5004331,0.747262,0.7435552,0.5138397,0.51754886,1.4145523,1.2210097,1.5533785,1.3708683,1.4431407,0.469612,0.438954,0.33102453,1.2491698,1.0036148,0.16700411,1.2322782,0.2615028,0.81710505,0.54725695,1.3768767,0.74908763,0.8557694,1.5063703,1.2444805,1.001234,0.708713,1.0545224,1.2260747,1.1169376,1.4731681,1.0453749,1.4142554,0.49243432,1.4954123,1.347125,1.1793197,0.4120102,1.2555189,0.40995342,1.1055075,1.0432024,0.64045215,1.2318459,0.57050765,0.47994113,1.3476635,1.4338359,1.3536855,1.4696574,0.47710234,0.59537446,0.85069263,1.2637384,0.7410584,0.74989766,1.1511266,1.200324,1.1484038,1.0959944,0.49769974,1.4437851
broom,0.92442113,1.231666,1.3791692,1.1589943,0.76307726,1.197248,0.97963554,1.291659,1.1571631,0.6809539,0.7382369,1.2746316,0.7688365,0.7706404,0.98124427,0.7846323,0.823549,1.0764793,1.3287711,1.035004,0.88025796,1.3191664,0.0,1.0053517,1.1868128,1.2409813,1.0517085,0.99674934,0.8565898,0.90405625,1.100874,1.1968676,0.668797,1.0570868,0.87203217,0.8762103,0.707921,0.9564176,1.3443583,0.7649484,1.2109903,0.86770666,0.8309293,1.0348772,0.8858939,1.0742462,0.8729823,1.1889824,1.3737338,1.1144572,1.1162496,0.83598775,1.2509084,0.85869145,1.2323091,0.9676181,1.2300948,1.2134695,0.99891585,0.7601445,1.2330571,1.0159166,0.8608881,1.0578904,0.86508346,1.2596856,0.9062538,1.3007474,1.227588,0.59888184,0.797079,1.0473912,0.7313117,1.2279627,0.8537041,1.2571483,0.9311348,1.2618234,0.9971475,0.656942,0.7401491,1.1081065,0.9366839,1.3462023,1.1138334,1.2668387,1.336788,1.3232543,0.7410981,0.9668248,0.73883003,0.70271295,0.7873471,1.319813,1.2969193,1.1508317,0.97858614,1.0477942,1.2235484,0.9341317,1.2019533,1.0627276,1.2645874,0.84197044,1.2686002,1.1246517,0.6606415,0.9890862,0.90318805,1.0528337,1.0124818,0.82202417,0.95372206,0.783353,1.0144304,0.6999035,1.1520683,0.72864264,0.7399136,0.919311,1.3831685,0.9893117,1.3499367,1.0364432,0.7572193,1.1428468,0.744642,1.2713274,1.4113169,0.6393739,0.7937243,0.79033065,0.6636496,1.3615806,1.3201292,0.97824335,0.7355336,1.1160237,1.2433193,0.84540707,1.0497713,0.96668255,0.96939313,1.3652372,0.90098375
bucket,1.1911073,0.8722758,0.9669624,0.9560522,1.3086143,0.71941614,0.7307143,0.9779837,0.6865734,1.0203023,1.1295576,0.98489255,1.0735404,1.0990365,1.1165977,1.087144,0.6210294,0.82014793,0.751026,0.60785913,0.68469083,1.142761,1.0053517,0.0,0.943722,0.56971705,0.78699946,1.224088,1.2989571,0.78858364,0.98398536,0.79316175,1.2031436,0.5484129,1.0753602,1.1062053,1.1127124,1.2117058,0.9151366,0.86480594,0.5251227,1.1347578,1.0798981,0.93731064,1.069261,0.80032563,1.1797916,1.239273,1.0603347,1.1636152,1.2840502,1.2795594,1.2396398,1.0375234,0.76402724,0.9543158,1.0100064,1.014442,0.8835082,1.0427996,1.21784,0.86681217,1.0430351,0.61711186,1.2955272,0.88555866,1.2235897,0.87805945,1.0681021,1.0038048,1.1728897,0.5016194,1.166299,0.9645929,0.8835703,0.733422,1.138615,0.9465378,0.8153368,0.9694512,1.041339,1.2940665,1.1588713,1.2131673,0.73854,1.0421702,1.0957193,1.1086105,0.96266586,1.2026368,1.1872699,1.2358805,1.1307027,1.0456814,1.0572728,1.0103499,1.1711082,0.8911582,1.171425,0.9000903,1.0590293,1.2086147,0.6984136,0.6731663,0.6280131,1.1533288,1.0536408,1.1713753,1.104999,1.1164778,0.8744454,1.1437061,0.7154983,1.2441057,0.7563435,1.2207859,0.9017118,1.1703794,0.85612786,0.72757626,0.84826654,1.0713042,0.90109754,0.84653425,1.0049018,0.8492068,0.85441464,0.85646164,0.93911695,1.0299249,1.2235004,0.97414565,1.1204418,0.70031804,1.1470152,1.2400064,0.8502702,0.6754956,0.43411,1.0017997,0.9929892,1.0150805,0.6574809,1.0862561,1.062063
butterfly,0.5752659,0.8945663,0.85786176,0.8038975,1.1928774,0.8364268,1.0560511,0.80027246,0.9239714,1.2581283,1.263284,0.8864539,1.1905854,1.1543379,0.64066154,1.1921802,0.9605219,0.8468649,0.8388195,1.0338494,1.0748999,0.8653306,1.1868128,0.943722,0.0,0.89980495,0.9325739,1.014789,1.0925976,1.095159,0.9459318,0.798259,1.1683766,0.86984444,1.0004966,0.97675556,1.255261,0.91673344,0.7799955,1.1644489,0.8487442,1.1080725,0.7704998,0.9361376,1.075906,1.0088177,1.1576014,1.00795,0.92267764,1.1845332,1.0938823,1.0365175,1.074109,1.1912421,0.69836694,0.81188726,1.0134087,0.72961336,0.46112633,1.1793119,0.894606,1.0252552,1.0890667,0.9284889,1.1512207,0.7795278,1.2022794,0.84870255,0.733686,1.1310976,1.1851224,0.94172716,1.2251818,0.76895905,1.0522627,0.77505696,1.0786777,0.8960234,0.95776665,1.1601335,1.0297812,1.0949752,1.1093643,0.9843312,0.8706595,0.8943568,0.85538954,0.92623585,1.2758543,1.1027237,1.2234496,1.2565675,1.092229,0.7485881,0.8143847,0.9121878,1.1572751,0.96507,0.8637965,0.88425285,0.88781434,1.1294866,0.8697138,0.97407115,0.84060025,1.0696353,1.2796851,1.1086785,0.78168905,1.109396,1.0526252,1.1322597,0.8335192,1.2048099,0.8805148,1.2239778,0.74884415,1.2527257,1.1674638,1.0346467,0.79783714,1.101325,0.8216003,0.98042494,1.1293061,0.8020187,0.9637592,0.9039396,0.86484015,1.1656234,1.2029529,1.1385927,1.2823373,0.77250075,0.9778734,1.0740217,1.0717078,0.78161335,0.76706123,1.0859315,0.9293247,1.1116865,0.8831335,0.870692,1.1427118
