,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sandwich,1.2531677,0.9666241,1.0406013,1.0972716,0.98614806,1.0395575,1.1481339,0.980613,0.993811,1.1474388,1.1091127,1.2527819,1.134146,0.94076645,1.1184373,1.0881908,1.133057,0.92830837,1.0631176,0.8501041,0.9912026,0.708713,1.0528337,1.1164778,1.109396,1.1798437,1.2222157,1.0059578,1.1956217,1.0902754,0.56601673,1.1224853,1.1607279,0.941211,1.2101451,0.5126119,1.1492283,0.40767956,1.1724396,1.1143099,0.94846404,0.901612,0.97856456,0.88544464,1.1992717,1.1675682,1.0308807,0.96647674,0.9687003,1.0593255,1.1693205,0.94391656,1.0001767,1.1253519,1.1380135,0.86619747,0.9481012,1.0712078,1.0926646,1.0432651,1.0873419,1.045231,1.096996,0.9804003,1.027763,0.6729367,0.87112975,1.0492026,1.062203,1.1934793,1.1569132,0.88053703,1.1597837,0.9899442,0.9923016,1.1268874,0.581096,0.9781701,0.8677808,0.842025,1.0064263,1.0561861,0.33549702,1.007754,0.90321106,1.0659603,1.1067604,0.9844212,1.1020758,0.91965616,1.0253417,1.14274,0.8787414,1.160842,1.0622895,0.9457127,1.0078053,1.1041086,0.5384505,1.0245867,0.66429836,1.1276772,0.8107703,1.0207613,1.0774308,1.080151,1.1509188,1.0026357,1.0744088,0.0,0.85006857,1.0039694,0.9919765,1.0542718,1.088794,1.0224078,1.0979214,1.1599702,1.0395169,1.0358537,1.124463,1.0956904,1.0999982,1.0520151,0.71821046,1.0047354,1.1820115,0.99850535,1.0530957,1.1730248,1.0930682,0.9929915,0.8905987,1.0277686,0.999186,1.0496653,1.0901089,0.93173534,1.0554938,0.71795976,1.0596871,1.1391569,1.127773,1.1172236,1.1296754
sauce,1.1384801,1.0156169,1.0976242,1.0818168,0.9987422,1.0354661,0.9506543,1.1662257,1.0260205,0.9352019,0.988486,1.3115038,1.0472431,0.87656826,1.115392,1.0032859,0.94593567,0.9591036,1.2291731,0.43477094,0.8722547,1.0545224,1.0124818,0.8744454,1.0526252,1.1620755,1.1235552,0.90065277,1.1654534,1.0717329,0.681622,1.1203531,1.0855008,0.8149668,1.1344347,0.7714108,1.0150161,0.85108924,1.2564232,0.92158926,1.0206974,0.81420946,0.9804793,0.92387295,1.1484365,1.0131863,1.0173349,1.1464823,1.166476,1.0802749,1.1258276,0.9642787,1.0999452,0.98498243,1.1134452,0.89887434,1.132709,1.1117691,1.0407171,0.9139695,1.2597175,1.1440705,1.0509824,0.9374004,1.1051638,1.0268414,0.8601017,1.2008443,1.1279445,0.9150171,1.1234965,0.91334355,1.1092283,1.0858018,0.8625046,1.1093951,0.579328,1.1327701,0.9037742,0.8372865,0.9649911,1.2292581,0.63811445,1.187481,1.0941274,1.1315858,1.2025392,1.0610076,0.8814181,1.1052988,0.9634798,1.0879166,0.8985893,1.2694557,1.2357551,1.165193,1.0029684,1.1379095,0.94098526,0.8814931,0.81851685,1.1862087,0.7986443,0.87012535,1.038723,1.0687828,0.97412586,1.074342,0.9634162,0.85006857,0.0,1.1423926,0.9374912,1.0165656,1.0377212,0.98739564,1.2170104,1.0121393,0.73128486,0.88201773,1.2438734,1.0996149,1.2837257,1.097746,0.42170572,0.95662856,0.99451584,1.0333439,1.1090987,1.0491507,1.1095753,0.9700133,0.8576032,1.146651,1.1747916,1.1350046,1.0552995,1.1282542,1.0599035,0.5025505,0.9438137,1.034483,1.0930566,1.2777228,0.9639877
scarf,0.79337513,1.0265442,1.2932426,1.12076,0.6926377,1.2279963,1.1816349,1.2400755,1.0183398,0.83329237,0.6769771,1.1620017,0.72660893,0.6346516,1.0506127,0.5230596,0.8787568,1.1278801,1.2904754,1.2616532,1.0253395,1.2260747,0.82202417,1.1437061,1.1322597,1.2267926,0.9935563,1.1189524,0.6850357,0.9154707,1.2218295,1.1537522,0.85541993,1.0445315,0.81714505,1.0562341,0.7258711,1.0291939,1.3007803,0.78184533,1.3053415,0.93580323,0.8691042,0.94609886,0.9994556,1.096179,0.75937057,1.2096751,1.3195066,0.78072727,1.0733386,0.9863496,1.1455343,0.92013615,1.1179857,0.9722922,1.0802186,1.3175603,1.0646405,0.8073684,1.1456308,0.9459553,0.75525033,1.0775855,0.9668801,1.1330516,0.95465004,1.1722962,1.1790262,0.953653,0.604354,1.1421041,0.5535198,1.3370181,1.1248845,1.3090019,0.974934,1.2464266,1.1138718,0.6919067,0.9869793,1.145367,1.0055853,1.2157364,1.1146762,1.1428236,1.2096914,1.2383226,0.81958616,0.7491156,0.5092278,0.6497976,0.8244244,1.3084534,1.3287024,1.2672124,0.64840233,0.9021411,1.1782495,0.9844145,1.3094614,1.0015446,1.2404372,0.8194387,1.2862151,1.0963873,0.8574357,0.71407187,1.1479543,1.0039694,1.1423926,0.0,1.0871884,0.6684569,0.85191965,0.64874816,1.2794626,0.8114589,1.0620881,1.0098345,1.2577169,0.87236416,1.2983115,0.81558573,1.0683047,1.3578228,1.1305138,1.2447523,1.2543715,0.95511484,0.6684016,0.8397857,0.8133718,1.3115101,1.194844,1.0182979,1.0026238,1.0017555,1.2674892,1.0958353,0.96347785,1.0330135,1.1842554,1.1779643,0.8798462
scissors,0.98803604,1.0308294,1.1233491,0.88108134,1.0465873,0.9963766,1.0346335,1.1140261,0.85737103,0.9748622,1.1191278,1.2109348,1.0568419,0.92486036,1.1365384,1.0299461,0.67011124,0.69280326,1.0771179,0.8603359,0.83808637,1.1169376,0.95372206,0.7154983,0.8335192,1.129076,1.1880336,1.0368427,1.3000711,0.9644812,0.9759009,0.7884432,1.1801124,0.84008217,1.0159307,0.9452999,1.1144878,0.95737743,1.0039958,0.84747857,0.9990446,0.85821956,1.0448213,0.8236872,1.116335,0.8837206,1.1662971,1.1346463,1.1809297,1.0970587,1.3236834,1.0288751,1.1228226,1.1014346,0.98265713,0.9831988,1.1654236,0.8163767,0.646225,0.96864635,1.1410522,1.1298498,0.91994625,0.7126257,1.1977332,0.9596249,0.9605495,1.0297513,0.9830122,0.73552203,1.1748902,0.8704754,1.1880612,0.7697117,0.87058246,1.0328121,1.0110139,1.1484808,0.959688,0.8541162,0.8820916,1.1502522,0.9583368,1.1830201,0.98959255,0.90718985,1.1403005,1.1556919,1.1164683,1.0207739,1.0661821,1.2815201,0.8857044,0.9840472,0.91565776,1.1098619,1.0123736,1.1396282,0.9936366,0.9582592,0.993583,1.2515389,0.9642879,0.6771727,0.9559598,1.1499923,1.1680365,1.0260301,0.95577586,0.9919765,0.9374912,1.0871884,0.0,1.1784431,0.8607521,1.1718607,0.9399872,1.1139385,0.9045084,0.54142386,1.0210607,1.1417127,1.1294699,1.0209581,0.88641125,0.72266424,0.8601748,1.0448359,1.0824099,1.0999558,1.1843094,0.83511233,0.9882342,0.95285964,1.1367704,0.9848777,0.56784225,0.93504584,0.61295813,0.6713207,1.0165964,1.2572935,0.7986632,1.0897393,1.116331
shirt,0.88848585,1.0793182,1.4419556,1.2911181,0.38277572,1.3015478,0.98483276,1.4118788,1.3349547,0.5901797,0.450787,1.3662829,0.5104771,0.27429986,1.1246564,0.52343315,0.9713085,1.1171463,1.5350549,1.2736707,0.9690881,1.4731681,0.783353,1.2441057,1.2048099,1.4272718,1.1291907,1.1503911,0.6886326,0.83868,1.221148,1.3015456,0.68579113,1.1679668,0.84066933,1.109039,0.42265785,1.2052794,1.5467215,0.7155366,1.479255,0.75961936,1.0008718,1.0157554,0.8727847,1.2384177,0.26862836,1.2246091,1.4083169,0.7903111,1.1668196,0.59696525,1.1284289,0.7967297,1.4075623,1.1693377,1.1375602,1.4894332,1.2245102,0.5986039,1.1505902,1.0778626,0.78895926,1.277759,0.5387788,1.3383029,0.6733545,1.266246,1.3739055,0.7898671,0.4411822,1.1391718,0.34379613,1.5025065,0.9956947,1.4458168,0.90083784,1.3608258,1.1103747,0.74258757,0.9180021,1.0224737,0.9802809,1.2749083,1.4033217,1.1841052,1.4123772,1.2924426,0.7140796,0.75777555,0.1676268,0.3737855,0.6723634,1.5086876,1.4846896,1.4366052,0.6296549,1.1064643,1.3765863,0.9781459,1.4762003,1.0647713,1.3979936,0.9712003,1.4653424,1.2096634,0.5733688,0.7344106,1.1006622,1.0542718,1.0165656,0.6684569,1.1784431,0.0,1.1852306,0.38194072,1.5154835,0.5009941,0.9102447,1.0283751,1.5631261,0.746096,1.5264966,1.0301323,1.0257032,1.4957598,1.0702854,1.3507786,1.3930595,0.67676866,0.20121574,0.6674198,0.48849678,1.5654676,1.2413803,1.0997119,0.97332084,1.4166424,1.4943042,0.9882964,0.91278034,0.9199881,1.2104346,1.367666,0.7340381
shoe,1.0742025,0.6896424,1.0746659,0.96269953,1.1072395,0.9774726,0.96291506,1.0850443,0.8576463,1.1977706,1.0907412,0.8632922,1.0167221,1.0588044,1.003594,0.9743355,0.90715516,0.89275575,0.9242394,1.0062457,0.90218955,1.0453749,1.0144304,0.7563435,0.8805148,0.74190557,0.97671515,1.1202334,1.0955212,0.8592422,1.1411446,0.9370036,1.1861793,0.89158857,0.9446675,1.0532092,1.0708176,1.0006634,1.003911,1.0733938,0.84011185,1.0817335,0.9879446,0.90605474,1.1276431,0.93068373,1.1413333,1.0593873,1.099072,1.0287106,1.1623307,1.2063806,0.9907538,1.1105839,0.93559444,0.9378065,0.7067476,0.9313263,0.9889047,1.1775147,1.0062102,0.4762556,1.0741755,0.8642536,1.1181114,0.9447131,1.0206685,0.80575156,1.0360655,1.1401533,1.075975,0.92534065,0.9754299,0.8357154,1.072945,0.96472424,1.0804914,1.127862,0.9199339,0.7843457,0.96928656,1.0823045,1.1168106,1.1171702,0.6931184,0.9144802,0.9268234,1.1947985,1.0573425,1.019123,1.0336484,0.9949947,1.1789153,0.9840761,1.0085696,1.052197,1.0309641,0.69678104,1.0243759,0.968349,1.0332972,1.1669227,0.97180074,0.71000886,0.7366537,0.98616767,1.21384,1.0918939,1.0408486,1.088794,1.0377212,0.85191965,0.8607521,1.1852306,0.0,0.9452833,0.8820728,1.2400764,1.1431203,0.96396077,0.6347215,1.1500299,0.9690127,0.30703086,1.1376998,0.9144729,0.9032196,1.062427,0.9879922,0.9854135,1.1174959,1.0054693,1.2539135,0.8607243,0.8230444,0.9475858,0.88816136,0.6245138,0.8723226,1.1223727,1.0650007,1.0794935,0.8516585,0.8895518,1.1973381
shorts,0.89012873,0.91982484,1.418401,1.1600364,0.42906392,1.3099667,1.0069239,1.4378241,1.2447102,0.7217457,0.5934306,1.1968474,0.57864094,0.49305224,1.1167483,0.5687513,0.92488265,1.1746153,1.4400489,1.2018287,0.9831868,1.4142554,0.6999035,1.2207859,1.2239778,1.2499249,1.1729062,1.0344554,0.85794353,0.74892735,1.2647699,1.3181016,0.7512352,1.1628528,0.8473462,1.0762954,0.49569196,1.102529,1.4888036,0.8323299,1.3858223,0.9116385,1.100445,0.91825455,0.8665377,1.0562708,0.48840976,1.0668775,1.3156359,0.98882824,1.1173066,0.8313683,0.9317222,1.0101321,1.3856177,1.1917682,0.9228616,1.3607812,1.2676353,0.7930093,1.1118265,0.8325902,0.9661511,1.1948063,0.7230272,1.2359915,0.5879874,1.2444094,1.3148642,0.76237446,0.6748138,1.0974226,0.34871864,1.4072195,0.95977795,1.3898433,0.86751294,1.3929693,1.0539585,0.62360424,0.8693707,0.9473063,0.98001236,1.2088395,1.198828,1.0504004,1.3365282,1.3439043,0.73641133,0.9114111,0.3310923,0.23749697,0.73677,1.44502,1.3925896,1.3565288,0.78072536,0.90331143,1.3087704,1.0860689,1.3959329,1.1040704,1.3497448,0.8831559,1.40855,0.9871751,0.6934739,0.9426174,1.1213143,1.0224078,0.98739564,0.64874816,1.1718607,0.38194072,0.9452833,0.0,1.4035916,0.7759342,0.9329396,0.9593236,1.4047754,0.95795655,1.472743,0.8187499,0.93789756,1.3715426,1.0137231,1.3046227,1.3498884,0.6896143,0.44407797,0.6520544,0.7127568,1.5519494,1.0738212,0.8353324,0.85294974,1.2533133,1.5071852,0.99816024,1.0193912,1.0748353,1.1809386,1.2353305,0.8893751
shovel,0.9369354,0.97977185,0.53546846,0.7491869,1.394306,0.8749596,1.1524528,0.5481272,0.7758866,1.4215217,1.5975816,0.3800922,1.4769247,1.5627859,0.8432231,1.5510563,1.2645735,1.0685158,0.35713875,0.8535966,1.1772479,0.49243432,1.1520683,0.9017118,0.74884415,0.44472492,0.84269816,0.8663336,1.2100232,1.0867677,0.97185135,0.809091,1.2331804,0.98662144,1.1218503,1.1052095,1.4676671,0.99702066,0.34723258,1.423484,0.47724247,1.3041734,1.086585,1.1702679,1.0634167,0.9397478,1.3974116,0.77123535,0.6129902,1.2259657,0.84645474,1.3723239,0.8395987,1.192311,0.6043453,0.92285967,0.7057607,0.2997011,0.932772,1.2996682,0.697316,0.8266257,1.3974445,0.9830704,1.2760755,0.73875606,1.306294,0.72364974,0.5636831,1.1445974,1.4319538,0.8838251,1.418156,0.33434498,1.0045661,0.49211353,1.2402445,0.6045902,1.0414134,1.4459219,1.1348113,0.89986396,1.2448081,0.6871929,0.65843797,0.69155216,0.5871336,0.75055957,1.2742374,1.3096492,1.6059299,1.3437543,1.4967422,0.29660803,0.33854443,0.4936098,1.347277,0.9193922,0.6118905,1.0746107,0.5434454,0.8162089,0.75768423,1.210479,0.6831337,0.82738125,1.2853484,1.328264,1.0436201,1.0979214,1.2170104,1.2794626,0.9399872,1.5154835,0.8820728,1.4035916,0.0,1.3861095,1.1274289,1.198073,0.3382036,1.307687,0.38521934,1.0038611,1.1564561,0.32161725,1.0885187,0.5531249,0.5228482,1.1715865,1.4269475,1.3673999,1.4960582,0.49878466,0.7111702,0.8457138,0.96083575,0.67246914,0.7581176,1.2125523,1.1106248,1.054556,0.6572585,0.4682327,1.2913865
shower,0.9663759,1.294801,1.4685569,1.1962696,0.6991006,1.3142014,1.0711857,1.3902915,1.1566832,0.3417096,0.42702627,1.367032,0.5392978,0.6357908,1.1094687,0.5943447,0.93775856,1.0974954,1.4302266,1.1887828,0.80477893,1.4954123,0.72864264,1.1703794,1.2527257,1.3247063,0.9767225,1.2678282,0.63528717,0.7727127,1.2449664,1.2319005,0.3092029,1.0377358,0.83788013,1.0908718,0.4467789,1.237859,1.516031,0.52869684,1.3412572,0.7718528,0.928704,1.0879903,0.45761317,1.0375224,0.6745745,1.3056345,1.4529804,0.78385437,1.1070031,0.7367537,1.3358499,0.70182157,1.3709,1.0019791,1.3640833,1.4427927,1.213215,0.5244394,1.3133092,1.364421,0.67228305,1.3027287,0.7749689,1.4124181,0.9497948,1.4327492,1.3531834,0.6131115,0.5146103,1.0725499,0.6350829,1.4322705,0.6267799,1.1588614,1.0428443,1.3581942,1.000644,0.93348056,0.9138661,1.1759264,1.0032752,1.3706905,1.3679677,1.4099523,1.354219,1.3670521,0.52083886,0.8028897,0.50239146,0.64730346,0.75653255,1.4620193,1.5005643,1.4503293,0.6831476,1.1373408,1.443927,0.76570785,1.468371,1.0307418,1.3835922,0.9544258,1.3379347,1.204309,0.32734263,0.61123496,1.0447212,1.1599702,1.0121393,0.8114589,1.1139385,0.5009941,1.2400764,0.7759342,1.3861095,0.0,0.6943435,1.0395973,1.5562754,0.7352723,1.4971647,1.2177706,1.0386314,1.412852,0.8997931,1.2596135,1.4106479,0.65605766,0.5490341,0.8706557,0.4472102,1.5073918,1.4223709,1.2644513,1.092838,1.3546197,1.4177213,0.89704335,0.84527004,0.74854714,0.9831248,1.4763122,0.37678897
sink,1.0453578,1.2193877,1.3614633,1.0544213,0.8920018,1.2422734,1.0573589,1.311815,1.001561,0.2986195,0.7709414,1.2329764,0.79822206,0.8879291,1.1037638,0.8622071,0.835437,1.0324569,1.3003142,0.458897,0.8565633,1.347125,0.7399136,0.85612786,1.1674638,1.1255904,0.905477,1.2045224,1.0140553,0.85183066,0.91373914,1.1174583,0.7601656,0.8567252,0.8955576,0.8936058,0.8928842,1.11634,1.3394392,0.6502716,1.0027156,0.84024036,1.1333808,1.2037681,0.72022206,0.7891089,1.0616415,1.2947128,1.3336351,1.0362321,1.0807616,1.0089852,1.3270926,0.84647834,1.210487,0.9766398,1.2913609,0.93052,1.1526724,0.6905187,1.32229,1.2690175,0.9679878,1.0473143,1.0380363,1.2671282,0.9704315,1.4048089,1.1525915,0.68173325,0.87257123,0.9093069,0.9970461,0.9720369,0.7098894,0.8775434,0.92683786,1.2254704,0.90501356,0.97397536,0.798365,1.2934248,0.9328996,1.3584316,0.93460584,1.2310115,1.3345237,1.2989374,0.5318787,1.1044002,0.937862,0.9834661,0.74486226,1.2412547,1.2339518,1.3036513,0.99285436,0.9654133,1.2698166,0.89607054,0.9491016,1.1729629,1.1602772,0.92489856,1.0642992,1.1833403,0.49961364,0.94896007,1.0906215,1.0395169,0.73128486,1.0620881,0.9045084,0.9102447,1.1431203,0.9329396,1.1274289,0.6943435,0.0,0.90906227,1.4001269,0.8292099,1.2971618,1.1425378,0.5637138,0.7777522,0.84333205,1.2060508,1.3575538,0.9235529,0.94622,0.93851614,0.52004516,1.1741372,1.4360371,1.1851481,0.9080922,1.1326034,1.2318679,0.44477463,0.9901685,0.9457679,0.95257294,1.4332517,0.74771094
slide,1.0706394,0.94621205,1.207796,0.89306283,0.99808913,1.0594043,0.97043985,1.0492867,0.9559459,0.7998881,0.8614105,1.2250887,0.7636807,0.8303366,1.1340485,0.7901156,0.4793011,0.91828054,1.2181925,0.9296112,0.9152488,1.1793197,0.919311,0.72757626,1.0346467,1.1629145,1.0191025,1.0125741,1.1404225,0.7810153,0.9213988,1.0365483,1.0978954,1.0045826,0.93894327,0.9643534,0.91300106,0.99505174,1.1215435,0.67165124,1.1716359,0.88298535,1.1194642,0.89662737,1.0623754,1.0016178,0.9914411,1.196265,1.1747215,0.95721805,1.2944393,1.0674933,1.1889297,1.043415,1.1146122,1.0807711,1.1284722,1.1243182,0.88631034,0.99836886,1.2540604,1.1619927,0.7079049,0.9723826,1.1523478,1.0886567,1.02452,1.1413186,1.0889244,0.8136524,0.99414486,0.948816,0.94951266,1.067492,0.9703447,1.1522421,1.0065455,1.0863255,1.0402576,0.8231834,0.9111494,1.2528852,0.9728585,1.264178,1.0034008,1.0689462,1.2650774,1.1333382,0.9967858,1.1307194,0.89637077,1.0409094,0.80174816,1.2047204,1.1580522,1.0769374,0.9682365,1.0318525,1.1339728,1.0237281,1.0887579,1.2384504,1.0113691,0.82654345,1.1191657,1.2213318,1.0227085,0.80696785,1.0229418,1.0358537,0.88201773,1.0098345,0.54142386,1.0283751,0.96396077,0.9593236,1.198073,1.0395973,0.90906227,0.0,1.2333835,1.0120296,1.1514049,0.9402982,0.8779405,1.0366436,0.92289376,1.0293844,1.2106853,1.0541435,1.0613606,0.6974409,0.87032723,1.2026516,1.233751,1.0827894,0.7870512,1.002215,0.722644,0.8003222,0.8517929,1.0980402,0.92639947,1.2397933,0.9060204
slipper,1.0810859,0.7789649,0.34008503,0.78964686,1.4768668,0.6801811,1.020696,0.4722411,0.7953903,1.5886923,1.5869411,0.2865559,1.5173556,1.6065242,0.9148442,1.5210514,1.2463131,0.98534214,0.2608055,0.99630594,1.1700377,0.4120102,1.3831685,0.84826654,0.79783714,0.33316743,0.893094,0.8553643,1.2548255,1.1775782,1.0474334,0.6604964,1.3886411,1.0048571,1.2340326,1.1903876,1.4874698,1.0368707,0.24628389,1.540925,0.48099422,1.3826224,1.0898815,1.0164531,1.2117611,0.91355926,1.3827453,0.6200818,0.41695106,1.1700464,0.7714771,1.3276668,0.6350645,1.2222075,0.5182973,1.0697722,0.542424,0.5406079,0.9283116,1.504345,0.50707656,0.57993495,1.3469081,0.8195659,1.2797971,0.6335732,1.2851,0.45758224,0.6485384,1.4080944,1.4749949,0.94295156,1.406343,0.5165591,1.2535679,0.6205989,1.3068522,0.5433856,1.068213,1.4295294,1.2735584,0.67861533,1.3321215,0.42719936,0.6058854,0.5719824,0.33877856,0.5920515,1.4004865,1.2240639,1.6028914,1.3823247,1.5692866,0.3075145,0.35365283,0.46903163,1.2805439,0.81666446,0.60345423,1.2344487,0.5892855,0.7877846,0.6720406,1.2320969,0.45588195,0.6871332,1.514873,1.3581736,1.0838867,1.124463,1.2438734,1.2577169,1.0210607,1.5631261,0.6347215,1.4047754,0.3382036,1.5562754,1.4001269,1.2333835,0.0,1.2858417,0.27215683,0.79905844,1.3713772,0.60209924,1.122016,0.5766431,0.33153445,1.2572075,1.46492,1.3535936,1.6640162,0.26719844,0.41148424,0.76543176,1.0844144,0.5674012,0.52513444,1.42714,1.2502244,1.1146986,0.8806766,0.22787988,1.4706149
snow,0.8498723,1.0782993,1.2325028,1.0285115,0.8852721,1.0380579,0.8720435,1.2538425,1.2083365,0.5861845,0.58106893,1.1243591,0.68422556,0.7747554,0.9882795,0.6148401,0.9026371,1.1213756,1.3482324,1.1126201,1.1276058,1.2555189,0.9893117,1.0713042,1.101325,1.2318501,0.96371174,1.1281785,0.5845847,1.061626,0.9653009,1.1133739,0.8512974,1.1282148,0.73383886,1.12274,0.8435568,1.1459713,1.2107157,0.8763281,1.3268425,0.90087175,1.1015823,1.2177981,0.95045495,1.168563,0.88035685,1.2026544,1.1204013,0.59477514,0.9262607,1.0172359,1.1336126,0.7210556,1.0777948,1.0806309,1.0815471,1.1185722,1.0018873,0.87075317,1.2453288,1.1065352,0.66149485,1.1232234,0.98273474,1.2740014,1.0061405,1.315299,1.0879644,1.0102642,0.5416942,1.2285758,0.7194246,1.1690843,1.2186662,1.1674588,1.1133596,1.1866612,1.0628437,0.9526339,0.98905945,1.1224247,0.9069745,1.164278,1.0439762,1.1998012,1.1862246,1.171361,0.9009932,0.61239135,0.78018653,0.8181102,0.61915815,1.0789332,1.1541216,1.2088932,0.7501949,0.8313924,1.2550508,1.0934074,1.2251587,0.89107656,1.2309418,1.0823228,1.1543736,1.2053947,0.8103726,0.5679215,1.1708791,1.0956904,1.0996149,0.87236416,1.1417127,0.746096,1.1500299,0.95795655,1.307687,0.7352723,0.8292099,1.0120296,1.2858417,0.0,1.2219757,1.0003256,0.9921127,1.1630234,1.054124,1.2288636,1.2474691,1.0566874,0.75991386,1.0358866,0.7102059,1.1949881,1.2020701,1.1543665,1.1163828,1.1375326,1.2614079,1.0628217,0.93469507,0.8910403,1.2267398,1.2934306,0.85991573
soap,1.0223078,0.93139553,0.24442816,0.7488361,1.4769402,0.5867791,1.0166763,0.22329605,0.82811743,1.5249642,1.5345376,0.40167165,1.4801264,1.5963327,0.87810564,1.5159417,1.2890782,0.99238783,0.23798764,0.9378781,1.2142051,0.40995342,1.3499367,0.90109754,0.8216003,0.5005154,0.87693703,0.8442252,1.2979972,1.2872145,0.88220155,0.7050728,1.3980497,1.0504386,1.2185583,1.1210562,1.5219964,1.0411777,0.17187893,1.5116265,0.5183861,1.3558974,1.1766013,1.1845168,1.2232281,0.99919677,1.3850484,0.68672013,0.3470019,1.2162113,0.691283,1.2894635,0.7698016,1.1836936,0.47142512,1.0200031,0.80021507,0.52272755,0.8534686,1.494073,0.662439,0.86995345,1.2705353,0.7901726,1.3018466,0.63714486,1.4118409,0.6370067,0.48793107,1.4090693,1.4226706,0.936047,1.4601074,0.5257523,1.248635,0.5498275,1.2697221,0.26529628,1.0395222,1.5548098,1.2661515,0.75944585,1.3314378,0.44796026,0.698699,0.7571809,0.45802796,0.40745682,1.3947341,1.3192925,1.6123893,1.4238465,1.4187131,0.29455298,0.35975134,0.2549399,1.3245863,0.964709,0.63421965,1.1956799,0.52977884,0.63639486,0.6140471,1.3240722,0.5489924,0.8361336,1.4714038,1.2967145,1.0061083,1.0999982,1.2837257,1.2983115,1.1294699,1.5264966,0.9690127,1.472743,0.38521934,1.4971647,1.2971618,1.1514049,0.27215683,1.2219757,0.0,1.0509738,1.2199333,0.584613,1.1196088,0.49404144,0.38320792,1.3387507,1.4793186,1.3460138,1.5630636,0.29239273,0.60089767,0.90995026,1.1313732,0.7017213,0.5010147,1.3652637,1.1716297,1.1022795,0.9249907,0.40672243,1.3968732
sock,1.0376797,0.5076941,1.1859264,1.0609896,0.8334081,1.0958407,1.0033451,1.1921785,0.9786325,1.107817,1.0355684,0.8773285,0.91649973,0.9695812,1.0915192,0.928148,0.9470047,1.0397396,1.0303779,1.1297504,1.0103687,1.1055075,1.0364432,0.84653425,0.98042494,0.7598086,0.9722033,1.0371894,1.019032,0.8283994,1.1142462,1.1186656,1.128897,0.96093863,0.91110253,1.0828973,1.0252278,0.9810417,1.0214117,1.0484756,0.912495,1.2173276,1.0846224,0.89066607,1.0230663,1.0030664,0.9717768,1.040409,1.0890297,0.9615112,1.047316,1.2396202,0.83225465,1.1504893,1.0253605,1.0012065,0.5207429,0.9290317,1.1597927,1.1638563,1.0869212,0.377666,1.04296,0.9809591,1.0873835,0.9805519,0.8373555,0.93276227,0.99535793,1.1454163,1.0391126,0.9925802,0.8517519,0.8847523,1.0539266,0.9837758,1.0654206,1.1984329,0.8742737,0.73079926,1.0091561,1.0735487,1.1031876,1.0979865,0.68281674,0.8762734,0.9797646,1.2432568,1.0098587,1.0354655,0.9236661,0.9026816,1.0538913,0.9547695,0.95248586,1.0560824,0.9888298,0.6071675,1.0645716,1.0476345,1.1393993,1.1847292,1.0421855,0.84700334,0.89931536,1.0385237,1.1082686,1.0556242,1.099013,1.0520151,1.097746,0.81558573,1.0209581,1.0301323,0.30703086,0.8187499,1.0038611,1.2177706,1.1425378,0.9402982,0.79905844,1.0003256,1.0509738,0.0,1.1984459,0.98706,0.992318,1.0740819,1.0928777,0.9659752,1.0241202,0.9536209,1.1659479,1.0635935,0.7855575,0.90882605,0.82620835,0.70716023,1.0289338,1.2123482,1.031776,1.0112338,0.9000758,0.9127754,1.0839547
