,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glasses,glove,grass,gum,hair,hand,hat,horse,jeans,knife,ladder,lamp,leg,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
spoon,1.3632563,0.913948,0.7937076,1.1607642,0.5516583,0.56021196,0.8945023,0.7584951,1.3162161,1.4601516,0.5208741,1.4349357,1.3446932,1.1733495,1.4988966,1.3261797,0.8504139,0.6184722,0.8496982,1.2502894,0.8411903,1.0586181,0.52735955,0.76588476,0.95831645,0.8221516,0.60563046,1.2189806,1.0462637,1.4621493,1.0190673,0.5063856,1.1371781,0.5827127,0.93542373,1.1890427,0.7819135,1.0074295,0.677728,1.3486869,0.76119304,0.94210446,1.1762917,0.82462466,1.2940735,1.1738276,0.6294248,0.8599551,1.2352076,1.3002589,0.5392016,0.59693813,1.1310256,0.9359992,1.2423986,1.1008086,0.70148283,1.3815215,1.2855699,1.101197,1.2954746,0.4222263,0.70490557,1.1416261,1.3065753,0.9973079,0.59486836,0.884292,0.43549526,0.7799774,1.3702309,0.6430042,1.40618,1.2488313,1.3121867,0.56632686,0.4778865,1.0599738,0.48784685,0.76005566,0.7376268,1.3766396,0.9899539,1.2120703,0.88941336,1.2944381,0.68200505,0.5225635,1.3673233,0.93448305,0.7869119,0.8634882,1.0803937,1.3577762,0.49999148,1.1231418,1.2444743,0.0,0.7896644,0.68032837,1.1644908,1.3194945,1.4408183,0.73329574,0.69395727,1.2715563,1.1508803,0.8869399,0.82659763,1.3798791,0.6901168,0.57669795,1.2444605
sprinkler,1.0226382,0.8887875,0.9433406,1.0560005,0.77114356,0.87108123,1.040319,0.8425877,1.0581342,1.2442076,0.9909494,1.3196882,1.1561816,1.1395977,1.2719539,1.1518657,0.8634113,0.83818257,1.0117463,1.0763403,0.9522632,0.98560965,0.9748546,0.9115449,1.2555513,0.94656754,1.0596997,1.1151136,1.0808114,1.2949176,1.044683,0.75408375,1.0104527,0.8536954,1.0658522,1.2650163,0.84934855,0.9097925,0.96923774,1.1094521,1.020129,1.0204655,1.1847464,0.9306526,1.1400242,1.100813,0.91594726,0.77267015,1.095385,1.146955,0.9572729,0.7641134,1.0218523,0.78908193,1.1932621,1.0213834,0.97202075,1.1496681,1.1047207,1.0128213,1.1263853,0.67140627,0.89274824,0.79873514,1.1364677,0.89321256,0.94093335,0.7591562,0.8639822,0.98528814,1.2223372,0.8320782,1.2524408,1.2713096,1.0398893,0.74527305,0.73658067,1.0641798,0.8126803,0.93295574,0.81591886,1.1525664,0.905225,1.0449159,0.93234015,1.2262092,1.0990903,0.649545,1.2701696,0.92220366,1.0373104,0.9957349,0.97610986,1.0353484,0.77305514,1.2132406,1.2008047,0.7896644,0.0,0.81105065,0.95154434,1.2521436,1.2667011,0.7220293,0.886829,1.0338091,0.7573568,0.76205677,0.6813099,1.091022,0.93816704,0.79849374,1.2642521
strawberry,1.1949067,0.8266435,0.89205503,1.0135013,0.5907904,0.7055552,0.96194184,0.63995546,1.1790998,1.3645127,0.8372824,1.3232547,1.2732542,1.2726002,1.3652468,1.1682241,0.8097328,0.64515895,0.9736098,1.1177781,0.9743789,1.0539541,0.89859504,0.88568085,1.181074,0.91764176,0.95377874,1.139425,0.929625,1.3143654,0.96783066,0.62923694,1.1482251,0.773978,0.9508257,1.2703472,0.7905127,1.0716747,0.92793596,1.1013904,0.9027195,1.0003794,1.2049699,0.864156,1.1292223,1.2035244,0.47244245,0.7510512,1.1023852,1.1429006,0.82262886,0.74002784,1.1061829,0.6569197,1.187053,1.0225269,0.7597841,1.2273765,1.1713098,1.14204,1.2274895,0.7868278,0.82880414,1.0526388,1.1809052,0.89280313,0.60351646,0.9702946,0.75942886,1.0203478,1.1766675,0.6052725,1.2648265,1.2316589,1.142068,0.79376185,0.7549174,1.0875494,0.7864543,0.90507346,0.66722643,1.2310579,1.0883615,1.0768938,0.98085105,1.2636122,0.9959842,0.7234786,1.2777686,0.88728935,0.9582714,1.1223187,1.138121,1.2294946,0.626124,1.1824439,1.1867484,0.68032837,0.81105065,0.0,1.1168429,1.2225319,1.3168857,0.65449184,0.781089,1.2111351,1.109154,0.97799754,0.661508,1.1561462,0.9731687,0.72946334,1.3096247
stroller,1.1148664,1.2096944,1.1329303,0.8971543,1.1674232,1.1500287,1.1080415,0.91276306,0.81877244,0.89002866,1.2263149,0.915664,0.9833845,1.0670191,1.022214,0.8396728,0.891927,1.1390095,1.0086243,0.6979991,1.070588,0.83907014,1.082031,0.9193938,1.2018638,0.86563313,1.2322152,0.8701917,0.87300533,0.9155007,0.9861211,1.180845,0.6971318,1.2048949,1.1136739,1.1101569,0.991441,0.8821526,1.0065405,0.9181493,1.1311466,1.074065,1.0463854,1.2101843,0.7134415,1.1915674,1.1113795,1.1642694,1.0699009,0.8738667,1.2240658,1.067026,1.1673969,0.9753002,1.0254815,1.0589985,1.1387283,0.9334279,0.947639,0.8302522,0.55232066,1.1747775,1.1077275,0.9318056,0.70702696,1.193022,1.276652,1.2684467,1.2527121,1.1134733,0.8888094,1.1209942,0.8923678,1.0904686,0.82245904,1.1407598,1.2129806,1.0113982,1.3370042,1.1462817,1.0049233,0.9352467,1.1977197,0.8033698,0.8824653,0.79214,1.160974,0.9797009,1.0539387,0.9207535,1.0335283,0.9276721,0.93243915,0.5061117,1.17274,1.0879749,0.9860131,1.1644908,0.95154434,1.1168429,0.0,0.8000083,0.6501675,1.0650281,1.3180736,1.0848657,0.86924905,1.2739434,0.6546786,0.6974131,1.0281886,1.1543859,0.96047276
sweater,0.8982771,1.0785338,1.2387319,0.8501743,1.290144,1.3657154,1.2506816,1.273041,0.91672903,0.64805955,1.3870803,0.656639,0.5859406,0.82205564,0.6326718,0.86504173,1.2744167,1.4000032,1.3214993,1.0172662,1.0914791,1.0618607,1.2360585,1.1693577,0.9001148,1.057101,1.2790605,0.2747305,0.96147776,0.61017793,0.979171,1.5023317,0.84992754,1.3799583,1.0856419,0.70116794,0.9411485,0.97838175,1.2549415,0.6577504,1.2363755,1.0575017,0.76881564,1.209156,0.94301325,0.8821755,1.2389278,1.2716753,0.9229274,0.73640895,1.3398123,1.2694368,0.9551858,1.3303463,0.6735086,0.9359251,1.1813389,0.7570532,0.8192085,0.93419707,0.66631854,1.3998477,1.1603367,0.8283844,0.80654764,1.1576374,1.3564355,1.2475302,1.3935565,1.1824085,0.7668057,1.1032113,0.31943703,0.7087471,0.9864018,1.3675863,1.4079125,1.0332061,1.4006972,1.1961707,1.4292576,0.74148715,1.0363401,0.824787,1.0104591,0.76929986,1.0968152,1.364266,0.56735635,1.2013078,1.034835,0.95011675,1.1336119,0.6356933,1.4943645,0.81660134,0.7977744,1.3194945,1.2521436,1.2225319,0.8000083,0.0,0.64478517,1.378846,1.2862463,0.9254352,1.0618721,1.2456532,1.2421025,0.9370947,1.1546333,1.3317984,0.7661444
table,1.0078853,1.3367021,1.3308845,0.94598866,1.4699147,1.4722188,1.2824258,1.1304921,0.54581773,0.33604574,1.4590387,0.5426258,0.7907376,0.93983614,0.5906081,0.6153872,1.0012376,1.420148,0.99531144,0.49869812,1.2500145,0.8206466,1.260089,1.198834,0.95199996,0.9503888,1.3059437,0.80240965,0.94091916,0.5138212,1.0070763,1.5564419,0.5709606,1.3860245,1.0221486,0.9083685,1.2367771,0.84647846,1.1744051,0.74726295,1.227836,1.0378157,0.9026885,1.4217281,0.66161567,1.0318941,1.3661855,1.3339528,0.9331564,0.685467,1.5021416,1.5179904,0.89745754,1.280173,0.8795976,1.0716224,1.3784882,0.648587,0.88954103,0.749001,0.5023785,1.366677,1.3486109,0.96284056,0.66260093,1.1716818,1.4499354,1.311661,1.5922654,1.1713513,0.5260761,1.2171526,0.5786508,0.9088084,0.52380925,1.4362284,1.5158769,1.0429759,1.501103,1.1966913,1.1595331,0.6336274,1.2446662,0.87759244,1.0155687,0.4657904,1.3608115,1.2898977,0.7439533,1.0366147,1.1894377,0.96397966,0.7043731,0.48226297,1.5807076,0.6874405,0.95390135,1.4408183,1.2667011,1.3168857,0.6501675,0.64478517,0.0,1.2629215,1.5496025,0.8704216,0.86267215,1.3301374,1.159488,0.38199508,1.0355145,1.5614554,0.5192149
tape,1.2185636,0.9623995,0.7195468,1.2044436,0.5276635,0.61517704,0.91166854,0.6268006,1.0123011,1.3106349,0.8008464,1.40315,1.3953952,1.2635617,1.4211831,1.2940235,0.61243904,0.42857718,0.8099968,1.0522215,0.9975478,0.8519278,0.80101883,0.75795007,1.2438316,0.9470163,0.8578906,1.275276,1.1532546,1.3891354,0.9849883,0.4866572,1.0886363,0.54487586,0.93012017,1.4868762,0.6834723,1.0810672,0.8038081,1.1663857,0.72635317,1.0629143,1.2458487,1.1160325,1.1543559,1.3060452,0.704205,0.8048291,1.3217218,1.2108595,0.8617954,0.76417494,1.2075971,0.527812,1.2895424,1.2701163,0.6490756,1.2161477,1.1984584,1.2161981,1.2603837,0.61051697,0.82663107,1.0546367,1.2390379,0.8896657,0.59930456,1.0122194,0.76033974,0.8315976,1.1970673,0.6114256,1.3026555,1.3439736,1.1029532,0.79936457,0.6916178,1.001464,0.6377889,0.8898055,0.396205,1.2277799,1.036585,1.1295167,0.8845855,1.2416447,1.1440954,0.6780794,1.4058952,0.53872097,1.1323571,1.2261014,0.9268819,1.2429556,0.403988,1.258924,1.2219386,0.73329574,0.7220293,0.65449184,1.0650281,1.378846,1.2629215,0.0,0.9753249,1.1406746,1.0625324,0.94407296,0.467301,1.1221137,0.91258276,0.74506783,1.2553728
toe,0.96980196,0.50532526,0.7297473,0.8751737,0.6888977,0.7547618,0.7473216,1.1247852,1.4220273,1.4519299,0.6609187,1.2847434,1.0240059,1.1870632,1.3211589,1.4540226,1.1167012,0.7108583,1.0560997,1.4340284,0.62266535,1.2212372,0.845923,1.1248245,1.0542204,1.05847,0.7051723,1.2638307,1.1518953,1.2903825,1.1795089,0.6318539,1.417313,0.74628717,1.108899,0.9922851,0.87007767,1.2288774,0.8970847,1.1866726,0.8636672,1.1345416,0.8396548,0.15192956,1.3015578,1.0318841,0.84382874,0.4810691,0.85860467,1.2934623,0.39041138,0.8105426,0.86587834,0.8473096,0.8822265,0.52532226,0.8119166,1.2675047,1.2493546,1.238248,1.4099057,0.7629252,0.7540451,1.2196558,1.3881061,0.64415586,0.5171137,0.85021555,0.39817083,1.0646578,1.4098383,0.938904,1.2530992,0.92960215,1.2864666,0.6499216,0.6450386,1.0814209,0.7600459,0.9110263,0.9138518,1.2676554,0.6109848,1.2152039,1.111484,1.4589517,0.51816374,0.9242476,1.06466,1.1420467,0.75848603,1.0186472,1.3405871,1.4521934,0.62501264,1.2281686,1.1156743,0.69395727,0.886829,0.781089,1.3180736,1.2862463,1.5496025,0.9753249,0.0,1.2891271,1.1842014,0.9067427,1.1080166,1.3836339,1.0541711,0.3494051,1.3602765
tooth,0.8489863,1.2177575,1.1053183,1.0071851,1.204927,1.2888292,1.1212944,1.1270692,0.7252939,0.64701974,1.2532024,0.8522775,0.9280663,0.5527807,0.56650656,0.7408799,1.099144,1.274599,0.97250706,0.8685347,1.2560748,0.91484964,1.3119054,1.145281,0.8985193,1.2360455,1.265131,0.8113676,1.0900166,0.9041911,0.98277694,1.2791872,0.8321736,1.2296435,1.0373929,0.8717066,1.2108724,0.998258,1.1609496,0.8463218,1.1737841,0.9914483,1.0246197,1.2763062,0.9464151,0.51422185,1.1111971,1.1529363,0.81411016,0.9058565,1.3916543,1.1316401,0.909191,1.0735769,1.0448524,1.1060112,1.2603674,0.84540176,0.8080617,0.8633424,0.94499534,1.2422653,1.1832082,0.67340815,0.9195214,1.1243366,1.281052,0.7562431,1.3583201,1.1774893,0.784933,1.0691698,0.88376707,1.0334419,0.8247175,1.2336136,1.2957969,0.9561868,1.0888913,1.0365777,1.1054151,0.8358131,1.1856233,0.9673827,1.109894,0.81859183,1.1255999,1.1961418,0.9355012,0.96072423,1.2815423,0.9221464,0.8023819,0.81834775,1.231029,0.7394258,0.8694098,1.2715563,1.0338091,1.2111351,1.0848657,0.9254352,0.8704216,1.1406746,1.2891271,0.0,0.6162741,0.76628315,1.196608,0.8685202,1.2000116,1.4073294,0.8883746
toothbrush,0.95885277,1.1792918,1.1363789,0.8894211,1.1648769,1.0855389,1.0351613,1.0990386,0.8661157,0.91520625,1.1677378,1.0061027,1.0406343,0.9302676,0.88876116,0.8373761,0.9490867,0.9869781,1.0563471,0.91812825,1.2615316,1.0002202,1.2761459,1.1201042,1.0517586,1.2500381,1.147186,1.016081,0.9199754,1.03993,1.0284698,0.9378149,0.97571284,0.91109973,1.1618738,0.97968996,1.2593114,0.9713128,1.2139822,0.9503816,0.8420001,0.9062213,1.0937762,1.1582218,0.9554726,0.8179414,1.1649091,1.0653353,0.7584435,0.9100486,1.1303358,1.1204419,0.87490046,0.83095217,1.0862772,0.9480856,1.2369248,0.8752042,0.95116174,0.5630259,0.96440136,1.0845616,1.1426786,0.8904792,0.91583663,1.0203847,1.0267174,0.9660483,1.1841356,1.0454772,0.9287323,1.1232837,1.0397897,1.1644452,0.7339885,0.9024199,1.0397826,1.1069461,1.2115903,1.1137619,1.0619648,0.86899257,1.1989791,1.0662577,1.1078283,0.9737487,1.1294208,0.8085067,1.0753273,1.0630783,1.2321985,0.8847358,0.862955,0.7991135,1.1646231,0.8710814,1.0685219,1.1508803,0.7573568,1.109154,0.86924905,1.0618721,0.86267215,1.0625324,1.1842014,0.6162741,0.0,0.9665985,1.0762253,0.82100993,1.1009033,1.1393651,0.9917409
towel,0.75863457,0.9536762,0.9834058,0.98106885,0.91857064,0.92457044,0.8467616,0.88881886,0.91986644,1.0083156,0.811671,1.0226898,1.0968487,0.8407246,0.76126903,1.2156552,0.9678459,0.9761399,0.846598,1.1604787,1.124325,0.81501424,0.8613808,1.0363545,0.9468777,0.910868,0.99221647,1.0583272,1.1940053,1.1260253,1.0984931,0.8322404,1.0660555,0.9062676,0.925925,0.95930964,1.0129932,1.0476242,0.89838976,1.1062168,1.0112242,0.90400565,1.241998,1.0009612,1.2571037,0.6661848,0.88334537,0.9175171,1.0727446,1.2416414,1.0535891,0.671877,0.98584896,0.97165114,1.3059728,1.1287217,0.9428567,1.2119793,0.877179,1.0275708,1.2226882,0.8199035,0.8915941,0.80377316,1.2310828,1.1089985,1.0058067,0.09310198,0.87004465,0.92219055,1.2754401,0.9486101,1.1877382,0.9760676,1.0348033,0.83578223,0.78661495,1.0054035,0.41671622,0.87894785,0.8775995,1.2229548,0.97575766,1.0277423,1.168374,1.2160376,0.9489925,0.8852284,1.1732808,0.9964078,0.89759064,1.0297428,0.7904675,1.2113655,0.7730155,0.8406428,0.9176368,0.8869399,0.76205677,0.97799754,1.2739434,1.2456532,1.3301374,0.94407296,0.9067427,0.76628315,0.9665985,0.0,1.0113921,1.3326119,0.8540034,0.96092194,1.1847167
toy,1.2293532,1.0234753,0.9041551,1.2584616,0.6778037,0.6869479,1.0646906,0.55910516,1.055288,1.3191049,0.91449857,1.3767964,1.4593807,1.247047,1.4511838,1.0980047,0.52530766,0.537113,0.770658,0.82520264,1.0121732,1.0141097,0.9727776,0.42439806,1.4773439,0.9399416,1.0069975,1.1037428,1.1060787,1.3448272,0.85544515,0.5481565,0.88713855,0.7892201,0.8055259,1.4636424,0.52872366,1.0007249,0.7863264,1.0622535,0.8404262,1.1435583,1.2987798,1.1806872,0.8532483,1.2905536,0.6200065,0.8752212,1.3915054,0.98520046,0.98979956,0.63402724,1.2723548,0.49032855,1.296189,1.2695668,0.66165984,1.2612824,1.0953486,1.100762,0.9612696,0.7731273,0.8897539,1.0353036,0.8395201,1.0116283,0.7636627,1.081123,0.9365637,0.96575415,1.2083442,0.6903495,1.2964375,1.415005,1.02819,0.7733505,0.73769766,1.0478128,0.77983403,0.89891374,0.5369291,1.2742475,1.1124713,1.0365722,0.78205395,1.2340611,1.1854976,0.63377076,1.5390404,0.57252884,1.1955199,1.1667429,1.0166725,0.94789195,0.48585486,1.3726283,1.1246057,0.82659763,0.6813099,0.661508,0.6546786,1.2421025,1.159488,0.467301,1.1080166,1.196608,1.0762253,1.0113921,0.0,0.9408662,1.0187585,0.8520766,1.3117802
tray,1.0318091,1.2556801,1.2000582,1.0640196,1.3802629,1.3376985,1.1975989,1.0348932,0.5635465,0.62410617,1.352632,0.71915555,0.8900825,0.96535945,0.7400203,0.5465263,0.85594916,1.2567798,0.7030554,0.20272899,1.1938932,0.8528056,1.3933401,0.9837567,1.1384863,1.2506156,1.2968506,0.94611156,0.9396499,0.7227685,0.9068154,1.306953,0.75331616,1.3172331,0.9966354,0.9877926,1.1768028,1.0093515,1.1218326,0.83653456,1.1722699,1.0353636,0.96058744,1.2824655,0.5678605,1.1277251,1.1917229,1.1908841,0.9679331,0.78043514,1.3923798,1.3999405,0.90602416,1.008634,0.93037564,1.0516573,1.273372,0.8038548,0.9875553,0.870276,0.77101356,1.372468,1.3125439,0.88778466,0.5944147,1.0380988,1.3087742,1.2706628,1.4607086,1.1950545,0.7288797,1.2115699,0.8379905,1.0892673,0.52975017,1.2085495,1.3465006,1.072761,1.4762156,1.2081127,0.8681226,0.79724157,1.1831286,0.9179731,0.97415596,0.6895374,1.3474663,1.1427546,0.88024163,0.94824153,1.2652719,1.0431349,0.64133716,0.68947005,1.3580991,0.8597084,1.095832,1.3798791,1.091022,1.1561462,0.6974131,0.9370947,0.38199508,1.1221137,1.3836339,0.8685202,0.82100993,1.3326119,0.9408662,0.0,1.2918885,1.3966683,0.8356719
vacuum,1.1498367,1.1818892,1.1962768,1.0162537,0.9620748,0.7519494,1.0420625,0.7117651,1.005184,1.0407424,0.7182139,0.9595168,1.1669277,1.2223907,1.2731996,1.2023602,1.0243841,0.864921,0.7790989,1.0686208,1.1221457,0.759874,0.2879606,0.89226717,0.91328025,0.36165124,0.72869515,1.1114078,0.94707584,0.96973765,1.1388603,0.7977593,0.7885037,0.5939667,0.9356308,1.2564116,1.0451202,0.6203455,0.7363316,1.215229,0.83176875,0.92438376,1.1496601,1.0890399,1.1910526,1.2395085,1.0219698,1.0226376,1.192368,1.289435,0.8368595,0.92016464,1.1939876,1.2581499,1.1887426,1.2304451,0.9307502,1.2403017,1.18849,0.9378355,0.9236264,0.5164339,0.7467813,1.2737174,1.2386782,1.1022937,0.9451515,0.9427823,0.75995946,0.73395026,1.022969,0.95699924,1.2114526,1.035529,1.2828935,0.94310963,0.7838602,1.0888221,0.64843625,0.8105836,0.97748864,1.224463,1.0132753,1.0079697,0.9297265,0.7744061,0.9951241,0.7254802,1.1370121,1.0835025,0.648253,0.9405623,0.78938556,1.086855,0.9314892,1.1525556,1.1462057,0.6901168,0.93816704,0.9731687,1.0281886,1.1546333,1.0355145,0.91258276,1.0541711,1.2000116,1.1009033,0.8540034,1.0187585,1.2918885,0.0,0.8724268,0.8581072
watch,1.1593404,0.6839481,0.8622844,0.95425373,0.64094514,0.6048616,0.8311036,0.8576564,1.4792311,1.5368651,0.49598366,1.3854566,1.1282165,1.3280243,1.5078223,1.434205,0.95793426,0.41102076,1.0272659,1.4228933,0.7361518,1.1872495,0.65958375,0.9072964,1.1058077,0.89860755,0.636168,1.2902465,0.95473456,1.360015,1.1211646,0.37575138,1.374129,0.51039976,1.12138,1.2093146,0.780426,1.1710756,0.8632448,1.2173396,0.61053175,1.0555921,1.0488468,0.5127753,1.2889873,1.2242727,0.85900617,0.6026436,1.033469,1.3154678,0.26134753,0.65490454,1.0819204,0.7845225,1.0569723,0.90591323,0.61023164,1.3400859,1.2855495,1.2247012,1.384983,0.59213626,0.6671523,1.2882283,1.3902688,0.71918774,0.3844602,0.96523464,0.29375213,0.9446126,1.3708448,0.8836732,1.281952,1.0555716,1.4308528,0.49882472,0.5051852,1.1026481,0.6574665,0.93827075,0.7584001,1.3453138,0.7896401,1.1096376,0.97398186,1.3910244,0.7573724,0.6295675,1.1924021,1.051608,0.7173637,1.1007993,1.3674703,1.4083562,0.42765576,1.3617848,1.1970812,0.57669795,0.79849374,0.72946334,1.1543859,1.3317984,1.5614554,0.74506783,0.3494051,1.4073294,1.1393651,0.96092194,0.8520766,1.3966683,0.8724268,0.0,1.4004383
window,0.97840285,1.221949,1.1859342,0.9214775,1.2613132,1.2096586,1.2121981,1.1673772,0.75522417,0.55044234,1.1533664,0.72908413,0.78586054,0.8994939,0.7436316,0.7107634,1.1065285,1.3196454,0.9944552,0.834318,1.1406367,0.88477844,1.0886866,1.0819731,0.8141084,0.9200159,1.0458274,0.89392924,1.0277447,0.6675682,1.0593542,1.40489,0.6873105,1.1737821,0.9556766,0.9506499,1.210713,0.6076288,1.0858896,0.90301245,1.1155962,1.0838388,0.80884814,1.2842739,0.9441789,0.9242303,1.2445102,1.3282176,0.94384116,0.8571866,1.2986568,1.3755692,0.95064044,1.3173374,0.8213056,1.0485202,1.2246679,0.8370074,0.9693016,0.9225516,0.6857641,1.051009,1.2294189,1.0301905,0.8563323,1.1813468,1.3090919,1.1797745,1.3383039,0.97420186,0.6734362,1.1364831,0.78161097,0.8412886,0.74020606,1.366068,1.3584132,1.0607008,1.2013206,0.924157,1.2289284,0.8282175,1.0594692,0.98513615,1.0584319,0.5580332,1.1118722,1.2796144,0.74262273,1.0658185,1.1253532,0.87437063,0.74555194,0.763126,1.4424759,0.84093213,0.9420885,1.2444605,1.2642521,1.3096247,0.96047276,0.7661444,0.5192149,1.2553728,1.3602765,0.8883746,0.9917409,1.1847167,1.3117802,0.8356719,0.8581072,1.4004383,0.0
