,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
book,1.2534852,1.1245515,0.95732313,1.1566875,0.95197916,0.9570415,1.0750874,0.6309021,1.0099078,1.0708905,0.792166,0.781456,1.0818337,0.8712296,1.175853,0.86496305,0.0,0.7651682,0.7208896,0.5528004,1.0946627,1.1751907,0.79935175,0.799196,0.72584164,0.9089634,1.2561507,0.86833966,1.2673683,0.8610377,0.99595517,1.065371,1.0288162,0.98634785,0.98729765,1.0617981,0.72233677,0.8309686,0.8256687,1.096909,0.951508,1.3495436,0.98940593,1.0610712,0.85522985,1.0395217,1.150173,1.0012059,1.1626291,1.2026627,1.1266677,0.8818911,0.96148884,0.8912772,1.0164448,1.0485805,0.7960821,1.1494246,1.0413772,1.0749505,1.0863637,0.6468473,1.2328835,1.1006775,1.088967,0.9639212,1.0924572,1.2561971,0.8963864,1.1885265,0.9985147,1.0657624,0.8447913,1.1644181,1.0287281,0.8778556,0.9910277,0.9775346,1.0099304,1.0134157,0.77840734,1.0950984,1.2723826,1.049383,1.0423206,1.2032914,1.1976202,0.32724082,1.1249056,0.7036154,0.7431787,0.89569867,0.95971507,1.0973929,0.95916146,0.77958584,0.8407029,0.74647593,0.69342214,1.174303,1.0741134,0.98921657,1.1586491,1.0457228,0.91697496,1.2747822,0.80336004,1.133713,0.9311712,1.1764231,0.8840824,1.0426143,0.85638005,0.9458297,1.0252644,0.9737075,1.0747079,0.9790646,1.068381,1.2702732,0.8799259,0.8195291,0.79216886,1.0998819,1.0467185,1.0678519,0.7989101,0.5694704,0.7400843,1.1579173,1.1697713,0.9192389,0.945436,0.92283696,1.1908149
bottle,1.5503378,1.0258398,0.48722965,1.5088185,0.49728346,0.5253497,1.12317,0.4899056,1.4084072,1.4827626,0.32513607,1.21221,1.5174854,0.4345485,1.4197121,1.2844398,0.7651682,0.0,0.90313387,1.2855648,0.82230365,1.2751456,0.5796273,0.29868037,0.4580502,0.6863617,1.2267892,0.87786126,1.3944869,0.23958021,1.1542273,1.3577272,0.91052926,0.8858693,1.28369,1.179193,0.22457653,1.0986055,0.17087543,0.9974041,1.0533774,1.440026,0.94358796,1.0605447,1.2903913,1.1210072,0.9956916,0.40398115,1.0413756,1.291158,0.9193497,1.1271241,0.978253,0.73526585,1.1079936,0.85235584,1.1246586,1.3117907,0.45043314,0.7657023,1.1226306,0.72222257,1.2981939,1.0512352,1.360711,0.25730026,1.3921344,1.4198167,0.6088286,1.3741407,1.0280881,1.3543198,0.3403551,1.2288231,0.8415588,0.79419106,1.4516774,0.822724,0.8977907,0.34449744,0.54094565,0.8431046,1.1651881,0.88603735,1.1931796,1.4887397,1.5057137,1.1290414,1.1119521,0.40089715,0.4288386,0.6621992,0.6727528,1.255452,0.8394708,1.1111588,1.0330808,0.80617243,0.6989637,1.1844819,0.7590297,0.99082077,1.1577208,1.157229,1.201752,1.4530427,0.97399366,1.0280755,0.99531007,1.070628,1.1898438,1.2585282,0.256162,1.2602528,1.1702346,0.67622954,1.1529298,0.72645724,0.7984945,1.4631356,1.1784058,1.4547665,0.7269279,0.6664359,0.65951216,1.0724853,0.59234333,0.7369162,1.3189516,1.206183,1.2318938,1.0543901,0.60526407,0.39544463,1.2900541
bowl,1.1943626,1.2559742,0.9894315,1.2573428,0.87706035,0.93214935,1.0434111,0.77062786,0.5193042,0.9906503,1.026648,0.99774164,1.1077183,0.9059195,1.0613337,0.6825209,0.7208896,0.90313387,0.0,0.4219979,1.0528879,1.0336362,0.46319824,1.0054176,0.9103722,1.2123439,1.250315,0.96930486,1.2371995,0.91253805,0.93320465,0.94454616,1.0172756,1.0393168,1.0884601,1.0648979,1.0120043,0.7239822,0.65432614,1.1253709,0.5823964,1.3513796,0.89872515,1.0503848,0.7884915,1.1959279,1.3625562,0.99996257,1.2341282,1.2672334,1.3826724,0.8115254,0.9244915,0.82893914,1.177394,1.1216398,0.7800001,0.89416414,1.2401116,1.1706142,1.0205936,0.7856673,1.2844799,1.0882713,1.2914135,1.0783012,1.0603902,1.264992,0.58584255,1.3756493,0.94634086,1.0548348,0.91813993,1.2804705,0.8180504,0.77824867,1.0488086,1.0479964,0.84476817,1.1296498,0.94997656,1.2335821,1.3540261,1.0600185,1.1172962,1.2389048,1.2936316,0.79075044,1.0266125,1.072536,1.0608112,1.0373662,1.1192315,1.0295304,0.95251065,0.20804703,0.8910014,1.0142243,0.8657452,1.0974141,0.9630079,0.95534503,1.0243994,1.1041442,0.83277524,1.3357753,0.8596184,1.3073592,0.6351117,1.161654,0.4219842,0.738958,1.0426822,1.0138747,0.9538066,0.62657845,0.91885555,1.0470331,1.2778946,1.3493414,0.93037766,0.7612085,0.5355596,1.3468426,1.2590152,0.98732346,0.94906944,0.5302757,0.3727458,1.077919,1.2295691,0.903122,1.0737369,1.1451361,1.1064014
box,0.8154509,1.2319808,1.3806543,0.83149743,1.2219791,1.3118805,1.1242185,1.0083594,0.3361957,0.6012533,1.3135426,0.6405221,0.70591927,1.2581991,0.9284079,0.37362295,0.5528004,1.2855648,0.4219979,0.0,1.3740371,0.82614934,0.79534596,1.2867262,1.0189356,1.3289126,1.0929707,0.94122505,1.1048933,1.3144214,0.8176315,0.72037697,1.1684896,1.2014813,0.7889048,1.1232718,1.3069966,0.6078656,1.2208222,1.202157,0.7620872,1.0090013,0.8708799,1.0017334,0.6037442,0.97562575,1.3014929,1.3461869,1.1951491,1.0170088,1.3996763,0.51972634,1.0862443,1.1231607,1.1669527,1.2734644,0.8186062,0.6615306,1.4354665,1.3989245,0.9652848,0.98613155,1.0225914,1.193397,1.0652277,1.4451025,0.71820486,1.0032887,0.96222913,1.0542673,1.0603763,0.73077077,1.32778,1.1925405,1.2109568,0.9483826,0.82451105,1.2371278,1.1244615,1.4186329,1.2598802,1.3747522,1.2757852,1.2107217,0.91514647,0.8352097,0.9053355,0.636354,1.0250474,1.2615199,1.2522255,1.2537501,1.3772066,1.0436326,1.1261519,0.31949604,1.0113835,0.8461529,0.90522444,0.9188872,1.234626,1.0491213,1.0936972,0.9036927,0.7579768,0.9976388,0.91781306,1.2737066,0.8816129,1.1351523,0.62321347,0.6741766,1.3606267,0.74223626,0.9400154,1.1836299,0.8912133,1.2723932,1.2192185,0.98206615,0.6628643,0.2866031,0.9247846,1.4726088,1.4142859,1.093956,1.2282488,0.65909016,0.1327542,0.9702575,1.0923822,0.7802012,1.1585563,1.3579531,0.935336
bread,1.0905,0.9080796,0.58349675,1.3267936,0.69650644,0.85138106,0.42667127,0.85643226,1.4077249,1.4583669,0.9485885,1.280751,1.31655,0.8462856,1.1860559,1.3727744,1.0946627,0.82230365,1.0528879,1.3740371,0.0,1.2883401,1.2803842,0.9993068,1.0716761,0.79666567,1.2896324,1.2629509,0.6541445,0.81533396,1.2858107,1.2334292,0.35096145,0.4507376,1.3745188,0.43301207,0.83106655,1.3141618,0.8518677,0.8236652,0.72326934,1.2382188,0.94078267,1.2379197,1.2544441,1.2301857,0.9340295,0.6950711,1.0027041,1.226401,0.84749734,1.3544234,0.66622734,0.7730659,1.0289465,0.9154904,0.88545835,1.2516505,0.8721805,0.7672211,1.2286514,0.70438236,1.2498763,0.41137946,1.076764,0.70160884,1.4021976,1.336613,0.754524,1.3197329,1.1277151,1.366706,0.9288629,0.96207577,0.5598348,0.9690664,1.0817739,0.90967685,0.36057162,0.73409104,0.80138487,0.8766282,0.9417475,0.7558536,1.2037824,1.4054077,1.4013591,1.086176,0.6642755,0.9104467,0.8828894,0.7818904,0.96767545,0.5880883,0.9483372,1.100632,0.72430116,1.1368878,1.0417169,1.352454,0.57685477,0.9309466,0.4938056,1.1735951,1.2724844,1.3762292,0.9139867,1.133714,0.92405915,1.2333332,1.2902007,1.297503,0.75411016,1.3213174,0.95801145,0.8014475,1.1937225,0.87720996,0.94560385,1.3566648,1.2168068,1.4632876,0.7825714,0.80112493,0.7362981,0.96331257,0.8235248,0.94543445,1.3514855,1.1006118,1.10456,1.2663425,1.1564193,0.85839534,1.3727264
broom,0.6743963,1.3330448,1.3262689,0.75719815,1.2103441,1.3517325,1.0972208,1.21528,0.69645476,0.6453105,1.3280411,0.88611096,0.8824818,1.2085972,0.83311725,0.7482435,1.1751907,1.2751456,1.0336362,0.82614934,1.2883401,0.0,1.0773616,1.2420648,1.1291705,1.2953678,0.8819935,1.0091807,0.8905484,1.2331309,0.80306864,0.6242547,1.1101272,1.2230388,0.85896134,1.0654118,1.3052284,0.883375,1.301781,1.0849406,1.0050062,0.74925995,1.0823663,0.79390204,0.952929,1.0163441,1.2095505,1.2628658,1.0192585,0.81827694,1.2895434,0.7881794,1.0885127,1.126352,1.1983867,1.302611,0.98529345,0.7650419,1.2537987,1.3261361,0.90889406,1.3124275,0.8470715,1.2169603,1.1044642,1.3216496,0.23234904,0.912276,1.191839,0.91294557,0.9404574,0.63219726,1.2064215,1.0970664,1.1862613,1.0478958,1.0047235,1.2942352,1.0904118,1.3072743,1.2750423,1.3452706,1.1074474,1.180589,0.8081119,0.75123686,0.8516309,1.0151739,0.9948466,1.2668464,1.2180641,1.2967055,1.2517531,1.0091759,1.0771023,0.89270175,1.1013329,1.0509247,1.159112,0.74328065,1.1246443,1.0489029,1.0371494,0.9766371,0.6909919,0.83885586,1.1132098,1.183136,0.891856,0.9698921,0.9318207,0.7822825,1.342947,0.70521384,1.0433201,1.1101465,0.8348714,1.248287,0.9680628,0.79138935,0.7474273,0.6347121,1.1668327,1.3114142,1.3432862,1.0044477,1.2392198,1.1111385,0.786076,0.8303156,1.0367489,0.94891673,0.9012607,1.3215728,0.7398576
bucket,1.2934878,1.091277,0.99488616,1.1187792,0.86585534,0.7166201,1.2541114,0.7702701,0.68056154,1.0810885,0.80140543,1.0151942,1.1279761,0.774135,1.2095923,0.91851735,0.79935175,0.5796273,0.46319824,0.79534596,1.2803842,1.0773616,0.0,0.63078785,0.8187758,1.0689758,1.2046169,0.7935081,1.400033,0.7077775,0.8283912,1.0000226,1.1961602,1.0828813,1.0322759,1.2630082,0.79175895,0.79392195,0.44420367,1.171484,0.96163124,1.305113,0.9469736,0.87391007,0.8734045,0.995998,1.2407975,0.86371994,1.1584392,1.2459066,1.162463,0.8921257,1.0470245,0.92923117,1.1600369,0.9748822,1.1059613,0.99941033,1.022949,1.0129502,0.9865668,0.9101346,1.2284261,1.2484318,1.2050513,0.8713939,1.0702463,1.1343367,0.70038074,1.2596292,0.74565494,1.0814766,0.69857115,1.1606115,1.066254,0.7278573,1.165643,0.89921457,1.1084491,0.87173074,0.81387556,1.0167422,1.2154332,0.9685576,1.0425051,1.1705196,1.1710305,0.95434356,1.1758592,0.90204847,0.9328978,0.9584111,0.9111104,1.2762504,0.9947425,0.6846018,1.059371,0.86587346,0.80886126,0.94647896,1.0382481,1.0556189,1.3070111,1.0003394,0.9296893,1.2180926,0.9891179,1.0241956,0.7581295,1.0183346,0.50909007,0.84421414,0.8485192,1.1043963,0.8748057,0.6855855,1.0288692,0.87379533,1.0629519,1.2127396,1.1317676,0.95429486,0.7669931,1.0422148,1.0457884,0.91762775,0.8596525,0.72410166,0.7850161,1.1371312,1.1755989,0.9067764,0.7272188,0.8951427,1.031498
can,1.4731319,0.9184525,0.68651116,1.4398738,0.7124987,0.6064182,1.231873,0.46918392,1.4560351,1.3682215,0.25031364,0.9923149,1.45081,0.5304134,1.2839057,1.3292853,0.799196,0.29868037,1.0054176,1.2867262,0.9993068,1.2420648,0.63078785,0.0,0.603579,0.6982715,0.9744711,0.64228374,1.4169605,0.34767216,0.92160296,1.3658439,1.0337708,1.0178792,1.0174,1.2799978,0.34860384,0.959419,0.37089705,1.0763292,1.1119772,1.354175,1.1104366,0.8130217,1.0597064,0.86175007,0.86051893,0.62919116,0.99164075,1.2507641,0.88116306,1.1951774,0.94983655,0.8293668,1.0495299,0.8800638,1.2547594,1.3387281,0.44005942,0.83378035,0.98830837,1.002595,1.231843,1.246814,1.3338556,0.37868345,1.335953,1.2616168,0.9143983,1.1875458,1.068864,1.2144835,0.2788672,1.1622406,1.0586476,0.9518722,1.4630616,0.62574244,1.0166348,0.5328121,0.42355573,0.70271146,1.1539545,0.9881945,0.944418,1.3803515,1.2979276,1.1138213,1.1766849,0.44148684,0.46622556,0.6587151,0.46256965,1.2992933,0.90147775,1.2466664,1.0587441,0.76089704,0.64031714,0.9191603,0.82784736,1.0022997,1.2639127,1.2176309,1.3471669,1.3078946,1.0827031,0.67520964,1.2286749,0.81743026,1.1423085,1.3634493,0.37782454,1.190854,1.2309434,0.95737135,1.1904969,0.78427386,0.7930534,1.3318524,1.2362368,1.4132698,0.9429542,0.635487,0.5729599,1.2436117,0.49397153,1.0083681,1.370166,1.2051021,1.0532466,1.0592839,0.43383014,0.45763016,1.1366134
car,1.3049881,1.2066287,0.7474121,1.3132579,0.72428095,0.7784498,1.1896617,0.54902774,1.2570148,1.1840856,0.50867945,1.0347391,1.2635024,0.54246384,1.2178968,1.0205123,0.72584164,0.4580502,0.9103722,1.0189356,1.0716761,1.1291705,0.8187758,0.603579,0.0,0.8337274,1.0105674,0.79128015,1.2777147,0.45416272,0.9941594,1.1994972,1.0407264,1.0167551,1.0595897,1.3261857,0.57640797,0.8675389,0.53778946,0.9151417,1.0557424,1.1579018,0.8543819,1.0054307,1.1533412,1.0587188,1.1791459,0.7470546,1.0908437,1.1691115,1.2387451,0.8028555,1.0444846,0.72769773,1.1379602,1.0659187,0.9414465,1.1478579,0.731764,0.83104074,0.93152124,0.93365175,1.1730428,1.266357,1.3754196,0.5346914,1.1945887,1.1837392,0.9070719,1.1566787,1.103876,1.1027206,0.61217445,1.1643984,1.004244,1.0000085,1.2496855,0.9890188,1.0063381,0.77327526,0.73254156,1.1291996,1.3052386,1.0494169,1.0306252,1.217174,1.2316118,1.0379403,1.0818678,0.6866869,0.74130493,0.92346716,0.714499,1.1803656,0.8118541,0.9872116,0.9876111,0.6788987,0.6609544,1.0335659,0.86904657,1.037097,1.1637939,1.1080482,1.109654,1.2424899,0.94811684,1.0716083,1.0364935,1.0386966,1.0991246,1.1400285,0.57057774,0.9459558,1.3040738,0.88823885,1.0535948,0.93557435,0.76296175,1.2808633,1.0668162,1.1830416,0.7662872,1.0789272,0.99528116,1.2853854,0.74514586,0.721009,1.0873611,1.1162481,1.1414646,0.87716234,0.71854424,0.74111223,1.0825459
carrot,1.3657781,0.59719694,0.53810817,1.2832282,0.84890896,0.69783777,0.98794585,0.9279956,1.4302192,1.3548156,0.58570105,1.1294852,1.3146187,0.6946899,1.2134842,1.3300347,0.9089634,0.6863617,1.2123439,1.3289126,0.79666567,1.2953678,1.0689758,0.6982715,0.8337274,0.0,1.1590544,0.9784197,1.0696356,0.7409286,1.2227863,1.261121,1.1291338,0.87292194,1.1428692,0.99063915,0.4430536,1.2569377,0.73385894,0.7998631,1.2577777,1.2497137,1.1105413,1.1833786,1.0833826,1.0607044,0.65827227,0.5423005,0.723578,1.1693245,0.59605193,1.2651975,1.0265613,0.9582031,0.7376448,0.7797499,1.078191,1.3238173,0.5565671,0.750337,1.0754762,0.81185055,1.1878986,0.8465741,1.0463182,0.66286665,1.3570673,1.2084005,0.9873357,1.039102,1.0814164,1.2190077,0.7417444,0.8049849,0.9890618,1.1543136,1.214932,0.72223866,1.080481,0.4803381,0.7841679,0.7702583,0.7835194,0.6160066,1.1978141,1.3219895,1.2326118,1.11001,1.0920669,0.44487405,0.48052037,0.57560664,0.6678866,1.0410545,1.010248,1.3333728,0.9259966,1.0493772,1.0180352,1.2301913,0.9643855,0.991938,1.1301943,1.1167678,1.2397178,1.2325699,1.0061606,0.91964275,1.2651054,1.038146,1.2508702,1.2976514,0.48485827,1.2104329,1.1604928,0.9381915,1.1517752,0.72041935,0.7171806,1.214497,1.257083,1.3695209,0.9847361,0.52853966,0.54168963,0.9804741,0.81206155,1.0163536,1.3745353,1.1782724,0.99509126,1.0579208,0.9819116,0.603566,1.2560784
cat,0.72331625,1.1257234,1.1693825,0.7598191,1.135758,1.09692,1.2370716,1.1354693,0.9059025,0.7268543,1.0467187,0.8658364,0.79401505,1.0537567,0.63498145,0.9869151,1.2561507,1.2267892,1.250315,1.0929707,1.2896324,0.8819935,1.2046169,0.9744711,1.0105674,1.1590544,0.0,0.9580191,0.99229,1.1308527,0.8996159,0.89295155,1.1809727,1.2767513,0.75208575,1.1939285,1.1991358,0.97156644,1.2577388,1.101567,1.1386137,0.4336928,1.1635547,0.8760166,0.9562752,0.81333876,1.0356449,1.131469,0.9181025,0.82174766,1.1208789,0.9516525,1.2083952,1.1194491,0.90141326,1.1415725,1.173632,0.93409026,0.9618883,1.1486199,0.3858217,1.3766207,0.77158284,1.2211907,1.0338458,1.0622689,0.85674775,0.64321196,1.3496394,0.6545756,1.1399797,0.8672291,1.039982,0.9604066,1.1559712,1.2759712,0.9677955,1.1002083,1.1847074,1.1605599,1.0949204,1.1196941,1.0763907,1.0147985,0.8627769,0.6807975,0.6210426,1.070697,1.112977,1.1380899,1.1555079,1.23196,0.8789025,1.1970807,1.088288,1.164216,1.2274216,1.0494108,1.0764954,0.6703195,0.9157618,1.0017698,1.0844563,1.1021975,1.1149069,0.60738075,1.2567613,0.74368006,1.2648445,0.56028277,1.0054554,0.9305645,1.1747154,0.5645729,1.2523389,1.3571702,0.9436087,1.1487641,1.023039,0.66975474,1.0485716,0.85298264,1.3150463,1.146499,1.122459,1.2716453,1.0597317,1.3451576,1.0471848,0.97566223,0.70433396,0.81498283,1.021936,1.1128304,0.658303
chair,0.9760567,1.0913118,1.1948397,1.0645512,1.1583544,1.0335447,1.3187718,0.5384996,1.1248901,0.82265306,0.86009544,0.46040446,1.0971003,0.84941524,1.0354965,0.9643804,0.86833966,0.87786126,0.96930486,0.94122505,1.2629509,1.0091807,0.7935081,0.64228374,0.79128015,0.9784197,0.9580191,0.0,1.23411,0.98602605,0.55545646,1.1365654,1.2175794,1.2387991,0.3767647,1.3425751,0.9953131,0.43752104,0.7766712,1.0078444,1.0370814,0.9288571,1.0118513,0.56775975,0.6772367,0.9350937,1.1102046,1.1455686,1.2204626,1.1816269,1.193582,0.96145844,1.1543047,1.037568,1.0234838,1.0535549,1.2361621,1.0217538,1.0175246,1.0035068,0.9803989,1.3360072,1.1067445,1.3472421,1.2197635,0.9461628,0.9322678,0.89362216,0.975809,0.8921989,1.0071841,0.5689596,0.8121381,0.9809045,1.2351472,1.0565468,1.2010922,0.9756223,1.1285307,1.1457226,0.6136089,1.0085442,1.241147,1.2248226,0.6042886,1.0047166,0.8826153,0.98664385,1.1881514,0.99026877,0.9511814,1.1659902,0.6777385,1.173453,0.8913248,1.1021038,1.1164703,0.60668844,0.7450534,0.58606744,1.09848,1.0043788,1.2416834,1.08152,1.1555799,1.0292372,1.0403584,0.7247133,0.9963637,0.8269596,0.77219284,0.9688054,0.966013,1.0591643,0.9693187,1.1640513,1.0584964,1.1258532,0.8088312,1.0091431,1.1509086,0.83033234,1.0817232,1.1133314,1.1393673,1.3185449,0.69793606,1.0642387,1.0715694,1.033149,0.8963943,0.93860257,0.3720622,0.9601238,0.81002915
chips,0.5321339,0.9858235,1.1240461,0.690814,1.2701066,1.2414972,0.4634608,1.3703976,0.9672344,0.9348834,1.3663771,1.0257566,0.8245707,1.2477254,0.8157405,1.0104483,1.2673683,1.3944869,1.2371995,1.1048933,0.6541445,0.8905484,1.400033,1.4169605,1.2777147,1.0696356,0.99229,1.23411,0.0,1.3673587,1.0601151,0.8115957,0.8560413,0.77717435,0.9798758,0.47390884,1.3770282,1.2067837,1.4462256,0.92517096,0.8163015,0.711105,1.0943459,1.075896,0.9351958,0.98701876,1.0318698,1.1842089,1.0515735,0.8918848,1.0606179,1.0406915,0.8249227,1.1005533,1.0603105,1.1048819,0.9139036,0.81694496,1.3063674,1.0198545,1.1072905,1.1114087,0.9306979,0.6054401,0.7639375,1.3107201,0.90240014,0.8811839,1.2293011,0.88111854,0.9946057,0.95815754,1.4741445,0.7395065,0.8646679,1.1265688,0.73493516,1.2192702,0.96527386,1.2774127,1.1691861,1.2288412,0.94821197,0.9296901,0.8021506,0.88838273,0.7928917,0.99753356,0.89527017,1.3416421,1.3132617,1.0441567,1.2255934,0.40028697,1.1771684,1.098031,0.92156667,1.0965495,1.2776247,0.9452444,1.1226113,1.0356157,0.48349214,0.9925752,0.9987016,0.8448669,1.0614467,1.1319051,0.9715152,1.05988,1.1327157,1.0371265,1.3082073,1.0312443,0.84538996,1.111893,1.0372382,1.2682018,0.9581344,0.8591334,1.0034361,0.93935627,1.1500288,1.1453862,1.1055114,0.8685862,1.120092,1.2424667,1.0531976,0.8981244,0.8964132,1.098465,1.3272693,1.3707358,0.99679494
clock,1.5045624,1.0073619,0.4921341,1.564117,0.40535188,0.5307928,1.1679306,0.59126085,1.4236598,1.4209063,0.33324492,1.2716749,1.4564949,0.38164604,1.3296423,1.2960923,0.8610377,0.23958021,0.91253805,1.3144214,0.81533396,1.2331309,0.7077775,0.34767216,0.45416272,0.7409286,1.1308527,0.98602605,1.3673587,0.0,1.1544389,1.3617032,0.81621206,0.9114183,1.3257996,1.2325145,0.3386988,1.1230836,0.3500564,0.97652555,1.0663795,1.4287789,0.96556014,1.0445025,1.2919526,1.0753589,0.9911066,0.34787953,0.9212375,1.1501315,0.9519311,1.1663821,0.9831918,0.7360872,1.121277,0.8970011,1.0270759,1.2617996,0.41613114,0.79180986,1.0351326,0.8043209,1.1999291,1.0872219,1.3932419,0.23797071,1.3595128,1.4193037,0.82422423,1.368953,1.1636555,1.3381248,0.2615564,1.2035639,0.8808016,0.958057,1.4803138,0.77047086,0.87352425,0.34919333,0.60470605,0.8661815,1.0780127,0.85952896,1.2440251,1.436453,1.4621714,1.114202,1.0216439,0.5035948,0.48773575,0.6515963,0.6099031,1.2838514,0.9070792,1.0418261,0.90236807,0.9285043,0.75256,1.2354887,0.6090665,1.0994458,1.1649216,1.1562297,1.2309005,1.3910389,1.0335528,1.0717857,1.1626033,1.0573018,1.2457235,1.2391202,0.31394982,1.1337485,1.3166741,0.7498807,1.1305809,0.8017528,0.8317009,1.4205786,1.19316,1.4595591,0.696861,0.7045897,0.68081516,1.1862136,0.6540788,0.7808529,1.2792714,1.1899416,1.2270902,1.0541041,0.71354055,0.49919677,1.2266994
closet,0.94359595,1.2132823,1.3183678,0.95041895,1.2711729,1.17523,1.16595,0.82074046,0.8657477,0.71756613,1.1754935,0.6159856,0.98169154,1.1067942,0.9378356,0.8074332,0.99595517,1.1542273,0.93320465,0.8176315,1.2858107,0.80306864,0.8283912,0.92160296,0.9941594,1.2227863,0.8996159,0.55545646,1.0601151,1.1544389,0.0,0.8598089,1.1815445,1.1673838,0.6012425,1.1501812,1.3078057,0.42752743,1.0598708,1.1216493,0.8367295,0.9244022,1.087849,0.23888612,0.60287225,1.0017536,1.1758473,1.2968167,1.0680441,0.9651673,1.270803,0.8312009,1.0420235,1.0320349,1.0968512,1.2311348,1.1354485,0.8384304,1.2591118,1.2280899,0.9308001,1.2904141,0.93427384,1.2173029,1.1014142,1.2573059,0.8222934,0.90010977,1.060437,0.9219462,1.001034,0.5428256,0.9777532,0.99276334,1.2021804,0.9716521,1.0943059,1.0740967,1.1069955,1.3413385,0.9737227,1.1586552,1.158437,1.2232276,0.49931592,0.90341926,0.84642667,0.8670037,1.0674407,1.2986002,1.3001001,1.2418067,0.9589138,1.0328162,0.8840768,0.96970206,1.1307292,0.8533431,0.88445055,0.38673484,1.2366028,1.0511861,1.1857097,1.1148696,1.0599425,0.9081528,1.1585251,0.86034095,1.0061933,0.7675522,0.65148926,0.9497288,1.3245157,0.98860157,1.020189,1.2410302,1.0496808,1.1570959,0.98127824,0.9144879,1.096989,0.7912141,1.1487998,1.2900757,1.2669568,1.2559121,1.0069244,1.1765494,0.9175819,0.8756345,0.8787837,0.89749444,0.6478652,1.3143075,0.54141986
comb,0.6196318,1.2765465,1.3227757,0.57887536,1.3571594,1.3646443,0.9057595,1.1800525,0.5284652,0.6981309,1.3881432,0.84863234,0.708339,1.29159,0.80755764,0.71630156,1.065371,1.3577272,0.94454616,0.72037697,1.2334292,0.6242547,1.0000226,1.3658439,1.1994972,1.261121,0.89295155,1.1365654,0.8115957,1.3617032,0.8598089,0.0,1.0898933,1.1406044,0.9378717,0.9048093,1.3650768,0.7907349,1.3581741,1.058188,0.99762595,0.7317249,1.1547893,1.0028397,0.72507656,0.955639,1.1493578,1.3401653,1.1590861,0.83154315,1.1509076,0.8165038,0.9639646,1.1689694,1.1406068,1.1501718,0.9354218,0.7120632,1.356931,1.3439102,0.9358491,1.1876392,0.8374436,1.0325885,0.8389747,1.405271,0.57177293,0.8958207,1.1655188,0.9594864,0.8375664,0.7933953,1.3711233,1.0792797,1.0878633,0.96769494,0.8312533,1.1713328,1.1671629,1.3478615,1.3001282,1.3567461,1.132743,1.17871,0.7770585,0.7252997,0.8414208,0.8982669,1.1421045,1.3199358,1.3197664,1.2718291,1.3655111,0.956965,1.0643706,0.8302569,1.093165,1.184262,1.1572592,0.76780045,1.2819327,1.0702102,0.8449361,0.9600695,0.73360354,0.7921046,1.0921499,1.2360985,0.8568257,1.007593,0.7198819,0.75080264,1.4035175,0.82473624,0.974162,1.1354326,0.86446756,1.1532332,1.1314447,0.7952142,0.7351395,0.5962806,1.2288377,1.2800586,1.2959447,0.8760942,1.2495694,1.1510798,0.68754745,0.9425471,0.992416,0.930944,1.170556,1.388885,0.76614237
