,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jar,1.3269944,1.0731754,0.8102432,1.2994968,0.79022753,0.84637886,1.0051057,0.75841117,1.0433866,1.2922406,0.9848363,1.103611,1.2591832,0.8491163,1.2773328,1.0977067,0.8963864,0.6088286,0.58584255,0.96222913,0.754524,1.191839,0.70038074,0.9143983,0.9070719,0.9873357,1.3496394,0.975809,1.2293011,0.82422423,1.060437,1.1655188,0.7530701,0.8676307,1.217309,0.97697395,0.86954975,0.9638395,0.4847871,0.8994224,0.7391584,1.3771555,0.901104,1.0659791,1.0498018,1.2814909,1.1252124,0.8761325,1.159705,1.2885883,1.1060605,1.074189,0.9613298,0.8055657,1.0872703,0.96696633,0.9267675,0.96496105,1.0566701,0.9312911,1.2149789,0.6695733,1.3085494,0.8618055,1.1700432,0.9111198,1.2178352,1.2918388,0.0,1.3465242,0.8783075,1.1864334,0.813413,1.12298,0.70351714,0.61278,1.0938661,1.0108982,0.6733824,0.8938773,0.868731,0.92079705,1.1670257,0.99359185,1.104976,1.3298652,1.3824866,0.97858965,0.93575877,0.9700141,0.9600656,0.8879589,1.0699368,1.0535756,0.82838,0.75949013,0.7651671,0.96287787,0.74899167,1.1118038,0.8032861,0.9249703,1.0576475,1.096711,0.94392425,1.355608,0.8648448,1.1723412,0.60535204,1.143328,0.81121886,1.034859,0.87102234,1.2549819,0.83583367,0.65308076,0.93890077,0.7871934,1.092478,1.3426697,1.1405851,1.1239841,0.5927103,1.0666816,1.0522981,0.9952774,0.92359537,0.73574036,1.0051287,1.145215,1.1551942,1.0261375,0.93653303,0.92977315,1.2470717
jeans,0.7114055,0.8445652,1.3086476,0.5798544,1.3634182,1.2121602,1.1110916,1.4213911,0.8960798,0.6603364,1.1309898,0.86043775,0.60167587,1.3021075,0.65894014,0.96946436,1.1885265,1.3741407,1.3756493,1.0542673,1.3197329,0.91294557,1.2596292,1.1875458,1.1566787,1.039102,0.6545756,0.8921989,0.88111854,1.368953,0.9219462,0.9594864,1.2246449,1.2207651,0.5945059,1.1500955,1.2807037,1.0115004,1.4405142,1.0884379,1.2573233,0.50686365,1.1116866,1.0191985,0.8065553,0.7170216,0.7577404,1.2320192,0.94364625,0.74506307,0.9144785,1.0851717,1.2188308,1.3630624,0.8003222,0.9143416,1.1750033,0.9810223,1.0926671,0.94108564,0.7924527,1.3119085,0.74249274,1.0799514,0.7895779,1.2438948,0.85408735,0.3451842,1.3465242,0.0,0.98399895,0.7860545,1.3712553,0.79295826,1.2605804,1.2123619,0.7967832,1.1695406,1.2789029,1.2128786,1.1852382,0.942624,0.87377405,0.99023026,0.70848584,0.4849466,0.2201525,1.1347831,1.1266361,1.1669549,1.1802721,1.174909,0.96950155,1.0564936,1.2255243,1.2400321,1.1475846,0.87304235,1.1557245,0.75269586,1.2143565,1.1152152,1.0708238,1.0197246,1.0496976,0.3509314,1.0901399,0.5123147,1.2726607,0.738607,1.0450342,0.9478058,1.2402046,0.9039635,1.0084971,1.3539984,1.0683857,1.1750978,1.0262978,0.33329487,1.0564485,0.8367754,1.3575883,0.99850285,1.092791,1.0534536,1.1404326,1.3654575,1.0380721,0.9636829,0.8059703,1.065818,1.1399686,1.1377488,0.89318365
knife,1.0737416,0.9768248,1.1907914,0.76431566,1.2775279,1.0655683,0.89995563,1.0721152,0.8900921,1.1470764,1.0925395,0.94754773,1.1016666,1.0478978,1.0795796,1.0002053,0.9985147,1.0280881,0.94634086,1.0603763,1.1277151,0.9404574,0.74565494,1.068864,1.103876,1.0814164,1.1399797,1.0071841,0.9946057,1.1636555,1.001034,0.8375664,1.1054103,1.0131495,1.0771259,0.88604474,0.9242035,1.044932,0.9493836,0.82473814,0.99736327,1.0944911,1.1436862,0.9984912,0.8217228,1.1079006,1.05471,1.1731179,1.103327,1.1912707,0.9277146,1.0868144,0.8933207,1.1139228,1.0626436,0.63505447,1.1440607,1.0282953,1.1538384,0.95948976,1.0449091,0.9869125,1.1651045,0.9840159,0.773385,1.2476519,0.78862417,0.97818154,0.8783075,0.98399895,0.0,1.0229936,1.037066,0.95278144,1.0765129,0.863008,0.8666431,0.96702725,1.1703292,1.1570381,0.988931,1.0062727,1.0736628,1.1932223,0.8916407,1.1088488,1.006313,0.9661334,1.2235125,0.7972028,0.799647,1.1249074,1.0118244,0.8775605,1.0380774,1.1113636,0.99749345,1.0035434,0.9365947,0.8494119,1.2634039,0.91167223,0.98537874,1.0368732,0.4998703,1.0582384,1.0146679,0.96327394,0.439906,0.82413805,0.6857447,0.9887712,1.1412135,1.177117,0.7120886,0.49029964,0.82298654,0.94445425,1.1103518,1.0831417,1.024392,1.0879854,1.1042033,1.0403559,0.9692972,0.41797322,0.99614614,1.1755779,1.1228044,1.0465709,0.96187496,1.0798254,0.8077448,1.0350965,0.988901
ladder,0.6008868,1.2524183,1.4331837,0.70935816,1.30979,1.3602148,1.1919638,1.0253636,0.74097836,0.2734803,1.3469619,0.5825701,0.76174116,1.2456672,0.65867347,0.7068782,1.0657624,1.3543198,1.0548348,0.73077077,1.366706,0.63219726,1.0814766,1.2144835,1.1027206,1.2190077,0.8672291,0.5689596,0.95815754,1.3381248,0.5428256,0.7933953,1.2104905,1.2789366,0.48676443,1.1637087,1.4171914,0.43709898,1.3183584,1.0583951,0.9868378,0.6499266,0.98449916,0.6290804,0.70800155,0.9106168,1.2171919,1.3818297,1.0585178,0.862761,1.310509,0.77098095,1.1472272,1.1984913,1.1615995,1.3623245,1.0789924,0.75027716,1.3491892,1.2687275,0.918594,1.440639,0.842329,1.1964867,1.0430143,1.3989908,0.55100447,0.7747734,1.1864334,0.7860545,1.0229936,0.0,1.2125847,0.9481604,1.3043666,1.0759182,0.96135527,1.270034,1.1763165,1.4430177,1.1590651,1.3085597,1.1122522,1.2227576,0.6561035,0.5903381,0.6531385,0.96930283,1.0467566,1.3307192,1.307431,1.3622446,0.96549934,1.006048,1.0119587,1.0004529,1.120552,0.93445677,1.1794044,0.5511661,1.2064309,1.155241,1.1011169,0.94244176,0.951247,0.7496639,1.1598462,1.0331177,1.0422359,0.85427094,0.8109804,0.7459017,1.4345168,0.75330365,0.9949952,1.2942677,0.98344314,1.3489475,1.0099887,0.7282025,0.8790631,0.5413041,1.2762958,1.3605399,1.4023137,1.2051632,1.1371125,1.1692481,0.8120303,0.84379244,0.78029025,0.9353761,0.7747496,1.4145119,0.54917634
lamp,1.5471822,1.0074906,0.5690719,1.5503883,0.5670161,0.578481,1.2335348,0.49221337,1.4486421,1.3956168,0.35493076,1.155632,1.5470355,0.35596716,1.26917,1.3044524,0.8447913,0.3403551,0.91813993,1.32778,0.9288629,1.2064215,0.69857115,0.2788672,0.61217445,0.7417444,1.039982,0.8121381,1.4741445,0.2615564,0.9777532,1.3711233,0.94975406,0.9391425,1.2348677,1.2745924,0.35729802,1.0096605,0.34524238,0.84025955,1.0923455,1.4756099,1.0485923,0.8485784,1.2185302,1.0963434,1.0164388,0.539726,0.99824226,1.2707391,0.9392543,1.196385,0.9362646,0.674133,1.1052445,0.8892048,1.0942328,1.312556,0.49701512,0.82430243,0.9900875,0.926563,1.2970328,1.1936238,1.3853812,0.37551248,1.3027515,1.3764961,0.813413,1.3712553,1.037066,1.2125847,0.0,1.2388113,0.94344527,0.9093012,1.5046844,0.67408043,0.9065105,0.53424513,0.45906544,0.6951014,1.1358249,0.98351896,1.2042882,1.469254,1.4883019,1.0134537,1.1271317,0.43701327,0.42407316,0.7243226,0.4977888,1.3018982,0.74068594,1.1473178,0.960055,0.9003743,0.7600049,1.1179347,0.7014171,0.9515234,1.2644271,1.2195154,1.1310985,1.4194096,1.0630286,0.98032886,1.0260875,0.87790525,1.0966313,1.2614248,0.46264648,1.0840622,1.2392089,0.7180188,1.0393908,0.7696779,0.86106694,1.4487858,1.167388,1.4662343,0.8007965,0.72442865,0.71789354,1.1630036,0.53074867,0.8881987,1.3526559,1.137173,1.2079939,1.0546218,0.51690066,0.50795925,1.018386
meat,0.95257264,0.72861135,1.0114653,0.9321366,1.1812433,0.97954834,0.93511206,1.2417789,1.1330297,0.9775914,1.149969,0.9810407,0.81506276,1.1212925,0.90630734,1.2313818,1.1644181,1.2288231,1.2804705,1.1925405,0.96207577,1.0970664,1.1606115,1.1622406,1.1643984,0.8049849,0.9604066,0.9809045,0.7395065,1.2035639,0.99276334,1.0792797,1.1487889,0.9492651,0.8375809,0.85874724,1.1738507,1.0859673,1.2586114,0.7765973,1.0023186,0.79648435,0.8721488,1.0364679,0.8308229,0.85857904,0.9959391,1.0619799,0.93192965,0.90369827,0.9107672,1.2339288,1.1098667,0.982323,0.76711166,0.9090358,1.0490202,1.0063761,1.0838664,0.8038734,1.040754,1.0919704,0.9036837,0.8082142,0.8130018,1.144056,1.1144842,0.8689124,1.12298,0.79295826,0.95278144,0.9481604,1.2388113,0.0,1.0770586,1.1468287,0.7270675,0.8156305,1.2042216,1.040694,1.0190548,0.9533261,0.77950346,0.9195764,0.8975266,0.8325769,0.71065104,1.07898,1.0649784,1.1276519,1.1254141,0.950735,0.8029187,0.7262851,1.0206667,1.3433714,0.96525514,0.95283514,1.1849588,1.0138196,1.131696,0.9891743,1.0707345,0.7708789,1.1289885,0.84399027,0.969177,0.83208066,1.0436229,1.0724349,1.0565363,1.2107588,1.0352951,1.107336,0.90175873,1.1155455,0.9982445,0.98903507,0.769441,0.84774435,1.2737167,1.136555,1.2287974,0.94415563,0.89578086,0.99702185,1.0330082,1.2247785,1.2582114,0.9452629,0.68488663,1.1165969,1.1865281,1.2154053,1.085402
melon,1.1525067,1.0902307,0.44404495,1.195656,0.682838,0.62007797,0.6208995,0.8900019,1.1893198,1.3090591,0.97477305,1.3445941,1.2014153,0.90920496,1.1153927,1.2293475,1.0287281,0.8415588,0.8180504,1.2109568,0.5598348,1.1862613,1.066254,1.0586476,1.004244,0.9890618,1.1559712,1.2351472,0.8646679,0.8808016,1.2021804,1.0878633,0.64343566,0.5761725,1.3232818,0.70087785,0.94712174,1.1681298,0.7758125,1.0034816,0.81544363,1.1955942,0.94236803,1.1709177,1.2430412,1.3675556,1.1056548,0.8087319,1.1098692,1.182188,1.0516322,1.1606799,0.71549666,0.68589,0.98468405,0.88942176,0.76966584,1.1069067,1.0553411,0.85113543,1.1223459,0.65862346,1.1566716,0.66746354,1.02509,0.8292124,1.2716057,1.2722433,0.70351714,1.2605804,1.0765129,1.3043666,0.94344527,1.0770586,0.0,0.8774262,0.93662107,1.0806289,0.69499665,0.9179243,0.9286492,0.99325705,1.059695,0.70806354,1.2293609,1.3034593,1.2960588,0.97946274,0.9048536,1.0478559,1.0620991,0.7324701,1.0906342,0.85387546,0.83397937,0.91832566,0.8935703,1.1729258,0.9993872,1.232735,0.68899834,0.9161114,0.6828674,1.1668547,0.9541471,1.2469158,0.910913,1.1670408,0.859351,1.1147729,1.0074614,1.0572109,0.9152627,1.1469235,0.9394805,0.7270759,1.1595044,0.819557,1.1816843,1.286697,1.1249073,1.2855275,0.59723246,1.0515099,1.0667081,0.91306764,0.95493174,0.7436374,1.1321448,1.019634,1.2246726,1.0760442,1.1565204,0.9828023,1.2255114
milk,1.1412134,1.0818481,1.0242114,1.0831811,0.9111851,1.0082963,0.9508021,0.88340163,0.94896346,1.117128,1.1081221,1.0821372,1.1075578,1.033396,1.0731515,0.98613423,0.8778556,0.79419106,0.77824867,0.9483826,0.9690664,1.0478958,0.7278573,0.9518722,1.0000085,1.1543136,1.2759712,1.0565468,1.1265688,0.958057,0.9716521,0.96769494,0.90690225,0.8553759,1.1576613,0.90022945,1.0266812,0.8666069,0.70996773,1.048131,0.85307145,1.2189738,0.94545704,1.0240088,1.0998662,1.1694922,1.1902984,1.085511,1.2109747,1.12226,1.1113012,0.9514644,0.8135407,0.8327555,1.2306961,1.10508,0.9771295,0.9118976,1.2056103,0.9915932,1.1861993,0.8768954,1.1251316,0.99622333,1.074794,1.0634619,1.0658251,1.1597195,0.61278,1.2123619,0.863008,1.0759182,0.9093012,1.1468287,0.8774262,0.0,1.0433632,0.99962753,0.8408337,1.0733033,0.86480075,1.0033988,1.1402061,1.0649782,1.0503774,1.1060796,1.2169605,0.868893,1.0024072,1.0605031,1.0727409,0.9368961,1.0530292,0.97450626,0.85703045,0.9040891,0.93583035,1.004731,0.86349833,1.0842186,0.96566814,0.94514996,0.9836962,1.0316981,0.9651674,1.1871176,0.9210492,1.1519704,0.6945877,1.1184063,0.85288686,1.0153642,1.1060761,1.1965381,0.7821875,0.79913855,1.053689,0.9083773,1.0836194,1.1717608,1.0103626,1.0659273,0.8250737,1.0985817,1.094697,0.91445154,0.8497695,0.86814624,0.98166746,1.0331452,1.0975428,0.9608409,0.9168386,1.0576773,1.1323007
mitten,0.7229378,0.90386933,1.2394048,0.6997504,1.1764565,1.1612339,0.85748184,1.3337626,0.82332695,0.8525281,1.3848021,0.94463927,0.5765912,1.3913188,0.69794863,0.9206673,0.9910277,1.4516774,1.0488086,0.82451105,1.0817739,1.0047235,1.165643,1.4630616,1.2496855,1.214932,0.9677955,1.2010922,0.73493516,1.4803138,1.0943059,0.8312533,0.95922476,1.0096264,0.9291878,0.8190952,1.3776677,1.1289492,1.4328146,1.0046057,0.95207745,0.7254613,0.92230695,1.187582,0.9189093,0.88365066,1.0723362,1.3162,1.0817652,1.0012398,1.0634639,1.0479234,0.99472725,0.9904372,0.7199613,0.993468,0.71229297,0.779513,1.421331,0.7790149,1.0255316,0.8432789,0.9758678,0.86277217,0.6574404,1.3577225,0.9045464,0.7802918,1.0938661,0.7967832,0.8666431,0.96135527,1.5046844,0.7270675,0.93662107,1.0433632,0.0,1.1968532,1.0720085,1.3653581,1.1962922,1.1074772,0.9674328,1.0619601,0.97068554,0.7423422,0.7463042,0.8572273,1.0178149,1.2989805,1.3806257,1.2086855,1.2323143,0.77235776,1.0575527,0.95445025,1.0414408,0.9864252,1.1535023,1.1414176,1.1278067,0.8350249,0.8650667,0.87513113,0.7801049,0.84068716,0.537226,0.9845322,0.8656286,1.1840682,0.90870315,0.8552929,1.252035,0.9528785,0.7096279,1.0594409,0.87257576,1.0137252,1.145715,0.8531902,0.9641184,0.87324184,1.0615919,1.2203121,1.2589134,0.73801434,1.1269445,0.9034622,0.8348619,1.0032086,0.84126437,1.1101402,1.4076976,1.3217235,1.0567316
mouth,1.3893397,0.65200067,0.80493724,1.2984562,0.9773041,0.8066934,1.0754262,0.838434,1.3201878,1.3208284,0.65156263,1.0726019,1.2079307,0.76332194,1.1953095,1.2360183,0.9775346,0.822724,1.0479964,1.2371278,0.90967685,1.2942352,0.89921457,0.62574244,0.9890188,0.72223866,1.1002083,0.9756223,1.2192702,0.77047086,1.0740967,1.1713328,1.1234896,0.91426885,1.1292127,1.0399349,0.6589744,1.1129875,0.8075011,0.9122146,1.1039433,1.278363,1.052584,1.0441287,1.0313755,0.92893493,0.81319946,0.81407523,0.8637313,1.1033473,0.6327567,1.1681393,0.9575579,0.9795977,0.9179274,0.68573713,1.2129073,1.2748026,0.66860384,0.84349334,1.0421629,0.9192116,1.1077005,1.0534006,0.9926635,0.7880403,1.351483,1.1503134,1.0108982,1.1695406,0.96702725,1.270034,0.67408043,0.8156305,1.0806289,0.99962753,1.1968532,0.0,1.1043338,0.67613775,0.76297,0.57182056,0.8270623,1.0018858,1.1192021,1.2311248,1.1890538,1.0657082,1.1382511,0.67983496,0.7005375,0.76916385,0.6771679,1.0838249,0.97703326,1.2260281,0.91967094,1.0047754,0.87653023,1.172428,1.015334,1.0072262,1.1894099,0.9117801,1.2640212,1.1943866,1.0362774,0.8137704,1.1596768,0.9299477,1.079309,1.355537,0.67948234,1.1752113,1.003031,0.9279307,1.0505147,0.6114441,0.95356905,1.2159362,1.2087309,1.3783748,1.0759094,0.5486171,0.3577947,0.98578775,0.80067897,1.1356227,1.2570021,1.1081845,0.89653224,1.0146941,0.93473065,0.71867263,1.1406851
muffin,1.0586319,1.1445503,0.87118936,1.2221847,0.72252,0.9620082,0.7990263,0.8428916,1.1666527,1.2277851,1.0624092,1.1448724,1.1861688,0.94527197,1.1064972,1.1908302,1.0099304,0.8977907,0.84476817,1.1244615,0.36057162,1.0904118,1.1084491,1.0166348,1.0063381,1.080481,1.1847074,1.1285307,0.96527386,0.87352425,1.1069955,1.1671629,0.5045631,0.8054005,1.2109959,0.76535416,1.008708,1.1062455,0.8608668,1.0635219,0.7260018,1.2057006,0.972758,1.0650446,1.1829181,1.1898112,1.091551,0.9051979,0.9952975,1.1401944,1.1042124,1.1636304,0.8467756,0.85419846,1.0797042,1.1221043,0.87854505,1.1453406,1.0439538,1.0176188,1.1038802,0.85394084,1.1781137,0.815339,1.1502686,0.90701467,1.1516471,1.2433127,0.6733824,1.2789029,1.1703292,1.1763165,0.9065105,1.2042216,0.69499665,0.8408337,1.0720085,1.1043338,0.0,0.9485403,0.96163595,0.97377455,1.1024157,0.905268,1.1193134,1.2310783,1.3364224,0.95382035,0.33562553,1.0712583,1.0520936,0.9913019,1.1011094,0.9220797,0.9195397,0.83836716,0.79198873,1.101868,0.89414966,1.1519428,0.57540894,0.96105736,0.7670285,1.1510956,1.1241312,1.236505,0.9119983,1.1469731,0.8625947,1.1822803,1.1027818,1.0057225,0.970266,1.1237911,0.9801621,0.9077729,1.0509775,0.9683043,1.1236136,1.2236936,1.1000338,1.192908,0.72269577,1.0877444,1.1023569,1.1304361,0.9838464,0.863042,1.0949645,1.0526963,1.1510947,1.1260632,1.04949,0.96032166,1.1687874
nail,1.4918048,0.6837613,0.40232623,1.4360372,0.4105748,0.46950603,1.1234667,0.8948631,1.4390833,1.460367,0.38638645,1.3775976,1.3676324,0.6162601,1.3411081,1.401267,1.0134157,0.34449744,1.1296498,1.4186329,0.73409104,1.3072743,0.87173074,0.5328121,0.77327526,0.4803381,1.1605599,1.1457226,1.2774127,0.34919333,1.3413385,1.3478615,0.9060501,0.90583277,1.3842862,1.129709,0.24827045,1.3656982,0.49322695,1.0257379,1.2562091,1.3420935,1.0884415,1.2540114,1.3553534,1.0360906,0.63941085,0.1757577,0.62166226,1.0859507,0.4707774,1.307878,1.0797706,0.9863213,0.9077299,0.6737198,1.1857038,1.3774004,0.26935947,0.7231561,1.090657,0.66709006,1.1487671,0.88426715,1.0969261,0.31843472,1.4238753,1.3219894,0.8938773,1.2128786,1.1570381,1.4430177,0.53424513,1.040694,0.9179243,1.0733033,1.3653581,0.67613775,0.9485403,0.0,0.7933082,0.65857995,0.7004973,0.61025774,1.3478706,1.3793688,1.3886994,1.2759733,1.0515693,0.37749428,0.38232696,0.55223346,0.7497108,1.2749107,1.116847,1.1931508,1.055017,1.1300005,0.9173117,1.3853222,0.6736464,1.1161754,1.1630263,1.0397264,1.3070896,1.3204781,1.0597283,0.9880547,1.2910235,1.1005855,1.3615797,1.3160576,0.24089319,1.2262361,1.1844925,0.81625485,1.1898099,0.53107834,0.8746093,1.301183,1.209166,1.5046307,0.8648341,0.30650878,0.36561525,0.98039705,0.83162755,0.92494494,1.340879,1.2238489,1.1470354,1.1765709,0.97714496,0.3135062,1.3134222
napkin,1.3059086,1.0285339,0.77378297,1.3747861,0.8123779,0.8006015,1.0443089,0.40572202,1.4526362,1.242062,0.59164363,0.89004016,1.3760875,0.52966505,0.9061445,1.2844248,0.77840734,0.54094565,0.94997656,1.2598802,0.80138487,1.2750423,0.81387556,0.42355573,0.73254156,0.7841679,1.0949204,0.6136089,1.1691861,0.60470605,0.9737227,1.3001282,0.91030574,0.91677916,0.93425626,1.1026696,0.5830426,0.8181526,0.4427452,0.9323427,0.9666033,1.2670805,1.0080329,0.903082,1.0144562,0.97479653,1.0444658,0.7518188,1.2210736,1.3940904,1.0115409,1.2208302,0.9437039,0.69920784,1.0966134,0.8892273,1.2029226,1.2613573,0.7760184,0.5407827,1.0491285,1.0359073,1.3791353,1.033104,1.2961434,0.49582237,1.3798001,1.172813,0.868731,1.1852382,0.988931,1.1590651,0.45906544,1.0190548,0.9286492,0.86480075,1.1962922,0.76297,0.96163595,0.7933082,0.0,0.7894537,1.2482355,1.1390369,0.9178713,1.2974766,1.2863562,0.8441509,1.2188559,0.6314116,0.58610237,0.9248686,0.2915197,0.925113,0.83859515,1.2484107,0.9329053,0.61404634,0.7389747,1.0673032,0.78151333,1.0069009,1.0052261,1.2127483,1.3066273,1.3138456,0.97217965,0.8000214,0.9579186,0.9423709,0.95963055,1.3167983,0.63648295,1.2023232,0.9559854,0.8347227,1.1919528,0.90191317,0.8829244,1.3111786,1.2846761,1.425769,0.9367134,0.8314874,0.82329994,1.1673052,0.03446412,1.0293982,1.3509104,1.1855612,1.0818763,1.082292,0.55704916,0.69979537,1.1759369
necklace,1.3444083,0.57117057,0.8156727,1.1539369,0.92293984,0.7653066,1.1015356,1.0153471,1.3756447,1.3520248,0.6576713,1.2209594,1.0528988,0.97274387,1.1884929,1.3867884,1.0950984,0.8431046,1.2335821,1.3747522,0.8766282,1.3452706,1.0167422,0.70271146,1.1291996,0.7702583,1.1196941,1.0085442,1.2288412,0.8661815,1.1586552,1.3567461,0.9600628,0.9449588,1.1535391,1.0883584,0.729636,1.2674009,0.8704958,0.95633245,1.1672878,1.2035288,1.0284574,1.0422482,1.1822591,0.93483305,0.43597293,0.8485403,0.79074883,0.9797715,0.48690826,1.2962815,1.0844932,1.0461035,0.6393698,0.6015165,1.2043501,1.3666002,0.54975736,0.65449256,1.1807266,0.95011175,1.010014,1.0277399,0.84337187,0.70159566,1.3567014,0.98406625,0.92079705,0.942624,1.0062727,1.3085597,0.6951014,0.9533261,0.99325705,1.0033988,1.1074772,0.57182056,0.97377455,0.65857995,0.7894537,0.0,0.5258321,0.9634393,1.1408683,1.1363405,1.0819459,1.1683631,1.0605148,0.75057817,0.7593827,0.79633915,0.75991315,1.1506522,1.0262084,1.2965668,1.0097702,1.0186427,1.014074,1.1464484,0.93548495,0.8883888,1.1653318,0.98931754,1.2162913,0.9774527,0.9655072,0.55927235,1.1913065,0.9484965,1.1986173,1.290518,0.6901314,1.3273554,0.90518075,0.9997119,1.0691404,0.6904918,1.0066633,0.9679866,1.2088846,1.4553156,1.0422034,0.40197623,0.5401892,0.9451946,0.8576479,1.1451274,1.3458209,1.143377,0.98448104,1.170802,0.9331832,0.49229145,1.2312078
nose,1.0250819,0.6498563,0.931452,0.9273152,0.98461944,0.98849756,1.0434135,1.3711154,1.1382098,1.1091894,1.03937,1.1746408,0.8290746,1.23144,1.0991515,1.2796023,1.2723826,1.1651881,1.3540261,1.2757852,0.9417475,1.1074474,1.2154332,1.1539545,1.3052386,0.7835194,1.0763907,1.241147,0.94821197,1.0780127,1.158437,1.132743,1.0585335,1.0547407,1.1296768,0.99818534,1.0198401,1.2838726,1.230236,1.0050049,1.172199,0.9325206,0.9638106,1.1412265,1.1417375,1.0639427,0.41633165,0.91507745,0.43399155,0.5627382,0.38869452,1.2275292,1.2128365,1.2324913,0.65678257,0.75613296,1.0880455,1.1488934,0.6014523,0.83835566,1.1647822,1.0018908,0.5994795,0.81754607,0.6013368,0.9562356,1.1380569,0.9862256,1.1670257,0.87377405,1.0736628,1.1122522,1.1358249,0.77950346,1.059695,1.1402061,0.9674328,0.8270623,1.1024157,0.7004973,1.2482355,0.5258321,0.0,0.8243222,1.1422107,0.9392142,0.9173072,1.2236886,0.96571153,0.96707964,0.9693842,0.93776643,1.0743489,1.0379039,1.1858907,1.2758226,1.0587682,1.2573955,1.2500154,1.156564,1.0616828,0.95678157,1.1225711,0.7470322,1.1218828,0.844861,1.0693147,0.7975247,1.2800167,1.1243744,1.2147895,1.1100378,0.9276796,1.1806417,0.95790875,1.1384803,1.0756682,0.8042041,0.94577646,0.7904941,1.1601596,1.2176914,1.1774806,0.43551576,0.67853886,0.8179976,1.2657013,1.1891512,1.2160416,1.0471524,0.8788607,1.1510067,1.2207122,0.7531933,1.0696471
orange,1.0690153,0.8100189,0.58266807,1.0713681,0.6414827,0.5509355,0.86581635,1.1817065,1.1332189,1.1902438,0.95243907,1.2688525,1.0913534,1.0305632,1.1169658,1.2224218,1.049383,0.88603735,1.0600185,1.2107217,0.7558536,1.180589,0.9685576,0.9881945,1.0494169,0.6160066,1.0147985,1.2248226,0.9296901,0.85952896,1.2232276,1.17871,0.9715077,0.80756533,1.2120503,0.7786237,0.85735667,1.3317119,0.93106997,1.087264,1.0873445,1.1341525,1.034186,1.2147255,1.1715052,1.1011426,0.94424605,0.55195385,0.79258597,0.95204043,0.82165813,1.2174646,0.93559676,1.0401591,0.87373674,0.987736,0.87861955,1.183455,0.9170111,1.0087714,1.0326792,0.70439935,1.042379,0.69798064,1.0428649,0.9274024,1.2179198,1.0433788,0.99359185,0.99023026,1.1932223,1.2227576,0.98351896,0.9195764,0.70806354,1.0649782,1.0619601,1.0018858,0.905268,0.61025774,1.1390369,0.9634393,0.8243222,0.0,1.239263,1.13819,1.0883576,1.1088686,0.9182057,0.9160825,0.93704015,0.62639385,1.0895649,1.028123,1.169413,0.9822124,0.94015634,1.256714,1.1015639,1.2333091,0.8056363,1.0731058,1.029465,1.0586392,1.0860887,1.0635585,1.0724593,1.0118322,1.2057874,1.0034777,1.2028071,1.0635489,0.85467577,1.1079173,0.96996385,1.0262375,1.0764534,0.76885223,1.010119,1.0134268,1.145322,1.1891567,0.754539,0.7941158,0.8335438,1.0297132,1.1323464,0.7999968,1.1098013,1.1061743,1.1269357,1.1045976,1.2173293,0.8805422,1.1771816
