,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
eye,1.1226759,0.80927867,0.97549635,0.9858488,1.0357488,1.0821092,1.0176214,1.3577169,1.1418462,0.97410786,1.1142893,1.0034288,1.149519,1.0128382,1.0044343,1.0816693,1.055243,1.1532773,1.0756344,1.1302634,1.1666174,1.0511676,1.0850408,1.296902,0.979953,1.1985563,1.2355926,1.0386262,1.0256752,1.2828043,1.0336119,1.1377847,0.9769809,1.1078497,1.0278599,0.9896096,1.0929544,1.0775132,0.886644,1.2365098,1.0432198,0.9883003,0.9536241,1.067314,1.1001129,1.1450577,0.9269744,1.0709579,0.9044132,1.0076127,0.0,0.8502734,0.5936953,0.8998978,1.2031428,0.98485094,0.93062013,1.1149675,0.9769973,0.9536539,0.6370659,1.0277603,0.8579152,0.8370705,1.0169743,0.7962297,0.85378796,1.0079678,1.062531,1.0964662,1.0058805,1.0645095,0.9603946,0.96563053,1.1660078,1.1393116,1.1796994,1.1145613,1.0145061,1.1900287,1.0063188,0.44069505,0.91972184,0.7724431,1.1720729,0.68529713,0.49688196,0.95249665,1.1927102,1.0757798,1.0042351,0.94560933,1.0994595,0.8939178,0.86577165,1.0481955,0.9053095,1.1648144,1.0751863,1.2055354,1.0860884,1.058631,1.0744711,1.1136122,1.1071241,0.9005717,1.2311444,1.0918417,1.088731,1.0832225,0.9370043,0.88245285,0.8804317,1.1787535,1.0819414,1.221481,1.1634322,0.7267999,1.0444559,0.9447604,0.9450083,1.0604748,0.78194404,1.0017879,1.2890303,0.9892614,1.1484233,1.0117512,0.56779367,0.55575776,1.0494236,1.1674294,1.2165751,1.2189313,1.0914156,1.2970287,0.7994249,1.1430815
face,1.029136,1.0701429,1.2244151,0.7750051,1.1819875,1.186203,1.0222634,1.1531347,0.92834914,0.7916947,0.7095284,1.2062469,0.8812369,0.78923786,1.1460433,0.7974123,0.87330157,0.9557401,1.2352345,1.3397977,0.9354614,1.0016564,1.2027067,1.2235436,1.1455965,1.2706184,1.2726333,1.185257,0.99345726,0.9987304,1.2751011,0.9359916,0.8672431,0.95102996,0.9951064,1.0506891,0.74781275,1.172507,1.3441494,0.83702594,1.2623197,1.0390767,1.007016,0.7781662,0.7675435,0.9364255,1.0901229,0.9324944,1.0599333,1.0176699,0.8502734,0.0,0.8902873,1.2755044,1.247775,1.0272669,1.2336416,1.1531065,0.9107783,1.0361599,1.0432751,1.155415,1.0890284,0.09782708,1.1957788,0.72925043,0.9926207,0.98710024,1.1246946,1.0392658,0.7478602,1.105837,0.78970516,1.1075819,1.1087804,1.258395,1.011228,1.0282881,0.7848329,1.1280634,1.0458868,0.68832403,1.0361722,1.0933305,1.3231113,1.1044687,0.7841153,1.2438724,1.1010021,1.0862504,0.7471379,0.77973527,0.84390044,1.2920609,1.2159629,0.8646599,1.1355661,1.176223,0.9111873,1.0360763,1.2618701,1.1364784,1.1810606,1.0201743,1.2798691,1.1767344,0.9111111,1.1058586,0.78848183,1.1687943,0.52855295,1.032999,0.80328375,1.3008319,0.9010668,1.0728709,0.8118907,1.2190828,0.97465056,1.1529948,1.1016511,1.250524,0.96442765,1.1688993,1.0717437,0.6041758,0.79044205,1.2981707,0.93158513,0.98964804,1.0503068,1.3567109,1.1423753,1.0016248,1.1990242,1.1484418,1.1215436,0.8493168
finger,1.1976076,0.5580298,0.82966834,0.6951376,0.9495746,1.0116324,1.0219469,1.4065043,1.3205583,1.0248393,1.3939475,0.91980165,1.3431953,1.1486915,1.0535934,1.2296206,1.283842,1.3218629,0.919682,1.0865781,1.3310325,1.240953,0.890119,1.2399865,0.96535057,1.0618027,1.2152963,0.82369775,1.0563158,1.2689338,1.0694815,1.1864688,0.99435973,1.1520394,1.1258667,1.1112453,1.2827569,0.9444654,0.7660828,1.368058,0.8667891,1.1379515,1.1685145,1.2198424,1.1358851,1.1878381,0.9011283,1.0276786,0.85774964,1.139998,0.5936953,0.8902873,0.0,0.77854466,1.1237252,0.68639135,0.8278794,1.1941988,1.2219545,1.0317142,0.5400346,0.8311398,0.81281906,0.83050925,0.90693957,0.38113642,0.71010005,1.1494596,1.2137289,1.1291207,1.0532179,0.9319631,0.9915597,0.91587305,1.1437491,1.0582869,1.131795,1.0698003,1.1153477,1.013531,1.0905519,0.5404642,0.6904479,0.55337846,0.9847605,0.4057201,0.33680677,0.8751135,1.2484884,1.0597355,1.0340261,0.9503792,1.2720072,0.7814059,0.7531646,1.165201,0.7282531,0.95658493,1.0125364,1.2267433,1.148993,1.1087794,1.0218192,1.1954243,1.0435952,0.8253068,1.2997147,1.1321929,1.1594596,1.1745287,0.88810784,0.7854694,0.77470803,0.9722721,1.2660428,1.254532,1.2883197,0.5671752,1.1939938,0.7995262,0.8393797,0.9480987,0.6416761,0.95635885,1.3257372,1.0012388,1.3737985,1.0026674,0.07932675,0.43116605,0.9776727,1.001218,1.2452836,1.3347225,0.9809945,1.2510756,0.7021164,1.2689345
fish,0.93622017,0.9057745,0.4252404,1.4029009,0.661183,0.6792814,1.0652375,1.333287,1.4906433,1.1335795,1.5524508,0.28587288,1.5282449,1.4229243,0.8606885,1.4814496,1.3167528,1.2321738,0.3793857,0.71199894,1.3632878,1.1878853,0.85102135,1.0208039,0.68289924,0.984048,0.7624254,0.97274137,1.0118853,1.4521654,0.6127708,1.2875861,1.1672723,1.3017824,1.240786,1.1329453,1.439837,0.8187531,0.18739253,1.53315,0.4060099,0.98682153,1.1582441,1.3554265,1.1007779,1.3181341,0.9655345,1.0647414,0.86424017,1.2580581,0.8998978,1.2755044,0.77854466,0.0,0.65841675,1.1434667,0.44211912,0.699802,1.1764174,1.2182835,0.37004375,0.9859977,0.87800926,1.2472761,0.87271655,1.2551249,0.59786063,1.0166422,0.85388434,1.2111878,1.3498316,0.77288425,1.3746498,1.1984105,1.1360086,0.76675594,1.2437907,0.99843013,1.3741424,0.9504633,0.9636672,0.9084526,0.9538638,0.3232305,0.9895612,0.4992891,0.6807744,0.5270547,1.2740495,0.7600676,1.4686736,1.3407717,1.3834513,0.3035969,0.30093873,1.0896572,0.7713473,0.8867637,1.3036929,1.1108539,0.84170175,0.9105856,0.5828851,1.2904668,0.7039112,0.38137108,1.4239862,0.8906801,1.478033,1.0040137,1.3553698,1.2395961,1.275612,0.94163656,1.3633698,1.2842449,1.4639266,0.39754355,1.1825678,0.4772522,1.2121844,0.5004351,0.96654564,0.71704835,1.2858636,1.3371539,1.4821897,0.6314952,0.6006069,0.4296248,1.2221384,0.91707194,0.9369697,1.3121222,0.97201353,1.1600182,0.29262066,1.3240279
flower,1.1255411,1.1052674,0.5542719,1.3709457,0.58430034,0.61339724,1.2203519,0.89362144,1.3535748,1.1822671,1.3830156,0.57753277,1.3593167,1.5231844,0.5490919,1.455342,1.3887044,1.1106384,0.33022237,0.7227223,1.2062494,1.1047618,0.7026473,0.6701443,0.7012009,0.7053942,0.51800615,1.1465932,1.0489073,1.1412027,0.41826725,0.9918031,1.1690532,1.0152231,1.2047508,1.1262631,1.3363115,1.01716,0.60048246,1.1268632,0.46372402,1.0727228,1.1055374,1.3008527,1.0849679,1.06072,1.1514807,1.1637766,0.79529095,1.1694243,1.2031428,1.247775,1.1237252,0.65841675,0.0,1.1330341,0.6711453,0.8431564,1.0831429,0.99723274,0.6756204,1.0463836,1.16175,1.2243712,0.81747353,1.4028623,0.6671786,1.0137794,0.8008398,1.2634888,1.3192129,0.701568,1.4704765,1.1905609,0.80079585,0.23113418,1.2103225,0.7134024,1.4329996,0.79315054,0.92734545,1.2266121,0.9824958,0.7001194,0.91200054,0.88412124,0.9223597,0.8485584,0.8586411,0.8178397,1.4739822,1.4702977,1.2313545,0.6207585,0.7096958,1.1425343,1.0357794,0.8575545,1.2447404,0.61382204,0.9156397,0.93341154,0.5528537,1.2356555,0.4829682,0.8660543,1.0502431,0.93579865,1.355645,1.1003342,1.351579,1.3407773,1.4976693,0.7583335,1.2192882,1.0740889,1.2341578,0.8106668,1.150913,0.73005056,1.1892682,0.5231875,1.156883,0.83427143,0.9501469,1.3705592,1.3935435,0.6469312,0.99985504,0.9918922,1.2942643,0.7759466,0.87684,1.2495178,0.98235404,0.82509553,0.6979893,0.9861637
foot,1.0451176,0.6431761,1.1048987,0.66699076,1.0702863,1.0442932,0.9788191,1.1148878,1.1961435,1.0896577,1.136961,1.1709442,1.130646,0.92139524,0.93137765,0.98302805,1.1248528,1.1124345,1.1218437,1.1231887,1.0934932,1.1332474,0.9726579,1.0515462,1.0559793,0.9593975,1.2236956,0.9514463,1.1198097,1.0350164,1.1835102,1.1219381,0.84756315,1.0471898,1.1014322,1.0170096,1.1005387,0.9424317,1.1123035,1.1199182,1.1533535,1.0596147,0.964021,1.0208325,0.9261902,1.1695272,1.1169382,0.89981955,0.9889626,0.9519018,0.98485094,1.0272669,0.68639135,1.1434667,1.1330341,0.0,1.1688132,1.0432307,1.2029771,1.1402062,1.0711105,0.43105078,0.9658012,0.98310614,0.8436346,0.7406992,0.87463194,1.1595781,1.1342412,1.0819513,0.90174556,1.0247346,0.7889198,0.98714256,1.0494659,1.1789185,0.8927188,1.0428574,0.7107903,1.0032063,0.9676236,0.94000494,0.8695318,1.0920355,0.8393,0.92270744,0.92428136,1.1136833,1.1251884,1.1315652,0.82147133,0.7570814,1.121133,1.1955142,1.1637883,0.849949,0.7955282,0.99487555,0.98092794,1.0067545,1.1920619,1.0611407,1.1745963,0.88835615,1.0109049,1.0687329,1.1243712,1.1319242,0.9893651,1.0655382,0.93801713,0.30965984,0.7278797,0.8009658,1.0659187,1.2186413,1.0482137,0.8319571,1.0808934,1.1385446,0.3457656,1.2103219,0.89100516,0.96990764,0.8463777,0.89689076,1.1497014,1.0342761,0.7579927,1.0754974,1.0052974,0.8576544,1.0211282,1.106139,1.0171252,1.0445759,1.1051807,1.1738205
fork,1.064719,0.9391775,0.71648926,1.2762678,0.91507536,0.92408496,1.1122401,1.1526217,1.2758939,1.125687,1.4354672,0.4306321,1.2556978,1.4854279,0.87016237,1.410225,1.4052129,1.2540275,0.5426352,0.74349934,1.313023,1.2328389,0.7836304,0.98644197,0.85705066,0.7960368,0.73875797,0.92367256,0.845415,1.1401572,0.66420263,1.2123927,1.1549749,1.1311755,0.99103624,1.1892146,1.3232713,0.95284677,0.32594168,1.3190138,0.46961707,1.0530616,1.2456768,1.3485303,1.2260935,1.1279864,0.7433878,1.1562811,0.9629908,1.0514107,0.93062013,1.2336416,0.8278794,0.44211912,0.6711453,1.1688132,0.0,0.9866567,1.0329031,1.1270609,0.44096696,1.0010138,1.0718181,1.2050905,0.9651216,1.2291391,0.7222301,1.0586487,0.9260497,1.152982,1.2769146,0.8568834,1.3308477,0.9044966,0.8847915,0.6234257,1.3477907,0.95827174,1.4021084,0.628205,1.0366578,1.0283649,1.0430182,0.54825187,0.7750318,0.53259635,0.7486565,0.77225673,1.0657874,1.0040743,1.4020207,1.3363256,1.3289976,0.1772775,0.35115898,1.1364442,0.9426492,0.62043345,1.332232,1.0250152,0.8911281,1.0158802,0.88024795,1.2453566,0.6534687,0.6075484,1.2017128,0.96774405,1.3885553,0.93542194,1.3202263,1.1830821,1.2973135,0.7475567,1.2927946,0.95084196,1.3824955,0.5235745,1.1356692,0.45188582,1.1536965,0.110502064,0.9381503,0.92727214,1.2687237,1.3374243,1.4081631,0.7213358,0.7015415,0.55034024,1.0023962,0.71719927,1.1832268,1.3169854,0.9347423,0.93950975,0.5294618,1.1244026
frog,0.27835834,1.2038908,0.75180155,1.3164084,0.79982907,0.8421885,0.71843445,1.0895934,1.3444388,1.0467653,1.2599964,1.0107214,1.4216967,1.0521713,0.70112795,1.2375782,1.1153427,0.7976271,1.0178707,0.97841084,1.0875691,0.9798145,1.2112907,1.0253582,0.46856034,1.3048868,0.9590993,0.9969692,1.2273875,1.4426179,0.9037058,1.2085226,1.1927035,1.0837921,1.1534688,0.9588477,1.3112462,0.79788643,0.8869389,1.23672,1.1008341,0.56995445,0.9365086,0.82540417,0.5805614,1.3486824,1.1371131,0.8902898,0.86309004,1.2329139,1.1149675,1.1531065,1.1941988,0.699802,0.8431564,1.0432307,0.9866567,0.0,1.1313465,1.1662982,1.1112071,0.9075597,0.7361703,1.1628422,0.73775357,1.1725601,0.9704324,0.8254945,0.5079317,1.1795881,1.3679538,1.0054431,1.3626091,1.2584176,1.1584294,0.97753567,0.9125427,0.92894554,0.8428262,1.1126238,0.83798766,1.0097846,0.9016455,1.1118982,1.1734074,1.1256447,1.1557568,0.706345,1.2716002,0.5238362,1.2199975,1.339463,0.9844601,1.0051687,1.0973474,0.7811394,0.7732216,1.2410694,1.0069103,0.8757436,0.85132086,0.4822309,0.7612492,1.1435959,0.9002474,0.88763964,1.3793118,0.513012,1.2434372,0.77520806,1.369998,1.1739508,1.3005859,0.9389398,1.1898539,1.2888772,1.2362403,1.0412339,0.9767084,1.0186237,1.1232202,1.0047883,1.1005397,0.6765342,1.006826,1.3013756,1.1196285,0.8722305,1.1828966,1.158588,1.150932,1.1672802,0.53553796,0.9071472,0.9995858,1.2020266,1.120702,1.31264
giraffe,0.9715083,1.2267995,1.2338508,0.94423705,1.1611708,1.1737235,0.879092,0.83433414,0.66156983,0.6898438,0.68370205,1.1107333,0.76916575,0.7781012,1.0887827,0.7139293,0.76906276,1.0081538,1.226271,1.1565318,1.0208423,0.92942303,1.237141,1.0802749,1.0921346,1.157009,1.0882068,1.0131279,0.72540414,0.92949665,1.1480039,1.0675052,0.88682413,1.0078537,0.5278941,0.88812983,0.86981493,1.1049001,1.2052855,0.80227107,1.2033674,1.021701,1.0025299,0.80366033,1.1982709,0.9368211,1.085433,1.1588392,1.1073555,0.6601366,0.9769973,0.9107783,1.2219545,1.1764174,1.0831429,1.2029771,1.0329031,1.1313465,0.0,0.7460773,1.2149805,1.1226676,1.104053,1.0020139,1.0952865,1.0341166,1.340795,0.9906396,1.0144949,0.9906786,0.82224476,1.1135689,0.8105335,0.81129324,0.99957925,1.1033121,0.9410179,1.0113008,0.9214759,1.0463077,1.045178,1.0825108,1.2137086,1.1960176,1.0817707,1.2516261,1.172295,1.1234885,1.0436323,1.093376,0.7057284,0.8958908,0.7925596,1.1320231,1.1285622,1.0697098,1.1488951,1.0842662,0.8774173,1.018422,1.0755324,1.1469321,1.1867626,0.9214597,1.2523398,1.1901152,0.8470204,1.0655794,0.91110253,0.96394104,0.8561437,1.1293997,0.9419146,1.2547426,0.86799353,0.883116,0.7859513,1.2745743,0.706723,1.1499864,1.1075219,1.054544,1.1279554,1.1023579,1.1609483,0.87943,0.76143306,1.2105879,1.2599931,1.1147304,0.8181578,1.1082692,1.173989,0.98339856,1.1501381,1.0899382,1.1437193,0.7596942
glass,1.2675734,1.0308372,1.052201,1.0277599,0.99166495,1.0258846,1.0399573,0.7945188,0.8062662,0.94487923,1.0295107,1.2058053,0.9870014,1.0275244,1.1379278,1.0131158,0.985941,1.0726554,1.1151032,0.8159862,0.9606966,0.7944859,1.0968443,0.7848572,1.1294749,0.8736198,1.0037266,0.907359,0.9435802,0.9255145,0.96154755,0.8755162,1.1364564,0.7949898,0.73818845,0.84432214,1.043107,1.0722047,1.255528,0.9288496,1.0276847,1.0730981,0.7088341,1.0173471,1.1207187,0.909274,0.90148044,1.1190152,1.0091176,1.0165178,0.9536539,1.0361599,1.0317142,1.2182835,0.99723274,1.1402062,1.1270609,1.1662982,0.7460773,0.0,1.1326487,1.1210419,0.89535946,1.0677307,0.974896,0.8910156,1.1738739,1.0015211,1.0510043,0.89091545,1.0977206,0.7875135,1.0923874,0.8814506,1.0060297,0.9257319,0.99173886,0.91440356,1.0390432,0.9665749,1.0439357,0.90978295,0.9488438,1.1454384,1.0549321,1.1513859,0.9463593,1.0513127,0.75728464,0.9643667,0.918328,1.1342599,0.9557996,1.1970421,1.2039932,1.0873836,1.0860784,1.1436394,0.90801615,1.0256135,0.7896433,1.1086252,0.94058955,1.0122412,0.9250443,1.1487975,0.8630054,1.1374489,0.9684874,1.0653852,1.0394118,1.0401211,1.0239581,1.112191,1.1009469,0.7863661,0.9404974,1.1490718,0.9797932,1.0850849,0.9982998,1.1243886,0.9359497,1.0642252,0.9693645,1.134697,0.9958289,0.88617206,1.0920911,1.1337187,0.8432155,1.0796106,1.0552076,0.95311785,0.9772005,1.0123615,1.1631702,0.8892541
glasses,1.2695711,0.79805166,0.60294485,1.2884238,0.8030393,0.8188045,1.2806126,1.3321792,1.461697,1.1098824,1.5531588,0.30805445,1.4637942,1.4862878,0.8345456,1.4944566,1.4645784,1.3530014,0.33434165,0.7938217,1.3811549,1.2545054,0.7005683,1.1252327,0.79560745,0.8753209,0.84076583,1.0505266,0.9057196,1.3556957,0.56180334,1.2199565,1.078313,1.1479943,1.2131655,1.2118337,1.4172716,0.959028,0.27681506,1.4676396,0.3486452,1.168649,1.240102,1.3856957,1.2095796,1.1963454,0.88450855,1.1275291,0.9485637,1.1794951,0.6370659,1.0432751,0.5400346,0.37004375,0.6756204,1.0711105,0.44096696,1.1112071,1.2149805,1.1326487,0.0,1.0253557,1.0684726,0.9644901,0.9941974,1.0860544,0.32561505,1.1215343,0.9999526,1.1919975,1.2213472,0.77722824,1.297512,1.0779636,1.0728105,0.6852099,1.3463047,0.9912252,1.4423022,0.93708694,1.0967038,0.7138835,0.8859428,0.15103823,0.9940193,0.25096327,0.37020493,0.76335645,1.1365893,1.0503085,1.4210161,1.2807227,1.451094,0.25304794,0.19674313,1.1635631,0.9454488,0.8278155,1.2915516,1.1506481,0.95599437,1.02359,0.7726276,1.2715933,0.67177236,0.5367372,1.3283205,1.0420572,1.3643903,1.1237535,1.1794106,1.1280605,1.1933743,0.9195975,1.3655603,1.2279038,1.5116601,0.2867183,1.195086,0.48896372,1.1389824,0.5004658,0.8680647,0.96497583,1.3256947,1.250546,1.5315658,0.6779446,0.34140348,0.23301286,1.212451,0.8858855,1.1846204,1.4370475,0.9738771,1.1202743,0.1497916,1.2683024
glove,0.9589127,0.57488227,0.9885243,0.78761566,0.9645449,0.9219047,0.75869524,1.0541097,1.0958834,1.1210588,1.2042651,1.0326738,1.144218,0.9058638,0.9172048,0.90810865,1.0730624,1.2005963,1.0327159,0.8760666,1.1393795,1.0762591,1.0629646,0.95136636,1.0741996,0.9820433,1.1795256,0.88985294,1.1143976,1.0530941,1.109998,1.2388747,1.0463105,0.9704625,0.9504768,1.0402488,1.1250178,0.92091554,0.995188,1.2566161,1.0426921,1.0341638,0.99508613,0.9929195,0.976965,1.2988747,1.0875245,0.92160696,0.89441323,1.016166,1.0277603,1.155415,0.8311398,0.9859977,1.0463836,0.43105078,1.0010138,0.9075597,1.1226676,1.1210419,1.0253557,0.0,0.9361317,1.1379385,0.86371505,0.85369396,0.82829934,1.1747423,1.04957,1.1763173,1.0403255,1.0325406,0.8957697,0.87906694,1.2570505,1.1285065,0.96909666,1.025815,0.5346167,1.0933591,0.98299366,1.001561,0.87091553,1.0336769,0.56231236,0.92634994,1.027686,1.0118359,1.123713,1.0862224,0.8589995,0.8739361,1.1631681,1.0580106,1.1007687,0.89298004,0.80689186,0.757993,1.0659797,1.140991,0.99648035,1.049342,1.0671164,0.7211551,0.87322146,0.95251906,1.261028,1.1516762,1.0574931,0.95851356,1.0853795,0.3517105,0.8172195,0.7301112,1.2228929,1.066245,1.1176752,0.6473233,1.0442197,1.082046,0.18881893,1.0567325,0.9117416,0.9625454,0.8698101,1.0459695,1.2560449,0.8296216,0.8406413,1.0371909,0.9712709,0.60121626,0.9240206,1.1615064,1.1643684,1.1462355,1.014995,1.3478668
gum,0.81213,0.9926276,0.83052546,1.0648307,0.7713265,0.8753784,0.6930069,0.91204923,1.1746507,1.1822307,1.2179812,1.113162,1.2762518,0.8403655,1.1647892,1.1396077,0.99055904,0.7031105,1.054815,0.8391094,0.8132405,0.9118145,1.1874375,0.825907,1.0008004,1.2345133,1.0684416,0.76765865,1.3494705,1.3515244,1.0771183,1.1485507,1.2774012,1.042568,0.97422695,0.74204,1.232998,0.6570726,0.8612935,1.1911303,1.045201,0.9131921,0.7999073,1.1716747,0.97159034,1.3260597,0.9370814,1.0620844,0.7957054,1.280158,0.8579152,1.0890284,0.81281906,0.87800926,1.16175,0.9658012,1.0718181,0.7361703,1.104053,0.89535946,1.0684726,0.9361317,0.0,1.0905701,0.7084539,0.7675499,1.1845464,0.970018,1.1188015,1.0086436,1.36821,0.8827697,1.261498,0.98378295,1.1865453,1.1703211,0.66992974,0.9223845,0.8548565,1.0925707,0.9694355,0.74807155,0.92713493,1.0166001,1.1525064,1.0444796,0.9363567,0.7743007,1.2479519,0.74102724,1.0923219,1.238733,0.8339989,1.0454762,1.0668026,0.980074,0.75099003,1.3305885,0.99009454,1.163269,0.68472874,1.0312425,0.9105012,1.1270691,1.0622146,1.0081309,1.3248589,0.9698574,1.1634693,0.8457774,1.24284,0.89249086,1.10411,1.1677815,1.0962199,1.1740407,1.126441,0.97106075,1.1043773,1.0504209,0.94397527,1.1724192,0.86865896,0.84138817,1.0052643,1.2533361,0.9306591,0.8421855,0.88577557,0.9268589,0.72573966,1.1984128,0.5288816,0.67952967,0.9327934,1.1784556,1.0627309,1.333579
hair,1.0492662,1.0149091,1.220455,0.8039422,1.1818712,1.1709847,1.0370481,1.1751828,0.9902398,0.8602038,0.7855549,1.2017535,0.9322707,0.8409678,1.1215045,0.851995,0.9347122,0.9988368,1.2246205,1.3558496,0.9724234,1.0114878,1.1162496,1.2400736,1.1237172,1.2539451,1.2229592,1.1628585,0.9841916,1.0046781,1.2602746,0.93369484,0.8062657,0.95302784,1.024664,1.0976403,0.78524405,1.1630521,1.3042631,0.8697069,1.2687309,1.048015,1.0505408,0.80802137,0.77854705,0.9379946,1.0875022,0.9023102,1.1090206,1.0367968,0.8370705,0.09782708,0.83050925,1.2472761,1.2243712,0.98310614,1.2050905,1.1628422,1.0020139,1.0677307,0.9644901,1.1379385,1.0905701,0.0,1.1709547,0.7094032,0.8869596,0.9597783,1.1329379,1.0099256,0.731128,1.104789,0.79082584,1.1081233,1.0851628,1.2371472,1.0020143,1.0366229,0.8368341,1.1002702,1.0428574,0.66836905,1.0125164,1.0669386,1.2797884,1.0329788,0.77565056,1.2503749,1.1076921,1.1041266,0.7796262,0.788074,0.90866625,1.2608702,1.1884257,0.8585117,1.0781025,1.1441442,0.9011592,1.0117311,1.2776451,1.1573666,1.1926045,1.0375646,1.2661905,1.1726589,0.9121897,1.0935762,0.7781569,1.172235,0.5237188,1.0169712,0.78080785,1.234477,0.95348465,1.0913993,0.8831243,1.1852884,1.0117093,1.1706057,1.0984021,1.2335299,0.9419379,1.172272,1.089952,0.5842613,0.84756213,1.3243005,0.87892157,0.9635828,1.0533066,1.3039193,1.172759,1.0260826,1.1403145,1.1171485,1.0920508,0.84512633
hamburger,0.96241856,0.9621077,0.84547853,1.0931805,0.7923955,0.8330674,0.8998991,0.9662527,1.2425382,1.2257463,1.2891848,1.0475188,1.3461125,1.0881034,0.7178228,1.2540964,1.139454,0.99127966,0.9150612,0.89683956,1.1333165,0.9704671,1.0315558,0.8870511,0.7048244,1.0197369,0.90435904,0.8647778,1.2183663,1.2960906,0.88437456,1.0410492,1.1102903,1.1126045,1.0702081,0.99340385,1.3075321,0.822907,0.867681,1.1683478,0.98105705,0.95092404,0.9719013,1.1738114,1.0405145,1.1948398,1.0364424,1.1106379,0.7179619,1.1577287,1.0169743,1.1957788,0.90693957,0.87271655,0.81747353,0.8436346,0.9651216,0.73775357,1.0952865,0.974896,0.9941974,0.86371505,0.7084539,1.1709547,0.0,0.9474315,0.9091872,0.9388988,0.80184937,1.1912495,1.2413622,0.9059146,1.2420384,1.1280817,1.0998188,0.88480026,0.8637597,0.8241396,1.0918543,0.91283494,0.9805058,1.0829124,0.85651743,1.0120815,1.063286,1.0761662,0.9547695,0.7432379,1.0539182,0.69326884,1.1931403,1.272913,1.0869832,0.96318954,1.0565985,0.8820722,0.93776816,1.1449614,1.0777448,1.0076216,0.84751177,0.9745403,0.8973975,1.1122205,0.7826218,1.0428443,1.2045454,0.9640945,1.2842913,0.9533652,1.284642,0.9727858,1.2285417,0.80805576,1.1894029,1.1210252,1.2645656,0.9733109,1.088454,1.016449,0.93093485,0.9349893,1.0337083,0.83080566,0.92404914,1.2691977,1.1680849,0.7909345,0.9725587,1.1443338,1.0284592,0.99882275,0.7670228,0.9231595,0.9911793,1.1163648,1.0172896,1.1991564
hand,0.98173696,0.88501036,1.2764622,0.36311746,1.2759178,1.2941443,0.8196189,1.2009046,0.93709934,0.8968547,0.9259904,1.3146454,0.9410395,0.6751592,1.2847306,0.7814925,0.88615996,0.95742065,1.3838116,1.2954977,1.0157075,0.96976036,1.1710259,1.2923138,1.1991874,1.259757,1.3284439,0.8199987,0.9978996,1.0018622,1.4211564,1.085256,0.9593657,0.919805,0.87771475,1.0971956,0.94051415,0.8891711,1.2848256,1.0053699,1.3549523,1.0821717,1.0125059,0.8426013,1.0185844,1.0577464,0.9472954,0.8769675,1.1613948,0.97857404,0.7962297,0.72925043,0.38113642,1.2551249,1.4028623,0.7406992,1.2291391,1.1725601,1.0341166,0.8910156,1.0860544,0.85369396,0.7675499,0.7094032,0.9474315,0.0,1.1680588,1.0749521,1.3027092,0.9395595,0.8070283,1.1891006,0.66848004,0.6738898,1.1843822,1.3661959,0.8979191,1.1472104,0.72884464,1.1455889,1.0912197,0.70984554,0.9490197,1.1322953,1.0872091,0.93431675,0.8407662,1.1869729,1.1385374,1.1281894,0.5448742,0.69121015,0.83333814,1.2420498,1.1933076,1.0027888,0.90536857,1.1328338,0.7290623,1.1871325,1.1251712,1.172891,1.3460593,0.90001273,1.385051,1.1961724,1.0002253,1.1390176,0.7616712,1.0004109,0.64314866,0.67223,0.46663797,1.114999,0.9855595,1.0127134,0.91666526,1.0990733,0.97041774,1.2765559,0.8015638,1.3352318,0.8084902,1.1219741,1.1417613,0.69746244,0.84702086,1.3475752,0.63519615,0.93028617,0.6625596,1.2180712,1.2090367,0.89128935,0.9947322,1.2150476,1.150232,1.0194764
