,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
purse,1.0452675,0.8607162,1.3623258,0.83027196,1.3227205,1.2017064,1.0037884,0.857546,0.63237405,0.94488597,0.72179735,1.2499063,0.689674,0.6313468,1.2079341,0.51498246,0.6946849,0.9071009,1.3533478,1.1366591,0.8304936,0.9644191,1.0473614,1.0875107,1.231945,0.9877653,1.000074,1.1150193,0.9795489,0.6696031,1.2022061,0.9982363,0.88241345,0.9455095,0.8602309,1.181195,0.72394097,1.1166306,1.2915828,0.920077,1.3720671,0.9604245,0.96417755,0.8107724,1.0201821,0.96103287,0.8789071,0.8415348,1.2562245,0.86142194,1.1136122,1.0201743,1.1954243,1.2904668,1.2356555,0.88835615,1.2453566,1.1435959,0.9214597,1.0122412,1.2715933,0.7211551,1.1270691,1.0375646,1.1122205,0.90001273,1.1207042,1.1402192,1.1298623,0.84010255,0.6910528,1.1921577,0.45623922,0.77266705,1.0516605,1.2218618,0.991715,1.1569824,0.7185464,1.0578942,0.9982151,1.111854,1.1284397,1.3543055,0.7120262,1.161848,1.3757252,1.3273908,0.8789178,1.2352897,0.64776844,0.46302402,0.84400886,1.2392124,1.266015,0.9863191,1.0955808,0.78610057,0.79290986,1.0825027,1.0048858,1.0819093,1.3007495,0.0,1.1494361,1.0337429,0.9303327,1.1775,0.5891453,0.9545853,0.80621827,0.6189279,0.5367043,0.99114174,0.9742006,0.78736913,0.8757403,1.1073726,0.81966996,1.3081987,0.7177751,1.236042,0.9681561,1.1643533,0.7140442,0.7103497,0.8155966,1.2110522,1.2611468,1.2300142,0.8964652,0.7299752,1.1596086,0.7375998,0.99824786,0.9647901,1.2617108,0.9960381
radio,1.2042503,0.81916666,0.65261436,1.369966,0.6945704,0.67787707,1.2236079,0.8553647,1.3015385,1.2187171,1.4609138,0.6771437,1.2948874,1.5564141,0.68753475,1.4280151,1.3381847,1.1451471,0.52652967,0.52919227,1.1055518,1.1288525,0.763613,0.66206765,0.8218683,0.5451345,0.49398994,1.0785409,1.1146946,1.0643387,0.5511314,1.0145805,1.1910552,0.95746624,1.2079413,1.0161439,1.3160424,0.9808353,0.6467673,1.2295451,0.55355906,1.00776,1.0435134,1.2725211,1.0593798,1.1267034,0.83635306,1.1775043,0.81393665,1.3331702,1.1071241,1.2798691,1.0435952,0.7039112,0.4829682,1.0109049,0.6534687,0.9002474,1.2523398,0.9250443,0.67177236,0.87322146,1.0622146,1.2661905,0.7826218,1.385051,0.5547163,1.0921553,0.8008926,1.1761031,1.4246619,0.69671524,1.4444687,1.2137235,0.9473882,0.60943764,1.217661,0.8038353,1.3424942,0.7871111,0.89040035,1.1690623,0.8526383,0.7705467,0.82905567,0.85067534,0.8622323,0.8070758,0.7831557,0.94658995,1.5239419,1.4179223,1.3468186,0.63380694,0.77775824,1.0658102,0.96911573,0.6494802,1.2578945,0.995785,0.72126716,0.86809456,0.6738447,1.1494361,0.0,0.704222,1.1197661,0.9605938,1.4100372,1.1259091,1.4424132,1.1058195,1.4296103,0.62748575,1.3063732,0.8531501,1.3460801,0.64516723,1.211555,0.64772266,0.9789705,0.48725855,0.9678223,0.9149584,0.8084448,1.4491837,1.4334638,0.47871655,0.9333278,0.9739747,1.3028846,0.7062377,0.9075114,1.1366372,0.8729054,0.8671885,0.7643229,1.2227784
raisin,1.0205208,0.8676426,0.6997128,1.3244877,0.8461343,0.8695389,1.1914184,1.279842,1.3164421,1.0465806,1.3247582,0.50787675,1.2786319,1.3302544,1.0115969,1.2858248,1.2752084,1.2594112,0.6325382,0.8127113,1.2509704,1.2825942,0.87449753,1.1297867,0.85159886,0.9438697,0.81982064,1.1201724,0.9834432,1.2144929,0.8097315,1.2042735,1.0514468,1.1637663,1.2261152,1.177984,1.1961938,1.0041286,0.5000018,1.3369389,0.59322184,0.91539264,1.0982249,1.1315702,1.0233252,1.2352189,0.845543,0.96874446,1.0355982,1.224211,0.9005717,1.1767344,0.8253068,0.38137108,0.8660543,1.0687329,0.6075484,0.88763964,1.1901152,1.1487975,0.5367372,0.95251906,1.0081309,1.1726589,1.0428443,1.1961724,0.6325301,1.0945241,0.8469252,1.1334966,1.1546494,0.8137329,1.0989084,1.1442282,1.0703439,0.96643937,1.3468523,1.0837886,1.2296345,1.1145806,0.86021394,0.9447496,1.0533973,0.52408206,0.9746367,0.5920131,0.78743184,0.89301896,1.1370313,1.0410892,1.3490336,1.0440997,1.358676,0.47710806,0.44795555,1.0020622,0.85309786,0.8173747,1.208307,1.1777656,0.9704583,0.8535981,0.78079224,1.0337429,0.704222,0.0,1.3414643,0.9263585,1.2845812,1.1323534,1.2129897,1.0228882,1.0773534,0.9339405,1.2162786,1.2146894,1.3320718,0.41300458,1.097956,0.5724717,1.0975392,0.63526934,0.8906237,0.91841036,1.0648481,1.1355392,1.35777,0.7613963,0.6759214,0.5146674,1.2793283,0.89810586,1.0666206,1.2785084,0.9037492,1.1528548,0.47995913,1.3104962
refrigerator,1.2106501,1.2188797,1.3811786,0.8201848,1.319458,1.2421802,1.1361053,0.6834942,0.55883193,0.9699998,0.62461436,1.2036986,0.42157185,1.0071908,1.1678454,0.80808157,0.782948,0.99204755,1.1675011,1.1337267,0.7173474,0.8829222,0.7613773,0.8094516,1.3310885,0.4745623,0.8559601,0.9696476,0.79928166,0.30296952,1.1980778,0.42986274,0.9144531,0.7624873,0.9029061,1.0964689,0.55315095,1.0975952,1.3553766,0.3851589,1.1592609,1.1849165,1.0695511,0.94907767,1.1752187,0.2561254,0.8271181,1.0446541,1.3676825,0.8550244,1.2311444,0.9111111,1.2997147,1.4239862,1.0502431,1.1243712,1.2017128,1.3793118,0.8470204,0.8630054,1.3283205,1.261028,1.3248589,0.9121897,1.2045454,1.0002253,1.2870538,1.0591161,1.2039849,0.73890066,0.808119,1.0744216,0.86773264,0.90786237,0.5800568,0.9472396,0.96930283,0.98821723,1.0344288,0.7547303,1.1451058,1.1953725,1.2516532,1.3524761,0.84044504,1.2844801,1.2804081,1.3423941,0.412606,1.1884365,0.8183158,0.88143814,0.85995615,1.2705567,1.2680794,1.0148581,1.194919,0.822651,0.9903073,0.8432349,1.2267785,1.2289172,1.2485504,0.9303327,1.1197661,1.3414643,0.0,1.1238103,0.71524405,1.1110117,0.8075447,1.1476439,0.8910873,0.85140085,0.63757175,0.57308275,0.49646437,1.4384089,1.0230427,1.2884483,1.154233,1.1086667,1.163742,1.236597,0.7796213,0.8055836,0.7489844,1.3242489,1.3778831,1.3219054,0.8139823,0.91135854,1.2153686,0.906136,0.93499196,0.45435148,1.299796,0.39974487
rooster,0.57685935,1.1355869,0.9121851,1.1875991,0.97310466,0.9758619,1.09199,1.0325454,1.1752908,1.0042257,1.1105225,0.9551374,1.168647,1.116376,0.8702884,1.1449858,1.1105669,0.83202255,0.9926855,1.0637838,0.9772742,1.0237912,1.1069816,1.015264,0.6079838,1.0692995,0.95866644,1.0542319,1.0685773,1.153685,0.9617163,1.0892172,1.14258,1.0246283,1.1145694,1.0014046,1.1325128,0.8787813,0.9302027,1.0431823,1.0383418,0.608749,1.0156423,0.7487155,0.7187637,1.1359608,1.0798001,0.9098245,0.9670749,1.1456673,1.0918417,1.1058586,1.1321929,0.8906801,0.93579865,1.1319242,0.96774405,0.513012,1.0655794,1.1374489,1.0420572,1.1516762,0.9698574,1.0935762,0.9640945,1.1390176,1.0013319,0.88052756,0.65223897,1.1553724,1.227352,1.0083432,1.2342498,1.161835,0.9550609,0.9789679,1.0467046,0.9988395,1.080413,0.9819949,0.9047042,1.0716504,0.97388965,1.0330213,1.0899422,1.016139,1.1158252,0.88121635,1.1278574,0.84765595,1.1620123,1.2029073,0.9232859,0.9791491,1.030935,0.96474767,1.0373827,1.0595139,0.9778092,0.94604236,1.0139236,0.4541707,0.9328754,1.1775,0.9605938,0.9263585,1.1238103,0.0,1.1098872,0.9819868,1.1904689,1.1995612,1.1832458,1.0776805,1.0747751,1.1224698,1.0835458,1.0900059,1.0292417,0.94029915,1.1921947,0.99000823,1.179815,0.84407455,1.0110526,1.176237,1.076604,1.0227736,1.1093338,1.041165,1.1556555,1.0815315,0.89138347,0.97995126,0.8925668,1.0996603,1.0595192,1.1278872
scarf,0.94702625,1.020489,1.4748513,0.60708517,1.3936458,1.3724146,0.97334427,0.9407955,0.6496231,0.90148443,0.4951778,1.4099305,0.5699572,0.54896456,1.2573246,0.40975797,0.7637019,0.85707295,1.4271755,1.3959239,0.83354056,0.915981,1.0553437,1.2513213,1.230412,1.1653605,1.2178999,1.0884016,0.98630416,0.61001945,1.3661093,0.82558894,0.87023526,0.8048779,0.85664386,1.0980763,0.51210797,1.0822989,1.465806,0.6838805,1.4646847,0.9243986,1.0167998,0.6073535,0.9148176,0.77226216,1.0013032,0.78700674,1.2912083,0.7496686,1.088731,0.78848183,1.1594596,1.478033,1.355645,0.9893651,1.3885553,1.2434372,0.91110253,0.9684874,1.3643903,1.0574931,1.1634693,0.7781569,1.2842913,0.7616712,1.3211155,1.06496,1.1931868,0.7902545,0.57818395,1.2641356,0.5488655,0.7009172,0.9589601,1.2949252,0.86548936,1.1562674,0.7122646,1.0831615,1.0984671,1.0545462,1.0912769,1.3525705,0.9509903,1.2719362,1.2671477,1.4190435,0.8704246,1.253026,0.4504379,0.6057912,0.776829,1.3931373,1.3276355,0.9625646,1.1602141,0.9274948,0.63980234,0.9459725,1.2189845,1.0869242,1.3691629,0.5891453,1.4100372,1.2845812,0.71524405,1.1098872,0.0,0.9594733,0.5576328,0.8456964,0.6154656,1.0451193,0.7483409,0.8782623,0.61970127,1.3912256,0.95008075,1.4043314,0.90754753,1.3633245,1.0425295,1.294641,0.8949675,0.6241364,0.67703855,1.481327,1.2584927,1.211782,0.79678607,1.020077,1.2183022,0.82293904,1.014642,0.93019307,1.3174334,0.68438864
scissors,0.6986245,1.142658,1.1134908,1.0389553,1.076355,0.9218424,0.6657673,0.86369634,0.9087078,1.1363462,0.97589344,1.0807387,0.9089803,0.87267864,0.89825106,1.0537444,0.8455609,0.7773236,1.1436727,0.94276386,0.91879255,0.94228613,0.9998968,1.0021667,0.895441,1.19104,1.0261209,0.794654,1.1168271,1.0665395,0.9416556,1.1453303,1.1654825,1.0893174,0.8467186,0.9458691,1.1249132,1.0136484,0.8503421,1.0165143,1.1684258,0.99825865,1.0077924,1.0457256,1.0272205,1.1509099,0.8816283,1.0325875,1.0181859,0.93686557,1.0832225,1.1687943,1.1745287,1.0040137,1.1003342,1.0655382,0.93542194,0.77520806,0.96394104,1.0653852,1.1237535,0.95851356,0.8457774,1.172235,0.9533652,1.0004109,1.166815,0.8833787,0.9474366,0.47403663,1.0630596,1.186845,1.0742495,0.66087884,0.99128354,0.9426991,0.89360607,1.0389751,0.9286941,1.0058069,1.0585327,1.0906463,1.0830678,1.1946201,1.1341658,1.1199379,1.2886142,1.0063982,1.0359533,0.95464885,0.94300866,1.1751196,0.89358014,0.8862595,0.9804605,0.9965955,0.98955125,1.3042281,1.0778401,1.0108538,0.78284746,0.9657528,1.1093379,0.9545853,1.1259091,1.1323534,1.1110117,0.9819868,0.9594733,0.0,1.1411743,0.9084305,1.0697093,0.88138735,0.90217185,0.96391255,0.795046,1.0523943,0.79704535,1.193308,0.9707477,0.9992772,1.0853893,0.90216756,0.97734857,1.1397971,0.74368006,0.9587387,1.2280961,1.1631103,0.44274747,1.1455809,0.72864985,0.73222613,1.1225681,0.70053434,1.1522695,1.0939201
shirt,1.1092901,0.9365498,1.3706884,0.5261927,1.3098642,1.2633537,1.0230193,1.2008375,0.77696025,0.7134324,0.6139801,1.2785482,0.73475635,0.5738976,1.1940624,0.5815691,0.75416493,1.048271,1.3585777,1.4355736,1.0198039,1.0559585,1.1094352,1.3177202,1.2574736,1.2477169,1.2963221,1.164598,0.78197956,0.8430738,1.3964946,1.0093658,0.43236053,0.9542101,0.9002224,1.1597583,0.6858339,1.2120405,1.4265425,0.85177946,1.3628305,1.1406099,1.09181,0.69211113,1.0137527,0.8927791,1.1860867,0.8660005,1.1770217,0.6851578,0.9370043,0.52855295,0.88810784,1.3553698,1.351579,0.93801713,1.3202263,1.369998,0.8561437,1.0394118,1.1794106,1.0853795,1.24284,0.5237188,1.284642,0.64314866,1.1696497,1.0476038,1.2491019,0.87921894,0.17851263,1.2534192,0.35929382,0.89206994,1.1334438,1.3482816,0.95125556,1.1973516,0.81755847,1.2108183,1.100953,0.86075616,1.1210725,1.1824099,1.0997893,1.0632342,1.041561,1.3103371,1.0833055,1.2772712,0.4072641,0.3972218,0.8480184,1.3640611,1.2578523,1.0191216,1.1036414,1.0625657,0.7899347,1.1009872,1.3550025,1.2595286,1.3263278,0.80621827,1.4424132,1.2129897,0.8075447,1.1904689,0.5576328,1.1411743,0.0,0.9112929,0.44372654,1.2712018,0.83817977,1.0084813,0.7737529,1.2997818,0.8741525,1.2398124,0.9545222,1.3286237,0.92508835,1.2362568,1.1342309,0.14046347,0.7108977,1.4689064,0.97874784,1.0367668,0.9393091,1.1316907,1.3442469,1.0018767,1.1455264,1.1273158,1.1810005,0.738995
shoe,1.0702959,0.61198545,1.2645031,0.6625537,1.1993127,1.1372786,0.91851854,1.0349584,0.9623927,1.1076186,0.99594593,1.2502817,0.90111333,0.80191255,1.1361778,0.83259845,0.9484831,1.0523622,1.2793713,1.0332062,0.95862484,1.051067,1.0611033,1.1149749,1.2205678,1.0306771,1.278425,0.91107666,1.1336184,0.8883139,1.2592293,1.0967916,0.96247417,0.9330275,0.85285926,0.9528445,0.9642086,0.952438,1.1856055,1.0608956,1.2654138,1.0374999,0.84916633,0.99410796,1.0096086,1.1625118,0.9084609,0.8825694,1.0872288,0.9376986,0.88245285,1.032999,0.7854694,1.2395961,1.3407773,0.30965984,1.1830821,1.1739508,1.1293997,1.0401211,1.1280605,0.3517105,0.89249086,1.0169712,0.9727858,0.67223,0.98511434,1.1361711,1.2272333,0.9696827,0.8852519,1.1820896,0.6571878,0.7999299,1.0969654,1.3071337,0.926329,1.1649978,0.645386,1.1348792,1.0103341,0.90234894,0.95163447,1.1983714,0.8158813,0.998069,1.0619936,1.2432597,1.0620344,1.2590986,0.72097135,0.6565901,1.0204089,1.2254962,1.2085958,0.94758713,0.9238825,1.0033476,0.9412781,1.1736921,0.99117017,1.1363044,1.2958794,0.6189279,1.1058195,1.0228882,1.1476439,1.1995612,0.8456964,0.9084305,0.9112929,0.0,0.62050414,0.83294237,0.98369634,1.0515853,0.9371897,0.6891168,0.99517477,1.2265085,0.23200297,1.2537385,0.8037623,1.1131389,0.75574636,0.8758823,0.99990666,1.0240737,0.85600173,1.0666642,0.8229029,0.85392904,1.0711502,0.92874235,1.0299278,1.0727749,1.1588956,1.2146875
shorts,1.0447801,0.7204909,1.3472966,0.48298085,1.3468523,1.3002892,0.8803262,1.3174663,0.7788404,0.76501644,0.7277207,1.2991995,0.7228923,0.5742469,1.4091072,0.543566,0.6672366,1.0927075,1.4619429,1.3826427,1.0772045,0.994313,1.1129171,1.3891323,1.3239938,1.2139604,1.3140534,0.94599074,0.7345554,0.853485,1.5051687,1.1008239,0.65692365,0.93714744,0.8881571,1.1550326,0.7155077,1.07015,1.3710363,1.0168793,1.4176956,1.114003,1.0576236,0.69474566,1.0507759,0.9572019,1.0597645,0.81421125,1.2580408,0.7387743,0.8804317,0.80328375,0.77470803,1.275612,1.4976693,0.7278797,1.2973135,1.3005859,0.9419146,1.0239581,1.1933743,0.8172195,1.10411,0.78080785,1.2285417,0.46663797,1.1697729,1.1672571,1.321049,0.81359065,0.48144656,1.2673435,0.22137058,0.72538126,1.2195504,1.5257388,0.92504394,1.3059708,0.6967004,1.2203835,1.0841261,0.8034401,1.1708803,1.216168,0.9741217,0.96987915,1.0851336,1.2099881,1.0807589,1.2789304,0.43538076,0.2158252,0.9371621,1.3213801,1.2209836,0.9656082,0.8786447,0.9753133,0.7833081,1.2273018,1.2602705,1.1968683,1.37491,0.5367043,1.4296103,1.0773534,0.8910873,1.1832458,0.6154656,1.0697093,0.44372654,0.62050414,0.0,1.1314256,0.8970377,0.9884286,0.8656159,1.1381373,0.83748174,1.2809658,0.7448858,1.3795928,0.792917,1.1844435,1.1187105,0.37782842,0.76440835,1.4547533,0.9189157,0.9559076,0.7919304,1.0861478,1.3831592,0.9501463,1.0294836,1.161606,1.1574888,0.8944847
shovel,1.0068302,0.8354192,0.99004793,0.97020924,1.0594028,0.98186576,1.0552603,0.8892999,1.1471777,1.27342,1.2552956,0.9773138,1.035976,1.3683436,0.76266307,1.2118064,1.2403345,1.1221468,0.8263353,0.8542541,1.0757643,1.1291597,0.5571066,0.8532447,0.9270343,0.59124464,0.74575233,0.80035543,1.0436803,0.7484832,0.8706323,0.90835285,1.1363864,0.81932354,1.1395682,1.1750937,1.0991378,0.94333696,0.8185572,0.95947844,0.8732549,1.0219425,1.1872704,1.167694,1.086849,0.90715945,0.83993506,1.0605587,1.0864228,1.103376,1.1787535,1.3008319,0.9722721,0.94163656,0.7583335,0.8009658,0.7475567,0.9389398,1.2547426,1.112191,0.9195975,0.7301112,1.1677815,1.234477,0.80805576,1.114999,0.7809368,1.1653746,0.9179246,0.93705493,1.2083344,0.99574,1.1748686,0.9056071,0.73270494,0.7228914,1.1521326,0.9002105,1.1568375,0.70266604,1.050997,1.1996396,0.91358817,1.005702,0.65014297,0.8823614,1.0223337,1.0446182,0.78193074,0.9487137,1.170177,1.1780871,1.2711595,0.80244315,0.9180388,0.9891863,0.95441526,0.64258087,1.1796153,0.89663875,1.0337758,0.96774936,1.00809,0.99114174,0.62748575,0.9339405,0.85140085,1.0776805,1.0451193,0.88138735,1.2712018,0.83294237,1.1314256,0.0,1.1504292,0.8986777,0.9681152,0.7912935,1.3048966,0.9219617,0.7978637,0.6763232,0.94540906,0.9925215,0.82404506,1.2525419,1.2589676,0.93245685,0.9694498,1.086415,0.91187143,0.6245557,1.0271348,1.0630302,0.931666,0.6409626,1.0124706,1.0242965
shower,0.99148893,1.2540805,1.3308787,0.8405647,1.2355425,1.2352734,0.96402335,0.7364521,0.6185789,0.9936102,0.36130613,1.2603986,0.46657562,0.6875138,1.1323311,0.68717295,0.62450683,0.7962301,1.2464547,1.2023485,0.73018116,0.9960889,1.0618062,1.0503417,1.2128795,1.1038681,1.1015104,1.1739635,1.0639307,0.61467063,1.2522662,0.68594146,0.95597064,0.9579883,0.9253239,1.0397987,0.55916965,1.0861346,1.350079,0.37607682,1.2826235,1.064148,0.95733386,0.8611667,0.95492214,0.65044457,1.0966356,1.00462,1.2003121,0.80660486,1.0819414,0.9010668,1.2660428,1.3633698,1.2192882,1.0659187,1.2927946,1.1898539,0.86799353,1.1009469,1.3655603,1.2228929,1.0962199,0.95348465,1.1894029,0.9855595,1.321626,0.9505327,1.1763334,0.80264384,0.80414855,1.2902274,0.7647615,0.963389,0.7339088,1.2047871,0.8967367,1.0891116,0.85922915,1.2042272,1.0371519,1.184546,1.2193141,1.2805737,1.2147186,1.3811246,1.2732115,1.3021322,0.8200141,1.0954872,0.7665951,0.79763484,0.72352254,1.3406568,1.2390442,0.9306915,1.1540878,1.1925318,0.9085305,0.9588845,1.1224444,1.1291081,1.2309281,0.9742006,1.3063732,1.2162786,0.63757175,1.0747751,0.7483409,0.90217185,0.83817977,0.98369634,0.8970377,1.1504292,0.0,0.91471565,0.44821715,1.3447053,0.86753833,1.3298521,1.070966,1.228616,1.1426356,1.1893519,0.6598719,0.7744402,0.42661047,1.3101703,1.3171185,1.2235544,0.96178627,1.2598637,0.90319824,0.7541499,1.1018121,0.7542492,1.2315023,0.7273922
sink,1.2061574,1.0263165,1.2662266,0.8872234,1.2290584,1.1580447,1.0522178,0.7072566,0.401559,1.0145993,0.8460973,1.1104352,0.5312347,1.0568434,1.1521882,0.83985853,0.6547895,0.9372271,1.2135571,0.7536908,0.82650346,0.8197515,1.0641409,0.7656609,1.2769673,0.68584603,0.7529013,0.9461788,0.9083824,0.45014036,1.0865681,0.7470863,1.103859,0.64413,0.78991383,0.9856404,0.7422184,1.0893444,1.2417523,0.7930118,1.102458,1.0955057,0.9867442,1.0631166,1.2296661,0.65358895,0.70904166,1.158286,1.1669344,1.0682395,1.221481,1.0728709,1.254532,1.2842449,1.0740889,1.2186413,0.95084196,1.2888772,0.883116,0.7863661,1.2279038,1.066245,1.1740407,1.0913993,1.1210252,1.0127134,1.3009851,1.0765573,1.1383626,0.83432007,1.0535429,1.0557787,0.99737924,0.7346176,0.92839634,0.93845737,1.0216084,1.0490746,1.1050025,0.70060265,1.0298597,1.2038078,1.095978,1.3487521,0.67384267,1.2033484,1.2948551,1.184638,0.6126096,1.1500467,0.99480057,1.0018256,0.8427396,1.0463744,1.1721137,1.0931348,1.157948,0.6069715,0.9741767,1.0076287,0.6520142,1.1881316,1.1808279,0.78736913,0.8531501,1.2146894,0.57308275,1.1224698,0.8782623,0.96391255,1.0084813,1.0515853,0.9884286,0.8986777,0.91471565,0.0,0.73904556,1.2556076,0.8146723,1.0934379,1.0339874,0.8577214,1.0954485,1.1787013,0.82291174,1.044439,0.858667,1.0681312,1.313118,1.2729144,0.7372528,0.7865122,1.1813465,0.7233122,0.91669106,0.73415405,1.2679822,0.7724305
slide,0.9658017,1.188922,1.4746652,0.6834252,1.349055,1.2453612,0.9180481,0.68534076,0.518755,0.97347665,0.37384427,1.3883461,0.40327287,0.6762401,1.2166505,0.5927716,0.52944934,0.7579841,1.3496133,1.1918483,0.68489635,0.93668014,1.0388381,0.9407885,1.3326074,0.9582283,1.0342611,1.0326031,1.0240251,0.4396479,1.3599404,0.7614271,0.9325387,0.75648177,0.8858831,1.0133356,0.5361638,1.153531,1.4634795,0.35814947,1.3914924,1.1206537,0.98593104,0.8005891,0.949563,0.69742846,1.0910326,0.9766575,1.261432,0.83569443,1.1634322,0.8118907,1.2883197,1.4639266,1.2341578,1.0482137,1.3824955,1.2362403,0.7859513,0.9404974,1.5116601,1.1176752,1.126441,0.8831243,1.2645656,0.91666526,1.4483764,0.91534793,1.2127454,0.63121927,0.74825835,1.2747834,0.7247392,0.85150564,0.70601726,1.1949902,0.8407196,1.1000245,0.81354964,1.02448,1.0046725,1.1302856,1.2331012,1.4675715,1.0480236,1.4574293,1.4041097,1.4426029,0.819327,1.2093112,0.5861478,0.76566744,0.6994376,1.4382858,1.3994877,0.97445303,1.2026205,1.0948585,0.8625633,0.87682176,1.1415609,1.1740952,1.3586028,0.8757403,1.3460801,1.3320718,0.49646437,1.0835458,0.61970127,0.795046,0.7737529,0.9371897,0.8656159,0.9681152,0.44821715,0.73904556,0.0,1.4699707,0.8792808,1.4475551,0.95353925,1.3153837,1.176981,1.2513552,0.67059004,0.7473851,0.46554768,1.4318067,1.4029202,1.3785443,0.70232403,1.1242039,0.9636632,0.6887653,1.0676787,0.616291,1.4141927,0.5694408
slipper,1.2214885,0.60014963,0.5895839,1.279592,0.75861573,0.76620567,1.1491612,1.2715608,1.4301108,1.1491678,1.5674584,0.4303022,1.4202902,1.4435439,0.91511905,1.4463114,1.415756,1.397321,0.47143257,0.63379717,1.3453777,1.2708918,0.7250551,1.0168145,0.8777079,0.79868054,0.9139768,0.9451361,1.0096911,1.2879921,0.6435878,1.2759656,1.154857,1.1840165,1.1551903,1.0990977,1.4060152,0.91227436,0.32196724,1.5134501,0.41914374,1.1203047,1.0947984,1.4282496,1.186662,1.2927532,0.82332367,1.0903296,0.89329296,1.2072426,0.7267999,1.2190828,0.5671752,0.39754355,0.8106668,0.8319571,0.5235745,1.0412339,1.2745743,1.1490718,0.2867183,0.6473233,0.97106075,1.1852884,0.9733109,1.0990733,0.3941232,1.1911379,1.0151504,1.1866367,1.2894179,0.8136971,1.2306018,1.0357592,1.1046983,0.8269857,1.3006527,1.0613668,1.2525096,1.0187207,1.0576727,0.7930642,0.8667242,0.31189615,0.848303,0.3344047,0.5262143,0.76903534,1.1287639,1.1032999,1.3991306,1.1907088,1.4856912,0.39350432,0.35459566,1.1571703,0.7865184,0.80261517,1.3022832,1.2258686,0.8688884,1.0081393,0.7584686,1.1073726,0.64516723,0.41300458,1.4384089,1.0900059,1.3912256,1.0523943,1.2997818,0.6891168,1.1381373,0.7912935,1.3447053,1.2556076,1.4699707,0.0,1.2030339,0.5094714,0.7662991,0.59012085,0.7547122,0.89137125,1.1285056,1.3027904,1.5568774,0.48914766,0.36763,0.3673448,1.1796544,0.75598574,1.0625715,1.3969176,0.9649474,1.1195213,0.3399204,1.4235263
snow,0.83760273,1.1639906,1.2014549,0.9444949,1.0798787,1.0776032,0.80287755,0.99589765,0.70884836,0.734666,0.7671965,1.0969951,0.804095,0.74212694,1.0509889,0.77333236,0.6660323,0.8670546,1.25039,1.1590804,0.9858516,0.8775332,1.3162796,1.1511027,1.1214931,1.2453657,1.0871296,1.1197389,0.88072765,1.021832,1.1783528,1.090204,0.87331563,1.0072407,0.7688201,0.9915673,0.9338547,1.0138184,1.2331493,1.0247079,1.2202861,1.1078893,0.98149127,0.83759904,1.0775061,1.0494764,1.1206892,1.0685492,1.0357308,0.7956875,1.0444559,0.97465056,1.1939938,1.1825678,1.150913,1.0808934,1.1356692,0.9767084,0.706723,0.9797932,1.195086,1.0442197,1.1043773,1.0117093,1.088454,0.97041774,1.1794193,0.9914736,1.0485427,0.9319998,0.82363796,1.1898404,0.7244266,0.8169018,1.1790518,1.205704,0.873816,1.0985276,0.8965132,1.1423773,1.0075437,1.1173565,1.0575536,1.2089843,1.122891,1.2163999,1.2558914,1.1156856,1.044082,1.169276,0.8259345,0.81151164,0.7727606,1.1380444,1.1234093,0.9975426,1.0350883,1.15778,0.9280298,1.0426989,0.8991576,1.0659575,1.1199204,0.81966996,1.211555,1.097956,1.0230427,1.0292417,0.95008075,0.79704535,0.8741525,0.99517477,0.83748174,1.3048966,0.86753833,0.8146723,0.8792808,1.2030339,0.0,1.1593491,1.0830992,1.1500254,1.0054519,1.0771172,1.1005485,0.86021197,0.6915953,1.1420854,1.238867,1.1602271,0.8715626,1.172243,1.0668589,0.84243965,1.1135387,1.1644367,1.146184,0.9229353
