,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
scarf,0.89501446,1.1011269,1.3200743,0.7232512,1.3727643,1.3304601,1.2358181,1.1258528,0.78747237,0.63561493,0.96879524,0.5731524,0.7334691,1.3235071,0.58472073,1.1173035,1.1287211,1.3476464,1.2658429,1.0085268,1.2725446,1.1440817,1.2522707,1.3155736,1.1422019,1.1135746,0.96242684,0.7247423,0.8223316,1.3044076,0.8061514,0.76793087,0.86302483,1.2014215,0.5626638,0.8772444,1.3821156,0.8032912,1.3800988,1.2010567,0.9949537,1.0791433,0.97694886,0.9112555,0.5302684,0.99825,1.2050403,0.88473564,0.72232777,1.024816,0.83432436,1.1764097,1.311829,1.0587337,1.2516063,1.2569609,0.8125535,1.2116295,1.0258564,1.2613025,0.7130173,1.2049487,0.755369,1.2545114,1.122605,0.9404767,0.5700581,1.1619897,0.48545462,0.8174184,0.8973723,1.3180532,1.2506845,0.90822166,1.0507718,0.7276325,0.95015866,0.99545157,1.10222,1.2311091,1.1735692,0.93862784,1.0257353,1.1180162,0.7443241,0.94845575,0.53740823,0.5106474,0.96871203,1.3451064,1.3003457,1.1917626,1.0563332,1.086884,1.0892938,1.1687571,1.3236077,1.1899737,1.1213255,0.7229557,1.2697209,0.76018196,1.2216294,0.0,0.960206,0.48779666,0.88192654,0.49483836,1.1359723,0.719089,0.8681795,0.78971386,1.299378,1.3012445,0.921629,1.2385347,1.315063,1.1283748,1.1677454,1.022903,0.43691522,0.73782754,0.75889325,1.3285939,1.098948,1.0837313,0.8394003,1.1655945,1.3107638,0.9392568,0.92520326,1.0216289,0.9845314,1.2779229,0.9454466,0.89687425
scissors,0.7232633,1.2197886,1.1790175,0.83879703,1.2371294,1.0802188,1.0849562,0.8400975,0.8292471,0.80366135,1.2999706,0.8038913,0.87454927,0.91449136,0.8300077,0.7573332,0.7794392,1.3050883,1.0643432,0.8419633,1.3325373,1.0161265,1.0491546,0.97689164,1.2166809,0.9387141,0.9288845,1.0023224,0.82087815,1.2059927,0.97796035,0.93800837,0.86645925,0.9762052,0.95817745,0.8036946,1.1123463,0.8114736,1.3065357,1.2253604,0.8926436,0.9033565,1.1107136,0.95918983,1.0459086,1.2308321,1.1089902,0.97085327,1.094802,1.2419393,1.026413,1.2538846,1.2354962,1.1239126,0.9380409,0.7933873,0.8565737,1.1847287,0.9318458,0.8267182,1.1386979,1.1075927,0.93974566,1.2669578,0.956106,0.40578222,0.9914414,1.0576569,0.898716,0.60334045,0.8716271,1.1779075,1.1462872,0.8725275,1.1346394,0.73657036,1.0192876,1.1721609,1.0128608,1.3811657,1.2335854,1.1358504,1.306931,1.0521958,0.8544527,0.9862547,0.924075,0.9950043,0.8711379,0.96189225,1.0211641,1.2048078,0.90160346,1.1141294,1.3565274,1.021227,1.2140999,1.042949,1.0129659,0.70824003,1.0601686,0.977178,0.86670494,0.960206,0.0,1.0680528,0.7740129,0.9902484,0.7295282,0.9086112,0.800176,0.46593457,1.191191,1.0538265,0.91592354,1.1894033,0.7594514,0.8374579,1.275052,0.84245235,1.0621501,0.76807,0.69398934,1.0258467,1.4065471,1.2798886,0.48229444,1.2354228,0.80053186,0.74127233,0.8831608,1.0372621,0.82311726,1.3590173,1.043407,0.9333221
shirt,0.8964368,0.99669755,1.2805259,0.5231751,1.3433642,1.3274287,1.3273239,1.2850871,0.77551913,0.5967065,1.0280509,0.6691234,0.57510924,1.3280838,0.614313,1.1769239,1.1443154,1.346129,1.3583252,1.1077279,1.2540207,1.2133107,1.3114053,1.2690516,1.2476273,1.196204,1.0497938,0.71106863,0.9399317,1.3842021,0.85822445,0.8682983,0.99942976,1.2332222,0.69286513,0.98834693,1.4146405,0.880985,1.3953757,1.2274246,1.013235,1.0210775,1.0150961,1.0752956,0.20690799,0.90153646,1.1428148,0.90050924,0.60028315,0.921546,0.9203166,1.1566899,1.301642,0.9628639,1.3522775,1.2994428,0.7933405,1.1892381,1.0680814,1.3141116,0.5994431,1.1802261,0.7255633,1.2088462,1.145372,0.9629356,0.37106133,1.2806945,0.36113876,0.9185593,0.9389529,1.3740417,1.2526636,0.86043346,1.0833277,0.7321564,0.9284502,0.93500066,1.0867698,1.1835043,1.20052,0.7861684,0.9676395,1.0958652,0.78261006,0.9934176,0.25946754,0.31408894,0.9080158,1.4135756,1.3437701,1.1404314,1.1035962,1.0844542,1.1820446,1.1850675,1.384109,1.2240691,1.0672544,0.7625936,1.3432446,0.76858467,1.1821635,0.48779666,1.0680528,0.0,0.91908765,0.34033763,1.262404,0.68647295,0.9593249,0.78309494,1.3460879,1.2984478,0.8606311,1.2615385,1.3857722,1.1609812,1.1578612,1.1283398,0.079606056,0.7503963,0.7501944,1.3675289,0.99843204,1.0281024,0.89298904,1.2238791,1.3872607,0.9739354,0.979629,1.0366964,1.1698359,1.2790153,0.89374715,0.92812157
shoe,0.8295511,0.94312817,1.2566259,0.7726362,1.2581036,1.2119977,1.1399928,0.93780786,0.88211834,0.8356557,1.0375953,0.8592584,0.51207495,1.2154189,0.5617819,0.9475193,0.86363494,1.294459,1.0316963,0.84289885,1.2876813,1.3395541,1.0686669,1.1977314,1.2868017,1.1195958,0.8901843,1.0343784,1.0911179,1.360848,1.0490288,1.0088218,0.93826,0.8854723,0.9268782,0.9583599,1.1698573,0.9875292,1.259493,1.2163837,1.0046688,0.95558643,1.3038497,1.100141,0.8243369,1.0394269,0.9995274,1.0533129,0.98682,0.9879324,0.92938864,1.1446222,1.3144965,0.806833,1.1332444,0.9674684,0.90548736,1.1604234,0.7655913,0.757279,1.0126449,1.0901439,0.83155596,1.0906494,1.0780743,0.8409742,0.7338502,1.1264086,0.6130699,0.8640944,1.1657174,1.4550629,1.0629458,0.7462833,1.1791513,0.4159968,1.0686618,0.95037055,1.0548582,1.1827337,1.1297404,0.99095684,1.0707847,0.97330236,0.9592682,0.9301729,0.58813345,0.6920379,0.8987067,1.1879954,1.220084,1.2232091,0.92890906,1.0735319,1.2779804,1.2420087,1.2431984,1.165107,0.8297967,0.40784562,1.097775,1.1535888,1.0453106,0.88192654,0.7740129,0.91908765,0.0,0.65086114,1.0484985,0.98802114,1.048411,0.752524,0.9003292,1.2025481,0.3341704,1.2736793,1.1567434,1.2765014,1.1892252,0.95563555,0.92771965,0.9974534,0.8218031,0.9610783,1.0527596,1.0336884,0.6568676,1.1445283,0.9048462,0.75544226,0.9742433,0.95385736,1.197851,1.1412238,1.221961,0.7524441
shorts,0.8064172,0.9164464,1.346044,0.41533333,1.3933883,1.399287,1.3097484,1.2759727,0.7368146,0.61585206,0.8680297,0.54946566,0.50425124,1.4001796,0.47676647,1.1258149,1.1534829,1.4832735,1.3091128,1.0475405,1.3573463,1.3565255,1.3275294,1.4138021,1.2749257,1.1979625,0.8250541,0.8100859,0.9143892,1.520997,0.9088111,0.8800237,0.985448,1.1489905,0.5889203,1.0423108,1.4449546,0.936817,1.5024126,1.2027409,0.9634675,1.051804,1.1052684,0.98238647,0.34236598,0.96500593,1.0301987,0.9880907,0.7904704,0.78634375,0.8520349,1.1504265,1.4733273,0.80392826,1.3707017,1.2742362,0.85936916,1.2891395,0.86152786,1.2160436,0.78346443,1.2711349,0.5540168,1.2688804,1.1120167,0.9331714,0.41258878,1.3014996,0.08861685,0.7977062,1.0313942,1.5699475,1.1375555,0.71762335,1.1657423,0.48099887,0.96046144,0.97919315,1.0838931,1.2580568,1.1331701,0.886788,1.0364034,0.9876425,0.7043703,1.0859568,0.14790243,0.100168586,0.9410086,1.4420205,1.3713143,1.2087165,1.0344312,1.0332011,1.1316686,1.3177893,1.3748635,1.1997736,1.0180523,0.5421526,1.3161299,0.82609296,1.2176548,0.49483836,0.9902484,0.34033763,0.65086114,0.0,1.2060363,0.7207273,0.888342,0.7889905,1.2565614,1.3772827,0.56528693,1.238931,1.3783407,1.2830168,1.2319933,1.145793,0.375835,0.77769864,0.7802645,1.3555007,0.9389714,1.0960041,0.7468854,1.1916423,1.3881913,0.9488302,0.97353613,0.88761485,1.2712054,1.2804444,1.0821781,0.8507371
shovel,0.9763887,1.1236569,1.0357463,1.0053489,0.9516188,0.9962263,1.1002904,0.81677085,1.0718381,1.1826115,1.1931514,1.1868607,1.0894456,0.8774628,1.190243,0.8614244,0.8797926,1.0442708,0.9393541,0.8967063,1.054208,0.9998437,0.9008273,0.85605395,1.0705904,1.0536087,1.007089,1.3770826,0.96587086,0.95267665,1.0455464,0.8338011,1.0152435,0.78465617,1.1839156,0.8416094,1.0297526,0.9881768,0.99167645,1.061205,1.017732,0.911609,0.9788194,1.0274701,1.3180246,0.9263226,0.8208898,1.2432786,1.1196507,0.9012249,1.1505911,1.1703256,0.9646573,0.9716537,0.8641806,0.904343,0.8873286,1.2015709,0.7865007,0.71766764,1.1484388,1.0944066,0.85630476,1.2275068,0.9740057,0.8649477,1.1854414,0.7291852,1.2409204,0.9040102,1.0016106,0.80199784,0.8537984,0.9926276,0.9810139,0.8558438,1.1217762,1.0079789,0.91069436,1.2013752,0.9925853,1.0576901,1.1062745,0.94615704,1.0665361,1.1214812,1.2168355,1.239866,0.8721634,0.93637234,0.9454615,1.0217146,0.8482154,1.0486695,1.1616902,0.9231797,0.9796069,1.026819,1.0407807,1.0469174,0.9055764,1.10038,0.9288763,1.1359723,0.7295282,1.262404,1.0484985,1.2060363,0.0,1.0648714,0.88268554,0.93031025,1.0389171,0.85043275,0.8917724,0.96119106,0.59183836,1.0490608,1.1085855,0.8528415,1.2845614,1.1241865,0.94730985,0.7995514,1.0735137,1.0533031,0.7430214,0.99801314,0.72004926,0.850989,1.1350409,1.038742,0.8699534,1.1941155,1.1325557,1.0363824
shower,0.865173,1.2988083,1.3130795,0.6824029,1.3503926,1.3605359,1.2823828,1.0446703,0.6593426,0.36723077,1.1378759,0.47118056,0.8228702,1.2415799,0.65533745,1.1243963,1.065711,1.3162673,1.240457,0.89924824,1.2791022,1.0702374,1.1346873,1.2436054,1.0730481,0.9522934,1.071383,0.82889116,0.5697927,1.3103468,0.45023704,0.63559985,0.93890035,1.2326996,0.51880735,1.0571643,1.4425516,0.4049083,1.349611,1.2983625,0.96363765,1.078754,0.65780306,0.79555225,0.6808485,1.2205386,1.1665659,0.9626356,0.7545397,1.2167395,0.88225895,1.2358898,1.2187132,1.2828244,1.3554816,1.2388928,0.70269835,1.3171415,1.1503017,1.2614175,0.8220689,1.1654037,0.92864513,1.3762882,1.1152544,1.016116,0.65993696,1.0677902,0.66739553,0.8250083,0.4592989,1.2301432,1.2101454,0.9422516,1.041369,0.80432343,0.80863285,1.1309284,1.0532678,1.2944945,1.2324522,1.3102825,1.2070465,1.1950022,0.5612325,0.90180755,0.64005387,0.73510164,0.8205823,1.4355018,1.3504128,1.1851732,1.0448192,1.1195203,1.2523855,0.96532357,1.3308985,1.2430409,1.0817133,0.81081504,1.24619,0.4846232,1.1769124,0.719089,0.9086112,0.68647295,0.98802114,0.7207273,1.0648714,0.0,0.8354436,0.553544,1.38089,1.3074937,1.0332917,1.170299,1.2567012,1.1034329,1.2452323,0.8650163,0.7069193,0.5648911,0.5233854,1.3271133,1.2884905,1.2158953,0.8499323,1.2144494,1.2424734,0.804868,0.9153808,0.96889955,0.88800156,1.384923,0.6235476,0.8751738
sink,0.84675634,1.2742033,1.2697675,0.8105249,1.3157443,1.2852799,1.2511799,0.62807184,0.22248429,0.6738528,1.1572492,0.4644885,0.8777056,1.2277583,0.6987854,0.632331,0.9313055,1.324419,0.7307989,0.6603956,1.2938917,1.2110629,0.63625693,1.2912697,0.8499372,0.87154484,1.0277163,0.9580935,0.4940244,1.1677669,0.6148814,0.6314304,0.8326095,1.0085497,0.65630215,1.0427397,1.3949931,0.6349561,1.1613245,1.3618246,1.020146,1.1285999,0.77504164,0.6685383,1.0205429,1.2564819,1.0742489,1.0083241,1.0647601,1.2798257,0.9722006,1.2063031,1.2767605,1.145418,0.9979477,1.1977754,0.75478184,1.3816831,0.9348814,1.1413563,1.1112142,1.3319674,0.9528779,1.4138577,1.1349505,0.9162898,0.88529813,0.89948565,0.8615567,0.6474398,0.7864281,1.1256502,1.0784408,0.8455931,0.74132127,0.83324146,0.8281402,1.1992097,1.0915234,1.4084542,1.0634748,1.3151914,1.3455698,1.1304667,0.48391116,1.1217916,0.92828226,0.93228585,0.75170994,1.2536391,1.276866,1.2681743,0.91575336,1.148872,0.9206149,1.1473389,0.7828725,1.2680961,1.052839,0.6936015,0.786752,0.5739554,1.2041925,0.8681795,0.800176,0.9593249,1.048411,0.888342,0.88268554,0.8354436,0.0,0.5894748,1.348768,0.9058705,1.0904299,0.92260814,0.9643837,1.1495918,1.2286632,0.88966745,0.9762872,0.88009244,0.57735085,1.0348326,1.4488039,1.2573202,0.7212307,1.0417656,1.0795286,0.6525954,0.9345491,0.9932618,0.94552815,1.4292307,0.80364513,1.0383025
slide,0.67251796,1.3544027,1.2882541,0.51712614,1.379729,1.3313627,1.3593644,0.7560477,0.42253155,0.2969787,1.403265,0.4714399,0.5744377,1.2852142,0.5027811,0.8891952,0.7320837,1.408289,1.0847578,0.6062572,1.3806828,1.1623082,0.9451888,1.3203372,1.2618418,1.0503402,1.1107576,0.98438036,0.5491463,1.401839,0.5382634,0.64924157,0.93462926,1.079634,0.5234779,0.8748353,1.4735198,0.3437884,1.3555001,1.5332887,0.9145259,0.9427712,0.97536,0.9481678,0.8093214,1.375558,1.104676,0.9900068,0.86859167,1.3398949,1.0155807,1.3980254,1.3764415,1.279701,1.3550286,1.0703791,0.5982109,1.4665494,0.97662187,0.9969884,0.95557696,1.2020817,0.8961464,1.5176221,1.1638533,0.78984255,0.79118776,1.0348029,0.72247696,0.71139205,0.6145868,1.3655183,1.21224,0.79293203,0.973411,0.6312366,0.8199074,1.1925199,1.0841572,1.4201663,1.4326711,1.4202486,1.3112353,1.1394916,0.5402137,0.9229282,0.64555013,0.8006534,0.6509098,1.3898423,1.3957841,1.464912,0.94249815,1.2538807,1.4656241,1.0702705,1.3431547,1.3427491,0.9701289,0.6095215,1.2139908,0.63383335,1.142063,0.78971386,0.46593457,0.78309494,0.752524,0.7889905,0.93031025,0.553544,0.5894748,0.0,1.4616659,1.1638321,0.97559077,1.2700818,1.1958677,1.170355,1.4098496,0.5654271,0.81594515,0.5526191,0.21394873,1.1656315,1.4893173,1.341404,0.4682629,1.4118183,0.8012622,0.403908,0.94093907,1.1059432,0.8610239,1.5535486,0.7855165,0.8371077
slipper,1.3534598,0.6144159,0.6996615,1.3900781,0.60276437,0.59829664,0.56605846,1.1033579,1.4221888,1.5218498,0.70099294,1.4571192,1.3431487,0.7430602,1.4483061,1.0935962,1.1751552,0.52514607,0.6694267,1.2834594,0.5752741,0.9270591,0.94969624,0.67265487,0.9101768,0.9842852,0.9935069,1.22561,1.369098,0.6001699,1.4454114,1.3346256,1.1621988,0.9178269,1.3994036,1.1554507,0.3934527,1.5243276,0.59280574,0.65787566,1.2330275,1.1363525,1.2865427,1.1722194,1.3115166,0.811506,0.88205206,1.1254461,1.1891121,0.7004397,1.1243756,0.55394673,0.7080367,0.8146103,0.64663106,0.9056744,1.4021478,0.460343,0.9555912,0.8659227,1.149092,0.7542086,1.1708575,0.36380398,1.0717474,1.1334478,1.3134621,1.0306364,1.2525575,1.1671786,1.314331,0.7479771,0.6973978,1.1590159,1.2021972,1.2206528,1.1108162,0.87729216,1.084105,0.43576545,0.7712891,0.6906511,0.7203513,0.80528796,1.4013278,1.1510129,1.3224756,1.2554817,1.3565685,0.48729545,0.50711775,0.6342081,1.0966164,1.0009053,0.6964752,1.1037786,0.608649,0.90749466,1.0212901,1.211709,0.766174,1.4988292,1.0239974,1.299378,1.191191,1.3460879,0.9003292,1.2565614,1.0389171,1.38089,1.348768,1.4616659,0.0,0.8185045,0.81026745,0.9202121,0.6811888,0.7940637,0.78871334,1.2531655,1.2847303,1.386404,1.5278099,0.6602491,0.4707601,0.6541116,1.2806454,0.7557958,0.90082663,1.3300627,1.2120608,0.89558685,1.1343217,0.32794988,1.3234496,1.1713767
soap,1.153019,0.9852008,0.79762375,1.2893924,0.6418823,0.6780022,0.794803,0.8319086,1.028629,1.297518,1.1326582,1.3201053,1.2969831,0.7258172,1.2798752,0.9234031,1.0490149,0.73650116,0.66153806,1.1636679,0.8184632,0.82138354,0.7889657,0.70032966,0.9244808,1.1345341,1.1408176,1.0619612,1.19778,0.53238165,1.2328153,1.2685331,0.9612015,0.85749745,1.3661313,0.97098994,0.7411889,1.2602158,0.6455331,0.9481933,1.0201454,1.0166785,1.1388196,1.2320833,1.3155721,1.0784479,0.7986524,0.9406811,1.2297616,1.0746543,1.2955431,0.9683612,0.7652357,0.944838,0.63107646,0.8542014,1.2018304,0.89535725,0.8555112,0.9731629,1.2532582,1.0044262,1.2323672,0.80951667,1.0151178,1.0593914,1.2955315,0.84344083,1.3909379,1.0369596,1.2010913,0.5400233,0.56926435,0.999513,0.89959615,1.2316085,1.2103844,1.0415095,0.99105704,0.88078165,0.84904975,1.0695629,1.0332677,0.9119448,1.2344363,1.0738317,1.4418156,1.3661878,1.1317263,0.65127486,0.71616584,0.8014605,0.9144075,1.0652133,0.8602973,0.8229831,0.6474246,0.9276067,0.89819413,1.2472785,0.6793072,1.2515771,0.93986773,1.3012445,1.0538265,1.2984478,1.2025481,1.3772827,0.85043275,1.3074937,0.9058705,1.1638321,0.8185045,0.0,1.160443,0.88868743,0.6242445,0.8591746,0.9918123,1.092869,1.2807716,1.1894641,1.2491479,0.5734953,1.0360229,0.99499583,1.2026998,0.80458426,0.8315216,1.0455973,0.94926465,1.1875145,1.0741588,0.86244166,1.0101849,1.223781
sock,0.98915267,0.7439596,1.2879202,0.65485287,1.2241096,1.1913884,1.1893624,1.1125398,1.0129175,1.0288488,0.93062997,0.9428158,0.71571773,1.1515388,0.8170139,0.97835225,1.0569974,1.3101356,1.083557,0.9872432,1.2710313,1.3177497,1.0923209,1.2145247,1.1483518,1.2309021,0.8499722,1.1179322,1.0602773,1.306566,1.131318,1.0139736,0.9477318,0.8466407,0.9844549,0.9880046,1.1955738,1.0874301,1.256842,1.0901705,1.0608848,0.9809235,1.1630229,1.0200863,0.89281553,0.8328695,0.9600197,1.1429999,1.0291773,0.6925597,0.98526603,1.1568516,1.2812786,0.51748765,1.0906365,1.1099391,1.0779138,1.2074399,0.52472496,0.9182201,1.0073748,1.2014707,0.6037445,1.0887535,1.0748928,0.84070754,0.7434255,1.1311584,0.5969367,0.9584674,1.1710018,1.3778965,0.83689016,0.7408548,1.0495291,0.32855928,1.1559861,0.9179652,1.0271947,1.2023523,0.8958312,0.83261424,0.98219895,0.9596276,1.009101,1.0961004,0.59084296,0.6494497,1.0072978,1.2072797,1.2002761,1.0334808,0.9491415,1.0333183,1.1414495,1.2329079,1.267645,1.0982713,0.83461964,0.6720483,1.1050711,1.1358714,1.1086496,0.921629,0.91592354,0.8606311,0.3341704,0.56528693,0.8917724,1.0332917,1.0904299,0.97559077,0.81026745,1.160443,0.0,1.1608377,1.0269276,1.2532766,1.10932,1.0826784,0.9050812,1.0224245,1.0091054,0.98316485,0.82066786,1.0318716,0.778436,0.94033253,1.0673333,0.9810487,1.1072137,0.9594265,1.2044315,1.16797,1.2924303,0.8708369
soup,1.0430051,1.0686417,0.63401484,1.1518556,0.5539375,0.8334789,0.5854823,1.0048075,1.0341926,1.2619197,0.8962413,1.2191235,1.1786844,0.98183733,1.258137,0.9209034,1.0564564,0.82821697,0.65793866,1.0839485,0.687118,1.0314921,0.7635867,0.9573233,0.9013678,1.0590276,0.8282174,1.1270764,1.1947268,0.85740536,1.0798546,1.0668459,1.0515177,0.86060476,1.2088355,1.0923009,0.82178026,1.1898196,0.73488104,0.91062105,1.1482096,1.0705918,1.0126752,1.0814775,1.2844576,0.99895835,0.6263504,1.0323452,1.1457385,0.9895971,0.98502535,0.7987263,0.7481624,0.98407876,0.94354296,0.9008987,0.9817709,0.91810954,1.0834529,0.893485,1.1596282,0.9908026,1.0915624,1.0106013,1.0217543,1.176321,1.318881,0.7926729,1.2682846,1.1409234,1.1585602,0.79452944,0.90469444,0.81870854,0.9806666,1.1798248,0.98541206,0.9475328,0.8705364,0.8789896,0.8715376,1.0627023,0.99292016,0.780512,1.1772019,1.1233871,1.2749159,1.268576,1.0452199,0.92976826,0.8921877,0.94379234,0.7395351,1.0811204,0.8726245,0.89858973,0.5001198,0.9777533,1.0398402,1.2476907,0.9843646,1.1065686,1.009021,1.2385347,1.1894033,1.2615385,1.2736793,1.238931,0.96119106,1.170299,0.92260814,1.2700818,0.9202121,0.88868743,1.1608377,0.0,0.8794239,1.0173476,0.79266953,1.1371123,1.3103825,1.1866698,1.1939697,0.920793,0.93251985,0.90628135,1.1693944,0.90643525,0.9836539,1.0663538,0.953112,1.0526615,1.1346058,0.9330369,1.0409719,1.1434345
spoon,1.1194013,0.93201864,0.88975674,1.2969563,0.6689554,0.54206717,0.8256861,0.8647684,1.1847332,1.4571873,1.007913,1.3446,1.3929954,0.7129455,1.4196602,0.8908174,1.0323831,0.7136254,0.6656532,1.0799687,0.94016397,0.80795085,0.6902225,0.689178,0.76634717,0.966129,1.0192112,1.2419192,1.1022049,0.5895312,1.2836456,1.0916193,1.0320845,0.89335227,1.392721,1.013217,0.65086275,1.2843226,0.6940536,0.8720014,1.1441993,1.0932916,1.0948071,1.1342068,1.35092,1.024059,0.851318,1.1085507,1.3199353,1.0587786,1.1633034,0.91391754,0.75418174,0.9640364,0.56586075,0.9169198,1.1041217,0.9080736,0.9591086,0.8677267,1.3205242,0.98064935,1.1791316,0.82877094,1.0609277,0.8588558,1.286042,0.73948574,1.3580341,0.875945,1.149725,0.58240736,0.7268319,1.1550857,0.8720183,1.1543378,1.1867644,1.153605,0.9444361,0.9432045,0.7857839,1.0076277,1.1504768,0.9486347,1.2153045,1.2208083,1.4476423,1.3760219,1.1507599,0.53865576,0.61863923,0.7033025,0.9778008,1.0804373,0.8900051,0.88249505,0.6943239,0.9528325,1.0268548,1.1463096,0.6925516,1.2012583,0.98790324,1.315063,0.7594514,1.3857722,1.1567434,1.3783407,0.59183836,1.2567012,0.9643837,1.1958677,0.6811888,0.6242445,1.0269276,0.8794239,0.0,0.67582726,0.89908916,1.0451927,1.3729582,1.1302181,1.2591636,0.6341907,1.0408072,1.0748491,1.016134,0.7460779,0.75465775,1.0631737,0.9669075,1.0120181,0.8403195,0.82976675,1.2046548,1.1821051
sprinkler,1.3201838,0.9320573,0.8777102,1.353911,0.9249768,0.7417281,0.78101444,1.1028712,1.2343478,1.2676111,0.8235898,1.1219794,1.5152968,0.72141105,1.3263686,1.0452935,1.254115,0.6968341,1.0069888,1.2957804,0.808721,0.59341276,1.0200502,0.7393201,0.7070168,0.9315346,1.1385659,0.8376404,0.9681335,0.48821622,1.207051,1.250617,0.88214713,1.106528,1.2500329,0.9104597,0.5452984,1.1952951,0.7307825,0.7533755,1.1479249,1.1339357,0.9482754,1.0418136,1.1182659,1.0498317,1.187478,0.7725564,1.2115115,1.1107711,1.1451496,0.71049166,0.78002596,1.0257661,0.5805127,1.055234,1.3094449,0.5489585,1.259891,1.1861215,1.1892912,0.8913809,1.3800898,0.73624516,1.0584297,0.7120319,1.0811689,1.0265596,1.2274495,0.8996631,0.9036933,0.5284219,0.9443989,1.358541,0.8912418,1.430052,1.0441055,1.0583658,1.2157761,0.8040844,0.6825253,0.8220797,1.0013795,1.1107352,1.1980153,1.0481913,1.3040628,1.2090899,1.3291489,0.4603964,0.4866668,0.6426277,1.1248254,1.0471947,0.7240256,0.822384,0.80139583,0.89588946,1.1519889,1.2805285,0.9620669,1.0228773,1.044369,1.1283748,0.8374579,1.1609812,1.2765014,1.2830168,1.0490608,1.1034329,1.1495918,1.170355,0.7940637,0.8591746,1.2532766,1.0173476,0.67582726,0.0,0.8127487,1.1459881,1.1073283,1.0830191,1.3255558,0.97128713,0.9757568,0.8817147,1.2156409,0.6483134,1.1344666,1.3783566,0.87336,0.9855816,0.718298,0.6932796,0.9540926,1.2753029
strawberry,1.2649231,0.7631767,0.7517144,1.3570423,0.7204274,0.7346529,0.7778132,1.2180674,1.3407233,1.4048692,0.54067826,1.2882888,1.2969763,0.96893555,1.3729103,1.0505784,1.2718639,0.85287035,1.0215716,1.2416244,0.8431542,0.9266756,1.0321046,0.9147781,0.8369969,0.9947192,0.73038936,0.9530225,1.2253858,0.7971909,1.2564178,1.118799,1.058544,0.81216776,1.2785516,1.107469,0.73212934,1.289424,0.8274021,0.5226888,1.1928532,1.0887917,0.9815202,1.0071113,1.1922356,0.72518855,0.74828184,1.0824015,1.1220852,0.797673,0.9528172,0.6027942,0.8678801,0.9356373,0.83205354,1.0249503,1.1302118,0.7393984,1.1639001,0.9904272,1.0705051,0.894954,1.1233245,0.76950777,0.9490016,1.0927448,1.1876719,0.91159177,1.228336,1.2497838,1.1915214,0.8415985,0.96346563,1.1176254,0.97801036,1.2707711,1.0066161,0.91375345,0.9683223,0.7398136,0.77839416,0.7536204,0.8255889,0.7235048,1.3295094,1.134131,1.2630664,1.1717492,1.3190322,0.8871923,0.84298325,0.7232002,0.9364685,0.8645184,0.7272274,1.0428826,0.7801954,0.7811818,1.0346177,1.3146784,1.0232468,1.22367,0.956259,1.1677454,1.275052,1.1578612,1.1892252,1.2319933,1.1085855,1.2452323,1.2286632,1.4098496,0.78871334,0.9918123,1.10932,0.79266953,0.89908916,0.8127487,0.0,1.1558118,1.1251127,1.2700548,1.403131,1.0163716,0.67713296,0.71654683,1.2834423,0.81085825,1.0856239,1.2398773,1.1226057,0.96922386,0.9576567,0.69991034,1.0999063,1.1532927
