,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
belt,1.2134799,0.68255424,0.9906329,1.1551523,1.0417513,1.0569545,0.80811656,1.3231564,1.2439286,1.2628169,0.0,1.0445676,1.1525694,1.0339057,1.182001,1.1997927,1.3104382,0.95149446,1.1150103,1.2955298,0.89659286,1.1622026,1.1978598,1.0471696,0.90384936,1.0170523,0.7242643,0.8385494,1.1957946,0.94396585,1.2665608,1.1519231,0.90899396,1.1363263,1.0784371,1.0602856,0.69625866,1.3538179,0.94287676,0.7103329,1.2079203,1.2520504,1.1094078,0.90186286,1.0211836,0.7034645,1.0074041,0.9931718,1.0822015,0.5931692,0.8757614,0.4672205,1.0532038,0.9205939,0.70948064,1.1679525,1.2389967,0.5614598,1.1556852,1.0877815,1.0261306,1.0193387,0.96326554,0.7929649,1.0524113,1.1395633,0.97860444,1.1831626,0.86946565,0.927914,1.1913372,0.98264277,0.9115182,1.1426591,1.040345,1.1858672,1.0132893,0.8105729,1.2336757,0.7444458,0.76426256,0.57945573,0.73367083,0.88228244,1.1100165,1.247229,1.0200455,0.769119,1.2078754,0.80983543,0.7490145,0.83157706,0.9540738,0.9650245,0.61699593,1.2188786,0.79484564,0.93862164,1.098558,1.1118836,1.0656165,1.1852672,1.1329212,0.96879524,1.2999706,1.0280509,1.0375953,0.8680297,1.1931514,1.1378759,1.1572492,1.403265,0.70099294,1.1326582,0.93062997,0.8962413,1.007913,0.8235898,0.54067826,1.2957687,0.9631808,1.1913083,1.3407755,1.1887751,0.49831295,0.5649202,1.1456642,0.7784169,1.3855274,1.2916108,1.014957,0.7712631,1.1181958,0.6543191,1.1467927,1.0612423
bench,0.8561625,1.2300711,1.4459882,0.5571548,1.5633992,1.5158705,1.4001102,0.87752783,0.36324215,0.3123706,1.0445676,0.0,0.7900618,1.3862114,0.4299701,0.87505436,0.9948077,1.4986334,1.2059523,0.68730855,1.4150944,1.1527923,1.0812557,1.4456327,0.9388946,0.8252196,0.98982066,0.70389605,0.35406154,1.4586196,0.36350548,0.54780173,0.6968496,1.2581828,0.30195677,0.9580601,1.4635553,0.40286255,1.431547,1.4106014,1.0489187,1.1823748,0.6150255,0.45111394,0.67625296,1.2939644,1.3363154,0.85585344,0.8968853,1.2248857,0.82062477,1.2747874,1.4320159,1.1651857,1.2093711,1.4174271,0.8168193,1.4128766,1.1051372,1.2774277,0.93946517,1.3663971,0.86945885,1.5006194,1.172706,0.9131164,0.6261349,1.1809707,0.48572552,0.49948305,0.44842267,1.3749402,1.2311031,0.926648,0.8738501,0.746939,0.76602274,1.2003491,1.1554122,1.451278,1.1742737,1.2768878,1.3284674,1.2675862,0.32759738,1.0200821,0.54708576,0.566187,0.7689998,1.3702664,1.320787,1.3691386,0.9810977,1.1905723,1.0151722,1.1577034,1.2678211,1.3365263,1.0792054,0.6031338,1.1467675,0.3524987,1.3122745,0.5731524,0.8038913,0.6691234,0.8592584,0.54946566,1.1868607,0.47118056,0.4644885,0.4714399,1.4571192,1.3201053,0.9428158,1.2191235,1.3446,1.1219794,1.2882888,0.9470921,0.6750461,0.6384062,0.43306708,1.3665004,1.4068311,1.2367187,0.62074757,1.161152,1.3752574,0.7763132,0.8469665,0.9328269,0.9000793,1.4729335,0.62026054,0.940195
bib,0.49739647,1.1298933,1.329653,0.50158167,1.35217,1.4221756,1.3007644,1.0664022,0.6849474,0.5840124,1.1525694,0.7900618,0.0,1.3135245,0.38563275,0.9816668,0.6909487,1.5078651,1.2511315,0.76427996,1.3849964,1.5070884,1.1589766,1.3367102,1.4716699,1.2244556,0.8157269,1.0034804,1.0613153,1.5525587,0.9282288,0.9482595,1.0008968,1.0061327,0.7486967,0.93674874,1.5009708,0.7879243,1.5125773,1.3410002,0.8299022,0.8317919,1.2335436,1.125206,0.5863395,0.96979165,0.9655162,1.0291969,0.7766748,0.96694124,0.81769353,1.2878008,1.4673549,1.1108835,1.4135871,0.88858694,0.6647738,1.3803139,0.9046829,0.8266492,0.8155897,1.1529474,0.56991065,1.398588,1.0013905,0.9047265,0.6150822,1.2010126,0.51420814,0.9079179,1.123825,1.6157197,1.2258581,0.5191318,1.1996316,0.43283403,0.9982077,0.8989161,0.9095198,1.3468847,1.311545,0.96564007,1.0020084,0.92340577,0.8194883,0.9450348,0.38302326,0.56807405,0.5863009,1.506554,1.5100135,1.420862,0.9270498,1.0798988,1.45172,1.2493129,1.3827899,1.1873157,0.84878886,0.43693858,1.3594419,0.99717927,0.9837388,0.7334691,0.87454927,0.57510924,0.51207495,0.50425124,1.0894456,0.8228702,0.8777056,0.5744377,1.3431487,1.2969831,0.71571773,1.1786844,1.3929954,1.5152968,1.2969763,0.8081512,0.6561476,0.7802365,0.6165346,1.2818471,1.1221961,1.1708695,0.53770876,1.3501835,0.96657014,0.5546094,0.9193015,0.9231308,1.349117,1.4148102,1.0580301,0.64727795
bird,0.8787809,0.9612475,0.807843,1.3118448,0.79649633,0.7756541,0.8202081,1.0490779,1.3460903,1.3581091,1.0339057,1.3862114,1.3135245,0.0,1.3392266,1.0878382,1.0142032,0.7724108,0.9973942,1.2214473,0.7180885,0.73494,1.082775,0.31231415,1.0084803,1.0524715,1.0963924,1.0321729,1.1988436,0.67923754,1.317985,1.2189685,1.0087584,0.97619474,1.337102,1.0100342,0.68503875,1.2756529,0.81062806,0.6970837,0.66892314,0.9313363,1.1302768,1.1098073,1.2917334,1.0464866,1.0635926,0.9579159,1.2108022,1.1175021,1.1393572,0.8682348,0.70026356,0.96893674,0.65655875,0.5721456,1.3471639,0.73699886,0.8487046,1.0512879,1.1860648,0.7296175,1.2730274,0.70578206,0.680267,1.0414264,1.350941,1.0916702,1.4103339,1.1822268,1.0969846,0.6184333,0.83344126,1.2219249,1.0631824,1.2089634,1.2003148,1.079427,0.92169565,0.85762054,0.8074201,0.9389489,0.99284637,1.0216457,1.310616,0.9305701,1.3888612,1.3971658,1.0852306,0.5952985,0.67378557,0.6215637,1.1120133,0.7574434,0.86493605,0.76082504,0.9062058,0.6078403,0.9648128,1.3290404,0.8629308,1.2784111,0.51183295,1.3235071,0.91449136,1.3280838,1.2154189,1.4001796,0.8774628,1.2415799,1.2277583,1.2852142,0.7430602,0.7258172,1.1515388,0.98183733,0.7129455,0.72141105,0.96893555,1.13528,1.3363043,1.1907963,1.3532444,0.881738,1.0063492,0.9836328,1.2292202,0.80274004,0.94963026,1.3116496,0.92948294,1.0447698,1.0013285,0.750803,1.085948,1.0006365
blanket,0.5450154,1.3114963,1.3854167,0.5639858,1.452001,1.4480251,1.3678048,0.92836857,0.5127938,0.24970317,1.182001,0.4299701,0.38563275,1.3392266,0.0,1.0031242,0.7743589,1.4935288,1.2693515,0.770005,1.4064993,1.2822139,1.1761448,1.391796,1.2813221,1.1088295,1.0987502,0.6798961,0.7514516,1.5091586,0.6524983,0.8573948,0.91681886,1.1661414,0.3987835,0.96399707,1.5201092,0.6360305,1.5185336,1.4410949,0.8037869,0.9208792,1.0072057,0.9769564,0.5944058,1.216621,1.2336463,0.8051476,0.88144624,1.2689972,0.91356754,1.2604407,1.3898687,1.0772092,1.3244357,1.1193043,0.7681536,1.4390962,0.8664404,1.1828501,0.94073147,1.2418958,0.85678947,1.4836092,1.0844086,0.93666494,0.46395975,1.2551485,0.37936634,0.77763236,0.88872635,1.4810367,1.1647149,0.69993895,1.0925028,0.547563,0.86862046,1.196877,1.0298855,1.4105735,1.1505787,1.2390912,1.299686,1.1918662,0.68960017,0.72696733,0.36336362,0.525211,0.62029135,1.4354485,1.4304965,1.3744526,0.9837342,1.1243583,1.0451471,1.1331756,1.3611858,1.2661496,0.7261885,0.4319892,1.2092896,0.7322329,1.126291,0.58472073,0.8300077,0.614313,0.5617819,0.47676647,1.190243,0.65533745,0.6987854,0.5027811,1.4483061,1.2798752,0.8170139,1.258137,1.4196602,1.3263686,1.3729103,0.8959606,0.6746175,0.60016984,0.49792075,1.3584881,1.4118642,1.3065178,0.7150551,1.1352605,1.1555004,0.66942984,0.76876473,1.0188526,1.1084824,1.4771693,0.82304513,0.748302
boat,1.0139099,1.0855732,1.0332317,1.0146388,0.9988926,0.9622983,1.0293419,0.6990485,0.84838295,1.0909225,1.1997927,0.87505436,0.9816668,1.0878382,1.0031242,0.0,0.847531,1.0850177,0.9143756,0.7748928,1.1239963,1.0042605,0.7319514,1.1365935,0.7998874,0.7061448,0.9673492,1.1178764,0.77565277,1.0262513,0.91768587,0.9366033,0.9315376,0.95301133,1.0830615,0.9967851,1.0942338,0.89644456,1.0858938,1.1007125,1.109875,1.0418665,0.85727715,0.8112695,1.1936095,1.0959275,0.8821317,1.108459,1.1995156,1.089251,0.97644943,1.1383443,1.0943873,0.99090725,0.95203024,1.0000614,0.89353144,1.2579722,0.92944634,0.8079555,1.1946247,1.1550939,0.9970525,1.1798803,1.0128673,0.8093011,1.0537138,0.75861615,1.1386244,0.8415699,0.95015734,1.0487814,1.0031071,0.8490486,0.9014989,0.96640474,0.9429078,1.1296175,1.0015846,1.2425518,0.94201195,1.1629462,1.2481256,1.0869052,0.91942304,1.0944455,1.1462054,1.1528409,0.9891726,1.0399976,1.1384509,0.9884856,0.91749424,1.086154,0.97960615,1.00384,0.8923659,1.0493555,0.9939129,0.80745614,0.69394076,0.87602353,1.0894016,1.1173035,0.7573332,1.1769239,0.9475193,1.1258149,0.8614244,1.1243963,0.632331,0.8891952,1.0935962,0.9234031,0.97835225,0.9209034,0.8908174,1.0452935,1.0505784,0.8081959,1.1846048,1.142052,0.98366606,0.9428855,1.242542,1.2182355,0.76512194,0.95682347,0.7949033,0.87349695,1.0417271,0.92632514,0.88806593,1.191555,0.8799532,0.96882814
book,0.5962491,1.2671014,1.0270219,0.89195234,1.0717497,1.0591979,1.1407132,0.603734,0.9138086,0.7283953,1.3104382,0.9948077,0.6909487,1.0142032,0.7743589,0.847531,0.0,1.0580448,0.9863897,0.39774907,1.1143279,1.0436618,0.8994093,1.0004607,1.1510324,0.8627351,1.1558568,1.2494118,0.94776773,1.1362116,0.85510993,0.9788232,1.1495702,0.9972147,0.9090273,0.9538402,1.0648632,0.74472475,1.0965779,1.2731731,0.81472266,0.59200394,1.0788999,0.9774903,1.1137474,1.2399898,1.0625198,1.1320624,1.029355,1.2407764,1.103541,1.2583381,0.96716803,1.1581621,1.1250956,0.65906,0.96028924,1.2088603,1.0058018,0.6108089,1.0908586,0.9712652,0.9724493,1.1874979,0.9050655,1.0040416,1.0942959,0.92899346,1.1430506,1.0558224,0.94654673,1.1239784,1.1495142,0.9648742,1.0676465,1.0036538,0.9579288,1.1228788,0.93310094,1.1909783,1.1892513,1.2859873,1.2340959,1.2234434,0.99003357,0.8713609,1.059162,1.1563488,0.2752384,1.0375041,1.067044,1.2278494,0.8698605,1.0471069,1.2411745,0.94223285,1.0775101,1.0226175,0.94883597,0.80464005,0.97434235,1.0501498,0.74258494,1.1287211,0.7794392,1.1443154,0.86363494,1.1534829,0.8797926,1.065711,0.9313055,0.7320837,1.1751552,1.0490149,1.0569974,1.0564564,1.0323831,1.254115,1.2718639,0.5442808,1.18364,0.9713067,0.5736826,0.95696586,1.3436719,1.2316083,0.808715,1.1818931,0.5048551,0.5129274,1.0565184,0.9857754,0.9754164,1.2429919,1.0018572,0.84185517
bottle,1.4274157,0.885941,0.34839368,1.45139,0.45444447,0.3562914,0.54116786,0.91430914,1.4305215,1.4551871,0.95149446,1.4986334,1.5078651,0.7724108,1.4935288,1.0850177,1.0580448,0.0,0.64630526,1.2021099,0.2968294,0.60759974,0.6939971,0.6715902,0.6308363,0.8823445,1.2151804,1.1458644,1.2217352,0.33692622,1.2433519,1.2346525,1.1839738,1.0673867,1.412939,1.1077256,0.31213617,1.3345695,0.18564785,0.7685703,1.1958607,1.1420274,1.0526091,1.2212158,1.3205255,1.0424951,1.0508413,1.0418967,1.2011465,1.0748711,1.1589398,0.6619737,0.31911302,0.97288215,0.7357766,1.0291287,1.2552705,0.48924184,1.1332425,0.97689927,1.1833227,0.71799225,1.4167526,0.42420346,1.0936942,1.2135586,1.3676088,0.8183839,1.5046893,1.2652149,1.1551437,0.37692463,0.8771265,1.3790538,0.9220089,1.5242317,0.9983484,1.0803776,1.1101167,0.25343376,0.7396376,0.97044396,0.9242412,1.0298167,1.3912868,1.0328803,1.4776539,1.4645818,1.2819407,0.40831518,0.49149573,0.6559459,1.1735916,1.0710324,0.6202518,0.8366058,0.53190005,0.9172562,1.1207848,1.4330559,0.6950032,1.2309988,1.0433295,1.3476464,1.3050883,1.346129,1.294459,1.4832735,1.0442708,1.3162673,1.324419,1.408289,0.52514607,0.73650116,1.3101356,0.82821697,0.7136254,0.6968341,0.85287035,1.0423303,1.3165392,1.3109245,1.3921967,0.6825284,0.78868854,0.78832096,1.4488299,0.6241125,0.7581986,1.2958865,1.1781665,1.1351379,0.8091297,0.2762171,1.0597855,1.2661014
bowl,1.2167083,1.000925,0.76205575,1.2735851,0.64623106,0.6735636,0.804421,0.60537475,0.7389554,1.2436593,1.1150103,1.2059523,1.2511315,0.9973942,1.2693515,0.9143756,0.9863897,0.64630526,0.0,0.820972,0.80086565,0.94247425,0.24078679,0.906086,0.72465396,1.0103152,1.0922979,1.242898,1.0450219,0.7300164,1.0324496,1.0411673,1.1598399,0.73949003,1.2244272,1.1135275,0.7940385,1.1155552,0.3634076,1.0207229,1.1793756,1.1125605,1.1466104,1.0661309,1.3477911,1.1812218,0.7820079,1.0529082,1.2283449,1.1263704,1.2429073,0.9495539,0.76293266,0.97479,0.88752633,1.0188339,0.9634316,0.9099721,1.0002542,0.8766908,1.2762314,0.9905305,1.2253431,0.81556547,1.1187739,1.069554,1.3348192,0.58908546,1.3165667,1.1104618,1.1755769,0.779963,0.8540702,1.0392654,0.8304924,1.1924787,1.0390873,1.0824492,1.0642859,0.8036188,0.9970941,1.1632568,1.0789132,0.9183419,1.0867636,1.0874871,1.3658503,1.3377846,1.139185,0.8155273,0.8372233,1.0014071,0.95287323,1.0986978,0.9167062,0.9630125,0.39542913,1.0755141,1.0517049,1.0176133,0.608418,1.1722106,1.1166751,1.2658429,1.0643432,1.3583252,1.0316963,1.3091128,0.9393541,1.240457,0.7307989,1.0847578,0.6694267,0.66153806,1.083557,0.65793866,0.6656532,1.0069888,1.0215716,0.9928101,1.3716288,1.1726232,1.0261847,0.31680256,1.0510433,1.0174528,1.1830056,0.97617215,0.6624896,0.77972305,1.0282389,1.0541015,1.0611964,0.80500126,1.1539721,1.2192726
box,0.814784,1.2547634,1.2455008,0.89138114,1.2590371,1.2249528,1.2958589,0.38088322,0.54517347,0.6800567,1.2955298,0.68730855,0.76427996,1.2214473,0.770005,0.7748928,0.39774907,1.2021099,0.820972,0.0,1.2719972,1.075941,0.568416,1.2287357,0.8417798,0.8384816,1.1204705,1.2218508,0.56765586,1.2636614,0.5223056,0.68074405,1.0985174,0.93933946,0.67471313,0.9472151,1.3141029,0.45205182,1.1110364,1.2908012,0.9505599,0.82140225,0.8308251,0.6369411,1.0522261,1.310387,1.1105978,1.1311284,1.0509901,1.3263073,1.0347226,1.4140484,1.1448183,1.1711227,1.2290359,0.95398337,0.7966866,1.4060924,1.019777,0.75079644,1.0946275,1.128177,1.0414749,1.328378,1.0166763,1.0130749,0.96482784,0.71730924,1.0388029,0.9995765,0.7449948,1.2356929,1.2103914,1.0167423,0.8256261,0.93395853,0.8499957,1.2028968,0.9875571,1.3428265,1.0978642,1.3602247,1.3119032,1.2636724,0.69453526,0.95060694,0.9887901,1.0829518,0.5423349,1.3102435,1.2807249,1.2704498,0.8790446,1.0565461,1.2107733,1.0130794,1.1686289,1.1401528,0.9832477,0.61220324,0.8147136,0.7680874,1.0048107,1.0085268,0.8419633,1.1077279,0.84289885,1.0475405,0.8967063,0.89924824,0.6603956,0.6062572,1.2834594,1.1636679,0.9872432,1.0839485,1.0799687,1.2957804,1.2416244,0.50937206,1.1383156,0.90416384,0.47605497,0.93930566,1.4318216,1.3023194,0.7958637,1.1264802,0.6151433,0.4727397,1.1011018,0.8517314,0.80755836,1.4005781,0.9780901,0.9017508
bread,1.3164499,0.86810946,0.29085493,1.2936916,0.49040055,0.5875505,0.56964695,1.1126773,1.3599129,1.3740664,0.89659286,1.4150944,1.3849964,0.7180885,1.4064993,1.1239963,1.1143279,0.2968294,0.80086565,1.2719972,0.0,0.8366526,1.0094776,0.7454803,0.95120335,1.067165,1.036321,1.0678062,1.3567917,0.5127784,1.2171484,1.2791632,1.1588653,0.9994735,1.3528857,1.0776513,0.43198335,1.35867,0.4138435,0.73760283,1.1262124,1.1574733,1.0943304,1.1701143,1.3107935,0.85946596,0.88910246,0.9674965,1.0741932,0.8765233,1.1064446,0.585249,0.5743569,0.99623597,0.8451909,1.02067,1.2644708,0.4340315,1.063001,1.008947,1.0462704,0.7889188,1.2297697,0.49852777,1.058034,1.2061317,1.3803686,1.0555176,1.4020674,1.2400516,1.2248704,0.5961224,0.8188448,1.1392546,1.1032337,1.4054627,1.0534517,0.9229363,1.0047287,0.2411471,0.81912184,0.83717763,0.72110397,0.81910837,1.3738348,1.0549823,1.3802319,1.3829136,1.2152132,0.5369073,0.53521,0.7627509,1.1637323,1.0204399,0.72790694,0.95234036,0.51664644,0.94182056,1.1340221,1.4733295,0.9044403,1.2758749,1.0404288,1.2725446,1.3325373,1.2540207,1.2876813,1.3573463,1.054208,1.2791022,1.2938917,1.3806828,0.5752741,0.8184632,1.2710313,0.687118,0.94016397,0.808721,0.8431542,1.1913387,1.2305706,1.335145,1.3612094,0.89037704,0.585419,0.71212304,1.3707309,0.7670486,0.97615695,1.317711,1.172388,1.1799322,1.0995457,0.33575642,1.1039045,1.3154466
broom,1.2916039,0.95367265,0.8550708,1.2836294,0.85080004,0.75533974,0.86105686,0.83331865,1.2562861,1.1281208,1.1622026,1.1527923,1.5070884,0.73494,1.2822139,1.0042605,1.0436618,0.60759974,0.94247425,1.075941,0.8366526,0.0,0.8784432,0.6544429,0.6201353,0.7799338,1.3238704,1.0817605,0.7716303,0.62948865,1.0130416,1.0244668,1.1748128,1.0805358,1.0723436,0.9601474,0.7547303,0.9699875,0.72493505,0.82709634,1.0891526,0.96145856,0.7554765,0.981963,1.1628019,1.157691,1.1979198,0.9688485,1.2198138,1.2148755,1.2041816,1.0517693,0.45429373,0.91724527,0.8206618,1.0365515,1.2255853,0.8982984,1.1340322,1.2225724,1.1813974,0.88894844,1.3657165,0.7615633,1.0124016,1.0607426,1.201722,0.8419684,1.3846635,1.1599357,0.71178883,0.4925245,1.0074536,1.3989484,0.88887817,1.4530019,1.0055207,1.2021012,1.078047,0.90639865,0.82687646,1.0817258,1.1556723,1.2316445,1.1371342,0.92376786,1.3603315,1.310031,1.2480325,0.7034064,0.7748313,0.6325644,1.1687704,1.0032264,0.7547806,0.4040041,1.0100137,0.8593676,1.0577662,1.2848835,0.747964,0.9219697,0.9614754,1.1440817,1.0161265,1.2133107,1.3395541,1.3565255,0.9998437,1.0702374,1.2110629,1.1623082,0.9270591,0.82138354,1.3177497,1.0314921,0.80795085,0.59341276,0.9266756,0.9026416,1.1948898,0.876803,1.2034496,0.87154984,1.1468037,1.0670741,1.3830364,0.8220712,0.89473057,1.276059,1.0227113,1.0172735,0.3887139,0.8304646,0.6930765,1.2354883
bucket,1.2114468,1.0823457,0.9699614,1.2188375,0.8731171,0.76557755,0.97482806,0.48803753,0.6624104,1.1469721,1.1978598,1.0812557,1.1589766,1.082775,1.1761448,0.7319514,0.8994093,0.6939971,0.24078679,0.568416,1.0094776,0.8784432,0.0,1.0392902,0.39183056,0.89096,1.1833789,1.259004,0.72660506,0.7902707,0.8514067,0.87487835,1.087052,0.8726953,1.1108984,1.0609977,0.974469,0.8402754,0.485219,1.1264006,1.1793427,1.0799885,0.9186643,0.91605145,1.2886661,1.2319802,0.9474564,1.1110128,1.2637981,1.2775564,1.1803825,1.1302323,0.7955311,1.0360725,0.9022289,1.1104636,0.81378955,1.1736887,0.99039644,0.88576543,1.3051713,1.0565618,1.2570302,1.010864,1.1396095,1.0431942,1.1501532,0.46814328,1.3235044,1.1301311,0.9901339,0.7693994,0.9637277,1.122345,0.5492437,1.1526468,0.94782746,1.2120571,1.0881646,1.0360931,0.83274966,1.2278852,1.2470204,1.1304239,0.9542797,1.0922701,1.3181959,1.3654398,1.0293254,0.98205286,1.0617248,0.95161366,0.90392077,1.1141723,0.8902634,0.87713456,0.6569083,1.1159122,1.0359727,0.89152634,0.5578274,0.87188685,1.1767737,1.2522707,1.0491546,1.3114053,1.0686669,1.3275294,0.9008273,1.1346873,0.63625693,0.9451888,0.94969624,0.7889657,1.0923209,0.7635867,0.6902225,1.0200502,1.0321046,0.7637331,1.3530884,1.0896441,0.92577964,0.50395215,1.2635494,1.2103245,1.0868922,0.8035711,0.62303567,0.7006115,1.057776,1.0149448,0.773851,1.0038702,0.98335475,1.1477891
butterfly,0.9770903,0.9527774,0.7810509,1.3414345,0.7062445,0.66289145,0.71618086,0.9756814,1.3620541,1.3389738,1.0471696,1.4456327,1.3367102,0.31231415,1.391796,1.1365935,1.0004607,0.6715902,0.906086,1.2287357,0.7454803,0.6544429,1.0392902,0.0,1.0072225,0.99841857,1.1264001,1.189218,1.2323027,0.60283935,1.3032181,1.2261019,1.1597506,0.9520637,1.3621843,1.090852,0.63634866,1.2811823,0.7493071,0.67146665,0.91431856,0.93427414,1.1415341,1.19656,1.2316327,1.036472,1.0341935,1.0637907,1.1720207,1.071906,1.1821363,0.8339207,0.59659904,0.98165816,0.73190624,0.60473084,1.2997878,0.7277682,1.0762212,1.0439161,1.1704711,0.6476985,1.2819247,0.65989494,0.75008285,1.1428883,1.3453184,1.0011566,1.422897,1.2183902,1.0860772,0.5589192,0.9285027,1.2706552,1.1308081,1.3231485,1.1473091,1.049883,0.8777074,0.810835,0.93272775,0.9461734,1.0550996,0.99443746,1.319479,0.967806,1.3987105,1.3630215,1.1137594,0.5953965,0.6372397,0.68575394,1.121016,0.86883676,0.8893492,0.7525375,0.8420216,0.6668523,1.0279902,1.2920799,0.82596934,1.2991848,0.47906017,1.3155736,0.97689164,1.2690516,1.1977314,1.4138021,0.85605395,1.2436054,1.2912697,1.3203372,0.67265487,0.70032966,1.2145247,0.9573233,0.689178,0.7393201,0.9147781,1.0683135,1.254478,1.1961168,1.3565642,0.7621285,0.9651797,0.8613712,1.3217773,0.9270158,0.8663423,1.2801778,0.99893546,0.9724497,0.9769448,0.66124606,1.056629,1.0819935
can,1.4679304,0.89955515,1.0228846,1.3542695,1.0040469,0.8230447,0.9327103,0.7027248,0.99649,1.2563138,0.90384936,0.9388946,1.4716699,1.0084803,1.2813221,0.7998874,1.1510324,0.6308363,0.72465396,0.8417798,0.95120335,0.6201353,0.39183056,1.0072225,0.0,0.6734145,1.1812694,1.0271764,0.5674596,0.65035075,0.84801996,0.9159088,0.94883573,1.1271954,1.0790614,1.0551203,0.8063163,0.87334543,0.6045364,0.874734,1.2841566,1.2356066,0.52457285,0.6089132,1.220283,1.0554907,1.2487274,1.0053667,1.333771,1.17427,1.1177708,0.9825956,0.71976453,0.92390144,0.65852445,1.3312253,1.150296,0.9826575,1.1090863,1.1972351,1.2897382,1.0373912,1.3422244,0.84494495,1.1448549,1.0708629,1.0199884,0.7176895,1.2727802,1.095616,0.7760661,0.5723391,0.98088974,1.3946656,0.46644443,1.3930987,0.89496183,1.2107823,1.2089297,0.95709234,0.4793545,0.9836882,1.1615025,1.283164,0.90157145,1.1419371,1.3216416,1.2673297,1.2581577,0.8109704,0.87587637,0.630098,1.0481117,1.0144476,0.49914515,0.8206003,0.7843573,1.0034926,1.0928694,1.1209047,0.5761633,0.5731124,1.2677402,1.1422019,1.2166809,1.2476273,1.2868017,1.2749257,1.0705904,1.0730481,0.8499372,1.2618418,0.9101768,0.9244808,1.1483518,0.9013678,0.76634717,0.7070168,0.8369969,0.90963733,1.2228298,1.1131678,1.2251292,0.85206145,1.1046242,1.0856819,1.3110235,0.44505954,1.0253866,1.2003503,1.0708257,0.9350011,0.44855666,0.80650836,0.792982,1.2368411
car,1.0645742,1.054891,1.0387138,1.1927745,1.1314662,1.0403425,0.9487409,0.73286134,1.0262043,0.9912696,1.0170523,0.8252196,1.2244556,1.0524715,1.1088295,0.7061448,0.8627351,0.8823445,1.0103152,0.8384816,1.067165,0.7799338,0.89096,0.99841857,0.6734145,0.0,0.9804918,1.0601736,0.70738345,1.0280453,0.8161216,0.84455484,0.92768794,1.1878225,0.91095144,1.0269347,0.9398287,0.7897644,1.0319967,1.0804011,1.0848434,0.9889612,0.7573298,0.7078955,1.054326,1.1429486,1.1978402,1.1354003,1.101998,1.1836917,0.7754698,0.915721,0.77955306,1.1016313,0.8172985,0.9938137,0.9168845,1.0120478,1.1724374,0.86897033,1.0848337,0.97680676,1.1871095,0.9844752,1.0189967,1.1469371,1.0573084,0.8527199,1.1585915,0.87897223,0.72071004,0.93564564,1.1641403,1.2633097,1.0007035,1.2124878,0.58991414,1.1724601,1.0298065,1.0449513,0.9799751,1.2254165,1.2091987,1.1642342,0.8229967,1.0096399,1.1686792,1.1128515,1.0312164,0.91575813,0.97932744,1.0348037,1.0313414,1.0086617,0.72999084,0.8816738,0.8351226,1.0552367,1.118101,0.9763549,0.575356,0.84322065,1.0083131,1.1135746,0.9387141,1.196204,1.1195958,1.1979625,1.0536087,0.9522934,0.87154484,1.0503402,0.9842852,1.1345341,1.2309021,1.0590276,0.966129,0.9315346,0.9947192,0.8137953,1.1318763,1.1290343,1.015445,1.0822798,1.1907893,1.1489172,1.0119458,0.9845744,0.91256857,1.0645789,1.0873252,0.68222225,0.6834451,0.8927993,0.67342025,1.0256088
