,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scarf,1.0332764,1.0515662,1.2999853,0.7248991,1.3086791,1.268199,1.056934,1.053192,0.96250457,0.9398224,1.061998,0.86357576,0.65879714,0.98023033,0.75328064,1.2078414,1.1558173,1.2501593,1.3035448,1.0406709,1.1487865,0.9053526,1.2301604,0.9606891,1.0727766,1.2680911,1.0290887,0.743434,0.88618696,1.1077855,0.98736775,0.6926544,1.0373492,0.79050666,1.2395473,0.9067011,0.865831,1.2902693,0.98424834,1.3065476,1.1234127,1.0162601,1.0935802,0.85768586,1.0551777,0.59591544,1.1487802,0.930064,1.2136033,0.8391341,0.93425256,0.9799004,1.0235754,1.0842867,1.161536,1.2534192,0.9011688,0.98605186,1.1207538,0.9828913,0.99051595,0.8898895,1.0599512,0.93367785,1.011758,0.8171003,1.022872,1.1011581,1.0294296,0.7361425,1.049104,0.6686462,0.7910836,0.9863218,1.1730882,1.0906874,0.80614597,0.79265267,1.0306758,0.94822514,0.94204694,1.2546232,0.86275434,0.94390255,0.86539465,1.2768526,0.88433826,0.97731304,0.7578617,0.70395565,0.9496154,1.1372848,1.2700849,1.2883953,1.0919614,0.97394663,1.0822078,1.1248599,1.0559082,1.2431107,1.1024017,1.0839269,0.65521836,1.2778541,0.89060146,0.8184211,0.70836437,1.012577,0.0,1.0997661,0.68214816,0.96233964,0.53583074,0.940752,0.7978233,1.090097,1.0701895,1.24899,0.91500115,0.99622804,0.7676099,1.2093394,0.96145666,0.96849155,1.1785319,0.7546774,0.67369276,1.025833,1.3118036,1.1093988,0.9256778,0.91374606,0.7846422,1.2970707,1.146386,1.0338851,1.1192901,0.971624,1.2170247,0.97248775
scissors,0.734294,1.0460129,1.0024942,1.0700991,1.0104121,1.0874907,0.48491073,0.81119204,1.0035295,1.0806156,0.8788042,1.0429825,1.0369701,0.88161826,1.1161239,0.93808156,0.90580624,0.9777066,0.9424825,1.0818268,0.9991782,1.1122198,1.0993465,0.8105587,1.2657527,1.0109593,0.7624934,1.0777863,1.0816965,0.96859515,1.1752201,1.206158,0.9039226,0.9634191,0.86882436,1.167453,0.9309537,0.8248561,1.0993353,0.9494902,1.1103636,1.0015699,0.9549037,1.2419122,1.128232,1.106491,1.1214259,1.0444007,0.9831106,0.9356503,1.046196,1.1495731,1.1445086,0.96356523,0.92871475,0.9943997,1.0972961,1.0050644,0.6430302,1.0209217,1.0530267,0.9535887,0.5706978,1.1767386,0.8421528,1.0453484,1.1392465,0.9633007,0.84162015,1.1436958,0.91529346,0.9612557,0.9264895,1.0456784,1.1059703,1.1297376,0.93736,0.78850746,0.8655472,1.1000112,0.9581715,1.1399263,1.1372309,1.1198142,1.1381596,0.90345764,1.2361367,0.9928304,1.0231466,1.011197,0.90576416,1.0422424,0.95644957,0.9414918,0.9665635,0.9199342,1.3033531,1.0900015,1.1142769,0.8128222,0.95423466,0.9215344,0.96812034,1.1668375,1.1474946,1.2520546,1.029618,0.89107186,1.0997661,0.0,1.1629225,0.7154123,1.1104417,0.93860966,1.0630809,1.0257059,0.70980996,0.9365942,1.0320535,1.0181099,1.0647144,0.8748702,1.0251145,0.9872646,1.0759267,1.050114,1.16293,0.98657095,0.8030813,1.2186397,1.015984,0.53046036,1.1837336,0.61301804,0.85969377,1.024652,0.9195145,1.0424387,1.0048424,1.1606297
shirt,1.0705564,1.0364559,1.2974235,0.42407572,1.294882,1.1711646,1.2132154,0.99969316,0.65735066,0.51636845,1.1260586,0.6289803,0.39843035,0.9437766,0.57791287,1.2071846,1.0476167,1.3440177,1.4378746,1.093967,1.225538,1.2223558,1.3354372,1.1615775,1.1904595,1.3814255,0.9900601,0.7588753,0.7782128,1.3773297,1.1405287,0.40355837,0.9767957,1.0289223,1.1780858,0.6578978,1.0896055,1.4132771,0.90379465,1.2995553,1.1648681,1.0680442,1.0788479,1.0467582,1.1289437,0.37455213,1.3721006,1.0880766,1.0994208,0.7358645,1.0461338,0.6500412,1.035507,1.1435438,1.2761456,1.2755456,1.124492,1.3226702,1.2286468,0.79539937,1.138141,1.0200726,1.1541269,0.6718254,0.8279517,0.8366972,1.0716667,1.1534078,1.1557685,0.13211429,0.92020845,0.46983236,1.1770005,1.0952728,1.36958,0.98063284,1.0282093,0.79580677,0.97441185,0.9115554,1.2711167,1.2273915,1.2315338,1.0056274,0.9858018,1.2915416,0.98950857,0.8425572,0.30243945,0.3559265,0.76787496,0.9938529,1.2950661,1.3569895,1.0975803,1.1585975,1.1629069,1.2589998,1.1982048,1.4204438,1.1548675,1.2630869,0.79435015,1.3720964,1.167538,0.81512237,0.89255196,1.127797,0.68214816,1.1629225,0.0,0.90471315,0.49994326,0.8380323,0.72499204,1.1800714,0.7954409,1.351625,0.81649244,1.0161306,1.0196666,1.2216182,1.2012322,1.0915457,1.1329677,0.70925057,0.020586133,0.6999196,1.3758328,1.1019762,0.995371,1.0316266,1.133716,1.3102143,1.1033602,1.058301,1.1184844,1.3173907,1.2924485,0.8794341
shoe,0.9574682,1.1286305,1.2119104,0.71964025,1.1994553,1.207098,0.8639315,0.76798856,0.79492927,0.7785485,1.1144699,0.80376947,0.7283084,1.0446185,0.74096954,0.9406869,0.86533713,1.1944822,1.2093076,0.8503815,1.2474395,1.2631171,1.2113227,0.99107736,1.1640589,1.0854346,0.9706908,1.0827208,0.7841711,1.2469466,0.9541062,1.0439891,0.8544793,0.95770043,1.1324052,0.8532921,1.1113771,1.3061819,0.89752144,1.2073365,1.1477861,0.95844984,0.9542209,1.0241959,1.0936394,0.9269974,1.2813036,0.9442598,1.1365556,0.82313025,1.1639366,0.9806247,1.121696,1.0496348,1.2778882,1.2290267,0.5049648,1.147029,0.94115216,0.80032516,1.3108813,0.7621258,0.746749,1.0155622,0.7009903,0.80419254,1.1486081,1.0770946,1.0921786,0.8856244,0.8120892,0.66393876,1.096698,1.0791061,1.2698241,0.82390773,1.021413,0.5768485,0.77111185,1.0392114,1.2767028,1.3074113,1.176936,1.2624493,1.1159623,1.2656441,1.0223718,0.91849464,0.6269587,0.58515894,0.7890302,0.99280787,1.276142,1.2635523,0.97068596,1.1270456,1.2340641,1.2955753,1.027386,1.1521817,1.0547079,1.0542207,0.67833036,1.2058593,1.1792727,1.0237532,0.8987353,1.0559671,0.96233964,0.7154123,0.90471315,0.0,0.8637889,1.0256261,1.1157936,1.0079666,0.6633026,1.1946229,1.1221038,1.0948168,0.6178447,1.117029,1.0523598,0.9751851,1.1435964,0.71011686,0.88532686,0.76039255,1.1173216,1.2285128,1.1536398,0.739038,1.1555449,0.82693815,0.88440794,1.0325787,0.87602735,1.1560818,1.2783726,1.0468194
shorts,1.1542878,0.85698354,1.251442,0.4780922,1.2798696,1.1927619,1.0108924,1.0620862,0.8366692,0.8123052,0.93819237,0.7846715,0.5398313,1.1073776,0.65338683,1.3235903,1.1996424,1.3896654,1.3336377,1.1513352,1.0121279,1.0936044,1.287219,1.2374508,1.1705623,1.3568223,0.8896798,0.7864909,0.9079286,1.3165798,1.2531431,0.8054062,1.0087461,0.8514614,1.2445544,0.8721391,0.8853627,1.2673749,1.1183755,1.3465282,1.2263446,1.2151614,1.1899998,1.1279708,1.0265636,0.5375113,1.2398729,0.8189468,1.0505862,0.77797776,0.8069036,1.0071968,0.6853118,1.084764,1.1382065,1.3527106,0.9957299,1.1438899,1.2353463,0.98159987,0.914244,0.7698778,1.0226434,0.9818092,0.8574288,0.5673044,1.0497699,1.2079368,1.0230553,0.65851307,1.0536081,0.33656442,0.84984696,1.1813495,1.4382293,0.83789295,0.8010862,0.6258136,1.003183,0.86392003,1.0210832,1.1902815,1.0560516,0.7733168,0.8147086,1.2114091,1.0035479,1.008961,0.44495142,0.46551704,0.9385635,1.1590933,1.2523742,1.2656434,1.1457978,0.90989727,1.0317571,1.1974427,1.2838032,1.2530148,1.2225733,1.136202,0.6146724,1.3158133,0.98872536,0.92807686,0.81287766,1.1960964,0.53583074,1.1104417,0.49994326,0.8637889,0.0,0.9814677,0.80037355,1.1558143,1.0206796,1.2017746,0.9338922,0.8665316,0.7267504,1.1905326,1.0557508,1.0386125,0.9617554,0.7881694,0.53136027,1.0126876,1.3371305,0.8651599,0.7961497,0.8731554,1.005166,1.4188821,1.2294451,1.0754806,1.1681241,1.263459,1.2012737,1.0611521
shovel,1.1348362,1.131791,1.2422408,0.7691332,1.2206924,1.1634945,1.0627784,0.78582853,0.72172165,0.66995203,1.1640207,0.72759104,0.8545457,0.96804047,0.832115,1.0760112,1.0469099,1.1051122,1.1434053,1.0236393,1.184164,0.81265366,1.0071906,1.0662699,0.87143385,1.1954198,1.1116688,0.92318046,0.66437995,1.0108953,0.9517358,0.90530723,1.057887,0.7915323,1.1161139,0.7990843,1.079134,1.1093589,0.6556171,1.0444795,1.0817181,1.1949557,1.1377677,0.85636044,1.0467671,0.7501226,1.1460233,1.1457243,1.1951941,0.9611306,1.0532422,0.93666,1.1825768,1.0780215,1.1501104,1.0764649,0.9973906,0.85531497,1.2532655,0.74582267,1.1343303,1.0945992,1.0263792,0.9720602,1.1159,1.0628601,1.1673857,1.1949241,0.8969162,0.8005494,0.9146378,0.9276154,0.7991975,0.62597966,0.93472815,0.98635757,1.023667,1.0029268,1.087091,1.0404664,1.176733,1.1623675,1.0749995,1.1590236,1.1016744,1.2003989,0.8797972,0.9673568,0.8446013,0.872023,0.97047085,1.052462,1.0126504,0.9891367,1.0753654,1.1363356,1.1032292,1.1204437,0.84275556,1.2231482,1.2253637,1.2099988,0.90125865,1.1253461,1.1451037,0.6677341,1.0357614,1.1449401,0.940752,0.93860966,0.8380323,1.0256261,0.9814677,0.0,0.770951,0.93324065,0.6882415,1.1944041,0.9281775,1.0938611,0.96281826,1.1173564,0.8362849,0.8392738,1.2038131,0.7603372,0.83239686,0.75590575,1.222368,1.198097,1.0389891,0.7165317,1.034223,1.083801,0.9234836,0.93722445,1.0157989,0.7819555,1.170316,0.72700393
shower,1.1105417,1.0962148,1.2154934,0.76272154,1.1897814,0.9474579,1.1626375,1.0500783,0.6280624,0.6937827,0.8894204,0.6626943,0.82299817,1.0149618,0.71123016,1.1831831,1.163177,1.1184388,1.1378915,1.0920035,1.1787457,0.89487547,1.0101854,1.0911291,0.8260243,1.1886522,0.94301605,0.35948145,0.7468568,0.8771592,0.9158975,0.7890105,1.036246,0.9688576,1.1675065,0.8299632,1.1795042,1.0927536,0.87290174,0.97014356,1.136359,1.205222,1.245732,0.7085901,0.9938866,0.8376403,1.0052,1.1642339,1.2520499,0.86105126,1.0537475,1.0181675,1.1492443,1.1092216,1.0310903,1.0315497,1.0888641,0.9467971,1.2420552,0.9905625,1.0726299,1.1398102,1.199404,1.0736694,1.0764023,1.0941507,1.1695938,1.213284,0.9362155,0.71641934,0.99546206,0.81822634,0.86500645,0.9247083,0.90538436,1.177941,0.7941729,1.0908515,1.1194191,1.1208818,1.0926937,1.1089866,0.8326478,0.9647711,1.0644174,1.1850616,0.7896435,0.9886468,0.8060464,0.842983,0.9931801,1.1920022,0.97685933,1.0387532,1.2557535,0.9822582,0.910228,1.103767,1.0328386,1.1496879,1.1988622,1.2169763,0.99864095,1.200854,1.1355228,0.5460496,1.0025494,1.1473538,0.7978233,1.0630809,0.72499204,1.1157936,0.80037355,0.770951,0.0,0.77452403,0.81114745,1.1303554,0.28828406,1.2023942,0.93736184,0.94959754,0.98716664,1.142139,1.151479,0.9899969,0.7452097,0.812898,1.2191646,1.1831326,1.0790651,1.063132,0.7759279,1.3041744,1.1360571,0.91588527,1.1481057,0.91475034,1.1035436,0.60486776
sink,1.0755959,1.2282844,1.1979723,1.003979,1.1588094,0.72761524,1.1288028,0.9499341,0.5524917,0.91169465,0.9301241,0.78252864,1.112309,1.112223,0.9131057,0.9169973,1.0463529,0.90322924,0.6194512,0.87625444,1.2695113,0.9525413,0.7200867,1.0272053,0.634542,0.81325233,1.014442,0.98034704,0.679496,0.7491545,0.78564113,1.2060406,0.71913743,0.8988909,1.1164641,0.83576095,1.2885687,1.0334724,0.8814171,0.72837734,1.0681366,1.1224649,1.2232134,0.7630092,0.73662746,1.1210892,0.8931159,1.1945598,1.0552856,1.1411281,1.168921,1.1449177,1.2634112,0.99323267,0.93059444,0.95526445,0.98465914,0.6772512,1.1982309,0.9544071,1.2180696,1.0481681,1.0787657,1.1890742,1.2525303,1.1845839,1.2343841,1.1345752,1.0238206,1.1998657,0.76632905,1.0847661,0.7063445,0.8719431,0.74551004,0.992256,1.0254147,1.1320537,0.9244343,1.1761996,1.1447785,1.104795,0.78647006,1.1557635,1.195568,1.1228422,0.5685019,1.1776874,1.1216035,1.1610959,1.0360636,1.149305,0.74350977,0.82940125,1.0793269,1.0941123,0.62533456,1.0907009,0.9470361,0.65167534,1.1272078,1.0800002,0.99558836,0.6684119,1.1696992,0.6048093,1.0542991,1.1049434,1.090097,1.0257059,1.1800714,1.0079666,1.1558143,0.93324065,0.77452403,0.0,0.90674365,1.008204,0.8141924,1.1753263,0.9612669,0.969079,0.6410519,0.7201175,1.1583765,0.9351657,1.1906195,0.7195091,0.86522686,1.2716302,1.2288961,0.95789564,0.8169769,1.0772223,0.78118765,0.98279524,0.9578802,0.81993055,1.0501759,0.7365168
slide,0.97472936,1.253777,1.3517163,0.61908865,1.3189516,1.2029362,0.9039872,0.62027204,0.38872057,0.3414774,1.3361794,0.43147504,0.6227203,0.88368773,0.5432404,0.7761953,0.78725225,1.2515526,1.2831668,0.8477339,1.379604,1.2971305,1.1627842,0.9898166,1.0633569,1.1168554,0.9606923,0.9695223,0.52280915,1.2461848,0.8594618,0.926181,0.785204,1.0946919,1.1311944,0.55313617,1.2289872,1.3911576,0.43629193,1.2142706,1.171757,1.019508,1.0054824,0.82435983,1.1282845,0.8454966,1.3896072,1.2849908,1.1346297,0.7329033,1.2299182,0.8873898,1.4205495,1.0004438,1.3271136,1.2088312,0.9603292,1.2782484,1.0597076,0.5330424,1.4320658,1.079031,0.8266287,0.9770413,0.87104553,1.0902637,1.3594246,1.1433002,1.091851,0.72690034,0.81049037,0.60556984,1.2081258,0.7216693,1.2693388,0.95562446,1.0423813,0.7586183,0.8004384,1.1270378,1.2657622,1.3749669,1.2875487,1.4677771,1.2188959,1.321764,0.9091324,0.9019763,0.53909713,0.6055588,0.66201186,0.9408001,1.3343236,1.3312783,1.1233113,1.1637173,1.2843847,1.286286,1.0050722,1.2339951,1.1388276,1.0736126,0.9309067,1.2561476,1.2409601,0.686824,0.9028731,1.0171574,1.0701895,0.70980996,0.7954409,0.6633026,1.0206796,0.6882415,0.81114745,0.90674365,0.0,1.4108772,0.8724134,1.1263576,0.9522056,1.1681185,1.2072613,1.0211056,1.2571158,0.68075407,0.7761812,0.34728354,1.2292997,1.4867061,1.2474396,0.7031427,1.2306956,0.74268913,0.72061193,0.91772044,0.9118383,1.1423355,1.4250646,0.61825323
slipper,1.1959066,0.66578615,0.39779508,1.4397098,0.29451,0.68793887,1.0075582,1.2890944,1.4665114,1.508846,0.5136505,1.4935443,1.4932802,1.2395838,1.4611179,1.0050353,1.2213649,0.28447264,0.3686279,1.252116,0.55378944,0.6691289,0.55200696,1.2178209,0.88707966,0.6973773,1.024166,1.062359,1.3086822,0.5075623,1.1406153,1.1831884,1.2188048,1.0962458,0.8199118,1.4460639,0.9842999,0.12973112,1.5100868,0.31027138,1.054197,1.2318823,1.1556178,1.2235491,0.92294794,1.388504,0.51212364,0.94484013,0.9822427,1.3173645,0.8284477,1.2427305,0.72590005,1.0295234,0.561398,0.31669712,1.0231702,0.82338333,1.064197,1.4675714,0.39009404,1.0442544,1.173682,1.1964297,1.2674665,1.2699845,0.4711218,1.0322369,0.9947817,1.3106569,1.2945957,1.4135143,0.934486,1.1753572,0.57882637,1.1640517,1.1176884,1.3936518,1.2144202,1.0407199,0.86308193,0.16774511,0.6689094,0.4615655,0.9498273,0.52082086,1.2374561,1.1107264,1.4778931,1.4560695,1.4530606,1.2442083,0.25845134,0.2734416,1.1064758,0.99047977,0.685266,0.34365177,1.0619217,0.6160402,1.039349,1.0338374,1.0759349,0.57522756,0.9886004,1.4053643,1.2293935,1.2740492,1.24899,0.9365942,1.351625,1.1946229,1.2017746,1.1944041,1.1303554,1.008204,1.4108772,0.0,1.091618,1.1153108,1.0876687,0.6209184,0.86938465,1.2484493,0.75649387,1.3806946,1.3709168,1.5613165,0.40542662,0.44666857,0.74635905,1.2519516,0.75378764,0.9670387,1.2502065,1.1136826,1.0952859,0.6697419,0.078403234,1.3206663
snow,0.9138464,1.0996898,1.1306074,0.8671334,1.1145694,0.89705753,1.1924568,1.1538408,0.7156155,0.7860149,0.9260209,0.79489183,0.8938769,0.94322073,0.7994477,1.1542637,1.0939615,1.1118981,1.0805985,1.1587281,1.1722306,1.015923,1.0926802,0.94759756,0.9926051,1.1909146,0.97095805,0.37342322,0.95037895,0.93279785,1.0139104,0.92685294,0.9819269,1.0390196,1.0764734,0.9601387,1.1441809,1.0561885,0.998987,1.0081904,1.0472294,1.0460396,1.1689029,0.874987,1.0217764,0.93589574,0.9273013,1.1440041,1.1458548,0.85199714,1.0297513,0.9910157,1.1301448,1.0297765,0.8799369,1.0559077,1.1484388,0.9519377,1.0756516,1.038756,1.0695124,1.1505216,1.1869102,1.0648556,1.0813324,1.1300638,1.1754702,1.0680268,0.9002219,0.8506901,0.9953718,0.915802,0.9577968,0.9897808,0.8761062,1.1182296,0.88886464,1.1060748,1.0651451,1.0851467,1.0450408,1.0460438,0.9412708,0.9689878,1.0140958,1.1448042,0.9071416,0.91167426,0.8925155,0.9420507,0.957677,1.152743,0.915426,1.0013244,1.1744978,0.9920227,0.91886854,1.0916097,1.0404923,1.032328,1.041669,1.1682961,1.0356765,1.0779928,1.1024249,0.8161041,0.9342322,1.0191994,0.91500115,1.0320535,0.81649244,1.1221038,0.9338922,0.9281775,0.28828406,0.8141924,0.8724134,1.091618,0.0,1.1195468,1.0444233,1.0087517,0.95014495,1.0785973,1.1022968,1.0966871,0.86073816,0.87439066,1.1093057,1.1475855,1.0745469,1.0925962,0.90790415,1.2696247,1.0831019,0.92292476,1.1747111,1.0330552,1.0740318,0.6929858
soap,1.0407145,0.8314803,0.9103779,0.99296206,0.9589765,0.98538214,0.6642285,1.0540856,1.0468268,1.1071275,1.0459461,1.0978023,0.9787717,1.1201719,1.0874321,1.0545369,1.016687,1.1726935,1.0786866,0.9779515,0.77202564,1.0343716,1.0554395,1.1697114,1.1314079,1.1841235,0.98891276,1.1945462,1.2097455,1.1879063,1.2139332,1.1758972,0.9555905,0.90078855,0.9780017,1.0707911,0.6880314,1.0306766,1.1349969,1.2346435,1.1157513,1.0787078,1.0883415,1.2015457,0.7678278,0.89807975,1.1683832,0.9467134,0.43712413,1.0821451,0.7153748,0.9822292,0.7110816,0.999222,1.0244192,1.2253746,1.2149193,0.9594231,1.0383788,0.9873694,0.8995178,0.9707655,0.77164745,0.9413524,0.9454065,0.7839035,0.9912679,1.0884308,0.88856757,1.1186306,1.0113201,1.0055705,0.8901531,0.95314205,1.2466693,0.9060855,0.8228457,0.85916495,1.0189077,0.7789135,0.8883776,0.99249446,1.1345656,0.88180494,0.8249973,0.83991313,1.111714,0.94889116,1.0395906,1.0237432,0.99352324,0.99013644,1.1392002,1.0805328,0.9571284,0.781906,1.0765021,1.09213,1.2079988,0.93579435,1.1058418,1.0136197,1.0069222,1.0801831,0.8489963,1.1951941,1.0175062,1.0522004,0.99622804,1.0181099,1.0161306,1.0948168,0.8665316,1.0938611,1.2023942,1.1753263,1.1263576,1.1153108,1.1195468,0.0,0.9634701,1.2657452,1.0980631,0.8957943,0.779292,1.0767465,1.0121094,1.126557,1.0944068,0.75484186,0.7550674,0.77841216,1.1530552,1.0167661,0.9665443,1.1946084,1.0430243,1.2552886,1.0847055,1.2500112
sock,1.116307,1.0954387,1.2655762,0.7439591,1.2382532,1.0792398,1.0392249,0.95900786,0.8646787,0.8268204,0.9601683,0.79144084,0.77767336,1.1092482,0.58588135,1.0747947,0.9343833,1.0419964,1.1250563,0.818498,1.2276255,0.8556677,0.89334756,1.1147077,0.8306699,1.1309085,1.0933186,0.964831,0.7138342,1.0565974,0.95570534,1.0254068,0.9514648,0.8279749,1.219466,0.83802855,1.1441622,1.1490571,0.8604529,1.0788449,1.162925,1.1137815,1.1139534,0.9258389,0.960906,1.001813,1.0526282,0.94815934,1.1957269,0.891099,1.0755125,1.169815,0.99838376,1.1682782,1.153643,1.1639717,0.4050426,0.90309757,1.2261832,1.0169923,1.2166625,0.71159184,0.95636356,1.1601081,1.0506387,0.8233227,1.1611722,1.2465453,0.9761692,0.9501103,0.8872267,0.6192226,0.7420644,0.8930207,1.0668759,0.8083166,0.9480565,0.7039807,1.040625,1.0729433,1.2255443,1.1983982,0.6695728,1.0397059,1.0784549,1.2449104,0.94686186,1.038465,0.7271588,0.7330881,0.8415136,1.1226087,1.1480527,1.1399407,1.0569485,1.0888437,0.85182595,1.1535976,1.0575696,1.1038768,1.2351521,1.1264943,0.7093265,1.1131656,1.134099,0.91352487,0.8072129,1.1959952,0.7676099,1.0647144,1.0196666,0.6178447,0.7267504,0.96281826,0.93736184,0.9612669,0.9522056,1.0876687,1.0444233,0.9634701,0.0,1.0504196,0.9510131,0.97142065,1.0907979,0.74538934,1.0095594,0.9160696,1.169841,1.0763744,1.0832357,0.7844646,0.64707017,1.0909724,1.0447428,1.1371412,0.9274043,0.8858569,1.1883448,1.0510015
soup,1.091194,0.773729,0.71729696,1.2891335,0.7411781,0.6701461,1.1020734,1.109923,1.2852771,1.2325385,0.32085574,1.2289038,1.2229552,1.0890323,1.2606318,0.9532474,1.094716,0.6858601,0.8109507,1.1214085,0.93492794,0.7674084,0.85108155,1.1398702,0.91846186,0.84440726,0.89793074,0.85633945,1.1353812,0.6657174,1.0098412,1.0579954,1.1169227,1.1592157,0.75495404,1.202391,1.0797883,0.5353316,1.1726112,0.51861024,0.9868279,1.168498,1.0710425,1.0044986,0.9927614,1.2705314,0.62501323,1.0987816,1.1502458,1.2281896,0.9773768,1.1154479,1.0200764,1.0294818,0.73405206,0.6143773,0.98256725,0.99147344,1.0493109,1.1449351,0.85339856,1.1772134,1.0892206,1.1138581,1.2342836,1.2453221,0.8460983,0.9987434,0.7905638,1.1654508,1.1476898,1.2650874,1.0284942,1.0845504,0.7392645,1.1503276,0.90696067,1.3011736,1.1551366,1.0828792,0.89876246,0.777052,0.81562555,0.6391205,1.0988215,0.7185307,1.0546707,1.1337591,1.3236384,1.258247,1.1928376,1.0597471,0.66414654,0.6891364,1.1137242,0.87874365,0.890578,0.7685238,0.98399997,0.7946665,1.020053,0.99275315,1.2166369,0.9375559,1.0224952,1.0759625,1.2512805,1.1158673,1.2093394,0.8748702,1.2216182,1.117029,1.1905326,1.1173564,0.94959754,0.969079,1.1681185,0.6209184,1.0087517,1.2657452,1.0504196,0.0,1.0355319,1.199325,1.0248712,1.21199,1.2283812,1.236588,0.8153584,0.9509237,1.0578679,1.2141289,0.8453634,0.9875097,1.1137173,0.8630246,1.0017129,0.8336414,0.59911746,0.9642623
spoon,1.1714945,1.0750668,1.0045055,1.0478154,0.9779061,0.921504,1.0253026,1.1598448,1.0715015,1.2977967,1.0326625,1.1932782,1.2056314,1.127237,1.1938072,1.1545122,1.2650471,0.8353155,0.65071416,1.0935353,0.9284558,0.77742094,0.8002078,1.0271261,0.74347293,0.9727153,1.0292836,1.0225987,1.055414,0.7158264,0.9069096,1.0840943,1.0569704,0.7732309,1.167037,1.2172943,0.992001,0.86138135,1.2050653,0.8333788,0.9874843,1.1449735,1.1760737,0.9257993,1.0972985,1.0860554,0.83631456,0.9380638,1.0119352,1.2077081,0.9624133,1.1129116,0.8625896,1.1289964,0.84826577,0.9143851,0.82712597,0.4355507,1.2228771,1.0733781,0.8808539,0.90057,1.1229995,1.1028857,1.1712415,0.87619996,0.9881299,1.0684736,0.98294556,1.270594,0.91621095,1.2413534,0.5135105,0.9453471,0.54882365,0.9304757,0.976524,1.1062126,1.1484216,0.9551283,0.98642725,0.8706251,0.8074595,0.84263396,0.88158715,1.0972912,0.9071832,1.1344341,1.2736214,1.2627289,1.2690893,1.2018634,0.7397355,0.71652603,1.0233523,0.9867601,0.7995442,0.93305886,0.8325757,0.9271255,1.0892906,1.0705148,0.8393875,0.7777735,0.8353644,0.90106744,1.0660541,1.2036192,0.96145666,1.0251145,1.2012322,1.0523598,1.0557508,0.8362849,0.98716664,0.6410519,1.2072613,0.86938465,0.95014495,1.0980631,0.9510131,1.0355319,0.0,0.577309,0.88363016,1.1069022,1.2384694,1.2251838,0.8578427,0.861521,0.9227182,0.8176422,0.85339856,1.217663,1.1256385,1.0116819,1.188464,0.60904694,0.86384046,0.9988283
sprinkler,0.9613915,1.146645,1.1404793,0.9334387,1.1666048,0.94341284,1.0675782,0.9766377,0.8861544,0.99368525,1.1307117,0.99795175,0.9810017,0.9045082,0.97975546,1.1730069,1.0982919,1.1285677,0.96211624,0.8713466,1.1902264,1.0137446,1.0095705,0.92486453,0.92616254,1.1431491,1.0427059,1.1509085,0.93892545,1.0002654,0.86693525,1.1445007,0.82130253,0.8688338,1.0690786,0.9386309,0.9639332,1.2505658,0.9110821,1.1026543,1.0173535,0.9527709,1.063294,0.87485415,0.9220944,0.9842292,1.0542718,1.104413,0.82688683,1.0987641,1.0541995,0.95054835,1.1175566,1.0586258,0.9610667,1.1799269,0.950277,0.8050169,1.0446434,0.78692424,1.1575078,0.8705108,0.98221475,0.991817,1.1353562,0.9230509,1.2647914,1.0442791,0.94208276,1.178364,0.7540941,0.9968803,0.88640225,0.89204156,0.811825,0.93397427,1.0577846,0.8480285,0.94416624,1.0059457,0.9017923,1.2677308,1.0343865,1.1354804,0.9997898,1.1332029,0.90787554,0.9755664,1.0266737,1.0598752,1.0345633,1.0072618,1.1326919,1.1078562,0.89991367,1.0290333,0.9746628,1.2257903,0.9194757,0.96341324,1.0453293,0.931825,0.86224455,1.0399992,0.8858068,0.83694524,0.97855514,0.98573214,0.96849155,0.9872646,1.0915457,0.9751851,1.0386125,0.8392738,1.142139,0.7201175,1.0211056,1.2484493,1.0785973,0.8957943,0.97142065,1.199325,0.577309,0.0,1.0057507,0.89426243,1.1047003,0.9788861,1.0044154,1.1720057,1.0623226,0.8324891,1.0188888,1.0871363,0.9328781,0.99817604,1.0590322,0.967547,1.2181536,0.8874798
