,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
belt,1.0767117,0.5467669,0.78459406,1.2124544,0.7919646,0.61938685,1.0793867,1.2110243,1.2284712,1.2316914,0.0,1.2009844,1.1882513,1.1456829,1.2079046,1.190732,1.1909392,0.81249857,0.8032981,1.1958082,0.8656848,0.7455517,0.8902889,1.2356694,0.9906635,0.98756284,0.8223131,0.76821494,1.1106908,0.7657834,1.1630023,1.0907769,1.0560294,1.0796722,0.8049907,1.1660198,1.0215608,0.51805866,1.3641058,0.62824845,1.1277864,1.2337602,1.2089792,1.141821,0.8049748,1.1042625,0.6075553,1.0021287,1.0060744,1.1540797,0.7878853,1.1479449,0.8125881,1.0985081,0.61460626,0.7723323,1.1283271,0.9811877,1.106014,1.3096843,0.6313126,0.9583996,1.1320257,1.1200557,1.2238581,1.1298639,0.7501241,1.1145495,0.7790287,1.1360646,1.1906778,1.081802,0.8930892,1.2161105,0.8808828,1.198944,0.90766174,1.1259285,1.1410958,1.0457625,0.8924433,0.742814,0.7613336,0.46970016,1.0275122,0.6798299,1.0290562,1.1394513,1.2174554,1.1358724,1.2138718,1.1871959,0.6274134,0.68179905,1.1071892,0.86863154,0.72575295,0.88331425,1.2338394,0.71494985,1.1233807,1.0788562,0.9642666,0.9354447,1.0737299,1.1570561,1.1616032,1.2405206,1.061998,0.8788042,1.1260586,1.1144699,0.93819237,1.1640207,0.8894204,0.9301241,1.3361794,0.5136505,0.9260209,1.0459461,0.9601683,0.32085574,1.0326625,1.1307117,0.91886586,1.202801,1.1304556,1.3239977,0.8328774,0.75745595,0.88433397,1.2158884,0.80093575,1.2085911,1.2361635,1.0459638,1.076429,0.93069774,0.5209731,1.1050533
bench,1.0479689,1.2113342,1.5330042,0.44493806,1.5217224,1.1776963,1.2052524,0.7286349,0.232597,0.1853236,1.2009844,0.0,0.52383465,0.92448175,0.3436967,0.9452426,0.7593399,1.4170339,1.3926427,0.5823466,1.5045594,1.2020503,1.1337193,1.111148,0.8911457,1.266275,0.98801875,0.80449325,0.28680855,1.3954742,0.7563615,0.8494974,0.70327556,0.9255373,1.2512643,0.22140086,1.2619708,1.5208507,0.36429673,1.2877672,1.2160512,1.0731939,1.1519057,0.6198849,0.6737025,0.63881767,1.4018866,1.2546694,1.253643,0.7430067,1.1542248,0.90708184,1.3637335,1.1453949,1.3292642,1.3559566,1.0308105,1.239799,1.2836998,0.6559958,1.4243703,1.0550838,0.9938631,0.96956074,0.9803795,0.9590654,1.4243686,1.2566428,1.0435538,0.59937894,0.83584845,0.42762232,1.0218822,0.7143454,1.3653406,0.94518226,0.9569472,0.7406012,0.90703654,1.1457131,1.3175293,1.4829473,1.161782,1.396608,1.2112269,1.4364176,0.5701091,1.0331159,0.40875715,0.43477035,0.5827504,1.0119232,1.3332719,1.3816514,1.1778469,1.1440992,1.0777209,1.3755205,1.0921154,1.3257545,1.259382,1.22753,0.88389426,1.1859034,1.2786417,0.4544078,0.81165075,1.1041534,0.86357576,1.0429825,0.6289803,0.80376947,0.7846715,0.72759104,0.6626943,0.78252864,0.43147504,1.4935443,0.79489183,1.0978023,0.79144084,1.2289038,1.1932782,0.99795175,1.3066902,0.6235337,0.6059307,0.21213794,1.4432318,1.4713018,1.2343332,0.8313502,1.0683346,1.1294922,0.6953924,0.95476377,0.98557425,1.1983244,1.4983547,0.6106594
bib,0.9558807,1.1097939,1.4823823,0.3744706,1.4924386,1.3189943,1.1139016,0.8262484,0.5264517,0.41180587,1.1882513,0.52383465,0.0,0.85485053,0.3178513,1.1002185,0.7518679,1.414712,1.5054581,0.9266889,1.378263,1.3574532,1.3556875,1.0331959,1.2756087,1.4111933,0.9523889,0.82004637,0.74217653,1.5049496,1.1067896,0.7636317,0.9075471,1.0270877,1.207564,0.61946154,1.1260421,1.5594447,0.69236654,1.3731091,1.2151082,0.9604546,0.8943753,1.0467131,1.1721976,0.5558534,1.4301816,1.1224431,1.1773952,0.5603415,1.0994169,0.77475995,1.1989015,1.18892,1.2949543,1.3909872,1.0337254,1.3826144,1.1165172,0.66629195,1.3062787,0.86610794,0.95635504,0.823632,0.783761,0.77295804,1.2373929,1.1874373,1.1744995,0.47659326,0.7855736,0.31412822,1.1684147,1.0065413,1.5195172,1.0069416,0.9979752,0.47746706,0.8783208,0.99989843,1.2516387,1.4130604,1.190274,1.2248123,1.0249888,1.4157732,1.0133274,0.6957339,0.20890129,0.31872952,0.4851662,0.88829714,1.4759066,1.517684,1.0578326,1.1567482,1.2049625,1.351931,1.2057152,1.2768425,1.18833,1.2086012,0.7415343,1.4609091,1.2282974,0.86393154,0.6991077,1.0277418,0.65879714,1.0369701,0.39843035,0.7283084,0.5398313,0.8545457,0.82299817,1.112309,0.6227203,1.4932802,0.8938769,0.9787717,0.77767336,1.2229552,1.2056314,0.9810017,1.2336314,0.58655727,0.4143498,0.5326124,1.4437727,1.3216369,1.024186,0.8045981,1.080131,1.128606,0.8252146,1.0441145,0.9873605,1.4460626,1.4740934,0.87252384
bird,0.49414253,1.1923676,1.1416699,0.89264905,1.180119,1.145372,1.0210309,0.9624452,0.8964101,0.8750847,1.1456829,0.92448175,0.85485053,0.0,0.89208615,0.98684,0.85543275,1.2160906,1.2756839,0.969947,1.1422422,1.3695083,1.3002286,0.66026366,1.2758507,1.1319288,0.9663384,0.82815385,1.082201,1.2545724,1.1180103,1.0014032,0.99302197,1.1695044,0.8082091,0.9395036,1.0228925,1.2595305,0.93658763,1.1908387,0.75100124,0.6272173,0.9048897,1.1335789,1.1722755,0.9218511,1.1058567,1.0611485,1.0358702,0.905447,1.1459745,0.89246947,1.3018346,1.0153776,0.7783589,1.1427273,1.0948055,1.2604315,0.6514944,0.9071741,1.2347893,0.9910472,1.023101,0.9708184,0.9398109,1.0887369,1.2904247,0.7790855,1.0826662,0.9435811,0.94816524,0.91455317,1.1879632,1.1233809,1.2032436,1.0982,1.1005435,0.81704974,0.8227773,1.0981097,0.9138383,1.2569077,1.2821513,1.3270088,1.1220421,1.1742518,1.0926678,0.8019066,0.88851994,0.9385149,0.76985824,0.56170696,1.1978979,1.2565233,0.7524251,1.001477,1.2183359,1.1823405,0.89429086,1.0981867,0.79896784,0.89127874,1.1472559,1.1827108,1.0633024,1.0494916,0.803643,0.62852097,0.98023033,0.88161826,0.9437766,1.0446185,1.1073776,0.96804047,1.0149618,1.112223,0.88368773,1.2395838,0.94322073,1.1201719,1.1092482,1.0890323,1.127237,0.9045082,1.1473551,0.9716331,0.94304097,0.877036,1.1362625,1.3351147,1.1381892,1.0339028,1.2481862,1.0361078,0.8987849,0.88386214,0.98565996,1.3096254,1.2633443,0.91222525
blanket,0.9777159,1.2311009,1.5070093,0.4399432,1.4781051,1.2294352,1.1734712,0.8576056,0.355345,0.21315902,1.2079046,0.3436967,0.3178513,0.89208615,0.0,1.0086643,0.89124745,1.3530513,1.4330192,0.8862005,1.4719238,1.2440712,1.2321502,1.0959183,1.0821607,1.2756612,0.98969805,0.7341709,0.4783041,1.3885792,0.9046638,0.8015563,0.8281296,0.98376185,1.3065147,0.36026824,1.2634826,1.542033,0.5594578,1.3299091,1.2249352,0.970754,1.0542208,0.8344178,1.0959371,0.67815226,1.3462956,1.1894393,1.2255024,0.60123456,1.2126017,0.91708255,1.3361652,1.1346357,1.2697684,1.3458806,0.8819738,1.2781069,1.2126138,0.7203275,1.4326298,0.75390923,1.045687,0.97301424,0.87572557,0.96915907,1.385575,1.2124438,1.1016104,0.54473615,0.8005096,0.26691186,1.1349179,0.8862493,1.3549668,0.9713793,1.0267466,0.52634156,0.9038042,1.1404872,1.2818637,1.4406158,0.9501931,1.3742815,1.1799155,1.4892327,0.8496094,0.7481888,0.21496415,0.35716534,0.6363824,0.97156,1.3994408,1.4589512,1.1108868,1.220008,0.87378305,1.354741,1.1080279,1.2751317,1.2102855,1.2296544,0.76130617,1.285678,1.3067145,0.70717454,0.6248994,1.0981582,0.75328064,1.1161239,0.57791287,0.74096954,0.65338683,0.832115,0.71123016,0.9131057,0.5432404,1.4611179,0.7994477,1.0874321,0.58588135,1.2606318,1.1938072,0.97975546,1.2655364,0.54507744,0.5727489,0.47730732,1.3955287,1.4309477,1.1848768,0.8781308,0.79042834,1.1763889,0.912654,0.95922536,1.0075804,1.2468723,1.4889545,0.69979286
boat,0.90003055,1.2425842,0.9337018,1.245657,0.9203801,1.0738944,0.8589512,0.6432556,0.97080076,0.9656029,1.190732,0.9452426,1.1002185,0.98684,1.0086643,0.0,0.7046119,0.84675515,0.8334832,0.769529,1.0356506,1.0275872,0.8195166,0.889734,0.969187,0.5723275,1.0958749,1.1991576,0.964278,0.9908487,0.874828,1.0511205,0.98906195,1.1912463,0.98228145,0.9814355,1.1393638,0.9295501,0.76516855,0.9309039,0.8834485,0.9164834,0.84843993,0.98810023,0.9810762,1.1467702,0.9202385,1.1720444,1.1138333,1.1051822,1.2613895,1.1155623,1.3015347,0.8250611,1.0477576,0.83615613,0.99397254,1.0966285,0.8689494,0.94513154,1.2762779,1.0335792,0.7543014,1.1503854,0.98439956,1.2710302,1.129695,0.8708563,1.0557339,1.0369647,0.9660344,1.1882612,1.2298204,0.8062153,0.9501627,1.038503,0.9745176,1.0770123,0.80916286,1.1426544,1.0361356,1.0531589,1.0295137,1.3164575,1.2899859,1.0367192,1.0006374,1.0540751,1.1205626,1.1372832,0.93224263,0.9611741,1.0128562,1.0249509,1.0033783,0.93569195,0.9589784,0.9626091,0.84040356,0.86697525,0.87933695,1.0011158,1.1192774,0.67466676,1.1044353,1.1158309,1.1001023,0.90493065,1.2078414,0.93808156,1.2071846,0.9406869,1.3235903,1.0760112,1.1831831,0.9169973,0.7761953,1.0050353,1.1542637,1.0545369,1.0747947,0.9532474,1.1545122,1.1730069,1.0880651,0.99601823,1.1773357,0.8352225,0.89851165,1.2626188,1.1932281,1.0316232,1.0408535,0.5555398,0.63193154,0.82567286,0.79012287,0.9169531,1.005579,0.9550313
book,0.7204672,1.1863165,1.2000372,0.97790414,1.215185,1.178945,1.0457547,0.7118188,0.8669846,0.8098856,1.1909392,0.7593399,0.7518679,0.85543275,0.89124745,0.7046119,0.0,1.0978621,1.1691405,0.5402863,1.2581811,1.2011449,0.9994595,0.7322819,1.0696079,0.93684816,1.0945222,1.1601868,0.9527124,1.2478383,0.99034834,1.0692896,0.937988,1.014172,0.9785255,0.92932427,1.2063155,1.149261,0.6502603,1.1095144,0.9295989,0.75442636,0.61393213,1.0504032,0.895667,1.0736309,1.2089137,1.0624593,1.1416591,0.84197235,1.1831115,0.98990494,1.2546358,0.9481405,1.1090875,1.0889783,1.0683062,1.1402813,0.74674565,0.8624935,1.3036119,1.1450236,0.7939675,1.0397506,0.89953023,1.0302179,1.2170268,0.9377028,1.0724076,0.9213593,0.87875503,0.8847597,1.1316643,0.8661766,1.2157687,1.0925125,1.1841158,0.9455028,0.7082905,1.1230093,1.2088287,1.216101,1.2158589,1.3576354,1.2133934,1.1495198,1.0082994,0.99030113,0.8652122,0.7884923,0.21793747,0.8396317,1.1309055,1.1442685,0.970586,1.1505535,1.2999415,1.1289625,1.0298431,0.90327567,0.9237834,1.0016311,1.0407192,1.0331291,1.2032995,1.0952616,1.0137832,0.7120431,1.1558173,0.90580624,1.0476167,0.86533713,1.1996424,1.0469099,1.163177,1.0463529,0.78725225,1.2213649,1.0939615,1.016687,0.9343833,1.094716,1.2650471,1.0982919,1.2438954,0.88105977,1.0233622,0.5632476,1.1335158,1.3304641,1.2137514,0.87823355,1.2195551,0.6593176,0.37335587,0.943612,0.602747,1.1920192,1.2227416,0.9828152
bottle,1.2227207,1.0416709,0.52760595,1.4559512,0.41121894,0.68674934,1.0057809,1.097966,1.3631146,1.4043572,0.81249857,1.4170339,1.414712,1.2160906,1.3530513,0.84675515,1.0978621,0.0,0.37756848,1.0831938,0.81847954,0.66570115,0.36131775,1.1164798,0.69245183,0.6094204,1.1052369,1.1878612,1.1726129,0.49205476,0.9108901,1.0812217,1.2250047,1.122448,0.9698675,1.3281341,1.0740381,0.3027128,1.2538266,0.16703403,1.0013819,1.143951,1.0154817,1.0366898,1.115768,1.386085,0.6464089,1.1300385,1.0555755,1.2949517,1.155785,1.201939,1.0681146,1.0207223,0.73435986,0.20429152,0.9297676,0.81548667,1.059845,1.2455274,0.7645986,1.1540933,1.047518,1.1952821,1.2614448,1.4023414,0.6995085,0.9712616,1.0955749,1.2265046,0.9907401,1.466553,1.0595876,0.9778685,0.434915,1.168865,1.193033,1.4205922,1.1199658,1.1397917,0.9811683,0.31434727,0.66190815,0.7996463,1.1319757,0.71185297,1.1028478,1.0886405,1.4401965,1.4731705,1.3337119,1.1518399,0.36092353,0.37697834,1.0330038,1.1146421,0.78917503,0.38108766,0.8802002,0.75749564,0.9750736,0.99907756,1.2006798,0.65089464,1.06676,1.1879236,1.2613251,1.1554075,1.2501593,0.9777066,1.3440177,1.1944822,1.3896654,1.1051122,1.1184388,0.90322924,1.2515526,0.28447264,1.1118981,1.1726935,1.0419964,0.6858601,0.8353155,1.1285677,0.94485295,1.271831,1.3507122,1.3328977,0.50278014,0.79447585,1.0086925,1.1175408,0.7115091,0.72376585,1.1516424,1.0353899,0.9363369,0.5337568,0.24469423,1.143654
bowl,1.2368841,0.9824732,0.5332496,1.5052824,0.4338448,0.5968081,0.9618831,1.0683243,1.2101526,1.4808297,0.8032981,1.3926427,1.5054581,1.2756839,1.4330192,0.8334832,1.1691405,0.37756848,0.0,1.1116439,0.7001245,0.7266116,0.30765784,1.1407529,0.61143357,0.5956436,1.0870172,1.1960614,1.2080581,0.4256069,0.9922816,1.2523484,0.82586145,1.126526,0.8044271,1.3837738,1.0042741,0.45226508,1.3325139,0.33725095,0.98026544,1.1906898,1.1065017,1.0966588,0.9290535,1.3942106,0.58360064,1.0278063,0.8047521,1.3227398,1.043511,1.306589,0.9679998,0.9979867,0.7624018,0.53788525,1.0315945,0.73825514,1.0701159,1.2406512,0.77429295,0.9780653,0.97957665,1.2759358,1.2517004,1.304402,0.7216283,0.9709171,0.9887326,1.3977487,0.9965031,1.4758879,0.91746914,1.0876093,0.5093241,1.1211523,1.0551894,1.3259217,1.1352291,1.0963707,0.90046656,0.49357033,0.6611308,0.8394926,1.0675682,0.570798,0.9970246,1.1666427,1.5201417,1.5141879,1.4299369,1.2110848,0.5498526,0.5695993,1.0833411,0.98624754,0.6831091,0.63203263,0.9499898,0.3922689,0.97154224,0.97283226,1.087678,0.44123507,0.9090387,1.2169164,1.2335131,1.2271082,1.3035448,0.9424825,1.4378746,1.2093076,1.3336377,1.1434053,1.1378915,0.6194512,1.2831668,0.3686279,1.0805985,1.0786866,1.1250563,0.8109507,0.65071416,0.96211624,0.73763025,1.3368052,1.4559247,1.3276825,0.21317136,0.780329,0.981877,1.1843865,0.7702024,0.80824244,1.0388831,1.1195483,1.0595388,0.6462913,0.41015375,1.1725801
box,1.0176167,1.2524071,1.2846601,0.9430953,1.2815341,1.1393148,1.1560475,0.69684774,0.76183057,0.83149296,1.1958082,0.5823466,0.9266889,0.969947,0.8862005,0.769529,0.5402863,1.0831938,1.1116439,0.0,1.2545803,1.0173352,0.72490436,0.929543,0.6430472,0.88749355,1.1461834,1.2322924,0.6397956,1.1438524,0.69572234,1.0109866,0.8252972,0.8997995,1.1202793,0.73407197,1.1652089,1.273445,0.51217747,1.0853288,1.0059245,0.9579894,0.8591068,0.68512905,0.48400456,1.0303861,1.1655295,1.1427238,1.1411825,1.0197684,1.2246692,1.001127,1.2715635,0.97052073,1.2529161,1.1460674,0.87510455,1.0017487,1.0454127,0.8015863,1.3287957,1.0813816,0.8646637,1.0414438,1.0590378,1.0522863,1.2227032,1.0309365,1.0499214,0.98451704,0.82379806,0.97037464,1.025434,0.77228266,1.0671908,0.96437806,1.1665418,0.98303455,0.8575409,1.116019,1.1859859,1.2908804,1.0199099,1.3243458,1.2014539,1.1711575,0.62587845,1.1908458,0.96814,0.91198254,0.6705059,0.9919449,1.1957643,1.1828002,0.9702276,1.1866841,1.1572165,1.1605664,0.9477937,1.1120679,1.0203964,0.9751489,0.9216083,0.9164218,1.1066161,0.730355,1.0748968,0.9228986,1.0406709,1.0818268,1.093967,0.8503815,1.1513352,1.0236393,1.0920035,0.87625444,0.8477339,1.252116,1.1587281,0.9779515,0.818498,1.1214085,1.0935353,0.8713466,1.1289365,0.707289,1.0624683,0.5468642,1.1874663,1.3085648,1.2926742,0.9446684,1.0076305,0.7744214,0.57626796,0.9674048,0.74892735,0.9604235,1.257189,0.92727923
bread,1.04498,0.6889868,0.5901755,1.358212,0.5859232,1.0317297,0.6845511,1.2681733,1.4980476,1.523927,0.8656848,1.5045594,1.378263,1.1422422,1.4719238,1.0356506,1.2581811,0.81847954,0.7001245,1.2545803,0.0,0.8593277,0.9206741,1.1031175,1.1165149,0.8207284,0.9394487,1.184826,1.4335415,0.7578483,1.2650793,1.1140157,1.1735196,1.056791,0.70925486,1.4463533,0.51114726,0.5551057,1.4682169,0.87173307,0.94049656,1.0727189,0.9572635,1.3116267,0.9866023,1.2106199,0.81649685,0.6932906,0.7061709,1.2512469,0.71657073,1.1327301,0.5701702,0.89744693,0.81165665,0.76769865,1.0996342,0.86238426,0.8435352,1.3585514,0.5113087,0.91647756,1.0265056,1.064613,0.9971342,0.9808275,0.60609484,0.9472233,0.9823828,1.2813227,1.3150873,1.3779322,0.8606714,1.2195094,0.85788065,1.0478834,0.9205829,1.1628227,1.2118999,0.82548976,0.583506,0.5640035,0.8955704,0.613686,0.79015654,0.4578926,1.3224553,0.99563557,1.421379,1.4165139,1.3922563,1.1109114,0.76867574,0.6732935,1.0328884,0.77365047,0.87755394,0.6271787,1.0369806,0.68204844,0.95578516,0.83565503,1.1221046,0.8430901,0.8381932,1.4002784,1.2330503,1.0953537,1.1487865,0.9991782,1.225538,1.2474395,1.0121279,1.184164,1.1787457,1.2695113,1.379604,0.55378944,1.1722306,0.77202564,1.2276255,0.93492794,0.9284558,1.1902264,0.56675404,1.3600309,1.242113,1.5597953,0.6196647,0.49019992,0.62264144,1.2124271,1.0006025,0.99722934,1.1384254,1.1517467,1.1613991,0.91990525,0.5864429,1.4136921
broom,1.2595543,0.9339406,0.8591019,1.3351142,0.8139761,0.79363024,1.1166615,1.1383667,1.3137474,1.283689,0.7455517,1.2020503,1.3574532,1.3695083,1.2440712,1.0275872,1.2011449,0.66570115,0.7266116,1.0173352,0.8593277,0.0,0.5831985,1.1268704,0.48912144,0.8045639,1.1629261,1.0775595,0.8788708,0.484262,0.80454993,0.88199013,1.1644186,0.7309139,0.9701439,1.1801207,1.1133423,0.548942,1.0460399,0.7640606,0.9846425,1.252965,1.1650195,0.73587316,0.7139094,1.1349717,0.6625054,1.0818645,1.2111104,1.298503,0.9457996,1.2737848,0.9093485,0.9846323,1.0084343,0.78327644,0.91270196,0.5353911,1.2354543,1.2749939,0.82226396,1.0785171,1.2422123,1.2333477,1.2992761,1.267918,0.80247676,1.1040404,0.70096207,1.0969422,1.1697888,1.3316798,0.5853239,0.585135,0.50434005,1.1262958,1.0000889,1.4195733,1.2743716,1.1347669,1.0246288,0.8016188,0.40936673,0.69646204,1.1464843,0.75439644,0.86791366,1.2180704,1.4120443,1.287957,1.3752775,1.3173797,0.6882583,0.6367148,1.0347232,1.0183223,0.6919574,0.7764537,0.81965256,0.9526412,1.1088471,1.1306534,0.9062572,0.7128249,0.9710795,0.8439078,1.1740395,1.249166,0.9053526,1.1122198,1.2223558,1.2631171,1.0936044,0.81265366,0.89487547,0.9525413,1.2971305,0.6691289,1.015923,1.0343716,0.8556677,0.7674084,0.77742094,1.0137446,0.9464692,1.0204829,1.2132685,1.3221288,0.84360766,0.82236165,1.0739461,1.1035644,0.42464614,1.1065876,1.2375789,0.94826365,1.0630622,0.19279599,0.6543964,1.0043294
bucket,1.3431801,1.1473922,0.7965315,1.352832,0.6813921,0.7856185,1.0944437,0.9244637,1.0595967,1.2683934,0.8902889,1.1337193,1.3556875,1.3002286,1.2321502,0.8195166,0.9994595,0.36131775,0.30765784,0.72490436,0.9206741,0.5831985,0.0,1.1997459,0.21164578,0.5855613,1.0986012,1.2335914,0.92227805,0.534915,0.8129364,1.0912486,0.961852,0.9924402,1.061504,1.165698,1.1547949,0.58351994,0.9850339,0.3701198,1.0103776,1.2322035,1.0993618,0.85953045,0.78371006,1.2822207,0.70367,1.1637402,1.0698432,1.2532014,1.2316098,1.2564932,1.131554,0.94806296,0.9590931,0.5667752,0.9138013,0.7565397,1.2214937,1.1121122,0.9801137,1.0458746,0.9789372,1.2656595,1.2684697,1.3368733,0.8687074,1.0708622,1.0119601,1.2036625,0.8709114,1.3354589,0.9373451,0.8127769,0.5424637,1.1158402,1.1113008,1.3070185,1.1473982,1.2043219,1.0625463,0.65820885,0.55798244,0.99558127,1.2416174,0.7983138,0.7864623,1.2043436,1.3681629,1.3815649,1.2588149,1.2454275,0.67233545,0.66440684,1.0779277,1.0878932,0.74357367,0.68723345,0.8616202,0.76394796,1.069725,1.0813109,1.0208288,0.5233338,1.0347118,0.8641947,1.235731,1.2251472,1.2301604,1.0993465,1.3354372,1.2113227,1.287219,1.0071906,1.0101854,0.7200867,1.1627842,0.55200696,1.0926802,1.0554395,0.89334756,0.85108155,0.8002078,1.0095705,0.8798386,1.1013451,1.3360538,1.0662625,0.5450498,0.9641227,1.130068,1.1175172,0.62284803,0.7727545,1.0014346,1.0543697,0.9443286,0.50089747,0.5541462,1.018322
butterfly,0.43285936,1.2810762,1.1512841,1.1810906,1.1717287,1.1410301,0.96603584,0.91770273,1.0717552,1.1335047,1.2356694,1.111148,1.0331959,0.66026366,1.0959183,0.889734,0.7322819,1.1164798,1.1407529,0.929543,1.1031175,1.1268704,1.1997459,0.0,1.1895057,0.94657075,0.9988429,1.0284513,1.1617984,1.0104043,0.9661121,1.0351408,1.0191677,1.040983,0.8317547,1.1469443,1.0632855,1.1687934,0.9439143,1.1950566,0.618205,0.511608,0.6540802,1.0155536,1.181076,1.1291641,1.1113142,1.0463973,1.0759032,0.9315367,1.2185405,1.0527179,1.3006573,0.9506318,0.96594375,1.0919038,1.0346564,1.0059167,0.36648118,1.0298667,1.2406803,1.0266461,0.91286445,1.098316,0.9320022,1.1329064,1.2254608,0.55256605,1.0809861,1.0955243,0.95983744,1.1401821,1.038541,1.0144699,0.97614986,1.0738009,1.0736699,0.9642263,0.8086209,1.1995492,0.8280355,1.2444599,1.0731518,1.3074561,1.104634,1.0127825,1.0544958,0.9464343,1.1113452,1.0899179,0.75392437,0.8301333,1.14511,1.1629201,0.89329183,1.020173,1.2190452,1.1515149,0.81854284,0.923224,0.52782136,0.7556401,1.051754,1.1025438,0.96802557,1.1326225,0.9096524,0.2728672,0.9606891,0.8105587,1.1615775,0.99107736,1.2374508,1.0662699,1.0911291,1.0272053,0.9898166,1.2178209,0.94759756,1.1697114,1.1147077,1.1398702,1.0271261,0.92486453,1.1805297,1.0049374,1.160156,0.9665394,1.0171419,1.3387712,1.2934674,0.9988222,1.0914563,0.8139346,0.8318379,0.9450638,0.84994483,1.0391904,1.2664728,0.999055
can,1.3470042,1.2023346,1.0643941,1.1725755,0.9839371,0.8860623,1.2480239,0.9783208,0.8871559,1.0667474,0.9906635,0.8911457,1.2756087,1.2758507,1.0821607,0.969187,1.0696079,0.69245183,0.61143357,0.6430472,1.1165149,0.48912144,0.21164578,1.1895057,0.0,0.7292702,1.1822267,1.0974886,0.6447539,0.6059489,0.6023329,0.95430213,0.88953006,0.8389536,1.1399442,0.93865556,1.2725656,0.89407307,0.7822726,0.6638221,0.99154437,1.2078246,1.1730032,0.5479365,0.68329144,1.1263374,0.79175735,1.1951569,1.1996584,1.2164843,1.2271627,1.1848227,1.1833508,0.9211757,1.1649681,0.8388513,0.8245573,0.6757396,1.3466172,1.0258664,1.1269274,1.1021923,1.1992043,1.1907125,1.2943081,1.2739015,1.0095801,1.0855016,0.96692145,1.0787714,0.84954655,1.2298856,0.80583936,0.64482486,0.56851137,0.99982595,1.0925444,1.3418617,1.1446006,1.1882827,1.2142265,0.9616623,0.5505995,1.045529,1.2336968,1.0058931,0.45635045,1.2678618,1.2699854,1.2136229,1.20243,1.2283037,0.863302,0.8605324,1.066405,1.1544544,0.76547664,0.91982496,0.75117457,1.0473762,1.0816369,1.1437203,0.94651,0.6049577,1.0354944,0.43207502,1.1614873,1.2182286,1.0727766,1.2657527,1.1904595,1.1640589,1.1705623,0.87143385,0.8260243,0.634542,1.0633569,0.88707966,0.9926051,1.1314079,0.8306699,0.91846186,0.74347293,0.92616254,1.0132048,0.90987825,1.1867211,0.85288924,0.853662,1.100268,1.288318,1.1726468,0.5665514,1.0145969,1.060527,0.944946,0.9605912,0.40218848,0.8715574,0.78343844
car,1.0617257,1.1123874,0.8379499,1.4565802,0.76222664,0.96036,0.9781642,0.96032083,1.2603986,1.2749524,0.98756284,1.266275,1.4111933,1.1319288,1.2756612,0.5723275,0.93684816,0.6094204,0.5956436,0.88749355,0.8207284,0.8045639,0.5855613,0.94657075,0.7292702,0.0,1.0477687,1.2552856,0.99367464,0.66620046,0.85646856,1.0531423,1.1015203,1.1192739,0.97752905,1.1732409,1.0875201,0.71146697,0.9974757,0.74012107,0.82987624,0.9424602,0.83984625,0.9642675,0.93031454,1.2897627,0.6980097,1.0296196,1.1127416,1.2118095,1.2169061,1.180263,1.1487871,0.70941806,0.9467003,0.65867203,0.89708847,0.8809835,0.89011836,1.2031105,1.0194424,1.0081187,1.0406822,1.1709703,1.1218436,1.348322,0.850767,0.8170255,1.0489947,1.2345359,1.1053895,1.3796235,1.0830756,0.87575215,0.654897,1.0850282,1.2000611,1.2842302,0.80720925,1.1544106,0.99592394,0.8344991,0.75098205,1.1083355,1.2223041,0.8640132,0.9210623,1.1911684,1.4088515,1.3896877,1.2324462,1.0869403,0.78683096,0.7838739,0.964419,1.0314938,0.7470845,0.7945675,0.7171939,0.7692104,0.7989563,0.99410444,1.09947,0.47714615,1.0548815,1.0656353,1.2386777,0.9476863,1.2680911,1.0109593,1.3814255,1.0854346,1.3568223,1.1954198,1.1886522,0.81325233,1.1168554,0.6973773,1.1909146,1.1841235,1.1309085,0.84440726,0.9727153,1.1431491,0.99920774,0.9963129,1.3583236,1.1587709,0.6072892,1.0589031,1.1775725,1.2341582,0.81145114,0.62565714,0.9732353,0.72308415,0.77133,0.6098696,0.72935545,0.96101356
