,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
radio,1.3362732,0.88706154,1.149374,1.3770595,0.80358887,0.6837636,0.95523363,0.64294195,1.2436033,1.3435388,0.8551602,1.2495968,1.3760958,0.8259815,1.3756577,0.6564392,1.133592,0.6508541,0.5963044,0.86605334,1.0251136,0.92205024,0.67419124,0.7310052,0.83471036,0.40793204,1.2164811,0.8743196,0.6772751,1.1801652,1.1543322,1.2115313,1.1304779,1.1822526,1.1228468,0.62329066,1.2851291,0.65188277,1.1264225,0.827412,0.973034,1.1629033,0.9287429,0.9490413,1.2240301,1.0964013,1.2793683,1.0295396,0.9345,0.6455794,0.6677651,0.9977743,0.9222169,0.7203326,1.1917934,0.622089,0.96552545,0.90998745,1.2687358,1.2948829,0.6741631,0.92908245,1.138255,1.3477967,1.0022861,1.417181,0.8224189,0.6041588,0.77540445,1.3673077,1.2620184,0.68214357,1.1927415,0.8485446,0.8229567,0.72294307,0.7919836,1.0715448,0.87741536,1.0070065,0.9695343,1.4274946,1.3699301,1.3320012,0.6187614,0.64356244,0.7157494,1.1043147,0.94868726,0.66471267,0.8309908,0.8610693,0.8327528,0.81812644,0.96862686,0.0,1.143513,0.8310128,1.3031507,1.1255708,1.4059976,0.77749354,1.1889639,1.0729256,0.8668939,1.2108469,0.47106016,1.1961882,0.852777,1.0452425,0.9618907,0.6106896,0.9491678,0.8205931,1.3715861,1.1399395,1.3115134,0.6986481,0.9456617,1.1497217,1.355511,0.8687788,0.6787167,1.2444323,0.76424074,0.6769916,0.6614895,1.1967982
refrigerator,1.0307775,1.1516967,1.2486744,0.9482893,1.3100202,1.2175261,1.278913,0.7724167,0.5805407,0.609792,1.0445437,0.60469204,1.0408466,1.0075265,0.8254039,1.0526547,0.99992144,1.0863827,1.1469002,0.80252695,1.1136451,0.6855426,0.87122464,1.240484,0.33466244,1.0235729,0.8023043,0.3708346,1.0659261,0.38122642,0.8372255,0.852757,1.1531914,0.5139739,0.99435365,1.2744489,0.54092944,1.1653864,1.0850955,1.1079926,1.2158962,0.23028815,0.5283038,1.3720026,0.89980954,1.1957498,0.9753988,1.2935044,1.0291913,1.3174698,1.0336796,1.1337954,1.0227911,1.4150712,1.0157547,1.3433214,1.2384524,1.4235371,0.99367785,1.1201828,1.2817466,1.156744,0.75184995,0.90496516,1.0125233,0.90757334,1.0248638,0.6701177,0.82171035,1.0830702,1.1578348,1.0935299,1.1360364,1.2829041,1.2980328,0.8665273,1.2170956,1.1275319,1.272059,0.3280139,1.1072079,0.9423625,0.8937047,0.91766346,1.1804495,1.1711357,1.0371857,1.1036761,1.109126,0.7369698,0.907678,1.1367005,1.1296015,1.257623,1.0139124,1.143513,0.0,1.252886,0.99169445,1.1037744,0.9041882,1.2005556,0.93762654,1.0287889,0.66778433,0.8341224,1.4039962,0.7113342,1.1159954,1.1065338,0.8961561,1.252666,1.0681514,0.94210786,0.8927852,0.7789087,0.6518038,1.2939212,1.3166294,1.321464,1.0778991,0.8241625,1.3362082,0.99720347,1.1129869,0.44762993,1.3127842,0.5063344
rooster,1.0227661,0.94182247,0.9308249,1.1055127,1.0314947,1.0341259,0.9412901,1.1374936,1.3365352,1.2891885,1.0800976,1.2822702,1.2388021,0.7175021,1.2744443,0.97710824,1.0304404,1.0191296,1.0586083,1.1071787,0.8945597,1.1138026,1.1715763,0.41202474,1.215928,0.8271491,1.106517,1.2163855,0.9781618,1.2044678,1.0698733,1.1036911,1.2185107,1.2184603,0.79191136,0.8563684,1.2248051,1.0651387,1.0951772,0.8419965,0.6955789,1.2121397,1.0897214,0.9161692,1.187032,0.86072576,1.0462626,0.82179725,0.8968879,0.59209025,0.9422477,1.0417473,0.9140583,0.4338073,1.2123989,0.6700818,0.9017711,1.012207,1.003209,0.99118686,0.8204126,0.505788,1.2377741,1.1533482,1.2104075,1.2493619,1.0418389,0.98199356,1.0228628,1.1501223,1.0030257,0.90018225,0.9120304,0.66650397,0.9323676,1.1201869,0.7780282,0.89873374,0.8646232,1.1308142,0.73635423,1.2922267,1.170567,1.0627968,0.96386826,0.887853,1.0059282,1.0580785,0.76681554,1.0185615,0.9464167,1.1021615,0.6421411,0.74309564,1.1624951,0.8310128,1.252886,0.0,1.0570478,1.1782607,1.1258221,0.9943069,0.9645723,0.834659,1.2115346,1.1574101,0.8018074,1.0561925,0.8609689,1.0391637,0.97949433,0.8826091,1.1292156,0.9127511,1.1409875,1.1721694,1.290075,1.037204,0.8175632,0.8563432,1.177567,1.2188109,0.97736526,1.2246131,0.7324776,1.1949207,0.81800914,1.2019883
scarf,0.7190608,1.1655611,1.1096789,0.5922559,1.364933,1.3100741,1.106427,1.2267759,0.8110539,0.6723865,1.2695285,0.78958523,0.4448043,1.0975109,0.63843477,1.1641756,0.9214724,1.3349152,1.3174443,0.9937158,1.1543442,1.1533659,1.2348318,1.2407012,1.1913866,1.2132027,1.0794855,1.0074233,1.4063649,0.94433933,0.97295254,0.59876084,1.1175963,0.79912066,0.97482806,1.3459288,0.736086,1.3976367,1.0807877,1.1184435,0.8758534,1.0096521,1.1025218,1.241278,0.9882343,0.8577093,0.43260247,1.0136641,0.98108095,1.2566808,1.3667228,0.96445996,1.1179354,1.1387897,0.9128155,1.2317476,0.8614942,1.1810173,0.4377371,0.79241973,1.0378299,1.1593874,0.9476286,0.6724071,1.1782002,0.6006996,1.2476946,1.2057862,1.3618947,0.83366334,0.78760266,1.2126021,0.8619629,1.2306843,1.2461768,1.1567718,1.1679146,0.8810061,1.2577901,1.0338119,1.1570168,0.5397902,0.6288758,0.78653246,1.2930472,1.3322537,1.177594,0.9609125,1.0533844,1.2214245,1.144186,1.2572875,1.1611689,1.1034318,0.80279416,1.3031507,0.99169445,1.0570478,0.0,0.9581845,0.6370214,1.1141486,0.72421014,1.0269592,1.1498126,0.89293003,1.338366,1.0601509,1.0621954,0.8594433,1.0481998,1.3192077,1.0678349,1.0048925,0.5637318,0.88656414,0.7613934,1.2678664,1.088945,0.84561634,0.8030922,1.0389847,1.1808966,0.79841614,0.9711278,1.1414816,1.238896,0.95246047
scissors,0.6028593,1.397275,0.97245514,0.93952084,1.1617026,1.090091,0.7855365,0.94803387,0.7282045,0.7548797,1.1566628,0.7463342,0.74543613,1.0627929,0.84478766,1.0329543,0.73140967,1.2528731,1.0155549,0.89145386,1.1444376,1.040583,0.9671227,1.0973449,1.253396,1.1506729,1.161523,0.96842384,1.1521302,1.0292388,0.9757563,0.8689747,0.63872695,0.9483504,1.2679067,1.3238943,0.776291,1.1110011,0.8089859,0.98690736,0.86166126,1.1060151,1.0260683,1.1108073,1.0164173,1.2156544,0.9577021,1.2934002,0.8410125,1.3199105,1.1812161,1.0778794,1.1904149,0.85635185,0.6227484,1.3645959,0.95072967,0.9903187,1.032083,0.92430663,1.3954965,1.0022129,0.50209236,1.0415416,0.82589966,0.90617645,1.02859,1.1799885,1.0824453,0.71754456,0.6679058,1.0988226,1.0563357,1.1465743,1.3728418,1.2549884,1.4626342,1.2630873,1.2390507,1.0073177,0.95962584,0.8201088,1.0626218,0.6716626,1.2273489,1.3202455,1.041783,0.7854687,1.1061845,1.4284173,0.91954446,0.86555755,1.0940775,1.3310593,0.8543742,1.1255708,1.1037744,1.1782607,0.9581845,0.0,1.0038391,0.9525621,1.2736125,1.2543342,0.77811646,0.7869868,1.3312972,1.0774938,1.2550614,0.9121947,1.0707213,1.0838007,0.7041593,1.133981,0.9552469,0.75486296,0.5940434,0.8914581,1.4176928,0.9036366,0.41939443,1.124026,0.66462386,0.62934273,1.0232745,1.1078476,1.3864038,1.0017802
shirt,0.74032044,0.93713,1.1661146,0.45299053,1.3471941,1.370333,1.1395411,1.3099489,0.74497926,0.57641923,1.120882,0.6664088,0.56159425,1.1647757,0.48361808,1.3389077,1.05271,1.3635066,1.4272122,1.1393178,1.1312457,1.2474972,1.3803766,1.2132729,1.2246394,1.3241359,0.72550416,1.0069848,1.4008999,0.8261771,1.0124716,0.7973392,1.160127,0.7596977,0.8092796,1.3928819,0.82295626,1.4566604,1.1214715,1.1093367,1.0649985,1.0106515,1.05766,1.2544162,0.5083324,0.97390753,0.622467,0.9555663,0.9935627,1.3955591,1.3389543,0.9792048,1.0469227,1.2962346,0.7720753,1.284796,0.9132091,1.3803132,0.64760005,0.7790134,1.1596645,1.2093031,0.9840832,0.16001433,1.2759056,0.3132522,1.2552187,1.2977529,1.3517401,0.9065721,0.92489266,1.252271,0.8325495,1.2699127,1.162504,1.2783694,1.1345037,0.96116626,1.325814,1.0745975,1.1886822,0.32124263,0.3128339,0.81269944,1.3063264,1.3258057,1.2369652,1.1044194,1.0361949,1.234724,1.1950028,1.3890734,1.1699446,1.1277462,0.79246575,1.4059976,0.9041882,1.1258221,0.6370214,1.0038391,0.0,1.2009058,0.40240502,1.0729073,1.1492647,0.7859087,1.3696535,0.65312827,1.0886762,0.8509043,1.0727206,1.4235141,1.1039863,1.131576,0.0809921,1.0110768,0.7239516,1.3353939,1.0370717,0.95265424,0.8116398,1.1657037,1.4177423,0.94586354,1.0752163,1.1942586,1.2492691,0.8401978
shoe,1.0195119,0.86852884,1.0727211,1.101075,1.0301623,0.95093703,1.0404488,0.8831737,1.2202326,1.2395601,0.97809494,1.231736,1.1101323,0.92216855,1.1784507,0.9973074,1.023004,1.0089233,0.950205,0.8929795,1.0191139,0.96204394,1.0097226,0.9178471,0.9750016,0.9291866,1.1880218,1.0090911,0.9382366,1.1437851,1.1369336,1.034474,0.89350796,1.1968938,1.0337793,1.0652736,1.1624962,0.95018476,0.8685789,0.75970834,0.8423658,1.1292207,1.1051879,1.0995746,1.0889229,1.0372148,1.1646599,1.0323467,0.9915058,1.0548966,0.9560988,0.217781,1.2605753,0.7918077,1.1349092,1.0108249,0.60956097,0.85555375,1.1574912,0.96058726,0.9867706,0.90580004,1.0873498,1.1455239,0.75475353,1.0832602,0.942204,0.8763426,0.92313683,1.1689885,0.75589055,0.83672523,1.0436863,0.9939402,1.1424239,0.85294616,1.0779923,1.0348221,1.0355357,1.0302798,0.795365,1.0858862,1.0899118,1.1158886,1.0556675,1.109127,0.6444472,1.1095061,0.9901323,1.0481484,0.89979774,0.9941497,0.86711645,1.0785787,0.81292766,0.77749354,1.2005556,0.9943069,1.1141486,0.9525621,1.2009058,0.0,1.1262107,1.0561914,1.0049689,1.1647938,0.7702813,1.259231,1.2011337,0.45070732,0.96533763,0.93473285,1.0569413,0.7368728,1.1989356,1.0517939,1.1393456,0.8549978,0.98646563,1.1241344,1.0711248,0.8231916,0.7746544,1.1037196,0.9988428,0.9286612,1.0543823,1.1974101
shorts,0.8914439,0.7583219,1.1672442,0.52717197,1.2840117,1.2735789,1.0462983,1.3226203,0.8956537,0.76527417,0.95879775,0.77497494,0.7481768,1.0436027,0.62089366,1.2691991,1.2249658,1.2544835,1.3395964,1.2023084,0.9395151,1.2246615,1.3062497,1.1625153,1.1340501,1.1861972,0.7575014,0.9614626,1.3359102,0.9022218,0.9152698,0.99419904,1.2425753,0.7770315,0.7566452,1.1136086,1.041877,1.3423505,1.2593495,1.065813,1.1372259,1.0396308,1.0000415,1.1869664,0.64960706,0.95669454,0.8607633,0.7924017,1.1200414,1.0724485,1.2945361,0.91666704,0.8599828,1.1697612,0.9297311,1.0613967,0.759,1.3218323,0.85687494,0.80396247,0.92858696,1.1975253,1.1357536,0.29350293,1.469634,0.39641738,1.1538378,1.1295983,1.4010878,1.0434848,1.0101708,1.1772237,0.9877142,1.1418145,1.0436922,1.1058754,0.90297425,0.9887465,1.206182,1.1023575,1.2785057,0.56211436,0.23731685,1.0262344,1.0980855,1.005723,1.1587504,1.0078483,0.9209844,0.9690704,1.3111963,1.3670652,1.1367103,0.9698285,0.7305353,1.1889639,0.93762654,0.9645723,0.72421014,1.2736125,0.40240502,1.1262107,0.0,1.0012057,1.1975449,0.89053774,1.0410432,0.7529335,0.7464176,0.75955844,1.0132542,1.2710253,1.1520438,0.988742,0.39808357,1.1666353,0.9515094,1.3707052,0.8150716,0.8770678,0.985716,1.1107507,1.4931642,1.0948664,1.0410528,1.1371319,1.0056914,1.0060425
shovel,1.2459224,0.8407609,0.9725108,0.9738257,1.0657924,1.0808513,1.1139207,1.1881399,1.1738863,1.216655,1.019274,1.1953166,1.1163572,1.0602703,1.128507,1.1483976,1.2094212,1.0633199,1.0559032,1.1402881,0.7716025,1.0165484,1.151613,0.9941992,1.0010778,1.1260751,0.7987832,1.1401613,0.9376912,1.1393607,0.98244786,1.0150336,1.1439195,1.1189643,0.7439213,0.9058957,1.2025831,1.0097967,1.0457952,1.123458,1.082243,1.008474,1.0466598,1.00952,0.9640624,0.4304937,1.0320505,0.6132761,1.1141344,0.9145819,1.0846168,0.94432396,0.9976761,1.0242015,1.0716804,0.64563245,1.0074526,0.94724876,0.9417851,0.7888255,0.90328026,0.99901813,1.1469405,1.1735152,1.1125671,1.0781567,0.9133515,1.02864,0.9618569,1.1129799,1.0229138,1.1358123,0.6814289,0.9438,0.8247429,0.9664218,0.65366304,0.45407128,0.9472742,1.0476677,1.1023773,1.1307052,1.0435582,1.2147098,0.98448676,0.87253094,1.0598191,1.1199974,1.03824,0.8681172,1.1147152,1.0351982,1.0612533,0.83469,1.1274511,1.0729256,1.0287889,0.834659,1.0269592,1.2543342,1.0729073,1.0561914,1.0012057,0.0,1.0871336,1.173423,0.8798383,0.9499448,0.93764704,1.1388518,1.0362246,1.024417,0.9824506,1.0132445,1.1792493,1.0367981,1.2869813,1.0018743,0.608199,0.87648714,1.1188812,1.1030121,1.2750051,1.2095873,1.1783308,1.1114686,0.72208285,1.0120596
sink,1.0302353,1.1843046,1.0993212,1.0553813,1.2352684,1.1468608,1.0260471,0.7083291,0.48966765,0.875173,1.0595342,0.7634592,1.002525,1.0354489,0.9644866,0.96196234,0.9360164,1.207041,0.72302866,0.8104763,1.0228177,0.8850644,0.61562735,1.1669356,0.6854895,1.0051041,1.1088787,0.62262464,1.0388694,0.8720654,0.87795,0.9299434,0.8837248,0.7461805,1.125334,1.2842511,0.8742206,0.9348645,0.863858,1.1594516,1.0926578,0.7365929,0.65469486,1.1484518,1.1131427,1.2337027,1.087003,1.3002222,0.99975914,1.1690935,1.1372126,1.1345246,1.1366024,1.1121209,0.939684,1.3322728,0.9737102,1.1105543,1.142642,1.050346,1.3495439,1.0710264,0.73753846,1.1314493,0.76204455,1.075355,0.87168133,0.984917,0.86336344,0.9308453,0.92733055,1.0888106,1.1091282,1.1472294,1.3421252,0.8404201,1.302743,1.1396099,1.152175,0.5760864,0.93326384,1.0897729,1.1234639,0.90880483,1.0084335,1.1168168,1.0196313,0.9851068,0.97588444,0.7853288,0.97507274,0.58882916,1.2182556,1.2181951,0.89320207,0.8668939,0.66778433,1.2115346,1.1498126,0.77811646,1.1492647,1.0049689,1.1975449,1.0871336,0.0,0.96714336,1.2516326,1.0494173,1.1360965,1.0767136,0.9713859,0.93507373,0.85780877,0.8865752,1.1166013,0.780895,0.7297403,0.8428974,1.3441988,1.1992996,0.87749636,0.8293499,1.005126,0.79878217,1.1033694,0.7901472,1.3358235,0.92065704
slide,0.70042145,1.24551,1.0372155,0.8797139,1.1573677,1.1075401,0.8738955,1.024446,0.67241925,0.56151587,0.98357147,0.6200533,0.76595616,1.1155667,0.69918364,1.0983425,0.7971263,1.2291324,1.1979785,1.0406113,1.1544068,1.1270427,1.096391,1.1768899,1.1516771,1.095939,0.88366425,0.8753777,1.1785786,0.846067,0.9179226,0.91884154,0.9789745,0.74539834,1.119637,1.2587013,0.7018074,1.272349,1.0522255,1.1101965,1.0393245,0.94324034,0.8881753,1.119981,0.7003666,1.0688902,0.8616974,1.2619929,0.8027385,1.2277666,1.257762,1.1440134,1.0626379,1.0491477,0.7479203,1.2956928,1.1576959,1.2031331,0.92695916,1.0904392,1.2357155,1.1434041,0.73599845,0.74104625,1.0532978,0.7063267,1.247537,1.1215942,1.2806885,0.7742221,0.9370075,1.1982021,1.0764687,1.2027,1.2288684,1.3347678,1.3641392,1.1297989,1.1644334,1.0413237,1.0001667,0.68301713,0.7690166,0.7237116,1.2169496,1.2512379,1.1203196,1.0023472,1.1279323,1.2701173,1.0017678,1.0584275,1.2139635,1.2468066,0.9668015,1.2108469,0.8341224,1.1574101,0.89293003,0.7869868,0.7859087,1.1647938,0.89053774,1.173423,0.96714336,0.0,1.3128092,0.81362724,1.0422198,1.080398,1.0068767,1.2237422,0.96927774,1.1329458,0.7408726,0.7796459,0.58893484,1.1597922,1.3318872,1.0569129,0.82457143,1.2346939,0.9584693,0.76227146,0.97167224,1.1170099,1.2425258,0.73805547
slipper,1.5079179,0.583633,0.98191774,1.3279169,0.40975338,0.45596611,0.9501359,0.94038105,1.5948036,1.638207,0.65892017,1.5680941,1.4967713,0.89026886,1.5537537,0.7931251,1.3490382,0.3596558,0.6559127,1.2120744,0.953665,1.0139439,0.87987417,0.6322271,0.9757356,0.76327145,1.084674,1.3330078,0.49617803,1.3741794,1.1705966,1.3029177,1.102556,1.5032327,0.9877074,0.17629504,1.5843122,0.44851005,1.1855509,0.8835016,1.1812063,1.3583797,1.1915746,0.7178401,1.1597116,0.8876674,1.3283777,0.5855705,1.2485583,0.43072605,0.52854884,0.8090155,0.62832415,0.8195941,1.3311934,0.21457493,0.9770231,0.6131179,1.2602785,1.151421,0.26461494,1.0268116,1.3821187,1.3422008,1.1361204,1.4519228,0.6804213,0.8145352,0.7330893,1.3531623,1.3223046,0.7031609,0.9929484,0.7556705,0.2300899,0.79977775,0.33183348,0.89401305,0.6229579,1.2960387,1.0428048,1.4793844,1.334582,1.5228338,0.3069085,0.2867242,0.63914824,1.1402305,1.023923,0.71871555,1.033073,0.9607845,0.8561008,0.6016125,1.1029469,0.47106016,1.4039962,0.8018074,1.338366,1.3312972,1.3696535,0.7702813,1.0410432,0.8798383,1.2516326,1.3128092,0.0,1.2024548,0.74586797,0.96755356,1.066451,0.45481813,0.92944044,0.9263507,1.41864,1.3119596,1.6532993,0.6875887,0.41088295,0.8925574,1.3849465,1.0412489,0.880226,1.4272666,1.085978,0.94910735,0.17624348,1.3676698
snow,0.9650137,1.0071322,1.2477739,0.8009677,1.2017725,1.2345719,1.1175812,1.0708035,0.77734387,0.68072265,0.8891524,0.72433746,0.87352836,1.1094608,0.6327793,1.1547364,1.0589086,1.1380552,1.2721926,1.1349353,0.99860024,0.97531307,1.2116109,1.1367545,0.9996258,1.2009608,0.4143207,0.94858366,1.1311214,0.76992786,1.0714463,1.0386915,1.1428696,0.8131199,0.86601555,1.131977,0.87294686,1.2745719,1.1319711,1.1395302,1.2038273,0.7612246,0.86417127,1.2349422,0.46904004,1.0645323,0.9129462,1.0545881,0.99396634,1.1569362,1.0953431,1.1091322,0.9562394,1.2291147,0.81987953,1.0941484,1.1174095,1.3299863,0.96664095,1.0039668,1.1218463,1.1169442,1.0027599,0.672884,1.2136238,0.74407464,1.035349,1.0274984,1.0571944,1.028399,1.1106889,1.1380012,1.0530623,1.1156038,1.0593454,1.0334233,1.0101281,0.9938009,1.2105489,0.9335707,1.1365238,0.7575885,0.8098377,0.87978816,1.0314887,1.0501056,1.1623896,1.1264038,1.1501664,0.8766717,1.0539887,1.2077955,1.1423212,1.1553018,0.97943294,1.1961882,0.7113342,1.0561925,1.0601509,1.0774938,0.65312827,1.259231,0.7529335,0.9499448,1.0494173,0.81362724,1.2024548,0.0,0.9993908,1.1167666,0.9147699,1.1427802,1.0079705,0.9821844,0.74933064,0.9839695,0.878626,1.2885053,1.070458,1.1369605,0.96378565,1.0297333,1.3896494,1.0436469,1.1321001,1.0696633,1.062643,0.68727
soap,1.2234479,0.81703293,0.98937875,1.0718225,0.922446,0.90971464,0.7684448,1.1416483,1.2115558,1.1935835,0.69769436,1.1377177,1.1590545,1.094859,1.1757923,0.89591897,1.1739706,0.90680283,0.93588775,1.1845729,0.8000775,1.0027473,1.0043935,0.90384924,1.0033256,0.8740565,0.93426275,1.1593913,0.88620347,1.2301522,0.97657275,1.1353849,1.1749088,1.1155615,1.0051594,0.57140857,1.2352397,0.91194814,1.2108585,1.1572586,1.1454023,1.175977,0.99435294,0.84378064,1.0490401,0.9689862,1.0685097,0.8641615,1.0743978,0.6111425,0.9576471,1.1821884,0.673848,0.93646145,1.0552777,0.7082661,1.0345062,1.0285832,1.0962784,1.0924531,0.8229338,1.07676,1.0913154,1.0597287,1.2424102,1.1327119,0.84963787,0.9497789,0.99859214,1.0288706,1.2150455,1.047948,1.0244321,0.8165757,0.8794672,0.9754151,0.59456325,1.0676649,0.8340022,1.130264,1.1954437,1.2092087,1.0260227,1.1846894,0.6629992,0.5260306,1.0397995,0.6824776,0.99558854,0.79286146,1.0386578,0.9752184,1.0917672,0.8373562,1.1624566,0.852777,1.1159954,0.8609689,1.0621954,1.2550614,1.0886762,1.2011337,0.7464176,0.93764704,1.1360965,1.0422198,0.74586797,0.9993908,0.0,1.1040162,1.02923,0.74930155,1.0531616,1.0404096,1.0816776,1.1493025,1.2859364,1.0480672,0.8026904,0.9556356,1.0580748,1.1409161,1.1618071,1.1603386,0.8910367,1.0622416,0.7508322,1.1401505
sock,0.8133944,0.80880445,1.1312951,0.7309159,1.2982755,1.206527,0.9722346,1.0267258,0.9749683,0.97496444,1.0692791,0.9418136,0.7828958,0.950008,0.7965931,1.2066058,1.0684412,1.2754953,1.0988163,0.9334545,1.0667424,1.0837765,1.0468689,1.1061194,1.022583,1.19431,1.107308,0.9404044,1.2801396,1.043561,0.9680678,0.9050224,0.9319628,0.99240464,0.8892296,1.2316091,1.0357502,1.1296225,0.9664596,0.9130915,0.92046976,1.1007043,1.1079345,1.227795,0.9490934,1.0234652,1.0315955,0.9494507,1.0270274,1.2179879,1.3077223,0.45180488,1.165859,1.0114061,0.99501514,1.1915911,0.3230949,0.9668596,1.0346806,0.7821802,1.1094279,1.0728439,1.0427192,0.8223936,0.9816434,0.7168697,1.0924256,1.0497309,1.2938125,1.0508394,0.5697237,1.0815518,0.99531096,1.1253073,1.2328544,0.9027405,1.1332681,1.0341145,1.2140313,1.0522733,1.0363588,0.7657261,0.741006,0.98479545,1.254897,1.2319052,0.85411,0.9296122,0.95964295,1.1009531,1.1790212,1.142575,1.0353006,1.1564165,0.78037095,1.0452425,1.1065338,1.0391637,0.8594433,0.9121947,0.8509043,0.45070732,0.75955844,1.1388518,1.0767136,1.080398,0.96755356,1.1167666,1.1040162,0.0,0.9957506,1.2022794,1.0570756,0.8519809,0.8433193,1.1193175,0.9611484,0.99017185,0.9485022,0.86077,0.8548438,0.8381428,1.0291272,0.93884766,1.0736277,1.0159029,1.1942757,1.2003665
soup,1.0492284,1.0535755,1.1296934,1.0360006,1.1198014,1.0873518,1.0181826,0.86805785,0.99131787,1.0115718,1.1137025,0.99090624,1.1167276,0.8564048,1.0081813,1.0518835,1.0724158,1.0482888,0.85847884,0.9285859,0.9668158,0.8363019,0.84508044,1.0264164,0.8607506,1.0075562,1.0602134,0.8396702,1.0749772,1.0081128,0.83873284,1.0844474,1.011159,0.9536463,0.87281466,1.0579773,0.95413744,0.9636579,0.9466451,0.95250297,0.9885803,0.94408125,0.9231536,1.1411664,0.99255997,1.0670905,1.1477981,1.1284168,0.9901112,1.0508107,1.0005364,1.0123708,0.99788314,1.0105945,1.0936339,1.0781224,0.9834291,1.0901978,1.0860115,1.133425,1.1371453,0.9435415,1.0374607,1.0186216,0.96217597,1.0096177,1.0490092,0.92672473,1.0089407,1.192399,1.0083237,1.0240681,1.1228006,0.97413445,1.1186483,0.9338785,1.0463184,1.0752425,1.0856336,1.0784155,0.97057366,1.0392628,0.97066045,1.0907944,1.0259204,1.0140843,0.94645643,0.93948656,0.90152484,0.94418603,0.81653273,0.98201203,0.9504696,1.039543,1.1030463,0.9618907,0.8961561,0.97949433,1.0481998,1.0707213,1.0727206,0.96533763,1.0132542,1.0362246,0.9713859,1.0068767,1.066451,0.9147699,1.02923,0.9957506,0.0,1.0066926,1.2119944,0.946114,1.0148813,0.9982272,0.9830737,0.9825289,1.1207461,1.1562421,1.1419369,0.91755706,1.0030205,1.0293238,0.9926579,0.84459174,1.0893534,0.88472253
spoon,1.4406327,0.74456906,0.8836403,1.4129285,0.5545358,0.5340216,0.97191006,0.97476715,1.4156814,1.5521915,0.6970811,1.5131878,1.4987068,0.9093846,1.5157409,0.76588535,1.2076297,0.56276274,0.6710265,1.232629,0.9912875,0.75247115,0.857918,0.65025973,0.90946555,0.80659854,1.0248171,1.260054,0.45604163,1.3508799,1.1446215,1.2539978,1.0303266,1.4230162,1.1210374,0.3894676,1.4716561,0.58823425,1.0839376,1.0147648,1.1066346,1.2392842,1.1481597,0.7407094,1.1135204,1.0313647,1.3219801,0.94278264,1.1245562,0.39181745,0.5705106,1.044815,0.6426628,0.7850183,1.2564943,0.5106699,1.1538391,0.76611304,1.2935859,1.2838404,0.69001913,0.94373345,1.1113619,1.3915575,0.99980056,1.5024405,0.5432292,0.7894405,0.45414102,1.1762602,1.3128805,0.7651986,1.1158843,0.7323187,0.64987695,0.8455002,0.5181125,1.0675787,0.65171266,1.1061827,0.9080446,1.48702,1.4490588,1.3505955,0.26438475,0.41933703,0.7403571,0.9160065,1.0751175,0.72269696,0.8101862,0.81925344,0.8965381,0.8065221,1.1727403,0.6106896,1.252666,0.8826091,1.3192077,1.0838007,1.4235141,0.93473285,1.2710253,1.024417,0.93507373,1.2237422,0.45481813,1.1427802,0.74930155,1.2022794,1.0066926,0.0,0.87034667,0.9033123,1.4381335,1.1933366,1.5256057,0.7185347,0.84114325,1.0128832,1.2196603,1.0116937,0.8507797,1.3284764,0.9695997,0.943614,0.5748164,1.1600654
