,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
chair,0.97419965,1.1373881,1.3095839,1.0092115,1.386569,1.1982005,1.1937536,0.6040906,0.5579844,0.5185964,1.137149,0.4874527,0.99001366,0.95802283,0.7466895,1.0502298,0.9728382,1.1652253,1.0670079,0.6725411,1.1508526,0.7360075,0.8207232,1.2573705,0.5873126,0.8122761,1.0571462,0.0,1.1293256,0.51903707,0.7888833,0.94220054,1.1207311,0.3433504,0.9934322,1.3387628,0.47338855,1.1757214,1.0572928,1.0081912,1.0716318,0.4094196,0.59294397,1.3975097,1.0430279,1.2781014,1.1042833,1.3380067,0.94299096,1.3157111,1.1107955,1.0571651,1.0932558,1.3029041,1.0284817,1.4133123,1.0326246,1.4032657,1.1076578,1.1362519,1.2979393,1.1159954,0.60853493,0.9307508,0.9902553,0.87296283,1.1362854,0.50183964,0.93617064,1.1809742,1.0742642,1.0672754,1.2491932,1.2919251,1.4119668,0.7493439,1.3066121,1.2685066,1.3175784,0.54414696,1.1026523,0.9485369,0.88959223,0.9424767,1.2337936,1.1966696,1.0043577,1.1260458,0.882621,0.7081311,0.8806721,1.1042846,1.0776912,1.2357327,0.82047683,0.8743196,0.3708346,1.2163855,1.0074233,0.96842384,1.0069848,1.0090911,0.9614626,1.1401613,0.62262464,0.8753777,1.3330078,0.94858366,1.1593913,0.9404044,0.8396702,1.260054,0.9907539,0.81375927,0.9245353,0.651605,0.59692556,1.2225144,1.371488,1.2872758,1.1055349,0.66672933,1.091112,0.96545416,0.89367485,0.37993062,1.3830245,0.66469276
clock,1.5527142,0.7595614,0.91363394,1.5539902,0.39901733,0.400725,1.1322905,0.9011627,1.4053175,1.4808187,0.67220205,1.5117943,1.4913373,0.93858755,1.5487854,0.73246884,1.1894702,0.3348726,0.6062198,1.1454507,1.1216714,0.7504656,0.7483586,0.62076366,0.74901384,0.77064776,0.99974847,1.1293256,0.0,1.1432835,1.0504884,1.2968919,0.9263252,1.395708,1.2547596,0.45220447,1.3209451,0.4230832,0.9247521,0.9840541,1.1941019,1.0240108,1.087511,0.7199123,1.1266335,1.0320925,1.3301657,1.0865928,1.1580255,0.63192296,0.35876948,1.0071801,0.8125057,0.9492161,1.2472296,0.5220202,1.4175661,0.77408606,1.3004229,1.4187067,0.57839674,1.0009958,1.1200248,1.3992758,0.78904843,1.5691417,0.77537096,0.6447897,0.29390216,1.2403511,1.4945886,0.6216397,1.1779556,0.84856224,0.55868375,0.78743106,0.5827021,1.0596677,0.6667683,1.0265625,0.9411274,1.4891154,1.4871707,1.3669994,0.53915054,0.5836291,0.67717624,1.1758529,1.2115517,0.7314168,0.74497867,0.67272365,0.8736161,0.8465978,1.1026914,0.6772751,1.0659261,0.9781618,1.4063649,1.1521302,1.4008999,0.9382366,1.3359102,0.9376912,1.0388694,1.1785786,0.49617803,1.1311214,0.88620347,1.2801396,1.0749772,0.45604163,0.8503362,0.8824033,1.4200362,1.0846992,1.4788018,0.6507044,0.9192033,1.2358853,1.437053,0.93059295,0.82873935,1.3045135,1.046926,0.7745,0.51470333,0.9661436
closet,0.9102987,1.257641,1.1678351,0.9961071,1.2230763,1.214034,1.2398046,0.867892,0.68594474,0.50859064,1.155881,0.5701461,1.0073701,0.91316146,0.74433094,1.1376776,1.0051031,1.1409473,1.2297568,0.83234805,1.1247921,0.7857208,1.0988837,1.2303307,0.7627622,1.0517466,0.90687764,0.51903707,1.1432835,0.0,0.8239447,0.8796685,1.0427613,0.43679935,1.044363,1.3530078,0.45264173,1.2317734,0.9891084,0.9956256,1.0863705,0.20209682,0.7286652,1.2782547,0.9043201,1.1234115,0.8938113,1.2157395,1.0022621,1.3436582,1.0707349,1.1488943,1.1091126,1.2895663,0.9889282,1.358635,1.1784136,1.3457539,0.8801234,1.066154,1.224366,1.0607334,0.8195678,0.7907772,0.959423,0.8231918,1.1665224,0.8454068,0.9791603,1.0555867,1.1202624,1.1066216,1.1207778,1.195077,1.2318165,0.9950191,1.3311129,1.0816147,1.2148911,0.558251,1.085237,0.8339218,0.8265649,0.9155772,1.2909998,1.2947407,1.0649388,1.089324,0.97992873,0.94103706,0.95131373,1.1835643,1.010816,1.2165332,0.958002,1.1801652,0.38122642,1.2044678,0.94433933,1.0292388,0.8261771,1.1437851,0.9022218,1.1393607,0.8720654,0.846067,1.3741794,0.76992786,1.2301522,1.043561,1.0081128,1.3508799,1.1504424,1.0122825,0.7832119,0.95386684,0.6237798,1.2523631,1.2475054,1.162502,1.0495169,0.8512565,1.2190452,0.9884342,0.97256273,0.6423001,1.3183439,0.5564686
coffee,0.92742044,1.1919672,1.006141,0.99081194,1.1454237,1.1855373,1.0830169,0.9810057,0.69856876,0.7841071,1.0391545,0.7235457,1.0014662,1.0119276,0.9008247,1.2281804,1.0622616,1.1762291,0.717893,0.9067754,1.0306362,1.1288157,0.755393,1.230996,0.86357486,1.2033516,1.0406559,0.7888833,1.0504884,0.8239447,0.0,0.8867083,0.9261656,0.6872891,0.9613016,1.1882541,0.8030753,0.7969117,0.7422519,1.1690059,1.0955456,0.8582791,0.8175679,0.91077924,1.064809,0.9530542,0.96917593,1.0936421,1.1232442,1.1384996,1.2922895,1.1566308,0.95154434,1.1300086,0.9596118,1.1872568,1.0420303,1.1583142,0.9459875,0.98456055,1.182895,1.101232,0.9027652,0.94526136,0.86061513,0.89884317,1.1755502,1.1161512,1.2096065,1.0333498,0.98109055,1.2876129,1.0891544,1.0474416,1.1420281,1.1555123,1.0784447,1.042034,1.0257646,0.95433974,1.1067641,0.9160594,0.85589445,0.9845353,1.1886903,1.0821644,1.1896572,0.9597203,0.95722127,1.1357962,1.1419748,0.7009561,1.1868098,0.99333805,1.073606,1.1543322,0.8372255,1.0698733,0.97295254,0.9757563,1.0124716,1.1369336,0.9152698,0.98244786,0.87795,0.9179226,1.1705966,1.0714463,0.97657275,0.9680678,0.83873284,1.1446215,1.0345738,1.0308251,0.9459815,1.0395416,0.655182,0.7791772,1.1108006,0.97156703,0.994339,1.128175,1.1135819,0.79114753,1.0234737,1.0158578,1.1452667,0.940673
comb,0.77134067,1.2559417,1.1428324,0.7288406,1.3359659,1.3048688,1.1744996,0.84805006,0.81044275,0.68511254,1.2332922,0.7518914,0.789776,1.0903575,0.788241,1.0937574,0.8457098,1.2594094,1.2565295,0.9766083,1.124027,1.0470386,1.1823803,1.1786852,1.0576462,1.1319101,1.0219777,0.94220054,1.2968919,0.8796685,0.8867083,0.0,1.0509664,0.7992526,0.91787195,1.2681173,0.63612884,1.3238494,1.0491549,1.1640439,1.0338023,0.9214451,0.9161882,1.2200974,0.99081546,0.8927481,0.52047646,1.0385679,0.9866853,1.2933567,1.2223623,1.0424279,1.1409224,1.1346722,1.0000346,1.1752193,0.9733489,1.2108839,0.4352085,0.82857037,1.1111399,1.1606244,0.8445848,0.8621186,1.15393,0.77191055,0.9906138,1.1640288,1.1929226,0.94010144,0.8770951,1.1643164,0.8219204,1.1882555,1.2252024,1.253059,1.2078621,0.9067904,1.24851,0.8676336,1.061122,0.71925426,0.8758663,0.74944353,1.1905792,1.1759915,1.2022885,0.9652335,1.0906104,1.180671,1.0178342,1.1884096,1.255728,1.2539904,0.9419597,1.2115313,0.852757,1.1036911,0.59876084,0.8689747,0.7973392,1.034474,0.99419904,1.0150336,0.9299434,0.91884154,1.3029177,1.0386915,1.1353849,0.9050224,1.0844474,1.2539978,0.9917011,1.1362889,0.77498895,0.9782204,0.7086669,1.2135435,1.1358999,0.9076265,0.8228034,1.127201,1.2624947,0.8942168,1.0701904,1.0641389,1.1902004,0.8044306
cookie,0.92715526,1.1232362,0.83787256,1.121433,0.85107005,0.8978419,0.82475764,0.946793,1.0178876,1.0547572,1.008415,1.0312678,0.9766073,1.1003375,1.0861114,1.1030988,0.9095158,1.0302937,0.8345906,0.9044331,0.87620986,1.018874,0.92743707,1.1487396,1.0940313,1.1365806,1.1428187,1.1207311,0.9263252,1.0427613,0.9261656,1.0509664,0.0,1.0557464,1.2198148,1.1118916,0.98413074,0.79865074,0.77540034,1.0463319,0.9451499,1.018747,0.9928969,0.7898842,1.1026928,1.0767406,1.012904,1.1663756,1.0115924,1.1631032,1.0638602,0.9502417,1.220828,1.0377733,0.920133,1.1930201,1.0694954,0.8062233,1.077685,1.0755055,1.1825714,0.9815916,0.84569734,1.1409295,0.63336,1.1588967,1.1057945,1.1428581,1.0213069,0.8644148,0.9186729,1.0221614,0.99278986,0.94568336,1.1023024,1.0602068,1.2126007,1.0977225,0.85780895,1.0322471,0.9340563,1.093555,1.1682183,0.9644687,1.1092341,1.1458094,1.0777919,0.8506577,0.99885523,1.2178787,1.1157825,0.73969364,1.0168207,1.1134496,1.1344974,1.1304779,1.1531914,1.2185107,1.1175963,0.63872695,1.160127,0.89350796,1.2425753,1.1439195,0.8837248,0.9789745,1.102556,1.1428696,1.1749088,0.9319628,1.011159,1.0303266,1.0198486,1.1045383,1.1402061,1.0107954,0.9282299,0.62827384,1.151531,1.0032755,0.8383244,0.9796386,0.67990184,0.7758045,1.0577211,1.17508,1.1460899,1.0851946
couch,0.6989741,1.2849659,1.2608047,0.77504253,1.4245403,1.426006,1.1420145,0.92113924,0.45726597,0.23377079,1.2486032,0.28763473,0.7794702,1.1379862,0.41488326,1.2195872,0.9083065,1.352328,1.24862,0.7625272,1.1085144,1.039292,1.104605,1.3534324,0.9239838,1.1286805,0.9105767,0.3433504,1.395708,0.43679935,0.6872891,0.7992526,1.0557464,0.0,0.9698703,1.4825518,0.40517437,1.3881557,1.0249145,1.1026667,1.076115,0.5166084,0.6356596,1.3663338,0.8939208,1.0955304,0.76973397,1.2661254,1.0017953,1.3733971,1.327064,1.1752666,1.098923,1.2916285,0.89245427,1.5019794,0.99286157,1.4252603,0.8163513,0.9819975,1.3860844,1.1561856,0.6875377,0.66752744,1.0744493,0.58324766,1.2447466,1.0302316,1.231219,0.98055625,0.9711824,1.2749786,1.1172554,1.3152469,1.3845397,1.0878347,1.4430013,1.140256,1.3727647,0.61805105,1.1125611,0.66241133,0.6479077,0.74605966,1.3116691,1.3285084,1.2875991,0.9946666,0.9302807,0.84842503,1.0520371,1.1790088,1.2178031,1.3106053,0.8582532,1.1822526,0.5139739,1.2184603,0.79912066,0.9483504,0.7596977,1.1968938,0.7770315,1.1189643,0.7461805,0.74539834,1.5032327,0.8131199,1.1155615,0.99240464,0.9536463,1.4230162,1.1015646,1.0879867,0.6456633,0.79361284,0.40110344,1.31794,1.3299191,1.0181844,0.89114475,0.9309928,1.2532331,0.84401304,0.9856709,0.8022722,1.4263468,0.6632993
cracker,0.93874127,0.886307,1.1017387,0.84465176,1.2204427,1.2478368,1.0307872,1.0800153,1.0674343,1.0862113,1.1218112,1.0232928,0.9416549,1.0270417,0.88585544,1.2280289,1.211184,1.16263,1.213773,1.0884943,0.85011387,1.0927556,1.1766593,1.0447509,1.02168,1.1053894,0.77687323,0.9934322,1.2547596,1.044363,0.9613016,0.91787195,1.2198148,0.9698703,0.0,1.0508465,1.1352899,1.2142004,1.1285576,0.93887913,1.041339,1.039329,1.084833,1.1272509,0.8582416,0.85567623,1.0394124,0.7251168,1.0441349,0.99199814,1.1425474,0.95612586,0.80015427,0.9924074,1.1286819,0.87812984,0.723437,1.0827872,0.89884615,0.82822776,0.9117396,0.97911066,1.1234409,0.8223649,1.1573851,0.8406544,0.94283146,1.0511851,1.176475,1.0357457,0.7837136,1.1486187,0.93655777,0.9610855,0.9344438,0.99059933,0.79966676,0.7515172,1.2098923,1.109114,1.13086,0.9777586,0.7937081,1.1159729,1.0681055,0.9854593,1.0998921,1.1238267,0.97415125,0.9746931,1.1245849,1.2168937,0.92003596,0.8498173,0.8934738,1.1228468,0.99435365,0.79191136,0.97482806,1.2679067,0.8092796,1.0337793,0.7566452,0.7439213,1.125334,1.119637,0.9877074,0.86601555,1.0051594,0.8892296,0.87281466,1.1210374,1.1124158,0.8097105,0.9104818,1.0751022,1.1348693,1.2211943,0.7708335,0.85725665,0.9799033,1.0419904,1.3039489,1.1818501,1.0742706,1.0617725,0.9261811,1.0458424
crayon,1.533978,0.6491263,0.9723112,1.3725574,0.37539768,0.41487074,0.9208771,0.88924694,1.5849057,1.6031113,0.49184906,1.5329347,1.5005699,0.93505776,1.5731894,0.6615672,1.2284422,0.24158657,0.74656296,1.2603905,0.9401094,0.8481749,0.88910025,0.622441,0.91767275,0.73481923,1.0218368,1.3387628,0.45220447,1.3530078,1.1882541,1.2681173,1.1118916,1.4825518,1.0508465,0.0,1.5068192,0.47607636,1.236214,1.0215378,1.237388,1.2840815,1.1265888,0.7030783,1.1491337,0.9209434,1.3472854,0.6895623,1.2061884,0.34375334,0.437142,1.0565962,0.5203024,0.9228811,1.3253481,0.21197355,1.2369215,0.58550483,1.2788812,1.2486407,0.36371946,1.0614802,1.271186,1.3928661,1.1546309,1.5072837,0.5667809,0.7859162,0.6366795,1.2878287,1.4464579,0.7159077,0.99096125,0.77424645,0.26032984,0.8117478,0.27377677,0.9740516,0.61459655,1.2197418,1.0924734,1.5092716,1.3964275,1.431032,0.22322977,0.13997173,0.756897,0.9772724,1.0938427,0.7286166,0.9542509,0.9640202,0.9092058,0.68398935,1.2454268,0.62329066,1.2744489,0.8563684,1.3459288,1.3238943,1.3928819,1.0652736,1.1136086,0.9058957,1.2842511,1.2587013,0.17629504,1.131977,0.57140857,1.2316091,1.0579773,0.3894676,0.938532,1.0525649,1.433337,1.2512828,1.622097,0.8314519,0.55240715,0.93913597,1.3318473,1.0475833,0.93663144,1.4031526,1.0694072,0.8975102,0.171332,1.237495
crib,0.669361,1.4328239,1.2029526,0.8693258,1.4097533,1.3834918,1.1750381,0.7245457,0.5112184,0.21489954,1.2984835,0.28293252,0.78279847,1.0635483,0.62366164,1.1509893,0.733451,1.3561718,1.2367095,0.67901605,1.1725508,0.8630843,1.1007849,1.2809149,0.96889794,1.1054946,1.0349352,0.47338855,1.3209451,0.45264173,0.8030753,0.63612884,0.98413074,0.40517437,1.1352899,1.5068192,0.0,1.3785143,0.9394109,1.0818686,0.97770536,0.5159452,0.65997916,1.3293669,0.97772807,1.1294863,0.64438176,1.327316,0.9174578,1.4971457,1.23739,1.1528648,1.2003844,1.2539852,0.81769,1.5343195,1.1782213,1.3547971,0.658497,0.9901091,1.3971292,1.1365144,0.6598462,0.80881906,0.98290944,0.7510606,1.276514,0.86956656,1.1263142,0.97186404,0.9845966,1.2071097,1.0913779,1.2845082,1.4396676,1.2060218,1.5313641,1.1306214,1.3628526,0.6645317,1.0027691,0.68689096,0.8627042,0.6240952,1.4344933,1.406115,1.243468,1.0008379,1.0423423,1.190322,0.8878814,1.1358464,1.1838562,1.379103,0.9778818,1.2851291,0.54092944,1.2248051,0.736086,0.776291,0.82295626,1.1624962,1.041877,1.2025831,0.8742206,0.7018074,1.5843122,0.87294686,1.2352397,1.0357502,0.95413744,1.4716561,1.032058,1.1643782,0.7199392,0.6441886,0.36419004,1.2713468,1.4349374,1.1468427,0.8800643,0.99690396,1.1064138,0.68357396,1.011358,0.84944814,1.4976628,0.58988917
cup,1.5152506,0.85924804,0.86959535,1.4393587,0.41529047,0.4207245,0.9784731,0.85368,1.2009144,1.5226856,0.7447636,1.4252927,1.4293625,1.0315797,1.5464025,0.8054151,1.2361343,0.3709777,0.15959501,1.0017227,1.0690491,0.94638896,0.308078,0.82832235,0.6254732,0.83152544,1.2181361,1.1757214,0.4230832,1.2317734,0.7969117,1.3238494,0.79865074,1.3881557,1.2142004,0.47607636,1.3785143,0.0,0.7695197,1.024744,1.1779952,1.1645201,1.0860608,0.57992923,1.2797245,1.066661,1.3094863,0.9176474,1.2103585,0.6941501,0.57539725,1.046304,0.81009126,1.0261735,1.1418473,0.64071286,1.2261177,0.6306384,1.315448,1.2546113,0.64366114,1.0565641,1.2167462,1.437006,0.63191336,1.5342655,0.8612044,0.83700776,0.63342834,1.1969188,1.3085492,0.77718115,1.0848911,0.8788002,0.5066856,0.78563267,0.69723153,1.0816706,0.6107098,1.143039,0.982374,1.4783863,1.4708204,1.4021119,0.58670586,0.5870593,0.76604843,1.0771439,1.0470148,0.8420346,0.9413998,0.4904065,0.9776578,0.6817655,1.2845601,0.65188277,1.1653864,1.0651387,1.3976367,1.1110011,1.4566604,0.95018476,1.3423505,1.0097967,0.9348645,1.272349,0.44851005,1.2745719,0.91194814,1.1296225,0.9636579,0.58823425,0.9182764,1.014095,1.4553225,1.1776793,1.3910058,0.24016094,0.78318954,1.0653311,1.2937123,0.95658666,0.7081445,1.0968267,1.0889482,0.8670171,0.5223261,1.2270604
dish,0.9814233,1.2056854,0.9939753,1.1060767,1.010572,1.1040964,1.0322608,0.99778473,0.83452696,0.99117464,1.1149758,0.9889547,0.92671716,1.0851089,1.0012337,1.0073841,0.8885567,1.1156678,0.6757156,0.8509063,1.0694145,1.0596864,0.7604034,1.0694424,0.9858303,1.1034614,1.1285527,1.0572928,0.9247521,0.9891084,0.7422519,1.0491549,0.77540034,1.0249145,1.1285576,1.236214,0.9394109,0.7695197,0.0,1.0981778,0.9286901,1.0104302,1.0281827,0.9911978,1.1038697,1.0484289,1.0556905,1.2127438,0.98920184,1.1406114,1.0812263,0.9358505,1.2543948,1.0223032,0.9783349,1.2133174,1.0606607,0.9662957,1.0687468,1.0335629,1.241822,0.9265979,0.982201,1.0930688,0.34427202,1.0408578,1.1182034,1.1092932,1.0313935,0.99166733,0.9231111,1.0590848,1.025707,1.082747,1.1865047,1.1012219,1.1948737,1.0299606,1.0072441,0.9884036,0.8315528,0.99135715,1.1057295,0.8960223,1.1944705,1.2333778,1.1314523,1.0197654,1.0021646,1.1792245,0.9891764,0.3914789,1.051581,1.1344142,0.96699834,1.1264225,1.0850955,1.0951772,1.0807877,0.8089859,1.1214715,0.8685789,1.2593495,1.0457952,0.863858,1.0522255,1.1855509,1.1319711,1.2108585,0.9664596,0.9466451,1.0839376,1.115663,1.0391154,1.0993624,0.9223112,0.8470316,0.66315097,1.2348253,1.0733795,0.91801137,1.0129371,0.84492487,0.73670113,1.0021844,1.1279191,1.2159609,1.011001
dog,0.71784097,0.9662637,0.96385664,1.1815393,0.897715,0.86607325,0.879763,1.0772293,1.2431664,1.1283746,1.0654991,1.1998335,1.1642909,0.56390727,1.1369076,0.96483517,1.1168112,0.8808821,1.0261627,1.127435,0.96690285,1.0410577,1.0834397,0.8171454,1.0733517,0.8858899,0.95790815,1.0081912,0.9840541,0.9956256,1.1690059,1.1640439,1.0463319,1.1026667,0.93887913,1.0215378,1.0818686,1.024744,1.0981778,0.0,0.6398487,1.0600883,1.2361171,0.98361325,1.0548184,1.1658568,1.1253314,1.0836539,1.0418174,0.94146144,0.78390646,0.9398842,0.99785113,0.5409068,1.1512148,1.0021309,0.8274441,0.99933875,1.0777359,1.1403325,0.85859805,0.38737363,1.0991291,1.0367793,1.0549885,1.1078382,1.1519,0.90832627,0.9584962,1.0890223,0.7924937,0.778699,1.1944666,0.9113694,0.9643803,0.9867927,1.1240025,1.0742275,1.026412,1.1554507,0.8749498,1.106866,1.059108,1.2024462,1.0644482,1.1310301,0.5871636,1.1418135,0.80117315,1.035361,0.91091985,1.1747894,0.21319044,0.9426633,0.9890771,0.827412,1.1079926,0.8419965,1.1184435,0.98690736,1.1093367,0.75970834,1.065813,1.123458,1.1594516,1.1101965,0.8835016,1.1395302,1.1572586,0.9130915,0.95250297,1.0147648,1.0049474,0.8155137,1.0713655,1.0565193,1.0940235,1.0347166,1.0216035,1.0356145,1.0809573,0.9764692,0.6238135,1.1210032,0.96898115,0.85182136,1.0336654,1.1047226
doll,0.6594402,1.1062438,0.8723176,0.92615235,1.109974,1.1251363,0.8949403,1.1245617,1.1526589,1.0384517,1.2315947,1.0802271,0.941128,0.81315935,1.0420853,1.0898496,0.7171932,1.1912434,1.0953166,0.92887473,0.9735406,1.1648871,1.1501771,0.9728049,1.238115,0.8809238,1.1950867,1.0716318,1.1941019,1.0863705,1.0955456,1.0338023,0.9451499,1.076115,1.041339,1.237388,0.97770536,1.1779952,0.9286901,0.6398487,0.0,1.1019322,1.1263297,0.98877656,1.2251643,1.0304908,0.929397,1.0283173,0.729234,1.0447279,1.0916717,0.93349427,1.2242193,0.5856854,1.0690194,1.1224854,0.81112754,1.0646137,0.89868665,0.8735538,1.0029414,0.56916744,1.0271049,1.0909467,0.9597204,1.0462867,1.2377692,1.0875463,1.1649731,0.98003346,0.5976516,0.9301881,1.0589317,0.90371734,1.2120545,1.137008,1.1863128,0.9616668,0.9663201,1.1273766,0.7161733,1.0046111,1.0844185,0.8445606,1.274344,1.2837694,0.996176,1.0217894,0.71496934,1.2033862,0.96641326,1.0235852,0.60265046,1.0115588,1.1097422,0.973034,1.2158962,0.6955789,0.8758534,0.86166126,1.0649985,0.8423658,1.1372259,1.082243,1.0926578,1.0393245,1.1812063,1.2038273,1.1454023,0.92046976,0.9885803,1.1066346,1.1495668,0.946555,1.0274663,0.9923265,0.9396397,0.9924988,1.0599593,1.0051215,0.9893834,1.0900333,0.59476817,0.9330697,0.6000501,1.1333399,1.2206393,1.1196313
door,1.0736428,1.1995165,1.1612906,1.0688754,1.2067091,1.1591474,1.2833295,0.8030006,0.70855814,0.660432,1.0829027,0.66876096,1.1024797,0.8668387,0.868023,1.0806851,0.99745053,1.0932667,1.185776,0.7892849,1.0399493,0.59315336,0.992778,1.219697,0.5348402,1.0262924,0.86827475,0.4094196,1.0240108,0.20209682,0.8582791,0.9214451,1.018747,0.5166084,1.039329,1.2840815,0.5159452,1.1645201,1.0104302,1.0600883,1.1019322,0.0,0.62369764,1.2763327,1.0309521,1.1282685,0.99609053,1.2354488,1.0484936,1.2647189,1.0196804,1.1135409,1.1291186,1.3380868,1.0887893,1.319193,1.224206,1.3073139,0.97807914,1.0854123,1.2343388,1.0351729,0.79597104,0.99563515,0.9334198,1.0081825,1.0683198,0.68486047,0.7868086,1.106598,1.1509187,1.0913854,1.1531074,1.1570934,1.2524346,0.8002727,1.2083149,1.0894122,1.1397759,0.4422527,1.0288627,1.0372359,0.9801217,0.9692671,1.2234256,1.1951761,1.0008699,1.1115396,0.9771752,0.73276234,0.9174625,1.1225979,1.0192128,1.2112074,0.9901073,1.1629033,0.23028815,1.2121397,1.0096521,1.1060151,1.0106515,1.1292207,1.0396308,1.008474,0.7365929,0.94324034,1.3583797,0.7612246,1.175977,1.1007043,0.94408125,1.2392842,1.113583,0.88495654,0.9900307,0.9162923,0.7573705,1.252124,1.2417802,1.2719628,1.1219757,0.72384626,1.264519,1.0725187,1.0205244,0.50950587,1.3154056,0.47685158
drawer,1.0498044,1.1729589,1.198601,1.0488253,1.2354139,1.2025921,1.1317291,0.5985851,0.6032869,0.7306371,0.9335966,0.52006996,1.0603968,1.0221858,0.9113724,0.9806889,0.7780061,1.1518931,1.0208769,0.4859318,1.0112711,0.8516157,0.901744,1.162193,0.6644143,0.9475038,0.98367834,0.59294397,1.087511,0.7286652,0.8175679,0.9161882,0.9928969,0.6356596,1.084833,1.1265888,0.65997916,1.0860608,1.0281827,1.2361171,1.1263297,0.62369764,0.0,1.2656275,1.0081972,1.1549938,1.0888755,1.2605588,0.9540091,1.1584346,1.1342915,1.1274799,1.0797564,1.2085507,1.0053939,1.1997292,1.1732156,1.2347512,1.1101487,1.1463832,1.229439,1.0744295,0.74826497,1.0154903,0.9972793,0.99517983,0.8278632,0.8722882,0.99790007,1.0941701,1.1755172,1.1671832,1.1042167,1.1080141,1.2766328,0.90033835,1.1479286,1.1269354,1.194371,0.40804768,0.97569484,1.0121691,0.9602808,0.77257717,0.99828875,0.9134023,1.1429007,1.044183,1.0484028,0.81157154,1.0639265,0.9767226,1.1998625,1.2992175,0.91025007,0.9287429,0.5283038,1.0897214,1.1025218,1.0260683,1.05766,1.1051879,1.0000415,1.0466598,0.65469486,0.8881753,1.1915746,0.86417127,0.99435294,1.1079345,0.9231536,1.1481597,1.0344926,1.0012294,1.020369,0.9306903,0.619689,1.074195,1.2791286,1.2206814,1.0935993,0.89098734,1.1977588,1.0026846,0.9806158,0.7879473,1.2202091,0.8176867
egg,1.1897604,0.9740213,0.33434588,1.2530773,0.35407358,0.5081316,0.6448434,1.1512337,1.3331549,1.4008147,0.9101278,1.375211,1.2157416,0.99619794,1.3481517,0.9192841,1.1407204,0.77783155,0.7245128,1.1605983,0.7357254,1.1649004,0.8886644,0.84814703,1.165729,0.9248339,1.1781666,1.3975097,0.7199123,1.2782547,0.91077924,1.2200974,0.7898842,1.3663338,1.1272509,0.7030783,1.3293669,0.57992923,0.9911978,0.98361325,0.98877656,1.2763327,1.2656275,0.0,1.2719235,0.941916,1.1159958,0.8138347,1.1330245,0.63007724,0.8570903,1.1568624,0.9254769,0.8079162,1.002889,0.8031656,1.1413248,0.5582151,1.1001391,1.0881917,0.77074385,0.92455906,1.2553235,1.252498,0.89918905,1.3549902,1.0800055,1.1433322,0.9575178,0.78338915,1.1110598,0.88067985,0.99496174,0.61447436,0.57485324,1.0390936,0.7989831,0.98931926,0.25138086,1.292857,0.9309956,1.3511457,1.2851901,1.2202938,0.8911849,0.8504445,0.9871365,0.88655007,0.9160355,1.0624071,1.1094551,0.75870323,0.90690786,0.48763132,1.358258,0.9490413,1.3720026,0.9161692,1.241278,1.1108073,1.2544162,1.0995746,1.1869664,1.00952,1.1484518,1.119981,0.7178401,1.2349422,0.84378064,1.227795,1.1411664,0.7407094,0.916231,1.1317985,1.2402135,1.232512,1.3292154,0.6201281,0.70310044,0.89652187,1.126008,1.1595587,0.7206999,1.0261786,0.9979807,1.2196982,0.734934,1.1984887
