,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bed,0.48421228,1.1759748,1.5545043,0.39872903,1.2497633,1.0768579,1.2245507,0.65468013,0.2827521,0.7885623,0.0,1.4634293,0.52639186,0.60757345,0.83491945,0.26400208,1.0283496,0.90937024,1.527164,1.3092769,0.64740217,1.0625708,1.1978112,1.4027454,1.3235586,1.2776017,1.289985,1.335809,0.6128823,0.6694399,1.5570724,0.7401859,0.5307234,0.525644,1.0317814,1.2761136,0.27967846,1.2430794,1.6158595,0.25861454,1.6240182,0.7633856,0.95788103,0.78095406,0.64123833,0.7197919,1.3374316,1.5319712,0.48181176,1.4815724,0.78872406,1.4319088,1.4831622,1.4126006,1.1155894,1.4952296,1.0059593,0.5234212,1.5668004,1.0658563,0.9085746,1.3344489,0.8457692,0.96918494,1.4267863,1.1738657,0.77287877,0.51542157,1.3607882,0.41606164,0.80144536,0.6337109,1.4829848,1.3645467,1.0745887,0.92221063,0.90972733,1.2233536,0.97721624,1.5378014,1.3429306,1.4424129,1.2734158,1.514683,0.9291824,0.6880398,0.40659922,0.5474262,0.7080927,1.1856334,1.5094838,1.5622911,1.4146982,1.2548603,1.2270594,0.8933329,1.196584,1.4988084,1.1701093,1.4450164,0.6655656,1.3556204,0.63872445,0.82593215,0.6336723,0.70514476,0.55432475,1.1553005,0.53178644,0.41349947,0.9728082,0.33263278,1.6089491,0.65000385,1.2468649,1.0978365,1.0383337,1.3933755,0.9720832,1.294521,0.66284275,0.5160666,0.24425769,1.4953889,1.4759259,1.599923,0.83266324,1.304329,1.1399988,0.7158854,0.82188934,1.1667092,0.86533976,0.7181045,1.5935507,0.61325186,0.56280494
belt,1.4118851,0.9986966,0.53210926,1.3442278,0.91221684,1.0468991,1.0363144,1.3698771,1.3298895,1.131089,1.4634293,0.0,1.290032,1.1685057,1.2421263,1.3686789,1.0358006,1.0342079,0.64743567,0.67588025,1.289817,1.0658579,0.86224073,0.7988198,0.88078105,0.67390573,0.87461674,0.9720805,1.1949689,1.1845136,0.5319283,1.1925343,1.329872,1.1615422,0.9211247,0.9773301,1.2608403,0.87329656,0.28328598,1.5256034,0.5159012,1.3402436,1.2774868,1.0952182,1.0318794,1.1344187,0.73983103,0.51675516,1.2567497,0.51083976,1.2565054,0.74182177,0.54590905,0.65490735,1.0972191,0.4014486,1.2199908,1.423061,0.33392125,0.96891475,0.963237,0.90352845,1.2001553,1.173531,0.7801902,1.0971848,1.239047,1.2902296,0.7995337,1.1559846,1.0312283,1.3174247,0.6558982,0.7582573,0.8363364,1.209032,1.2549167,0.85360885,1.0673218,0.49840808,0.67422664,0.49253076,0.93735456,0.50929147,0.83958155,1.3329109,1.302687,1.0533278,1.1879528,1.148075,0.3304695,0.39575982,0.7187754,1.1060534,0.52732927,1.1673439,0.9888405,0.3497212,1.12707,0.8818444,1.2509115,0.85146344,1.1373137,1.2648224,1.2359095,1.2784605,1.2634094,0.97426224,1.3190038,1.2284622,0.9117982,1.4228365,0.26073062,1.0137646,0.9743201,0.95794725,1.0893564,0.7176862,1.2446895,0.83157074,1.2947109,1.2976233,1.4674753,0.71656764,0.6180178,0.3579707,1.2281988,0.7760709,1.1039283,1.3780439,1.1176255,0.9941757,0.99593675,1.2880738,0.35247445,1.1050549,1.1831701
bench,0.83311725,1.1138088,1.4608344,0.76433706,1.2639875,1.0706657,1.1531892,0.57308906,0.44486868,1.154436,0.52639186,1.290032,0.0,0.90338445,1.0242393,0.7365866,0.9067963,0.8467783,1.309182,1.069928,0.30521417,0.95520186,0.86413527,1.0572962,1.2386627,0.8680897,1.0639454,1.079257,0.9368208,0.53143245,1.3199351,0.66792923,0.81461227,0.6759258,0.8166693,1.0770333,0.5158983,1.0309565,1.3488147,0.22781801,1.3312292,1.0041701,1.0562953,0.6069852,0.3760426,0.9211368,1.2996604,1.307946,0.8713201,1.3844962,1.0059025,1.2620895,1.3988063,1.2883371,0.9838945,1.1487958,1.1440091,0.7967485,1.3573675,1.0105555,0.98992693,1.0806651,1.0388688,0.9542202,1.293626,1.1490986,0.8377615,0.9519917,1.1836393,0.8522706,0.63438946,0.52751476,1.1797954,0.98777217,1.0395753,0.96649987,1.033974,1.202746,1.0039222,1.4523469,1.0309211,1.3290136,1.1657556,1.401546,0.6673836,0.91886485,0.78693825,0.8981004,0.67158175,1.0968567,1.2137082,1.2849429,1.3027987,1.1427407,1.1321644,0.97584903,1.0332766,1.2688816,1.1576947,1.2859731,0.80381453,1.1669351,0.45609403,0.9357683,0.90909445,0.8820606,0.9412668,1.0414802,0.8344368,0.6422563,0.62672466,0.77622944,1.4242423,0.9000484,1.1421616,1.016117,1.092837,1.14502,0.8897598,1.2897,0.75697684,0.9338963,0.5398642,1.2763443,1.3319311,1.2659237,0.62995636,1.0036503,1.1542599,0.57017577,0.9768488,1.0087824,0.8449439,0.6806907,1.4458677,0.8361015,0.9810563
bib,0.5055992,1.1764023,1.3409379,0.53514767,1.3015239,1.1812031,0.9493986,0.9856139,0.6917832,0.8273322,0.60757345,1.1685057,0.90338445,0.0,0.92352045,0.37183154,1.2283196,1.0415974,1.4949731,1.2906653,0.95850533,0.837945,1.3852918,1.3212835,1.2978877,1.3639233,1.331784,1.218149,0.70277274,0.9869278,1.4911566,1.2463329,0.5454631,0.9509456,0.9433985,1.1704679,0.7253581,0.96150196,1.3905389,0.93007624,1.5135673,0.8218447,1.0300922,1.2412577,0.89990973,0.3649518,0.89296246,1.3492495,0.4685129,1.3916913,0.86829007,1.0266339,1.1774727,1.4700148,0.9165196,1.1997272,0.97658074,0.863906,1.3026248,0.73570263,0.94970495,1.2007645,0.85012114,0.61945295,1.2990206,1.2218959,1.0213486,0.437896,1.3862673,0.2903785,0.7980723,1.1201929,1.5666555,1.1543912,0.8792524,0.5320195,1.1283569,0.9102285,0.82296586,1.3525094,1.142216,0.94924426,0.9417018,1.303505,1.1655636,0.7220402,0.25490284,0.40799522,0.7748534,1.1618056,1.382058,1.3647647,0.95773405,1.1885831,1.1030735,0.6526492,1.382085,1.362721,1.2270299,1.2082375,0.7985535,1.3357348,1.0601943,0.79533714,0.2739699,0.9592171,0.46672583,0.9936449,0.7872522,0.9416034,1.1057345,0.76502264,1.3385192,0.87400675,1.4166934,0.86625487,0.9286505,1.1059512,1.0627869,1.1235069,0.9204989,0.40280497,0.7168093,1.4620687,1.0222799,1.4012302,0.7688831,1.1332046,1.3532238,1.0236399,1.1153364,1.3166578,0.88824016,1.1020166,1.3617845,1.1093181,0.6637531
bird,0.54010504,1.0432985,1.1063994,0.8177238,0.9667209,0.9391015,0.95523125,0.88438815,0.84184647,0.7611942,0.83491945,1.2421263,1.0242393,0.92352045,0.0,0.77158517,1.035281,0.894707,0.9927466,1.1376212,0.9918572,1.0622168,1.2183281,1.0845423,0.9698768,1.2859962,1.0630622,1.0749034,0.7231957,1.0758829,1.1962075,1.1015137,0.8432963,0.9890385,1.1267016,1.1664286,0.99509144,1.0476995,1.2197615,0.8530437,1.1395649,0.6301437,0.9367089,1.1919533,1.2235732,1.0212892,1.2818406,1.0770175,0.8400482,1.0738565,0.9981921,1.3288813,0.9678991,0.95223796,1.036919,1.3271341,0.59235734,0.7455903,1.2723202,1.0226381,1.033236,0.83051383,1.0740432,1.0820719,1.082094,0.8628494,0.8471152,0.9020997,1.1521988,0.901556,1.0151347,1.0322527,1.1961321,1.0862682,0.9666675,0.8277741,0.79222643,1.2868475,1.0019075,1.1354789,1.267734,1.4008998,1.2618492,1.178019,1.1051217,0.5342485,0.8259381,0.9857036,0.93514985,1.0292379,1.1713723,1.2135465,1.2346208,0.97898734,1.2154549,0.9748223,1.1456144,1.1053233,0.77820826,1.0229998,0.91032714,1.1702994,1.0706099,0.7475916,0.9541424,0.7933522,0.88965774,1.0706539,0.8051821,0.94085866,1.0476334,0.81489325,1.2530278,0.94974566,1.0066437,1.0590628,1.062641,1.1828275,0.8580538,1.2059829,0.90637904,0.8971424,0.7341611,1.0916797,1.3387039,1.2515581,0.8126165,1.1835699,0.829026,0.8199584,0.8885279,0.82804894,1.1191795,0.93269926,1.248618,0.9699929,0.88012296
blanket,0.28927183,1.0299824,1.5111208,0.42383748,1.2453202,1.0853705,1.123433,0.7948016,0.43642604,0.7289382,0.26400208,1.3686789,0.7365866,0.37183154,0.77158517,0.0,1.125051,0.91582865,1.5559539,1.344044,0.82758486,1.0100073,1.3137064,1.4387882,1.3023922,1.4478681,1.3819892,1.2607597,0.55080724,0.8796044,1.6037114,1.0131484,0.5656608,0.78820145,0.97106016,1.1849395,0.43314582,1.1459732,1.5809904,0.6339639,1.6318932,0.68043137,0.9602577,1.0691321,0.8798679,0.5952416,1.2653813,1.4523723,0.37750947,1.435655,0.8553495,1.3214995,1.3113244,1.4349949,0.92841923,1.4216101,0.84916437,0.6623791,1.5170122,0.7622329,0.9085438,1.2516539,0.8968755,0.83474207,1.4286662,1.1396214,0.8200967,0.5318166,1.4669813,0.25661677,0.8057974,0.9465378,1.5572059,1.2725886,1.0749629,0.62058455,1.0294002,1.1697979,0.86060476,1.5139781,1.1896936,1.3692367,1.1705602,1.4985309,1.0747452,0.55922127,0.1950149,0.54580915,0.68447137,1.1341466,1.4392731,1.5044218,1.3415916,1.1997802,1.0552384,0.9055921,1.3108437,1.4259224,1.141238,1.381185,0.7190872,1.4024417,0.9202355,0.7676102,0.5129665,0.8120473,0.5521745,0.9754333,0.6450292,0.70562804,1.0137197,0.57003045,1.537657,0.7474783,1.3362017,0.85243034,0.92925483,1.3354287,0.9756951,1.2301276,0.7971442,0.52249336,0.4556408,1.4759046,1.3680375,1.5606129,0.7549962,1.0888358,1.2530066,0.843975,0.91395247,1.2525685,0.88242495,0.9633644,1.540453,0.8642305,0.46197158
boat,1.2130904,0.7752168,0.967548,1.1701274,0.9916387,1.0172911,1.1818436,0.7400936,0.917482,1.1658987,1.0283496,1.0358006,0.9067963,1.2283196,1.035281,1.125051,0.0,0.81315166,0.95864004,0.78509915,0.7489863,1.2238816,0.90926206,0.80274373,0.81107074,0.83349425,0.7021129,0.9992184,1.2031404,0.70974004,0.9968877,0.8796887,1.18961,0.84861875,1.0723346,1.037905,1.0155872,1.1915364,0.9665786,0.86068875,0.8609129,1.0117967,0.90155184,0.91217726,0.9741203,1.2556181,1.1230716,1.0145518,1.1822375,0.9694759,1.1181407,1.1876694,0.92437416,0.9530403,1.2344135,1.0649617,0.88230264,1.0549136,1.0315627,1.0597588,1.0475972,0.9183778,1.1930022,1.236335,0.8429644,0.7270853,0.95903814,1.115167,0.9753182,1.211782,1.1493214,0.77583504,0.9549353,1.0445727,1.1330057,1.2621897,0.8701045,1.0902946,1.1792511,1.014287,0.9864611,1.1358984,1.2521727,0.97689927,0.8282552,1.1074773,1.2069405,1.2404145,0.96072954,0.9054131,0.95466614,0.98155683,1.0709758,0.9635463,1.018403,1.2194124,0.85733473,0.9141735,0.81207097,1.0504379,0.9055811,0.9149042,0.94822377,1.0605272,1.1556152,0.90986776,1.1871086,1.0481902,1.0667177,1.0768452,0.8558705,0.9106443,1.0220171,1.1266956,0.82076615,1.0948831,1.111243,1.0983155,0.8853619,0.94681096,0.7934426,1.1557572,1.0135561,0.7934623,1.1940585,0.9487994,1.1528832,0.9577675,0.7368828,0.79469323,0.9399204,0.9306699,0.8509375,0.8902629,0.981397,0.93095565,1.1229507
book,0.8944496,0.98973554,1.052712,1.0177886,1.0306486,1.0331063,1.1340195,0.7532021,0.95026904,1.1964276,0.90937024,1.0342079,0.8467783,1.0415974,0.894707,0.91582865,0.81315166,0.0,0.9452211,0.9310222,0.46714485,1.1717297,1.1283038,0.9110829,0.96608216,1.0493844,0.8934646,1.1131465,1.1189729,0.8918917,1.107184,1.022554,1.0651255,1.0422733,0.9745034,1.0302827,1.0765997,1.0599303,0.95139295,0.7729184,1.0059538,0.93235266,0.7007779,1.0954292,0.96738553,1.1890897,1.1012206,1.0053254,1.0485765,1.0478997,1.0190811,1.1681664,0.93905514,0.9311651,1.1714013,1.0870193,0.7106884,0.8241707,1.1033015,1.0329275,1.1084088,0.55632114,1.0670053,1.0391431,1.0318985,0.8315253,0.98994386,1.0047677,1.0743885,1.0989614,0.92721885,0.89125955,1.0722669,1.0004716,1.0370781,1.1007828,0.9367028,1.1176424,1.1216582,1.0789485,1.0146132,1.2185599,1.1840649,1.0592507,0.82949364,0.9323551,1.0392371,1.2051542,0.28940272,0.99090534,0.93675077,0.9325608,1.1666338,1.0932164,1.1572078,1.1622145,1.0691822,0.8882882,0.9162384,1.0928216,0.89474124,0.7712654,1.0840853,1.0602865,1.1144353,0.88795304,1.0841439,1.0384775,1.0509232,1.1465936,0.9384693,0.88567424,1.0734177,0.90599126,1.079265,1.0602038,1.0201173,1.0704665,1.0390066,1.1628153,0.9482991,1.0511825,0.71701753,0.9732624,1.2141619,1.0086718,0.8070404,0.99570835,0.69717366,0.56924945,0.9078721,0.9186469,1.0317689,1.0493788,1.0955951,0.9817018,0.9926488
bottle,1.4923718,0.8656879,0.43420422,1.4377631,0.71789646,0.91272676,0.9846428,1.166919,1.479201,1.1757331,1.527164,0.64743567,1.309182,1.4949731,0.9927466,1.5559539,0.95864004,0.9452211,0.0,0.66047573,1.1937429,1.1306005,0.74584126,0.43543994,0.69060093,0.50685513,0.748454,0.7606021,1.4020927,1.0916477,0.33993113,0.9801636,1.3758317,1.1521572,1.2181215,0.99718183,1.3658423,1.0407921,0.37530792,1.3455651,0.12723541,1.2986374,1.0612271,0.97972107,1.3009735,1.4000378,0.9042259,0.5531403,1.3980004,0.5021912,1.17817,0.95504886,0.61112046,0.2109685,1.1271763,0.8174694,1.1039519,1.254623,0.4615661,1.173476,1.1350236,0.75535655,1.2136164,1.4050038,0.5984327,0.955295,1.2191244,1.3527768,0.3204906,1.5538547,1.3874738,1.1523894,0.40441728,0.9679573,1.0849794,1.4027357,0.9796419,1.0913539,1.201619,0.3293743,0.6905671,0.82621694,1.0348676,0.45695293,0.99880546,1.3285402,1.5558046,1.4513506,1.2227727,0.95650244,0.4805532,0.39799333,0.9110499,1.0327723,0.78811014,1.2730662,0.73243594,0.42642367,0.9451315,0.5921056,1.3400819,0.5305248,1.1027516,1.2651012,1.399552,1.262754,1.3976043,1.148468,1.2113559,1.296181,1.0018969,1.3607005,0.3861028,1.2680242,0.46751827,1.1035805,1.1793547,0.9344667,1.0678864,0.9110296,1.1767153,1.3976634,1.4271219,0.5200432,0.8493817,0.49847603,1.3595209,0.69430345,0.71374035,1.1602597,0.9997351,0.84091973,1.1908088,1.1337686,0.36414737,1.11504,1.3090986
bowl,1.34215,0.8376766,0.67879695,1.3451505,0.7517141,0.8342914,0.9742941,0.68115306,1.0338365,1.308544,1.3092769,0.67588025,1.069928,1.2906653,1.1376212,1.344044,0.78509915,0.9310222,0.66047573,0.0,0.8709686,0.991045,0.90354455,0.19260317,0.9098834,0.56952095,0.7746436,0.99099994,1.3318726,0.8460069,0.61847866,1.0705668,1.3818294,0.87804914,1.0302547,0.8687885,1.17507,0.96046066,0.70878637,1.1396531,0.37231743,1.2125623,1.0694339,1.0718869,0.99076915,1.2884758,0.93299985,0.7760091,1.3500259,0.75946224,1.2914855,1.0005138,0.8301953,0.8251983,1.1284902,0.80620706,1.0049613,1.1105119,0.83084273,0.9653867,1.1340858,0.6646339,1.3013344,1.2124166,0.89552563,1.0191052,1.2564666,1.389576,0.75195885,1.3667599,1.2457885,1.1176171,0.7720765,0.8762686,0.85661626,1.1226857,1.0135213,1.0728759,1.1499884,0.78645575,0.73477536,0.92605305,1.1162511,0.71993077,0.8493184,1.2230521,1.3636835,1.3361936,1.0770113,0.8008555,0.77362543,0.7548945,0.83337176,1.0254356,0.72491705,1.2156485,0.8761307,0.35944122,0.95225585,0.8461998,1.0832224,0.71445996,1.0472486,1.2003508,1.4164555,1.2560174,1.4004123,1.0291843,1.2563913,1.1918157,0.5309278,1.1636375,0.6771519,1.2208885,0.6180281,0.95442724,1.0249155,0.7779455,0.838616,1.0590675,0.9948339,1.4075925,1.1735301,0.40734434,0.91271436,0.7203675,1.1214201,0.7514218,0.6929108,0.832203,1.235212,0.816838,0.97069204,1.154394,0.76120836,1.2206717,1.2184305
box,0.8813545,0.99397653,1.389195,0.9357003,1.1238066,1.0053982,1.1579854,0.40965796,0.58943295,1.2157009,0.64740217,1.289817,0.30521417,0.95850533,0.9918572,0.82758486,0.7489863,0.46714485,1.1937429,0.8709686,0.0,1.0377738,1.0401758,0.8350187,1.1170068,0.8617413,0.9166121,1.1818478,1.0367144,0.50456274,1.3224294,0.7514329,0.87157416,0.7075949,0.88771313,1.0123789,0.7232178,1.0227375,1.3610213,0.3489408,1.1908901,0.9657226,0.8753885,0.7669194,0.54660624,1.0062405,1.2668073,1.293634,0.9605088,1.3484651,1.0169069,1.3082013,1.3395655,1.2494822,1.0740716,1.2764857,0.9619828,0.6871528,1.427827,0.95046884,1.1078999,0.74803334,1.0695424,0.99320763,1.1935878,0.98423207,0.9154044,0.93348354,1.0881122,0.98105574,0.82035303,0.58718705,1.2356391,1.118528,1.0433356,0.99277747,0.8974074,1.203514,1.0737927,1.434466,1.0925088,1.3814372,1.2720392,1.3354576,0.63302124,0.9499946,0.88526,1.0367336,0.4148835,0.98365104,1.3059216,1.3460085,1.260842,1.1331638,1.2580752,1.0032598,1.0468322,1.2282066,1.0589832,1.2938409,0.67497236,0.9018545,0.6616807,0.9529117,0.9800064,0.92348796,0.9517728,1.0175407,0.8647897,0.89810055,0.7539382,0.78561825,1.4039038,0.9906024,1.0456654,0.98569465,1.0036353,1.2294271,0.7714752,1.3005778,0.6706119,0.9403167,0.5207412,1.1527598,1.3872335,1.3106217,0.7460222,1.0624259,0.8759099,0.41505325,0.9607751,0.9053477,0.8424716,0.7687423,1.4249557,0.8831131,1.0491394
bread,0.9126333,1.1993489,0.8216746,0.92631716,1.102863,1.1510661,0.63501835,1.0050137,1.0094041,1.0824598,1.0625708,1.0658579,0.95520186,0.837945,1.0622168,1.0100073,1.2238816,1.1717297,1.1306005,0.991045,1.0377738,0.0,1.0856345,1.0420058,1.1864077,1.1130389,1.1394302,0.7251564,0.7599188,1.1330805,1.0510277,1.1316117,1.1187961,1.107709,0.95087373,0.8793756,1.0954349,0.519725,1.0034487,1.0421385,1.0958152,0.8170291,1.0347325,1.1273065,0.92317307,0.81002957,0.98318166,0.89741814,1.0168136,1.0007515,1.1112285,0.8057085,1.0018771,1.0446324,0.86054623,0.9108081,1.0015588,1.0711597,1.0489749,0.8959439,0.9394915,1.0274153,1.0621583,0.78061914,1.0593579,1.135774,1.1499755,1.1633201,1.1279203,1.0577852,0.96479493,1.1978686,1.086766,0.9021305,0.81542104,0.7372705,1.277532,0.948243,0.61096644,0.9251451,0.9769925,0.87433016,0.8690874,0.9026873,1.1110442,0.99351716,1.00692,1.0537658,1.0618051,0.98422825,1.052629,0.9820235,0.6801026,0.929579,1.0135711,0.8863516,1.071996,1.0402765,1.0970474,0.8346698,1.1834373,0.9825744,1.1011186,0.99687064,1.0541295,1.1763659,1.099265,0.96657366,1.1808745,0.98736495,1.0106533,1.0393031,0.9457584,0.9551661,1.1180503,0.9332099,0.7670239,0.78705776,1.0210435,0.90141684,1.1619275,1.1506126,1.0744786,1.0515902,0.78144366,0.952785,0.8562168,1.005651,1.1527015,0.86599517,1.1291991,1.0675278,1.1214414,1.2291073,1.0566101,1.1922673,1.0814885
broom,1.4062393,0.8242809,0.9948559,1.2429794,1.0701542,1.0266532,1.1899415,0.97845256,1.0857413,1.2164528,1.1978112,0.86224073,0.86413527,1.3852918,1.2183281,1.3137064,0.90926206,1.1283038,0.74584126,0.90354455,1.0401758,1.0856345,0.0,0.759441,0.8432417,0.37529266,0.8195826,0.9497447,1.1971552,0.77152056,0.58928853,0.72503287,1.2335787,1.0963079,0.8184605,1.0392,1.0739222,1.1322483,0.7358385,0.9601595,0.75584507,1.2587291,1.1385057,0.57281685,0.87233114,1.2698517,1.0765597,0.8876952,1.1821998,0.9503642,1.25301,1.032497,1.0571516,0.8341602,0.87040216,0.7625632,1.2616118,1.1932232,0.8390144,1.0648093,0.8723571,1.1375953,1.2793894,1.3309188,0.9861921,0.99121743,1.0473158,1.2866817,0.5463538,1.3484192,0.970538,0.72047186,0.51662844,0.74379486,1.2014536,1.2733972,1.1351368,1.1049619,0.9542632,0.97403014,0.5644934,0.95916927,1.1258541,0.97026443,0.736401,1.3214875,1.3227174,1.2051272,1.1929976,1.1187285,0.6698482,0.73804647,1.0903611,0.9720751,0.80713004,1.2519485,0.5594106,0.8080431,1.040338,1.0604638,1.2703938,0.87918055,0.5760505,1.1777227,1.2050061,1.113664,1.2764344,0.9743193,1.2742456,0.78045225,0.7286092,1.178104,0.8681723,1.1054966,0.71047264,0.8674499,1.2036362,0.82024515,0.9711736,0.972204,1.0353705,1.3314297,1.2739897,0.89219546,0.9962672,0.6436477,0.96258956,0.5614265,1.1009775,1.1013087,0.974985,0.90805346,1.0545423,0.7217393,0.8814552,0.8060673,1.1372918
bucket,1.4254457,0.76158476,0.66130304,1.4337225,0.75115335,0.8258822,0.98702043,0.7140911,1.1581233,1.3583667,1.4027454,0.7988198,1.0572962,1.3212835,1.0845423,1.4387882,0.80274373,0.9110829,0.43543994,0.19260317,0.8350187,1.0420058,0.759441,0.0,0.79187715,0.4123292,0.64973736,0.91873825,1.4705248,0.77854156,0.54062533,1.0344423,1.3949738,0.91947186,1.1246498,0.95047545,1.2545419,1.0592387,0.67869806,1.1285974,0.26131356,1.2955753,1.0971222,0.997186,1.0620755,1.3346691,0.90674484,0.7314936,1.4027812,0.74032027,1.322669,0.9832167,0.77615047,0.7489698,1.0535077,0.86240405,1.0381218,1.1233901,0.86378306,0.9276775,1.2068057,0.5985032,1.3309087,1.2383994,0.8311883,0.9936405,1.3041192,1.4311191,0.5327533,1.4656913,1.2956661,0.9994118,0.67566264,0.7760445,0.9196127,1.1061507,0.9555151,1.1235056,1.1739359,0.75206506,0.66636324,0.954302,1.1272786,0.6979078,0.84652334,1.3266113,1.4307055,1.403376,1.0471206,0.84587216,0.80985105,0.7687223,0.7998631,0.98312885,0.7445257,1.2259846,0.77931887,0.47446328,0.9563714,0.7625297,1.1118239,0.6633109,0.96839994,1.1778162,1.4170465,1.3049575,1.4483134,1.0380378,1.1957092,1.2695054,0.6300067,1.222005,0.6939912,1.3531183,0.4705158,0.8954032,1.0399218,0.8091198,0.798797,1.0153989,0.9652749,1.4556277,1.2515479,0.47075546,0.8435708,0.71841073,1.1019399,0.65909207,0.66470426,0.87812614,1.1981165,0.801273,1.008421,1.0634764,0.7607266,1.201865,1.2840345
butterfly,1.1847783,0.72233343,0.8380947,1.2595683,0.8390006,0.9751587,1.0061975,1.0902593,1.3260195,1.1195365,1.3235586,0.88078105,1.2386627,1.2978877,0.9698768,1.3023922,0.81107074,0.96608216,0.69060093,0.9098834,1.1170068,1.1864077,0.8432417,0.79187715,0.0,0.8582401,0.83803046,1.0041467,1.1935271,1.0289414,0.6270994,1.1131991,1.3012003,1.1550837,1.1434101,1.0733399,1.3226737,1.1597779,0.77066433,1.2208927,0.70156145,1.0120374,0.8518911,1.114223,1.2376639,1.2653844,1.0210136,0.9666014,1.2173698,0.80422366,1.1740875,1.1010776,0.5361229,0.6783203,1.0323614,0.7929215,0.62143034,1.2304795,0.84266305,1.0016614,1.0505583,0.94854,1.1937573,1.2350156,0.69835824,0.67766285,1.113487,1.2121845,0.7700795,1.282585,1.2535574,1.0611619,0.65801823,0.9081421,1.0614991,1.1659092,0.88014466,1.11825,1.0735047,0.8880762,0.7982006,1.0507569,1.1817025,0.85622466,1.0530508,1.1550859,1.3229344,1.2766979,1.114881,0.9444792,0.8006623,0.8007957,0.95019656,0.8174709,0.908913,1.1567816,0.74308336,0.83715934,0.72985864,0.7419672,1.0194547,0.72729707,1.1359072,0.8709854,1.231029,1.0322818,1.2865247,0.95767605,1.205228,1.1711829,1.0545605,1.2075489,0.7691456,1.1945562,0.7699981,1.01616,1.1676247,0.9658075,0.9874492,0.9889936,1.0901303,1.2461966,1.2861563,0.6625578,1.0295589,0.84686387,1.2725827,0.7908714,0.809096,1.1940612,0.93623525,0.9817326,1.0357513,1.0438135,0.744196,1.0844302,1.1526642
can,1.5207112,0.8424525,0.8739836,1.3293011,0.995497,0.9884116,1.1886321,0.98993725,1.0709752,1.3427088,1.2776017,0.67390573,0.8680897,1.3639233,1.2859962,1.4478681,0.83349425,1.0493844,0.50685513,0.56952095,0.8617413,1.1130389,0.37529266,0.4123292,0.8582401,0.0,0.7725518,0.9783848,1.353024,0.55163646,0.42901367,0.72387743,1.2882624,0.83139634,0.93062913,1.0789683,1.010047,1.1529367,0.62579954,1.0344405,0.4130776,1.3721874,1.1720023,0.5576618,0.7505309,1.2279097,0.9561071,0.78776217,1.303819,0.82868296,1.3360152,0.9738865,0.97188824,0.7434982,0.9640832,0.7544529,1.3397617,1.2839828,0.7014295,0.9591765,0.98393077,1.0273671,1.3263152,1.3284483,0.8708636,1.0838464,1.2436447,1.3609405,0.4177304,1.3803816,1.136758,0.7814036,0.4961294,0.815021,1.095646,1.2515068,1.155368,1.115046,1.1317506,0.8100419,0.4572819,0.8305712,1.152585,0.8159641,0.6060875,1.400321,1.3941289,1.2096566,1.1428798,1.1199921,0.6832693,0.71649504,0.99849814,1.0889587,0.63777375,1.2181681,0.69093263,0.6189258,1.1036578,1.0073903,1.2510848,0.72175014,0.5320649,1.214803,1.3080368,1.3325672,1.374858,1.0284032,1.2279127,1.0218694,0.61376363,1.2689186,0.6420295,1.2075294,0.5494981,0.85951525,1.2235599,0.8867619,0.936898,1.0245196,0.9397738,1.3964796,1.2751762,0.71977735,0.85847855,0.59131014,1.1500785,0.4909423,0.99592304,1.1158973,1.1380512,0.96642226,0.91105354,0.80908823,0.7105691,0.94850236,1.274328
